-0.0049911-0.00084005i,-0.0035469-0.00025139i,-0.0039634+0.00053548i,-0.0039631+0.0015103i,-0.0034779+0.0020221i,-0.0019526+0.001989i,-0.00067824+0.001445i,-0.00040109+0.0014059i,-0.00011109+0.0020759i,-1.4587e-05+0.002341i,-0.00050159+0.0019344i,-0.00017345+0.00054808i,0.00060574-0.00031479i,0.0005186+0.00045864i,0.00034907+0.00083815i,0.00036607+0.0006718i,0.001147+0.00044674i,0.0012642+0.0006802i,0.00041685+0.00048383i,-6.1448e-05-0.00013323i,-0.00069482+0.00011381i,-0.0010368+0.00052184i,-0.00052809+0.00074041i
0.00019708-0.0010315i,0.00023015-0.0016074i,0.0004069-0.002087i,-0.00069203-0.0016461i,-0.0028155-0.00068239i,-0.0029114-2.4468e-05i,-0.0017581-7.1498e-06i,-0.00073464-0.00053127i,-0.00075138-0.00062572i,-0.00034748+1.8996e-05i,0.00052933+0.00029045i,0.00034026-0.00013811i,0.00011656-0.00055297i,7.6605e-05-0.00037512i,-3.734e-05+5.3169e-05i,-0.00020278+0.00028438i,0.0001712+0.00064032i,0.00051557+0.0013202i,-0.00018408+0.00038455i,-0.00028795-0.0003703i,-0.00012875-0.00015426i,-0.00056666+0.00012422i,5.4027e-05+5.4751e-05i
0.0025046+0.0022108i,0.0035055+0.0020943i,0.0043707+0.00078137i,0.002475-0.00040443i,0.00052288-0.00094282i,-6.9814e-06-0.0011849i,0.00024444-0.0014008i,0.00097697-0.0013484i,0.00085054-0.00072482i,0.0003786-0.00027079i,6.8766e-05-0.0001567i,0.0010457+0.00017945i,0.0014521-0.00028547i,0.00099616-0.00068849i,0.00076989-0.00084613i,0.00023695-0.00084981i,-0.00014725-0.00011233i,3.127e-05+0.00018966i,0.00028765+0.0001868i,7.8373e-05+0.00072261i,-0.00016725+0.00074026i,1.7183e-05+0.00051511i,0.00032515+6.4474e-05i
9.5809e-05-0.0017358i,4.4911e-05-0.0015002i,-0.0007635-0.0014938i,-0.0010304-0.0011099i,-0.00092714-0.00014752i,-0.00065288+0.00057933i,-0.00075924+0.00023251i,0.00014075-0.00067167i,0.00058781-0.00044651i,-0.00015937-0.0003509i,-0.00095008+0.00020464i,-0.001159+0.00080005i,-0.00024468-8.2292e-05i,0.00092245-0.0010672i,0.0009397-0.0012183i,0.00026197-0.00067053i,5.8456e-05+0.0001484i,0.00038713+0.00060816i,0.0005217+0.00080212i,0.00017569+0.0006255i,-0.00037311+0.00028905i,-0.00035201+0.00061849i,-0.00021241+0.0009107i
-0.00034119-0.0012276i,0.0012301-0.0014488i,0.0016718-0.0015608i,0.00022391-0.00153i,-0.002494-0.0012717i,-0.0030689-0.00091832i,-0.00099629-0.0005024i,0.00035592-0.00040247i,0.00044106-0.00039735i,-0.00042602-0.00029846i,-0.0004604-0.00042216i,0.00027197-0.00080075i,7.1754e-05-0.00074493i,0.00023775+5.4757e-05i,0.00075879+0.00011786i,0.00092213-6.2458e-05i,0.00060014+1.3897e-05i,0.00016335-0.00025109i,0.0005389-0.00026355i,0.00043168+5.9795e-06i,-0.0002021+0.00047652i,-0.00020164+0.00151i,-0.00040484+0.0021587i
0.00022789+0.00034911i,0.00017506+0.00075779i,-0.00018248-0.00041117i,-0.001153-0.001158i,-0.0022828-0.00077539i,-0.002037-0.00020528i,-0.00034351-0.0004061i,0.00074843-0.00056266i,-5.6321e-05+8.1229e-05i,-0.00092679-0.00030064i,-0.00059464-0.00054412i,-0.00014816+0.00016978i,0.00026321+0.00036004i,-0.00061072-0.00042382i,-0.00083559-0.00049274i,0.00057456+0.00011121i,0.0009487+0.00082359i,-0.00029686+0.00085107i,-0.0010251+0.00041097i,-0.00076315-0.00025105i,-0.00040096-0.0003605i,4.4992e-05-0.00031171i,0.00014512+3.005e-05i
0.0017122+0.00063055i,0.0022417-0.00012726i,0.0020483-0.0010923i,0.00085019-0.0018588i,-0.0001302-0.0013186i,-0.00059974-0.00086426i,-0.0011151-0.00057418i,-0.00096731-0.00027537i,-0.00073944-0.00022291i,-0.00050296-7.8001e-05i,0.00048404+0.00033715i,0.00077162+0.00029659i,0.00030476+2.3524e-05i,0.0005351-0.00041295i,0.00055386+0.00066338i,-0.00050563+0.0016219i,-0.00096126+0.00074487i,-0.00039344+0.0004793i,0.0002038+0.00042923i,0.00014327+0.00012209i,-0.00028795-0.00010568i,0.00012657+0.00013555i,0.00023694+1.6263e-05i
0.00090704+0.0012384i,0.0010712+0.0015068i,0.00074595+0.001763i,0.00094259+0.0013955i,0.0010937+0.00084769i,0.0006602+8.2457e-05i,0.0004955+0.00024525i,6.7892e-05+4.4701e-05i,-0.00011246+0.00026004i,0.00016905+0.0002687i,0.00041223+0.00021951i,0.00019581-0.00012087i,0.00022103-0.00047056i,0.00035115-0.00051991i,-0.00037053-0.00088909i,-0.00030733-0.00016588i,-0.00056498+0.00073058i,-0.00084042+0.00094949i,2.3089e-05+0.0011366i,0.00031182+0.00056563i,-9.2715e-05+0.00010229i,-0.00026763+0.00091889i,-0.0003662+0.0013394i
0.00067842+0.00043222i,0.0014643-0.00083543i,0.0015168-0.00053966i,0.00081249-0.0010843i,0.00051644-0.0021036i,6.3198e-05-0.0017033i,0.00028858-0.00089056i,7.0706e-05-0.00048812i,-0.00075942-0.00043651i,-0.00095857-0.00041844i,-0.00025484-0.00069856i,0.00012627-0.00059536i,0.0005371-3.1644e-05i,0.00067586-0.00037325i,0.00049924-0.00080117i,0.00037374+0.00046459i,-6.4458e-05+0.001402i,-6.6167e-05+0.000855i,0.00041892+0.00083219i,0.00089776+0.00091277i,0.0003141+0.00045629i,-7.4519e-05+0.00028662i,0.00016279+0.00079313i
0.0028215+0.0017437i,0.0028752+0.0013485i,0.0025431+0.00038582i,0.0016399-9.702e-05i,0.00067951-4.828e-05i,-0.00056153+3.4483e-05i,-0.0012991+0.00014591i,-0.00067947+0.00018089i,-0.00047745-0.000137i,-0.00069981-0.00024796i,3.2562e-05-0.00014116i,-0.00021293+6.7339e-05i,-0.00073272-9.2123e-05i,0.00021169-0.00031556i,0.00053671-0.00021527i,0.00049583-5.9482e-05i,-0.00012328-0.00025279i,-0.00019659-0.00049866i,0.00017365-0.00035561i,-0.00035409-0.00019068i,-0.00020101-0.0002412i,0.00073953-0.00063945i,0.0010436-0.00082879i
-0.0015604-0.00050955i,-0.00025517-0.00025732i,-0.00046299+0.00021858i,-0.00089404+0.00089675i,-0.0011947+0.0013742i,-0.00047043+0.0014371i,0.0004713+0.0012016i,0.00069421+0.00049644i,0.00059-0.00011572i,0.00040723-0.00025056i,0.00052716+0.00075877i,0.0001775+0.0014033i,-0.00063401+0.00087413i,-0.00054475+0.00078278i,0.00025431+0.00073961i,0.00059048-4.1731e-05i,0.00045122-0.0005217i,-7.9773e-06-5.5257e-05i,-0.00058937-2.0632e-05i,1.7528e-05-0.00016453i,0.00022336+0.00035606i,-0.00064052+0.00061309i,-0.00060326+0.00084701i
-0.0001375-0.002262i,0.00025493-0.001963i,-0.00031031-0.0030986i,-0.0019102-0.0020226i,-0.0025097+2.1759e-05i,-0.0015802+0.00084719i,-0.00091204+0.00089013i,-0.0013114+0.00014936i,-0.0013268-0.00012414i,-0.00086328+0.00026691i,-0.00028621+0.00042661i,0.00014395+0.00038706i,0.00015483+0.00032541i,-4.7767e-05+9.8393e-05i,-0.00030582-0.00028925i,-0.00069215+0.00030503i,-0.00097903+0.00068655i,-0.00087179+0.00072831i,-0.00023035+0.00082146i,0.0007056+0.0005617i,0.00066317-7.9959e-05i,-0.00021572+1.192e-05i,-2.8929e-05+0.00088719i
0.0020036-0.0018915i,0.0014327-0.0028105i,0.0015582-0.0045315i,0.00065719-0.0045475i,-0.0011507-0.0034528i,-0.0015338-0.0016578i,-0.0011503-0.00042231i,-0.00096258-0.00043176i,-0.00043607-0.00091077i,-0.00060254-0.00067555i,-0.00070843-0.00040768i,-0.00053816-0.0002768i,-0.00030126+0.0001011i,6.912e-06+0.00018145i,0.00027302+0.00066437i,0.00039945+0.00066607i,-0.00035863-0.00020627i,-0.000704-0.00032226i,-0.00080192+0.00011006i,-0.00024967+0.00046271i,0.00079247+0.00079997i,0.0002511+0.001057i,-0.00092588+0.0010964i
0.0015508+1.4335e-05i,0.0011744-0.00097842i,0.0019439-0.0013997i,0.00029343-0.0019727i,-0.0026917-0.0016579i,-0.0028721-0.00026406i,-0.0019098+0.00025478i,-0.00075423-0.00034977i,-0.00032218-5.951e-05i,-0.00032194+0.00068631i,-7.1455e-05+0.00036688i,0.00023477-6.6925e-05i,4.8905e-05+0.00059071i,-0.00025976+0.0010797i,-4.2392e-05-0.00012629i,0.00044204-0.0011597i,0.00021401-0.00058136i,0.00034479+7.4984e-05i,0.00063989+0.00013084i,0.0004512-0.00026784i,4.4557e-06-0.00052623i,-0.00044206-0.00014642i,-0.00012149+1.9456e-05i
0.00049613+0.0011315i,0.0019518+0.001578i,0.0013803+0.00052886i,0.00050127-0.00076792i,-0.00011395-0.00071607i,-0.00045786-0.00077217i,0.00054715-0.00073287i,0.0010685+0.00021421i,0.00018369+0.0014933i,-7.2668e-05+0.0012795i,-0.00047064+0.00011691i,-0.00066805-0.00063625i,0.00013646-0.0006559i,0.0003896-0.00043795i,0.00062353-0.00056895i,0.0011506+0.00025443i,0.0010377+0.00043144i,0.00042471+3.4968e-05i,-4.3451e-05-0.00014492i,-0.00013534+0.00020729i,1.1573e-06+0.0010359i,0.00030432+0.0013707i,0.00028654+0.00030743i
0.0005772-0.00036694i,0.0010675-0.00066815i,0.00096955+8.7803e-05i,0.00038293-0.00047034i,-0.00032008-0.0016427i,-0.00053648-0.00054216i,-0.00052369+0.00050292i,-3.9985e-05-0.0001371i,0.00029534-0.00045872i,0.00027647-0.00022548i,0.00016287-0.00081202i,-0.00011992-0.00067929i,-0.00057341-0.00013497i,-0.00033508+0.0004946i,8.8284e-05+0.00087401i,-0.00039042-0.00012427i,-0.00020345-0.0005325i,-4.0035e-05+5.1779e-05i,-0.00019192-0.00036419i,1.2258e-05-0.00045073i,0.00035071-4.9083e-05i,0.00063991+0.0004151i,0.00039686+8.3174e-05i
-0.00043104+0.00073942i,-3.6889e-05+0.001605i,0.00068164+0.00084668i,0.00085614-0.00069271i,0.00029968-0.001444i,-0.0013946-0.0012274i,-0.0015051-0.00063418i,-3.5305e-05-0.00088883i,0.00046847-0.0003815i,0.00053073+2.4458e-05i,0.00091148+0.00016041i,0.00050654+0.00039079i,9.8294e-06-0.00022768i,0.00028977-0.00097658i,0.00030877-0.00043169i,0.00014149+8.9275e-05i,-0.000279+0.00023398i,-0.0009808+0.00046667i,-0.0011159-5.6513e-07i,-0.00015153-0.00018759i,0.00059377+0.00018613i,0.00022197+0.00024923i,0.00019123+0.00036928i
0.0023322-0.00070471i,0.0029271-0.0007863i,0.0021592-0.0010981i,3.2838e-05-0.0014497i,-0.00069784-0.0017133i,-0.0010599-0.0010807i,-0.00065947-0.00076981i,-0.00025154-0.00074059i,-4.6045e-05-0.00075741i,0.00066794-0.00068036i,6.1131e-05-0.00032882i,-0.00038478+0.00039463i,-0.00014195+0.00029444i,0.00028938-0.00034104i,0.00016793-0.00060107i,-0.00025026-4.9221e-05i,-2.4905e-05-0.00013796i,-0.00033044-0.00049232i,-0.00062623-0.00020193i,-0.00010898+0.00024065i,-0.00014298+0.001522i,-0.00054938+0.0018806i,-0.00031335+0.00086298i
-0.0015424-0.0010086i,-0.00075908-0.0007619i,-0.0013765-0.00017322i,-0.0021735+0.0009244i,-0.0020535+0.0024578i,-0.0018367+0.0028306i,-0.0011035+0.0017748i,-0.00038181+0.00088751i,-9.7343e-05+0.00066954i,-0.00028186+0.00064777i,-0.000427+0.00053762i,0.00012104+0.00071689i,0.00041612+0.00030289i,0.00024508-0.00088734i,0.00037109-0.001042i,0.00057902-0.00052703i,-0.00019508-0.00043234i,-0.00056124-0.00014008i,-0.00010278+3.9535e-05i,0.00055722-0.00035132i,0.00046114-0.00062427i,-0.00016167-0.00040675i,0.00012613+0.00075366i
-0.0010858-0.00085434i,-0.0003804-0.001263i,-0.00040782-0.0011346i,-0.0010166-0.00055709i,-0.0017563-0.00030062i,-0.0011301+0.00020003i,-0.00026949-3.5656e-05i,0.00025591-0.00060478i,0.00013183-0.00055803i,-0.00030697+0.00012223i,-0.0010808+0.00057226i,-0.00064499-4.465e-05i,0.00021636-0.00012944i,-0.00052514+7.3899e-05i,-0.00062463-9.2848e-05i,0.00020063+0.0004939i,0.00056543+0.0006761i,0.00081326+0.00022543i,0.00048729-0.00051906i,0.00023456-0.00071839i,0.00028233+0.00039517i,-0.00018395+0.00132i,-0.00010954+0.00046996i
-0.001934-0.0018357i,-0.00060941-0.00085394i,-0.0014056-0.00069824i,-0.0018615-0.00013864i,-0.0020477+0.001329i,-0.00094694+0.0020096i,-0.00034669+0.0011492i,-0.0013329+0.00023245i,-0.0017187+6.5261e-06i,-0.0011644+0.00053232i,-0.00023746+0.00074326i,-1.4676e-05+0.00094544i,-0.00010881+0.0015474i,0.00028423+0.00099272i,0.00090282+0.00014513i,0.00052838-0.00010721i,0.0001481-0.00072654i,0.00062889-0.0012629i,0.00025171-0.00096163i,-0.00032462-0.00010354i,-0.00032994-5.1157e-05i,-0.00030082+6.4461e-05i,-0.00078852+0.00082529i
0.0012369-0.0010443i,0.0018348-0.0017011i,0.0028151-0.002067i,0.0013963-0.0019199i,-0.0017053-0.0026124i,-0.0031503-0.0014036i,-0.0016509+0.00019219i,-0.00014409-0.00015124i,0.00022407-0.001136i,-0.00018129-0.00091413i,-0.00079774+0.00020972i,-0.00071359+0.00039468i,-0.00012817-0.00021634i,-4.9872e-05-0.00045057i,-0.00026015+0.00026182i,-0.00051317+2.1265e-05i,-0.00022956-0.00029626i,-0.00013959+0.00039295i,0.00023515+0.000468i,-0.00030014+0.0001515i,-0.0010055+4.3439e-05i,-0.00085783-0.00018861i,-0.0011112-0.00035747i
0.0033423-0.00021318i,0.0029274-0.00016346i,0.0026677-0.0016422i,0.001314-0.002397i,-0.0012255-0.0014637i,-0.0017582-0.00027061i,-0.00036787-0.00036595i,0.00012235-0.00067344i,-0.00036828-5.4262e-05i,-0.00012795+0.00014918i,-0.0001203-0.00018497i,-0.00071343+0.00023766i,-0.0011335+0.00030281i,-0.00051988-0.00026936i,1.4856e-05-7.121e-05i,-0.00033398+0.00014451i,-0.00093004+0.00027239i,-0.0010704-0.00013766i,-0.00045274-0.00071884i,0.00022426-0.0010728i,0.00020199-0.00039325i,-7.2842e-05-0.00019444i,-0.00011819-0.00056654i
0.0025638-0.0029002i,0.001956-0.0016552i,0.00055182-0.0031697i,-0.0016759-0.0036136i,-0.0042686-0.0012808i,-0.0041018+0.00077571i,-0.0015518+0.0014123i,-0.00089628+0.00091104i,-0.0015262-0.00032851i,-0.0016444-0.00085635i,-0.0012214-0.00046907i,-0.00038639+9.6247e-05i,0.00018661+0.00029787i,0.0003871-0.00013168i,0.00037603-0.00017511i,0.00016903+0.00012653i,-0.00023544-0.00038216i,1.4462e-05-0.00015476i,-0.00021973+2.3929e-06i,-0.00062284-0.00085663i,-4.9422e-05-0.00074775i,0.00024245-8.1664e-05i,-0.00041438+0.00076526i
-0.0027224+0.0003301i,-0.0012302+0.00011062i,-0.0007481-5.879e-06i,-0.00095967-2.3255e-05i,-0.0012825-0.00094491i,-0.00053902-0.00082842i,0.00091855+3.0386e-05i,0.0008665-6.7604e-06i,-0.00022643-0.00019088i,-0.00088463-0.00011173i,-0.00028089+8.9333e-05i,0.00090422+0.0003967i,0.00089575+0.00016183i,0.00037943-6.3716e-05i,0.00057433-0.00021698i,0.00041278-0.00016563i,-0.00020945+0.00032553i,-0.00050116+0.00049649i,-0.0006299+0.00061275i,-0.00052187+0.00088265i,-0.0001364+0.001007i,0.00033334+0.00066038i,0.00039697+0.00032446i
-0.0027092+0.0023554i,-0.0011541+0.0032032i,-0.00028468+0.0037491i,-6.597e-05+0.0027135i,0.00018384+0.0009312i,-1.8886e-05-0.00060405i,-0.00024425-0.0018266i,-7.2322e-05-0.0016027i,-0.00025508-0.00052794i,-0.0004262+0.00061352i,0.00032433+0.00086119i,0.00052379+0.00037286i,0.00073544+7.0209e-05i,0.00090934+3.1285e-05i,0.00045734+0.00018784i,4.9485e-05+0.00023782i,6.4376e-05-0.00048542i,-0.00018404-0.0010864i,-0.00078618-0.0011067i,-0.00081056-0.00067072i,-0.0011825+0.00011419i,-0.0013472+0.00037914i,-0.00048213+0.00046137i
0.00095074+1.2933e-05i,0.0019344-8.1105e-05i,0.0035154+3.2828e-05i,0.0026473-0.00059094i,-0.0003352-0.001046i,-0.0028046-0.00045032i,-0.0024172-6.6073e-05i,-0.0011005+0.00036006i,-0.00061382+0.00019234i,-0.00066403-0.00038355i,-0.0011263+9.5888e-06i,-0.00084072-6.6175e-05i,0.0002763-0.00056945i,0.00116-0.0011646i,0.0010664-0.00032675i,1.4921e-05+0.00039518i,-0.00036175+9.9221e-05i,6.7279e-05-1.3342e-05i,0.00091088-0.00048604i,0.00028402-0.00054712i,-0.0010374-0.00030312i,-0.00024534+1.1033e-05i,0.00071021+0.00020654i
0.001256-0.00049578i,0.001433-0.00068353i,0.00082281-0.0014226i,-0.00037076-0.0018704i,-0.0016498-0.0012461i,-0.0022969-0.00044662i,-0.0013152+5.0072e-06i,5.4821e-05+0.00022518i,-7.4918e-05-0.0001251i,-0.00022991-0.00025004i,-4.245e-05+3.3783e-05i,-0.00016957+7.0982e-06i,-0.00021277-0.00052953i,0.00019945-0.00050122i,0.00032406+3.1557e-05i,-0.00051484+0.00060766i,-0.00076503+8.3879e-05i,0.00029468-0.00042379i,0.0005207+0.0002341i,0.00055932+0.00039454i,0.00065304+6.9947e-05i,0.00041946+0.00043681i,0.00040074+0.00041619i
0.0012195-0.00046769i,0.0025094-0.0011973i,0.0031716-0.0013289i,0.002332-0.0010113i,0.0013263-0.0016631i,0.00029645-0.0011161i,-2.0577e-05-2.7648e-05i,0.00025546-0.00096616i,-0.00011894-0.0015651i,-0.00017847-0.001171i,-0.00016813-0.0010413i,-0.00037684-0.00070584i,-0.00078881-0.00065766i,-0.00040329-0.00081601i,0.00036657-0.00037845i,0.00080106+9.7489e-05i,0.00034351+8.9799e-05i,-0.00035838-0.00034484i,0.00018555-0.00021171i,0.0003736+0.00030568i,-0.00061146+2.1298e-05i,-0.0010234+3.4209e-05i,2.524e-05+4.8454e-05i
-0.00077828+0.0013176i,-0.00074383+0.0019048i,-0.00066588+0.00096769i,4.0425e-05+0.00023837i,-0.00023286+0.00012575i,-0.00059317-6.6587e-05i,5.7728e-05-5.7235e-05i,0.00013938-0.00027971i,-8.864e-05-0.00028246i,-0.0004959-0.00031772i,-0.00018517-8.3043e-05i,0.00026244+0.00013957i,3.6189e-05+0.00033003i,-5.3022e-05+0.00024525i,0.00040424-0.00045129i,8.3264e-05-0.00050439i,-0.0008043-0.00028015i,-0.00051872+0.00027055i,0.0009635+0.00020992i,0.00088765-0.00053113i,0.00022787-0.00052492i,0.00075301-0.00048947i,0.00090391+9.7594e-05i
0.0017611+0.000668i,0.0018063-0.00088768i,0.0018351-0.0006781i,0.00082167-0.0010462i,-0.00060076-0.0019724i,-0.0011715-0.0017329i,-0.0011974-0.00065631i,-0.0013018+0.00015175i,-0.00063467+0.00066324i,-0.00063546+0.00053452i,-0.00075315+0.00071205i,4.8593e-05+0.00043523i,0.00062851-0.0003954i,0.0011153-0.0007809i,0.0011944-0.00078383i,0.0007965-0.0010817i,0.00042583-0.0012046i,1.8646e-05-0.0008203i,-0.00018896+0.00019008i,-5.5725e-05+0.00071805i,-0.00074454+0.00071174i,-0.0005137+0.00037394i,0.00011681+0.00072876i
-0.00032381-0.00073715i,0.00025716-0.00051449i,0.00054358-0.00055993i,-0.00071285-0.0019138i,-0.0016609-0.0018752i,-0.001239-0.00098423i,-9.269e-05-9.4717e-05i,0.00050872+0.00088845i,-0.00035303+0.0004956i,-0.00069212-3.9683e-05i,-5.1264e-05-7.5397e-05i,-0.00050067+0.00048144i,-0.00036398+0.0010654i,0.00014164+0.00065117i,-0.00056632-0.00013059i,-0.00091414+0.00011236i,-0.0012645+0.00056016i,-0.0012863+0.0010205i,-0.00052348+0.00078754i,-0.00079515+0.0001271i,-0.0011436-0.0003306i,-0.00075689-4.5578e-06i,-0.00023667+0.00080243i
-0.0013786-0.00042843i,-0.00060865-0.00055545i,5.5072e-05-0.0012555i,-0.00068906-0.0013989i,-0.0014349-0.001251i,-0.0017668-0.00060441i,-0.0013452-0.00014951i,-0.00050909-0.00063406i,0.00028786-0.00051358i,0.00082075-0.00024019i,0.0013358-0.0001551i,0.00067135+9.0403e-05i,0.0002336-1.9883e-05i,0.00011382-0.00078267i,-0.00094157-0.0007543i,-0.00034776+6.8336e-05i,0.00022501+0.0010595i,-0.00032508+0.0009069i,-0.00045524+0.00028181i,-0.00049228+0.00026767i,-0.00023754+0.00061731i,0.00020203+0.00056656i,-7.6976e-05+0.00048449i
0.00019997-0.00020371i,0.00090675-0.0007634i,0.0010396-2.0752e-05i,0.00035601-3.033e-05i,0.00040883-0.00087451i,0.00043899-0.00079452i,0.0003282-0.00020267i,0.00057957-0.00030703i,0.00090181-0.00039665i,0.0015494-7.7887e-05i,0.0014576+0.00018238i,0.0005508+4.6162e-05i,0.00023902-0.00035376i,0.00019167-0.00040778i,8.9598e-05-0.00022635i,0.00013622+0.00050884i,-0.0001859+0.00075207i,-0.00015967+0.00057727i,0.00029599+4.0966e-05i,5.1224e-05-0.00038548i,-0.00015177-0.00012661i,0.00029564-0.00011245i,-0.0004168-9.9611e-05i
-0.00051786-0.00065824i,0.00013471-0.00042298i,-0.00040022+3.1183e-05i,-0.0011007-0.00047856i,-0.0012543-0.00091605i,-0.0017797+0.00019988i,-0.0018237+0.00083788i,-0.0012762+5.7511e-05i,-0.00074081-0.00034448i,-0.0007083+3.34e-05i,-0.0010428+0.00019276i,-0.0010441-4.3104e-05i,-0.0003607-0.00046961i,0.0005986-0.00064736i,0.00083394-0.00053576i,0.00059799-0.00062397i,-0.00036552-0.00084697i,-0.0013019-0.00052228i,-0.0011827-0.00081486i,-0.0011695-0.0013895i,-0.00069715-0.00045216i,-0.00038849+0.0011328i,-0.00068272+0.0010334i
0.0013188-0.0021171i,0.0021127-0.0019244i,0.0013251-0.0020581i,-0.00042052-0.0027856i,-0.00088522-0.0021246i,-0.00017229-0.00077739i,0.00032227+0.00063813i,-0.00034315+0.00025534i,-0.00083412-0.00045554i,-0.00038325-0.00013613i,3.9853e-05+0.00022359i,1.0555e-05+0.0005371i,-0.00053396+0.00038718i,-0.00087669+0.00016538i,-0.00028203+0.00029386i,5.8772e-05+0.00023589i,5.0754e-05+6.1577e-05i,0.00043781+0.00017271i,0.00043919+0.00021415i,-0.00032692+0.00025521i,-0.00022114+0.00090217i,0.00022407+0.00062412i,0.00010843-0.00037518i
0.00066794-0.0012291i,-0.00011233-0.00081687i,-0.0013332-0.0016164i,-0.0021403-0.001413i,-0.0025165-0.00071663i,-0.0016422+0.00035312i,-0.00026309+0.00074788i,0.00013459-0.00027262i,1.0892e-05-0.0004822i,-0.00018042-0.00035401i,-0.0003371-0.00071388i,-3.6946e-05-0.00038686i,4.5692e-05-2.6315e-05i,-0.00030653-0.00042123i,-0.00048021-0.00013961i,-0.0001133+0.00043104i,0.00014564+0.0009658i,-0.00046823+0.00062331i,-0.00099167-9.5008e-05i,-0.0012211+9.629e-05i,-0.00073781-0.00016406i,-0.00046089-0.0006003i,-0.00056156+0.00011537i
-0.001221+7.1721e-05i,-0.0006988+0.00076006i,0.00029827+0.00082899i,0.00055475+0.00088194i,-0.00041263+0.00091448i,-0.0011499+0.00041489i,-0.00056419+2.3405e-05i,0.00043652+0.00026568i,0.00061351-0.00010337i,0.00035617-0.00088635i,0.0007895-0.00053998i,0.00078146+0.0004131i,0.00013515-0.00014287i,7.2763e-05-0.00043171i,0.0003277-0.00034574i,4.6123e-05-0.00024382i,6.2641e-05+1.7714e-05i,2.6618e-05+0.00061672i,-0.00032907+0.00045092i,-0.00057164+0.00026512i,-0.00069493+0.00096845i,-0.00045716+0.00076876i,-0.00027921+0.00055714i
-0.000179-0.00070832i,3.3922e-05-3.5216e-05i,0.00055113+0.00022098i,-0.00013247-0.00052627i,-0.0017459-0.00050766i,-0.0017866-0.0001467i,8.8842e-06-0.00012632i,0.00087063-0.00073275i,-0.00038037-0.0002414i,-0.00061614+0.0005568i,3.6804e-05+0.00043193i,0.00032491+0.00059948i,6.2642e-05+0.00060794i,-0.00013132-0.00046646i,-0.0003288-0.00052125i,-0.00055577+0.00020209i,0.0005953-0.00025359i,0.00072858-0.00079452i,-7.9863e-05-0.00069845i,-0.00026104-0.00043432i,-0.00080314+2.5094e-05i,-0.00087814+0.0006252i,-9.5803e-06+0.00076749i
-0.0011831-0.0029239i,-0.0012468-0.0024783i,-0.001825-0.0016834i,-0.0032569-0.0010291i,-0.0036066-0.00034657i,-0.0022744+0.00093572i,-0.00084851+0.00042368i,-0.00053828-0.00053397i,-0.00092347-0.00055403i,-0.00057368-0.00044417i,0.00021648-0.00020919i,-0.00058564+0.00035327i,-0.0010195+0.00053976i,4.7336e-05+0.00034617i,2.7699e-05+0.0001084i,-0.00069431-5.8084e-05i,-0.00064161+0.00070399i,-0.00040954+0.0012328i,0.00012326+0.00078048i,0.00061875+0.00046675i,1.2301e-05+0.00031369i,-0.00051192-0.00027735i,-0.00011893-0.00015444i
0.0013506-0.00022712i,0.0020064-0.00051536i,0.0016553-0.00073629i,0.00056581-0.00036379i,-0.0010748-0.00046866i,-0.0019779-0.00028093i,-0.0016875+0.00020622i,-0.00073473-7.7467e-05i,-0.00021763-9.4464e-05i,-0.00019373+5.9731e-05i,0.00030162-0.00018386i,0.00085524-2.3417e-05i,0.00059844+3.5215e-05i,8.3513e-05-4.8892e-05i,0.00032274-0.00043915i,-0.00013054-0.00057052i,-0.00095189-0.00035883i,-0.00043131-0.00023565i,0.00053598-0.00022682i,0.00015327-0.00044649i,-0.00078453-0.00018107i,-0.0012624-1.2661e-06i,-0.00096105-4.4443e-05i
-0.0010356-0.00051675i,0.00027589-0.00048306i,0.0014156-0.0016056i,0.0013917-0.001606i,-0.00025808+0.000179i,-0.00095375+0.0010832i,-0.0012899+0.00067961i,-0.0011533+8.2173e-05i,-0.00041868-0.00023299i,-0.00037644+3.3434e-05i,3.0662e-05+0.00091466i,0.00052621+0.00089643i,0.00027305+0.00099598i,0.00018078+0.0010631i,0.00029933+0.0011726i,0.00028345+0.0013555i,-4.0993e-05+0.00048265i,-0.00041648-7.4222e-05i,0.00012501+2.0214e-05i,4.2681e-05+0.0003642i,-0.00079749+0.00049544i,-0.00081942+0.00050464i,-0.00055096+0.00039888i
-0.00039383+0.00024219i,0.00038222-7.1886e-05i,0.00012886-0.0011599i,-0.00015654-0.0021655i,-0.0010177-0.0025046i,-0.0011309-0.0011552i,-0.00061357+0.00010388i,-2.0905e-05+0.0001955i,0.00036345+0.00023967i,6.517e-05-0.00015486i,-0.00037055-0.00058269i,-0.0011709-0.00016897i,-0.00072542-0.00030852i,0.0007016-0.00044854i,0.0013342-9.0362e-05i,0.0010472-0.00018749i,0.00017638-0.00029244i,-0.00023788-0.00016849i,-0.00029317+5.894e-05i,-0.00063809+0.0002275i,-0.00092052-0.00013452i,-0.00021031-0.0002394i,0.00011882+0.0010633i
