-0.00027559+0.00070859i,0.0014586-2.23e-05i,0.00134-0.00097528i,-0.00063324-0.0020728i,-0.0010983-0.0015307i,-0.0015866+0.0004926i,-0.0023929+0.0021925i,-0.00168+0.0027834i,-0.00046125+0.0028077i,-0.00024809+0.0018524i,0.00011808+0.00029718i,0.0010717+0.0003273i,0.00056671+0.00058436i,-0.00083481-0.00014323i,-0.00043687-0.00056062i,-0.00041355-0.00045612i,-0.00099107-0.00090315i,-0.00080879-0.00078977i,-0.00016388-0.00035069i,0.00025772-8.9119e-05i,0.00014284+0.00027211i,-1.5904e-05+0.00018001i,-0.00043685+0.00013663i
0.0026904-0.00057971i,0.0019753-0.00073416i,0.00025551-0.0014567i,-0.00059371-0.0018434i,8.3526e-06-0.0010496i,0.00039412+6.9045e-05i,0.00065271+0.00084865i,0.00067265+0.0013302i,0.00013323+0.00086946i,-0.00023387-3.5954e-05i,-0.00011267-0.00037928i,-5.4352e-05-0.00012479i,0.00043623+0.00021357i,0.00027609+0.00032263i,-0.00026361+0.00035151i,0.00015089-0.00051924i,0.00014224-0.00060981i,-0.00023663+0.00033189i,4.8186e-06-1.8099e-06i,0.0001571-0.00053116i,1.4636e-05-9.5576e-05i,-0.00014822-0.00024613i,-0.00026515-0.00056815i
3.0889e-05+0.00051277i,-4.8261e-05-0.00041066i,0.0011024-0.00012489i,0.00064347+0.00049326i,-0.00084528+0.00022914i,-0.001041+0.00021415i,-0.00084026+0.00079239i,-0.00019841+0.0012865i,0.00043548+0.0010183i,0.00088863+0.0003876i,0.00065434+0.00033288i,0.00024681+2.6194e-05i,0.00067637-0.00061479i,0.00045893-0.00034338i,6.5434e-05-0.00011114i,2.6124e-05+0.00042046i,-0.00073226+0.00088756i,-0.0013653+0.00078075i,-0.0011341+0.00096099i,0.00015033+0.00057088i,0.00065085-0.00021544i,-0.00031385-0.00020655i,-0.00050391-0.00044299i
0.0041905-0.0015368i,0.003019-0.0022462i,0.0022378-0.0037058i,0.00096036-0.0037207i,-0.0015031-0.0019615i,-0.0029335+0.00030382i,-0.0012564+0.0012681i,0.00069263+0.0013693i,0.00082823+0.00049756i,-0.00057608-0.00033372i,-0.0015758+4.0366e-05i,-0.00082742-0.00012403i,0.00034662-0.00049018i,0.0011355-0.00053196i,0.0012524-0.0006111i,0.00053231-7.6283e-06i,-0.00050049-3.948e-06i,-0.00072268-0.00011342i,-0.00029467-0.00039212i,0.00035041-0.00052768i,0.0008088-0.00080407i,0.00084369-0.00066217i,0.00062447+0.00023409i
-0.001947-0.00096373i,-0.0014112-0.00057304i,-0.00062617-0.00026044i,-0.00040158-0.00051717i,-0.00092613-5.7791e-06i,-0.00050184+0.0016359i,-9.8788e-06+0.0022683i,-7.0777e-05+0.0019529i,5.3506e-05+0.0014946i,-0.00031484+0.0010741i,-0.00044123+0.00046052i,-5.3606e-05-0.00014121i,0.00017823-0.00068252i,0.00046713-0.0012407i,0.00077385-0.0010083i,0.00084901-0.00090142i,0.00053591-0.00021625i,-0.00017296+0.00057061i,-0.00022228+0.00014283i,0.00021199-0.00013192i,0.00044928-0.0002817i,0.00059956-0.00044028i,-0.00022314+6.3347e-06i
0.0018165-2.5199e-05i,0.0018041-0.0016182i,0.0015597-0.0021544i,0.0007416-0.0015115i,0.00038786-0.00027577i,0.00022162+0.00067491i,-0.00062483+0.00075964i,-0.00088221+0.0012302i,-0.00012984+0.00093034i,0.00052767+0.00041273i,0.00084939+0.00063667i,0.0011296+0.00038656i,0.00060409+0.0001042i,-7.3943e-05-0.00023064i,-0.00017654-0.00046086i,-0.00017994-0.00016306i,-0.00021737-0.00044944i,-0.00064391-0.00089958i,-0.0006966-0.00053442i,-0.00066689-5.8618e-05i,-0.00037922-0.00053832i,0.00036312-0.00069484i,0.001001-0.0006772i
0.00093824+0.0009284i,0.0010005+0.001058i,0.0015166+0.00078057i,0.0018023-0.00034489i,0.0011034-0.0010543i,-0.00024001-0.00040872i,-0.00078083+0.001089i,-0.00054427+0.0016125i,0.00019913+0.00074448i,0.00054867-0.00014567i,-0.00025398-0.00044639i,-0.0009177+0.00014033i,0.00012114+0.00034755i,0.00034614+0.00047225i,-0.00063671+0.00046242i,-0.00041908-0.00026952i,-0.0003166-0.00029774i,-0.00027577+0.00019355i,-8.0251e-06+0.00017615i,0.00010971-0.00012381i,-0.00029545-0.0004551i,-0.0012178-0.00042485i,-0.001213-0.00077618i
0.0026829-0.0014363i,0.0030532-0.0010602i,0.0026529-0.0014i,0.0021079-0.0018184i,0.0015697-0.0017851i,0.00037413-0.00062368i,-0.00068631+0.00058983i,0.00033431+0.0006492i,0.00091922+0.00052785i,0.00019402+0.00099976i,0.00010253+0.0014418i,0.00014528+0.000969i,0.00032201+0.00020187i,0.00027116-0.00035367i,0.00051074-0.00067414i,0.00046634-0.00045909i,-0.00049257-0.00019478i,-0.0013458-0.00011847i,-0.0015613+0.00029283i,-0.0011508+0.00062845i,-0.000433+0.00039808i,-0.00055439+0.00068093i,-0.0011237+0.00051351i
-0.00015661+0.00097772i,-0.0011411-0.0001159i,-0.00053752-0.00055119i,-0.00025566-0.00093065i,-0.00073046-0.0013352i,-0.00087734-0.00038668i,-0.0004653+0.0013056i,2.371e-05+0.0020013i,0.00096267+0.0011243i,0.00071346-0.00036815i,-0.00078512-0.0010375i,-0.00060493-0.0012308i,0.00033375-0.00076737i,0.00054951-0.00027614i,0.00038071+9.9213e-05i,-3.6671e-05+0.00017397i,-0.0004015-0.00039616i,0.00024314-0.00077544i,-6.9658e-05-0.00034147i,-0.0010031+0.00013879i,-0.0010573-0.00021603i,-0.00076467-0.00075525i,-0.00021974-0.00070575i
0.0012375-0.00038931i,0.0015474-0.00027374i,0.002023-0.00029995i,0.0023578-0.0012696i,0.0015217-0.0017043i,-9.6598e-05-0.00048415i,-0.0012885+0.00096763i,-0.00092047+0.0013447i,-0.00032147+0.0010653i,-0.00085881+0.00013143i,-0.00028583-0.00035986i,0.00022227+0.00017673i,-0.00019176+0.00015039i,-0.00017309-0.00084444i,0.00049516-0.00089371i,0.00067716-0.00014125i,0.00092517-0.00043749i,0.0010482-0.00071925i,0.00079285+0.00026317i,0.00074673+0.00080268i,0.00088074+0.00011579i,0.0012852-0.00092825i,0.0007979-0.00097855i
-0.00063425+0.0012521i,0.00067386+0.00065463i,0.0019371+0.00060805i,0.0012439+0.00031536i,0.00033296-7.2147e-05i,-0.00031926-0.00020489i,-0.00088124+0.00088355i,-0.00065561+0.0018413i,0.00021738+0.0010562i,0.0011607+1.2614e-05i,0.0012061-0.0003388i,0.00045871-0.00043061i,-0.00019304-0.00079001i,-0.00040525-0.0010085i,-0.00054445-0.00080583i,-0.0003345-0.00039375i,-9.8277e-05-0.00045081i,-0.00056924-0.00071159i,-0.00090856-0.00050337i,0.00019562-0.00023774i,0.00062291-0.00026247i,0.00037712-0.00031096i,0.0011299+0.00019795i
0.0014868+0.001221i,0.0018634+0.00048161i,0.0018162-0.00017948i,0.0012282-0.00030239i,0.00024769-0.0010568i,-0.00032948-0.0003276i,-0.00026157+0.0013212i,7.794e-05+0.0021862i,0.00020637+0.0020912i,0.00011403+0.0011544i,0.00034648+9.7826e-05i,0.00033422-0.00066235i,0.0003088-6.4553e-05i,0.00056634+0.00014286i,-3.4387e-05+0.00013591i,-0.00068509-0.00027229i,-0.001021-0.00010798i,-0.0011405+0.00040387i,-0.00035612+0.00037193i,0.00025754+0.00015082i,3.8376e-05+1.6995e-05i,-0.00033603+8.0058e-05i,-8.6976e-05-0.00052729i
-0.00069877-0.00010841i,0.00037086-0.00020602i,0.0012632-0.00026389i,0.0011441-0.00015584i,0.00042493+0.0006453i,-0.00037222+0.0011986i,-0.00092038+0.0017145i,-0.00055842+0.0013244i,-0.00011459+0.00057495i,-0.00029997+0.00072903i,-0.00038671+0.00088125i,-0.00022896+0.00035012i,-0.00011169-0.00038796i,3.99e-06-0.00032397i,-0.0003484-0.00062441i,-0.00034766-0.0012537i,0.00031249-0.0013868i,-7.5827e-05-0.00049098i,-0.00053525+0.00021172i,4.7768e-05-9.0085e-05i,0.00011801+0.00010217i,1.3989e-05+0.00020182i,-0.00020611+7.6454e-05i
0.00077819+0.0015589i,0.001235+0.0013392i,0.00076393-0.00018178i,0.0005878-0.00073288i,0.0012203-0.0007222i,0.0004674-0.00050912i,5.3889e-05+0.00035605i,0.00025792+0.00092988i,0.00044707+0.0011016i,0.00018298+0.0011809i,-0.00050831+0.00097928i,-0.00050124-0.00025118i,0.00056715-0.0010682i,0.00084496-0.00079058i,0.00074094-0.00081009i,0.00047311-0.0011533i,-0.00014914-0.00069017i,-0.00019965-0.00029272i,-0.00013388-0.00041756i,0.00021514-0.00012014i,0.00043884+0.00066217i,0.00018343+0.00063772i,-0.00014076+0.00019858i
0.00038788-0.00037606i,0.00070797-0.00090109i,0.00040487-0.00052425i,0.00039502+0.00073995i,0.00032485+0.00069475i,0.00033955+0.0005201i,-0.00025763+0.0014764i,-0.00096319+0.0022235i,-0.00043338+0.0023749i,0.00026119+0.0019157i,0.00040226+0.00083361i,0.00095693-0.00060334i,0.0001942-0.0010103i,-0.0011877-0.00064879i,-0.00082066-0.00070639i,-0.00034188-0.000341i,-0.00036057-0.00013268i,-0.00018819+0.00026699i,-0.00039784+0.00034448i,-0.00097667+0.00017947i,-0.00095234-0.00012478i,0.00036502-0.00054181i,0.0013042-0.00021981i
6.2333e-06+0.00033765i,0.00047369+0.00025028i,0.00058257+0.00126i,0.00087953+0.0012115i,0.00018847+0.00083806i,-0.0010297+0.0011175i,-0.0013162+0.0014748i,-0.00046023+0.0016595i,0.00047504+0.0009081i,0.00098971+0.00048356i,0.00036577+0.00041603i,-0.00038031+0.00010247i,-0.00029132+4.2839e-05i,-0.00023214+0.00046899i,-0.00017908+0.00060563i,0.00015789-0.00014345i,0.00024005-0.0010176i,0.00026381-0.00086678i,-0.00020506-0.00010087i,-0.00053727-2.9513e-06i,-0.00019761-0.00027431i,0.0003202-0.0006808i,0.00014795-0.00054521i
0.00052748+0.00047298i,0.00065235+0.00050197i,0.0024716+0.00032509i,0.0028835-0.00010528i,0.0014535+0.00010218i,-0.00029682+0.00065107i,-0.0009778+0.0011283i,-0.00039055+0.0018465i,1.5634e-05+0.0016031i,0.00039211+0.00094314i,1.1937e-06+0.00013176i,-0.00052996-0.00045301i,-0.00032455-0.00012439i,-0.00012393-0.00012355i,0.00013469-0.00028677i,-0.00059986-0.00017828i,-0.00072383+0.00027513i,-0.00041084+0.00020886i,-0.0010433-0.00035022i,-0.0008389-4.9527e-05i,-9.9535e-05+0.00028611i,-5.5111e-05-0.00039553i,0.00060234-0.00062737i
-0.00065924-0.00082297i,-0.0014884-0.00081315i,-0.0011456-0.00034555i,-0.00032172-0.00033131i,0.00017234-8.1756e-06i,-0.00011701+0.0013896i,-0.00050356+0.0019171i,-6.2008e-05+0.0012219i,0.00044979+0.00065667i,0.00022337+0.00070357i,-0.00031771+0.00019133i,-0.0011204+0.00025426i,-0.0013015+0.0010654i,-0.00034247+0.00059383i,0.00040758-0.00039111i,-0.00026084-0.00013931i,0.00018469+7.051e-05i,0.0012817-3.4963e-05i,0.0011285+0.00051677i,0.0013465+0.0007604i,0.0011108+6.4006e-05i,0.00062229-2.9796e-05i,0.00037231+9.4432e-05i
0.0018822+0.00068569i,0.0029607-0.00014294i,0.0031433-0.0012918i,0.0017987-0.0014513i,0.00051661-0.0018828i,5.1939e-05-0.0018203i,0.00020789-0.00046467i,-0.00025428+0.00089972i,-0.00087592+0.001361i,-0.001276+0.0011715i,-0.0011669+0.00075611i,-0.00038531+0.00047998i,-0.00036676-0.00025974i,-0.00043897-0.00095539i,-0.00024755-0.00053215i,-0.00047882-0.00039247i,-0.00079435-0.00068184i,-0.00089016-0.00071932i,-0.00071453+2.8957e-06i,-3.2845e-05+0.00037259i,0.00069841-0.00029073i,0.00058266-0.00089667i,0.00013181-0.00091213i
0.00088409+0.00022551i,0.00063617-0.00040562i,-0.00012934-0.001038i,-0.00023395-0.00035915i,7.5458e-05+0.00087294i,-0.00074445+0.0013949i,-0.00058863+0.0013208i,0.00062351+0.0012995i,0.00092818+0.00071806i,-0.00049202+1.1504e-05i,-0.00098342+0.00039024i,-0.00039584+0.00036544i,4.4503e-05-0.00049345i,0.00067793-0.00047914i,0.0010236+9.1236e-06i,0.00064577+8.964e-05i,0.00057912-9.8617e-05i,0.00072483-6.3085e-05i,0.00046199+0.00049963i,-7.201e-05+0.00027289i,0.00050902+0.00019572i,0.00087558+0.0011199i,0.00034363+0.00056875i
0.00086674-0.00052814i,0.0011621+0.00030057i,0.00085131+0.0013554i,0.0015533+0.0017398i,0.0010902+0.0011972i,-5.8999e-05+0.00075622i,-0.00061463+0.0012664i,-0.0002843+0.0014097i,0.00050026+0.0011516i,0.00044158+0.00072492i,-6.3529e-05+2.5566e-05i,0.00014305-0.00082843i,0.00037826-0.0012374i,0.00018998-0.00046321i,0.0006226+0.00068598i,0.00067126+0.00089396i,0.000163+0.00020449i,-0.00058893-0.00016461i,-0.00095633+0.00022737i,-0.00073884+0.00026397i,-0.00016772+0.00016907i,0.00075877+3.7245e-05i,0.0014843-0.00077904i
-0.0033198-0.00072101i,-0.0021058+0.00068547i,-0.0019449+0.0021005i,-0.0014338+0.0021453i,-0.00033249+0.0018897i,0.00064978+0.0016614i,0.00055319+0.0019502i,-0.00053838+0.0020507i,-0.00067775+0.0011337i,8.4492e-05+0.00095507i,0.00081497+0.0012655i,0.00091118+0.00057538i,0.00076943+9.6538e-05i,-0.00034446-4.0921e-05i,-0.0010746-0.00026341i,-0.00028985-0.00068723i,0.00016034-0.0010874i,-0.00023934-0.00087339i,0.00022124-0.00075996i,0.00050618-0.00063977i,-7.0319e-05-0.00047119i,-0.00067045-0.0005861i,-0.00023414-0.00051201i
-0.00079723-0.00093126i,-0.00034527-0.0012814i,0.0011532-0.001084i,0.0011542-0.00086677i,0.00048005-0.00065332i,0.00039677+0.00030111i,0.00018859+0.0012454i,-0.00021412+0.00054716i,-0.00045216-0.00069609i,-0.00081482-0.00039583i,-0.00092326+0.00026072i,-0.00053706-0.00023127i,-0.00035623-0.00082591i,-0.00031697-0.0007998i,0.00022856-0.00043701i,0.00069632-2.2182e-05i,0.00022252+0.0001516i,7.5157e-05+0.00019747i,0.00032339+0.00055229i,0.00018409-0.00012931i,-0.00028324-0.0009424i,0.00015406-0.00069186i,0.00076635+2.8138e-05i
-0.00088475+8.6605e-05i,-0.00082457+7.0321e-05i,2.2667e-06+0.00045248i,0.00043703+0.00019094i,0.0007548-0.00068386i,0.00047747-0.00098018i,-0.00044112-9.4146e-05i,-0.0012198+0.0005326i,-0.0012903+0.00072902i,-0.00090756+0.00047943i,-0.00039583+0.00035969i,-0.00058295+0.00052631i,-0.00045163-0.00042293i,-0.00042895-0.0004831i,-0.00097365+0.00055781i,-0.00081311+0.00039035i,-0.000607-0.00059322i,-0.0010031-0.00055775i,-0.0013128-0.0002128i,-0.00082789+0.0001692i,0.00044899+0.00046883i,5.5639e-05-0.00018647i,-0.00018308-0.00076009i
0.0020203+0.00011337i,0.0017638+0.00040066i,0.0022743+0.0011318i,0.0014849+0.00056703i,0.00010571-0.00085952i,-0.0002169-0.00011666i,-0.0010183+0.0021878i,-0.0014335+0.00303i,-0.00083447+0.0020472i,-0.0011842+0.0013312i,-0.0015058+0.0010341i,-0.00027634+0.00063174i,0.00057182+0.00039923i,0.00043431-0.00045728i,0.00058254-0.00079857i,0.0005311-0.00037523i,-0.00040761-0.00029358i,-0.00037149-0.00026897i,3.5499e-05-0.00014242i,-0.00018102+6.8807e-05i,-0.00032745+0.00059207i,-0.00040614+0.00089468i,-5.1742e-05+0.00041678i
0.0010352-0.00038657i,0.0016571-2.2486e-05i,0.0017417-0.00050961i,0.0011763-0.00093167i,0.00064189-0.0008581i,-0.00015385-0.0003158i,-0.00065851+0.00083573i,-0.00063197+0.0012487i,6.2295e-05+0.0010088i,0.00031071+0.00083756i,0.00039504+0.00053603i,0.00048217-0.00019001i,0.00033071-0.0010441i,0.00026233-0.0005016i,0.00064759+0.00024693i,0.00078449-0.00021605i,0.00035032-0.00078505i,0.00036357-0.00067214i,0.00054124-0.00014139i,-0.00018298-6.7022e-05i,-0.00042084+0.00017694i,0.00017156+5.4068e-05i,0.00012017-0.00016563i
0.00031916-0.00016008i,0.00056633+0.00073802i,0.0013811+0.00066858i,0.00062384+0.00012316i,-0.00040952+0.00034348i,-0.0001553+0.0015897i,-0.00036645+0.0018102i,-0.001203+0.00097637i,-0.00079004+0.00096741i,0.00013311+0.0011029i,0.00030626+0.00057443i,0.00016516-1.946e-06i,0.00043822-0.00046372i,0.00027642-7.3461e-05i,-0.00028566+0.00031092i,-0.00055094+4.7977e-05i,-0.00050608+0.00054752i,-0.00094694+0.00020996i,-0.00083546-3.727e-05i,-0.00074917+0.0004989i,-0.00047344+0.00044534i,-5.3713e-05-0.00014898i,4.141e-05-0.00022188i
0.00011929+0.00072379i,0.0004256+0.00026007i,0.001076-0.00049317i,0.000917-0.0010229i,0.00066761-0.00054797i,-0.00010038+0.00085352i,-0.00058141+0.001428i,-0.00037506+0.00094236i,-1.9148e-06+0.00093716i,-0.00042733+0.00071671i,-0.00089878-0.00039607i,-0.00038856-0.0014502i,0.00028703-0.0012064i,0.00048293-0.00056663i,1.8279e-05+0.00015362i,-0.00054157-2.9359e-05i,-0.00040339-0.00050673i,-0.00027867+1.9374e-05i,-0.00092921+0.00022678i,-0.0012156-5.6863e-05i,-0.00093527-5.8919e-05i,-0.0012065+0.00020783i,-0.001032+0.00010572i
0.00090303+0.00021735i,0.0012001-0.00063919i,0.00090164-0.00028764i,0.00087732+0.00039336i,0.0007635+0.00077127i,1.397e-05+0.00024801i,-0.00011036+0.00048072i,-0.00031569+0.0011944i,-0.00033372+0.00039941i,-0.00013967-0.00010003i,-0.00018495+0.0003758i,-8.2794e-05+0.00099989i,6.0544e-05+0.0015239i,-0.00035358+0.0013897i,-0.00078032+0.00089203i,-0.0008008+0.00019698i,-0.00053297-0.00065122i,-0.00058378-0.00075895i,-0.00030653+1.113e-05i,0.00019429+0.00049425i,6.5554e-05-0.00032616i,0.00044726-0.00053939i,0.0007112-0.00020831i
0.00027451-0.00054006i,-0.00098207+0.00016867i,-0.0026474+0.00029862i,-0.0024184+0.00041709i,-0.0013637+0.00070418i,-0.00040898+0.00096537i,0.00076482+0.0012207i,0.0010659+0.0011444i,-0.000542+0.00094211i,-0.0013296+0.00086301i,-9.3183e-05+0.00062515i,0.00032719+0.00076104i,0.00016215+0.00057881i,0.0006564+0.00046674i,0.00075907+0.00017837i,0.00011353-7.5981e-05i,-0.00017541+0.00048937i,-0.00020915+0.00026027i,0.00061141+0.00016933i,0.0011917+0.00031887i,0.0012034+4.353e-05i,0.0012774-6.6272e-05i,0.00077501-0.0003037i
-0.0012061-0.00052491i,-0.00080629-0.0004071i,-2.2402e-05+0.00035209i,0.00078339+0.0008525i,0.00066905+0.001506i,-0.00048862+0.0011586i,-0.00080684+5.6248e-05i,-0.00070905-0.00017103i,-0.0016392+0.0004809i,-0.0015564+0.00037976i,6.0721e-06+0.00043617i,-4.903e-05+0.00026867i,-0.00046426+0.00017261i,8.7743e-05+0.00048112i,-3.5104e-05+0.00049631i,-0.00042591+0.00018255i,-0.00089043+0.00032831i,-0.00087986+0.0012021i,-9.0191e-05+0.0014446i,0.00027938+0.0011456i,0.00027051+0.00054565i,0.00029194-0.00055058i,0.000398-0.00089948i
-0.001233+0.00035336i,-0.0011346+0.0011744i,-0.00044314+0.0018661i,0.00016045+0.0016299i,-5.4554e-05+0.00069912i,-0.00049506+0.00029864i,-0.00067707+0.0008691i,-0.00026494+0.00089421i,-0.00014731-0.00042856i,-0.00061307-0.00090074i,-0.00017075-0.0002129i,0.00044354-0.00030234i,9.6646e-05-0.00064444i,-0.00051448-0.00048704i,-0.00012599-0.00056454i,0.00025468-9.5942e-05i,-0.00014093+0.00066462i,-0.00059506+0.00069269i,-0.00028597+0.00027833i,-0.0001245+5.5228e-05i,-0.00013646-6.7668e-05i,0.00036624-0.0003209i,0.00061155-0.00036609i
0.0015784+0.00078072i,0.0021221+0.00046361i,0.002096+0.00054972i,0.0016633+0.00032774i,0.00060834+7.9928e-05i,-0.00062569+0.00010702i,-0.00081141+0.0006812i,-0.00039616+0.0011579i,-6.9007e-05+0.0012013i,0.00014585+0.0010955i,-0.00019841+0.00094141i,-0.00018998+2.102e-05i,0.00030587-0.00046285i,0.00022811+0.0002735i,0.00036423-0.00024706i,-5.9845e-07-0.0010054i,-0.00028888-0.00062211i,-0.00077757-9.4124e-06i,-0.0016282+2.0636e-05i,-0.0014144-0.00016044i,-0.00084652-0.00013624i,-0.00040839-3.896e-05i,0.00022642-0.00053215i
0.001042-6.8017e-06i,0.00088469+0.00019128i,0.0020254-0.00051304i,0.0033657-0.00016534i,0.0022945+0.00073334i,-0.00061899+0.001288i,-0.0021898+0.0018555i,-0.0019197+0.0015678i,-0.00046886+0.00053897i,0.00081841-6.7934e-05i,0.0006112+0.00056076i,-2.1854e-05+0.00043537i,4.6294e-05-0.00012836i,0.00018774-0.00022708i,3.622e-05+1.8037e-05i,0.00015868+7.0282e-05i,0.00042879-0.00010958i,0.00020761-0.00022085i,-0.00063615+0.0004201i,-0.00067873+0.00088951i,-0.00048736+0.00047585i,-0.00017958-0.00027554i,0.00037797-0.00045104i
0.0027769-0.0013623i,0.0031954-0.0018246i,0.0035761-0.0026287i,0.0021786-0.0030004i,0.00096667-0.0025041i,0.001011-0.00081724i,0.00093908+0.00068246i,0.00082328+0.0014667i,0.00020274+0.0011368i,-8.6926e-05-5.962e-05i,0.00020814+6.2546e-05i,5.2284e-05+0.00043045i,3.7514e-05+5.9579e-05i,8.2859e-06-0.00031116i,-1.5363e-05-0.00049058i,-0.00020953-0.00021958i,-2.3879e-05+0.00025309i,0.00057625+0.00057716i,0.00081657+0.00053857i,0.00047168+7.9634e-05i,0.00018002-0.00043222i,0.0003797+0.00028054i,0.00043507+0.00071393i
-0.0017424+0.0020311i,-0.001986+0.0021656i,-0.0018057+0.0016104i,-0.00067367+0.0015337i,0.0005798+0.00080503i,0.0011182-3.1141e-05i,0.00073813-0.00014339i,9.6348e-05+0.0011607i,0.0002091+0.00093763i,0.00059258+0.000415i,0.00021295+0.00042032i,-0.00030921-0.00082522i,-0.00015679-0.0014617i,4.803e-05-0.0008441i,0.00010766-0.00053554i,-0.00065576-0.00010537i,-0.00097728-1.8208e-05i,0.00048103-2.3616e-05i,0.001316+0.00012085i,0.00063544+2.9045e-05i,0.00036773-0.00047521i,-0.00031944-0.00078551i,-0.00074139-8.692e-05i
0.0022644-0.00064024i,0.0026095-0.00066124i,0.0021282+0.00035341i,0.0017187+0.00071928i,0.0011322+0.00070556i,-0.000584+0.0011714i,-0.0014893+0.00086559i,-0.00084522+0.00014075i,0.00034454-0.000154i,0.0010188-0.00062359i,0.00064464-0.00033971i,0.00050428-2.4659e-05i,0.00024387+0.00015828i,1.0272e-05+0.00038504i,-5.378e-06-3.2974e-05i,1.6814e-05+0.00025606i,-0.00034232+0.00060944i,-0.00051548+0.00066501i,-0.00010394+0.0012453i,-4.9534e-05+0.00023279i,-0.00023032-0.0011128i,-0.00046161-0.0011052i,-0.0002627+0.00020182i
-0.00093425+0.00068496i,-0.00099635+0.00050155i,-0.00038983-0.00010718i,-0.00072341-7.3499e-05i,-0.0010929-0.00051244i,-0.0010413-0.00016004i,-0.00079032+0.00050627i,-3.1914e-05+0.0011042i,-0.00040086+0.00115i,-0.00047908-5.2454e-05i,-0.00013141-0.00059528i,4.0402e-05-0.00037853i,-0.00046371-0.00029404i,-0.00095138-5.4221e-06i,-0.00036136+0.00066492i,-0.00035964+0.00075169i,-0.00056827+0.00037329i,-0.0004627+7.4448e-05i,-0.00049534-0.00025724i,-0.00066987-0.00023142i,-0.00056463-0.00019925i,0.00016411-0.00055718i,0.00060697-0.00028248i
0.00010866-0.00066683i,0.0011224-0.00065055i,0.001137-0.00056107i,0.00044929+0.00064092i,0.00030124+0.0015648i,0.0011391+0.0019757i,0.0006668+0.0023098i,0.0002332+0.0013122i,0.00054378+0.00096352i,-0.00029391+0.00054772i,6.7063e-05-0.00050536i,0.0006457-0.00063163i,-0.00067253+0.00015579i,-0.0011384+3.5242e-06i,-0.00017392-0.00014344i,-6.4934e-05+4.7326e-05i,-0.000245-1.8722e-05i,-0.00020387-0.0001909i,-0.00056837-0.00057569i,-0.00047762-0.00029419i,-0.00020034-0.00029594i,0.00027189-0.00037967i,0.00049395-0.00025883i
-0.00073184+0.00063257i,-7.8655e-05+0.00058207i,0.0005688+0.00057392i,0.00043683+4.8332e-05i,8.8467e-05-4.3928e-05i,-0.00023712+0.00090941i,-0.00067163+0.0019034i,-0.0012479+0.002382i,-0.0010032+0.0022535i,-0.00072128+0.0015521i,-0.00046641+0.00093066i,7.7689e-05+0.00093459i,0.00058502+0.00046405i,0.00068914-0.00015675i,0.00028831-0.00057832i,-0.00018109-0.0014112i,-0.00013128-0.0011094i,-0.00030187+0.00039991i,-0.00045828+0.0010007i,-0.00027208+0.00041113i,-0.0004749-0.00020382i,-5.687e-05-0.00034888i,0.00030967-0.00070637i
0.00098715-0.0017615i,-9.3719e-05-0.0020611i,-0.0011743-0.0017065i,-0.00055319-0.0010427i,-0.00025849-0.00032735i,-0.00070379+0.00080167i,3.901e-05+0.0021027i,-8.4288e-05+0.0024517i,-0.00058871+0.0012683i,-0.0010962+0.00031402i,-0.0015624-6.2733e-05i,-0.0012209-0.00041109i,-0.0003776-0.00028391i,0.00056745+3.7995e-05i,0.00073908+0.00013158i,0.00048501+0.0001378i,0.00043288-0.00023669i,-0.00014537-0.001204i,1.3252e-05-0.0010942i,0.00065061+1.9009e-05i,0.0004426+0.00066993i,0.0003406+0.00018653i,9.4574e-05-0.00021081i
0.0010771+0.00035373i,-6.4744e-05+0.00018691i,-0.0004015-0.00044794i,0.00034467-0.00075835i,-0.00044431-0.00082539i,-0.0015965+0.00014867i,-0.0012982+0.0011882i,-0.0010183+0.00087476i,-0.00038361+0.00062301i,0.00036028+0.0008126i,-0.00043257+0.00074874i,-0.0012461-0.000452i,-0.00051307-0.0010385i,0.00066896-8.1293e-05i,0.0015104+0.00019057i,0.001218+0.00016168i,9.8578e-05+1.9457e-05i,-0.00087042-3.3124e-06i,-0.0008176+0.00030382i,-0.00069659+0.00030438i,-0.00078108+0.0005984i,-0.00011929+0.00071703i,0.0001943+0.00031547i
0.0015124-0.0024936i,0.0016613-0.0027378i,0.0017447-0.0032881i,0.0014025-0.0025938i,9.1535e-05-0.0011263i,-0.00099889+0.0004075i,-0.0010305+0.0020132i,-0.00068114+0.0017595i,-0.00044563+0.00027832i,-6.305e-05-0.00034152i,-0.00025706+0.00012017i,-0.00021537+8.708e-05i,0.00019385-0.00062631i,-0.00011982-0.00070723i,1.3951e-05-0.0001437i,0.00013226+0.00043077i,-0.00022931+0.00071627i,-0.00046692+0.00022147i,-9.3369e-05-0.00032703i,0.00097021-0.00036624i,0.001012-0.00045155i,0.00019945-0.00063804i,0.00012624-0.00040922i
