-0.0030616-0.000619i,-0.0018123-0.00056056i,-0.0022444+0.0013704i,-0.0024372+0.0021501i,-0.001081+0.0019789i,0.00029801+0.0017768i,0.0008415+0.0018789i,8.0355e-05+0.0018609i,-0.00036099+0.0010284i,0.00092537+0.00013911i,0.0023502-0.0003668i,0.001962-0.00034301i,0.0010256-0.00026349i,0.00038767-0.00029769i,-0.00025689+1.2514e-05i,-0.00037623+0.00026164i,-0.00014571-0.0004849i,1.7312e-05-0.001164i,0.00010879-0.00045022i,0.00037698-0.00033297i,0.00044215-0.00075537i,0.00063108-0.00023548i,0.00040324-0.00022021i
0.0012416+0.00015669i,0.0016647+0.00052652i,0.00096494+0.00077272i,0.0007891+0.001218i,0.00083116+0.0012059i,0.00054622+0.00040156i,0.00024904-0.00029308i,-0.00015916-4.6275e-05i,0.00061183+0.00045114i,0.00034371+2.3137e-05i,-0.00087984+1.001e-06i,-0.00042287-0.00030072i,3.9573e-05-0.00075131i,0.00019816-0.0006043i,-2.215e-05-0.00070216i,-0.00074752-0.00056647i,-0.00044104-0.00021094i,-0.00041187-4.9849e-05i,-0.00084096-0.00045727i,-0.00011018-0.00059805i,0.00091167-0.00023908i,0.0010038-2.4266e-05i,0.00094055+0.00045811i
-0.0018528+0.00053618i,-0.0019345+0.00029833i,-0.0015111+9.8628e-05i,-0.00040253+0.00065002i,0.00024887+0.00064133i,0.00066527-8.4076e-05i,0.00081268-0.00043312i,0.00042484-4.3961e-05i,9.1779e-05+0.00020188i,-8.9686e-05+0.00050702i,-0.00021027+0.00044527i,6.2277e-05+0.00015782i,0.00041601+0.00020764i,0.00018712+0.00016241i,-0.00072373+0.0003813i,-0.00052519+0.00057262i,0.00017427+0.00027404i,0.00017773-0.00070738i,0.00035571-0.00056618i,0.00030988-0.00023546i,-0.00040483+4.0623e-05i,-0.00044763+0.00010122i,0.00011475+0.00029244i
0.000485+0.00033634i,-6.0422e-05+0.00049692i,0.00017653+1.1353e-05i,0.00060149+0.00085556i,0.00085098+0.00062366i,0.0008449-0.0010124i,0.00041811-0.0012514i,-0.00010805-0.00041959i,-0.0001738+0.00087858i,4.8877e-06+0.0014153i,0.00019741+0.0010285i,0.00064451+0.00023949i,0.00046799-0.00042544i,-0.00012361-0.00055179i,-0.00021874-5.8931e-05i,-0.00039355+7.001e-05i,-0.00038213-0.0004645i,0.00011903-0.00070662i,0.00044146-5.4358e-05i,0.0005535-0.00025755i,0.0004472-0.00061391i,0.00096856-0.00054776i,0.00072898-0.00014267i
-0.0010759+0.0024838i,-0.00097867+0.0020857i,0.00068519+0.0024575i,0.0020243+0.0016688i,0.0023955+0.0010083i,0.0022632+0.00018728i,0.00085467-0.00058728i,-0.00011535+4.5584e-05i,5.7184e-05+0.00068754i,0.00035897+0.00026852i,0.0010916-0.00094963i,0.0010408-0.0012172i,0.00033338-0.0007334i,0.00030195-0.00023239i,0.00069819-0.00040546i,0.00073327-0.00032464i,-9.5639e-05+7.079e-05i,-0.0010793-5.3478e-05i,-0.00092131+3.9789e-07i,-0.00054853+0.00042185i,-0.00063465-3.1755e-05i,-0.00019524-0.0012288i,-0.00038423-0.00065089i
0.0011284+0.0014808i,0.0016449+0.0010497i,0.0027079+0.00010509i,0.0032106-0.00045907i,0.0026723-0.00027034i,0.0018349-0.00082823i,0.00082568-0.0007798i,-6.3884e-05-0.00016083i,0.00024733-0.00021327i,0.00034563-0.00065364i,-0.00036195-0.0015324i,-0.00033486-0.0012446i,-0.00016014-0.0010595i,-0.00030295-0.00045077i,-0.00081236+0.00053222i,-0.00075176-0.00018058i,-9.6775e-05-0.0010484i,0.00011019-0.0010635i,0.0005626-0.00038644i,0.00052685+2.5315e-05i,-0.00012882+1.0854e-05i,0.00011425-0.00049328i,0.00028554-0.00037988i
-0.00097449-0.001199i,-0.0016953-0.001487i,-0.0026728-0.00042558i,-0.0020243+0.0023737i,-0.00059294+0.0035593i,0.0015813+0.0030563i,0.0021592+0.0010262i,0.00086624-0.00043528i,4.8465e-05-0.0002862i,-0.00013885-0.00035526i,-0.00017098-0.0003937i,6.7577e-05-0.00039748i,-0.00010038-0.00043316i,-0.00044333-0.0003193i,-3.3415e-05-0.00015392i,0.0009019+8.0663e-05i,0.0014626+0.00020084i,0.00088754-0.00032326i,-6.568e-05-0.00059192i,-0.00057585-0.00071246i,-0.00064478-0.0001806i,-0.0002062+0.0010127i,3.787e-05+0.001204i
-0.00095468+0.0019289i,0.00071231+0.0004588i,0.0022175+0.00026907i,0.001742+6.8744e-05i,0.0012267-0.00054157i,0.00080874-0.00065851i,0.00046972-0.0013504i,2.8399e-05-0.0013274i,-0.00040445-0.00078302i,-0.00059074-0.00055351i,-0.0003902-0.00072516i,-7.4892e-05-0.00094976i,0.00022862-0.00048473i,-3.1483e-05+0.00025613i,-0.00022776+0.00085277i,-8.6458e-05+0.001078i,6.061e-05+0.00049001i,-0.00013571+0.00028292i,-0.00052975+0.00014057i,-9.7627e-05-0.00018097i,6.7854e-05-3.6279e-05i,1.994e-05+0.00017251i,0.00054024+6.0294e-05i
-0.00092496-0.00046034i,-0.0011974-0.00054052i,-0.0015739-0.00029022i,-0.0010824+0.00042668i,-0.00063084+0.00083764i,-0.00024436+0.00026511i,0.00033636-3.2114e-05i,0.00010747+0.00080603i,-0.001064+0.0010752i,-0.00087663+0.00058567i,-0.00035508+0.00054074i,2.7255e-05+0.00059297i,0.00052161+0.00044147i,0.00033727+0.0001277i,0.000247-0.0001264i,0.00045299-0.00026958i,0.0004802-0.00035451i,0.00038615-0.00040731i,0.00070276-0.00026189i,0.0010309-0.00064916i,0.00056188-0.00017106i,-0.00035411+0.00051422i,-0.00046935+0.000399i
-0.00065739+0.0022475i,0.00013668+0.001921i,0.0009768+0.0015004i,0.0013848+0.00040957i,0.0014589+0.0004206i,0.0015211+0.00074953i,0.0010461+9.5327e-05i,0.00020456+0.0006052i,0.00029458+0.0016787i,0.00031391+0.0012762i,3.4007e-05+0.00019501i,0.00013642-0.0001375i,0.0010401+0.00011781i,0.0014349-5.0143e-05i,0.00040488+7.8199e-05i,-0.00068863-0.00024781i,-0.0012943-0.00040022i,-0.0015503-0.00036189i,-0.00081697+0.00021361i,-0.0005741+0.0002085i,-0.0003854-0.00054087i,-0.00032718-0.00070003i,8.8543e-05-6.2361e-05i
0.00027933-0.0015489i,0.00022186-0.0014951i,4.1862e-05-0.0015655i,-0.00088885-0.001247i,-0.00071889-0.00023337i,-0.00070849+0.00082054i,-0.00045673+0.00055123i,-0.00030378+5.0507e-06i,-0.00031917-0.00044279i,-0.00069558-0.00099788i,-0.00092416-0.00069559i,-0.0010364-7.0836e-07i,-0.0012667+0.00015748i,-0.00073634+0.00023913i,-0.000452+0.00046596i,-0.0001242+0.00067126i,-0.00047558+0.0010331i,-0.00032872+0.00054119i,0.00055276-0.00039021i,8.4271e-05+0.00017804i,0.00014485+0.00043465i,-2.8361e-05+0.00039561i,-0.00019057+0.00051819i
-0.00039275+0.00031996i,-7.4507e-05+0.0002816i,0.00045078+0.0012087i,0.00043584+0.0017409i,0.0015762+0.0022098i,0.0019629+0.00089775i,0.00059961-0.00069618i,0.00032238-8.8084e-05i,0.00061167+0.00088365i,0.00055288+0.0013337i,-0.00012772+0.00075958i,-0.00035877-0.0004986i,-5.2986e-05-0.00048037i,-1.3307e-05+0.00037049i,0.00063587+0.0007201i,0.00066517+0.00065916i,0.0003173+0.00014866i,0.00046295-0.00013763i,0.00026324+0.00017871i,0.00022175+5.6792e-06i,0.00023624-0.00048915i,-0.00049358-0.00031908i,-0.0014409+0.00047149i
0.0012741-0.00069571i,0.00069147-0.00096651i,-0.00012504-0.00093137i,0.00011817-0.00046826i,0.00030841+0.00011973i,0.00068606+0.00030739i,0.00084815-0.00056253i,-3.3165e-05-0.00061997i,0.00018203-0.00061536i,0.00094728-0.0012923i,0.00076418-0.00096923i,0.00020861+0.00026237i,9.3591e-05-5.9757e-05i,0.0001164-0.00087873i,-0.00018094-0.00090977i,0.00010097-0.00024091i,0.00056744+0.00014381i,0.00016904+0.00017612i,-0.00023682+0.0001026i,0.00026063-0.0010444i,-0.00017151-0.0011969i,-0.00047723-0.00061847i,-0.00015387+0.00016941i
-7.1597e-05-0.001194i,-0.0013741-0.00055672i,-0.0016712+0.00024884i,-0.00034008+0.0012451i,0.00072865+0.0024144i,0.0015914+0.0016905i,0.00142+7.0893e-05i,0.00088694+0.0002839i,0.00040301+0.0010627i,-0.00046589+0.00048426i,-0.0011233+0.00030909i,-0.0012321-5.5815e-05i,-0.00059212-0.00056311i,-6.8381e-05+3.63e-05i,0.00014157+0.00029492i,0.00034137-0.00027581i,-1.9652e-05-0.0011506i,0.00017792-0.001365i,0.00096761-0.0012313i,0.0010034-0.00076967i,0.00023712+0.00019055i,-0.00022186+8.6021e-05i,-0.00029934-0.00059095i
-0.00034613-0.002381i,-0.00053882-0.0016919i,-0.0014969-0.00067394i,-0.0014976-8.3693e-05i,-0.00069078+0.00037759i,-0.00037436+0.00040641i,9.7269e-05+1.7756e-05i,-5.3119e-05-0.00068563i,-0.00037757-0.00069419i,-0.0013275+7.7635e-05i,-0.001712-8.7471e-05i,-0.00018293-0.0008828i,0.001243-0.0011314i,0.00092787-0.00097205i,0.00027538+8.8692e-06i,0.00025524+0.00071974i,0.00044956-5.2222e-05i,0.00061722-0.0010345i,7.8115e-05-0.00082514i,-0.00062571-0.00020812i,-0.00037818-0.00043679i,0.00047022-0.00067713i,0.00081011-0.00075377i
-0.0010274+0.001608i,-0.0005854+0.0021884i,0.00094098+0.0025347i,0.0008233+0.0019308i,0.00086684+0.00086022i,0.0013535+1.4841e-05i,0.0015206-0.0013525i,0.00099056-0.0010066i,0.00067076+6.7995e-05i,0.00067058+0.0010163i,0.00051485+0.0013701i,0.00094281+0.00024245i,0.00099304-0.00044647i,-0.00033108+0.00019542i,-0.0011986+9.1202e-05i,-0.00063909-0.00022184i,0.00036864-0.00032917i,0.0011633-0.00054826i,0.0010994-0.00047953i,0.00095378-0.00025476i,0.00055262-0.00024767i,-0.00017164-0.00012973i,-1.2063e-05+0.00021235i
0.00098425+0.00070311i,0.00072073-0.00027422i,0.0014101+0.00043725i,0.0021164+0.0010178i,0.0020389+0.00035718i,0.0012414-0.00023291i,0.00076497+2.9262e-05i,5.0802e-06+0.00067589i,-0.00097463+0.00036226i,-0.00097483-0.0005951i,-0.00062997-0.0011269i,0.00020316-0.0012596i,0.00059439-0.0012603i,0.00019163-0.0011383i,-0.0003154-0.00027433i,-0.00051235+0.00021318i,0.00027303+0.00041563i,0.00020053+0.00076071i,0.00019334-5.4666e-05i,0.0001873-0.00061076i,-0.00052065-0.00031196i,-0.0012468-0.00031331i,-0.0012664-0.00022658i
0.0026126+0.00099483i,0.0021964+0.0016728i,0.0023519+0.00032511i,0.0016656-0.0013148i,0.00084328-0.00058118i,0.00044743+0.00052803i,-0.00055506+0.00014464i,-0.0011766-0.00013283i,-0.0003078+0.00033939i,-8.3811e-05-7.8399e-05i,-0.00015748-0.00088764i,0.00015208-0.0015409i,0.00013363-0.0014061i,-3.0206e-05-0.00062852i,-0.00030035-0.00038014i,0.00011167+0.00043188i,9.0209e-05+0.00062597i,-0.00036452+7.8478e-05i,-0.00065244+0.00045i,-0.00063014+0.00031202i,-0.00059194+0.00026409i,0.00053211+0.0007158i,0.001321+0.00056605i
-0.00029803+0.0015653i,-0.0010171+0.0013713i,-0.0010976+0.00093343i,0.00029768+0.00031859i,0.0012658-0.0002792i,0.00088495-0.00066019i,0.00079397-0.00022501i,0.00033778+0.00086665i,-0.00011378+0.00097585i,-0.00046123+5.4001e-05i,-0.00058251-0.0003129i,2.5754e-05-0.00046708i,0.0011032-0.00028478i,0.0004293+0.00094452i,-0.00053915+0.0010176i,-0.00077857+0.00049847i,-0.00088803+0.00033364i,-0.00070706+0.00028532i,-0.00039446-4.8842e-05i,-0.00038924-0.00011077i,9.3927e-05+0.00025965i,0.00040337+0.0004405i,-1.4161e-05+0.00012555i
-0.00095205+0.00051451i,-0.00034204+0.00014581i,0.00083686+0.0013322i,0.0015533+0.0020862i,0.0020227+0.0012055i,0.00099344+0.0004294i,-0.00094973-7.8404e-06i,-0.00064841-0.00071452i,-0.00018796-0.00073404i,-0.00067996-0.00014217i,-0.00052737-0.0006482i,0.00013927-0.0013089i,0.00083553-0.00066312i,0.00094348-0.00011572i,-4.4747e-05+0.00044483i,-0.00064046+0.0010358i,-0.00099709+0.00031189i,-0.001184-0.00021834i,-0.00067017-0.00019266i,0.0001915-0.00026651i,0.00012492-0.00026543i,-4.6069e-05+0.00022596i,-0.00045972+0.00033205i
0.0023219+0.0023762i,0.00050764+0.0025541i,8.472e-05+0.001841i,0.0012274+0.00074171i,0.001102-0.00046177i,0.001001-0.0014143i,0.0013033-0.001176i,0.00096363-1.3567e-05i,0.00051582+0.00029623i,0.00097321+0.00023526i,0.00082897-0.00023956i,-1.0169e-05-0.00093299i,-0.00020878-0.00061089i,-0.00060435-0.0004271i,-0.0006518-0.00020746i,-6.5605e-05+0.00065403i,-9.3001e-05+0.0004306i,-8.9971e-05+0.00010028i,-3.8366e-05+0.00024388i,0.00041932-0.0005909i,6.4002e-05-0.00086765i,-0.00089044+4.3766e-05i,-0.00068138+0.00027871i
-0.0010417-0.0013422i,-0.00040652-0.0017703i,0.00071009-0.0022554i,0.001796-0.0014297i,0.0015009+2.4055e-05i,0.0006957+0.0006982i,0.00070204+0.00054858i,-0.00023355-0.00048792i,-0.0013533-0.0015721i,-0.00075933-0.0019532i,8.223e-05-0.0013237i,-4.2646e-05-0.00019748i,4.0721e-05-0.0005895i,0.00067474-0.0008226i,0.00061227+0.00039405i,0.00032942+0.00085555i,0.00078333+0.00024677i,0.00034908-0.0006675i,0.00014065-0.00070201i,0.00025489-6.7896e-05i,-0.00015171+0.00017388i,-0.0004507+1.7284e-05i,-0.00062659-0.00016144i
0.00047799+0.00069954i,-7.2908e-05-0.00011254i,-0.00016051-3.1707e-05i,-0.0002238+0.00045523i,0.00029801+0.00036361i,0.00094977+0.00057391i,0.00058827-5.5592e-05i,0.00062214-0.00087914i,0.00097083-0.00041152i,0.00077937+2.2377e-05i,0.00018246+0.00034839i,0.00059486+0.00034387i,0.00081242-0.00025318i,0.00058798-0.00042505i,0.00020534-0.00068984i,-0.00018804-0.00051126i,-0.00010114-0.0001778i,-0.00065392-0.00051274i,-0.00091535-0.00038844i,-0.000315-0.0003408i,-0.00060163+3.0602e-05i,-0.00090598+0.00075899i,-2.7272e-05+0.00029405i
0.001093+0.00042104i,0.00059477-0.00088007i,0.00017276-0.0024616i,0.00023192-0.0021698i,0.0011487-0.0003682i,0.0014047+0.00035805i,-0.00020697-7.5759e-06i,-0.00092687-0.00026712i,-0.00060839-0.00038455i,-0.00010687+0.00019683i,-0.00043277-0.00029243i,2.3166e-05-0.0012679i,0.0010191-0.0012436i,0.00033366-0.00084117i,-1.4318e-05+8.873e-05i,9.1057e-05+0.00088788i,3.6796e-05+0.00087399i,-0.00020801+0.00086003i,-0.00048237+0.00025829i,-0.00078282-0.00084972i,-0.00077642-0.0007273i,-0.00018793+0.00032585i,-0.00030406+0.00025566i
-0.0004995-0.0014989i,-0.0017802-0.0011908i,-0.0014054-0.00049516i,-0.00010792+0.00095301i,-6.985e-05+0.0018439i,0.0008561+0.0011368i,0.0013815-0.00026268i,0.00090131-0.00049565i,0.0010229+8.6959e-05i,0.00081039+0.00068321i,0.00058761+0.00058809i,0.0010996+0.00038923i,0.0008905+0.0004368i,-0.00019588+0.00048605i,-0.00037177+0.00043849i,-7.4523e-05-9.4271e-06i,9.5204e-05-4.8787e-05i,-0.00029865+0.0001105i,-0.00047983-0.00046117i,-7.4924e-05-0.00048322i,-0.00035399-0.000608i,-0.000276-0.00091067i,0.00071853-4.567e-05i
0.0017086+0.00071081i,0.00046197-0.00057242i,0.0003363-0.0014793i,-0.00016969-0.00030263i,-0.00038142+0.00068321i,0.00021121+0.00029399i,0.00019666-0.00014719i,-0.00028781-8.0565e-05i,-0.00016855+0.00020454i,0.00019344-8.1467e-05i,-4.2633e-05+9.7006e-05i,-0.00059278+0.0001677i,-0.00049448+0.00016826i,0.000229+0.00074482i,0.00021059+0.00086533i,0.00018139+0.00048914i,0.00033957-5.8356e-05i,1.1391e-05-0.00048352i,4.2271e-05-0.00022914i,-0.00019898-0.00033763i,-0.00036524-0.00026174i,0.00019371+4.5606e-05i,-0.00017202+0.00011455i
-2.6274e-05+0.0012317i,1.2576e-05+0.00098724i,0.00077576+0.00055981i,0.00092459+0.00054813i,0.00053684+0.00079641i,0.00062183+0.00031336i,0.00024788+0.00013317i,0.00051005+0.00053741i,0.00070494+0.00088387i,-0.00026491+0.00071048i,-0.0003301+9.9447e-05i,0.0005323-0.00016978i,0.00028116+1.3903e-05i,-0.00045197-9.2299e-05i,-0.00044888-0.00025652i,-0.00067317-0.00017038i,-0.0011052-0.0005437i,-0.00047297-0.00097431i,0.00075421-0.00027131i,0.0008528-0.00028662i,0.00060493-0.00036771i,0.00015505+0.00027948i,-0.00034318+0.00058564i
0.00027724-0.00026994i,0.00037949-0.00066478i,0.000553-0.00066165i,0.00040377-0.0012043i,0.00037966-0.00089552i,0.0013995-0.00014623i,0.001582-0.00038737i,0.00095465-0.00032716i,-0.00022317-0.00038445i,-0.00042797-0.00016612i,0.00023694+7.707e-07i,0.00066575-0.00014936i,0.00074902-0.0001648i,0.00055208+8.7178e-05i,0.00053393+0.00059154i,0.00076891-1.9569e-05i,0.00064485-0.00055717i,-2.0754e-05-0.00012149i,-0.00084499-0.00016311i,-0.0013205-0.00057546i,-0.00064038-0.00094564i,-7.1525e-05-0.00093873i,-0.00013272-0.00046424i
-0.0007437+0.0011494i,-0.0013953+0.00026772i,-0.00081906-0.00044572i,0.00016955-0.00090788i,0.00084121-0.00041331i,0.0014807+0.00041656i,0.0011891+8.5206e-05i,0.00028317+0.00016853i,0.00079997+0.00039569i,0.0010143+0.00051112i,0.00039913+8.5974e-05i,0.00012741-0.00022102i,0.00014887+0.00014393i,0.00052465+0.00060399i,0.00071656+0.00034087i,0.00053089+6.0149e-06i,0.00024469+0.00035509i,0.00022691+0.00037243i,0.00059173-0.00023465i,0.00059001-0.00060165i,-0.00046068-0.00034347i,-0.00080046+0.00014063i,-0.00068029+0.00046051i
0.00082189+0.00039885i,0.0018978+0.00092125i,0.0020505+0.0016517i,0.00111+0.0018654i,0.0011837+0.0012369i,0.0017047+0.00071468i,0.0012191-0.00020376i,0.00021753-0.00080248i,-0.00022838-0.00029629i,0.00011454-0.00048053i,0.00068319-0.00031617i,0.00091122+0.00022769i,0.00062709-0.00029184i,0.00040565-0.00014642i,0.00072227+0.00029565i,0.0010136+0.00063446i,7.3705e-05+0.00054883i,-0.00016952+0.00029729i,-0.00093707+0.00010779i,-0.0016594+0.00014481i,-0.00045336+9.3791e-05i,0.00025323-0.00059169i,0.00030246-0.00098654i
0.00097926+0.00026141i,0.0015931-9.0718e-05i,0.002233-0.0011945i,0.001636-0.0012319i,0.00095944-0.00070794i,0.00080759-0.00083429i,0.00030815-0.00072318i,-0.00078236-0.00035285i,-0.00074722+0.00060524i,0.00053119+0.00054921i,0.00078096-0.00018333i,0.00022954-0.00048647i,-4.4808e-05+2.6239e-05i,-0.00030609+0.00024931i,-0.00056433-0.00049477i,-0.00029033-3.1713e-05i,-0.00030936+0.00039362i,-0.00045833-0.00023118i,0.00028095-0.00076204i,-2.0086e-05-0.00019953i,-0.0004459+0.00034968i,-0.00029772+3.8014e-05i,-0.0001684-0.00048906i
-0.00048667-0.0019087i,-0.00057199-0.0014468i,-0.0014132-0.0010297i,-0.0019506-0.00020862i,-0.00092068+0.0012352i,0.00077563+0.0016922i,0.001227+0.001015i,0.0010051+0.00012229i,-0.00028905-0.00040487i,-0.0010975-0.00063438i,-0.0003127-0.00069199i,-8.6644e-05-0.0012454i,0.00014727-0.0012495i,6.72e-05-0.00011899i,-0.00021803+0.00093032i,4.805e-05+0.0010168i,6.8105e-05+0.00047344i,-5.8862e-05+0.00043095i,-0.00030505+0.00013678i,-0.00086292+0.00025497i,-0.00086268+0.00068519i,0.00018301+0.00010826i,0.00036731-0.00067371i
-0.0018565+0.0003849i,-0.0020164+0.00059839i,-0.0023144+0.00070743i,-0.0012442+0.0013499i,0.00020751+0.0019019i,0.00096387+0.0011631i,0.0005952+0.00032356i,0.00044398-0.00013436i,-0.0002947+0.00023976i,-0.0011891+0.0001204i,-0.0007855+0.00048508i,5.4605e-06+0.0010972i,0.00077779+0.00027226i,0.00078701-0.00041609i,0.00050956-0.00013504i,0.0004302-0.0004059i,0.00042425-0.0010623i,0.00020633-0.001315i,0.00059523-0.00056428i,0.00069846+0.00066223i,0.00024467-1.4344e-05i,0.00020834-0.00033453i,9.175e-05+0.001098i
0.0015496-0.00016043i,0.00036275-0.00063584i,-0.00052267-0.00041821i,0.00050332+0.00058288i,0.001141+0.0015668i,0.0010691+0.0010244i,0.001469+0.0005865i,0.00069173-0.00024062i,0.00013407-0.00059919i,0.00059307-0.00043041i,0.00020934-0.00043905i,-0.00042065-0.00040584i,-0.00025323-0.00015897i,0.00041097-2.5346e-05i,0.001091+0.00013807i,0.0012978-0.00042869i,0.00095674-0.00099866i,5.382e-06-0.0003327i,-0.00057766-0.00013303i,-0.00041538-0.00010973i,-0.0004734+5.3347e-05i,-0.0006193+9.3818e-05i,-0.00022584+0.00041472i
0.00071549+0.00037344i,0.0002448-3.0715e-05i,-7.1999e-05+0.00053058i,-0.00032546+0.00096767i,0.00042218+0.0011795i,0.0018721+0.0011719i,0.001972+0.00045864i,0.0010183+0.00052131i,0.00021809+0.00083451i,0.0003678+0.00092107i,0.00075964+0.00093748i,0.00010153-5.9733e-05i,-0.00057483-0.0011958i,-0.00021718-0.00092217i,0.00049623-0.00041054i,0.00027687+0.00014056i,-0.00072396+0.00066668i,-0.00082852+0.0002068i,-0.000387-5.7931e-05i,-0.00030116+0.00061892i,-8.2602e-05+0.00050491i,-0.00035655+5.5981e-05i,-4.6438e-05-0.00050952i
0.00036819+0.001508i,0.00086041+0.0012023i,0.0014736+0.00066982i,0.0013603+6.6266e-05i,0.0017324+0.00012207i,0.0023441-0.00030243i,0.0020126-0.00098728i,0.00080155-0.00063706i,-9.7231e-05-0.00029333i,-0.00027915+0.00028784i,0.00020543+0.00017475i,0.00079981-0.00047308i,0.0014908-0.00094209i,0.0011156-0.00063682i,0.00032945-0.00024661i,0.0003452-0.00011169i,3.9837e-05-0.00023439i,0.00029126-0.00079011i,0.00041049-0.00083179i,0.00082093+0.0002064i,0.0010108+0.00076333i,6.8476e-05+0.00057853i,0.0001206-2.4298e-05i
-0.00041793-0.00025121i,-0.0003096-0.0005194i,9.9407e-05+0.0010122i,0.00027914+0.0015545i,4.1393e-05+0.0005751i,0.00026614-0.00023618i,0.00070308-0.00039106i,0.00061871-0.00035837i,0.0001777+0.00048423i,0.0004642+0.00082924i,0.00054752+0.00049152i,0.00080819-9.9806e-05i,0.0011852-0.00085868i,0.00044249-0.00062976i,-0.00041561-0.00011292i,-0.00066788+0.00037212i,-0.00031467+0.00011866i,0.00020999-6.1636e-05i,0.00026212+0.00062342i,0.00035221+0.0008316i,0.00069252+0.00033557i,0.00055505-0.0002378i,5.422e-05-0.00063678i
0.0016081+2.045e-05i,0.0013217-0.00075681i,0.0011044-0.0014904i,0.001041-0.0011937i,0.0013176-0.0004899i,0.0016608+0.00018041i,0.0017642+0.00021236i,0.0015129-0.00045471i,0.00076806-0.00040306i,0.00010137+0.00023179i,-9.2115e-05+0.00039882i,-6.831e-05-0.00013438i,-0.00010953-3.1564e-05i,-0.00043096+0.00011727i,-0.00024252-0.00046536i,-0.00045891-0.0011749i,-0.00023591-0.0013679i,0.00064041-0.00053419i,0.00071669+0.00025774i,-0.00045727+5.5674e-05i,-0.00074863-3.1777e-05i,0.00017325-0.00023343i,0.00030015-0.00066272i
4.9079e-05+0.00056904i,-0.0010186+0.00037066i,-0.00066632+0.00056928i,3.4914e-05+0.00071717i,0.00083407+0.00064862i,0.0016493+0.00093138i,0.0013056+0.00020668i,2.3783e-05-0.00068019i,-0.00056544-0.00046539i,-7.3249e-05-4.3445e-05i,0.0007632+0.00043801i,0.0011994+0.00048674i,0.00035007+0.00016759i,0.0001214+0.00026676i,-0.00017222+0.00055267i,-0.00083314-6.2032e-05i,-0.00063927-0.00022934i,-0.00063468+6.2586e-05i,-0.00072202-5.0594e-05i,-0.00058891-0.00073574i,-0.0001782-0.00087581i,4.8799e-05+8.5042e-06i,-0.00020408+0.00057711i
0.00060389+0.00053929i,0.0013679+0.00028785i,0.0015556-0.00049372i,0.0017918-0.00013345i,0.0015666+0.00017898i,0.0014691-9.2003e-05i,0.0011759-0.0002861i,-0.00023591-5.3116e-05i,-0.00048475+0.00035756i,-0.00053868-0.00029704i,-0.00097853-0.0010956i,-0.00069358-0.0012045i,-0.00037976-0.0010586i,-6.2448e-06-0.00082777i,0.00021901-0.0012153i,0.00058892-0.00038668i,0.0008772-1.4579e-05i,0.00030562+4.0011e-05i,-0.0002898+0.00038543i,-0.00020588+0.00054919i,-3.6475e-05+0.00031124i,-0.00011831-0.00019889i,-0.00028389-0.00040526i
-0.00092085+0.001083i,-0.00017304+0.0018101i,3.9333e-05+0.0023383i,-0.00038626+0.0016541i,-0.00066801+0.0014761i,-0.00058102+0.00084211i,-2.8084e-06-0.0003574i,0.00023513-0.00019858i,-0.00019604+0.00061028i,0.00050107+0.0010975i,0.00075061+0.00038406i,-0.00012406-0.00028875i,-0.00037057+1.1355e-05i,-0.00019202-0.0001125i,4.4079e-05-0.00071085i,0.00016685-0.00071287i,-0.00011995-0.00030185i,-0.00026715-0.00027631i,-0.00043787-0.00038332i,-0.00066281-0.0003748i,-0.00060581-4.7273e-06i,-0.00064833+0.00034577i,-0.00085837-0.00027745i
0.00018617+0.0010253i,0.00066233+0.0011731i,0.002033+0.0012166i,0.0027582+0.0011319i,0.0030899+0.0013275i,0.0033709+0.0011991i,0.0033278-0.00047754i,0.0018081-0.0014574i,0.00051741-0.00088101i,0.00066677-0.00038059i,0.00033916-0.00064489i,-8.2601e-05-0.00090615i,0.00057163-0.00056122i,0.00066287+6.3756e-05i,0.00017803+0.00016993i,5.6991e-05-0.00034281i,-0.00013776-0.00061557i,-0.00024673-0.00071696i,0.00052318-0.0006017i,0.00034179-0.0002564i,-0.00025549-0.00078647i,-6.9628e-05-0.00082549i,6.1541e-05+0.00012362i
2.0255e-05+0.0011949i,-0.00075824+0.0014622i,-0.00015552+0.0012283i,0.00036469+0.00084089i,-0.00034503+0.00033283i,-0.00049101-9.4185e-05i,0.00011892-0.00059182i,0.000148-0.00052807i,-0.00044528-5.8e-05i,-0.00071169-8.8653e-07i,-0.00024397-9.7525e-05i,0.00010619-0.00017489i,-0.00038732-0.00092868i,-0.001109-0.0009597i,-0.0012098-0.00063133i,-0.00091823-0.00043923i,-0.00040327+0.00012477i,1.1836e-05+0.00054679i,0.00011735+0.00092083i,0.00024725+0.00040308i,0.00030116-0.00040213i,-0.00043083-0.00039258i,-0.00066132-0.00014254i
0.0011087+0.0019395i,0.0013699+0.0012636i,0.0018929+0.0010377i,0.0022161+0.00057776i,0.0020222-0.00022941i,0.0015896-0.00045113i,0.00091561-0.00017466i,0.00010122+0.0001344i,-2.3944e-05+0.00034063i,-0.00010984+0.00030424i,-0.00033017-0.00014344i,0.0004452-0.00050384i,0.0012431-0.0009142i,0.00085213-0.00046731i,0.0004704+6.3498e-05i,0.00038199-1.2988e-05i,8.2889e-05-0.00052809i,1.145e-05-0.0004024i,0.00028801+0.00061666i,0.00020083+0.00064823i,-0.00049445-0.00077281i,-0.00019187-0.0010898i,0.00063889-1.8041e-05i
