-0.0011689+4.0816e-05i,-0.00089441-0.00059176i,-0.0017306-0.00063891i,-0.0017006-0.00026198i,-0.0017898+0.00066375i,-0.001654+0.0014642i,-0.00078842+0.0017712i,0.00025788+0.0014911i,0.0011312+0.00066214i,0.0013704+0.00054772i,0.0012839+0.0010435i,0.0011922+0.0004635i,0.00098319+0.00038749i,0.00016154+0.00037271i,-0.00019257+0.0003002i,-0.00035996+0.00028826i,9.9865e-05-2.5545e-05i,0.00096674+0.00060466i,0.00050153+0.0013646i,-0.00038731+0.001247i,-0.00058791+0.00066971i,0.00017644+0.0006129i,0.00026667+0.00040773i
-0.0010456-0.00041492i,-0.0010911-0.00014023i,-0.00029611+9.5794e-05i,0.00016902+0.00046599i,5.6893e-05-0.00023819i,1.2579e-05-0.00075453i,-0.00053409-0.00060151i,-0.00068838-0.00054706i,-0.00053516-0.00025748i,-0.0005806-0.00031428i,-0.00028006-0.00018925i,0.00038489+3.361e-05i,0.00037493-9.5792e-05i,-0.00044774+0.00058018i,-0.00084001+0.00070001i,-0.00084127+0.00017125i,-0.00059949+0.00022744i,-0.00059202+0.00029107i,-0.00052526-7.8014e-06i,6.8042e-05+7.3095e-05i,0.00041657+0.00051972i,0.00018429+0.00067446i,-0.00043612+0.00039685i
0.00050232+0.00047269i,0.00082155+0.00026426i,0.00087251-0.00031076i,0.0002604-0.00050657i,-0.00030058-0.00012952i,-0.00015183+0.00091827i,0.00010066+0.0010338i,-5.9712e-05+0.0003305i,0.00026753-0.0005325i,0.00013321+7.3644e-05i,-0.00052548+0.00056322i,-0.00025535-9.7575e-05i,-0.00042989+0.00033819i,-0.00073516+0.00027598i,-0.00077361+2.4962e-05i,-0.00059655+0.00087088i,-0.00039541+0.0011995i,-1.148e-05+0.0011949i,0.00044829+0.00098523i,6.6361e-05+0.00046424i,-0.00090377+9.8798e-05i,-0.0010499+5.0714e-05i,-0.00097886-0.00013669i
-0.0017708+0.00037327i,-0.00092685+0.00039346i,-0.0010569+0.0016824i,-0.00049062+0.0014975i,0.0006626+0.00086026i,0.0017337+7.3745e-05i,0.0012064-0.00032855i,0.00019084+0.00037077i,-8.8552e-05+0.00025752i,3.4391e-05-6.6939e-05i,0.00015539-0.00076315i,2.1249e-05-0.00074143i,-8.6959e-05+0.00013727i,0.0002069+0.00044689i,0.00094401-0.00012954i,4.7857e-05-0.0007259i,-0.0010337-0.00076194i,-0.0010055+6.4368e-05i,-0.00049556+0.00031779i,0.0004156+7.1466e-05i,0.00016674+0.00058362i,-0.00018123+0.00029507i,-8.9542e-05-0.00026167i
0.00099747+0.00027079i,0.0010506-0.00013432i,0.0009638-0.00095827i,0.00073473-0.00087027i,0.0011616-0.00065972i,0.00098707-0.00027137i,0.00015272-0.00015555i,-0.00014222-0.00045782i,0.00068196-0.00058049i,0.00059635-0.00029322i,0.00042237-0.00063126i,0.00023924-4.859e-05i,-0.00028549+0.00080334i,0.00019462+0.00082382i,0.00028602+0.00046376i,-0.000358+0.00070931i,-0.00063101+0.0010381i,-0.00019164+0.00042405i,0.00022239-2.9689e-05i,1.7494e-05-0.00046351i,-0.00014302-0.00053502i,0.00033334-2.3098e-05i,0.00080353+0.00020605i
0.00084727+0.00013912i,0.00024263+0.00040582i,0.00044388+0.0007575i,0.00037541+4.9672e-05i,-0.00019419-0.00062663i,-0.00059209-0.00075182i,-0.0003074-0.00063749i,0.00013401-0.00024433i,-4.3346e-05+0.00015111i,0.00013231+0.00071553i,0.00039337+0.0013573i,0.00077735+0.0012418i,0.00042459+0.0010886i,-0.00014415+0.001i,-0.00042932+0.0007437i,-0.00088088+0.00032872i,-0.00071064+0.00016112i,-0.000339-0.00017215i,-0.00051747+0.00013829i,0.00023678+0.0006278i,0.00027379+0.00075205i,0.00016059+0.00069502i,0.00099395-0.00033814i
-0.001365+0.00041365i,-0.00041394-5.4814e-05i,-0.00041744+0.00020784i,-0.00013178+0.00031914i,0.00065081+0.00010676i,0.00070293-0.00051134i,0.00051319-0.00027718i,4.1869e-05-0.00036385i,-0.00079078-0.00049537i,-0.00042499-0.00020026i,-0.00017973+0.00044305i,-0.00030927+0.00098449i,0.00054246+0.001089i,0.00093215+0.00098173i,0.00041419-0.00028448i,-0.00011691-0.00061616i,-0.0006207-2.5173e-06i,-0.00038388+0.00025905i,-0.00067093+0.00038793i,-0.00031072-0.00022987i,0.0011405+0.00016652i,0.0015675+0.0009159i,0.00091078+0.00034386i
-0.00021367+0.001422i,-0.00047067+0.0014775i,-0.00074343+0.0018207i,-0.00056889+0.0014838i,0.00040126+0.00046911i,0.0011559+0.00019084i,0.0003683+0.0010181i,-0.00073156+0.0013598i,-0.0006158+0.00076955i,-0.0002665+0.00030911i,0.00049104+5.0891e-05i,0.00068867+0.00010578i,0.00048292+0.00016129i,0.000229+0.00021568i,-0.00076812+0.0001545i,-0.0010102+8.2615e-05i,-0.0011614+0.00057284i,-0.00079814-4.7381e-05i,0.00027577-0.00055727i,0.00041681+0.00014785i,0.00048503+0.00027652i,0.00062517+0.00038769i,0.00039957+0.00034336i
0.0011493-0.00028052i,0.0016969-0.00014782i,0.00093681-0.0010998i,0.00053498-0.001007i,8.7263e-05-0.00026248i,-4.9361e-05-0.00037804i,8.7646e-05-0.00036436i,0.0001849-0.00098289i,-0.00020671-0.0010961i,-0.00065284-0.00038395i,-0.00057958+0.00076187i,-0.00039582+0.00065199i,-0.00010923+0.00019461i,-0.0001961-2.9713e-05i,0.00021416+0.00028563i,4.7223e-05+0.0013733i,-0.00038406+0.0009135i,-0.00040854+0.00059858i,-0.0010001+0.0011894i,-0.00099803+0.0010964i,-0.00049555+0.00078338i,-0.0006839+0.00038683i,-0.00088677-0.00059043i
-0.00060404-0.00015061i,-0.0010671-0.00021156i,-0.0013722+0.0012096i,-0.00057849+0.0016771i,0.00022021+0.0011882i,0.00029623-5.1357e-05i,0.00027108-0.0014459i,-0.00052572-0.0013929i,-0.00029118-0.0010277i,0.0006739-0.00060091i,0.00058185+5.9486e-05i,0.00049978+0.00064771i,0.0004767+0.0014393i,0.0001731+0.0013438i,7.8554e-05+0.00098382i,8.7819e-05+0.00060989i,0.00034362-0.00018757i,0.00013972-0.00035723i,-0.00021018+8.0386e-05i,-0.00046073+0.00091999i,0.00042112+0.00056841i,0.0011232-0.0003302i,0.00057218-0.00043367i
0.00064194-0.0011954i,0.00074143-0.0010488i,-0.00039758+0.00015205i,-0.00045738+0.00062518i,0.00082351+6.9426e-05i,0.001357-0.00019004i,0.00084504+0.00016303i,0.00045992+0.00069889i,0.00085161+0.00069114i,0.0004958+0.00069913i,-3.7795e-05+0.00073447i,0.00035842+0.00036464i,0.00078728-0.0003394i,-8.8292e-06-0.00047973i,-0.0005422-0.00016231i,-0.00072449+0.00028403i,-0.00056328+5.4359e-05i,0.00064482-0.00032894i,0.0009876-0.00031596i,0.00077946+8.7819e-05i,0.00098468+0.00061464i,0.00091842+0.00020864i,-7.1888e-06+0.00038946i
-0.0009454+0.00016968i,-0.0010767+0.0017894i,-0.00071657+0.0027423i,0.0009695+0.0020111i,0.0020894+0.00053086i,0.0010676-0.00035016i,-0.00011887+0.00010954i,-0.00039204+0.001076i,0.00025565+0.00098403i,-0.00021947+0.00065124i,-0.0010926+0.00083332i,-0.001225+0.00060948i,-0.0011611+0.00045855i,-0.00084834+0.00035193i,-0.0004773-5.2599e-05i,-0.00060557+0.00015796i,-0.0007844+0.00067819i,-0.00032353+9.587e-05i,-0.00016899-0.00018691i,1.1091e-05+0.00034257i,0.00063526+0.00036992i,0.0009075+5.7043e-05i,0.00078867+3.1656e-05i
-0.0028388-0.0018139i,-0.0027025-0.0013516i,-0.0033513-0.00038695i,-0.0032412+0.0013237i,-0.0014833+0.0029457i,0.00045071+0.0014861i,0.00048702+0.00046084i,-0.00039814+0.0004237i,-0.00083461+0.00067942i,-0.00097544+0.001093i,-0.00034564+0.00066646i,0.0012249+0.00042037i,0.0017433+0.00039908i,0.0011771+0.00076371i,0.00095477+0.00079509i,0.00073859+0.0010611i,0.00045988+0.0010651i,0.0006674+0.00026682i,0.00086075+0.00037314i,0.0003415+0.001135i,0.0005685+0.00091668i,0.00085245+0.00059052i,0.00052536+0.00039115i
-0.00092483+0.001172i,-0.00071698+0.0015948i,0.00047171+0.0015845i,0.0011533+0.0014816i,0.0017604+0.00084951i,0.0016012+0.001014i,0.00030615+0.0011033i,-0.0003396+0.0006885i,-0.0004784+0.00035749i,0.00017852-9.6956e-05i,-1.7153e-05-0.00016872i,-0.00073587+0.00010788i,-0.00052071+0.00069722i,-3.4586e-05+0.00083495i,-0.00011338+0.00064151i,-0.00023422+0.00065081i,0.00011322+0.00046673i,-4.4109e-06+0.00015622i,2.9919e-05-0.00035861i,0.00045126-0.00013636i,0.00038592+0.00036764i,-0.00012595+0.00010117i,2.5613e-05-0.00044079i
0.00025487-0.00029944i,0.00081589-7.9107e-05i,0.0005563+0.00025277i,-4.2346e-05-0.00058654i,0.00011304-0.00058076i,-0.00042092-6.0572e-05i,-0.00083716-0.00015676i,-9.589e-05-0.00055269i,-2.1024e-05-0.00061938i,0.0001618-0.00056785i,0.00047232-5.1918e-05i,-0.00042281+0.00014931i,-0.00036963+8.9658e-05i,0.00018646+0.00060983i,0.00024737+0.0002465i,6.2511e-05-0.00027235i,-0.00054517-0.00016906i,-0.00051893+0.00025561i,-0.0004936+0.00075174i,-0.00069547+0.00084303i,-0.00041091+0.00028024i,-0.00052541+0.00089279i,-0.00063118+0.0013323i
0.0006684+8.9731e-05i,0.00084233+0.00056564i,0.0013739+0.00015069i,0.0011463-0.00051034i,0.00065162-0.00072497i,0.0006601+2.0031e-06i,0.00075728-0.0002172i,0.00085424-0.0012044i,-0.00010398-0.0014706i,-0.00063036-0.00081464i,-0.0003663-0.00018156i,-0.00080812+0.00022202i,-0.0012656+0.0012631i,-0.00072258+0.0015959i,-0.00020424+0.00077662i,-0.00017339+0.00032457i,-0.00031439+0.0004852i,0.00028362+0.00066936i,0.00056256+0.00041445i,-8.3028e-05-0.00011908i,-0.00011161-0.00017697i,-0.00030195-0.00018054i,-0.00011676+5.3471e-05i
0.00061049-0.0008832i,-0.00023764-0.00016024i,-0.00073998-0.00017379i,-0.00038164-1.417e-06i,0.00015219+0.00066778i,5.7221e-05+0.00068372i,-0.00014011+0.00020797i,-0.00051148-0.00014476i,-0.00039064-0.00040911i,-0.00028521-0.00028641i,-0.00050397+0.00055384i,3.0419e-07+0.00084779i,0.00035045+0.0010002i,0.00032092+0.0012167i,-8.1583e-05+0.00098071i,-0.0001439+0.0010941i,0.00021447+0.00044589i,-0.00035198-0.00045702i,-0.00086006-9.0544e-05i,-0.0005393+9.2505e-06i,-0.00022364-1.9019e-05i,3.1934e-05+9.3431e-05i,-0.00015396+0.00011688i
0.00023182+0.00013858i,0.00041377+0.0003038i,0.00060185+9.4896e-05i,0.00082118-0.00014552i,0.00091908+0.000862i,0.00028858+0.0012185i,-0.00064063-0.00040523i,-0.00037352-0.00126i,0.00018982-0.00048015i,0.00052217+0.00027569i,0.0010288+0.00028968i,0.001046+0.00047087i,-0.00056794+0.00076645i,-0.0015483+0.00030992i,-0.0011266+0.00038023i,-0.0004675+0.0007812i,2.9523e-05+0.00092934i,0.00032483+0.00049109i,9.4459e-05+0.00059182i,-0.00044303+0.00057863i,-0.00028677-0.00030397i,-5.1411e-05-0.00059452i,5.7875e-05+0.00016248i
0.00041096-0.0012134i,0.00084502-0.0014178i,0.00099506-0.0020718i,0.000888-0.0022046i,0.00031041-0.0011106i,0.00087993-7.0929e-05i,0.00096636-0.0001237i,3.2812e-05-0.0010454i,3.102e-05-0.001494i,-0.00015026-0.00078515i,-0.00076764+0.00020945i,-0.00094802+0.0012225i,-0.00083361+0.0011839i,-0.00054032+0.00069039i,0.00023588-0.00012174i,0.0006861-0.00048783i,-0.00011811+9.4281e-05i,-0.00053919+0.00041604i,-0.00011992+0.00064311i,-0.00011813-0.0001042i,-0.00062095-0.00036065i,-0.00055885+0.00018393i,-0.0001808+0.00050275i
0.001342+0.00088798i,0.0027869+0.0011655i,0.0024087+0.00093886i,0.00060677+0.00084122i,0.00046483+0.00023842i,0.00059551-0.00077454i,0.00045734-0.00092572i,-0.00037988-0.00033388i,-0.00060931-0.00025099i,-0.00030113+0.00027015i,-0.00039944+0.00045893i,-0.00066813+9.7178e-05i,-0.00067791+3.6683e-06i,-0.00042348-0.0003733i,-0.00062799-5.8211e-05i,-0.00028123+0.0007869i,0.00010793+0.00057404i,-9.2281e-06+0.00015698i,-2.7112e-05+0.00044703i,0.00033765+0.00066502i,0.00034116+0.00055704i,-7.4619e-05+0.00042723i,-0.00031983+0.00024597i
0.00030501-5.5514e-05i,-6.2067e-05-0.0010245i,-0.00010177-0.0020618i,0.00052028-0.0016733i,0.00057352-0.0010257i,-0.00090692-9.6939e-05i,-0.00041874+6.7755e-05i,0.00085696-0.00063362i,0.0003388-0.001725i,-0.00013582-0.0013491i,0.00049096-0.00058884i,0.00058773-0.00039723i,0.00083367+0.0008089i,0.00072829+0.0008942i,-0.00020662+0.00040822i,-0.00053097+0.00037845i,-0.00040484-0.00028903i,-0.00019096-0.00036971i,-0.00033718+9.6304e-05i,-0.0005756+0.00036797i,-0.0004432+0.00084869i,0.00013605+0.00099036i,6.4692e-05+0.00016582i
-0.00036976+0.00114i,-0.00019936+0.00051524i,0.00010103+0.0015753i,0.00028107+0.0017913i,0.0009117+0.0009587i,0.001746+0.00018287i,0.0018564-0.00024777i,0.00062892-0.00077648i,0.00027179-0.0005867i,0.00050939+0.00043495i,0.00019156+0.00073383i,-0.00057748+0.00025789i,-0.0010127-0.00048814i,-0.00085096+7.1352e-05i,-0.00089643+0.0014775i,-0.000858+0.0010516i,-0.00063788-0.00022002i,0.00018413-0.0002748i,0.00070829-0.00010337i,0.00038616-2.3604e-05i,0.00062079-0.00021967i,0.0013611+0.00039303i,0.0011201+0.00079063i
-0.002792+0.0013237i,-0.0028583+0.0012552i,-0.0021237+0.0020767i,-0.00066553+0.0022055i,0.00090595+0.00098587i,0.001288-0.00067637i,0.00038872-0.00092613i,0.00022017-0.00045658i,0.00063644-3.7791e-05i,0.00051908+0.0004901i,0.00072486+0.00029224i,0.0007499-0.00021495i,0.00022334-0.00052076i,-5.735e-07+5.7561e-06i,0.00016699+0.00035965i,0.00042612+1.2126e-06i,0.00016567-0.00012915i,-8.5095e-05-0.00028073i,-0.00084956-2.9549e-05i,-0.0011613+0.00023437i,-0.00026738+0.00055731i,6.3946e-05+0.00086239i,2.3232e-05+0.00047293i
0.00096927+0.0022562i,0.00078629+0.0018036i,0.0012593+0.00076683i,0.0011271+0.00041317i,8.8138e-05+0.00030518i,-0.00059281-0.00010962i,-0.00080841-0.000229i,-0.00095436+0.00056095i,-0.00075062+0.001118i,-0.00055552+0.00055461i,0.00026982+8.2252e-05i,0.00023831+0.00038142i,-0.00020993+0.00053433i,-0.00019863+0.00073116i,-0.00073631+0.00030438i,-0.0012704-0.00049893i,-0.00063627+0.00022338i,-1.798e-05+0.0011694i,0.00017171+0.00079696i,0.00035504-0.00017846i,0.00026322-0.00045713i,0.00014935-8.7876e-05i,5.2941e-05-8.9809e-05i
0.0012114-0.0021577i,0.00040795-0.0019086i,-0.0014326-0.0025659i,-0.0017802-0.001302i,-0.00020376+0.00056201i,0.00054182+0.0013665i,0.00054111+0.00075273i,0.00044942-0.00014298i,-0.00017356-5.767e-05i,-0.00050915+7.1538e-05i,-0.00098699+0.00060841i,-0.0013684+0.0014343i,-0.00066417+0.0016874i,-0.00020213+0.0016901i,0.0001987+0.0013577i,0.00067005+0.00083901i,0.00020588+0.00040507i,-0.00065842+0.00026398i,-0.00077315+0.0003987i,-0.00045644+0.00062109i,-0.00089882+0.0011061i,-0.00036167+0.00099375i,-0.00025045+0.00095818i
-0.00011883+0.00010936i,0.00079003+7.5738e-05i,0.001117+0.00080409i,0.00035022+0.00036356i,0.00088408-0.00034632i,0.0006898+5.6376e-05i,9.0952e-05-0.00016904i,-0.0003862-0.00038475i,0.00032988-0.00017883i,0.00035453-0.00028947i,1.9915e-05+0.00029564i,-0.0004498+0.00085506i,-0.0011315+0.0011373i,-0.00051671+0.0010965i,0.00036763+0.0011461i,0.00014978+0.0013132i,0.00020962+0.00031944i,0.00016214-8.9396e-05i,0.00030756+2.5769e-05i,0.00053672-7.9673e-05i,0.00022177+1.6331e-05i,-6.0721e-06+0.00027302i,9.9717e-05+0.00044199i
0.0018699+0.0014276i,0.0022719+0.0003398i,0.0023906-0.00042268i,0.0020833-6.6163e-05i,0.00081421-5.1199e-05i,-0.00028756-0.00051939i,-0.0010682-4.0685e-05i,-0.0012485-5.6714e-05i,-0.00080402-0.00026713i,-0.0003291-0.00047353i,-0.00018657-0.00081994i,-0.0011269-0.00058671i,-0.00095923+9.8036e-05i,-0.00056885+0.0010582i,-0.00056432+0.001241i,-0.00036296+0.0011613i,0.00030401+0.001364i,0.00011696+0.0012062i,-0.00030014+0.00072161i,-0.00013009-0.00022766i,9.8235e-05-0.00033897i,0.00044194+0.0001978i,0.00072136+0.00027008i
0.003105+1.217e-05i,0.0030421+0.00015775i,0.0027848-0.0013091i,0.0019391-0.0016819i,0.0010506-0.0014433i,0.00028745-0.0013321i,0.00023172-0.00068231i,0.00047663-0.00023724i,0.00069142-0.00051767i,0.00052999-0.0010096i,-2.9093e-05-0.00079949i,-0.00033354-0.00016732i,-0.0010627+0.00046389i,-0.0018438+0.0014244i,-0.0011541+0.0014995i,-0.00052704+0.00051708i,-0.00064877+0.00037331i,7.9216e-05+0.00092668i,0.00085913+0.00046493i,0.00033567-0.00040862i,-0.00010743-0.00036794i,0.00026256-0.00019272i,0.00035833-0.00029245i
-0.00051306+0.00089077i,-0.001079+0.00086952i,-0.0016436+0.0011167i,-0.00082165+0.0011997i,0.00039255+0.00097252i,0.0015433+0.00029977i,0.0018712-0.00058328i,0.000806-0.00079155i,-7.7216e-05-0.00021809i,-0.00013454-5.7261e-05i,0.00044982-4.2568e-05i,1.0094e-06-0.0001201i,-0.0012564-1.1618e-05i,-0.00067421+0.00051082i,0.00043576+0.00040443i,0.00025055+5.9616e-05i,0.00024577+0.00023865i,0.0005584+0.00018271i,0.00016516-0.00040122i,0.00024016-0.00067929i,0.00063497-0.00049405i,5.3534e-05-3.2755e-05i,-0.00018666+0.00016714i
0.0011991+0.0031506i,0.0018531+0.0033935i,0.0026402+0.0023305i,0.0029149+0.00051372i,0.0032705-0.00017691i,0.0018999-5.9956e-05i,-0.00019989+4.7641e-07i,-0.0011141-0.00036931i,-0.00033334+0.00022789i,0.00041047+0.0015614i,4.4617e-05+0.0013587i,0.00029147+0.00035212i,-4.6627e-05+0.0006168i,-0.0013029+0.0010815i,-0.0012005+0.0006055i,-0.00062447-1.5866e-05i,0.00018509-0.00034353i,0.00060005+0.00035404i,0.00047243+0.00029238i,0.00073717-0.00021527i,0.00071241-0.00029734i,0.00053504-6.2742e-05i,0.00036264-0.00035479i
0.00051329+0.001477i,0.00037378+0.0011287i,-0.00072759-7.2564e-05i,-0.00068682+0.00038546i,0.00023878+0.00064171i,0.0001643+1.0976e-05i,-0.00038051-0.00052534i,-0.00084117-0.0003394i,-0.00070433-0.00035641i,6.7484e-05-0.00074597i,0.00055326+1.3015e-05i,3.5752e-05+0.00071798i,-3.4895e-05+0.00090658i,-0.00078885+0.00083603i,-0.001373+0.00024723i,-0.0006223+0.00021411i,-0.00061311+0.00036857i,-0.00043265-3.4194e-06i,0.00027867-0.00034678i,0.00053646+1.6449e-05i,0.00046695-1.9666e-06i,0.00047575+0.00028923i,0.0006401+0.00065596i
-0.0006078-0.0001599i,0.00020215-0.00059103i,0.0011237-0.0011271i,0.0010282-0.00044678i,0.00058691-0.00057119i,0.00023188-0.0012558i,-0.00081023-0.0011093i,-0.001923-0.0014194i,-0.0014358-0.0015874i,-0.00026556-0.0011114i,-0.00018829-0.00051192i,-0.00037468+0.00032418i,-0.00041445+0.00089653i,1.3338e-05+0.00099538i,0.00049777+7.6717e-05i,-8.9928e-05+3.67e-05i,-0.00030449+0.00081871i,0.00017911+0.00015553i,0.00041931-0.0016413i,0.00010798-0.002026i,-0.0003805-0.0011512i,-0.00052068-0.00047546i,-0.00053697+0.00026932i
-0.00079447-0.00047466i,-0.0011751+7.5806e-05i,-0.001284+0.0017111i,-0.00074973+0.0026031i,-0.00047865+0.0021287i,-0.00010772+0.0011761i,-0.00037312+0.00043078i,-0.00062507+0.00023031i,-0.0003747+0.00044681i,-0.00048151+0.00078232i,-0.00019761+0.00067845i,0.00034029+0.0001276i,0.00046986+0.00018741i,-0.00013872-0.00028775i,-0.00068998-0.00081579i,-0.00066749-0.00047113i,0.00014751+0.00010274i,0.00038003-2.317e-06i,0.00031344-0.0001684i,0.0006669+0.00028975i,0.00070861+0.00087679i,0.00077894+0.00074488i,0.00094736+0.00033114i
0.00061255-0.00074808i,0.00113-0.00028419i,0.00068187-0.00030571i,-0.00074728-7.1687e-05i,-0.00067546+5.4756e-05i,0.00097969+1.0778e-05i,0.0010759-0.00023281i,-0.00040162-0.0003669i,0.00037948-0.00062354i,0.0014116-0.00081934i,0.00036805-0.00041916i,-0.0012525+0.00032258i,-0.0016974+0.00046603i,-0.0006759+0.00077328i,-0.00032091+0.00084303i,7.6035e-05+0.00045676i,0.00042921+0.00064835i,-0.00015218+9.6499e-05i,-0.00041928-0.000417i,-6.7481e-05-0.00050057i,7.5139e-05+6.8908e-05i,-3.1173e-05+0.00037152i,-2.7229e-05+0.00056236i
0.00036969-0.00089219i,-0.00029786-0.0015541i,-0.00032514-0.0016229i,0.000122-0.0016084i,0.0006092-0.0013992i,0.00013413-0.00048533i,-0.00053622-0.00052273i,-0.00036283-0.00065577i,-6.6287e-05-0.00068047i,-0.0001549-0.00051316i,0.00036142-0.00058368i,0.00091304-0.00041087i,0.00029749+0.00085207i,-0.00025404+0.0018068i,-0.00062002+0.00086598i,-0.00039377-0.00023101i,0.00025289-0.00023639i,7.4003e-05-0.00019271i,-0.00029438+0.00044211i,-0.00084583+0.001482i,-0.0010753+0.0013652i,-0.00091879+0.00074461i,-0.00089718+0.00072109i
0.0011856+0.00046046i,0.0017582+0.00074223i,0.002395+0.00018118i,0.0022261-0.00065094i,0.0019187-0.00041485i,0.00091723-0.00024825i,9.4121e-05-0.00049974i,-0.00031246-7.6721e-05i,-0.00033039+0.00031225i,-7.0013e-05+0.00022602i,-0.00040915+0.00032754i,-0.00066523+0.00018431i,-0.00096546+0.00015957i,-0.0011496-0.00013351i,-0.0009987+0.00023924i,-0.00087145+0.00021133i,-0.00076372-0.00012856i,-0.00075283+0.00031689i,-0.0012319+0.0006883i,-0.00073958+0.00052027i,-3.7116e-05+0.0005985i,0.00020084-1.4698e-05i,-0.00011754-0.00089505i
0.0014782+0.0013433i,0.00049121+0.0014106i,0.00097639-8.1851e-05i,0.0011072-0.0013211i,4.1782e-05-0.0010833i,-0.0011233-0.00014202i,-0.0013738+0.00085662i,-0.00067864+0.00049062i,-6.1822e-05-0.00032915i,0.00037377-0.00030481i,-0.0001573-1.0713e-05i,-0.0017392+0.00021583i,-0.001369+0.00046502i,-0.00036007+0.00028507i,-0.0001549+0.00032006i,-6.6751e-05+0.00047113i,-0.00034145-5.4997e-05i,-0.00028728+0.00082388i,0.00010485+0.0019262i,0.00022168+0.00082835i,-0.00076709-0.00063527i,-0.0011553-0.00038224i,-0.00095747+0.00022767i
0.0010288-0.0022674i,0.0017449-0.0016745i,0.0009596-0.0011619i,-0.00033332-0.0012868i,-0.00021791-6.677e-05i,-0.00034958+0.0010984i,-0.0011698+0.00056329i,-0.0012795-0.00028055i,-0.00043841-0.0008252i,5.2865e-05-0.00048608i,-9.4564e-05-0.00034201i,-0.00098353-0.00037592i,-0.0011947+7.4026e-05i,-0.00075159+0.0006259i,-0.00021421+0.000793i,5.484e-05+0.00052941i,0.00029809-0.00016131i,0.00085839-0.00090748i,0.00054214-0.0009247i,-0.0003309-0.0010366i,-0.00057802-0.0013963i,-0.00046806-0.00087708i,-0.00048242+0.00020454i
-0.00028176-0.00049034i,-0.0012076+0.0004339i,-0.00010682+0.00067485i,0.00066727+0.00053111i,0.0002881+0.00020811i,0.00050931-0.00057972i,0.00010616-0.00059997i,-0.00047889+5.3963e-05i,-0.00019308-5.49e-05i,-0.00032692-0.00024153i,-0.00064209+0.00045655i,-0.00027879+0.0013607i,-0.00038504+0.001913i,3.1556e-05+0.0013009i,0.00053967+0.0004296i,6.4181e-05-0.00046309i,-0.00069694-0.00087519i,-0.00069458-0.00057447i,-0.00058146+0.00016476i,-0.00058034+0.00076882i,-0.00025801+0.00059245i,0.00014295-0.00011759i,0.00078725-0.00028514i
-0.00018911+0.00020915i,0.00020381+0.0002121i,-0.00025318-0.0008347i,-0.00043444-0.00092884i,0.00039117-0.00069251i,-2.9649e-05-0.0009803i,-0.00080225-0.0008581i,-0.0010042+3.4406e-05i,-0.0007334-0.000137i,-0.00012217-0.00028782i,-0.00026106+0.00016531i,-0.00030775-7.0058e-05i,0.00025803-0.00016829i,0.00017931+0.00015272i,-0.00018958+0.00023347i,-0.00097122+1.0353e-05i,-0.0012182-0.00027998i,0.00023595-3.5354e-06i,0.0013237+0.00011553i,0.00061183-0.00026323i,-9.6985e-05-0.00038711i,-0.00036518-0.00017201i,-0.0007442+9.1353e-07i
0.00081356+0.0021159i,0.00036895+0.0010157i,0.0021411-0.00026866i,0.0025259-0.0017303i,0.0017191-0.0015796i,0.0011759-0.00064999i,0.00043888-3.3027e-05i,0.00068196+0.00052853i,0.0018345+0.00070441i,0.001889+0.00039215i,0.0003881-4.4822e-05i,-0.0012389+0.00025853i,-0.0018966+0.00080633i,-0.0018497+0.00084088i,-0.0010073+0.00033502i,-0.00020596+0.00036497i,-0.00029474+0.00017648i,-0.00032281+0.00043071i,6.9832e-05+0.00043357i,-0.00020031-0.00023314i,-0.00040354+0.00021525i,-0.00010823+0.00045053i,2.6881e-06-0.00055484i
0.0031926+0.002047i,0.0035823+0.00043836i,0.0042776+5.851e-06i,0.0032268-8.9055e-06i,0.0013455-0.0010798i,-4.2657e-05-0.00068464i,-0.00063219+0.0002673i,-0.00019575+0.00048959i,9.0122e-05+0.00042917i,-0.00013087-0.00062967i,-9.1039e-05-0.0011177i,0.00062718-0.00018348i,0.00027143+0.00054496i,-0.00075216+0.00017594i,-0.00097639+0.00048587i,-0.00044493+0.00099212i,-0.00040384+0.00090489i,-0.00047335+0.00019891i,0.00021652-0.00045329i,0.00017115-0.0004043i,-0.00010563+0.00026933i,-0.00056071+0.00047114i,-0.0011719-3.4448e-05i
0.0009998-0.0012634i,0.0015411-0.0011674i,0.00063103-0.0014278i,-0.00055388-0.0018098i,-0.00078312-0.001147i,-0.00052907-0.00088284i,-0.00043511-0.00038627i,-0.00055459+0.00047867i,-0.00077888+0.00034844i,-0.001003-0.00037917i,-0.00086946-0.00045908i,-0.0006427+0.00024391i,-0.00029715+0.00068415i,-0.00086317+0.00073174i,-0.0017694+0.00018129i,-0.0012955+0.00032268i,-0.00065044+0.0009862i,-0.00019499+0.0006043i,0.00012033-0.00014772i,-0.00017773-0.00035522i,-0.00066781-0.00054408i,-0.00087641-0.00015509i,-0.00063325+0.00013527i
