-0.00022369+0.0020454i,0.00061002+0.00086312i,-0.00032542-0.00063119i,-0.0010058-0.00077186i,-0.0012375+0.00012188i,-0.00095931+0.00082544i,-0.00073094+0.00082131i,-0.00047715+0.00066159i,0.00055199+0.0011882i,0.0017621+0.0010843i,0.0017002-0.00058905i,0.00091447-0.00071779i,-0.00023997-0.00024394i,-0.00019225-0.0005474i,-6.9968e-06+0.00013855i,-0.00039013+0.00069915i,0.0001603-2.9334e-05i,0.00011262-0.00011062i,-0.00068764-0.00057611i,-0.00087714-0.001386i,-0.00044969-0.00062446i,0.00047315+0.00014101i,0.00075177+0.00032621i
5.0949e-05+0.001052i,2.7189e-05+0.0014364i,0.00016908+0.0019745i,0.00023023+0.0014949i,-0.00052383-0.00028015i,-0.0011704-0.0015849i,0.00018799-0.0010781i,0.00045179-0.00038445i,-2.0131e-05-0.00032181i,0.00016242-0.00018463i,0.00025687+7.0644e-05i,-0.00049543-0.00010887i,-0.0010828-0.00011242i,-0.00053667+0.00012271i,2.0115e-06-0.00048475i,-0.00013166-0.00094581i,-0.00029486-0.00018445i,-6.0432e-06+0.00049561i,4.9842e-05+0.00077472i,0.0003301+0.00048854i,0.00068122+0.0002723i,5.2863e-05-0.00010138i,-0.00073034+3.5278e-05i
0.00075443+0.00053475i,0.00016233+0.00026431i,0.00062933+0.00041166i,0.00096491+0.0012354i,0.0010271+0.0013484i,0.00071478+0.0002027i,0.0003778-0.00074329i,-0.0002277-0.00021505i,-0.00060747+0.00017572i,-0.00018726+0.0001256i,-0.00049957+0.00020741i,-0.00068164-0.00023216i,-0.00069616-0.00051946i,-0.0001379-0.00041716i,0.00037153-0.00050469i,0.00058947-0.00067293i,0.0014112-3.4702e-05i,0.0013737+0.00053899i,0.00053301+0.00016722i,0.00011227+0.00058087i,-0.00047322+0.0010811i,-0.00014191+0.00060766i,0.00047275+0.0005737i
0.00062385-0.0014517i,0.00029853-0.00072539i,-0.00033331-0.00065786i,-0.00067478+2.8835e-05i,-0.00070778+0.00030407i,-0.00014311+0.00024952i,-2.8241e-05+0.00023751i,-0.00031645+0.00046902i,-8.5607e-05+0.00059435i,0.00012349-0.00046865i,-0.00023119-0.00081706i,6.1581e-05-0.0004722i,0.00044389-0.00074115i,0.00013242-0.0008223i,9.0701e-05-0.00092158i,-8.6742e-05-0.00063161i,-0.00020322-0.00028491i,-4.7668e-05-0.00066312i,0.00018212-0.00085742i,0.00012041-0.00082219i,-7.0016e-05-0.00054485i,4.8573e-05-0.00038126i,0.00037797-7.759e-05i
-0.001909+0.0003137i,-0.0012252+0.00054408i,-0.0012595+0.0012495i,-0.000788+0.0019265i,5.7316e-05+0.0020983i,0.00064978+0.00065318i,0.00020801-0.00055195i,-0.0010452-4.9161e-05i,-0.0011771+0.0010857i,-0.00044546+0.001167i,0.00083556+0.00025728i,0.00076762-0.00045079i,-0.00023331-0.00034092i,4.8956e-05-0.00074951i,0.00090823-0.00091441i,0.00095846-0.00042251i,0.00018227+8.0813e-05i,-0.00010954+0.0004963i,0.00038314+0.00053142i,0.00067949+0.00017207i,0.00047475-0.00028776i,0.00016696-0.00076778i,-0.00036767-0.00085839i
0.00013494-0.00043596i,0.00018543+0.00011639i,0.00071184+0.0007963i,0.001017+0.0010986i,0.00089546+0.00039347i,0.00044629-8.4558e-05i,0.00013578+5.7555e-05i,-0.00011512-0.00026561i,-0.00063068-0.00028731i,-0.00049051+0.00014706i,0.00019539+0.00099511i,0.00056932+0.00062399i,0.00029655-0.00032039i,0.00025589-0.00060227i,0.00024979-0.00063046i,-0.00036852-0.00059479i,-0.00088324-0.00011155i,-0.0010315+0.00022849i,-0.00096259-0.0003358i,-0.00084506-0.0007427i,-0.00113-0.0004455i,-0.00075588-0.0003179i,0.00020051-0.00031236i
0.0010656+0.00028354i,0.0010138+0.00037078i,0.00013737+0.00053454i,-0.00021771-0.00024978i,-0.00027211-0.0011568i,-0.00061398-0.0017219i,-5.1269e-05-0.0012896i,0.00014984-0.00065627i,-0.00029269-0.00031539i,-0.00076964+0.00012814i,-0.00058604-1.0586e-05i,0.00030694-0.00056815i,0.00037533-0.00063758i,0.00030616+0.00055951i,0.00049793+0.0010563i,-3.4573e-05+0.0008755i,-0.00054974+0.00074865i,-0.00055534+0.00080029i,0.00012226+0.00034039i,0.0001993-0.00020871i,-6.5182e-05+0.00063744i,0.00026836+0.0011312i,0.00018697+0.00059996i
0.00021513-0.00082297i,-0.00084789-0.00069152i,-0.0010378+0.0009094i,-0.00067332+0.001548i,-0.00067996+0.00081772i,-0.00068311-0.00020561i,-0.00051276-0.00079381i,-0.00030817-0.00068525i,0.00016741-0.00076312i,0.0007109+1.9447e-05i,7.8415e-05+0.00040288i,-0.00065927-0.00025257i,-0.00078374-0.00058115i,-0.00024503+2.0647e-05i,-0.00038545+0.00043678i,-0.0007787+0.0004711i,-0.00081283+0.00039135i,-3.2689e-05+0.00029367i,0.0010535+0.00052058i,0.0011171+0.00099221i,0.00033606+0.0010785i,-0.00019714+0.00084209i,-0.00013179+0.00060229i
-0.00055501+0.00047271i,-0.00016175+0.00015609i,8.6828e-05+0.00016859i,0.0004252+0.00012074i,-0.00017197+0.00023528i,-0.00074019-0.00025742i,-0.00016713-0.00034083i,-0.00023561+0.0002871i,-0.0009647+6.5411e-05i,-0.0012465-0.00056796i,-0.00049172+0.00018469i,0.00021932+0.00070413i,0.00069314-2.6658e-05i,0.0012005-0.00024632i,0.0014914-0.00026368i,0.00081831-0.00042989i,0.00016517-0.00044876i,-8.4882e-05+4.7481e-05i,-0.00026651+0.0010568i,1.5543e-05+0.00097897i,0.00027466+0.00067924i,-0.00027888+0.0008041i,-0.00019496+0.00061705i
-0.00087571+0.0013372i,-0.0011411+0.001724i,-0.00040746+0.0014233i,-0.00028945+0.0011902i,-0.00040659+0.00058908i,-0.00058654-0.00020425i,-0.0012918-0.00038431i,-0.0018681-0.000359i,-0.0014005+0.00025495i,-0.00045157+0.00068605i,0.00034513+0.00068793i,0.00078977-3.5384e-05i,0.00041998-0.0009228i,-0.00032978-0.00061567i,-0.00054277-0.00017968i,-0.00086305-0.00034973i,-0.00080679-0.00052683i,-0.00081622-0.00026824i,-0.00037044-9.3439e-05i,0.00016631-0.00012585i,0.00036523+4.2968e-05i,2.7555e-05-0.00039158i,-0.00012933-0.0006248i
0.00016846-0.00063935i,0.00075276-0.0012512i,0.0012836-0.00099802i,0.0017176+0.00029429i,0.0010803+0.00047668i,0.00039173+2.5076e-06i,0.00083306-0.0005516i,0.00066082-0.0007158i,-7.7562e-05-0.00033831i,-0.00083654-0.00019254i,-0.00045413+0.00017462i,0.00016617+0.00051014i,-0.0001967+0.0006966i,-0.00051948+0.00094791i,-0.00012381+0.00076579i,0.00032987+0.00032672i,-0.00017843+8.3528e-05i,-0.00017568-0.00018466i,-2.7849e-05-5.7539e-05i,0.00036102+0.0002364i,-8.6308e-05+0.00033141i,-0.0011062+0.00092535i,-0.00085005+0.00066446i
0.00066379+0.00031582i,8.0282e-05-5.6418e-05i,-0.0013232-0.00081075i,-0.0022708-0.00070528i,-0.0015565-0.00030338i,-0.00035844-0.00039381i,-0.00013114-0.00097265i,-0.00043258-0.00091593i,-0.00045967-0.00020976i,-0.00028119-0.00028091i,0.00034353-0.00030948i,0.00021459-0.00053913i,-0.00027352-0.00036588i,-0.00072241-1.1626e-05i,-0.00049461-0.00032096i,0.00045107-0.00019924i,7.3387e-05+0.00022016i,5.5577e-05+0.00033738i,-0.00026986+0.00041984i,-0.00080302+0.00045937i,-0.00076719+0.0007997i,-0.00016231+0.00061889i,0.00039885+0.0003572i
0.00083318+7.5094e-05i,0.00034313+0.00063493i,0.00037454+0.00080565i,0.000455+0.00084668i,-7.3975e-05+0.00067144i,-0.00052509+2.5724e-05i,-0.00012469+0.00043796i,0.00019837+0.00059015i,0.00073971-0.00023187i,0.00075137-0.00058255i,0.00015627-0.00053768i,-0.00059575-0.00035245i,-0.0003055-0.00052386i,-0.00045715-0.0010071i,-0.0002347-0.0009855i,-0.00023796-0.00050325i,-0.00068689-0.0005266i,-0.00064228-0.00037215i,-0.00070531+9.2032e-05i,0.00012361+4.116e-05i,0.0004345-9.1555e-05i,0.00053361-5.463e-05i,0.00053683-8.4055e-05i
-0.00081492+0.00062874i,-0.00072013+0.00076885i,-0.0010403+0.0010243i,-0.00085017+0.00094273i,-4.9057e-05+0.00079065i,0.00047052+0.00021088i,-0.00019016-0.00032647i,-0.00052793-0.00012886i,-0.00051257-7.419e-06i,-6.0349e-05+0.00011107i,0.00048881+0.00060722i,0.00030704+0.00086464i,-5.8665e-05+0.00038093i,0.00041591-0.00049015i,0.00063401-0.0002902i,8.5699e-05-0.00020026i,-0.00036347-0.0004727i,0.00022102-0.00047305i,0.00077682+0.00022951i,0.00013175+6.0926e-05i,-0.00059837-0.00055661i,-5.1849e-05-0.00049562i,0.00043356+7.4642e-05i
-0.00028844+0.0018247i,-0.00048069+0.0010683i,-0.0006596+0.001151i,-0.00087686+0.001129i,-0.00089186+0.00087985i,-0.00014063-0.00014428i,0.0001352-0.00046714i,7.4647e-05+0.00025703i,0.00066613+0.0006418i,0.00076247+2.5905e-07i,-5.6126e-05-0.00073288i,-9.0233e-05-0.0013994i,-0.00031895-0.0009703i,-0.00033442-0.00031509i,-0.00013134-0.00025244i,-0.00050832-0.0005432i,-0.00013405-0.00067624i,9.6998e-05-0.00035937i,-1.3199e-05-2.9819e-05i,-0.00016944+2.5174e-05i,2.6498e-05-0.00033549i,0.00048298-7.8587e-05i,0.00023041+0.00044498i
-0.00046787+0.00028775i,0.00070988+0.00049726i,0.00095685+0.00090332i,0.0013347+0.0014829i,0.0016414+0.0015773i,0.00044015+0.00058544i,-2.0983e-06-0.00030519i,-0.000251-0.00035674i,-0.00065136-9.7568e-05i,-0.00019229+0.0001718i,-3.1759e-05+0.00057042i,-0.00057073+0.00028725i,-0.00060094-0.00069557i,-0.00044489-0.00081586i,-0.00084903+8.5913e-05i,-0.00026146+0.00044952i,0.00034168+0.00034474i,0.00042145+0.00017705i,0.00033111+8.9942e-05i,0.00028926-3.336e-05i,0.00080212+1.8832e-05i,0.00058235+1.1458e-06i,0.00024023-0.0001494i
-0.00096348+0.00037287i,-0.0015278+0.00062976i,-0.002108+0.00058613i,-0.001268+0.0010817i,-0.00014469+0.00068061i,0.00022343+3.175e-05i,0.00012112+0.00048818i,-0.00011138+0.00042224i,0.00038809+0.00051805i,0.0010813+0.0010556i,0.00061859+0.00090424i,6.7869e-05+0.0002111i,0.00044247-3.017e-05i,0.00038478+0.00029742i,0.00015688-0.00044426i,-6.0936e-05-0.00036136i,-2.835e-05-0.00044214i,-2.2824e-05-0.0011035i,-0.00026314-0.0010092i,-1.4081e-06-0.00061941i,4.1546e-05-0.00025361i,0.00075931-0.00034447i,0.00093434-1.6854e-05i
-0.001182+0.00055288i,-0.0013785+0.0012312i,-0.000778+0.001109i,0.00042268+0.0015559i,0.00051286+0.0017566i,0.00098461+0.00070452i,0.0011689+0.00064494i,0.00027337+0.00051623i,-0.00039119-5.3434e-06i,-0.00061589-1.9661e-05i,0.00026561-0.00035567i,0.00078443-0.00098548i,-8.1512e-05-0.00058327i,-0.00017482-0.00031441i,0.00035046-0.0012965i,0.00069216-0.00079671i,0.00085364+0.00080791i,0.00018853+0.00076844i,0.00036805-0.00040866i,0.00054105-0.00053141i,-0.0002857-0.00016655i,-0.00069893-0.00084789i,-0.00058809-0.00078921i
-0.00097878-0.00075491i,8.6456e-05-0.00094293i,1.6049e-05+0.00035495i,-0.00065501+0.00055086i,-0.00044976-0.00026569i,-5.4516e-05-0.00065276i,-0.00011723-0.0012934i,-7.4364e-05-0.00097863i,0.00026292+5.3995e-05i,0.0006196+0.00024779i,0.00021171-0.00036653i,-0.00015705-0.00083896i,-3.5731e-05-0.00047817i,2.8946e-07-0.00014542i,-0.0003277-0.00021269i,-0.00045089+0.00010525i,2.4732e-05-4.5648e-05i,0.00056842-0.00038119i,0.00035648-0.00026581i,9.738e-05+5.7563e-05i,7.4892e-05+0.00056313i,0.0001293+0.00043845i,0.00083886-0.00021529i
9.5448e-05+0.0018043i,0.00033127+0.0013042i,0.00021986+0.0023873i,0.0006646+0.0021352i,0.0011039+0.0010198i,0.0009809-0.00027784i,0.00034896-0.00071118i,-0.00063429+3.748e-05i,-0.00017809+0.00070384i,0.00071894+0.00080571i,0.0006801+0.00032335i,0.00015969+3.1668e-05i,0.00021594-1.0487e-05i,0.00046271-0.00046485i,0.00058868-0.00020587i,0.00056688+0.00022989i,-0.00015004+0.00045144i,-0.00068426+0.00061499i,-0.00071053-0.00013376i,-0.00034798-0.0014748i,-0.00016353-0.0012996i,-0.00010829-2.5664e-05i,0.00012402+0.00060451i
0.00033629+0.0013275i,-0.00077048+0.0014436i,0.00011801+0.0011442i,0.00086714-0.00021879i,0.00064623-0.0014434i,-0.00050534-0.0015719i,-0.0011402-0.00081072i,-0.00096961-3.4457e-05i,-0.0003047+0.00047807i,0.00049978+0.00058716i,0.00027911+0.00016678i,-0.00050995-0.00058164i,-0.00036123-0.00043578i,-0.00037622-4.4586e-05i,-0.00097416-0.00016933i,-0.00062166-0.00025028i,-0.00017305-0.00013082i,-0.00054139+0.00028981i,-0.00062675+0.00073943i,-0.0005814+0.00085384i,-0.00049057+0.0010407i,-0.00042437+0.00024213i,-0.00025191-0.00014627i
0.002149+0.0010257i,0.0024016+0.0016175i,0.0023401+0.00081617i,0.00090353-0.00058353i,-0.00027146-0.00089486i,-0.00044449-0.0009376i,-0.00027404-0.00029056i,0.0002048+0.00090083i,0.0006039+0.00081868i,0.00052818+4.6297e-05i,-0.00013192-0.00036453i,-0.00031266-8.6895e-05i,-0.00019368+0.00025459i,0.00046569+0.00023521i,0.0014513-0.00030365i,0.0010166-0.00086924i,0.00022749-0.00064998i,0.00035763-0.0001561i,0.00083987+6.6808e-05i,0.00046438-1.1791e-05i,-4.7695e-05+0.00010102i,0.0003067+0.00074321i,0.00018709+0.00029131i
0.00092998-0.00035795i,0.00068195-0.0019675i,0.00032014-0.0015246i,-0.00044485-0.00036021i,-0.00083518-0.00033081i,-0.00038481-0.00035014i,0.00011679-0.00054944i,0.00010722-0.0013731i,7.1611e-05-0.0011441i,-0.00032824+0.000213i,-0.00092381+0.0006902i,-0.0012416-2.1842e-05i,0.00031253-0.00012351i,0.0011155+0.00021403i,7.3337e-05-0.00020211i,-7.959e-05-0.00022542i,0.00049949-0.00046918i,0.00010404-0.0013989i,-7.9114e-05-0.0010111i,-2.7099e-05-7.9464e-05i,-0.00059046+0.0001896i,-0.00066204+0.00024557i,0.00043256+0.00066183i
0.00082102+0.0024923i,0.0014116+0.0005472i,0.0016165+0.00025448i,0.0010454-0.00021703i,0.00070922-0.0013988i,0.00057553-0.0014456i,5.2707e-05-0.00089763i,-0.00022097-0.00065659i,0.00023946-0.0002709i,0.00076815-0.00046527i,0.0005314-0.00073206i,0.00026048-0.00052025i,-3.6148e-05-0.00055179i,0.00041104-0.00028457i,0.00058209-0.00046373i,0.00043579-0.00095583i,0.00047278-0.0010689i,0.0002732-0.0010319i,-0.00068668-0.00037911i,-0.0011562-6.8753e-05i,-0.00067303-2.5707e-05i,-5.2499e-05+0.00027907i,0.00035317-6.679e-05i
0.0011617-0.0013777i,0.00013923-0.0010111i,-0.00010809-1.9593e-05i,-0.0012654+0.00042359i,-0.0020147-0.00024683i,-0.0004451-0.0010092i,0.00068245-0.00085561i,0.0002243-0.00072324i,-2.3052e-05-0.00040094i,0.00010777+3.2517e-05i,0.00011159-5.2062e-05i,6.3545e-05-0.00023516i,-0.00060443+0.00037333i,-0.00074849+0.00056005i,0.0008066-0.00016407i,0.0013462-1.3654e-05i,0.00079131+6.1669e-05i,0.00058113-0.00025284i,0.0002334-0.00031596i,-0.00034603-0.00022556i,-0.00023236-8.3657e-05i,-0.00057472-0.00016977i,-0.00089669+3.8718e-05i
0.0010711-0.00057152i,-4.3864e-05+0.001048i,-0.0013975+0.00081702i,-0.0014596+0.00037193i,-0.00080437+0.00024715i,-0.00036165+0.00031641i,-0.0003225+6.6189e-05i,-0.00042515-8.3163e-05i,-0.00053401-0.00039679i,-0.00031398-0.00023622i,-0.00042218-0.00019574i,-0.00098587-0.00046806i,-0.0010879-0.00045425i,-0.0010214-0.0004005i,-0.00044253-0.00035813i,-0.00034402-9.4033e-05i,-0.00060659+0.00034093i,0.00011414+0.00027889i,0.00026779+6.6075e-05i,-7.9505e-05+0.0004873i,-0.00079384+0.00054832i,-0.00078744-2.2468e-05i,-0.00050524-0.00014607i
-0.00054895-0.00070459i,0.0008439-0.0011837i,0.0012435+0.00011176i,0.00034654+0.000651i,-0.00011331-0.00015148i,-0.00023115-0.00095787i,-0.00026872-0.00099078i,-0.00049116-0.00060755i,-0.00064512+0.00062131i,-0.00061531+0.0012883i,0.00011558+0.00079173i,0.00070142+3.4055e-05i,0.00081882-0.00032036i,0.00074818-0.00034981i,0.0011642-0.0010073i,0.0014651-0.0013092i,0.00076752-0.00066894i,0.00015087-0.00034128i,-0.00030538-8.3267e-05i,-0.00038438+0.00012055i,0.0001109+2.3173e-05i,0.00023326-0.00030981i,-0.00025602-0.00028825i
-0.0012058+0.0026768i,-0.00069071+0.0024118i,0.0011819+0.0018181i,0.0020596+0.0017366i,0.0017599+0.0012536i,0.00088377+0.00086356i,8.6456e-05+0.00064328i,0.0003051+0.00025216i,0.00017585-0.00010705i,0.00031675+0.00050078i,0.0011156+0.0013495i,0.00088868+0.0010627i,0.0011844+1.7276e-05i,0.0014976-0.00074077i,0.0010413-0.00037426i,0.00058234+0.00018137i,0.00023291+0.00013999i,-9.7945e-06-0.00027782i,2.0129e-05-0.00013175i,0.00032352-0.00056887i,0.00044556-0.00085062i,0.0002204-0.00015596i,2.1683e-06-0.00024235i
0.0005779-0.00060242i,0.00060047-0.00081512i,-0.00011583+0.00023318i,-0.00063262+3.6448e-05i,-0.00032209+3.6431e-05i,-0.00022555+0.00054187i,-0.0006479-0.00042723i,-0.00046254-0.00055614i,-0.001234+0.00051944i,-0.0017351+0.00085587i,-0.00035554+0.00055046i,0.0005935+0.0011249i,0.0011655+0.00081092i,0.0015864-7.0156e-06i,0.00066965-0.00020963i,0.0003857-0.00044973i,0.00081529-0.00042274i,0.00064991+6.7427e-05i,0.00027341+7.3746e-05i,0.00019974-0.0002905i,0.00013938-0.00036049i,0.00063046-0.00037152i,0.00082393+6.3618e-05i
0.0027162-0.0011825i,0.0015165+0.0010708i,-0.00094217+0.00032484i,-0.00092973-0.00063418i,-0.00034887-0.0010376i,7.9071e-05-0.00152i,0.00041913-0.00097161i,-0.00010194+0.00068429i,-0.0005863+0.00065949i,-0.00027779-0.00058337i,-3.4292e-06-0.00041153i,-0.00011494-0.00047843i,-0.00041309-0.00074236i,-0.00059358-0.00021715i,-0.00014129-0.00012207i,-2.901e-05-0.00021328i,-0.00078847+0.00030871i,-0.00063691-5.4432e-06i,-0.00019497-0.000783i,6.6027e-05-0.00040124i,0.00015047+0.00043912i,-0.0011+0.00019527i,-0.001407-0.00049202i
-0.00066062+0.00014242i,-0.0010187+0.00015494i,-0.0014533+0.00019985i,-0.00023917+0.00053196i,-8.4768e-05+0.00039374i,0.00018153+0.00010059i,0.00027413+5.587e-05i,-0.00076509+0.00015945i,-0.00031545+0.0008483i,0.00017829+0.0002542i,-0.00016639-0.00074401i,-7.9109e-05-0.00054542i,-5.6418e-05-0.00044209i,-0.00016561-0.00019996i,-0.00039018+0.00012954i,-0.00074931-0.00010682i,-0.00055002-0.00032824i,-0.00021678-0.00015659i,0.00027639-0.00033357i,0.0004537+1.8202e-05i,4.0375e-05+0.00043287i,-0.00027498+0.00048038i,-0.00037265+0.00010935i
0.000549+0.00045914i,-0.00017538+0.0015428i,-0.00049396+0.0009711i,0.00047172+0.00011761i,0.0007427-0.00051718i,0.00077003-0.0012551i,0.0004609-0.0016955i,-0.00026596-0.0011978i,-0.00018603-0.00039373i,0.00081676+4.0595e-05i,0.00049361+0.00021149i,-0.00022557-0.00061788i,0.00070055-0.00070123i,0.0015009-0.00026223i,0.00053963-3.129e-05i,-0.00038224+0.00050785i,-0.00027325+8.4479e-05i,-7.8352e-05-0.00020992i,-0.00027535+0.00032325i,-0.00038732+0.00028745i,-6.3667e-05-3.4072e-05i,-0.00026237-0.00085908i,-0.00041814-0.0010378i
0.00038325+0.0026288i,0.0010129+0.001607i,0.00092426+0.0018128i,0.0011841+0.0013919i,0.00126+0.00024456i,0.00094219-0.00042859i,0.00037541-0.00017371i,-0.00041016-8.9509e-05i,-0.00043754-0.00027687i,-0.00036149+0.00018754i,-0.00011984+0.00037857i,0.00074528-0.00016122i,0.00097216-0.00078109i,0.00037508-0.0010029i,-0.00018671-0.00046934i,-0.00060756-6.721e-05i,-0.00051305-0.00030044i,7.2721e-05-0.00034884i,4.2925e-06+1.7846e-05i,-9.1159e-05+8.9227e-05i,-0.00014059-0.00024504i,-0.00034324+0.00010969i,-0.00026782+0.00038197i
-0.00063515-0.00089761i,-0.00068973-0.00076601i,-0.0011729-0.00024047i,-0.0017646+3.1036e-05i,-0.0010737+0.00018568i,-0.0001266+0.00010908i,7.1863e-05-0.000127i,-3.902e-05-0.00026136i,0.00016757+0.00063133i,0.00011824+0.0010333i,-0.00010802-0.00025837i,0.00025567-0.00078364i,0.00081175-0.00034314i,0.0007991+0.00055264i,-1.4722e-05+0.0010122i,-0.00067705+0.00035401i,-0.00043314+9.9669e-05i,-0.00049208+0.00020777i,-0.0011272+0.00028468i,-0.00039458-0.00010619i,-7.8694e-05+0.00014648i,-4.5278e-05+0.0010366i,0.0002052+0.00086561i
-0.0011139+0.00078682i,-0.0010197+0.00036819i,-0.00037173+0.00060712i,-6.1887e-05+0.0011807i,0.0003236+0.0013917i,-0.00013055+0.00088435i,-0.00046902-0.00016209i,-0.00051567-0.00087647i,-0.00016884-0.0005931i,0.0007018+0.00054055i,0.00073762+0.00058364i,-1.1695e-05+0.00021187i,-0.0002898-7.0306e-05i,0.00012286-5.8388e-05i,0.00054562-5.6086e-05i,0.00030165-0.0005073i,-6.2409e-05-0.00049853i,0.00055454-0.00017046i,0.00084921-0.00047336i,0.00010443-0.0011654i,-0.0001278-0.0011235i,-0.0001503-0.00067886i,-0.00074018-0.00030136i
0.00054793-0.00063592i,-0.00018316+0.00043529i,-0.0006574+0.0001791i,-0.00081814+3.4254e-05i,-0.00065473-1.5124e-05i,4.585e-05-0.00034452i,0.00061707-0.00037143i,0.00054078+3.7992e-05i,0.00019756+0.0002625i,-0.00052935-6.7829e-05i,-0.00077675-0.00013495i,-0.00046866-0.00036022i,-0.00037301-0.00027341i,-0.00018817-0.00021049i,0.00091218-5.6016e-05i,0.0011792-0.00012114i,0.00037798+0.00031225i,0.00049415+0.00040993i,0.00094437-0.00026769i,0.00032167-0.00030301i,-0.00010995+0.00049697i,-0.00055468+0.00044707i,-0.00014499-0.0001772i
-0.00015118+0.0002039i,-0.0001357-0.00015044i,-0.00020977+0.00018654i,0.0002337+0.0007567i,0.00084987+0.00036315i,0.00096373-9.5159e-05i,0.00084798+0.00037071i,-0.00012552+0.00041118i,-0.00061009+0.00023448i,-0.00048027+0.00045722i,-0.00087371-0.00048735i,-0.001418-0.00086113i,-0.0012984-0.0013326i,-0.00029728-0.0012753i,0.00040192-7.9017e-05i,-0.00010054-0.00012859i,-0.00080879-0.00071663i,-0.00076548-0.00050454i,3.3091e-06+6.8591e-05i,0.00051017+0.00082554i,-0.00024378+0.00090118i,-0.0003915+0.00061978i,0.00012495+0.00038655i
-0.0013656-0.0001464i,-0.0019976+0.0013891i,-0.0014752+0.0021978i,4.9973e-05+0.0018687i,0.00095397+0.0014352i,0.001128+0.00053948i,0.00066539-0.00040202i,-6.2567e-05-0.0010888i,-0.00027368-0.00097131i,1.4745e-05-0.00027206i,-4.1423e-05+0.00043872i,5.9989e-05+0.00065225i,0.000699+0.00018106i,0.00045289-0.00039756i,-0.00035229-0.00093353i,-0.00057688-0.0014181i,-0.00020297-0.0012674i,-0.0003349-0.00061153i,-0.00020475-0.00070989i,0.00019813-0.00075647i,5.2635e-05-0.00024869i,2.7771e-05-9.9216e-05i,0.00053644-0.00011342i
-0.0016706-0.00059488i,-0.0013543-8.5396e-05i,-0.00051754-0.00024808i,0.00012136-0.00037694i,-6.9487e-06+0.00016658i,-3.3198e-05+0.00034956i,0.00012727-0.00020967i,-0.00010335-0.00042367i,-0.00025812-9.309e-05i,-0.00052361-0.00022505i,-0.0010113-0.00032011i,-0.00097667+0.00037414i,-7.4166e-05+0.00031879i,0.00038599+1.6772e-05i,-4.7418e-05-2.06e-05i,0.00029231-0.00066831i,0.0012898-0.000845i,0.0013914-0.00052885i,5.1892e-05-0.0002162i,-0.00024778-5.4798e-05i,-3.6331e-06+0.00012194i,-0.0001014+0.00051537i,-0.00038602+0.00036772i
-2.3013e-05+0.0002366i,-0.00030807+0.00072799i,0.00021618+0.0014391i,0.00023182+0.0012423i,-0.00021752+0.00036468i,0.00026338-0.00032095i,-9.8332e-05-0.00050905i,-0.00073888-0.00050438i,-0.00055706-9.9921e-05i,-0.00053751+9.8723e-05i,-6.8129e-05-0.00016871i,-0.00032636-0.00066953i,-0.00054288-0.00058871i,4.9441e-05-0.00029616i,0.00042616+0.000205i,0.00056814+3.8688e-06i,0.00057041-0.0002744i,0.00016044-5.1626e-05i,-0.00039534-0.00050798i,-0.0012851-0.00030451i,-0.0015991+0.00030433i,-0.0010892+0.00041981i,-0.0006401+0.00057511i
0.0001922-0.00064574i,-0.00070403+6.3755e-05i,0.00044621+0.0012681i,0.00096198+0.0012246i,0.00020071+0.00011193i,4.0064e-05-0.0005135i,0.0001904-0.00027477i,6.0833e-05+7.9774e-05i,0.00014295+0.00099371i,0.00018831+0.0011975i,9.7651e-05-0.00011057i,-0.00028835-0.00091951i,-0.00037285-0.0012955i,-2.2583e-05-0.001054i,-0.00028886-0.00052031i,0.00022584-0.0009458i,0.00091607-0.0013973i,0.00059322-0.00050605i,-0.0001153-0.00048118i,-0.00018316-0.00092686i,0.00027479-0.00054142i,0.00022453-0.00012976i,-5.7171e-05+0.00046701i
-0.00077673+0.00097771i,-0.00030737+0.0012182i,-9.6627e-05+0.0016429i,0.00055919+0.0013009i,0.0010243+0.00034815i,0.0013745-6.1155e-05i,0.00076435+0.00026622i,9.4742e-05+0.00085583i,-0.0002905+0.00068552i,-2.9649e-05+0.00015346i,0.00040754-0.00030031i,0.0015884-0.00093838i,0.0016972-0.00093417i,0.00012507-0.00025654i,-0.00031517+0.00022115i,-0.00013239+0.00039285i,4.0384e-05-0.00018709i,0.00034912-0.00073898i,0.0006975-0.00056442i,0.00042013-0.00017534i,0.000237+0.0001356i,0.0005027-7.2006e-05i,-9.1867e-05-0.00018561i
-0.0003839+0.0014502i,-0.0003817+0.0019575i,-0.00036887+0.0013046i,-0.00010331+0.0010799i,-0.00013569+0.0015966i,-0.00025461+0.0014406i,-0.0002699+0.00031i,-0.00029846-0.00070006i,-2.8603e-05-0.00033401i,0.00063011+0.00035758i,0.00075064+0.00025973i,2.3223e-05-0.00052208i,-0.00016772-0.00035382i,1.375e-05-7.6385e-05i,0.00078633+0.0003934i,0.0016268+0.00063459i,0.0015816+0.00089176i,0.00090999+0.00066745i,0.00054679-0.00021666i,0.00023269-0.00073685i,-0.00012172-0.00033156i,-0.00030095-0.00018349i,0.00037567-0.00044557i
