-0.0021134+0.00069986i,-0.001303+0.00012516i,-0.0002866+0.00021929i,-0.00016883-2.1596e-05i,-0.00142+0.00013718i,-0.0019512+0.00087373i,-0.0019443+0.0019005i,-0.00098676+0.0029135i,0.00072091+0.002829i,0.0013479+0.0015552i,0.0016051+0.00011803i,0.0016698-0.0010429i,0.0015401-0.00085807i,0.0012596-1.1834e-06i,0.000934+0.00060862i,0.0010459+0.00058592i,0.00068124+0.00024969i,-0.0005038+0.00025582i,5.7046e-05+0.00045304i,0.0010696+0.00020671i,4.8349e-05-0.00026676i,0.00022289+2.8271e-05i,0.00072172+0.00057422i
-0.0013357-0.0014406i,-0.0019487+0.00028608i,-0.00087333+0.0016981i,-0.00017761+0.00090736i,-0.00089795+0.00039471i,-0.00087624+0.00060051i,-0.00032212-0.00017639i,-0.0003578-0.00077491i,-0.00016827-0.00059872i,-8.8162e-05-0.00043796i,-0.00054534+0.00037426i,-0.00091772+0.00097703i,-0.00031813+0.00061076i,0.00069317+0.00088232i,0.00076646+0.00033842i,-0.00011829-0.0002707i,-0.00018883-0.00021272i,0.00023637+0.00015674i,0.00037068+0.00017366i,0.00038424+0.00028718i,0.00020364+0.00039037i,0.00050047-0.00017155i,0.0011121-0.00036564i
-0.00046023-0.0023519i,-0.00093684+0.0001561i,-0.00056199+0.00032351i,-0.0017677-0.0004946i,-0.0025353+0.00045642i,-0.0019358+0.0013055i,-0.0013869+0.00096879i,-0.0012203+0.00031062i,-0.001102+0.00031152i,-0.0014142+0.00019842i,-0.00088552-6.6915e-05i,-0.00063886+0.00013034i,-0.00025918+0.00052035i,-9.5957e-06+0.00047923i,-0.00059149-0.00010448i,-0.00030772-0.00021222i,-0.00013924-1.6389e-06i,0.00012152+5.5808e-05i,0.00081766+0.00018087i,0.0013527+0.00045361i,0.00056786+0.00046353i,-0.00027612+0.00057271i,3.2971e-05+0.00081164i
-0.003377-0.0016206i,-0.0016324-0.0015798i,-0.0010644-0.0023145i,-0.0015998-0.0014403i,-0.00071268-0.00018459i,-0.0001211+0.0017328i,0.00048856+0.0017703i,0.00021057+0.00044132i,-0.00085555+0.00039679i,-0.00068463+0.00035179i,-0.0003699+0.00065612i,-0.00027582+0.001093i,-0.00068915+0.00072403i,-0.001034+0.00034404i,-0.00094688+0.00032846i,-0.0006449+0.00021585i,-0.00035054+0.00016894i,-0.0003571+0.00018194i,-0.00013273-3.3398e-05i,0.00032912-0.00013914i,0.00067865+0.00021258i,0.0005603+0.00032111i,0.00027276+0.00035956i
-0.0010142+0.0019471i,-5.4101e-05+0.0014618i,0.00034488+0.00046956i,-0.0006452+0.00018394i,-0.0013181-0.00055161i,-0.00094057-0.0014979i,-0.00059247-0.00062912i,5.9633e-05+0.00024547i,0.00059355-2.1733e-05i,0.00025131-0.00099422i,-0.00027697-0.0016474i,-0.00042716-0.0012145i,0.00042271-0.0003444i,0.00069064+8.7508e-05i,-0.00044094-8.1048e-05i,-0.00053878+0.00045535i,-0.00014542+0.00077833i,-0.00048746+0.00031177i,-0.00059054-2.8381e-05i,-0.00079742+0.00021612i,-0.00092334+0.00043395i,-0.00054536-0.00040125i,-0.00032657-0.00025983i
0.0014049+0.00097542i,0.0019785-0.00049053i,0.0017437-0.00068399i,0.0012505-0.00064202i,4.0069e-07-0.00053882i,-0.001054+0.00097917i,-0.0012086+0.001677i,-0.00067072+0.00039167i,-0.00030427-0.00030984i,-0.00066427-0.00018918i,-0.00064691+0.00012831i,-0.00064681+0.00023177i,-0.0009662+0.00045088i,-0.00043312+0.00072746i,-0.0002043+0.00086484i,-0.00037293+0.0010508i,7.8773e-05+0.00061479i,0.00018785-0.0003226i,-0.0001662-0.00047434i,-0.00028108-0.00023031i,-0.00043638-0.00028883i,-0.00044943-6.3615e-05i,-0.00017559+0.00071738i
0.0025074+0.00023374i,-0.00040423-0.00079697i,-0.0016869-0.0005063i,-0.0014217-0.0015011i,-0.0015665-0.0023081i,-0.0018135-0.0013174i,-0.0014004-0.00068679i,0.00014591-0.00066951i,0.00091536-0.001426i,0.00063994-0.0019008i,0.0001975-0.0012529i,0.00019691-0.00051432i,0.00040041+0.00014541i,0.00028217+0.00012379i,-2.8111e-05+5.7351e-05i,-0.00048819-8.4451e-06i,-0.00050268-0.00010365i,-0.00027887+0.00038806i,-0.00089551+5.807e-05i,-0.0014812-0.00031311i,-0.0010121-0.00014224i,-0.00068797+0.00056662i,-0.00073869+0.00096022i
-0.00020148-0.00093577i,-0.00044882-0.0003985i,-0.00035919-9.9806e-06i,0.00045434-0.00045761i,-0.00023594-0.00052734i,-0.00084631-0.00019008i,-0.00088963+0.00070879i,-0.00072576+0.00073012i,-0.00061353+0.00043926i,-0.0014286+6.3495e-05i,-0.0011239-0.00043502i,3.4586e-05-0.00043167i,-0.00016179-0.00023122i,-0.00040725+4.8924e-05i,-0.00029804-3.6523e-05i,3.6234e-05-0.00023723i,0.00044331-3.2589e-05i,0.0004005-0.00064587i,6.7996e-05-0.00054038i,-0.00085601+7.87e-05i,-0.0011529+0.00040559i,-0.00032684+8.4269e-05i,8.8529e-05-0.00038849i
0.0006345-0.0022675i,-6.2838e-05-0.00073512i,0.00015552+0.00018722i,-0.0003752-0.00057656i,-0.00019318-0.00079392i,-0.00021664+0.0009366i,-0.00018097+0.0019798i,0.000397+0.001088i,0.00062303+0.00033125i,0.00018642+0.00030179i,-0.00076585-8.0313e-05i,-0.00063295+0.00067096i,-5.5549e-05+0.0016098i,8.1932e-05+0.00053325i,0.00034183-9.7707e-05i,0.00019526+7.2903e-05i,0.00017216+7.7179e-05i,0.00044296+0.00024799i,-0.00023736+2.9124e-05i,-0.00056704-0.00033473i,-0.00041196-8.568e-05i,-0.00029313+0.00024633i,-3.4363e-05-0.00020051i
-0.0042662-0.0017171i,-0.0030986-0.0010959i,-0.0022702-0.00039978i,-0.0022259+0.00047644i,-0.00067458+0.00070978i,0.00029343+0.0005109i,0.00015572+3.7261e-05i,-0.00029857+0.00020825i,-0.00031987+0.001334i,0.0004575+0.0011766i,0.00081058+0.00015739i,0.00052367+0.00031487i,-9.4117e-05+0.00093555i,-0.00091244+0.00063884i,-0.00092499+0.00041569i,0.00059751+0.00025582i,0.0010034+9.9243e-05i,0.00014283+0.00011049i,-3.7645e-05+0.00010652i,7.5003e-05-0.00027843i,-0.00024733+0.00014233i,0.00041978+0.0014839i,0.00066762+0.0014844i
-0.002474-0.00025293i,-0.001091-0.00057704i,-0.00090177-0.00012783i,-0.00065116+0.0013859i,-0.00060568+0.0018545i,-0.0013141+0.0014902i,-0.0014007+0.00082481i,-0.0011041+0.000195i,-0.0015953-7.9023e-05i,-0.0010659-1.185e-05i,-0.00017805+0.00029689i,-0.00056364+0.00051482i,-0.00028202+0.0011996i,0.00073931+0.0015685i,0.0013924+0.0014643i,0.00069657+0.0013827i,-5.7849e-05+0.00080395i,-1.9285e-05-6.2342e-05i,-0.00029374-0.00048408i,-0.00050057-0.00062893i,9.7894e-07-0.00038585i,0.0003965+4.9621e-05i,0.00027385-0.00036157i
-0.001384+0.0016791i,-0.00074369-0.00076279i,-0.00072991-0.0007538i,-0.00034976-0.00015382i,0.00015699-0.00020569i,-0.00024022+0.00087406i,-0.00048775+0.00068144i,-0.00024468+0.0004259i,-0.000406+0.00030992i,-1.8918e-05+0.00075583i,0.0006234+0.00089435i,0.00041372+0.00032584i,-0.00024233-0.00027968i,0.00010314-0.00045542i,-0.00023617+0.00068422i,-0.00051545+0.00041351i,0.00069945-0.00064632i,0.0012882-0.00080639i,4.157e-05-0.00024813i,-0.00091813-0.00025609i,-0.00063651-0.00026279i,-0.00033337-0.0002413i,1.9138e-06-0.00041708i
-0.0005795+0.00039354i,-0.00022529-0.00053962i,-0.00017365+0.00027358i,0.00015601+0.0017064i,0.0001477+0.0017854i,4.8506e-05+0.0010613i,-0.00016582+0.00039052i,8.8907e-05+0.00018921i,1.1974e-05+0.00022467i,-0.00029757+0.00058114i,-0.0001254+0.00055852i,-0.00014834-5.1602e-05i,0.00051597-3.425e-05i,0.0010933+0.00013321i,0.0013551-6.941e-05i,0.00019031-0.00022368i,-0.0010324-0.0006583i,-0.0010755-0.0011634i,-0.00042173-0.0014715i,0.00032768-0.00063441i,-0.00011043+0.00052053i,-0.00065905+0.00063429i,-7.4813e-05+6.4966e-05i
0.001051+0.00032303i,-0.00082987-0.00091125i,-0.00094865-0.0010461i,-0.00071671-0.00032521i,-0.00081887-0.00042623i,-0.0005475-0.0001781i,-0.00037696+0.00059935i,0.00035373+0.00010343i,0.00045676-0.00058408i,-0.00058489+0.00011189i,-0.001286+0.00055557i,-0.0013596+0.0002027i,-0.00072513+0.00026273i,0.00021065+0.00049599i,0.00075363+0.00026675i,0.00081975-0.00027204i,0.00064105-0.00069868i,0.00068434-0.00061045i,0.00055792-0.00032266i,0.00028335+0.00012973i,-7.7639e-05+0.00060937i,-0.0003187+0.00024068i,-9.2275e-05+0.0003824i
-0.00018763-0.00081256i,-0.00058899+0.0002936i,0.00057528+0.00062422i,0.00076179-0.00045405i,-0.00012975-0.00059316i,-0.00049954-2.1534e-05i,-0.00020259+0.00051598i,0.00025745+0.00036089i,0.00036405+0.00021055i,-0.00024051+0.00032424i,0.00011921-2.9074e-06i,0.00046314-9.4865e-05i,-2.7553e-05+0.00010484i,-0.00026244+0.00015097i,-0.00033679+0.00093827i,-0.00044954+0.0008175i,-3.5775e-05+2.1795e-05i,-1.0313e-05-0.00057247i,-0.00036938-0.0007542i,-4.0183e-05-0.00025657i,-0.00017166+1.706e-05i,-0.00093084-0.00016523i,-0.00034813-0.00040688i
-0.0014634-0.00033802i,-0.00055374+0.00047027i,-0.0002922+0.00096556i,-2.5664e-05+0.00090204i,0.00025213-5.9889e-05i,-0.00053725-0.00046014i,-0.00072101-0.00017444i,-0.0005012-0.00047797i,-0.00011137-0.0010512i,-0.00069268-0.0006499i,-0.0012964+0.00041666i,-0.001018+0.00082006i,-0.0009864+0.0010264i,-0.00013044+0.00060136i,0.00069108-0.00075901i,-0.00017084-0.0015697i,-0.00044453-0.0012904i,-0.00014471-0.00011004i,-0.00039235+0.00095545i,-0.00093644+0.0011702i,-0.0010084+0.00098832i,-5.4109e-05+0.00031608i,0.00086588+0.00029554i
-0.0016918-0.0014661i,-0.00076081-0.0005317i,-0.0013815-0.00074227i,-0.0020653-0.00055716i,-0.0022294-0.00038091i,-0.0013996-0.00033713i,-0.00070038-0.00019775i,-0.00066157-1.6672e-05i,-0.00069881-0.00034864i,-0.0011177+0.00054684i,-0.00080754+0.0014752i,-0.00014869+0.0011503i,-0.00010721+0.00038213i,-7.2782e-05+0.00040101i,-0.0003596+0.00073026i,-0.00070087+8.005e-05i,-0.00066973-0.00058413i,0.00021586-0.00066373i,0.0009157-0.000319i,0.00082343+1.2266e-05i,0.00095906+0.00044013i,0.00069309+0.00053813i,0.00062163+0.00012058i
-0.0025173+0.0028609i,-0.0027006+0.002245i,-0.0013087+0.0023976i,0.00096712+0.0012491i,0.00098797+0.00016011i,-0.0002312+0.00086187i,-0.0011166+0.00098969i,-0.00048972+0.00057849i,0.00069993+0.00015846i,0.0010149-9.5918e-05i,0.00095602+5.3747e-05i,0.00098781+0.00028103i,0.0010771+0.00078282i,0.00068328+0.00064109i,0.0010444-0.00029661i,0.0012727-0.00065686i,0.0007123-0.00020094i,-0.00010256+0.00030924i,-0.0006108+6.9022e-05i,-0.00079953-0.00026523i,-0.0010438-0.00014585i,-0.00065832-0.00058897i,-0.00026465-0.00056543i
-0.00054072+0.0011898i,-0.0014518-0.00014988i,-0.0014252-0.0012342i,-0.0012247-0.0007921i,-0.0011728-0.00066931i,-0.00080334-0.0010171i,-0.00034112-0.00033499i,0.00096067+0.00068407i,0.0011254+0.00069898i,0.00097767+4.4089e-06i,0.00098143-0.00019899i,9.2497e-05+0.00048177i,-0.00043995+0.00029229i,-7.7889e-05-0.0001905i,-0.00044949+0.00013489i,-0.00096253+9.1174e-06i,-0.00025996+7.3406e-05i,-0.000118+0.00015587i,-0.00028319-0.00014395i,0.00019281+0.00010501i,1.9218e-05+0.00030815i,-0.0005099+0.00010425i,-0.00018197+0.00028528i
0.0012282+0.00034067i,0.00016348+0.00036915i,0.00050484+0.00067263i,0.00066747+0.00028342i,-9.7321e-05-0.00026891i,-0.0012552+0.00019894i,-0.0020439+0.0012113i,-0.00054603+0.00031039i,0.00018522-0.0004076i,-0.00020699-0.00030766i,-0.00027242-8.5619e-05i,4.6801e-05-0.00014267i,0.00019172-0.00069822i,-0.0001765-0.00088332i,-0.00042114-0.00083607i,-0.00032524-0.00063119i,0.00025569-0.0010766i,0.0006276-0.00087026i,0.00089756+0.00014616i,0.00025707+0.00021833i,-0.00022379-0.00040701i,0.00041699-0.00074154i,0.00036278+5.4091e-06i
-0.00090329-0.00012018i,-0.0010685+0.00078066i,-0.0014227+0.0010871i,-0.0010869+0.00084218i,-0.00082943+0.00062928i,-0.0015634+0.00075938i,-0.0011136+0.00094809i,-0.00041116-0.00050371i,-0.00095486-0.00084168i,-0.0007895+0.00098548i,0.00030896+0.0011598i,0.00037578+0.0005164i,0.00013296+0.00073721i,-0.00053543+0.0013612i,-0.00078087+0.001303i,6.2616e-05+0.00068937i,0.00022599-0.00026179i,-0.00020698-0.00063242i,-0.00050442-0.0005117i,-0.00048235-0.00018049i,-0.0002093-0.00026344i,0.00095413-0.00045528i,0.0014959-0.00031643i
0.0010481-0.0020043i,0.00046827-0.0010102i,0.0010099-0.0012623i,6.2257e-05-0.0022755i,-0.00079286-0.0028021i,-7.1196e-05-0.0021703i,0.00040854-0.00038682i,8.9904e-05+2.449e-05i,-0.00021893+3.5626e-05i,-0.00075229-3.0788e-05i,-0.0014103-0.00068501i,-0.0018384-0.0005051i,-0.0014682-3.7457e-05i,-0.00061817+0.00050341i,-0.00025683+0.00041612i,-0.0003027+0.00028122i,-0.0010842+0.00057144i,-0.00086443+0.00089454i,-0.00019884+0.00063659i,-0.0008605-0.00085945i,-0.00083733-0.0019646i,-0.00024152-0.0014963i,0.00011259-0.00099452i
-0.0019737+0.00048265i,-0.0016393+0.0011033i,-0.00057136+0.0011146i,0.00050319+0.00061294i,-5.9728e-05+0.00023556i,-2.7287e-05-0.00016185i,0.00065143-0.0001655i,-2.9107e-05-0.00020391i,-0.00068288-0.00044198i,2.3623e-05-0.00022124i,0.00094098+0.00036344i,0.0011114+0.00073707i,0.00081344+0.00053371i,0.0003264+0.00018305i,0.00036372+0.00034179i,0.00049913+0.00062537i,-0.00012752+0.00052317i,-0.00069016+0.00041456i,-0.00052105+0.00030668i,-0.00028434-0.00033774i,-0.00062107-0.00019796i,-0.0011126+0.0005481i,-0.00091843+0.00060948i
2.8331e-05-0.00042523i,0.00026564-0.00095583i,0.00039862-0.0012426i,-0.00045639-0.0018769i,-0.0012195-0.0011885i,-0.0012451+0.00035018i,-0.00034806+0.00081153i,-0.00012112+0.001146i,0.00086367+0.001142i,0.001199+0.00064614i,-0.00014422+6.6319e-05i,-0.00056923-4.019e-05i,-0.00036298+0.00014621i,-0.00042019+0.0001219i,-0.00014335+0.00032612i,-2.8316e-05+0.00077955i,0.00026577+0.00070022i,-0.00047165+0.00022458i,-0.00081088-0.00034428i,-0.00071963-0.00010167i,-0.00024293+0.00068689i,0.0004441+0.00095112i,0.00017794+0.00055636i
-0.00037268+0.0035446i,0.00056743+0.0019052i,0.0013409+0.00084982i,0.00073522-0.00016125i,-0.00017021-0.00060307i,-0.00024142-2.0221e-05i,-0.00091163+0.00033001i,-0.0010166+0.0004581i,-0.00067847-0.00012723i,-0.00018543-0.00080381i,0.00043904-0.00092149i,0.0002497-0.00054278i,3.3947e-05-0.00021102i,0.00059856-0.00056058i,0.00079389-0.00013645i,0.00035899-0.00013631i,0.00016546-0.00019984i,0.00024585+0.00058936i,-0.00022963+0.00084608i,-0.00033111+0.00052197i,0.00017212+0.00021406i,0.00054206+0.00023826i,0.00042389-0.00024712i
0.0011252-0.0015318i,0.00096566-0.0014216i,0.00036137-0.0020825i,-0.0010498-0.001036i,-0.0012187+0.00021712i,-0.0006074+0.00077117i,-0.00084567+0.0011221i,-3.958e-05+0.00037954i,-8.5583e-05-0.00015048i,-0.00064639-1.5021e-05i,-0.0011652+0.00030545i,-0.0013779+0.00012162i,-0.0002655+9.1397e-06i,0.00063069+0.00016248i,-0.0001664+0.00099868i,-0.0010091+0.0012446i,-0.00074591+0.00039367i,-0.00023365+3.2147e-06i,-0.0006261-0.00034199i,-0.00047668-0.00041177i,-0.00041658+0.00046155i,-0.00074839+0.00053577i,-9.5737e-05+0.00037734i
0.0011448+0.0012749i,-0.00027899+0.0021812i,0.0010451+0.0016258i,0.0012709+0.00021408i,6.1147e-06-0.00071518i,-0.00064872-0.0010088i,-0.00013282-0.00031599i,0.00086988+0.00048829i,0.0012551+0.00021562i,0.00086128-0.00035599i,9.8391e-05-0.00070474i,-0.00034862-0.00070118i,-0.00087286-0.00045286i,-0.00048229+0.0001866i,2.7298e-05+0.00024382i,-0.00011481-0.00025036i,0.00010656+3.9577e-05i,0.00037382+0.00049966i,0.00054479+0.00017491i,1.3901e-06+8.3235e-05i,-0.00058224+0.00016848i,-0.00074551-0.00031645i,-0.00053108-0.00064784i
-0.00040493-0.0017575i,-0.0010305-0.0010776i,-0.0012644-0.0011335i,-0.0014925-0.0018952i,-0.0013979-0.0017021i,-0.0010963-0.00080931i,-0.00097048-0.00029173i,-0.00073723-0.0005016i,-0.00046599-0.00079701i,-0.00011796-0.00068663i,-0.00012426-0.00017993i,-0.00081476-6.9959e-05i,-0.00054884-0.00045716i,8.9209e-05-0.00025271i,-1.6058e-05-5.2853e-05i,-0.00044877-0.00032724i,-0.00043353-0.0010953i,1.8625e-05-0.001384i,0.00040499-0.00082241i,-0.00016687-5.7951e-05i,-0.00085444+0.00053288i,-0.00062603+0.00054777i,-0.00055225+4.3403e-05i
-0.0018609+0.00016841i,-0.0014781+0.0018527i,-0.00083702+0.0033391i,-0.00023642+0.0028546i,0.00010176+0.0013755i,-0.00016599+0.00076329i,1.8685e-05+0.00063348i,0.00037476+0.00041465i,-0.00032862+0.00026886i,-0.00066883-0.00012851i,0.00016503-0.0004329i,0.00064174-0.00052771i,0.0010506+0.00014048i,0.0013644+0.00021656i,0.00080014+0.00025054i,8.762e-05+0.00033358i,0.00022018-0.00012159i,0.00061881+0.00011618i,0.0011368+0.00084333i,0.0010591+0.00047922i,0.00027565-0.00016987i,-0.00036492-0.00016653i,-0.00068426+0.00032759i
-0.0013695-0.0019414i,-0.00011378-0.0020227i,0.00070247-0.0022765i,0.00011243-0.0015843i,-0.0011447-3.3468e-05i,-0.00093716+0.00093459i,-0.0003407+0.0011252i,-0.00014112+0.00075406i,-0.00015546+0.00083557i,-0.00059981+0.00059505i,-0.00034286+0.000151i,-0.00035494+0.00022509i,-0.00034724+0.00059873i,0.00011623+0.00044205i,0.00027771-0.00040885i,0.00057271-0.00034436i,0.00067841-0.00042547i,-0.00041834-0.00056428i,-0.0013182-5.4596e-05i,-0.00090655+3.7507e-07i,-0.00095515+0.00026246i,-0.00030691+0.00015485i,0.00052896-0.00013034i
-0.00089072-0.00088046i,-0.00098694-0.0012366i,-0.0012399-0.00096891i,-0.001542-0.0003872i,-0.0010293-9.0148e-05i,-0.00051729+0.00070891i,-0.00052278+0.00039657i,-5.6107e-05-0.00096121i,0.00024683-0.00096702i,-0.00014272-0.00017341i,-0.0003145-0.00010838i,-0.00030063-6.4565e-05i,0.00024402-0.00010023i,2.4412e-05-4.0062e-05i,0.00011514+0.00018386i,0.00041636-0.00015886i,0.00031971-0.00033295i,0.00016696-0.00031707i,1.8693e-05+0.00021704i,-0.00015282+3.6641e-05i,-0.00031485-0.00031425i,-1.4717e-05-0.00025855i,0.00037959-0.00034748i
-0.0025927-0.00035398i,-0.0019079+0.00011619i,-0.0018741+0.0014223i,-0.0012851+0.0015937i,-0.0005212+0.0014949i,-0.00059707+0.0018966i,-0.00075846+0.00078196i,-0.00033554-7.3506e-05i,-0.00093095+3.3106e-05i,-0.0017898+0.00060182i,-0.00047599+0.0015437i,0.00083391+0.0021669i,0.00055173+0.0015762i,-0.00017789+0.00090299i,-7.8266e-05+0.00018122i,0.00098388-0.00091564i,0.00037841-0.00037395i,-0.0006642-0.00023366i,-0.00046435-0.00040775i,-0.0002577-0.00036339i,-0.00021864-0.00032283i,0.00081919+2.1481e-05i,0.0010705+0.00040918i
-0.00067176-0.0011732i,-0.00085959-0.00083623i,-0.0006542-0.00032916i,-0.0011209+0.00040517i,-0.001712+0.0010157i,-0.0017381+0.0011063i,-0.00058352+0.00080438i,7.2307e-05-0.00025173i,-0.00043437-0.00069449i,-0.0010375-4.8872e-05i,-0.0010704+0.00067536i,-0.00065842+0.0008192i,-0.00024401-7.532e-05i,0.00025297-0.00024135i,-0.00032934+0.00071003i,-0.0012125+0.00084807i,-0.00073951+4.8106e-05i,-0.00038321-0.00045319i,0.00024366-0.00068579i,0.00012463-0.0001634i,-0.00019911+0.00037714i,-9.0254e-05+0.00043333i,-0.0004943+0.00023365i
0.0018879-0.0011579i,0.0010194-0.00086602i,0.0011987-0.00084048i,-0.00020472-0.0015363i,-0.0017703-0.0014318i,-0.0014612-3.0469e-05i,0.00014922+0.00070837i,0.00045893+0.00073804i,-0.00012602-0.00058666i,-8.5509e-05-0.0012947i,4.9241e-05-0.00080014i,-0.00030628-0.00020576i,-0.00045788-0.00010049i,-0.00058175-8.8118e-05i,-0.00018277+0.00019728i,-3.3825e-05+0.00092084i,-0.00069626+0.00081405i,-0.00035534-9.0932e-05i,-0.00043002-0.00030805i,-0.00077012-0.00039113i,-0.00041199-0.000285i,-0.00060746-0.0003329i,-0.0001622-0.00027584i
0.001006-0.0013256i,0.0011171-0.00061874i,0.0017827-0.0004552i,0.00079508-0.0012473i,-0.0011037-0.0012429i,-0.0016058-0.00073878i,-0.00072201-8.4806e-05i,-0.00025291+0.00023196i,5.5623e-05+0.0002412i,0.00036505+0.0005616i,7.7047e-05+0.00028554i,-0.00048727-3.1338e-05i,-0.00054055+0.00086614i,-0.00052166+0.0014387i,-0.0005836+0.00083895i,-0.00076241+0.00024846i,-0.00027783+0.00052236i,0.00055949+0.00060049i,-0.00018719+0.00058911i,-0.00059318+0.00075822i,0.00036019+0.00041753i,0.00053295+0.00047333i,-0.000246+0.00060415i
-0.0023613-0.00015291i,-0.001458+4.2513e-05i,-0.00045267-0.00035113i,-0.00044473-0.0013205i,-0.0012939-0.00081499i,-0.0015749+0.00034188i,-0.00029325+0.00016693i,0.0013669+0.00044419i,0.0015695+0.00090455i,0.0003997+0.00053677i,-0.00058296-0.00034243i,-0.00046032-0.00034884i,-0.00015613+0.00042334i,-0.00015021+0.00019118i,0.00053964-0.00019645i,0.0012249-0.00052492i,0.00081473-0.00030383i,0.00011034+0.00013206i,-0.00018606+0.00073078i,-0.00012724+0.00041526i,-0.00063365-0.00056466i,-0.00030522-0.0003553i,0.00089804+0.00036962i
-0.00078814-0.0012242i,-0.0010418-0.00064391i,-0.00078288+0.00053261i,-0.00077618+0.0005285i,-0.00065375+0.00036615i,-0.0011045+0.0012042i,-0.0013765+0.0014797i,-0.00065622+0.00043844i,-0.00023195+7.0507e-05i,-0.00064925+0.00047139i,-0.00090839+0.00078137i,-0.00082907+0.00087502i,-0.00034257+0.00078489i,0.00030612+0.0002458i,0.0010011+2.6055e-05i,0.00047708+0.00057288i,-5.5636e-05+0.00096204i,-0.00044999+0.0010098i,-0.00046839+0.0010417i,0.00016404+0.00089493i,0.00083786-2.1033e-05i,0.00074979-0.00069024i,0.0005489-0.00026733i
0.00066806-0.0013817i,0.0005806-0.0010164i,-9.3871e-05-0.0013064i,-0.0011395-0.0007122i,-0.0012763-0.00039217i,-0.0010568-0.00061022i,-0.00028717+0.00016989i,0.0001883+0.0011633i,0.00015461+0.0010941i,0.00043865+0.00012605i,0.00016106-0.00032408i,-0.00015664+0.00039331i,9.6866e-05+0.00078278i,7.1174e-05+0.00066689i,-0.00016591+0.0006863i,-0.0007085+0.00071618i,-0.0010241-0.00017517i,-0.0006051-0.00015254i,-0.00036005+0.00037075i,-0.00048268+0.00073529i,-0.00021248+0.00075963i,4.9784e-06+0.00051135i,0.00035586+0.00036659i
-4.2337e-05+0.00026373i,-6.6068e-05+0.0010129i,-0.00025456+0.0022923i,-2.3466e-05+0.0015131i,0.00036283+0.00067357i,-0.00050171+0.0013208i,-0.001114+0.0014272i,-0.00035953+0.00070295i,-0.00032318+4.9402e-05i,-0.00084739-0.00033382i,-0.00069879-0.00041704i,-0.00044728-0.00043347i,-0.00044018+0.00012472i,0.0003866+0.00079103i,0.00072861+0.00034282i,4.5914e-05-0.00052935i,-9.4014e-05-0.00089201i,0.00054413-0.0010406i,0.00082762-9.9629e-05i,0.0005173+0.00018492i,0.00028372-0.00028105i,-0.00014804-0.00029644i,0.00039965-0.00049177i
0.00077178+0.00035732i,0.0006414-0.00018308i,8.1486e-05-0.00033731i,-1.6034e-05-0.00078267i,-0.00026049-0.00063113i,-0.00060525+0.0002948i,-0.00052108+0.00011734i,0.00056806-0.00044672i,0.00099332-0.0001587i,-0.00021634+3.5252e-05i,-0.00046336-0.00013973i,0.00027589-0.00038011i,-0.00033953-0.00053634i,-0.0012125-0.000814i,-0.00067057-0.00094525i,0.00036997-0.00095798i,0.00052809-0.00055043i,2.6501e-05-0.00010942i,0.00017849-0.00047363i,0.00084694-0.00080459i,0.00087062-0.00010555i,-0.0001958-0.00014096i,-0.00058786-0.00049404i
-0.0027316-0.00034334i,-0.0017841+0.00024587i,-0.00051586+0.00053366i,3.7575e-05+0.0007044i,-0.00018625+0.00073181i,-0.0003143+0.0011141i,-0.00032462+0.0011346i,-0.00010295+0.00067164i,-0.00057268+0.00013709i,-0.0012083+3.44e-05i,-0.0012218+0.00027237i,-0.00033499-0.00012396i,0.00056266-0.00066446i,0.00079593-0.00065095i,-2.7029e-05-0.00023816i,-0.00078427-0.00031886i,1.7382e-05-0.0012074i,0.0008251-0.0015909i,0.00027555-0.0014761i,-0.00039414-0.00073318i,-0.00022116+0.00028856i,0.00011832+0.00043122i,-0.0001204+2.9683e-05i
0.00033856-0.00014244i,0.00017285-7.5558e-05i,0.00013532-0.00042724i,-0.00017288-0.00028734i,-0.0014224-0.00012898i,-0.0015268+0.00034326i,-0.00033975+0.00089047i,0.00016213+0.00091725i,-0.00056603+0.00086134i,-0.0014134-2.4339e-05i,-0.00055044-0.00068473i,0.00082342-0.00028971i,0.0010511-0.00022174i,0.00079841+0.00026168i,0.00034698+0.00014472i,-0.00016086+0.00033345i,-0.00040895-0.0001432i,-0.00028542-0.00060837i,-0.00064884-0.00032472i,-0.00061098+0.00025458i,-0.00054469+0.00076069i,-0.00063916+0.00010887i,-8.7206e-05-0.00050452i
-0.0016518+0.00081167i,-0.0015543+0.00056995i,-0.0016354+0.00013571i,-0.0014076+0.00049055i,-0.00078033+0.00060012i,-0.00037968+0.00022737i,0.00028542+0.00070694i,0.0010918+0.00096926i,0.00051268+0.00068483i,-0.00021522+7.1859e-05i,-0.00066445-4.4664e-05i,-0.00058184-0.00024863i,0.00019486+0.00014266i,0.00065708+0.00066555i,0.00055896+0.00066776i,0.00044169+0.0003341i,0.00030921-0.00025713i,-0.00070119-0.00032118i,-0.0015846-0.00030826i,-0.0012902-0.00017034i,-0.00051846-0.00039785i,9.7074e-05+0.00019122i,0.00067508+0.0010517i
