0.00083291-8.3223e-05i,0.00078356-0.00022918i,-0.00014868-0.00014458i,-0.0011921-0.00019439i,-0.0022122-7.4346e-05i,-0.0024305+0.00031999i,-0.0012835+0.001206i,0.00015933+0.0014454i,0.0010142+0.00041606i,0.0013206-2.3842e-05i,0.00087496+0.00036045i,0.000614+0.00057489i,0.00031608+0.00040555i,-0.0003798-5.678e-05i,-0.0010821-0.00019494i,-0.00068314+0.00026452i,0.00020675+0.00026748i,0.00054974-0.00021794i,0.00048557-0.00021717i,-0.00029837+5.537e-05i,6.1833e-05-5.7113e-05i,0.00091883-7.9319e-05i,0.00061684+0.00034091i
0.00054129+0.00051276i,0.0008146+0.00014615i,0.00095933-0.00073063i,0.0015693-0.001561i,0.0010971-0.0020783i,-7.7981e-05-0.0013199i,2.3046e-05-0.00079567i,0.00036565-0.00024777i,0.00027649+0.000183i,0.00021005-0.00083061i,0.00010871-0.0015291i,-0.00072056-0.00076554i,-0.001291+0.00026038i,-0.00072376+0.00026919i,0.00056051-0.00013699i,0.0011728-9.4425e-05i,0.00060768+0.00043474i,-6.1989e-05+0.00010913i,5.2669e-05-0.00067352i,6.7852e-05-0.00012839i,0.00049206+0.00010444i,0.00092457-2.0066e-05i,0.00020598+0.00024064i
-0.0018244+0.0020441i,-0.0014967+0.0025511i,-0.00070069+0.0027069i,0.0011104+0.0013857i,0.00179-0.00052451i,0.00042495-0.0019864i,4.1392e-05-0.0021571i,0.00081378-0.0014411i,0.00064673-0.00035996i,0.00056479+0.00044277i,0.00039184+4.3953e-05i,8.3973e-05+2.1226e-05i,-0.00023836+0.00044469i,-0.00095281+0.001102i,-0.0014393+0.0011688i,-0.0010748+0.00037376i,-0.000617+7.744e-05i,-0.00091929-0.00027739i,-0.0005692-0.00038084i,0.00013579-0.00095928i,0.00030292-0.001707i,-0.0001015-0.00098327i,0.00021829-0.00041064i
0.00099065-0.00019545i,-4.63e-05+0.001214i,0.00013285+0.001759i,4.7517e-05+0.00032274i,-0.00017895-0.0010319i,-0.00037129-0.0004709i,-0.00074684+0.0003304i,-0.00075596+0.0002701i,-0.00074038-0.00019221i,-0.0005828-0.0007161i,-0.00039535-0.0002963i,-0.00051091+0.00028933i,-0.00055518+0.00097801i,-0.00035683+0.0010603i,-0.00034985+7.426e-05i,-0.00036131-0.00033416i,-1.8085e-05-0.00063026i,0.00014695-0.00010116i,-0.00050295+0.00028545i,-0.00089323+0.00018077i,-0.0011445-5.9024e-05i,-0.0010696+0.0001021i,-0.00027668+0.00027075i
0.00038345+0.0011814i,0.00025589+0.0015094i,0.001195+0.00089347i,0.0015163-0.00138i,0.0010388-0.0025909i,0.00042536-0.0019426i,-0.00039446-0.00064688i,-0.00016868+0.00019796i,0.00081178+0.00054237i,0.00087795+0.00093463i,0.00045804+0.00085064i,0.0009949+0.00016247i,0.00088557-0.00030802i,-0.00020671-0.00035519i,-0.00024466-0.00027986i,0.00014827+0.00017906i,-0.00020507+0.00046312i,-1.8318e-05+0.00039112i,0.00066745+3.2907e-05i,0.00053938+0.00025538i,0.00024758+0.00021192i,0.00069872-0.00040874i,0.00055995-0.00025725i
8.8836e-05-0.00092336i,0.00012117+3.5985e-05i,0.00019634+0.00055444i,-0.00085493+0.0006517i,-0.0014612+0.00048729i,-0.0017164+0.00029762i,-0.00099413+0.00033425i,-0.00080509-0.00022543i,-0.00072563-0.00049397i,0.00016027-0.00080179i,-9.0316e-05-0.00074026i,-0.00016908+3.8941e-05i,0.00030927+0.00059821i,0.00020956+0.00058394i,5.9397e-06+0.00052157i,0.00042059-0.00015292i,0.0010675-0.00077404i,0.00096278-0.0010071i,0.0002327-0.00067067i,-0.00058584-0.00014606i,-0.00070175+0.00020227i,-0.0005313+0.00018707i,-0.00043762-0.00057856i
0.0013112-0.0012264i,0.00021278-0.0012726i,-0.00033045-0.0013825i,0.00046848-0.0015971i,-0.0004362-0.001554i,-0.0010937-0.00069955i,0.00018756-0.00025144i,0.00067862-0.0002417i,-9.5372e-05-0.00019949i,-0.0011142+0.00020434i,-0.00060158+0.00059451i,0.00055834+0.0003016i,0.00043672+0.00043281i,0.00039316+0.00053903i,0.00072774+3.9905e-05i,0.0009456-8.249e-05i,0.00058098+0.00021336i,-7.9731e-05+0.00012664i,0.00015549-0.00016634i,0.00010182+0.00010809i,-4.5451e-05+9.7897e-05i,-0.00030647-0.00022228i,-0.00046313-0.00043715i
-0.00069691-4.0767e-06i,-0.00052886-0.0011937i,-0.0005202-0.0013142i,-0.0010439-0.00067752i,-0.00066686-0.0012127i,-0.00034773-0.0010923i,-0.00047092-0.00020267i,-0.00051041+0.00032877i,-0.0001573+4.4504e-05i,0.00044019-0.00033208i,0.00047351-0.00034993i,0.0001291-0.00026419i,-0.00040658-9.6249e-05i,-0.00054841+2.7066e-05i,0.00011396-4.5005e-05i,0.00022595-0.00065241i,-9.6071e-05-0.00056331i,-0.0001716-0.00021373i,0.00041561-0.00023842i,0.00024455+0.00017371i,-0.00035176+0.00037705i,-0.0003633+0.00018567i,0.00058887-0.0002248i
-0.0012451-0.00014756i,-0.0010775+0.0016616i,-0.00088569+0.0026558i,0.00021165+0.0022517i,0.00073047+0.0009415i,0.00019307+0.00015008i,-0.0001709+0.00052451i,0.00026484+0.00097713i,0.0003436+0.00077168i,-0.0002855+0.0012546i,-0.00099326+0.0012628i,-0.00065858+0.00058913i,0.00024315-0.00010967i,0.0012758-0.0008463i,0.0015224-0.00070862i,0.0011836+0.00019746i,0.00043213+0.00078693i,-7.7398e-05+0.00044215i,-0.00026831+0.00048243i,-0.0007133+0.00078836i,-0.00024887+0.0004237i,0.00013606-0.00012098i,3.3594e-05+2.7504e-05i
0.00072031-0.00094375i,0.0001847+0.00011115i,-0.00042635+0.00037239i,-0.0012187-0.00057747i,-0.0022949-0.0014997i,-0.0019251-4.2341e-05i,-0.0013099+0.00074022i,-0.00068376-1.8665e-05i,-9.2821e-06-0.00046856i,0.00016471+4.6989e-05i,0.00042966-0.00032105i,0.00084061-0.0010406i,0.00089114-0.00020659i,0.00047832+0.0003333i,0.00033771+0.00018356i,0.00016639-0.00027258i,9.6286e-05-0.00032682i,-0.00031881-0.00054057i,-0.00055883-0.00061257i,-0.00037724+5.7915e-05i,-0.00011247-0.00016284i,0.00053652+8.0081e-05i,0.001299+0.00031592i
-0.00076963+0.0011423i,-0.0011991+0.0020962i,-0.0013374+0.0024496i,-0.00082625+0.0019093i,-0.00018395+0.00051109i,0.00018223-0.00084536i,-0.00012826-0.0003778i,-0.00013069+0.0010616i,-9.0316e-05+0.0018419i,0.00029041+0.0020446i,0.00038906+0.0015727i,0.00087906-0.00011577i,0.0014537-0.0009108i,0.0007063-0.00065837i,-1.403e-05-0.00049829i,-0.0001722-0.00061094i,0.00032697-0.00073815i,0.00024994-0.00018768i,0.00028629+0.00091173i,0.00065117+0.0012814i,0.00092903+0.00042505i,0.00082785-0.00027398i,-0.00025078-0.00027589i
-0.00095431+0.00094859i,0.00019185+0.0010494i,0.0012791+0.0013468i,0.0010605+0.00097594i,0.00013851-0.00016341i,-0.0004126-0.00037341i,-0.00053111-0.00032749i,-0.00046839-0.00039512i,-0.00018935+0.00016282i,-2.5055e-05+0.00034858i,9.0889e-05+5.5177e-06i,0.00061992-8.6558e-05i,-5.3876e-06-0.0002611i,-0.0008403-0.00056256i,-0.00056107-0.00054522i,-0.0004788-0.00046124i,-0.00020168-0.0002492i,0.0002372-0.00021903i,0.00055419-0.00015958i,0.00080666+0.00073601i,0.00037278+0.00067842i,-2.4647e-05+0.00040025i,0.00053022-5.4162e-05i
-0.0012436+0.0011139i,-0.00047909+0.0016765i,0.00035655+0.0020211i,0.00030787+0.0016826i,-0.00044975+0.00046933i,-0.00089811-0.00066068i,-0.00028796+0.00017911i,0.00019903+0.00033211i,0.00031596-0.00042324i,0.00053081-0.00068735i,0.00026129-0.0010612i,-0.00024824-0.0011089i,-0.00014227-0.00030891i,0.00021844-0.00020039i,0.00052633-0.00017248i,0.00021623+0.00048359i,0.00042366+0.00039046i,0.00088714-7.5524e-05i,0.0011176+0.00036358i,0.00034702+0.00032657i,-0.00013544-0.00042716i,0.0004995-0.00086235i,2.0555e-05-0.0013968i
-0.00056652+0.0028812i,0.00046128+0.0030204i,0.0018356+0.0028033i,0.0028091+0.0014117i,0.0021582-0.00053815i,0.001081-0.00076506i,0.00021319-0.00058478i,-0.00023623-1.6291e-05i,0.00048675+0.00053924i,0.00060738+0.00054028i,0.00032513+0.00051362i,-0.00013403+0.00061458i,-0.00023556+0.0004035i,-0.00029051+8.3708e-05i,-0.00050962-0.00044715i,-0.00050837-0.00056826i,-0.0005583-0.00044544i,-0.00030095-1.7129e-05i,-0.00034792-5.8067e-05i,-0.0002266-0.00017736i,-0.00036248-3.0014e-05i,-0.00053475+0.0003161i,1.748e-05-5.7767e-05i
0.00012912+0.0026162i,0.0013973+0.001768i,0.0022198+0.0011289i,0.0025055-0.00031682i,0.0018477-0.0019179i,0.00034736-0.0023352i,-0.00050327-0.00076131i,-0.00029562+0.00081089i,-5.6434e-05+0.00095488i,-5.7062e-05+6.491e-05i,-7.0849e-05-0.00035662i,-0.00059472-0.00027996i,-0.00079317-0.00054881i,-0.00040277-0.000453i,0.00012605-0.00025387i,0.00042731-0.00022997i,0.00027012-0.00047648i,0.00027877-0.00069286i,0.0007339-0.00065396i,0.0004277-0.00069727i,-0.00016605-0.00087834i,-9.5661e-05-0.00057981i,-2.89e-05-0.00066639i
8.1546e-05+0.0001526i,0.00084857+0.00017667i,0.0011285+0.0012714i,0.0017775+0.00080448i,0.0014143-0.00026859i,-0.00010534-0.00066517i,-0.0009696-0.00080844i,-0.001219-0.00077426i,-0.00048289-0.00044711i,-0.00035446-8.7303e-05i,-0.00029549+5.8105e-05i,0.00029629+2.5498e-05i,5.8664e-05+4.9514e-05i,-0.00038041+0.00087687i,-0.00033374+0.0010993i,0.00010533+0.00051499i,0.00030641+0.0002574i,0.00040007+7.6323e-05i,0.00037761+0.00026959i,0.00033001+9.7371e-05i,0.00039632-0.00014224i,0.00048975-1.3653e-05i,0.00022512+0.00019229i
0.0019809+0.0010037i,0.0013573+0.00012457i,0.0016903-0.0014111i,0.0013089-0.0023209i,0.00012083-0.0027179i,-0.0006323-0.002301i,-0.0005763-0.00039292i,-0.00076484+0.00096828i,-0.00035925+0.0014056i,-0.00012189+0.0011362i,-0.00035707+0.00057258i,-0.00028847+0.00022671i,-0.00046564-0.00042952i,-0.00083113-0.00083192i,-0.00025887-0.00091636i,-0.0001603-0.0005226i,-0.00049701-0.00049529i,5.4183e-05-0.00043066i,0.00035432-0.00019468i,0.00012642-0.0005159i,-0.00083739-0.00099323i,-0.0012611-0.0010493i,-0.00032854-0.00046362i
-0.0001354+0.00017495i,-4.2192e-05+9.6436e-05i,-0.00050291+0.00091781i,-0.00010469+0.00086766i,-0.00030647+0.00025844i,-0.0014518+1.0868e-05i,-0.0017936+4.8834e-05i,-0.0012532+0.00045557i,-0.000556+0.0005958i,5.1717e-05+0.00057077i,0.00016404+0.00043222i,-0.00014448-0.00080738i,0.00028794-0.0011493i,0.00018328+0.00025438i,7.8526e-05+0.00031181i,0.00019149-8.7811e-05i,-0.00060523-9.7139e-05i,-0.00079237-0.00082728i,-0.00082356-0.0013354i,-0.00080266-0.0012122i,-9.9424e-05-0.0003207i,1.3119e-05+0.00063269i,-0.000175+0.00083995i
0.00073829+0.0018979i,-0.00028824+0.0015498i,-6.0837e-06+0.00064789i,0.0015483-0.0011816i,0.0014893-0.0030128i,0.00036697-0.0028715i,0.00014382-0.0010148i,0.00029003-3.3703e-05i,0.00034866-0.00023421i,0.00066489-0.00045469i,0.00062776+0.00037581i,0.00093586+0.0011523i,0.0010798+0.0014627i,0.00086127+0.00064956i,0.00020609-0.00019718i,-0.00024004-0.0003278i,-0.00029991-1.3131e-05i,-0.00098901-0.00020867i,-0.0010925-0.00071183i,-0.00015019-0.00056381i,0.0004402-0.00017595i,0.00066071+0.00010141i,0.00050777+0.00066937i
0.0012007+8.7964e-05i,0.00047423+0.00029121i,-0.0011+0.0002009i,-0.0014329-0.00062974i,-0.00089482-0.0016685i,-0.0010208-0.0016386i,-4.7006e-05-0.00080559i,0.00091337-2.3539e-05i,0.00049539+0.00011039i,-0.00033864+0.00072223i,-4.7562e-05+0.0010176i,0.00023015+0.00080021i,-0.00024494+0.0010661i,-0.0001141+0.0011626i,0.00056325+3.0327e-05i,0.0012167-0.00080315i,0.00072428-0.00068233i,-4.4115e-06-0.00056433i,-4.0385e-05-0.00034245i,-8.0664e-05+0.00056372i,-0.00044906+0.00085768i,-0.00054599+3.5957e-05i,-0.00020312-0.00033702i
-0.00065855+0.00050223i,0.00058081+0.0015019i,0.0010604+0.0019759i,0.00070781+0.00022293i,0.0008049-0.0016442i,0.00017387-0.0012475i,-0.00084715-0.00077757i,-0.00064205-0.00056745i,0.00026882-0.00024032i,0.0004533-0.00031026i,0.00020436-0.00070045i,0.0010319-0.00078287i,0.0015669-0.00072131i,0.00064534-0.00044117i,0.00025218-0.00087507i,0.00060637-0.00089567i,0.00065276-0.00028917i,-0.00013389-0.00057037i,-0.00012006-0.0012115i,0.00079821-0.00081728i,0.0010734+0.00045557i,0.00058851+0.0012855i,3.71e-05+0.0012063i
-0.00046946-0.00024251i,-0.0004958+0.00011982i,-0.00057067+0.00011876i,-0.0009167-0.00046072i,-0.001229-0.00049816i,-0.00012409-0.00015971i,0.00047688+0.00017343i,0.00060033+3.2249e-05i,0.00095983+0.00019857i,0.00098705-0.00031885i,0.0010668-0.0004862i,0.0012458-0.00021293i,0.00096219-0.00085739i,0.00074075-0.00071862i,0.00029087+4.4337e-05i,-0.00030067+0.00038122i,-0.00059387+0.00016028i,-0.00027358-7.5108e-05i,0.00015576+1.4167e-05i,3.6112e-05+9.8412e-05i,0.00021744-8.7915e-05i,0.00053927-0.00035856i,0.0003999-0.00035233i
-0.0010855+0.00035415i,-0.0016391+0.0015004i,-0.0014776+0.003146i,-0.00051981+0.0025348i,0.00038736+0.00083864i,0.00080377-0.00046268i,0.00084746-0.0010363i,0.00058615-0.00056563i,-0.00039002+0.00027533i,-0.00044122+0.0008058i,-0.00022602+0.00055713i,-0.00052557+0.000244i,-0.00061601-0.00016669i,-0.00058466-0.00076525i,-0.00074151-0.0010039i,-0.00089805-0.0010922i,-0.00043638-0.00081297i,0.00044328-0.0001646i,0.0003256-0.00013757i,2.7296e-05-0.00041264i,-0.00019229+0.0003782i,-0.00052017+0.001134i,-0.00065302+0.00032752i
-0.00089102-0.00011203i,0.00016376+0.00013428i,0.00092983-0.00080814i,0.00051706-0.001347i,-0.00051768-0.00093483i,-0.00094909-0.00043573i,-0.0011595+1.848e-05i,-0.0013737+0.00039866i,-2.1382e-05+0.0004731i,0.00071057+0.00080451i,4.0463e-05+0.00043589i,-0.0002167-0.00017623i,-0.00029306-0.0001955i,4.3936e-05+3.272e-05i,-0.00011339-0.00010947i,-0.0004071+0.00029922i,-0.0003713+0.00099601i,-0.00042612+0.0003688i,0.00015892-0.00036731i,0.00062163-0.00029937i,0.00025297-0.00022252i,0.00055688+0.00027739i,0.00027042+0.00055179i
-0.0014655+0.0019444i,-0.0017495+0.0025525i,-0.00099281+0.0027654i,0.00026045+0.0016965i,0.00083585+0.00014927i,0.00097686-0.00082359i,0.00059344-0.00049419i,-0.0006623-0.00047266i,-0.0014272-0.00054398i,-0.0009807-0.00027713i,-0.0006662-0.00037948i,0.00030566-0.00052718i,0.00059631+0.00056327i,-0.00011145+0.0013159i,-0.00056035+0.00011329i,-0.00057858-0.00064127i,-0.00034258+0.00031226i,-0.00049349+0.00031244i,-0.00062071-0.00072171i,-0.00024064-0.00079495i,-0.00011169-0.00067437i,7.9149e-05-0.00056282i,-0.0003662-0.00042117i
-0.0010073+0.00048592i,-0.00024686+0.0012001i,-0.00065082+0.0016742i,-0.00067168+0.00097431i,-0.0016197-0.00019111i,-0.0019308-0.00022437i,-0.00088615+0.00014263i,-0.00027804-0.00022127i,0.00028423+0.00022659i,0.00028113+0.0002363i,7.1017e-05+8.1932e-05i,-0.00011986+5.0387e-05i,-8.9356e-05-0.00028463i,0.00037008-0.00074512i,0.00032327-0.00066834i,-0.00025726-0.00043616i,-0.00070095-0.00025305i,-0.00021353+0.00020629i,5.5699e-05+4.4858e-05i,-6.6915e-06-0.00025415i,0.00084088-9.2606e-05i,0.0010373-7.3351e-06i,0.00028548-5.5022e-05i
-0.0025046-0.002961i,-0.0018711-0.0014823i,-0.0029765+0.00038335i,-0.0032621+0.0016315i,-0.0019476+0.0017617i,9.2524e-05+0.0019313i,0.0011414+0.0019051i,0.00038694+0.00038225i,4.1559e-05-0.0010573i,-6.6282e-05-0.0014002i,-0.00067304-0.00078437i,-0.0002966-0.00041963i,0.0005152+0.00011823i,0.00085587+0.00011874i,0.0011846-0.00068786i,0.0010921-0.00028013i,0.00079624+0.00038264i,0.00054163-6.24e-05i,1.9931e-05+2.1531e-06i,0.00027635+0.00039339i,3.6818e-05+0.00035738i,-0.00092218-5.1776e-05i,-0.0011374-0.00032612i
-0.00066286+0.0017514i,-7.7924e-06+0.0024397i,0.00047466+0.0028264i,0.00045406+0.0011492i,0.00091702-0.00051775i,0.0001689-0.0011763i,-0.00051784-0.000796i,-0.00024225-0.00037227i,-0.00014638-7.5203e-05i,-0.00043456+0.00027315i,-0.0004442+0.00025381i,-0.00048877+2.8436e-05i,-0.00025857-0.00034615i,-0.00022725-0.0004932i,-0.00050518-0.00020463i,-0.00095776+9.4335e-05i,-0.00065274+0.00018518i,0.00023106-0.00017476i,-0.00020008-0.00091682i,-0.00040775-0.0014974i,0.00024961-0.0011873i,0.00056891-0.00075053i,0.00023051-0.0003912i
0.0010085+0.0002222i,0.0017087+0.00025224i,0.0012793+0.00014951i,0.00030594+0.00014788i,-0.00022535-1.5973e-05i,-0.0011258+0.00010673i,-0.0010539+0.00082136i,-0.00035857+0.0010294i,-0.00026543+0.00010918i,-0.00015488-0.00051487i,0.00023652-0.00057944i,0.0004093-0.00014571i,-0.00053587+0.00025081i,-0.00088642+8.9089e-05i,-1.482e-05+0.0005983i,0.00033458+0.001212i,0.0002169+0.00047377i,0.00040439+0.00029664i,-9.2407e-05+0.0001938i,-0.00026965-0.00012234i,0.00022352-0.00018444i,0.00020081-0.00021063i,0.00049644-0.00025275i
0.00019632-3.4383e-07i,0.00051668+0.00022731i,0.00082987+0.00078397i,0.00078103+0.0015514i,0.00047331+0.0007747i,0.00060087-0.0013622i,0.00085217-0.0016369i,0.00038459-0.0010434i,-0.0003215-0.00054935i,-0.00036372-0.00022305i,0.0002553-0.00018709i,0.00097128-0.00018473i,0.00060858+0.00028827i,-0.00031199+0.00079627i,-0.00053347+0.00097248i,0.00018767+0.00064603i,0.00091959+4.8535e-05i,0.0010266-0.00050447i,0.0003219-0.00078251i,-0.00068151-0.00011134i,-0.0012342+0.0006489i,-0.00057226+0.00020284i,-8.9308e-05-0.00053319i
-0.00030865-0.0012507i,-0.0023779-5.5234e-05i,-0.0027876-0.00052913i,-0.0025638-0.0019384i,-0.0030884-0.0022463i,-0.002748-0.0011549i,-0.0017542-0.00019975i,-0.00068172+0.00076114i,0.00028284+0.00087381i,0.00045266+0.00019288i,0.00019515-0.00033266i,-0.00027373-0.00035901i,-0.00038674-0.00026013i,0.00012988+8.1635e-05i,-0.00034041-0.00013111i,-0.00032004-0.00066319i,-1.3393e-05-0.00037839i,-0.00036327-0.00012293i,-0.00047812-0.00065088i,-0.00040297-0.00074386i,-0.00092433-0.00044953i,-0.00057728-0.00062834i,0.00029476-0.00038813i
-0.00014812-0.0018485i,-0.0011799-0.0001276i,-0.0025749+0.00047199i,-0.0026466+0.00021381i,-0.0019828-1.7587e-05i,-0.00070148+0.00035181i,-0.00028285+0.00076093i,-0.00035132+0.00066145i,-0.00036115-0.00011278i,-0.00063222-0.00019093i,0.00012683+0.00081002i,0.0010761+0.00092988i,0.00059693+0.00020113i,0.00060915-0.00049251i,0.00016712-0.00094238i,-0.0005105-0.00069493i,0.00041611+0.00010097i,0.00087773+0.0004582i,0.00086983+0.0003428i,0.00035226+0.00035879i,-0.0001456+0.00071424i,0.00023464-1.6457e-05i,0.00056867-0.0010321i
-0.0014008-0.00030222i,-0.00032071-0.0007681i,-0.0003127-1.5178e-06i,-0.001427+6.1659e-05i,-0.0014423-0.00022251i,-0.0010004-0.00026853i,-0.00069442-0.00030224i,-0.00033449+0.00048763i,-0.00031488+0.0008363i,-0.00063229+3.5158e-05i,-0.0002418-0.00013521i,-0.00029246+0.00016627i,-0.00064367-0.00046318i,-0.00066292-0.0011171i,-0.0010156-0.00049183i,-0.0008239+0.00037998i,7.2753e-05+0.00027334i,0.00028207-0.00031265i,2.1988e-05-0.00096578i,-3.3655e-05-0.00066044i,-0.00024751-0.00042355i,4.4103e-05-0.00042565i,0.00032574-0.00024756i
-0.0021389-0.00081954i,-0.0019155+0.0006434i,-0.0017345+0.0021621i,-0.0013901+0.0019086i,-0.00023646+0.001085i,0.00060794+0.00084577i,0.00082226+0.00086626i,0.00097233+0.00082335i,0.00094145+0.00090551i,6.9997e-05+0.00080308i,-0.00011199+5.229e-05i,-4.7577e-05-0.0001517i,-0.00024756+4.3925e-05i,0.00017995+0.00040424i,0.00067401+0.00046914i,0.00072478-0.00014363i,4.2941e-05-0.0010628i,9.8893e-05-0.0011264i,0.0007831-0.00084272i,0.00053225-0.00043677i,-0.0003972-4.2731e-06i,-0.00011021-0.00099504i,0.00045948-0.0016608i
-0.0016246+0.0021265i,-0.00066503+0.0027164i,0.00080244+0.0025259i,0.0010421+0.0016857i,0.00046952+0.00086068i,1.8623e-05+0.0007459i,-0.00073657+0.00065083i,-0.0012674+0.00020374i,-0.00083373-0.00021627i,-4.9155e-05-0.00039459i,0.00040683+2.2533e-07i,0.0015539-9.9979e-05i,0.0015589-0.00035082i,-2.0874e-05-8.2814e-05i,-0.00071322-9.1093e-05i,-4.6207e-05+0.0003471i,0.00031182+0.00088143i,-0.00030042+0.0008984i,-0.00050586-6.0333e-05i,-0.00016396-0.00071477i,-0.00021257-0.0005945i,-3.4425e-05-0.00032001i,-2.4067e-05+0.00046962i
0.00043722+0.00094477i,-0.00050179+0.0003637i,-0.0010459-0.00036872i,-0.0015059-0.0011351i,-0.0015736-0.0020773i,-0.0010282-0.0018119i,-0.00092805-0.00058388i,-0.00088335+7.9326e-05i,0.00015981-0.00051638i,0.0013626-0.00032062i,0.0014068+0.00076832i,0.00040044+0.00079007i,-0.00066718+0.00039581i,-0.00046851+0.00046366i,-8.1082e-06-3.3913e-05i,5.5103e-06-0.00038668i,0.00047078-0.00029556i,0.00070051+0.00057281i,-5.9251e-05+0.0012925i,-0.00054746+0.0010283i,4.9757e-05+0.00055559i,0.00026596-0.00037974i,0.00018294-0.00041139i
0.00045298-0.0019062i,0.00013251-0.00097939i,0.0001789-6.1293e-05i,-0.000203-0.00055911i,-5.5649e-05-0.0011964i,-7.4735e-05-0.00044992i,-0.00024151+0.00040515i,0.00039114+0.00015745i,0.0010255-8.4513e-05i,0.00064411+0.0004072i,7.5715e-05+0.00039822i,0.0004277+0.00016301i,0.00012224+0.0001941i,-0.00057285-0.00027383i,-0.00018163-4.7011e-05i,0.00043086+0.00040314i,0.00025584-0.00030645i,0.00052543-0.00071803i,0.00088503-0.00017521i,-0.00010397+0.00012454i,-0.0010802+6.5827e-05i,-0.00066537+0.00032298i,6.5228e-05+0.00035056i
0.00027835+4.9943e-05i,-0.0014062+1.7046e-06i,-0.0019651+0.00056156i,-0.001612-0.00051069i,-0.0010567-0.0021433i,-0.00087868-0.0018873i,-0.00038558-0.00014291i,-6.8079e-05+0.00036566i,-0.00026042-4.5782e-05i,-0.0002721+0.00017832i,-0.00058246+0.00080449i,-0.00074158+0.00027014i,-0.00018348-0.00065334i,0.00028297-0.0014417i,0.00059383-0.0011954i,-0.00044556+5.8851e-05i,-0.00070232+0.00046995i,0.0002736+0.00055071i,0.00054199+0.00065283i,0.00019209+8.0662e-05i,0.00073972-7.5448e-05i,0.00091419+0.00056889i,-0.00020093+0.00020596i
-0.0019507+0.0019364i,-0.00097178+0.0022185i,-7.2228e-05+0.0031045i,0.00062199+0.0027186i,0.00097827+0.0010796i,0.00096807-0.00052119i,0.00097519-0.00091268i,0.00076218-0.00033145i,0.00076063+9.0246e-05i,0.00045398+0.00018827i,0.00066718-0.00025978i,0.00091539-0.00046815i,0.0002747-0.00025543i,-0.00023801-0.00033991i,-0.00010579-0.00032109i,-0.00031163-1.9281e-06i,-0.00014102-6.1272e-05i,-2.764e-05-0.00091198i,-0.00068389-0.00085094i,-0.00069495+5.4618e-05i,-0.00056477-0.00021565i,5.0765e-05-0.00083819i,0.00014981-0.00024994i
-0.0010006+0.0010193i,-0.00074789+0.0020822i,-0.00016248+0.0025623i,0.00061888+0.0010926i,0.00049804-0.00040072i,-0.0010139-0.0010195i,-0.001204-0.0010871i,-0.00072701+2.9574e-05i,-0.00061493+0.00030514i,-0.00012838-0.00019237i,0.00089961-0.00030259i,0.00093941-0.0003253i,0.00063596-0.00049525i,0.00093887-0.00062678i,0.00071955-0.00034218i,0.00034028-0.00010448i,-1.9275e-05-0.0002199i,-0.00015728-0.00016617i,0.00024608-0.00031551i,0.00056985-0.00058405i,0.00063165-0.00059094i,0.00044807-0.00014145i,-0.00011599+0.00023641i
-0.0022664+0.0024502i,-0.00079143+0.0040762i,-4.3928e-06+0.004961i,0.00075571+0.0033701i,0.0018884+0.0011398i,0.00161-0.00026295i,0.00070048-0.00087091i,-0.00031962-0.00058603i,-0.0006012+0.00047196i,-0.00040041+0.00085505i,0.00054404+0.00040627i,0.0011047+0.00025255i,-0.00019176+0.00049244i,-0.00018034+0.00041411i,0.00040801+0.00085077i,-3.7881e-05+0.0008541i,-0.00074367+0.00028012i,-0.00092302-0.00060596i,3.3722e-05-0.00076866i,0.00015919-0.00023552i,0.00042304+4.0108e-05i,0.0011252+0.0009003i,0.00015616+0.00026789i
-0.0016294+0.0023892i,-0.000511+0.0028231i,0.00026384+0.0033949i,0.00094931+0.0021948i,0.0015552+0.00060005i,0.0015067-0.00056636i,0.00093678-0.00072352i,0.00085362-7.8623e-05i,0.00098123+0.00072699i,0.00057614+0.00083301i,0.00070208+0.00046852i,0.0013393+0.00011406i,0.00069537-0.00033293i,-0.00037353-0.00031655i,-0.00034388+2.7827e-05i,6.0501e-05+0.00031432i,-8.6949e-05+0.0002697i,0.00021478-9.7981e-06i,0.00052883+0.00021038i,0.00037139+3.2764e-05i,0.00056277-0.00036504i,0.00083074+0.00014466i,0.00067234+0.00051929i
0.0017511+0.0017928i,-0.00013081+0.00087115i,-0.00033598-0.00064209i,0.00035816-0.0014985i,-0.00055122-0.0020677i,-0.0023237-0.0022932i,-0.0013028-0.0010441i,-0.00045563+0.0006335i,-0.00054884+0.00032307i,-0.00026248-0.00028853i,-0.00026096+0.00017035i,-0.00055193+0.00051246i,-0.00035356+0.0008813i,-8.9775e-05+0.00086269i,9.6403e-05+0.00052478i,0.00030719+1.733e-05i,0.00086455-0.00040577i,0.00011903-0.00047345i,-0.00092094-0.00010885i,-0.00087722+0.00040418i,-0.00025406+0.00019196i,-8.3641e-05-0.0005378i,-0.00056522-0.00080727i
