-0.0013532-0.00063584i,0.00023578+0.0004372i,7.6554e-05+0.0014478i,-6.7527e-05+0.0020865i,0.0014016+0.0016071i,0.0019358+0.00019466i,7.4666e-05-0.00028075i,-0.0012547+0.00087639i,-0.0013344+0.0013674i,-2.3988e-05+0.00079073i,0.0015182+0.00020124i,0.00085334-0.00044659i,-0.00043181-0.0010609i,-0.00071034-0.0013687i,3.1541e-05-0.00053224i,0.00052075-4.4148e-06i,8.8361e-05-1.2101e-05i,-0.00033904+0.00047331i,-4.2166e-05+0.0006004i,-0.00016067+0.00027499i,-0.00018474-1.9417e-06i,-7.6978e-05-0.00015118i,9.1221e-05-0.00020302i
0.0047006-0.0080326i,0.018116-0.011012i,0.045174-0.0013064i,0.07016+0.024072i,0.077957+0.038812i,0.074611+0.041383i,0.051921+0.043769i,0.021026+0.034286i,0.0078013+0.015356i,0.0043009+0.0030605i,-0.00063632+0.0011489i,-0.0047503+0.0032283i,-0.0052936+0.0051329i,-0.0036594+0.0074118i,-0.0021106+0.0077281i,-0.0017197+0.0060201i,-0.00055741+0.0046378i,0.0023944+0.0035238i,0.0041411+0.00095773i,0.0042804-0.002011i,0.0063193-0.0063203i,0.0097797-0.0095792i,0.010884-0.0078761i
-0.002454+0.0031294i,-0.01234-0.00071382i,-0.024405-0.018652i,-0.023909-0.046133i,-0.015717-0.062019i,-0.014227-0.068021i,-0.006327-0.062466i,0.0064656-0.036436i,0.010554-0.015151i,0.0078534-0.0098341i,0.0054455-0.0083266i,0.0044133-0.0063428i,0.002848-0.0033112i,0.0023865-0.001132i,0.0031712-0.00070575i,0.0027288-0.0011576i,0.00026104-0.0018803i,-0.0025728-0.0017478i,-0.0039229-0.0014503i,-0.0054724+0.00068753i,-0.0090838+0.0033974i,-0.011119+0.0038716i,-0.0085826+0.0022711i
0.0023516-0.00067033i,0.009606+0.0069033i,0.017357+0.023211i,0.018366+0.037073i,0.014719+0.038211i,0.0046861+0.037047i,-0.014895+0.031405i,-0.020301+0.014012i,-0.012217+0.00058143i,-0.0077271-0.00072273i,-0.0064403+0.0030255i,-0.0059224+0.0052939i,-0.0041131+0.0058861i,-0.0023869+0.0055777i,-0.00053693+0.004919i,0.001653+0.0053159i,0.0028182+0.0055777i,0.003557+0.0047109i,0.0045382+0.0031664i,0.0059914+0.0021744i,0.0085452+0.0035666i,0.010828+0.0056967i,0.009434+0.0061489i
0.00021796-0.0023587i,-0.0013164-0.012505i,0.0025334-0.030912i,0.015141-0.049322i,0.02356-0.057799i,0.024314-0.052998i,0.02466-0.029179i,0.016473-0.0059332i,0.0025489-0.0015678i,-0.0037618-0.0041475i,-0.0016242-0.0039302i,0.0025538-0.0018722i,0.0049097-0.0010767i,0.0056397-0.0020168i,0.0058776-0.0048498i,0.0054185-0.0083521i,0.004308-0.0099673i,0.0029654-0.0088255i,0.0010221-0.0066839i,-0.0010549-0.0048714i,-0.0024286-0.0065257i,-0.0025955-0.010849i,-0.0014031-0.011726i
-0.00021118+0.0030861i,-0.0018894+0.010023i,-0.011054+0.015823i,-0.028029+0.013125i,-0.042365+0.0069981i,-0.049613+0.0033268i,-0.043254-0.0049401i,-0.025092-0.0082485i,-0.010128-0.00077249i,-0.0045538+0.0054441i,-0.0024128+0.0055859i,-0.00015564+0.0024928i,0.0012679-0.00042326i,0.0013848-0.0015051i,-0.00010458-0.00086611i,-0.0014623-0.00042467i,-0.0025244-0.00076584i,-0.0029139-0.0011168i,-0.0015046-0.00071873i,1.9508e-06+0.0010977i,-0.0007259+0.0050069i,-0.0024962+0.0087099i,-0.0043866+0.0087055i
0.0027717-0.0034465i,0.0051536-0.0098935i,0.012548-0.012739i,0.02077-0.0055918i,0.025323+0.0036288i,0.028806+0.012401i,0.020716+0.021433i,0.0038565+0.020917i,-0.0043671+0.013657i,-0.0035295+0.0096258i,-0.0013765+0.0072733i,-0.00064733+0.0026148i,-0.00089289-0.0015751i,-0.0010476-0.0036544i,-0.0013277-0.0049143i,-0.0010938-0.0049395i,-0.00016241-0.0037202i,0.00023911-0.0025552i,0.0004116-0.0018886i,0.001967-0.0021532i,0.004997-0.0028556i,0.0077165-0.0034547i,0.0080593-0.0027911i
-0.0027453+0.0048235i,-0.0051144+0.0095325i,-0.010568+0.0093804i,-0.016467+0.0013457i,-0.018862-0.0062999i,-0.018216-0.016312i,-0.0095403-0.02277i,0.0027134-0.01219i,0.0068189+0.00016582i,0.0055374+0.0025428i,0.0039132+0.0006046i,0.0021509-0.0012164i,0.00094837-0.0027356i,-0.0006802-0.0034562i,-0.0037997-0.002852i,-0.0065184-0.0033i,-0.0075132-0.004315i,-0.0068979-0.0041564i,-0.0047766-0.0028408i,-0.0030488-0.0019112i,-0.0046005-0.0023303i,-0.0080625-0.0024895i,-0.009013-0.0023632i
0.002961-0.0031538i,0.0043213-0.0066524i,0.0091938-0.0026561i,0.01433+0.011869i,0.017176+0.023795i,0.011979+0.027673i,-0.00275+0.023679i,-0.0075684+0.014992i,-0.00019836+0.0095537i,0.0055157+0.0077346i,0.0057926+0.0050615i,0.0019184+0.0018901i,-0.0024295+0.0011587i,-0.0021391+0.001882i,0.00051915+0.0021187i,0.0019329+0.0032865i,0.00085575+0.0054678i,-0.00077355+0.0057751i,-0.0014176+0.0041029i,-0.0015292+0.0039771i,0.00048952+0.0061297i,0.0031615+0.0091278i,0.0038566+0.010462i
-0.0017856+0.0034509i,-0.00032674+0.0062007i,0.0055886+0.002722i,0.015993-0.0076383i,0.02523-0.017792i,0.026889-0.021666i,0.022343-0.013107i,0.014036-0.0028676i,0.0065795-0.0015213i,0.0026404-0.003169i,0.00094373-0.0028298i,-0.00074581-0.00099768i,-0.0021457+0.0006132i,-0.0034563+0.0019216i,-0.0041895+0.0018171i,-0.0034909+0.00045208i,-0.0015429-0.0013231i,0.00023363-0.0022609i,0.0016777-0.00087114i,0.0024673-0.0010135i,0.0025702-0.0036994i,0.0023171-0.0066978i,0.0029766-0.0084963i
0.00010301-0.0027227i,-0.00029277-0.0047219i,0.00035783-0.0049134i,0.001294-0.0065455i,-0.00017914-0.0098074i,-0.0080956-0.0095769i,-0.014082-0.0095235i,-0.0082625-0.0078282i,0.0024946-0.0050228i,0.0060983-0.0052569i,0.0046452-0.0050183i,0.0039388-0.0021712i,0.0032982+0.00010149i,0.0047809+0.001106i,0.0066249+0.0014321i,0.0051051+0.001258i,0.0017514+0.0016005i,0.00027411+0.00077064i,-0.00096409-0.00032653i,-0.0031367-0.00049653i,-0.0042579+0.0017371i,-0.004672+0.0047166i,-0.0052757+0.0052169i
-0.0015458+0.0037155i,0.00034683+0.005167i,0.0052868+0.00086999i,0.011974-0.0067215i,0.017368-0.011488i,0.01993-0.0083562i,0.014243+0.00192i,0.0035204+0.0064179i,-0.0023793+0.0025837i,-0.0029942+7.4501e-05i,-0.0028262+0.0011186i,-0.0032187+0.0017088i,-0.0028312+0.0013041i,-0.0020442+0.00053135i,-0.0014686-0.00065517i,0.0010766-0.0012041i,0.0035954-0.00092701i,0.0042089-0.00042752i,0.0034959+0.0012406i,0.0029099+0.0023562i,0.0055332+0.001516i,0.0081986-0.00024648i,0.0074378-0.00087027i
-0.00052308-0.0041362i,-0.0019297-0.0060648i,-0.0050568-0.0086319i,-0.010339-0.014116i,-0.014885-0.019121i,-0.01734-0.022229i,-0.012395-0.019593i,-0.0041029-0.010092i,-0.0034781-0.0045673i,-0.0063911-0.0029009i,-0.0041086-0.00057074i,0.0014597+0.00043517i,0.0042213-0.00076276i,0.0042682-0.0016427i,0.0035444-0.0024263i,0.002278-0.004228i,0.00085022-0.0060611i,-0.0003144-0.0059827i,-0.00091329-0.0053329i,-0.0011305-0.0049892i,-0.0024809-0.0045362i,-0.0049875-0.0050928i,-0.0053217-0.0051687i
0.0014054+0.0014104i,0.0010285+0.0014352i,-0.0013078+0.0022397i,-0.0047602+0.0050443i,-0.0044625+0.0079334i,-0.0037211+0.0090553i,-0.0064929+0.0078963i,-0.0066603+0.0051864i,-0.0029975+0.0047345i,-0.001013+0.0055561i,-0.00015608+0.0046454i,-0.00016924+0.0016741i,-0.00014877-0.0010076i,0.00079537-0.0028172i,0.00077756-0.0048233i,-0.00033071-0.0046459i,-0.0010683-0.0022056i,-0.0012062-0.00087065i,-0.001709+0.00044445i,-0.00088335+0.0036637i,0.0018009+0.0060679i,0.0035093+0.0068164i,0.0031108+0.0065077i
-0.00077051-0.002647i,0.00046676-0.0025143i,0.0022133-0.0011313i,0.003876+0.00025416i,0.0042351-0.0014251i,0.0042588-0.0033076i,0.0045815-0.0010165i,0.0026715+0.0029856i,-0.00097591+0.0060178i,-0.0018646+0.007179i,0.00041539+0.0049713i,0.00093613+0.0014862i,-0.0010645-4.4267e-05i,-0.0029149+0.00059538i,-0.0029726+0.0013367i,-0.0014696-0.00071708i,-0.00057203-0.0037258i,-0.0004736-0.0033381i,-5.5818e-05-0.0020339i,0.0015406-0.0032914i,0.0017729-0.0054452i,0.00087597-0.0061943i,0.00048333-0.0046943i
0.0021875+0.00074238i,0.0010798-3.8632e-05i,-8.599e-05+0.00033946i,0.00018572+0.0032701i,0.00081507+0.0054457i,-0.0041767+0.0043702i,-0.010104+0.00027658i,-0.0081816+0.00025923i,-0.00131+0.0041346i,0.0028381+0.0051689i,0.0032017+0.0020034i,0.0017823-0.00052942i,0.0013902-0.00070135i,0.0017198-0.0009158i,0.00093267-0.0017687i,-0.0015563-0.0020215i,-0.0037863-0.00055822i,-0.0034201+0.00089473i,-0.0025714+0.00094262i,-0.0032438+0.0010497i,-0.0040782+0.0031039i,-0.0040134+0.0048328i,-0.0030322+0.0042634i
0.0011624-0.0014327i,0.0031027+0.0001184i,0.0085957+0.0014515i,0.01535+0.0013199i,0.019668+0.0018649i,0.020164+0.0030845i,0.013851+0.005092i,0.0062568+0.0071098i,0.0059778+0.0048965i,0.007912+0.0011606i,0.0049923-3.9628e-05i,0.00013146+0.00024207i,-0.0032796+0.00042315i,-0.0047838+0.0007124i,-0.0036522+0.0012974i,-0.0017273+0.0017047i,-0.00089209+0.0010898i,-0.00071742+0.00026624i,0.00014129+0.00038054i,0.0019912+0.00013624i,0.0039099-0.0010551i,0.0051765-0.0015753i,0.0051362-0.0010915i
-0.0023232-0.0021547i,-0.0022186-0.0031242i,-0.00095088-0.0070866i,0.0035237-0.012565i,0.0082994-0.014784i,0.0047772-0.013976i,-0.00058762-0.0078121i,0.00076371+0.00067771i,0.0041655+0.0021309i,0.0036398+0.00011126i,0.0017835-7.6739e-05i,0.0021894+0.00081168i,0.0033899+0.0017193i,0.004594+0.0020387i,0.0048597+0.0013746i,0.0031961-6.4729e-05i,0.0012421-0.00058474i,0.00078623-0.00045475i,-9.4397e-05-0.0013349i,-0.002377-0.0013588i,-0.0036464-0.00040164i,-0.0037549-8.0363e-05i,-0.0030833-0.00071411i
-0.0017397+0.00085596i,-0.0016322+0.0017603i,-0.00043712+0.0024037i,0.0031624-0.00046096i,0.0071508-0.0057082i,0.0060665-0.0066945i,0.00020843-0.0030774i,-0.0013137-0.0012035i,-0.00010845-0.0032763i,-0.00096193-0.0039868i,-0.0014715-0.0018975i,-0.0013973-0.00046607i,-0.0013997-0.0015755i,-0.00032797-0.0027611i,0.00033284-0.0014721i,0.00041933+0.00077835i,0.0006261+0.0010108i,0.00093829+0.00028592i,0.0015346+0.0010459i,0.0031384+0.0018362i,0.0046654+0.0020398i,0.0042903+0.0024235i,0.0025395+0.0023173i
0.00087658-0.00088073i,0.00084108-0.0039098i,0.0025772-0.009949i,0.001492-0.0148i,-0.00063757-0.017621i,0.00039689-0.014994i,0.0050058-0.0069512i,0.0077558-0.0029082i,0.0037991-0.0036052i,-0.0010297-0.0033417i,-0.00088859-0.0011783i,0.00048541-0.00022363i,0.0003281+0.00079088i,0.00030091+0.001632i,0.0015141-0.00043287i,0.0024702-0.0035863i,0.0016059-0.0044269i,-0.00029983-0.0034728i,-0.0020971-0.001984i,-0.0030776-0.0010658i,-0.0028065-0.0017245i,-0.0015601-0.002917i,-0.00022024-0.0031271i
0.00084812+0.00042969i,-0.0011164+0.0028868i,-0.0040422+0.0058132i,-0.0064753+0.0061089i,-0.007884+0.0029248i,-0.010062+0.00022234i,-0.011536-0.0014905i,-0.0096593-0.0010464i,-0.0067458+0.0020879i,-0.003736+0.0044096i,-0.00033234+0.0031712i,0.0024374-0.0001796i,0.0029117-0.0028345i,0.0024262-0.0041183i,0.0016611-0.0039205i,0.0012872-0.0024285i,0.0017047-0.00078938i,0.0018739+0.00023366i,0.0019593+0.0011886i,0.002646+0.0020238i,0.0028607+0.0023659i,0.0020762+0.0021581i,0.00058768+0.0017818i
0.00053439-0.0015594i,0.00046325-0.0032514i,0.0027037-0.0035147i,0.0045903-0.0014831i,0.0041438+0.00096606i,0.0039293-0.00052036i,0.0029025-0.0038557i,-0.0014346-0.0033269i,-0.0044509+0.00075056i,-0.004232+0.0031912i,-0.0034636+0.0021636i,-0.0039197+0.0012226i,-0.0057797+0.0019168i,-0.0066622+0.0020374i,-0.0050552+0.0009386i,-0.0032461-0.0014858i,-0.0020675-0.0026036i,-0.002467-0.0021648i,-0.0024258-0.0023271i,-0.0014162-0.0027451i,-0.00080955-0.0024012i,0.00026412-0.0011556i,9.476e-05+4.9823e-05i
0.0011102+0.00020421i,0.00095685-0.00051166i,0.0012269-4.8431e-05i,0.002138+0.0015472i,0.0028233+0.0030629i,-0.00051978+0.0020218i,-0.0043242+0.00096769i,-0.0033392+0.0038182i,0.00108+0.0065834i,0.0039478+0.0050404i,0.0043841+0.0014797i,0.0051704-0.0011386i,0.0052307-0.0023884i,0.0043612-0.0027239i,0.0038384-0.0022653i,0.002638-0.0019849i,0.0013673-0.0022793i,0.00087422-0.0014458i,0.0010685+0.00025358i,0.0004302+0.0013119i,0.00038805+0.00094367i,0.0010522-9.9626e-06i,0.00037251-0.00062754i
-0.0013644-0.00089365i,-0.00043332-0.00015256i,0.0027474+0.00077836i,0.0084311+0.0013612i,0.01411+0.0010756i,0.010854-0.00011787i,-0.00026704+0.0010839i,-0.0046752+0.0049946i,-0.0010175+0.0063796i,0.0017032+0.0046264i,0.00070817+0.0027199i,-0.0015012+0.0018602i,-0.0034902+0.0023278i,-0.004585+0.0033855i,-0.0044084+0.0036892i,-0.002662+0.002308i,-0.00040382-3.0852e-05i,0.00045201-0.0015428i,0.00097275-0.0022178i,0.0010583-0.0032405i,0.00023488-0.003086i,-0.00092722-0.0012974i,-0.0016254+0.00029972i
0.0022921+0.000697i,0.0041874-0.0016841i,0.0074052-0.0050043i,0.0099978-0.0091807i,0.011868-0.013864i,0.010616-0.012103i,0.0068674-0.0042904i,0.0053864+0.00049687i,0.0050976+0.00032389i,0.0031842-0.0012073i,0.0017393-0.0010641i,0.0020881-0.00080812i,0.0019889-0.00053609i,0.0018048+0.00065016i,0.001655+0.00079838i,0.00044453+7.7313e-05i,-0.0013284-0.00029557i,-0.0024387+0.00015452i,-0.0038021+0.00091406i,-0.0049944+0.0012666i,-0.0031339+0.0019693i,0.00058151+0.0020025i,0.0019502+0.0013254i
-0.0014655-0.0013527i,-0.0029239+0.0012942i,-0.004353+0.0017945i,-0.0023189-0.001652i,0.0003644-0.0063075i,-0.00015758-0.0053087i,-0.0010932-0.00041126i,0.0015275+0.0021195i,0.0044865+0.00020879i,0.0043745-0.0025288i,0.0035583-0.003001i,0.0022044-0.0023546i,0.00038664-0.0018678i,-0.00016492-0.0020987i,0.00021247-0.00215i,0.0010727-0.0015774i,0.0017213-0.00097201i,0.0024927-0.00063177i,0.0025122-0.00057034i,0.0020218-0.0012819i,0.0012755-0.0016392i,0.00062453-0.0014893i,0.00077552-0.0011854i
0.00072184-0.00096225i,0.0015483-0.004643i,0.0025655-0.0082181i,0.0016191-0.010566i,0.00018276-0.012042i,0.00052214-0.01156i,0.001531-0.0087717i,0.00072685-0.0054451i,-0.0010233-0.0032351i,-0.0013249-0.00077723i,-0.00085669+0.0014924i,-4.7626e-05+0.0015709i,0.00033058+0.0014805i,0.00086143+0.0028062i,0.00025069+0.0029432i,-0.0013565+0.0019039i,-0.0023538+0.0014917i,-0.0030183+0.00099458i,-0.0033343+0.0013867i,-0.0027981+0.0021233i,-0.0008686+0.0023768i,0.0012629+0.0024395i,0.0015186+0.0020214i
-0.0014018-0.001464i,-0.00042412+0.0010176i,-0.00089984+0.0018971i,-0.0020609+0.00034654i,-0.0028551-0.00056749i,-0.0033232-0.0018552i,-0.0033876-0.0028543i,-0.0027083-0.0026713i,-0.003137-0.0023277i,-0.0026904-0.002445i,-0.00090056-0.0031247i,-0.00016166-0.0037641i,-0.0010776-0.0053105i,-0.0024055-0.0064928i,-0.0015051-0.0057095i,0.00058026-0.0039711i,0.0019692-0.0027674i,0.0023222-0.0015967i,0.0018713-0.0003947i,0.0018501-0.00030567i,0.0025397-0.0012447i,0.0016495-0.0024002i,0.00072829-0.0028333i
-0.00079709-0.0013959i,-0.002501-0.0028217i,-0.0024442-0.0024109i,-0.0001919+0.00037006i,0.0028536+0.0014225i,0.0012983-0.0007379i,-0.0037466-0.0022443i,-0.0062143-0.0011407i,-0.0045208+0.0021624i,-0.0012785+0.0031162i,0.00066961+0.0028261i,0.00053835+0.0029029i,-0.00015131+0.0025687i,-6.6801e-05+0.0028243i,1.4496e-05+0.0024633i,-0.00041784+6.5885e-05i,-0.00025269-0.0015535i,0.00080156-0.0003237i,0.002245+0.00080212i,0.0022026+0.00071166i,0.00028763+0.00078288i,-0.00079381+0.0013837i,-0.00054041+0.0013623i
0.0024182+6.9064e-05i,0.004285+0.0011335i,0.0057039+0.00097683i,0.0072494+0.00043265i,0.0079715+3.2941e-05i,0.0061173-0.0010125i,0.0014477-7.3324e-05i,-0.0028043+0.0038978i,-0.0035753+0.007691i,-0.0016605+0.0081812i,0.00042209+0.0054764i,0.00097228+0.0015638i,-0.00034718-0.0018129i,-0.0016845-0.00362i,-0.00031547-0.0030079i,0.0010285-0.0016924i,0.00052716-0.0019726i,-6.2238e-05-0.0024187i,1.6494e-05-0.001495i,0.00092167+0.00042517i,0.0024628+0.0012803i,0.0025378+0.0010759i,0.0016675+0.00092016i
0.00013557-0.0001184i,-0.0016534-0.00093087i,-0.00082144-0.00053903i,0.0044052+0.00013098i,0.0077956-0.00064237i,0.0026221-0.00072013i,-0.0034113+0.0023299i,-0.0023372+0.0062686i,0.0014999+0.0060475i,0.0026815+0.0013919i,0.0013768-0.00197i,-0.00096736-0.0010473i,-0.0025282+0.0018588i,-0.0026754+0.0038048i,-0.0020152+0.0022034i,-0.0019163-0.0009237i,-0.0019079-0.00221i,-0.00066993-0.001902i,0.00014613-0.0018376i,0.00019914-0.0028108i,-0.00033451-0.0024223i,-0.0015216-0.00074095i,-0.0014519-0.0001014i
0.0044336+0.000292i,0.0059313-0.00098907i,0.0085296-0.0040953i,0.010062-0.0067152i,0.0090051-0.0079842i,0.006685-0.006985i,0.0043135-0.0031084i,0.0043703+0.0010875i,0.0054444+0.0035262i,0.0048339+0.0041409i,0.0036748+0.0030926i,0.0033627+0.0016021i,0.0038974+0.00023437i,0.0038087-0.00033829i,0.0031752-8.0012e-05i,0.0020722+0.00099604i,0.00072587+0.0019868i,0.0002378+0.0010763i,0.00046492+4.4328e-05i,0.00021727+0.00021962i,4.8827e-05+0.0014693i,0.0011221+0.0018229i,0.0012643+0.0015201i
-0.0012942+0.0010225i,-0.0016011+0.00075826i,-0.0015324-0.00068192i,0.00047107-0.0037078i,0.0026358-0.0064553i,0.0021284-0.0070766i,0.0015556-0.0037643i,0.0029443+0.00011179i,0.002913+6.9877e-05i,0.0006223-0.0013224i,-0.0010353-0.0015636i,-0.00071547-0.001008i,-0.00081006-0.00038896i,-0.0022226+0.00065551i,-0.002617+5.1776e-05i,-0.0015654-0.0020811i,-0.0016661-0.0024326i,-0.0027224-0.0024916i,-0.0032769-0.0022201i,-0.0032261-0.00088437i,-0.0025591-0.00029423i,-0.0011641-0.00052841i,-0.00011346-0.0011655i
0.003584+0.00099659i,0.0046771-0.0012779i,0.0064913-0.0031229i,0.0060326-0.0042983i,0.0038495-0.0066306i,0.00035136-0.007956i,-0.0025844-0.0065076i,-0.0020053-0.0044171i,-0.00032118-0.0047003i,6.901e-05-0.0043976i,-0.00056349-0.0024547i,-0.0010464-0.0010392i,2.0843e-06-0.00016566i,0.001904-3.6072e-05i,0.0021883+0.00060401i,0.00049233+0.0023468i,-0.00020086+0.0030875i,0.00028619+0.0037074i,0.00063812+0.0033407i,0.00079759+0.0025279i,0.00079889+0.0022844i,0.0013702+0.0010392i,0.0014413+0.00033059i
-0.0021486-0.0015149i,-0.0033193+0.00061953i,-0.0041659-0.000514i,-0.0034448-0.0023459i,-0.001382-0.0033706i,0.00028931-0.0043058i,0.00034694-0.004627i,-0.00047791-0.003432i,-0.0011297-0.00082992i,-6.8945e-05+0.0021269i,0.0029342+0.0035245i,0.0035646+0.001446i,0.0015262-0.0010391i,-0.00055358-0.0026073i,-0.0013309-0.0033988i,-9.5317e-05-0.0028032i,0.00065147-0.0022009i,0.00011524-0.0022686i,-0.00016851-0.0016077i,0.0009061-0.0001958i,0.0016388-0.0002333i,0.0011181-0.0012406i,0.00078021-0.0015314i
0.00087177-0.0026769i,-0.00012915-0.0039859i,-3.2206e-05-0.0020347i,0.00089588+1.9405e-05i,0.0010276-0.00074174i,-0.0022075-0.00043767i,-0.0056724+0.001342i,-0.0070199+0.0021127i,-0.006803+0.0013806i,-0.0055217-0.000248i,-0.0043226-0.00073078i,-0.004881+0.00061164i,-0.0052277+0.0017124i,-0.0035453+0.0013275i,-0.0014516+0.00084867i,-0.0012699+0.00088052i,-0.0014469+0.00068596i,-0.00051739+0.00090478i,0.000389+0.0015234i,0.00043464+0.0011591i,0.0005039+0.00043364i,0.00087761+0.00037834i,0.00076241+0.00032389i
-0.0020233+0.001133i,-0.0019652+0.0028975i,-8.8501e-05+0.0035116i,0.0031107+0.0022537i,0.0051412+0.0013942i,0.0047092+0.0003674i,0.00033919+0.00072011i,-0.0036016+0.0032152i,-0.0019355+0.0045151i,0.0024284+0.0044282i,0.0041508+0.0031916i,0.0031397+0.00093329i,0.0017962+4.9256e-05i,0.00012378+0.00041909i,-0.00052737-0.00052223i,0.00042285-0.0021451i,0.0025181-0.0030885i,0.0041982-0.0028035i,0.004063-0.0028145i,0.0028596-0.0025403i,0.001963-0.0020031i,0.0013342-0.0018869i,0.00065488-0.0020309i
-0.0021823+0.0001181i,-0.0021946-0.00025695i,-0.00042107+0.00023993i,0.0035064+0.00064736i,0.0063888-0.0006127i,0.0045727-0.0016494i,0.0011839+0.00058385i,0.00054715+0.0050568i,0.0011459+0.0069136i,0.0018444+0.0046386i,0.0019085+0.0019113i,0.0017498+0.00063829i,0.0010905+0.00016026i,-0.00017271+0.00042989i,-0.0010588+0.00080559i,-0.0015817-0.00013011i,-0.0017939-0.0023459i,-0.0022398-0.0034074i,-0.0027479-0.0022456i,-0.0027131-0.00048234i,-0.0020148+0.00079114i,-0.0011518+0.0015702i,-0.00042765+0.0012172i
0.002326+0.0010316i,0.0032014+0.00081027i,0.0050404+0.00023829i,0.0073812-0.001565i,0.0079922-0.0027128i,0.0052277-0.0025064i,0.0010501-0.00039802i,0.00054981+0.0032921i,0.0019313+0.0034426i,0.00083679+0.00079648i,-0.0016512+0.00055947i,-0.0027902+0.0029171i,-0.0020822+0.0034429i,-0.00026669+0.0016767i,0.00089709+6.6103e-05i,0.00049054-0.00041323i,0.00050749+0.00045963i,0.0012949+0.00084055i,0.0016912-0.00019273i,0.0017346-0.00060773i,0.0012984-0.00050031i,0.0010194-0.00020744i,0.001412-4.4221e-05i
-0.0014702-0.0012202i,-0.0036409-0.0011779i,-0.0037675-0.0020996i,-0.00029629-0.0047133i,0.0039828-0.007331i,0.0051643-0.0071022i,0.0037836-0.0039863i,0.00448-0.0014004i,0.0057779-0.00093212i,0.0053216-0.0014309i,0.0052143-0.002002i,0.0064565-0.0034106i,0.0056294-0.0035784i,0.003377-0.0020391i,0.0016961-0.00011553i,0.0005459-0.00039329i,-0.00092974-0.002156i,-0.0027474-0.0032836i,-0.0026788-0.0024784i,-0.0022785-0.0009193i,-0.0019218+0.00066198i,-0.0012317+0.0010961i,-0.00072276+0.00018363i
0.00071428-0.00016126i,0.0020042+7.6569e-05i,0.0030561+0.00057869i,0.0023234-0.0011288i,0.0016655-0.0045784i,0.001663-0.006146i,-0.00057641-0.0046529i,-0.002508-0.003607i,-0.0028016-0.0031135i,-0.0038706-0.0011524i,-0.0040361+0.0013438i,-0.0024666+0.0019902i,-0.0022399+0.00032533i,-0.0025582-0.00065619i,-0.0019944-0.00012533i,-0.0014425+0.00052192i,-0.00068371+0.0012189i,-5.1702e-05+0.0023181i,0.00094761+0.002687i,0.0017081+0.0022377i,0.0023357+0.0016431i,0.0029618+0.001299i,0.0022299+0.00083279i
-0.0011264+0.00042966i,-0.0021234+0.00033729i,-0.0024028+0.00036654i,-0.00062053-0.0011389i,0.00066305-0.0034071i,0.00029637-0.0048688i,-0.0021583-0.0059554i,-0.003452-0.0056094i,-0.0011492-0.0043104i,0.00087659-0.0028734i,0.0010642-0.001372i,0.00019339-0.00096526i,-0.00049261-0.00078574i,-0.00012125-2.0615e-05i,-0.00024404-5.5116e-05i,-0.00083127-0.001194i,0.00019799-0.0015773i,0.0021959-0.001228i,0.0021141-0.0010824i,0.00023072-0.0016648i,-0.0012907-0.0014896i,-0.0023418-0.00088067i,-0.0022056-0.0010054i
0.001849-0.00054199i,0.0034894-0.0025306i,0.004533-0.0037188i,0.0040848-0.0025211i,0.0034498-0.0010105i,0.00070321-0.00011335i,-0.0029723+0.0011732i,-0.0044706+0.0034698i,-0.0045152+0.0049417i,-0.0029895+0.0053783i,-0.00080737+0.0033326i,-0.00027384-0.0011341i,-0.0012878-0.0032453i,-0.0020081-0.0023102i,-0.00082835-0.00063971i,0.0007482+0.00022088i,0.00032852-1.8189e-06i,-0.00048533-4.26e-05i,-0.00080684+0.00078351i,-0.00035419+0.0017452i,0.00066993+0.00215i,0.001379+0.0015412i,0.00078907+0.00054429i
-0.00040653+0.0030638i,-0.00054905+0.0039505i,0.00028621+0.0034971i,0.0041508+0.0012533i,0.0061238-0.0017811i,0.0028028-0.0026817i,-0.0022938-0.0015862i,-0.005395+0.0013915i,-0.0042624+0.0032962i,-0.0025641+0.0019846i,-0.0026207+0.0020452i,-0.0024725+0.0043095i,-0.0025181+0.0052012i,-0.0023658+0.0037691i,-0.00093648+0.0022887i,-6.3293e-05+0.00073995i,0.0012572-0.0010208i,0.0028581-0.001857i,0.0031848-0.0024353i,0.0024509-0.0025829i,0.0016487-0.002374i,0.00096658-0.0028848i,0.00054109-0.0026508i
0.00047741-0.001888i,0.00069206-0.0030107i,0.0015763-0.0040522i,0.0048636-0.0044533i,0.0078488-0.004573i,0.0067469-0.0045242i,0.0031333-0.0010028i,0.0019262+0.0036499i,0.0047575+0.0042162i,0.0065309+0.0017203i,0.0054365-0.00087669i,0.004506-0.0016743i,0.0034447-0.0012748i,0.0029086-0.0014038i,0.0027516-0.0016338i,0.00092002-0.0015012i,-0.00080459-0.0018303i,-0.0014855-0.0019294i,-0.0021013-0.0011062i,-0.0023941-0.0003754i,-0.0015417+0.00063716i,-0.0011505+0.001909i,-0.001602+0.0019233i
