-0.0050768+0.00034501i,-0.0037281+0.0013997i,-0.0030166+0.0023059i,-0.0033784+0.002982i,-0.0036124+0.0023011i,-0.0021438+0.0014381i,-0.0011091+0.0012306i,-0.00062473+0.00062873i,-0.00030617+0.00084901i,-4.0451e-05+0.0015632i,0.00074551+0.00028136i,0.00097901-0.0013691i,0.00023794-0.0014728i,0.00016329-0.0014488i,-0.00019144-0.00073604i,-0.00078485-0.00011263i,-0.00078058-0.00032145i,-0.00052145-0.00051234i,0.00027018+0.00043985i,-4.3815e-05+0.00021931i,-0.00050569-0.00043327i,-0.00018824-0.00032176i,-0.00011082+0.00022144i
-0.0012236+0.00063791i,-0.00071256+0.00075959i,-4.2118e-06+0.0011255i,-0.00040037+0.00074179i,-0.0015323+0.00079465i,-0.001515+0.00111i,-0.0006613-0.00028753i,-0.00066725-0.0015187i,0.00010539-0.00084352i,0.00017462-0.00098989i,-0.00046807-0.0010516i,-0.00058259-0.00022929i,-0.00077317-0.00028171i,-0.00081949+0.00012363i,-0.00069094+0.0010692i,-0.00065723+0.00087149i,-0.00026367-0.00034142i,0.00050329-0.00047407i,0.00049225-9.7193e-05i,0.00056097-0.00081661i,0.00049736-0.0005552i,-6.8976e-06+0.00053568i,-0.00014576+0.00074486i
-0.00061243+0.0017979i,-0.00097689+0.0016652i,-0.001808+0.00027989i,-0.0023438-0.00074064i,-0.0035401+9.5919e-05i,-0.0032844+0.0010233i,-0.00094745+0.00059273i,8.4233e-05-0.00036816i,0.00032528-0.00061934i,0.00018644-0.00014022i,0.00030909-0.00056828i,-9.1213e-05-0.00050383i,-0.00071469+0.00037166i,-0.00050668+0.00046451i,-0.00015025+0.00025383i,-0.00053234+0.00019938i,-0.00097125+0.00035657i,-0.00022932+0.00078818i,-6.3321e-05+0.00079666i,-0.0010627-0.00010036i,-0.00074892-0.00089534i,-1.3363e-05-0.00025224i,-0.00063932-9.0941e-07i
0.0010549+9.6141e-05i,0.00072656-0.00062457i,-0.00057474-0.00038715i,-0.0018314+0.0004552i,-0.0023965+0.0014586i,-0.0017361+0.0016515i,-0.00029412+0.0009295i,0.00049184-0.0006886i,0.00024145-0.001074i,-0.00027241+0.00027626i,-0.00094463+0.00067547i,-0.0012728+0.00044775i,-0.00083559+0.00061808i,-0.00016511+0.00013081i,-0.00033731-0.00037328i,-0.00079575+0.00027307i,-0.00016172+0.00014049i,-1.5251e-05-0.00078668i,-5.4518e-05-0.0012097i,0.00036675-0.0014998i,0.00043941-0.0014742i,0.0003676-0.00083075i,0.00048838-0.00034878i
-0.0025343+0.00070644i,-0.0018139+0.00077665i,-0.0015365+0.0020952i,-0.0012892+0.0022552i,-0.0015909+0.0021195i,-0.0018627+0.0018746i,-0.0014086+0.00015063i,-0.0016071-0.00078316i,-0.0017097-0.00022012i,-0.001348-0.00051973i,-0.00057289-0.0010103i,-0.0003147-0.00043257i,-0.00075178-0.00054932i,-0.00016964-0.00020292i,0.00011787+0.00025208i,0.00023816+4.455e-06i,0.0001505+0.00067151i,-0.0001492+0.00016312i,-0.00032974-0.0013518i,-0.00047587-0.0012841i,-0.00072136-0.00098618i,-0.00067977-0.00052677i,-0.00063752-6.8648e-05i
0.0001517-0.00070423i,0.0009849-0.00074028i,0.00063072-0.0011578i,-0.0015324-0.00052213i,-0.0033469+0.00025031i,-0.0030478+0.00057423i,-0.001779+0.00017104i,-0.00062531-0.00053462i,3.7672e-05-0.00061925i,0.00014153-0.00050939i,-0.0003682+0.00020165i,-0.00075269+0.0002618i,-0.00083102-0.00014532i,0.00020324-0.00013155i,-4.7049e-05+0.00023379i,-0.00067093+0.00015496i,-0.00017114+0.00050769i,-1.0617e-05+8.0586e-06i,-0.00018965-0.00097158i,-0.00018008-0.00092835i,-0.00043391-0.00074563i,-0.0007801-0.00036454i,-0.00079237+0.0001958i
-0.00037546+0.0025659i,5.7498e-05+0.0022367i,-0.00036933+0.0018021i,-0.0017153+0.00077364i,-0.0027926-4.7076e-05i,-0.0030079+0.00023069i,-0.0017034+0.0005675i,-0.00033698+3.1345e-06i,-0.00044842-0.0006929i,-0.00021816-0.00046205i,0.00026432-0.00058257i,-5.934e-05-0.00085186i,-0.00065187-0.0001906i,-0.00064136+0.0010322i,0.00033191+0.00093471i,0.00062465+0.00085556i,-6.19e-07+0.00078009i,-0.00017982-0.00029337i,0.00057142-0.00026222i,0.00049269-3.4976e-06i,-2.5286e-05-0.00043165i,-4.1375e-05-0.00027832i,0.00024939-7.4186e-05i
-0.00046391-0.00070928i,-0.00028923-0.0012976i,-0.00078824-0.00044971i,-0.0027694+0.00017746i,-0.0040116+0.000568i,-0.0031155+0.0015183i,-0.0012733+0.0012584i,-0.0005692-0.00045155i,-0.00073195-0.0013622i,-0.00092264-0.00057242i,-0.00058139-0.00054935i,-0.00016734-0.00031716i,0.00021179+0.00076489i,0.00019779+0.00076178i,0.00032407+0.00010105i,0.00084534+6.9556e-05i,0.00098492+0.00058277i,0.00054874+0.0011709i,0.00026205+0.00044929i,0.00023737-0.00019095i,-0.00014621-4.8978e-05i,-0.00014099+4.4552e-05i,-0.00046627+0.00042011i
0.0040162-0.00016996i,0.0034279-0.00046679i,0.0029845-0.0026791i,0.0004845-0.0039822i,-0.0024987-0.0027981i,-0.0026312+0.00051457i,0.0019279+0.0024112i,0.0069514+0.00050102i,0.007655-0.0031274i,0.0050012-0.0056598i,0.0016024-0.0061064i,-0.00038024-0.0056416i,-0.0016324-0.0034829i,-0.0019733-0.00049528i,-0.001212+0.0010468i,-0.00034375+0.00079678i,2.8409e-05+0.00075793i,-0.00030124+0.00075833i,0.00030291+0.00053789i,0.00069375+0.00068883i,-0.00011967+0.00061363i,-0.00115+0.00026327i,-0.0011755-5.3198e-05i
-0.001268-0.00066565i,-0.00060464-0.00068197i,-0.00055961+0.00022492i,-0.0012285+0.00050473i,-0.0020642+0.00071749i,-0.002287+0.00061624i,-0.0011111-0.00037532i,-0.00059227-0.0013i,-0.00077958-0.0015532i,-0.00079835-0.00045943i,-0.00093552+1.2995e-05i,-0.00022911-0.00056294i,0.00052618-0.00031149i,0.00031914+0.00087414i,0.00033973+0.0013436i,0.00040657+0.0016518i,-0.00012803+0.0013775i,-0.00077092+0.00078644i,-0.00076374+0.00083726i,-0.00071476+0.00076845i,-0.0011099+6.055e-05i,-0.00040899-0.00063979i,0.00069679-0.00069847i
-0.0014295+0.0014067i,-0.00076521+0.0010206i,-0.0011771+0.00096314i,-0.0024503+0.0010851i,-0.0030358+0.001191i,-0.0020044+0.001182i,-0.0015223+0.0011732i,-0.0023143+0.00026774i,-0.0031465-0.00019099i,-0.0021796+0.00023874i,-0.00071088+0.00034665i,-0.00056271-0.00012136i,-3.1322e-05-5.4131e-05i,0.00049231-0.0002139i,-0.00068008-0.00024603i,-0.00097262-2.8444e-05i,0.00016767-0.00018552i,0.00023702-0.00037349i,-1.2265e-05-0.00022916i,0.0002616+0.00035309i,0.00053966+0.00049931i,0.0004566+0.00063374i,0.000132+0.0010433i
0.0002057+0.0015442i,2.1049e-05+0.0012915i,0.00036983+0.00047754i,-0.00015451+0.00020094i,-0.001662+0.0002364i,-0.0024683+0.00041853i,-0.0024902+0.00091031i,-0.0022215+0.00018308i,-0.0018042-0.00049095i,-0.00089349-3.0009e-05i,0.00035064-0.00065375i,0.00023302-0.00066286i,0.00018181+1.0251e-05i,0.00023587+0.00039421i,4.1504e-05+0.00096925i,0.00032843+0.00079822i,0.00053733+0.00038374i,5.146e-05+9.8311e-05i,-0.0010276+7.3779e-06i,-0.0006641+0.00028617i,0.00051218+0.00011637i,0.00038491-0.00032808i,-7.3102e-05-0.00057721i
-4.1602e-05-0.00077033i,-0.00041145-0.00013592i,-0.0020797-0.00068462i,-0.0033102+0.00076117i,-0.0038254+0.002163i,-0.0024034+0.0017703i,-0.00030003+0.00048445i,0.00022798-0.00053332i,-0.00056758-0.0010505i,-0.0011156-0.00083719i,-0.0015686-0.00011895i,-0.0013882+0.00021907i,-0.00038908+5.3543e-05i,0.00018125-0.00076526i,0.0009709-0.0010426i,0.0015193-0.00024663i,0.0010418+0.00071952i,0.00058913+0.00077576i,-0.0007583-0.0004385i,-0.0014378-0.00064592i,-0.00020525+0.00052735i,0.00024413+0.0012635i,2.3902e-05+0.00078748i
-0.0021905+0.00022651i,-0.00027543+0.00075901i,0.00036695+0.0019884i,-0.00021113+0.0017871i,-0.00036312+0.0018505i,5.8138e-05+0.0012398i,-0.00034481+0.00019522i,-0.00052734-0.00079786i,-0.00082178-0.00032414i,-0.00069881+0.0004598i,0.00041622-0.00016339i,0.0010418+0.00013696i,0.00039089+0.00066001i,-0.00025633+0.00045987i,-0.00043957+0.00031722i,-4.689e-05+0.0005589i,-0.00018742+0.00016802i,-0.00072351-0.00064708i,-0.0002068+0.0001346i,0.00033518+0.00056444i,-0.00013764+0.00026728i,-8.2433e-05-0.00012303i,0.00063236-0.00047968i
0.00074616-0.00090941i,0.00076803-0.0015593i,-0.00010529-0.0016285i,-0.002599-0.0010273i,-0.0051754-0.00023253i,-0.0049829+0.001463i,-0.0027258+0.0021543i,-0.00092114+0.00090887i,-0.00011473-0.00033467i,-0.00039533-0.0011528i,-0.00042342-0.0013235i,0.00046821-0.00046388i,0.0012211+0.00072238i,0.00094846+0.0012433i,-0.00026629+0.00073035i,-0.00063992+0.00013743i,-6.5948e-05+0.00028149i,-0.00048664-0.00018687i,-0.00039459-0.00098066i,0.00016851-0.00035216i,-0.0006826+0.0002259i,-0.0011356+0.00060204i,5.9998e-05+0.0011081i
-0.00029535+0.0023i,-1.7961e-05+0.0015089i,-0.00030645-9.018e-05i,-0.0016186-0.00079632i,-0.0024388+4.69e-06i,-0.0021381+0.00099847i,-0.0013369+0.00064063i,-0.0008166-0.00083676i,-0.00072337-0.0012036i,-0.00018755-0.00042299i,-8.4596e-05+0.00027006i,-0.00019668+0.00043424i,0.00019753+0.00048234i,-0.00028396+0.0006579i,-0.00076317+0.00082772i,7.6201e-05+0.00060156i,0.00096541-4.154e-05i,0.00091116-0.0007036i,0.00057641-0.001097i,0.00022195-0.00064223i,-0.00089642-3.7085e-05i,-0.001184-0.00028405i,-0.00042344-0.00018063i
0.00069565+0.0028197i,0.00054574+0.0020406i,-4.2379e-05+0.0011421i,-0.00061939+0.001016i,-0.0013672+0.00085134i,-0.0014534+0.00025062i,-0.00074583+1.5049e-05i,-0.00050002+0.00018839i,-0.00067485+0.00011179i,-0.00017873+0.0003249i,-0.00010462+2.3115e-06i,-0.00081124-0.00045598i,-0.0010804-0.00041113i,-0.00035569+7.5732e-05i,-0.00045938+0.00085089i,-0.0010086+0.00098201i,-0.0013023+0.00030506i,-0.0014847-0.0004132i,-0.00084376-0.00037654i,-0.00073156+0.00030602i,-0.00032497+0.00093232i,0.00029907+0.00054363i,0.00012475+0.00024011i
0.0025103+6.9873e-05i,0.00083181-0.0008857i,-0.00015474-0.0020733i,-0.0013167-0.0022217i,-0.0036398-0.00092491i,-0.0038553+0.00015755i,-0.0013081+0.0008888i,4.8709e-05+0.0012036i,3.3792e-05+0.00084773i,0.00011689+3.3766e-06i,0.00025773-0.0006763i,0.00027092-9.3913e-06i,8.8911e-05+0.00062729i,0.00070609+0.00044493i,0.0015281+0.00023041i,0.0011548+0.00045027i,-4.3079e-05+0.00057404i,-0.00045099-0.00017376i,-0.00028124-0.00052757i,-0.00031659-0.00058721i,-0.00051477-0.0011549i,-0.0005486-0.00111i,-1.8838e-05-0.00012496i
-0.00058067-0.00046047i,-0.00077949-0.00080554i,-0.00057756-0.00023745i,-0.0017841+0.00073062i,-0.0025266+0.0013906i,-0.0017724+0.0024121i,-0.00068554+0.0020205i,-0.00052745+0.00033842i,-0.00081398+0.00021975i,-0.00049052+0.00039855i,-0.00022496-0.00012837i,9.1392e-05-0.000995i,0.00019562-0.00043918i,0.00016534+0.00088305i,0.00033752+0.00078276i,0.00022947+0.0012399i,0.00016461+0.001185i,8.1151e-05+0.00044018i,-4.5521e-05+0.00040714i,-0.00063341+0.00019482i,-0.0012245+0.00025127i,-0.00079315+0.00063499i,-0.00018075+0.0010626i
-0.00052848+0.00016573i,-0.00042553+0.0010846i,-0.0013915+0.00076369i,-0.002476-8.8172e-05i,-0.0040237-1.7116e-05i,-0.0035664+0.00026689i,-0.0013842+0.00056043i,-0.00056945+1.2925e-06i,-0.00066388-0.00069548i,-0.00050919-0.00068825i,1.3764e-05-0.00014307i,6.4936e-05+0.00047575i,-2.4823e-05+0.00029873i,8.0937e-05-1.3859e-05i,0.00061+0.00036255i,0.00077572+0.0004458i,9.6475e-05-9.8265e-05i,-0.00031346-0.00012702i,5.7595e-05-0.0002126i,0.00070789-0.00089047i,0.00038456-0.00063645i,-0.00019929-0.00031415i,-0.00025303-0.00033866i
0.00069747-0.00015344i,-2.8815e-06+3.301e-05i,-0.00088626-0.000776i,-0.0021165-0.0013745i,-0.0028113-0.00050785i,-0.0027178+0.00075777i,-0.0012415+0.00074364i,-0.00014033-0.0007976i,-0.00037076-0.00080477i,-0.00053932+0.00017819i,-0.00019415+4.9171e-05i,-0.00028567-1.5757e-05i,-0.00034484+0.00011507i,0.0002698+0.0011624i,0.00064736+0.0016628i,1.3396e-05+0.0014956i,-0.0002323+0.00073922i,0.00037068+0.00095414i,-0.00021688+0.00034255i,-0.00049015-0.0012827i,-0.00046474-0.00081253i,-0.00030707+0.00069112i,-0.00026101+0.001268i
0.0016859+0.00051699i,0.0016225+0.00038242i,0.00051331-0.00092261i,-0.0022717-0.0018285i,-0.0042665-0.0017512i,-0.0034993-0.00017315i,-0.00089599+0.00084529i,0.00040956+0.00010476i,0.00026723+0.00012512i,-0.00011231+0.0001009i,-0.00026875-0.00047444i,-0.0004484-0.00045981i,-0.00088834+0.0003815i,-0.0014207+0.0014212i,-0.0010041+0.0015495i,-0.0003271+0.00135i,0.00033154+0.0010391i,0.00013927+0.0001727i,-8.676e-05-0.00043667i,-0.00015641-0.00047262i,-0.00091227-0.00017206i,-0.0013104-0.0005771i,-0.00060299-0.00051133i
-0.0020703-0.00028978i,-0.0025879-9.0852e-06i,-0.0024423+0.00038003i,-0.0019485+0.0019033i,-0.0021831+0.0022547i,-0.0020972+0.00071993i,-0.0010288-0.00044664i,-0.0015035-0.00076002i,-0.0025477-0.00041795i,-0.0016703+0.00054525i,-0.00098652+0.00064316i,-0.0005048+0.00046649i,0.00015897+0.00072635i,-0.00038271+0.00055788i,-0.00069202+0.00043411i,0.00022346+0.00073612i,-1.0192e-05+0.00041253i,-0.0004446+0.00017833i,-0.00079151+0.00029945i,-0.0010838+5.8021e-06i,-0.00027737-0.00053057i,0.0003073-0.000457i,-0.00013929-0.00027238i
0.0012255+0.0024443i,0.0016523+0.0026339i,0.0018909+0.0015621i,0.0010415-0.0001024i,-0.00030834-0.00078784i,-0.0019948-0.00078914i,-0.0021376-0.00029402i,-0.0012356-0.00029559i,-0.00057433+0.00010466i,-0.00027438+0.001341i,-0.00073648+0.0010498i,-0.00065779+0.00050609i,-0.00088175+0.0006423i,-0.0010775+0.00041012i,-0.00058984+0.00073521i,0.00019066+0.0011214i,0.0005598+0.0011126i,0.00033376+0.00069102i,-0.00011166+0.00022396i,-0.00090556-8.0219e-05i,-0.00080574-0.00037808i,-0.0007559+5.8442e-06i,-0.00048766-0.00015527i
-0.00012938-0.00064446i,0.00048755-0.0014278i,-7.2962e-05-0.0010706i,-0.0017383-0.00045351i,-0.0041426+0.00055082i,-0.0039868+0.00084538i,-0.0014296+0.00030372i,0.00020199-0.00047284i,-0.00010177-0.0004081i,-0.00034454+4.2954e-05i,0.0004421-0.00045804i,0.00025892-0.00065185i,-0.00055661+0.00012797i,-0.0006675+0.00039585i,-0.00023825+0.00027221i,-0.00013707+0.00067396i,0.00017633+0.00040377i,0.00036377-0.00058202i,-0.00031152-0.0015594i,-0.0011587-0.0015094i,-0.001352-0.001031i,-0.0011787-0.00051629i,-0.00027123+0.00069293i
-0.00030778-0.0013482i,-0.001446+4.7233e-05i,-0.0020409+0.00065987i,-0.0028243+0.0019591i,-0.0040192+0.0026392i,-0.0032422+0.0018057i,-0.0019472+0.00039928i,-0.0019252-0.00056883i,-0.0022273-0.00033747i,-0.0015822+5.1837e-05i,-0.00063148+6.9527e-05i,-0.00052797+0.00015274i,-0.00017349+0.0004603i,0.0011575+0.0005519i,0.0011134+0.0002448i,-0.0003231+0.00079525i,-0.0014681+0.00059423i,-0.0012677-0.00066267i,-0.00049039-0.00052599i,9.5463e-05-0.0002713i,-0.00058602-0.00013255i,-0.00046269+0.0001311i,-2.8787e-05+0.00029599i
0.00096165+0.00061597i,0.0012973+0.00024575i,0.0017599+0.00091222i,0.00050587+0.00042258i,-0.0021351-0.00058454i,-0.0026001+0.00039538i,-0.00041014+0.0010667i,0.00036768+6.4347e-05i,-0.00031232-0.00010003i,-9.9791e-05+0.00032224i,0.00025005+0.00039165i,-6.1534e-05+0.00042834i,-0.00028245+0.00065856i,1.419e-05+0.00082696i,8.3439e-05+0.00097822i,-0.00025637+0.0010354i,-0.00052373+0.00072512i,0.00022101+0.00044538i,0.00061525+0.00032118i,-0.00056249+0.00043067i,-0.0013834-8.6128e-05i,-0.0012902-0.00047735i,-0.0006865-0.00052219i
0.0010876-0.0010856i,0.00048537-0.0015315i,5.595e-05-0.0024715i,-0.0025974-0.0022686i,-0.0054762-0.0011817i,-0.004097-0.00028771i,-0.0011219+5.0589e-05i,-0.00051355-0.00046663i,-0.00024058-0.00033111i,0.00076549+0.000308i,0.00023457+0.00042635i,-0.00089394+0.00061587i,-0.0006949+0.00057884i,8.6301e-05+0.00030042i,0.00035628+0.0001585i,0.00056774+0.00056752i,0.00051383+0.00079484i,0.00027483+0.00067857i,0.0004859+0.00081328i,0.00027182+0.00063073i,5.9602e-05-0.00019245i,-7.0925e-05-5.2023e-05i,-0.00060404-0.00016442i
0.0017025-0.00024725i,0.00028477-0.00033019i,-0.0011222-0.00071353i,-0.0021788-0.0011292i,-0.0032911-0.00048287i,-0.0033462+0.00077894i,-0.002175+0.00058539i,-0.00043729-0.0003392i,-2.8039e-05-0.0013214i,-0.000322-0.0016221i,-0.00014926-0.0018297i,9.6432e-05-0.0011931i,0.00058569+0.00060525i,0.0015593+0.0014357i,0.0017884+0.0014219i,0.00087679+0.00085202i,0.00017005-8.3148e-05i,0.00023106-0.00015527i,0.00032581-3.138e-05i,0.00012287-0.00023205i,-0.00015791-0.00044217i,3.3739e-05-0.00066541i,0.00035637-0.00078021i
0.00039562+0.00089258i,-0.00040579+9.3402e-05i,-0.0002328-0.0017873i,-0.0011585-0.0021029i,-0.0026109-0.0011971i,-0.0023571+0.0010357i,-0.00083433+0.0020311i,-0.00014613+0.00090843i,-0.00056327-0.00030552i,-0.00054887-9.9689e-05i,-0.00074916+0.00079558i,-0.00097783+0.0010234i,-0.00074906+0.00033589i,-0.00054309+0.00018654i,-5.3547e-05+9.7551e-05i,0.00087853-0.00019948i,0.00054767+2.0553e-06i,-0.00011467+0.00032979i,-4.7284e-05+0.00023444i,6.364e-05-0.00045174i,-0.00023411-0.00050267i,-0.00023968+0.00022684i,-9.6165e-05+0.000561i
0.00057896+0.00049758i,-0.00021271+0.00055544i,-0.00071309-7.5465e-06i,-0.0014562-0.00015958i,-0.0024896+0.00080765i,-0.0018799+0.00077526i,-0.00080888+3.7124e-05i,-0.0004719+5.3167e-05i,-0.00062128-0.00036606i,-0.00048106-0.00094855i,0.00056136-0.0010916i,0.0009811-0.00080079i,0.0001369-0.00080611i,-0.00010089-0.0001003i,7.1687e-05+0.0010762i,-0.00015052+0.0012273i,-0.00038835+0.00029917i,-0.00040494-0.00045878i,-0.00046402-0.00055715i,-0.00013338-0.0002261i,-0.00011481+0.00014687i,-0.00068376+0.00051589i,-0.0005734+0.00092219i
-0.0018624+0.0015899i,-0.0013604+0.001686i,-0.0013862+0.0025983i,-0.0026942+0.0026409i,-0.0029937+0.0021876i,-0.0020936+0.00076202i,-0.0010647+6.5324e-05i,-0.0012161-0.00059232i,-0.0021757-0.00055257i,-0.0015887+0.00027549i,-0.0015088+0.0004672i,-0.0016401+0.00085495i,-0.0011664+0.0012764i,-0.00077158+0.0010245i,-0.00042898+0.0010618i,-0.00052513+0.0011039i,-0.0011579+0.00039932i,-0.0006087-0.00024368i,0.00054353-0.00058737i,0.0011136-0.00062053i,0.0008444-0.00033813i,0.00034708+0.00081121i,-0.00018076+0.0012229i
0.0014611-0.00015135i,0.0014008-0.00077636i,0.00050185-0.0015384i,-0.0017578-0.0016262i,-0.0034344-0.00076831i,-0.0022659+0.0006736i,5.5849e-05+0.00086772i,0.00036642+0.00034059i,-0.00044923+0.00043074i,-0.00030507+0.0002133i,-0.00013149+0.00051765i,-0.00080996+0.00063i,-0.00090785-0.00040793i,-0.00052759-0.00075566i,-6.1223e-05-8.8288e-05i,4.575e-05+0.00048573i,2.2776e-05-0.00023487i,0.00063566-0.00085376i,0.00048138-0.0006803i,-0.00049718-0.00021199i,-0.0006579-1.3847e-05i,-5.5744e-05+0.00015184i,0.00048903+0.00053885i
9.0854e-05+0.00093746i,0.00018355+0.0012941i,0.00029929+0.00099462i,-0.00069152+0.0013331i,-0.0016252+0.001026i,-0.0012072+0.00061314i,-0.00080104+0.00070833i,-6.0506e-06+0.00094611i,-0.00050935+0.00095767i,-0.00096443+0.00016687i,-0.00039803+0.00018053i,-0.00067772+0.00030625i,-0.00028853+0.00052244i,0.00062192+0.00062124i,-0.00012911-4.6977e-05i,-0.0010714-0.00048679i,-0.00094297-0.00048834i,-0.0010575-0.00029927i,-0.00079223-4.6301e-05i,-0.00046217-7.1318e-05i,-0.00081074+0.00016189i,-0.001116+0.00025834i,-0.00017061-0.00038771i
-1.7274e-05-0.00041178i,0.00055365-0.00016476i,-0.00038375+0.00058843i,-0.0013155+0.00034355i,-0.0022344+0.00025061i,-0.0030712+0.00052826i,-0.0021776-3.1049e-05i,-0.0016459-0.00060008i,-0.0019179-0.00056379i,-0.0011206-0.00078533i,-0.00059997-0.00061214i,-0.00077012+0.00041914i,-0.00064449+0.0014819i,-0.00020207+0.0012605i,-0.00038885+0.00048929i,-0.00073391+0.00045352i,-0.00043734+0.0005472i,-0.0004129+0.00024015i,-0.00051827+0.00015092i,-0.0011349+0.00019594i,-0.0014132+5.3439e-05i,-0.00059581-0.00055182i,-6.2245e-05-0.00081707i
0.00052973-0.00069685i,0.00062213-0.00035169i,-0.00083041-0.00096127i,-0.0020279-0.0015988i,-0.0031462-0.0013044i,-0.0024-0.00060051i,-0.00027121-4.9241e-05i,0.00037273-0.00034603i,-0.0005694+4.8318e-06i,-0.0011066-3.4709e-05i,-3.0692e-05+2.1461e-05i,0.00031609+0.00099838i,0.00014297+0.0015806i,0.00044902+0.00090205i,0.00069887+0.0010642i,0.00076422+0.0013192i,0.00092093+0.00087214i,0.0005993+0.00083777i,0.00016977+0.00048418i,-0.00023614+0.00018329i,-0.0001156+0.00052619i,0.00053227+0.00020365i,0.0011586-0.00039573i
0.00049104-4.7263e-05i,0.00059662-0.00031159i,0.00087064-5.3919e-05i,-0.00082541-0.00041738i,-0.0030448-0.00062841i,-0.0026473-0.00057857i,-0.0006731-0.00072833i,-0.00020574-0.0005359i,-0.00046506+3.494e-05i,-0.00078698-3.4402e-05i,-0.00048633-0.00067494i,-3.7962e-07-0.00094992i,-0.0002485-0.00047759i,-0.00015416+0.00056562i,0.0001801+0.00072225i,7.0362e-05+0.00091169i,-0.00026622+0.0005823i,-0.00072513+0.00032614i,-0.0004505-3.8771e-05i,-0.0004748-0.00039571i,-0.00065045-0.00031107i,-0.00040887+0.00021905i,-0.00023619+0.00058941i
-0.00011261+0.00065905i,-0.00037751+0.00037012i,-0.0013604+7.1646e-05i,-0.0024054+0.000626i,-0.0037145+0.00098387i,-0.0034824+0.0014775i,-0.0012726+0.00072074i,-7.2627e-05-0.00076199i,-0.00040715-0.0014258i,-0.00059658-0.00065038i,-0.00071045-0.00011226i,-0.00095608-0.00019479i,-0.00068925-0.00026033i,-0.00036531-8.2843e-05i,-0.00011057+0.00090203i,0.00069403+0.0017279i,0.0014858+0.000912i,0.00065392-8.5175e-05i,-0.00069762+0.00025018i,-0.0013747+0.00026715i,-0.00086374+0.00051739i,-0.0010259+7.6988e-05i,-0.0012075-0.00072454i
-0.00011177-0.0010126i,9.9235e-05-0.00056139i,0.0008777-0.00016596i,0.00022319+0.00081524i,-0.0014458+0.0017899i,-0.0025133+0.0022937i,-0.0017335+0.0012334i,-0.00069109+0.00013005i,-0.00051017+0.00063533i,-0.0002305+0.00091389i,0.0002559+0.00016048i,-1.2867e-05+0.0001101i,-0.0003966+0.0011231i,-0.00018524+0.001188i,0.00018279+0.00082486i,0.00057281+0.00046432i,-6.2514e-05+0.00035654i,-0.00015289+0.00031381i,0.00013713+0.00065407i,-0.00034904+0.0002776i,-0.00083305-0.00031602i,-0.00067572+0.0001741i,-0.00091143-4.1212e-05i
-0.00083993-0.00040819i,-0.0013126-0.00079396i,-0.001338-0.00088289i,-0.0015474-0.00043042i,-0.0020759-5.1085e-05i,-0.0014205-0.00021663i,-0.00073753-0.00029104i,-0.00055282-0.00021506i,-0.00043604+8.6261e-05i,-0.00013564+3.1356e-05i,-2.8295e-05-3.8649e-05i,-0.00060962+0.00065215i,-0.00077626+0.0008275i,-0.00011406+0.00075499i,9.3751e-05+0.00019557i,-2.2298e-05-0.00046155i,-8.2778e-05-0.00014752i,-0.0004348-0.00013424i,-0.00047146-1.6268e-05i,-0.00016597+0.0004481i,0.00016208-9.3418e-05i,-0.00020502-0.00043603i,0.00024696-0.00069495i
-0.00080948-0.0015641i,-0.00096553-0.001193i,-0.0029156-0.00092386i,-0.005082-0.00011839i,-0.0059402+0.00083573i,-0.0043259+0.0010371i,-0.0019845+0.0004367i,-0.00072443-0.00045503i,-0.00065552-0.00023279i,-0.00043383-0.00026878i,-0.00017989-0.00032285i,-0.00023614+6.3534e-06i,0.00047522-0.0002319i,0.00062177-0.00066691i,0.00013783-0.00055324i,0.00030413-0.00051645i,0.00016176-0.000836i,-0.00012422-0.0014825i,-2.6562e-05-0.0015309i,6.65e-05-0.001368i,-0.00033919-0.00074384i,-0.00073908+0.00022997i,-0.00028369+0.00021038i
-0.0006575-0.00092105i,-0.0013033-0.00065043i,-0.0017808-0.00073298i,-0.0027007-0.00031779i,-0.003183+0.00023003i,-0.0024217+0.00067964i,-0.0013245+0.00019775i,-0.00046038-0.001307i,-0.00036024-0.0016146i,-0.00011865-0.00068633i,0.00020524+0.00016492i,-0.00036972+0.00078277i,-0.00048082+0.00078413i,-0.00016406+0.00010903i,0.00035794+0.00023536i,0.00095442+0.00071137i,0.00043639+0.00016518i,6.727e-05+4.2466e-05i,-4.8698e-05+0.00048505i,-0.000339+0.00025293i,-0.00052658+0.0001916i,-0.00018379+0.00050213i,0.00047231-4.9476e-05i
0.00026594+0.000983i,0.0019217+0.0010262i,0.0032608+0.00064996i,0.0018715-0.00049156i,-0.0011132-0.0011033i,-0.0024619-0.00057855i,-0.0015196-0.00030791i,-0.0010176-0.00027462i,-0.0016269-9.6943e-05i,-0.0011782-0.00042738i,-0.00041162-0.00074018i,-1.062e-05-0.00053585i,0.00023425-0.00032115i,0.00034155+0.00022093i,0.00040266+0.00075048i,0.00038629+0.0012988i,0.00050984+0.00047389i,0.00026206-0.0006709i,0.00038856-0.00085442i,0.00023947-0.00054287i,5.7216e-05-0.0001241i,0.00025498+0.0008979i,0.00047493+0.00069372i
