-0.0012318+0.00072036i,5.0234e-06+0.00039177i,0.00090215-0.00067652i,0.00066821-0.00076205i,-0.0011318+0.0004384i,-0.0023509+0.00074848i,-0.0017889+0.00072453i,-0.00068431+0.00075076i,0.00014325+0.00083423i,0.00069329+0.00049206i,0.00091413+0.00064128i,0.00043721+0.00066899i,-0.00030154-0.00010076i,-0.0004577-0.00050036i,-0.00083501-0.00054404i,-0.00069865-0.00035809i,0.00027866+0.00048925i,0.00021869+0.00088462i,-0.00023208+8.3853e-05i,-0.00032456-0.00090333i,0.00020939-0.0011531i,-5.9905e-05-0.00096328i,-0.00042066-0.0011286i
0.0019466+0.00065922i,0.0014338+0.00069004i,0.0013142+0.00016777i,0.0011015-0.00067776i,0.00068653-0.00099837i,0.00038292-0.00082172i,-0.00054848-6.5503e-05i,-0.0010248+0.00047374i,-0.0011358+0.00069597i,-0.0010134+0.00026893i,-0.00067249-0.00046037i,-0.00069123-0.00031138i,0.00011863-4.8135e-05i,0.001015+0.00010294i,0.001285+1.3821e-05i,0.00074332-0.00022387i,-5.8189e-06-0.00034838i,-4.0482e-06+0.00022044i,-0.00037148+0.00022247i,-0.00013843+0.00067427i,-0.00014677+0.0014307i,-0.00077643+0.00087409i,-0.00079376+0.00073869i
0.00038016-0.0011973i,-0.00054649-0.001272i,-0.0019602-0.0018924i,-0.0024734-0.0018702i,-0.00193-0.0010243i,-0.0015846-0.00031371i,-0.0012317+7.2922e-05i,-0.0011985+0.00075254i,-0.0014698+0.00090722i,-0.0013628+0.00031071i,-0.00089112-8.2077e-05i,-0.00038353-0.00013155i,0.0002356-0.00073714i,0.00042603-0.0010852i,-0.00012063-0.00057841i,-0.00073772-0.0002042i,-0.00048735-0.00029481i,-2.0312e-05-0.00040429i,-0.00012518-0.00043291i,-0.00024561-0.00030657i,-0.00012116-0.00035875i,0.00036184-0.00041444i,0.00028977-0.00034117i
4.2843e-05-0.0010542i,-0.00077375-0.0011675i,-0.00075946-0.0010647i,-0.0012236-0.00094661i,-0.0015748-0.0020341i,-0.0009685-0.002069i,-8.6898e-05-0.00032433i,0.00011888+0.0001573i,-0.00015786-0.00067722i,0.00055454-4.9155e-05i,0.00085775+0.00074868i,-3.3181e-05+0.00017319i,-0.00023973-0.0009194i,1.5173e-05-0.0012311i,0.00012854-0.00090809i,0.00046953-0.00073094i,0.00097115-0.0006973i,0.0011742-0.00082498i,0.0004168-0.00079816i,-8.651e-05-5.1249e-05i,-1.7922e-05+0.00035221i,-0.0001956+0.00016156i,-0.00036449+0.00021887i
0.00026829+0.00082174i,0.00020291+0.00012313i,0.0010737-0.00035301i,0.0008917-0.00026022i,-0.00011132-0.00040229i,-0.00059291+4.8866e-05i,-0.00067105+9.1937e-05i,-0.00080425-0.00042683i,-0.00050379-0.00045293i,0.0005222-0.00041988i,0.00095647-0.00062769i,0.00080118-0.00017i,0.00058036+0.00021295i,3.5636e-05+0.00024249i,-0.0004305+0.0004048i,-0.0004348+0.00031958i,-0.00025117+3.9291e-05i,-0.00027882-0.00043635i,-0.00066308-0.00074467i,-2.7398e-05-0.0001321i,0.00034591+0.00052132i,-0.00051004+0.00063584i,-0.00094927+0.00032161i
0.0010404-0.0003474i,0.00097839+0.00022902i,-8.2615e-05-1.6331e-05i,-0.00079102-0.00091461i,-0.001333-0.001334i,-0.0009709-0.0011827i,-0.00055064-0.0013934i,-0.00080249-0.00068891i,-0.0011516+0.00069037i,-0.0010062+0.0006883i,-0.00042017+0.00062372i,0.00034688+0.00046036i,0.00070534+0.00030962i,0.001064+0.00077047i,0.0013411-5.9893e-05i,0.00060511-0.0010342i,0.00023344-0.0011178i,0.00013397-0.00020102i,7.1032e-05+0.0006201i,-2.7938e-05+0.00065523i,0.00033907+0.00032658i,0.00054221-7.9733e-05i,6.97e-05-0.00019676i
0.0010394+0.0014792i,0.0010032+0.0011567i,0.00079137-9.4315e-05i,0.00089756-0.0016289i,0.00060169-0.0024265i,-0.00029727-0.0019644i,-0.00068377-0.00030027i,-0.00063689+0.00075243i,0.00024744+0.0010438i,0.00046027+0.0008324i,-6.0585e-05+0.00050699i,-0.00030859+0.00053218i,-0.00043324+0.00013797i,-0.00013632-7.4867e-05i,0.00022638-0.00069596i,0.00034641-0.0013501i,4.2714e-05-0.00062644i,-0.00061554+9.3283e-05i,-0.00037764+7.5271e-05i,5.5188e-05+0.00061915i,0.00060416+0.00096926i,0.00067627+7.3687e-05i,0.00010471+3.2747e-05i
0.00016419+0.0010305i,0.00054753+0.00053048i,0.00060849-0.00037659i,-0.00029002-0.0004301i,-0.00053633-0.0003935i,3.8173e-06-0.00095655i,-0.00030511-0.00062371i,-0.0010408+0.00017455i,-0.00082774+0.00092768i,-0.00040147+0.0014824i,-0.00079444+0.00081565i,-0.0011706+0.00020352i,-0.001464+0.00017818i,-0.00091841-0.00026679i,0.00028518-1.6953e-05i,0.000719+0.0007033i,0.00035869+0.00025042i,-0.00032016+0.00056303i,-0.00059021-2.6103e-05i,-0.00046399-0.00058833i,-7.1203e-05-0.00027965i,0.00042408-0.00043166i,0.00021037-0.00038749i
-0.00012323+0.00026223i,-0.00017067+0.00096833i,-0.00041889+0.0022466i,-0.00043918+0.0022493i,8.5607e-05+0.0011346i,-0.00031695+0.00048832i,-0.00028572-3.1194e-05i,7.6967e-05+0.00034113i,-0.00072159+0.00078587i,-0.00059616+0.00093755i,0.00018016+0.00087235i,0.00062022+0.00036557i,0.00099296-0.00011586i,0.00073278-0.00015136i,-5.008e-05-0.00025266i,0.00052612-0.00065889i,0.00092386-0.0003239i,0.00029244+0.00033724i,0.00026744+0.00039175i,-0.00065855+0.00020926i,-0.00058751+0.00019648i,0.00030396+0.0008539i,0.0007801+0.0010768i
0.00075549-0.00046859i,-0.00054957-0.0012677i,-0.00067942-0.0018933i,-0.00053768-0.0018492i,-0.00066523-0.001118i,-0.00046997-0.0010687i,-0.0011783-0.0010691i,-0.0010475-0.00073258i,-0.00024476-0.00030771i,-0.00011201-0.00018056i,0.00020399-0.00016829i,0.00018671+2.5697e-05i,-0.00057631-3.3069e-05i,-7.702e-05-0.00041286i,0.0011395-0.0004028i,0.0011862+0.00029208i,0.0013289-0.00023487i,0.00077895-0.0011396i,-0.00029029-0.00075276i,-0.00042312-2.6014e-06i,-0.0001195+0.00020961i,0.00053337-0.00021257i,0.0008578+7.3388e-05i
0.00056506-0.00027751i,0.00045293+0.0010991i,0.00055784+0.0020146i,0.00041382+0.0010436i,-0.00027841+0.00039116i,-0.00060448+0.00084833i,-0.00080749+0.00091512i,-0.00050903+0.00073557i,-0.00010441+0.0009711i,5.3139e-05+0.00062301i,0.00046298+0.00025819i,0.00039986-0.000279i,-0.00027322-0.00065368i,-0.00044151-0.00092008i,0.00028148-0.0010867i,-0.00017102-0.0006736i,-0.00039993-0.0010608i,-0.0002146-0.0014625i,-0.00067613-0.00040495i,-0.001165-0.0001132i,-0.0014712-0.00044518i,-0.00099777-0.00013581i,-0.00026-0.00016545i
0.0013209+2.755e-05i,0.00041982+0.00020636i,-5.6379e-05+0.0001394i,-0.0003731-0.00023786i,0.00022849-0.0011605i,0.00012724-0.001892i,-0.00072791-0.0012515i,-0.00040829+0.00032655i,0.00020699+0.0015002i,0.00055133+0.0013924i,0.00053164+0.00064665i,0.00048647-0.00023533i,0.0003977-0.00054488i,0.00027294-0.00016855i,-0.0001379-0.00069947i,-0.00015503-0.0014253i,-5.7307e-05-0.0014261i,3.7251e-05-0.00081056i,0.00012369+0.00063885i,4.343e-05+0.001197i,0.00025176+0.00046971i,0.00018561+0.00032887i,-0.00048361+0.00046355i
0.0010111+0.00048218i,0.0004311+0.00040813i,0.00051116+0.00019224i,1.7918e-05-0.00018272i,-0.00093219+0.00030315i,-0.0012536+0.0012497i,-0.002144+0.00092152i,-0.0017437+0.00024965i,-0.00070188-8.9001e-05i,-0.00068788+2.888e-05i,-0.00041122+0.00063731i,6.8083e-05+0.00073727i,-0.00064432+0.00014098i,-0.0013539-0.00036139i,-0.0002808-1.8022e-05i,0.00086306+0.00030324i,0.0012223+0.00027449i,0.00093737+0.00038404i,0.00015391+0.00012817i,-0.00020735-0.00038137i,0.00038792-0.00030112i,0.00068059-0.00016962i,2.5842e-05+0.00045378i
0.00058124+0.00073687i,0.00059169+0.00037208i,0.00052048-0.0006714i,-0.00028586-0.0015723i,-0.00071247-0.0014855i,-0.0011137-0.0012546i,-0.0012352-0.00019882i,-0.00094315+0.00032563i,-0.0012409-0.00012458i,-0.0012839-2.8045e-05i,-0.0010141+0.00024878i,-0.00035196+0.00011522i,0.00047532+9.944e-07i,0.0011364-0.00024819i,0.00064696-0.0005885i,7.8413e-05-0.00071027i,0.00022101-0.00056167i,-0.00036951-0.00070221i,-0.00015272-0.00051187i,0.00013615-0.00068832i,-0.000316-0.0012745i,-0.0006503-0.0011712i,-0.00021532-0.00054503i
0.001058+0.00028778i,0.00095603-0.00033633i,0.00075602-0.0011623i,0.00020087-0.0013596i,-0.00067812-0.001606i,-0.00061765-0.0010413i,-0.00076875+0.00032178i,-0.0012486+0.00063892i,-0.00097921+0.00068323i,-0.00035522+6.6766e-05i,-0.00054508-0.00045225i,-0.00091242-0.00071413i,-0.0003833-0.00091444i,0.00021184-0.0008188i,0.00093942-0.00021408i,0.0010711+0.00044783i,9.681e-05-0.00028259i,-0.0002839-0.00067657i,0.00015085-9.3458e-05i,0.00026555-0.00024141i,-2.6776e-05+0.00017096i,-0.00011251+0.00031234i,0.00026547+0.00014426i
0.00017721+0.0010092i,-0.00041545+0.0011163i,5.4399e-05+0.0014451i,0.00020882+0.00078277i,-4.3885e-05-0.00014995i,0.00064232-0.00069657i,0.00044093-0.00093488i,-0.00063427-0.00012695i,-0.00037482+0.00031833i,0.00016609-0.00030529i,0.00050903-0.00069259i,3.9104e-05-0.00069387i,-0.00025764-0.0002194i,0.00053601-0.00047424i,0.0012699-0.00057272i,0.00082713+0.0002259i,0.00018105+0.00026646i,1.5881e-05-9.6313e-05i,0.00012505-0.00030671i,8.7834e-05-6.1907e-05i,7.3532e-05+0.00015276i,-0.00017413+4.8163e-05i,-0.00070283+9.0785e-05i
0.00070015-0.00092169i,-5.0563e-06-0.00062001i,-0.001415-0.0014342i,-0.0016953-0.0011043i,-0.00115-0.00027802i,-0.0010182+0.00058415i,-0.00089159+2.3127e-05i,-0.00063605-0.00018524i,-0.00040705+0.00064299i,-0.0010916+0.00035591i,-0.0010007-9.9565e-05i,3.3338e-05+0.00049213i,0.00042391+0.00062139i,5.0413e-05+0.00038266i,7.2651e-05+0.00028598i,6.2741e-05-0.00073095i,-3.6418e-05-0.00087579i,-3.6659e-05+0.00028929i,-0.00039786+0.000624i,-0.0008394+0.00013529i,-0.00058763+6.0808e-05i,-3.4343e-05-9.4503e-05i,0.00013156-4.3302e-05i
-0.00015636+0.00019362i,0.00091125-0.00017589i,0.0011218-0.00067939i,0.0013631-0.0012298i,0.00080237-0.0016459i,0.00016708-0.0013496i,-4.888e-05-0.00079676i,3.06e-05-0.00015297i,-3.3096e-07+0.00063695i,0.00032142+0.00065906i,0.00066032+0.00060455i,0.00056141+0.00052744i,0.0001063-0.00021504i,-1.4949e-05-0.0006915i,0.00051256-0.00059975i,0.00090878-0.0005525i,0.0010931-0.00030228i,0.00089389-0.00045996i,0.00082024-0.00039637i,5.6674e-05-0.00025373i,-0.00018716+0.00031513i,-0.00016853+0.00073812i,-0.00094218+0.00025509i
-0.0011476+0.00068055i,-0.0015302+0.0016215i,-0.0013237+0.0019325i,-0.00072469+0.0015932i,8.1836e-05+0.0014652i,0.00036175+0.00069543i,-0.00036057+0.00055084i,-0.00024064+0.00085825i,0.00017447+0.00098971i,0.00038609+0.00067308i,0.00039153+0.00032461i,0.00032334+7.2462e-05i,0.00037715-0.00070894i,0.00028416-0.00054932i,0.0001303+0.00082159i,0.00039187+0.00087708i,0.00053489+0.00029236i,-0.00048009+3.5076e-05i,-0.00087092-0.00061508i,-0.00021615-0.001052i,-0.00019705-0.00041692i,-0.00076548+0.00041594i,-0.0010225+0.00055514i
0.00088811-0.00078168i,0.00053912-0.0010191i,0.0013926-0.0011125i,0.00041586-0.00163i,-0.00059276-0.0012411i,-0.0008555-0.00061517i,-0.00057226-0.00035494i,-0.00053041-0.00011493i,-0.00075083+0.00036116i,-0.00077749+0.0011942i,-0.00082826+0.00040698i,0.00019397-0.00072833i,0.00083268-0.00080093i,0.00068639-0.00014513i,0.00026401-0.00030954i,-9.6177e-05-0.0011848i,0.00041708-0.00086965i,0.00039341-0.00028293i,-0.00051955+6.3951e-05i,-0.0004082-0.00023791i,-0.00050398-0.00049669i,-0.0010321-0.00023874i,-0.00087836+0.00032173i
0.0012989-0.00024599i,0.0011347-0.00018755i,0.00040289-0.0008448i,0.00011796-0.0011346i,-0.00040313-0.00097524i,-0.0011397-0.0003946i,-0.0009916+0.00064919i,-0.0014131+0.0011329i,-0.0016118+0.0012825i,-0.00107+0.0016085i,-7.6421e-05+0.00098472i,-7.6343e-05+8.075e-05i,-0.0005965-5.5082e-05i,-0.00012567+2.0016e-05i,0.00047397+0.00034722i,0.00044548+0.00041536i,0.000684+0.00025975i,0.00071066+0.00049553i,0.00054079+0.00030188i,0.00061024+0.0005079i,2.9383e-05+0.00015602i,-0.0003501-0.00020317i,-9.4691e-05+0.00017858i
-0.00039123-0.0007598i,-0.00132-7.2447e-05i,-0.0020959-0.00030666i,-0.0021434-0.0016657i,-0.0014699-0.0015219i,-0.00042677-0.00058925i,5.0883e-05-0.00078607i,-4.2441e-05-0.00017288i,-0.00014695+0.0012819i,0.00028022+0.00043921i,-0.00019382-0.00059877i,-0.00044533-0.0002235i,-0.00046625-0.00069532i,-0.00064847-0.00013773i,-9.7245e-05+0.00038183i,-1.0616e-05-0.00065672i,-0.00013469-0.00048284i,0.00059258+7.1128e-05i,0.0010545-3.4817e-05i,0.00093177+2.2e-05i,0.00024416+0.00022288i,4.7255e-05-0.00010553i,0.00042836-0.0003645i
0.00096701-0.00034575i,-0.00014582-0.00031805i,-0.00053498-0.00033299i,3.4439e-05-0.0007542i,-0.00047653-0.001444i,-0.0010387-0.0008469i,-0.00084501+0.00011888i,-0.00047128+0.0012309i,0.00018288+0.0012593i,0.00066787+0.00035754i,0.00070162-9.0127e-05i,0.00048338+0.00019133i,0.00011959+0.00017894i,0.00056929-0.00062014i,0.0010921-0.00088289i,0.00063098-0.00036735i,0.00019069-0.0011844i,0.00011539-0.001631i,0.00012068-0.00070099i,-0.00036454-0.00038604i,-0.00029877+3.0804e-05i,0.00024372+0.00015922i,0.0004651-7.6866e-05i
0.00022617+0.0013088i,-0.0010269-3.0731e-05i,-0.0014595-0.00080758i,-0.0011376-0.001099i,-0.00031188-0.00083784i,-0.00080949+0.00041411i,-0.00078372+0.00090655i,0.00030141+0.0010344i,0.0011869+0.00057136i,0.0010704+0.00017953i,-6.1357e-05-6.9373e-05i,-0.00039092-0.00042825i,-0.00058052-0.00029687i,-0.00033036+0.00096354i,0.00062442+0.0012207i,0.00093609+1.4968e-06i,-0.00011714-0.00038454i,-1.0151e-05-0.00015693i,0.00050452-2.2294e-05i,4.9115e-05+0.00075635i,-0.00050339+0.0011464i,-0.00046663+0.00033034i,-5.5743e-05-7.5716e-05i
0.00069524-7.1482e-05i,0.00036795-0.00051387i,0.0003685-0.0017575i,0.00071982-0.0014103i,-0.00026979-0.00071327i,-0.00083548-0.00057569i,-0.00028267-0.00039815i,-6.3292e-05-0.00074309i,9.4747e-05-0.00022675i,0.00024754+0.00048389i,0.00094323+5.1911e-05i,0.0014928+0.00021287i,0.0010966+0.00042697i,0.00063805-0.00018422i,2.6469e-05+4.1815e-05i,-0.00069917+0.00037879i,-0.00045641+0.00030362i,-0.0002752+0.00025828i,-3.4111e-05+0.0004598i,7.5953e-05+0.0006705i,0.00033046+0.00057084i,0.00090935+0.00038639i,0.0003601+0.00014209i
0.00057104-0.00038298i,0.0010274-0.00038068i,0.0012015+0.00056446i,-0.00025961+0.00038707i,-0.00066961-0.0006119i,-0.0010715-0.00048405i,-0.0011181-0.00043135i,-0.00093625-0.00010331i,-0.00077517+0.00033717i,0.00015349+0.00024813i,4.4994e-06-0.00019573i,-0.00025131-0.00019517i,0.00044437+0.00020537i,0.00058111-0.00028586i,-0.00015123-0.00076365i,0.0003564-0.00075646i,0.0015718-0.0010226i,0.0012091-0.0007787i,0.00013662-0.00013801i,-4.4141e-05-6.8587e-05i,-0.00055862+0.00025252i,-0.00059116+0.0012955i,0.00021092+0.0010305i
0.0010634-0.00015823i,0.00065842-4.3222e-05i,-0.00011998-0.0005509i,-0.0014781-0.00083096i,-0.0020603-0.00035993i,-0.0017981+0.0004167i,-0.0012384+0.0010059i,-0.00050404+0.00076419i,0.00027226+0.00097686i,0.00021334+0.00075427i,6.6856e-05-5.6835e-05i,-0.00016601-0.00041475i,0.00016603-0.00021956i,0.00077194-1.167e-05i,0.00057785+5.669e-05i,0.00013887-0.00079387i,-8.4098e-05-0.0013333i,5.4979e-05-0.00088217i,-5.5468e-05-9.1636e-05i,-3.8773e-05+0.00034562i,1.7121e-05-0.00029933i,0.00034854-0.00044095i,0.00027658-0.00027407i
3.3179e-05+9.0866e-05i,0.00090002+0.00023713i,0.0008616+0.0011979i,0.0010773+0.0015391i,0.00024253+0.0011882i,-0.00024943-0.00026661i,-0.0001963-0.00072193i,-0.001327+3.5596e-05i,-0.0017464+0.00035242i,-0.00060653+0.00031676i,0.00046782+7.5453e-05i,0.00079642+9.5888e-05i,0.00048935+7.0556e-05i,-0.00067717-0.00039074i,-0.0011368-0.00096653i,-0.00068299-0.00094852i,-0.00069796-6.8841e-05i,-0.00059264+0.00039112i,4.6408e-05+0.00052756i,0.00057708+0.00084003i,2.9992e-05+0.00032276i,-0.00069165+3.2256e-05i,-0.00033043+0.00036409i
-0.0015278+0.0008888i,-0.00066773+0.0018578i,-1.1185e-05+0.0016067i,2.3688e-05+0.0009147i,-0.0006481+0.00030337i,-0.00023859-0.00054224i,0.00030049-0.001267i,-0.00086615-0.00082042i,-0.0017264+0.00080247i,-0.0010486+0.0012471i,-5.684e-05+0.00057557i,0.0008057+5.9757e-05i,0.0008077-0.0004967i,-5.7721e-05-0.00087225i,-0.00057923-0.00037333i,-0.00083638+0.00029233i,-0.00069584-0.00094907i,-0.00016105-0.0011536i,-0.00018312+0.00036965i,-0.00035123+0.00064643i,-0.00040489+0.00015458i,-0.00019074+0.00020875i,0.00051212+0.0002747i
-0.00043779+0.00049572i,-0.0010135-0.00053729i,-0.0003463-0.00081205i,0.00089115-0.00034383i,0.00026925-0.00024444i,-0.00088766-0.00062795i,-0.00070988-0.00014124i,-0.00032356+0.0006256i,-0.00014502+5.8279e-06i,3.5013e-05-2.6334e-05i,-5.6181e-05+0.00048556i,1.6932e-05+4.3931e-05i,4.8457e-05-0.0010552i,0.00072126-0.0013071i,0.0015403-0.0006978i,0.0011836-0.0003528i,0.00037557-0.00028873i,1.2091e-05-0.00019496i,-0.00035507-0.00047741i,-0.00040836-0.00044567i,9.0499e-05+1.0528e-05i,0.00023119+0.00023368i,0.00010265+3.5854e-05i
9.6554e-05+0.00013566i,-0.00020454+0.00088595i,-0.00051674+0.0012761i,-0.00050092+0.00015307i,-0.00060844-0.00093362i,-0.00083785-0.00077481i,-0.00069326+0.00016433i,-0.00074477+0.00060346i,-0.0011862+0.00018484i,-0.00090151-0.00044205i,-0.00071941-0.00038536i,-0.0005599-0.00072255i,0.00039644-0.00087223i,0.00089821-0.00029032i,0.00051903-0.00012054i,1.4481e-05-0.00023933i,-0.00025743-0.000173i,-0.00040171-0.00017172i,-0.00040356-0.00012789i,4.4883e-05+0.00012123i,0.00056089-0.00018441i,0.00082577-0.00050211i,0.00047678-0.00103i
0.0015902+0.00056297i,0.002027+0.00067818i,0.0022203-0.00032416i,0.00029425-0.0012424i,-0.0014824-0.0014885i,-0.0021017-0.0015884i,-0.0018232-0.0012639i,-0.00063248+0.00039776i,-0.0003185+0.0016417i,-0.0005605+0.00055956i,-0.00089338-0.0011547i,-0.00030363-0.00061899i,0.00068098+0.00030354i,0.00054751+0.00021954i,-5.0648e-05-0.00013506i,0.00020582-0.00064352i,0.0007475-0.00074862i,0.0012662-0.00039453i,0.00077783-0.00060568i,-0.00026804-0.00047976i,-0.00082978-0.0001923i,-0.00067614-2.1611e-05i,-3.7751e-05+8.7146e-05i
-0.0008918-0.00069959i,8.6919e-05-0.00064641i,8.0461e-05-0.00022503i,-0.00071061+2.8829e-05i,-0.001006+0.00076949i,0.00016732+0.00076672i,0.00044328-5.8575e-05i,-0.00061754+0.00033654i,-0.00092116+0.00028385i,-0.00058005+0.00049313i,-0.00035057+0.0011628i,-0.00029175+0.00099814i,-5.1981e-05+0.00084761i,0.00052062+0.00010975i,0.00017804-0.00045147i,0.00038272-3.3997e-05i,0.00057063+0.00036871i,0.00014614+0.00060383i,-0.00027378+0.00024657i,-0.00025616-0.00050764i,-0.00013751-0.00021348i,2.1522e-05+0.00043675i,0.00063262+0.00048794i
0.00017947+0.0013767i,0.00048295+0.0010414i,0.00059482-9.8707e-05i,-0.00049748-0.00060581i,-0.0011213-0.00056149i,-0.00049617-0.00075915i,-0.00085392-0.0011588i,-0.0010822-0.00098243i,-0.00036475-3.5931e-05i,-0.00027384+0.00015025i,-0.00060311-0.00056363i,0.00034648-0.00092955i,0.00074994-0.00030175i,-8.169e-05-0.00013746i,-0.00039661+6.8111e-05i,0.0002671+0.00023709i,0.00036546-0.00031834i,-2.993e-05-0.00070405i,7.8578e-05-0.00026208i,8.6031e-05+0.00011179i,0.00039368+7.5788e-05i,0.00079485+0.00062109i,0.001053+0.00048869i
0.00056793+0.00065996i,-0.00095285-0.00027169i,-0.0014134-0.00060994i,-0.00067015-1.5027e-06i,-0.00067823+2.8566e-05i,-0.00069474-5.3957e-05i,-0.00022284+0.00036156i,-0.00069734+0.00068547i,-0.0008872+0.00087851i,-0.00086246+0.00066549i,-0.0012656+2.0054e-05i,-0.00054329-0.00024309i,0.00013444+0.00026204i,0.00011903+0.00036722i,1.7764e-05-0.00034937i,-0.0001499+0.00041301i,-0.00040824+0.00099894i,-0.00035708+0.00071934i,0.00014601+0.00061554i,0.00013859+0.00012485i,-0.00049579-0.0002804i,-0.00060806-8.5252e-05i,-0.00091112-0.00034148i
-0.00057132+0.00049878i,0.00040666+0.00063732i,0.00097731+0.0010019i,0.0013506+0.0010925i,0.00099915+0.00054408i,0.0009074-0.00036507i,8.9374e-05-0.00051664i,-0.0012728-0.0001995i,-0.0013971-0.00036648i,-0.00021574-0.000757i,0.00015635-0.00040989i,-0.00034164+0.00023309i,-0.00042916+0.00042081i,6.0527e-05+8.9634e-05i,0.00086899-0.00028638i,0.00076737-0.00078348i,4.7578e-05-0.00071647i,-0.00055456-0.00046937i,-0.00035549-0.00072444i,-0.00017423-0.001093i,6.4182e-05-0.00062065i,0.00046968+0.00012868i,0.00022747+0.00045803i
0.0011787-0.00063857i,0.00039871+0.00017643i,0.0002681-0.00052046i,-0.0002308-0.0016921i,-0.00036115-0.0019607i,-0.00095424-0.0015361i,-0.0015033-0.00039454i,-0.0011107+0.00054735i,-0.00082997+0.00091855i,-0.00041189+0.00052959i,-0.00023438+0.00068263i,-0.00040208+0.00079003i,-0.00013012+0.00034112i,-0.0003431+0.00017109i,0.00014411+0.00023335i,0.00061311-0.00022935i,0.0001881-4.8002e-05i,-0.00027278-6.4014e-05i,-0.00048989-0.00021053i,-0.00071501-0.00055478i,-0.00068428-0.0003529i,-0.00018099+0.00063754i,-0.00018569+0.0013689i
0.00046351+0.00047546i,0.00069052-0.0012976i,0.0010525-0.0015868i,0.00052334-0.00098709i,-0.00087934-0.0010353i,-0.0014555-0.0011013i,-0.0019765-0.0011167i,-0.0015221-0.00083358i,-0.00072037-0.0001579i,-0.00031691-0.00015438i,-0.00015311+7.1214e-05i,-0.00029261+0.00046805i,-0.0003545+0.00031497i,-0.00015964+0.00030476i,1.6023e-05+0.00060644i,-7.9286e-05+0.00026468i,0.00012961+8.4668e-05i,0.00063797+9.4395e-05i,0.00069091-0.00044158i,0.00039655-0.00033597i,0.00016034-1.7048e-05i,-0.00044199+6.5134e-05i,-0.00018614+7.6612e-05i
-0.00037611+0.00072815i,0.00074936+0.00084053i,0.0009971+0.0014119i,0.0014404+0.00037072i,0.0016891-0.00088192i,0.0013331-0.0014481i,0.00053508-0.0016218i,7.0653e-05-0.00049207i,0.00010097+0.00067941i,0.00043658+0.00051779i,0.00032856+0.00067353i,0.0007131+0.00057118i,0.0010092-0.00021528i,0.00051507-0.00032378i,-0.00024326-0.00034356i,-0.00010703-0.00081709i,-0.00021099-0.00098907i,-0.00046212-0.0010921i,-0.00050331-0.0013043i,-0.00034346-0.0011007i,-0.00054288-0.0010734i,-0.00064108-0.00082642i,-0.00048015-9.2731e-05i
-0.00037637+0.00011734i,-0.00035169+8.4967e-05i,-0.0003906+6.142e-05i,-0.00059301+2.1949e-05i,-0.0006739-0.00025326i,-0.00076263-0.00027281i,-0.0011896+0.0002743i,-0.0014602+0.00069944i,-0.0018564+0.00071906i,-0.0014057+0.00040252i,-0.00070353+4.2409e-05i,-0.00095265-0.00027824i,-0.00059423-0.00021748i,-0.00010552+0.00083384i,-0.00017532+0.00039608i,0.0001996-0.0004611i,0.00044348-0.00053379i,2.1895e-06-0.0011125i,0.00044526-0.0011491i,0.00074232-0.00038423i,0.0007082+0.00036954i,0.00067317+0.0014736i,0.00012216+0.0013282i
0.0013608+3.3918e-05i,0.0010805-0.00047478i,0.00060604-0.00092133i,-9.3567e-05-0.00071828i,-0.0003352+0.00062355i,-0.00073875+0.001939i,-0.0010796+0.0012077i,-0.00036128+0.00049409i,0.00060999+0.00079162i,0.00053606+0.0006017i,0.00021866-0.00012877i,0.00045135-0.0007103i,0.00091711-0.00054392i,0.0010071-0.00073878i,0.00072667-0.0011129i,-0.00040232-0.0011005i,-0.0009364-0.00081088i,-0.00048005+0.00034858i,-0.00051585+0.0012101i,-0.00069439+0.00049365i,-0.00042322-8.6115e-05i,0.00040291-0.00025971i,0.00041738-0.00050083i
0.00035268-0.00081562i,-0.00056642-0.0011301i,-0.001298-0.0014264i,-0.00126-0.00080783i,-0.0016238-0.00029628i,-0.0011921-0.00048753i,-0.00047698-0.00098494i,-0.00046679-0.00051443i,-0.00041125+0.0010839i,-0.00048887+0.0015743i,-0.00081079+0.0010895i,-0.00024717+0.00027076i,0.00049655-0.0011395i,6.5692e-05-0.00091545i,-0.00033349+1.4911e-05i,-0.00036087-5.0658e-06i,-0.00071848-1.7114e-05i,-0.00042989+8.1823e-05i,3.6244e-05+3.3044e-05i,-0.00017302+0.00025347i,-0.00051105-7.6333e-06i,-0.00016464-0.00014456i,-0.00011265-0.00039942i
4.3851e-06+0.0010317i,-0.00023582-0.00024752i,-0.00025703-0.00084655i,-0.00099345-0.00064146i,-0.0010138-0.0013012i,-0.00058295-0.0016127i,-0.00033117-0.00031819i,-0.00027377-0.000123i,-8.802e-05+7.339e-06i,0.00012081+0.0012197i,-0.00025625+0.00069884i,-0.00049699-0.0004518i,-0.00024018-0.00057474i,-3.042e-05-0.00073407i,0.00034279-0.00044549i,0.0002912-4.0271e-05i,-6.8769e-05-0.00081905i,8.5601e-05-0.0012834i,0.00013556-0.00099022i,-0.00019776-0.001011i,-0.00036081-0.00060301i,-0.00034008-6.8909e-05i,-0.00019254-0.00023791i
