0.0032577+0.0019347i,0.0032449-1.1208e-06i,0.0028563-0.0025057i,0.0014016-0.0039139i,-0.0010364-0.003216i,-0.0026909-0.00030543i,-0.0012291+0.0015898i,0.00043735+0.0014102i,0.0010072+9.4013e-05i,0.00090695-0.00050081i,-0.00010877-0.00084691i,-0.00019336-0.00072976i,-4.811e-05-4.7964e-05i,-0.00063591+0.00059208i,-0.0011891+0.00050198i,-0.0012349-0.00012594i,-0.00035805-0.00092853i,-2.2261e-05-0.0010975i,-0.00036096-0.00092857i,-0.00039449-0.00062514i,0.00035579-0.00018537i,0.00087441-0.00019207i,0.00077935-5.3256e-05i
-0.00065022+0.0021204i,0.00069081+0.00074388i,0.0024278-0.0013227i,0.001537-0.0025324i,0.00022301-0.0017773i,7.7626e-05-0.00040217i,-0.00095954-0.00018556i,-0.0012433-0.00015163i,-5.4051e-05+0.00034461i,0.00070828+0.00019793i,0.00048374+0.00018377i,-4.1993e-05+0.00033046i,-0.00067857+0.00012613i,-0.00094362+0.00016651i,-0.00081526+0.00077808i,-0.00059862+0.0004361i,-0.00029494-0.00015518i,0.00015695-0.00041695i,9.1991e-05-0.00041012i,0.00057052+9.997e-05i,0.0013841+0.0001929i,0.00087184+8.8718e-05i,0.00012089-4.707e-06i
-0.00023205-0.00031201i,-0.00038531-0.00032164i,-0.00032483-0.00064626i,-0.00097217-0.00092681i,-0.0010712-0.0013518i,-0.00087948-0.00089342i,-0.0012232-0.00015888i,-0.00076498+0.00010142i,0.00028605-4.6537e-05i,0.00010507+0.00036757i,-0.0001034+0.00047605i,0.00051218+8.0198e-05i,0.00051729-1.5677e-05i,0.00027306-0.00048361i,-9.6868e-05-0.0010976i,-0.00054939-0.00090399i,-0.00016569-0.00079951i,0.00015365-0.001086i,9.9148e-05-0.0010197i,-0.00010654-0.00083503i,-0.00045744-0.00025033i,-9.6513e-05+0.00083679i,0.00069362+0.00078777i
-0.00059846-0.0011984i,-0.0005016-0.0020337i,-0.00065871-0.0023689i,-0.0012181-0.0014638i,-0.0013875-0.00041903i,-0.00080275+0.0012i,-0.00030753+0.00077141i,-0.00030951-0.00078434i,-0.0013245-0.00051641i,-0.0020321+9.2337e-05i,-0.00071494-5.584e-05i,0.00040645+0.00016896i,0.00078446+0.00066216i,0.00081141+0.0010586i,0.00025164+0.0009741i,-1.2984e-05+0.00052309i,-0.00014384+0.00050588i,-0.00048931+0.00040543i,-0.0005519-0.00021934i,-0.00082247-0.00033686i,-0.00076052-0.00037926i,-0.00057321-0.00027664i,0.00014133-0.00021209i
0.0019463-0.00023832i,0.0014978-0.0010388i,0.00095749-0.0022009i,0.0015745-0.0025716i,0.0010044-0.002038i,0.00014308-0.0012865i,0.00092728-0.00023987i,0.00087274-0.00044554i,0.00029201-0.00078521i,0.00035048+0.00041687i,0.00050558+0.00067147i,0.00083473+0.00018183i,0.00061464+0.00034697i,-0.00018012+0.00031286i,-0.00021156+0.00058134i,0.00015551+0.0010186i,0.00042549+0.00058002i,0.00077914-0.00040857i,0.00072058-0.00068638i,0.00045567-0.00075933i,0.00075791-0.00094403i,0.00043383-0.00069796i,5.2053e-07-0.00026043i
0.0010766-0.00085289i,0.00010843-0.00021657i,-0.00088097-0.00087455i,-0.0011271-0.0021996i,-0.0011529-0.0016144i,-0.001836-0.0007005i,-0.0013046-0.00010773i,-0.0007717+5.3015e-05i,-0.001197+0.00032775i,-0.00090231+0.00099897i,8.0103e-05+0.0011151i,0.00018582+0.00072672i,-1.8078e-05+0.00026983i,-6.2051e-05+0.00055205i,-0.00079158+0.00070255i,-0.001105+0.00036258i,-0.0010006+0.00044814i,-0.00069097+0.00014228i,-0.00079531-1.6525e-05i,-0.00074432+7.6172e-05i,-0.00075026+9.7299e-05i,-0.00086188+0.00026097i,-0.00021816+0.00015248i
-9.8909e-05-0.00069226i,-0.00086281-0.00085638i,-0.0010434-0.00106i,8.6671e-05-0.0018243i,0.00018431-0.001308i,0.00015845+0.00048664i,0.00036925-0.00012197i,-0.00044582-0.00056569i,-0.0015702+0.00019721i,-0.0010915+0.00032791i,-0.00033686+0.0010643i,-0.00091727+0.0013866i,-0.00088414+0.00057181i,0.00051001+8.1717e-05i,0.0012222+0.0004498i,0.000858+0.00079317i,0.00020668+0.00082677i,0.00018459+0.00038824i,0.00058909+0.00063979i,0.000541+0.0007795i,0.00060152+0.00019136i,0.00037428+7.7553e-05i,0.00010307+0.00015801i
-0.00047388+0.0010633i,0.00080674-7.9882e-05i,0.00059445-0.0015289i,0.00035451-0.0021277i,-0.00024486-0.0021066i,-0.00064874-0.0011387i,-0.00081905-0.00062229i,-0.00074084-9.9102e-05i,-0.00073589+0.00030114i,-0.00054845+0.00032583i,0.00039047+0.00064047i,0.00099987+0.00039974i,0.00053757-0.00034503i,-3.3218e-05-0.00010287i,-0.00022716+0.00027282i,0.00052009+2.8487e-05i,0.00080759-0.00036244i,0.00016801-0.00042207i,0.00058013+0.00016654i,0.00099334+0.00020933i,0.00023052-2.5443e-05i,-0.00040449+0.00032982i,-0.00010245+5.9174e-05i
-0.00076671-0.0015794i,-0.00086152-0.001977i,-0.0014261-0.0019966i,-0.001586-0.0018098i,-0.0014413-0.00020579i,-0.0013843+0.0016691i,-0.00087102+0.0018424i,-0.00022386+0.00091081i,-0.00021133+0.00021425i,-0.00062846+0.00027738i,-0.00036631+0.00078044i,-5.0075e-05+0.000902i,-0.00024527+0.00089881i,-0.00071122-0.00034223i,-0.00045794-0.00091968i,-0.00012349+0.00034109i,-0.00080044+0.00092747i,-0.00107+0.0012202i,-0.00092873+0.0010925i,-0.00038549+0.00074174i,0.00064329+0.00079527i,0.00059314+0.00053078i,0.00048799+0.00031065i
0.0024112+7.4875e-05i,0.0024413-0.000672i,0.0025232-0.0017866i,0.0014372-0.0024386i,0.0002925-0.0020546i,0.00066235-0.0008025i,0.00040152+0.00010877i,0.00020406+9.9134e-05i,0.00045421+0.00048422i,0.00013788+0.000487i,-7.6665e-05-0.00018808i,-0.00019622-0.00015931i,-1.8817e-05+8.4865e-05i,0.00065424+8.0657e-05i,0.0012505-2.9418e-07i,0.00087369-0.00023688i,-0.0001205-6.0498e-05i,-0.00012174-0.00029957i,-4.0586e-05-0.00077272i,-0.0003535-0.00018002i,-0.00015806-8.8348e-05i,0.00011889-0.0002098i,0.00026818+0.00033489i
-0.0033199+0.0004956i,-0.0028854+0.00042631i,-0.0014614+0.00076682i,-0.00037615+0.0001334i,0.00028786-1.263e-05i,0.00021457-0.00022602i,-0.00034884-0.00058815i,-0.00067492-0.00049338i,-6.2157e-05+4.7733e-05i,0.00074837+0.00080188i,0.00071775+0.0009246i,0.00054846+0.00031933i,0.000187-0.00038963i,0.00017464-0.00070584i,0.00041137-0.0005988i,6.4738e-05+0.00010307i,-0.00013033+0.00069039i,-0.00026304+3.9079e-05i,0.00019028+0.0003781i,0.00032312+0.0010312i,-2.7374e-06+0.00092797i,0.00010383+0.00023178i,0.00011846-0.00036543i
0.0010194-0.00068926i,0.0016479-0.00078561i,0.00060375-0.0014786i,-0.00069313-0.0016668i,-0.0012669-0.00035036i,-0.0014343+0.00073187i,-0.00085965+0.00011984i,0.00016461-0.00121i,0.00018919-0.0010716i,-0.00030711-0.00064057i,-0.00029257-0.00021592i,0.00046593+0.00033327i,0.00070154+0.0001303i,0.00082332+0.00049705i,0.0010335+0.0010554i,0.00062513+0.00076756i,-0.00032354-0.00025651i,-0.0011481-0.00072882i,-0.00097885-0.00024269i,-0.00061937+0.00015958i,-0.00050195+0.00065058i,-0.00033786+0.0011362i,0.00011952+0.00057916i
0.00042864-0.0021133i,0.00090935-0.0031386i,0.00018186-0.0032103i,-0.0015709-0.00285i,-0.0030744-0.0013352i,-0.0025708+0.00024112i,-0.0011906+0.0001079i,-0.00040436-0.0002982i,-0.00044452-0.00045535i,-0.00080499-0.0005917i,-0.00077762-8.09e-05i,-0.000347+0.00015897i,0.00017603-0.00018i,-1.9007e-05+0.00045645i,0.00062452+0.00035951i,0.00043797-6.2431e-05i,-0.00084454-0.00029687i,-0.0008866-0.00018536i,-0.00040604+0.00026776i,-0.00063511-0.00025078i,-0.0011334-0.00060042i,-0.00072905-0.00041882i,-0.00024572-0.0003042i
0.0010129+0.0017072i,0.0010025+0.0014107i,0.00089842-0.00081263i,0.00052448-0.0023542i,-0.00034643-0.0018752i,-0.00080787-0.00031422i,-0.00037588+0.00057145i,-1.5565e-05+0.00041905i,0.00028796+0.00096921i,9.8314e-05+0.0013877i,-0.00052145+0.0001608i,-9.127e-06-0.0010317i,0.00056189-0.00045778i,-4.6973e-05+0.00078602i,1.4477e-05+0.0012801i,0.00060805+0.0011902i,0.00064578+0.00073541i,-0.00034141+0.00038856i,-0.00096561+0.00022961i,-9.2066e-05+9.503e-06i,3.64e-05+0.00082229i,-5.2743e-05+0.00084198i,2.7546e-05-0.0001988i
-0.0004262-0.0023579i,-0.0003097-0.0019301i,-0.0014677-0.0023425i,-0.0023816-0.0018801i,-0.0026161-0.00045001i,-0.0012842+0.00063932i,5.7416e-05+0.00034721i,0.00021369-4.5085e-05i,9.4966e-05+0.00026456i,0.00018222+0.00068032i,0.00042802+0.00093921i,0.00082138+0.0010666i,0.00068448+0.00015742i,0.001016-0.00041319i,0.00095039+0.0002281i,-0.00013629+0.00081781i,-0.00037598+0.0010652i,-0.00017758+0.00036078i,0.00010346-0.0002553i,7.0841e-05+0.00011228i,-0.00054257-0.00017273i,-0.00030117-0.00013816i,-0.00047286+0.00045844i
-0.00070035-0.0025149i,-0.00028865-0.0033693i,-0.00058542-0.0018007i,-0.00082648-0.0011896i,-0.00044082-0.00062912i,0.00027114-0.00021328i,0.0003376-0.00051874i,-0.00048289-0.00040594i,-0.00083598-0.00046758i,-0.00086066-0.000384i,-0.00073487+0.00015136i,-0.00012087+0.00043652i,-8.6384e-05+0.0003471i,7.0144e-05+4.095e-05i,0.00098852+0.00040755i,0.001197+0.00064169i,-0.00055244+0.00062559i,-0.0013179+0.00064532i,0.00013566+0.00047946i,0.00046686+0.00033861i,6.0264e-05+0.00029943i,-0.00011867+0.00033419i,-0.00016809+0.00024868i
0.00074968+0.00059555i,0.00081427-0.0003125i,0.00073895-0.0015672i,1.5796e-05-0.0017399i,-0.00083839-0.0011253i,-0.00034411-0.00070856i,0.00011263-0.00060709i,-0.0006906-0.00030748i,-0.00067446+2.7793e-05i,-0.00012014-0.0001408i,0.00045754-0.0002251i,0.00052557+0.00028776i,0.00082021+0.00067021i,0.0013405+0.001446i,0.0013206+0.0017005i,0.00097964+0.0011387i,0.00068889+0.00088286i,0.00037269+0.000686i,-0.00041249+0.00054706i,-0.00071683+0.00085355i,-0.0010299+0.00065468i,-0.00097358+0.00035356i,-0.00047791+0.0003227i
-0.0011699-0.000946i,-0.0016303-0.0016715i,-0.00058761-0.0029944i,-0.00017118-0.0027819i,-0.0012987-0.00083146i,-0.0014372+0.00066433i,-0.00064213+0.00093411i,-0.00028078+0.00082098i,-0.00010091+0.00023132i,-0.00010159-0.00020056i,0.00012131+0.0001408i,0.00043558+0.00068394i,0.00069193+0.0010589i,0.00066477+0.0016449i,-0.0001949+0.00074941i,-0.0013625+0.00012479i,-0.0017121+0.00067234i,-0.00086025+0.00066958i,-1.2479e-05-0.0005306i,0.00018239-0.0011423i,-3.2823e-05-0.00057973i,-0.00069051+0.00028172i,-0.00079151+0.00094443i
-0.00020852+0.0013709i,0.00047879+0.001089i,0.00076423+0.00026391i,0.00031271-0.00016659i,7.1254e-05-0.00042141i,-0.00011409-0.00046298i,-0.00022473+0.00014465i,-0.00043553-0.00027191i,-4.1911e-05-0.00026114i,0.00037116-0.00048267i,-0.00032458-0.00076656i,-0.00069473+8.1713e-05i,-0.00020819+0.00022998i,-7.5041e-05+6.0684e-05i,0.00010782-0.0004084i,0.00019101-0.00061523i,-0.00016908+0.00014502i,-0.0001296+0.00037564i,-0.00034718+0.00032151i,-0.00093987+0.00049427i,-0.00040007+3.8512e-05i,0.00027672-5.3918e-05i,0.00063727-9.8591e-05i
-0.0017595+0.00063682i,-0.0010486-0.00037689i,0.00028789-0.0013384i,0.0007252-0.0020605i,0.00039304-0.0017648i,-0.00012056-0.00063597i,-4.1994e-06+0.00021121i,-2.0995e-05+2.1459e-05i,-0.00051671-0.00045426i,-0.00085379-0.00066136i,-0.0010653-0.00078237i,-0.00071381-0.00076221i,-0.00017151-0.00066975i,-0.00028847-0.00013128i,-0.00040956-9.4519e-05i,-8.9032e-05+4.836e-05i,0.00010666+0.00061511i,0.00018426+0.00043038i,0.00068895+0.00031007i,0.00029172+0.00090437i,-0.00078665+0.00026266i,-0.00045637-0.00037109i,0.00011318+0.00019728i
0.00013466+0.0026975i,0.0012416+0.00063888i,0.0022602-0.0014196i,0.0010545-0.0020552i,-0.00033723-0.0018319i,-0.00036347-0.00045474i,8.4026e-05+8.0455e-05i,0.00020595-0.0001688i,0.00024543-4.0832e-05i,0.00076605-3.9392e-06i,0.0002244-0.00027144i,-6.7141e-06-0.0006102i,0.00016445-0.00043349i,-0.0001562+0.00016094i,-0.0009116+0.00020202i,-0.00072031-0.00026648i,0.00065632+3.8701e-05i,0.00059832+0.00064676i,-0.00045568+0.00084289i,-0.00028429+0.00086421i,0.00034749+0.00063889i,-0.00060483+0.00065467i,-0.0015808+0.00042704i
-0.00092591-0.00069268i,-0.00057623-0.00016019i,-0.00028922-0.00031754i,-0.00028372-0.00094948i,-0.0001198-0.00037002i,-0.00011074-1.55e-05i,-0.00082845-0.00057445i,-0.00051077-0.0007518i,-0.00053281-0.00074922i,-0.00083128-0.00067013i,-0.00057647-0.00036581i,-0.00031965-0.0003816i,0.00027077-0.00050771i,0.00072082+0.0002707i,0.0010846+0.0007815i,0.00096589+0.00064595i,0.00018465+0.00017996i,3.8048e-06-2.2298e-05i,0.00025026+0.00025639i,-0.00011533+0.000472i,-0.00016242+0.00029337i,1.3736e-05+1.4567e-05i,-0.00010981+0.00045179i
0.0016677+0.0015786i,0.0014258+0.00022609i,0.0011063-0.00048839i,0.00041886-0.00094272i,-0.00036018-0.0014214i,-0.00087169-0.0011798i,-0.00075156-0.00069657i,-0.0004014-0.00037699i,-0.0011313+0.0002005i,-0.0017833-0.00030282i,-0.0012087-0.00071326i,-0.0003375+0.00020624i,-1.6998e-07+0.0002625i,-0.00040023-2.6913e-05i,-9.2099e-05+0.00032074i,0.00038788+0.00059888i,-0.00011372+0.00076617i,-0.00089372+0.00088812i,-0.00083504+0.00033182i,-0.0007621-0.00050315i,-0.001136-0.0011066i,-0.0010916-0.00081737i,-0.00061534-0.00050431i
-0.001199+0.00016322i,-0.0012836+0.00049969i,-0.001794+0.00024065i,-0.0010472-8.7581e-05i,-5.0612e-05+0.0011415i,-0.00011111+0.0014595i,-0.0005853+0.00037458i,-0.00064982+0.00033918i,-0.00074879+0.00052784i,-0.00046424+0.00096881i,0.00018076+0.00060842i,0.00035415+0.00066819i,-0.00033099+0.00038902i,0.00017236-0.00012271i,-0.00024346+0.00042319i,-0.00083922+0.00060266i,0.00027397+0.00016901i,0.0004773+0.0002223i,-0.00037641+0.00090942i,-0.00067927+0.00083955i,-0.00025819+0.00024223i,-0.00043629-9.7464e-05i,-0.00066822-0.00049163i
0.0006637+0.00028932i,0.0013023-0.00074534i,0.0015604-0.0020641i,0.00099079-0.0026843i,-0.00010641-0.0013214i,-0.0005553+0.00065564i,3.5608e-06+0.00055535i,8.0566e-05-0.0002983i,-0.0004982-0.00020943i,-0.00087214-0.00091688i,-9.8717e-05-0.00093212i,0.0010578+0.00041962i,0.0012109+0.0011248i,0.00065249+0.00055425i,-7.0425e-05+0.00010207i,-7.7905e-05+0.00037481i,0.00022034+0.00069949i,0.00060595-0.00015246i,0.00097787-0.00094066i,0.0002002-0.00095997i,0.00011156+0.00017859i,0.00040521+0.00071174i,0.0003205+0.00010373i
-0.0010704+0.0011404i,-0.00086715+0.0010798i,-0.00041114-0.00038427i,0.00040069-0.0011728i,0.00032236-0.00056008i,0.00051866+6.0079e-05i,0.00027443+0.00013707i,-0.0002646+5.7889e-05i,-0.00063343+7.7276e-05i,-0.00068626+0.00021216i,-0.00089159+0.00038696i,0.0001561+5.7508e-05i,0.00066941+0.00024091i,-7.089e-05+0.00044575i,-0.00038984+8.2127e-05i,-0.00051678-3.6391e-05i,-0.0004112-0.00011098i,-0.00038626-3.6534e-07i,-0.00020303+0.00015743i,0.00063906-0.00050946i,0.00039781-0.0006843i,-0.00045676+4.102e-05i,2.9763e-05+0.00050608i
-0.00021682-0.0015684i,-0.0015664-0.0012622i,-0.00053502-0.0016537i,0.00038052-0.00090488i,-0.00063915-2.6757e-06i,-0.00066516-0.00010222i,0.00023807+0.00049411i,-6.5206e-05+0.0011021i,-0.00084544+0.00050803i,-0.0012111-8.3273e-05i,-0.0010146+0.00048466i,-0.00033752+0.00080948i,0.00018739+0.00011304i,-0.00033187-0.00011787i,-0.00060863-7.099e-05i,-0.00022409+0.0004741i,-0.00018581+0.00017i,-0.00058102-0.00059601i,-0.0010026-0.00033092i,-0.00095089+0.00016774i,-0.0009612+0.00014427i,-0.0010246-0.00037919i,2.7271e-06-0.0006486i
-0.0009371-0.00049122i,-0.0015651-0.0010076i,-0.00078786-0.00086192i,-0.00027779-0.00051201i,0.00026529-0.00021042i,0.00073725-7.2477e-05i,4.8238e-05-0.0004831i,-0.00035309-0.00054711i,-0.0002675+2.2331e-05i,-0.00025915-0.00016723i,-0.0001258-0.00048852i,-4.4311e-05-0.00023437i,-0.00012119+0.00025661i,-0.00030845+0.00056635i,-0.00057226-0.00026947i,-0.00016649-0.00021086i,0.0003582+0.00032562i,-0.0001352+0.00012678i,2.7223e-05-3.118e-05i,0.0011039-0.00080708i,0.0012791-0.00071263i,0.00033557-2.8506e-05i,-0.00051233+0.00065737i
-0.00065744-0.0012168i,-0.00089595-0.0015529i,-0.00060693-0.001186i,-0.00013372-0.00042726i,-0.00030049-7.923e-05i,-0.00046599+0.00046901i,-0.00050948+0.00055138i,-0.00078165+7.2471e-05i,-0.00099734+0.00012905i,-0.00076381+0.00050207i,-0.00029733+0.00031429i,-0.00046579-0.00012248i,-0.00022971-0.00054917i,0.0001196+0.00026506i,6.7418e-06+0.00084491i,-0.00045789+0.0005527i,-0.0010344+0.00024429i,-5.2451e-05-0.0003232i,0.00088284-0.00019512i,0.00082786+0.00044448i,0.0004132+0.00027399i,-9.6116e-05-0.00019399i,-0.00026833-0.00017666i
-0.0022763+0.00022073i,-0.0023211+0.0010558i,-0.0018508+0.0011441i,-0.00091588+0.00023028i,-0.00054529-0.00017072i,-6.3904e-05-0.00014622i,-0.00015162-0.00013874i,-0.00073093+1.6606e-05i,-0.0010734+8.1763e-05i,-0.00060759+0.0003458i,0.0005758+0.00055599i,0.00074813-6.5278e-05i,0.0006461-0.0010034i,0.00092825-0.0010209i,-0.00014754-0.00046128i,-0.00041544-0.00016681i,-0.00012632+0.00058412i,-0.00058881+0.00081748i,-0.00060112+0.00054074i,-0.00049489+0.00049926i,-0.00018432+0.00088969i,-3.8423e-05+0.00094842i,0.00011661+0.00045909i
0.0008305+0.0016101i,0.0016856+0.00031639i,0.002588-0.0010448i,0.0022498-0.0017225i,0.00069597-0.0016761i,-0.00035253-0.0010098i,-0.00061357-0.0007093i,-0.00050332-2.1065e-05i,8.6994e-06+0.00048696i,-0.00022801+0.00061071i,-0.00097791+0.00029361i,-0.00053288-0.00050206i,0.00011768-1.0707e-05i,-0.00063915+0.00046753i,-0.0012815+0.00078753i,-0.0007874+0.0010424i,-0.00048693+0.001085i,-0.00048788+0.0007382i,-0.00019173-0.000184i,-0.00027517+5.8561e-05i,-0.00066914+0.00047787i,-0.00091587+0.00047626i,-0.00027996+0.00061461i
0.001049+0.00057909i,0.0020765+0.00053545i,0.0031162-0.00034625i,0.0014579-0.0019414i,-0.00043873-0.0012322i,-0.0013837+0.00020959i,-0.00076162-0.00060367i,-0.00018425-0.0014418i,0.00014601-0.0016876i,0.00043542-0.0015476i,0.00019016-0.00056621i,0.00053227-0.00046715i,0.00051506-0.0011305i,-4.8476e-05-0.000708i,-0.00032971+0.00024347i,0.00025763+0.0001433i,0.00034868+0.00025635i,-0.00049515+0.00065345i,-0.00054266+0.00061956i,-1.5442e-05+0.00051376i,0.00026549+0.00057559i,0.00037056+0.00082964i,0.00091067+0.00063601i
0.0010716-0.0020427i,0.00041323-0.0030566i,-0.00056434-0.0025702i,-0.00039093-0.0022378i,-0.00059122-0.0012i,-0.00078527-0.00036189i,0.00015034+0.00039045i,0.00024743+0.00049372i,-0.00052532+0.00033945i,-0.00064317+0.0002226i,-0.0011683-7.0708e-05i,-0.0014119+0.00068421i,-0.00025368+0.00072138i,0.00048588-0.0001394i,0.0010421-0.00088444i,0.00029896-0.00072703i,-0.00090209-0.00023185i,-0.00080905+2.818e-05i,-0.00052906+0.00059718i,-0.00028015+0.0010465i,-0.00048646+0.0013222i,-0.00087331+0.0005157i,-0.00066909-0.0006432i
0.0008918+0.0015113i,0.00148+0.0028188i,0.0018322+0.0016629i,0.0011999-0.00081017i,3.5107e-05-0.0017763i,-0.0007888-0.0012036i,-0.00090568-0.00066279i,4.5894e-05-0.00077423i,0.0002527-0.0013803i,-0.00047724-0.0010495i,-0.00064582-0.00037714i,-8.1438e-05-9.3038e-05i,6.596e-06-0.00015325i,-0.00097945-0.00054044i,-0.00089288-0.00061578i,0.00039241-0.00032415i,0.001368+0.00013487i,0.00076553+0.00012865i,-0.00045117-0.00088903i,-0.00040911-0.0014725i,-0.00026555-0.00057588i,-8.1204e-05+0.0010447i,0.0003485+0.0010402i
-0.00033478+0.0003949i,-0.00037936+0.00012343i,-0.00017178-0.00050176i,0.00059937-0.0012915i,7.5345e-05-0.0011137i,-0.00041391-0.00018828i,-0.00044163+0.00033844i,-0.00067426-0.00038524i,-0.00069735-0.00034367i,-0.00013815+0.00068996i,0.00022642+0.00099694i,3.7163e-06+0.00047967i,-0.00027954+0.00018321i,-2.1733e-05-0.00058798i,0.00065107-0.0012458i,0.00064418-0.00060783i,-0.00053898-0.0001329i,-0.0010786-0.00052828i,-0.0003837-0.00068307i,0.00011842-0.00059752i,0.00031728-0.00036533i,0.00021806+0.00018074i,0.00057978+0.00063183i
0.0015578+0.0018292i,0.0016011+0.0013272i,0.0020135-0.00046409i,0.0016558-0.0018513i,-6.4446e-05-0.001251i,-0.00090939+0.0008909i,-9.9228e-05+0.0013008i,0.00015045+0.0010753i,9.7928e-06+0.0013139i,0.00037001+0.00072356i,0.00043488+9.0972e-06i,0.00025389-0.00027881i,0.00034395+0.00040521i,9.5473e-05+0.00093955i,-0.0003589+0.00063251i,0.00017536+0.00052932i,0.0007223+1.2009e-05i,-6.6366e-05-0.00030475i,-0.00066369-6.8719e-05i,0.00026876-0.00012829i,0.00070274-0.00012127i,-0.00035717+0.00013912i,-0.00054714-0.0001499i
-0.0010563+0.00194i,-0.00089642+0.0020291i,0.0010074+0.00093071i,0.0024674-0.001415i,0.0018974-0.0025842i,0.00086255-0.0013258i,0.00082204-0.00026901i,0.00049028-0.00026591i,0.00015768-0.00052093i,-0.00047702-0.00082698i,-0.00053566-0.00045607i,-0.00045149+0.00021127i,-0.00073427-1.1348e-05i,-0.0002784-0.00045181i,3.29e-07-0.00028088i,-0.0003396+0.00046756i,-0.00033879+0.00071377i,-0.00018384+0.00046731i,3.9756e-05+0.00027821i,-3.4771e-05-8.5571e-06i,0.00040373-0.00041647i,0.00091445+0.00058195i,0.00082454+0.0013562i
0.00099058-0.00082082i,0.00072588-0.00088405i,0.0010272-0.001563i,0.0001001-0.0023303i,-0.0014135-0.0016441i,-0.0018182-5.2099e-07i,-0.0013464+0.00052924i,-0.00047376+0.0001162i,-0.00019509+0.00027112i,-3.2696e-05+0.00047153i,0.00028583+0.00052818i,-0.00013245+0.00085279i,-0.00013318+0.0012467i,0.00030515+0.0015512i,0.00010402+0.00098062i,7.4575e-05+0.0011005i,0.00027214+0.0010156i,4.2752e-05+0.00026018i,-0.00019107+7.2775e-05i,-2.6701e-05-6.8457e-05i,0.00051345-1.6619e-05i,0.00082233+0.0005643i,0.00076233+0.00047747i
0.00054189-0.0025425i,-0.00029156-0.002266i,-0.0016305-0.0021884i,-0.0018408-0.0014642i,-0.001332+0.00036626i,-0.00033123+0.0015816i,0.0010919+0.0015063i,0.00073501+0.00073578i,-0.00017984+0.00039446i,-0.00023933+7.1657e-05i,-0.0003822-5.3707e-05i,9.5806e-05+0.00021016i,0.0012165+0.0009076i,0.0013128+0.0010029i,0.00068346+0.00043372i,-0.00041229+4.2719e-05i,-0.00044306-0.00071738i,0.00017972-0.0011891i,-0.0006603-0.00075818i,-0.0018016-0.00016127i,-0.001479+0.00023841i,-0.00060778+0.00022307i,-0.00032438+0.00018965i
0.0028609+0.0011035i,0.0038171-0.00061582i,0.0039284-0.0031158i,0.0027564-0.0035675i,0.00073076-0.0023614i,-0.00090371-0.00081876i,-0.00088538-0.00037121i,-0.00056521-0.001139i,0.00064789-0.0013117i,0.0010186-0.00026449i,-0.00025416+0.0007522i,-0.00036711+0.0012569i,0.00011408+0.0014459i,0.00033941+0.0010946i,0.0002686+0.0006807i,-0.00011503+0.00060267i,-0.00068676+0.00037425i,-0.00075297+5.0225e-05i,-0.00024954+0.00011494i,-3.5119e-05+0.00055671i,3.3097e-05+0.0016142i,0.00010662+0.0013667i,0.00040027+0.00035834i
0.0010033+0.002649i,0.0010422+0.00068696i,0.0018483-0.00077882i,0.0016553-0.0022333i,0.0010427-0.0019677i,-0.00050108-0.00089172i,-0.00063975-0.00042852i,9.1679e-05-0.00027257i,-0.00012143+3.5131e-05i,0.0003365+0.00049729i,0.00019479+0.00065952i,-0.00030952+0.00011508i,-0.00016888-0.00041834i,-0.00033568-0.00062369i,-0.00026415-5.9193e-05i,0.00056527+0.00056805i,0.0013621+0.00026768i,0.0012415+0.00010819i,0.00068114-0.00010633i,0.0002619-0.00058782i,2.0952e-06-0.00030785i,-0.00020014+0.00044697i,0.00040872+0.0012146i
-0.0006223-2.6391e-05i,-0.0011144+0.00039278i,0.00083182-0.00058372i,0.001287-0.0016222i,0.00076402-0.0014658i,0.0010338+0.00018137i,0.0013069+3.0508e-06i,0.00074741-0.00076867i,0.00029263+0.00022266i,4.1774e-05+0.00047851i,-0.0011921+0.00033007i,-0.0016768-0.00040911i,-0.00035146-0.0010244i,0.00069014-0.00071007i,-8.8552e-05-0.00073136i,-9.4521e-05-0.00047049i,0.00026607-0.00071412i,-0.00018275-0.001258i,-0.00092714-0.00062618i,-0.00063644-0.00056148i,5.2641e-05-0.00072579i,-0.00013062-0.00023064i,-0.00024458+0.00030075i
-0.0014339-0.00038043i,-0.0012609-0.0011367i,-0.00088552-0.0029588i,-0.00098932-0.0030982i,-0.00051029-0.00075308i,-0.000165+0.00079401i,-0.00065386+0.00061446i,-0.00012759-0.00029143i,0.0003481-0.00057399i,-0.00046961+9.0073e-05i,-1.7548e-05+0.00061033i,0.00037832+0.0010875i,0.00028837+0.00067215i,0.0011019+0.00011505i,0.00081397+7.8376e-06i,4.4745e-05+0.00052608i,-0.00027911+0.0010844i,-0.00082153+0.00081605i,-0.00035672+7.5823e-06i,0.0001166-0.00063251i,-0.00031536-0.00022013i,-0.00022137+0.00082608i,-0.00064424+0.000557i
