-0.0028782-0.00027875i,-0.0024014-0.0013134i,-0.0023139-0.0020922i,-0.002189-0.0020412i,-0.0018483-0.0017334i,-0.001655-0.0016923i,-0.00031383-0.0011449i,0.00098525-0.00066796i,0.0016734-0.00015386i,0.00163+0.00014734i,6.476e-05-0.00026765i,-0.00064003-0.00034298i,-0.00073537-0.00011277i,-0.00066321-8.053e-05i,-0.00033281-0.00029004i,-0.00022812-8.4969e-06i,0.0001242-4.5171e-05i,0.00034678-0.00067813i,-0.00047351-0.00090539i,-0.0011443-8.2245e-05i,-0.0006399+0.00083477i,4.577e-05+0.00028956i,0.00042334-0.00017112i
-0.051498-0.009664i,-0.16616-0.046997i,-0.32457-0.10731i,-0.3952-0.13629i,-0.30577-0.11241i,-0.14367-0.064091i,-0.0099497+0.0077555i,0.07583+0.068666i,0.098152+0.072337i,0.060503+0.051225i,0.025671+0.040803i,0.016967+0.026904i,0.0088033+0.0076483i,-0.0038055-0.0056919i,-0.010131-0.014599i,-0.010605-0.019878i,-0.0086423-0.023461i,-0.0058278-0.026134i,-0.0044245-0.024347i,-0.0023782-0.017021i,0.001282-0.00897i,0.0021893-0.0039352i,-0.00036963+0.0027193i
0.04465+0.017487i,0.13834+0.078417i,0.25977+0.17837i,0.30174+0.23519i,0.21118+0.19454i,0.078512+0.093241i,-0.00032599-0.027778i,-0.038654-0.11665i,-0.049701-0.12262i,-0.024274-0.080937i,-0.0032113-0.051906i,-0.0047154-0.030481i,-0.006955-0.0058794i,-0.0045814+0.011769i,-0.0024793+0.021803i,-0.00098953+0.024636i,-0.0017378+0.02334i,-0.0040085+0.022591i,-0.0046702+0.019673i,-0.0034028+0.012023i,-0.0034971+0.0033784i,-0.0037706-0.0020815i,0.0011548-0.0059951i
-0.042619-0.023147i,-0.11218-0.10074i,-0.19321-0.22133i,-0.20502-0.28565i,-0.12296-0.22404i,-0.038871-0.096146i,-0.02386+0.030804i,-0.030406+0.12112i,-0.022312+0.13158i,-0.022281+0.083196i,-0.025517+0.046112i,-0.014859+0.028085i,-0.00059162+0.0090017i,0.006159-0.0080178i,0.0083628-0.016845i,0.0092308-0.017493i,0.010781-0.015857i,0.011986-0.016123i,0.010378-0.014881i,0.0062903-0.0094556i,0.0024131-0.0023557i,-0.0004954+0.002764i,-0.004282+0.0053314i
0.028854+0.036593i,0.072704+0.12182i,0.10992+0.25052i,0.091402+0.30864i,0.027138+0.22346i,-0.0031871+0.08233i,0.035833-0.029286i,0.075925-0.098642i,0.069555-0.10398i,0.050606-0.05833i,0.041905-0.023954i,0.028737-0.014173i,0.0095636-0.0053173i,-0.0038389+0.0058238i,-0.0087593+0.010691i,-0.0096913+0.0085422i,-0.01201+0.0053659i,-0.015763+0.0059578i,-0.015528+0.0058412i,-0.011718+0.003104i,-0.0068306+0.00022915i,-0.0020586-0.00065516i,0.0042214-0.0012206i
-0.017275-0.035796i,-0.035155-0.12368i,-0.032845-0.24599i,0.0014697-0.28689i,0.029891-0.18851i,0.0032783-0.05785i,-0.068539+0.017586i,-0.11535+0.054571i,-0.10041+0.055727i,-0.062864+0.023794i,-0.042957+0.00073988i,-0.028943-0.00052192i,-0.0096889-0.0015738i,0.0042743-0.0074856i,0.0083402-0.0086752i,0.0084801-0.0040901i,0.010358-0.001104i,0.013179-0.0011805i,0.012571+0.00050564i,0.008022+0.0036318i,0.0030492+0.004158i,-0.00069536+0.0029315i,-0.005357+0.00098757i
0.0027943+0.033114i,-0.0054401+0.11403i,-0.044753+0.22185i,-0.092401+0.24943i,-0.086551+0.15184i,-0.014546+0.045067i,0.074948+0.0072156i,0.1233-0.0011005i,0.10618-0.0010005i,0.060158+0.011599i,0.033358+0.018582i,0.020133+0.01328i,0.0049151+0.0080798i,-0.0067583+0.0054044i,-0.011695+0.0015049i,-0.012786-0.0016978i,-0.012781-0.0014214i,-0.012454-0.0017892i,-0.0093531-0.0044666i,-0.0027057-0.0053811i,0.0027961-0.0040765i,0.0044386-0.0023929i,0.0058128+0.00091351i
0.0010472-0.035389i,0.027289-0.10567i,0.087048-0.18887i,0.13282-0.19248i,0.095488-0.10269i,0.0053684-0.034076i,-0.071126-0.04079i,-0.10834-0.060899i,-0.09242-0.05447i,-0.048114-0.039237i,-0.022658-0.028488i,-0.01309-0.018827i,-0.0034311-0.009332i,0.0038353-0.00084973i,0.0071358+0.0060155i,0.0083127+0.0079138i,0.0087794+0.0057748i,0.0083833+0.0039782i,0.0043216+0.0035429i,-0.0013295+0.0024802i,-0.004619+0.00095588i,-0.0058682+0.00030886i,-0.0067257-0.0026666i
-0.007599+0.024411i,-0.04893+0.07723i,-0.1301+0.13351i,-0.17858+0.1291i,-0.12423+0.068286i,-0.026291+0.038686i,0.038962+0.066125i,0.066764+0.094248i,0.056451+0.081598i,0.021288+0.050389i,-0.00019487+0.033506i,-0.002022+0.025575i,-0.0012027+0.015044i,-0.0020252+0.0026998i,-0.0017292-0.0047454i,-0.00043807-0.0064609i,-0.0010585-0.0073137i,-0.0027635-0.0075496i,-0.0015183-0.0060804i,0.0012855-0.0017991i,0.0026782+0.0020754i,0.0032311+0.0033479i,0.0044345+0.0060879i
0.011337-0.023856i,0.058463-0.059961i,0.13899-0.089039i,0.17613-0.071129i,0.11142-0.03389i,0.023994-0.041164i,-0.01813-0.086202i,-0.032587-0.11449i,-0.025858-0.090399i,-0.0023707-0.045977i,0.01156-0.02615i,0.0098857-0.020506i,0.0059847-0.010613i,0.0040259-0.00018922i,0.0011659+0.0031265i,-0.0034861+0.0020151i,-0.0057636+0.0026804i,-0.0049473+0.004482i,-0.0049653+0.0032221i,-0.004587-0.0011791i,-0.0021926-0.0034903i,-0.00073078-0.0033932i,-0.00071232-0.0057452i
-0.013235+0.016911i,-0.063642+0.035737i,-0.14442+0.039186i,-0.17866+0.016244i,-0.11964+0.0071516i,-0.048391+0.040961i,-0.022625+0.088519i,-0.016121+0.10741i,-0.013388+0.079071i,-0.018641+0.035776i,-0.02125+0.016664i,-0.014718+0.01172i,-0.0075364+0.0020583i,-0.0040541-0.0062771i,-0.00032212-0.0058609i,0.0039971-0.0031549i,0.0055645-0.0047462i,0.0049136-0.005747i,0.0035649-0.0013356i,0.0015323+0.0051281i,-0.00021724+0.0061302i,-0.0012341+0.0031912i,-0.0020586+0.003334i
0.020515-0.010128i,0.066435-0.014308i,0.13406+0.00074686i,0.15269+0.028661i,0.095396+0.021468i,0.044944-0.02411i,0.041131-0.067038i,0.046526-0.079908i,0.04075-0.054789i,0.030885-0.02061i,0.021405-0.0064538i,0.012624-0.001879i,0.0053549+0.0048768i,0.00044941+0.008427i,-0.0038772+0.0056441i,-0.0081849+0.003422i,-0.0089457+0.0040397i,-0.0064665+0.0039727i,-0.0030122+0.00029141i,0.00045849-0.0042262i,0.0014425-0.0047746i,0.00021457-0.0029031i,0.00070012-0.0026079i
-0.018346+0.0044173i,-0.060748-0.0029339i,-0.11574-0.034296i,-0.12742-0.066033i,-0.08456-0.048146i,-0.054194+0.00013491i,-0.059516+0.034041i,-0.067721+0.042694i,-0.055617+0.027677i,-0.033287+0.0070318i,-0.018836-0.0014203i,-0.012465-0.0044174i,-0.0075458-0.0078297i,-0.0031466-0.0061404i,0.0015565-0.00052649i,0.0060591+0.0019768i,0.0079047+0.0012372i,0.0069472+0.00071642i,0.0032925+0.0023494i,-0.00063481+0.0041997i,-0.0022293+0.0044795i,-0.0019746+0.0032561i,-0.0029279+0.0023594i
0.017521+0.002327i,0.050046+0.020091i,0.087706+0.06189i,0.085873+0.096001i,0.051962+0.073994i,0.040181+0.025131i,0.05849-0.0051216i,0.071279-0.014586i,0.055437-0.0095418i,0.027186+0.00052645i,0.011072+0.0072739i,0.0080458+0.011679i,0.0075947+0.013051i,0.0042727+0.008537i,0.0019193+0.00098731i,0.00092617-0.0055307i,-0.0022264-0.0076327i,-0.003903-0.0071763i,-0.0011954-0.0066799i,0.0015026-0.0044302i,0.0018243-0.0017553i,0.0019743-0.00093582i,0.0035241-0.00069519i
-0.011524-0.0073284i,-0.036397-0.032276i,-0.05952-0.0814i,-0.05386-0.11392i,-0.035519-0.088916i,-0.038934-0.045126i,-0.0597-0.023759i,-0.068824-0.017888i,-0.048202-0.01354i,-0.018256-0.010655i,-0.0056601-0.011585i,-0.0055309-0.01181i,-0.00439-0.010292i,-0.0026132-0.0065227i,-0.0033439-0.0010457i,-0.0044428+0.0041613i,-0.0038466+0.0071309i,-0.0026948+0.0076251i,-0.0041439+0.0073478i,-0.0059441+0.0053777i,-0.0050852+0.0028337i,-0.0031494+0.0017678i,-0.0029522+0.00023879i
0.0070231+0.0022179i,0.019496+0.029017i,0.020105+0.080803i,-0.00029073+0.11558i,-0.013681+0.09389i,0.0050158+0.0551i,0.034235+0.037078i,0.042624+0.031309i,0.024958+0.024099i,0.0034463+0.016875i,-0.0021864+0.013346i,-0.00045431+0.010305i,-0.00094309+0.0064587i,-0.00091451+0.0031682i,0.0005392-0.0012941i,0.0013416-0.0057548i,0.0019357-0.0073954i,0.0031964-0.0071595i,0.0049405-0.0051458i,0.0050883-0.0017388i,0.0036353-0.00066148i,0.0018011-0.0020104i,0.00089593-0.0018045i
-0.01202-0.0068502i,-0.015382-0.034041i,-0.0035387-0.077599i,0.023847-0.098684i,0.031745-0.07418i,0.0071734-0.045194i,-0.021312-0.038997i,-0.028925-0.038338i,-0.015378-0.028173i,-0.00038807-0.015733i,0.0023612-0.0076989i,0.00087613-0.002919i,0.0020527-0.0018162i,0.0025041-0.0017181i,-9.8805e-05+0.00086229i,-0.0024108+0.0043597i,-0.0038875+0.0058188i,-0.0057337+0.00516i,-0.0064912+0.0026049i,-0.0044708-0.00039657i,-0.0029425-0.0010632i,-0.0033606+0.00011423i,-0.003184+0.00025086i
0.0045103+0.0087739i,0.00039863+0.031644i,-0.02424+0.067085i,-0.059737+0.079994i,-0.064391+0.056855i,-0.033837+0.034612i,-0.0019941+0.033481i,0.0090954+0.037138i,0.0041249+0.029031i,-0.0014495+0.015172i,-0.0031925+0.0056383i,-0.0055737+0.00061485i,-0.0073961+0.00038252i,-0.0059581+0.0024377i,-0.002014+0.0020517i,0.0018063+0.00039138i,0.0042024-0.00046875i,0.0057907-0.00060265i,0.0056353+0.0001592i,0.0040423+0.0005486i,0.0026591+0.00056998i,0.0013036+0.0010384i,0.00042702+0.0016065i
0.0010903-0.010392i,0.0088357-0.028735i,0.037425-0.052199i,0.068266-0.052008i,0.063542-0.026113i,0.03192-0.01132i,0.0089048-0.019704i,0.0017601-0.029661i,0.00010383-0.024197i,-0.00097445-0.010139i,0.0012194+1.6388e-05i,0.0065421+0.0044386i,0.010295+0.0036896i,0.0090137-8.9778e-05i,0.0045272-0.0033353i,0.00030039-0.0045331i,-0.0024789-0.0055344i,-0.0041385-0.0061654i,-0.0051925-0.0052136i,-0.0046177-0.0035355i,-0.0036836-0.0020206i,-0.0033525-0.0011635i,-0.002358-0.0014337i
0.0049676+0.0049808i,-0.008666+0.017136i,-0.043928+0.025841i,-0.077744+0.014156i,-0.07279-0.0077789i,-0.041441-0.0097761i,-0.018613+0.0036395i,-0.010187+0.012037i,-0.0046256+0.0083986i,-0.0010359-0.0008215i,-0.0036516-0.0054373i,-0.0079557-0.004691i,-0.0095131-0.0017649i,-0.0097133+0.001431i,-0.007697+0.0042134i,-0.0040159+0.0044297i,-0.0022846+0.0047557i,-0.0013752+0.0063181i,0.00069474+0.006058i,0.0018812+0.0043912i,0.0029337+0.0032151i,0.0031977+0.0024457i,0.0015839+0.0010532i
0.0031591-0.0092658i,0.015426-0.015846i,0.041889-0.013581i,0.060986+0.010161i,0.045676+0.033164i,0.019253+0.026735i,0.0093541+0.0033739i,0.0069509-0.0091272i,0.0015024-0.0048149i,-0.001003+0.0034785i,0.0017551+0.0060058i,0.0031531+0.0046274i,0.0036779+0.0026055i,0.0055099+0.00041885i,0.0052492-0.0014579i,0.0029764-0.001933i,0.0031444-0.0019722i,0.0031285-0.003823i,0.00071658-0.0050489i,-0.00040869-0.0038645i,-0.00021709-0.0025471i,-0.00031967-0.0013979i,-0.00030514-0.00074262i
-0.003485+0.0066919i,-0.017754+0.0081019i,-0.042804-0.0024234i,-0.053659-0.029302i,-0.034773-0.045145i,-0.015587-0.030799i,-0.01523-0.0088018i,-0.017495+0.0012065i,-0.01223+0.0010778i,-0.0063312-0.0026843i,-0.0039824-0.0029857i,-0.0026167-0.0013218i,-0.002601-0.0012497i,-0.0053586-0.00047293i,-0.0061579+1.3181e-05i,-0.0037465-0.00092603i,-0.003869-0.0011416i,-0.0051845+0.0018289i,-0.0035151+0.0034462i,-0.0012866+0.0018502i,-0.00091041+0.00078349i,-0.00093088+0.00017814i,-0.00081494-0.00035604i
0.0025168-0.0034015i,0.012982-0.00062835i,0.02886+0.016735i,0.028087+0.044042i,0.0053727+0.051505i,-0.0074627+0.030184i,0.001267+0.0080213i,0.010277+0.00026365i,0.010947+0.00094751i,0.0074157+0.0020009i,0.0026684+0.0014856i,-0.0011502+0.001433i,-0.00026468+0.0025453i,0.0027505+0.0034463i,0.0030871+0.0032553i,0.0017691+0.003722i,0.0011643+0.0034945i,0.0017982+0.00080455i,0.0017951-0.0020092i,0.0003705-0.0020194i,-0.0013031-0.0012928i,-0.0018582-0.00095866i,-0.0013143+0.00067671i
-0.0037328-0.0010058i,-0.012353-0.0060271i,-0.023975-0.023011i,-0.017663-0.044149i,0.003869-0.041058i,0.011583-0.016086i,0.0021088+0.00034722i,-0.007514+0.0027904i,-0.010149+0.0013529i,-0.0072831+0.0012577i,-0.00032333+0.00098199i,0.0041417-0.0015056i,0.0025618-0.0040917i,6.7879e-06-0.0057474i,-0.0013232-0.0052444i,-0.00028329-0.0052545i,0.0002177-0.005752i,-0.0013076-0.004473i,-0.0021983-0.0019834i,-0.0020207+0.00023371i,-0.0016688+0.001677i,-0.00068918+0.0021836i,0.00062223+0.0014317i
-0.001406+0.0031617i,0.0046338+0.010065i,0.0073606+0.029063i,-0.0059016+0.04506i,-0.024801+0.033819i,-0.023634+0.007341i,-0.0085247-0.0074122i,0.0026913-0.0090328i,0.0052297-0.0061974i,0.001688-0.0038026i,-0.0032446-0.0021988i,-0.0051845+1.3446e-05i,-0.0032952+0.002962i,-0.0019183+0.0054424i,-0.002923+0.0060257i,-0.0049001+0.0054722i,-0.0051062+0.0055006i,-0.0026775+0.0047789i,-0.00038671+0.001948i,-0.00023126-2.9593e-06i,-0.00045691+0.00047901i,-0.00031867+0.00067915i,-0.00062488+0.0001883i
-0.0016925+0.0026838i,-0.0051245-0.0052516i,-0.0014422-0.021605i,0.015461-0.032264i,0.02742-0.017934i,0.018759+0.00087015i,0.0046631+0.0041218i,-0.0029034+0.0005832i,-0.0042541+0.00011101i,0.00018971+0.00098247i,0.0042579+5.1047e-05i,0.0037502-8.9707e-05i,0.0026899-0.0017213i,0.0022858-0.0060827i,0.0028531-0.0060406i,0.0054286-0.0033113i,0.0076239-0.0026973i,0.0061559-0.002559i,0.0027549-0.0013348i,0.001443-0.000216i,0.0015928-0.0010367i,0.0014091-0.001047i,0.001033+1.4726e-05i
0.0046504+0.00038906i,0.003861+0.0063913i,-0.0062892+0.015405i,-0.025911+0.017493i,-0.034678+0.0034074i,-0.021979-0.0080391i,-0.0079804-0.0067143i,-0.0028566-0.0036957i,-0.0025168-0.0011727i,-0.0047129+0.0012002i,-0.0052357+0.0015194i,-0.0029815+0.0012413i,-0.0019726+0.0032444i,-0.0027602+0.0063276i,-0.0036369+0.0058506i,-0.0042604+0.0018265i,-0.0049917+7.9631e-05i,-0.0047338+0.00011435i,-0.0024584-0.00041393i,-0.0016674-0.0013662i,-0.0019852-0.0020554i,-0.0012518-0.0014817i,-0.00018725-0.00059857i
-0.0044025-0.0055484i,-0.0022092-0.0095015i,0.0049078-0.013449i,0.017996-0.0064089i,0.018622+0.0093758i,0.0048606+0.01273i,-0.0052047+0.0040939i,-0.0071548-0.0014477i,-0.0035008-0.0016691i,0.00047697-0.0017687i,0.00074155-0.0010925i,0.00027731-0.00011457i,0.00051331-0.0025026i,0.0016065-0.0054048i,0.0021188-0.0041129i,0.00066968-0.0004109i,0.00020714+0.0017656i,0.00018278+0.0022772i,-0.0014818+0.0020216i,-0.003064+0.0018011i,-0.0034187+0.0023049i,-0.0024997+0.002247i,-0.00052542+0.0011967i
-0.0024516+0.0020906i,-0.0058567+0.0050565i,-0.015146+0.0058423i,-0.02503-0.0025752i,-0.020492-0.013649i,-0.0042354-0.012367i,0.0053602-0.0027441i,0.0047772+0.0042327i,0.0012251+0.0063024i,0.00020313+0.0057281i,0.001654+0.0031577i,0.0021696+0.00092935i,0.00077053+0.0011108i,-0.0011509+0.0018069i,-0.00088444+0.001118i,0.0012668-0.0015824i,0.0022713-0.0036573i,0.00176-0.0034763i,0.00095738-0.001735i,0.00074096-0.0011337i,0.00052859-0.0014795i,0.00044432-0.0018177i,0.0005939-0.00097969i
0.0024038-0.0060521i,0.0042926-0.0082619i,0.0080265-0.0065497i,0.0088346+0.0069366i,-0.0024918+0.019301i,-0.013484+0.015305i,-0.012005+0.0042424i,-0.0057573-0.0037056i,-0.0025655-0.0055118i,-0.0034236-0.0023657i,-0.0045874+0.00063856i,-0.0043312+0.0018885i,-0.0026032+0.0025322i,-0.00036205+0.0025196i,-0.00031116+0.002006i,-0.0032088+0.0014204i,-0.0057177+0.0019547i,-0.0054735+0.0018858i,-0.0041709+0.0010308i,-0.003215+0.0011371i,-0.00089197+0.0017376i,0.00056579+0.0015558i,0.00018436+0.00051244i
0.0010482+0.0019695i,-0.0027232+0.0018418i,-0.0080971-0.0018757i,-0.010993-0.012284i,-0.0036898-0.017771i,0.0052032-0.010126i,0.0063672-0.0020281i,0.003509+0.00050143i,0.0013313+0.00034072i,0.0018345-0.0016279i,0.0023774-0.0022508i,0.0016154-0.00052787i,-0.00033603+5.1029e-05i,-0.0019505-0.00098225i,1.1526e-06-0.0004507i,0.0040125+0.00024835i,0.0053043-0.00045427i,0.0042875-0.0008538i,0.0028585-0.00068385i,0.0019634-0.00096241i,0.0019237-0.0013435i,0.0010825-0.0011402i,0.00019375-0.00043042i
0.0041298-0.0023106i,0.0056323-0.0029854i,0.0060753+0.001091i,0.00087551+0.0096367i,-0.010404+0.011352i,-0.014328+0.003561i,-0.0093282-0.0036817i,-0.0039817-0.0064098i,-0.00058107-0.0042892i,-0.00020826-0.00079468i,-0.001228+0.00053746i,-0.00053332+0.00037733i,0.0011861+0.00096123i,0.0021473+0.0011575i,0.0018115-0.0008994i,-0.00098601-0.0038104i,-0.004033-0.004452i,-0.0037074-0.0029122i,-0.0020506-0.0020744i,-0.0013115-0.0018897i,-0.0017442-0.001081i,-0.0015748-0.00050444i,-0.00039349-2.0717e-05i
-0.0019003+0.0011616i,-0.003706-2.8469e-05i,-0.0057847-0.0044757i,-0.0033173-0.009646i,0.0038774-0.0068037i,0.003755+0.00049083i,-0.0027906+0.0025359i,-0.007076+0.0013054i,-0.0072191+0.00013344i,-0.0055286-0.00031603i,-0.0033915-5.5009e-05i,-0.00161-0.00066354i,-0.0015611-0.00096719i,-0.0027006-0.00020964i,-0.0026198+0.0019908i,-0.001641+0.0049605i,-0.00010786+0.0060929i,0.0017466+0.0044385i,0.0016524+0.0019233i,0.0011117+0.00091153i,0.0013239+0.0011948i,0.0013484+0.00098513i,0.00086863+0.00040697i
0.0025424-0.00077826i,0.0030091-0.00070037i,0.0024812+0.0026103i,-0.0034966+0.0053859i,-0.010417+0.0015946i,-0.0092723-0.0039749i,-0.0034659-0.004259i,0.00043233-0.0022874i,0.0016816-0.0012875i,0.001361-0.0011552i,0.00068118-0.0018021i,0.00042632-0.0017339i,0.00071277-0.00053469i,0.0012102+0.00040642i,0.0021499-0.0011577i,0.0032275-0.0053427i,0.0032178-0.0082031i,0.0016178-0.0070933i,0.00045861-0.0041654i,0.00013176-0.0016357i,-0.00068061-0.00027176i,-0.0019001+0.00015639i,-0.0020583+0.00026804i
-0.00075162-0.00063555i,-0.0021696-0.0006716i,-0.0030334-0.0031063i,0.0002717-0.0036297i,0.0025657+0.0028127i,-0.00054269+0.0072364i,-0.0044064+0.0058959i,-0.0052249+0.0029782i,-0.0031935+0.0019087i,-0.00073928+0.0022852i,-0.00028064+0.0027239i,-0.0016505+0.0036934i,-0.0025681+0.0031779i,-0.0027728+0.00066501i,-0.0042228+0.00096243i,-0.0065982+0.0040904i,-0.0075416+0.0056552i,-0.005718+0.0046968i,-0.0031946+0.0028877i,-0.0015512+0.0025137i,-0.00075886+0.0025506i,-0.00040406+0.0010655i,-0.00039235-0.00072944i
0.00067735-0.00012365i,0.00104-0.00073105i,-0.0017959+0.0012228i,-0.0068295+0.0014265i,-0.0084396-0.0029918i,-0.003218-0.0061228i,0.0023577-0.0055409i,0.0025841-0.00324i,0.00051078-0.0015287i,-0.00055235-0.0016998i,-0.00051806-0.0013899i,7.8295e-05-0.00064846i,0.00050604+0.00040296i,0.0017105+0.0016438i,0.0052689+0.0016634i,0.0091044+0.00038468i,0.0092395-0.00034196i,0.0062755+2.8938e-05i,0.0031253+0.00015571i,0.0013077-8.4238e-06i,-0.00014382-0.00021219i,-0.0011177+0.00054174i,-0.0010239+0.0014327i
-0.0010924-0.0011778i,-0.0011297-0.0011589i,-0.00046193+0.00048211i,2.0951e-05+0.0038333i,-0.0022992+0.0080611i,-0.0050127+0.0063794i,-0.0041673+0.00028288i,-0.0016338-0.0038517i,0.0014693-0.0039197i,0.0023516-0.002267i,0.00072492-0.00078598i,4.9154e-05+0.00019153i,0.00031905-0.0010849i,-0.0011171-0.0028045i,-0.0051326-0.0038325i,-0.0086522-0.003811i,-0.0089526-0.0029935i,-0.0061731-0.001873i,-0.0025819-0.0010656i,-0.00074344-0.00059112i,-0.00071284+0.00030796i,-0.00053269+0.0011806i,6.7605e-05+0.00076616i
0.00040948-0.0030007i,-0.00036683-0.0032845i,-0.0039652-0.0034888i,-0.0077539-0.0045979i,-0.0064425-0.0040929i,-0.003103-0.0021723i,-0.0014237-0.0021135i,-0.0018309-0.0011823i,-0.0037286+0.00082894i,-0.0037516+0.0016231i,-0.0018787+0.00079187i,-0.00043009+0.00063855i,-0.00071678+0.0012912i,-0.00040672+0.0025442i,0.0029773+0.0040484i,0.006006+0.0045864i,0.0056644+0.0040735i,0.0037206+0.0023177i,0.0021343+0.00014745i,0.0011064-0.0014333i,0.00087428-0.0014761i,0.00070752-0.0013895i,0.0008547-0.00068518i
-0.00020173-0.0032683i,-0.00052336-0.0020542i,-0.0027579-0.00021818i,-0.0048709+0.003863i,-0.0065194+0.0060487i,-0.0063574+0.0028332i,-0.0042296-0.0011842i,-0.0028407-0.0043191i,-0.0030321-0.0056446i,-0.0027524-0.0030645i,-0.0016963-0.00037456i,-0.00068276-0.00033696i,0.00051372-0.0013997i,0.00093172-0.0023254i,-0.00067182-0.0038845i,-0.0032302-0.0066065i,-0.0038078-0.0072127i,-0.0027253-0.0046587i,-0.0013583-0.0017026i,-0.00078454-0.00022382i,-0.0010219-0.00030251i,-0.0011957-7.2945e-06i,-0.0012546+0.00040681i
0.00048862+0.0031475i,0.0004633+0.0022235i,0.00035644+0.00070232i,-0.00046449-0.0016027i,-0.0012024-0.0027297i,-0.0027781-0.00016279i,-0.0039258+0.0028395i,-0.0026767+0.0036606i,0.00076848+0.0032975i,0.0028452+0.0022374i,0.0013126+0.00095699i,-0.00044381+0.0017403i,-0.0012551+0.0033083i,-0.0018309+0.0038372i,-0.0015973+0.0056655i,-0.00063462+0.0081922i,-0.00091103+0.0069674i,-0.0014874+0.0033949i,-0.00082426+0.0016947i,1.5941e-07+0.0013376i,-0.00041125+0.00058004i,-0.0014631-0.00013814i,-0.00067658-0.00016997i
0.0011091-0.0021616i,0.00051976-0.0028066i,-0.0015025-0.0030795i,-0.0045104-0.0010385i,-0.0072869+0.00061125i,-0.0053503-0.00033584i,-0.0025299-0.0015361i,-0.0020796-0.00081457i,-0.0027192+0.0012496i,-0.0026831+0.001492i,-0.0017441+0.00044063i,-0.0013813-7.1274e-05i,-0.00026268-0.00088056i,0.0021321-0.0025586i,0.0040522-0.0055011i,0.0039044-0.0082261i,0.002183-0.0074287i,0.0011901-0.0031738i,0.0010109-0.00057139i,0.00064962-0.00025465i,-0.00020819+0.00029652i,-0.00024906+0.0010437i,0.00040472+0.00074217i
0.00071901+0.0021857i,-9.2062e-05+0.0029992i,-0.00079645+0.0027668i,-0.0010099+0.0018169i,-2.5874e-05+0.0016012i,-1.071e-05+0.0019608i,-0.00029911+0.0011914i,0.0011571-0.0013885i,0.0027247-0.0041943i,0.0020441-0.0036384i,0.00097342-0.00101i,0.00086688+0.00041847i,-0.00069794+0.00054813i,-0.0036725+0.0006725i,-0.005248+0.0024882i,-0.0051786+0.0047111i,-0.0045307+0.0037579i,-0.002506+0.0014436i,-0.00013799+0.00027673i,0.00023954-5.0638e-05i,0.00039508+0.00025292i,0.001145+0.00050863i,0.0010317+0.00020803i
-0.0031113+0.00081337i,-0.0041877-0.00020197i,-0.003586+0.00023893i,-0.0029436+0.0011555i,-0.0039121+0.00023523i,-0.0038057-0.0023517i,-0.0027723-0.0031983i,-0.0013802-0.0012487i,0.00046189+0.0011819i,0.001719+0.0022749i,0.00098632+0.0016483i,-0.00043519+0.0010064i,0.00029291-0.00024067i,0.0022439-0.0014889i,0.0042131-0.0018246i,0.0054899-0.0017242i,0.0044977-0.00095365i,0.0018595-0.00052006i,-0.0008284-0.00099217i,-0.0021615-0.0016434i,-0.001052-0.0021953i,0.00019085-0.0018042i,6.1315e-06-0.00071746i
0.0001015-0.00023024i,-0.0002332+0.00023342i,-0.0025863+0.00013547i,-0.0046932+0.00058185i,-0.0057749+0.002853i,-0.004655+0.0031496i,-0.0019507-0.00073817i,-0.0025419-0.0047596i,-0.0043272-0.0049302i,-0.0032831-0.0023231i,-0.0012434-0.00069273i,-0.00052981-0.00069028i,-0.0016525-0.0015758i,-0.00318-0.0016804i,-0.0043027-0.00098095i,-0.0049421-0.0007233i,-0.0044661-0.001504i,-0.0030691-0.0014469i,-0.0011063+3.5502e-06i,-0.00024893+0.0013219i,-0.00078041+0.0013688i,-0.0009808+0.0011257i,-0.0014722+0.0012552i
0.0013499-0.0027613i,-0.00016298-0.0039791i,-0.0013701-0.0053634i,-0.0045569-0.0037657i,-0.0067535-0.00093656i,-0.0049782+0.00061288i,-0.0025574+0.0012543i,-0.0013017+0.0013092i,0.00029696+0.00036878i,0.00077025-0.00045106i,0.00019144+0.00074081i,0.00066883+0.0027137i,0.0019725+0.0029521i,0.0021484+0.0034969i,0.0024718+0.0039076i,0.0033354+0.002688i,0.0031965+0.0011523i,0.0014093+0.00084918i,-0.0006647+0.00097309i,-0.0014628+0.0010569i,-0.0017294+0.00062894i,-0.0013426+0.00022695i,0.00026966+0.00065805i
-0.0022911+0.00061151i,-0.0034761+0.0018245i,-0.0038156+0.0030073i,-0.0037255+0.0041178i,-0.0038622+0.0032891i,-0.0038936+0.0014558i,-0.0028642+9.4892e-05i,-0.0022258+0.00022698i,-0.0016263+0.0021154i,0.00035692+0.0026779i,0.0001918+0.0013033i,-0.0015367+0.00048829i,-0.0019039-0.00044593i,-0.0019424-0.0027301i,-0.0025733-0.0043947i,-0.0037108-0.0039341i,-0.0029777-0.0026378i,-0.00047896-0.0017523i,0.00078534-0.0014742i,0.00018838-0.0012175i,0.00032306-0.00012156i,0.0010748+0.0006536i,0.00022809+0.0002852i
