0.0041217-0.00090234i,0.0048168-0.0021393i,0.003956-0.0050097i,0.00019394-0.0054317i,-0.0037424-0.0039014i,-0.0048198+0.00013079i,-0.002506+0.0030414i,-0.00046187+0.0022767i,0.0002505+0.00031121i,0.0003877-0.0015488i,0.00020464-0.0019278i,-0.00016824-0.00046997i,-0.0011295+0.0010864i,-0.0011553+0.0013394i,-0.0003606+0.00099514i,-0.0002583+0.00031712i,-0.00035871-0.00045897i,0.00012089-0.00031406i,-8.1162e-07-3.7126e-05i,-0.00055011-0.00040786i,-0.00057973-0.00072399i,-0.00044488+0.00044288i,-9.4398e-05+0.001151i
-0.0010123-0.00099395i,0.00018948-0.00082729i,0.00031007+2.4859e-05i,-0.00048733+0.0011406i,-0.00073024+0.0015345i,-0.00076042+0.0014806i,-0.00099256+0.0012853i,-0.0009029+0.00045292i,-0.00023052+0.00024131i,0.00023071+0.00089758i,0.0005452+0.00096383i,0.00016098-5.7118e-05i,-0.00012437-0.0008566i,6.6412e-05-0.00036849i,-0.00035922+0.00074659i,-0.00029326+0.00070002i,-5.9241e-05-0.00035217i,0.00044275-0.00073869i,0.00090743-0.0003394i,0.00028322-0.00010544i,2.5208e-06+0.00034843i,0.00054385+0.00064141i,0.00039684+0.00080995i
4.8413e-05+0.00014393i,0.00028339+0.00056567i,0.00038193+0.00094669i,-0.00010279+0.00088262i,-0.00045357+0.00062844i,-0.00049006+0.00042987i,-0.00091883+0.00030058i,-0.0011115+0.00027572i,-0.00070677+0.00013186i,-0.00069294-4.1603e-05i,-0.00071152+0.00071018i,-0.00035987+0.001193i,-6.135e-05-0.00051271i,-0.0004985-0.00049458i,-0.00074106+0.00040916i,-0.00034898-0.00013537i,-0.00036206-5.1637e-05i,-0.0002126+0.00043521i,-0.00014669-0.00011515i,0.00051596-0.0010766i,0.00022467-0.00086556i,-0.00083556-0.0001459i,-0.00088861-0.00022357i
3.7032e-06-0.0016274i,-0.00074706-0.0011913i,-0.001677-0.0003495i,-0.0021803+0.00058611i,-0.0014631+0.0013825i,-0.0012222+0.0016154i,-0.0010388+0.0016795i,-0.00070478+0.00099108i,-0.00028592+0.00056407i,-0.00029757+0.00095752i,-0.0001219+0.0010724i,0.00023608+0.0007436i,0.00019187+0.00060827i,0.00037275-3.0505e-05i,1.1613e-05+9.0839e-05i,-0.00042983+0.00082949i,-0.00015261+0.00027867i,0.00024431-6.4984e-05i,-6.8174e-05+0.00027663i,-0.00023499+2.7879e-05i,-3.4987e-05-0.00050913i,-0.0001897-0.0005245i,-0.00015094-0.00067755i
-0.0010271+0.00066318i,-0.0011804+0.0011275i,-0.00084214+0.0018244i,-0.0002162+0.0018741i,0.00083636+0.0010458i,0.0014926+0.0013816i,0.00096376+0.0013542i,0.00061155+0.0009303i,-0.00016233+0.00070764i,-0.00063614+0.00032864i,0.00046355+0.00035126i,0.00085956+0.00033036i,0.00047569+0.00043891i,0.00018841+1.1314e-05i,-0.00017979-0.00090644i,0.00054314-0.00096069i,0.00040572-0.00018186i,-0.00026042-0.00018085i,-0.00054253-0.00012339i,-0.00059285-0.0001755i,-0.00013262-0.00012932i,0.0004606+0.00037423i,0.00067169+0.00015598i
0.00064764-0.00087139i,0.00067422-0.001824i,0.0013037-0.0021292i,0.00074462-0.00098757i,0.00057578+0.00054847i,0.00027032+0.0018309i,-0.00015442+0.0019697i,-0.00038907+0.0012479i,-0.00066996+0.00019521i,-0.00072715+1.511e-05i,-0.00069137+0.00028699i,-0.00045915+0.00027644i,0.00041468+0.00051497i,0.00055698+0.00042725i,0.00098466-0.00013511i,0.0013396-0.00036468i,0.00055346-0.00021667i,-0.00034893-0.00021684i,-0.00033925-0.00045507i,-0.00033683-0.00019431i,-0.00075073+0.00022468i,-0.0011387+0.0001828i,-0.00073444-0.00061801i
-0.0013029-0.00066167i,-0.00052754+4.7246e-05i,-0.0010034+0.00048992i,-0.00091039+0.00021049i,-0.0003573+0.00097938i,0.00021895+0.00065696i,-7.2237e-05+0.00028535i,-0.00053515+0.00022758i,-0.00086899+7.2802e-05i,-0.00046862+0.00037469i,0.00069503+6.3536e-05i,0.00096737-0.00066671i,0.00012762-0.00013599i,-0.00011052+0.00010257i,0.0004448-0.00049964i,0.00018824-0.00033065i,-0.0002471+0.00039226i,-6.9832e-05+0.00042245i,0.00023144+3.4858e-05i,0.00054715+1.0951e-05i,0.00026766-0.00026122i,-0.00024164-0.00052505i,0.00050829-5.6277e-05i
0.0004508-0.0020063i,0.00036608-0.0017074i,-0.0002962-0.00085551i,-0.0013546+0.0010141i,-0.0015311+0.0028412i,-0.00079166+0.0022839i,-8.6483e-05+0.00094655i,0.000702+0.00049245i,0.00045658+0.00070465i,-8.7456e-06+0.00097229i,-0.0004019+0.0007416i,-0.00079287+0.00038673i,-0.00047563+0.000594i,-0.00038377+0.00023959i,-0.00011599-0.00028878i,0.00039199+0.00019061i,7.7911e-05+0.00066025i,1.252e-05+0.0007227i,-0.00053166+0.00087072i,-0.00068724+0.00038923i,-0.00030755+0.00013891i,-0.00019854+0.00011399i,0.00037322-0.00015883i
0.0010092-0.0011493i,0.0006065-0.001463i,-0.00032306-0.0018378i,-0.00091732-0.0013068i,-0.0010619+5.8872e-05i,-0.00081647+0.0015808i,-0.0003216+0.0011006i,3.9069e-05+0.00027661i,-0.00011696-4.532e-05i,-0.0003492-0.00070805i,-0.00049128+0.00012737i,-0.00031398+0.000663i,2.1347e-05+0.00037672i,7.0592e-05+0.00070729i,0.00058861+0.0010446i,0.00084345+0.00060689i,0.00044827-0.00043977i,-0.00039476-0.00081886i,-0.0012665-0.00064954i,-0.0010997-0.00059442i,-0.00057661-0.00064717i,-0.00046743-0.0011096i,-0.00018407-0.00089352i
0.00017217-0.001308i,0.00059035-0.0007523i,0.0010577-0.00025103i,0.0008262+0.00027089i,0.0005455+9.3281e-05i,-0.00018778-3.2325e-05i,-0.00053448+0.00086384i,-0.00023748+0.0012702i,-0.00043247+0.00084336i,-0.00019195+0.00039203i,0.00032729+0.00024793i,0.00025058+0.00032399i,-0.00056722+0.00030017i,-0.00048586+4.6753e-05i,9.8116e-05+7.325e-05i,-6.6499e-05-9.3583e-05i,0.00013752-0.00061472i,0.00030802-0.00014855i,-0.00015584+0.00053707i,-0.00083396+6.4226e-05i,-0.0010132-0.00087973i,-0.00037088-0.00086174i,0.0003002-0.00046412i
-0.001152-0.00039439i,-0.00043869-0.00066666i,-0.00089499+0.0010336i,-0.00082158+0.002199i,-0.00032833+0.001794i,-0.00026878+0.00084212i,-0.00020981+0.00015881i,9.9124e-05-0.00010197i,-4.049e-05-0.00044997i,-0.00035568-0.00043427i,-0.00088342-0.00050928i,-0.00030652-0.00085536i,0.00016957-0.00070135i,-0.00045913-0.00016947i,-0.00053907+7.7502e-05i,-0.00013215-8.6497e-05i,0.00014405+0.00046073i,0.00056949+0.0008432i,0.00029483+0.00011278i,0.00052929-0.00035544i,0.00082006+0.00041318i,-4.3885e-05+0.00021862i,-0.0002849-0.00028551i
0.0010955-0.0025061i,0.00060763-0.0016456i,-1.4878e-05-0.0013208i,-0.001421-0.0011031i,-0.0019794+0.00047252i,-0.00090367+0.002165i,-0.00068465+0.0019744i,-0.00063922+0.0010376i,-0.0006858+0.00071226i,-0.001636+0.00087059i,-0.0013589+0.00081859i,0.00020253+0.00023613i,0.00045171-0.00058392i,-2.5022e-05-0.00054835i,0.00068449+5.0835e-05i,0.0012968+0.00047828i,0.00045327-0.00014445i,-0.0004959-0.00067962i,-0.00068691-0.00017678i,-0.00066493-0.00024062i,-0.00059729+0.00023509i,-0.00043534+0.00080643i,-0.00015459+0.0012414i
0.00058745+0.0011699i,0.00057669+0.0017114i,0.00044031+0.0012845i,0.00044794+0.00022974i,-2.6232e-05-0.00046918i,-0.00058597-0.00016114i,-0.000946+0.00024883i,-0.00093988-0.00041231i,-0.00011069-0.00046338i,0.00062059+0.00035962i,0.00038345+0.00064605i,-0.00044718+0.0002993i,-0.00044075-0.00035171i,-0.0001528-4.8574e-05i,-0.0005293+0.00074629i,-0.0004555+0.00067034i,-1.5009e-05-0.00038159i,0.00026077-0.0010719i,-0.00045321-0.00048725i,-0.00066673-1.6501e-05i,-0.00030415-0.00026332i,-0.0006008-0.0005868i,-0.00019242-0.00039108i
0.0007483+0.00023732i,0.0013219+0.00019197i,0.0019694+0.0008849i,0.00054358+0.0015843i,2.0507e-05+0.0012576i,-6.418e-05+0.0011516i,9.6787e-05+0.0014776i,0.00035117+0.0010994i,3.4558e-05+0.00042882i,-0.00044163-5.9704e-05i,-0.00024206-0.0004149i,0.00061849-0.00017064i,0.00067911+0.00028041i,-0.00020085+0.00032641i,-0.0005754+0.00058887i,-0.00065964+0.0010173i,-0.00025177+0.00078046i,-0.00021493+0.00052789i,-0.00063386+0.00063227i,-5.3288e-05+2.8714e-05i,0.00061073-0.0007503i,0.00031464-0.00067138i,3.3621e-05+0.00012425i
-0.00091747+0.0012124i,-0.00028316+0.0010146i,0.00023155+0.00068535i,0.0008128+0.00022427i,0.0007589+0.00017933i,0.00040174+0.0013077i,0.0004292+0.001361i,0.00015375+0.00060197i,-0.00020603+0.00045179i,8.3314e-05+0.00030697i,0.00035686+0.00029101i,0.00041573+0.00050917i,0.00060428+0.00030534i,0.00053193+0.00023621i,0.00048344+0.00035834i,0.00057396-0.00062594i,0.00034947-0.00085283i,0.00018888-0.00042846i,-0.00045591+9.057e-05i,-0.00050592+0.00026555i,0.00017082-0.00092141i,0.00051928-0.00066017i,0.00014891+0.00062393i
-0.00020702-0.00037651i,-0.00020097-0.00074627i,-0.00027436-0.00038564i,-0.00079443+0.00031351i,-0.0011073+0.00058609i,-0.00062733+0.0011029i,-0.00023088+0.0011458i,-4.2799e-05+0.00054427i,-0.00016749+0.00058061i,-0.00016907+0.0010316i,0.00088266+0.00079752i,0.0011959-0.00027149i,0.00060398-0.00093043i,0.00038806-0.00081952i,0.00023706-0.0004541i,0.00036916+0.00037477i,0.00076155+0.0010125i,0.0010255+0.00079513i,0.00070694-0.00027394i,0.0001589-0.00054945i,-0.00019982+0.00040768i,0.00015645+0.00089222i,0.00015482+0.0007979i
0.0015283-0.0011067i,0.00094968-0.001398i,-0.0011458-0.0012467i,-0.0021407-0.00040471i,-0.0018951+0.00063904i,-0.0012716+0.0013782i,-0.00033445+0.0010599i,-0.00024892+0.00082521i,-0.00035178+0.0014747i,-0.00081459+0.0014518i,-0.00057133+0.00026471i,0.00086092-0.00024089i,0.00087317+0.00061194i,0.0010613+0.00080374i,0.0011318+0.00019425i,0.0002685+0.00016137i,-0.00029496-0.00016127i,-0.00081466-0.0002971i,-0.00055644-0.00021801i,-0.00020602-0.00010403i,-0.00038621-6.2564e-05i,-0.0001964-0.00081383i,0.00034538-0.00089109i
-0.0011833-0.00065109i,-0.00060835-0.00052088i,-4.19e-05+0.0001963i,0.0004497+0.00042657i,0.00055001+0.0010969i,0.00029236+0.0012449i,-2.9693e-06+0.00066133i,0.00014148+0.00081539i,0.00078368+0.00084691i,0.0011523+0.00093579i,0.00080221+0.001353i,0.00020887+0.00079676i,-0.00026229+0.00058736i,2.8326e-05+0.00029193i,0.00028916-4.9963e-05i,-0.00022582-0.00013491i,-0.00066077-0.00014919i,-0.00073837-0.0002771i,-0.00078442-0.00059879i,-0.00090285+2.8789e-05i,-0.00050586+0.00043464i,-0.00032881+6.3863e-05i,-0.000328-0.00028767i
0.00064438+0.0018336i,-0.00059609+0.0010954i,0.00025624+0.00047129i,0.0010996+0.00046341i,0.001173+0.00041533i,0.00010665-1.7617e-05i,-0.00059129+0.00052109i,-0.00041709+0.00097284i,0.00032013+0.00059257i,-2.7682e-06+0.00031825i,-0.00027959-9.1547e-05i,0.00036819-0.00039603i,0.00057941-0.00010806i,-0.00015919+3.2103e-05i,-0.00032045+0.00013044i,0.00048374+0.00079114i,0.00052194+0.00047808i,0.00075867-0.00010933i,0.00097031-3.7915e-05i,0.00064935+0.00083597i,0.00038153+0.00098663i,0.00058499+0.0005613i,0.0003347+0.00013367i
-0.001213-0.0026314i,-0.001789-0.0024533i,-0.001685-0.0020663i,-0.0017978-0.0001561i,-0.0019199+0.0020966i,-0.00086579+0.0026726i,0.00028231+0.0015703i,0.00028823-0.00011385i,7.1436e-05-0.00034429i,-0.00078035+0.00010692i,-0.00091225+0.00023265i,-0.0002196+0.00097992i,-0.00069999+0.00061377i,-0.00074329-0.00042982i,0.00025619-0.00026239i,0.00090376+0.00016567i,0.00052+0.00016648i,0.00019948+0.00010488i,7.0036e-05+0.00020295i,-0.0004206-4.3261e-05i,-0.0004434-0.00021235i,-6.1935e-05-0.00030114i,0.0001912+0.00034986i
-0.0022791+0.0026596i,-0.0010072+0.0028632i,-0.00035025+0.0039064i,0.00030402+0.0029178i,0.0010891+0.0011618i,0.0013793-4.3761e-05i,0.00088893-0.00017274i,-0.00016724+0.0013991i,-0.0011916+0.0023441i,-0.00093265+0.0019263i,0.00014704+0.00076533i,0.00090437-0.00064884i,0.0011538-0.00087488i,-0.00026688-0.00066854i,-0.0012087-0.00016411i,-0.00052996+0.00016097i,-6.9897e-05+0.00028499i,0.00021134+0.00061004i,0.00010148+0.00061886i,0.00039488+0.00033144i,0.00067664-0.00011654i,0.00023409+6.2924e-05i,7.3324e-05+0.00022089i
-0.0013488+0.00011732i,-6.4754e-05-0.0010879i,0.0010159-0.0011566i,0.00077327-0.00088749i,-0.00014677-0.00022442i,1.6379e-05+0.00075953i,-0.00039989+0.0012712i,-0.00086888+0.00097095i,0.00024451+0.0010107i,0.0011127+0.0015187i,0.0010739+0.0014242i,0.00030636+0.00061877i,-0.00043738+0.00039594i,-0.00080119+0.00014889i,-0.0005219+5.1221e-05i,-0.00012997+0.00049996i,-3.7446e-05+0.00048518i,0.0005674+0.00091287i,0.00066013+0.0011194i,0.00042304+0.00076295i,0.00027481+0.0005183i,-0.00049221+0.00028632i,-0.00057204+0.00038761i
0.00010355+0.0027456i,-1.2662e-05+0.0022615i,0.001501+0.0016493i,0.0027641+0.0010177i,0.0019237+0.0002365i,0.00022525-0.00019384i,7.4594e-05+0.00066964i,0.00061908+0.00058758i,0.00031933+0.00014644i,-8.8687e-05-0.00031429i,0.00041791-0.00093403i,0.0012091-0.00080362i,0.00085405-0.00084208i,0.00013148-0.00067326i,0.00019879-0.00025644i,9.5453e-05-0.00026408i,0.00027632-0.00071375i,1.5941e-05-0.00057637i,-0.0005721-0.00018906i,-0.00088771+0.00025624i,-0.00092761+0.00024011i,-0.0007324+0.00014195i,-0.00036279+3.4701e-05i
0.0010063-0.0007715i,0.00013118+0.00020454i,5.3772e-06+0.00088869i,-0.00037484+0.0013163i,-0.0011747+0.0016591i,-0.0010731+0.0016546i,-0.0006438+0.00081541i,-0.00096236+7.0954e-06i,-0.00089595+0.00025349i,-0.00055675+0.00050327i,-0.00025726+0.00052574i,9.0687e-05+0.0006174i,0.00042701-0.00010409i,0.00052097-0.00069835i,-0.00054668-0.00024841i,-0.00080272+0.00038611i,-0.00024087+0.0005265i,-0.00024373+0.00063356i,-9.7024e-05+0.00044856i,0.0002667+0.00032345i,-0.00041345+5.556e-05i,-0.0012377-4.1905e-05i,-0.00053542+0.00011497i
-0.00083656-0.0010388i,-0.00037395-0.0016003i,-0.00064785-0.00014438i,-0.00054272+0.0012937i,-0.00021513+0.0022815i,-0.00031712+0.0017469i,-0.0008378+0.0011968i,-0.00063047+0.00081392i,0.00025398+0.00015535i,0.00046177+0.00019877i,0.00066872+0.00056653i,0.00099351+0.00059231i,0.00068439+0.0001496i,-6.5107e-05+0.00065674i,-0.0010727+0.0010904i,-0.0011488+0.00069318i,-0.00068005+5.5429e-05i,-0.00038408-0.00053541i,-0.00015923-0.00050639i,-2.2811e-05-0.00028677i,-0.00086119-2.0781e-05i,-0.0011596-0.0002156i,-0.00080974+0.00011408i
0.0014466+0.0003325i,0.0019844+0.0010586i,0.0016238+0.00048499i,0.00041834+0.00016979i,-0.00021264+0.00093008i,-0.00080594+0.00079429i,-0.0010787+0.0002565i,-0.00011939+0.00031957i,0.00061709+0.00027874i,-0.00018765+0.00088947i,-0.00036069+0.00091492i,0.00062343+5.5187e-05i,0.00052869-0.00044889i,-5.1229e-05-0.00038798i,0.00014028+0.00067632i,-5.7357e-05+0.0012138i,-0.00038773+0.00061007i,-0.00039338+0.00072204i,-5.1199e-05+0.00024471i,0.00037542-0.00034539i,0.00028938-0.0003158i,-0.00043068-0.0007247i,-0.00030246-0.00046129i
-0.00036214-0.00081058i,-0.00048312-0.00087083i,-0.00011699-0.00050759i,-0.0009605-3.9445e-05i,-0.0017284+0.00029977i,-0.00097036+0.0009886i,-0.00040826+0.0013088i,-0.00055592+0.00080483i,-0.00097371+0.00058814i,-0.00083159-0.00015211i,0.00024419-0.00071369i,0.00044012+0.00039416i,-0.00023074+0.00059327i,-0.00044288+2.1133e-06i,-0.00032196-6.9053e-05i,0.00035196-6.36e-05i,0.00087148+0.00051239i,-3.7937e-05+0.00064744i,-0.00022813-0.00011427i,0.00010364-0.00060047i,0.0003304-0.00055722i,0.00041763+0.0001973i,0.00015451+0.00078736i
-0.00053353+0.00077749i,-0.00087717+0.00081064i,-0.00017623+0.00091892i,-9.5269e-05+0.00073742i,7.8305e-05+0.00069829i,0.00047149+0.00074465i,1.5411e-05+0.0012891i,-0.00042774+0.0011113i,-7.3727e-06+0.00038826i,0.0004057+0.00061652i,0.00033584+0.00079507i,0.0011053+0.00047559i,0.0012944-0.00045648i,0.00088201-0.00070403i,0.00021045-1.5178e-05i,-0.00039428+0.0002175i,-0.00064676-0.00014831i,-0.00093358-9.9267e-05i,-0.00066775+4.8879e-05i,-0.00031937-0.00033254i,0.00027409-0.00050061i,-0.00047702-0.00021697i,-0.00093401-9.5502e-05i
-0.00028119+0.00018044i,-2.2591e-05+0.00025361i,-0.00016465-0.00051649i,0.00020287+0.00020555i,0.0004947+0.0017217i,3.1351e-05+0.002139i,-0.00024506+0.00080178i,7.6201e-05-0.00030159i,0.00035044+0.00073423i,0.00021433+0.0012163i,-0.0001174+0.00063175i,4.7122e-05+0.00030403i,-0.00063881+7.1786e-05i,-0.00052497+0.00010572i,-4.0659e-05+0.00026378i,-0.00023659-0.00025389i,-0.00023114-0.00010501i,0.00011322+0.00024914i,0.00092574-0.00069649i,0.0017526-0.00041665i,0.0010767+0.00010115i,0.00024902-0.00071696i,-0.00013768-0.00061223i
0.00031248+0.0001214i,-0.0001336-0.00033162i,-0.00099651-3.1226e-05i,-0.00056879+0.00069026i,0.00027842+0.0018949i,0.00020848+0.0017205i,-6.9713e-05+0.0012823i,-9.0806e-05+0.00078431i,-0.00016098+0.00010379i,-0.00041644+0.00029175i,-0.00021292+0.00039864i,0.00033029+0.00025407i,0.00093115+0.00050281i,0.00064811-0.00012853i,0.00013958-0.00043953i,-0.00021599-7.1961e-05i,0.00014121-0.00050821i,0.00010028-0.00038957i,-0.00051405+0.00023389i,-0.00052599+0.00089179i,-0.00050037+0.00022577i,-0.00015513+3.108e-05i,-7.6266e-05+0.00081556i
0.001551+0.0013123i,0.00022593+0.00019486i,0.00014217-0.00053951i,0.00013087-8.992e-05i,-9.4456e-05+0.00048955i,0.00021843+7.9112e-05i,0.0011599+0.00012371i,0.0010055+0.0011951i,0.00041527+0.0015503i,0.00072504+0.00063102i,0.0004978+0.0002104i,0.00055261+0.0001696i,0.0015756-0.00062258i,0.0010422+4.0211e-05i,-0.00039387+0.00097147i,1.6066e-05+0.00086405i,0.00047776+0.0011692i,0.00034174+0.0010414i,0.00039256+1.9208e-05i,0.00045584-0.0010891i,0.00077193-0.0011585i,0.0010586-0.00020299i,0.0012596+0.00016177i
-0.0024935-0.0026988i,-0.002681-0.0021441i,-0.0034081-0.00070989i,-0.003221+0.0014832i,-0.001557+0.0037268i,0.00042224+0.0035523i,0.00060672+0.0017393i,0.0001559+0.00045718i,-0.00011636+0.00043935i,-0.00044908+0.0010982i,2.757e-05+0.00043614i,-5.404e-06-0.00015123i,-0.00069343-0.00015492i,-1.1303e-05+0.00020373i,0.00022254+0.00050374i,-5.7321e-05+0.00077733i,-0.00070801+0.0010178i,-0.0008312+0.00040253i,-6.0219e-05-0.00049962i,0.00019934-0.00022443i,-3.5635e-05+1.4623e-05i,-0.00043397-0.00038316i,-0.00050586+3.1673e-05i
0.00065558-0.0011964i,-0.00019528-0.001645i,-0.00012463-0.0026236i,-0.00055292-0.0013961i,-0.0013147+0.00059141i,-0.00078015+0.0018545i,-7.2875e-05+0.0017117i,-7.2854e-05+0.00088565i,-0.0005301+0.00048551i,-0.00046477+0.00045262i,-7.3423e-05+0.00031893i,0.00016986+0.00018687i,0.00093777+0.00062789i,0.00073145+9.9749e-05i,2.045e-05-0.00081134i,0.00017569-0.00029302i,0.00020304+4.1991e-05i,-0.00036627-0.00043886i,-0.00090332+0.00018447i,-0.0013189+0.0009703i,-0.0011495+0.00063074i,-0.00045606-9.2729e-05i,0.00044103-0.00087683i
0.0015013+0.0015538i,0.0025338+0.000935i,0.0026617-0.00026816i,0.0017119-0.00065139i,0.00084143-0.00055463i,0.00052505-0.00024714i,-0.00035846+0.00053295i,-0.0018839+0.00074677i,-0.0020056+0.00031704i,-0.001095+3.5117e-05i,-0.00080176-0.00015917i,-0.00053534-9.6692e-05i,-0.00032165+0.00069571i,-8.3753e-05+0.00068066i,8.7492e-05+0.00031369i,-0.00035492+0.00026445i,-0.00042795+9.7388e-05i,-0.00049417-5.6067e-05i,-0.00063543+0.00032205i,-0.00026199+0.0007806i,0.00021374+0.00060987i,0.00036896+0.00091202i,0.00022926+0.0008784i
-0.0009728+0.001303i,-0.00041709+0.00072215i,-0.00047583+0.0004856i,-0.00026707+0.00066629i,0.00026549+0.0017258i,0.00032595+0.001611i,0.00048644+0.00074233i,-9.0673e-05+0.00045631i,-0.00053171+0.00031407i,-0.00033687+0.00031247i,-7.145e-06+0.00050467i,0.00046108+0.00026764i,-8.625e-05+5.8081e-05i,-0.00023084+0.00030042i,3.7629e-05+0.00053239i,0.00021355+0.00072554i,0.00077691+0.00040912i,0.00083322-0.0005392i,0.00039426-0.00090225i,2.6585e-05-0.00028182i,-0.00030993+0.00048274i,-0.00083674+0.00085957i,-0.00070214+0.0010344i
-0.00010633+0.0014642i,9.9028e-05+0.00089633i,0.00046171+0.0012867i,-5.1336e-05+0.0019393i,-0.00080136+0.0018504i,-0.00077508+0.0016413i,-0.00043673+0.0021989i,-1.1e-05+0.0015503i,0.00020391+9.1159e-05i,-0.00025429-0.00072913i,-0.00088314-0.00019547i,-0.00042794+0.00036701i,0.00048136-0.00029956i,-0.00019153+4.8765e-05i,-0.00099408+0.00047902i,-0.0004851-0.00033061i,-0.00037735-0.00087792i,4.4464e-05-0.00082185i,0.00095524-0.00055753i,0.00051982-0.00068912i,0.00031505-0.00079142i,0.00032206-0.00069261i,5.6405e-05-0.00084689i
-0.00013069+0.0011762i,0.00022412+0.0011074i,0.0014602+0.0021689i,0.0011681+0.0021435i,0.0010231+0.0010988i,0.00035211+0.0013897i,7.7845e-05+0.0011925i,5.5256e-05+0.00025248i,-0.00038489+0.00046666i,0.00019862+0.0001869i,0.00082904-0.00045457i,0.00053792+5.7157e-05i,0.0006065-0.00026668i,0.00053413-0.00017654i,0.00085206+0.00086509i,0.0006438+4.5286e-05i,1.8939e-05-0.00091091i,-0.00043205-0.00059356i,0.00020957-0.00025067i,0.00067676+0.00025165i,-0.00016741+0.00021988i,-0.00037328-0.00021381i,0.00070621+0.00036031i
0.00033526+0.0010008i,0.0017009+0.0011244i,0.0026633+0.0015089i,0.0026572+0.0011912i,0.001091+0.001149i,-0.00025812+0.0011485i,-0.0011607+0.00080683i,-0.0011879+0.00079465i,-0.00034165+0.00029702i,-0.00018445-0.00039012i,-0.00025675-0.00069264i,0.00033305-0.00083021i,0.0003809-0.00020359i,-0.00027633-9.9526e-05i,0.00027056+9.2523e-05i,0.0010082+0.00035129i,0.00067198-0.00011714i,0.00047875-0.00068267i,0.0004663-0.00041795i,-0.00023628-0.00041019i,-0.00079332-0.0003864i,-0.00037027-0.00015i,0.00013218-0.00104i
-8.4072e-05+0.0010784i,-0.00020615+0.00092218i,0.00029788-0.00023285i,4.6763e-05-0.0012207i,-0.00064228-0.00072624i,-0.00053671+0.0004138i,-5.4885e-05+0.00080037i,9.3561e-05+0.00069411i,-0.00010199+0.0004881i,-0.00022922+0.0011079i,-0.0004201+0.0013968i,-0.00039919+0.00042839i,-0.00027951-0.00010932i,-0.00062195-0.00027789i,-0.00095813+0.00023533i,-0.001095+0.00034516i,-0.00044125+1.1038e-05i,0.00020511+0.00048921i,0.00041112+0.0006255i,7.5848e-05+0.00023748i,-0.00023794+0.00021555i,-0.00049902+0.00044269i,-0.0011024+0.00017505i
-0.0011714-0.0027031i,-0.0016201-0.001982i,-0.0022377-0.0010174i,-0.0021741+0.00089984i,-0.0017507+0.0018323i,-0.0010122+0.0022994i,-0.00068062+0.0020132i,-0.00076678+0.00087078i,-0.00042431+0.00038364i,-0.0003577+4.5483e-05i,0.00026081-0.00043587i,0.0013848+0.00013275i,0.0017824+0.0010055i,0.0015287+0.0011555i,0.00061177+0.00038564i,-6.3797e-05-0.00033208i,-0.00021371-0.00030833i,-2.1801e-05+0.00023132i,7.5945e-05+0.00036811i,0.00023043+0.00011339i,-8.9297e-06-0.00042019i,-0.00029703-0.0009889i,-0.00037395-0.00063727i
-0.00052933-0.0018742i,-0.00036119-0.0019585i,-0.0011048-0.00089158i,-0.0021316+0.00020905i,-0.0023333+0.0010901i,-0.0018286+0.0014043i,-0.00096159+0.0015182i,-0.00063661+0.0012579i,-0.00051022+0.00091545i,-0.00023686+0.00097142i,0.00051824+0.00086028i,0.00071943+0.00055943i,0.0005608-0.00036697i,0.00050771-0.00050558i,0.00021918+0.00027667i,-0.00058454+0.00058655i,-0.00096434+0.00060271i,-0.00090361+0.00093162i,-0.00034956+0.00045334i,0.00014845-5.1407e-05i,-0.0005262-0.00056401i,9.253e-05-0.00093426i,0.00058305-0.00084973i
0.00094141+0.00080984i,0.00093026+0.00024025i,0.0016881-0.00020077i,0.0010277+0.00053401i,-0.00095615+0.0014351i,-0.0015258+0.0014232i,-0.00079332+0.001174i,-0.0010097+0.000696i,-0.00080788+5.6184e-05i,-0.0004486-0.00029481i,0.00016387+1.7126e-05i,0.0005092+0.00093973i,0.000413+0.0014319i,5.6397e-05+0.00097714i,-0.00011912+0.00058871i,-0.00032817+0.001348i,-0.00074873+0.0011553i,-0.00066081-0.00045705i,-0.00010332-0.0013195i,0.00092443-0.00026688i,0.00063362+0.00071939i,0.00046765+0.00077284i,0.00046292+0.00031321i
-0.0014353-0.00070108i,-0.0013848-0.0011411i,-0.00032457-0.0010207i,0.00020671+0.00039043i,-0.00029365+0.0016334i,-0.00055955+0.0022918i,-0.00043045+0.0015175i,0.00022953+0.00088717i,2.9684e-05+4.0667e-05i,-0.00046318-0.0003741i,0.00018773+0.0009372i,0.00073664+0.00095279i,0.00096677-7.9429e-05i,0.00021221+6.757e-05i,-0.00047304+0.0004753i,-0.00065484+0.00014619i,-0.00024284+3.9116e-05i,5.9164e-05+0.00046866i,0.00041647+6.4538e-05i,0.0004664-0.0005735i,-0.00017398-0.0007789i,-0.00031908-0.00015735i,0.00015745+0.0010906i
