-0.0034796+0.0017738i,-0.0026186+0.002077i,-0.0029228+0.0022895i,-0.0010202+0.00096669i,-0.00017873+0.0006166i,1.6741e-05+0.0021217i,0.00017182+0.0030108i,0.00084723+0.0028212i,0.0010243+0.0015473i,0.00053121+0.000596i,0.00019346+0.00039106i,-0.0003071-0.00055462i,-0.00079499-0.0010241i,-0.0013727-0.00076975i,-0.0011713-0.00034486i,-0.00045227+4.8855e-05i,-0.00018797-0.00053343i,0.00065907-0.0010828i,0.0011795-0.00096969i,0.00076821-0.0001566i,3.4427e-05+0.00084058i,-0.00065695+0.00081246i,-0.0005686+0.00054094i
-0.0030967-0.0031782i,-0.0028108-0.0015157i,-0.0037129-0.00037002i,-0.0039375-0.00056876i,-0.0014814-0.00043158i,0.0002143+0.00049184i,-0.00034261+0.0012191i,-0.00085825+0.00032375i,-0.00019193-0.00040497i,5.858e-05+0.0001281i,0.00028645+0.00068376i,0.00086592+0.00067189i,0.00065116+0.00017427i,0.00048713+0.00015642i,0.00071271+0.00089263i,0.00052418+0.001613i,0.00026776+0.0013492i,0.00053424+0.0001624i,0.00075064-0.0004384i,0.00023788-0.00037281i,-0.00022105-0.00063265i,0.00050518-0.00034545i,0.00060673+2.7102e-05i
0.00043268+0.004581i,0.0010128+0.0036152i,0.0017284+0.0024735i,0.001582+0.0008037i,0.0018105-0.00055824i,0.002219-0.0004443i,0.0027058+7.9289e-05i,0.0026485+0.00011896i,0.0014694-6.2235e-05i,0.00076505-0.00030909i,0.0010489-0.0005272i,0.00067504+0.00022719i,-2.3924e-06+0.0016103i,-0.00049152+0.0015093i,4.6553e-05+0.0008333i,0.00034953+0.00028955i,0.00055507-0.00047297i,-0.00011254-0.00050558i,-0.00074965+0.00013271i,-0.00032016+0.00054772i,-0.00031161+0.00042216i,0.0003783+0.00019869i,0.0008466-0.00054254i
-0.00011265-0.0013037i,0.00083602-0.00088609i,-0.00027733-0.0015492i,-0.00024354-0.0019211i,0.00041758-0.0018928i,0.00086783-0.00082441i,0.0013772+0.00053504i,0.0015874+0.00079496i,0.00027563+0.00036572i,-0.0006275+0.00032483i,0.00073794+0.00054122i,0.0013148+0.0004191i,0.001085+0.00030592i,0.00041351+0.00033628i,-0.00038154+0.00055901i,5.2178e-05+0.00089938i,0.00033236+0.00047882i,0.00058229-0.00028019i,0.00082934-0.00023932i,0.00026862-0.00016546i,-0.00078318-2.498e-05i,-0.00082517-4.504e-05i,-6.0277e-05+7.9149e-05i
0.00068488-0.00015711i,0.00033945+0.00041387i,0.00034522+4.3916e-05i,-0.00046277-0.00083346i,-0.00088202-0.0010269i,-0.0004783-0.00052624i,0.00050406-0.00051903i,0.0013233-0.0002924i,0.00089341-5.6476e-05i,0.00044709-0.00027858i,0.00051379+0.0003107i,0.00015693+0.00064469i,-0.00048523+0.00070747i,-0.00067281+0.00037539i,0.00039691-3.9668e-05i,0.00095601+0.00013156i,0.00048056+3.2203e-05i,1.31e-05+9.401e-05i,-0.00037156+5.1346e-05i,3.7389e-05-0.00014092i,0.00064753-0.00043467i,0.00045898+0.00020579i,-0.00030494+0.00078658i
0.0020566+0.0011713i,0.0022922+0.0019881i,0.0027349+0.0015722i,0.0023643+6.5891e-05i,0.0022989-0.001623i,0.002229-0.0011831i,0.0022752+0.0010689i,0.0026205+0.0019929i,0.0019679+0.0020473i,0.0011718+0.001279i,0.00074882+7.4143e-05i,0.00075965+0.00015278i,0.00050735+0.00029913i,0.00039078-2.6923e-05i,0.00052537-0.00015479i,0.00015558+3.7364e-05i,-0.00036026+0.00016817i,-0.00025501-0.00022867i,-4.0844e-05+0.00014451i,0.00026164+0.0010078i,0.00029777+0.00081506i,-7.0493e-05-0.0003377i,-0.00037755-0.00079741i
-0.00063078-0.0011233i,-0.0013462-0.00033873i,-0.0011475-7.5982e-05i,-0.0014807-0.0011079i,-0.0015775-0.001933i,-0.0002497-0.0011645i,0.0011119-0.00042502i,0.001552-0.0010974i,0.00060236-0.0015778i,-0.00038992-0.00059129i,-0.00042218+0.00054097i,-1.3604e-05+0.0011699i,0.00082002+0.0010542i,0.0011694+0.0003265i,7.168e-05+0.00074652i,0.00028587+0.00042004i,0.0010107-0.00031748i,0.00055874-0.00027066i,-0.00033308+2.6236e-05i,-0.00048803+0.00018136i,-0.00020347-8.2133e-05i,4.8207e-06-0.00062156i,-0.00041957+0.00011255i
-0.0026373+6.9963e-05i,-0.00088928+0.00094449i,0.00027333+0.00053014i,-0.00014515+0.00016989i,0.00060059+0.00022283i,0.0016222+0.000786i,0.0016973+0.00082498i,0.0023497+0.00077299i,0.0015972+0.0013917i,0.0006355+0.0011043i,0.00079387+0.00059032i,0.00083082+0.0010723i,-7.2427e-05+0.00089434i,-0.0003084+0.00040664i,0.00085018+0.0009815i,0.00072859+0.00084168i,0.00031766+0.0003534i,-8.0583e-05+0.00023421i,6.2884e-05+0.0005107i,0.00078255+0.00061106i,0.00092079-0.00024581i,0.00027983+0.00059445i,-0.00076397+0.0013845i
0.0041265-0.0013315i,0.0017952-0.0013466i,-9.3617e-05-0.0016376i,-0.00067575-0.0015022i,-0.00010679-0.0010546i,0.00026784-0.00089706i,0.00067891+5.1627e-06i,0.0011862+0.00050744i,0.00062523-0.00079738i,-1.3913e-05-0.0012664i,0.00054303-0.00067132i,0.00054358-0.00031241i,0.00074827+0.0004853i,0.0015035+0.00082836i,0.0010915+0.00036608i,0.00040369+0.00044094i,-8.8741e-05+0.00023046i,-9.5749e-05+2.8954e-05i,-0.00044322+0.00035624i,-0.00073456+0.0002386i,-0.00057078+1.2807e-05i,-0.00029473+7.0709e-05i,-0.00023602-0.00066896i
-0.0019865-0.002655i,-0.0020829+0.0012211i,-0.0030157+0.0011109i,-0.0036975-2.7632e-05i,-0.0023381+9.3841e-05i,8.106e-05+0.0012453i,0.0018646+0.00163i,0.0020512+0.00036552i,0.00092494-0.00064726i,7.2258e-05-6.07e-05i,-0.00026359+0.00049535i,0.00014849+0.00028319i,0.00070179+0.00069345i,-0.00011636+0.0014323i,-0.00060535+0.0011462i,0.00042575-0.00040718i,0.00053581-0.0013463i,-0.00025392-0.00095291i,-0.00021138-0.0010988i,0.00014186-0.0012356i,6.4819e-05-0.00068253i,-0.00043622-0.00095821i,-0.00069395-0.001021i
4.7283e-05+0.0017276i,0.001652+0.0012248i,0.0025425+0.0018369i,0.0029337+0.0014916i,0.0030215+0.0010632i,0.0020449+0.0011003i,0.0013516+0.00069392i,0.0013724+0.0012578i,0.00044155+0.0015422i,1.191e-05+0.0011832i,0.00049458+0.00016062i,0.00071251-0.00057066i,0.00052256-0.00011494i,0.00067445-9.3473e-05i,0.0010353-0.00046225i,0.00053579-0.00044171i,-5.8476e-05-0.0003844i,-0.00034149-0.00031582i,-0.00081518-4.9497e-06i,-0.0013641+0.00027498i,-0.0013349+0.00027222i,-0.00057761-8.0088e-05i,0.00046417+4.2996e-05i
0.00021555+0.0011905i,0.00053102+0.0013805i,0.0018694+0.0010054i,0.0023003-0.00046186i,0.0015083-0.0020117i,0.00037644-0.0015389i,0.00040689+0.0006668i,0.00099635+0.0010616i,0.00094653+0.00039833i,0.000831+0.00021956i,0.0004473-0.00041425i,-0.00016968-0.00046961i,-0.00036652+0.00039263i,-0.00037854+0.00049444i,-0.0004792+0.00012068i,-0.00062619+0.00013896i,-0.00072674+2.3684e-05i,0.00011181-0.0004099i,3.1414e-05-0.00074199i,-0.00055851-0.00021496i,-0.00071039+0.00037425i,-0.00093722+0.00041058i,-0.00095937+0.00013486i
-0.0001417+0.0009101i,0.00047062+0.00083066i,0.00015314+0.00039634i,-0.0004227-0.0002436i,-0.00035393-0.00057646i,0.00083407-0.00053846i,0.0017299-0.00068714i,0.0020528-3.5954e-05i,0.0018686+0.0002806i,0.00081574+0.00079323i,0.00047375+0.0014462i,0.00087814+0.00071568i,0.0014985+3.4888e-05i,0.00061687+0.000179i,-0.00011073+0.00035124i,2.0486e-05+0.0004061i,0.00015556+0.00030622i,0.00046538+0.00032988i,0.00029364-0.00013757i,-9.4143e-06-0.00021907i,-0.00074368-0.00075229i,-0.00069437-0.0010355i,-5.5281e-05-0.00023076i
-0.00084082+0.00058294i,-0.00034491-0.00028912i,0.00040329-0.0011351i,0.0011288-0.0015934i,0.0025996-0.0015158i,0.0021334-0.0011207i,0.00098223-8.7136e-05i,0.00086705+0.00068815i,0.00071096+0.0010641i,0.00082638+0.0010465i,0.0012371+6.374e-05i,0.00074163-0.00043287i,0.00046456+0.00093154i,0.0004083+0.0018365i,-0.00032617+0.0015446i,-0.0001114+0.00063468i,0.00067094-0.00040523i,0.00056834-0.00042241i,-4.3611e-05-0.00086891i,-0.00032527-0.0012718i,-0.00034358-0.00063874i,-0.00030918-0.00058445i,-0.00011225-0.00036106i
0.00079019-0.00017942i,0.00087655-0.00046316i,-0.00029879-0.0013586i,-0.00040436-0.0011899i,-0.00032747-0.00031254i,-0.00052357+9.4704e-05i,0.00099151-0.0002145i,0.00219-0.00039905i,0.00089119-0.00083177i,-0.00039681-0.0010434i,-0.00090411-0.00019354i,-0.00074371+0.00027777i,5.6297e-06+0.00071647i,0.00068946+0.0010144i,0.00083085+0.0007684i,0.00043772+0.00011759i,0.00016734+0.00012386i,0.00059336+0.00023955i,0.00020735+0.00029414i,-0.00095482+0.00050622i,-0.00085954+0.00029979i,-0.00020334-0.00017888i,-0.00022271-0.00026324i
-0.0020457-0.00064368i,-0.0015147+0.0010105i,-0.001429+0.0020926i,-0.00087509+0.0013475i,-7.0303e-05+0.00077163i,0.00035061+0.00078453i,0.00088539+0.0010567i,0.0012349+0.0014372i,0.00083033+0.0010494i,0.00050174+0.00088332i,0.0010335+0.00064354i,0.0011838-7.1754e-05i,3.8445e-05-0.00021321i,-0.0011444-0.00050005i,-0.00082832-0.0003375i,1.5686e-05+0.00019097i,-0.00011789-7.3941e-05i,-0.00095303-0.00047078i,-0.00073317+2.2652e-06i,-0.00050037+0.00032456i,-0.00034165+0.00033341i,-5.4294e-05+0.0002738i,-0.00062453+0.00064209i
-0.0008115+0.0024934i,-0.00046259+0.0021881i,0.0012309+0.0011095i,0.0027018+0.0002781i,0.0026282-0.00050738i,0.0022261-0.00088297i,0.0016079-0.00016507i,0.0010121-8.6884e-05i,0.00078989-9.8885e-05i,0.00032435+6.6062e-05i,0.00038747+0.00011693i,0.00031107+0.00067575i,0.00012472+0.00123i,0.00028473+0.00080107i,0.00091024+0.00023951i,0.0012733+0.00030607i,0.00062704+0.00058336i,0.00018413+0.00023142i,0.00011968-9.7081e-05i,-0.00019063+0.00043405i,8.6564e-05+0.0008809i,0.00069903+7.8674e-05i,0.0011512+4.7639e-05i
0.0030505+0.00091502i,0.0026941-0.00047148i,0.0018318-0.0013902i,0.00091929-0.0015103i,0.00079771-0.001647i,0.001117-0.0011209i,0.0017044+0.00021647i,0.00172+0.00055943i,0.00085619+0.00018962i,0.00032761+7.5148e-05i,0.00038595-9.5879e-05i,0.00020115-0.00021919i,0.00037105+0.00066749i,0.00058955+0.0014643i,0.000319+0.0010405i,0.00063753+3.7953e-05i,0.0013405+9.3488e-05i,0.0010093-0.00014613i,8.256e-05-0.00065297i,0.00012507-0.00035303i,-0.00050057-0.00021563i,-0.0012909-0.00048126i,-0.0013978-0.00076195i
0.00026458-0.0013774i,0.0002934+5.8699e-05i,-0.00034419-0.00074453i,-0.00048248-0.0013995i,-0.00022469-0.00083617i,0.00086066+0.00071761i,0.0022395+0.00096627i,0.0021672+0.00093783i,0.0012878+0.00040794i,0.00071638+0.00024062i,0.00024403+0.00056418i,0.00018482+9.2793e-05i,-0.00045027+4.7756e-05i,-0.00062995-0.00011929i,0.00065698-0.00021605i,0.00051487+0.00050358i,-0.00025978+0.0010904i,-0.00031548+0.00043882i,0.0001104-0.00034892i,0.00010994+9.6555e-05i,-0.00022557+0.00078714i,-0.00053956+0.00097286i,-0.00056298+0.00016923i
0.0011155+0.0020456i,0.0003312+0.00096638i,0.00030296-0.0006316i,-0.00012126-0.0025297i,-0.0004985-0.0028969i,-0.00029084-0.0021188i,0.00052235-0.00065311i,0.0015201-8.9062e-05i,0.0011416-0.00023775i,0.00047663+0.00071292i,1.6372e-05+0.00091529i,-0.0010145+0.00041148i,-0.00064719+0.00066023i,0.00029253+0.000465i,0.00020708+0.00045458i,0.00051856+0.00051537i,0.00089034-0.00052715i,0.00044507-0.00097369i,0.00017441-0.00088525i,5.7578e-05-0.00071817i,-5.0848e-05-8.5725e-05i,-6.5498e-05+0.00052182i,-0.00023931+0.00084027i
-0.00045157-0.0015628i,-0.0013007-0.0010973i,-0.0014968-0.00013147i,-0.0014132-8.9835e-05i,-0.0023196-0.00048685i,-0.0014857-0.00013516i,0.00082847+0.00040356i,0.0019418-0.00013214i,0.0013721-0.0011856i,0.00012788-0.00069677i,-5.1479e-05+0.00019239i,-0.00015546+0.00098887i,-0.0011245+0.00080923i,-0.00096199-0.00026151i,0.00067171-0.00020923i,0.00085476+0.00052318i,0.00028782+0.00020908i,0.00032147-0.00095291i,0.00029914-0.00094812i,-0.00035503+0.00038837i,-0.00067114+0.00070973i,-0.00069256+0.00012303i,-0.00072618+0.00037362i
0.00088059+0.0017524i,0.001398+0.00089742i,0.0017779+0.00021506i,0.0017789-0.00035227i,0.0019599-0.00086319i,0.0021767-0.00061442i,0.0020631+0.00011961i,0.0015694+0.00029158i,0.00075258-0.000232i,0.00090832-0.00041983i,0.0015401-0.00022275i,0.00092451-0.00041409i,-0.00019659+0.00010254i,-0.00059654+0.00077813i,-3.913e-06+0.00096475i,0.00056735+0.00081625i,0.00031984+0.00011023i,0.0001317-0.00092537i,0.0003168-0.0016013i,0.00027332-0.001062i,-0.000204-0.00015035i,-0.00052303+4.8229e-05i,-0.00049979-1.7704e-06i
0.00019263+0.00087049i,0.00035011+0.0027161i,-0.00044797+0.0036811i,0.00059678+0.0026089i,0.0021798+0.00060539i,0.0022983-0.00043927i,0.0016747-1.2559e-05i,0.0016419+0.00049507i,0.0017805+0.00073393i,0.0010992+0.00060644i,0.00097609+0.00061845i,0.00082766+0.00055827i,0.00070106+0.00011898i,0.00022619-3.7599e-05i,-0.00041975-0.00031839i,-0.00017913-0.0003813i,0.00013317+0.00044642i,4.4539e-05+0.00060458i,0.00020629+0.00037636i,0.00049874-1.0319e-05i,0.00017989-0.00013859i,-0.00043907+0.00074264i,-0.0013016+0.00072088i
0.0044057-0.0036955i,0.004119-0.002402i,0.0022735-0.0033001i,-0.00040705-0.0040584i,-0.0018579-0.0035518i,-0.0012748-0.0011508i,0.0010128+0.00062427i,0.0020469+0.00038846i,0.0011383-0.00011527i,0.00038151-0.0001956i,-0.00020339+0.00042743i,-0.00077708+0.00071499i,-0.00062316+0.00077686i,-7.4242e-06+0.00077371i,-9.2208e-05+0.00040241i,-0.00026477-0.00040431i,-3.8743e-05-0.00038284i,-0.00029223+7.5185e-05i,8.168e-05-0.00021002i,0.00011753-0.00032191i,-0.00068307-0.00032311i,-0.0013045-0.00047706i,-0.0007415-8.5696e-05i
0.00077176-0.0017992i,-0.0009779-0.0018799i,-0.0013776-0.0018591i,-0.0014138-0.0016678i,-0.0010495-0.00097725i,0.00040629+0.00033637i,0.0021202+0.0016076i,0.0030779+0.00093708i,0.0021545-0.00059916i,0.00054259-0.00092899i,-0.00028622-0.00049348i,-0.00074277-0.00063625i,-0.00071824-0.00020461i,-0.00088288+9.5146e-05i,-0.00079939-0.00023476i,-0.00019275+0.00048346i,0.00011516+0.00078251i,0.00042587+0.00072305i,0.00017867+0.00068184i,-0.00033841-0.00010794i,4.1442e-05-0.00065281i,0.000483-6.1957e-05i,0.00020179+0.00029875i
-0.00091868-0.0012001i,-0.0012588+0.00095284i,-0.000706+0.00050098i,-0.00042195-0.00080144i,-0.00032753-0.00080341i,0.00044581+0.00026797i,0.0018027+0.0015309i,0.0025756+0.00071044i,0.0020561-0.00073296i,0.00043674-0.0011159i,-0.0007761-0.00089009i,-0.00068922-0.00017786i,-0.00027066+0.00074669i,0.00011706+0.00081376i,0.0005549+0.0002578i,0.00083666+0.00057377i,0.00036876+0.00058744i,-0.00047935-0.00069367i,-0.00031911-0.0009285i,-0.00026557-0.00048689i,-0.00016378-0.00038323i,0.00029639-0.0002292i,0.00052054+0.00014287i
0.0022906+0.0014654i,0.0025288-0.00016516i,0.0019125-0.0022437i,0.0011061-0.0032757i,0.00028604-0.002716i,-0.00025633-0.0012369i,0.00025437-0.00019346i,0.0010079-0.00030035i,0.0010599-0.00060691i,0.00053956+0.00058292i,-0.00036622+0.00075393i,0.00013973+0.00041723i,0.0014112+0.0006849i,0.0015364+0.00026124i,0.00068166+0.00036631i,-0.00022433+0.0001448i,0.00019971-0.00070872i,0.00037216-0.00029699i,-0.00049296+0.00019914i,-0.00086153-0.00032949i,-0.00058282-0.00059246i,-0.00059083+0.00014643i,-0.00085442+5.2926e-06i
0.00026951-0.0001368i,-0.00026736-0.00081349i,-0.00078544-0.0008434i,-0.00099116-0.00086505i,-6.5441e-05-0.0013934i,0.00043035-0.00097982i,0.00064108+0.00042881i,0.0012337+7.5026e-05i,0.0011646-0.00030455i,0.00016837+0.0003548i,-0.00060325+0.00040809i,-4.0419e-05+3.2022e-05i,0.00040412+0.00041845i,0.0005113-0.00021024i,0.0004087-0.00016096i,-0.00053752+0.0006917i,-0.0007017+0.00055547i,6.2799e-05+0.0004815i,-0.00024757-1.7126e-05i,-0.00041812-0.00080024i,0.00036541-0.00087057i,0.00048843-8.2088e-05i,-0.00041011+0.00022088i
0.0024968-0.00078976i,0.002129-0.00027471i,0.0022425+1.8824e-05i,0.0014678-0.00015531i,0.0010922-0.0012383i,0.001149-0.0013517i,0.0011543-0.00012413i,0.0012472+2.3119e-05i,0.00095277-0.0011615i,0.00039426-0.0015879i,6.4442e-05-0.0011963i,-0.00060246-0.00053787i,-0.00024015-0.00019091i,0.00047671-0.00011178i,0.00030989-7.0123e-05i,-0.00023259-4.725e-05i,7.0792e-05-0.00036912i,0.00058568-0.0004197i,0.00012233-0.0003333i,-0.00061961-2.287e-05i,-0.0012865-0.00014634i,-0.0010402-0.00077617i,-0.00059579-0.00098155i
-0.00094366+0.00010276i,0.00019879+0.00084691i,0.00081284-0.00066958i,0.00051376-0.0028411i,-0.00019693-0.002388i,-0.0003158-0.00050725i,0.00024409-7.3232e-05i,0.00087592+0.00027005i,0.00035546+0.00027364i,-0.00069905-0.00044746i,-0.00044112-0.00050663i,0.00044038+0.00043964i,0.00081944+0.0010255i,0.0011583+0.00074131i,0.0015708+0.0010507i,0.0014471+0.00092678i,0.00044817-0.00027662i,-0.00029097-0.00090361i,-6.3499e-05-0.00055338i,-0.00014732+0.00078158i,-0.00080278+0.00095334i,-0.00065248+0.00078067i,-0.00026706+0.00077573i
0.0020112-0.0020563i,-5.1963e-05-0.0024473i,-0.001214-0.0028817i,-0.0017206-0.002452i,-0.0016794-0.0014072i,-0.0010684-7.6785e-05i,0.00022326+0.001262i,0.0011934+0.0016472i,0.00088484+0.0006276i,8.1113e-05-0.001078i,0.00031805-0.0011847i,0.00080691-0.00049336i,0.00085791+0.00044143i,0.0006064+0.0011976i,-0.00038138+0.00079342i,-0.00041141+0.0001812i,0.00057995+4.3469e-05i,0.00058695+0.0001642i,0.00023881+0.00041854i,-0.00070689+0.0005961i,-0.0012106-0.00015944i,-0.00040511-0.00089444i,0.00025773-0.00073947i
-0.00045124+0.0015543i,0.0011496+0.0017738i,0.002341+0.0021i,0.0025017+0.0015149i,0.0024324-6.5847e-05i,0.0021056-0.00072244i,0.0015605+0.00011495i,0.0016615+0.00039669i,0.001223+0.00089763i,0.00079315+0.0008048i,0.00076383-0.00026792i,0.00061461-0.0011644i,0.0003627-0.00063349i,0.00021827+0.00012244i,-0.0001391+0.00021484i,-0.00027593+0.0003912i,0.00039292-0.0001896i,0.00027876+0.00016448i,-8.6707e-05+0.00046045i,-7.9081e-05-2.873e-05i,0.00027333+8.318e-06i,0.00018993+0.00040598i,6.7236e-05+0.00071477i
0.0015476+0.00062831i,0.001493+0.00092055i,0.002054-0.00010451i,0.0019096-0.0020797i,0.00062121-0.0020084i,0.00045289+0.00024916i,0.0013749+0.00084557i,0.0020182-0.00016264i,0.00055006-0.00047436i,-0.00052432-7.7552e-05i,-0.00017738-0.00014458i,-0.00043699-1.015e-05i,-0.00067315+0.00032484i,-0.00072156+0.00046976i,-0.00026392+0.00049293i,0.0011657-3.1562e-05i,0.0014629-0.00086386i,0.00087963-0.0010712i,-9.8441e-07-0.00095777i,-0.00045856-0.00062459i,-0.00033773-0.00020551i,-0.00040576-0.00037885i,-0.00062659+9.0846e-05i
-0.0002266+0.0011754i,0.00015611+0.0013852i,0.0006855-5.1249e-06i,0.0010825-0.0012229i,0.0018715-0.0014518i,0.0020965-0.00089769i,0.0014496+0.00057985i,0.00081698+0.0015137i,0.0011838+0.0012225i,0.0013412+0.00098796i,0.00018204+0.0013625i,-0.00072037+0.00096938i,-0.00024885+0.00043615i,0.00029689+0.00059783i,-0.00038568+0.0008692i,-0.00030879+0.0010805i,0.00095577+0.00051546i,0.0012877-0.00058315i,-5.4566e-05-0.0012222i,-0.0010789-0.00098783i,-0.00029441-0.00090681i,0.00057635-0.00024641i,9.7286e-05+0.00049813i
0.0030177+0.0043274i,0.0034587+0.0028041i,0.0039764+0.00060832i,0.0029381-0.0016365i,0.0015535-0.0028432i,0.00080596-0.0024174i,0.0012906-0.00048159i,0.0018658+0.0006918i,0.0011015+0.00084692i,0.00028637+0.00023715i,5.9603e-05+0.00011911i,0.00020889+0.00092018i,0.00039234+0.0010781i,-0.00014165+0.0011425i,-0.00029268+0.0010263i,0.0006893+0.00016804i,0.00084851-5.9555e-05i,0.00026265-5.767e-05i,-0.00012758-0.00060717i,1.7354e-05-0.0012158i,1.1488e-05-0.0009409i,-0.00014744-0.00051191i,-8.4166e-05-4.8321e-05i
0.0021343+0.00031387i,0.0030844+8.7026e-05i,0.0028259-0.00067677i,0.0018674-0.0013761i,0.00045598-0.0015304i,-1.6016e-05-0.00071671i,0.00087305+0.00043141i,0.0015963+0.0011175i,0.0013622+0.0010489i,0.00095984+0.00027393i,0.00048114-0.00022137i,-0.00019051-0.00040242i,-0.00034592-0.0005179i,-0.00040507-0.00045029i,-0.00027247+0.00041235i,-8.836e-05+0.00073096i,-0.00035936-9.5092e-05i,-0.00073128-0.00050246i,-0.001344-0.00015521i,-0.00079829+0.00016734i,-0.00010159-0.00017224i,-7.4605e-05-0.00038284i,-8.5837e-05-7.0586e-05i
-0.0017684+0.00074936i,-0.0016605-0.0004113i,-0.001537-0.0015133i,-0.00041051-0.0012213i,0.00082075+5.1118e-05i,0.0015866+0.00055874i,0.001484+0.00084308i,0.001272+0.00070956i,0.0016294+0.00010166i,0.001054+0.00021553i,0.00027774+0.0008319i,-0.00031294+2.1959e-05i,-6.6434e-05-0.00041378i,0.0005549-0.00032278i,0.00065956-0.00020629i,0.00041548+0.00078308i,0.00058747+0.00071219i,0.00091701-0.00051015i,0.00056334-0.00056822i,0.00022984-0.00024058i,0.00020126+5.8028e-05i,-0.00065821+1.8704e-05i,-0.00058201+0.0001283i
0.00011083+0.0011868i,0.00015809+0.0019719i,-0.00016618+0.0022684i,0.00017276+0.00019481i,0.00097339-0.0023807i,0.00091654-0.0019155i,0.0014431-0.00017957i,0.0019796+7.6621e-05i,0.0013338+0.00015553i,0.00017306-1.971e-05i,-0.00032742+3.8852e-05i,-0.00057827+3.9743e-06i,-0.00051285-1.8581e-05i,-8.9182e-06+0.00038981i,0.00039136+0.00031531i,0.00030904+0.00043355i,0.00039358+0.0002814i,-4.516e-05-1.6504e-05i,-0.00067444-7.6309e-05i,-0.00092864+0.00025861i,-0.00097386+0.00080262i,-0.00037733+0.00040768i,0.00023949-5e-05i
0.0014214+0.0015088i,0.0019601+0.0020862i,0.0019293+0.0013025i,0.0014515-0.00021899i,0.0010703-8.7654e-05i,0.00080287+0.00037626i,0.00066981+0.00092723i,0.00037526+0.0017054i,0.00087631+0.0018167i,0.00086469+0.0017166i,-0.00039742+0.0012905i,-0.00049562+0.00049787i,2.875e-05+0.00026575i,-3.6185e-05+0.00028128i,-0.00045616+0.00043803i,-0.00019233+6.5684e-05i,0.00034729-0.00054132i,-1.6027e-06-0.0005013i,-2.8158e-05-0.00056818i,-0.00024715-0.00057663i,-0.00061882-0.00064605i,-0.0014019-0.00098803i,-0.001397-0.0011167i
-0.001373+0.0009013i,-0.00032419+0.0003576i,0.00031898+0.00045066i,0.0016841+0.0002753i,0.0030341-0.00048127i,0.002827-0.00091048i,0.0010814+0.0006214i,0.00035776+0.0011502i,0.00034953+0.00053291i,0.00042606+0.00050165i,0.00070915+0.00034208i,0.00074994+0.00048573i,0.00037799+0.0013958i,0.00024379+0.0018246i,0.00077274+0.0014117i,0.0009513+0.00021784i,0.00083289-0.0013566i,0.00061999-0.00080226i,0.00039207+0.00032634i,0.00042461+7.1184e-05i,0.00093796-0.00012339i,0.0003927+0.00028218i,-0.00011503+0.00092228i
0.00015108+0.0022231i,0.00095894+0.0022395i,0.0024009+0.0012665i,0.0032996-0.00028663i,0.0027795-0.00094943i,0.0021092-0.0010289i,0.0019896+0.00022893i,0.0021212+0.00089209i,0.0024072+0.00043884i,0.0020751-1.3353e-05i,0.0011753-3.862e-05i,0.00016843-8.5624e-05i,0.00031305+7.7795e-06i,0.00083697+0.00042528i,0.00056737+0.00053763i,2.291e-05+0.00036297i,-0.00017804-0.00020511i,0.00010366-0.0010008i,0.00030696-0.0005817i,-0.00033502+0.00015456i,-0.00067441+0.00046969i,-0.00037353+0.0001494i,-0.0008136-0.00037819i
-0.00070424-0.00059115i,-3.2806e-05-8.9961e-05i,0.0010125+0.00073922i,0.0010385+0.0010653i,0.00068313+0.00065068i,0.00098132+0.00032179i,0.00084863+0.00095752i,0.0010315+0.0013141i,0.0011852+0.0010564i,0.00079527+0.0013802i,0.00024779+0.00097315i,0.00057464-0.00016428i,0.00055752-1.5876e-05i,0.00048067+0.00023867i,0.00085328+0.00021989i,0.00061609+0.00028131i,0.00037846+7.84e-05i,0.00032905-2.2126e-05i,0.00045862-3.0491e-05i,0.00031518+0.00017027i,0.00025351+0.00094526i,0.00015574+0.0012873i,-3.2174e-05+0.00080689i
-0.0019378+0.0051924i,-0.00020539+0.0036093i,0.00052116+0.002432i,0.00083578+0.0012074i,0.0029155-4.361e-05i,0.0038208-0.00017603i,0.0026182-3.3864e-06i,0.0017647-0.0001381i,0.0015998-0.00017166i,0.001302+0.00047121i,0.00090368+0.00049534i,0.00033242+6.7884e-06i,-0.00064106+0.00046033i,-0.00099017-0.00025987i,-0.0010074-0.0012126i,-0.0005958-0.0010233i,-5.431e-05-0.00053054i,0.0003149+0.00016871i,0.00059101+0.00015657i,0.00094121-0.00072038i,0.00075747-0.00022946i,0.00029258+0.00027169i,0.0003049-0.00044148i
0.0013521-0.0024357i,0.0010589-0.00050791i,0.00019792+0.00023147i,-0.00042596-0.00058058i,-0.00060039-0.00051003i,-0.00062372+0.00032105i,0.00014496+0.0007193i,0.0012481+0.00050788i,0.00076109+0.00022396i,0.00013466+0.00058816i,0.00078617+0.0001977i,0.0011201-0.00032106i,0.00059766+0.00042761i,0.00067888+0.00080779i,0.0010267+0.00048901i,0.00061723-0.00012283i,-0.00065696-0.00081285i,-0.0010077-0.00089481i,-0.00081968-0.00025848i,-0.00023753-0.00045413i,0.00025801-0.00077113i,-0.00026646-0.00066127i,-0.00038046-0.00077807i
