-0.001021-0.0014135i,0.001113-0.0023389i,0.00056848-0.002204i,-0.00075917-0.00087989i,-0.0010429+0.00036044i,-0.0014067+0.00056464i,-0.0016874-6.3282e-05i,-0.0012742+8.432e-05i,-0.0010275+0.00041544i,-0.00019241+0.00065984i,0.0012656+0.0011156i,0.001676+0.00074914i,0.00088506-0.00039338i,0.00015938-0.00039745i,-0.0001841-0.00040342i,-0.0008949-0.00046504i,-0.00080217+1.5677e-05i,-0.00074781+0.00032358i,-0.0011136+0.00024354i,-0.00078013-0.0003218i,0.00028237-0.00035632i,0.00085936+3.2565e-05i,0.00093249+0.00045473i
0.0006781-0.0010228i,-2.4746e-05-0.0014694i,-0.0022083-0.0013369i,-0.0031846-0.00026826i,-0.0014724+0.00019694i,0.00054867+0.0003523i,0.00081635-0.00015215i,7.823e-05-0.0007637i,0.00055935-0.001102i,0.00048862-0.0007876i,-0.00011191-0.0005821i,-0.00028349-0.00090608i,-0.00069902-0.0011192i,-0.00032134-0.000897i,7.8632e-05-0.00078541i,-0.00037426-0.00070545i,-0.00082308-0.00069454i,-0.0010631-7.9079e-05i,-0.001387+0.00085726i,-0.00071558+0.00056394i,4.4932e-05+0.00044184i,-0.00011778+0.00063967i,7.6138e-06-0.00021668i
0.00014504+0.0013844i,0.00091774+0.0013902i,0.0012544+0.0010918i,0.0005974+0.00045055i,0.00097836-0.00061878i,0.0015948-0.0010593i,0.0016342-0.0011593i,0.0013547-0.0010883i,0.0020372-0.0010247i,0.0017835-0.00065265i,0.00028782-0.00080504i,-0.00058713-0.0011917i,-0.0002946-0.00012285i,3.5319e-06+0.00013504i,-0.00050781-0.00021022i,-0.0014816+0.00014044i,-0.0015266+0.0004053i,-0.00052018+0.00086917i,8.237e-05+0.0012371i,-0.00015556+0.0010027i,-0.00045696+0.00039928i,0.00038639-0.0001923i,0.00028913-0.00063021i
0.0012556-0.00071908i,0.0017086-0.00085275i,0.00070984-0.00079504i,-0.00010405-0.001144i,-0.00017592-0.0015096i,-0.00079047-0.0011996i,-0.0010089-0.00075372i,-0.00054694+0.00058853i,-0.00061243+0.0012857i,-1.7754e-05+0.00030418i,0.00038613-6.1066e-05i,0.0001416+4.3899e-05i,-0.00028925-0.00015555i,-0.00040004-0.00025005i,0.00026526-0.000292i,0.0002459-0.00084874i,3.917e-05-0.00083614i,5.8507e-05-0.0001024i,-0.00023674+0.00058422i,2.2011e-05+0.00023448i,0.00032319-0.00043669i,-4.7076e-05+8.974e-05i,4.8817e-05+0.00029672i
-0.0015055+0.0012325i,-0.0026898+0.00057899i,-0.0018499+0.0012542i,-0.00019049+0.0026368i,0.00051399+0.0024728i,0.0010611+0.0004626i,0.00044976-0.0013277i,-0.00042212-0.00081529i,-0.00029378+4.5031e-05i,0.00094693+5.6289e-05i,0.0012069+0.00026854i,-0.00010344-0.00010205i,-0.00046263-0.0005582i,-0.00039994-0.00058854i,-0.0006205-0.00048888i,-0.0010742-0.0004775i,-0.001228-0.00084493i,-0.0013627-0.001526i,-0.0005177-0.0014033i,7.3264e-05-0.00043253i,6.7913e-05+4.1043e-05i,0.00030607-0.00012675i,0.00070166-0.00053181i
0.0012065+0.00080853i,0.0020399+0.00029887i,0.0015009-0.0009949i,0.00024278-0.0012303i,0.00011126-0.00036121i,0.00047038+0.00024341i,0.00065273+0.00029882i,0.00096487+0.00019804i,0.00087713+0.00035995i,-1.3077e-05-0.00015776i,0.00054816-0.00094131i,0.0011515-0.00067063i,4.4361e-05+0.00031577i,-0.0009866+0.0005743i,-0.00070176+0.0001513i,-0.00039897-0.00010582i,-0.000162+0.00011987i,0.00047249+7.1731e-05i,0.0002058+0.00033232i,-0.00036328+0.0010509i,-0.00060099+0.00092364i,-0.00054439+0.00039108i,-0.00028928-3.0062e-05i
0.00072042-0.00076678i,-0.00083831-0.00067363i,-0.0018678-0.00047936i,-0.0018866-0.00041425i,-0.00039946-0.00094549i,0.00045735-0.0013205i,0.00022007-0.0014789i,0.00097571-0.0011261i,0.0014768-0.00093851i,0.00086998-0.00088734i,0.0006712-0.00073156i,0.00014675-0.00054481i,-3.724e-05+8.8981e-05i,0.00050184+4.695e-05i,1.9538e-05-0.00060361i,-0.00058183-0.0006583i,-0.0005173-0.00018562i,-0.00048669+0.00027161i,-0.00087749+0.00074338i,-0.0011289+0.001118i,-0.00085132+0.00058499i,0.00048351-0.00049942i,0.00064467-0.00027505i
2.5023e-05-0.00043901i,-2.0369e-05-0.00053345i,-0.00098776-0.00026258i,-0.0006419+0.00016455i,-0.00021736+0.00015255i,-1.9009e-05-0.00032758i,0.00053595-0.00041528i,0.00055886-0.00052982i,0.00045306-0.00030727i,0.00066621-0.00052969i,0.0006229-0.001077i,-0.00049534-0.0007701i,-0.00051155-0.001069i,0.0004936-0.0010976i,0.00035612-0.00085644i,-0.0003268-0.00099698i,-0.0010707-8.7321e-05i,-0.00088949+0.00080329i,5.7014e-05+0.00047682i,0.00055938+3.1761e-05i,0.00013056-0.00015197i,-0.00017874-0.0002333i,0.00033172-0.00027225i
0.00047271+0.0011421i,0.00063108-0.00037014i,0.00096546-0.00088292i,0.00040579-0.00025401i,8.6289e-05+0.00057616i,8.9966e-05+0.00048634i,0.00022528-3.7298e-05i,-0.00016692-0.00024123i,-0.00020961-0.00034648i,0.00035472-0.00073182i,0.00064221-0.001316i,0.00060493-0.00090723i,7.25e-05-0.00043258i,1.5927e-05-0.00027949i,9.7079e-06+0.00031176i,-0.00017813+0.00071126i,-0.00056008+0.00063344i,-0.00067854+0.00062871i,-0.00015063+0.00052718i,0.00029062+2.1375e-05i,0.00035557+0.00015156i,0.00056917+0.00037956i,0.00069017+0.00037341i
0.000307+0.00069945i,0.00046142+0.00044352i,0.00024638-0.00011988i,0.0001258-0.00082347i,0.00037446-0.0009519i,0.0009926-0.0010864i,0.0013786-0.0012587i,0.00037875-0.00050945i,-0.00017732+0.000444i,0.00024791+0.00030833i,0.0011877-0.00049749i,0.0009393-0.00062476i,0.00023911+0.00036287i,8.3862e-05+0.00031176i,-0.0001771-0.00015708i,-0.00093936-0.00062491i,-0.00048922-0.00097971i,-3.1633e-05-0.00040732i,-0.00018473+0.00017363i,-0.00039977+0.00038135i,-0.00056801+0.00052834i,-0.00033686-0.00023982i,-0.00034126-0.00049164i
-0.00093929-0.0010285i,-0.0014371-0.0015004i,-0.0016353-0.0008824i,-0.0024673+0.0003613i,-0.0020432+0.00076723i,-0.00082894+0.00011081i,-0.00037831-0.00086907i,-0.00044427-0.0012582i,-0.00022665-0.00053529i,3.7383e-05-2.0161e-06i,-0.00032995-0.00023986i,-0.00062016-0.00063912i,-0.00062917-0.00059826i,0.00014739-0.00055725i,0.00012242-0.00061435i,-0.00057755-0.00024127i,-0.0010532+0.00050702i,-0.001547+0.00065035i,-0.0015875-0.00034041i,-0.00075225-0.00040098i,2.6342e-05-0.00021609i,-4.3722e-06-0.00053752i,0.00039841-0.00062438i
0.00074947+0.00077845i,0.0014332+7.8354e-05i,0.0009099-0.00015672i,-0.00030798-0.00014204i,-7.8484e-05+0.00045875i,0.00071888+0.00035471i,0.00060963+0.00012101i,-0.00032128+9.5644e-07i,-0.00057113+0.00040396i,0.00037918+0.00088368i,0.00082317+0.00042751i,7.0176e-05-9.6476e-05i,-0.00059595-0.00021101i,-0.00065089+0.00043673i,-0.00042303+0.00084048i,-0.00083257+0.00052128i,-0.0012513+0.00070825i,-0.00080755+0.00080534i,-0.0004499+0.00068962i,-0.0003539+0.00042566i,3.3625e-05+0.000464i,0.00083372+0.00089387i,0.0010947+0.00078513i
-0.0008787+0.00082566i,-0.0015689+0.0004196i,-0.0010365-0.00010788i,0.00078169-0.0006585i,0.0015646-0.00067015i,0.00051117-0.00020943i,-0.00036136-0.00083287i,-0.00063383-0.0012197i,0.0002087-0.00042901i,0.00059401+0.00010941i,0.00024156-0.00063265i,0.00054775-0.00032753i,0.00040934+0.00024425i,-0.0003251+0.00021745i,-0.0010354+0.00032173i,-0.0011052+0.00045371i,-0.0007168+0.00084581i,-0.0010873+0.0011152i,-0.0011416+0.00094484i,-0.00011589+0.0010973i,0.00065424+0.00080241i,0.00042955-3.2901e-05i,6.3572e-05-0.00034976i
0.0015311+0.00046893i,0.00093248-0.00039077i,-0.0004396-0.0010009i,-0.00076322-0.0010053i,-0.00018775-0.00096846i,4.0737e-05-0.00070812i,-1.1255e-05-7.0462e-05i,0.00011116+0.0009357i,0.00080721+0.00074353i,0.0010913+0.00011526i,0.00079057-0.00017059i,6.6873e-05-0.00053081i,0.00012061-0.00073343i,-0.00021972-0.00080751i,-0.00083849-0.00077756i,-0.00087951-0.00051241i,-0.0010019-0.00051038i,-0.00036837-0.00084077i,1.4901e-05-0.00062842i,9.9295e-05-0.00046563i,0.00044402-0.00030147i,0.00066195-0.00035684i,0.00034553-0.00090146i
-0.00066647+0.00035376i,-0.0011741+3.8324e-05i,-0.0015588-0.0001443i,-0.0017817+7.0836e-05i,-0.001026+0.00027011i,-0.00016335-0.0003497i,0.00039599-0.00070003i,0.0012311-0.00048872i,0.0011992-0.00044566i,0.00036149+1.5115e-05i,0.00013278+0.00032291i,-0.00010432+0.00052546i,-0.0012441+0.00080263i,-0.00094995+0.0007808i,-0.00029915+0.00017038i,-0.00079421-0.00013689i,-0.0014742+0.00017929i,-0.0012252+0.00031915i,2.5947e-05+0.00059678i,0.00072434+0.0003112i,0.00065403+6.9542e-05i,0.00070375+0.00018557i,0.00031795-2.2711e-05i
0.0006308-0.0028751i,0.00098078-0.0035547i,0.00075301-0.0031729i,-0.0005207-0.0017632i,-0.00080601-0.00093476i,-0.00051927-0.00082274i,-0.00071043-0.00054339i,-0.00079636-0.00038532i,0.00029485-0.00032242i,0.00076865-0.00027112i,0.00033571-0.00044487i,-0.00021934-0.00042354i,-0.00035011+0.00046468i,8.0855e-05+0.001283i,0.00039483+0.00052804i,0.00021385-0.0007548i,-0.00028552-0.0009279i,-0.00016923-0.00043536i,-0.00024894+0.00054333i,-0.00051203+0.00051202i,7.2957e-05+9.1961e-05i,0.00096531+0.00026796i,0.00041267+0.00016104i
-0.00052717+0.0022356i,-0.00015917+0.0020054i,-0.0012292+0.0010115i,-0.0014635+0.001095i,-0.000592+0.00069171i,9.8077e-05-0.00010348i,5.6783e-05-0.00059238i,-0.0004802-0.0006004i,-7.1952e-05-1.0942e-05i,0.0010043-8.1506e-05i,0.0014473-0.00046151i,0.00097103+7.2622e-05i,-0.00031175+0.00089732i,-0.00094524+0.0006165i,-0.00087322-0.00050485i,-0.0003799-0.00096136i,0.00014794-0.00060234i,0.0006245-0.00058589i,0.00042895-0.00071596i,-4.7074e-05-0.00087505i,-0.00029353-9.5503e-05i,-0.00058063-0.0001911i,-0.00013261-0.00033109i
-0.00076717+0.00011821i,-0.00077264+0.0002581i,-0.001088+0.0021416i,-0.00046204+0.0019647i,0.001396+0.0010119i,0.0022238-0.00012001i,0.0010423-0.00047224i,-0.00066305-0.0002945i,-0.00058917+0.00010271i,0.00036691+0.00083686i,0.0004062+0.00031518i,-8.6207e-05+0.00035962i,-0.00040786+0.00051248i,-0.00080506-5.9408e-05i,-0.0011453+0.00015828i,-0.0006981+0.00027311i,-0.00018134-0.00014431i,0.00017218-0.00038028i,0.00042474+0.00043099i,-0.00021704+0.0012548i,-0.00077854+0.00082969i,-0.00014669-0.00015119i,0.00050662-0.00018029i
-0.0014844+0.0012592i,-0.0022017+0.0031318i,-0.0021779+0.0035014i,-0.00054352+0.0023963i,0.00063857+0.0016078i,0.00050153+0.00015479i,-0.00028851-0.0013743i,-0.00072319-0.00094292i,-0.00017796-0.00016208i,0.00046869-0.00028629i,0.00050995+7.4096e-05i,0.00022365-0.00013586i,0.00067831-0.0012309i,0.0010463-0.00089173i,0.00051971-0.00060926i,-0.00054718-0.00093627i,-0.0012278-0.00059635i,-0.0012803-0.00051155i,-0.00072031+0.00037925i,-0.00042678+0.00059368i,-0.00049974-0.0002063i,-3.3484e-05-0.00040256i,-0.00026806-0.00074041i
-0.00084065-0.0010098i,-0.0014494-0.002108i,-0.0013345-0.0020892i,-0.0010998-0.0017619i,-9.92e-05-0.0010814i,0.0013736-0.00018074i,0.001411-0.0002747i,0.00091328-0.00051441i,0.00069565-0.00026664i,0.00051225-0.00073088i,0.00065558-0.00063334i,0.00066432+0.00066253i,8.3318e-05+0.0010645i,-0.00045688+0.00038504i,-0.0011527-0.00031941i,-0.0011883-0.00096417i,-0.0015193-0.00093382i,-0.0016609+4.1831e-05i,-0.00053644+0.00094713i,-0.00012456+0.00073287i,0.0002522-0.00021639i,1.4057e-05-0.00025969i,-0.00033158-0.0002468i
0.0020011+0.00029054i,0.0013767+0.00036858i,0.00070587-0.00023482i,0.00022082+0.00027436i,-0.00043406+0.0010271i,-0.00060544+0.00083351i,-0.00057911+0.00034898i,-0.0013136+8.1106e-05i,-0.00074237-7.8776e-05i,0.00061885+0.00037785i,0.00040769-3.0639e-05i,-1.9208e-05-0.00057057i,-0.00060411-0.00048516i,-0.0010292-0.00047863i,-0.00018492+0.00026425i,0.0003236+0.00049052i,9.2075e-05-0.00014427i,8.6359e-05-0.00075204i,-3.8645e-05-0.00037373i,-0.00043356+0.00065887i,-0.00037432+0.00098054i,7.5389e-05+0.00048398i,-0.00033598-3.693e-05i
-0.0015035-0.0010582i,-0.0013898-0.0016342i,-0.0011679-0.0019793i,-0.00073699-0.0016282i,4.4011e-05-0.0014267i,0.00039193-0.0010045i,0.00041999-0.00086341i,0.00063712-0.00071098i,0.0015445-0.00010189i,0.0018802-0.00013093i,0.0010698-6.1045e-05i,0.00061583+0.00017997i,0.00011231+0.00082979i,-0.00050551+0.00053805i,-0.000487-0.00090359i,-0.00099392-0.0011563i,-0.0017476-0.00089371i,-0.0016941-0.0013495i,-0.0013422-0.0013749i,-0.00079413-0.00059072i,-0.00058456+9.1873e-05i,-0.00033619+0.00050382i,0.00017193+2.2532e-05i
8.0543e-05+0.0018483i,0.00052545+0.0023217i,0.00058555+0.0024739i,0.00051416+0.0017809i,0.00048984+0.00048826i,0.0010734-0.00075488i,0.00059885-0.0012254i,-0.00064626-0.0013355i,-0.00049805-0.0008474i,0.00055003-0.00039046i,0.0010509-0.00018863i,0.00062948-0.00043845i,9.4618e-05+6.048e-06i,-0.00015707+0.00040096i,-0.00035232+0.00061799i,-0.00062233+0.00062274i,-0.00047043+0.00010658i,-0.00047806+9.7762e-05i,-0.00023919+0.00032782i,5.4686e-05+0.00012281i,-0.00023212+0.00017146i,0.00010366-4.7694e-05i,0.00062593-0.00056278i
-0.0012942+0.00024019i,-0.0014534-0.00055793i,-0.0012371-0.0014439i,0.00034826-0.001212i,0.0015783+0.00037335i,0.00045624+0.00042035i,-0.00072243-0.0010846i,0.00010012-0.0011526i,0.0012485-0.00045103i,0.0016132-0.00024317i,0.0012075-0.00074794i,0.00059151-0.00051528i,0.0003775+0.00012792i,0.00018744+0.00074334i,-0.00031483+0.00073467i,-0.00029217-0.00025882i,-0.00025304-0.00091334i,-0.00054785-0.00029423i,-0.00017148-0.00016658i,4.5935e-05+4.0208e-05i,-0.0001579+0.00062126i,0.00034802+0.00010535i,0.00041548+0.00018894i
0.0026232+0.0013715i,0.0025171+0.00058964i,0.0022014+0.00015139i,0.00086771-0.00050605i,-0.0005251-0.0008648i,-5.2019e-05-0.00073682i,1.3799e-05-0.0002382i,-0.00043736+7.2832e-05i,-0.00010915-0.00016205i,0.0010725-0.00072885i,0.0010268-0.00066053i,9.4822e-05-0.00025361i,-0.00034501+0.00020893i,-0.00057443+0.00049546i,-0.00062009+0.0008348i,-0.00045101+0.000773i,-0.0011225-0.00031933i,-0.0015956-0.00102i,-0.0012687-0.001301i,-0.00057062-0.00059152i,-0.00018699+0.00038977i,-0.00055304-0.00013788i,-0.00045699-0.00085969i
-4.3224e-05+0.00028761i,-0.00091931-0.00036834i,-0.0011787-0.00092647i,-0.0011304-0.00024095i,-0.0011798+0.00034697i,-0.00054453+0.00018882i,0.0001342-0.00036209i,0.00060509-0.00014684i,0.0013385+0.0003425i,0.0010473-9.0316e-05i,0.00042602-0.00031501i,0.00077478-0.00045229i,0.00076684-0.00033567i,4.7023e-05-0.00028601i,-0.00021444-0.00047626i,-4.8329e-05-0.00055585i,2.3776e-05-3.6399e-05i,-0.00066739+0.00029833i,-0.0010124-0.00017634i,-0.0006816-0.0009438i,-0.00038752-0.0004593i,-0.00078475+0.00039209i,-0.00046369+0.00030737i
0.0017589+0.00092608i,0.0027856+0.00023705i,0.0017002+0.00069957i,-0.00069282-0.00015485i,-0.0010676-0.0013537i,0.0002252-0.0014834i,0.0006308-0.00092839i,0.00026598-0.00055734i,0.00024555+3.3197e-06i,0.00012955+0.00061244i,7.5088e-05+0.00082224i,-3.2987e-05+0.00069514i,-0.0006505+0.00051572i,-0.0010019+0.00066124i,-0.00028493+0.0005111i,-0.00031547+0.00042635i,-5.2947e-05-0.00048925i,0.00038973-0.00055846i,-7.3463e-05+0.00031599i,-0.00044941+0.0010217i,-0.00040078+0.0011165i,-0.00015321+0.0010269i,-0.00038961+0.0010036i
-0.0021443+0.00073704i,-0.0013558+5.0602e-05i,-0.00082339+0.00025815i,-0.00092719+0.00099365i,0.00028419+0.0016522i,0.0012876+0.00076321i,0.00090312-0.00048341i,0.00048001-0.00038939i,0.00063376+0.00011516i,0.0011631+0.00024436i,0.0010244-0.00029338i,0.00081359-0.00089182i,0.0004427-0.00079324i,0.00017839-0.00097138i,-0.00019053-0.0012381i,-0.00086913+0.00014836i,-0.0011309+0.0012191i,-0.0011106+0.00025869i,-0.00043653-0.00033384i,-9.3914e-05-0.00015898i,-0.00022118-0.00063993i,-2.2306e-05-0.001195i,0.00023675-0.00056752i
0.0033499-0.00045073i,0.0034376-0.00042876i,0.0021732-0.0007447i,0.00052715-0.00078448i,-0.00027225-0.0006598i,-0.00031153-0.00099235i,-0.00025993-0.0014927i,-7.0405e-05-0.00013681i,0.00050721+0.0010652i,0.0013672+0.00014928i,0.0012521-0.00022293i,0.00023697+0.00045125i,-0.00035002-5.3918e-05i,-0.00044761-0.00039841i,-0.00029726+0.00050661i,-0.00034418+0.00085131i,-0.00050762+0.00080544i,-0.00057487+0.00015204i,-0.001199-0.00014277i,-0.0014686-7.6241e-05i,-0.00079747+0.00025148i,0.00045505+0.00079309i,0.00046342+0.00089719i
0.00091164+0.00015107i,0.00060777-0.00018034i,0.0009299-0.00061093i,0.00047756-0.00087314i,5.1048e-06-0.00076057i,-0.00034892-0.00047199i,-9.4068e-05-0.00011808i,0.00010296-0.00011983i,0.00057988+0.00016354i,0.00034896-0.00037862i,-0.00036895-0.00072327i,-0.00015593-0.00032535i,0.00056285-0.00053822i,0.00038199-0.00015916i,-0.00032775+0.00094131i,-0.0006082+0.00095028i,-0.0010822+0.0001557i,-0.00049016+0.0001204i,-3.0077e-05+0.00057201i,-0.00061438+0.00028777i,-0.00055536-8.7469e-05i,0.00046749+0.0002332i,0.00066416+0.00025265i
4.0889e-05-0.00027361i,-5.1756e-05-8.9018e-05i,-0.0002722+0.00048723i,-0.0001268+0.00096273i,0.00050596+0.00048131i,0.00083164-0.00034724i,0.00034839-0.00064031i,0.0004119-0.00057384i,0.00080844-0.00072767i,0.00040959-0.00094308i,0.00039052-0.00047722i,0.00067157+0.0003596i,0.00047316+0.00065749i,0.00043999+0.00039099i,0.0002134+0.00034161i,-0.00020158+0.000682i,-0.0011005+0.00063193i,-0.0013333+0.00030882i,-0.00065621+0.00069379i,-0.00053785+0.00044407i,-0.00066046+0.00010002i,-0.0007796-0.00037046i,-0.00060048-0.0010581i
-0.00045747-0.00069657i,-0.00097069+0.00045759i,-0.0021605+0.00066202i,-0.0024297+0.00028025i,-0.0011994+0.0006191i,-0.00011216+0.00082226i,-0.00039465+0.00026989i,-0.00046064+0.0001074i,-0.00016848-3.0402e-05i,0.00017568+0.00011157i,8.237e-05-0.00042195i,4.5884e-05-0.00086266i,-5.8133e-06+0.00021487i,0.00012842+0.00047671i,0.00020369+6.6673e-08i,-0.00046928+0.00019891i,-0.00093813+0.00064232i,-0.0011796+0.00073278i,-0.00065079+7.6189e-05i,3.5011e-05-0.00024034i,-4.7961e-05+0.00047346i,-0.00080698+0.00044429i,-0.0009577-0.00026244i
-0.00062338-0.0016276i,-0.00041386-0.0017641i,0.00019245-0.0011602i,0.00011528+0.0006651i,-0.00053122+0.001112i,6.8703e-05-0.00010899i,0.0010568-0.00099578i,0.0012041-0.00080936i,0.00078047-0.00037767i,0.00098658-0.00076464i,0.00077406-0.00033829i,-0.00037573+0.00067487i,-0.00024226+0.0011147i,-0.00039165+0.00012407i,-0.00084619-0.00097669i,-8.2797e-05-0.0005949i,0.00059885+0.00014396i,0.00092704+0.00043323i,7.9974e-05+9.6093e-05i,-0.00042634+9.8998e-05i,0.00012082+0.00032058i,1.5263e-05+0.00021214i,-0.00050101+7.4899e-05i
0.00092511+0.00044223i,0.00070887+0.00095149i,0.0002346+0.00026329i,8.3965e-05-0.0006028i,-0.00037607-0.0011429i,-0.00029248-0.0015556i,-0.00041968-0.0011705i,-0.00016353-0.0011594i,0.00066988-0.00070008i,0.00076584-0.000192i,0.00023502-0.00013553i,-0.00016726+0.00050418i,-0.00019432+0.00070439i,-0.00029048+0.00066252i,-0.00044101+0.00018575i,-0.00028147-0.00019351i,-0.00028295+0.00039637i,-9.0138e-05+0.00055518i,0.00035349+0.00020931i,0.00061867+8.8878e-05i,0.00036272-0.00017299i,-0.00094316-0.00064575i,-0.0012296-0.0010037i
-0.0017778-0.0022028i,-0.002207-0.0015226i,-0.002648+0.00026041i,-0.001892+0.001892i,-0.0009851+0.0019588i,5.9189e-05+0.00055765i,0.00037806-0.0004532i,-0.00017015-7.5772e-05i,-0.00037288+0.0001281i,0.00026542-0.00081897i,0.00024526-0.00097471i,-0.00029964-0.00042534i,-0.00041292-0.00023551i,5.3536e-05-0.00012887i,0.00042612+2.3551e-06i,5.4454e-05+0.00039599i,-0.00038885+0.00057325i,-0.00087949-0.00049157i,-0.0008929-0.00076068i,-0.00035631+0.00019829i,0.00029414+0.00037683i,0.0010719-0.00026036i,0.0013586-0.00017266i
-0.00042549-0.00085098i,-0.00055853-0.00035122i,-0.00064404+0.00063608i,-0.00019013+0.00074711i,0.00030725-0.00020369i,0.00050427-0.00055444i,0.00097347-0.00018212i,0.00083168+0.0002076i,0.00055229+0.00080653i,-1.9209e-05+0.00059089i,-2.8613e-05+5.7409e-05i,0.0001723-0.00029246i,-8.9505e-05-0.00019398i,-0.00028371+4.681e-05i,-0.00032518-3.0433e-05i,-0.00049084+0.00010167i,-0.00098545+0.00048289i,-0.00083961+0.0013384i,-0.00064058+0.0013183i,-0.00065354+0.000402i,-0.00046311-0.00044601i,-0.00017531-0.00095844i,-8.5554e-05-0.0010036i
0.0022177-0.00076833i,0.0017262-0.0011886i,0.0017307-0.0037324i,0.00088204-0.003309i,2.7574e-05-0.0016502i,0.0014635-0.00011856i,0.005117-0.0003021i,0.0074918-0.0047205i,0.0063083-0.0084565i,0.002691-0.0093169i,-0.00073937-0.0081981i,-0.003154-0.00541i,-0.0040137-0.0023277i,-0.0031429+0.0002691i,-0.0013785+0.0018028i,0.00031366+0.0020111i,0.00083036+0.00093755i,0.00028529+0.00027788i,3.9421e-05+0.00069607i,0.00012799+0.00059165i,0.00047645+0.00059354i,0.00020612+0.00011282i,-0.0001561-0.00056222i
0.0010841+0.0011952i,0.000845+0.00085877i,0.0017537-7.3596e-05i,0.0013455-0.00057941i,0.00026277-0.00099475i,3.8692e-05-0.0013009i,0.00024029-0.0010079i,-1.6088e-05-0.00066752i,0.0001101-0.00089053i,0.00093343-0.0011248i,0.0006947-0.00082217i,-0.00056649-0.00064325i,-0.0003922-0.00015279i,-9.032e-05+0.00041222i,-0.00042777-0.00014261i,0.00010085-0.0009965i,0.0003699-0.00081718i,-0.00038042-0.00033813i,-0.00077532+0.00035725i,-0.00072174+0.00099877i,-0.00059457+0.00067753i,-0.00014455+4.9184e-05i,-0.00033287-0.00013201i
0.0011249-0.0017435i,4.0812e-05-0.0014388i,-0.0010648-0.001893i,-0.0019285-0.00138i,-0.0016453-0.00021247i,-0.0005497+8.0966e-05i,0.00041111-0.00045726i,-9.0407e-05-0.00032238i,-0.0003629+4.4833e-06i,2.4847e-05-0.00018647i,0.00042818-0.00032929i,0.00017336-0.00010566i,-0.00048953+0.00015619i,-6.9599e-05+0.00017573i,0.00019349-0.00036196i,-0.00021612-0.00046417i,-3.0918e-05+0.00041801i,1.5031e-05+0.00075389i,-0.00027997+0.00030604i,-0.00059649-0.00016095i,-0.00014142-0.00028652i,3.2705e-05-2.691e-05i,-0.00060488+0.00033574i
-0.0013293+0.00067029i,-0.000771+8.0942e-05i,-0.0015703+0.00075897i,-0.0019256+0.0017716i,-0.0010455+0.001806i,0.00059367+0.0004529i,0.0011392-0.0011846i,0.00056346-0.0012968i,0.00029304-0.0012926i,0.00051937-0.001889i,0.00061543-0.0015854i,0.00018336-0.00097867i,-8.8385e-05-0.00043735i,-6.8372e-05+0.00041267i,-5.5039e-06+0.00059227i,2.7113e-06-0.00050348i,0.00011171-0.0010677i,-0.00021075+2.6968e-05i,-0.00033293+0.00084898i,-0.00033508+0.00077859i,-0.00066982+0.00040054i,-0.00045016+0.00016795i,-5.875e-06-1.4527e-05i
0.00030405-0.00053458i,0.00071492+0.00041604i,-0.0002263+0.00068794i,-0.0014245+0.00068725i,-0.0007393+0.00054717i,0.00045326-0.0002755i,0.00060771-0.000892i,0.00010319-0.001164i,0.00029857-0.0011728i,0.00069636-4.3108e-05i,7.2033e-05+0.00029323i,-0.00039652-0.00024241i,-0.00013145-0.00023777i,-0.00056865-0.00055735i,-0.00076634-0.0011578i,-0.00059676-0.0010288i,-0.00060434-0.00062262i,-0.00072785-0.00046447i,-0.00051844-0.00046857i,-0.0003276-0.00021018i,-0.00014661-0.00018743i,0.0006195-0.00048297i,0.00097044-1.2252e-05i
0.0012596-0.0015953i,0.00079075-0.0027155i,0.00034909-0.0034878i,-0.00029939-0.0024313i,7.3285e-05-0.0014716i,0.00041879-0.0008016i,0.00015761+0.0002326i,-0.00045385-0.00011786i,0.00041947-0.00020932i,0.00093537+0.00022384i,-0.00030059-0.00068828i,-0.0013383-6.2744e-05i,-0.0014161+0.00095404i,-0.00049124+0.00072225i,0.00055185+0.0008276i,-0.00020373+0.00098863i,-0.00067886+0.00055129i,0.00039183-0.00029117i,0.0006634+0.00030584i,2.1121e-05+0.00064106i,-0.00011383+0.00030615i,7.07e-06+0.00022724i,0.00016261+0.0001644i
0.0009168-1.4021e-05i,0.00052672+0.00041443i,-3.953e-05-0.00013917i,-0.00080199-0.00062388i,-0.0009162+2.7212e-05i,0.0002013+0.00020711i,0.00064931-0.00032085i,0.00016874-0.00070369i,-0.00015325-0.00052907i,-0.00081674+2.8218e-05i,-0.00067603+6.773e-05i,-0.00024437-0.00017168i,7.11e-05-0.00045554i,0.00015958-0.00077718i,0.00014827-0.0012701i,-0.00047329-0.00079191i,-0.0011604+0.00028395i,-0.0011611+0.00045153i,-0.0011951+9.3772e-05i,-0.0012977-0.00030999i,-0.0010519-0.00015136i,-0.00033966+0.00017169i,-0.00030933-0.00037821i
