-0.0030071+0.00020546i,-0.002685+0.00079609i,-0.0028192+0.0013655i,-0.0010548+0.0018891i,0.0011305+0.0014944i,0.0021786+0.0001058i,0.0018258-0.00020888i,0.00088522+0.00089691i,0.0013024+0.0020575i,0.0019485+0.0017015i,0.0014908+4.2618e-05i,0.00091417-0.00067179i,0.0010553-0.00011691i,0.000708-0.00053985i,0.00046732-0.0017135i,0.00071939-0.00095691i,0.00053256-0.00011335i,0.0002237-0.00029386i,-0.00069915-0.00014204i,-0.00086177-7.7005e-05i,3.2991e-05-0.00031244i,0.00085904-9.025e-05i,0.00040182+0.00059667i
-0.0002121+0.0010975i,-0.0013428+0.00046517i,-0.0011467+0.00039376i,-0.00072972+4.9336e-05i,0.0016753-0.00049497i,0.0033432-0.00050974i,0.0019586-4.9285e-05i,0.0012159+0.00041283i,0.0010166+0.00051756i,0.0012357+0.00087634i,0.0015702+0.0013126i,0.00072535+0.00062024i,1.8727e-05-1.242e-05i,0.00032316+0.00051514i,0.00038761+0.00013774i,0.00028219-0.00080977i,-7.4638e-05-0.00088538i,0.00017747-2.9934e-05i,-8.1035e-06+0.00081034i,-0.00029318+0.00063733i,-7.8956e-05+0.00043504i,0.00078479-0.00028727i,0.00033033-0.0002801i
-0.00036364-0.0011066i,-0.00046349-0.00042959i,-0.00078546+0.00090849i,7.8124e-05+0.001125i,0.0010225+0.00025933i,0.00096143-0.00057772i,0.00099103-0.00046546i,0.00095634+0.00037383i,0.0009884+0.001046i,0.00072356+0.0012385i,0.00034738+0.0014128i,0.00034722+0.0011124i,0.00073948-0.00032135i,0.00079327-0.00071054i,0.00030949-0.00052772i,-4.4298e-05-0.0009023i,9.2056e-05-0.00064226i,0.0001088+0.00064376i,-0.0005974+0.00046607i,-0.0011029-0.0007138i,-0.0008199-0.00066974i,0.00018435-0.00044982i,0.00026949-0.00022979i
-0.0011457-0.0015059i,-0.0019416-0.0013115i,-0.0012564-0.0011746i,0.00035163-0.00059175i,0.0015766-0.00036472i,0.0028377-0.00048749i,0.0022751-0.0001607i,0.0011994+0.00028572i,0.0014354-1.1502e-05i,0.0011812-0.00065986i,0.00091608-5.6677e-05i,0.00078627+0.0001213i,0.00063093-0.00015572i,0.00017282+0.00023013i,-0.00023239+0.00090348i,-0.00016374+0.00083077i,5.2191e-05+0.00047185i,0.00058032+0.00075309i,0.00026407+0.00084491i,0.000419+0.00012149i,0.00046842+0.00018881i,-0.00055038+0.00023175i,-0.00027391-0.0004821i
8.7161e-05+0.0015054i,0.0017429+0.0012337i,0.0027872+0.0010665i,0.0032886+0.00099364i,0.0042663-0.00043942i,0.0037594-0.0024573i,0.0017637-0.0018068i,0.0014694-0.00013107i,0.0021588+9.1555e-05i,0.0016381-3.7178e-05i,0.0012505-0.00020857i,0.000682-0.00026281i,0.00020361+0.00036078i,0.00016181+0.00032781i,0.00058965-0.00062221i,0.00047953-0.0012611i,0.00033078-0.0011338i,0.0013247-0.00045477i,0.0005852+0.00031779i,-0.00052228+0.0010621i,-0.00055218+0.00039391i,6.4534e-05-0.00031716i,0.0011829+0.00031809i
-0.0012357-0.00077995i,-0.0012957+0.0006148i,-0.00083485+0.0013222i,0.00061383+0.00035182i,0.0015254-0.00062551i,0.0022443-0.0010994i,0.0015138-0.00052616i,0.00074232+0.0006713i,0.00052074+0.00050996i,0.00010472-0.00051363i,0.00025554-0.00044805i,0.00051998+8.0539e-05i,0.00081639-0.00025133i,0.00074867-0.00051906i,0.00020447-0.00025088i,0.00056904-4.6421e-05i,0.00043203-0.00043632i,0.00041639-0.0004328i,0.00031398+0.00016383i,-0.00043929+0.00088659i,-0.00024156+0.00069975i,0.00029861-0.00028141i,0.00059952-0.00046808i
-0.00028329-0.00080775i,0.00048276-0.00087755i,0.0011107+0.00038796i,0.0014231+0.00037773i,0.0021425-0.00057738i,0.0020699-0.0016453i,0.0014503-0.00092279i,0.0011364+0.00079912i,0.00095265+0.0011576i,0.00084729+0.00049446i,0.00091344-5.9705e-05i,0.00084717+0.00029479i,0.00078308-0.00013833i,0.00078865-0.00081163i,0.00021373-0.0004298i,-0.00037686-0.00036806i,1.727e-05-0.00036368i,-0.00019471+0.00030952i,-0.00073479+0.0004538i,-0.0012903+3.072e-05i,-0.0012032-8.916e-05i,-0.00012297+0.00050453i,7.7236e-05+0.00012142i
-0.0011568-0.00058243i,-0.0013539-4.841e-05i,-0.00035538-1.6674e-05i,0.00067631-0.0007045i,0.001199-0.0010011i,0.0016293-0.0012079i,0.00093502-0.0017815i,0.0011092-0.00024353i,0.0017701+0.00083098i,0.0016984+2.8911e-05i,0.00094945+6.4387e-05i,0.00061639+3.7663e-05i,0.00030691-0.0003973i,-0.00014665-0.00092625i,4.8793e-05-0.0013337i,0.00010443-0.00088805i,-0.00011162-1.2393e-05i,-0.00022712+0.00049231i,-0.00041734+0.00095148i,-4.1507e-05+0.00096486i,-1.7251e-05+0.00038678i,-0.00011877-0.0001209i,6.0713e-05-7.2356e-05i
-0.0013591-0.0012506i,-0.00014569-0.0019578i,0.00014339-0.0016899i,-5.2652e-05-0.0013535i,0.0013419-0.001546i,0.0020527-0.0017777i,0.00071402-0.00069948i,0.00072459+0.00061213i,0.0019168-1.8028e-05i,0.0011179-0.0011664i,0.00052522-0.00089974i,0.00052506-3.7575e-05i,0.00021823-9.4043e-05i,0.00046302-0.00057488i,0.00034208-0.0010356i,-0.00068586-0.00012143i,-0.00084495+0.00073347i,-0.00048267+0.00079812i,-0.00083068+0.00043414i,-0.00067799-0.00018452i,-0.0006079-0.00043559i,-0.00043907-0.0010514i,0.0009095-0.0014485i
-0.0020484-0.00059263i,-0.0016146+0.00037694i,-0.00053958+0.0010429i,0.0017601+0.00051797i,0.0033548-0.00025969i,0.0025897-0.0005333i,0.0012808-0.00024114i,0.00010908+0.00059752i,-0.00031563+0.00076781i,0.00043055+0.00010664i,0.00062012+0.00064182i,0.0003667+0.00089552i,0.00060676-2.99e-05i,-0.00015394-0.00049516i,-0.00062859-0.00055515i,-0.00018394-0.0003747i,-0.00051133-8.5589e-05i,-0.00090391+0.00036894i,-0.0011583+0.00050344i,-0.00066602+0.00030556i,3.363e-05+0.00021813i,-0.00010295+0.00040956i,-0.00017033+0.00039874i
-0.00025587-0.0020018i,3.1677e-05-0.0021236i,0.00049831-0.0019786i,0.0016369-0.0018488i,0.0023354-0.0011746i,0.001624+0.00017248i,9.4903e-05+0.00097325i,3.2185e-05+0.00087087i,0.00070972+0.00042902i,0.00070841-9.4624e-05i,0.00044141+0.00020125i,-8.9025e-05+0.00086499i,6.7226e-05+5.3636e-05i,0.00027504-0.00056514i,-0.00023103-0.00080299i,-0.00044271-0.00077122i,-0.00039146+0.00024936i,-0.00016124+0.00047259i,0.0002819+6.9684e-05i,0.00043666+0.00019033i,0.00022465+0.0003842i,0.00056628+0.00037804i,0.000649+0.00052286i
0.0021609+0.0011361i,0.0021526+0.00055409i,0.0028247-0.00056207i,0.003354-0.0012982i,0.0036839-0.0021314i,0.0030252-0.001804i,0.0011374-0.00031565i,0.0004154+0.0011122i,0.0016872+0.0010141i,0.0019145+0.00012934i,0.001225-0.0002731i,0.00097607-0.00015593i,0.00065606-0.00054489i,0.00018195-0.00084408i,-3.8419e-05-5.1178e-05i,0.0003432+0.00055083i,0.00016087+0.00041889i,-0.00012639-0.0002452i,0.00027753-0.00040939i,0.00060214+0.00083116i,0.0002797+0.0009924i,-0.00017233-0.00013223i,-0.00044879-0.0014143i
-0.0021526-0.0020117i,-0.0020475-0.0016054i,-0.00066944-0.0010963i,0.00069584-0.00049724i,0.0017819-0.00027754i,0.0018959+5.2044e-05i,0.00061625+0.00075369i,0.00040157+0.00057731i,0.0014888+0.00040806i,0.0016906+0.00017423i,0.0013168+0.00034563i,0.0011187+0.00048513i,0.0011546+2.2008e-05i,0.00049926-0.00056498i,-0.000388-0.0011047i,0.00029895-0.00123i,0.00084723-0.00035023i,0.00083333+0.00026492i,0.00090739+0.00056398i,0.00031337+0.0003432i,0.00045506-0.00048877i,0.00087874-0.00070637i,0.0011479-0.0003017i
0.0003255+0.00072738i,0.00063823-0.00028905i,0.00022997-0.00053616i,0.0016201-0.00031249i,0.00335-0.00039488i,0.0029469-0.00083486i,0.0012601-0.00043507i,-0.00021584+0.00070423i,-0.00025542+0.001054i,0.00011248-7.4744e-05i,-0.0001018-0.00061449i,-5.932e-05-0.00066728i,-8.2441e-05-0.00057875i,4.474e-05-0.00040685i,-0.00011566-0.00018011i,-0.0003618-0.00051426i,-0.00081823-0.00047744i,-0.0013385+0.00010025i,-0.0013489-0.0002496i,-0.00077882-0.00015147i,0.00048599+0.00051563i,0.0010323+0.00028976i,-6.8702e-06-0.00028976i
0.0010566-1.7712e-05i,0.000839+0.00018675i,0.00083952+0.00011081i,0.0017708+5.8562e-05i,0.0023623+7.4832e-05i,0.0017747-0.00025378i,0.00098467-0.00044702i,0.00086341+0.00074151i,0.0013167+0.00098019i,0.0015291+0.00018639i,0.0011512+0.00027346i,0.0003828-0.0002204i,-0.00033924-0.00056044i,-0.00036224-0.0008107i,-0.00013396-0.0013317i,-0.00030563-0.00031644i,-0.00026385+5.1435e-05i,-0.0003949-0.00038006i,-0.00045546+0.0002261i,0.00037875+0.0007483i,0.0010409+0.00051339i,0.00025928-0.00039196i,-0.00027388-0.0010164i
0.00039365-0.00051733i,0.0004422-0.0010044i,0.00040702-0.001194i,0.0011986-0.0015393i,0.0026149-0.00046094i,0.0028319+0.000355i,0.0013627+0.00033765i,0.00079044+0.0014264i,0.0010866+0.0012969i,0.0005005-3.2956e-05i,0.00053185-0.00022695i,0.0010907+9.795e-05i,0.001114+0.00084564i,0.00077898+0.0010042i,-3.8634e-05+2.9835e-05i,-0.00019184-0.00052449i,-0.00041118+0.00038092i,-0.00022358+0.00072259i,0.00050458+0.00051266i,-0.00023161+0.0011286i,-0.00052207+0.00053201i,0.00050365-0.00065517i,0.00057461-0.0011251i
0.00068539+0.00086284i,-0.00015465+0.00092289i,0.00029124+0.00046177i,0.0018632+0.00081973i,0.0031767-1.7062e-05i,0.003056-0.0015138i,0.0010121-0.00095139i,0.00012291+5.567e-05i,0.0011758+0.00010399i,0.0011153-0.00023224i,0.0001395-0.00014246i,-0.00010734+0.00016897i,2.3652e-05+0.00025613i,-0.00083359-3.9154e-05i,-0.0013893-0.00019158i,-0.00078174+0.00047587i,0.00017012+0.00058993i,0.00044553+0.00086496i,-0.00025963+0.0011992i,-0.000764+0.00019991i,-0.00035434-0.00037611i,0.00032869+1.1537e-06i,0.00062951-0.00020979i
0.0012249+0.00018922i,0.00081007+0.00082566i,5.1765e-05+0.0012016i,0.001171+0.00055994i,0.0030634-0.00037192i,0.0019105-0.0007721i,0.00052486-0.00029855i,0.00032409+0.00094189i,0.0015875+0.0018137i,0.0019494+0.0012003i,0.0012247+0.00021843i,0.0010649+0.00026338i,0.0003829+4.2752e-05i,0.00014307-0.00039152i,3.1744e-05-0.00030823i,-0.00050475-0.00043604i,-0.0005897-0.00039611i,-0.00074651-0.00019421i,-0.0011933+0.0001538i,-0.0010166-6.2966e-06i,-0.00089023+0.00019614i,-0.00051483-0.00018418i,0.00020181-0.001542i
0.0015814-0.0022137i,0.000833-0.0025979i,0.00054739-0.0027801i,0.00062467-0.0023673i,0.0014325-0.0022928i,0.0019402-0.0021705i,0.00098336-0.00065772i,0.0003041+0.00093555i,0.00099093+0.00082557i,0.0007047+0.00070676i,-0.00053601+0.00086028i,-0.00078965+0.00026752i,3.5492e-05-0.00058413i,0.00047879-0.0010113i,0.00032048-0.00089809i,0.00018999-0.00032318i,-0.00012218-0.0001387i,5.2942e-05-0.0004032i,0.00039808-0.0001765i,-0.00063283-0.00015884i,-0.00019419-4.5693e-05i,0.0013279+9.3083e-05i,0.00081085-0.00032315i
6.5187e-05-0.00015899i,-0.00044184+0.0014337i,-0.00039691+0.0016594i,0.00030844+0.0009903i,0.00083578+0.00044057i,0.0012448-0.00024483i,0.00071583-7.1409e-06i,0.00086411+0.0010019i,0.0011544+0.0013435i,0.0008074+0.00033349i,0.00064538-0.00014354i,0.0003181-4.4897e-05i,-0.00024205-9.6547e-05i,0.00024103-4.7862e-06i,0.00024966-0.00049038i,-0.00018933-0.00090422i,8.9064e-07-0.00086446i,-0.00032959-0.00024504i,-0.00070089+0.00057974i,-0.00067569+0.00043515i,1.5776e-05-0.00010593i,0.00077765-2.8508e-05i,0.00038421+1.0122e-05i
-0.0011958+0.0012253i,-0.00038403+0.00099881i,0.00081561+0.0011079i,0.0031271+0.0011586i,0.0044761+0.00052794i,0.0038548+4.1268e-06i,0.002037-2.3724e-05i,0.00061766+0.00077383i,0.00040995+0.0014841i,0.00052949+0.00088801i,0.0001775+0.00085612i,0.00010154+0.0006764i,0.0004778-0.00033735i,-0.00014006-0.00062949i,-0.00084268-0.00079368i,-0.00090258-0.00077968i,-0.00034196-2.2917e-05i,-0.00060152+0.0005153i,-0.00087016+0.00019334i,-0.00081197-0.0001832i,-7.305e-05-0.00079038i,0.0008543-0.00094542i,0.001069-0.00041714i
-0.00073947+0.00014251i,-0.0014267+0.0011087i,-0.00081725+0.0011381i,0.0021314+0.00041567i,0.0031846+0.00021038i,0.0020322-0.00052174i,0.0015216-0.00087116i,0.0012828+0.00058805i,0.00080924+0.0011984i,0.00076201+0.00015364i,0.00047233-0.000174i,0.00029169+0.00057391i,0.00066672+0.00054378i,0.00038472+4.5746e-05i,0.00016236-0.00086106i,0.00015318-0.00086783i,-7.3197e-05-0.00052718i,0.00012587-0.00066175i,0.00063174-0.00023932i,0.00065432-2.829e-05i,5.1642e-05-0.00015895i,-8.9606e-05-8.7809e-05i,0.00030781+9.81e-06i
-0.0010094+7.7903e-05i,-0.00091889+0.00083416i,-0.00059831+0.0013107i,0.00091188+0.00036554i,0.0031117-0.00077755i,0.0028174-0.0016526i,0.00080817-0.001443i,0.00030425+0.00032886i,0.0011719+0.0015371i,0.0007184+0.00078154i,-0.00014212-0.0003669i,0.00035268-0.00053705i,0.0010006-0.00039748i,0.00044548-0.00027956i,0.00019897+0.001088i,0.00044202+0.0013967i,0.00017819+0.00050152i,-0.00065934+0.00024191i,5.0409e-06+0.00057126i,0.0004179+0.00052092i,7.0041e-05-0.00030101i,1.2099e-06-0.00088939i,-6.1946e-05-0.0011995i
-0.00045068+0.0020012i,0.00041419+0.0018483i,0.00065392+0.0019884i,0.0017635+0.0023387i,0.0031828+0.0013795i,0.002566+0.00043152i,0.00087005+0.00054046i,0.0010199+0.00088306i,0.0014769+0.00083263i,0.00035841+0.00061676i,0.00024026+0.00045446i,0.00099726-6.9237e-05i,0.00092951-0.00058926i,-0.00015579-0.00029459i,-0.00031264-9.5257e-05i,-0.00071581+0.00022392i,-0.00088099+0.00080767i,-0.00035254+0.00018428i,1.6007e-05-0.00035533i,-5.1598e-05-0.00042104i,0.00013904-0.00058264i,0.0011966-0.0010369i,0.0015624-0.00057493i
0.00077519-0.0014916i,-0.0007683-0.00086371i,-0.0015759-0.0013766i,-0.00029443-0.00097758i,0.0012128+0.00031378i,0.00071471+0.00099365i,-0.00050597+0.0016275i,-0.00039373+0.0022076i,0.00062322+0.0011346i,0.0012952-0.00019037i,0.0010529-0.00022799i,0.00055449+0.00052108i,-9.0583e-05+0.00068148i,-0.00063983-1.218e-05i,-0.00049824-0.00065108i,-0.00058435-0.00075156i,-0.00055823-0.00048145i,-0.00010219-0.0002384i,0.0006985-1.0369e-05i,0.00082863+7.5552e-05i,-5.4974e-05-0.00013409i,-0.00083513-0.00047691i,-0.00056313+0.00022472i
-0.00039128-0.00032145i,-0.00017068-0.00036604i,0.0005211+5.2497e-06i,4.9272e-05-6.545e-05i,0.00070892-0.00083453i,0.0019389-0.0012336i,0.0009801-0.00058456i,-3.0677e-06+0.0002512i,9.6868e-05+0.00073444i,0.0010366+0.0005442i,0.0012051+0.00012973i,0.00073518-0.00070868i,0.00085418-0.0013181i,0.0011187-0.0011685i,0.00059925-0.0010219i,0.00011851-0.00081842i,-0.00049154-0.00062595i,-0.00061631-0.00042981i,1.0583e-05+0.00041181i,0.00028825+0.00044891i,0.00047833-0.00020099i,0.001145+4.9005e-05i,0.0014806+3.4022e-05i
-0.0012998+0.00060263i,-0.0023857+0.00036461i,-0.0015418-3.7287e-05i,0.00098191+0.00033632i,0.0022407+0.00021211i,0.0018581-0.00041532i,0.00018479-0.0006603i,-0.00036339+0.00050753i,0.00031994+0.00097596i,0.00017167+0.00026999i,0.00030443-0.00020527i,0.00051156-0.00019144i,-1.2117e-05-0.00028917i,-0.00058287-0.00047875i,-0.00050223-0.00058733i,-2.5794e-05-0.00059347i,0.00022341-0.0001669i,-7.3809e-05+0.00014995i,-0.00080012+0.00018311i,-0.00088894+0.00034723i,-0.00068055+0.00028554i,8.1487e-05+2.4948e-05i,0.00084414-0.00073924i
-0.00092648-0.0014021i,-0.00041255-0.0014876i,0.00045304-0.00084585i,0.0017178-0.00030521i,0.0031981+0.00027834i,0.0031242-0.00012602i,0.0010919-0.0006798i,-0.00040762+0.00048064i,0.00048681+0.0012882i,0.0011249+0.00062709i,0.00035801+0.00044413i,-0.00044056+0.00099299i,-0.00068016+0.00076542i,-0.00070059-0.00028763i,-0.00058408-0.00031602i,-0.00023411+1.4787e-05i,-0.00028276-0.00020342i,-0.00066819-4.0747e-05i,-0.00053316+0.0010141i,0.00029911+0.0011399i,0.000415+0.0010046i,0.00020972+0.00078329i,-2.0902e-05+0.00030873i
0.00084735-0.00055449i,0.00054007-0.0013974i,0.0001842-0.002313i,0.00050417-0.0028581i,0.0014772-0.0031583i,0.0011994-0.0024601i,9.5337e-05-0.0008769i,0.00066243+0.00046765i,0.0013365+0.00086787i,0.001421+0.0004204i,0.00082923+2.1144e-05i,0.0007315-1.4723e-06i,0.0012062-0.00011691i,0.00074991-5.3928e-05i,0.00021535-7.2335e-05i,0.00052748-9.6243e-05i,0.00098067+0.00074629i,6.1007e-06+0.00076564i,-0.00057736-0.00022469i,0.00013805+0.00011278i,0.00076496+3.497e-05i,0.0015378-0.00037384i,0.0011849-0.00034359i
0.00094244-0.0013333i,0.00027255-0.0010432i,-0.0003611-0.0011353i,0.00052211-0.0014989i,0.001629-0.0011947i,0.0013241-0.00088024i,0.00060591-0.00030246i,0.00063504+0.00062003i,0.0020867+0.00046546i,0.0028986+7.7147e-05i,0.0015737+0.00043502i,0.00031743+0.00018213i,0.00018285-0.00012435i,0.00017109-5.1491e-05i,-0.0001689-0.0002515i,-0.00054059-0.00024868i,-0.00021896-2.3822e-05i,-0.00019128+9.4008e-05i,0.00060356+0.0006208i,0.0015895+0.00082028i,0.00051317+0.0010565i,-0.00061207+0.0011451i,-0.00051277+0.00076453i
0.00075475-0.002589i,0.00015545-0.0023766i,-0.00026928-0.0021007i,-8.1824e-05-0.0017957i,-0.00015383-0.0014344i,-2.3158e-05-0.0012885i,-8.6429e-05-0.00059733i,0.00050429-6.0842e-05i,0.0016204+8.615e-05i,0.0013004-0.00023312i,0.00060975-0.00051008i,0.00057161+0.00013606i,0.00070891-0.00065816i,0.0010121-0.0008007i,0.00039377+0.000173i,-0.0002133+0.00022486i,-0.00036595+0.00051889i,-0.0002668+0.00057872i,7.8616e-05+0.00046797i,-0.00022531+0.00099842i,-0.00066273+0.00069263i,-0.00057087+0.00054234i,0.00040096+0.00067428i
-0.0011595-0.0045029i,-0.0024566-0.0037031i,-0.0025626-0.002583i,-0.0015076-0.0012678i,3.3887e-05-0.00082928i,0.002176+0.00011338i,0.0027579+0.00086223i,0.0016334+0.00063415i,0.00093337-8.712e-05i,0.00086405-0.00051538i,0.00086743-0.00016623i,0.00087144-6.767e-05i,0.00097589-0.00021673i,0.0014119-0.00063108i,0.00046496-0.00021951i,-0.00072497+0.00039292i,-0.00093712+0.0004331i,-0.00048478-0.00030754i,0.00027319-0.0008446i,0.00045228-0.00074913i,0.00039631-0.00073499i,5.4399e-05-0.00045661i,2.5282e-05-0.00077703i
-0.00028155+0.001394i,0.0014733+0.0008442i,0.0026543+0.00088467i,0.0037305+0.00025919i,0.0040954-0.0010428i,0.0029596-0.0015988i,0.00094375-0.0015267i,-0.00017419+8.9213e-05i,0.00064207+0.0018148i,0.0011773+0.0012206i,0.00083094+0.00033297i,0.00040348-6.8162e-05i,0.00012793-2.0891e-05i,-0.00068361+0.00025772i,-0.00095013+0.00011336i,-0.0011155-0.00022621i,-0.00097318-0.00054705i,-9.2329e-05-0.00030241i,8.4141e-05+5.5214e-05i,-0.00028097+0.00038264i,-2.8375e-07+0.0004205i,0.00036397+0.000236i,0.00041818+9.5365e-05i
-0.00027904+0.0017624i,0.0010443+0.00060844i,0.0018857+0.00017434i,0.0024181-0.00012486i,0.0037194-0.00082638i,0.0033513-0.0015852i,0.00065913-0.0011156i,-0.00064722+0.00010541i,0.00047504+0.0015526i,0.00092941+0.0020104i,0.0005251+0.00080061i,0.00089824-0.00018313i,0.00060222-0.00018512i,-0.00064685+0.00033959i,-0.0013119+0.00021372i,-0.00083759+0.00021129i,-7.2646e-06+0.00041454i,-0.00016937-0.00039965i,-0.00090591-0.00068108i,-0.00066655-0.00045727i,0.00014534+0.00019597i,0.0005689+0.00022318i,0.0001112-0.00015448i
0.00029805+0.0012256i,0.0015872-0.00024489i,0.0027994+0.00040279i,0.0036813+0.00085607i,0.0047521-0.0010707i,0.0041637-0.0024661i,0.0012168-0.0013693i,-0.00032418+0.00023685i,-8.3358e-05+0.00035005i,0.00029638+0.00031801i,0.00052669+0.00046366i,-0.00032572-3.8341e-05i,-0.00078477+4.9933e-05i,0.00012833-0.00020795i,4.5136e-05-0.00072293i,9.815e-06-0.0005671i,-2.1854e-05+0.0002039i,-0.00027674+0.0012505i,4.9321e-05+0.0016314i,0.00063943+0.00097742i,0.00065719-1.3609e-05i,-0.00025-0.00050359i,-0.0006309-0.00053086i
-0.0010148+0.00071699i,-0.00078638+0.0011791i,-3.0243e-06+0.002213i,0.0013737+0.0012993i,0.0027958+0.00060624i,0.0023004+0.00039176i,0.00058986+0.00022035i,3.767e-05+0.00069599i,0.0011534+0.00074405i,0.0015329+0.00044582i,0.00084117+0.00031104i,0.00017449+0.00077158i,-0.00027693+0.0006657i,-0.00051296-0.00018424i,-0.00026473-0.00057507i,-0.00067316-0.0002463i,-0.0013076+9.6728e-05i,-0.0011595+0.00046816i,-0.00015351+0.00053798i,0.0004772+0.00028168i,0.00064967+0.00042108i,0.00016006+0.00050687i,-0.00012064-5.4634e-05i
0.00069084+0.00026712i,-0.00012105+1.8942e-05i,3.1069e-05-0.00035684i,0.00071116+4.9148e-05i,0.0012988+0.00037556i,0.0017092+0.00013091i,0.00076211+0.00050353i,-1.6035e-05+0.0017142i,0.00035668+0.0020146i,0.00066388+0.0013421i,0.00038737+0.00069626i,0.00060141+0.00047201i,0.00088612+0.00040542i,0.00089835+0.00010123i,0.00097273-0.00045419i,0.00041998-0.00017383i,-0.00064152-0.00017054i,-0.00039553-0.00084101i,0.00010431-0.00087975i,-0.00037855-8.5517e-05i,-0.00054414+0.00022091i,0.00047697+0.00048574i,0.0013348+0.00063217i
-0.0020573+0.00078781i,-5.1325e-05+0.00074356i,0.0011911+0.00094863i,0.0019076+0.0010058i,0.0035641+0.00038729i,0.003661-0.0010604i,0.0016514-0.0013727i,0.00047442-0.00036676i,0.00093709+0.00074857i,0.0013851+0.00070002i,0.00077495+8.3489e-05i,8.91e-05-5.4038e-05i,2.0964e-05-0.00025841i,2.7435e-05-0.0010894i,-0.00077187-0.001387i,-0.0015225-0.00091207i,-0.0014035+0.0001379i,-0.00082502+0.00086544i,-0.00060746+0.00060115i,-0.00082027+0.00059724i,-0.00067927+8.7198e-05i,-0.00017032-0.00075239i,0.00035065+0.00019149i
-0.0021682+0.00059517i,-0.0022621+0.0016278i,-0.0013886+0.002887i,0.0012746+0.0031573i,0.0035134+0.0022957i,0.0032657+0.00092398i,0.0011053-0.00012766i,7.8542e-05+0.00035146i,0.0007268+0.0015643i,0.00093499+0.0014658i,0.00050921+0.00098816i,0.00028664+0.00047819i,0.00031966-0.00087561i,-0.00028506-0.0011026i,-0.00065032-0.00012872i,-0.00044874+0.00042424i,0.000151+0.00029102i,0.00044506+0.00053392i,6.1962e-05+0.00042411i,0.00027593+2.9185e-05i,0.00013384+0.00019922i,8.8897e-05+0.00023427i,0.00055399+2.5638e-05i
0.0022187-0.0010463i,0.0022749-0.00067434i,0.0021142-3.4036e-05i,0.0022088+0.00077869i,0.0025887-2.3068e-06i,0.0024606-0.00082602i,0.00072342-0.00023322i,0.00051556+0.0003259i,0.0016547+5.3679e-05i,0.0013804-0.00024792i,0.00041885+4.5494e-05i,0.0001969-3.969e-05i,0.00071108-0.00042526i,0.0011462-0.0003677i,0.00048116-0.00036982i,2.1441e-05-0.00010796i,0.000206+3.3817e-05i,0.00010969-0.00045223i,-0.00043952-0.00031431i,-0.00085016+0.00059463i,-0.00057495+0.0010339i,9.4007e-05+0.00055462i,0.0003527+0.00010864i
0.00041608+0.0020219i,8.1408e-05+0.0021508i,0.001033+0.0017434i,0.0034944+0.0017343i,0.0040309+0.00081986i,0.0025907-0.0007203i,0.0010485-0.00034692i,0.0014117+0.0011173i,0.0026541+0.0013707i,0.0022212+0.00013247i,0.0011311-0.00045449i,0.00056991-4.0721e-05i,-4.6269e-05+5.3215e-05i,-0.00074815-2.8513e-05i,-0.00091217-0.00023398i,-0.00065156+0.00014699i,-0.0006952+0.00080069i,-0.0008546+0.00068976i,-0.00084698+0.00021362i,-0.00060709-0.00015092i,1.6586e-05+0.00042132i,0.00034428+0.0010412i,0.00027588+0.00023422i
0.00048134+0.00065067i,0.00029901+0.0013435i,0.0014003+0.0010803i,0.0026457+0.00021998i,0.0034704-0.00093027i,0.0030355-0.0015028i,0.0014795-0.00026026i,0.0010373+0.00042258i,0.0019853-0.00064057i,0.0017228-0.00091285i,0.0008362-0.00035769i,0.00058726-0.00016935i,0.00041418+8.5384e-05i,0.00094872-2.157e-06i,0.00050628-0.00011562i,-0.00024988-2.3238e-05i,-0.00019941+0.00038307i,-0.00090088+0.00034837i,-0.00087299-0.00040831i,0.00012047-0.00035709i,-0.00050328+3.5763e-05i,-0.00065644-8.1142e-05i,-0.00030887+0.00035749i
6.2916e-05-0.00032025i,0.0015034-9.5957e-06i,0.0018666-0.00053099i,0.0020703-0.0013616i,0.0036115-0.0017669i,0.0034612-0.0011159i,0.0010188+9.8148e-07i,0.00044651+0.0011034i,0.00091906+0.001592i,0.00094517+0.0011167i,0.00067251+0.00046601i,0.00052665+0.00053998i,9.2647e-05+0.00053654i,-0.00042342-6.3427e-05i,-0.00063865+0.00031862i,-0.00029064+0.0011626i,-0.00037057+0.00037009i,-0.00025477-0.00042794i,7.4305e-05-5.1149e-05i,-1.4358e-05+0.00067774i,-0.00049649+0.00037525i,-0.00083903-0.00082597i,-0.00047071-0.00064441i
-0.00067289+0.0012045i,0.00072458+0.0011593i,0.0015643+0.0018017i,0.0016826+0.0010158i,0.0026865-0.00054119i,0.0028166-0.0015822i,0.00183-0.00079768i,0.0011807+0.00023557i,0.0014359+0.00047454i,0.001597+0.0010933i,0.0012626+0.0012776i,0.00071029+6.3046e-05i,0.00034691-0.00048652i,-8.3786e-06+0.00029439i,-0.00020407+0.00027208i,-4.5148e-05-0.00073688i,0.00031675-0.00057143i,0.00013905+1.1217e-06i,-0.00046984-8.9097e-05i,-0.00039864-5.4708e-05i,0.00025865-7.2699e-05i,0.00077395-0.00022628i,0.0010142-0.00067313i
