-0.0044995+0.00029811i,-0.0028229+0.00027205i,-0.0025874+0.0015561i,-0.0017205+0.0021627i,0.00022039+0.0020763i,0.0014128+0.0015899i,0.00086787+0.00095434i,0.00052049+1.0598e-05i,0.00021027+0.000211i,-0.0002293+0.00042823i,-0.00030037-0.0006351i,-0.00056837-0.0014788i,-0.00096946-0.0016657i,-0.0017178-0.00097333i,-0.0018312-0.00045073i,-0.00094772-0.00013515i,-0.00036992-0.00037227i,0.0001813-0.00087216i,0.00015058-0.0002999i,0.00080597+0.00065566i,0.00097614+0.00010892i,-0.00028675-0.0005569i,-0.00086472-6.6075e-05i
-0.0028963-0.0014361i,-0.0036414-0.0026371i,-0.0038054-0.0038155i,-0.0027296-0.0034758i,-0.0012732-0.0016572i,-0.00019905+0.00040065i,0.00024029+0.00084655i,0.0003675+0.00078186i,-0.00032335+0.00067181i,-0.00075883-4.5413e-05i,-0.00056173-0.0010265i,0.00010346-0.00041091i,0.00063281-8.5772e-05i,0.00047077-0.0005629i,0.00052483+2.3433e-05i,0.00061164+0.00060308i,-7.4128e-05+0.00079376i,-0.00034202-9.0645e-05i,9.8621e-05-0.00022428i,-0.00018913+0.00017318i,-0.00019733-0.00036386i,-0.00013708-0.00039449i,-0.00040749-0.00065589i
-0.00057368+0.00035169i,-0.00031215+0.00022013i,-0.00043543+0.00033302i,0.00022103+0.00024866i,0.00086869-4.229e-05i,0.0011988-0.0011702i,0.0013036-0.0018324i,0.001045-0.0017521i,0.0011884-0.0011839i,0.0012412-0.00070748i,0.00028015-0.0010309i,-0.00066903-0.0013677i,-0.0008487-0.0010221i,-0.00059443-2.1208e-06i,-0.00021233+0.000667i,-7.6615e-06+0.0003515i,0.00018852+0.00034271i,0.00031933-0.00010431i,0.00026902+0.00022885i,6.43e-08+0.0012617i,3.8721e-05+0.00063826i,0.00067527-0.00080986i,0.00081385-0.00082144i
-0.002086-0.0021838i,-0.0032812-0.00269i,-0.0038126-0.0027036i,-0.0025775-0.0006955i,-0.0009834+0.0010623i,0.00018445+0.0018619i,0.00053355+0.0016389i,0.00081553+0.0003693i,0.00031383-0.00050611i,-0.00023198-0.00031639i,-0.0001632+0.00062113i,-0.00018817+0.00076271i,0.00044641+0.00033407i,0.0007324+7.4815e-05i,9.8994e-05+6.3229e-05i,-0.00042943+0.00051421i,-0.00035619+0.00041574i,-0.0004004+0.00059804i,-0.00041198+0.00094865i,-2.8263e-05+0.0011713i,-5.2905e-05+0.00030052i,0.00033321-0.00047242i,0.00063484-0.00020954i
-0.00051803+0.00060538i,-0.00047822+0.00074702i,-0.00075179+3.0831e-05i,-0.00061508-0.00028613i,0.00061289-0.00137i,0.00069474-0.0018204i,0.0006444-0.00092303i,0.0015077-0.00037952i,0.0010791-0.00046215i,-0.00019282-0.00037666i,-0.00077953+0.00048694i,-0.0013524+0.00019891i,-0.0010307-0.00075242i,-0.00066374-0.000564i,-0.0014379-0.00035854i,-0.001143-0.00080912i,-0.00069001-0.00096054i,-0.0013394-9.8242e-05i,-0.0010956-5.1402e-05i,-2.2493e-06-0.00061125i,0.00015808-0.00013213i,0.00042827+0.00010486i,-0.00015268-1.0522e-05i
-0.00092345-0.0013871i,-0.0015552-0.00133i,-0.0021145-0.0016495i,-0.0016755-0.00074075i,-0.00072321-0.00015968i,-5.3169e-05-0.00066015i,0.00030603-0.00026385i,0.00035442-8.9475e-05i,5.8383e-05-0.00052152i,-0.00089913-0.0010071i,-0.0014426-0.0012068i,-0.00087313-0.00079762i,-0.0006925-0.00058121i,-0.00055667-0.00049187i,-0.00086314-1.8115e-05i,-0.00072723+0.00025692i,2.3106e-05-0.00021312i,-9.7006e-05-0.00056665i,-4.8031e-05-0.00027802i,-0.0002962-3.5833e-05i,-0.00021425-9.7231e-05i,0.00079016-4.0725e-05i,0.0012184+0.00042197i
0.00035894-0.00232i,0.00096211-0.001774i,-0.00059007-0.001956i,-0.0019471-0.0013066i,-0.00051924-0.00039555i,0.00074127+0.00087166i,0.00029041+0.00049721i,0.00028608-0.00063799i,0.00044511-0.00058126i,1.7018e-05-0.00039952i,-0.00035184-0.00041951i,-0.00034666+5.4958e-05i,-0.00010588-0.00040985i,0.00021491-0.0011846i,0.00052615-0.00060024i,0.00047571+0.00033174i,0.00031558+0.00047953i,0.00028187+0.00046416i,-0.00028403+0.00023293i,-0.00074008-0.00012776i,-0.00019999-6.1033e-05i,-0.00032873-5.3582e-05i,-0.00069943+5.2054e-06i
-0.00088935-0.0020713i,-0.0027457-0.0018216i,-0.0024325-0.0018953i,-0.0010197-0.0011499i,-0.00089771-0.00035572i,-0.00028632-0.0003626i,0.00062363-1.4858e-05i,0.00033346-4.0464e-05i,0.00033962+0.00033673i,1.507e-05-3.7805e-06i,-0.00038804-0.0010084i,-2.5593e-05-0.00092073i,0.00021694-4.752e-05i,0.00024294+0.00044116i,-0.000113-1.2611e-05i,-0.00081313-8.9511e-06i,-0.0010701+0.00076205i,-0.00068928+0.0010433i,-0.00046723+0.00095565i,-5.8601e-05-1.4133e-05i,-0.00031392-0.00042665i,-0.00059243-0.00018757i,0.00065165-0.00026199i
0.0018348+0.00044282i,0.0023919+0.00062612i,0.0012493+0.00024475i,0.00030088-0.00010604i,0.0010803+5.8123e-05i,0.0015483+0.00031874i,0.0018466+0.00039158i,0.0016298+0.00046388i,0.00025112+0.0003156i,-0.00067862-0.0011247i,-0.00080864-0.0015067i,-0.00046003-0.00013819i,-0.00029818-0.000499i,-0.00047364-0.00060606i,1.7758e-05+0.00027877i,0.00041189+0.0007795i,1.9267e-05+0.00080755i,0.00050178+0.0008698i,0.00029434+0.0011112i,-0.00025648+0.00089931i,-0.00047585+0.00027652i,-0.00089831+0.00012865i,-0.00079848+0.00056273i
-0.0038252-0.00047632i,-0.0039943-9.6989e-05i,-0.0028116-0.00023666i,-0.0013903-0.00039586i,-0.0013518-0.00027277i,-0.0013306-0.00051951i,0.00056674-0.0012745i,0.0015059-0.0010834i,0.00050346-0.0011479i,-2.5755e-05-0.00096405i,0.0001301-0.00048872i,-0.00010566-6.9526e-05i,-0.00053157-0.00020623i,-0.00076256-0.0010197i,-0.001268-0.0016591i,-0.00040755-0.0010744i,0.00010322-2.9038e-05i,-0.00051082+9.1061e-05i,-0.00099329-0.00032389i,-0.00062255-0.00054065i,0.0003675-0.00072843i,0.00058511-0.00040625i,0.00079196-0.00021568i
0.00019312-0.00093381i,0.00057953-0.0012624i,0.00067688-0.0002367i,0.00064809+0.00052608i,0.00080937-0.00013221i,0.0016829-0.00051524i,0.0017278-0.0001137i,0.00085088+0.0003197i,0.00049498+0.00035175i,0.00011681+0.00043304i,-2.7011e-05+0.0010967i,-0.00067717+0.0011857i,-0.0015158+0.00044124i,-0.0010386+0.00060589i,-0.00081947+0.00059049i,-0.00041074-0.00013655i,-0.00024868-0.0001765i,-0.00045363-4.0801e-06i,-0.00045934+0.00048335i,-0.00078534+0.00044505i,-0.00062626+0.00046441i,-0.00048515+0.00056085i,8.0464e-05+0.00016148i
0.0011784+0.0013223i,6.7368e-05-0.00075218i,-0.0001628-0.0024709i,-8.7788e-05-0.0022226i,-0.00077282-0.0019728i,-0.0013184-0.0020637i,-0.00067306-0.0015853i,0.00034904-0.0013652i,0.0013714-0.0013707i,0.00072891-0.00036702i,8.6409e-05-0.00025611i,0.0002749-0.00079174i,0.00071632-0.00057174i,0.00068109+0.00056008i,0.0006414+0.0012528i,0.0002696+0.0010449i,-0.0008229+0.00041883i,-0.0010325+2.2316e-05i,-0.00029038+2.6459e-05i,4.8782e-06+0.00066073i,0.00022388+0.00034978i,0.00038957+4.8215e-05i,0.00011418+0.00026463i
-0.0030443-0.00062454i,-0.00284-0.00093322i,-0.002183-0.0009986i,-0.00061385-0.00044564i,0.0010598-0.00020239i,0.0017153-0.00056215i,0.0016448-0.0008795i,0.0016666-0.00096238i,0.00071005-0.00084728i,-0.00040237+0.0001362i,-0.00097841+0.00058881i,-0.00050498+4.9675e-05i,-0.00011605-0.00049425i,-0.00094093-0.00063409i,-0.00085356-0.00086681i,-0.00029677-0.00050031i,0.00011488-0.00033766i,-0.00018194-0.00016997i,-0.00021734+0.00032727i,2.4523e-05+0.00022336i,0.00030823-0.00046293i,0.00068126-0.0011615i,0.00062719-0.0013501i
0.00052117-0.00086148i,0.00040552-0.0021531i,-0.0012237-0.0032107i,-0.0018187-0.0020581i,-0.001645-0.00081204i,-0.0010978-0.00026696i,-0.0005817+3.5545e-05i,0.00051948+0.00042817i,3.0347e-06+0.00060031i,-0.0012842+0.00039924i,-0.0018093+0.00019211i,-0.0012447+0.00040671i,0.00021175+0.00043325i,0.0013667+0.00017581i,0.0015384-0.00015135i,0.0010609-8.5946e-05i,0.00022254+0.00035149i,-0.00067411+0.00022105i,-0.0010538-0.00031181i,-0.00096785-0.00092999i,0.00025987-0.00046017i,0.00098601+0.00025066i,0.00091773+6.6404e-05i
-0.00060298-0.00079664i,-3.235e-05-0.00029573i,0.00070356-0.0012857i,0.00023025-0.0012773i,-0.00016175-0.00080943i,0.00061486-0.00098799i,0.0017918-0.00043103i,0.0018794+0.00048459i,0.00079417+0.00061952i,-0.00080109+0.00061803i,-0.0014671+0.00045459i,-0.00066323-0.00045042i,0.00025054-0.00056657i,0.00038689-0.00033108i,0.00016572-0.00018295i,-0.00051372-3.0694e-05i,-0.0010869+0.00057685i,-0.0011154+0.00085258i,-0.00037016+0.00082324i,0.00064117+0.00038144i,0.00081444+0.00011532i,0.00074269+0.00017199i,0.00043096+4.9045e-07i
-0.00095473-0.0023298i,-0.0011834-0.0021123i,-0.002278-0.0013632i,-0.0021976-0.0013824i,-0.0011222-0.0010312i,-0.00060919-0.00088513i,0.00059624-0.0014745i,0.0011999-0.0016745i,0.00039381-0.00047522i,-0.00065926+0.00068805i,-0.00085655+0.00092797i,-4.6181e-05+0.00064846i,0.00014442+0.00064339i,-0.0001441+0.00017431i,2.6503e-05-0.00032575i,-4.6265e-05-0.00092663i,0.00048863-0.00090679i,0.00093672-0.00013425i,4.1626e-05-0.00051655i,-0.00025142-0.00020163i,0.00022328+0.00046985i,-0.00023569-0.00018563i,-0.00094909-0.00078331i
0.00071337+0.00044293i,0.000853+0.00043758i,0.00064348-7.0642e-05i,-0.0005148-0.00071915i,-0.00081083-0.0011415i,0.00041689-0.00025341i,0.0003005+0.00072111i,-6.9694e-05+0.00060691i,0.00062288+0.00013193i,1.0359e-05-0.00072614i,-0.00042591-0.00085418i,-0.00033366-5.7717e-05i,-0.00040394+0.00047942i,-0.00021714+0.0010027i,0.00037672+0.0014247i,0.00067414+0.00090584i,-1.3036e-05-0.0001481i,-0.00022922-0.00083154i,-0.0002016-0.00057928i,0.00019727-5.8982e-06i,0.00031331+6.4134e-05i,0.0002267-0.00040685i,0.00025505-0.00093354i
2.2099e-05-0.0031195i,-1.3032e-05-0.0040197i,-0.00087444-0.0031022i,-0.0014804-0.0014248i,-0.00052239-0.00071166i,0.00073807-0.00090177i,0.0015737-0.00094706i,0.0014938-0.00074517i,0.00030406-0.0007037i,-0.000818+0.00029096i,-0.0010764+0.001162i,-0.00034383+0.0007646i,0.00019502-0.00010265i,0.00034444-0.0010368i,0.00015353-0.0010927i,0.00020173-0.00043747i,0.00075153-0.00026056i,-0.0002469+0.00035047i,-0.0011979+0.00021309i,-0.00050994+0.00014309i,-0.00017869+0.00026443i,-0.00042406-0.0002815i,7.4345e-05-0.00043409i
-0.0020161-0.00081185i,-0.0014649-0.00066176i,-0.00087483-0.00015128i,-0.00095203+0.00046187i,-0.00053973+0.00040002i,0.00050102-0.00039538i,0.0014619-0.0012394i,0.0011748-0.0021158i,0.00032421-0.0020564i,0.00034629-0.0007938i,0.0009543+0.00045168i,-0.00010304-1.7408e-05i,-0.0015407-0.00056135i,-0.0010189-0.00043582i,-0.00058626-0.000336i,-0.00038968-0.00023635i,-0.00014218-0.00047131i,-0.00029376-0.00022556i,-0.00054563+0.00026946i,0.00023066+0.00073814i,0.00045818+0.00069082i,-0.00044929+6.6793e-05i,-0.00064064+0.00039363i
0.0014782-0.0023691i,0.00020561-0.0026538i,-0.0013152-0.0030599i,-0.0022515-0.0028289i,-0.0021359-0.0017697i,-0.0012537-0.00055076i,-0.00019355+0.00036974i,0.00044406+0.00034211i,-0.00014324-0.0003527i,-0.0010806-0.0005224i,-0.0011943+0.00017548i,-0.0015155+0.0003674i,-0.00099765+0.00030358i,-0.00010892+0.00019611i,0.00053436-0.00030356i,0.00045112-0.00055071i,0.00032787-0.00018022i,2.3357e-05+0.00013561i,-9.5329e-05-0.00017296i,0.00043273+0.00027065i,-7.6589e-05+0.00050047i,-0.00051881-0.00028626i,-0.00019226-0.00044349i
-0.00067111-0.0017426i,-0.0020216-0.001946i,-0.0023412-0.0018392i,-0.0013359-0.00033555i,-0.00094108-7.5077e-05i,-0.00055834-0.00074647i,3.3492e-05-0.00058619i,0.00070318-0.00079783i,0.00053536-0.0012399i,-0.00015866-0.00060486i,-0.00033131+0.00037046i,-0.00042962+0.00029948i,-0.00032603-0.00052429i,0.00050663-0.00070042i,0.00030747+0.00035975i,-0.00038231+0.0003957i,-0.00056855-0.00064673i,-0.00074588-0.0011277i,-0.00037295-0.00022243i,-2.3664e-06+0.00038223i,0.00022434-0.00036226i,0.00020781-0.0011111i,0.00040331-0.001452i
-0.0015592-0.00069985i,-0.001782-0.00042902i,-0.0016168-0.00024967i,-0.0012274-0.00023236i,-0.00018588-0.00031982i,0.00046536+0.00018951i,0.00040661+0.00051536i,0.00030375+0.00026297i,0.00040806+0.00011232i,0.00033206+0.00037036i,-0.00010829+0.00021934i,0.00026911-0.00011069i,3.8786e-05-0.00027706i,-0.00065833+3.1524e-05i,-0.00068391-0.00049094i,-0.00037975-0.0012528i,-0.00070545-0.00050793i,-0.0014006-0.00015185i,-0.0011529-0.00070161i,-0.00086563-0.00013617i,-0.00073373+0.0002149i,-5.2285e-05-0.00067895i,-6.9631e-06-0.00063834i
0.0013615-0.00037689i,0.0018049-0.002393i,0.0022087-0.0030184i,0.0014758-0.002061i,0.0010333-0.00087518i,0.00059338-0.00089626i,-0.00048208-0.00091937i,-0.0012684-0.00056941i,-0.00036957-0.00015395i,0.00074102-0.00039992i,0.00074788-0.00054941i,0.00079404+0.00027219i,0.0013854+0.00061863i,0.0012953+0.00039916i,0.00035526+0.00074807i,-0.00012907+0.00086048i,-0.0004511+0.00031606i,-0.0010586-0.00039328i,-0.00057307-0.00011012i,0.00042691+0.00032785i,0.00015843+2.0146e-05i,-2.0991e-05-0.0001351i,-0.00022514-1.5686e-05i
-0.001421+0.0011594i,-0.00086289+0.00073189i,-0.0014784+0.00054394i,-0.0007992+1.537e-05i,0.00095228+2.012e-05i,0.0014379-9.3609e-05i,0.00099926-0.00033366i,0.00065562-2.1575e-05i,0.00011457-6.385e-05i,0.00012844-0.00070621i,0.00061451-0.0012167i,0.00045188-0.00051113i,-0.00045939-0.00037266i,-0.0010379-0.00045113i,-0.0010662-0.0002798i,-0.00033862-0.00012673i,0.00016668+2.1209e-05i,0.0007921-0.00018555i,0.0014948-0.0002394i,0.001008-0.00021916i,0.00054685-0.00025796i,0.0004564+0.00018278i,0.00040529+0.00081863i
-0.0015007-0.0022648i,-0.0013518-0.0018401i,-0.00065715-0.0013475i,-0.00090052-0.00030057i,-0.00067806+0.00073774i,-0.00015745+0.0014902i,0.00050396+0.00079804i,0.001043+0.00020241i,-0.00037076+2.4e-05i,-0.0011071-0.00048384i,-0.00059957-0.00053282i,-7.9502e-06+0.0002441i,0.00053361+0.00018961i,0.00076667-0.00043185i,0.00071683-0.00038821i,0.00073316+0.00023573i,0.00039412+0.00068177i,9.9859e-05+0.00057096i,0.00012479+0.00016975i,0.00014966+0.00038973i,0.00050364+0.0004124i,0.00078404+0.0003933i,5.4743e-05+0.00039766i
0.00023088+0.00065416i,0.00077732-0.0002333i,-7.2255e-05-0.0012008i,-0.00022495-0.00047603i,0.00055256+0.00016819i,0.00057531+0.00016295i,0.0013867-6.3515e-06i,0.0014041-0.00022996i,0.00011232-4.6389e-05i,-0.00033362+0.00028186i,-0.00042821+0.00082754i,-0.00069911+0.0011068i,-3.3429e-05+0.00069344i,0.0007543+0.00059055i,0.00087744+0.0006196i,0.00044157+0.0010339i,0.00024733+0.0010272i,4.9128e-05+0.00013874i,-0.00053036+0.00039801i,-0.00041402+0.00078513i,-0.0003391+0.00077364i,-0.00010977+0.00079286i,0.00015993-6.0737e-05i
-0.00045033-0.00036725i,-0.00066272-0.0013199i,-0.001254-0.0021894i,-0.00126-0.0013479i,-0.00023435-0.00017642i,0.00088366+0.00016348i,0.0015464+0.00079282i,0.0011552+0.00054229i,-3.6152e-05-0.00019494i,-0.00020762-0.00029904i,0.00010535+2.2387e-05i,-3.1574e-05+0.00055233i,-0.00010665+0.00061867i,-0.0003776+0.00024371i,-0.00032229-0.00053982i,-0.00029908-0.00055676i,-0.00052875-1.2527e-05i,0.00025971+0.00035402i,0.00037196+0.00093004i,-6.77e-06+0.00089194i,-0.0005164+0.00050602i,-0.00038078+0.0007608i,-0.00021466+0.00027281i
-0.00085513-0.0017055i,-0.0015433-0.0013137i,-0.0026187+0.00012572i,-0.0032378+0.00045138i,-0.0017429+0.00016296i,0.00021134+0.00015856i,0.0006685-0.00048323i,0.00072519-0.00060995i,0.00023372-0.0010804i,-0.00021911-0.0014301i,-0.00039057-0.00060029i,-5.731e-05+8.547e-05i,0.00026369+0.0011416i,0.00015854+0.001264i,0.00076584-0.00015276i,0.0013164+0.0001164i,0.0015384+0.0011701i,0.001209+0.00080067i,3.6113e-05-0.00042004i,-0.00057605-0.0016826i,-0.00013917-0.0014626i,-0.00014698-0.00034903i,0.0001385+0.00036239i
-0.0023164-0.0039117i,-0.0017462-0.0041022i,-0.001413-0.0027797i,-0.00051178-0.00038573i,-0.00039229+0.00033343i,-8.3861e-05-0.00029706i,0.00072726+0.00017969i,0.00085494+0.0007649i,0.0001468+0.00089117i,-0.00029243+0.0006812i,-0.0002297+0.00017555i,-0.00080382-8.1192e-05i,-0.00067156-0.00031375i,4.0528e-05-0.00071246i,0.00057668-0.000398i,0.00065011+0.00010335i,0.0010147+0.00012189i,0.0014486-0.00016708i,0.0011059+0.00014613i,0.00075949+0.00027777i,0.00061805-2.6589e-05i,8.8489e-05-0.00018904i,-0.0003664-0.00069923i
0.00086578+0.00051166i,0.00048821-0.00037686i,-0.00044828-0.00091786i,-0.00091832-0.0015427i,-0.00078543-0.0012529i,-0.00034894-0.00029442i,-0.00018273+0.00020684i,0.00032573+0.00015677i,0.00091657-0.00046193i,0.00038274-0.00039798i,-0.00081958+2.8015e-05i,-0.0013427+0.00024229i,-0.00083534+0.0010659i,-0.00064861+0.0010029i,-0.00083684-0.00036385i,0.0001912-0.00060061i,0.0006285+2.4737e-05i,2.6553e-05-2.9718e-05i,-0.00042427-0.00033887i,-0.00035974-0.00025701i,7.5806e-05+7.337e-05i,-0.00034239+0.00056885i,-0.00077905-5.034e-05i
-0.0023277-0.002275i,-0.0030286-0.0019639i,-0.0030123-0.00033029i,-0.0013412+0.00034624i,0.00058836+0.00058984i,0.0011651+0.00061127i,0.0016289+2.6807e-05i,0.001357-0.0005513i,0.00041352-0.00047122i,-0.00056219-0.00010967i,-0.00033692-0.00027597i,0.00024012-0.00018392i,-0.00020586+5.1661e-05i,-0.00076371-0.00014912i,-0.00046387+0.00027608i,-0.00051602+0.00033399i,-0.00068114-0.00018553i,1.1691e-05-0.000342i,0.00033047-0.0003102i,0.00051008-0.00014599i,0.0001995+8.2354e-05i,0.0003986-0.00041186i,-1.0559e-05-0.0011795i
-0.00068775-0.004333i,-0.0011581-0.0028446i,-0.0020762-0.0011488i,-0.0023382-0.00089285i,-0.0017729-0.00096525i,-0.00030289-0.00023723i,0.0011844-0.00017323i,0.00098131-0.00068866i,0.00066791-0.0011633i,0.00079974-0.0012939i,0.00015706-0.00054639i,-0.00041429+8.1672e-05i,-0.00021354-0.00058942i,0.00035553-0.00094227i,0.00069325-0.00012783i,0.00098228+0.00077262i,0.00057187+0.00099817i,-0.00017532+0.00030896i,-0.00022828-0.00023i,-0.00048201-0.00061946i,-0.00065075-0.00041304i,-0.00020067-0.00017213i,0.00046263-0.00036488i
-0.00081853-0.0013332i,-0.002218-0.0013i,-0.0021374-0.0014162i,-0.00033501-0.00082486i,0.00068239-0.00022058i,0.00066871+0.00057811i,0.00064922+0.00036723i,0.00049014-0.00061446i,0.00011432-0.00067888i,-0.00014305-0.00071986i,-0.00048975-0.00027887i,-0.00071144+0.00050344i,-0.00028011+0.000177i,-0.0002466-5.4693e-05i,-0.00067538+0.00018453i,-0.00044381+0.00037066i,0.00051627+0.00054499i,0.000743+2.192e-05i,0.00015207-0.00033016i,-8.5814e-05-0.00065124i,-0.00032691-0.00055354i,-0.00066348+0.00019966i,-0.00090563+0.00027565i
0.00069579-0.0002782i,0.0014821-0.002359i,0.0016409-0.0024633i,0.00059546-0.0017739i,0.00010906-0.0019093i,0.0002562-0.0018385i,0.0004155-0.00070163i,0.00023685+0.00026902i,0.00081603-0.00029265i,0.0012732-0.00072639i,0.00011085+2.736e-05i,-0.00061723+0.00016288i,-0.00016624-4.1931e-05i,0.0001756+0.00017582i,0.00058486+0.00037733i,0.00093419+0.00089466i,0.00033231+0.0013699i,-6.2389e-05+0.0013098i,0.00015041+0.00087655i,0.00014524+0.0002312i,-2.9502e-05-0.00014395i,-0.00025839-0.00037465i,0.00034551-0.00028327i
-0.00022794+0.00054148i,0.00025905-1.239e-05i,-0.00040459-0.0012032i,-0.0012794-0.0006545i,-0.00088197-0.00022376i,0.00035889-0.00065253i,0.00087231-0.0010271i,0.00055912-0.0012576i,0.00023185-0.0013868i,0.00037153-0.0012653i,0.0001609-0.00066914i,8.0992e-05+0.00012458i,-0.00022395+3.6927e-05i,-0.00040308-0.00078319i,-0.00013124-0.00074083i,-0.00025008-0.00013769i,-0.00032673-0.0004326i,-0.00015704-0.00034626i,0.00010802+0.00035432i,0.00016592+0.00031766i,0.00039694-0.0003174i,0.00053724-0.00040543i,0.00049891+0.00019733i
-0.0015313+0.00073206i,-0.0013688-0.00025641i,-0.00021474-0.00043187i,0.0003081-0.00028237i,-0.00033462-0.00077091i,-0.0011001-0.0016388i,-0.00034965-0.0014589i,0.000542-0.00030324i,-0.00013403+0.00038885i,-0.00042092+0.00098622i,-0.00040717+0.00095839i,-0.00094713+0.00054533i,-0.00066739+0.00071095i,-0.00058058+0.00057677i,-0.00032176-7.5015e-05i,-0.00014336+0.0001094i,-0.00015746+0.00057278i,-0.00032254+0.00084269i,-0.0002687+0.00043534i,2.2429e-05-0.00021205i,-8.0106e-05-0.00098785i,0.00053693-0.00099786i,0.00028369+0.00030854i
0.00048088-0.0025008i,5.9237e-05-0.0022641i,-0.0006369-0.0016534i,-0.00062999-0.00048307i,-0.00084274+0.00049486i,0.00012206+0.00058829i,0.0022954+0.00037104i,0.0023995+0.00022582i,0.00079591-0.00013327i,-0.00071042-0.00012267i,-0.00085873+0.00022036i,-8.2453e-06-9.857e-05i,0.00027004-0.0010198i,-0.00015052-0.0013062i,0.00014828-0.0008393i,0.00081367-0.00047494i,0.00092966-0.00031796i,0.00040739-0.00049969i,0.0006879-0.00054861i,0.00097657-0.00053915i,0.00047618-0.00041319i,-0.0002911-8.4143e-05i,-0.00018769-0.00019097i
-0.002571-0.0023426i,-0.003108-0.0026162i,-0.0027408-0.0024754i,-0.0027266-0.00085346i,-0.0022958+0.00029436i,-0.00079908+0.0014136i,0.00010355+0.001565i,0.00024734+0.00070027i,8.3973e-05+0.00013283i,0.00044415+0.00040029i,6.0485e-06+0.00095324i,-0.00057407+0.00079846i,-0.00058425-1.7705e-05i,-0.00029-0.00035083i,0.0008352-0.00014418i,0.0011659+0.00046084i,0.00049379+0.00065812i,-0.00041092+0.0005639i,-0.0010013+0.00012114i,-0.001147-1.3608e-05i,-0.00067748+0.00010345i,-0.00074838+0.00042883i,-0.00086729+0.0010027i
-0.0012841+0.0003567i,-0.0010515+0.00064422i,-0.00069177+0.00123i,-8.8989e-05+0.0014481i,0.0012247+0.00031139i,0.0014558-0.00069905i,0.0010587-0.00024123i,0.0013421-0.00010531i,0.00058749-0.0010234i,-0.00067242-0.001193i,-0.0011531-0.00040284i,-0.000622+0.00047088i,-0.00028423+0.00051589i,-0.0006024+0.00055618i,-0.00069956+0.0011353i,-0.00081939+0.0010737i,-0.0010343+0.0010789i,-0.0011324+0.0017738i,-0.00057593+0.0015432i,-9.4862e-05+0.00033958i,-1.0504e-05+0.00034797i,0.00016336+0.0005298i,-0.00013876-0.00019013i
0.0020664-0.002576i,0.002076-0.0029643i,0.00211-0.003243i,0.00034924-0.0031137i,-0.00052361-0.0026506i,-0.00068069-0.00085587i,-0.00056753+0.00024524i,-0.00014802+0.0002258i,-5.63e-06+2.5396e-05i,-0.00041035+0.00035398i,-0.00058986+0.00067278i,0.00012336+0.00026392i,0.00058808+0.00016284i,0.00070092-0.0001057i,0.00071128-3.453e-05i,0.00037331+0.00066132i,-0.00031768+0.00078967i,-0.00035163+0.00042715i,0.00032349+5.5633e-05i,0.00060604-0.0007042i,0.00067064-0.00086761i,1.0279e-05-0.00012052i,-0.0001759+0.00042838i
-0.0012997+0.00069217i,2.1364e-05-0.00044136i,0.00050607-0.001362i,0.00035059-0.0014807i,0.00041719-0.00091665i,0.00016679-0.0011833i,0.00022633-0.00065642i,0.00065742-4.0685e-05i,0.00031085-0.00027186i,-0.00029095-0.00024442i,-0.0010752+8.0313e-05i,-0.0015161+0.00074778i,-0.0012121+0.00057915i,-0.00063605-1.7225e-05i,-0.00023612+0.00030787i,-3.8848e-05+0.00011568i,-0.0002507+8.5815e-05i,-5.5397e-05+0.00042245i,-0.00013782-0.00027092i,-0.0010756-0.00049312i,-0.00096364+0.00048818i,0.00012737+0.00028054i,0.00098359-4.5819e-05i
0.0016563-0.0017124i,0.0010674-0.0032496i,-0.00013027-0.0030157i,-0.001236-0.0017091i,-0.00086645-0.00064096i,0.0013473-8.5637e-05i,0.0019393+0.00014892i,0.0013678-0.00066723i,0.00056346-0.00084023i,-0.0003949+7.1118e-05i,-0.00089545+0.00056795i,-0.00043241+0.00015539i,0.0007411+0.00013577i,0.00030789+0.00054222i,-0.00062785+0.001305i,-0.00034353+0.00092062i,0.00041562+0.0001728i,0.00044701+0.00018943i,0.00030669+9.2756e-05i,0.00030752-0.00023i,-0.00026781-0.00010869i,-0.00050882+0.00036968i,-1.8424e-05-5.2713e-05i
0.00018904-0.00028286i,-0.00014926-0.0013659i,-0.00059616-0.0026536i,-0.00027407-0.0020129i,-0.00053234-0.00086681i,-0.00085826-0.00040953i,0.00013657+0.00021403i,0.00075347+0.0001981i,0.00020546-0.00011498i,-1.443e-05-0.00080201i,-0.00087607-0.0011259i,-0.0015502-0.00047907i,-0.00097863-0.00030048i,-0.00019106-0.00043946i,0.0012819-0.00022145i,0.0014811+0.00052437i,0.0004888+0.0004397i,-0.0004622+6.9839e-05i,-0.00071239-4.8857e-05i,-0.00030153+0.00033456i,0.00023149+0.00065352i,0.00069575+0.00060066i,0.00070355+0.00035088i
