-0.0023266+0.00078252i,-0.0027134+0.00033287i,-0.0037206+0.0012328i,-0.003496+0.0023027i,-0.0023382+0.0030386i,-0.00065063+0.0033231i,0.00061692+0.0033291i,0.00090292+0.0032229i,0.0010938+0.002147i,0.0014681+0.00068443i,0.0017042-0.0002701i,0.00095679-0.00039782i,0.00062279-0.00053989i,0.0011265-0.00017594i,0.0012214+0.00036091i,0.00048728+0.0001806i,-0.00053129-0.00023825i,2.6728e-05+0.00012768i,-3.4508e-05+0.00077313i,-0.0011582+0.00064865i,-0.0005102+0.00034539i,-0.00010567+0.00028322i,-0.00055356+1.0119e-05i
-0.00282-0.00053125i,-0.002791+0.00017036i,-0.002565+0.00058832i,-0.0019092+0.0017189i,0.00019535+0.0026977i,0.0017789+0.0027566i,0.0013889+0.0016394i,0.00024852+0.00026079i,-0.00042741-0.00051164i,-6.0122e-05-0.00060285i,0.00059874-0.00011333i,0.00083248-5.4015e-06i,0.00091513-0.00043974i,0.0013441-0.00034971i,0.0016787-0.00021493i,0.00081849-0.00038027i,-0.00026108-0.00031499i,-0.00074088+0.00014305i,-0.00038828+1.1619e-05i,0.00073098-0.00028204i,0.0011204-0.00030378i,0.00090927+0.00017911i,0.00029087+0.00024693i
-0.00097736-0.0010499i,-0.00049385-0.0010136i,-0.00039349-0.00027279i,-0.0001602-0.00011443i,0.00025609-1.8808e-05i,0.00044834+0.00040521i,0.00013181+0.00038126i,-8.1473e-05+0.00027899i,-0.00034653-5.1471e-05i,-0.00029328-0.00077696i,-0.00016358-0.00065871i,-0.00019721-0.00069776i,-0.00011382-0.00096925i,-0.00023173-0.00065612i,-0.00016891-0.00015247i,-0.0003576-7.4817e-05i,-0.00021158+0.00018246i,-0.00039115+0.00051576i,-0.00089992+0.00057196i,-0.0002877-2.5795e-05i,0.00034966-0.00028632i,0.00069138-4.852e-05i,0.00059046+2.8931e-05i
-0.0011708+0.0016014i,-0.00095115+0.0011515i,-0.00078781+0.0020458i,-0.00014694+0.0026743i,0.0008715+0.001907i,0.00076988+0.0010348i,6.6393e-05+0.00030999i,-0.00030289-0.00031731i,-0.00010145-0.00046493i,0.000768-5.5718e-05i,0.00080584+0.00022185i,0.00013108-0.00052747i,0.00069704-0.0012324i,0.0011213-0.0014749i,0.00055296-0.001235i,-0.00024289-0.00045235i,2.1788e-05-0.00016645i,-8.223e-05+8.6017e-05i,7.0013e-05-0.00015787i,0.00047-0.00053425i,0.00022434+0.0003684i,0.00022871+0.0015832i,0.00063812+0.00086977i
-0.00027164-5.1668e-05i,0.00093822+0.00051653i,0.0017134+0.00040043i,0.0011895+7.6913e-06i,0.00090666+0.00071214i,0.0011137+0.00096864i,0.00048765+0.00030608i,4.6327e-05-0.00026968i,-0.00018142-0.00054827i,-0.00026444-0.00063699i,-2.4579e-05-0.00095564i,-9.5221e-05-0.00088195i,-0.00052475-0.00028594i,-7.2285e-05+6.0483e-05i,0.00067286-0.00027344i,0.00056552-0.000665i,-0.00016815-0.00051847i,-0.00076221-0.00066983i,-0.00044668-0.00054977i,0.00058781-0.00011065i,0.00076133-0.00015336i,3.7896e-05-0.00045885i,-0.00042536-0.0010165i
0.00077287-0.00076855i,0.00047796-0.0004404i,0.00042266+0.00024683i,0.00017503+0.00070273i,0.00016347+0.0015256i,0.00040632+0.0022029i,0.00040386+0.0016936i,2.4233e-05+0.00055119i,-0.00061896-0.00033584i,-0.00066618-0.00045173i,-0.00026272-7.7877e-05i,0.00026338+0.00016975i,0.00013437+1.5202e-05i,0.00035032-0.00017887i,0.0013587-0.0002011i,0.0015814-0.00066417i,0.00075538-0.00057788i,0.00033532+0.00020764i,0.00065573-4.7546e-05i,-0.00014484-0.00034057i,-0.00083495+3.2682e-05i,5.0745e-05+0.00017439i,0.00027937-0.00048145i
-0.0010777-0.0015667i,-0.00089694-0.0019315i,-0.0017383-0.0026203i,-0.0015414-0.0010261i,-0.00091984+0.0010959i,-0.00023831+0.0011779i,-0.00060831+0.00016762i,-0.00053757-0.00051887i,-0.00043547-0.00091784i,-0.00012369-0.0005038i,-5.1433e-05+0.00076835i,-0.0004768+0.0011721i,-9.6772e-05+0.00086223i,0.00048461+0.00012326i,0.00058897+0.00023401i,0.00021428+0.00059476i,0.0005241+0.00023966i,0.0011085+5.3929e-05i,0.00011899+3.2802e-05i,-0.0010861-0.00013787i,-0.00067389-1.965e-05i,-0.00021079-0.00023511i,-0.00017317+3.5686e-05i
-0.0021538+0.00034656i,-0.0021209+0.00025422i,-0.0022162+0.0010138i,-0.00032143+0.0026267i,0.00094923+0.0035245i,0.0015716+0.0024408i,0.0017296+0.00070433i,0.00084778-0.00048107i,0.00041676-0.00076163i,0.0010789-0.00032941i,0.0012898-8.0746e-05i,0.0011988+0.00024453i,0.0010928+0.00030305i,0.00088588-1.6334e-05i,0.00015436-0.00024994i,-0.00090676-0.00062549i,-0.00079439-0.00079299i,-0.00016817-0.00017746i,-0.00018061-0.00020398i,-0.00027617+4.5302e-05i,-0.00028628+0.00044143i,-0.00031509+0.00020533i,-0.00055359+0.00045897i
0.00046862-0.00033945i,0.00027401+0.00043768i,-0.0003308-0.00047466i,-0.00099111-0.00012896i,-0.00059335+0.00077389i,-5.02e-05+0.00075489i,9.4373e-05+0.00037194i,0.00011909-0.00031341i,0.00067575-0.000821i,0.00063839-0.00021735i,-0.00047757-1.4228e-05i,-0.00090726-0.00021874i,-0.00046297+0.0004068i,-0.00094156+0.0006938i,-0.00099156+0.00068573i,-8.1298e-05+0.00012019i,0.00019537-0.0007113i,0.00012408+7.2088e-05i,-0.00013179+0.0003434i,-0.00015179-0.0001904i,2.8085e-06+0.0002744i,-2.1374e-05+0.00061581i,0.00031713+0.00073817i
9.5954e-05+0.0018671i,0.00090233+0.0017311i,0.00080825+0.0015815i,0.0007477+0.0014028i,0.0023055+0.0015954i,0.0024471+0.001507i,0.00048673+0.00098952i,-0.00028721+0.00056705i,0.0002219-0.00043291i,0.0010775-0.00080031i,0.0012902-0.00032731i,0.00053078+0.00019215i,-0.00023178+0.00087139i,-0.00034296+0.00058449i,-0.000259-0.00039138i,6.4385e-05-0.00036529i,-0.00027158+0.00022756i,-0.0008119+0.00051452i,-0.00065797+0.00049658i,-0.00031744+0.00021999i,-0.00040126+0.00031539i,-0.0004782+0.00043588i,-0.00012069+0.00034508i
-0.0014221-9.1375e-05i,-0.0014518+0.00088079i,0.00017581+0.00095833i,0.00095983+0.00062833i,0.00096764+0.00071708i,0.00040743+0.00070104i,-0.00059699-0.00026638i,-0.00055312-0.00060116i,0.00068193-0.00012575i,0.0011607+3.9616e-05i,0.00042688-0.00014857i,-1.1333e-05-0.00045748i,0.00031131-0.00056147i,-0.00031503-0.00027344i,0.00010037-0.0002498i,0.00067551-0.00018935i,-0.00012872+0.00018852i,-0.00062873-0.00018338i,-0.00031797-0.00039804i,-0.0004389+0.00034903i,-0.00046423+0.00047892i,2.5053e-05+0.00012551i,0.00069832+0.00019453i
9.9807e-05-0.0010373i,-8.7237e-05-0.001493i,-0.00049162-0.00084973i,-0.00042082+0.0010043i,4.6662e-05+0.0031785i,0.00096414+0.0032571i,0.0014122+0.0013955i,0.00069721-7.42e-05i,0.00029594+0.00019371i,0.00014965+0.00026571i,0.00037618+2.5658e-06i,0.00080669+0.00032924i,0.00055356+0.0007828i,0.0003188+0.00031003i,0.00024778-0.00063699i,0.00043088-0.00075438i,0.00044378-0.00039715i,-0.00022004-0.00040025i,-0.0005223-0.00042158i,-5.1883e-06+0.00013442i,0.00022597+0.00030092i,-0.00035296-0.00018219i,-0.00055831-0.00066447i
-0.0017535-0.001845i,-0.0014552-0.00048429i,-0.00089777+7.6367e-05i,-0.00059955+0.00017706i,-0.000763+0.0012431i,-0.00031871+0.0013039i,0.0001715+0.00030179i,0.00073849-0.00012632i,0.0010832-0.00040054i,0.00030152-0.00017518i,-6.7372e-05+0.00052554i,0.0011515+0.00067109i,0.0015658+0.00018906i,0.00084064-0.00044905i,0.00079718-0.00037042i,0.000741-9.2416e-05i,-0.00017974-0.00035572i,-0.00061131-0.00066219i,-0.00041466-0.00087472i,-0.00014663-0.00069583i,0.00020504+0.00023442i,0.000348+0.00084249i,0.00024488+0.00053983i
-0.00043882-0.00022526i,-0.00081496+0.00012612i,-0.0015553-0.0003947i,-0.00065912+0.0011267i,0.00062162+0.0026258i,0.00010407+0.0022118i,8.9557e-05+0.0014342i,0.00042455+0.00039117i,-0.00046652+0.0003003i,-0.00076602+0.00052147i,-0.00047422-9.0237e-06i,0.00010028-0.00062183i,0.0011999-0.00018996i,0.00097628+0.00048962i,0.00069154-0.00025559i,0.00095405-0.00068611i,0.00081629+0.00060256i,0.0001586+0.00090975i,-0.00039459+0.00029281i,-0.00047504+0.00071674i,-0.00066558+0.00076223i,-0.00024345-0.00026475i,0.00010255-0.00086913i
-0.0026415+0.0010089i,-0.0025453+0.0014821i,-0.0012041+0.0015009i,-0.00014158+0.0019538i,0.00068222+0.0023124i,0.0014851+0.0012795i,0.0010582+0.00015332i,0.00039958-0.00015284i,0.00070198-8.7615e-05i,0.00074604+0.00063922i,0.00013088+0.00073212i,0.00022191-0.00078189i,0.0003083-0.00089055i,0.00063109+0.00020288i,0.00023292+0.00064006i,-0.00048535+0.00012259i,-5.447e-05-0.00091341i,-0.00043495-0.00061637i,-0.0012015+0.00011918i,-0.001449+6.4874e-05i,-0.00095078-3.8888e-05i,-0.0007918+0.00025152i,-0.00053148+0.00029784i
-0.00031462-0.0008347i,-0.00023913-0.0018232i,9.3519e-05-0.0013278i,0.00052956-5.0587e-06i,0.00057805+0.00087803i,0.00029351+0.0012271i,1.6399e-05+7.4879e-05i,0.00027477-0.00039815i,7.7812e-05+0.00030436i,0.00045784+0.00039625i,0.00043043-0.00037946i,-0.00040044-0.00061086i,-0.00043031-0.00022699i,0.00015962-0.00035689i,0.00039624-0.00094893i,0.00030541-0.00041344i,0.00019457+0.0004875i,0.00050137+1.792e-05i,0.00050279-0.000448i,-0.00017069-0.00034642i,-0.00041589-0.00033073i,-0.00050811-0.00023611i,-0.00034141-0.00041233i
-0.00044252+0.0012703i,0.00058442+0.00092445i,0.00036172+0.0015205i,-4.7116e-05+0.0022372i,0.00071706+0.0014706i,0.00081691-7.3742e-05i,0.00046553-0.00041553i,0.00028556-0.00053227i,9.0862e-05-0.0010836i,-5.2411e-05-0.0010108i,0.00015338-0.00067493i,8.7331e-05-0.0013694i,-2.0204e-05-0.0014034i,0.0004744-0.0011435i,0.00055424-0.0011595i,-3.9834e-05-0.00060241i,-0.00078504-0.00058722i,-0.00096455-0.00067088i,-2.5222e-05-2.5768e-05i,0.00058107+0.00027945i,0.00020025-0.000473i,-0.00022936-0.00054547i,-0.00030835-0.00011535i
0.00081507-0.0012562i,3.904e-05-0.0014867i,-0.00031521-0.0013182i,-2.9162e-05-0.00071642i,0.00044056+0.00044236i,-0.00034974+0.0014441i,-0.00027208+0.00036013i,0.00035125-0.0015096i,0.0002196-0.0019181i,-2.7192e-05-0.0013244i,-2.1786e-05-0.00034899i,0.00071055-0.00049799i,0.0004024-0.00073049i,-6.8776e-05-0.00072798i,0.0004377-0.00069493i,0.00011539-0.0010103i,-0.00026421-0.00057602i,-0.00044562+0.00026003i,-0.00049204+0.00044717i,8.358e-05+8.5095e-05i,-4.8809e-05-0.00010259i,-0.00062881+9.4297e-05i,-0.0006463-0.00016639i
-0.00042207+0.00042231i,-0.00071845+0.0010571i,0.00051854+0.001782i,0.0015979+0.0015739i,0.0019057+0.0016332i,0.0013247+0.0015776i,0.0007191+0.0003895i,0.00057943-0.00058837i,0.0010706-0.00050641i,0.00083671+0.00029472i,-0.00012252+0.00033743i,-0.00024816-0.00089809i,-0.00030324-0.0010084i,-0.00039921-9.0356e-05i,3.7432e-05-0.000141i,0.00058133-0.00076122i,0.00039244-0.0011434i,2.4426e-05-0.0011483i,-0.00063905-0.00068082i,-0.00060646-0.00036811i,0.0005938-0.00069769i,0.00136-0.00064493i,0.00056328-0.00043884i
-0.0021535-0.0019558i,-0.0020255-0.0011145i,-0.0012981+0.00020487i,-0.0010978+0.0011009i,-0.00071069+0.0020452i,-2.5949e-05+0.0022848i,0.00031391+0.00093421i,0.00030798-0.0002843i,-0.00014416-0.00036099i,-0.00041777-4.8257e-05i,0.00020108-0.00010522i,0.0010428-0.00013816i,0.00074988+0.00043616i,-0.00016523+3.936e-05i,-9.2831e-05-0.00047298i,0.00014222-0.00015463i,-0.00010937+0.00020242i,-0.00020575+0.00029748i,-0.00022877+0.00026285i,0.00039359-0.00066725i,0.0010004-0.00098719i,0.00097912-3.078e-05i,0.00025754+7.0339e-05i
0.0024352-0.00078815i,0.0021614+8.293e-07i,0.001865+0.00011139i,0.0014801+0.00022317i,0.0010439+0.00051614i,0.00056958+0.00089361i,0.00010956+0.0011063i,-0.00041503+0.00074853i,0.00030238-0.00027556i,0.00073451-0.00066026i,-0.00013495-0.00020414i,-0.00077139+0.00021167i,-0.00046441+0.00013793i,0.00072215-0.00023456i,0.0010263-0.00012031i,0.0002125-1.219e-05i,-0.00010818-0.00091207i,-0.00083986-0.0014017i,-0.0014751-0.00049984i,-0.0013768+0.00017353i,-0.0005285+0.000609i,-0.00053091+5.7483e-05i,-0.00040764-0.00047074i
-0.0029356-0.001491i,-0.0024166-0.0010715i,-0.0025944+0.00063252i,-0.0014384+0.002596i,0.00021258+0.0028737i,0.00055235+0.0012392i,0.00034756+9.7132e-05i,0.00027402-4.3081e-05i,-0.00043064-7.1799e-05i,-0.00060582-0.00035429i,2.4457e-05-0.00023974i,0.00025553-0.00011155i,0.00033511-0.00026732i,-1.5989e-05-0.0008269i,5.4435e-05-0.0016048i,0.0003581-0.0013574i,0.00020626-0.001038i,6.5712e-05-0.0015719i,-1.9623e-05-0.0012492i,6.3944e-05-0.00013323i,0.0001683+0.00015618i,0.00027449+0.00015471i,0.00022585+3.0388e-05i
-6.3522e-05+0.00039801i,0.00030777+0.00051812i,-0.00051954+4.7276e-05i,-0.0010857+9.9633e-05i,-0.0005866+0.00056154i,0.00011941+0.0010231i,0.00072731+0.0010849i,0.00069709+0.00016253i,0.00051033-7.1411e-05i,-0.00016994+7.7407e-05i,-0.0005418+0.00014953i,-0.0002299+0.00036335i,0.00045239+0.00010419i,0.00032518-0.00013685i,0.00041961-0.00026737i,0.00044359+0.00027043i,-6.7132e-05+8.3807e-05i,-0.00011963-0.00074299i,0.00072313-0.0003083i,0.00035587-0.000228i,-0.001064-0.00034285i,-0.001099-0.00021709i,-0.00020438-0.00032159i
-0.00040813-0.0001267i,0.00049055+0.00057835i,0.0008611+0.00094696i,0.00013421+0.00046112i,-2.4985e-05+0.00030634i,-9.3486e-05+0.00046509i,0.00018773+4.6371e-05i,0.00040337+0.0001532i,-0.00023309-0.00024569i,-0.00027288-0.00070174i,-0.0001814-0.00042773i,0.00013334-0.00061657i,0.00035688-0.0008225i,-8.6142e-05-0.0016132i,4.2749e-05-0.0017366i,0.00012779-0.00068079i,-0.00010544-7.5751e-05i,-6.6277e-05-0.00035002i,0.00012695-0.00064884i,0.00034458+0.00033035i,0.00023936+0.00079358i,0.000151+0.0008655i,0.00024348+0.00037418i
0.00069025-0.00082122i,0.00041602-0.00099529i,0.00039136-0.0007492i,3.7303e-05+0.00041397i,-0.00037908+0.00076625i,0.00020557+0.00066997i,-0.00014968+0.00062172i,-0.0011689+0.00011339i,-0.00042322-0.00091611i,-0.0003397-0.0013729i,-0.00090282-0.0010459i,-0.0009561-0.00046727i,-0.00085064+0.00032968i,-0.00068632+0.00022304i,-0.00064806-0.00018724i,-0.00024213-0.00032577i,0.00062852+0.00086249i,0.00030604+0.001614i,-5.3207e-05+0.00066556i,-0.000231+5.0838e-05i,-3.9598e-05+0.00027178i,0.00013325+6.4582e-05i,-0.00053632-4.0063e-05i
0.00063696+0.0018161i,-2.1113e-05+0.0010198i,-0.00044212+0.0010815i,-0.00066724+0.0014085i,3.1242e-05+0.0011465i,0.00021829+0.0011497i,-0.00035907+0.00076072i,-0.00026088+7.8087e-05i,-0.00023189-0.00012193i,-0.00034999-7.802e-05i,0.0002466+7.1162e-05i,0.0010998+7.0191e-05i,0.0010907+2.4966e-05i,0.00051714-0.00040813i,5.8769e-05-0.00063989i,0.00015509-0.0004298i,5.06e-06-0.00049375i,-0.00040118-0.00011186i,-0.00023389-0.00020956i,0.0001585+8.5712e-05i,0.00045985+0.00054865i,0.00041773+0.00010187i,-0.00015002+4.5914e-05i
0.0015868+0.00052099i,0.0010019+0.00095964i,0.00087607-0.000601i,0.0011624-0.0013831i,0.0014256-2.5964e-05i,0.0010305+0.0011667i,0.0001254+0.0011979i,0.00022868+0.00035745i,0.00013149-0.00011012i,2.9968e-05-0.00085771i,0.0003683-0.00066318i,-0.00014162+0.00015559i,-0.00020135-0.00016009i,0.0010064-0.00072753i,0.0011899-0.00035054i,0.00030386+0.00060933i,-0.00047967+0.0003356i,-0.00032785-0.00025218i,3.8226e-05-0.00016161i,-0.00011752-0.00014022i,0.00042233+0.00038482i,0.0005602+0.00092715i,0.00043895+0.00087779i
0.0015118-0.00088242i,0.0014006-0.0007962i,0.0013959-0.0011838i,0.00053103-0.0011814i,0.00059008-0.00040953i,0.00036634+0.00046449i,0.00040818+0.00026558i,0.00083834-0.00011445i,0.00085213-0.00098984i,0.00015648-0.00083415i,-0.00059546-1.2844e-05i,-0.00035418+8.8504e-05i,-6.9235e-05+0.00021407i,-0.00032279+6.7471e-05i,-0.00081933-0.00027848i,-0.00082362-0.00074885i,-0.0009601-0.00058391i,-0.00073227-0.00034262i,0.00023019-0.00056457i,0.00026025-0.00045671i,-0.0008103-0.00052071i,-0.001114-0.00034443i,-0.00028142+0.00016697i
0.00012513+0.0011144i,0.00060638+0.00019298i,0.00085497-0.00031293i,0.00080109+0.00059783i,0.00040195+0.0011163i,0.00042345+0.0015392i,0.0006981+0.0016954i,0.000338+0.0012136i,-0.00047539+0.00062088i,-0.00055976+0.00066552i,9.9875e-06+0.00069014i,0.00046354-3.3155e-05i,-0.0001676-0.00072026i,-0.00035266-0.00076277i,0.00029721-0.00035817i,0.00032713-0.00063693i,0.00016557-0.00044977i,0.00035136+0.00034167i,-0.00032441+0.00030272i,-0.00047542+0.0004414i,0.00044375+0.00064618i,0.00056429+0.0008193i,-6.0784e-05+0.00093002i
5.4853e-05+0.0015447i,0.0004776+0.00064949i,0.00015909+0.00010584i,-0.00065358+0.001017i,-0.00019005+0.0012708i,0.00047382+0.00054776i,-0.00019176-0.00011377i,-0.00046998-0.00042936i,-0.00032905-0.0003531i,0.0003537-1.3295e-05i,0.00029628-0.00032505i,-0.00016818-0.0006613i,0.0011124-0.00024411i,0.0013438+0.00085267i,0.00044949+0.00059391i,0.00025052-0.00058678i,-0.00054872-0.00091298i,-0.00039586-0.0004325i,0.00023924-0.00033341i,-0.00037777-0.00042381i,-0.00035027-0.00016617i,0.00067391-0.00042723i,0.00087618-0.00057082i
-0.002098+0.0011688i,-0.0015432+0.0020651i,-8.6152e-05+0.0026522i,6.9584e-05+0.0028307i,-2.5301e-05+0.0026594i,9.4531e-05+0.0013421i,-0.00054001+0.00067285i,-0.00065821+0.00085974i,-0.00033256+5.3416e-05i,0.00041732-0.0006058i,0.0011182-0.00037604i,0.00096386-0.00012387i,0.0011007-0.00026739i,0.0018941-0.00062263i,0.0011209-0.00094246i,0.00071112-0.0016441i,0.00091826-0.001721i,4.7881e-05-0.0010502i,-0.00053961-0.00049589i,8.2709e-05-0.00059918i,0.00090501-0.00054962i,0.0015455-0.00026079i,0.0011014+0.00030631i
0.00027569-0.00064692i,3.3098e-05-0.00090477i,-0.00028414-0.00068421i,-0.00052297-1.5364e-05i,-0.00028471-0.0002865i,0.00063202-0.00023436i,0.00053429+4.4872e-05i,-3.3947e-05+0.00030104i,1.3441e-05+0.0005572i,0.00047593+0.00068393i,0.00081393+0.0006128i,0.00045715+0.00037231i,0.00017322+0.0006656i,-0.00014153+0.00049053i,-0.00025789-0.00072434i,5.3906e-05-0.0012466i,0.00059112-0.0011161i,0.00049989-0.00094716i,-0.00015589-0.00035418i,-0.00023046-0.00055867i,0.00043509-0.0011291i,0.00061335+0.00023304i,0.00030761+0.00077641i
0.0020859-0.0016972i,0.0013471-0.0011717i,0.00067574-0.0016586i,0.00044014-0.0015952i,0.00029548+0.00028777i,-0.00017594+0.0010072i,0.00010702+5.578e-05i,0.00064634-0.00011274i,0.00088788+0.00010984i,0.00058076-0.00042249i,-0.0004875-0.0014063i,-0.00047184-0.0015807i,2.7832e-05-0.00041896i,0.00023524+0.00042327i,-1.6416e-05+0.001105i,-0.00025111+0.00059503i,-0.00039125-0.00012133i,8.252e-05-0.00030177i,0.00040368-0.00040756i,-8.3137e-05-0.00024468i,-0.00010827-9.3516e-05i,-1.7631e-05-0.00013572i,-0.00030224+0.00021822i
-0.00093241-0.00069699i,-0.00073731-0.00081188i,-0.0011689-0.00029763i,-0.00077298+0.0007526i,0.0001273+0.0012424i,0.00049363+0.0005232i,0.00043855-0.0006253i,0.00055374-0.0014134i,0.0011572-0.00099744i,0.0017705+0.00054435i,0.0012762+0.0010125i,0.00030072+0.00014771i,0.00013235+0.00024081i,0.00029402-0.00041788i,0.00069434-0.00048321i,0.0005084+0.00012723i,0.00014326-0.0011875i,-0.00072835-0.0015166i,-0.00086975-3.9938e-05i,-0.00022676+0.00029986i,-0.00019788+0.00021507i,-0.00051635-0.00021979i,-0.00055411+0.00016637i
0.0011233-0.00055892i,0.00096238+4.8714e-05i,0.00045072+0.00080127i,-0.00047121+0.00071653i,-0.00026539+0.00020788i,-0.00017868+0.00071077i,-0.00095443+9.9514e-05i,-0.00094737-0.00043599i,-2.2651e-05-0.00093741i,0.00050439-0.0015143i,0.00079643-0.0015272i,0.00095997-0.0014193i,0.00047978-0.0011443i,0.00024011-9.0386e-05i,0.00018533+0.00045119i,0.00042159+0.00028961i,0.00030365+0.00040514i,0.00026472+0.00022088i,6.4828e-05+0.00062426i,5.7586e-05+0.00029071i,0.00030777-0.00066523i,-7.0448e-05-0.00058684i,-0.00026728-0.00064583i
0.0014114+0.00096144i,0.00053722-0.00027923i,0.0010136-0.00089329i,0.0014903-0.00067905i,0.0012027-0.00058261i,0.00079786-0.00019298i,0.00026816+0.00019047i,-4.036e-05+0.00047614i,0.00022989-5.0225e-05i,0.00053695-0.00060941i,0.00032579-0.00086659i,0.00017424-0.0007259i,6.2778e-05-0.00042138i,-0.00025296-0.0010422i,-0.00064712-0.00059526i,-0.00080769+0.00019004i,-0.00050218-0.00050355i,0.00027372-0.0014484i,0.00042413-0.0011482i,0.00045616-0.00030655i,0.00099855+0.00029716i,0.00051941-0.00026313i,-2.352e-05-0.00074262i
0.0010587+0.0018627i,0.00074876+0.0013951i,0.0019009+0.0010651i,0.0022986+0.0010598i,0.0014495+0.0010204i,0.00052738+0.0013363i,-0.00011593+0.00037432i,-0.00012567-7.7384e-05i,-1.3639e-05+1.2532e-05i,5.8219e-05-0.00043291i,-2.7491e-05-0.00043633i,0.00040589-0.0010325i,0.0013088-0.0020808i,0.0010837-0.0019968i,0.00023626-0.00096458i,0.00013517-0.00016078i,-0.00014875+0.00010391i,-0.00077021+0.00018363i,-0.0008494-0.00028219i,-0.00034604-0.0003048i,5.7936e-05+0.0001935i,-3.8428e-05-3.3105e-06i,-0.00031054-0.00041374i
0.0023183+0.00025148i,0.0020027-0.00014463i,0.0024803-0.00098833i,0.0018175-0.0010164i,0.00082011-0.00075823i,2.0526e-05-0.0003005i,0.00026175+0.00069755i,0.00046317+0.00087232i,0.00042822-0.00011755i,0.00059237-0.0011426i,0.00076182-0.0012889i,-0.00016429-0.00032074i,-0.00071572+0.00018302i,-0.00072251-0.00044061i,-0.00059569-8.9705e-05i,-7.9929e-05+0.00058187i,5.918e-05+0.0009483i,-0.00063234+0.0011467i,-0.00058936+0.00037948i,-0.00048689-0.00042129i,-0.00021708-0.0010146i,0.0002525-0.0012195i,0.00020682-0.0011493i
-0.0013827+0.00024233i,-0.0014632+0.00025943i,-0.00092612+0.0010977i,-0.00062053+0.0021302i,-0.00030359+0.0020957i,0.0010995+0.0018065i,0.0016727+0.0014749i,0.00087291+0.0011194i,-0.00046864+0.00030374i,-0.0010129-0.00082962i,-0.00060205-0.0013439i,-1.2688e-05-0.00098315i,-0.00020352-0.00033295i,-0.00025817+3.098e-05i,0.00059292+0.00016365i,8.9499e-05-0.00013319i,-0.00053041-0.00033522i,-3.1701e-05-0.00065579i,0.0003372-0.0012338i,0.0001862-0.00045615i,3.0755e-05+0.00044988i,-0.00040879-0.00029259i,-0.00044201-0.00077055i
0.0013062+0.00040104i,0.0014389+8.3744e-05i,0.001653-0.0012208i,0.001634-0.0014004i,0.0015452-0.00088352i,0.00062642-0.00018429i,0.00025788+0.0001695i,0.00043536-0.00050356i,0.00013272-0.00096755i,-5.2372e-05-0.0010018i,7.5859e-05-0.00072809i,0.00067727-4.795e-05i,0.00033861+0.00031022i,-2.0002e-06-0.00022317i,0.00024128-9.7688e-05i,6.5662e-05+0.00024528i,-0.00019906+0.00017259i,-0.00027535+0.00025427i,-0.00092764+0.00014046i,-0.0010057-0.00059839i,-0.00059036-0.0009959i,-0.00024843-0.00063205i,-0.0001494-0.00029321i
-0.0022643-0.0010773i,-0.001455-0.00057808i,-0.0025798-0.00070874i,-0.0030322+0.0005374i,-0.0019752+0.0025488i,-0.00064019+0.0028798i,3.8649e-05+0.0018913i,0.00055642+0.00094718i,0.00015789+0.00038887i,-0.00039316+0.00024674i,-0.00056163+0.00022348i,0.00035911-0.00027129i,0.00085934-9.3062e-05i,0.00010645+0.00016194i,0.00069859-0.00051518i,0.00093919-0.0006558i,7.7019e-05+0.00011068i,0.00037791+0.00075202i,0.00039196+0.00063799i,0.00022944+0.00087299i,0.0004227+0.0010356i,0.00011448+0.00080392i,-1.9787e-05+0.00015609i
-0.0010861-0.00016788i,-0.00082583-0.00037463i,-0.00053919+1.003e-05i,-0.00074457+4.9362e-05i,-0.00014689+0.00088953i,0.00018388+0.0018977i,-0.00033139+0.00084854i,0.00038171+0.00010018i,0.0011237-2.0266e-05i,-2.239e-05+3.6167e-05i,-0.0004979+0.00052017i,-0.00028497+0.00045615i,-0.00028092+0.00058715i,0.0012966+0.00046381i,0.001454-0.00034129i,2.956e-05-0.00082587i,0.00011698-0.001121i,0.00083356-0.00086861i,0.00045838-0.00046596i,0.00026179-0.00026454i,0.00045482+0.00019837i,0.00031197+0.0005016i,-0.00017823+0.00023792i
0.00035852+0.00097464i,0.00042138+0.00070901i,5.0527e-05+0.00031413i,-2.368e-05+0.0011601i,0.00028473+0.0010074i,4.2627e-06+0.00057044i,-0.00082575+0.0012311i,-0.0011459+0.0007935i,-0.00051528+9.5115e-05i,0.00015868+9.4801e-05i,0.00056998+5.1267e-06i,0.00089032-0.00060138i,0.00046849-0.00072105i,0.00044024-0.00077898i,0.0004237-0.0011058i,-0.00024558-0.0011749i,-0.00065467-0.0015637i,-0.0001873-0.0013875i,-0.00056741-0.00087706i,-0.00066779-0.0006631i,3.134e-05+3.2973e-06i,-6.6393e-05+0.00015032i,-8.1571e-05-0.00053431i
