-0.0013519-0.0012655i,-0.001408-0.0012149i,-0.0010239-0.001675i,-0.0018728-0.00083198i,-0.0030034+0.0007974i,-0.0027104+0.0021389i,-0.0017735+0.002184i,-0.00053046+0.001791i,0.00073451+0.0018406i,0.0011235+0.0018395i,0.0013581+0.00096108i,0.00090037-6.0184e-05i,0.00013953-0.00079315i,0.00072021-0.0012444i,0.0010891-0.000622i,0.00085764+0.00077072i,0.00067687+0.0012008i,0.0003285+0.00069309i,-0.00022136-0.00012259i,-0.0012295-0.00017535i,-0.001319+0.0001509i,-0.00064005+0.00045449i,-3.3789e-05+0.0002014i
-0.020826+0.017246i,-0.074393+0.04679i,-0.17547+0.058005i,-0.29632+0.037301i,-0.33972+0.039777i,-0.2333+0.078427i,-0.064916+0.063709i,0.00012279+0.0025747i,-0.02525-0.0091479i,-0.025571+0.0069537i,-0.00036496-0.0015472i,0.02063-0.012703i,0.034837-0.019428i,0.027944-0.027723i,0.0078249-0.031694i,-0.0068968-0.034646i,-0.017507-0.038275i,-0.017813-0.031331i,-0.0035264-0.013094i,0.010472-0.000872i,0.013813+0.00099768i,0.0077304-0.00092602i,0.00040374-0.0064435i
-0.0054111+0.02106i,-0.019558+0.059969i,-0.026467+0.11477i,0.018602+0.12441i,0.11212+0.038285i,0.16361-0.089617i,0.11423-0.14061i,0.035699-0.086289i,0.0017141-0.021172i,-0.0069579-0.0086128i,-0.015693-0.027217i,-0.019111-0.045086i,-0.016859-0.046765i,-0.01709-0.023955i,-0.016319+0.011914i,-0.012373+0.038428i,-0.014534+0.050309i,-0.019747+0.047375i,-0.015796+0.029773i,-0.0066874+0.0088611i,-0.0010403-0.0034572i,0.0016162-0.0048961i,0.001212-0.0029575i
0.042288+0.0081096i,0.11312+0.036671i,0.1853+0.084746i,0.1786+0.14232i,0.089193+0.17047i,-0.0045118+0.14406i,-0.051317+0.097234i,-0.03758+0.068949i,0.010665+0.049932i,0.029547+0.030911i,0.0073002+0.026263i,-0.021941+0.025748i,-0.041449+0.021992i,-0.033389+0.022324i,-0.006628+0.015433i,0.0077639+0.0032411i,0.015712+0.0029967i,0.026122+0.0053313i,0.024153-0.0040506i,0.0084184-0.0094339i,-0.0017734-0.005045i,-0.00053124-0.00061266i,0.00044425+0.0049622i
0.025798+0.0051488i,0.082607-0.0035976i,0.17023-0.044395i,0.20941-0.14978i,0.1081-0.24826i,-0.054821-0.21511i,-0.1059-0.099083i,-0.056152-0.041542i,-0.028061-0.044478i,-0.029017-0.029929i,-0.016178+0.0054894i,0.0045167+0.033057i,0.021241+0.039465i,0.02881+0.01902i,0.024573-0.012093i,0.020469-0.030375i,0.024026-0.0348i,0.022979-0.027885i,0.0098374-0.0095722i,-0.0015902+0.0071851i,-0.0060339+0.010469i,-0.0059508+0.0045156i,0.0010437-0.0015367i
-0.008602-0.043482i,-0.048722-0.13599i,-0.13204-0.24948i,-0.20274-0.2472i,-0.14967-0.094686i,0.010935+0.025473i,0.10758+0.02802i,0.075933+0.005646i,0.02003+0.0018924i,0.0046186-0.0027162i,0.014098-0.0074614i,0.026376-0.0048437i,0.030859-0.0023468i,0.019733-0.0095936i,-0.0059108-0.01089i,-0.027645+0.0011634i,-0.036522+0.0012923i,-0.039549-0.010332i,-0.030833-0.0090189i,-0.0089926+5.7191e-05i,0.0055288+0.0012891i,0.0048207-0.0023719i,5.7124e-05-0.0043614i
-0.00047841-0.0123i,-0.0023669-0.020447i,-0.025606-0.010433i,-0.083752+0.026125i,-0.13516+0.069771i,-0.13191+0.10814i,-0.089362+0.099817i,-0.052545+0.060713i,-0.034217+0.049927i,-0.015319+0.045064i,0.0056989+0.010104i,0.018715-0.034052i,0.012647-0.053805i,-0.0097891-0.031681i,-0.019821+0.010532i,-0.0097789+0.033972i,-0.0053984+0.037644i,-0.0050212+0.037955i,0.005127+0.030209i,0.011035+0.014139i,0.007799+0.0083907i,0.0019528+0.012371i,-0.0040565+0.011173i
-0.032238+0.034412i,-0.10923+0.11739i,-0.17364+0.24473i,-0.12379+0.3091i,-0.0045372+0.20607i,0.040974-0.0074423i,0.008691-0.11578i,-3.2571e-05-0.081335i,0.019669-0.039131i,0.01349-0.01823i,-0.0089271+0.0044045i,-0.027938+0.015746i,-0.037069+0.019075i,-0.022047+0.016791i,0.0087005+0.0010597i,0.028367-0.01527i,0.033799-0.0092891i,0.033689+0.0076054i,0.024781+0.0086276i,0.012743-0.0010238i,0.0081097-0.0088003i,0.0079332-0.0094694i,0.0063123-0.0021762i
0.0083081+0.0097719i,0.057485-0.011726i,0.14391-0.063915i,0.2159-0.11886i,0.21854-0.12259i,0.15369-0.05712i,0.078339+0.00020384i,0.019861+0.008972i,-0.0092245+0.0057775i,-0.0084333-0.0041732i,-0.016778-0.019351i,-0.03257-0.013705i,-0.020163+0.0036875i,0.0096227+0.0078379i,0.023795-0.0032387i,0.015983-0.019437i,0.0090746-0.032496i,0.0095007-0.036367i,0.0073351-0.026368i,0.0055361-0.011183i,0.0049322-0.0046515i,0.0058975-0.0039693i,0.0086631-0.0012596i
0.032416+0.025146i,0.082106+0.076453i,0.1287+0.10641i,0.084418+0.054157i,-0.06016+0.0029354i,-0.16638+0.038497i,-0.14975+0.088744i,-0.078279+0.082272i,-0.029674+0.053949i,-0.0010413+0.040763i,0.023862+0.037614i,0.03811+0.040373i,0.034839+0.03621i,0.0078629+0.016747i,-0.035253+0.0072322i,-0.061401+0.022486i,-0.055859+0.031532i,-0.031254+0.017524i,-0.009885-0.0001481i,-0.0049965-0.0082005i,-0.0085861-0.0078115i,-0.012112-0.0072646i,-0.010318-0.0088967i
0.00085633-0.0038775i,-0.019597-0.037934i,-0.090275-0.090301i,-0.17015-0.11335i,-0.15387-0.10816i,-0.057906-0.096122i,0.019684-0.055768i,0.050707-0.0025966i,0.049041+0.0062694i,0.0078655-0.0035266i,-0.025534+0.015014i,-0.0091719+0.023286i,0.0095556-0.00012671i,0.0091973-0.014622i,0.019246-0.0054791i,0.036433+0.0061145i,0.035159+0.013746i,0.015676+0.016764i,0.00046604+0.012394i,-0.0038046+0.0085823i,-0.0043751+0.0090734i,-0.001375+0.010242i,-0.00065868+0.0064874i
0.031716-0.028674i,0.076176-0.047276i,0.12339-0.010302i,0.15423+0.10392i,0.18169+0.20429i,0.21759+0.17952i,0.20776+0.051676i,0.13964-0.04984i,0.066269-0.065943i,0.039884-0.046639i,0.043871-0.046639i,0.032263-0.050222i,0.016023-0.025948i,0.015285+0.010733i,0.029205+0.029179i,0.052603+0.019577i,0.065609-0.0022462i,0.048905-0.013627i,0.017184-0.0081883i,0.00059916+0.0025105i,0.00090962+0.0079081i,0.00057096+0.0082522i,-0.00090498+0.010029i
-0.02175+0.02815i,-0.024835+0.050316i,0.010254+0.04861i,0.044236-0.017792i,-0.025413-0.10395i,-0.15538-0.12639i,-0.19688-0.093367i,-0.16032-0.065492i,-0.12736-0.026013i,-0.088977+0.02602i,-0.040609+0.036848i,-0.013196+0.011449i,-0.0058065-0.013959i,-0.0050368-0.034128i,-0.013557-0.057916i,-0.039665-0.07835i,-0.061933-0.07572i,-0.05031-0.04743i,-0.021227-0.016313i,-0.00086751-0.00048143i,0.0078651+0.00089745i,0.010211-0.0022802i,0.010299-0.0051431i
-0.027644-0.059627i,-0.065847-0.13446i,-0.1131-0.20507i,-0.088997-0.23226i,0.013083-0.22382i,0.054694-0.1906i,-0.0092324-0.096983i,-0.050757+0.021221i,-0.011625+0.057761i,0.012267+0.016933i,-0.013729-0.00042329i,-0.028619+0.019569i,-0.017671+0.029072i,-0.004268+0.023035i,-0.0047321+0.017454i,-0.015533+0.023172i,-0.023773+0.031541i,-0.022572+0.029204i,-0.0095341+0.0184i,0.0020738+0.0044056i,-0.0024853-0.0051864i,-0.010585-0.0054107i,-0.010431-0.0040455i
0.029802+0.067136i,0.067938+0.12234i,0.048784+0.11795i,-0.093659+0.089789i,-0.23116+0.1638i,-0.17147+0.27953i,-0.0012025+0.25403i,0.074764+0.14264i,0.055101+0.080566i,0.035639+0.062673i,0.034243+0.046461i,0.029597+0.02261i,0.012081+0.0028191i,-0.0071491+0.0011733i,-0.016055+0.01972i,-0.0085604+0.048445i,0.011212+0.068122i,0.021059+0.058519i,0.010664+0.031447i,-0.0027823+0.016679i,-0.0022853+0.01656i,0.0039306+0.014093i,0.0035498+0.0070755i
-0.078966-0.0016565i,-0.19762+0.05649i,-0.26624+0.18921i,-0.17989+0.25696i,-0.031812+0.10941i,0.021796-0.11495i,0.022461-0.1852i,0.036628-0.15733i,0.016213-0.13008i,-0.015449-0.082248i,-0.00097194-0.036563i,0.024555-0.0089026i,0.038259+0.011787i,0.046884+0.010758i,0.05223-0.010457i,0.058307-0.039715i,0.056046-0.065088i,0.039287-0.060749i,0.019227-0.032344i,0.0060243-0.0075083i,0.0037126+0.0036684i,0.0038269+0.0072205i,-0.0012157+0.0096842i
0.12179-0.02594i,0.2715-0.095841i,0.36628-0.15655i,0.33469-0.094949i,0.26525+0.050817i,0.18526+0.095267i,0.038213+0.026889i,-0.08097+0.020509i,-0.062129+0.073857i,0.0025878+0.069093i,0.016173+0.020554i,0.0038836-0.025466i,-0.0145-0.052281i,-0.034707-0.04804i,-0.046577-0.030616i,-0.056245-0.015557i,-0.05929-0.001273i,-0.043399+0.01023i,-0.011826+0.017709i,0.019748+0.015249i,0.030972-0.0028562i,0.024032-0.016862i,0.018096-0.012417i
-0.039656+0.10242i,-0.029121+0.24726i,0.05971+0.31218i,0.11128+0.12091i,-0.046981-0.13564i,-0.24369-0.14964i,-0.22264-0.0060647i,-0.092642+0.050057i,-0.030291+0.015398i,-0.024819-0.0063438i,-0.034544-0.0042259i,-0.036342+0.012758i,-0.015964+0.024359i,0.00054488+0.020195i,-0.0035027+0.01779i,-0.013239+0.026088i,-0.015206+0.037891i,-0.0053525+0.035308i,0.006447+0.012229i,0.003614-0.010972i,-0.0097538-0.013601i,-0.014997-0.0041056i,-0.0090987-0.0006007i
-0.015522-0.12925i,-0.093349-0.294i,-0.22117-0.4168i,-0.25731-0.3145i,-0.071404-0.079177i,0.16556+0.057691i,0.24695+0.084236i,0.22184+0.072466i,0.17554+0.032955i,0.12636-0.010278i,0.083514-0.02529i,0.032627-0.020716i,-0.016619+0.002747i,-0.025446+0.031748i,0.0027861+0.047943i,0.043418+0.051498i,0.07709+0.038565i,0.076619+0.011941i,0.040676-0.009007i,0.005721-0.013792i,-0.0086009-0.0068195i,-0.011213+0.0024538i,-0.0076318+0.0049375i
0.10662+0.044614i,0.23687+0.091089i,0.31904+0.13233i,0.18409+0.13052i,-0.092713+0.10209i,-0.22763+0.052123i,-0.18991-0.062707i,-0.15317-0.14609i,-0.15484-0.1174i,-0.15103-0.050622i,-0.11825+0.0039469i,-0.041856+0.038923i,0.037954+0.026547i,0.061065-0.013259i,0.040759-0.04365i,0.015699-0.067741i,-0.0063185-0.086713i,-0.023842-0.08066i,-0.032223-0.044987i,-0.027311-0.0042786i,-0.0092308+0.017068i,0.0066623+0.02053i,0.0098362+0.016989i
-0.064152+0.0417i,-0.1472+0.082515i,-0.17134+0.098806i,-0.02824+0.044238i,0.16556-0.072205i,0.18701-0.15584i,0.062022-0.098352i,-0.017703+0.0076398i,-0.010918+0.030102i,-0.0029172+0.0058575i,-0.010265-0.0075917i,-0.020242-0.010901i,-0.032052-0.0036739i,-0.026791+0.0042221i,-0.013648-0.0011299i,-0.022089-0.0071892i,-0.044739+0.0014382i,-0.048235+0.021646i,-0.018268+0.035747i,0.015696+0.025634i,0.025048+0.0023378i,0.022554-0.016384i,0.016479-0.028141i
-0.0084584-0.081052i,0.0079052-0.17012i,0.029797-0.22942i,0.002834-0.1636i,-0.071028+0.024557i,-0.095135+0.19505i,-0.040758+0.22768i,-0.00025111+0.17234i,-0.01349+0.13391i,-0.011721+0.12796i,0.021549+0.106i,0.046704+0.051518i,0.033609-0.0020712i,-0.011958-0.015815i,-0.04598+0.009945i,-0.043649+0.048921i,-0.022585+0.084141i,-0.00013241+0.09042i,0.013462+0.054289i,0.011012+0.013541i,0.0014128-0.0030534i,-0.0063872-0.0050342i,-0.007926+0.00048368i
0.055939+0.022582i,0.046438+0.027175i,-0.056225+0.0035287i,-0.17553-0.078319i,-0.16958-0.20509i,-0.064403-0.26038i,0.037477-0.20597i,0.090076-0.12891i,0.07827-0.071904i,0.03909-0.022674i,0.02204+0.0039636i,0.0075849+0.013597i,0.0052653+0.035997i,0.038498+0.045808i,0.0737+0.02286i,0.098053-0.011857i,0.12503-0.044059i,0.12739-0.066016i,0.079311-0.062145i,0.020373-0.037092i,-0.0086764-0.015059i,-0.020864-0.0077952i,-0.029546-0.0088108i
-0.040432+0.063102i,-0.045528+0.1427i,0.021841+0.22654i,0.090801+0.29539i,0.096726+0.33287i,0.089276+0.2436i,0.044201+0.068476i,-0.026954-0.0064942i,-0.0069504+0.028002i,0.066859+0.017146i,0.077286-0.036246i,0.05947-0.0488i,0.053102-0.046157i,0.029689-0.047739i,-0.0029944-0.039754i,-0.031713-0.037785i,-0.057135-0.048624i,-0.067689-0.051062i,-0.054254-0.02718i,-0.026856+0.0045685i,-0.0087594+0.019243i,-0.0037682+0.029221i,0.004128+0.041159i
-0.0027589-0.018302i,-0.027104+0.016375i,-0.033593+0.11157i,0.020426+0.098571i,0.0069961-0.11329i,-0.15213-0.26131i,-0.23465-0.17676i,-0.14763-0.076516i,-0.079053-0.086807i,-0.096792-0.076545i,-0.10486-0.012716i,-0.070108+0.020583i,-0.031182+0.0083993i,-0.014023-0.012665i,-0.018754-0.027102i,-0.043603-0.026218i,-0.080759-0.010176i,-0.096374+0.015029i,-0.064763+0.03814i,-0.012779+0.038942i,0.017877+0.026087i,0.030009+0.017461i,0.035587+0.0080121i
0.035792+0.049513i,0.13392-0.0072654i,0.2199-0.17248i,0.20317-0.28217i,0.12566-0.14133i,0.11517+0.10895i,0.14308+0.20476i,0.10574+0.16086i,0.039508+0.11072i,0.02472+0.085345i,0.050323+0.051863i,0.051904+0.0045688i,0.020619-0.013492i,0.0061457+0.0073927i,0.020878+0.036445i,0.047137+0.057852i,0.071704+0.078517i,0.080051+0.07788i,0.063835+0.038577i,0.034718+0.00054187i,0.014928-0.013183i,0.0066063-0.021601i,-0.0042445-0.027777i
0.024359+0.01307i,0.061969+0.095677i,0.053019+0.1453i,-0.114+0.053969i,-0.30974-0.077112i,-0.28393-0.13293i,-0.12735-0.16864i,-0.066774-0.15338i,-0.063088-0.061772i,-0.036658-0.01544i,-0.034728-0.018319i,-0.048177+0.010263i,-0.046232+0.035777i,-0.051731+0.019957i,-0.067007-0.0096268i,-0.064456-0.022228i,-0.025605-0.021416i,0.018108-0.016834i,0.032514-0.011244i,0.023425-0.012969i,0.0046457-0.018342i,-0.013359-0.016185i,-0.018439-0.0052004i
-0.025598-0.014229i,-0.1193-0.070776i,-0.26721-0.042457i,-0.27766+0.15764i,-0.11113+0.30619i,-0.024371+0.2287i,-0.080277+0.12208i,-0.068867+0.10695i,0.0165+0.078476i,0.039802+0.033524i,0.030575+0.015749i,0.036408-0.0044089i,0.039965-0.020762i,0.04262-0.016486i,0.042801-0.013075i,0.026911-0.026405i,-0.0054483-0.047532i,-0.028185-0.049224i,-0.026822-0.026358i,-0.015046+0.0011388i,-0.0042672+0.023541i,0.0097119+0.040623i,0.024196+0.040805i
0.13121-0.050104i,0.37514-0.10586i,0.65194-0.13712i,0.72022-0.088467i,0.56565+0.046067i,0.40767+0.14841i,0.31197+0.11876i,0.22482+0.020544i,0.14274-0.056715i,0.079621-0.0784i,0.03544-0.060228i,0.010758-0.031328i,0.0025412-0.01008i,-0.0091607+0.0017137i,-0.02174+0.032317i,-0.012242+0.083117i,0.00096676+0.11201i,-0.0011498+0.093715i,-0.0070458+0.053776i,-0.0023284+0.027305i,0.0075131+0.012152i,0.0059139-0.0014847i,-0.0022738-0.0068641i
-0.082241+0.041746i,-0.22401+0.073222i,-0.33035+0.025917i,-0.24815-0.21359i,-0.11942-0.52311i,-0.14985-0.58943i,-0.22317-0.36587i,-0.21466-0.12098i,-0.19453+6.8318e-05i,-0.16552+0.060506i,-0.083111+0.081499i,-0.003046+0.056134i,0.033901+0.02623i,0.052085+0.019902i,0.061272+0.012078i,0.055009-0.018425i,0.052571-0.046429i,0.05183-0.04932i,0.035175-0.0365i,0.015889-0.020587i,0.011783-0.0089539i,0.022046-0.0074582i,0.033012-0.018924i
0.026742-0.12138i,0.023585-0.26637i,-0.094238-0.38805i,-0.36495-0.2942i,-0.51806-0.025946i,-0.34466+0.1608i,-0.067886+0.1474i,0.051956+0.067341i,0.055905+0.061251i,0.032951+0.062924i,-0.022559+0.031682i,-0.064465+0.041015i,-0.054843+0.066877i,-0.03851+0.046943i,-0.023434+0.0087193i,0.0050663-0.0075685i,0.025552-0.0043333i,0.03014+0.010636i,0.028744+0.029064i,0.027127+0.02768i,0.021689-0.00070684i,0.00061161-0.025706i,-0.027826-0.01639i
-0.043935+0.18295i,-0.092337+0.453i,-0.045938+0.70419i,0.14047+0.62711i,0.23457+0.20588i,0.11404-0.17248i,-0.064728-0.24533i,-0.1442-0.15086i,-0.13746-0.10665i,-0.12017-0.081272i,-0.076633-0.014624i,-0.021262+0.010085i,-0.0046027-0.013501i,0.0024787-0.022202i,0.011879-0.029434i,-0.010417-0.04115i,-0.049349-0.031269i,-0.059389-0.010085i,-0.031272-0.0044379i,-0.0079828-0.017331i,-0.02172-0.019585i,-0.036782-0.0019565i,-0.0242+0.0067823i
-0.049289-0.18558i,-0.10412-0.39217i,-0.12724-0.50667i,-0.12338-0.37108i,-0.15234-0.070133i,-0.17522+0.17217i,-0.07914+0.2731i,0.037592+0.27471i,0.071919+0.26176i,0.09853+0.23173i,0.11673+0.14668i,0.12279+0.09382i,0.15293+0.069831i,0.13133+0.015607i,0.051561-0.0091024i,0.024911+0.011127i,0.066613+0.021306i,0.095161+0.0043113i,0.062686-0.016259i,0.0030202-0.0047089i,-0.02824+0.029392i,-0.035724+0.052144i,-0.030163+0.055629i
0.27221+0.3551i,0.59155+0.62885i,0.72959+0.59624i,0.3324+0.16701i,-0.29305-0.1165i,-0.51252-0.06872i,-0.35671-0.049284i,-0.22801-0.04637i,-0.18537+0.041823i,-0.15773+0.13234i,-0.090017+0.18533i,0.024426+0.13119i,0.054738+0.025802i,0.0096915+0.013714i,-0.0051139+0.034086i,0.004149+0.0044375i,0.019604-0.036068i,0.019459-0.043676i,0.0084819+0.011244i,0.043648+0.073485i,0.098344+0.059699i,0.11488+0.013601i,0.10902-0.00083372i
-0.15812-0.19206i,-0.36572-0.22701i,-0.49155-0.06105i,-0.37584+0.23641i,-0.14102+0.327i,0.01994+0.19112i,0.13799+0.08408i,0.22644+0.024571i,0.20273-0.046301i,0.1057-0.10847i,-0.0035741-0.16612i,-0.10414-0.14341i,-0.11804-0.057146i,-0.069059-0.057336i,-0.051669-0.11183i,-0.079721-0.10314i,-0.11368-0.033615i,-0.076865+0.035887i,0.018316+0.037257i,0.035206-0.0060672i,-0.039315-0.00034732i,-0.09885+0.038213i,-0.11653+0.043821i
-1.6145+8.8884i,1.2843+9.1026i,5.5709+10.075i,8.05+7.301i,7.8639+2.8699i,5.1326-1.0412i,1.7528-1.9231i,0.24436-0.8339i,0.27333+0.076156i,0.89221+0.50804i,1.557+0.3502i,1.86-0.24661i,1.7716-0.74076i,1.4009-0.73265i,1.1294-0.48317i,0.90879-0.42648i,0.44909-0.47046i,0.039276-0.25865i,0.029909+0.11128i,0.25458+0.24232i,0.43266+0.10134i,0.46657-0.074912i,0.35104-0.17109i
-0.34653-0.033388i,-0.67405+0.039965i,-0.70065+0.12928i,-0.19846+0.18228i,0.39567+0.15535i,0.54631+0.11597i,0.43254+0.11525i,0.42548+0.052811i,0.47787-0.1044i,0.43703-0.2344i,0.31164-0.28817i,0.16419-0.29862i,0.052477-0.25679i,0.020954-0.18741i,0.056201-0.14897i,0.074059-0.14856i,0.020981-0.15326i,-0.038348-0.11726i,-0.040455-0.057479i,-0.029277-0.030087i,-0.047584-0.025132i,-0.06298-0.02663i,-0.06212-0.04767i
0.25327-0.18515i,0.45368-0.4513i,0.39766-0.60526i,0.089466-0.41107i,-0.054628-0.062056i,-0.022221+0.099114i,-0.094906+0.1333i,-0.13722+0.19632i,-0.031502+0.21824i,0.08176+0.12935i,0.093181-0.0095535i,-0.013604-0.099457i,-0.10958-0.085556i,-0.073171-0.061837i,-0.0052883-0.091515i,-0.0028125-0.10338i,-0.037106-0.061039i,-0.06272-0.0017858i,-0.045113+0.011555i,-0.018825-0.025689i,-0.020487-0.038919i,-0.024253-0.020826i,-0.03451-0.01552i
-0.35511+0.13589i,-0.66222+0.36346i,-0.65946+0.63681i,-0.16406+0.78036i,0.29734+0.67414i,0.32597+0.42817i,0.21235+0.21362i,0.22241+0.027762i,0.24862-0.15005i,0.16668-0.2388i,0.035838-0.19468i,-0.021173-0.095773i,-0.008869-0.051931i,-0.041103-0.056045i,-0.11491-0.032961i,-0.13305+0.014094i,-0.086466+0.04061i,-0.028073+0.044181i,-0.00336+0.02277i,-0.012144-0.0011057i,-0.0056363-0.004436i,0.018564-0.007075i,0.021295-0.0096026i
0.19307-0.28671i,0.36508-0.68029i,0.46112-1.0024i,0.41922-0.96697i,0.3525-0.60193i,0.25054-0.18863i,0.13276+0.056597i,0.095846+0.085385i,0.095224+0.023408i,0.089414-0.0064807i,0.071139-0.028901i,0.023749-0.062307i,-0.022062-0.064705i,-0.017365-0.01706i,0.045353+0.043203i,0.11405+0.059634i,0.13961+0.030389i,0.11468-0.0088264i,0.059425-0.015678i,0.019819+0.0066919i,0.0038771+0.007659i,-0.013156-0.0074093i,-0.01924-0.0026301i
-0.065522+0.3035i,-0.11475+0.59094i,-0.18596+0.66243i,-0.28516+0.40522i,-0.29906+0.15323i,-0.13683+0.10714i,0.028648+0.074724i,0.033609+0.0036051i,-0.021622-0.017607i,-0.043321-0.0047161i,-0.035297+0.028748i,-0.015502+0.058779i,-0.0055282+0.056237i,0.020071+0.0083797i,0.047666-0.083823i,0.025477-0.18484i,-0.037454-0.2391i,-0.079415-0.20047i,-0.052241-0.11556i,-0.010337-0.070097i,-0.019356-0.040833i,-0.032429+0.0077985i,-0.014186+0.026345i
-0.11169-0.24084i,-0.27033-0.41412i,-0.37024-0.28841i,-0.18039+0.13495i,0.16978+0.3114i,0.28218+0.10934i,0.14668-0.050591i,0.047943-0.083129i,0.023304-0.12424i,0.0042284-0.14734i,0.011235-0.13763i,0.0139-0.12883i,-0.020441-0.10283i,-0.081821-0.05666i,-0.15169-0.0033138i,-0.21164+0.070103i,-0.22936+0.14223i,-0.16729+0.1549i,-0.076926+0.091748i,-0.035922+0.029271i,-0.0035468+0.020846i,0.049691+0.0078473i,0.053486-0.024771i
0.12524+0.10383i,0.32625+0.17374i,0.55906+0.069935i,0.61395-0.21022i,0.40572-0.33745i,0.17259-0.19678i,0.10196-0.055968i,0.097681-0.029515i,0.073491-0.01227i,0.053414+0.016728i,0.0063702+0.0029555i,-0.061316-0.0096467i,-0.066633+0.019631i,-0.013622+0.063853i,0.047701+0.10244i,0.1146+0.12561i,0.16478+0.12432i,0.15625+0.079091i,0.095971+0.014842i,0.041385-0.015291i,0.017754-0.028708i,-0.0040358-0.045875i,-0.018964-0.044162i
-0.086756-0.073391i,-0.24556-0.1657i,-0.4336-0.23935i,-0.52922-0.21024i,-0.43576-0.086232i,-0.22621+0.037081i,-0.073294+0.07994i,-0.012523+0.07606i,0.028189+0.059159i,0.04662+0.027613i,0.027741+0.033605i,0.024863+0.071331i,0.056509+0.063405i,0.090466+0.0010617i,0.094383-0.065624i,0.070201-0.11165i,0.053216-0.14387i,0.033594-0.14507i,-0.0017754-0.10031i,-0.025237-0.046375i,-0.037461-0.0095777i,-0.047888+0.020809i,-0.04589+0.042895i
0.049006-0.032283i,0.12383-0.051959i,0.15045+0.023133i,0.12051+0.22078i,0.11442+0.3183i,0.096856+0.16337i,-0.0017931-0.025913i,-0.076709-0.083383i,-0.077546-0.092605i,-0.065082-0.086298i,-0.022459-0.049135i,0.042929-0.039448i,0.045464-0.057206i,-0.015569-0.044081i,-0.063049+0.002366i,-0.075652+0.030977i,-0.090434+0.01347i,-0.099077-0.013585i,-0.080264-0.019714i,-0.051027-0.010298i,-0.011779+0.0010165i,0.028194-0.0013096i,0.036673-0.0083294i
-0.070764+0.063271i,-0.13283+0.13955i,-0.07697+0.14068i,0.1374-0.046932i,0.25204-0.25847i,0.14724-0.24204i,0.042814-0.092767i,0.010358-0.035467i,-0.04945-0.043887i,-0.096414-0.027831i,-0.10426-0.029725i,-0.13319-0.053042i,-0.15598-0.042219i,-0.11494-0.0039746i,-0.037071+0.017361i,0.017356+0.024722i,0.030528+0.053608i,0.02576+0.079367i,0.026042+0.06818i,0.026928+0.036422i,0.011511-0.00072264i,-0.013398-0.026454i,-0.019905-0.024258i
-0.097846-0.13065i,-0.24951-0.28056i,-0.44177-0.35881i,-0.55169-0.2114i,-0.45368+0.040873i,-0.21169+0.17641i,-0.040786+0.16343i,0.016373+0.11216i,0.062249+0.09631i,0.1053+0.079279i,0.094088+0.054209i,0.052215+0.061374i,0.038996+0.077553i,0.055569+0.04592i,0.057431-0.022457i,0.041598-0.079406i,0.033245-0.10835i,0.016558-0.10276i,-0.012548-0.071159i,-0.028557-0.036802i,-0.030942-0.0016815i,-0.021944+0.025421i,-0.0054024+0.01695i
0.16166+0.08264i,0.34411+0.21507i,0.49193+0.34967i,0.51381+0.39648i,0.42939+0.3383i,0.29315+0.2142i,0.17386+0.11154i,0.12099+0.055459i,0.10291-0.0060934i,0.071698-0.051047i,0.055371-0.045956i,0.0798-0.0238i,0.094663-0.022049i,0.047477-0.035802i,-0.032851-0.03207i,-0.099734-0.0038715i,-0.13642+0.020402i,-0.12706+0.036482i,-0.073274+0.047176i,-0.013702+0.040333i,0.025016+0.02456i,0.039357+0.015056i,0.023668+0.015097i
-0.15832+0.0022103i,-0.30645-0.037416i,-0.32385-0.15138i,-0.18972-0.31797i,-0.097617-0.39798i,-0.1041-0.30384i,-0.098217-0.16897i,-0.10355-0.10593i,-0.12535-0.048054i,-0.093648+0.001659i,-0.056411-0.0090063i,-0.06283-0.052757i,-0.078301-0.069973i,-0.074646-0.02207i,-0.043935+0.061625i,0.00822+0.12331i,0.054322+0.14666i,0.085202+0.12277i,0.083481+0.056917i,0.043191-0.0018545i,0.0060973-0.035107i,-0.014507-0.054736i,-0.023394-0.049138i
0.14282-0.031563i,0.25612-0.05051i,0.20212-0.018069i,-0.025442+0.071317i,-0.14444+0.12896i,-0.067737+0.092572i,0.0087837+0.024204i,0.04416+0.011782i,0.070547+0.014111i,0.055608-0.0024225i,0.020766-0.0020773i,-0.0036848+0.015716i,-0.012529+0.031797i,0.014117+0.031163i,0.061971+6.5841e-05i,0.094723-0.052784i,0.10329-0.10086i,0.07221-0.119i,0.014896-0.093347i,-0.02359-0.043175i,-0.042029+0.00049737i,-0.049998+0.036283i,-0.035468+0.055692i
-0.14009+0.061006i,-0.26464+0.16375i,-0.22817+0.28674i,0.03664+0.35951i,0.24897+0.31402i,0.22623+0.20066i,0.1292+0.12091i,0.077029+0.055196i,0.04481-0.017069i,0.012212-0.052354i,-0.016645-0.040927i,-0.035481-0.0035757i,-0.030602+0.02232i,-0.015587+0.0013723i,-0.020954-0.045415i,-0.057577-0.075184i,-0.101-0.072683i,-0.10636-0.04034i,-0.062125-0.0029505i,-0.0095887+0.015104i,0.026327+0.021648i,0.05883+0.022325i,0.074459+0.0011068i
