-0.0013581+0.001566i,-0.0014047+0.002096i,-0.0023819+0.0023448i,-0.0019253+0.0012875i,-0.0013363+1.5493e-05i,-0.0013291-0.00096916i,-0.00035726-0.0011205i,0.00036712-0.00014013i,0.0006359+0.00072371i,0.00072036+9.9238e-05i,0.00078561-0.00044738i,-5.2697e-05-0.00021716i,-0.00082916-0.00056229i,-0.0012402-0.0010351i,-0.0011088-0.00067203i,-0.00023607+8.6885e-05i,0.0002697+0.00030758i,0.00015776-0.00058283i,-0.00027078-0.0004177i,-0.00049433-0.0001032i,-0.00044154-0.00040298i,-3.5012e-05-0.00031024i,0.00073545-0.00018401i
0.0007383+0.0014377i,0.001952+0.0026853i,0.0029753+0.0029272i,0.002462+0.00202i,0.0017963+0.00034807i,0.00072826-0.00061052i,-0.00029632+0.00037857i,-0.00013138+0.00059072i,0.00022175+0.00026747i,-7.1655e-05+7.7138e-05i,-0.0005489-0.0010281i,-0.00064468-0.00096783i,-0.00038249-0.00030083i,0.00011809-0.00017409i,0.00014908-0.00045063i,-0.00018397-0.00033133i,0.0002344+0.00018384i,0.00091582-0.00014739i,0.00065453-6.4237e-05i,3.4453e-05+0.00033558i,-0.00010163+0.0003882i,-7.7224e-05+4.2441e-06i,-9.776e-05-0.00068224i
-0.00055822-0.00094297i,-0.0017157-0.0019126i,-0.002484-0.001836i,-0.0025421-0.00039229i,-0.0025139-1.7055e-05i,-0.0021086+0.00022958i,-0.0015067+0.00032468i,-0.0013824+0.00053307i,-0.0010557+0.00010489i,-0.00079965-0.00024078i,-0.0011425-0.00015513i,-0.0012372-0.00065376i,-0.00076505-0.00076998i,-0.00012487+3.0806e-05i,0.00017586+0.00023047i,5.9279e-06-0.00027344i,-0.00032174-0.0003529i,-0.00051832+0.0001788i,-0.0010382-0.00020212i,-0.000818-0.00018598i,-0.00088733+0.00069207i,-0.00092068+0.0010153i,-0.00070146+0.001119i
0.0013083+0.00019596i,0.0024818+0.0015313i,0.0031965+0.0025725i,0.0018952+0.0028585i,2.807e-05+0.0011651i,-0.0009539-0.0011791i,-0.00097445-0.0010133i,-0.00054283-0.00021724i,2.9861e-05-2.1905e-05i,0.0003674+0.00042376i,0.00021424+0.00028251i,-0.00051169-0.00017127i,-0.0015117-0.00055538i,-0.00039519-0.00037525i,0.0014546+0.00038581i,0.0015322+0.00096991i,0.00039736+0.0010534i,-0.00010159+0.00011168i,-5.0946e-05-0.00065388i,-3.6379e-05-0.00047152i,0.00022595-0.00018943i,0.00042223-0.00037594i,0.00031577-0.00076088i
-0.0012032-0.0004149i,-0.0013782+0.00064877i,-0.0017067+0.0019753i,-0.00038469+0.0018606i,0.00088527+0.0005043i,0.00076529-0.0011934i,0.0004211-0.0017848i,0.00029895-0.00094021i,0.00019452-0.0003328i,1.4642e-05-0.00036954i,-0.00024712-9.5637e-05i,0.0005863+0.0010096i,0.0011567+0.00088245i,0.00068885-0.00010158i,0.00012072-5.3471e-05i,-0.00084504-5.9783e-05i,-0.0004428-0.00038757i,0.00047281-0.00067189i,0.00056381-0.00021886i,0.00038518+1.8185e-06i,0.00029035-0.00033356i,-0.00041788-5.7444e-05i,-0.0010298+0.00017079i
0.00064451-0.0010323i,0.0016192-0.0010329i,0.0016355+7.8684e-05i,0.00075279+0.0014554i,-0.0003036+0.0013499i,-0.00058521+0.00073358i,-0.00042953-0.00071494i,-0.00060451-0.0015724i,-0.00085331-0.00026494i,-0.00066484+0.0013984i,0.00021177+0.001899i,0.00057814+0.0012364i,0.00054944-4.1162e-05i,0.00064051-0.00065182i,0.00050131-4.2522e-05i,9.7352e-05+0.0006953i,0.00025314+0.00059117i,0.00044304-0.00040297i,0.00025236-0.0011249i,0.00019783-0.00055723i,0.00013064+9.1217e-05i,-1.8251e-05+0.00036269i,-0.0005866-0.00023343i
0.00032996+0.0017002i,-0.00055856+0.0022316i,0.0011339+0.0016634i,0.0027256+0.0010567i,0.0020669+0.0002463i,-5.3161e-06-0.00087936i,-0.0011333-0.0012425i,-0.00029943-0.00067883i,0.00043631+0.00016311i,-0.00024565-0.00022534i,-0.0011204-0.00052808i,-0.0010275-0.00011289i,-0.00059792-0.00032621i,-0.00041157-0.00062283i,-0.00097262-0.00045331i,-0.00076213-0.0001072i,0.0010178-0.00020739i,0.0014842-0.00095375i,0.00054472-0.0013257i,0.00019898-0.00037951i,0.00045532+0.00043646i,0.0005844+0.00058544i,0.0004871-8.7781e-05i
2.09e-05-0.00023163i,0.00027255-0.00011649i,-0.00060058+1.2185e-05i,-0.00097989+0.00010569i,-0.00018446-0.00051372i,-0.00027984-0.00045076i,-0.00038891-0.0005024i,0.00024791-0.00047246i,0.00012361-0.00022453i,0.00017271+1.3535e-05i,0.00027125+0.00025384i,-4.6282e-05+0.00045128i,0.0003248+0.00054299i,0.0010153+6.0438e-05i,0.00094036-0.00041746i,0.0010094-0.00035699i,0.0010822+0.00023266i,0.00049217+0.00016959i,0.00024118+3.1408e-05i,1.3696e-05-0.00017588i,-4.579e-05-0.00036327i,3.0452e-05+0.00033208i,-0.00013817-6.8975e-05i
-3.4135e-05+0.00020297i,0.00039374+0.00041449i,0.0017014+0.0010222i,0.0020728+0.00069528i,0.0019664-9.7479e-05i,0.00087111-0.00084699i,4.4249e-05-0.0012776i,-0.00067551-0.00076018i,-0.00079144+9.0782e-05i,-0.00060967+0.00048195i,-0.00054514+0.00061858i,-0.00024556+0.00042356i,-0.00032353+0.00034469i,-0.0004992+8.7216e-05i,-0.00050605-0.00015701i,-0.00060187-0.00016176i,-0.0001434+0.00043694i,0.0004043+0.00049596i,0.000301-0.00024807i,0.00012068-0.00058941i,-0.0001854-0.00030128i,-3.0351e-05+0.00043758i,0.00022739+0.00076032i
-0.00092806+0.0014569i,-0.00091692+0.0018324i,-0.00085632+0.0030946i,-0.00021015+0.0021265i,0.00024953-5.5823e-05i,-3.0711e-05-0.0014467i,-0.0010648-0.0011102i,-0.0020027-0.00020458i,-0.0013387+0.00031063i,2.9504e-05+0.00092082i,-5.6909e-05+0.00082696i,-0.00059892+3.9184e-05i,-0.00050673-0.00074506i,-0.00013053-0.00048781i,2.387e-05-0.00014043i,-0.00027391-0.00077505i,-0.00054808-0.0012294i,-8.9472e-05-0.0012903i,0.00016521-0.00087505i,-0.00049981-0.00044447i,-0.00029637+4.6594e-05i,0.00015481+0.00085501i,0.00025611+0.0012039i
0.0011565+0.00063059i,0.00099595+0.00015172i,0.0019492+0.00012854i,0.0022224+0.00028399i,0.00083204+7.7334e-06i,-0.00040746-0.00045677i,-0.00044083-0.00051645i,-0.00050285-0.00068248i,-0.00023666-0.00044691i,0.00010945-0.00057261i,-0.00018895-0.00015572i,-0.00026549+0.0010121i,-0.00038726+0.00040811i,-0.00043345-0.00080543i,2.9498e-05-0.00087772i,2.7899e-05-0.00047337i,8.9602e-05+0.00017672i,0.0001639+0.00088028i,-2.3205e-05+0.00060343i,-0.00049393-1.4117e-05i,-0.0008701-0.00027077i,-0.00083544+0.00029916i,-0.00026046+0.00075327i
-0.00081018+0.0010914i,-0.00065957+0.0021446i,-0.00071621+0.0027461i,0.00065438+0.002036i,0.0012641+0.00087683i,0.0011514-0.00022209i,9.8557e-05-0.00053904i,-0.0011732-0.00045998i,-0.0022988+7.9099e-05i,-0.0018952+0.00038816i,-0.00087306+0.00087583i,-0.00041952+0.0013497i,-0.00037598+0.0018698i,-0.00020006+0.0016714i,0.00019985+0.00026423i,0.00035406-0.00068177i,0.00039196-0.0006283i,0.00084042-0.00019387i,0.00052906-0.00011679i,-7.4263e-05+7.1352e-05i,0.00010475+0.00014361i,0.0001069+0.00025405i,5.6635e-05+0.0001113i
0.0005061-0.0008196i,0.00092505-0.00084158i,0.00089585-0.0016539i,0.0014206-0.0016399i,0.00094996-0.0015989i,-0.00040006-0.0011041i,1.7072e-05-0.00062184i,0.00067954-0.00064125i,-0.0003436-0.0002954i,-0.0010384+0.00017325i,-0.00069306+0.00020006i,-0.00060198-0.00030546i,0.0002164-0.00082863i,0.00067623-0.00073007i,0.00036523-0.00032148i,5.5809e-05+0.00090883i,-0.0004444+0.0013539i,-0.00046124+8.7628e-05i,-0.00025351-0.00019914i,-0.0007304+6.2961e-07i,-0.00059164+8.0593e-05i,5.7956e-05+0.00076315i,0.00044741+0.00083411i
-0.00014211+0.00048973i,0.00036349+0.0018039i,-0.0001922+0.0031225i,-0.00041702+0.0027096i,0.00030528+0.0016722i,0.00049872+0.00032863i,0.00012428-0.00070554i,-0.00014886-0.00081485i,-0.00029381-0.00015347i,0.00022468+0.00010055i,0.00053785+6.304e-05i,0.00066865+0.00025819i,0.00041534-0.00019916i,-0.00012665-0.00079624i,-0.0002429-0.00081284i,0.00012494-0.00031896i,0.0006598-8.0501e-05i,0.00065135+0.00032743i,0.0006288+0.00034962i,0.00041913+0.00017776i,-6.9855e-05+0.00039455i,-0.00033071-7.284e-06i,0.00023955-0.00019151i
-0.00053005+0.00012031i,-0.00032582-0.00058156i,-0.00075221-0.0014613i,2.405e-05-0.00069963i,0.0013729-0.00055899i,0.0003619-0.00098263i,-0.0012576-0.00073924i,-0.0014496+0.0001586i,-0.0011566+0.00092874i,-0.0008449+0.00058061i,-0.00026016-0.00010431i,-0.00044032-0.00011157i,-0.00034371+0.00021254i,0.00010106+0.00010616i,7.1e-05+0.00075046i,0.00019326+0.00040698i,0.00075399-5.7836e-06i,0.00085011+0.00034647i,6.5648e-05+0.00015567i,-0.00011279-0.00050573i,-0.00049005-0.00082327i,-0.00034394-0.0010747i,0.00028127-0.0009303i
-7.8915e-05+0.0020511i,0.00060336+0.0025935i,0.0023434+0.0040331i,0.0018113+0.0030823i,0.00047983+0.00097856i,-0.00022269-0.0011349i,-0.0010075-0.0021647i,-0.00069305-0.0008831i,0.00014631+0.00050786i,0.00042969+0.00099648i,0.00023619+0.00075337i,0.00014061-3.8092e-05i,4.5348e-05-9.6215e-05i,-0.00026272+0.00034589i,-0.00010265+0.00013088i,0.00016417-0.00038035i,0.00017012-0.00066733i,1.7546e-05-0.00041692i,4.4373e-05-0.0005673i,0.00046847-0.00028641i,0.00090027-0.00015444i,0.00083248+0.00018771i,-0.00048041+0.00022063i
0.00031502+0.00038315i,-0.00076197-5.5072e-06i,-0.0022294+0.00091141i,-0.001755+0.0021676i,-0.00074764+0.0013141i,-0.00063884-0.00039708i,-0.0014717-0.00017591i,-0.0016204+0.00034712i,-0.00075415+0.00028876i,0.00014244+0.00058778i,-0.00026583+0.00038498i,-0.0011061+0.00047454i,-0.00061714+8.5928e-05i,-0.00042283-0.00010597i,-0.0011926+0.00086123i,-0.00073408+0.00087722i,0.00043666+0.0002858i,-0.00021701-0.00020618i,-0.00022218-0.00025089i,0.00021174-1.3016e-05i,0.00022362-0.00018472i,0.001046-3.3919e-05i,0.00087888+0.00032541i
0.00033206+0.0010738i,0.0015767+0.0018769i,0.0031206+0.0021395i,0.0034916+0.00090183i,0.0028012-0.00016286i,0.00026661-0.00080138i,-0.00090502-0.0011493i,-0.00076943-0.00088861i,-0.00030029+0.00045638i,9.2785e-05+0.00043396i,-0.0001073-0.00067924i,0.00010295-0.0005753i,-6.7533e-05-0.00030528i,-0.0010917-0.00069346i,-0.00097195-0.00062075i,-8.4114e-05-0.00030545i,0.00051793+0.00021564i,6.0971e-05+0.00024234i,-0.0011036-0.00078936i,-0.0011174-0.0012312i,0.00020764-0.00042606i,0.00053238+0.00017938i,0.00057633+0.00021277i
-0.0005726+0.00027787i,-0.00083942+0.00061835i,-0.0015299+0.0015782i,-0.0015773+0.0025092i,-0.0014087+0.00062609i,-0.0016764-0.00077859i,-0.0010447-0.00079226i,-0.00053125-0.00063171i,-0.00055675+4.0164e-05i,-0.00040213+0.00056491i,-4.3087e-05+0.00057886i,-0.00050754+0.0010894i,-0.00088492+0.00065037i,-0.00021421-0.00071624i,-1.604e-05-0.00091527i,3.559e-05-0.00084221i,0.00041738-0.00090199i,0.00075223-0.00058764i,0.00072477-0.00037894i,0.00061109-0.00024751i,0.00023096-0.00044518i,-0.00010669-0.00069677i,0.00030033-0.00056408i
-2.7788e-05-0.00036229i,0.0012211+7.0515e-05i,0.0022675+1.139e-06i,0.0017345+0.00016895i,0.00039847+0.00025917i,-0.00085471-0.00029614i,-0.0012602-0.00080596i,-0.0013899-0.00025583i,-0.00085781+0.00033422i,-0.00039741-0.00014844i,-0.00082948-0.0002219i,-0.00112+0.00024161i,-0.00049903-0.00027319i,0.0001988-0.00031347i,0.00070882+0.00032238i,0.00036252-0.00016887i,-0.0005239-0.00075763i,-0.00027436-0.0010967i,0.00017266-0.001159i,0.0001197+0.00011165i,6.7704e-05+0.0010198i,0.00041413+0.00077796i,-0.00018246+0.00064522i
-0.00063323+0.0018184i,-0.00040853+0.0021843i,-0.00064562+0.0036966i,0.00058669+0.0032857i,0.0022131+0.00039488i,0.0014426-0.0015428i,0.00039844-0.001099i,5.2316e-05-0.00063399i,-0.00016973+9.9048e-06i,-0.00045882+0.00041718i,-0.00053538+0.00057037i,-0.00013484+0.00056899i,-0.00063541-0.00022476i,-0.0015332-0.00088168i,-0.00073185-0.00083866i,0.00063563-0.0010667i,0.0012741-0.00076236i,0.00089938-0.00032573i,-0.00011418-0.00041033i,-5.0561e-05+0.00017384i,0.00049003+0.00027127i,0.00053327+0.00020805i,0.00021279+6.2362e-05i
0.001437+0.00042736i,0.0013134+0.00046905i,0.00039117-0.00083433i,-1.4652e-05-0.0010923i,0.00048786-0.00087952i,0.00049689-0.00087155i,0.00032298-0.00057331i,0.00021509+0.00018163i,-0.00044418+0.00052148i,-0.00070899+0.00068041i,-0.00051241+0.0010189i,0.00047416+0.0015091i,0.00043307+0.0013576i,-0.00048426+0.00016078i,-0.00035972-0.00025862i,-1.7395e-05-1.7463e-05i,-7.614e-05+0.00029844i,-2.1099e-05+1.1665e-05i,-0.0003081-0.00052376i,-0.00044994-0.0003848i,-0.00032627-0.00018828i,-0.0010435-5.3431e-05i,-0.0012903-9.4997e-06i
-0.00056006+0.00040452i,0.00010692+0.0012597i,0.00071433+0.001748i,0.0012104+0.00099377i,0.00031873-6.1079e-05i,-0.0012806-0.00097058i,-0.0016476-0.00082664i,-0.00086057-0.00024235i,-0.00069227+0.00023854i,6.6963e-06+0.00071011i,0.0010348+0.00045496i,0.00037772-0.00069739i,-0.00064084-0.00056056i,-0.00076493+0.00027932i,-0.00076319-0.0003974i,-0.00011897-0.0010922i,0.00047507-0.001037i,0.00053201-0.0009231i,0.00031408-0.0007876i,-4.3789e-05-0.00058781i,0.00017997-0.00012953i,0.00030642-7.7728e-05i,-0.00050809-0.00050253i
-0.00036704+0.00063081i,0.00027424+0.00070146i,0.00054951+0.00038956i,0.0005346-0.0013428i,-0.00039246-0.0025472i,-0.0024466-0.0017692i,-0.0030501-0.00027501i,-0.0015445+9.0146e-05i,0.00050318+0.00031982i,0.0012614+0.00022169i,0.00050776-0.00019316i,-0.00033533+0.00083121i,-0.0010669+0.0011205i,-0.00062579+0.00047248i,3.3466e-05+0.00062728i,0.00040742+1.9408e-05i,0.00073964-0.00082978i,-6.9059e-05-0.00060028i,-3.1014e-05-0.00034292i,0.00049367-0.00031946i,0.00013977-0.0001829i,-1.9383e-05+9.6367e-05i,8.61e-05-0.00011977i
-0.0012705+0.00029433i,-0.00088945+0.0011386i,-0.00055861+0.0023745i,-0.00063066+0.0021608i,-0.0012955+0.00093005i,-0.0020567-0.0005001i,-0.00186-0.00045039i,-0.0008656+7.7654e-05i,2.3045e-05+0.0005896i,0.00021014+0.0005357i,0.00023418+0.00018059i,-0.00015819+0.0004419i,-0.00041321+0.00053936i,-0.0010409+0.00047284i,-0.0013743+0.00021034i,-0.00054013-0.00012491i,1.4543e-05-6.4762e-05i,-0.00028146-0.00010302i,-0.00021822+0.00045347i,3.4987e-05+0.00075146i,-4.9303e-05+0.00035143i,7.8414e-06-6.4192e-06i,0.0011169-0.00036211i
0.00052302-0.0010299i,0.00095502-0.00044264i,0.0003827-0.000115i,4.6027e-06+0.00064219i,0.00048207+0.00095496i,0.00073411-0.00044046i,0.00049369-0.0011553i,-0.000673-0.00054267i,-0.00099923-7.6156e-05i,-0.00062869+0.00071695i,-0.00063216+0.00055774i,-6.9792e-05+0.00016525i,0.00032797-0.00032628i,4.9343e-05-0.00043521i,-6.8069e-05-8.1169e-05i,0.00036636-5.3786e-05i,0.00091819+0.00011554i,0.00065053-1.1191e-05i,0.00067885+5.5132e-05i,0.00080768+0.00014206i,0.00028444+9.8223e-05i,-0.0001669-0.00031521i,-0.00081292-0.00073642i
-0.00029689+0.00052214i,-0.00053637+0.0014287i,-0.00044984+0.0030051i,0.0015575+0.0032068i,0.001854+0.0020634i,0.00014296+0.00031033i,-0.00036589-0.00065179i,-0.00043705-0.00080184i,-0.0011282-0.00077385i,-0.00076346-0.00096854i,-0.00041957-0.00079286i,-0.00060006-4.1184e-05i,-0.00060447+0.0010935i,-8.8301e-05+0.00089601i,-0.00023211+0.00026179i,-0.00015142+0.00034322i,0.0003169+0.00034862i,0.0009451-0.00035078i,0.00132-0.00060237i,0.0016835-0.00027268i,0.00088537-7.107e-05i,-0.0010607-0.00034339i,-0.0011978+7.9701e-05i
-0.00011054-0.00015342i,0.00031715-0.00050573i,0.00087495+0.0005685i,0.0010034+0.0010314i,0.0011865+0.00047795i,0.00042185-0.0014211i,-0.00095666-0.0025373i,-0.0015146-0.0011082i,-0.0012664+0.00066248i,-0.00018106+0.00085543i,0.00064198+0.00030059i,8.7178e-05+0.00032806i,-0.00029264+0.00013466i,-0.00034572-8.2629e-05i,-0.00093777+0.00048921i,-0.00093428+0.00059947i,-0.00038241+0.00016424i,0.00086607+0.00020336i,0.0013284+0.00027902i,0.00015775+0.00056566i,-0.00084095-5.1726e-05i,-0.00030144-0.0010625i,0.00030428-0.0012885i
-0.00086179+0.0009601i,-0.0007123+0.0016632i,-0.00065994+0.0025114i,0.00051176+0.0023197i,0.00085104+0.00028927i,0.00013368-0.0015019i,-0.001023-0.001514i,-0.0015901-0.00073069i,-0.0010912-7.3248e-05i,-0.00024227+0.00070186i,0.00051765+0.0011503i,0.00053928+0.00083031i,0.00019375-1.54e-05i,-0.00041897-0.00064736i,-0.00030512-0.00081182i,0.00024995-0.001105i,0.00011254-0.00059808i,-0.00042136+5.4088e-05i,-4.5173e-05+0.00025234i,0.00025182+0.00037044i,-0.0003686+0.00058112i,-0.00055892+0.00033764i,-0.00016766+0.00020614i
-0.00095619+0.00057056i,-0.00030719+0.00050646i,0.00064357+0.00063033i,0.0016446+0.00028445i,0.0020458-0.00056094i,0.00083418-0.00086823i,-0.00060132-0.00064164i,-0.00090095-0.00041006i,-0.00090513-0.00032125i,-0.0005939+0.00038689i,-0.00072311+0.00054123i,-0.0016848+0.00048727i,-0.0018228+0.00011848i,-0.00074704-0.00085016i,-9.6243e-05-0.0016071i,5.3413e-05-0.0015391i,-0.0007015-0.00050787i,-0.00084827-0.00014027i,-0.00042299-0.00089772i,4.4587e-05-0.00085871i,2.4687e-05-0.0005633i,-0.00054671-0.00068001i,-8.2969e-05-0.00077137i
-0.0012519+2.1448e-05i,-0.0010666+0.00078841i,-0.0013733+0.0013508i,-0.0017871+0.0011017i,-0.0020795+0.00024442i,-0.0015931-2.0644e-07i,-0.00086305+5.5346e-05i,-0.00021605-0.00071007i,5.5788e-05-0.00086551i,-0.00020606-8.3568e-07i,-1.063e-05+0.00035811i,0.00040295-5.0612e-05i,0.00037136+0.00019719i,-0.00026438-0.00018125i,-0.00039796-0.0010087i,6.0053e-05-0.00056469i,0.00029155-4.4082e-05i,0.00036032+0.00010318i,0.0004635+0.00047279i,0.0002715+0.00060653i,0.00031972+0.00043444i,-5.1335e-05-4.5097e-05i,-0.00032562-0.00044985i
0.00093482+0.00058929i,0.00098257+0.00039183i,0.0023537+0.00070622i,0.0035605+0.00030226i,0.0028577-0.001166i,0.00037041-0.0021353i,-0.0011919-0.0017691i,-0.0016289-0.00016312i,-0.0013951+0.0008942i,-0.00044953+0.0004341i,0.00012791+0.00016114i,0.00037819+0.00030973i,0.00060097+5.0845e-05i,0.00020028-1.5684e-05i,0.00033002+0.00018399i,0.00073131+4.2892e-05i,0.00038694-8.4289e-05i,-6.8045e-05+0.00020069i,-0.00070814-0.00055702i,-0.00067195-0.0009166i,-6.2278e-05-0.00014774i,-0.00016553+0.00046895i,-0.00071142-6.427e-05i
-0.00050157+0.0011117i,-0.002381+0.0016931i,-0.0030676+0.0016259i,-0.0027813+0.0014182i,-0.0020624+0.00062587i,-0.0015346-0.000291i,-0.00096958-0.00075175i,-0.00080704-0.00063463i,-0.0011901-0.00098165i,-0.0010873-0.00063356i,-0.00025124+0.0004776i,0.00034981+0.00074161i,-0.00023985-0.00032806i,0.00012222-0.00088132i,0.00026378-0.0007054i,-0.00028802-0.00011602i,-0.00012365+5.393e-05i,0.00012644-0.00054513i,-6.7971e-06-0.0002363i,-0.00016141+0.00015633i,-0.00013474+0.00049445i,0.00016427+0.00013615i,-3.6594e-05-0.00046698i
0.0010802+0.00098437i,0.00078127+0.0015025i,0.0023219+0.0014941i,0.003146+0.00072657i,0.0019219-0.00052676i,-0.00012221-0.00054855i,-0.0015366-0.00015594i,-0.00098848-0.00086867i,-0.00047346-0.00080033i,-0.00072887-0.00035874i,-0.00041833-0.00045892i,-0.00023552-0.00046293i,-8.3893e-05+0.00011863i,-0.00027918+1.7341e-05i,-0.0012969-0.000669i,-0.0010163-0.00066618i,-0.00043678-8.1721e-05i,-0.00044827+9.1029e-05i,-0.00074571-1.8681e-05i,-0.00083993+0.00066027i,-0.0011676+0.00068467i,-0.0011458-0.00023443i,-0.00044647-0.00045063i
0.00011604+0.0024784i,-0.00063616+0.0027443i,-0.0018621+0.0031202i,-0.0015027+0.0016138i,-0.0010553-0.00043839i,-0.0014541-0.0013102i,-0.0016993-0.0004593i,-0.0015841+0.00052332i,-0.00080377+4.2244e-05i,0.00016415-0.00035049i,-5.1759e-05-0.00026201i,-0.00038554-0.00034321i,-6.2858e-05-0.00073964i,6.4512e-05-0.00043706i,-0.00022951-0.00040595i,-0.0001726-0.00064274i,0.00028416-0.00067496i,0.00026605-0.0004421i,-3.9661e-06-1.0994e-05i,-0.00056145+9.1241e-06i,-0.00089841-3.3321e-05i,-0.00070751+0.00023296i,-0.00064319+4.1616e-05i
0.0021869-0.00046744i,0.0014603-0.00037063i,0.0023927-0.00026144i,0.0026928-0.00068358i,0.00063147-0.0012573i,-0.00093967-0.00089179i,-0.0013652+0.00013376i,-0.0013536+0.00030854i,-0.00028599-0.00010733i,-0.00019136+0.00023425i,-0.0011214+0.0011376i,-0.00090421+0.0013424i,-0.00069634+0.00028001i,-0.00040208-0.00077478i,0.00043242-0.0010374i,0.0013957-0.0012463i,0.0016294-0.0013885i,0.0012461-0.00093855i,0.00049732-0.00056615i,-9.7355e-05-0.00073125i,2.6919e-05-0.00051872i,2.1537e-05-0.00071344i,0.00031522-0.00045714i
-0.0010075+0.00048448i,-0.00071847+0.00097063i,-0.0012198+0.0017882i,-0.00048344+0.00169i,0.0008166+0.00059988i,0.001547-0.0010841i,0.0012367-0.0016665i,6.8287e-06-0.0016181i,-0.00032124-0.00033977i,-0.00071098+0.00054857i,-0.00088294+9.8502e-05i,-0.00079148+0.00061376i,-0.0015744+0.0012989i,-0.0017276+0.0010186i,-0.00080719+0.00011155i,-0.00059228-0.00034993i,-0.00049183+0.00042271i,-0.00026631+0.00031605i,-0.00015997-0.00044246i,-0.00026968-0.00088738i,-0.00012187-0.00079131i,0.00049585-0.00029977i,0.00041053-0.00040044i
0.0012696-0.0012366i,0.0018234+0.0004154i,0.0016923+0.0015795i,0.0008119+0.0015975i,-2.7043e-05+0.0011885i,0.00014928+0.00015385i,-0.00016374-0.00080023i,-0.00084755-0.00074929i,-0.00059341+0.00018066i,-0.00067904+0.0015923i,-0.00087908+0.0015536i,0.0001142+0.00020891i,0.00049663-0.00075553i,0.0002797-0.0010155i,0.00041056-0.00037965i,0.0010118+0.00018914i,0.0008612+0.00015659i,0.00069309-0.00014747i,0.00065555+0.00032141i,0.00031759+0.00073917i,0.00034108+0.00050471i,0.00048507+0.00038711i,7.4996e-05-1.6793e-05i
0.00069171+0.0010778i,-0.00017726+0.0018889i,-0.0008141+0.0020584i,-0.00066077+0.0022512i,-0.0015004+0.00076422i,-0.0025863-0.00056954i,-0.0012495-0.00031705i,7.3324e-05-5.6215e-05i,0.00055784+0.00064165i,0.00049913+0.00081875i,-0.00036839+0.00033859i,-0.0012071-0.00021467i,-0.0015049+0.00037456i,-0.00093774+0.00079211i,0.00016225+0.00055555i,0.00013711+0.00025394i,-0.00047475-0.00014829i,-0.00089658-0.00080365i,-0.00084198-0.00060911i,-0.00069187+0.00022777i,-0.00068809+0.00058885i,-0.00099397+0.00014704i,-0.00014107-0.00057525i
-0.00073617-0.0011476i,0.0002048-0.00095393i,0.00085714-0.00079185i,0.00022852-5.9018e-05i,-0.00042144-0.00030168i,-6.646e-05-0.0014166i,0.00051852-0.0016245i,-0.00027569-0.00067331i,-0.00083327+2.1573e-05i,-0.00084829+6.8917e-05i,-0.0010143+0.00020082i,-0.001123+9.7149e-05i,-0.00080918-1.9133e-05i,0.00013272+0.0006001i,0.00047214+0.0007844i,0.00066153+8.168e-05i,0.00077258-0.00034275i,0.00038958-0.00031903i,9.8714e-05-0.0010671i,-0.00084299-0.0010029i,-0.0012944-0.00025792i,-0.00033609-0.00039197i,0.00029768-0.00020614i
6.4436e-05+2.3235e-05i,-0.0004729+0.0017328i,-0.0010774+0.0030083i,-0.0010378+0.0016978i,-0.00096882+0.00060152i,-0.0015197+0.00022834i,-0.00076459-0.0009521i,-0.00020805-0.0011783i,0.00043523-0.0002732i,0.0011528+0.0001275i,0.0004671+0.00054284i,-7.4097e-05+0.0014849i,-0.00015045+0.0011656i,-0.00051519+0.00020691i,-0.00014317-0.00019736i,0.00042606+0.00022192i,-0.00014061+0.0002298i,0.00028025-0.00049915i,0.00021948-0.0010264i,-5.5662e-05-0.00065151i,0.0003895-0.00026621i,0.00049922-0.00029244i,8.196e-05-0.00019498i
0.0011582-0.0010174i,0.0010251-0.0016018i,0.00027022-0.0021402i,-0.00082337-0.0011394i,-0.0008191-0.00057471i,-0.0010514-0.00063572i,-0.001048+0.00026835i,-0.0011024+5.7304e-05i,-0.00087863-0.00085243i,-0.0006207-0.00019194i,-0.00061671+0.00032267i,-0.0006869+2.9953e-05i,-0.00041963+6.2674e-05i,-0.00018787+0.00022007i,-0.00013048+0.00018996i,4.9153e-05-0.00016212i,0.0002811+0.00025546i,0.00057252+0.00093177i,8.3727e-05+0.0010813i,-0.00081641+0.00056658i,-0.00062789+0.00057624i,0.00015197+0.00055088i,0.0006888-8.5063e-05i
0.00069445+0.00057247i,0.00045435+0.0023802i,0.0021152+0.00456i,0.0028671+0.0035484i,0.0014092+0.00093669i,-0.001065-0.00035577i,-0.0019911-0.00077727i,-0.0013511-0.00070957i,-0.0006054-9.1271e-05i,-0.00050385+0.00024657i,-0.00018564+8.2706e-05i,-0.00020977+9.7683e-05i,-0.00012025-0.00029047i,0.0002575-0.00038136i,-0.00074227-0.00024661i,-0.00065895+3.2076e-05i,-0.0001253-1.2358e-05i,0.00062736-0.00037852i,0.0011405-0.00048316i,-9.6634e-05-0.0010573i,-0.0012235-0.0013244i,-0.0012694-0.00081833i,-0.00085041-0.00086204i
