-0.00095805+0.0012176i,-0.0006522-0.00070789i,-0.0022686-0.0018558i,-0.0025898+0.00053461i,-0.0019086+0.0033763i,-0.0010765+0.003647i,8.3361e-05+0.0020203i,0.0010755+0.00078133i,0.0010657+0.00063265i,0.00042492+1.8523e-05i,0.00013308-0.00040637i,-7.8082e-05-0.00073586i,-0.00020217-0.00061861i,-0.00030729+0.00017967i,-0.00031942+7.179e-05i,-0.00040505-0.00014754i,-0.00020022-0.00021197i,-0.00026016-0.00063014i,-0.00025796-0.00029615i,0.00023511-0.00035499i,0.00045057-0.00057757i,0.00035669-0.000775i,0.00046308-0.00049536i
-0.00010806+0.00076367i,-6.9198e-05+1.2378e-06i,3.8676e-05-0.0006114i,-0.00052077-0.00097474i,-0.00034342-0.000971i,0.00022681-0.00050963i,0.00049236-0.00022223i,0.00078795-2.5529e-05i,0.00055777+0.00055844i,-7.007e-05+0.00070186i,5.4866e-05+0.00040161i,-0.00017297+0.00077795i,-0.000947+0.0005512i,-0.0018734+0.00029869i,-0.0012079+0.00051413i,-0.00078896+0.00061797i,-0.0010406+0.00026441i,-0.00022078-6.1807e-05i,-8.5293e-05-0.00037137i,-0.00049113-0.00011564i,-5.5553e-05+0.00073158i,0.00044145+0.0011342i,0.00034654+0.00078678i
-0.00012304+0.0032171i,0.00050807+0.0024464i,0.00065638+0.0018048i,0.00044576+0.0012253i,0.0013366+0.00064461i,0.00098346+0.00035392i,7.5681e-05+0.00059572i,0.00032356+0.00092755i,0.0001926+0.001388i,0.0004618+0.001066i,0.00075026+0.0006263i,0.00024405+0.00042587i,-0.00038915-8.7572e-05i,-0.00078498-0.00044894i,-0.0012034-0.0007134i,-0.00095947-0.00091601i,-0.00026406-0.00066797i,-0.00025197-0.00036037i,-0.00036952-3.6704e-05i,0.00036179-0.00020013i,0.00089855-0.00026289i,0.00091789-6.5262e-05i,0.0004604-0.00036541i
0.00064041+0.0017297i,0.0010125+0.0029982i,0.00039938+0.0024297i,5.7969e-05+0.0013416i,0.0002662+0.0011038i,0.00059724+0.0010497i,0.00068066+0.00066599i,4.4717e-05+0.00028999i,-0.00033124-3.7389e-06i,-1.7456e-05+0.00096647i,0.00045885+0.0014918i,0.00067646+8.4812e-05i,-2.8135e-05-0.00085868i,-0.00049066-0.00021214i,-0.0010416+0.00057779i,-0.0004338+0.00073963i,0.00023024+0.00029803i,-0.00031803-0.0003385i,-0.00058678-0.00068725i,-0.0006064-0.00036211i,-0.00046522+0.00042358i,-0.00018967+0.00030486i,0.00020945-0.00055533i
-0.0010851+0.00077953i,-0.002488+0.00048209i,-0.0035074+0.00054135i,-0.0026106+0.00068148i,-0.0010679+5.3734e-05i,-9.7677e-05+3.4845e-05i,6.7603e-05+0.00045398i,0.00051932+0.00060662i,0.0006766+0.00050311i,0.00015069+0.00024713i,-0.00024594-0.00028129i,-0.0006784-0.00049359i,-0.00085341-0.0002024i,-0.00016913+0.00054719i,0.0001494+4.5238e-05i,0.00011542-0.00017292i,-0.00013807+0.00032613i,-0.00018998+0.00063821i,-0.00080343+0.00036914i,-0.0016899+0.00044389i,-0.0011364+0.00094158i,-0.00033742+0.00072735i,-6.2583e-05-0.00015922i
-0.00046948-0.0013581i,-0.0020309-0.0016413i,-0.0030813-0.0013585i,-0.0019535-0.00015254i,-0.00096419+0.0010526i,-0.00073597+0.001723i,0.000193+0.00065467i,0.00020921-0.0005597i,-0.0013088-0.00034336i,-0.0017734-0.00029217i,-0.0012735-0.00035044i,-0.0011217-0.00026377i,-0.00049883+7.994e-05i,1.2669e-05+0.00026337i,-0.00015593+0.00043175i,-0.00054938+0.0005597i,-0.00033269+1.7064e-05i,0.00021669-0.000294i,0.00067592-0.00084827i,0.00057003-0.001137i,0.00047108-0.00079358i,0.00052717-0.00024408i,-4.3142e-06+0.00023682i
-0.00010835-0.00079629i,0.00029761-0.0016276i,-0.0003968-0.002206i,-0.0016709-0.001802i,-0.0013106-0.00067185i,0.00067238-0.00014241i,0.0014564-0.0001161i,0.0015135-0.00050821i,0.0013377-0.00065483i,0.0001719+0.00036977i,-0.00051008+0.00029453i,-0.00060619-0.00041826i,-0.00041014-0.00014002i,0.00014154+0.00026442i,0.00057861+0.00073429i,-0.00023459+0.0010945i,-0.0010722+0.00058406i,-0.00041306-0.00032346i,0.00024638-0.00061055i,0.00052572-0.00061346i,-0.00010931-0.00046486i,-0.00066359-0.00024857i,-0.0005129+0.00019861i
0.00040802+0.0015606i,-0.00041249+0.0023478i,-0.0005923+0.0025214i,-0.0011089+0.0022754i,-0.0010158+0.0018322i,-0.00039925+0.0012324i,0.0001567+0.0011743i,-6.2377e-05+0.00090954i,-0.00019545-0.0001322i,0.00039171-0.00051157i,0.0007702+0.00016703i,0.00055362+0.00052794i,-0.00047563+0.00027202i,-0.00086456-0.00010096i,-0.00046218-0.00016584i,-0.00021822-0.00036457i,-0.00037772-0.00022786i,-0.0010249+0.00062203i,-0.0011479+0.0008098i,-0.0002774+0.0001519i,-0.00027617-0.00060375i,-0.00057528-0.00057577i,-0.00026269-0.00035647i
0.0013638-0.0010849i,0.001243-0.0012429i,0.00062363-0.00050313i,0.00017545+0.00018866i,-0.0009152+0.000824i,-0.00086534+0.0010759i,-0.00010654+0.00038906i,0.00016912-0.00025338i,7.359e-05+9.1043e-05i,-0.00014905+0.00076708i,0.00050501+0.00034413i,0.00079725+0.00025145i,0.00018884+0.00094626i,0.00020559+0.00090583i,0.00045307+0.00071182i,0.00033955+0.00071607i,0.00010679+0.00013791i,-0.0002422+4.4439e-05i,-1.6678e-05-0.00014852i,0.00011818+0.00016115i,-0.00021803+0.00051608i,-0.00019365+0.00010611i,-0.00015215-0.00027336i
-0.0010366-0.0014242i,-0.00047886-0.001649i,-0.00084196-0.0003881i,-0.0011646+0.0014401i,-0.00074369+0.001261i,9.6498e-05+0.0008025i,0.00099239+0.00056665i,0.0014715-3.1418e-05i,0.00033745-0.00046726i,-0.00031047+0.00012995i,0.00043074+0.00052949i,0.00034379+0.00026864i,-0.00052927-0.00062601i,-0.0009648-0.00077728i,-0.00040075-0.00025154i,0.0001985-0.0001714i,0.00028806-9.7505e-06i,0.00027162+0.00023724i,0.00055567+0.00018829i,0.00063015+8.8631e-05i,-7.5429e-05+6.2271e-05i,-0.00034925-1.5843e-05i,-0.00051538-4.8964e-05i
0.00032075-0.0010186i,0.00071301-0.00023913i,0.00067092+0.00046114i,-0.00061804+0.0012097i,-0.00084861+0.0013817i,-0.00012271+0.0013266i,0.00024129+0.00095764i,0.0010381+0.00030743i,0.0014611+0.0001395i,0.00093248+0.00069807i,-0.00028068+0.00031705i,-0.00025817-0.0005948i,0.00022156-5.2485e-05i,0.00045795+0.00014556i,0.00054395-0.00018292i,0.00056219+3.6768e-05i,7.8133e-05+0.00027215i,-0.0002756-0.0003657i,0.0002351-0.00038821i,0.00083984-9.0981e-05i,0.00093723-0.00022344i,0.00020243-0.00051835i,0.0003755-0.00061331i
-0.0017793+0.00046312i,-0.0029248+0.00068468i,-0.0032246+0.00049908i,-0.0021901+0.00023255i,-0.00062718+0.0016221i,-5.1708e-05+0.0016694i,0.00016648+0.00051325i,0.00047179-0.00031417i,0.0002247-0.00021063i,-0.00031979+4.4332e-05i,-0.000629+0.00025964i,-0.00033252+0.00051599i,-0.00027702+0.00059453i,-0.00018952+0.00019212i,-7.4454e-05-0.00063381i,0.0003896-0.00045814i,0.00087683-0.00023898i,0.00053006-0.00057556i,1.7246e-05-0.00096305i,0.00027284-0.00036778i,0.00058421+0.00063135i,-0.00055499+0.001049i,-0.0012409+0.00074611i
-0.0021602+0.0014968i,-0.0024632+0.0018294i,-0.001197+0.001212i,4.7396e-05+0.0010446i,0.00075078+0.001226i,0.0014258+0.00046438i,0.0010561-0.00014417i,0.00068609+0.00019517i,-0.00043206+0.00048468i,-0.0011256+0.00039847i,-0.0007759+0.00029195i,-0.00030114+4.9166e-05i,-7.9002e-05-0.0001408i,0.00051655+0.00079923i,0.0016755+0.00063151i,0.0014425+0.00018313i,6.8854e-05+0.00076086i,-0.00065875+0.00044738i,-0.00034162-3.8953e-05i,-0.00036737-0.00027124i,-0.00034904-0.00038721i,5.9312e-05+0.00014143i,0.00070655+0.00028049i
0.0015041+0.0010235i,0.0021038-2.0988e-05i,0.0024513-0.00039621i,0.001025-0.00053567i,-0.00094432-4.0171e-05i,-0.00080993+0.0003132i,-8.9144e-05-0.00025377i,4.5513e-05-0.00063731i,0.0001822-0.00085836i,0.00065796-0.0004962i,0.00082775+0.00013232i,1.0846e-05+0.00024865i,-0.00047299+0.00048139i,-0.00028696+0.00065098i,-8.217e-05+0.0008666i,0.00035355+0.00095705i,0.00036003+0.00029718i,-0.00020479-2.1934e-05i,-2.2684e-05+6.6165e-05i,0.00039489-5.5079e-05i,6.4154e-05-0.00028407i,-0.00043597+0.00020733i,-0.00030482+0.000297i
-0.0011225+0.00093163i,-0.00097537+0.0010541i,-0.00043383+0.0017756i,-0.00050506+0.0015255i,-0.00023653+0.00047625i,0.00056357+0.00071349i,0.0005049+0.00095375i,-0.00031458+0.00028798i,-0.00067575-0.00055741i,-0.00069461-0.0010294i,-0.0001179-0.00073327i,0.00085596+0.00060244i,0.00095643+0.00042442i,0.0008738-0.000679i,0.00082937-0.00082061i,-0.00016594-0.00037343i,-0.000666+0.00033624i,-0.00087324-7.4226e-05i,-0.0012597-0.00076382i,-0.00069105-0.00044762i,0.00025874+9.658e-05i,0.00022169-1.8904e-05i,-0.00020317-0.00083601i
-0.0011776+3.7234e-05i,-0.00061989+0.0013672i,-0.00042376+0.0014868i,-6.6495e-05+0.0016834i,0.00047808+0.0020625i,0.0008825+0.0014945i,0.00022149+0.0002991i,-0.00036599-0.0003644i,-0.00036495-0.00032356i,-0.00076626-0.00023786i,-0.0016745+0.00014679i,-0.0016756+0.00027056i,-0.00037582+0.00036559i,7.2455e-05+0.00034721i,0.00037637+2.0884e-05i,0.0012055-0.00038314i,0.00095732-0.00043777i,0.00092379-3.5104e-05i,0.0010256-9.6569e-05i,-0.00030426+0.00038317i,-0.00064382+0.00083097i,-0.00022292+0.00062999i,-0.00016594+0.00067723i
-0.0016524-0.00090267i,-0.0022675-4.8287e-05i,-0.0017363+0.0017745i,-0.00036924+0.0025807i,0.00028816+0.0027007i,0.00042231+0.0019042i,0.00080381+0.001436i,0.00095043+0.0014309i,0.00086429+0.0010851i,0.00043837+0.00085407i,-3.2736e-05+0.00057151i,-3.9477e-05-0.00029302i,0.00041677-0.00030231i,0.00083826+0.00047037i,9.3489e-05+0.00032812i,-0.00032254-0.00017019i,0.0001043+0.00016252i,0.00051108+0.00034932i,0.0011574+9.8814e-05i,0.0011444-0.00051812i,0.00027543-0.00047562i,-4.5185e-05-0.0002563i,0.00030318+4.9678e-05i
-0.0013807+0.00046384i,-0.0019087+0.0011746i,-0.0026258+0.0019511i,-0.001879+0.0017225i,-0.00050792+0.00095759i,-0.00017008+0.00073831i,-0.00056556+0.00061076i,-0.00023429+6.525e-05i,-3.879e-05-9.0129e-05i,5.5162e-07+0.00015635i,3.0539e-05+0.00089135i,0.00026451+0.0013696i,0.00026047+0.00095287i,-0.00033534+0.00047789i,0.00043143+0.00031132i,0.0010987+0.00037095i,0.00037017+0.00048719i,-0.00099657-7.8995e-05i,-0.0013223-0.00056102i,-8.7853e-05-0.00019267i,0.00055492+0.00021177i,0.00036629+0.00066845i,-6.1012e-05+0.00042794i
0.0018522-0.00080319i,0.0019224-0.0016277i,0.00079107-0.0019531i,-0.0011676-0.0016768i,-0.0018681-0.00036035i,-0.0017188+0.0011565i,-0.00043792+0.00075816i,0.00068585+0.00015795i,0.00095023-0.0004172i,0.0010585-0.00060149i,0.0013028+0.0001841i,0.00080505+0.00053882i,6.9311e-05+0.00059739i,9.023e-05+0.00082779i,0.00086069+0.00023648i,0.00058751-0.00016248i,0.00054634+8.3552e-05i,0.0007027-4.9453e-05i,0.00017117-0.00036556i,-0.00012619-0.00068202i,0.00016418-0.00043226i,5.5318e-05+7.8439e-05i,-0.00058361+0.00042106i
-0.0002933+0.0012223i,-0.00053382+0.0018335i,-0.00028909+0.0012558i,-0.00051547+0.0014643i,-0.0006549+0.001913i,1.0025e-06+0.0018524i,0.0015496+0.0014113i,0.0020581+0.00099479i,0.0011924+0.00073379i,0.0010422+0.00054552i,0.00064986+0.00049286i,-0.00048024+0.00058624i,-0.00014247+0.00038687i,0.00088273+0.00074833i,0.00011372+0.0010585i,-0.00052155+0.00059071i,-0.00032941+0.00080617i,-0.0006179+0.0008764i,-0.0010014+0.00052044i,-0.00046807-0.0001317i,0.0005621-0.00025697i,0.00017673+0.0003576i,-0.00012515+0.00064663i
-0.0005297+0.00057053i,-0.0026643+0.00096949i,-0.0034393+0.00043596i,-0.0027193+0.00073881i,-0.001195+0.0014178i,-0.00052868+0.0014365i,0.00020807+0.00082545i,0.00056983-0.00043106i,-0.00017046-0.00080728i,0.00036381-0.00011451i,0.00084741+0.0003345i,6.1799e-05+0.00053781i,-0.00022065+0.0007979i,0.0001523+7.3339e-06i,-6.1088e-05-0.00023528i,-0.00062941+7.507e-05i,-0.00047685-0.00047963i,0.00023807-0.000186i,0.00062842+0.00010156i,0.00017412-0.00013385i,-0.00079311-4.667e-05i,-0.00050398-0.00037598i,0.00032737-0.0002036i
-0.0006783-0.00063456i,-0.0016296-0.00027648i,-0.0020967+0.00017956i,-0.0016337+9.4013e-05i,-0.00041663+0.00036178i,0.00074432+0.00045487i,0.0005586+5.8113e-05i,-0.00022986+0.00020441i,-0.0005567+0.00018449i,-0.00031822+0.00029334i,-0.0004566+0.00041754i,-0.000283+2.8393e-05i,0.00011063+2.7184e-05i,0.00023966+0.00052684i,0.0013081+0.00030221i,0.0013596+0.00015342i,0.00047895-9.478e-05i,3.6134e-05+5.7725e-05i,0.00029476+0.00042778i,0.00046787+0.00053633i,-0.00012061+0.0012763i,0.0002855+0.00050381i,0.00038555-1.5392e-05i
-0.0012153+0.0014797i,-0.0009058+0.00084981i,-0.00055702+0.0017613i,-0.00047063+0.0024071i,6.2734e-05+0.0020508i,0.00047221+0.0012349i,0.00052537+0.001154i,0.0003326+0.0010268i,-2.2591e-05+0.0010367i,0.00044229+0.0010372i,0.00051799+0.00056554i,5.5798e-05+0.00040947i,9.4335e-05+0.00031934i,0.000517-0.00061366i,0.0010774-0.0014774i,0.0011197-0.00055914i,0.00046804+0.00018606i,-0.00010562-0.00070939i,-0.00113-0.00048156i,-0.0013324-0.00049676i,-0.00094514-0.00014367i,-0.00079149+0.00075228i,-0.00079716+0.00073689i
-0.00051656-0.00066222i,-0.00068351-0.00019981i,-0.0012557+0.0010094i,-0.0021081+0.0010979i,-0.0010232+0.0018873i,0.00030574+0.0027145i,6.9621e-05+0.0016754i,-7.2507e-05+0.00040305i,-0.00068419+0.00015951i,-0.0014237+0.00074524i,-0.00057358+3.5897e-07i,0.00016865-0.00089659i,0.00053997-5.5273e-05i,0.0011819+0.00045196i,0.0010085+0.00039922i,0.0010071+0.00037935i,0.00089079+8.8315e-05i,0.00029638-0.00037796i,0.0001668-0.00026833i,0.00028811-0.00043707i,0.00040064-0.00075362i,0.00047005-1.6619e-05i,0.00015362+0.00066135i
-0.00016748-0.001728i,-0.0012428-0.0017434i,-0.0020669-0.0016466i,-0.0015426-0.0011566i,-0.0014683+0.00027993i,-0.00058488+0.00046472i,0.00059828+8.8876e-05i,0.00074659+0.00041633i,0.00033464+6.3884e-05i,-0.00016088+0.00012849i,0.00041729+0.00052071i,0.00060054+0.00034638i,-0.00016989-3.5403e-05i,0.00023743+0.00018246i,0.0010758+0.00034378i,0.0008835-6.1906e-05i,-0.00019345+6.2855e-05i,-0.00045474+2.7767e-05i,-3.2004e-06-0.00043508i,-0.00011659+4.6976e-05i,-0.00059664+0.00054728i,-0.00060509+0.00036504i,0.00053864+0.00030372i
0.00048972+0.00039899i,0.0016845-7.7298e-05i,0.0011696-0.00094005i,9.5011e-05-0.00027687i,-0.00058054+0.00095977i,-0.00080099+0.0016976i,-0.00018421+0.0022545i,0.00022656+0.0017764i,0.00041601+0.00075343i,0.00044619+0.00038442i,1.7494e-05+0.0001044i,0.00050293-0.00052395i,0.00030887+4.9735e-05i,-0.00033408+0.00082896i,0.00036447+0.00048845i,0.00089863-0.00045699i,0.00045183-0.00042786i,-0.00048323+0.00067938i,-0.0005374+0.00068175i,0.00056622+0.00036248i,0.00058378-0.00020634i,7.8268e-06-0.0003176i,0.00013215+0.00031055i
0.0028798-0.00039507i,0.002462+0.0004497i,0.0016121+0.0003047i,-0.00012671+0.00011209i,-0.00048701+0.00086613i,0.00022383+0.001995i,0.0010511+0.0016147i,0.0013906+0.00076076i,0.0008255+0.00066202i,-0.00052328-2.2583e-05i,-0.00091748-0.00094014i,-0.0004179-0.0004736i,-0.00068053+1.7146e-05i,-0.00093081+0.00026887i,-0.00069166+7.8316e-05i,-7.3405e-05+4.0107e-05i,-0.00015236-0.00056586i,-0.00076536-0.0013064i,-0.00040201-0.00011311i,-0.00012884+0.00095812i,-0.0001107+0.00071022i,0.00022717+1.1968e-05i,0.00021817-0.00055548i
0.00082758+0.0011043i,0.00095247+0.0011518i,0.0011038+0.0014767i,0.00084086+0.0010517i,9.9515e-05+0.00033908i,-0.00018021+0.00064988i,-0.00037987+0.0012702i,-0.00019185+0.00032712i,0.00046066+0.00019096i,0.00036702+0.00017369i,4.5003e-05-0.00063918i,0.00036471-0.00074504i,-5.9399e-05-0.00022377i,-8.4003e-05-0.00065582i,0.00025108-0.00086281i,-3.1906e-05-0.00041485i,-0.00039562+0.00026064i,-0.00057731+0.00053955i,-0.0002018+0.0003705i,5.4092e-06+0.00040157i,-0.00029641+0.00061423i,-3.3932e-05+0.00011197i,2.408e-05-0.00076777i
-0.00016792+0.00089016i,-0.00032-0.00028179i,-0.00041886-8.4499e-05i,-0.0014484+0.00055539i,-0.00188+0.0001711i,-0.00059545+0.00010845i,0.0004189+4.0562e-05i,0.0010002+0.00025838i,0.00050249+0.00069425i,-0.00024585+0.0002192i,-0.00025771-0.00057707i,-0.00057531-0.0011683i,-0.0017273-0.0011143i,-0.0017341-0.00035171i,-0.00013226-0.00062592i,0.00063167-0.00064942i,0.00011193-0.00015752i,-0.00043771+0.00038596i,-0.00010584+0.00047963i,0.00049477-0.00053308i,0.00048852-0.0012418i,0.00031857-0.00068574i,0.00028795+0.00023516i
-0.00078045-0.00011521i,-0.0007011+0.00011008i,-0.00088298+0.0003921i,-0.00068322+0.0011407i,0.00043051+0.00092376i,0.0010424+0.00046743i,0.00072292-0.00034052i,0.00056415-0.0013764i,0.00027012-0.001517i,-0.00044173-0.00017456i,-0.00034649+0.00148i,1.9633e-05+0.0016428i,0.00035479+0.00026169i,0.00093669-0.0006825i,0.00076536+3.9888e-05i,0.00053228+0.00017078i,0.00071499-0.00030453i,0.00068585-0.000551i,0.00034775-0.00075728i,-4.454e-05-7.1419e-05i,-0.00022969-0.00022978i,-0.00045349-0.00086948i,-0.0004796-0.00093217i
0.001011+0.00060014i,0.0015942+0.0003864i,0.0013923+0.00070661i,0.0001113+0.0016416i,-0.00025054+0.0021805i,-0.00038251+0.0021341i,0.00020143+0.0011118i,0.00094388+0.00056042i,0.00089609+0.0011886i,0.00068019+0.00087538i,0.00016693-8.8452e-05i,0.0001168-0.00060404i,0.00059378+6.5422e-05i,0.00036191+0.00053166i,-0.0002799+0.00012725i,0.00011894+0.00039211i,0.00051462+0.0010001i,0.00087491+0.00072684i,0.00093218+0.00041947i,0.00026359-0.00060476i,8.6457e-05-0.00059072i,0.00015559-0.00048818i,-0.00023901-0.00044335i
-0.0031344-0.0011107i,-0.0024321-0.00061819i,-0.0016301-0.00011971i,-0.0010254+0.0006737i,-0.0010141+0.00046219i,-0.00031052+0.00065248i,0.00094287+0.00062472i,0.0010524+7.2057e-05i,0.00062906-8.7723e-05i,0.00059251+0.0004044i,0.00051599+0.0011277i,0.00027366+0.00053959i,0.00021082-0.00025061i,0.0006703-0.00071221i,0.0011926-0.00099776i,0.0013915-0.00094747i,0.0014619-0.00088274i,0.00044022-0.00040695i,-9.8269e-05+0.00016969i,-0.00022234+6.9615e-05i,-0.00031652-0.00043699i,-5.6307e-05-0.00083846i,-6.8087e-05-0.00072598i
-0.0017498-0.0011694i,-0.0017156-0.00018969i,-0.0022674+0.00081506i,-0.0018194+0.0014156i,-0.00060452+0.0016258i,0.00054246+0.00051062i,0.00070348-0.00010989i,0.0002397-0.00012489i,-0.00029946-5.7476e-05i,-0.00090644+0.00057175i,-0.00032289+0.00021114i,0.00093468-0.00033265i,0.00095841-0.0009485i,-0.0001487-0.0014774i,-0.00020589-0.00088124i,0.00067468+6.831e-06i,-7.1168e-05-5.4758e-05i,-0.00067725-0.00053909i,0.00010034-0.00068053i,0.00011442-0.00015291i,0.00011937+0.00040651i,0.00033676+0.00023208i,0.00061434+0.00090925i
-0.00019101+0.0020818i,0.00042709+0.0017029i,0.00052718+0.0012054i,-0.00085785+0.0011132i,-0.00099025+0.00059762i,-0.00011524+0.00042542i,1.3573e-05+6.8845e-05i,-0.00013459+0.0003044i,-0.00019507+0.0014999i,0.00030484+0.0011945i,-0.00028203-0.00048085i,-0.0014947-0.0013849i,-0.0017657-0.0012101i,-0.00095236-0.0012208i,-0.00073664-0.00043667i,0.00023526+4.5168e-05i,0.0015535-0.00070318i,0.00093515-0.00034322i,-0.00062727+0.00013067i,-0.00090972+4.2694e-05i,0.00022796-3.1669e-05i,0.0010376-3.5986e-05i,0.00067959+0.00020906i
0.0010182-7.9605e-05i,0.00011384+0.00056531i,-0.0013284+9.6179e-05i,-0.0020109+0.00039677i,-0.0017087+0.0016013i,-0.00051722+0.0028107i,0.00026061+0.0016259i,0.00045339-0.0004523i,0.00016028-0.00088589i,-0.00061324-0.00010343i,-0.00061599+9.4524e-05i,0.00030602-5.9187e-05i,0.0005217-7.9557e-05i,-0.000106+4.9504e-05i,-0.00013792+0.0004081i,-8.2249e-05+0.00067156i,0.00010511+0.0011179i,0.00075668+0.00069764i,0.0014332-0.00012945i,0.00083973-0.00018648i,-0.00044105+0.00015086i,-0.00033602+0.0002198i,-0.00025877+0.00015672i
-0.0023463+0.00053882i,-0.0026227+0.0011045i,-0.0023081+0.0016379i,-0.001391+0.0018521i,0.0005248+0.00085858i,0.0017125+9.3474e-05i,0.0010918+0.00025373i,0.0006571-9.9958e-05i,0.00041336+3.5436e-05i,0.00040489+0.00069432i,0.00043036+0.00046318i,-0.00039623-0.00039488i,-8.0079e-05-0.00056853i,0.0010052-2.0239e-06i,0.00095233+0.00073517i,0.00049103+0.00054944i,-0.00017724-0.00059838i,-0.00010231-0.0014748i,0.00012491-0.0010149i,0.00018445-0.0001769i,9.7538e-05+0.00045426i,-0.00020422+0.00062534i,-0.00021817+0.00053574i
0.00080785-0.00098663i,-1.5052e-05-0.0017038i,-0.001501-0.0020321i,-0.0024328-0.00080877i,-0.0023622+0.00098558i,-0.001184+0.0021722i,-0.00010481+0.0014023i,0.00037456+0.00013597i,0.00030702-0.00019005i,-0.00049777-0.00060767i,-0.00073594-5.462e-06i,-0.00015855+0.00070983i,0.00011705+0.00037578i,0.00066164+0.00043003i,0.00050616+0.00050859i,-0.00011444+0.0001107i,-0.00055077-0.00032221i,-0.00059328-7.0617e-05i,-0.00035556+4.2585e-05i,-9.7304e-05-0.00026126i,0.00030938-0.00010274i,-0.00047772+9.3326e-05i,-0.0007917-0.00021018i
0.0018898+0.0010308i,0.00088115+0.0002257i,0.00035468-0.00048372i,2.4263e-05-0.00064092i,-0.00095172-0.00011093i,-0.0014083+3.2855e-05i,-0.00097262+0.00037826i,-2.0787e-05+0.00096175i,0.0008472+0.00072289i,0.00057546+0.00090029i,0.00085543+0.00087559i,0.00074944+0.00033273i,-0.0005702-0.00027157i,-0.0010876-0.00054062i,-0.0011578-0.00078821i,-0.0007704-0.00089933i,8.5516e-05-1.2098e-05i,0.00066797+0.00014639i,0.00098877-4.9853e-05i,0.0008513+0.00061524i,0.00044922+0.00073716i,0.00018834-0.00029126i,-0.00027718-0.00013909i
-0.00028585+0.0012375i,0.00029525+0.001352i,0.00066696+0.0009919i,9.2216e-05+4.3741e-06i,-0.00060664+0.00016198i,-0.00047385+0.0011153i,6.2328e-05+0.0016921i,-3.25e-05+0.0011196i,-2.2027e-05+0.00039813i,1.605e-05-0.00011977i,-0.00012995-0.00070277i,0.00020131-0.00063099i,5.1214e-05-0.0005797i,-5.7542e-05-0.0006999i,0.00019423-0.00080715i,4.1731e-05-2.6187e-05i,0.00033112+0.00067126i,0.00083852+0.00062629i,0.00016071+0.00029256i,-0.00064802-0.00061002i,-0.00069546-0.00076674i,-0.00026284-0.00034697i,0.0005819+2.8808e-05i
-0.0023524+0.0010721i,-0.0026791+0.00054948i,-0.001811+0.00036319i,-0.0012443+0.00049071i,-0.00080003+0.00066105i,0.00026374+0.00054659i,0.0011892+0.00058502i,0.0012361+0.00030561i,0.0010626+0.00041105i,0.00053078+0.0010667i,3.5722e-05+0.0013964i,-0.00024618+0.0002101i,-0.0010316-0.001273i,-0.0018893-0.0011711i,-0.0014579-0.0003637i,-0.00046858+0.00078961i,-0.0002165+0.00071041i,4.3474e-06+9.8854e-05i,0.0002278-0.00011842i,-2.3298e-05-8.9336e-05i,-3.6925e-06+0.00055679i,0.00028683+0.00069422i,0.00016256-0.00024726i
-0.00056667-0.00064608i,-0.00063122-0.00013653i,-0.00039706-7.9599e-05i,-0.0010183-0.00017952i,-0.00070627-0.0001335i,0.00044889+0.00053682i,0.00064012+0.0005459i,0.00034266+0.00051985i,0.0004022+0.00025309i,0.00038485-0.0001254i,-3.8984e-05-0.00054614i,-0.00040556-0.0008911i,-0.00079278-1.7377e-05i,-0.00011892+0.00065638i,0.00083021-0.00016888i,0.00071259-0.00047297i,0.00030689-0.00054722i,-0.0001022-0.00043027i,-0.00043262-7.7552e-05i,-0.00029704+5.0163e-05i,-7.6875e-05-3.9694e-06i,-0.00012649-0.00037974i,0.00020035-0.00059529i
-0.0010149-0.0010943i,-0.0013654-0.00055164i,-0.0020609-0.00069207i,-0.0024178+0.00045964i,-0.0012776+0.0019886i,0.00091213+0.0016732i,0.0014912+0.00028501i,0.00019299-0.000672i,-0.00099074-0.00088262i,-0.001091-0.00079758i,-0.00077467-0.00038791i,-3.2562e-05+0.0006885i,0.00082954+0.0011001i,0.0011212+0.00056441i,0.00072518-0.00034445i,0.00036405-0.0011101i,0.0013485-0.00070417i,0.0017662-0.00028561i,0.00052756-0.00057382i,-0.00093758-0.00027225i,-0.0013482-0.0003369i,-0.00078455-0.0001189i,-0.00040103+0.00017174i
-7.4351e-05-0.00068794i,-0.00041152-0.00042871i,-0.001028-0.00034925i,-0.00091093+2.6556e-06i,4.5459e-05+0.0014672i,0.00021636+0.0014417i,-0.00029597-4.2436e-05i,-0.00015049-0.00029458i,-0.0002935+0.00042997i,-0.00028414-4.1255e-05i,0.00020168-0.00032973i,0.00050643+0.00013275i,0.00051361+0.0001894i,4.1599e-05-0.00045331i,-0.00020646-0.00069808i,7.2428e-05-0.00036184i,0.00066946+0.00013405i,0.00096077+0.00018393i,0.00030294+0.00012479i,-0.00047501-0.0004438i,-0.00071303-0.0012203i,-0.00026061-0.0004424i,0.00059448+0.00084253i
