-0.0016917+0.001493i,-0.002093+0.0032349i,-0.002288+0.0036516i,-0.00084839+0.0031353i,-3.1833e-05+0.0022027i,0.00014804+0.0019807i,-0.00011843+0.0014064i,5.1714e-05+0.0009859i,0.00074168+0.00094503i,0.0013956+0.0010566i,0.0010145+0.00071573i,0.00049817+0.00030553i,-0.00017768-0.00022502i,-0.00034142-0.00087772i,-0.00061526-0.0011692i,-0.00092497-0.001004i,5.9971e-05-0.0008895i,0.00035495-0.00052363i,8.4182e-06+1.9068e-05i,0.00016381+0.00021078i,-0.00037843-0.00010062i,-0.00043665-0.00077923i,0.00034096-0.00084052i
0.00076096-0.0015739i,-0.00016949-0.002093i,-0.0014493-0.0021773i,-0.002173-0.0013728i,-0.0033486+0.00010137i,-0.003117+0.0018377i,-0.0013087+0.0019077i,-0.00023725+0.0010526i,0.00028287+0.00079305i,0.00034542+0.00055922i,0.00080307+0.00063401i,0.0014824-3.2369e-05i,0.0016002+0.00032783i,0.0013471+0.0016336i,0.0010144+0.0013254i,0.00085779+0.00093515i,0.0012618+0.0010126i,0.00086975+0.0010717i,-0.00042667+0.00085688i,-0.0009511+0.00024722i,-0.00088663-0.00038183i,-0.00068042-0.00011468i,-0.00039666+0.00018666i
-0.0002565-0.0013755i,-0.00075838-0.00075781i,-0.0022071-0.0012892i,-0.0025171-0.0015613i,-0.0016147+0.00045789i,-9.652e-05+0.0016186i,0.00059266+0.0010911i,0.00036534+0.00046474i,-0.00021998-0.00011198i,0.00030267+0.00091345i,0.00038276+0.0018901i,0.00010449+0.0010734i,0.00063089+0.00086273i,0.0008603+0.0011925i,0.00058523+0.0009172i,0.00052214+0.00075982i,3.3166e-05+0.00033619i,-0.00021472-0.00063064i,0.00034523-0.00050547i,0.00063977-0.0001608i,0.00056111-0.00086341i,0.00012836-0.00029706i,-6.2987e-05+0.00071083i
0.00020546+0.00053225i,0.001511-0.0010321i,0.0023696-0.00064922i,0.0020088+0.00050199i,0.00077829+0.00030931i,-0.00012714-0.00038707i,0.00028854-0.00056166i,0.00076578-0.00057688i,2.2996e-05-0.00049758i,-0.00014741+0.00028267i,0.00031131+0.00049929i,5.3248e-06-8.7254e-05i,0.00060693+0.00047645i,0.00077112+0.0013409i,0.000714+0.0005654i,0.00052307-0.00066961i,0.00019709-0.00077801i,0.00022666-0.00033236i,-0.0004533+6.3763e-05i,-0.00032365-2.9313e-05i,0.00029704-2.6169e-05i,0.00046205-0.00049735i,0.00047777-0.00066857i
0.00031293-0.00077615i,-0.00086815-0.0011152i,-0.0018239-0.0012091i,-0.0016015-0.0012704i,-0.001352-7.3659e-06i,-0.0021389+0.00092476i,-0.0019596+0.00033242i,-0.0007652+5.7923e-05i,-0.00029223+0.0005616i,0.00034784+0.00076131i,0.0010369+0.00082572i,0.00035077+0.00063804i,-0.00013046+0.00033443i,0.0006664+0.00045416i,0.00078713+1.8899e-05i,2.3588e-05-0.00063767i,-3.9258e-05-0.00024541i,-6.5822e-05-0.00031222i,0.00014704-0.00074757i,0.00049918-0.0006277i,0.00018695-0.00081289i,0.00038479-0.00028718i,0.0001161+0.00079363i
-0.00029705+0.0005549i,0.0011885-0.00030658i,0.0024665-0.0011638i,0.002271-0.00078122i,0.0015078-0.0012458i,0.00027569-0.0023554i,-0.00037667-0.0011815i,-0.00042469+0.00030031i,-0.00034317+0.00050042i,0.00013376+0.00048151i,0.00084164+0.0003228i,0.00062395+0.00026207i,-0.00034022+0.00049826i,-0.00086635+0.00092719i,-0.0012169+0.0010877i,-0.0012017+0.00088007i,-0.0002484+7.3856e-05i,0.00067604-0.00030368i,0.00054852+0.00034958i,0.0002267+0.0003406i,0.00050653+0.00032125i,0.00067326+0.00021261i,0.00095507-0.00059282i
0.0010135+0.00043402i,0.00093443-0.00019339i,0.00045894-0.00061808i,0.00053295-0.00041177i,-9.8702e-06-5.4262e-05i,-0.00045949-0.0001376i,-6.6435e-05-9.6972e-05i,-4.9161e-05+3.7834e-05i,-3.5754e-05+0.00082453i,0.00013575+0.0012045i,0.00082157+0.00077349i,0.00098357+0.00054652i,0.00054943+0.00076779i,0.00073888+0.0003867i,0.0010322-0.00097745i,0.0012403-0.00133i,0.00063705+2.6054e-05i,-0.0005215+0.00050564i,-0.00043557-0.00015358i,0.00032937-0.00058988i,0.00020609-0.00025107i,-0.00032879+0.00016477i,-0.00091259+0.00018348i
-0.00025708+0.00036735i,-0.00014887-0.00034115i,0.00032404+0.00055383i,0.00025605+0.0012875i,-0.00041339+0.00098593i,-0.00077826+0.00074465i,-0.0002143+0.00063924i,0.00053455+0.00015037i,0.00056647+0.00013599i,0.00097078+0.00078306i,0.00091318+0.00099666i,0.00071836+0.00034563i,0.001133+0.00016984i,0.00077948+0.00010458i,0.00088588+8.1501e-06i,0.00062438-1.6543e-06i,0.00020188+8.6977e-06i,0.00066669+0.00011918i,0.0011358+0.00016712i,0.0011366+0.00026968i,0.0011899-0.00012006i,0.00076283-0.0005973i,0.00010862-0.00044547i
-0.001945-0.00020171i,-0.0020762+0.0016031i,-0.0021934+0.0039337i,-0.0010872+0.0038226i,-2.4064e-05+0.0019283i,-9.4567e-07+0.0003417i,0.00028619+0.00019088i,0.00062374+0.00023202i,0.00033081+0.00032232i,0.00042074+0.00093642i,0.00073642+0.0011106i,0.0010956+0.0013017i,0.00042183+0.00068414i,-0.00035108+3.0018e-05i,-0.00028618-2.9425e-05i,-0.0004125-0.00059128i,-0.00042361-0.00033417i,-8.7151e-05+7.472e-05i,2.9606e-05-0.00014193i,0.00034571-0.00066706i,0.0008918-0.00061697i,0.00069521-5.5532e-06i,0.00010443+9.1479e-05i
0.00049765-0.0018205i,0.00084747-0.0017218i,0.0001321-0.001985i,-0.000956-0.001226i,-0.00095978+0.00014569i,-3.2456e-05+0.00069422i,0.00029779+0.00011243i,0.00018066-0.00060612i,0.00029561-0.0002697i,-0.00025107+0.00010356i,-0.00047043+0.00069009i,0.00018612+0.0015605i,0.0010431+0.0016037i,0.0010193+0.00087388i,0.00035215-2.1532e-05i,0.00031871-0.00088313i,0.00064216-0.00084108i,0.00084163-4.8772e-05i,0.0012121+0.00019777i,0.00091398-0.00032277i,0.00065945-0.00070339i,0.00085698-0.00040482i,0.00025363-0.00014814i
-0.00041267-0.0014168i,-0.00013473-0.0010315i,-6.0294e-06+1.7957e-05i,-0.00062589+0.00025704i,-0.0011964+0.0014266i,-0.00084431+0.0015175i,-6.0521e-05+0.0012036i,0.0009116+0.0016528i,0.0010774+0.0012627i,0.0006429+0.0013523i,0.00062171+0.00107i,0.0010338+0.00037432i,0.0010515+0.00031078i,0.00073062+0.00051668i,0.00061247-0.00041776i,0.00074729-0.00093407i,0.00028501-0.00072047i,-0.00040835-0.00080035i,-2.7357e-05-0.00034472i,0.00045522+0.0001756i,0.00014283+0.00016507i,-8.8502e-05-0.0005011i,0.00043687-0.00061912i
-0.00026059+0.0020505i,0.00041256+0.0012152i,0.00034275+0.0005136i,-1.4998e-05+0.00040302i,0.00051786+7.4219e-05i,0.00032475-0.00053091i,-0.00026854-0.00033476i,-0.00015597-0.00010198i,-0.00012716+0.00058184i,0.00039355+0.0011182i,0.001033+0.0010122i,0.00021804+0.0011144i,-0.00030542+0.00069961i,8.5611e-05+0.00018431i,4.3445e-05-0.00040148i,-0.00032592+0.00011227i,-0.00036496+0.00066159i,-0.00027256+0.00038897i,0.00089062-0.00018949i,0.0010399-0.00042796i,-0.00013439-0.00016043i,-0.00042474+0.00017598i,-0.00055429+0.00069615i
0.00021009-0.0012828i,-0.0022442-0.00041618i,-0.002445-0.0017645i,-0.0022391-0.0015739i,-0.0019315-0.00011852i,-0.0013935+0.00099281i,-0.00081745+0.00090138i,-7.7222e-05-2.4986e-05i,0.00069587+8.275e-05i,0.00087009+0.0008141i,0.00037047+0.0010974i,2.7188e-05+0.0010289i,0.0001642+0.00081973i,0.00045372+0.00086544i,0.00046332+0.00079439i,0.00073806+0.00075402i,0.00035474+0.00081536i,-0.00029558+0.0008639i,-0.00060609+0.00036823i,-0.00035928-0.00030118i,-6.4229e-05-7.6467e-07i,0.00016827+0.00049154i,0.00029421+0.00073162i
-0.0010042+0.0013146i,0.00040173+0.0015127i,0.00075006+0.0022535i,0.00070269+0.0016205i,0.0011523+0.0010343i,0.0008582+0.0010759i,-0.00021357+0.00011394i,-9.9771e-05-2.171e-05i,-0.00042322+0.0010577i,-0.00039033+0.00091721i,0.00044066+0.0006727i,-0.00038377+0.00099883i,-0.00097678+0.00097308i,-0.00050399+0.0010537i,-7.3112e-05+0.0005878i,4.7168e-05-8.1418e-05i,-0.00045892+3.6749e-05i,-0.001328+8.426e-05i,-0.001384-0.00015992i,-0.00042579-0.00025781i,4.4274e-06+9.1761e-05i,-1.8063e-06-0.00028104i,2.932e-05-0.0011039i
-0.00038018-0.00095056i,-0.00030179-0.001034i,0.00063259-0.0012386i,0.00051485-0.001218i,-0.000389-0.0010982i,-0.0003983-0.00046932i,-0.00026795+0.00022033i,-0.0004811-0.00038128i,-0.00028089+0.00062926i,0.00037853+0.0019686i,0.00051012+0.00092674i,0.00020703+0.00078612i,1.5229e-05+0.001392i,0.00010555+0.0008564i,0.00020488+0.00061478i,0.00047609+0.00036417i,0.00036499-0.00010614i,-0.00033735-0.00053436i,1.5044e-05-0.0010364i,0.00033263-0.0010097i,-0.00030069-0.00071046i,-0.00083632-0.00017267i,-0.00082195+0.00031018i
0.0010516+0.00066994i,0.00087664-0.00017543i,0.00059616-3.1067e-05i,0.00098309-1.3716e-05i,0.00056961+0.00020227i,-0.00048023+0.00036113i,-0.00035618+0.00022228i,0.00022648+0.00061059i,0.00088582+0.00090597i,0.00099937+0.00068447i,0.00081842+0.0010777i,0.0010872+0.0013268i,0.00064897-0.00025619i,0.00014294-0.0008003i,0.0008851-3.6969e-05i,0.0010555+0.00061814i,0.00047035+0.00062132i,-0.00033765-3.254e-05i,-0.00084003+0.0003647i,-8.0325e-05+0.0006665i,0.00085295+0.00054467i,0.00033844+0.00036637i,-0.00018094-0.0004534i
-0.0019154-0.00023814i,-0.0010037+0.0012547i,-0.0010483+0.0015471i,-0.00036423+0.001516i,0.00084475+0.0023269i,0.00083174+0.0024054i,0.0005146+0.00078898i,6.2209e-05-0.00018834i,-0.00038893+0.00059475i,-0.00057877+0.0013243i,-0.00037626+0.0016402i,-0.00019146+0.0014837i,0.00041203+0.00078271i,0.0010651+0.00022987i,0.00093126-0.00022212i,0.00048634-0.0001844i,0.00057003+0.00033037i,0.0007527+0.00063841i,0.00044737+0.00091637i,-0.0001524+0.00072765i,-0.0005181+0.00050633i,-0.00045325+0.00021543i,-2.0878e-05-0.00039436i
0.00060143+0.0010791i,-0.00038837+0.00086419i,-0.00068661-0.00031985i,-7.4925e-05-0.00039111i,-0.00028383+0.00057208i,-0.00081893+0.0014618i,-0.0010543+0.0016193i,-0.0013043+0.0011398i,-0.0013598+0.00099164i,-0.00060632+0.0012847i,0.0011323+0.00098913i,0.0021661+0.00013611i,0.0013478-8.9666e-05i,0.00064425+0.00062514i,0.00030329+0.00066602i,-0.00014165-0.00086422i,0.00051287-0.0012057i,0.00064289+0.0001637i,-0.00052618+0.00088903i,-0.00063668+0.00055733i,0.00012566+0.00026698i,0.00012872-9.4e-05i,-0.00035905-0.00040819i
-3.9977e-05-0.00046076i,-0.00027293-0.0022295i,-0.00025167-0.0012979i,-0.00092437+0.00040277i,-0.0012419+0.00063071i,-0.0012015+0.00055833i,-0.0011805+1.8776e-05i,-0.00092442+0.00051601i,-0.00019845+0.00088022i,0.00056923+0.00032279i,0.00098926+0.00037797i,0.00074029+0.0010266i,0.00053098+0.00083114i,0.0004694+0.00016792i,0.00031672-0.0007009i,7.5898e-05-0.00095083i,0.00056431-0.00013717i,0.00069973+0.00017554i,-0.00061615-0.00038342i,-0.0010742+3.9092e-05i,-0.00015274+0.00044451i,0.00073403-5.8341e-05i,0.00094202+0.00010795i
0.00025254+0.00083471i,0.0010008-0.00017267i,0.00167+0.00065807i,0.0018876+0.00060109i,0.00183-4.4073e-05i,0.0013853-0.00041776i,5.5641e-05-0.00081578i,7.7791e-06-0.00016825i,0.00059097+0.0010967i,0.00093144+0.0017935i,0.0013638+0.00176i,0.0014832+0.0013011i,0.00071957+0.00040732i,0.00034009+0.00017777i,0.00090662+0.00014808i,0.00051552-7.6945e-05i,-0.00031402-0.00040024i,0.00019698-0.0001886i,0.00076306+5.4637e-05i,0.00047622+0.00033426i,0.00031493+0.0005364i,4.864e-05+0.00063812i,-0.00018416-9.4427e-05i
-0.00014167-0.00076435i,-0.00034718+0.00086534i,-0.00063391+0.00085115i,-0.0013068-0.00031318i,-0.00099855-0.00064525i,-0.0010527-5.0089e-05i,-0.00068821+0.00058573i,4.877e-05+0.00036178i,0.00027719+0.00010493i,0.00010456+0.00075511i,-0.00037433+0.00095553i,-0.00033146+0.00087209i,0.0002566+0.00090323i,0.00062532+0.00047972i,0.00084832-2.9208e-05i,0.0009364+8.4684e-05i,0.00089241-0.000141i,0.00092382+0.00028191i,0.00054206+0.0008202i,-0.00050605+0.0002205i,-0.00075912-9.1807e-05i,-0.00056274+0.00040181i,-0.00061074+0.00042096i
-3.9543e-05-0.00052711i,-0.00052326-0.00048515i,-0.00023238+0.000147i,-0.00031848+0.00048888i,5.7257e-05+0.00057418i,0.00025553+0.00010467i,-0.00032392-0.00021271i,-0.00057548-1.6444e-05i,-0.00031763+0.0001756i,-0.00075393+0.00058686i,-0.0011223+0.0003544i,-0.00010833+0.00033458i,0.00070158-8.9716e-06i,0.0010477-0.00028861i,0.0011243-0.00061638i,0.00062119-0.00073721i,1.9964e-05-0.00054535i,-0.00033636+0.00043035i,-0.00030347+0.0018124i,3.2956e-06+0.0011369i,0.00063332+0.00024037i,0.00059533+0.0002114i,0.00031704+8.9993e-05i
0.00036296+0.001276i,0.0013337+0.0013672i,0.0014289+0.00098794i,0.00065117-0.00037679i,0.00029611-0.00046075i,0.00012132+0.00019301i,-0.00043498+0.00020252i,-0.00093828+0.00040125i,-0.00031159+0.0010015i,0.00013229+0.00061875i,0.00013532+0.00024871i,0.00029927+0.00080013i,0.0006809+0.00069779i,0.00096189+0.00061188i,0.00018941+0.0010522i,0.00024758+0.00066813i,0.00093022+0.0011122i,0.00066996+0.0010703i,-0.00011603+0.00031924i,-0.00044551-0.00028353i,-0.00073341-0.00050512i,-0.0007611-0.00056862i,-0.00070736-0.00049151i
0.0015949-0.0007701i,0.0012965-0.00039194i,0.00061526-0.0014645i,0.00028623-0.0017278i,-0.0006164-0.00023904i,-0.00079456+0.0014642i,0.00048331+0.0013714i,0.00091842-0.00019697i,0.00086178-0.0001262i,0.00073331+0.00092439i,0.00042735+0.00070944i,0.00036253+8.8577e-05i,0.0007666+7.9063e-05i,0.00073852-0.00034264i,0.00061121-0.0010423i,-0.00045599-0.0010039i,-0.0012401-0.00057547i,0.00023703-2.802e-05i,0.0010062+0.00016995i,0.0004324+6.8471e-05i,0.00015335-8.3288e-05i,-0.00030777-0.00015101i,-0.0008743-0.00013301i
-0.001518-0.0016786i,-0.0018201-0.00073378i,-0.0029721+0.00087264i,-0.0030913+0.0011683i,-0.0015742+0.0012786i,-0.00042755+0.00073489i,0.00021491+0.00043725i,0.00040914+0.0012963i,-8.4953e-05+0.0011413i,-0.00019076+0.00053988i,0.0010912+0.0010279i,0.0016402+0.0010335i,0.00091302+0.00074866i,0.00073333+0.00068491i,0.00081869+0.00012966i,0.00013433+0.00017077i,0.00022894+0.00073635i,0.00080629+0.001134i,0.00083054+0.00098553i,0.00098094+0.0006732i,0.00070865+1.8145e-05i,-0.00025343-0.00043978i,-0.0010261-0.000154i
-0.0012505-0.0011502i,-0.0010469-0.002182i,-0.0015946-0.0024162i,-0.001779-0.0018459i,-0.00074084-0.00014666i,-0.00032744+0.0011848i,-0.00039203+0.00052146i,-0.00031838+0.00032852i,-0.00012104+0.0013517i,0.00020991+0.0020974i,0.00055717+0.0016369i,0.00086627+0.00065892i,0.0015353+0.00058074i,0.0016977+0.00098429i,0.0011852+0.00058446i,0.00099966-0.00015865i,0.00072554+0.00012664i,0.00091134+0.0005699i,0.0014965+0.00048407i,0.0010994+0.00036342i,0.00034325+0.00019966i,-0.00031644+0.00052886i,-0.0005687+0.0010879i
0.00097917-0.00056008i,0.0014666+0.00069261i,0.0019358+0.00087245i,0.00090568+0.00085178i,-0.00025366+0.00075361i,-0.00010685+0.0010142i,0.00056897+0.0010922i,0.00094641+4.7321e-05i,0.00090274-0.00019287i,0.00017858+0.00027676i,-7.9617e-06+0.0010991i,0.00046543+0.00084197i,0.00047792-0.00070768i,0.00051012-0.0013243i,0.00032908-0.0012643i,0.00024088-0.00061465i,-5.8461e-05+7.0709e-05i,0.00010216-0.00014137i,0.00076773-4.7328e-05i,0.00096829+6.8419e-05i,0.00073649-0.00037622i,0.0004409-0.00082531i,0.00014996-0.00034144i
-0.0021095-0.00021253i,-0.001785+0.0011082i,-0.0020559+0.00096455i,-0.0022251+0.00083043i,-0.0010857+0.0012217i,0.00032543+0.0010258i,0.00018696+0.00057972i,0.00018826-0.00015893i,0.00037616+0.00053895i,-0.00028468+0.0019461i,-0.00020552+0.0018346i,0.00015625+0.0012346i,-1.2229e-06+0.0010757i,-5.7845e-05+0.00088678i,0.00044288+0.00079949i,0.00044318+0.0011051i,-6.325e-05+0.00093176i,-0.00035172+1.3037e-05i,-0.00034306-0.00013139i,2.3147e-05+2.2112e-05i,-8.8613e-05+0.00027223i,-0.00053862+0.00059275i,-0.00011813+0.00090948i
-0.00065882-0.0027033i,-0.00088827-0.0031737i,-0.00052807-0.0033638i,-0.0019409-0.0020837i,-0.0022986-0.00089515i,-0.001416-3.4753e-06i,-0.00093405+0.00019305i,-0.0010736-0.00031738i,-0.00080146-1.1653e-05i,-0.00028233+0.00049917i,-1.2489e-05+0.0010999i,0.00043997+0.0013128i,0.0010191+0.00087057i,0.0012844+0.00066116i,0.00048102+0.00027546i,-0.00014504+0.00025977i,0.00037101+0.00042032i,0.001128+0.00068478i,0.0010047+0.00063972i,0.00071637+0.0001038i,-2.7771e-05-0.00021473i,1.3203e-05-0.00026422i,0.00046729-0.00054084i
-0.00044689-0.0013157i,-0.00014515-0.0010246i,-0.00095223+0.0015855i,-0.0012984+0.0019713i,-0.00092012+0.0015535i,-0.00026406+0.0017492i,-0.00014855+0.0013924i,-0.00017915+0.0010507i,0.00035655+0.0015208i,0.00040618+0.0014621i,0.00070668+0.00071179i,0.00072647+0.00010437i,0.00054535-4.3163e-05i,0.00063207-0.0004417i,0.00058069-0.00074685i,0.00066304-0.00069311i,0.00015219-0.00075591i,-0.00016347-0.0012325i,-0.00012345-0.0012027i,-3.568e-05-0.00030251i,0.00067942-2.6665e-05i,0.0002803-0.00042032i,-0.00011563-0.0002427i
0.00045409-0.0013283i,0.00066295-0.0010984i,9.6701e-05-0.0019405i,-0.0010138-0.001863i,-0.0015391-0.00062482i,-0.0015836-5.7854e-05i,-0.00055316+0.00010493i,0.0007276+0.00046093i,0.0009223+0.0004101i,0.00032768+0.00034807i,-0.00016347-0.00020062i,9.6876e-05-9.5249e-05i,0.00068761+0.00037048i,0.00065804+4.3619e-05i,0.00030596-3.4946e-06i,0.00011829+0.00032315i,-0.00019404+0.0003413i,-0.00029261-0.00062511i,-6.9627e-05-0.0010211i,0.0004266-0.00043632i,0.00099707+5.4424e-05i,0.00054567-1.7049e-05i,0.00024576+0.00032079i
4.059e-06-0.0013335i,-0.0017801-0.00099473i,-0.0022763-0.001131i,-0.0010421-7.8812e-05i,-0.00033697+0.0011168i,-0.00050695+0.0024308i,-0.0012862+0.0026041i,-0.0015123+0.0011317i,-0.0010837+0.00065522i,-0.00044342+0.0009042i,5.899e-05+0.00077099i,0.0002375+0.00043296i,-0.00018342+0.00037093i,0.00019586+9.8314e-05i,0.0010487-0.00030918i,0.00076371-0.00054984i,3.0589e-05-0.00033282i,0.00027888+0.00036175i,0.0013987+0.0014629i,0.0012239+0.0014i,0.00058203+0.00017321i,-0.00020252-0.00034559i,-0.00055711+5.3598e-05i
-0.00079085-8.8913e-05i,-0.00045443+0.00092634i,-0.00058665+0.00097585i,-0.00066192+0.00060903i,-0.00020627+0.00095975i,0.00043079+0.00019388i,0.00052465-0.00053143i,-3.5481e-05-0.00036363i,7.2217e-05+0.00016637i,0.00052789+0.00091177i,6.2152e-05+0.0014244i,-0.00036696+0.00092421i,-0.00032906+0.00052197i,-0.00091311+0.00037086i,-0.0011424-6.0229e-05i,-0.00070164-0.00035631i,-0.00035953-0.00046555i,0.00021909-0.00068316i,0.00034349-0.00058969i,0.00033547+1.1988e-05i,0.00041744+0.00048973i,-0.00014651+0.00018745i,-0.00047557-0.0003499i
-0.00052663-0.00083063i,-0.0017807-0.00091556i,-0.0016571-0.0013769i,-0.0004254-0.00062761i,-0.00028849+0.00071646i,-0.00029205+0.0011549i,0.00016877+0.00084376i,0.00038753+0.00011007i,0.00041143+0.00025976i,1.0015e-05+0.0010962i,0.00026997+0.0011167i,0.00047153+0.0014418i,0.00067152+0.0013032i,0.0013383+0.0010868i,0.0014336-0.000155i,0.00091813-0.001631i,6.4171e-05-0.00092692i,-0.00043672-0.0001044i,-0.00068299-7.4203e-05i,-0.00044462+0.00037863i,-5.3843e-05+0.0006486i,0.00016539+0.00032107i,-7.3636e-05+0.00019683i
-0.0014212-0.00063841i,-0.0010556-0.00080333i,-0.001086+0.00038118i,-0.00087325+0.0021371i,0.0003223+0.0026543i,0.00036689+0.0012509i,-0.00017956+1.3734e-05i,3.6789e-05-9.4239e-05i,0.00029803-0.00026103i,0.0002434-0.00020426i,-0.00010431+0.0010519i,0.00019456+0.0017174i,0.0006963+0.0016648i,0.00065941+0.00064027i,0.00071925-0.00027814i,0.00021311-7.761e-06i,-0.00044945+3.3157e-05i,-0.00017519-0.00047395i,0.00065123-0.00030748i,-4.1261e-05+0.00033961i,-0.00039638-0.00030987i,-0.00047547-0.00061221i,-0.00060123-0.00088099i
0.00036753-0.00046272i,0.00054059-0.00024908i,0.00039055-2.1552e-05i,-0.00068469+0.00030788i,-0.0009809+0.00076049i,-0.001176+0.0010211i,-0.0013589-0.00028362i,-0.00053381-0.0016844i,0.00033847-0.00085926i,0.0010755+2.7849e-05i,0.00095166+0.00047669i,-9.1125e-05+0.0014693i,-6.4002e-05+0.0012637i,0.00089192+0.00071864i,0.00073095+0.00014511i,-0.00030574-0.00068075i,-0.00073435-0.00026842i,0.00013675+0.0002251i,0.0010513+1.0769e-05i,0.00056649-0.00067564i,0.00063456-0.00035307i,0.001199+0.000259i,0.001317+0.00028872i
0.00040583-0.00069127i,-0.00026061+5.4996e-05i,6.2726e-05+0.00030739i,0.00017144-0.00011716i,9.2756e-05-0.00061463i,-0.00042247+3.4831e-05i,-0.00092471+0.001133i,-0.0008829+0.00054396i,-0.00089005+0.00067836i,-0.0007321+0.0012878i,-0.00076698+0.00018107i,-0.00068868-0.00029641i,-0.00084689+0.0001977i,-2.9295e-05+0.00062406i,0.0010376+0.00034305i,0.0004277+0.00052342i,-0.00037584+0.0010462i,-0.00041383+0.00095629i,-0.00029187+0.00077919i,-0.00062158+0.00014934i,-0.00015516+0.00019403i,0.00019262+0.0004797i,-0.00019874+0.00050994i
-0.00059933+0.00048244i,-0.00078886-0.00024034i,-0.00080312-0.0010836i,-0.0011545-0.0007273i,-0.0012542-0.00049341i,-0.00030672-0.00065405i,-2.7852e-05-0.00066505i,-7.9326e-06-5.898e-05i,0.00045746+0.00098159i,0.00087571+0.0015077i,0.00067496+0.00065259i,4.444e-05+0.00070238i,-0.000146+0.00155i,0.00029474+0.0011643i,0.0011277+0.00039912i,0.0014661+8.8953e-05i,0.00075516+0.00017118i,0.00096665-0.000163i,0.00075784-5.4948e-05i,-0.00042847+0.00028672i,-0.00088723-0.00044749i,-0.00043038-0.00088176i,8.3246e-05-0.0003149i
0.00027543+0.00017208i,0.00041781+0.0019211i,0.0014724+0.002698i,0.00043211+0.002216i,-0.00072592+0.0014657i,-0.0011613+0.0010243i,-0.00085951+0.00019263i,0.00051582-3.7493e-06i,0.0007686+0.00060492i,-2.2125e-05+0.00047229i,-0.0001406-0.00016146i,7.5885e-05-0.00022719i,0.00012769+0.00011045i,0.00047531+0.0003918i,0.0010324-0.00035934i,0.00029795-0.00067704i,-0.0003683+0.00016719i,2.4431e-05+0.00048162i,-0.00037461+0.00094937i,-0.00035715+0.0013795i,0.00043412+0.00063268i,-1.6722e-05+0.00035355i,0.00026841-3.2313e-07i
-0.00043319+0.00017559i,-0.0016859-0.0012563i,-0.0025732-0.0019142i,-0.0019434-0.00041476i,-0.001425+0.00041251i,-0.0010369+0.00021543i,-0.00051042+0.00049212i,7.3015e-05+0.00028623i,0.00021833-0.00010829i,0.00037379+0.00018008i,0.00083965+0.00084243i,0.00063408+0.00093729i,-3.0981e-06+0.00064049i,0.00026761+0.00028466i,0.00039372-0.00041029i,0.00060338-0.00048037i,-0.00023113+0.00041027i,-0.00058466+0.00044258i,0.0002887-0.00073778i,0.00036602-0.0011036i,0.00054909-0.0010414i,0.00034243-0.00052575i,-0.00042929-0.00013787i
0.0008828-3.1354e-06i,0.0017396-0.00017246i,0.0017485+0.00071621i,0.0013574+0.00069276i,0.00096841+0.00065321i,0.00018533+0.0011368i,-0.00039475+0.0011595i,-0.00061185+0.0014221i,-0.00082609+0.0016439i,-0.00063713+0.0010004i,0.00017569+0.00024372i,0.00076191+0.00021656i,0.00065073+0.00046475i,-0.00011198+0.00056933i,-0.00019376+0.0007544i,-0.00015475+5.8985e-05i,-4.8466e-05+2.3264e-06i,0.00016132+0.00033313i,-3.7873e-05+0.00016822i,-0.00055244-0.00020138i,-0.0012448-6.0929e-05i,-0.0015539+0.001017i,-0.00071269+0.00074752i
-0.00061546-0.0024569i,0.00011463-0.0013002i,0.00016094-0.00077133i,-0.00084261-0.00047064i,-0.0010556-0.00025426i,-0.0012998+0.00024355i,-0.00151+0.00053614i,-0.00083973+0.00011959i,-0.00039941-9.1307e-05i,-0.00050637+0.00015398i,-0.00056647+0.00024222i,0.00026904+0.00069703i,0.0015802+0.00095595i,0.0017401+0.00064755i,0.0011321+0.00014779i,0.00042653+0.00048614i,-2.8979e-05+0.00035278i,0.0005909+2.8999e-05i,0.00079908+0.00031079i,0.00035725-7.9821e-06i,0.00013849-0.00017521i,0.00019236+0.00029637i,0.00017195+0.00016705i
0.0012074+0.00030754i,0.00059908+0.00052138i,9.3125e-05+0.0002718i,-0.00013885+0.0003877i,-0.0011501+0.00065955i,-0.0015747-6.7756e-05i,-0.00082991-0.00064406i,-0.00071036-0.0004534i,-0.00054047+0.00012555i,0.00030748+0.00076083i,0.00059514+0.0014208i,0.00092606+0.0018296i,0.0012129+0.0016667i,0.00079299+0.0012237i,0.00022863+0.00085649i,0.00013654+0.00060249i,9.0325e-05-0.00012055i,0.00042265-0.00045409i,0.00082041-0.00042556i,0.00076048-0.00030059i,0.00086291-0.00038191i,0.0001196-0.00065316i,-0.00062001+0.00033661i
0.00042257-0.0012535i,-0.0016211-0.0014974i,-0.0021606-0.0020036i,-0.001475-0.0019434i,-0.0011558-0.0010953i,-0.0010778+0.00036865i,-0.00080598+0.0012394i,2.6062e-05+0.0005844i,0.00035568-0.00039246i,0.00016534-0.00038342i,0.00051984+0.00048428i,0.00044315+0.00094939i,5.6381e-05+0.00072777i,0.00052332+0.00070294i,0.00053259+0.00052783i,0.00039872-4.9116e-05i,0.0008043-0.00013039i,0.0001151-0.00011544i,-0.0002671-0.00098792i,0.00011687-0.00075011i,0.00017839+6.3584e-05i,0.00013153-0.00022344i,-0.0003432-0.00076178i
