-0.0018698+0.0011806i,-0.0022262+0.0008839i,-0.0028085+0.0015267i,-0.0018861+0.0014581i,-0.00066527+0.0024151i,0.00051164+0.0017814i,0.001694+0.001032i,0.0012824+0.0010215i,0.00066292+0.00029801i,0.00017125+4.3203e-05i,-8.4731e-05+6.751e-05i,-0.00020979-0.00064454i,-0.00016751-0.0010859i,-2.7459e-05-0.00059409i,0.00046427+0.00014961i,0.00032648+0.0004454i,7.6952e-05+0.00037964i,0.00032274+0.0003771i,0.00050759+8.8695e-06i,0.00058811-0.0004479i,-0.00028757-0.00016025i,-0.00068721-1.6116e-05i,-0.00019202-3.497e-06i
-0.00088929-0.0023259i,-0.0013174-0.0016211i,-0.0010948-0.00037779i,-0.001435+9.2434e-05i,-0.0015501+0.00056195i,-0.00083043+0.0015721i,0.00035838+0.001883i,0.00079988+0.0010431i,5.1073e-05+1.5626e-05i,-0.00065156-0.00026377i,-0.00064687-0.00056819i,-0.00020294-0.00028075i,-7.0804e-05+0.00075077i,7.3964e-05+0.00083001i,0.00046749+0.00041178i,0.0002567+0.00065431i,-0.00078227+0.00053051i,-0.00052722+1.4247e-05i,0.0003039-5.5568e-05i,0.00043266-0.00033204i,-5.3465e-05-0.0006928i,-0.00010036-0.00053166i,0.00036166-3.5288e-05i
0.0017527-0.00052652i,0.001415-0.0016426i,0.0011626-0.0027944i,6.2135e-07-0.0021206i,-0.0010503-0.00055441i,-0.0013498+0.0013945i,-0.00049315+0.0022559i,0.00042801+0.001109i,0.00054146-7.8074e-05i,-5.3256e-05-0.00034863i,-0.00098939-0.00082264i,-0.0011771-0.0013666i,-0.00031526-0.00012397i,-0.00039972+0.001052i,-0.00068609+0.00054263i,-0.00026909-8.8348e-05i,0.00013265+9.8702e-05i,-0.00027255+0.00046096i,0.00021573+0.00077472i,0.00095242+0.00043916i,0.00077458-0.0001512i,0.00043684-0.00037216i,-0.00035724-0.00049811i
1.795e-05+0.00035426i,-0.00093567+0.00075752i,-0.0016896+0.0012447i,-0.00080242+0.0015988i,0.0010598+0.0017963i,0.0012124+0.0017994i,0.00022065+0.0010418i,0.00048063+0.00010725i,0.00059659-0.00022599i,-3.7015e-05-4.6718e-05i,-0.0003412+0.0001995i,-0.00062015-0.00041788i,-0.0010518-0.001255i,-0.00049632-0.00077007i,0.00014492+0.00025986i,-0.0006695+0.00028068i,-0.00074409+0.00019109i,0.00015941+0.00076087i,0.00037548+0.0012692i,0.00032867+0.00092642i,-0.00029867+0.00014616i,-0.00092785-0.00017753i,-0.00092565+1.2358e-05i
-0.0014885-0.00020586i,-0.00032673-0.00057225i,0.00031192+0.00022132i,-0.00031715+0.0011028i,0.00017713+0.00090696i,0.00075092+0.0010999i,0.00080629+0.00042607i,0.00051968-0.00083437i,0.00034655-0.00097248i,0.00028843-5.298e-05i,0.00016506+0.00048146i,-0.00032697-0.00031816i,-3.0889e-05-0.0010493i,0.00044142-0.00062607i,0.00014481-0.00041342i,3.5674e-05-0.00041872i,0.00068918-0.00012318i,0.0003654+0.00036324i,-9.4901e-05+0.00091229i,-6.8151e-05+0.0012471i,-0.00023311+0.00084817i,-0.00011744+6.1241e-05i,-0.00017274-2.2186e-05i
-0.001673+0.0030525i,-0.0020415+0.0016517i,-0.0011536+0.0012353i,-0.00032014+0.0018459i,-0.00086493+0.0010875i,-0.0008594+0.0003914i,-6.6672e-05+0.00026984i,-2.5769e-05-0.00048475i,-0.00036342-0.00099694i,-0.00049434-0.00093416i,-0.00045466-0.00045848i,8.6937e-05-3.7709e-05i,-4.5329e-05-0.00052336i,-3.5762e-05-0.0011762i,0.0007454-0.0012948i,0.00084376-0.0012994i,-8.7826e-06-0.0010192i,-0.00058525-0.00021237i,-0.00057445+0.00049204i,-0.00081338+0.00018788i,-0.00072399-0.00025186i,-0.00017813-0.00056337i,0.00019451-0.0006418i
-1.1918e-05+0.0025379i,0.00066173+0.0025587i,0.0012552+0.0019617i,0.0010231+0.00043335i,0.0012642+6.296e-05i,0.0013443+0.00044765i,0.0011895+0.00065691i,0.00064928+0.00098559i,8.9466e-05+0.00056018i,0.00013214-0.00017637i,0.00010908-0.0010084i,0.00015921-0.00065882i,-9.3166e-05+0.00073261i,-0.00080389+0.00064437i,-0.00050367-0.00038667i,-0.00010696-0.00016377i,0.0001735+0.00042085i,0.00074595-7.5837e-06i,-6.5452e-05+0.00019366i,-0.00065529-8.9627e-05i,-0.00049728-0.00041209i,-0.00051336-6.6232e-05i,-0.00064129-0.00040517i
-0.00023633+0.00061496i,-0.00059282+0.00067273i,-0.0020071+0.0009998i,-0.002043+0.0013846i,0.00028845+0.0010379i,0.0013552+0.00037841i,0.00039804-5.4886e-06i,-0.0006701+3.9378e-05i,-0.0010591+9.3959e-05i,-0.00068256-0.00022707i,0.00010217-0.00040853i,0.00058769-0.00024381i,0.0004086+0.00024961i,-0.00014467+0.00014156i,-1.6683e-05-0.00052435i,1.9154e-05-0.00043044i,-0.00053289-1.1761e-05i,-0.00055699+0.00017112i,-0.00031576-3.2642e-05i,-0.00030011+0.00011337i,-0.00038338+0.00037603i,-0.00020105+0.00026474i,-0.00019611-0.00030087i
0.0019071+0.00019914i,0.0018978+0.0001535i,0.0014479-1.889e-05i,0.0013068-0.000175i,0.0015929+0.00048361i,0.00093094+0.00075343i,-3.7875e-05+0.00090954i,-5.488e-05+3.4988e-05i,0.00035277-0.0012217i,0.0004706-0.00090567i,-4.9141e-05-0.00010978i,-0.00044001+0.00032783i,-0.00026943+0.00021992i,-2.9365e-05-0.00023778i,0.00014515-0.00028067i,0.00042622-0.00062845i,0.00034274-0.00063835i,-0.00010832-6.1803e-05i,-0.00026791-0.00015846i,-0.0006364-0.00024391i,-0.00068338+0.0001267i,-0.00023759+0.00055044i,0.00042631+0.0010381i
0.0017559+0.0029719i,0.0013913+0.0023708i,0.00082131+0.00066687i,0.001181-0.00042471i,0.0014056-0.00056806i,0.0013774-0.00021597i,0.0010585-0.00029276i,0.00050853-2.3836e-05i,0.00034787+0.00021548i,0.00010461-0.00026006i,-0.00043186-0.00043314i,-0.00071021-0.00091572i,-0.00013614-0.0014708i,0.00043605-0.00060208i,1.1614e-05+0.00014828i,-0.00062363+0.00029419i,-0.00015915+1.1778e-05i,0.00020077-0.00015856i,0.00017807+0.00034596i,0.00014994+0.00024358i,-0.00049839-0.00033177i,-0.00055986-0.00016514i,-0.00082937-7.5953e-05i
0.00016231+0.001701i,0.00029154+0.0008765i,-0.0003239-0.00015035i,-0.0010554-0.00011721i,-0.00063429+0.00019533i,-7.666e-05-0.00024612i,-0.00020899-0.00034062i,-0.00012655+0.00054394i,2.5274e-06+0.00067939i,-0.0006737+0.00017772i,-0.00098165+0.00042651i,-0.00065469+0.00067454i,-0.00032571+0.00052124i,-0.00058514+0.00057533i,-0.00069277+0.00032529i,-0.00047152+0.00010932i,-0.00027197+0.0002453i,0.00020878+0.00056333i,0.00030135+0.0013037i,-0.00020751+0.0016104i,0.00035658+0.001006i,0.00086082+4.9086e-05i,0.00078012-0.0006746i
-0.00251-0.0013846i,-0.0034649-0.0011549i,-0.0035985-0.00053991i,-0.001941+0.00060824i,-0.00055188+0.00067366i,-0.00031859-0.00057884i,0.00011802-0.00071626i,-6.961e-06-0.00048124i,0.00055048-0.0012066i,0.00048726-0.00090545i,-0.00023732+1.7505e-05i,-0.00013621+0.00073386i,-1.6308e-05+0.00019809i,6.4315e-05-0.00088131i,0.00036854-0.00024693i,0.00077694-7.1506e-06i,0.00041299+0.00023752i,0.00015779+0.00030248i,0.0003482-0.00020427i,-0.00030609-0.00067008i,-0.00074211-0.00038125i,-0.00031686+0.00027853i,-8.7803e-05+0.00017738i
0.0010872-0.0022855i,0.00065805-0.0028745i,-6.8163e-05-0.0032225i,0.00014516-0.0015706i,9.0507e-05+0.00051046i,0.00058278+0.0010861i,0.0019739+0.00080501i,0.0018385+0.00049671i,0.00034385-0.00062687i,-0.00062442-0.00077671i,-0.00093594-0.00027503i,-0.00049482-0.00034786i,0.00029819+5.7674e-05i,0.00095663+0.0010231i,0.00092889+0.0013695i,0.00051281+0.00094418i,0.00025643+0.00026845i,-0.00013256-6.4204e-05i,-0.00054159-0.0004662i,-0.00058901-0.00065418i,-0.00023313+2.9944e-05i,0.00053872+0.00083022i,0.00055349+0.0010853i
8.5782e-05+0.002382i,0.00028667+0.0022757i,-0.00066302+0.0023978i,-1.6739e-05+0.0022343i,0.001622+0.0019215i,0.0018848+0.00046062i,0.00099272-0.00039621i,-0.00050045-0.00062935i,-0.00068556-0.00051695i,-0.0003149+0.00032634i,-0.00082768+7.5351e-05i,-0.0013416+7.0073e-05i,-0.0015382+1.3235e-05i,-0.0009142-0.0009164i,-0.00038665-0.00055821i,-0.0010504-0.00052759i,-0.001362-0.00089877i,-0.00078931-0.00020438i,0.00012281+0.00012324i,-0.00022844-0.00018455i,-0.00064777+0.00015608i,-0.00066942+0.00060202i,-0.00032771+0.00050149i
0.0011534+0.00087715i,0.0013157-4.2869e-05i,0.0014168-0.0014882i,0.00081426-0.0019045i,-0.00014355-0.0011186i,-0.00088022-0.00040945i,-0.0010575-0.00013437i,-0.00039299+0.00027077i,-0.00054554+0.00046551i,-0.00032046-0.00031745i,-0.000248-0.0007874i,-0.00056472-0.00050771i,2.7498e-05+0.00011583i,0.00034787+0.00079906i,-0.00047533+0.00058534i,-0.00011759-7.3032e-05i,0.00078199+9.1151e-05i,0.00058669+0.00097296i,0.00034359+0.0015136i,0.00050027+0.0015499i,-0.0002147+0.00094031i,-0.00026254-1.0205e-05i,0.00027428-0.00023171i
-0.00057388-0.00083047i,-0.0022286-0.0013361i,-0.0024755-0.0010053i,-0.002595-0.0006041i,-0.0023386-0.00063403i,-0.0013407-7.2242e-05i,-0.0006787+0.00086387i,0.00015461+0.0013717i,-6.1457e-05+0.00061244i,-0.0004572-0.00044526i,-9.1374e-05-0.00059193i,5.6944e-05+9.2867e-05i,-6.3802e-05+0.00029548i,0.00020149-0.0003713i,0.00065951-0.00078614i,0.00068938-0.00020407i,0.00041718-5.0284e-05i,-0.00012049-0.00010854i,-0.00025299-0.00015373i,-0.00010428-0.00085522i,-0.00045102-0.0012232i,0.00054741-0.00064919i,0.0015002-0.0003051i
-0.00030526-3.6197e-05i,-0.0001831+9.5741e-05i,0.00017216+0.00062121i,0.00049209+0.0012051i,0.00085917+0.0014545i,0.00094308+0.00065748i,0.00076758+0.00091089i,0.00082776+0.0011329i,0.0011373+0.00053917i,0.0009956+0.00078151i,0.00049555+0.00070059i,-0.0001566+0.00027214i,-0.00051512-0.00045357i,-0.00016054-0.00067788i,0.0002641-0.00048714i,4.6279e-05-0.00013013i,-0.0001942+0.00043129i,-0.00029705+0.00061016i,-0.00051936+0.00042894i,-0.00072993+0.00049535i,-0.00030937+0.0002191i,0.00045538-0.00018291i,0.00053843-0.00040671i
0.0013258+4.2782e-05i,0.0015808-4.6907e-05i,0.0009966-0.00079137i,-0.00013222-0.0013903i,-0.00027835-0.0010063i,0.00061328-0.00038922i,0.0012282-0.0002352i,0.0010824+0.00046533i,0.00018187+0.00059547i,0.00023816+0.0001973i,0.0008449-0.00014954i,0.00058739-0.00013618i,0.00026917+0.00069555i,3.9118e-05+0.0010905i,0.00022054+0.00043868i,0.0006192+0.00059064i,-0.00020644+0.00093789i,-0.00097801-7.8725e-06i,-0.00064121-0.00046524i,-0.00056359-0.00055425i,-0.00062879-0.00025128i,1.891e-05+1.0471e-05i,0.00040595+0.00019376i
0.00096553+0.0015331i,0.00098977+0.0020879i,0.00027622+0.0015568i,-0.00039547+0.00062103i,-0.00076767-0.00048209i,-0.0012448-0.00099686i,-0.00068865-0.0010168i,0.00026912-5.1487e-05i,0.00075141+0.00060097i,0.00023187+0.00037708i,-0.00052182+0.00015305i,-0.00021872-0.0002084i,-0.00016996-0.00063514i,-0.0003987-0.00032413i,-0.00018566-0.00022776i,0.00034344-0.00016677i,0.0004587+4.8114e-05i,0.00022664+0.00039841i,-0.00052907+9.049e-05i,-0.00074534-0.00023902i,-0.00049491+9.6393e-05i,-0.00014605+0.0002123i,-0.00027062-0.00015284i
7.4925e-05+8.7177e-05i,-0.00015796-0.00095015i,-0.00034407-0.00040984i,-0.00089779+0.0011097i,-0.0011366+0.0015426i,-0.00083287+0.0012691i,-0.0012487+0.0015526i,-0.00073099+0.0010107i,0.00014676-0.00016181i,0.0002909-0.00021261i,0.00058589+0.00047244i,-4.4265e-05+0.00015916i,-0.00070125-0.00043638i,-0.00023751-0.00020017i,0.00041089+0.00012018i,8.2462e-05+5.5661e-05i,-0.00013861+0.00027483i,-0.00010818+0.00034972i,-0.00014009+0.00016833i,-0.00046434+0.00021001i,-0.00018255+5.2158e-05i,8.9435e-05-0.00067837i,-7.1689e-05-0.001185i
0.0010049-0.00055038i,0.0012965-0.00096985i,0.00016643+3.4719e-06i,0.00018387+0.00044406i,0.00076366+0.00045579i,0.00094867+0.0012833i,0.00058166+0.0013703i,0.00019288+0.00068921i,0.00046904-0.00032599i,0.00070642-0.00052942i,-5.9184e-05+0.00039595i,-0.0012955+0.00060387i,-0.0010473+0.00053201i,-6.4724e-05+0.00039943i,6.2439e-05-0.00038181i,0.00029534-0.00013622i,0.00080878+0.0007283i,0.00094271+0.00077239i,0.00065145+0.00013715i,-0.00026618-0.0003141i,-0.00054932-0.00018371i,-0.00025643+0.00037324i,-0.00015802+9.2325e-05i
0.0013561+0.0010057i,0.0017428+0.0018295i,0.0010955+0.0017599i,0.00019841+0.00057276i,-4.176e-05-3.5812e-05i,0.00038205+0.00031995i,0.00069721+0.00075896i,0.00067085+0.00020836i,0.00021507-0.00012838i,-0.00034912+0.00011512i,1.6218e-05+9.7585e-05i,0.00090857-0.00042344i,0.00050934-0.00038302i,-0.00054733+0.00055451i,-0.00068408+0.00038149i,-0.00072928-8.3783e-05i,-0.00051248-2.9495e-06i,-0.00039683+9.6198e-05i,-0.00089475-8.1392e-06i,-0.00076377+0.00010876i,-0.00050708-6.5264e-06i,-0.00041981-0.00011443i,-0.00059355-0.00038016i
0.00052382+0.0015008i,-0.00023856+0.0021835i,-0.00050589+0.0014808i,-0.00014748+0.00075948i,0.00042674+0.0005462i,-0.00020832+0.00060054i,-0.001032+0.0010092i,-0.00053356+0.00040452i,-7.0496e-05-0.00013607i,0.00012286-0.00015765i,-0.00022427-9.7302e-05i,-0.00053229-0.0001986i,1.9789e-05+3.8009e-05i,5.0233e-05+0.00049094i,0.00017083+0.001407i,0.00027339+0.0021234i,-0.00036518+0.00088131i,-0.0008404-0.00026456i,-0.0013289-0.00014164i,-0.00088196-0.00018296i,0.00014581+0.00023884i,-8.3161e-05+0.00079956i,-0.00014517+0.0006157i
0.0023833-0.0007793i,0.0020542-0.0019765i,7.7678e-05-0.002066i,-0.00088768-0.00058556i,-0.00094985+0.00070277i,-0.0007698+0.0015906i,0.00013396+0.0013187i,0.00052511+0.00055888i,0.00031613+0.00021495i,-0.00014112+4.3486e-05i,3.3144e-06-0.00038455i,-1.6404e-05-0.00078487i,-0.00017394-3.3579e-06i,5.9764e-05+0.00043354i,-0.00049176+0.00034842i,-0.00084376+0.00046019i,-0.00073979+0.00055675i,-0.00037587+0.00093128i,0.0003601+0.00040678i,0.0004787-0.00046615i,0.00072989-0.00057743i,0.00076067-0.00044831i,0.00028204-0.00022931i
-0.0018063+0.00084047i,-0.0011522+0.00080764i,-0.0005928+0.0006727i,-0.00038517+0.0010092i,-6.163e-05+0.0016617i,0.00075249+0.0012647i,0.00089643+0.00077474i,0.00056678+9.2336e-05i,0.00042946-0.00032895i,0.0004665-0.00016911i,-0.00043701+0.00039236i,-0.00060228+0.00080171i,-0.00024247+0.00024802i,-0.00064481-0.00088135i,-0.00069647-0.001044i,-0.00058635-0.00057395i,-0.00083342+4.9414e-05i,-0.00073139+6.3294e-05i,-0.00043987-0.00041164i,0.00017357-6.6562e-05i,0.00049744+0.00054397i,-5.6167e-05+0.00048032i,-0.00053414+0.00066996i
-0.00053913-0.00098182i,-0.00073493-6.0452e-06i,-0.00067677+0.0011092i,8.0053e-05+0.0008821i,0.0011745+0.00052264i,0.0011039+0.00046759i,0.0013718-3.2236e-05i,0.0016749-0.00068614i,0.00058141-0.0004532i,-0.00023347+0.00012033i,-0.00031564-3.3148e-05i,-0.00020459-0.00063398i,-0.00037965-0.0013716i,-0.00036392-0.0021965i,-0.00077881-0.0021039i,-0.00060194-0.00067682i,5.4635e-05+0.00046734i,0.0003617+0.00053858i,-1.5768e-05+0.00062745i,-7.4892e-05-0.00027654i,-0.0002181-0.00047594i,-0.00050003-0.00011863i,-0.00029184-0.00021706i
-0.0020773+0.0013398i,-0.0010539+0.00053442i,0.00052226+0.0013518i,0.0011087+0.0019933i,0.0014611+0.001045i,0.0016-0.00013973i,0.001008-0.00075034i,0.00074238-0.00059061i,0.00044679+4.3753e-05i,0.00064262+6.3074e-05i,0.0012253-4.5179e-05i,0.0011941+0.00023279i,0.0012126-0.00040331i,0.0010377-0.0014724i,0.00035697-0.0019848i,-0.00021646-0.0011571i,-0.00012626-0.00015849i,-7.124e-05+0.00015824i,-0.00023691-3.7888e-05i,-0.0002794-0.00018513i,-0.00028796+0.00022993i,0.00029771+0.00051696i,8.4216e-05+0.00098753i
0.0016787-0.00043091i,0.0016975-0.00069953i,0.00020753-0.00086843i,-0.0009981-1.2757e-05i,-0.0012361+0.00050464i,-0.001379+0.00088275i,-0.00066889+0.00051257i,-2.0887e-05-0.00059408i,-0.00054177-0.0010018i,-0.0010735-0.00064948i,-0.00076345-0.00030194i,-0.0013575+0.0002178i,-0.00095172+0.00086875i,0.00027517+0.00052761i,7.1053e-05+0.00020171i,0.00017202+0.00049105i,0.00027367+0.00064868i,0.00017564+0.00019925i,9.8648e-05+9.5966e-05i,-9.0953e-05-4.6412e-05i,0.00016223-0.00098098i,-4.9332e-05-0.0010029i,-0.00043925-0.00050756i
-0.0049644+0.0013824i,-0.0037993+0.0015675i,-0.0022906+0.0024636i,-0.00062075+0.0028226i,0.0015679+0.0019562i,0.0018256+0.00098428i,0.00097637+0.00018671i,0.00052782+0.00016826i,0.00040504+0.0002941i,0.0011808+0.0005481i,0.0016002+0.00047646i,0.00079409-0.00034779i,0.00064756-0.00046896i,0.00070363-0.00053189i,0.00041382-0.00091634i,-0.00049421-0.00014671i,-0.00094006+0.00090397i,-0.00040094+0.00083106i,-0.00034891-1.7637e-05i,-0.00078949-0.000271i,-0.00067928-0.00038615i,-0.00019925+0.00021487i,-0.00045471+0.00082409i
-0.00028747-4.6712e-05i,-0.00069519-0.00077435i,-0.00094867-0.00075876i,4.7972e-05+5.5691e-06i,0.0012765+0.000614i,0.0017777-2.8681e-05i,0.0015068-0.00013256i,0.00050074-0.00018315i,0.00040301-0.00032377i,1.1948e-05-0.00063442i,-0.00019455-0.0014452i,0.00042996-0.0014733i,0.00083352-0.00047237i,0.00032289+6.184e-05i,0.00027748+0.00017311i,0.00021264+0.00057836i,0.00040067+0.00018645i,0.00050239+0.00033527i,0.00029491+0.0009385i,-0.00027899+0.00087948i,-0.00076958+0.00078985i,-0.00066287+0.00027859i,0.00040072-0.00021236i
0.00016383+0.00011061i,-0.00046717-0.00031491i,-0.0018339-0.0007473i,-0.0020225-0.00021547i,-0.00051152+0.0003639i,0.00071408+0.00024585i,0.0008638+9.6001e-05i,0.0005419-3.6386e-05i,7.43e-05-8.4665e-05i,0.00022988-0.00014423i,0.00024745-0.00015032i,0.00013438-0.0004704i,1.3822e-05-0.00052418i,5.0076e-06+0.00013384i,-0.0009977+0.00012053i,-0.0016645-0.00043909i,-0.0013441+0.00021292i,-0.00097951+0.00066262i,-0.0003701+0.00014134i,-0.00020701-0.00010374i,-0.00081438-8.5282e-05i,-0.00091352+3.3917e-05i,-2.3196e-05+0.0005087i
0.0014375+0.00023414i,0.00074918+0.00079207i,5.8714e-05+0.00049592i,-0.00040421+0.001279i,-0.00067171+0.002048i,5.0112e-05+0.0020178i,0.00088932+0.0019078i,0.0010764+0.0011326i,0.0002551+0.00011373i,-0.00070463-0.00027419i,-0.0005197-1.424e-05i,-0.00063212+0.001045i,2.635e-05+0.0018022i,0.0011271+0.0013932i,0.00084612+0.00030993i,0.00017996-0.0002931i,-0.00011035-0.00058351i,0.00043025-0.00080827i,0.0015092-0.00064811i,0.0020414-0.00051076i,0.0013497-0.00030434i,0.00057658-0.00011728i,0.00030994+0.00042151i
-0.0025552-0.0014876i,-0.0026552-0.0012148i,-0.001975-0.00019399i,-0.00033691-0.00034524i,0.00088866+0.0001487i,0.0008007+0.00074388i,0.00048079+0.00040966i,8.9155e-06+0.00051202i,0.00024772+0.00066065i,-8.8064e-05-0.00015374i,-0.00073625-0.0012887i,-0.00010311-0.0010022i,0.001077-0.00018567i,0.0011741-0.00039208i,0.00036262-0.0010123i,-0.00018949-0.00054652i,-0.00055651-0.00045195i,-5.3009e-05-0.00025782i,0.0005287+0.00010895i,0.00060303+4.7336e-05i,0.00042377+0.00037478i,-0.00018034+0.00075546i,0.00024312+0.00052404i
-0.00017446+0.0013927i,0.0012385+0.0012034i,0.0013996+0.0016936i,0.0013938+0.00087629i,0.0018426-0.00015353i,0.0021462+0.00017926i,0.0010785-0.0001484i,0.00015321-0.00069085i,0.0005971-0.00072662i,9.7243e-05-0.00017223i,-0.0003313-4.8668e-05i,-0.00014237+2.1417e-05i,-0.0007719+0.00023766i,-0.001057-6.7813e-05i,-0.00042258-0.00086831i,0.00015618-0.00039722i,-0.00024418+0.00087158i,-0.00086551+0.0001349i,-0.0013301-0.00083612i,-0.00090871+0.00011021i,9.0693e-05+0.00079761i,0.00047681+0.00050835i,0.00030206+0.0011792i
0.00076091+0.00019445i,0.00056216+4.0464e-05i,-0.00046975-7.7968e-05i,-0.001001-0.00011401i,-0.00074441-0.00027092i,-0.00083048-0.00045849i,-0.00025323-0.00064173i,0.00028346-0.00078617i,-7.826e-05-0.00080219i,-0.00055895-0.0011218i,-0.00026425-0.00073195i,-0.0004164+0.00084297i,-0.0014966+0.00086718i,-0.0015846-0.00029301i,-0.00041841-0.00033507i,0.0006304+0.00043174i,0.00051141+0.0011212i,-0.00015854+0.0013831i,-0.00020627+0.00034721i,-6.8181e-06-0.00086139i,-6.4894e-05-0.00050744i,-0.0007271-0.00018868i,-0.00055066-2.8445e-05i
0.00071956-0.00055588i,-0.00053503-0.0003409i,0.00030249-0.0016425i,0.00039925-0.00079816i,-0.00072854+0.00072525i,-0.00058574+0.0014526i,0.00055293+0.0016204i,0.001155+0.00093301i,0.00094948+0.00026269i,0.00068754-0.00046858i,-0.00026755-0.00024237i,-0.00076285+0.00014348i,0.00010563+0.00020829i,0.00026692+0.00044875i,0.00053346+0.00050147i,0.0010362-0.00011558i,0.00023277-0.00058749i,-0.0003115-0.00014108i,-1.927e-05+0.00022319i,0.00013004+0.00030519i,-0.00021959+0.00029021i,-0.000549-0.00036677i,-0.00041738-0.00080995i
0.0016917+0.00060441i,0.0019377+0.00025775i,0.0023814+0.00073253i,0.0020452+0.0010159i,0.0015091+0.001164i,0.00068372+0.001028i,0.0002202+0.00074446i,0.00058472+0.0010374i,0.00030837+0.00049147i,0.00040672-0.0009142i,0.00093585-0.0017017i,0.00058389-0.00080396i,-6.8561e-05+0.00023177i,0.00017557+0.00098093i,-7.8923e-05+0.0014004i,-0.00029612+0.0010687i,-0.00011654+0.000686i,-9.785e-05+0.0003526i,0.00051425+0.0006276i,0.0006798+0.00079082i,8.4196e-06+0.00039116i,-8.6735e-05-9.6683e-05i,0.00014825-0.00059685i
-0.00055477+0.0026273i,0.00013483+0.0025369i,0.0010921+0.0014512i,0.00074232+0.00038243i,0.00012818-0.00067551i,0.0013678-0.00095682i,0.0015765-0.0002879i,0.00055987-0.00067963i,0.00064664-0.0007932i,0.00029644-0.00049885i,0.00013577-0.001178i,0.00045896-0.0011277i,-5.2677e-05-0.00065949i,-0.00029329-0.00078531i,0.00020665-0.00079818i,0.00025897-0.00033612i,-0.00061927+0.00021101i,-0.0011348-7.1772e-05i,-0.00038411-0.00044875i,0.00032068-5.8427e-05i,0.0001162+0.0001076i,8.3472e-05-0.00061854i,-9.9086e-05-0.0012295i
0.00049987+0.00092397i,0.0002468+0.0005757i,0.0003005+0.0003168i,0.0010093-0.00054131i,0.0017694-0.0011509i,0.0014149-0.0015766i,0.00081331-0.0014417i,0.00067301-0.00035739i,0.00021705-0.00036881i,-0.00032928-1.4528e-05i,-0.0004561+0.00031801i,-0.00070378+2.4599e-05i,-0.00095416+0.00036518i,-0.00046202+6.0337e-06i,-0.00028767-0.00073821i,-0.00061693-0.00078922i,-0.00026774-4.6215e-05i,5.2994e-05+0.00037049i,-0.00033262+0.0003507i,7.3438e-05+0.00012879i,0.00019965-0.00048264i,-4.9318e-05-0.0007021i,-0.00041958-0.00031621i
-0.00080641-7.409e-05i,-0.001307-0.00010693i,-0.00063353-6.9856e-06i,0.00026537+6.6727e-05i,0.00011986+0.00029138i,-0.0004132+0.00028108i,-0.00046373+9.4684e-05i,-0.00060266-0.00034351i,-0.00027578-0.0010576i,0.00053094-0.0010899i,0.00070146-0.00081871i,-0.0001311-0.00045614i,0.000319-0.00010444i,0.0011978-1.6245e-05i,0.0013095-0.00021829i,0.00074521-0.00018443i,-0.00033563+0.00010415i,-4.1952e-05+0.00054137i,0.00025011+9.1515e-05i,-0.00043884-0.00064975i,-0.00014871-0.00017987i,0.00024756-4.4452e-05i,0.00040847-0.00046969i
0.00022878+0.00028648i,0.0012041+0.00010127i,0.00013913+0.0011475i,-0.0002323+0.0022026i,0.00051478+0.0020235i,0.00045947+0.0010374i,-3.8969e-05+0.0007265i,-9.3918e-05+0.0011651i,0.00010525+0.0010358i,-1.9901e-06+0.00064937i,-0.00035041-0.00018613i,-0.00048813-0.001453i,-0.00046241-0.0017021i,-0.00038581-0.0012055i,0.00045484-0.00065374i,0.00095935-8.0719e-06i,0.0011218+0.00064674i,0.00034412+0.00043644i,1.3725e-05-0.00057326i,-1.4529e-05-0.00053375i,-0.0003073+0.00024003i,-0.00025026+0.00025957i,-0.00015514-0.00044194i
0.0022434+0.0017921i,0.0014717+0.0023482i,0.00059932+0.0023785i,0.00077541+0.0011588i,0.0012614+0.00067322i,0.00088865+0.00037793i,-0.00010389-0.00032882i,1.2737e-05-0.00065407i,0.00041467-0.0006286i,0.00043064-0.0012816i,2.0394e-05-0.0014375i,-0.00092455-0.00039119i,-0.001745+0.00039159i,-0.0012059+0.00054588i,0.00016722+0.00050556i,0.00060774+0.00019059i,-0.00034168-0.00015222i,-0.00019413+0.00041741i,0.0010724+0.00026637i,0.0015993-0.00021764i,0.00092317+0.0005598i,0.00048407+0.00066504i,0.00016551+0.00097587i
0.00059349+0.0016093i,0.00065862+0.00133i,0.00099907-0.0007387i,0.001445-0.0016317i,0.00094965-0.0016998i,-0.0005481-0.00072736i,-0.00079713+2.42e-05i,-0.00010587-0.00054719i,0.00048711-0.00065252i,0.00054539-0.00076154i,-1.5935e-05-0.00066139i,-0.00034464-0.00026205i,-0.00036084+0.00010005i,-0.00024647+0.00071572i,-0.00057062+0.0010653i,-0.0010916-4.7101e-05i,-0.00010514-0.00068826i,0.00048855-0.00031839i,0.0001208-0.00019808i,0.00053443-0.00020819i,0.00054892-0.00028677i,0.00031051+0.00015922i,-0.00019277+0.000296i
