-0.0026008+0.00093511i,-0.0032709-8.6286e-05i,-0.0047443+0.00042212i,-0.0045036+0.0022189i,-0.0036627+0.0034692i,-0.0023674+0.0039764i,-0.00085042+0.0035436i,-0.00051821+0.0024063i,-0.00033786+0.0012635i,6.084e-05+0.00032749i,-0.00014626-0.000138i,-0.00065669+4.8723e-05i,-0.00054581-2.1529e-05i,-0.00059651-0.00033467i,-0.00038959-0.00040271i,-0.00084433-0.00069956i,-0.0011477-0.00098616i,-0.00070674-0.00063616i,-0.00065308-0.00041993i,-0.0008576-0.00044702i,-0.0011633-0.00081783i,-0.00017611-0.00096116i,0.00066374+0.00028375i
-0.00055144+0.0029891i,-0.0034282+0.0026747i,-0.0042277+0.0037763i,-0.0020348+0.0039951i,0.00025257+0.0030314i,0.0014538+0.0020107i,0.0025938+0.00010577i,0.0036549-0.001162i,0.0040256-0.0014455i,0.0036851-0.0012635i,0.0020993+0.00045854i,0.0008442+0.0025342i,0.0008948+0.0031706i,0.00050384+0.0024508i,-0.00022848+0.0021771i,-0.00061339+0.0018681i,3.8662e-05+0.0004244i,0.00012159+0.0002663i,-0.00017232+0.00021464i,-0.00021732-0.00042264i,-0.00024627-0.00043722i,-0.00010141+0.0003867i,-0.00044728+0.00075054i
0.001022-0.0020035i,-0.002116-0.00015548i,-0.0025274+0.0030382i,-0.0011364+0.0034496i,-0.00033186+0.0032305i,-0.00011976+0.0038568i,-7.8989e-05+0.003479i,-0.00055049+0.003686i,-0.0015526+0.004294i,-0.0022691+0.0036759i,-0.0027428+0.0025326i,-0.0032586+0.0015227i,-0.0034747+0.000887i,-0.0022668+5.9281e-05i,-0.00099621-0.00058595i,-0.0007779-0.00062271i,-9.9454e-05-0.00073908i,-0.00021129-0.00071712i,-0.00017128-0.00034588i,0.00043595-0.0010349i,-0.00037591-0.00093875i,-0.0011834-0.00050081i,-0.00056042-0.0007311i
-0.002576+0.0023879i,-0.0045761+0.0026548i,-0.0050297+0.0034146i,-0.0031311+0.0039868i,-0.00086236+0.0032383i,0.00042833+0.0017614i,0.00032165-0.00035722i,-0.00050309-0.0025619i,-0.0012012-0.0038164i,-0.0015936-0.0031911i,-0.0010443-0.0017296i,0.00026215-0.0019586i,0.0007466-0.0019715i,0.0010136-0.00093428i,0.0010848-9.4081e-05i,0.00056114+5.1395e-05i,0.00036723+0.00035522i,5.4935e-05+1.0045e-05i,0.00055832+0.00012731i,0.0012257+0.0004154i,0.0011118+2.2683e-05i,0.00071404-0.00044499i,0.00029239-8.8909e-05i
-0.00022249+0.0008095i,-0.0012112+0.0023873i,-0.0035918+0.0044191i,-0.0029707+0.0054838i,-0.00074+0.0050786i,0.00081827+0.0038395i,0.0020472+0.0016099i,0.0030421-0.000188i,0.0034922-0.00024826i,0.0029517+0.00020201i,0.0021665+0.00090406i,0.0012293+0.0025397i,1.2331e-05+0.0028104i,-0.00052988+0.002458i,-0.00014627+0.002373i,-0.0003891+0.0018429i,-0.00087988+0.0011088i,-0.000315+0.00063757i,0.00040213+0.00067764i,0.00042718+0.000169i,0.00084745-0.00032429i,0.0011171-0.0004825i,0.00026502-0.00055686i
-0.004754-0.0019101i,-0.0056637-0.00034704i,-0.0039803+0.002645i,-0.0014841+0.0046832i,-0.00031537+0.0051171i,-0.00042727+0.0039275i,-0.0010258+0.0021264i,-0.0013285+0.0021187i,-0.0021309+0.003061i,-0.0023959+0.0029099i,-0.0025026+0.0017735i,-0.0022256+0.00015465i,-0.002137-0.00039651i,-0.0015839-0.00013983i,-0.00081377-0.00017976i,-0.00042572-0.0012128i,-0.00058056-0.00081103i,-0.00050785+0.00044886i,0.00016906+0.00066632i,0.00054113+0.00024649i,0.00030991-0.00039261i,-7.0601e-05-0.0013955i,0.00042882-0.0014586i
-0.00045849+0.001194i,-0.0026552+0.001989i,-0.0039151+0.0038317i,-0.0028899+0.0048568i,-0.00096202+0.0039163i,-4.4942e-06+0.0016736i,-0.00022722-0.00079008i,-0.0010352-0.0027692i,-0.0012484-0.0032773i,-0.00087489-0.0031481i,0.00054509-0.0027783i,0.0023606-0.0012769i,0.0021055-0.00031843i,0.0010908+0.00016868i,0.00056563+0.00051941i,0.00086349+0.00026992i,0.0006249+0.00012564i,-0.00011542+7.8125e-05i,-0.00012231+0.00063003i,-7.3715e-06+0.0010912i,2.1712e-05+0.00093128i,-4.5557e-05+0.00030297i,0.00042895-0.00060309i
-0.0018-4.8304e-05i,-0.0040106+0.0019329i,-0.0031632+0.0045408i,-0.001503+0.0058506i,8.7252e-05+0.0050337i,0.0019661+0.0033418i,0.0030678+0.0019807i,0.004044+0.0012113i,0.0042771+0.0016563i,0.0031394+0.0025315i,0.0018279+0.0028087i,0.00074115+0.0028698i,-0.00012119+0.0027904i,-0.00059396+0.002199i,-0.00099343+0.001325i,-0.00066309+0.00074908i,-0.00037503+0.0010362i,-0.00085708+0.0010066i,-0.0012414+0.00036772i,-0.001044-6.3389e-05i,-0.0006788-7.912e-05i,-0.00014479+7.4843e-06i,0.00015073-1.0932e-05i
-0.0021803+0.00061184i,-0.0042562+0.0017422i,-0.0031357+0.0033752i,-0.0015617+0.0034835i,-0.00081539+0.002929i,-0.00084951+0.0023051i,-0.0013781+0.0022339i,-0.0024672+0.0015345i,-0.0034075+0.0010614i,-0.0039448+0.00099953i,-0.0044605+0.0004337i,-0.0038367-0.00095872i,-0.0024195-0.0019487i,-0.0012282-0.0018285i,-0.00034622-0.0011946i,0.00046688-0.00032658i,0.00083418+0.00020115i,0.00054684+0.00056504i,0.0010673+0.0011143i,0.0012432+0.00094366i,0.00063519+0.00077056i,0.00020044+0.00034752i,-0.00015782+0.0001607i
-0.001929+7.6805e-05i,-0.0039245+0.00087836i,-0.0052398+0.0037072i,-0.0039799+0.00591i,-0.0017822+0.0050536i,-0.00022288+0.0029836i,0.0012046+0.00033631i,0.0018583-0.0022103i,0.0022085-0.0036524i,0.0025274-0.0035758i,0.0021662-0.0016499i,0.0023026-0.00075757i,0.001934-0.00016878i,0.0016181+0.00088551i,0.0018385+0.00093013i,0.00068242+0.00089666i,-9.1351e-05+0.00097668i,0.00061637+0.00047842i,0.0014348-8.542e-05i,0.00065357+0.00014121i,-0.0012215+0.00059379i,-0.0020241-0.00011861i,-0.0011441-0.0010345i
-0.0015043+0.00051792i,-0.0026245+0.0030713i,-0.0036103+0.0054408i,-0.0023687+0.0056795i,0.00023957+0.0040953i,0.0022536+0.0025382i,0.0029849+0.0019546i,0.003177+0.0022602i,0.0024265+0.0031875i,0.0014676+0.0036567i,0.0006053+0.0035349i,-0.0005261+0.0038647i,-0.0013549+0.0031266i,-0.0018295+0.0015187i,-0.001852+0.0011063i,-0.00094112+0.00061503i,-0.00053755+0.00034617i,-8.1811e-05+0.00051806i,0.00013947+0.00062006i,-0.00039237+0.00093955i,-0.00042064+0.00071115i,4.3574e-05+0.00086358i,0.00015399+0.001106i
-0.0019479-9.2453e-05i,-0.0043751+0.0010702i,-0.0049171+0.004218i,-0.0036109+0.0050923i,-0.0020889+0.0044453i,-0.0013647+0.002919i,-0.0017032+0.0014381i,-0.0024438+0.0013423i,-0.0033335+0.0010609i,-0.0042101-6.2108e-05i,-0.0030761-0.00063718i,-0.0014897-0.0010915i,-0.001326-0.0015054i,-0.0010468-0.0014841i,-0.00050224-0.00047584i,-0.00052296+0.00041832i,-0.00040376+0.00029441i,-0.0004535+0.00017412i,-5.4802e-05+0.00014101i,-3.3689e-06-0.00034027i,-0.00010303-0.00074301i,-3.2719e-05-0.0010639i,-0.00043534-0.00086432i
0.00027148+0.00098502i,-0.0024679+0.00034595i,-0.0030312+0.0021021i,-0.0021607+0.0035177i,-0.0017792+0.0024355i,-0.0008056+0.00057244i,0.00070311-0.001222i,0.0015742-0.0029262i,0.0022059-0.0039607i,0.0023552-0.0034905i,0.0023284-0.0022148i,0.0030425-0.0002033i,0.0025039+0.0011898i,0.0017101+0.0010822i,0.0013508+0.00094267i,0.0009612+0.00079422i,0.00061704+0.00069339i,0.000452+0.00032277i,-5.1417e-05-0.00013293i,-0.00084116-8.602e-05i,-0.00088895+3.8276e-05i,4.1666e-05+0.00061359i,0.00068924+0.00047922i
-0.0025391+0.00011976i,-0.0029371+0.00092154i,-0.0027525+0.0027081i,-0.0024384+0.0041743i,-0.001532+0.0049518i,0.00030875+0.004206i,0.00098972+0.0027817i,0.00079108+0.0024877i,0.00041259+0.0035895i,0.0011351+0.004702i,0.0015153+0.0044806i,7.061e-05+0.0035807i,-0.00081044+0.003275i,-0.00068847+0.0018822i,-0.00067142+0.00017983i,-0.00046903+5.2756e-05i,-0.00038804-1.343e-05i,-0.00035265-0.00015985i,0.00032487-0.0003397i,0.00034753-0.00057915i,0.00010677+5.1648e-05i,-0.00012932+0.00078919i,-1.8622e-05+0.00068895i
-0.0032078-0.0017793i,-0.0068469-0.00093023i,-0.007604+0.0020683i,-0.005355+0.0033077i,-0.0030202+0.0029875i,-0.00062168+0.0026608i,-7.2365e-06+0.0012653i,-0.0014863-0.00075619i,-0.00309-0.0019186i,-0.0038295-0.0020915i,-0.002881-0.00176i,-0.0018465-0.0016786i,-0.0007134-0.0015779i,-0.00016395-0.00083476i,-0.00012739+0.00020575i,-0.00046361+0.00063194i,-0.00081201-0.00036081i,-0.00040731-0.00036131i,-0.00021625+0.00047996i,-0.00020274+0.00042379i,-0.00027987+0.00015006i,-0.00039304-0.00032789i,0.00022768-0.00069659i
-0.00082325+0.0031962i,-0.0022008+0.0028284i,-0.0030922+0.0039304i,-0.001354+0.0050053i,0.00078001+0.0050417i,0.0012786+0.0033221i,0.0017009+0.00118i,0.0027725-0.00011679i,0.0039565-0.00080529i,0.0042454-0.00097989i,0.0031716-0.0011048i,0.0023013-0.00038995i,0.0019379+0.00103i,0.0011905+0.0017619i,0.00032627+0.0017368i,0.00034978+0.0014427i,0.000723+0.00044343i,0.00046673-0.00024738i,-0.00033195-5.2988e-05i,-0.00077797-5.4311e-05i,-0.00044044-0.00010436i,-0.00030375+0.00030145i,-0.00018576+0.00018133i
-0.0049639+0.001858i,-0.0064811+0.0038305i,-0.0058015+0.0049593i,-0.0027001+0.0045864i,-7.8583e-05+0.0038939i,0.00068126+0.0030526i,0.00088359+0.0014657i,0.00071772+0.0012278i,-0.00043379+0.0027144i,-0.0011966+0.0032698i,-0.0017603+0.0032543i,-0.0026317+0.0027829i,-0.0028876+0.0019033i,-0.0017411+0.00055637i,-0.00026352-8.227e-05i,0.00017371+0.00013712i,0.00016038-0.00019396i,-2.4971e-05+0.00012557i,-3.7327e-05+0.00062864i,-0.00025641+0.00050646i,-0.00065346+0.00040219i,-0.00066513+0.00026923i,-6.8182e-05-0.0002852i
-0.00029271-0.0011595i,-0.0028606-2.311e-05i,-0.0039819+0.0032779i,-0.0028635+0.0045035i,-0.00078552+0.0037659i,0.00016953+0.0028481i,0.00020522+0.00097748i,-0.0015443-0.0013246i,-0.0028196-0.0033654i,-0.0026495-0.0031558i,-0.002577-0.0022122i,-0.0016966-0.0026638i,-0.00061147-0.0022925i,-0.00023049-0.001263i,-9.4878e-05-0.00069502i,0.00056447-0.00010519i,0.001184+7.8062e-05i,0.00060835+0.00027865i,-0.00071135+0.00047364i,-0.00034723-0.00018597i,6.5687e-05-0.00072663i,0.00028097-0.00039893i,0.00053031-7.0864e-05i
0.00086753+0.0024088i,-0.0012185+0.0029528i,-0.0022015+0.0032086i,-0.001689+0.0041259i,-0.00099018+0.0035259i,-0.00019661+0.0016328i,0.0010643+0.00048911i,0.0025038-0.00015935i,0.0033219-0.00040342i,0.0033645-0.00071143i,0.0026816-5.2981e-05i,0.0020292+0.0011385i,0.0014029+0.0021305i,0.00046557+0.0015295i,0.0003218+0.00081826i,0.00048946+0.0015899i,-2.5871e-05+0.0013829i,-5.3397e-05+0.00053947i,-2.4762e-05+0.00037505i,5.8152e-05+0.00078092i,-0.00022069+0.0011178i,-0.00013668+0.0010136i,-0.00017068+0.0003049i
-0.0014694+0.0040279i,-0.0024009+0.002682i,-0.0017969+0.0046285i,-6.8893e-05+0.0049784i,0.0010916+0.0031801i,0.00036519+0.0016759i,-7.9052e-05+0.0015762i,-0.00091625+0.0019839i,-0.0022612+0.0027295i,-0.0023123+0.0027804i,-0.0024065+0.002474i,-0.0024499+0.002069i,-0.0019839+0.0017894i,-0.0017819+0.0013939i,-0.0013263+0.00091607i,-0.0010877+0.00039885i,-0.0008487-0.00012306i,-0.00023302-0.00022231i,0.00024959+7.6419e-05i,0.00025103+0.00020399i,0.00035685-1.7617e-05i,7.1006e-05-5.1995e-07i,-0.00028415-7.3314e-05i
0.0023676-0.0041769i,-0.0012212-0.0027839i,-0.0040479+0.00034987i,-0.0034471+0.0030945i,-0.0030058+0.0034117i,-0.0030906+0.0019372i,-0.0020756+0.00026104i,-0.0019311-0.00154i,-0.0016767-0.0028031i,-0.0010425-0.0031373i,-0.00040749-0.002841i,0.00029045-0.0026519i,0.0012113-0.0023984i,0.0011833-0.0018068i,0.00061127-0.0010468i,-1.0769e-05-0.00079527i,-0.00025097-0.00036661i,-0.00018489+5.0861e-05i,0.00020814-2.8993e-05i,0.00089021+0.00020187i,0.00011126+0.0002569i,-0.00036567-0.00033489i,-0.00024558-0.00037197i
-0.0043597+0.0024033i,-0.0050477+0.0023768i,-0.0042178+0.0040353i,-0.0020939+0.0054253i,8.5306e-05+0.0045786i,0.0015712+0.0029491i,0.002145+0.0017852i,0.0025688+0.0011688i,0.0029364+0.0021296i,0.0031084+0.003436i,0.0027896+0.0032353i,0.0022265+0.0023236i,0.001072+0.0022516i,-0.00042163+0.0022149i,-7.4276e-05+0.0010413i,0.00031336+0.00067832i,-8.3748e-05+0.00093198i,-0.00018757+0.00089589i,0.00011471+0.0005601i,0.0005049-0.0002032i,0.00032319-6.216e-05i,0.00065975+0.00067868i,0.00072274+1.8554e-05i
-0.0005011+0.0015599i,-0.0037639+0.0021421i,-0.005449+0.0027339i,-0.0035254+0.0025793i,-0.0019154+0.0027308i,-0.00090396+0.0024225i,0.00035754+0.0015386i,-0.00038078+0.00035974i,-0.0020792+0.00028062i,-0.0030325+0.00086828i,-0.0027523+0.0010033i,-0.0025265+0.00087921i,-0.0018452-0.00029561i,-0.00073823-0.0018793i,-0.00025878-0.0014264i,-0.00025451-0.00050202i,-0.00044094+0.00026708i,-0.00019604+0.00058718i,-0.0002983+8.2171e-05i,-0.00046969-0.00034908i,8.8276e-06-0.00038057i,9.9468e-05-0.00011191i,3.3113e-05+0.00045563i
0.0016283-0.0033173i,-0.0020327-0.0017036i,-0.0041584+0.00070417i,-0.0023348+0.0018835i,-0.00089524+0.0020204i,-0.00040428+0.002243i,0.00016978+0.0014483i,0.00039876-0.0013707i,0.0012412-0.0030679i,0.0020413-0.0034082i,0.0021458-0.0030884i,0.0025168-0.0020327i,0.0026505-0.00098764i,0.001962-0.00035194i,0.00026332-0.0008302i,-0.00064528-0.0011729i,-0.00025328-0.0005045i,-0.00050924+0.0001662i,-0.00065971+0.00040631i,-0.00020468+0.00017297i,0.0003965+0.00063373i,0.00056898+0.00052887i,7.2834e-05+0.00016446i
-0.0051871+0.0032943i,-0.0055646+0.0036658i,-0.0046241+0.0038115i,-0.002453+0.0046385i,-0.00074439+0.0055321i,0.00039743+0.0041294i,0.0016352+0.0024022i,0.0023384+0.0020222i,0.0019061+0.0023548i,0.0015355+0.0027949i,0.0016228+0.003103i,0.00097302+0.0030645i,0.00034188+0.0036681i,1.8662e-05+0.0034951i,-0.00012082+0.0010797i,0.00075484-0.00042324i,0.00084582-2.2661e-05i,0.0002389+5.6767e-05i,-0.0003473-0.00074575i,-0.00037132-0.00080044i,-0.00058086-0.00020846i,-0.0011305-5.4794e-05i,-8.6512e-05-1.8389e-05i
-0.0010179+0.00050991i,-0.0031417+0.0024455i,-0.0030597+0.004502i,-0.00098404+0.0052496i,-4.0669e-06+0.0044276i,-0.00034292+0.0029731i,-0.00029598+0.001831i,-0.00056628+0.00051379i,-0.0022409-0.00029051i,-0.0039031-3.347e-05i,-0.0037154+0.0003139i,-0.0026177-0.00015747i,-0.0016253-0.00059545i,-0.0004932-0.00027232i,-0.00022892-8.9474e-06i,-0.00073454-7.3985e-05i,-0.0016341-0.00025911i,-0.0015853-0.00015103i,-0.0010841-0.0002184i,-0.00084149-0.00010997i,-0.00059508-3.2788e-05i,-0.00060014-0.00015128i,-0.00019151-0.0003783i
0.0014949-0.0029596i,-0.0012922-0.0019123i,-0.0028596+0.0011257i,-0.002588+0.0032431i,-0.0019605+0.0033734i,-0.0012867+0.00241i,-0.00029556+0.00057355i,0.00060667-0.0013138i,0.0011831-0.0023888i,0.0013364-0.0032515i,0.0012767-0.0025091i,0.0012244-0.0012817i,0.00098702-0.00043722i,0.0011136-0.00026355i,0.0007334-0.00012937i,0.00037888+0.00070642i,0.00021948+0.00078255i,-0.0010236+0.00054693i,-0.0012751+0.00013537i,-0.00047552-0.00014318i,-3.9513e-05-0.00029155i,0.00014294-0.00070956i,-0.00017532-0.00081276i
-0.0036966+0.0039574i,-0.0061238+0.0040175i,-0.0062848+0.005204i,-0.0041361+0.0061579i,-0.0019565+0.0049786i,-0.00029829+0.0038245i,0.0012676+0.0028414i,0.002235+0.0020824i,0.0014127+0.0025129i,0.00054093+0.0031152i,0.00066852+0.0028865i,0.00053572+0.0026889i,-0.00028736+0.0022174i,-0.001115+0.0011982i,-0.0010517+0.00025503i,-0.00087483+2.302e-05i,-0.00019493+0.00011537i,-0.00044225-0.00070845i,-0.00087722-0.0014367i,0.00055599-0.00066586i,0.00044049+0.00040668i,-0.0006936+1.211e-05i,0.00019152-0.00037901i
-0.0026717-0.0025905i,-0.0053891-0.0011121i,-0.0063951+0.0023591i,-0.0035729+0.0043849i,-0.00033826+0.0041715i,0.00043444+0.003033i,0.00034144+0.0021846i,-0.00095824+0.0011091i,-0.0022646-0.00066503i,-0.0029988-0.00030677i,-0.0031527+7.6785e-05i,-0.0014097-0.00064701i,0.00011612-0.0012749i,5.3594e-05-0.001297i,-5.0481e-05-0.00072862i,0.00025697-0.00080804i,0.00085681-0.00086549i,0.00095961+4.9788e-05i,0.00037729+0.00034403i,0.00029377+0.00029208i,0.00037663+0.00030335i,0.00044582-8.6271e-05i,-0.00034866-0.00013499i
-0.001486+0.00098955i,-0.0014525+0.0018072i,-0.0010222+0.0026855i,-0.00036331+0.0030184i,-5.6862e-05+0.0028616i,-7.0574e-05+0.0022399i,0.00054575+0.0013949i,0.0013651-0.00014304i,0.0020699-0.00058325i,0.0022106-0.0004595i,0.0017855-0.0003877i,0.0019264-0.00025025i,0.001792+9.0429e-05i,0.0011219+0.00046054i,0.00010153-0.00017096i,0.00052254-0.00021382i,0.0011087+0.00041984i,0.00083457+0.00098989i,0.00052959+0.0011308i,0.00062778+0.00056071i,0.00031162-6.0272e-05i,-0.00019203-0.00014471i,-5.0592e-05-4.363e-05i
-0.0001952+0.0026334i,-0.0039397+0.0032857i,-0.0056623+0.0044821i,-0.0043783+0.0051412i,-0.0021016+0.0046675i,-0.0006471+0.0032366i,0.00030222+0.0019021i,0.00068337+0.0021239i,0.00037648+0.0031099i,-0.00064444+0.0029313i,-0.001006+0.0024394i,-0.00076222+0.0018429i,-0.0013701+0.00092345i,-0.0016363+0.00091653i,-0.00064942+0.00057376i,0.00026933+0.00060673i,0.00026429+0.0010969i,-6.7612e-05+0.00099143i,-0.00031126+0.00099579i,-0.00013868+0.00075157i,0.00037516+0.00087384i,0.0002122+0.0012751i,-0.00053496+0.00094539i
-0.0040147-0.0016064i,-0.0056089+0.00063873i,-0.0054731+0.0029262i,-0.0036292+0.003939i,-0.0011805+0.0033941i,0.00042874+0.0030439i,0.00020238+0.0020858i,-0.00084692-0.00030609i,-0.0012589-0.0020232i,-0.00092723-0.0024103i,-0.00081874-0.0028801i,-0.00093763-0.0023434i,-0.0012367-0.00095849i,-0.0011859-0.00095382i,-0.0001281-0.0011189i,0.0004934-0.00032211i,0.00049125+0.00082624i,0.00056054+0.0010835i,0.00062834+0.00082023i,0.00064897+0.00037557i,0.00018778-8.9302e-07i,0.0001492+0.00027226i,-5.9959e-05+0.00041359i
-0.0014245+0.0021362i,-0.0031072+0.0024342i,-0.0040949+0.0035909i,-0.0031098+0.0042085i,-0.0012377+0.0041712i,-0.00018304+0.0028998i,0.0011204+0.00038377i,0.0020225-0.00079064i,0.0022245-0.00022364i,0.0025705+0.00044225i,0.0019729+0.00042904i,0.0010296+5.0033e-06i,0.00096336-0.00036519i,0.001254-0.00032562i,0.00094088+0.0005255i,0.00070685+0.00074326i,0.00068593+0.00039073i,0.00061128+0.0004319i,-0.00021209+0.00087605i,-0.00023498+0.0009871i,0.00024729+9.9872e-05i,0.00061133-0.00033372i,0.00059568+3.3563e-05i
-0.0023447-0.00083518i,-0.0048066+0.00060529i,-0.0059389+0.0032595i,-0.0038739+0.0057275i,-0.0013365+0.0055401i,0.00041475+0.003162i,0.0012397+0.0012974i,0.00068926+0.00068847i,-0.00048825+0.0012857i,-0.0010918+0.0020388i,-0.0011489+0.0022798i,-0.0010933+0.0013454i,-0.0014887+0.00095208i,-0.0011648+0.00019684i,0.00025245-0.00046633i,0.00054684-0.00013376i,-0.00085653-8.7188e-05i,-0.001293-0.00016787i,-0.0011014+4.3936e-05i,-0.00052868+0.00012411i,-0.00010001+0.00032488i,0.00020367+0.00058812i,0.00017333+0.00023726i
-0.0046553-0.003508i,-0.006959-0.0016121i,-0.0057116+0.0018092i,-0.002752+0.0041223i,-0.0011863+0.0046396i,-0.00068501+0.0036358i,-7.4011e-05+0.0024095i,-0.00035626+0.00014423i,-0.0011333-0.0021795i,-0.0013277-0.0026838i,-0.0016256-0.00252i,-0.00096601-0.0015087i,0.0010682-0.00086545i,0.0012636-0.00081032i,0.00026282-0.00011321i,-0.00055254+0.00022119i,-0.0013397+1.0929e-05i,-0.00097285-2.1888e-05i,-0.00026994+0.0001107i,-0.00014624+0.00036213i,-0.00046628+0.0004463i,-0.0010298+0.00053051i,-0.00055061-0.00023908i
-0.00019312+0.0044686i,-0.001338+0.0044867i,-0.0019978+0.0048823i,-0.0014869+0.0053416i,-0.000756+0.0042078i,6.2522e-05+0.002675i,0.00066699+0.00061335i,0.0019412-0.0010556i,0.0027021-0.00034825i,0.002158+0.00062888i,0.00085586+0.00066336i,0.00047256+0.00093139i,0.00097985+0.0010091i,0.00098024+0.00072823i,0.0010419+0.0001419i,0.0003563-0.0006245i,-0.00079832-0.00027166i,-5.3259e-05+0.00078172i,0.0011691+0.0006742i,0.00077341-0.00019882i,-0.00013603-0.00029753i,-0.00023468-1.9584e-05i,0.00018341-0.0001029i
-0.0025177-0.0024541i,-0.0047253-0.001036i,-0.0053564+0.0019792i,-0.0034349+0.0034564i,-0.00077584+0.0030133i,-0.0001742+0.0021234i,-0.0006477+0.0015414i,-0.00057157+0.0012551i,-0.00058677+0.0010805i,-0.0013406+0.0010425i,-0.0017078+0.00094861i,-0.0023402+0.00048575i,-0.0022392-0.00052104i,-0.0013114-0.00062934i,-0.00072513+0.00027135i,-0.00019556+0.00108i,-0.00050405+0.00067921i,-0.00053859-0.00018541i,0.0005413+0.00010732i,0.0005282+0.00028034i,-0.00037868-8.3702e-05i,-0.00048194+8.6516e-05i,-0.00018761+0.00055725i
-0.00036319+0.00092666i,-0.0032429+0.00087997i,-0.003444+0.0028089i,-0.0020235+0.0037469i,-0.00077622+0.0028113i,-0.00048484+0.0019933i,-0.00061377+0.0012557i,-0.0005844+0.00018249i,3.2389e-05-0.0014479i,0.00038631-0.0026559i,0.00035073-0.0018709i,0.00036365-0.0011815i,0.00025889-0.00096906i,1.5801e-05-0.0003505i,-2.4022e-05+0.00055079i,-0.00020095+0.0011226i,-0.00037687+0.0002831i,0.00013284+6.6502e-05i,0.00039502+0.00063454i,-0.00023739+0.00045966i,-0.00079375-0.00048763i,-0.00074651-0.0007001i,-0.00046171-0.00011625i
0.003978-0.000388i,0.00092649+0.0012314i,-0.001367+0.0036956i,-0.0011503+0.0040195i,-0.00074972+0.0025232i,-0.00021242+0.001688i,0.0012971+0.0015553i,0.0020193+0.0013848i,0.001502+0.0014805i,0.0010901+0.00091405i,0.0013617+0.0011894i,0.00077074+0.0021955i,0.00020321+0.0017808i,7.6872e-05+0.0002642i,0.00049931-0.00050576i,-8.7083e-05-0.00063656i,-0.00040186-3.483e-05i,0.00032324+0.00046561i,0.00084571+0.0003995i,0.0005925+0.00095049i,0.00049549+0.0011606i,0.0002194+7.7873e-05i,-0.00057089-0.00027714i
-0.0052667-0.0021305i,-0.0067695-0.00026087i,-0.006419+0.0013247i,-0.0044165+0.0028221i,-0.0029686+0.0034867i,-0.0012643+0.0033646i,-1.3498e-05+0.0023864i,-0.00036904+0.00077834i,-0.00025706-0.00027031i,-0.00064078-0.00056693i,-0.001166+0.00010393i,-0.00017788+0.00088618i,0.00024512+0.00074266i,-8.0977e-05+0.00050385i,0.00011988+0.00047697i,0.0002406+0.00030906i,-0.00033431-0.00057597i,-0.00079268-0.00064509i,0.00016085+0.00039149i,0.00066985+0.00040601i,-0.0001558-9.7001e-06i,-0.00071505-0.00033682i,-0.00078662+8.4424e-05i
0.00019741-0.00034469i,-0.0026818-0.00053652i,-0.0035218+0.0011204i,-0.0028566+0.0033367i,-0.0021274+0.0029406i,-0.0018233+0.0021991i,-0.00098928+0.0010826i,-0.00065797-0.00046548i,0.00022656-0.0011353i,0.0006186-0.001318i,-0.00014594-0.0012804i,0.000422-0.00057302i,0.00085172+0.00087794i,0.00022907+0.00096235i,0.00036188+0.00031176i,0.00075959+0.00044058i,0.00088818+0.00040453i,0.00072899+0.00044285i,9.6823e-05+0.00068732i,-0.00042999-0.00016463i,-0.00064143-0.00023778i,-0.00076042-0.00014618i,-0.00069782-0.0013109i
0.0010404+0.0010296i,-0.00213+0.00072301i,-0.0030997+0.002077i,-0.0022512+0.0030205i,-0.0016999+0.002719i,-0.0010997+0.0017031i,-0.00015956+0.00099307i,0.00056768+0.0012694i,0.00085515+0.0016066i,0.00045516+0.0013566i,0.00043037+0.00086446i,0.00042168+0.00092844i,-0.00038108+0.00084365i,-0.0010975+0.00056389i,-0.0010107+0.00077381i,-0.00063925+0.0012428i,-0.00042644+0.00057755i,-0.00027323+0.00061616i,-0.00010049+0.00090448i,0.00026488+0.00044618i,0.00028372+0.00014464i,-0.0001971-0.00020774i,-0.00028087-0.00090556i
-0.0048874+0.00010812i,-0.0057538+0.0011594i,-0.0061504+0.0031423i,-0.0049231+0.0047031i,-0.0024518+0.0046335i,0.00080792+0.0035483i,0.0021534+0.0016403i,0.00064003+2.3119e-05i,-0.00090202-0.00044023i,-0.0010785-0.00026225i,-0.00010276-3.9523e-05i,1.0155e-05-4.4067e-05i,-0.00058635-0.00039892i,-0.00043364-0.00050489i,-5.9098e-06+0.00018958i,0.0003156+0.00072921i,0.00018925+0.0011584i,-0.00043569+0.0011817i,-0.00061671+0.00037469i,-0.00033627-0.00030258i,0.00014908-0.00028517i,2.6689e-05+0.00021784i,-9.2703e-05+0.00040346i
-0.0012021-0.0017446i,-0.0037441-9.3333e-05i,-0.005442+0.0029838i,-0.0044125+0.0048943i,-0.0027857+0.0041327i,-0.00087445+0.0028502i,0.0011738+0.0016645i,0.00093144-0.00038865i,0.00033251-0.0013095i,0.0010088-0.00048491i,0.00094796+3.6892e-05i,0.0011128-0.00030461i,0.0006759-7.0777e-05i,-4.3083e-05+0.00025844i,0.00063333+0.00019882i,0.0010387-0.00034733i,0.00061708-0.00081573i,-0.00016069+0.00013979i,-0.00045906+0.00087411i,-0.00041742+0.00060879i,-0.00046644-0.00023314i,0.00032946-0.00017714i,0.00040629+0.00058084i
