-0.00556-0.00095376i,-0.0038936-6.9428e-05i,-0.0036055+0.0016527i,-0.0019229+0.0025917i,-0.00027143+0.0031543i,-0.00023878+0.0027656i,-0.000551+0.0022557i,-0.00034819+0.0020897i,0.00075935+0.0016397i,0.002162+0.0013976i,0.0023823+0.0012396i,0.0014894+0.00018612i,0.00052819-0.0001126i,0.00034576+0.00071595i,0.00052195+0.00092901i,-3.4613e-05+0.0012696i,-0.00016711+0.0006459i,0.00097067-0.0003477i,0.00070678-0.00040594i,-0.00042237-0.0003079i,-0.00039168-0.00034767i,-0.0004383+6.3655e-05i,-0.00082763+0.00042104i
0.080943+0.35915i,0.15943+0.6335i,0.22493+0.7131i,0.23046+0.48777i,0.13798+0.19573i,-0.0034058+0.038135i,-0.072609+0.003167i,-0.046542-0.00085303i,-0.021115-0.025554i,-0.036993-0.022177i,-0.037208+0.019206i,-0.011554+0.032131i,0.0059552+0.01723i,0.017731+0.0069965i,0.018222-0.0012387i,0.0071347+0.0010102i,0.0053944+0.013135i,0.010737+0.015399i,0.0090763+0.0097594i,0.0024798+0.0059419i,-0.002963+0.0071704i,-0.0051916+0.013579i,-0.0035408+0.012254i
-0.21484-0.13937i,-0.25996-0.2687i,-0.16776-0.2875i,-0.060709-0.14955i,-0.037354-0.0084112i,-0.045963+0.050143i,-0.06111+0.037362i,-0.081442+0.017509i,-0.086235+0.023273i,-0.064049+0.028359i,-0.024714+0.018989i,0.00039212+0.0044088i,-0.00062234+0.0016769i,-0.011599+0.0092738i,-0.015154+0.015542i,-0.0048642+0.012746i,0.0063313-0.00066928i,0.0080891-0.008494i,0.00637-0.0048411i,0.0020643-0.00041732i,-0.003074+0.001767i,-0.0064367+0.0021291i,-0.010359+0.0044301i
0.0046554-0.16631i,-0.10577-0.22619i,-0.26073-0.17602i,-0.25845-0.081232i,-0.077425-0.047334i,0.083407-0.059046i,0.13889-0.057931i,0.1295-0.047564i,0.11145-0.032382i,0.094613-0.037113i,0.049033-0.056727i,-0.0004119-0.041892i,-0.010833-0.01169i,-0.00096705-0.0013422i,0.0080545-0.0013836i,0.007934-0.0050564i,-0.0024131-0.0029533i,-0.0075898+0.0042074i,-0.0022842+0.004211i,0.0065592-0.001741i,0.012502-0.011436i,0.010775-0.018188i,0.0074262-0.015549i
0.31342+0.15573i,0.58277+0.25292i,0.72177+0.21994i,0.59925+0.049889i,0.32712-0.092605i,0.094441-0.11731i,-0.01364-0.060388i,-0.029047-0.012614i,-0.027973-0.019763i,-0.038406-0.013803i,-0.028099+0.024066i,-0.00060674+0.035949i,0.015979+0.018243i,0.01982-0.00068446i,0.011599-0.012247i,-2.9065e-05-0.01018i,-0.0013454-0.0019279i,0.0043935-0.0020297i,0.0075655-0.0063696i,0.0068255-0.006951i,0.0030072-0.0029683i,0.00018475+0.004237i,0.00045247+0.0049066i
-0.26481+0.092412i,-0.47021+0.073188i,-0.54317-0.013616i,-0.46188-0.028646i,-0.32986+0.047558i,-0.21443+0.080449i,-0.15656+0.061041i,-0.12464+0.057514i,-0.088217+0.060444i,-0.055007+0.042222i,-0.023801+0.010336i,-0.0055908-0.019109i,-0.01233-0.025402i,-0.022088-0.010188i,-0.018576+0.006638i,-0.0090268+0.010449i,-0.0071141+0.0013353i,-0.015541-0.0055223i,-0.02383-0.0031725i,-0.02458+0.0026593i,-0.018628+0.0074929i,-0.011308+0.0095747i,-0.0034453+0.01141i
-0.08454-0.13753i,-0.10447-0.12069i,-0.047464+0.014947i,0.050411+0.082326i,0.087926+0.033267i,0.08361+0.022991i,0.10521+0.019437i,0.10747-0.024566i,0.086214-0.031256i,0.072077-0.019898i,0.033545-0.022462i,-0.0062713-0.0074702i,-0.008441+0.009119i,0.0016139+0.0070915i,0.0073144+1.3043e-05i,0.0079175-0.002356i,0.0067953+0.0024698i,0.0090168+0.011012i,0.01062+0.012691i,0.0074627+0.0046752i,0.00053102-0.0027395i,-0.0034139-0.006517i,-0.0039037-0.012094i
0.25733-0.12416i,0.40515-0.26307i,0.35629-0.35221i,0.16099-0.294i,0.032207-0.17873i,-0.0099845-0.11405i,-0.026194-0.054756i,-0.010849-0.0020228i,0.0086795-0.0085219i,0.0027449-0.019659i,0.0056379-0.0003221i,0.020801+0.0095436i,0.02354+0.0012573i,0.014978-0.0077083i,0.0041556-0.011649i,-0.0040911-0.011373i,-0.0048418-0.0079846i,0.00046654-0.0074355i,0.0042159-0.0083905i,0.0043845-0.004502i,0.0046882+0.0012312i,0.0057043+0.0043963i,-0.00043003+0.0064708i
-0.058431+0.2732i,-0.14921+0.44539i,-0.22179+0.46047i,-0.21068+0.34301i,-0.14647+0.21471i,-0.09689+0.10066i,-0.081371+0.020965i,-0.078943-0.0030078i,-0.081771-0.0010919i,-0.077367+0.0013102i,-0.049855-0.0083428i,-0.030163-0.024469i,-0.033702-0.018466i,-0.030779+0.0031739i,-0.018577+0.017715i,-0.0084175+0.020975i,-0.0057249+0.015932i,-0.010999+0.011033i,-0.015101+0.014175i,-0.0093948+0.01877i,7.0275e-05+0.013156i,0.0028624+0.0058639i,0.0067831+0.0058811i
-0.15633-0.045618i,-0.14306-0.057561i,0.043409-0.05334i,0.21067-0.066485i,0.21084-0.043891i,0.16668+0.029093i,0.14115+0.044085i,0.086719+0.018756i,0.049978+0.032403i,0.048867+0.041533i,0.027812+0.030946i,0.0053639+0.033842i,0.0123+0.032695i,0.021411+0.018234i,0.018058+0.0083673i,0.016844+0.0058524i,0.021305+0.0038752i,0.025861-0.00048355i,0.025965-0.010046i,0.018221-0.019107i,0.0059502-0.016939i,-0.0016596-0.0091713i,-0.0048994-0.0074219i
0.046625-0.23621i,-0.020726-0.37481i,-0.17528-0.32286i,-0.23503-0.12218i,-0.12774-0.026148i,-0.033729-0.056575i,-0.015121-0.0379i,0.018035+0.0038778i,0.049141-0.017057i,0.039816-0.045505i,0.019845-0.035664i,0.014582-0.015407i,0.016064-0.01276i,0.011375-0.019539i,0.0064684-0.024647i,-0.00031122-0.026672i,-0.010392-0.020529i,-0.015782-0.011548i,-0.016381-0.0073403i,-0.013441-0.007196i,-0.008403-0.006547i,-0.0037774-0.0029049i,-0.0013506+0.0014947i
0.20715+0.18626i,0.36235+0.29047i,0.41233+0.24142i,0.29201+0.063969i,0.090017-0.05542i,-0.057032-0.071164i,-0.10208-0.070062i,-0.1008-0.068438i,-0.10154-0.045866i,-0.086499-0.012564i,-0.045336-0.0033365i,-0.021835-0.016729i,-0.0272-0.014694i,-0.026583+0.00080523i,-0.016554+0.01062i,-0.0083047+0.013655i,-0.0037681+0.011123i,-0.0036874+0.010179i,-0.0022716+0.016345i,0.00082481+0.020143i,0.0023595+0.012531i,0.0027602+0.0031417i,0.0053353-0.0022599i
-0.16864+0.096499i,-0.24348+0.11192i,-0.19093+0.045274i,-0.066686-0.018865i,0.020363+0.0098381i,0.067962+0.080668i,0.08258+0.10125i,0.075754+0.090031i,0.081564+0.082719i,0.078632+0.058826i,0.049985+0.031974i,0.027197+0.018477i,0.020987+0.0074352i,0.015758+0.0014196i,0.0096089+0.0027141i,0.0089172+0.0019136i,0.010684-0.0022906i,0.01182-0.0074303i,0.0074311-0.013928i,-0.0029399-0.01304i,-0.0075339-0.0020997i,-0.0054066+0.0035354i,-0.0089439+0.0034362i
-0.12415-0.1675i,-0.24055-0.19785i,-0.30046-0.053223i,-0.22892+0.11085i,-0.10016+0.086023i,-0.03113-0.026203i,-0.0054105-0.055578i,0.017129-0.045868i,0.024108-0.066473i,0.0076691-0.085197i,-0.013594-0.063298i,-0.012202-0.023275i,0.0024253-0.0067066i,0.0065941-0.0097656i,0.0015594-0.016269i,-0.010134-0.014761i,-0.019236-0.0017194i,-0.016422+0.010055i,-0.0086568+0.01409i,-0.00017027+0.013394i,0.003973+0.0088283i,0.0018689+0.0048922i,0.00231+0.0057212i
0.25394-0.067272i,0.43526-0.16849i,0.43678-0.31332i,0.21038-0.37248i,-0.031925-0.26222i,-0.1305-0.12675i,-0.13793-0.075307i,-0.13547-0.053091i,-0.14014-0.021328i,-0.11415+0.015589i,-0.054591+0.02099i,-0.023706-0.00065762i,-0.027691+0.00076316i,-0.023651+0.015916i,-0.012316+0.021514i,-0.0037155+0.01966i,0.0036029+0.010973i,0.0059649+0.00244i,0.0087545-0.0014643i,0.012825-0.0057321i,0.010696-0.011347i,0.0065112-0.012454i,0.0047595-0.011982i
-0.047591+0.22765i,-0.10313+0.39711i,-0.10876+0.4709i,-0.011686+0.40486i,0.10478+0.2721i,0.13662+0.17579i,0.10929+0.1401i,0.096847+0.12155i,0.099528+0.098903i,0.082754+0.069919i,0.046858+0.038576i,0.015752+0.014561i,0.0043694-0.00035251i,0.0041333-0.0040992i,0.005831+0.0028334i,0.010036+0.0049526i,0.0097878-0.0012177i,0.0015218-0.0074009i,-0.011561-0.011461i,-0.021843-0.0095261i,-0.018751-0.00051746i,-0.0089659+0.0069765i,-0.0040155+0.0085239i
-0.18675-0.053871i,-0.25989-0.073826i,-0.18986-0.04595i,-0.049768-0.015205i,0.017518-0.031147i,0.034429-0.058137i,0.040424-0.077969i,0.017453-0.086846i,0.0099537-0.077036i,0.012617-0.07126i,-0.0048877-0.047614i,-0.0018789-0.0081128i,0.018676-5.4801e-05i,0.020369-0.012106i,0.011411-0.020638i,0.0019384-0.018188i,-0.0023849-0.0040604i,0.003084+0.0087516i,0.0091633+0.015242i,0.0090342+0.016297i,0.0038064+0.012468i,-0.0010468+0.0092389i,-0.00045773+0.0071261i
0.10451-0.2048i,0.13661-0.38445i,0.033179-0.46468i,-0.1337-0.3564i,-0.19381-0.16238i,-0.16001-0.04424i,-0.10734-0.0087074i,-0.061121-0.0033818i,-0.057367-0.0048775i,-0.052292+0.012399i,-0.011167+0.013629i,0.004352-0.0050014i,-0.0098477+0.0012015i,-0.012423+0.015821i,-0.0082702+0.01556i,-0.0054433+0.0092875i,-0.0013755+0.0011964i,0.0017395-0.0061116i,0.0050106-0.0099697i,0.0070631-0.012557i,0.0059842-0.015517i,0.0037728-0.018008i,-0.0012861-0.016326i
0.1463+0.19614i,0.26762+0.383i,0.36639+0.46732i,0.38434+0.34889i,0.29673+0.1638i,0.16586+0.074061i,0.082248+0.073119i,0.065862+0.086589i,0.075011+0.077114i,0.062068+0.046574i,0.023988+0.017256i,-0.0076394+0.0029364i,-0.019203-0.0029987i,-0.016286-0.0017806i,-0.0050522+0.0051804i,0.0049289+0.0066714i,0.0042344+0.0023782i,-0.0058061+0.0014259i,-0.017866+0.0045664i,-0.020823+0.0096649i,-0.01136+0.012172i,-0.0014794+0.0092188i,0.0023745+0.0065751i
-0.18225+0.05887i,-0.31323+0.029513i,-0.34196-0.06008i,-0.25129-0.12008i,-0.12173-0.10949i,-0.011764-0.091635i,0.011468-0.097303i,-0.024044-0.084741i,-0.018381-0.065i,-0.0034156-0.067616i,-0.012479-0.045967i,0.0053763-0.010872i,0.033018-0.010445i,0.031158-0.022323i,0.015904-0.026018i,0.0036838-0.021687i,0.00021015-0.0096861i,0.0084927-0.0001938i,0.019662+0.0023752i,0.022617+0.00099325i,0.01462+0.0011254i,0.0047302+0.0055046i,0.0020121+0.0088567i
-0.049471-0.18129i,-0.10119-0.2628i,-0.1672-0.18574i,-0.18732-0.0087336i,-0.14579+0.065917i,-0.11176+0.038435i,-0.067793+0.015497i,-0.030708-0.015284i,-0.059652-0.037478i,-0.071267-0.0088914i,-0.024152+0.006513i,-0.0026109-0.0050116i,-0.010727+0.0040129i,-0.0095256+0.016768i,-0.0090706+0.01611i,-0.012584+0.011843i,-0.013267+0.0038588i,-0.013323-0.0049784i,-0.010495-0.010669i,-0.0078404-0.016224i,-0.0092611-0.019168i,-0.0106-0.017302i,-0.0091327-0.014921i
0.21929+0.021448i,0.42984+0.041433i,0.55423-0.010532i,0.45697-0.11515i,0.22415-0.13167i,0.048104-0.051798i,-0.021858+0.02486i,-0.017069+0.075936i,0.024417+0.096444i,0.039714+0.073928i,0.012978+0.03845i,-0.018189+0.020337i,-0.03066+0.017649i,-0.024032+0.020558i,-0.0046919+0.021066i,0.0093183+0.014898i,0.006142+0.010247i,-0.0045496+0.01221i,-0.013766+0.015945i,-0.016832+0.019747i,-0.010519+0.019782i,-0.0024591+0.014234i,-1.9581e-05+0.0078272i
-0.098475+0.15776i,-0.25629+0.2506i,-0.37792+0.26085i,-0.31835+0.19761i,-0.11656+0.10553i,0.044384+0.0039723i,0.076156-0.057818i,0.058723-0.064329i,0.057315-0.064152i,0.042916-0.065089i,0.019747-0.040679i,0.026845-0.021526i,0.038985-0.035186i,0.026222-0.049112i,0.0065882-0.042633i,-0.0018319-0.025703i,0.0032603-0.011245i,0.015205-0.0045705i,0.022752-0.0025204i,0.021691-0.0009046i,0.015871+0.0017821i,0.0090679+0.006329i,0.0057283+0.0098479i
-0.10596-0.087833i,-0.13336-0.14307i,-0.060599-0.094771i,0.03024+0.0095589i,0.011436+0.050843i,-0.050004+0.059014i,-0.034866+0.050863i,-0.026667+8.4417e-06i,-0.077787-0.022294i,-0.078922+0.0017618i,-0.027302+0.001714i,-0.0066308-0.0088717i,-0.0099368+0.0063526i,-0.0066201+0.019603i,-0.0066523+0.017789i,-0.0099453+0.015072i,-0.0077917+0.010144i,-0.0066907+0.0015411i,-0.0088409-0.0039288i,-0.010281-0.0068378i,-0.009021-0.010345i,-0.0081493-0.014067i,-0.0093519-0.015889i
0.13675-0.1189i,0.25402-0.24627i,0.23768-0.37049i,0.06409-0.36865i,-0.077467-0.20718i,-0.10959-0.030466i,-0.10874+0.06709i,-0.067298+0.12105i,0.015168+0.12216i,0.043205+0.067773i,0.0056846+0.02572i,-0.027307+0.022273i,-0.028476+0.030726i,-0.012076+0.031837i,0.0058888+0.021546i,0.013255+0.0064232i,0.0078957-0.00012813i,-0.0010942+0.0035427i,-0.0059451+0.0076375i,-0.0040334+0.009039i,0.00019074+0.0076951i,0.0017509+0.0045524i,0.0010275+0.0027856i
0.023873+0.17925i,-0.0083034+0.39659i,-0.026725+0.54517i,0.050001+0.46917i,0.16868+0.22165i,0.21372-0.013912i,0.17672-0.12794i,0.11657-0.15208i,0.071371-0.14248i,0.036015-0.10483i,0.017755-0.050796i,0.02326-0.026774i,0.022616-0.042134i,0.0040783-0.051918i,-0.0094608-0.039495i,-0.01036-0.023642i,-0.003903-0.015007i,0.0065843-0.012683i,0.015113-0.012176i,0.016188-0.010213i,0.010713-0.005313i,0.0061183+0.0030015i,0.0076304+0.0090279i
-0.11566-0.025873i,-0.1802-0.11484i,-0.14213-0.20401i,-0.065562-0.19208i,-0.057427-0.08934i,-0.062905+0.0027711i,-0.045215+0.026538i,-0.061806+0.019845i,-0.10084+0.031335i,-0.085154+0.041695i,-0.030873+0.022595i,-0.0017272+0.0061353i,0.0031942+0.016654i,0.0073222+0.025806i,0.0060477+0.021874i,0.0024159+0.015612i,0.0002081+0.0095789i,-0.0064407+0.0060593i,-0.012556+0.0053831i,-0.015438+0.0026871i,-0.015087-0.0015089i,-0.012536-0.005814i,-0.013951-0.0079637i
0.021086-0.12726i,0.024908-0.23259i,-0.05237-0.25201i,-0.1571-0.15602i,-0.16177-0.044053i,-0.12411+0.025943i,-0.10054+0.088765i,-0.023839+0.13188i,0.059435+0.10773i,0.061139+0.05373i,0.013946+0.028731i,-0.016034+0.030332i,-0.013879+0.033416i,-0.00070286+0.026254i,0.0095851+0.011917i,0.0091445-0.00038155i,0.00083195+0.00012582i,-0.004328+0.0072468i,-0.0049027+0.0085675i,-0.0025572+0.00773i,0.00067091+0.00526i,0.0025142+0.0020594i,0.0033275+0.002232i
0.1277+0.10221i,0.26225+0.25602i,0.40435+0.35698i,0.46032+0.23913i,0.3644-0.0040261i,0.22084-0.14433i,0.14394-0.17689i,0.085065-0.19034i,0.029695-0.16642i,0.012337-0.10445i,0.0198-0.053656i,0.022941-0.042077i,0.0051746-0.054352i,-0.018232-0.051835i,-0.024972-0.032571i,-0.017861-0.016072i,-0.0063925-0.0082438i,0.005532-0.0075132i,0.012198-0.0087646i,0.011308-0.00735i,0.007839-0.0025321i,0.0070488+0.002341i,0.010898+0.0034854i
-0.11132+0.026157i,-0.26088-0.033705i,-0.40791-0.14667i,-0.43881-0.14468i,-0.33088-0.00062989i,-0.18532+0.097423i,-0.11067+0.10641i,-0.10088+0.11041i,-0.094788+0.1043i,-0.068422+0.066415i,-0.033133+0.019526i,-0.01072-0.0032928i,0.0050434+0.0066365i,0.020603+0.017413i,0.018663+0.015259i,0.0093149+0.012424i,0.0061335+0.0083721i,0.0012739+0.0053954i,-0.0038123+0.0079742i,-0.0045355+0.0088168i,-0.0043545+0.0038972i,-0.0086537-0.0022271i,-0.015859-0.0047543i
-0.029688-0.072502i,-0.016743-0.097379i,0.025168-0.041865i,0.042139+0.047159i,0.0071253+0.076342i,-0.049549+0.071725i,-0.055795+0.074769i,0.0096909+0.056854i,0.062314+0.023835i,0.053566+0.0073868i,0.011907+0.012608i,-0.014071+0.031179i,-0.010245+0.037577i,-0.0019029+0.026238i,0.0032019+0.013434i,0.0028258+0.0060569i,-0.0032397+0.0057422i,-0.0040653+0.006331i,-0.0015634+0.0005745i,0.00014733-0.0046764i,0.001234-0.0046195i,0.0011488-0.0021193i,0.0028076-2.4398e-05i
0.10482-0.011949i,0.23869+0.0023709i,0.3513-0.017889i,0.33959-0.10704i,0.22823-0.17197i,0.14564-0.16709i,0.10395-0.16995i,0.043295-0.17251i,-0.0015905-0.12911i,7.6581e-05-0.073488i,0.016035-0.037965i,0.01634-0.032245i,-0.0078085-0.038444i,-0.029605-0.029148i,-0.026319-0.012938i,-0.011884-0.0064173i,-0.0018266-0.0082648i,0.0018811-0.010441i,0.0021669-0.0089049i,0.0011143-0.0053214i,0.001357-0.00084696i,0.0051654+0.0035592i,0.010061+0.0050018i
-0.058267+0.071296i,-0.22618+0.11723i,-0.4376+0.16383i,-0.46376+0.23212i,-0.2572+0.24998i,-0.063942+0.17363i,-0.020364+0.13125i,-0.028438+0.15189i,-0.028463+0.13249i,-0.034941+0.075741i,-0.030201+0.031991i,-0.012656+0.009341i,0.010013+0.0042319i,0.028452-0.00029844i,0.026088-0.0044774i,0.015274-0.003886i,0.0083892-0.0036116i,0.0020919+0.0013985i,-0.0012082+0.0099149i,-0.0013979+0.010951i,-0.0013942+0.0036602i,-0.0043799-0.0023545i,-0.010675-0.0011078i
-0.018799-0.025386i,0.066716-0.070678i,0.24871-0.11173i,0.34502-0.14036i,0.22267-0.13792i,0.046167-0.064772i,-0.0063891-0.0055883i,0.019173-0.017497i,0.036246-0.02637i,0.035713-0.010826i,0.019576+0.0061894i,0.007558+0.025923i,0.0084551+0.031697i,0.0052443+0.023165i,0.0022011+0.011709i,4.4066e-05+0.0049345i,-0.0032303+0.007116i,-0.0014208+0.0073674i,-0.00036756-0.0014511i,-0.0031641-0.0074213i,-0.0051096-0.0049068i,-0.0031403-0.0031399i,0.0012002-0.005768i
0.027416-0.048421i,0.046095-0.079602i,0.013209-0.11449i,-0.062538-0.13664i,-0.071925-0.11425i,-0.0029664-0.094805i,0.0323-0.1058i,0.0088837-0.1i,-0.0069049-0.077227i,-0.0011388-0.055724i,0.0083778-0.039047i,0.0033129-0.035541i,-0.019425-0.02988i,-0.030061-0.015074i,-0.02305-0.0057245i,-0.014694-0.0033853i,-0.008007-0.00476i,-0.0031091-0.00724i,7.856e-05-0.0040831i,0.0023225+0.001192i,0.0045271+0.0047159i,0.0069803+0.0057036i,0.0094962+0.0041369i
0.010502+0.056598i,-0.051397+0.15688i,-0.13778+0.28927i,-0.11943+0.34993i,-0.020748+0.2503i,0.00071685+0.10199i,-0.029731+0.074926i,-0.021502+0.10278i,-0.017905+0.083092i,-0.034965+0.049522i,-0.034614+0.024065i,-0.019567+0.0057344i,0.0034629-0.0022115i,0.01881-0.0080887i,0.014772-0.0057537i,0.0064529+0.0016021i,0.0030454+0.0025138i,0.0021982+0.0029937i,0.0044178+0.0057635i,0.0069+0.0049154i,0.0038428-0.00037533i,-0.0049854-0.0025962i,-0.012635+0.0016818i
-0.0056246-0.0055035i,0.060252-0.10594i,0.17876-0.29454i,0.18754-0.42039i,0.033782-0.32477i,-0.078558-0.11261i,-0.058661-0.025453i,-0.019666-0.044926i,0.0039184-0.032743i,0.025715-0.0093698i,0.023313+0.00030726i,0.0167+0.012901i,0.01465+0.018732i,0.0060969+0.019177i,0.0025484+0.015106i,0.0028991+0.0094238i,0.0017719+0.0087425i,0.00017236+0.0035815i,-0.0066671-0.005021i,-0.013171-0.0062821i,-0.011616-0.0020864i,-0.0051057-0.0002104i,-0.00070293-0.002693i
-0.040018-0.020137i,-0.10302+0.021701i,-0.20622+0.13833i,-0.25072+0.25319i,-0.14362+0.2416i,0.0075421+0.11284i,0.052774+0.0057986i,0.030884-0.024064i,0.015187-0.032602i,0.0052529-0.032476i,0.0045981-0.02002i,-0.0018681-0.016505i,-0.019593-0.014123i,-0.022557-0.0086684i,-0.013721-0.0067802i,-0.0070312-0.0068091i,-0.0055527-0.0068022i,-0.0053997-0.0025893i,-0.0010661+0.0045493i,0.0045846+0.0060422i,0.0074936+0.0033876i,0.0088739+0.0020367i,0.011634+0.0013733i
0.051808-0.0073349i,0.093544+0.022924i,0.15596+0.070531i,0.22491+0.069863i,0.20448-0.001406i,0.07661-0.044355i,-0.022252+0.0057299i,-0.037443+0.063034i,-0.035289+0.065542i,-0.035038+0.046043i,-0.026504+0.024457i,-0.014199+0.009067i,0.004699-0.003231i,0.017032-0.013885i,0.015775-0.01306i,0.011339-0.0074102i,0.0090736-0.0038484i,0.009802-0.0010929i,0.01283-0.00012919i,0.012238-0.0013312i,0.0045819-0.003677i,-0.0044365-0.003204i,-0.009705+0.0015958i
0.0040394+0.011564i,0.0010662-0.067374i,-0.027699-0.24153i,-0.10853-0.33952i,-0.16366-0.21057i,-0.1028-0.029025i,-0.018623-0.0022857i,0.0057636-0.034234i,0.02472-0.023805i,0.043095-0.017381i,0.031124-0.015645i,0.01887-0.002699i,0.014111+0.0088166i,0.0057046+0.015698i,0.0020024+0.012327i,0.0021834+0.0047649i,0.0023953+0.0032438i,0.00015073+0.00071349i,-0.0078853-0.0031907i,-0.014254-0.0008453i,-0.011974+0.0032887i,-0.0044761+0.0026486i,9.5054e-05-0.0026043i
-0.045225+0.030228i,-0.077114+0.13517i,-0.075699+0.33735i,0.0071544+0.47124i,0.12748+0.35304i,0.1592+0.12204i,0.1089+0.0095144i,0.066576-0.018411i,0.02967-0.04404i,-0.0030102-0.039243i,-0.0057234-0.01787i,-0.0074929-0.01001i,-0.020062-0.0037758i,-0.023771-0.00037805i,-0.020442+0.0005115i,-0.014319+0.0041297i,-0.0094247+0.00497i,-0.0057703+0.0048305i,0.0017729+0.0052349i,0.0077645+0.00085847i,0.0080931-0.0042515i,0.0063376-0.0040364i,0.0077873-0.00079077i
0.023182-0.061969i,0.066265-0.1487i,0.12192-0.27592i,0.13514-0.38511i,0.046959-0.36916i,-0.075403-0.21658i,-0.10738-0.04676i,-0.076444+0.041848i,-0.055863+0.061286i,-0.041953+0.04898i,-0.029334+0.026013i,-0.015909+0.0084368i,0.0011334-0.0057374i,0.010833-0.012355i,0.011663-0.0077659i,0.0080534-0.0039351i,0.0047948-0.0047801i,0.0032777-0.0074997i,0.0010341-0.0087097i,8.1757e-05-0.0062492i,-0.0013581-0.0031841i,-0.0044194-2.9191e-05i,-0.0072159+0.005299i
0.026712+0.034091i,0.0022502+0.038821i,-0.1019+0.016261i,-0.23923+0.027904i,-0.2508+0.10038i,-0.11246+0.11691i,0.0016752+0.029828i,0.031556-0.035282i,0.046182-0.035463i,0.046222-0.026775i,0.028038-0.015393i,0.019981-0.0039924i,0.016134+0.0045448i,0.0092903+0.013935i,0.0050279+0.010953i,0.00048194+0.0016657i,-0.0043798-0.00058786i,-0.0083968+0.0017785i,-0.013203+0.0065303i,-0.013972+0.011949i,-0.0090566+0.012675i,-0.0044462+0.0059552i,-0.0026353-0.0028012i
-0.027998+0.045548i,-0.013006+0.1355i,0.096745+0.27196i,0.25929+0.32664i,0.31183+0.20401i,0.20971+0.043017i,0.086567-0.0081379i,0.022464-0.013285i,-0.014862-0.027756i,-0.02569-0.018226i,-0.0098886-0.004856i,-0.0053824-0.0026946i,-0.011385+0.00019893i,-0.012809-0.00081071i,-0.0094687-0.00055723i,-0.0033363+0.0036855i,-6.0162e-05+0.0075069i,0.003783+0.01032i,0.01181+0.0077364i,0.014452-0.00048499i,0.0090452-0.0068331i,0.0033076-0.0063673i,0.002849-0.0033008i
-0.021329-0.077694i,-0.058594-0.20348i,-0.12681-0.37455i,-0.2116-0.46716i,-0.25992-0.36949i,-0.23289-0.16243i,-0.157-0.0096863i,-0.088836+0.058018i,-0.040394+0.07651i,-0.012286+0.052363i,-0.01166+0.019878i,-0.012788+0.005446i,-0.0025779-0.0059502i,0.0078722-0.014949i,0.011935-0.015277i,0.010362-0.01236i,0.0087175-0.010447i,0.0055942-0.010599i,0.0017087-0.011022i,0.00087442-0.0083673i,0.00079232-0.0034532i,-0.00015066+0.00093391i,-0.0018308+0.0051794i
0.059269+0.027594i,0.095706+0.093588i,0.076245+0.21568i,0.023116+0.34232i,0.033001+0.3493i,0.088077+0.20183i,0.095452+0.024882i,0.073829-0.058531i,0.065571-0.063837i,0.050469-0.048784i,0.030816-0.028344i,0.019077-0.013067i,0.0099161+0.00035936i,0.0032825+0.013445i,-0.0019007+0.013091i,-0.0065273+0.007716i,-0.0072985+0.0071152i,-0.0059761+0.0079579i,-0.0058334+0.0102i,-0.0064851+0.011875i,-0.0050092+0.009678i,-0.0032053+0.0038421i,-0.003381-0.0034822i
-0.020612+0.048073i,0.0035869+0.083597i,0.1208+0.075282i,0.281-0.017122i,0.31081-0.12187i,0.18683-0.12069i,0.066816-0.031853i,0.0045556+0.016381i,-0.034985+0.0099182i,-0.038643+0.0062836i,-0.018462+0.0043066i,-0.010392-0.00015747i,-0.013326-0.00076862i,-0.016635-0.0016561i,-0.012916+0.002257i,-0.0031644+0.0072964i,0.0032313+0.0060965i,0.0066995+0.0019403i,0.0087042-0.0035526i,0.0056432-0.0097598i,0.00088589-0.011428i,-0.00042093-0.0071075i,0.0026219-0.0010506i
-0.054542-0.052942i,-0.14393-0.13586i,-0.29169-0.232i,-0.43074-0.25547i,-0.43798-0.16284i,-0.30428-0.039296i,-0.1533+0.029045i,-0.055266+0.055132i,-0.0047233+0.054057i,0.0027716+0.030425i,-0.0081842+0.015077i,-0.0064788+0.010247i,0.0021827-0.0018495i,0.0066689-0.012814i,0.006105-0.01517i,0.0014425-0.014273i,-0.0031134-0.014114i,-0.0074898-0.013495i,-0.010637-0.007681i,-0.0072972+0.00061845i,-0.000526+0.0032841i,0.0026186+0.0016775i,0.0011553+0.0020804i
0.066039+0.0037366i,0.16524+0.052712i,0.27621+0.17478i,0.32971+0.29329i,0.2971+0.27781i,0.21038+0.12486i,0.11375-0.028643i,0.052054-0.094047i,0.029142-0.090503i,0.018462-0.056013i,0.015781-0.025579i,0.015113-0.012699i,0.012948-0.00051631i,0.011381+0.014098i,0.0064575+0.01703i,-0.001118+0.012004i,-0.0053084+0.011414i,-0.003932+0.014155i,-0.00020349+0.014716i,0.00053238+0.013491i,-0.0015668+0.010515i,-0.0037766+0.005131i,-0.0067915-0.00073631i
