-0.0012854+0.0014287i,-0.0014575+0.0015283i,-0.0019976-0.00019188i,-0.0023409+0.00035466i,-0.001639+0.0013677i,-0.0011474+0.0015519i,-4.6007e-06+0.0016744i,0.00084419+0.0015405i,0.00113+0.00074883i,0.0014198-0.00036867i,0.00040062-0.00041304i,-0.00062039-0.00061853i,-0.00044771-0.0007823i,2.7803e-06-8.4797e-05i,-0.00070454+0.00027164i,-0.0011725+0.00077543i,-0.00073511+0.0006797i,5.2884e-05-1.7153e-05i,0.00043957-0.00069135i,-0.00064543-0.00019268i,-0.00090759+0.00048437i,-0.00015777-7.8468e-05i,-0.00024196+7.5399e-06i
-0.00026072+0.0012205i,0.00032625+0.0022573i,-5.9635e-06+0.0023268i,-0.00032181+0.0018504i,0.00019145+0.00098629i,0.00034031+9.2224e-05i,0.00029665-0.00063835i,0.00052282-0.0004636i,0.00074835-0.0001596i,0.00037637-0.0010291i,0.00049289-0.00096741i,0.0010639-0.00048455i,0.0011425-0.00092346i,0.001239-0.00079625i,0.00018809-0.00010838i,-0.00060616+0.0003384i,-0.00031829+0.00015816i,-0.00046252+0.00026205i,-0.00047691+0.00038357i,-0.00012849-0.00026866i,0.00055864-0.00062626i,0.0010587-0.00066323i,0.00078171-0.00055225i
0.00072968-0.0010578i,5.3122e-05-0.00055773i,-0.00067595-0.00024175i,-0.0014891-0.000107i,-0.0017723-0.00062537i,-0.00044091-0.00084422i,0.0010102-0.00011849i,0.0014017+0.00064402i,0.0013334-3.5573e-05i,0.0008078-0.0011732i,-0.0003879-0.0012669i,-0.00043538-0.00098652i,2.1049e-05-0.00048003i,-1.4668e-05-0.00037136i,0.00026719-0.00074745i,0.000927-0.0011565i,0.0012061-0.00070767i,0.0010589+0.00012455i,0.00043124-8.4211e-05i,-0.00079094-0.00091647i,-0.0010795-0.00090816i,-0.00022899-0.0004145i,0.00057825-0.00027311i
-0.0011459-0.0013422i,-0.001449+0.00024776i,-0.0016837+0.00076401i,-0.0012343+0.0011899i,-0.00014536+0.0010661i,0.00047816+0.00026571i,0.00060026-0.00018639i,0.00070851+0.00029572i,-0.00032948-0.00010858i,-5.9837e-06-0.0016592i,0.00086441-0.0021187i,0.00096084-0.0014824i,0.00080796-0.00071466i,0.00086871-0.00027504i,0.00091233-0.00050858i,-0.00024661+3.5792e-05i,-0.00099586-0.00012308i,-0.00034912-0.00053482i,-0.00017104-0.0003364i,-0.00046868-0.0004311i,-0.0005052-6.0249e-05i,8.7027e-05+0.00013504i,0.00031069+8.6103e-05i
-0.0012898+0.0022388i,-0.00083897+0.0022998i,-0.00027501+0.0027427i,0.001135+0.0024959i,0.0024015+0.0011894i,0.0014434+0.00058746i,-1.3917e-05+0.00031298i,0.00084937+0.00013962i,0.001745+0.0003662i,0.0017123+0.00034837i,0.0015876+7.9327e-05i,0.00093967+0.00069437i,0.00082803+0.0015258i,0.0011607+0.0018277i,0.0013573+0.001117i,0.001317+0.00029929i,0.00087739+0.00035053i,0.00022764+0.00032924i,6.2379e-05-1.8803e-05i,0.00015104-0.0010369i,1.8032e-05-0.0012223i,0.00065843+0.00012702i,0.00076209+0.0004313i
-7.1289e-06+0.0010198i,8.9455e-05+0.0013972i,0.0005619+0.00055247i,0.001082-0.00048316i,0.00033084-0.0015297i,-0.00037792-0.0015231i,-0.00021828-0.00037359i,9.4467e-05-4.1161e-05i,0.00073565+0.000247i,0.0012909+0.0016525i,0.00021248+0.002744i,-0.00061739+0.0019255i,1.0491e-05+0.001162i,0.00079393+0.0011579i,0.00035831+0.0011648i,-0.0003659+0.0011823i,-0.00011844+0.0003034i,-0.00013025+0.00028971i,-0.00060627+0.0011294i,-0.00057055+0.0010293i,-0.0004326+0.00093261i,-6.6916e-05+0.00060773i,0.00058653+0.00056591i
-0.0024488+0.00092913i,-0.0012847+0.0022571i,-0.00045361+0.003728i,0.00030806+0.0037467i,0.0014407+0.0023885i,0.0018709+0.00081745i,0.00081805+0.00048784i,-0.00043667+0.00057974i,-0.00098739+0.0015737i,-0.0014435+0.0025394i,-0.0017712+0.0012824i,-0.0015968+0.0003005i,-0.00084201-1.5041e-05i,-0.00018535-0.00027993i,-0.00032581+0.00021183i,-0.00072182+0.0006828i,-0.00052904+0.00044403i,9.5968e-05-0.00071846i,5.8788e-05-0.0011469i,-0.00044954-0.00050912i,-0.00012197-6.904e-05i,0.00015083+0.00067324i,-0.00041782+0.001076i
1.5992e-05-0.0012136i,-0.00059938+0.00026055i,-0.00067827-0.00059595i,-0.00066247-0.0011418i,-0.00017263-0.00074649i,0.0004196+0.00010871i,0.00045382+0.0014217i,-0.00031519+0.0012606i,-0.0010943+0.00047011i,-0.0019709+0.00048946i,-0.001818-0.00014679i,-0.00072201-0.00069857i,-0.00020878+8.8324e-05i,5.3615e-05+0.00037566i,0.00011943-0.00027482i,0.00020263-0.00068147i,-4.0593e-05-0.0005617i,-0.00022995-0.00043404i,-0.00022599-0.000502i,-0.00024016-0.00082883i,-0.00028171-0.00048862i,-0.00025714+8.9887e-05i,-0.00051758+0.00024915i
0.0007875-0.0023184i,-0.0012874-0.002061i,-0.0018309-0.0012712i,-0.0011287-0.0007997i,-0.0018314+0.0005583i,-0.0025067+0.0017705i,-0.0011881+0.0015145i,0.00010188+0.00087127i,-0.00026169-0.0006097i,-0.0013957-0.0015285i,-0.0016718-0.00087789i,-0.00064135+0.00052236i,-0.00012347+0.0014557i,-0.00017216+0.0010492i,0.00064504+0.00036243i,0.0010905-0.00033066i,0.0010331-0.00032279i,0.00010069+0.00028846i,-0.00034255+9.481e-06i,-3.8046e-06+0.00020726i,7.727e-05+0.00068882i,0.00044887+0.00086507i,0.00051042+0.00077822i
0.0012461+0.00097639i,0.0011088+0.0011194i,0.00044451+0.00082418i,0.00079773+0.0013407i,0.0019661+0.0016222i,0.0013886+0.001199i,0.00031047+0.001147i,-0.00057854+0.00038724i,-0.00098245-0.0006411i,-0.00087625-0.00022938i,-0.00080722+0.00030518i,0.00023901+3.0805e-05i,0.0011409-0.0007009i,0.0011778-0.0004105i,0.0010227-0.00030344i,0.00088173-0.00075846i,0.00018226-0.00070661i,-0.00043086-0.0006644i,-0.00021171-0.00078999i,-0.00018288-0.00038081i,-0.00083177+0.00024713i,-0.0013354+0.00055311i,-0.0011089+0.00013333i
-0.00086516-0.0014539i,-0.0011894-0.00032201i,-0.001521-3.9955e-05i,-0.0013635-0.0007281i,-0.00045957-0.00049346i,-0.00048422-0.00020233i,-0.00088307+0.00053062i,-0.00090146+0.0013066i,-0.00063952+0.0012606i,-0.00041814+0.00081551i,-0.00050018+0.00053279i,-0.00052921-0.00028831i,-6.2092e-05-0.0011206i,9.6256e-05-0.00068691i,0.00017237+0.00035686i,0.00025989+0.0010176i,0.00031667+0.00080012i,0.00039353-0.00018086i,0.00064146-0.0002741i,0.0005525+0.00037642i,0.00050873+0.0017015i,0.00034588+0.0017675i,-0.0002892+0.00083758i
0.0012179-0.00083325i,0.00052278+0.00081938i,-0.00047862+0.00095012i,-4.549e-05+0.00029215i,0.00062981-0.00074036i,0.00037604-0.00045821i,-0.0010659-0.00040594i,-0.0015534-0.00089901i,-0.00075109-0.0013829i,-0.00036187-0.0017038i,-3.9159e-05-0.001491i,-0.00021488-0.0018709i,0.0003371-0.0014462i,0.0015907-8.428e-05i,0.0020643+0.00018201i,0.0013942-0.00060798i,0.0011951-0.00072138i,0.0015488-3.0443e-05i,0.00034827+0.00027088i,-0.0003044+0.00016954i,-8.3548e-05+0.00036088i,1.5678e-05+0.000372i,-0.00047679-0.0002897i
-0.0023844+0.001422i,-0.0027126+0.0021672i,-0.0015773+0.0030862i,-0.00061381+0.0034349i,-0.00019337+0.0015074i,-3.2616e-05-0.00064072i,7.9913e-05-0.00084932i,0.0006843-0.00092344i,0.00092432-0.0010678i,0.00066333-0.0012669i,0.00042999-0.001281i,0.00048107-0.0004595i,0.00053212+0.00026483i,0.00053854+0.00037979i,0.00044314-0.00033697i,-0.00021633+6.2262e-05i,-0.00029102+0.00038355i,0.00026227+0.00056543i,0.00010385+0.00063627i,-0.00066092+0.0004128i,-0.00084457+0.00044224i,-0.001107+0.00065316i,-0.0012186+0.00085124i
0.00051107-0.0014693i,0.00068361-0.0020037i,0.0006557-0.0014704i,0.0015216-0.000841i,0.0020569-0.00052974i,0.00028648-0.00046762i,-0.0004115-0.00018979i,-1.7972e-05+4.4577e-05i,0.00080211-0.00075659i,0.0016506-0.0010392i,0.0010239+0.00019894i,0.00039069+0.0011145i,0.00064395+0.0012973i,0.00065186+0.00058879i,0.00056674-0.00035505i,0.00056248-0.00018877i,0.00096868-0.00067089i,0.0014797-0.00087793i,0.00059935+0.00037235i,0.00019207+0.00033694i,0.00026834-0.00028163i,-8.1045e-05-7.23e-05i,-0.00056578-3.0544e-05i
-0.0006486-0.0011688i,0.0016014+0.00069005i,0.0009724+0.0025537i,-0.00084912+0.002245i,-0.00020584+0.0014887i,-0.00034966+0.00050119i,-0.00068303-0.00062822i,-1.6571e-05-0.00027181i,0.0006264+0.0003313i,0.0010585+8.4109e-05i,0.00024399-1.0143e-05i,-0.00068253+0.00053184i,-0.00014021+0.00066127i,0.00069891+0.00043506i,0.00019052+0.00066716i,-0.00066408+0.00017967i,-0.00026663-0.00018777i,0.00011281+0.00016146i,-0.00054681+5.5792e-05i,-0.00092444-0.00020863i,0.00017374-0.00021569i,0.00068517+0.00047116i,0.00019914+0.00075881i
8.8322e-05+0.0012914i,0.0010036+0.0031124i,0.0011749+0.0040618i,0.00079563+0.0030251i,0.00041282+0.0018043i,0.00017414+0.0014663i,0.00021888+0.0013779i,0.00055271+0.00065823i,0.00082042-0.0001121i,0.00077625-4.2495e-05i,-0.00020447+0.00037819i,-0.00093709+0.00077496i,1.0049e-05+3.5745e-05i,0.0011164-0.00089806i,0.0013915-0.00099005i,0.0016555-0.00014927i,0.0012066+4.798e-05i,0.00059824-0.00046829i,-9.2237e-05-0.00047511i,-0.00026643+0.00017786i,0.00072778+0.00097852i,0.0011075+0.00079975i,0.0011523-0.00036673i
-0.0016474+0.0002311i,-0.0022507+0.00048776i,-0.001398+0.001008i,0.00011144+0.00016997i,0.0013118-0.00067176i,0.001126-0.0014336i,0.00044711-0.0008596i,0.00054168+0.00051352i,0.00064307+0.00097251i,0.00039106-9.8156e-07i,0.00043503-0.00011021i,9.6482e-05+0.0003754i,-0.00031526+0.00046142i,0.0002682+0.00062832i,0.00047332+0.00053929i,0.00011855-2.3928e-05i,-0.00043704-4.4948e-05i,-0.00074026-0.00051465i,-0.00049714-0.00034204i,0.00017775+0.00064289i,0.00024516+0.00070749i,-0.00055468+0.00053326i,-0.00091557+0.0002426i
-0.00094706-0.00029932i,-0.00013278-3.2151e-05i,-0.00071858+0.00056923i,-0.00062833+0.0014085i,0.0005166+0.0018769i,0.00087063+0.0011964i,-0.00024689+0.00015299i,-0.00077524-0.00020953i,-0.00010236+0.00018972i,0.00032531+0.00059012i,2.0331e-05+0.00035373i,-0.00070903+0.0003856i,-0.00069012+0.00011712i,0.00072169+0.00033547i,0.00093514+0.00080335i,-0.00032026+0.00095405i,-9.7846e-05+0.0012403i,0.00012156+0.0010355i,-0.00015121+0.00050775i,0.00021085+0.00083319i,8.3318e-05+0.00069449i,-0.00014438-0.00011301i,0.00041748-2.7266e-05i
-7.4994e-05+0.00059545i,0.00034784+0.00073549i,0.0011719+0.0018936i,0.0023474+0.00076514i,0.003002-0.0014429i,0.0016313-0.0013426i,8.3251e-05-7.3223e-05i,-0.00056189+0.00031463i,-0.0007324+0.00098627i,-0.00089813+0.0018569i,-0.00045413+0.0017861i,-0.00077281+0.0012335i,-0.0012446+0.0012943i,-0.00050349+0.00097349i,0.00030525+0.00012657i,-0.00018086-0.00053463i,-0.00013711-0.00087132i,0.00032571-0.0011766i,0.00017043-0.0010141i,-0.00014056-0.0010029i,-0.00014221-0.00066698i,-6.7251e-05-0.0005448i,-0.00032464-0.0003356i
0.0026957+0.0018782i,0.0031957+0.0015425i,0.0032571-2.754e-05i,0.0027165-0.0015634i,0.0016786-0.0022448i,0.00020528-0.0014752i,-0.0010218-0.0003026i,-0.0010604+0.00018082i,-0.00029914+8.8818e-05i,-0.00041516-3.6003e-05i,-0.00094493+9.7572e-05i,-0.00091151-0.00069879i,-0.00058088-0.00062126i,-0.001055+0.00011556i,-0.0017512+2.2475e-05i,-0.0016722+0.0006954i,-0.0011343+0.00069209i,-0.00020131+0.00017366i,0.0005267+0.0004472i,0.0002195+0.00063966i,-0.00043668+0.00061441i,-0.00030835+0.00051135i,0.00041884+0.00028104i
-0.00237+0.00035861i,-0.003375+0.001455i,-0.0034485+0.0031037i,-0.0027657+0.0041914i,-0.00033348+0.0029144i,0.0015552+0.0015812i,0.00084639+0.00087748i,-0.00016493+0.00046293i,-0.0014743-0.00024655i,-0.0025995-0.00094012i,-0.0021043-0.00091875i,-0.001182+0.00016056i,-0.001177+0.00062577i,-0.0011394+0.00019793i,-0.00045926-0.00019492i,-0.00018259-7.6199e-05i,0.00030681+0.00012819i,0.00039991-0.00016109i,-5.4914e-06-0.00024406i,-0.00059083+2.5685e-05i,-0.00057059-2.5508e-06i,0.00015897-0.00019525i,3.2094e-05+0.00027411i
0.0006455+0.00013503i,0.00082494-0.00055855i,0.00043998-0.00082202i,0.00064163-0.00079282i,0.00090723-7.6864e-05i,1.1965e-05+0.00060342i,-0.0010367+0.00097854i,-0.00079383+0.00089392i,3.9663e-05-0.00030507i,-0.00050579-0.00096301i,-0.00048682-0.00086572i,-6.895e-05-0.00012969i,-0.00026274-4.6817e-05i,-0.00037056-0.00015474i,-0.00068914+0.00083913i,-0.00021739+0.00053102i,-0.00013036+0.00010203i,-0.00015165+0.00034977i,4.008e-05+0.00025014i,-0.0006435-0.00011979i,-0.0010273-0.00053894i,-0.00055749-0.00038536i,0.00017593-0.00023984i
4.719e-05-0.00054756i,-0.00085442-0.0014588i,-0.0031501-0.0011165i,-0.0030294+0.00013845i,-0.00055551+0.00021941i,0.0004632-0.00026254i,-0.00011651+0.00066174i,-0.00079319+0.00062034i,-0.0011899-0.00093319i,-0.00057814-0.00072248i,-0.0008146+0.00019534i,-0.0011492+0.00028502i,-0.00068898-0.00067784i,-0.00030043-0.0012531i,-0.00014273-9.3863e-05i,-2.5863e-05+0.00071402i,-1.617e-05-0.00027646i,0.00039847-0.00070324i,0.0004256-0.00062753i,-0.0001285+0.00026744i,-0.00082148+0.00055056i,-0.00052263-0.00042643i,-0.0002244-4.1736e-05i
0.0010745+0.00029186i,0.00042835+0.0012139i,0.00033137+0.0017588i,6.7381e-05+0.0013596i,-7.4907e-05+0.00012878i,-0.00010916-0.00012364i,-0.00059307-0.00010426i,-0.0005678-0.00052402i,0.00013142-0.000526i,2.1557e-05-0.00067897i,-0.00058912-0.00072548i,-0.00029569-0.00058886i,0.00045879-0.00056357i,0.00073586+9.118e-05i,0.0011267+0.00037816i,0.00099269-0.00011103i,0.00035085-0.00030833i,-0.00031122-0.00046301i,-0.00063313-0.00093705i,-0.00031642-0.00093122i,-4.3528e-05-0.00018095i,-0.00024176-9.0393e-05i,-0.00039486-0.00042627i
-0.00012804-0.00024688i,-0.0017645-8.7031e-05i,-0.0022513+0.00062237i,-0.0006319+0.00088162i,0.00041901+8.3099e-06i,-0.0004241+0.0001613i,-0.00036549+0.0012607i,0.00066974+0.0012472i,0.00050834-0.00026724i,-0.00015354-0.0016606i,-0.00080889-0.0014684i,-0.00047113-0.0012126i,0.00028646-0.0008423i,0.00055578+0.00017552i,0.00059544+0.00069676i,0.00035621+0.00037586i,7.3263e-05-0.00018578i,-0.00029792-0.00074917i,-6.0836e-05-0.00065767i,0.00016147-0.00066514i,0.00058878-0.0011535i,0.0012966-0.00098594i,0.00027254-0.00064289i
-0.0022676+0.00032775i,-0.001877-0.00062996i,-0.0011784+0.00038496i,0.00026765+0.0013496i,0.0017648+0.00086891i,0.0018159-0.00095082i,0.0011022-0.0012695i,0.00053967-0.00069744i,0.00037105-0.00086393i,0.00016265-0.00066282i,-0.00036011-0.00043812i,-0.00028019-0.0004664i,0.00021965-0.00014388i,-0.00021597+0.00032268i,-0.00025758-1.0356e-05i,-3.8525e-05-0.0004876i,-0.00024567-0.00066136i,9.0368e-05-0.00048266i,0.00082544-0.00014032i,-3.1129e-05+0.00021651i,-0.0010964+0.00070679i,-0.00077231+0.00043928i,-0.00024543-0.00043258i
-0.0021759-0.0012537i,-0.0016666-0.00035393i,-0.00074497+0.0024054i,0.00070025+0.0028106i,0.00096979+0.0012539i,9.7982e-05+0.0004637i,-0.00014996+0.00038409i,0.00021967+0.00025584i,0.0009205-9.0582e-05i,0.0010298-2.0667e-05i,0.00064572+6.186e-05i,1.002e-05-0.00024455i,-0.00018099-0.00057341i,0.00020915-0.00095813i,-7.1369e-05-0.00051943i,-0.00013649+0.00021521i,3.1893e-06+0.00078871i,-0.00033175+0.001137i,-0.00033224+0.00054115i,-0.00033039-4.8708e-05i,-0.0009243+0.00028633i,-0.0002537+0.00087559i,0.0005231+0.00064929i
-0.0012035-3.7146e-05i,-0.00093703+0.0014786i,-0.00020999+0.0028206i,2.9897e-05+0.001882i,0.00088889+0.00042197i,0.0013751-0.0001766i,0.0012635+6.6182e-05i,0.00091777+0.0003077i,0.00094342+0.00011882i,0.0009581+0.00026947i,0.00096144-7.9266e-05i,0.00090626+0.00023379i,0.00046797+0.00022606i,3.3077e-05-0.00028962i,-0.00017281-0.00049849i,0.00040633-0.00042453i,0.0012091+0.00018577i,0.00046251+0.00073429i,-0.00049255+0.00074834i,0.00025414+0.00039938i,0.00097065+0.0005201i,0.00067532+0.00056816i,0.00077668+0.00026413i
-0.0011696+0.0022085i,-0.00053407+0.0036232i,0.00025305+0.0044504i,0.00021546+0.0040626i,0.00019786+0.0019445i,8.2378e-05+0.00035218i,-8.654e-05+0.00035389i,-0.00048668+0.00046072i,-0.00092339+5.4604e-06i,0.00027345-0.00027374i,0.0010987-0.00065813i,0.00078674-0.00045212i,-3.5832e-05+0.00075516i,5.2013e-05+0.00073698i,0.00058856+0.00039455i,0.0003441+7.0022e-05i,0.0003907-0.0004077i,0.00015001-0.00066519i,-0.00024086-0.00045748i,1.4503e-05-8.8337e-06i,0.00017329-0.00046i,-0.00018387-4.2114e-05i,-0.00065758+0.00057576i
-0.002446+0.00071111i,-0.0023862+0.00018877i,-0.0014349-0.0004277i,-1.8647e-05-0.00059501i,0.00071256-0.0010566i,0.00035043-0.0015455i,-0.00017101-0.00071612i,-0.0002672+0.00053409i,-0.00044237+0.00055317i,-0.00026726+0.0003587i,0.00055394+0.000159i,0.00040877+0.00041548i,-0.00030206+0.0009571i,9.0935e-05+0.00075866i,0.00049696+0.00061876i,0.0001515+0.00085902i,-0.00010496+0.00063565i,-0.00043094+0.00017178i,-0.00038219+0.00050472i,-0.00012528+0.001119i,0.00027341+0.0014206i,-0.00028963+0.00095623i,-0.00023806+0.00026544i
-0.0015113-0.0013026i,-0.0013401-0.0010521i,-0.00051171+0.00082522i,9.2885e-05+0.001732i,-0.0001564+0.0012726i,-0.0002184+0.00023125i,0.00021368-0.00025181i,8.8957e-05-0.00038031i,-0.00018669-0.00040959i,-0.00072251+0.00066989i,-0.00045331+0.001568i,-0.0001867+0.0016603i,-0.0001851+0.00094467i,-3.4648e-05+0.00024943i,-0.00020118+0.00027052i,5.7044e-06+0.00063469i,0.00012459+0.0010978i,0.0003837+0.0005003i,0.00032938-0.00040542i,-0.00052455-0.00068885i,-1.5502e-06-0.00011605i,0.00029105+0.00086222i,-0.00042802+0.00045619i
0.0019648-6.3208e-05i,0.0025413-5.1736e-07i,0.0024205+0.0014108i,0.00055057+0.0017978i,-0.00088265-7.9941e-05i,-0.00052823-0.00099852i,0.0010029-0.00028244i,0.0010698+0.00039777i,-0.00037031+0.00060266i,-0.0010253+0.00043804i,-0.0011542+0.0009505i,-0.00068855+0.00028261i,-0.00012339-0.00088207i,-0.00034135-0.00059037i,-0.00039208-0.00042675i,-0.00032827-0.00047749i,0.00013338-0.00034293i,0.00052454-7.33e-05i,-0.00037224+0.0001274i,-0.0012141-0.00060476i,-0.0011299-0.00097105i,-0.0011201-0.00080292i,-0.001034-0.00051073i
0.0011723+0.0023044i,0.0013011+0.0036469i,0.0018493+0.0046225i,0.001718+0.0030438i,0.0010683+0.00014661i,0.00018011-0.0009538i,7.7693e-05-0.00097484i,0.00052053-0.00072353i,-2.5816e-05-0.00032929i,-0.0014133-0.00021404i,-0.0021669-0.00014687i,-0.002173-0.00011782i,-0.0017139+0.00013254i,-0.0010255+0.00025807i,-0.00059642+0.00035209i,-0.00040016+0.00030758i,-0.00056866+0.00012282i,-0.00044572-0.00060418i,0.00012058-0.001193i,0.000666-0.0009449i,0.0006395-0.00026037i,1.6531e-05-0.00042296i,-0.00040194-0.00043576i
-0.0013514+0.0019014i,-0.00076607+0.00045564i,-0.00042521+0.001283i,0.00039879+0.0025678i,0.0021686+0.00096113i,0.0015957-0.00034734i,0.00031247+0.00020821i,0.00017871+3.9664e-05i,-3.3298e-05-0.0010941i,-0.00045109-0.0010092i,-0.00046211-0.00078143i,-0.00031011-0.00099559i,-0.00025898-0.0012526i,-0.00030362-0.0013863i,7.7634e-05-0.00098949i,0.00095262-0.0014653i,0.0013053-0.0016343i,0.00076546-0.00038246i,3.9106e-05+0.00070939i,-6.0945e-05+0.00056861i,-1.7339e-05+0.00024449i,0.00045403+2.37e-05i,0.00023255-0.00044816i
-0.0025431+0.00015057i,-0.0015185+0.0012052i,-0.0011033+0.00174i,-0.0006551+0.0018201i,-0.00027586+0.0017729i,0.00033122+0.00062624i,-4.5768e-05+1.0506e-05i,3.6711e-05-0.00041181i,0.00010219-0.00086265i,-0.00029774-0.00088862i,-0.00086801-0.00038814i,-0.0009695-6.1083e-05i,0.00020139-1.1774e-05i,0.0012338-0.00015345i,0.00078573-3.9433e-05i,0.00034642+0.00036076i,-5.8006e-05+0.00098141i,-0.00023833+0.00047816i,0.00067864-0.00079308i,0.00060245-0.00070002i,0.00016569-0.00039991i,0.00078737-0.00042176i,0.00030344-0.00023418i
-0.00017116+0.00018823i,-0.00101-2.4261e-05i,-0.00055422+0.0013074i,0.00077623+0.0018883i,0.0018284+0.0011248i,0.0010751+7.5687e-05i,-0.00019626-0.00028884i,0.00016253+0.00025592i,0.00047879+0.00054808i,0.00012623+0.00022982i,-0.00068389+0.0001187i,-0.00079552-0.00018996i,-0.00080754-0.00060711i,-0.0008093-0.0012294i,-0.00035053-0.0015594i,-0.0004988-0.0008104i,-0.0001022+3.7015e-05i,-7.9409e-05+0.0002911i,-0.00053847+0.00018501i,-4.5701e-05+0.00061228i,0.00064893+0.00136i,0.00045168+0.00055856i,-3.8802e-05-0.00017847i
-0.0012884+4.3272e-05i,-0.0015834+0.00074159i,-0.0018539+0.001606i,-0.00069018+0.0016977i,0.000964+0.00087378i,0.0011935+7.0331e-05i,0.00058949-0.00029083i,0.00078635-0.00012103i,0.00069433-0.00065063i,-0.00018261-0.0017057i,-0.00032819-0.0015312i,0.0001685-0.00076699i,0.00080927-0.00021241i,0.00055849-0.00011292i,0.00033788-0.00042498i,0.00040681-0.00084769i,0.0004042-0.00075707i,0.00091152-0.0006233i,0.001286-0.00024435i,8.5524e-05+1.7466e-05i,-0.00013834-0.0003075i,0.00019132+0.00017321i,-0.00045452+0.00077524i
0.0014462-3.8504e-06i,0.0016706+0.00085046i,0.0020551-3.218e-05i,0.0014953-0.0010851i,-5.5644e-05-0.0012372i,-0.0010356-0.00072099i,-0.0011726-0.00027004i,-0.00041641-0.00026083i,0.0012401-0.00042953i,0.001317-0.00036263i,0.00021574-0.00059545i,-0.00024675-0.00073463i,2.7052e-05+0.00039271i,0.00046358+0.0012918i,0.00054982+0.0010844i,-0.00021475+0.00026292i,-0.00023379-0.00021298i,0.00069015+0.00034037i,0.00065157+0.00033365i,0.00038935-0.00031589i,0.00052971+4.1259e-05i,0.000199+0.00052209i,4.0427e-05+5.3126e-06i
0.00095393+0.00055892i,0.0019994+0.00071042i,0.0025591+0.0013898i,0.0031338+0.001976i,0.0032294+0.0011623i,0.0021611-0.00051786i,0.0011989-0.00087037i,0.00053183+0.00019548i,0.00039499+0.0012354i,0.00071016+0.00071183i,0.00071499-0.00029314i,0.00056418+7.4547e-05i,0.00054098+0.00058166i,0.00043096+0.0004402i,0.00065629+0.0009368i,0.00079882+0.0013956i,0.00079053+0.00079427i,5.1787e-06+0.0012274i,-0.00042495+0.001299i,-0.00021059+8.0218e-06i,-0.00029962+0.00016945i,-4.0709e-06+0.0012286i,0.00082255+0.0017168i
-0.00075397-0.00064337i,0.0011525+0.00087752i,0.0010928+0.0016644i,-8.0297e-05+0.0012928i,-0.00034633+0.0013271i,-0.00034416+0.0010483i,-0.00030349+0.0004977i,-0.00044864+0.00073684i,-0.00056675+0.0015819i,-0.00010173+0.0014482i,0.00020196+0.00013573i,9.6185e-05-0.00064494i,-3.6628e-05-0.00029049i,-0.0001428+0.000929i,-0.00023105+0.0015504i,0.00031423+0.00067355i,0.00074595-2.677e-05i,3.7617e-05-0.00053101i,-0.00059452-0.00017312i,-0.0003701+0.00020062i,-9.4304e-05-6.8772e-05i,-0.00071735-0.00023042i,-0.00061344-0.00013773i
-0.0021362+0.00084478i,-0.0023305+0.0018346i,-0.0015312+0.0027468i,-0.00050446+0.0028257i,0.00074273+0.0018573i,0.0015192+0.0010087i,0.00087512+0.00090889i,-0.00029686+0.00045672i,-0.00067094+0.00034852i,-0.00050695+0.00078077i,-0.00011705+0.00053368i,0.00055721+0.00020727i,-4.8419e-05+0.00018542i,-0.00043533+0.00044628i,-0.00036196+0.0004388i,-0.00039462-0.0002538i,-0.00037133+1.205e-05i,-0.00068085+0.00073563i,-0.00037329+0.00029531i,0.00023852+0.00019831i,-0.00018573+0.00054126i,-0.00094171+0.0003826i,-0.00091806-8.9617e-05i
0.00018346+6.2374e-05i,-0.00066504+0.0010359i,-0.0003818+0.00033364i,0.00011954-0.0010972i,-7.2136e-05-0.0018841i,-0.00024232-0.0014645i,0.00017286-0.00081965i,0.00066211-0.0003475i,-0.0002599-1.4742e-05i,-0.00079151+0.00017376i,-0.00030755+0.00025449i,-0.00091846+0.00063926i,-0.0014463+0.0010754i,-0.00049227+0.00091184i,0.00043651+0.00066631i,0.00060511+0.00085395i,0.00087283+0.00027059i,0.0010099-7.4396e-05i,0.00083911-0.0001259i,0.0010418-0.00011842i,0.00032189-0.00021599i,-0.0004151-0.00088455i,-0.00040941-0.00044253i
0.0014251-0.0014766i,0.0012613-0.0021531i,0.0019636-0.0018754i,0.0019435-0.00093344i,0.0010358-0.00040336i,0.00018748+0.00016352i,9.9867e-05+0.0004195i,-7.2205e-05-0.0002798i,-0.00033916-0.00012683i,-0.00023714+0.00034429i,-0.00085223+0.00060881i,-0.0012876+0.0012646i,-0.0012935+0.0014651i,-0.00099307+0.00044863i,-0.0002979-0.00024409i,5.6665e-05+0.0002117i,0.00024013+0.00020449i,-0.00021218-0.00016789i,-0.00068226+0.00010756i,-0.00031423-0.00033828i,0.00039676-0.0011692i,0.00037256-0.00073604i,0.00025559+6.7618e-05i
