-0.0046395+0.00047259i,-0.0021171+0.0016247i,-0.00040361+0.0039409i,0.0007815+0.0044427i,0.0018782+0.0036377i,0.0010687+0.0021855i,-0.00020073+0.0016076i,-0.00034682+0.0015227i,0.00073271+0.00097805i,0.00080984+0.00059977i,0.00010883+5.3442e-05i,0.00020155-0.00091843i,0.00022096-0.0022397i,6.0796e-05-0.0026687i,-0.00060938-0.0014593i,-0.0010103-0.00043105i,-0.0010684-0.00059749i,-0.00092383-0.00087218i,-0.00023248-0.00042101i,0.0004189+0.0004836i,0.00057712+0.00041933i,0.00052444-0.00012965i,0.00083722-0.00035133i
0.00094821+0.00069906i,0.00047129-0.00041615i,0.00083933-0.00016937i,0.00031285+0.00048859i,0.00053339-1.429e-05i,0.00056453+0.00031933i,0.00015451+0.00076126i,0.00038724+0.00020812i,0.00032714-0.0006477i,8.1075e-05-0.00026124i,0.00014902+5.9023e-06i,-0.00012139-0.00057972i,-0.00021381-0.00033016i,-0.00026903-0.00013748i,-0.00041439-0.00031075i,-0.00012119+0.00040154i,-0.00033886+0.00083773i,-0.0002156+0.00078602i,0.00030903+0.00035197i,0.0012259-0.00028053i,0.0010005+0.00028447i,-1.9371e-05+0.0006444i,-5.9184e-05+4.8649e-05i
-0.00087021-0.0011008i,-0.00057265+0.00012301i,-0.00071273+0.00058355i,-0.00055125+0.0005072i,0.00030311+0.0007803i,0.0007072+0.0011172i,0.0002521+0.00047283i,-0.00011934+0.0002862i,-0.00056955+7.7118e-05i,0.00021884-0.00022696i,0.0010914-0.00010208i,0.00071222+0.00016287i,0.00042523+0.00074308i,0.00048542+0.00087571i,0.0008635+0.00084544i,0.00082691+0.0001295i,0.0005007-0.00037288i,0.00022378+0.00043122i,6.0793e-05+0.0011258i,0.00012837+0.00087093i,0.00068421+0.00083745i,0.00055179+0.00091386i,9.6218e-05+0.00076268i
-0.00051754+0.00014043i,-0.00089131-0.0002093i,-0.00060626-0.00072908i,-0.00054806-0.00041294i,-0.00030577+0.00025326i,0.00036705-0.00030462i,0.0005087-0.0010308i,0.00032066-0.00065231i,0.00079374-0.00054937i,0.00062451-0.00080587i,0.00013513-0.00049282i,-6.3456e-05-0.00012431i,-0.00016538+0.000299i,-7.199e-05-3.4538e-07i,-0.00045973-0.0008426i,-0.00021679-0.0010083i,0.00010894-0.00030507i,-4.6112e-05-0.00017099i,0.0003195-7.2112e-05i,0.0003471+0.00052298i,-0.00011393+0.0004479i,-0.0006913+0.00015753i,-0.00047884+0.00010304i
-0.00051504+0.0024012i,0.00054564+0.0016319i,0.00066149+0.00081325i,0.00070806+0.00041447i,0.00061286-0.00028713i,0.00030974-0.00089985i,0.00044805-0.00026874i,0.00056359-4.4721e-05i,0.00063813-0.00046795i,0.00080253-4.6647e-05i,0.00016154+0.00024695i,-0.0002679-0.00042292i,-0.00028446-0.0010268i,-0.00011303-0.00044607i,0.00014011-0.00034223i,0.00033443-0.00062256i,0.00059949-0.00082971i,0.00095529-0.00049749i,0.00059815+5.7734e-05i,-0.00031337+0.00065523i,-0.00055265+0.00017179i,-7.6856e-05-0.00031267i,0.00038481+3.7945e-05i
6.745e-07+0.00076701i,0.00056531+0.0011597i,0.0012271+0.001293i,0.0021925+0.001842i,0.0026997+0.0019168i,0.0019566+0.00062815i,0.00076792-4.5005e-06i,0.00089965+0.00041813i,0.0014446+0.00043871i,0.001266+0.00045907i,0.00083779-1.2019e-05i,0.00038097-0.00032573i,-0.00044217-0.00096294i,-0.00079348-0.0012818i,-0.00046634-3.9805e-05i,-0.00014814+0.00084061i,-0.0004435+0.00091958i,-0.00092163+0.00056988i,-0.00083631+0.00043142i,-0.00050914+0.00049397i,-8.9338e-05+0.00058266i,0.00052862+0.00046101i,0.0011788+0.00035304i
-0.0020477-0.00038412i,-0.00033363+0.00097787i,0.00043954+0.0013211i,-0.00015263+0.00096972i,-0.00055154+0.00064812i,-0.00029923+0.00080795i,-0.00048585+0.00073061i,-0.00012542-0.00084655i,0.00065063-0.00097342i,0.00053994-0.00029767i,0.00043009-0.00030602i,0.00089422-0.00026596i,0.0010504-0.0008194i,0.00041567-0.00094347i,-0.0002043-0.00032599i,0.00024668-0.00025367i,0.00047846+4.832e-05i,-0.00016979-7.2136e-05i,-0.00031553-1.6933e-05i,-3.852e-05+0.00077399i,0.00044025+0.00083709i,0.00098477+0.00043611i,0.0005188+0.00043824i
-0.00044961-0.00049551i,-0.00018387+0.00043674i,-0.0018445+0.00091303i,-0.002499+0.0011254i,-0.0011978+0.00096507i,0.00029029+0.00018306i,8.4841e-05-0.00066405i,0.00020877-0.00051303i,0.00056299+0.00012255i,0.00067666-0.00028482i,0.00064175-0.00035556i,6.3421e-05+0.00069861i,7.4725e-05+0.00061423i,0.00025176+0.00024285i,0.00054175-9.7722e-05i,-6.9918e-06-0.0010759i,-0.000564-0.0010123i,-0.00025645-0.00013812i,0.00029238+0.00025719i,0.00047158+0.00021935i,0.00031493+7.2392e-05i,-5.0751e-05+0.00015944i,0.00017498+0.00021179i
0.0012677+0.0012598i,0.0019175+0.00070569i,0.0018998-0.00024439i,0.0016217-0.00086033i,0.0013401-0.0014505i,0.00014674-0.0013005i,-0.00040512-0.00011462i,0.00025782+0.00044156i,0.0016324+0.00058902i,0.00096954+0.00033409i,-0.00033877-0.00011462i,-0.00041565-0.00012271i,-0.00017102+0.00026072i,0.00024955+4.3907e-05i,-0.00010962-0.0003962i,-0.0010195-0.0003889i,-0.00086039-2.5023e-05i,1.3893e-05+0.00066805i,0.00060579+0.00027895i,0.00097366-0.00037411i,0.0010829-0.00065783i,0.00020417-0.00092792i,-0.00024997-0.0005894i
-0.00062942-0.0026079i,1.7399e-06-0.001634i,-0.00014312-0.00035044i,0.00025779-0.00041936i,0.001039+0.00028528i,0.00095249+0.00095559i,0.00092564+0.00041517i,0.00019469-0.00059808i,-0.00010207-0.0010611i,-0.00023288-0.0006951i,-0.00063702-0.00036099i,-0.00022117-5.8951e-05i,-0.00017641+0.00040298i,-0.00028455+0.00025905i,4.7518e-05+9.5651e-05i,0.00024816-0.00043217i,0.00048795-0.00092324i,0.00048918-0.00046002i,-9.4231e-06-0.00022108i,0.00030032-0.00037004i,0.00051592-0.00044928i,0.00018448-8.0985e-05i,0.00013228-0.00031668i
0.0004276+0.00081904i,0.0010594+0.00030819i,0.0023808-0.00065661i,0.0016603-0.00045331i,0.00043927+0.00018316i,0.00017216+0.00041431i,-0.00039101+8.9851e-05i,-0.00057795-0.0003464i,5.2671e-06-0.00021661i,0.00046742+0.00041011i,0.00037202+0.0006364i,0.00027265+0.0007138i,3.8586e-05+0.00065471i,4.5806e-05-0.00016767i,0.00015753-5.8944e-05i,-2.6324e-06+0.00058604i,0.00018732+0.00024399i,9.1928e-05-7.6027e-05i,-0.00018686+0.00020358i,-0.00061206-0.00015919i,-7.7724e-05-0.00086254i,0.00060877-0.00051294i,8.3768e-05-1.022e-05i
0.00040433-0.0013209i,0.00017646-0.00093985i,-0.0003035+8.8447e-05i,-0.0015204+0.00096454i,-0.0018931+0.00065005i,-0.0017206-0.0003496i,-0.00087402-0.0010545i,-0.0004613-0.0010104i,-0.0007362-0.00083294i,-5.5774e-05-0.0003574i,0.00048666-1.5543e-05i,-0.00010406-0.00021165i,-0.00069561-0.00027987i,-0.00050905+1.3854e-06i,0.00027953+0.00056709i,8.1586e-05+0.00062161i,-0.00055826+0.00032333i,-0.00046046+0.00021722i,-2.386e-05-0.00029001i,0.00020951-0.00023599i,0.0011459-4.3127e-05i,0.0009289+0.00092329i,-0.00018553+0.0016069i
-0.00037345+0.002127i,-0.00044147+0.0015078i,0.00030655+0.0002143i,0.0011276-0.00077724i,0.0013035-0.0013132i,0.00083739-0.0016751i,5.1993e-05-0.001045i,-0.00019153+1.8916e-05i,0.00020022-0.000416i,0.00047296-0.00078931i,-2.4535e-05-0.00027737i,-0.00020219+0.00011413i,8.4347e-05+0.00037047i,8.1132e-05-5.5788e-05i,-0.00061915-0.00051949i,-0.00052757-9.4406e-05i,0.00039913+0.0003392i,0.00056811-0.00033646i,0.0003339-0.00079888i,2.4486e-05-0.00080063i,0.0003932+0.00033862i,0.0004233+0.0012694i,0.00083462+0.00097851i
0.00011585-0.00020834i,2.5425e-05-0.00046651i,0.0006138-0.0012436i,0.0015633-0.0013745i,0.0015023-0.00012335i,0.0016388+0.00027008i,0.00084703+0.00032059i,-0.00025831+0.00012019i,-0.00013242-0.00073715i,0.00026644-0.00098676i,0.00023179-0.00022891i,-0.00064229-0.0002765i,-0.0006238-0.00064954i,-5.0562e-05+0.00037159i,-7.1343e-05+0.00096497i,3.0319e-05+0.00024085i,0.00026301+2.8777e-05i,0.00044263+0.00034988i,0.0008689-5.5953e-05i,0.00056441-0.0005011i,0.00032818-0.00017693i,0.00037882+0.0004664i,-0.00014701+0.00036538i
1.9981e-05-0.00067637i,-0.00059688-9.4193e-05i,-0.0013618+0.0010839i,-0.001225+0.0013032i,-0.00070525+0.0012274i,0.00028565+0.0010628i,0.0011313+0.00043483i,0.00057644+0.00027124i,0.00023599+0.0005164i,0.00070323+0.00035875i,0.00099872+0.00034554i,0.0010046+0.0010105i,0.00063987+0.00030118i,0.00096395-0.00062025i,0.0012742-0.00027815i,0.00089479-0.00056923i,0.00047153-0.00055613i,0.00018286-0.00037938i,0.00044801+3.5014e-05i,0.0011525+0.00034637i,0.00093519+0.00072395i,0.00040757+0.00049619i,-0.00035149-8.2842e-05i
-0.0014308+0.0013229i,-0.0016251+0.0013285i,-0.0012411+0.0012857i,0.00064632+0.00087567i,0.0018045+0.00059076i,0.0013327+0.0001466i,0.00096814+0.00050753i,0.0011604+0.00070708i,0.0013005-0.00021739i,0.0008142-0.00095154i,-0.00016333-0.0012975i,-0.00021026-0.00076054i,0.00051291-0.00078316i,0.00085717-0.0012631i,0.00023309-0.001318i,-0.00087857-0.00073277i,-0.00061444+0.00010703i,1.4379e-05+0.0001803i,0.00029545+0.00056596i,-0.0002646+0.00064409i,-0.00069924+0.0002016i,0.00010098+0.00062067i,0.00042354+0.0010579i
-0.00082418-0.000123i,-0.00023184-0.00060728i,0.00080491-0.0010502i,0.0013425-0.0012614i,0.00086808-0.00072563i,3.1714e-05-0.00059367i,-0.00022451-0.0015072i,-0.00017203-0.00099334i,-0.00049198+1.9874e-05i,-0.00063316+0.00042169i,-0.00037206+4.6195e-05i,0.00016431-0.00048004i,0.00031194-8.0288e-05i,-2.4424e-05+0.00016927i,-0.00028535+0.00042394i,-2.85e-07+0.0010263i,-0.00052567+0.00098655i,-0.0014183+0.00055311i,-0.00076749+0.00052029i,-1.1747e-06+2.937e-05i,3.7085e-05-0.00056116i,4.5416e-05-0.000409i,0.00038707-0.00025662i
-0.00028293-1.5439e-06i,1.3214e-06+0.00025144i,0.00069804+0.00055122i,0.0019738-5.2868e-05i,0.0016737-0.00085083i,0.00083061-0.0012199i,0.00049014-0.00093726i,1.2135e-05-0.00062926i,-0.00055701-0.00057447i,-0.00033353-0.00017916i,1.73e-05+0.00022319i,0.00059889+0.00012212i,0.0011441+0.00082122i,0.00092436+0.0011761i,0.00040571+0.00035403i,3.189e-05-0.00016339i,0.00051458-0.00020984i,0.00063616-0.00025923i,-0.00028865-0.00016274i,-0.00069227-0.000223i,-0.00011897-0.00056037i,0.00058159-0.00013765i,0.00055374-0.00022361i
-0.00085554-0.00025229i,0.00039962+0.00055372i,0.0012543+0.0010203i,0.00143+0.00074533i,0.0014069+0.00062982i,0.0011948+0.00050075i,0.00055584-0.00020459i,0.00025708+0.00030352i,0.00031713+0.00074746i,0.00017485+0.000546i,-0.00030354+0.00068199i,-0.00065936-0.0002117i,-0.00044968-0.00067267i,-6.4836e-05-0.00021947i,0.00028338-3.6965e-06i,-0.00012164-0.00016833i,-0.00022627-0.00016595i,6.6597e-05-0.00017835i,7.5401e-05+1.4191e-05i,0.00077421+0.00038626i,0.001408+0.00095542i,0.00059173+0.0005599i,-0.00035845+2.7851e-05i
-0.00033821-0.00027761i,-0.00019411-0.00022459i,-0.00056018+0.00021169i,-0.0012895+0.00076213i,-0.0010003+0.0012068i,-0.00022283+0.00036647i,0.00048918-0.00098748i,0.00094259-0.0010821i,0.00039806-0.00069536i,-0.00030388-0.00040591i,-0.00074773-0.0003086i,-0.00036993-0.00067958i,0.00032876-0.0007793i,0.00047631-0.00078828i,1.2779e-05-0.00074543i,-0.0003314-0.00066086i,-0.00014543-0.00031314i,-0.00036318+0.00059503i,-0.00033345+0.00073407i,-0.00028661+0.00055338i,-0.00026489+0.00080533i,0.00016171+0.00091619i,0.00023811+0.00053982i
0.0005312-0.00048059i,-0.00010765+0.00095879i,0.00055682+0.0013816i,0.00097097+0.00035816i,0.00057844-0.00052194i,0.0005498-0.00015041i,0.00071285+0.0004949i,0.00022434+0.00035015i,-0.00023031-0.00036704i,0.00016109-0.00035368i,0.00023793+3.3895e-05i,-0.00025404+0.00019196i,0.00027777+0.00038549i,0.00040964+0.00074196i,-0.00039994+0.0005242i,-0.00044485+0.00015866i,-0.00046812-0.00053097i,-0.000681-0.00023032i,-0.00055353+0.000347i,-0.00015411+0.00017011i,0.00030662+0.00019378i,0.00073743+0.00015452i,0.0004156+0.0001082i
-0.00040757-0.00045971i,-0.00010185-0.00032344i,-0.0010055-0.00014262i,-0.00021077-0.00053675i,0.00081162-9.2246e-05i,0.0011427-0.0001522i,0.00050766-0.00073878i,-0.00017724-0.00075867i,-0.00059321-0.00066075i,-0.0010402-0.0005343i,-0.001257-0.00029957i,-0.000665+0.00056553i,0.00016672+9.7595e-06i,0.00025069-0.00083658i,0.00014542-0.00033349i,-7.3333e-05+0.0001049i,-0.00016346+0.00021721i,0.00026562+0.0001719i,0.00046404+4.7813e-05i,0.0014956+0.00023102i,0.002002+0.00043708i,0.00080992+0.00030679i,0.00025992-0.0001485i
-1.0717e-05+0.00053817i,0.00019987-0.00026127i,-0.00045339+0.00020313i,0.00013051+0.00034326i,0.0012339+0.0001752i,0.002258+9.9145e-05i,0.0021452+0.0010509i,0.00089059+0.0013688i,-0.0003215+0.00064143i,-0.00089219+8.5868e-05i,-0.00033204-0.00050338i,-0.00035541-0.00052783i,-0.00039145-5.6095e-05i,-0.00038293+0.0001257i,-0.00092398-0.00050497i,0.00018622-0.00066285i,0.00056976-0.00010595i,-0.00013081-0.00010107i,5.2459e-05+0.00012765i,0.0011191+0.00054144i,0.0013628+0.00046209i,0.0010196+0.00058692i,0.00079282+0.0007881i
-0.0011109-0.0020514i,-0.0019556-0.0023499i,-0.0028596-0.0010034i,-0.0026541-0.00013015i,-0.001318+0.00035052i,0.00045669+0.00072071i,0.00066657+0.00043853i,0.00042896+0.00031434i,0.00012455+0.00028754i,-0.00011436+0.00062949i,0.00050274-9.2326e-05i,0.00055541-0.001095i,0.00095004-0.0012103i,0.0017636-0.0016688i,0.00095916-0.0017247i,3.9424e-05-0.001286i,0.00067332-0.00096904i,0.00014241-0.00089442i,-0.00046492+7.0773e-05i,2.0078e-05+0.00052113i,-0.00013705+0.00023547i,-0.00086964+0.0003689i,-0.00092374+0.00019509i
-0.0017459+0.00040233i,0.00014541+0.0010831i,0.0013965+0.0014715i,0.00054816+0.001594i,4.3174e-05+0.0013628i,0.00033321+0.00074311i,-0.00037863+0.00013053i,-0.00086194-0.00011943i,-0.00074149+0.00048962i,4.7361e-06+0.00045928i,0.00066042-0.00028181i,0.0011653-0.00045709i,0.001035-0.0004589i,0.00063721-0.0012748i,0.00054058-0.0015281i,0.00055561-0.0005059i,0.00046614+0.00029216i,0.0001286+0.00017669i,0.00046769-0.0003627i,0.00099087-0.00076693i,-0.00011914-0.00044455i,-0.00056185-0.0004641i,7.8757e-07-0.00041596i
-0.0011756+0.00060722i,-7.1917e-05+0.00086219i,0.0012654+0.0012613i,0.0024529+0.00059502i,0.0016604-0.00041122i,0.00070107-0.00046547i,0.00023216-0.00090701i,0.00041527-0.0012489i,0.00087392+3.2293e-06i,0.00042769+0.00084912i,-0.00044469+0.00073932i,-0.0011299+0.00016575i,-0.0012456-0.00082256i,-0.0010124-0.001242i,-0.00051549-0.0011279i,-0.00028283-0.0009371i,0.00045196-0.00021426i,0.00028198-0.00023129i,-0.00045947-0.00040129i,-0.00055232+0.00059789i,-0.00012587+0.00072976i,-0.00012215-0.00027174i,-0.00035969-0.00059396i
-0.001893-0.00035096i,-0.00047226+0.00052958i,-8.6651e-05+0.00012166i,-0.00080695+0.00042451i,-0.00063455+0.0012163i,0.00024907+0.0014431i,0.00027069+0.0010882i,-0.00011094+0.00061375i,-0.00021347+0.00024371i,0.00022649-0.00058367i,0.0010292-0.00056337i,0.001333+0.00016099i,0.00070738+0.00021164i,0.00033305-5.4113e-05i,-0.00051365-0.00013321i,-0.00048113+4.5379e-05i,7.2794e-05-0.00025553i,0.00023251-0.00019969i,-9.1823e-05+0.00059484i,-0.00011499+0.00064865i,0.00053305+0.00028121i,0.00043694-6.9659e-05i,0.00028941+0.00021636i
-0.00092902+0.0001614i,-0.00092687+0.0021697i,-0.00073833+0.0024955i,-0.00043558+0.0013024i,6.6629e-05-5.0422e-05i,0.00032452-0.00034891i,-0.00031372-7.4292e-05i,-0.00035916+6.3012e-05i,0.00033791+0.00047196i,0.00073026+0.00034658i,0.00039979+0.00071283i,-0.00053333+0.00079136i,-0.0011186+6.5201e-05i,-0.00092208-0.00076991i,9.8623e-05-0.0012398i,0.00089849-0.0010197i,0.00086392-0.00081474i,6.8655e-05+3.5882e-05i,-0.00048383+0.00066103i,-0.00028384+0.00032458i,0.0005379+0.00027103i,0.00068721+0.00020893i,-0.00013529-0.00010857i
-0.0010736+0.0013545i,-0.00025967+0.0022499i,0.00061469+0.0033045i,0.0013457+0.003535i,0.0016248+0.0020186i,0.001498-0.00019908i,0.00032076-0.00093981i,-0.0010765-0.00062309i,-0.00047403-0.00029564i,0.00050341+0.00013124i,0.00033934+0.00022286i,2.5335e-05+0.00057582i,-0.00067983+0.00081426i,-0.00074875+0.00061073i,-0.00018976-0.00032313i,-1.7117e-05-0.00048166i,-1.4614e-05+0.00010634i,-0.00014237+0.00020026i,-0.00025576+0.00037753i,0.00023001+0.00047004i,0.00031823+0.00043992i,-0.00012246+0.00044384i,-0.00043701+0.0010517i
0.00031008-0.00093746i,0.00044578-0.00095941i,-0.00032926-0.0017026i,-0.00090723-0.0013322i,-0.00090785-0.00065825i,-0.00039484-0.00015271i,-4.8863e-05+8.2873e-05i,0.00073888+0.00012213i,0.00077421-0.00020713i,-8.496e-05+1.4189e-05i,0.00046289+0.00079821i,0.00070724+0.0005442i,-0.00033193+0.00075523i,-0.00015454+0.00064513i,0.00021332+1.6237e-05i,-0.00034814-0.00048463i,-0.00090102-0.00066923i,-0.00049251+0.00024819i,-0.00043033+0.00098896i,-0.0002421+0.00065416i,-0.00032238-0.00017033i,-9.8412e-05-0.00037862i,0.00039452+0.00035543i
-0.0010834+0.00091317i,-0.0001847+0.00037012i,0.00052429-0.001152i,0.0012016-0.0015791i,0.001001-0.00029669i,0.00031648+0.00028184i,0.00072485-0.00047949i,0.00062466-0.0012793i,0.00068904-0.00090366i,0.00036628-0.00034099i,-0.00018056-0.00041477i,0.00017106-0.00038022i,3.7157e-05-0.00070648i,-0.00025789-0.00091248i,-0.00080461-0.0001916i,-0.00029305-0.0001865i,-3.7166e-05-0.0010282i,0.00048541-0.0010113i,0.0010427+4.5272e-05i,0.00060025+0.00048301i,0.0003648+0.00080818i,-9.5286e-05+0.00074351i,-0.00037271-0.00038735i
-0.00012873-0.00062258i,0.00054038-0.0006787i,0.0016716-0.00096105i,0.0010819-0.00071407i,6.9707e-05+0.00029385i,-0.00023893+0.00072596i,-0.0002803+0.00014668i,-0.00012328-0.00061514i,0.0003481-0.00043374i,-0.00039734-0.00067998i,-0.00093515-0.00051547i,-0.00040203+0.00035751i,-0.0002179+0.00035645i,-5.4193e-05+6.1539e-05i,0.00012646-0.00021548i,-0.00055807+1.9234e-05i,-0.00072644+0.00042689i,-0.00025965+0.0008792i,-0.00057605+0.00099548i,-0.00034246+4.5588e-05i,-0.00022708-0.00015714i,-0.00011107+0.00060211i,4.0402e-05+0.00056707i
0.00062941+0.0011808i,0.00031312+0.00032506i,-8.3817e-06-3.8383e-05i,-5.9611e-05+0.00023141i,6.6484e-05-0.0006329i,-0.00041318-0.0012684i,-0.0010638-0.00018415i,-0.00057263+0.00057577i,0.00026879-0.00010988i,-0.00015475-0.00088198i,-0.00086758-0.0010501i,-0.00082268-0.00039182i,-0.00025665+7.4881e-05i,-0.00030533+0.00042662i,-0.00054893+0.00017379i,-0.00048129-0.00032841i,0.00018399+0.00015293i,0.00059624+0.00066397i,-6.6534e-05+0.00038093i,-0.00036222-6.4506e-05i,-0.00047254-0.00084195i,-0.00046575-0.00071457i,4.4653e-05-0.00027321i
0.00017699-0.00073821i,0.0010932-0.0010124i,0.0013604-0.0010649i,0.00096115-0.0014008i,0.00036195-0.00077191i,-3.2922e-05-0.00037522i,-0.00017327-0.00027622i,0.00045046+9.7033e-05i,0.0012832-1.2246e-05i,0.0011846-0.00058902i,0.00066834-0.00085913i,0.0010079-0.00013108i,0.00076562+0.00075942i,-0.00031497+0.00087078i,-0.00047468+0.00016957i,8.0349e-05-0.00054456i,-2.6904e-07+7.5861e-05i,0.00030779+0.00066063i,0.0010208+8.3062e-05i,0.00065926-0.00071335i,-0.00021511-0.00016345i,-1.4914e-05+0.0008351i,-6.9329e-05+0.00038273i
-9.9019e-05-0.0013653i,0.00024362-0.0020939i,-7.6526e-05-0.0027117i,3.7059e-05-0.0015909i,0.00032685-0.00043998i,0.000588+0.00033634i,0.00050282+0.00077981i,0.00029147+0.00027559i,0.00073601+0.00014457i,0.00053422+0.00022188i,-0.00040219+0.00012359i,4.4262e-05-0.00058248i,0.001096-0.00023577i,0.00081845-0.00018885i,0.00059202-0.00036573i,0.00071447+0.00011999i,0.00031263+0.00083271i,0.00014572+0.00095521i,-0.00023579+0.00067039i,-0.00062777+0.00065161i,-0.00026904+0.00082509i,-0.00040985+0.00077739i,-0.00032944+0.00056339i
-0.0011487+0.0017962i,-0.0014152+0.0018492i,-0.00067594+0.0021838i,-0.00036421+0.0021522i,-0.00065874+0.00088305i,-0.00092284-0.00025443i,-0.0002812-0.00095908i,-0.00022253-0.0013421i,-0.00051757-0.00086319i,-0.00057144+0.00022162i,-0.00010824+3.2054e-05i,0.00089784-0.0012196i,0.00033918-0.0016325i,-0.00049315-0.0014057i,-8.0648e-05-0.0019175i,0.00021265-0.0021465i,0.00026797-0.001117i,-2.8149e-05-0.00017995i,7.9287e-05+0.00041183i,0.00045732+0.00052234i,0.00047496-4.2567e-05i,0.00036238-4.2849e-05i,-0.00028519+0.00048788i
0.00014454-0.0028993i,-0.0007933-0.0017169i,-0.0018551-0.0010647i,-0.0015912+0.00086326i,-0.00054757+0.0022307i,-0.0002662+0.001544i,-9.5098e-05+0.00063623i,0.00055885-0.00022996i,0.0007476-0.001002i,0.0007039-0.0012806i,0.00052089-0.0013011i,-0.00010368-0.00070968i,-0.00010675-0.00078593i,0.00051248-0.00074494i,0.00091432-0.00012649i,0.00073041+8.5905e-05i,0.00050133-0.00038962i,0.00051118-0.0007333i,0.0010206-0.00073505i,0.00078596-0.00068072i,0.00024501-0.0010082i,0.00076586-0.001303i,0.00047005-0.00051346i
0.0012262+0.00068171i,0.00014553+0.00037753i,-0.00028545+9.5478e-05i,0.00038953-0.0013644i,0.00054698-0.0017103i,0.00054004-0.00046862i,0.00033322-1.8625e-05i,0.00050271+8.5427e-05i,0.00020783+0.00056055i,0.0001009+0.00059321i,0.00060557+0.00023366i,0.00038512-0.00044918i,-0.00057076-0.00085091i,-0.00090618-0.0010696i,5.8141e-06-0.00086309i,9.2765e-05-0.00024124i,-0.00024241+0.00034938i,-8.842e-05+0.00026671i,0.00044569-0.00023594i,0.00042003-0.00017145i,0.00014455+0.00047102i,-2.8394e-05+0.00080199i,3.5742e-05+0.00034401i
-0.00024719+0.00080359i,0.0020982+0.00098655i,0.0023113+0.00087647i,0.0018027+0.00026193i,0.0015876-0.00040235i,0.0014516-0.00047381i,0.00034737-0.00044995i,-0.00027949-0.00023631i,-0.00011603+0.00049142i,-0.00036285+7.118e-05i,-0.00082288-0.00046682i,-0.00097209+3.2676e-05i,-0.00038841-0.00025035i,4.1235e-05-0.00033394i,3.8398e-05+0.0010074i,-4.1366e-06+0.0013724i,-0.00031721+0.00082483i,-0.00081512+0.00022678i,0.00040025+0.00019232i,0.00086966+0.00063294i,-0.00037372+0.00039186i,-0.000884+0.00037636i,-0.00046677+0.00035052i
-0.00031205+1.3265e-05i,-0.00066048+0.00065062i,-0.00021029+0.00033935i,7.4214e-05-0.00038835i,-0.00010126-0.0001906i,-0.00032107-5.1706e-05i,-0.00064197+0.00058481i,-0.00027059+0.00011897i,-9.0273e-05-0.00059107i,6.3769e-05-0.00018222i,0.00056742+4.0673e-06i,0.00013728-0.00056778i,-0.00012488-0.00056512i,8.4219e-05-0.00056771i,-0.00016164-0.0004016i,0.00021762+0.00061175i,0.00032061+0.00080008i,-0.00064397+0.00042812i,-0.0010121+0.0004937i,-0.00084704+0.00027609i,-0.00057313-0.00030726i,-1.2263e-05-0.00022679i,0.00053467-0.00010988i
0.0013856-0.0006303i,0.0023383-0.00033679i,0.0024956+0.00076398i,0.0023826+0.00078507i,0.0022482-0.00064444i,0.0011249-0.0018786i,0.00042441-0.001276i,-0.00022273+0.00076284i,0.00015678+0.0011471i,0.00060329+4.012e-05i,0.0003403-0.00070604i,-4.5948e-05-0.00045774i,-0.0005557+0.00030823i,-0.0003161+0.00041424i,-0.00026304+3.0082e-05i,-0.0008374-3.0911e-06i,-0.0007123-0.0001371i,-0.00033077-0.00038384i,6.8941e-05-0.00067373i,0.00095191-0.00021456i,0.00048673+0.00051955i,-0.00023931+0.00079518i,0.00054951+0.0012399i
-0.001253-0.0009693i,-0.0011326-0.00021729i,-0.0011415-0.00035026i,-0.00089163-0.0010241i,-0.00074243+7.1786e-06i,-0.00072714+0.00065217i,-0.0009116-0.00037451i,-0.00034033-0.00075308i,0.00052524-0.00015518i,0.00079947+0.00026826i,-7.2746e-05-0.00033789i,-0.00055005-0.00081532i,-0.00011214-0.00073908i,0.00034179-0.00046476i,0.00059286-0.00050396i,0.00013131-0.00046035i,-9.0534e-05-0.00067129i,-0.00038593-0.00089781i,-0.0001958-0.00084884i,0.00022395-7.2748e-06i,0.0006308+0.0011123i,0.00062395+0.0011472i,0.00021102+0.00013055i
-0.00078649+0.0011504i,-0.00068033+0.0017632i,0.00034513+0.00095603i,0.00055487+0.0005605i,-0.00013067+0.00068964i,0.00040966-0.0001698i,0.00046023-0.0012203i,-6.075e-05-0.0010576i,-0.00022441+0.00026184i,-0.00016669+0.00049048i,-0.00011214-6.6738e-06i,-0.00063857-0.00018382i,-0.0002269-0.00023745i,6.2153e-05+0.00047378i,-0.00043895+0.00060133i,-0.00066847-3.9882e-05i,-0.00032346+6.0185e-05i,0.00018242+0.00045322i,0.00033147+0.00048681i,0.00025032+0.00063499i,-0.00026178+0.00061239i,0.00033127+0.00030771i,0.00056247+0.00070063i
