0.0013488+4.486e-05i,0.0011784-0.0010555i,0.00031864-0.0018033i,-0.00042708-0.0017803i,-0.0012865-0.00027101i,-0.0024813+0.0013388i,-0.002438+0.0019491i,-0.00035697+0.0019273i,0.001641+0.0011769i,0.0012798-0.00010692i,0.00030846-0.00099559i,-0.00065377-0.0012824i,-0.0015405-0.0010806i,-0.0010975-1.0305e-05i,-0.00074757+0.0005849i,-0.0014194+0.00037501i,-0.0019204-7.6806e-05i,-0.0014668-1.617e-05i,-0.00043147+0.00020869i,-0.00017668-0.00014323i,-0.00085302-0.00062709i,-0.00088028-0.00082993i,-0.00045445-0.00084057i
-0.0016091-0.0030411i,-0.0014301-0.0018471i,-0.0012398-0.0013901i,5.9792e-05-0.001703i,0.0011489-0.00094193i,0.0013415-9.8927e-05i,0.0014423-0.00037877i,0.0012467-0.00058463i,0.0008519-0.0005628i,0.00083841-0.00082511i,0.00058113-0.00054166i,-0.00028799+0.00021791i,-0.0005092-0.00019478i,0.00042525-0.00057482i,0.0012715-0.00033685i,0.00080678-1.2417e-05i,-0.00023541-0.00012495i,-0.00099779+0.00024104i,-0.00097404+0.0011467i,-0.00085548+0.002365i,-0.0015647+0.0045195i,-0.0019444+0.0045045i,-0.0019531+0.0031586i
-0.0020964-0.00061153i,-0.0014842-0.0005427i,-0.0015837-0.00079108i,-0.0020164-0.00044307i,-0.0023708-0.00069315i,-0.0010914-0.0012655i,-0.00070022-0.00091242i,-0.0008227-0.00063134i,-0.00059319-4.7913e-05i,-0.00072173+0.00094947i,-0.00018139+0.00077569i,7.1286e-05+0.00044349i,-0.0001753+0.00019489i,-6.5671e-05-0.00082798i,7.6441e-05-0.00098502i,-0.00050099+5.2572e-05i,-0.00095829+0.0015064i,9.5657e-05+0.0018698i,0.0016988+0.0010137i,0.0030868+0.00023233i,0.0043037-0.00073851i,0.0044086-0.0016951i,0.0033267-0.0018672i
0.0016464+6.0644e-05i,0.0025513+0.0001153i,0.0023266-0.00037891i,0.002957-0.00099752i,0.0028216-9.2936e-05i,0.00078101+0.0019979i,-0.00057431+0.002823i,-5.3259e-05+0.0018284i,4.7615e-05+0.0011523i,-0.00046239+0.0010369i,-0.00056054+0.00069683i,-0.0012503+0.00084182i,-0.00073451+0.0009262i,0.00046857+0.00069235i,0.00041281+0.0016098i,0.00069733+0.0023704i,0.0012253+0.0014652i,0.00049749-0.00015545i,-0.00079317-0.0018874i,-0.0021072-0.0028185i,-0.0028395-0.0028301i,-0.0031216-0.0027499i,-0.0025671-0.0021983i
0.0014346-7.6107e-06i,0.0015476-0.00032972i,0.0020952-0.0017674i,0.0015735-0.0023664i,-0.00016884-0.0020246i,-0.00038906-0.0012959i,0.00016523+0.00060713i,0.00084205+0.0013612i,0.000682+0.0011695i,-0.00071735+0.000699i,-0.0012016-0.00037087i,-0.00099465-0.0013572i,-0.0017568-0.0012198i,-0.001316-0.00094271i,0.00011127-0.00047639i,-0.00045651+0.0003793i,-0.0012804+0.0010856i,-0.0020529+0.001256i,-0.0025429+0.0010478i,-0.0018708+0.002365i,-0.0016434+0.0029469i,-0.002069+0.0023035i,-0.0019246+0.0023039i
0.0014498-0.00068866i,0.0020226+0.00043773i,0.0015295+0.00075579i,0.0010645-0.0013927i,0.00026046-0.0024919i,-0.0014618-0.0013793i,-0.0015075-0.00023699i,0.0002358+3.6823e-05i,0.0010778+2.5697e-05i,0.00046569-7.958e-05i,-0.00045939-0.00078932i,-0.00059048-0.00067547i,-0.00073091+0.0003445i,-0.0018103-5.8587e-05i,-0.0022131-0.00039033i,-0.0014185-0.00049478i,-0.00050244-3.9489e-05i,-6.7567e-05+0.0010357i,0.00051749+0.0012256i,0.0017337-0.00016916i,0.0034738-0.0011266i,0.0034675-0.0011238i,0.0025976-0.00098528i
-0.00102-0.00055387i,-2.1832e-06-0.00034072i,0.00057984+0.00048732i,0.0011687+0.001003i,0.0018+0.001196i,0.00051549+0.00079478i,-0.0011753+0.00087572i,-0.00076532+0.0011505i,0.00068942+0.00070627i,0.0016957+0.00040762i,0.0019935+0.00069929i,0.001637+0.00062268i,0.00085341+0.00024505i,2.9407e-05+0.00042697i,0.00039338+0.00071074i,0.00069761+0.00053323i,0.00084548+4.9313e-05i,0.00087203-0.00081098i,0.00064227-0.0019491i,-0.00010923-0.0025174i,-0.0016933-0.0022682i,-0.0016704-0.0022055i,-0.0010899-0.0026144i
-0.0011378-0.00087844i,-0.0010282-0.000864i,-2.2617e-05-0.00035477i,0.0010918-0.00020232i,0.0018394-0.0011179i,0.001878-0.00090312i,0.0010926+8.6239e-05i,0.00069435+0.00057895i,0.0008271+0.000386i,0.0011217-0.0001679i,0.001714+5.4653e-05i,0.0012407-0.00015284i,0.00066021-0.00063853i,0.00030143-0.00055934i,-0.00073713-0.00094359i,-0.0010859-0.0016059i,-0.0016025-0.0006328i,-0.0018918+0.00107i,-0.0010067+0.0017133i,-0.0011709+0.0022998i,-0.0018521+0.0030942i,-0.0021582+0.0034489i,-0.0023356+0.0024799i
0.0035074+0.0025753i,0.0034303+0.0026009i,0.0042223+0.0020755i,0.0032261+2.8359e-05i,0.00091589-0.0021163i,-0.0011959-0.0022595i,-0.0018197-0.0014183i,-0.00036074-0.00018826i,0.00073868+0.0007682i,0.001589+7.5358e-05i,0.0016297-0.0011443i,0.00029851-0.0018645i,-0.00081806-0.0017926i,-0.0014963-0.00078879i,-0.0016501+0.00018877i,-0.001034+0.0001468i,-0.00015838+2.3454e-05i,0.00039803+0.00019479i,0.0012628+0.00048181i,0.0017715-0.00021346i,0.0030133-0.0014836i,0.0036114-0.0011483i,0.0027507-0.00013431i
-0.00048864-0.003033i,-0.00039168-0.0023286i,-0.000845-0.0020798i,-0.00058256-0.00066502i,7.1457e-05+0.00095228i,0.00042766+0.0021653i,0.00030737+0.0019599i,0.00027286-0.00011347i,0.0011551-0.00093029i,0.0014427-0.00040851i,0.0010129+0.00018834i,0.00045901+0.00048984i,0.00046766+0.00031046i,0.0010792+0.00044698i,0.0011484+0.0016439i,0.001163+0.002087i,0.0016728+0.00027336i,0.0020596-0.0018251i,0.0014077-0.0027614i,-0.00034291-0.0023275i,-0.0016384-0.001578i,-0.0011672-0.0013676i,-0.00067275-0.0016367i
-0.0022091-0.0001858i,-0.0014369-0.00092874i,-0.0016753-0.00041365i,-0.00090566-0.00074779i,-5.2967e-05-0.0019575i,0.00044069-0.00181i,0.00022112-0.00055397i,0.00058755+0.0002224i,0.0011715+0.00027392i,0.0010401+0.00085784i,0.00032605+0.0011363i,-0.00038717+0.00085291i,-0.00043419+0.0010439i,-0.00053624+0.00021276i,-4.3287e-05-0.00073928i,-1.5266e-05-0.00048918i,-0.0014529-2.6115e-05i,-0.0029235+0.00095045i,-0.002272+0.0022739i,-0.0006344+0.0027265i,-0.00071423+0.002319i,-0.00096506+0.0021708i,-0.0018013+0.0018739i
-0.00098223-0.00022006i,7.958e-05-0.00038468i,-0.00076646+0.00014369i,-0.00087859+0.00062985i,-0.00039765+0.00050487i,-0.0009314+0.00059561i,-0.00098384+0.00075337i,-4.8425e-05+0.00056186i,0.00057986+0.00067975i,0.00050769+0.0012342i,-0.00039011+0.00088854i,-0.00049338-0.00045107i,-4.6478e-05-0.0013801i,-0.00048606-0.0012895i,-0.00065925-0.00056533i,-0.0008561+0.0004727i,-0.00028515+0.0013403i,0.00037202+0.0011528i,0.00066719+0.00067917i,0.0013227+2.5715e-05i,0.0019305-0.000678i,0.0025538-0.00051908i,0.0023697+0.00020427i
0.0024666-4.9634e-05i,0.0022058-0.000687i,0.0026291-0.00092275i,0.0026143-0.00065944i,0.0018722-0.00080905i,0.00050814-0.00059948i,7.1793e-05+9.6498e-05i,0.00074427+0.0002273i,0.0011126+0.00046914i,0.00040511-0.00030299i,-0.00048009-0.001172i,-0.00089314-0.00092618i,-0.00025328-0.00034799i,0.0010122-6.5932e-05i,0.0013061+0.00019385i,0.00076079+0.0011271i,0.00043578+0.001451i,0.00054301+0.00086559i,0.00031518-0.00011666i,-0.00059787-0.00070878i,-0.0010212-0.00036127i,-0.00074106-0.00075463i,-1.1631e-05-0.0015017i
0.00019165+0.0015151i,0.0011734+0.00096299i,0.0018038+0.00019777i,0.00048115-0.00023201i,-0.00032329-0.0014616i,-0.00012128-0.00086841i,-0.00028046+0.0011203i,0.0001022+0.0010008i,0.00081368+0.00035677i,0.0013932+0.00070261i,0.001242+0.00015766i,0.00021305-0.00068228i,-0.0003187-0.00070377i,-0.00079882-0.00095084i,-0.0014256-0.0006311i,-0.0019529-0.0011381i,-0.0027376-0.0012318i,-0.0031039+0.00063636i,-0.002561+0.0014415i,-0.0017973+0.00090824i,-0.0015227+0.00069149i,-0.0013377+0.00049277i,-0.0011891+0.00056954i
0.0013167-0.00014551i,0.0011809-0.00071865i,0.0026872-0.0014674i,0.0024289-0.0018276i,0.0008353-0.0019554i,-0.00038003-0.00056934i,-1.1579e-05+0.00084159i,0.00078155+0.0010034i,0.0014343+0.00025184i,0.0015528-0.00029432i,0.00093735-0.00034125i,0.0004657+0.00021625i,-0.00011452+9.0167e-05i,-0.00065526-7.0799e-05i,-0.0010298+0.0011882i,-0.0005216+0.0020404i,0.0013432+0.0016489i,0.001804+0.0012213i,0.00082308+0.00088831i,0.0008705-0.00022315i,0.001309-0.0015618i,0.00085168-0.0012933i,0.00032662-0.00015118i
-0.00068836-0.00030049i,0.0009919+0.00079458i,0.0014168+0.0011735i,0.0019423+0.0013561i,0.0019899+0.0019155i,-0.00019094+0.001956i,-0.0009625+0.00093211i,-0.00019999-0.00039073i,-0.00073579-0.0011654i,-0.0011373-0.00047331i,-0.0007346+0.00068804i,-0.00044102+0.0010708i,4.8567e-06+0.00042616i,0.00011643-0.00021058i,-0.00032358+0.00078877i,0.00013066+0.0012504i,0.0010846+0.00050509i,0.0016211-0.00012672i,0.0011994-0.00060756i,-0.00071683-0.00095033i,-0.0013515-0.00055761i,-0.00073086+0.00027611i,0.00016619-9.6147e-05i
0.00050779-5.8331e-05i,0.00017667-0.00049209i,-0.0001774-0.0010147i,0.00025074-0.0020523i,-0.00013586-0.0019454i,-0.00063989-0.0010227i,-0.00062397-0.00012207i,-0.00068832+1.9358e-05i,-0.00042195-9.5219e-05i,0.00026873+0.00030358i,0.00038309+0.00040439i,0.00041917+5.7957e-05i,0.00047243-0.0005468i,0.00023226-0.00068897i,-0.00050437-0.0013133i,-0.0015872-0.0016205i,-0.0023215-0.0012075i,-0.0030101-0.00041337i,-0.0029368+0.00021091i,-0.0014188+0.0015542i,-0.00029557+0.002466i,-0.00023834+0.0015137i,-0.00022647+0.00023124i
0.004593+0.0015615i,0.0050635+0.0022492i,0.0062589+0.00026314i,0.0046571-0.0021065i,0.0018208-0.0031526i,5.7962e-05-0.0027635i,0.00014538-0.00084575i,0.0006893+0.00039703i,0.0012077+0.00043374i,0.0010442-8.1855e-05i,0.00042082-0.001021i,-2.4071e-05-0.00075304i,-0.00050971-0.00047689i,-0.0010981-0.00061186i,-0.0010624+0.00018241i,0.00011898+0.00060222i,0.0013357+0.00061486i,0.0018058+0.00077035i,0.0017203+0.00051579i,0.0013848-0.0010292i,0.0011177-0.0024194i,0.00086785-0.0019347i,0.00059928-0.00047716i
-3.8779e-06-0.0031397i,-0.00053832-0.0023188i,8.4627e-05-0.0019531i,0.00041055-0.0015006i,0.00021979-0.00087598i,-0.00037379+0.00013575i,-0.00073389+0.00059658i,-0.00040736+0.0001383i,-0.00020566-9.1302e-05i,-0.0003836+0.00043026i,-0.00076001+0.0011137i,-0.00075158+0.0011896i,-0.00013031+0.00084827i,0.00080121+9.2822e-05i,0.0016126-0.00030872i,0.0017028+0.00047363i,0.0011373+0.00071798i,0.0011996+0.00045916i,0.00080147+0.00034451i,-0.00076786+0.0005345i,-0.0013764+0.0012751i,-0.0006423+0.0013635i,0.00035245+0.00085383i
-0.0027128+0.00018524i,-0.0015643+0.0010493i,-0.0013408+0.0022257i,-0.00074629+0.0018505i,-0.00076491+3.4292e-05i,-0.0013861-9.784e-05i,-0.0011618+0.00099813i,-0.00074891+0.00089159i,-0.00060858+0.00080157i,1.416e-05+0.00044119i,0.00048272+0.00037472i,0.00074428+0.001118i,0.00064539+0.00082371i,-0.00040552-0.00018676i,-0.0012722-0.00080679i,-0.0012962-0.0013964i,-0.0021256-0.0014761i,-0.0028008-0.0013785i,-0.002422-0.00085788i,-0.0009897+0.00060112i,0.00063134+0.0013167i,0.00027459+0.00070407i,-0.00078675-6.4027e-05i
-0.00081402+0.00060175i,-0.0010006+0.00054564i,-0.0012154+0.0014715i,0.00011441+0.002258i,0.0009084+0.0023514i,0.00048878+0.0015701i,0.00065189+0.00046099i,0.00085655+0.00051064i,0.00091543+0.0004617i,0.0017576+2.1737e-05i,0.0019601+0.00043135i,0.0012278+0.0004525i,0.001517-0.00012557i,0.0019501+0.00010917i,0.0010853+0.00089655i,0.00017315+0.0015125i,0.00041464+0.0021084i,0.0012553+0.0027474i,0.0016897+0.0017311i,0.0016312-5.7296e-05i,0.001219-0.00092495i,0.00068422-0.0011934i,-6.6372e-05-0.0013357i
0.0021557+0.0020265i,0.0033872+0.0016886i,0.0058356+0.00015605i,0.0048322-0.0011383i,0.003569-0.001117i,0.001723-0.00035056i,-0.00087638-2.7382e-05i,-0.00064889-1.6195e-05i,0.00059545-4.5975e-06i,0.0011598-5.1175e-05i,0.00029652-0.00062905i,-0.00040848-0.0014396i,-0.00027694-0.0017833i,-0.00057028-0.0014861i,-0.00066382-0.00053966i,-0.00026977+0.00024742i,-1.9685e-05+0.00029768i,0.00014188+0.00013846i,2.8856e-05-2.0981e-05i,-0.0012528+0.00086879i,-0.0023332+0.0016708i,-0.0016141+0.00096742i,-0.00014629+0.00015276i
0.0011483-0.00089795i,0.0012969-0.00068938i,0.00099547-0.00075478i,0.00058582-0.0020227i,0.00073348-0.0024967i,-0.00031634-0.00092507i,-0.0011712+0.00023445i,-0.00040848+0.00084116i,0.00024473+0.00083679i,-0.00011542+1.6861e-05i,-0.00066608+0.0001957i,-0.00076468+0.00044399i,-0.00078698+6.5077e-05i,-0.00096385+0.00013335i,-0.00083206-6.4447e-05i,-0.00043126-0.00030794i,-0.00051407-0.0010609i,-0.00058431-0.0017395i,-0.00062387-0.00039168i,-0.00054024+0.0015651i,0.00024341+0.0022092i,0.0003889+0.0018502i,-6.9242e-05+0.00055362i
-0.00052839+0.0012547i,-0.00021335+0.00046044i,0.0012573+0.00033593i,0.0022966+0.0010414i,0.0011532+0.00070147i,-0.00027151-7.1703e-05i,-0.00091413+0.00060757i,-8.0219e-05+0.0008797i,0.00090378+0.00055724i,0.00038515-0.00011314i,0.00070334-0.0005028i,0.0011408-0.00054257i,0.00044851-0.00086467i,-6.9078e-05-0.00071796i,0.000233+5.4614e-05i,7.1074e-05+0.0011202i,0.00017831+0.002487i,0.0013143+0.003388i,0.0014855+0.0018208i,0.0017546-0.00082395i,0.0021972-0.0020814i,0.0022918-0.0024484i,0.0016704-0.0019441i
-0.0010447+0.0019598i,-0.00055237+0.001895i,0.00078249+0.0011729i,0.00088515+0.0010929i,0.00061964+0.00080436i,0.00054464-0.00035998i,0.00050329-0.00086131i,0.0011597-4.9701e-05i,0.0011144+0.00022164i,0.00086436-0.00011961i,0.00068069-0.0003563i,0.00038266-0.001068i,0.00026612-0.0011702i,0.00030608-0.00071435i,0.00037179-0.00025878i,0.00038859+0.00011591i,-3.2941e-05-9.3771e-05i,-0.00059627-0.00019082i,-0.00080921-8.5094e-05i,-0.0013762+0.00021206i,-0.0024693+0.00072479i,-0.0025014+0.0016549i,-0.0014448+0.0017425i
-0.0019398+0.003402i,-0.0008011+0.0026635i,0.001176+0.0039286i,0.0028327+0.0021728i,0.002358-0.00067989i,0.0013881-0.001049i,0.00055504-0.0005169i,0.00034919-0.00037581i,0.00086393+0.00024269i,0.0012808+0.00079409i,0.00092028+0.00038207i,1.5839e-05-0.00015656i,-0.00034935-0.00098399i,0.00035065-0.0012481i,0.00065665-0.00095454i,0.00033357-0.001204i,-8.1582e-05-0.0010775i,-0.00055278-0.00090472i,-0.00060102-0.00069229i,-0.0003686-0.00025282i,0.0007955+0.00022884i,0.0013948+0.00068451i,0.00092071+0.00075897i
-0.00050313+0.00071725i,0.00016149+0.00070651i,0.0016132+0.0018195i,0.0025118+0.00119i,0.0021923-0.00011701i,0.001138+0.00022864i,0.00018102+0.0010017i,6.0456e-05+0.00070236i,0.00027646+0.00057217i,-0.0001262+0.00048926i,-0.00053408-4.5839e-05i,-0.00030333-0.00054169i,0.00053413-0.00079088i,0.00065887-0.0005272i,0.00036503+0.00070462i,0.00042706+0.0010926i,-4.9506e-05+0.0011785i,5.4041e-05+0.0016014i,0.00022059+0.0012615i,0.00037245+0.00069484i,0.0015944-0.00033227i,0.0019503-0.0012699i,0.0016876-0.00074189i
0.00079535-0.0032487i,-0.00014979-0.002495i,-0.0014387-0.0018589i,-0.00094213-0.0016327i,-0.00034662-0.0010739i,-0.00036104-7.6529e-06i,-0.00029869+0.00037743i,0.00042061-0.0004175i,0.00063398-0.00092837i,-0.00028941-0.00019697i,-0.00076393+0.00089223i,-0.00038671+0.00096441i,0.00082297+0.00060411i,0.0013241+0.00084238i,0.00036223+0.00018958i,-0.00012414-0.00062402i,-0.00010016-0.00070617i,-0.00029232-0.00030407i,-0.0010793+0.00045046i,-0.0019476+0.00053303i,-0.0029788+0.00030415i,-0.002871+9.456e-05i,-0.0018018-0.00029864i
-0.000554+0.0026003i,9.0029e-05+0.0025605i,7.9116e-05+0.0022633i,0.00037045+0.0010893i,0.00027263+0.00012311i,0.00025357+8.4146e-05i,0.00040872+0.00024273i,0.0005167+0.00058362i,0.00051574+0.00094755i,0.00045544+0.0010597i,0.00050365+0.00082677i,0.00022089+0.00068184i,-0.00025358-2.5438e-05i,-0.00040563-0.00056367i,-0.00061792+0.00017292i,-0.00036267+0.00065943i,0.00029347+0.00057675i,0.0010137+0.00022559i,0.00084581+4.5305e-05i,0.0008382+0.00019505i,0.00078891+0.0014247i,0.00012027+0.0020065i,-0.00052452+0.00096609i
-0.00092628+0.0027397i,-0.00024877+0.0020714i,0.0017764+0.0017882i,0.0034916+0.0010571i,0.0035379+0.0006123i,0.001658+0.00076448i,0.00045293+0.00076562i,0.00034211+0.00096266i,0.00091194+0.0011764i,0.0010082+0.00044758i,0.00052034-0.00099982i,0.00022975-0.0018839i,-1.76e-06-0.0013642i,-0.00069694-0.00049562i,-0.00092588+0.000674i,-0.00039359+0.00077321i,-2.745e-05+0.0010274i,-0.00055049+0.0020592i,-0.00066654+0.0015869i,0.00042674+0.00045112i,0.0014437-0.00073295i,0.0016404-0.001261i,0.00052377-0.00047903i
-0.00072669+2.6017e-05i,0.00049191+0.00058089i,0.0012991+0.00039785i,0.0012001-0.00054502i,0.00070609-0.00082612i,0.00017265-0.0018301i,-0.00067099-0.0016783i,0.00032014-0.00047231i,0.0016865+0.00059638i,0.0011509+0.0011746i,0.00066891+0.00036668i,0.0008899-0.00013017i,0.00026879-0.00025395i,-0.00081436-0.0012107i,-0.0010607-0.00136i,-0.0001551-0.00046077i,0.0011279-0.00019951i,0.00089601-0.00020545i,-0.00071045+8.3302e-06i,-0.0011961-0.0001437i,-0.0019959-0.00050591i,-0.0026711-0.00047062i,-0.0018786-0.00046732i
7.9204e-05-0.0014925i,0.00053961-0.0017186i,0.00092342-0.00059453i,-0.00020992+0.00032194i,-0.0010422-6.2929e-05i,-0.00071055-0.00050356i,-0.00062565-0.0004032i,-0.0010227-0.00014852i,-0.0005654+2.6901e-05i,0.00027458-9.4977e-05i,0.00029376-8.4085e-05i,7.7463e-05+0.00020201i,-0.00098641-1.5207e-05i,-0.001553+0.00032648i,-0.00081487+0.0011143i,-6.6793e-05+0.00096607i,0.00034106+0.00036064i,0.00054339+0.00054821i,0.00010781+0.0010724i,-2.4393e-05+0.0013804i,0.00078858+0.001563i,0.00051453+0.0015566i,-0.00011931+0.0010339i
-0.00149+0.0013389i,0.00061724+0.0012366i,0.0024161+0.0012893i,0.0029413-0.00014489i,0.0027195-0.0011944i,0.0011507-0.00066254i,-3.2718e-05-0.00037736i,-9.3263e-05-0.00013526i,0.00017994+0.00057658i,0.00057869+0.00073395i,0.00043799+0.00025603i,0.00043922+0.00037393i,0.0004005+0.0003805i,-0.00059838+0.00027451i,-0.00097933+0.0003255i,-0.0012459+4.8993e-05i,-0.0013052+0.00038203i,-0.00050283+0.0011403i,0.00020636+0.00066183i,0.00093145+3.2448e-05i,0.0017841-0.00058391i,0.0018803-0.001328i,0.0016716-0.0014235i
-0.00083625+0.0029212i,7.0737e-05+0.0029444i,0.0011916+0.0028451i,0.0024486+0.0010953i,0.0029157+0.00082966i,0.0012005+0.00030437i,0.00038596-0.00059685i,0.0014901+0.00034156i,0.0019595+0.00098424i,0.002202+0.00074288i,0.002029+0.00070144i,0.00097902-0.00021876i,0.00047093-0.0014537i,0.00053643-0.0014223i,0.00016609-0.0010816i,0.00042999-0.00084334i,0.00093758+0.00027989i,0.00048685+0.00073251i,-3.5841e-05+5.2897e-05i,-0.00084906-0.00030222i,-0.0019618-0.00039705i,-0.0019262-0.00032483i,-0.0012654-0.00037581i
0.0014126+0.00052908i,0.001086+0.0013568i,0.00047262+0.0014373i,0.00031372+0.00071041i,0.0012286+0.00068686i,0.0012396+0.00033526i,-0.00010011+7.9333e-06i,0.00030748-0.00028159i,0.00090386-0.00070139i,0.00058711-0.00047496i,0.0013871-0.00017018i,0.00075529-0.00061037i,-0.00015296-0.00089609i,0.00033951-0.00018459i,0.00057128+0.0001821i,0.00037307+0.0012385i,4.0023e-05+0.0024311i,0.00034169+0.0021197i,0.00049269+0.00099495i,0.00051578+0.0011743i,0.00042209+0.0024977i,-0.00082528+0.0022792i,-0.0013312+0.00043769i
-0.0005011-0.0016644i,-0.00019743-0.0032082i,0.00088358-0.0026819i,0.00099003-0.0016542i,-0.0003116-0.0014571i,-0.00018747-0.00054804i,-8.7243e-05+0.00026579i,-0.00015323+0.00012929i,0.00011774+3.7028e-06i,-0.00069902+0.00074037i,-0.0010619+0.00087569i,-0.00053134-0.0001077i,-0.00019431-0.00072903i,-0.00044395-0.00070902i,-0.0010918-0.00027179i,-0.00082159+3.6263e-05i,-0.00066672+0.0001352i,-0.0013027+0.0012896i,-0.0011803+0.0010296i,0.00024876+5.2553e-05i,0.0010503+8.135e-06i,0.001422-0.00047958i,0.0016954-0.0002645i
0.0025083+0.0022894i,0.0029424+0.0021147i,0.003604+0.00036983i,0.0033084-0.0011627i,0.0016043-0.0015995i,-0.00061369-0.0010022i,-0.00044896-8.9916e-05i,0.0009726+0.00055821i,0.0016878+0.001059i,0.0021396+0.00027168i,0.0017095-0.00083405i,-0.00028065-0.00038345i,-0.0015663-0.00039406i,-0.001135-0.00064889i,-0.00067292-0.00047801i,-0.00036274-0.00043656i,-0.00037095-8.7034e-05i,-0.00061932+2.0771e-05i,-0.00076273-0.001064i,-0.0015324-0.0023078i,-0.0020591-0.002695i,-0.0012598-0.0021515i,-0.00075795-0.0012213i
0.00016947-0.0012054i,-5.2191e-05-0.0014371i,0.00060403-0.0013904i,0.00024006-0.00051154i,-0.0015498+0.00038048i,-0.0025482+0.00066908i,-0.0012594+0.00052559i,0.00031182-4.5831e-05i,0.00087553-0.0004665i,0.00060109-0.00034605i,0.00028708+0.00050674i,-0.00072409+0.00063346i,-0.0010543+9.8828e-05i,-0.00047832+0.00062867i,-0.00081767+0.0017545i,-0.0010059+0.0014217i,-0.0008433+0.00099502i,-0.00098741+0.0015147i,-0.00068567+0.0011985i,-0.00023169+0.0014263i,-0.00032722+0.0024483i,-0.0012312+0.0023391i,-0.0023533+0.0012371i
-0.00086251+0.0022434i,-0.0015614+0.0011327i,-4.179e-05+0.0012089i,0.0022229+0.0012932i,0.0032333+0.00058562i,0.0017771-0.00024014i,0.0004669-0.0003134i,0.00062476-0.00041706i,0.00088271-0.00068909i,0.00076609-0.00036442i,0.00035912-0.00086075i,0.00057498-0.0014898i,0.000787-0.0019815i,0.00034414-0.0015626i,-0.00031817-0.00047234i,-0.00069657-0.00049905i,-0.00085584-0.000885i,-0.00063587-1.8231e-05i,-9.9119e-05+0.00032438i,8.4479e-05-0.00056183i,0.00055829-0.0012326i,0.0016467-0.00097035i,0.0015962-0.00031465i
-0.00038442-0.002187i,8.1441e-05-0.0018376i,0.00073882-0.0015239i,0.00074156-0.00073898i,0.00049146-0.00030676i,0.0002228+0.00013863i,-9.227e-05+0.0010598i,-0.00012908+0.0011829i,-8.8404e-05+0.0010708i,-0.00010478+0.00076799i,0.00016562+0.0003007i,0.00074294+0.0007154i,0.00037419+0.0011619i,-0.00010931+0.00045348i,-0.00041055-0.00046904i,0.00021136-0.00016459i,0.0010591+0.00040301i,0.0010892+0.00094621i,0.00037422+0.00066296i,-0.00051611+4.2847e-05i,-0.0014296-0.00084682i,-0.0010752-0.0016616i,-0.00054123-0.0011091i
0.00081233+0.00033071i,0.0011023+0.00018098i,0.0020392-0.00053072i,0.0026465-0.0012821i,0.00075958-0.0014201i,-0.0018005-0.0010415i,-0.0021518-9.6606e-05i,-0.0012264+0.00040031i,-0.00041194-7.5112e-05i,-9.4297e-05-3.6853e-05i,-0.00079483+5.251e-05i,-0.00062882-0.00061865i,5.1127e-05-0.001031i,-0.00027889-0.00076806i,-0.00055473+0.00027181i,-0.0011142+0.00077441i,-0.0012969+0.00023494i,-0.0007538+0.00026241i,-0.00053156-0.00036193i,-0.00081908-0.00092196i,-0.00031446-0.00024478i,-0.000171+0.0005262i,-0.00094449+0.00067299i
8.5142e-05-0.00075287i,-0.00021427-0.0014843i,0.00084592-0.0013684i,0.0018287-0.0013132i,0.0012226-0.0013906i,0.00018248-0.00037504i,-0.00079069+0.00078789i,-0.00044757+0.00046583i,0.00071623+5.0904e-05i,0.00095538+9.3741e-05i,0.00041055+0.00022492i,-0.0004598+0.00021579i,9.2171e-05+0.00024391i,0.0001869+0.00078703i,-0.00054976+0.00055366i,-0.0004115+0.00017692i,-8.8409e-05-7.2973e-05i,3.3893e-05-0.00038135i,-0.00071922-0.00046515i,-0.0008381-0.00022666i,0.00032073+0.00010861i,0.0018322+0.00027554i,0.0018808+0.00065958i
0.0023009-0.0012599i,0.0022992-0.00051389i,0.0021204-0.0010739i,0.0016908-0.0022645i,0.00096596-0.00211i,0.00045421-0.0015391i,0.00029154-0.00083208i,0.00062839+0.00014402i,0.00044664-0.00014056i,-0.00016026-0.00097079i,-0.00034799-0.0007886i,-0.00027737-3.8897e-05i,-0.00060589-0.00024283i,-0.00059342-0.00066534i,-3.9362e-06-0.0002781i,0.00079692+0.00019192i,0.0013891+0.0016i,0.00078978+0.0023845i,0.00048028+0.0017708i,-0.00027572+0.00090836i,-0.0012006+0.0002542i,-0.0013728-0.00074293i,-0.0015366-0.0010352i
-0.00072437+0.0020264i,4.2119e-05+0.0014719i,0.00058389+0.0019826i,0.0010453+0.00084157i,0.0014662-0.0014131i,0.00062261-0.001845i,-0.00053573-0.0011748i,-0.00017707-0.00051364i,0.00026281-0.00018052i,0.00081313-0.0001764i,0.001671-0.00071002i,0.0015879-0.0011423i,0.00011036-0.00090869i,-0.0010444-4.5151e-05i,-0.00057297+6.6594e-05i,-0.00079592-0.00024331i,-0.0022129+0.00017638i,-0.0021401+0.00046081i,-0.0011701+0.00031713i,-0.00067092+0.0010693i,-0.0011863+0.0018097i,-0.0020677+0.0010491i,-0.0017359+0.00059732i
