-0.0022324+0.00038396i,-0.0022401-3.6098e-05i,-0.0035178+0.0010048i,-0.0031441+0.0017425i,-0.0021661+0.0016862i,-0.0012401+0.0011565i,-0.00076354+0.00087225i,2.6596e-06+0.00098935i,0.00041755+0.00051871i,0.00046716+0.00038948i,0.00087351-0.00035318i,0.00075428-0.0012862i,0.00085985-0.0009859i,1.4454e-05-0.00017869i,-0.00054421+0.00045681i,1.1994e-05+0.00012285i,3.8814e-05-0.00034894i,-0.00047804-0.00057785i,-0.00080074-0.0004807i,-0.00030109-0.00013377i,0.00062675+0.0004465i,0.00061072+0.0012381i,-0.00036344+0.0010609i
-0.0017896-0.0015924i,-0.00038092-7.3445e-05i,-9.1151e-05+0.00085443i,-0.00058351+0.001457i,-0.00083324+0.00075037i,-0.001167+0.0010351i,-0.0003628+0.0010442i,0.00057762-0.00047822i,0.00028963-0.0018938i,-4.6856e-05-0.0019784i,0.00028498-0.0011104i,0.00032858-0.00054647i,0.00058519-0.0011719i,0.00093692-0.0010881i,-3.6924e-05-0.00025022i,-0.00043718-9.0618e-05i,-0.00044474+0.00028667i,-0.00033713+0.00055477i,0.00025129+5.3584e-05i,0.00018081-0.00023111i,-0.00011605-0.00030757i,-7.9582e-05-2.6527e-05i,0.00054902+0.00032954i
0.0015113+0.00047745i,0.00112+0.00013027i,0.00023504-0.00029058i,-0.0011081-0.0017514i,-0.0013638-0.0018705i,-0.0010673-0.00063013i,-0.00067259+0.00011132i,0.00052559+0.0001009i,0.0015946+0.00010711i,0.0013268+0.00023102i,0.00065198+0.00014635i,0.00042882-5.0353e-05i,9.5085e-05-0.00055411i,-5.3467e-05-0.00056049i,0.00010499-0.00034011i,-4.5881e-05-0.00053524i,-0.00063881-0.00069663i,-0.00070456-0.00085586i,-0.0005977-0.00064549i,-0.0002685-8.8194e-05i,0.00051111+0.00010926i,0.00061281+0.00072116i,0.0012332+0.00072156i
-0.00063021+0.0022264i,-0.00024868+0.0024231i,-0.0001023+0.0033698i,0.00019419+0.0025486i,-1.1481e-05+0.0013223i,-0.0001972+0.00037544i,-0.00062259+0.00024606i,-9.3842e-05+0.00022684i,0.0002704-0.00053824i,-9.9666e-06-0.00069173i,0.00026146-0.00049863i,0.00032479-0.00032595i,0.00042058-0.00062688i,0.00071606-9.6676e-05i,0.00032808+0.00072635i,9.0555e-05-9.6832e-05i,-9.2849e-05-0.00054101i,-0.00045191+1.8553e-05i,-0.00014582+0.00027258i,0.00035992+0.00038567i,-0.00024706+0.00017903i,-0.00069299-0.00076156i,-0.0001626-0.0010069i
-0.00254-0.0017355i,-0.0026048-0.0017183i,-0.002458-0.0010806i,-0.0024311-0.00034816i,-0.0018259+0.0010663i,-0.0012073+0.0015805i,-0.0013642+0.0012837i,-0.0010717+0.0010935i,-0.00064014+0.00028247i,0.00029946-0.00041925i,0.00083104-0.00048795i,0.00085251+6.4953e-05i,0.0010081+0.00062844i,0.0008523+0.00019043i,0.00034223-0.00078023i,0.00018277-0.00075927i,-0.00027939+4.8388e-05i,-0.00055088-9.0347e-05i,0.00016613-0.00052204i,9.2539e-05-0.0010297i,-9.0065e-05-0.0014192i,0.00015104-0.0011767i,0.00032484-0.0006793i
0.00026272+0.00048747i,0.00099028-0.00098609i,0.0006785-0.00091222i,-0.0007232-0.00026746i,-0.0014053-0.00046817i,-0.0016099-1.8927e-05i,-0.0014371+0.00058376i,-0.00050579+0.00056145i,0.0004408-0.00028877i,0.0012421-0.00067299i,0.0014254-0.0002462i,0.00061692+0.00032402i,0.000195+0.00028024i,-0.00014978+0.00022511i,-0.00034748+0.00057786i,-0.00032459+0.00075736i,-0.00025748+0.0003763i,0.00036743+0.00020051i,0.00058059+0.00052808i,0.00028361+0.00049145i,0.00031913-4.0453e-05i,0.0003727-0.00056099i,0.00023834-0.00023274i
0.002175-0.00083297i,0.0026173-0.0012643i,0.0010326-0.00071739i,-0.00042207-0.0010894i,-0.0011064-0.0013055i,-0.0011578-0.00037507i,-0.00054384+0.00068343i,-0.00021076+0.0010628i,5.3198e-05+0.00036829i,0.0001454-0.00012601i,0.00031169+0.00021749i,0.00076212+0.00023133i,0.00041149-0.00013915i,-0.00029812+0.00041073i,-0.00019499+0.00078546i,0.0001278+8.4023e-05i,-0.00016487-2.3314e-05i,-0.00057347-8.0588e-05i,-0.00017532-0.00011602i,-0.00014343+0.00025325i,-0.00077287+0.00040998i,-0.00097886+6.2428e-05i,-0.00063257-0.00090685i
0.001505-0.00087688i,-0.00015314-0.0015207i,-0.0013925-0.0023682i,-0.0019231-0.0022995i,-0.0026848-0.0014065i,-0.0022105+7.6976e-05i,-0.0012304+0.00094405i,-0.00039185+0.0010528i,0.00024239+0.0004715i,0.00018408+0.00027272i,-0.0010269+0.0010627i,-0.0010729+0.0012376i,4.6511e-05+0.00084742i,0.00081071+0.00044827i,0.0010313-0.0001438i,0.00092594-0.00017244i,0.00066204+0.00021315i,0.00035281-2.3827e-05i,-8.6909e-05+8.5906e-05i,-0.0010843+0.0005089i,-0.00088395+0.00082134i,6.1505e-05+0.00034487i,0.00055561-0.00032374i
0.00024179+0.00045811i,0.00089975+0.00010358i,0.00087201+0.0014825i,0.00038207+0.00033942i,-0.00013873-0.001598i,-0.00039827-0.00088076i,-0.0010781-0.00016819i,-0.0011517-0.0002366i,-0.00026855+4.0353e-06i,0.00033863-0.0003335i,0.000169-0.00058389i,-0.00035517-0.00035759i,-0.00050885-4.2934e-05i,-6.4617e-05+0.00029736i,-0.00040817+0.00015909i,-0.00020736-0.00055211i,0.0001139-0.00028124i,0.00010279+0.00057619i,0.00021077+0.00064442i,0.00047245+0.00019896i,0.00032322+0.00065101i,-6.9871e-05+0.00079962i,-2.9757e-05+0.00055616i
-0.0004687-0.001243i,-0.00086819-0.0010139i,-0.002327-0.00055326i,-0.0036797+0.00015604i,-0.0035326+0.0008108i,-0.0013439+0.0014147i,0.000365+0.0012973i,0.00048363+0.00077145i,7.7903e-05-0.00034471i,-1.3255e-05-0.00068979i,-1.954e-05+7.1248e-05i,0.0002673+0.00056355i,0.00072443+0.00064594i,0.00053596+0.00043494i,0.0001767-0.0003291i,0.00015729-0.00071833i,-0.00010529-0.0004454i,-0.000181-0.00046409i,5.3998e-05-0.00011784i,-0.00010638+8.8255e-05i,-0.00025644+4.5663e-05i,-0.00040413+6.9721e-05i,-3.893e-05-9.7603e-05i
0.00078347+0.00034186i,0.0016683-0.00062247i,0.0010706-0.00091746i,-8.7936e-05-0.0006389i,-0.00071684-0.00074217i,-0.00051806-0.00028189i,-5.6445e-05+0.00056048i,0.00027505+0.00074498i,0.00051946+0.00034231i,0.00014236+0.00033179i,-0.00035614+0.00015855i,0.0001132-7.9777e-05i,0.00031659-0.0002647i,-0.00014806-0.00030461i,-0.00050471-0.00069368i,-0.00030001-0.00073014i,-8.4493e-05-0.00031112i,0.00012267-0.00038116i,0.0003694-0.00093779i,0.00034326-0.0010276i,-0.00038282-0.00052346i,-0.00021743-0.00033211i,0.00067061-0.000341i
-0.0014263+0.001631i,-0.00066248+0.0014943i,0.00069816+0.0016262i,0.0013268+0.00053392i,0.00089198-0.001447i,-0.00036261-0.0017343i,-0.001425-0.00056905i,-0.00184+4.0743e-05i,-0.001032-2.4939e-05i,0.0004476-9.3859e-06i,0.0007835-9.4271e-05i,-0.00029661-0.00014043i,-0.00048053-1.7249e-06i,-5.6234e-05+1.7408e-05i,-0.00014877-0.00016446i,-0.00057334-0.00055966i,-0.00031513-0.0011804i,0.00067923-0.0006104i,0.0013815-0.00018431i,0.00086001-0.00042764i,8.2391e-05-0.00033171i,0.00032656+0.00011209i,0.0010644+0.00056696i
0.0014431-0.0014061i,0.00013083-0.0019276i,-0.0011454-0.0028841i,-0.0027328-0.0028206i,-0.0025457-0.0023037i,-0.0019861-0.0016633i,-0.0010603-0.00061053i,-0.00045039+2.0118e-05i,-0.00019143-0.00058944i,0.00037396-0.00036785i,6.6432e-05+0.00056662i,-7.8701e-05+0.0009076i,-0.00025094+0.00032801i,-0.00022567-0.00039958i,0.00027994-0.00055598i,0.00019981-0.00043583i,0.00016681+2.2215e-05i,0.00049181-0.00015166i,0.00031687-0.00071775i,-0.00026772-0.00067616i,-0.00014979-0.0001025i,0.00022357+0.00072093i,0.00028521+0.0013322i
-0.0003087+0.00043758i,0.00032438+0.00054599i,0.0011953+0.00095547i,0.0012424+0.0013697i,-0.00013446+0.00048913i,-0.0010731-0.00033078i,-0.00019646-4.3625e-05i,0.00069834+0.00040367i,0.0011346+0.00041666i,0.00074812-3.6241e-05i,0.0001623-0.00043235i,0.00019416-0.00062245i,0.00028384-0.00024608i,-0.00065088+0.00070897i,-0.0013058+0.00096114i,-0.001268+0.00057898i,-0.00011682+0.00046579i,0.00094099+0.00047586i,-0.00010604+5.4095e-05i,-0.0011282+0.00018747i,-0.0010945-0.00010068i,-0.00070393-0.00049155i,0.00022957-0.00025374i
0.0017297+0.0009199i,0.0018793-0.00088831i,0.0015055-0.001806i,0.00061291-0.0023209i,-0.00015071-0.0030332i,-0.00097892-0.0018485i,-0.0010615+0.0008797i,-0.0008168+0.00096035i,-0.00038068-0.00023957i,-0.00070731-0.00083143i,-0.00096666-0.0012137i,-0.00096002-0.00082505i,-0.00084266+0.00014696i,-0.00025427+0.00025711i,-0.00025501-0.00026653i,-0.00014363-0.00026235i,0.00031239-0.00037949i,0.00077227-0.00035184i,0.0008659-0.00019907i,0.00069088+0.0003981i,0.00044264+0.0010086i,0.00040967+0.00052577i,-6.8564e-05+0.00048951i
0.00054548+0.0004671i,0.00075881+0.00010688i,0.0017592-0.00057955i,0.00052063-0.00030892i,-0.00037476-0.00052744i,-0.0010136-0.0010826i,-0.00040398-0.0011003i,0.00069049-2.8971e-05i,0.00057279+0.00080614i,8.1948e-05-1.6433e-05i,0.00035828-0.00071571i,0.00068043-0.00012948i,0.00065288+0.0007958i,0.0010514+0.00083507i,0.0011833+0.0003352i,0.0011315+0.0003842i,0.00087391+0.00028274i,0.00015375+0.0001209i,0.00057419+0.00027117i,0.00029053+0.00060247i,-0.0006782+0.00028807i,-0.00041906-0.00063363i,0.00072339-0.00086983i
-0.0017955+0.0003592i,-0.00040914+0.0011199i,-0.00019525+0.00083602i,0.00066487-0.00010687i,0.00086824-0.00025693i,0.0001795+0.00011843i,0.00015162+0.00028256i,8.2614e-05+0.00029952i,0.0004844+5.4361e-05i,0.00082735-2.5112e-05i,0.00069625+0.00024501i,0.00044986+7.4799e-05i,-1.6181e-05-3.1539e-05i,-0.00032945+0.00028191i,0.00013754+0.00052411i,0.00037109+0.0002594i,0.00015105+9.9049e-06i,-0.00012978+0.00015307i,-0.00019096+0.00022529i,0.00023717+5.1019e-05i,0.00037276+0.00011847i,-0.00051921-5.9688e-05i,-0.0006283-0.0005487i
-0.00024763-0.002517i,-0.0010672-0.0022329i,-0.001488-0.0016659i,-0.0022839-0.0001141i,-0.0026304+0.00085637i,-0.0017014+0.00031255i,-0.00072138+0.00094699i,-0.00018764+0.001177i,9.6082e-05+0.00045316i,0.00013193+0.00012288i,3.2601e-06+3.5494e-05i,-0.00028066-5.8395e-05i,-0.00059567+9.2848e-05i,-0.00034205+0.00028873i,7.2852e-05+0.00044208i,0.00027519+0.00022359i,0.00016807-0.00078116i,-0.00067068-0.0010831i,-0.0011066-0.0010723i,-0.00057974-0.00048854i,3.1882e-05+0.00090679i,-0.00019328+0.0009962i,-0.00099776+0.0008715i
-0.00020027-0.00064468i,0.00046205-0.0018707i,0.00075065-0.0015277i,-5.1745e-05-0.00030816i,-0.00090482+2.575e-05i,-0.00082578+0.000673i,-0.00063848+0.00089956i,-0.00062602+0.00023492i,-0.0010421-0.00059584i,-0.0010466-0.00066472i,-9.4268e-05-6.8907e-05i,0.00069909+0.00026569i,0.00055904+2.588e-05i,0.00034262-0.0003923i,-0.00043852-0.00030346i,-0.0005774-2.1459e-05i,0.00015106-8.6681e-05i,0.00056051-0.0005321i,0.00048077-0.0004307i,0.00033897+0.00031424i,0.00030675-0.00019014i,0.00031717-0.0010155i,-0.00013049-0.0011205i
-0.00099511+0.0023638i,0.00030285+0.0020751i,0.0010075+0.0017132i,0.0010501+0.00087857i,0.0014386+0.00052209i,0.0011198+0.00018272i,-5.4581e-05+0.00064927i,-0.00074237+0.0012311i,-0.00052348+0.0011937i,0.00027503+0.000972i,0.00088154+0.00044497i,0.00011387+0.00060363i,-0.00039217+0.0006239i,-9.6984e-05-0.0002348i,-0.00023311-0.00046925i,-0.00027365-0.00047267i,-0.0001556-0.0010286i,-0.00020856-0.00075072i,0.00011091+9.9339e-06i,0.0004653-0.00021149i,0.00049413-0.00020987i,0.00060989-6.1845e-05i,0.00063012-0.00037368i
0.00026008+0.00073173i,0.00021632+0.0013454i,-1.2048e-05+0.000656i,0.0003794-0.0015172i,0.00013003-0.0025603i,-0.0010248-0.0019706i,-0.00089296-0.00040337i,-0.00041615+0.00078285i,-0.00017994+0.00056189i,0.00073986+8.9484e-05i,0.00088833-0.00015159i,0.00046816-9.787e-05i,0.00029942-1.0402e-05i,0.00020501+0.00028465i,5.7214e-06+3.3091e-05i,-0.00039629-0.00033154i,-0.00013694+0.00066663i,0.00024342+0.00086019i,6.5591e-05+0.00018089i,-0.0003745-0.00035475i,-0.00038529-0.00073301i,-0.0002253-0.00043562i,-0.00085327-0.00026131i
-0.0011028+0.0014562i,-0.00084946+0.001178i,-0.0014431+0.0014802i,-0.00045468+0.0019069i,0.00068745+0.0018984i,0.00043925+0.00087017i,4.0324e-05-0.00035589i,-0.00020906-0.00015037i,0.00023815+0.00022215i,0.00048362+0.00014652i,0.00038007-1.9113e-05i,7.6385e-05+0.00029592i,-0.00010459+0.00027759i,0.00017436-0.00034799i,-0.00012818-0.0001777i,-0.00059779+0.00036119i,0.00011952+0.00065341i,0.00057538+0.00078186i,0.00042312+0.001044i,0.00031558+0.00050951i,7.0108e-05+0.0005673i,-0.00071798+0.001416i,-0.00093207+0.0011364i
-0.0017386-0.00099325i,-0.00047532+0.00059639i,-0.00045101+0.0016251i,-0.00094094+0.0013757i,-0.00080168+0.0008364i,-1.8712e-05-0.00029561i,0.00030104-0.00077289i,0.00024278-0.00043704i,0.00051537+0.00028492i,0.00058599+0.00074153i,0.00017338+0.00038718i,-0.00017147+0.0002477i,-2.6805e-05+0.00024023i,0.00069433-0.00034162i,0.00067248-0.0011699i,-8.0142e-05-0.00082078i,-0.00020819-0.00019848i,-0.00012376-0.0004993i,0.00011342-0.00029667i,0.00027579+3.4128e-05i,0.00043906-0.00021731i,0.00041016+0.00019614i,8.576e-05+0.00036892i
-0.0014483+0.00029753i,-0.001147+0.00043233i,-0.00038699-0.00021038i,0.0003275+3.634e-05i,8.0463e-05+0.00039189i,-0.00049227+0.00080811i,-0.00083112+0.0014191i,-0.00010251+0.00086326i,8.7444e-05+0.0003078i,-0.00042792+0.00035675i,-0.00044831+0.00035913i,0.00046056+0.00062202i,0.00083607+0.00084922i,0.00023803+0.00052992i,-0.00041742+0.00035491i,-0.0012918+0.00044368i,-0.0014499+7.9447e-05i,-0.00036368-0.0003601i,0.00052634-0.00085612i,0.00045331-0.0011522i,0.00067632-0.00058159i,0.001019+0.00019128i,0.00050158+0.00049129i
-0.00021321-0.0013902i,-0.00064465-0.0011235i,-0.0014106-0.00095809i,-0.0023202-0.0007014i,-0.0021929-4.7377e-05i,-0.0016165+0.00068699i,-0.00094042+0.0010296i,-0.00093536+0.00079873i,-5.1977e-05-0.00019886i,0.0010837-0.001208i,0.00059948-0.00088868i,-0.00018076+0.00013854i,-0.00064888+0.00043366i,-0.0003941-0.0003116i,0.00036408-0.00045863i,0.00067407-5.9986e-05i,0.00079137+0.00022679i,0.00073323+0.00055981i,-2.2237e-05+0.00098332i,-0.0010739+0.0010226i,-0.0012191+0.00028239i,3.2742e-05-0.00034215i,0.00064119-0.00043416i
-6.5579e-05+0.0023488i,-0.00111+0.0027414i,-0.0014348+0.0017785i,-0.000454+0.00069126i,0.00020395-0.00072204i,-2.1037e-06-0.00070094i,-0.00035059+0.00037461i,-0.00030581+0.00046067i,0.00076617-0.00020676i,0.00075774-0.00054399i,0.00032799-0.00022909i,0.00078634+5.0829e-05i,2.3012e-06+0.00019162i,-0.00086297+0.00020138i,-0.00090652-0.00016113i,-0.0012293-0.00069998i,-0.00113-0.00087371i,-0.0004179-0.00048235i,-0.0005584-0.00031261i,-0.00094991+0.00016981i,-0.00089793+0.00022571i,-0.00068651-0.00027356i,-0.00032822+0.00034433i
4.7731e-06+0.00040959i,-0.00087215-0.00026685i,-0.0013003-0.00024926i,-0.001208-0.0003378i,-0.0013056-0.0009034i,-0.0010566-0.00076724i,-0.00062389+0.00020556i,-0.00038021+0.0008508i,-0.00050791-0.00013869i,-0.00057218-0.0014757i,-0.00034542-0.0016077i,-0.00026344-0.0010424i,-0.00040389-0.00043954i,-0.00088468-0.00036391i,-0.00076347-0.00035393i,-0.00052647-0.00016705i,-0.00046666+9.6156e-05i,-0.00043135+0.00074486i,-0.00062463+0.0009948i,-0.00048349+0.0010491i,-0.00054381+0.00073571i,-0.00060925-0.00015125i,0.0001228-0.00029642i
0.00076768-0.0012316i,0.0012798-0.0014484i,0.00057223-0.0017572i,-0.00075527-0.0018377i,-0.0013106-0.0012728i,-0.001083+5.381e-05i,-0.00086419+0.0015527i,-0.00017654+0.0020241i,0.0011984+0.0017515i,0.0009532+0.00017382i,-0.00045837-0.0011299i,-0.00093677-0.00044804i,9.8519e-06+7.7537e-05i,0.00065013+5.3082e-05i,0.00014225-0.00016466i,-0.00031889+0.0001699i,-0.00029204+0.00083835i,-0.00010667+0.00070672i,-0.00065826+0.00056516i,-0.00075749+0.00011636i,-0.00015891-3.8378e-05i,2.6395e-05+0.00011644i,-0.00012252-1.8267e-05i
0.00019407-0.0018236i,0.0014461-0.0020281i,0.0018097-0.0018713i,0.00057218-0.0009331i,0.0001473-0.00051391i,-2.6578e-05+0.0003574i,-0.00051001+0.0016413i,-7.6745e-05+0.0012854i,0.0010191-8.5127e-06i,0.00082955-0.0011061i,0.00022901-0.0014751i,-0.00033937-0.00093465i,-0.00065824+0.00068571i,-0.0005981+0.0013457i,-0.00031563+0.00061455i,0.00025183+0.00033034i,0.00034383+0.00062187i,-0.00030144+0.00030769i,-0.00039833-0.00059061i,0.00049688-0.00061618i,0.0011588-4.7277e-05i,0.0010642+0.00029151i,0.00094503+3.8724e-05i
-0.0023136+0.00084377i,-0.0016608+0.0012541i,-0.0014813+0.0009274i,-0.0011923+0.00068678i,-0.00028075+4.8962e-05i,-0.00042605+0.00023905i,-0.00081949+0.00051055i,-5.0046e-05+0.00031034i,0.00037736+4.2931e-05i,0.00023125-5.1326e-05i,-0.00031441-0.00046046i,-0.00013804-0.0010316i,0.00021308-0.001341i,-0.00051541-0.0017162i,-0.000494-0.0015721i,0.00059414-0.00063282i,0.00063388-0.0005232i,0.00048592-0.00018731i,0.0010596+0.00026413i,0.0005025-4.5376e-05i,-0.00086766+0.00023642i,-0.0012494+0.00044076i,-0.00076094-0.00019617i
-0.00042047+4.9431e-05i,0.00040397-0.00082919i,-0.00064763-0.00063554i,-0.0016647-0.00022608i,-0.00088829-4.981e-05i,0.00037312+0.00031691i,0.00054952+0.00079201i,0.00049369+0.00065202i,0.0003235+0.00020545i,0.00068964-0.00066001i,0.00084929-0.00097039i,0.00026476+6.8554e-06i,-0.00027169+5.362e-05i,-0.00074429-0.0003549i,-0.00069133-8.8003e-05i,-0.00022968-0.00040143i,0.00016568-0.00087385i,0.00042322-0.00075819i,0.00088594-0.00078447i,0.00038161-0.00048653i,-0.0008936-0.00059817i,-0.0010151-0.00042381i,8.988e-05+0.00011347i
0.00071769-0.0001925i,0.00086588-0.00084978i,0.00076945-0.00084175i,2.502e-05-0.00044873i,-0.0021643+0.00030175i,-0.0021181+0.00087413i,0.0001559+0.00078418i,0.00071622-3.3964e-05i,0.00021017-0.00097488i,-5.1821e-06-0.00080788i,-0.00019631-0.00013099i,-0.00029036-0.00048387i,-0.00074399-0.00056565i,-0.00051539-0.00026371i,0.00029015+8.442e-06i,0.00059695+0.00035377i,0.00042868-0.00025704i,0.00012734-0.00060096i,-0.00017347-0.00024538i,-0.00062349-4.0509e-05i,-0.00091442-7.1096e-07i,-0.0011803-9.6699e-05i,-0.0011303+6.3155e-06i
0.00069463+0.00016225i,0.00051476+0.00042141i,0.00066112+0.00036272i,0.001065-0.00011274i,0.00028159-0.00039392i,-0.0012025-0.0002272i,-0.0012553+2.5336e-05i,-0.00016976+0.00028727i,-0.00012246+0.00018639i,-0.0012657-0.0005129i,-0.001686-0.00053155i,-0.0011076-0.00031663i,-0.00013483+0.00035148i,0.00019085+0.00069226i,-0.00052969-0.00026316i,-0.0002962-0.00080302i,0.00021719-0.00061399i,-0.00019771-0.00062587i,-0.0003652-1.2427e-05i,-0.0006726+0.00049058i,-0.00048159+0.00033434i,0.00017033-0.00021269i,-3.4187e-05-9.0854e-05i
-0.00139-0.00048804i,-0.00088375+0.00122i,-0.0012502+0.0017515i,-0.0018227+0.0001701i,-0.0019084-0.0002053i,-0.0018088+0.00037528i,-0.0010139+0.0001424i,-0.00026838+0.00028427i,-0.00018584+0.00058466i,0.00050917+0.00028869i,0.00061437-8.2653e-06i,0.00034404+0.00018234i,0.00047656+0.00028395i,0.00015864+0.00040907i,-0.00032651+0.00040503i,-1.3243e-05+0.00028467i,-9.8521e-05+8.456e-05i,-0.0004054-5.3366e-05i,0.00021696+9.4555e-05i,0.00081531+0.00019703i,0.00020351+0.00012676i,-0.00014908-0.00012133i,0.00030397-0.0001833i
-0.0012208+0.00059734i,-0.0010394+0.0011683i,-0.0013927+0.0030213i,-0.00072349+0.0028919i,-6.6341e-05+0.0012565i,-2.5549e-05+0.00066658i,3.4456e-05+0.00078747i,0.00063607+0.00077552i,0.0007417+0.00026318i,0.00045537+0.00037057i,0.0002072+2.851e-05i,-0.00041342-0.0010613i,-0.00017311-0.0015193i,0.00041868-0.00079654i,0.00026522+7.4841e-05i,-0.00042579-0.00014067i,-0.00013988-0.00057973i,0.00051081-0.00022613i,0.00032179+0.00017471i,-0.00019175-0.00015975i,-3.6204e-05+0.00022606i,0.00032321+0.00020628i,0.00090912-0.00096541i
0.0010762-0.0016659i,-6.984e-06-0.0017735i,-0.00047497-0.0031786i,-0.0013109-0.003578i,-0.0033494-0.0022301i,-0.0039388-0.00016997i,-0.0018514+0.00054984i,-0.00043309-0.000306i,-0.00012551-0.00082094i,0.00044244-0.00051773i,0.00032954-0.00086618i,0.00022537-0.00086901i,0.00013005-0.00023391i,-0.00018494+0.00047188i,-0.00048477+0.00099278i,-0.00024341+0.0010893i,-0.0001846+0.00062198i,-0.00034906+0.00041321i,-0.00092739+0.0008552i,-0.0011287+0.0010415i,-0.00042769+0.00033462i,7.8726e-05+0.00011107i,0.00013946+0.00030852i
0.0008713+0.00022533i,0.0017045-0.0013756i,0.00175-0.0019905i,-0.0005236-0.0015551i,-0.0016982-0.0020021i,-0.0018587-0.00086648i,-0.0014769+0.00067402i,-0.0005907+0.0011238i,-7.1739e-05+0.00026359i,-3.3704e-05-0.00047654i,-0.00028262-0.00028214i,-0.00034412+0.00011838i,0.0001087+0.00079564i,0.00074308+0.00049091i,0.0011264-0.00016393i,0.00090361-0.00016897i,-4.682e-06+0.00010881i,-0.00029418-6.9655e-05i,0.00060596-9.6342e-06i,0.0011752+0.00016861i,0.00072872+0.00081645i,8.9272e-05+0.0014739i,-0.00028646+0.00089684i
0.0022837-0.00093735i,0.0021054-0.00049079i,0.0014498-0.0006775i,-0.0001037-0.0012136i,-0.001939-0.0012484i,-0.0026627+0.00023693i,-0.0014058+0.0017166i,2.6606e-05+0.0014543i,5.7971e-05-2.8194e-05i,9.0491e-05-0.0007428i,2.7438e-05-8.8467e-05i,-0.001106+0.00076697i,-0.00079243+0.0010682i,-0.00050789+0.00085284i,-0.00064155+0.001081i,0.00037248+0.00097458i,0.0012155-9.8889e-07i,0.0014479-0.00019831i,0.00068773-0.000283i,-9.5154e-05-0.0010174i,-0.00016409-0.0010152i,0.00031999-0.00041614i,0.00016295-0.0003038i
-0.00018446+0.0024715i,-0.00023453+0.003306i,-7.1904e-05+0.0026653i,-0.00019484+0.00098232i,-0.00058089+5.65e-05i,-0.00073671+0.0002856i,-0.0011712+0.00085245i,-0.00058245+0.00062402i,0.00029549+0.00029159i,0.00068127+0.00021462i,0.00077744-6.3601e-05i,0.00066089-0.0003029i,0.00043186-0.00075425i,9.8182e-05-0.00090434i,-2.2606e-05-0.00071653i,-0.00012771-0.00037027i,0.00011989+0.00061958i,-3.147e-05+0.00091089i,-0.00042422+0.00037013i,-0.00024584-0.00044557i,-0.00018104-0.00069776i,-0.00065068-0.00049682i,-0.0005738-0.00035523i
7.8963e-05+0.00056069i,-0.00038094-0.0006785i,-0.00049767-0.0015988i,-0.0005029-0.0015755i,-0.0010233-0.0013512i,-0.0012831-0.00099086i,-0.00088776-0.00020278i,-0.00084685+0.00053971i,-0.00088109+0.0012549i,-0.00038284+0.00097569i,-0.00013241+0.00018651i,-0.00043235+0.00034626i,-0.00043834+0.00050159i,-9.2198e-05+0.00057266i,-7.2683e-05+0.00094667i,-0.00033087+0.00053554i,-0.00022853-7.9145e-05i,-7.3963e-05-0.00040957i,1.9899e-05-0.00067972i,0.00068846-0.00044153i,0.00098466-0.00026339i,0.00068791-0.00047605i,0.00055627-0.00047435i
-0.00087849+0.0002113i,-0.0012403-0.0004834i,-0.00058365-0.00046607i,0.000413+0.000721i,0.001062+0.00069999i,0.00017808-0.0004691i,0.00010788-0.00068093i,0.0003309-0.00043163i,0.0003349-0.00066723i,0.00091618-0.00038627i,0.00069923+0.00021134i,-6.5731e-05+0.00029584i,-0.00070449-0.00059539i,-0.00037566-0.0010699i,0.00077988-0.00058578i,0.00059499+3.9428e-05i,-0.00047559+0.00035442i,-0.00077237+0.00092669i,-0.000262+0.00099377i,0.00027371+0.00038931i,-0.00018394-0.00083462i,-0.00078269-0.0012028i,-0.0007452-0.00054194i
0.0013654+0.00017957i,0.0014046-0.0006701i,0.0018564-0.0020173i,0.001492-0.00297i,0.00025843-0.0017449i,-0.0011336-0.00033022i,-0.0010664+0.00052638i,-0.00042291+0.00073019i,-0.000298+0.00018362i,-0.0002445-0.00039274i,8.1473e-05-0.00019928i,0.0003091+0.00062876i,0.00025938+0.00037977i,0.00072935+2.3605e-05i,0.00037356+0.00054427i,-0.00033963-0.00016602i,-0.00041067-0.0013784i,-0.00014172-0.0014643i,6.4927e-05-0.00055619i,-0.0002397-8.4917e-05i,-0.00061659+0.00023203i,-0.00026972+0.0001682i,0.00016345-0.00020237i
0.00050836+0.00047273i,0.0011765+0.0013179i,0.0017267+0.00067857i,0.00082931-0.00062514i,-0.0009927-0.00088607i,-0.0013004+5.5152e-05i,-0.0010197+0.0008136i,-0.00088344+0.0015275i,-0.00064176+0.001203i,5.691e-08+0.00010489i,0.00022489-0.00022415i,0.00020086-0.00021703i,4.4357e-05-0.00067197i,1.8106e-05-0.0010452i,0.00048969-0.00068907i,0.0014463-0.00041077i,0.0011398+0.000344i,-0.00028155+0.00054685i,-0.00089771+3.5942e-05i,-0.00061468-0.00047011i,0.00016812-0.00029604i,0.0010102-0.00050791i,0.0011923+0.00048432i
