-0.003941+0.0018189i,-0.0046477+0.0023261i,-0.003255+0.0031598i,-0.0015924+0.0025131i,-0.0010021+0.0020493i,-0.001268+0.0015902i,-0.0019112+0.0012814i,-0.00065859+0.0012081i,0.0011115+0.0010644i,0.0013826+0.00060523i,0.0017069-4.8375e-05i,0.0012013-4.0278e-05i,0.00014432-0.00098631i,4.1275e-05-0.0013306i,-0.00031567-0.0005882i,-0.00082683+0.00034265i,-0.00076318+0.00057542i,-2.1901e-05+0.00027403i,9.0622e-05+0.00044927i,-0.00013359+0.00029443i,-0.00057479-0.00020059i,-0.00043298-0.00044024i,0.0005384+0.00033044i
-0.0078587+0.00058854i,-0.0097156+0.0023361i,-0.0090885+0.006652i,-0.0042581+0.0085892i,-0.0003886+0.0077029i,0.0016189+0.0030813i,0.00072365-0.00024566i,-0.00051093+0.00020272i,-0.00081211+0.0011179i,-0.00022388+0.0023383i,0.00078622+0.0026259i,0.0014984+0.0012172i,0.0017455-0.00042351i,0.0016208-0.00112i,0.0016114-0.0011116i,0.0010078-0.00036708i,-4.9394e-05+0.0010661i,-0.00039864+0.0012135i,0.00013939+0.00020297i,1.1721e-05-0.00023096i,-0.00024757-0.00080215i,0.00017531-0.0010041i,0.00065647-0.00081004i
-0.00092786-0.00050882i,-0.002294-0.00034668i,-0.0018838-0.00074161i,-0.00097461+0.00013183i,-0.0004168+0.0021668i,0.00078691+0.0025624i,0.00081582+0.0016408i,0.00041505+0.00021946i,0.0001212-0.00024948i,8.9386e-05-0.00027549i,0.0003724-0.00011813i,0.00050055-0.00028364i,0.00081826-0.00031147i,0.00041111-0.00030319i,0.00077975-0.0001911i,0.0012171+0.00027939i,0.00069525-7.4371e-06i,0.00033875-0.00060557i,8.9039e-05-0.00019909i,0.00015925+0.0003669i,-0.0002676+9.2169e-05i,-0.00060331-0.00080885i,0.00018298-0.0008671i
-0.0037999-0.0016725i,-0.0034553-0.0015728i,-0.0024821+0.00011641i,-0.00075191+0.0016389i,0.00018016+0.0019873i,0.00095205+0.00049078i,0.00044343-0.00084035i,-0.0010092-0.00083145i,-0.00058465-0.00053123i,0.001336-0.00039057i,0.0013211-0.00036451i,0.00043117-0.00068923i,-0.00025144-0.00084768i,-0.00063212-0.00078343i,-0.00040125-0.00019653i,-0.00061553+0.00027481i,-0.00094054+0.0004455i,-0.0010108+0.00057648i,-0.00032575+0.00043651i,-0.00033257+0.00010263i,-0.00020915-0.00020659i,4.9505e-05-0.0003116i,-0.00018391-0.0004676i
0.00013534-0.0017711i,0.0001349-0.0010953i,-0.0023841+0.00013188i,-0.0028369+0.00084876i,-0.00126+0.001398i,-0.00042472+0.00069596i,-0.00051717+1.9369e-05i,-0.00043261+4.6611e-05i,-0.00060402-0.00012107i,-0.00080758+0.00070033i,-0.00058444+0.00088085i,-8.3432e-05-0.00022111i,0.00048962-0.00022148i,0.0012349-0.00027328i,0.0011034-0.00021377i,0.00026603+0.00068335i,5.6755e-05+0.00054228i,0.00045028-0.00026177i,0.0006953-0.00049722i,0.00054063-0.00046808i,0.00021935-0.0010604i,0.00025975-0.0012742i,-0.0001468-0.00070104i
-0.0013346+3.1009e-05i,-0.0016549+0.00099217i,-0.0017321+0.0027184i,-0.00039442+0.0026759i,0.00044397+0.0020173i,0.00093386+0.0010318i,0.00085801+0.00055688i,0.00030636-1.6703e-05i,0.00023632-0.0011806i,-7.3923e-06-0.0012719i,-0.00017867-0.00080639i,0.00044532-0.00076967i,0.00087677-0.00078947i,0.00025116-0.00085582i,-0.00010735-0.0012282i,0.00017703-0.0011686i,0.00037339-0.00020474i,-8.2403e-05+0.00012253i,-0.00065123-0.00066077i,-0.00036854-0.00053542i,5.2339e-05-5.6184e-06i,0.00067961-3.7317e-05i,0.00098108+0.0003881i
-0.0025955+0.00087134i,-0.0021469+0.00084656i,-0.00080821+0.0013688i,-0.0010442+0.0020308i,-0.0011582+0.0015853i,0.0002489+0.00051598i,0.0004363-0.00034536i,-0.00035919-0.00052304i,-0.00043193-0.00070117i,-0.00076051+0.00036624i,-0.0013034+0.0014939i,-0.0014534+0.00074374i,-0.00076176+0.00025419i,-0.00010401+0.00023621i,5.0529e-05-4.9794e-05i,-0.00035373+0.00016294i,-0.00072067+1.9325e-06i,-4.7127e-05-0.00059088i,-0.00012221+0.00012761i,-0.00089061+0.00063958i,-0.0012568+0.00032403i,-0.0012428+0.00037719i,-0.0010744+0.00029026i
0.00036134-0.0009312i,-3.6833e-05-0.0019113i,-8.6918e-05-0.0013989i,0.00034277-0.00059563i,0.0008551-0.00071134i,0.00047548-0.00072544i,-3.4772e-05-0.00047412i,0.00012984-0.0008665i,0.00036499-0.00086397i,0.0001246-0.00033609i,-0.00056586-0.00044143i,-0.00086353-0.00070193i,-0.00061372-0.00036729i,-9.0164e-05+0.0001415i,5.4743e-05-0.00028021i,-5.0449e-05-0.00114i,0.00013189-0.00083615i,5.4401e-05-0.00045043i,0.00042677-0.00078173i,0.0013247-0.00078226i,0.0012075-0.00090206i,-2.9545e-05-0.0006809i,-0.00072384-2.5704e-05i
-0.0014549+0.00091251i,-0.0013029+0.00064303i,-9.0568e-05+0.00055714i,-3.6749e-05-0.00019817i,-0.00058495-0.00034161i,-0.00036504-0.00055412i,-0.00021247-0.00070858i,-0.00049813-0.00059272i,-0.0010761-0.00066461i,-0.0012565-0.0010375i,0.00014179-0.0012643i,0.0005095-0.00075193i,-0.00073548-0.00015615i,-0.0011413+0.00018238i,-0.00050379+9.4211e-05i,-0.00011127+0.00067311i,-0.0001299+0.0010399i,0.0002428+0.00018741i,0.00015888-0.00056564i,-0.00054756-0.0008403i,-0.00061486-0.00079563i,-0.00011966-0.00067953i,-0.000156-0.00041046i
0.0022112-0.001387i,0.0015176-0.00070708i,0.0011776-0.00029732i,0.00079989+0.0011133i,-0.00012589+0.0017486i,-0.00025318+0.0010666i,8.1248e-05+0.00017502i,0.00058135-0.0010169i,0.00013426-0.001493i,-0.00060945-0.00039127i,1.8977e-05+0.0001642i,0.00024072-0.00016052i,-0.00040341+0.00019037i,-0.00057043+0.00040016i,-0.00078027+0.00017851i,-0.00034405-2.4943e-05i,-0.00014435-0.00041764i,-0.00055543-0.00059214i,-0.00059735-0.00056455i,-9.2931e-05-0.00040023i,0.00037285-0.00022164i,9.6638e-05-0.00041984i,-0.00038796-0.00097004i
-0.00036855+0.00081266i,-0.00067019-0.00025046i,0.00030772-0.00061289i,-0.00045614-0.0006425i,-0.0012878+3.777e-05i,-0.0014499+0.001148i,-0.0016309+9.5599e-05i,-0.0016769-0.00062036i,-0.00091266+1.4565e-05i,-0.0004808+0.00014572i,-0.0010744-3.608e-05i,-0.0016081+0.00069255i,-0.0017936+0.0010172i,-0.00044439+0.00085611i,0.00080742+0.001265i,0.00073464+0.0012659i,0.00010719+0.00091329i,2.2316e-05+0.00059771i,0.00023456+0.00051043i,0.00052148+0.00037775i,0.00054779+0.00037087i,-0.00014233+0.00024985i,-0.00040259+0.00070107i
-0.00055492+0.0015187i,-0.00013384+0.00091788i,0.0010117+0.00038559i,0.0016237-0.00011081i,0.0010634-0.00034861i,0.00058504-0.00063844i,0.00012251-0.00095702i,0.00035548-0.00059049i,0.00077138-9.6058e-06i,0.00044645+3.8808e-05i,0.00026968-0.0010993i,0.00062978-0.001636i,0.0012126-0.0012677i,0.0010783-0.00064098i,-2.8405e-05-0.00029079i,-0.00050534-0.00040264i,-0.00045341-0.00016042i,-0.00023597-0.0004345i,-0.00047328-0.0010618i,-0.00055063-0.00066423i,-0.00055571-6.635e-05i,-0.000435+0.00023232i,-0.00025248-0.00018913i
-0.00044671-0.001467i,-0.00021701-0.00089424i,-0.00056845-7.1716e-05i,-4.0342e-05+0.0019416i,0.0010007+0.0029887i,0.0019113+0.0020407i,0.0010075+0.00097927i,-0.00023013-0.00021936i,-0.0010272-0.00025428i,-0.00077336-0.00041618i,-2.7357e-06-0.00092165i,-2.1398e-05-0.00085921i,-0.00016277-0.00098774i,-0.00024034-0.00030855i,-2.5942e-05+0.00028467i,0.00018329+9.6021e-05i,-0.00040683-0.0004035i,-0.0013542-0.00049468i,-0.00067695+0.00011508i,0.00017086-0.00030447i,0.00017679-0.00060982i,0.00036363-0.00013428i,0.00052757+0.00037912i
0.00052601+0.00056645i,0.00093489+0.0011291i,0.00036696+0.0014496i,0.00016706+0.00087129i,0.00013065-9.3776e-05i,-5.9076e-05-0.0012814i,-0.00051334-0.0020546i,-0.00035613-0.0014489i,0.00013815-0.00057195i,-0.00045311+0.00020919i,-0.00094574+0.00030244i,-0.00025649-0.00014775i,-4.0361e-05+8.7223e-06i,-1.7675e-05+0.00016474i,0.00068743+0.00014877i,0.0011945-0.00026913i,0.00022657-0.00038518i,-0.00044826-0.00019538i,-0.00035857-1.6946e-05i,-0.00022428+0.00061119i,2.9012e-05+8.2766e-05i,-0.00029794-0.0013147i,-0.00064631-0.0010542i
-0.0022354-0.0010226i,-0.0027683-0.00078562i,-0.0028623+6.6812e-05i,-0.0023383+0.0016375i,-0.001746+0.0020154i,-0.00084764+0.0023326i,-0.00012854+0.0025735i,0.00032118+0.0010777i,0.00013023-0.00023785i,-8.5336e-05-0.00018865i,0.00057905+0.00024314i,0.0013387+0.00010242i,0.0016477+0.00045149i,0.00087218+0.001344i,0.00023223+0.00048786i,-2.9041e-05+0.00027644i,0.0001948+0.0011134i,0.00050973+0.00042389i,0.00047706-0.00061469i,0.00077242-0.00015012i,0.00052211+0.00021152i,-0.00017605-8.3262e-05i,-0.00064688+6.2177e-05i
0.00072599-0.0007452i,0.00093373-0.001914i,0.0013189-0.0024181i,0.0014299-0.0016023i,0.0011111-2.1531e-05i,0.00054216+0.00053995i,0.00067665+0.000118i,0.00035459+0.00020492i,-0.00030687+0.00061i,-0.00092077+0.00082255i,-0.00043694+0.00011678i,0.00029977-0.0010774i,-0.0002492-0.0005212i,-0.0011483+0.00062417i,-0.0012725+0.00060371i,-0.00064898+0.00014434i,-3.8733e-05-0.00035721i,0.00020275-0.00078916i,0.00046045-0.00042333i,0.00047335-0.0005604i,0.00036795-0.00061354i,0.00013678+0.00051962i,9.2896e-05+0.00083989i
-0.0025361-0.00017348i,-0.0016709+0.00042604i,-0.0040607+0.0015701i,-0.0041509+0.0024469i,-0.00081943+0.0024338i,0.0013916+0.0018132i,0.0010404+0.00049229i,-0.00032601-0.00020393i,-0.00097492-0.0001403i,-0.00079864+0.00038036i,-0.0003233+0.00066647i,-5.2603e-05+0.00099157i,6.482e-05+0.00043463i,0.00068501-0.00044025i,0.00076148-0.00093376i,0.00016254-0.0014937i,-0.00028446-0.00093298i,-0.00027185+0.0004211i,-0.00029517+0.00068571i,-5.8456e-06+0.00023225i,0.00019569-0.00010598i,2.0754e-05-4.4956e-06i,0.00027641+0.00043381i
0.0011269+6.9702e-05i,0.001672+0.0015852i,0.0022446+0.0013223i,0.0017173+0.00087765i,0.0001819+0.00069477i,-0.00081286+0.00034707i,-0.0015248+0.00019518i,-0.0015184-5.6303e-05i,-0.00080102-0.00018186i,-0.00036925-0.00036356i,-0.0010256-0.00024246i,-0.0013694+0.00027259i,-0.00080496+7.7857e-05i,-0.00073983-0.00079023i,-0.0004327-0.00042624i,0.00037351-0.00010903i,0.00069807-0.00014753i,0.00013658-0.00018366i,-7.3968e-05-0.00053949i,0.00060194-0.00045955i,0.00030769-0.00029072i,-0.00065154-0.00021253i,-0.0010635+0.00029856i
-0.0010621+0.00081182i,-0.0013991+4.725e-05i,-0.0012794+0.00042102i,-0.00083103+0.0008887i,0.00032303+0.000687i,7.5618e-05+0.00077738i,-0.00056285+0.00036643i,-0.00043451-0.00078662i,-0.00031547-0.00069231i,-0.00026061+0.00040375i,-0.00032353+0.00040551i,-0.00036805-0.0007699i,1.356e-05-0.0010822i,0.00044795-0.0013318i,0.00041881-0.0016636i,0.00011854-0.0013055i,-0.00027139-0.00040187i,-0.0012222-9.003e-05i,-0.00094331-0.00074347i,0.00051793-0.00090165i,0.0010124-0.0004697i,0.00014364-0.00088777i,-0.00024967-0.00082827i
-0.00058597-0.0015749i,0.00010078-0.0016684i,-0.00088549-0.0013947i,-0.001461-0.00057675i,-0.00073087+8.571e-05i,0.00070955+0.00028496i,0.0012316+0.00027976i,0.00018516+0.00023226i,-0.00079667+0.00031198i,-7.5888e-05-0.00016031i,0.00024465+8.4035e-05i,-8.0682e-05+0.00042266i,-0.00011598-0.00046177i,0.000177-0.00079477i,0.00052744-0.00052949i,-0.00016429-0.00021783i,0.00011088-0.00044178i,0.00055487-0.0009194i,-0.00014437-0.0004378i,-8.243e-05+4.2044e-05i,6.1034e-05+0.00016237i,-4.7093e-05-3.0866e-05i,0.00038287+3.9022e-05i
-0.0017324+0.0014193i,-0.00097534+0.0018934i,0.00084104+0.0027281i,0.0016126+0.0027188i,0.0013584+0.00098873i,0.00083808-0.00094766i,-0.00045234-0.0010474i,-0.0001312-0.00076854i,0.00045232-0.00043889i,0.0001898-8.8359e-05i,-6.4956e-05+0.00021934i,-0.00027042+0.00028736i,-0.00050239-0.00023556i,-0.00055197-0.00043132i,-0.00037914+4.8414e-05i,-0.00097997+0.00052493i,-0.00089192+0.00044152i,0.00026199+0.00030776i,0.00015761+0.0004762i,-0.00036417+0.00037877i,-0.00014133+7.4963e-05i,-0.000512+0.00019263i,-0.00049534+0.0006251i
-0.0004862+0.0021229i,0.00037927+0.0028825i,0.00038837+0.0032863i,0.00024524+0.0023709i,0.0010377+0.0014664i,0.0012729+0.0011871i,0.0002883+0.00039432i,-1.3789e-05+0.00074328i,8.1387e-05+0.0010815i,-0.00022203+0.00044881i,-2.0803e-05-0.00014135i,0.00089914-0.0010521i,0.0016005-0.00091316i,0.0012155+0.00034471i,0.00039595+0.00095473i,0.00010388+0.000715i,-5.281e-06+0.00098532i,-0.00060184+0.00036909i,-0.0008432-0.00061193i,-0.00033032-0.00074209i,3.0633e-06+0.00026945i,-0.00072084+0.0011282i,-0.0011033+0.00045126i
-0.00046467+7.3094e-05i,-0.0010266-0.00086717i,0.00022446-0.0016058i,0.0014723-0.0010771i,0.0019878-0.00044346i,0.0012971-0.00036639i,0.00055929-0.00045916i,0.00015045-0.00085907i,-0.00027034-0.00071446i,-0.0010231-0.00066037i,-0.00077378-0.0012008i,0.00030968-0.0008193i,-6.4353e-05-0.00028165i,-3.196e-05-0.00058844i,0.00041942-0.00036901i,0.00045434+0.00069202i,0.00021283+0.0011434i,-0.00056749+0.00046676i,-0.00081972+0.00013189i,0.00014166+0.00052317i,0.00039964+0.0010929i,-0.00030359+0.00049497i,-0.00044516-0.00015903i
-0.00084266-0.00054206i,-0.00037029+4.2161e-07i,3.7752e-05+0.0016703i,-3.9918e-06+0.0021381i,0.00016185+0.0014609i,0.00050456-7.3408e-05i,-0.00025926-0.0011884i,-0.0010137-0.00072254i,-0.00065957+0.00032287i,-0.00034348+0.00086434i,-0.00033388+0.00072177i,6.5838e-06+0.00026157i,0.00011352+0.0003347i,0.00018626-0.00048235i,0.0003146-0.00098602i,-0.00011767-3.6048e-05i,-0.00058233+0.00055852i,-0.00077558+0.0007233i,-0.00061042+0.00056881i,-0.00039962+0.00046429i,0.00026616+0.00024183i,0.00061663+0.00031881i,-6.2652e-05+0.00068279i
0.0022361-1.7377e-05i,0.0029384-0.0018679i,0.0024255-0.0018848i,0.00060356-0.00068988i,-0.00084275+0.0002023i,-0.00034565+0.00079903i,0.00099868+0.00062765i,0.0010579-0.00031656i,0.00028706-0.0003265i,-0.00023385-0.00036619i,-0.00053581-0.00077345i,-0.00020977-0.00010343i,-0.00086097+0.00029974i,-0.0013667+0.00039799i,-0.00097761-8.4689e-05i,-0.00026372-0.00031937i,0.00039409+0.00028345i,-9.8874e-05+0.00047202i,-0.00065881+0.00032218i,-9.6181e-05+0.00017i,0.00044958+0.00032396i,0.00047534+0.00023299i,0.00036735+0.00023498i
-0.0011103+0.0025648i,-0.00023131+0.0023827i,0.00088995+0.0014828i,0.00085601+0.00037016i,-0.00019196+8.1385e-05i,-0.00044352-8.2958e-05i,-0.0004671-0.00072374i,-0.00052129-0.00074981i,-0.00033509-0.00066652i,0.00022361-0.00073082i,0.00082544-0.000604i,0.0002615-0.0010279i,-0.00037837-0.0012378i,-0.00057304-0.00082056i,-0.00065411+0.00031443i,-0.00046532+0.0009649i,-0.00023382-0.00035049i,-0.00013771-0.0010686i,-0.00046-0.00074355i,-0.00019718-0.00068997i,0.00040064-0.00041178i,0.00031231+2.2354e-05i,0.00042107+0.00012082i
4.6319e-06-0.0004766i,0.00016653-0.00095556i,-0.00016423-0.00128i,-0.00015068-0.001226i,0.00015919-0.00096202i,0.00031407-0.0017168i,-1.6334e-06-0.0016462i,-0.00044814-0.00064681i,0.00025172-0.00020317i,0.0011317-0.00045434i,0.00056931-0.00030626i,-0.0003511+8.677e-05i,-0.00047594-0.00030614i,-2.4188e-05-0.00023752i,5.5364e-05-0.00030515i,0.00030745+0.00036067i,0.00083861+0.00069915i,0.00044394+0.00046449i,-0.00011749+0.00056813i,1.6793e-05-7.8261e-05i,0.00026067-0.00038408i,0.00017075-0.0001811i,3.839e-05-0.00019203i
0.00022848+0.00069745i,0.00046388-0.00012935i,0.00063677-0.00032174i,-0.00022691+0.00083585i,-0.001275+0.00027525i,-0.00085647-0.0011534i,-0.0002176-0.00073483i,-0.00014779-0.00025057i,-0.00027413-0.00082937i,-6.2368e-05-0.00093291i,0.00028473-0.00069487i,3.6291e-05-0.00059582i,0.00017397-0.00020109i,0.00020491+0.00065633i,0.00044508+0.00092185i,0.00055962+0.00081383i,0.00042485+0.00030541i,0.00019619-0.00037711i,-2.2871e-05-0.00049277i,0.00039082+2.1278e-05i,0.00045191+0.00077173i,0.00043437+0.0007412i,0.00064081-1.118e-05i
0.0041764+0.0011665i,0.0058994+0.001447i,0.0049584+0.0017308i,0.0033043+0.00049084i,0.00096603-0.00045955i,-1.661e-05-0.00018486i,-0.0001552-0.00011245i,0.00029875-0.00064178i,0.0010287-0.00069602i,0.00049546-0.0010782i,-0.00020656-0.0012792i,-1.8651e-08-0.00052045i,-0.00010244+0.00017593i,-0.00033544+0.00043341i,-5.5643e-05+0.00079546i,0.00048483+0.00066089i,0.0012503+9.4165e-05i,0.00041377+0.00011659i,-0.00042525+0.00043465i,-0.00025302+0.00017063i,-0.00020824+0.00036494i,0.00020026+0.00072738i,6.8666e-05+0.00044531i
-0.00055446+0.00032369i,-0.00031896-0.00041471i,0.00057461-0.00096709i,5.5545e-05-0.00062833i,-8.9203e-05-2.8101e-05i,-0.00019188+0.00075697i,-0.00023424+0.00029067i,-0.00034899-0.00040714i,-0.00060938-0.00038277i,-0.00035622+0.00025808i,0.00048989+0.00084836i,0.00071208+0.00044135i,-2.6257e-05-3.7549e-05i,-0.00087789-0.00045027i,-0.0012093-0.00026817i,-0.00065251+0.00054475i,-0.0004003+0.00076135i,-0.00016928-0.00015029i,0.00071592-0.000235i,0.00015723+0.00047569i,-0.00091019+0.00023309i,-0.00084026-0.00021098i,-0.00085485-0.00018563i
-0.00010027+0.00022807i,-0.0010481+0.0019382i,-0.0012048+0.0024167i,-0.00095167+0.0015064i,-0.00053475-0.00012984i,-0.00054121-0.00088159i,-0.00051432-0.0011936i,-0.0002498-0.00098709i,-0.00019267-0.00015522i,-0.00043628+9.5472e-05i,-0.00069578+4.8186e-05i,-0.00052708+0.00091181i,-0.00099389+0.0010641i,-0.0010249+0.00053294i,-0.00075175+0.00025004i,0.00041709+0.00033257i,0.00034268+0.0002948i,-0.00026167+4.0179e-05i,0.00017726+0.00052256i,-0.00013458+0.00051928i,-0.00049223+7.3471e-05i,-0.00024588+5.7948e-05i,-3.1525e-05-0.00044328i
0.0032812-0.0010702i,0.0035188-0.0026686i,0.0016617-0.003379i,0.00055365-0.0025453i,0.00037228-0.00075305i,-0.00060283+0.000504i,-0.00072752-1.9183e-05i,-0.00029268-0.00033357i,0.00020234-0.00035174i,0.00028217-0.00047206i,-2.3391e-05-0.00071951i,-0.00011318-0.0002769i,-3.15e-05-3.7116e-06i,-0.00067487+0.00040105i,-0.0012847+0.00050519i,-0.00026742+0.00028989i,0.000248+0.00062753i,0.0004072+0.00044076i,0.00016732+0.00013717i,0.00025088+0.00093128i,0.00091061+0.00083718i,0.00045729+5.2485e-05i,-0.00042352+0.00030916i
-0.00094303+0.0012273i,-3.6083e-05+0.0018441i,0.00020884+0.0023047i,0.00013754+0.0025128i,-0.00010501+0.0028796i,0.0006997+0.002217i,0.00072582+0.00041552i,-1.7697e-06-0.00051144i,0.00021925-0.00063488i,-0.00031698-0.00015188i,-0.00075894+0.00021607i,0.00028719-5.1135e-05i,0.00088872-0.00036669i,0.00088511-7.9792e-05i,0.0011269+0.00017557i,0.00051424-0.00074309i,-0.00028259-0.0011064i,4.6998e-05-0.00019134i,6.5678e-05-0.00011596i,-0.00061644+0.00012746i,-0.00032776+0.00056553i,-0.00033496+0.0002163i,-0.00016613-0.00017027i
-0.0001992-0.00071073i,0.001162-0.0010362i,0.00016319-0.00052759i,-0.00046273+0.00023483i,0.00031294+0.00026091i,0.00095601-0.00095371i,0.00066251-0.0012729i,1.4983e-06-0.00024371i,-0.00068025+0.00095408i,-0.00065932+0.0015158i,-0.00028535+0.0011333i,0.00035474+0.00020902i,0.0012184-0.00014228i,0.00018751+0.00040914i,-0.00076348+0.00032575i,-0.001105-7.5463e-05i,-0.00091058-0.00017231i,4.0116e-05-0.0001783i,0.00016641-2.2971e-05i,-0.00013118+0.00036007i,8.2374e-05+0.00034139i,0.00056186-0.0004183i,0.0008499-0.00065983i
-0.0019763-0.0015884i,-0.0028202-0.001506i,-0.0028655-0.0008605i,-0.0012372+0.00012032i,0.00044867+0.00084395i,0.00090168+0.00061657i,0.00026367+7.2084e-05i,-0.00052672-0.00042054i,-0.00027157-0.0010308i,-0.00029689-0.0013451i,0.00020673-0.00096102i,0.0004218-0.00026364i,-4.7335e-05+7.3634e-05i,-0.00011859-2.3776e-05i,-0.00056372-9.8909e-05i,-0.00088234+0.00039569i,-0.00067849+0.0002852i,-0.00047992-0.00040691i,-0.0004267-0.00043567i,-0.00071599+0.00017872i,-0.00046263+0.00036972i,0.00018168-0.00021396i,0.00060277+2.1881e-05i
0.0027799+0.0006247i,0.0037235+0.0016609i,0.0028512+0.0013981i,0.00071327+0.0014154i,-0.00039085+0.0012664i,-4.1379e-05+0.0014295i,-0.00023072+0.00034212i,9.182e-05-0.00032615i,0.00069958-0.00054084i,0.00071071-0.0010752i,0.00052801-0.00010996i,0.00051718+0.00066343i,-2.4545e-05+5.7886e-05i,-0.0004263+1.5579e-05i,-0.00031795+0.00025689i,6.0795e-05-0.00031345i,0.00060626+0.00026684i,0.00038239+0.00058885i,0.00049616+4.8616e-05i,0.00095536+5.6566e-05i,-7.1585e-05+0.0010544i,-0.0012134+0.001165i,-0.00080263+3.4692e-05i
-0.0014831-0.0023015i,-0.0014352-0.0031375i,-0.0016591-0.0022157i,-0.0019133-0.00064853i,-0.0017374+0.00036337i,-0.00045746+0.00035909i,0.00091696-0.00036334i,0.00095941-0.00059521i,0.00075351-0.00050478i,0.0010626+0.00019381i,0.00083181+3.2782e-05i,3.8033e-05-0.00010147i,6.1118e-05+9.3852e-05i,0.00026075-0.00025571i,-7.6141e-05+4.0293e-05i,-3.0062e-06+0.00063839i,-0.0011824+0.00042941i,-0.001065-0.00077244i,0.00041755-0.0012629i,-0.0002167-0.00065006i,-0.00057478+6.3125e-05i,-0.00032458+0.00027305i,-0.0007431+0.00035424i
-0.0013376+0.00067461i,-0.0016503+0.0015442i,-0.0019631+0.0017092i,-0.0017477+0.0018407i,-0.00099181+0.0016831i,-0.00039603+0.00053302i,-0.00025193-0.00040087i,-0.00058125-0.00083433i,-0.00066769-0.00083722i,-0.00042177-3.545e-05i,-4.8038e-05+0.00043058i,7.6596e-05+0.00054301i,-0.00011436+0.0010317i,-0.00029654+0.00057189i,0.0004596+5.4242e-05i,0.0011584+0.00057712i,0.00044146+0.00047052i,0.00023937-0.00076617i,0.00029386-0.0013408i,7.3503e-05-0.00035036i,0.0005464+0.00020349i,0.00044617-0.00062301i,0.00019071-0.001038i
0.00044189+0.0010848i,0.00093814+0.0013936i,0.0014586+0.0013042i,0.00096824+0.0013248i,-8.7755e-05+0.0014086i,0.00014799+0.0014041i,0.00019896+4.6987e-05i,-0.00036424-0.0015202i,-0.00025464-0.0016948i,0.00010591-0.00091639i,0.00049349-0.00026238i,0.00032187-0.00012462i,-0.00062205-0.00041329i,-0.00028276-0.00046355i,-0.00026594+0.00080815i,-0.00049042+0.000571i,0.00027998-0.00087664i,0.00046601-0.00103i,-0.00039745+0.0001031i,-0.00053906+0.00050157i,-0.00017588+0.00015857i,-0.00019638+0.00063808i,0.00011221+0.00015817i
0.00038532-0.0042692i,-0.00067851-0.0044009i,-0.0021384-0.0040982i,-0.0022895-0.0018515i,-0.0013932+0.00010776i,0.00021828+0.00092955i,0.00019312+0.00037225i,-0.00030447-0.00069859i,-0.00029216-0.00035213i,-0.00093367+0.00019353i,-0.0010806+0.00028007i,-0.00073112+0.00056283i,-2.1021e-05+0.0003752i,0.00087705+0.00035058i,0.00052654-0.00027726i,0.00011426-5.7824e-05i,-0.00031758+0.00059129i,-0.00074292+0.00087392i,-0.00056788+0.00088203i,-9.0403e-05+0.00031154i,0.00060578+0.00030035i,0.00080822+0.00041855i,0.00024234+0.00020584i
-9.2551e-05+0.0011972i,0.0002935+0.00066478i,0.00054166+0.0010994i,0.00083075+0.00089369i,-0.0002819+0.00058082i,-0.0014426+0.00047285i,-0.00069542+0.00041221i,-0.0002376+0.00057065i,-0.00068853+0.00053598i,-0.00083447+0.00035224i,-0.00031436-5.6572e-05i,-0.00018516+0.00018471i,-0.00055187+5.3739e-05i,7.4197e-05-0.00095424i,0.0008081-0.00088425i,-0.00010522-0.00040465i,-0.00072512-0.00049995i,-0.00047609-0.00084417i,-0.00014869-0.0012973i,-5.5402e-05-0.00053383i,-7.8749e-05+0.00012057i,-0.00019016+3.5173e-05i,-8.6922e-05-0.00014109i
0.0010919+0.0022443i,0.0017809+0.0028767i,0.0019281+0.0020432i,0.0010077+0.00054362i,0.00048404+0.00030912i,0.00066489-2.2615e-05i,-5.4258e-05-0.00039675i,-0.00030649+0.00038047i,0.00055394+0.00025513i,0.00092977-0.0005397i,0.00037836-0.0013598i,-0.00026158-0.0017173i,-0.00065388-0.001319i,-0.00044866-0.00015335i,-0.00018253-3.0249e-06i,5.1987e-06-0.00075851i,0.0001596-0.00090717i,0.00034531-0.0012618i,0.00021777-0.0008174i,-3.3559e-05-0.00027729i,0.0002747-0.00036143i,0.00046668-0.00041956i,-8.6419e-05-0.00053204i
0.0009152-0.0012661i,-0.00032692-0.0026739i,-0.00036514-0.002721i,-0.00050768-0.0018136i,-0.00075621-0.00079532i,-0.00099964-4.521e-05i,-0.00083492+1.1681e-05i,-0.00077133-0.00054532i,-0.00027178-0.0003212i,-0.000314-0.00022553i,-0.0011277-1.1682e-06i,-0.0010525+0.00051179i,-0.00029711+0.00037103i,0.00042639+0.0011885i,0.00019736+0.001583i,8.0422e-05+0.00085152i,0.00071668+0.00071062i,0.00077672+0.00083106i,0.00016813+0.00039221i,-0.0004261+0.00027317i,-0.00044484-4.6383e-05i,-0.00027002-0.00014054i,0.00043339+0.00022764i
