-0.0066584+0.0013609i,-0.0046415+0.0022791i,-0.0048707+0.0036896i,-0.0035067+0.0048071i,-0.00097538+0.0035232i,0.00079091+0.0026011i,8.5395e-05+0.0022824i,-0.00098009+0.0018674i,-0.00052976+0.0020546i,0.00061213+0.0018163i,0.0017307+0.00051057i,0.0012899-0.00042912i,0.00047322-0.00071664i,-0.00093139-0.00109i,-0.0021294-0.00086258i,-0.0016028-0.00048306i,-0.0002579-0.00078448i,0.0011074-0.00076746i,0.0011356-0.00013422i,0.0010166+0.00014163i,0.00059197-1.955e-06i,-0.0002798-0.00027274i,0.00018475-0.00055976i
0.00067915+0.0012139i,0.00066381+0.00067499i,0.0010391-1.5247e-05i,0.00098873-0.00015542i,8.9809e-06+3.3846e-05i,-0.000379+0.00021841i,-0.00012693+0.00087865i,0.00024847+0.0011681i,0.00020994+0.00035461i,-0.00031962-0.00055066i,0.00015823-0.0012582i,0.0019968-0.00072018i,0.0013071+0.0009385i,-0.0013328+0.001409i,-0.0023736+0.00096148i,-0.0020567+0.00062141i,-0.0013175-8.1744e-06i,-0.00059989+0.00018757i,0.00010803+0.00080845i,0.00027631+4.794e-05i,0.00021137-0.00038846i,-0.00030177-0.00045321i,-0.0002919-0.00079723i
-0.0018061+0.0018328i,1.6143e-05+0.0030415i,0.00064459+0.0026092i,0.00070631+0.0016145i,0.00082748+0.0012651i,0.0013575+0.00069607i,0.0018239+0.00088964i,0.0010326+0.00099193i,0.0005056+0.00083926i,0.00069962+0.001087i,0.0010522+0.00073619i,0.0007599+5.2074e-05i,0.00035818-0.00067466i,-0.00014576-0.0013799i,-0.00020759-0.0016171i,-7.2432e-05-0.0013212i,-0.00054414-0.0012635i,0.00015958-0.0012413i,0.00064319-0.00048936i,0.00031373-5.8231e-05i,-8.4027e-05+0.00041402i,-0.00043381+0.0010272i,0.00016703+0.00073383i
0.00025824+0.00012492i,-0.0005365+0.00032605i,-0.00044351-0.00079187i,-0.00071407-0.0012041i,-0.0012403-0.00062432i,-0.0013779+0.00064666i,-0.00035209+0.0012629i,0.00028095+0.00057012i,0.00039048-0.00014629i,0.00054912+1.3968e-05i,0.00042367+0.0001101i,0.00068566-0.0001458i,0.00044952-0.00058195i,0.00037745-0.00088455i,0.00080009-0.00033962i,0.00045153-0.00026044i,0.00016252-0.00065404i,0.00086539-0.00030552i,0.00067257+0.00054408i,-0.00060499+0.00025687i,-0.00054893+7.1027e-05i,0.00041637+0.00052684i,0.00027648+0.00033862i
0.0017044+0.0010098i,0.0011029-0.00093455i,0.00090507-0.0015971i,0.00098271-0.0013672i,0.00051521-0.0016343i,-2.1828e-05-0.00094867i,9.7323e-05+0.00031562i,-0.00022437+0.00099719i,0.00024806+0.0015044i,0.00072688+0.0012414i,6.2683e-05+0.00037619i,-0.00044468-0.00024212i,-0.0010377+0.00096454i,-0.00071055+0.002766i,0.00037873+0.002391i,0.00068625+0.0011249i,0.0006327+6.2266e-05i,0.00021558-0.00057675i,4.5528e-05-2.6613e-05i,0.00013001+0.00047963i,0.00020304+0.00012894i,-0.00050287+0.00026448i,-0.00087448+0.00063296i
0.0011717+0.00036239i,0.001906-0.00087076i,0.0018609-0.0015467i,0.00086898-0.0017336i,0.00084704-0.0010832i,0.0013098-0.00085419i,0.00098675-0.00067529i,0.00082556+0.00020169i,0.00091164+0.00068652i,0.00092754-0.00018902i,0.00069903-0.0022054i,-0.00085691-0.0024272i,-0.0017478-0.0017635i,-0.000915-0.00090702i,0.00035711+0.00014584i,0.00041625+0.00046393i,0.00026202-0.00012093i,0.00050879-0.00062656i,0.00049319-0.00033064i,-0.00010175-0.00042604i,-0.0003291-0.00057317i,0.00010822-0.00015083i,4.5917e-05+0.00010576i
0.0001189+0.0018387i,0.0013141+0.0020028i,0.0021798+0.0011854i,0.0013565+0.00050653i,-0.00045721-0.00023232i,-0.00072272+0.00023039i,0.00034403+0.0011315i,0.00021634+0.0010344i,0.00034661+0.00037726i,0.0009778+0.00020978i,0.00068497-7.4797e-05i,0.00066391-4.8181e-05i,0.00032649+0.0007203i,-0.00060805+0.0010146i,-0.00086023+0.00086017i,-0.00089079+0.00084448i,-0.00073819+0.00056455i,0.0002241-2.0135e-05i,0.00058252+0.00014198i,-0.00041907+0.00061334i,-0.00093344+0.00027555i,-0.00045714-0.0004348i,-0.00015035-0.00063074i
-0.0018589+2.3751e-05i,-0.0013732+0.00085899i,-0.00075803+0.00085061i,-0.00026155+0.0013027i,0.0003422+0.0016314i,0.0012745+0.0017996i,0.0016458+0.0011758i,0.00084862+0.00011548i,0.00014642-0.00048724i,0.0004231+8.1544e-05i,0.0011521+0.00016799i,0.0014408-0.00039797i,0.0011244-0.00082893i,0.00023015-0.0011525i,-0.00048203-0.001043i,-0.00058916-0.00039008i,-0.00025375+0.00026936i,0.00038701+0.00016596i,0.00039764-0.00089132i,0.00058923-0.0011224i,0.00083499-0.00060658i,0.0004412-0.00036105i,-0.00016821-0.00010341i
0.0012932-1.1188e-05i,0.0012168-0.00093712i,0.00089353-0.0011248i,-0.00014968-0.0020402i,-0.00073786-0.0016254i,-0.0013699+0.00033663i,-0.0010338+0.0016546i,0.00021812+0.0018815i,0.00052687+0.0016616i,0.00064554+0.0011375i,-0.00061673+0.00036661i,-0.0014774+3.0324e-05i,-0.001287-0.00010182i,-0.001011-0.00023254i,-0.00022652-0.0011766i,0.00044308-0.0017573i,0.00025657-0.0013318i,-0.00011016-0.00067483i,-0.00030436+8.8357e-05i,-0.00032905+0.00074579i,-4.8956e-05+0.00012051i,-0.00027656-0.00095663i,-0.00066831-0.00063636i
0.00028734+0.00018775i,-0.0003411+0.00031059i,-0.0014259-1.9999e-05i,-0.001765+0.00061099i,-0.00095824+0.0013246i,0.00015544+0.0012183i,0.00087736+0.00098183i,0.0011242+0.0012782i,-0.00017359+0.00098802i,-0.0013641-0.00012095i,-0.00066433-0.00067665i,0.00044313-0.00043831i,9.0032e-05+9.6517e-05i,0.00015476-3.7249e-05i,0.00062201-0.00022746i,0.00022441-0.00018702i,-0.00022899-0.00028355i,-0.00070579-0.00025577i,-0.00053302+0.00046628i,-0.00037365+0.0005194i,-0.00055114+0.00013599i,-0.00064395+0.00013651i,-0.00068881-0.0001209i
-0.001998-0.00040804i,-0.0019741-0.0005147i,-0.0014592+0.00045158i,-0.00034574+0.00070814i,-9.3997e-06+0.00038539i,0.00022292+0.0010902i,0.00085213+0.0020577i,0.00080922+0.001936i,0.00021283+0.0013389i,0.00042898+0.00071987i,0.00022212-0.00057277i,-0.00026072-0.0010348i,-0.00064524-0.00043884i,-0.00077294+0.00016012i,0.00012685+0.00072687i,0.00046282+0.00068985i,8.9905e-05+0.00053134i,0.00042217+0.0003777i,0.00058094+0.00033095i,0.00028152-7.9065e-05i,0.00040147+0.00012374i,-0.00041478+0.00052413i,-0.0011805+0.00020501i
-0.00017093-0.0024344i,-0.0015485-0.00098405i,-0.0023701-0.00048275i,-0.002732-0.0003813i,-0.0026187+0.00092912i,-0.0011753+0.0015814i,0.0001272+0.0013268i,0.00056425+0.00061221i,8.4203e-05+6.6747e-05i,-9.2719e-05+0.0005786i,-0.00016535+0.00026277i,-0.00043589-0.00087529i,-0.000664-0.00078475i,-0.0004988+0.00026403i,-0.00038279+0.0005276i,0.00024204+0.00032419i,0.00053865-0.00013352i,0.00067447-0.00054251i,0.00084107-0.00055877i,0.00047081-0.00067551i,0.00017701-0.00074191i,-0.00026402-0.00039677i,-0.00050221-0.00036476i
0.0014263-0.00047645i,0.00048503-0.0012964i,0.00041461-0.0015545i,-0.00021773-0.00087473i,-0.0012325-0.00014978i,-0.0013588+0.00078773i,-0.00093155+0.0010111i,-0.00048549+0.00030003i,-0.00036045-0.00061909i,-0.00014508-0.00094809i,7.0681e-05-0.0012333i,4.1139e-05-0.00095773i,-0.00032781-4.4752e-06i,-0.00059839+0.00030425i,-0.0012723+0.00041069i,-0.0011228+0.00025802i,0.00010863-0.00019428i,0.00095472-0.00014067i,0.00076683+0.00041219i,-5.4008e-05+0.00044749i,-0.00035828-1.2353e-06i,-0.00010536-0.00038056i,0.00037737-0.00010292i
0.001628-0.00061153i,0.00020606-0.0017227i,-0.0013852-0.0017505i,-0.0018274-0.001563i,-0.0014682-0.00038461i,-0.001202+0.00093665i,-0.00035884+0.0016946i,0.000604+0.0018457i,0.00065479+0.0012388i,0.00067165+0.00079364i,0.00080141+0.00065049i,0.00041224+0.00041775i,-0.00023666+4.0968e-05i,-0.00070614-0.00038008i,-0.00041552-0.00075523i,-0.00057169-0.00073772i,-0.00060476-7.7549e-05i,-0.00048276+0.00022723i,-0.00031272+0.00049898i,-0.00010733+0.00054019i,-0.00022531-0.00064072i,-0.00086684-0.00052551i,-0.00047375-0.00015938i
-0.0010532+0.0013661i,-0.0002601+0.0013632i,0.00014517+0.0017155i,7.0277e-05+0.0024159i,0.00073829+0.0020528i,0.0014853+0.0016916i,0.0012264+0.0016196i,0.00066398+0.001468i,-0.00013246+0.00050467i,-0.00038053-0.00032764i,-0.00057999-0.00029838i,-0.00084429-0.00040218i,-0.0011774-0.0011683i,-0.00051235-0.00095919i,4.6495e-05-0.0002755i,-0.00061697-0.0007459i,-0.00052956-0.0009993i,0.00041798-0.00089199i,0.00037091-0.00073725i,0.00024763-0.00012811i,0.00020139+0.00061843i,-0.00024037+0.00091024i,-0.00068034+0.00067592i
0.00023405-0.00029078i,-0.00055835-0.00031653i,-0.0015453-0.0010291i,-0.0010893-0.0011808i,-0.00049174-0.00016835i,3.6676e-05+0.00089804i,0.00083891+0.0012999i,0.00062517+0.00067014i,5.2565e-05+1.3479e-05i,-0.00019025-0.00014992i,-0.00066031-0.0007665i,-0.00052027-0.001238i,0.0001905-0.00079669i,0.00010157-0.00043842i,-0.00068657-9.7211e-05i,-0.00070201-6.355e-05i,0.00032653-0.00013779i,0.001125-7.8535e-06i,0.0013854-0.00023095i,0.001137-0.00038601i,0.00023435-0.00056179i,-0.00036994-2.5969e-06i,-0.00078795+7.0268e-05i
0.00035923-0.0024749i,-0.0010631-0.0035701i,-0.0015915-0.0030071i,-0.0014522-0.0019546i,-0.0018831-0.0010777i,-0.0020294+0.00066274i,-0.00088704+0.0012775i,0.00037872+0.00030266i,0.00065195-0.00082423i,0.0004389-0.001367i,-0.00033531-0.0013425i,-0.0011824-0.00087607i,-0.00083567-0.0006774i,0.00022858-0.00012022i,0.00040762+0.00069209i,0.00044645+0.0005595i,0.00073835+0.00035387i,0.0013446+0.00011756i,0.0012611+0.00029564i,0.00033369+0.00010296i,0.00029361-0.00057382i,0.00034919-0.00047819i,-0.00064286-0.00021145i
0.001647-0.00052095i,0.001041-0.0013638i,0.00044733-0.0020374i,-0.00059821-0.00193i,-0.0017187-0.0017075i,-0.002063-0.00030102i,-0.00057035-8.151e-05i,0.00069034-0.00028189i,0.00064295-0.00041051i,0.00074092-0.0010317i,0.00056717-0.0014456i,-0.00016246-0.0012349i,-0.00066454-0.00057638i,-0.00092467-4.3275e-05i,0.00010375+0.00060381i,0.0010703+0.0016245i,0.00037952+0.0012503i,2.7639e-05-0.00013972i,0.00074209-0.00047198i,0.00096589+0.00023936i,0.00017466+0.00035723i,4.2696e-05+4.2079e-05i,0.00039754-0.00011475i
5.6097e-05+0.00096984i,0.0008196+0.00084092i,0.0016166+0.00021272i,0.0016643+0.00092325i,0.00043533+0.00090242i,4.6027e-05-0.00030104i,0.00077981+4.3278e-05i,0.00051198+8.4611e-05i,-0.00026918-0.00051315i,-0.00064515-0.00039833i,8.0103e-05-0.00037461i,0.00056708+0.00015997i,0.0002724+0.00016071i,-9.8787e-05+0.00035177i,-0.00058739+0.0013535i,-0.00035129+0.00063327i,0.00051363-0.0001428i,0.00056854+0.00053911i,-0.00039447+0.00078705i,-0.00069638+0.00063555i,3.1385e-05-0.00016515i,0.00035525-0.00064821i,-0.00085172-0.00043152i
3.8366e-06+0.0017605i,-0.00023279+0.0017376i,-0.0014264+0.00056204i,-0.0014971-1.5406e-05i,-0.00067832+0.00096369i,-8.229e-05+0.001913i,0.00036868+0.0016873i,0.00047268+0.00071954i,0.00027236-5.7763e-05i,0.00039468-0.00078384i,0.00089597-0.00080076i,0.00076533-0.00025148i,8.2791e-05-0.00056975i,-0.00092292-0.00060753i,-0.0016257+5.9741e-07i,-0.0010826+0.00050617i,-0.00022005+0.00061754i,2.9375e-05+0.00061354i,0.00047314+0.0011946i,0.00025468+0.0013052i,-0.00020474+0.00036908i,0.00032429+0.0004123i,0.00024001+0.00037457i
0.00057836+0.002497i,0.00045885+0.0020742i,0.00069445+0.0020727i,0.0015403+0.0012076i,0.0012529-0.00037786i,0.00031701-0.0014582i,0.0002151-0.00024234i,0.00064397+0.0015649i,0.00029923+0.0015207i,-6.4561e-05+0.00023744i,-8.5596e-05-0.00048604i,-0.00047728-0.0010038i,-0.00076099-0.00093255i,-0.0012387-0.00011506i,-0.00055309+0.00028199i,1.8095e-05-2.1927e-05i,-0.00021302-5.4546e-06i,8.6978e-05-0.00026173i,-7.7503e-05-0.00067754i,-0.00011857-0.00075734i,-0.00069436-0.00052121i,-0.00095521-0.00044426i,-0.00090517-9.8683e-05i
0.00025926+0.0003925i,0.00094036+0.0014386i,0.00086872+0.0029884i,0.00026816+0.0026555i,6.5164e-05+0.0012473i,0.0002489+0.00097003i,0.00033111+0.00083516i,0.00044093-0.0001774i,0.00059781-0.0001008i,0.00075554+0.00018053i,0.0010975+0.00031872i,0.00072045+0.00033476i,-0.00054835-0.00026453i,-0.0013105-0.0002246i,-0.00053432-8.6862e-05i,6.4359e-05+0.00038669i,-0.00022273+0.00051451i,8.677e-05+0.00018977i,-0.00036711-0.0004565i,-0.00010009-0.00077075i,0.0006439-0.00042831i,0.00060087-0.00010117i,0.00060092+0.00017728i
0.0013767+0.0015872i,0.0015381+0.00043897i,0.0018547-0.0006454i,0.0010128-0.00096317i,0.00044886-0.00017008i,8.5139e-05+0.00037667i,-0.00045193+0.0010583i,-0.00052104+0.0010312i,-0.00054803+0.00021723i,-0.00055539+0.00035762i,-0.00059656+0.00031763i,-0.00044898-0.00017355i,-0.00033625-6.8816e-05i,6.3608e-05+4.5433e-06i,-0.00024199+3.6728e-05i,-0.00081093-0.00026912i,-0.00049334-0.00038189i,-0.00052071-0.00082893i,-4.1206e-05-0.00093094i,-2.3645e-05-0.00047972i,-0.00027116-0.00043201i,-0.00010808-5.1287e-05i,0.00055966-2.5615e-05i
-0.00023141-0.0015593i,-0.00036943-0.0017189i,8.5542e-05-0.0011287i,0.00037117+0.00074171i,-0.00023883+0.0012977i,0.00037725+0.00089572i,0.0012967+0.0018622i,0.00099497+0.0013355i,0.0001927-0.00034338i,-0.00028247-0.00086078i,0.00035311-0.00072112i,0.00088702-0.00072183i,0.00034302-0.00073576i,-0.00012131-0.00011913i,-8.4794e-05+0.00056151i,0.00020014+0.00052068i,0.00042265+0.00039739i,0.00036294+0.0005328i,0.00019878+0.00035481i,3.6649e-05-0.00024414i,-0.00013164-0.00061575i,-0.00054267-0.00041239i,-0.0010302-0.00035527i
-0.0011645+0.00067231i,-0.00087432+0.00081217i,-0.00057651+0.0017468i,-0.00065349+0.0017562i,-0.0009463+0.0010793i,-0.00068836+0.00078499i,0.00040672+0.0011171i,0.0010922+0.001293i,0.00080523+0.0012658i,0.00022165+0.00078424i,0.00024209+0.0003287i,-0.00027881-0.0009328i,-0.0004616-0.0016289i,-0.00042436-0.00047306i,3.7148e-05+0.00055679i,-0.00020052+0.000575i,-0.00039019+0.00041021i,0.00047927-0.0010596i,0.00055703-0.0018835i,0.00021943-0.0013295i,0.00030904-0.0006652i,0.00071819+0.00041983i,0.00094039+0.00061759i
-0.0012816+0.0011311i,-0.00063011+0.0010613i,-1.7977e-05+0.0016006i,0.0010851+0.0020158i,0.002014+0.0015915i,0.0014715+0.00051471i,0.00052307-0.00043391i,0.00011686-0.00037288i,6.534e-05+0.00023984i,0.00069491+0.00027585i,0.0012122-0.00018904i,0.00084875-0.00060971i,-0.00042802-0.0003183i,-0.0010518-0.00035979i,-0.0010989-0.00044787i,-0.00092967-0.00040257i,-0.00019939-0.00057646i,0.00015659-0.00036269i,-6.8289e-05-4.2881e-05i,-0.00034686+0.00038881i,-7.6407e-05-7.0612e-05i,0.00047254-0.00011781i,0.00097964+0.00075044i
-0.00046737-0.00036175i,-0.0011634-0.00072335i,-0.0021097-0.00085157i,-0.0018103-0.00017633i,-0.0015403-7.648e-06i,-0.0011122+0.00026242i,0.00029009+0.00074925i,0.0011301+0.00037701i,0.00096981-0.00019742i,0.00040119-6.2893e-05i,2.2373e-05+0.00030426i,-0.00021479+0.00014395i,1.2147e-05-0.0002101i,0.0005071+8.0587e-05i,0.00074474-0.00048422i,0.00035345-0.0010963i,0.00038369-0.0016131i,0.00060204-0.0011424i,0.00028741-0.00035546i,0.00012524-0.00045267i,0.00010247-0.00034676i,0.00095307-0.00032981i,0.00071293-0.00062973i
0.0015978-0.00030992i,0.00093598-0.00014375i,-0.00044952-0.00018439i,-0.0012133-0.00026158i,-0.00097502+0.00065538i,-0.0017199+0.00096929i,-0.0016247+0.00073173i,0.00041709+0.001041i,0.0012634+0.0013725i,0.0007148+0.0012291i,0.00024316+0.00036124i,-1.3944e-06+0.00019533i,4.5063e-05+0.0004434i,1.4414e-05+0.0006269i,0.00049964+0.00047135i,0.00088384-0.0004551i,0.0005148-0.00016397i,0.00027666+0.00017844i,3.3101e-05+4.9227e-05i,-0.00011806+2.418e-05i,2.5604e-05-0.00075393i,0.00072977-0.00037055i,0.001006+0.00015353i
-0.0012068+0.00014011i,-0.00049176+0.00024905i,-0.00066083+0.00090994i,-0.00045372+0.0010935i,-0.00075453+0.00051738i,-0.00015109-7.103e-05i,0.00061265+0.00029605i,0.00026877+0.00038881i,-0.00038381+0.00051719i,-0.00033786+0.00011337i,0.00035164-0.00042608i,0.00028808-0.00087924i,-0.00090152-0.001264i,-0.001194-0.00095915i,-0.00052964-0.00019535i,-0.00070703+0.00037198i,-0.0008246+0.00091019i,-0.00053233+0.0004071i,-4.848e-05-0.001124i,0.00043149-0.0011945i,-0.00029276-0.00023817i,-0.0013595+9.3928e-05i,-0.00099925+0.00049161i
0.00032412-0.00068324i,0.00079534-0.00094216i,0.00043887+4.1006e-05i,0.0002202-0.00011299i,0.00081131-0.0003254i,0.0010484-4.7679e-05i,0.00086529+0.00063511i,0.00054028+0.0010471i,-0.00027716+9.7185e-05i,-0.00010495-0.00054683i,0.00059018-0.00091236i,0.00071817-0.0013518i,-5.3276e-06-0.0016555i,-0.00070869-0.0014999i,-0.00091686-0.00070085i,-0.00044912+0.0004569i,5.6215e-05+0.00087498i,-0.00051771+0.00090901i,-0.00019886+0.00090966i,0.00013554+0.00027359i,3.6803e-05-0.000201i,5.3996e-05-1.6599e-05i,4.6147e-05-0.00043538i
8.2379e-06+0.0018635i,0.0012969+0.00023576i,0.0017573-0.0011362i,0.001134-0.0011605i,0.00038429-0.0002346i,8.1199e-05-5.0566e-05i,-0.0006448+0.00015637i,-0.00064455+0.0011325i,0.00036505+0.00083321i,0.00086759-2.277e-05i,0.00094074-0.00072694i,0.00077788-0.001061i,0.00059298-0.00082621i,0.00045401-0.00054143i,-0.00019774+0.00018854i,-0.0010204+0.00087776i,-0.00098477+0.00067048i,-0.00041791+0.00049063i,-0.00048481+0.00058391i,-0.00038458+0.00032386i,0.00021893+0.00035589i,0.00054688+0.00053406i,0.00042104+0.00038846i
-0.0012686-5.8408e-05i,-0.001164-0.00045329i,-0.0013976+0.0003406i,-0.0017474+0.00061213i,-0.00086079+0.00096699i,-0.00039078+0.0015481i,-0.00027552+0.00094158i,0.00038201+0.00039599i,0.00075008+0.00068803i,0.00047309+0.0010063i,0.00044605+0.00064121i,0.00036151-0.00053589i,-0.00016491-0.00119i,-0.00075023-0.0014756i,-0.0010544-0.00089014i,-0.0011399+5.9067e-05i,-0.00076836-0.0002035i,-0.00045274-0.00029759i,-0.00019457-0.00037961i,3.6129e-05-0.0008848i,7.6629e-05-0.00020294i,-0.00030266+0.00035386i,-0.00081235-0.00013181i
-0.0014835-0.0011552i,-0.0024371-0.0007278i,-0.0033328+0.00035348i,-0.0021052+0.0018815i,-0.00072077+0.0025616i,-8.9034e-05+0.0025952i,0.00075665+0.0017296i,0.0007048-4.7744e-05i,0.00017739-0.00054006i,7.7432e-05+0.00014428i,0.00069419-0.00025498i,0.00033644-0.0006491i,-0.00063876-0.00065272i,-0.00034341-0.0010087i,-7.5782e-05-0.0012046i,-0.00028225-0.00098878i,-0.00019676-6.2275e-05i,-0.00014427+0.00031659i,-0.00029103-0.00036422i,0.00034485-0.0011943i,0.00031923-0.0010071i,-0.0005922-0.000177i,-0.00061956+0.00038003i
0.0025127+0.00032864i,0.0024148-0.0019914i,0.0022449-0.0031773i,0.00017434-0.0027317i,-0.0019317-0.0019887i,-0.0022067-0.00026099i,-0.001859+0.0013425i,-0.00067498+0.0012185i,0.00041789+0.00082028i,0.00032497+0.000602i,0.00024371+0.00017478i,0.0003033-0.00017358i,1.518e-06-5.5532e-05i,-0.00024155+0.0004096i,-7.1012e-05+0.00056776i,0.00034705+0.00039479i,0.00042358-6.027e-05i,-0.00027725-0.00039672i,-0.00043439+1.3815e-05i,4.6579e-05+0.00038178i,0.00070118-7.6311e-05i,0.00071918+3.8679e-05i,0.00042778-0.00014964i
-0.00015355+0.0013872i,0.00081956+0.00041168i,0.0014373+0.00071801i,0.0006814+0.0013049i,4.0575e-05+0.0016595i,0.00075569+0.0016138i,0.0015623+0.0014822i,0.001393+0.0012325i,0.0015114+0.00075436i,0.0012289+0.00053407i,0.00069512+0.0002011i,0.00058939-0.0005015i,0.00061282-0.00091821i,0.00026277-0.00066375i,-0.00054852-0.00037903i,-0.0006788+7.7948e-05i,-0.00028637+0.00026109i,-0.00023607+0.00066905i,-0.00038193+0.00088166i,-9.6503e-06+0.0002412i,0.00016731-6.7241e-05i,-3.2539e-06+0.00028853i,-1.2418e-05+0.00016741i
0.00084392+0.0005862i,0.00028272-0.0004571i,0.00025101-0.0006454i,0.00019705-0.00018714i,-0.00042943+0.00075346i,-0.0007714+0.0011486i,-0.00035025+0.00093453i,0.0002821+0.00045373i,0.00030622-0.00036593i,0.00011052-0.00027919i,0.00031384-0.0004079i,-0.00016718-0.00086909i,-0.0011034-0.00078828i,-0.0010082-6.3881e-05i,-0.00043638+0.00048549i,-0.00082743+0.00030451i,-0.00095311+0.00027916i,-0.00055457-9.2056e-06i,-0.00082072+3.4095e-05i,-0.001174-0.00041267i,-0.00067576-0.0001811i,0.00047298+0.00068397i,0.00083588-7.2939e-05i
0.0012354+0.00039805i,0.0015905+0.001198i,0.0023065+0.0013482i,0.00090106+0.00046415i,-0.00097892-0.00050533i,-0.0010476-0.00049786i,-0.00037964+0.00043351i,-0.00031646+0.0010816i,-0.00048769+0.0006316i,-0.00041497-1.8468e-05i,0.00032035-6.1084e-05i,-0.00027623-0.00064756i,-0.0016125-0.0015046i,-0.0012782-0.0013303i,4.2424e-05-0.00057965i,0.00019844+0.00059914i,0.00021316+0.0012088i,0.00045089+0.00096257i,-6.3711e-05+0.00030197i,-8.9921e-05-0.00051198i,0.00017015-0.00095718i,0.00025022-0.001006i,0.00086397-0.00092282i
0.000585+0.0030079i,0.00039275+0.0021958i,0.00034112+0.00029576i,0.00061141-0.00061766i,0.00082623+0.00032281i,-0.00010157+0.00096843i,-0.00010418+0.0013384i,0.0011591+0.00095103i,0.0014031-0.00014738i,0.0009954-0.00067434i,0.00042856-0.00059778i,-0.0003697-0.00074268i,-0.00073427-0.00011209i,-0.00070744+0.0010227i,-0.00025556+0.0011041i,4.0846e-05-8.5206e-05i,-0.00010818-0.00097448i,3.4916e-05-0.00070296i,-0.00036999-0.00053119i,-0.0012553-6.4717e-05i,-0.00060673+0.00026947i,0.00012767-0.00017904i,0.0003722-0.00051199i
-0.0010583+0.00013053i,0.00010943+0.00015293i,0.00072106+0.00014682i,0.00061012+0.00034038i,-0.00022589+0.0010902i,-0.00082984+0.0017727i,-0.00056585+0.0015489i,-5.0598e-05+0.0012172i,0.00018221+0.00092154i,0.00023738+0.00018609i,0.0010884-9.7517e-07i,0.0010086-0.00019176i,-0.0001289-0.00035324i,-0.00048243-6.0653e-05i,3.7467e-05-0.00026923i,0.00045888-0.0010809i,0.00056212-0.00095029i,0.00077375-0.0004133i,0.00044235-0.00057225i,-0.00011988-0.00065687i,-0.00028517-0.00038231i,2.4814e-05-0.00023781i,0.00045814+0.00052227i
-0.0001086-0.0028997i,-0.0011143-0.002838i,-0.0036217-0.0020129i,-0.004141+0.00018531i,-0.0029213+0.0018606i,-0.00094471+0.0017201i,0.00061793+0.00096995i,0.0015106+0.00040135i,0.0012613-0.00057349i,0.00018305-0.00076206i,0.00018717-0.00042478i,0.00038999-0.00070569i,4.49e-05-0.0014018i,-0.00024482-0.0017636i,-0.00060475-0.0010701i,-0.00081386-0.000213i,-0.0010587+5.4075e-05i,-0.00049836+0.00025068i,0.0011848-0.00036001i,0.0014732-0.00015742i,0.00051423+9.8317e-05i,-9.517e-05+6.9175e-05i,-4.8975e-06+0.00024673i
0.001734+0.0012454i,0.0019133+0.001529i,0.0020115+0.0011194i,0.0011321-0.00048687i,0.00010973-0.0011161i,-0.00034741-0.00011492i,-0.0003485+0.00058399i,0.00061587+0.00058489i,0.0013544+0.00018503i,0.0017559-0.00085437i,0.001428-0.00094665i,-1.0113e-05-0.00088494i,-0.0006503-0.00099958i,-0.0004942-4.6294e-05i,4.8264e-05+0.0009773i,0.00025966+0.0011644i,3.2794e-05+0.00042825i,0.00044817+6.4133e-05i,0.00056829-0.00021868i,-9.9139e-06-0.00015734i,-0.00022068+0.00034599i,-4.828e-05+0.0002453i,-2.6892e-05-3.9529e-05i
0.00035284+0.0011211i,-0.00034591-0.00071179i,-0.00010775-0.0018013i,0.0004443-0.0014501i,-0.00048282-0.00093071i,-0.0012493-0.00057319i,-0.00038814-0.00011634i,0.0010485+0.00051395i,0.0016192+0.0008545i,0.00089418-0.00043634i,-0.00012798-0.001976i,-0.00070139-0.0020851i,-0.0016383-0.0012145i,-0.0017657-0.00059841i,-0.00085917-9.821e-05i,-7.6057e-05+0.00042849i,0.00054074-6.3644e-05i,0.00087764-0.00061901i,0.00085263-0.0010216i,0.00045231-0.0011838i,0.00012268-0.00048746i,0.00041645+0.00036597i,0.00034279+0.00073862i
-0.00084734-0.0020344i,-0.0010179-0.0022442i,-0.0020612-0.0011885i,-0.002321-7.601e-05i,-0.0014967+0.0016269i,-0.00041126+0.002515i,0.0010561+0.0027117i,0.0024371+0.0018999i,0.0029952+0.00051439i,0.0025556-0.00046801i,0.0018384-0.0016477i,0.00099744-0.0020172i,0.00022873-0.0012065i,-0.00015572-0.00058551i,-0.0004054-0.00086061i,-0.00017731-0.00083475i,0.00069003-0.00061995i,0.0013064-0.00079199i,0.0012239-0.00092122i,0.0014086-0.0006464i,0.0010911-0.00061357i,0.00023013+0.00043529i,-0.00053418+0.0010351i
0.0008748+0.0014952i,0.0015227+0.0007522i,0.0021936+0.0015565i,0.00059825+0.001288i,-0.00056617+0.00072801i,-0.00084977+0.0026422i,0.001067+0.0043781i,0.0048661+0.0040472i,0.0071148+0.0017324i,0.0071412-0.0013576i,0.0056443-0.003687i,0.0031459-0.003729i,0.00056518-0.0026227i,-0.001378-0.0017299i,-0.0019652-0.00060995i,-0.0011625+0.00066113i,0.00031972+0.0010249i,0.00030732+0.00076763i,5.7777e-05+0.00023469i,-4.5526e-05-0.00036368i,-0.00020033-0.00093674i,0.00032498-0.0006892i,-0.00024308-6.8446e-05i
