0.00032965-1.7738e-05i,0.00092776-0.00096086i,0.00037628-0.0013194i,-0.0017006-0.0016969i,-0.002171-0.0011636i,-0.00076973+0.00083162i,-0.00014226+0.0016732i,-1.5759e-05+0.0013973i,0.00076706+0.0013876i,0.0012816+0.0011302i,0.00024006+7.9385e-05i,-0.00080094-0.0011888i,-0.0005462-0.001272i,2.6008e-05-0.000933i,0.00038971-0.0011424i,0.00027136+5.796e-06i,8.376e-05+0.00022623i,0.00035758-0.00057558i,0.00033831-0.00041858i,-0.00044306+0.00013545i,-0.0010272+1.9122e-05i,-0.00020155-6.9292e-05i,9.8295e-05-0.00023882i
-9.1381e-05-0.0020627i,-0.00043898-0.0030184i,-0.0012672-0.0041059i,-0.00069634-0.0031416i,0.00021948-0.0015865i,6.7835e-05-0.00079764i,0.0001128-7.7992e-05i,0.00062548-9.3802e-05i,0.00099816-0.00013887i,0.00045625+0.00081026i,9.265e-05+0.0006999i,-0.00014061+0.00016785i,-0.00024173+0.00028389i,0.00053689+0.00068309i,0.00049723+0.00049744i,0.00084819-4.4922e-05i,0.0010157-8.1093e-05i,0.00050248-0.00071853i,0.00035134-0.001025i,-4.1527e-05-0.00028118i,-2.7738e-05+0.00068755i,0.00020571+0.00078058i,4.3361e-05+0.00084508i
-0.0003333+0.00042655i,-0.00024693+0.0011605i,9.637e-05+0.0020267i,-0.00010198+0.0010401i,-0.00012926-0.00033882i,0.00063732-0.00063851i,0.00092824-0.00037129i,0.00035056-0.00036277i,0.0002768+4.5222e-06i,0.00044369+2.6848e-05i,0.00052743-8.1281e-05i,5.0137e-05-7.9826e-05i,-0.00025819-0.00011077i,-0.00088021-0.00015606i,-0.0011726-0.0010111i,-0.00025702-0.00095031i,-0.00047829-0.00068016i,-0.0008468-0.0008308i,-0.00021196-0.00094544i,0.00050918-0.00056687i,0.00078159+0.00024422i,0.00043293+0.00056884i,0.00041586-0.00012025i
0.00018417-0.0029021i,0.00043961-0.0029527i,-0.0009634-0.0026673i,-0.0014047-0.0016958i,-0.0010331-0.001342i,-0.00030739-0.00063403i,0.00010919+3.0806e-05i,0.00095046-0.00027509i,0.0010165-0.00059762i,0.00041147-0.00029073i,-0.00043258-0.00030078i,-0.0004851-0.00062066i,-0.00068793-0.00037023i,-0.0001342+0.0004701i,0.00076543+0.0010314i,0.00015118+0.0006926i,-0.00074348+0.00016526i,-0.00081152-0.00017721i,-0.00010828-0.00036731i,0.00046897-0.00046495i,0.00039582-0.00022347i,-0.00051349+0.00012159i,-0.0015104+0.00038714i
0.00013708-0.00063681i,-0.00046969-8.9165e-05i,-0.00068916+0.0001096i,-0.00080192+7.7153e-05i,-0.0010115+0.00015816i,-0.00068153+0.00031806i,0.00054766+0.00025456i,0.00043852+0.00026755i,2.7974e-05+0.0001809i,0.00065033+0.00031282i,0.00044074+0.00044833i,0.0007536+8.6501e-06i,0.0014072-0.0001071i,0.00060412-0.00021405i,-0.00020141-0.00063041i,0.00013249-0.00069729i,0.00024554-0.00036256i,-0.00041863-0.00014899i,-0.00080857-0.0002594i,-5.369e-05+0.00041351i,0.00092284+0.00057569i,0.00099251-0.00023844i,0.0010999-0.00085419i
0.0003113+0.0015707i,0.0017953+0.00061339i,0.0025379-5.1459e-06i,0.0016491-0.0011495i,0.0012854-0.0020621i,0.00084779-0.0016261i,-0.00015966-0.00023397i,-0.00027473+0.00088154i,0.00052609+0.00069294i,0.00077497-0.00057836i,0.00032312-0.0011729i,-2.0485e-05-0.00096934i,-0.00039053-0.00073232i,-0.00045674-0.00096284i,-7.3056e-05-0.00060005i,-0.00021424-0.00033637i,-0.00013804-9.6308e-05i,-0.00018366-0.00018896i,-0.0005205-0.00037522i,-0.00047758-0.00046164i,-0.00026899-6.7194e-05i,-0.00015769+0.00055772i,0.00018175+0.0002647i
-0.0011259+0.00095176i,-0.00067595+0.0010317i,-9.6162e-05+0.00031811i,0.00051606-0.00073108i,0.00011714-0.00074451i,-0.00012092-0.00044268i,0.00024117+0.00021735i,-0.00032436+0.00083766i,-0.0012374-0.0001839i,-0.0013754-0.00054834i,-0.0007922-0.0003878i,-0.00065961-0.0003273i,-0.00067561+0.00016673i,9.1811e-05+7.5639e-05i,0.00065923-0.00016694i,-0.00021326-0.00059036i,-0.00097757-0.00014077i,-0.00058092+0.00083898i,-3.5536e-05+0.00019986i,0.00033617-0.00015539i,0.00055162+0.00064524i,0.0001902+0.00055462i,0.00042541+8.257e-06i
0.0021023+0.00086828i,0.0010604+8.1453e-06i,-7.7142e-05-0.0011596i,-7.1986e-05-0.0025211i,-0.00032843-0.0026036i,-0.00082749-0.0015395i,-0.00044309-0.00092228i,-0.00023403-4.6351e-05i,-0.00040906-8.7158e-05i,0.00010779-0.00019118i,0.00050775-0.00020796i,0.00053275-0.0010183i,0.00085427-0.00049673i,0.00039736+0.00058479i,6.9453e-05+0.00081181i,0.00048181+0.0006832i,0.00072756+0.00085218i,-2.3191e-05+0.00091549i,-0.00029137+0.00093618i,0.00021729+0.0012439i,0.0011202+0.00076453i,0.00089015-0.00018989i,1.4837e-05-0.00012261i
-0.0031927-0.0018481i,-0.0036915-0.0015187i,-0.0029091-0.00083929i,-0.0010199-9.074e-05i,0.00066255-2.0221e-05i,0.0012938-0.0009571i,0.001502-0.0015017i,0.00069209-0.00094654i,-0.00071701+0.00022085i,-0.00031761+0.00074607i,0.00048592+0.00050905i,0.00041868+0.00045131i,0.00062289+0.00080186i,0.00019884-0.00012461i,0.00058763-0.0011471i,0.001478-0.0012263i,0.0016475-0.00066301i,0.00088912-0.00048457i,-3.0392e-05-0.00075685i,-0.0004003-0.00067141i,-0.00036237-0.00069039i,0.00068666-0.00014917i,0.00127+0.00066032i
0.0016156-0.0023444i,0.0029038-0.0013751i,0.0027602+1.5326e-05i,0.0007619+0.00012777i,-0.00020695-0.00057756i,0.00036511-0.00088573i,0.00044867-0.0010164i,2.6674e-05-0.0011974i,-0.0003091-0.0013072i,-0.00041277-0.00041135i,-0.00024696-2.0731e-05i,3.1215e-05-0.00085806i,-0.00029028-0.00070432i,2.8961e-05-0.000369i,0.0012284-0.00012402i,0.0015036+0.00040514i,0.00036456+0.00015923i,-0.00033941-0.00028911i,-2.7809e-07-0.00038734i,0.00041362-0.00019708i,-0.00010793-0.00056373i,-0.00064475-0.00058045i,-0.00049491+0.00019409i
-0.00039394+0.00042047i,-0.00073751+0.00074257i,-0.00010815+0.00052688i,0.00026839-0.00038353i,0.00031967-0.0016107i,-0.000313-0.0012002i,-0.00050612+0.000258i,0.00023138+0.0007773i,0.00069188+0.00050733i,0.0005581-5.2907e-05i,0.00064848-0.00032607i,0.00057156-0.00070314i,0.00027337-0.00084276i,-0.00049134-5.7092e-05i,-0.0011238+0.00051781i,-0.00035641-0.00063897i,1.3887e-05-0.00085043i,0.00037427-0.00031474i,0.00072087-0.00040512i,-6.9861e-05+0.00026874i,-0.00064524+0.00051615i,-0.00049687-3.6705e-05i,-0.00054817-0.00047206i
0.0014382-0.00045902i,0.0018107-0.0013779i,0.0020658-0.0023943i,0.0021983-0.0029793i,0.00095758-0.0022218i,-0.00025845-0.0010965i,-0.00012823-0.00064792i,-0.00024973-0.00021303i,-0.00023822+3.1632e-05i,-0.00040273-4.4483e-05i,-0.00049484+5.5913e-05i,-7.5483e-05+0.00012734i,0.00021+3.6958e-05i,0.00019915+0.00022385i,-5.7032e-05+0.0002014i,0.00044701+5.3713e-05i,0.0010349-7.3068e-05i,0.00035037+7.5539e-05i,-0.00027957+0.00034404i,0.00028477+0.00049676i,0.0010887+0.00036358i,0.00057374+0.00041749i,-0.00061727+0.00017297i
-8.6662e-05+0.0009971i,-0.00079793+0.0019662i,-0.0010772+0.00018041i,-0.00051044-0.0015275i,-0.00032128-0.0010277i,-2.9574e-05+0.00038162i,-4.5631e-05+0.00061011i,0.00012046+0.00011693i,0.00032649+3.1619e-05i,-0.00020264+2.1876e-05i,-0.00072137-0.00016381i,-0.00033763-0.00094039i,0.00073804-0.0009933i,0.00057745-0.0002703i,-1.1792e-05+1.7878e-05i,0.00013851+0.00020141i,7.4154e-05+1.173e-05i,1.4333e-05-0.00038028i,-0.00041977-0.0002303i,-0.00053256-0.00045692i,0.00028799-0.00034194i,0.00092369+0.00033883i,0.00080201+0.00067514i
-0.000153-0.00043628i,-0.00089846-0.0012768i,-0.00024588-0.00123i,0.0014418-0.00014924i,0.0011322+0.00052802i,-0.0001713-0.00064381i,-2.2872e-05-0.0016715i,-0.00065189-0.00071345i,-0.00066967+0.00061759i,0.00020487+0.00078727i,0.00044057+0.00025418i,0.00026961-0.00026686i,-0.00088872-0.0006814i,-0.0017024-0.00061689i,-0.001206-0.00016961i,-0.00065986+0.00032153i,-0.00062631+0.00072912i,-0.0013159+0.0009561i,-0.0005662+0.00068716i,0.00083117+0.00046556i,0.00038341+0.00065564i,-0.00025738+0.0002082i,-0.00042916-0.00085803i
-0.0010571+0.00057909i,0.00054122+0.0015299i,0.0013275+0.0014437i,0.0010288-0.00034125i,0.00036266-0.0021873i,0.00043021-0.0020322i,0.00049698-0.00060167i,0.00057214+5.2225e-05i,-0.00013288+0.00049171i,-0.0007354+0.00085644i,-0.00015844+0.00073743i,-5.1855e-05+4.8087e-05i,-0.00030229-0.00080294i,-0.00045663-0.00035877i,-0.00061988+0.00034455i,-0.00039445+0.00039669i,-0.00087983+6.8397e-05i,-0.0011459-7.9041e-05i,-0.00028452-0.00032494i,0.00038179-0.00024897i,0.00027927-0.00044779i,-0.00015357-0.00076027i,-0.00010933-0.00021984i
0.0018413+0.00048934i,0.0019696+0.0001508i,0.0003384-0.00073334i,-0.00066492-0.00055319i,-0.00020167-0.0004185i,0.00035409-0.00018827i,0.00082909+0.00022491i,0.0010014+0.00041148i,0.00090098+0.00042864i,0.00068942+9.7418e-05i,0.00070038-9.7983e-05i,0.00050001-0.00010306i,-0.00024398-0.00037972i,-0.00033899-8.4531e-05i,0.00041559+0.00053598i,0.0007131+0.00057804i,0.00050778+0.00050872i,0.00066012+0.00060158i,0.00085714+0.00057334i,0.00010006-0.00016362i,-0.00056591-0.00045415i,-0.00053728-8.357e-05i,-0.00039781+0.00012351i
0.0035045+2.8096e-05i,0.0032889-0.00043981i,0.0032473-0.0014412i,0.0022814-0.0021675i,0.00091165-0.0019926i,0.00025167-0.00039983i,0.0004563+0.00076564i,0.00054366+0.00026188i,-0.00037113-0.00051736i,-0.00046202-0.00075056i,-0.00035197-0.00023985i,-0.00066105-0.00049033i,-0.00080151+0.00023349i,-0.0010336+0.0018147i,-0.00092473+0.0016314i,-0.00083229+0.00079195i,-0.00030629+0.00027092i,-9.9116e-05-1.9555e-05i,-0.00019269-9.7278e-05i,0.00029586-0.00014983i,0.00074515-0.00025869i,0.00046039-0.00017161i,8.5926e-05+0.0001905i
0.00039495-0.00093834i,-0.0010733+3.5205e-05i,-0.0016102-0.00053058i,-0.0012058-0.0015729i,-0.001265-0.001491i,-0.0011106-0.00084147i,-0.00056439-0.00024078i,0.00022241+3.6916e-06i,0.00024749+0.00021897i,0.00013695-1.1073e-05i,0.00017268-0.00036211i,0.00050612-0.00011196i,0.00050893-0.00074357i,-2.7194e-05-0.0010717i,-0.00037525-0.00012254i,-0.0007292-0.00014002i,-0.00070744-0.00067332i,-0.00010908+3.686e-05i,6.5529e-05+0.00047674i,0.00041453+0.00068502i,0.00055091+0.00051646i,0.00016167+0.00019039i,-0.00012401+0.0003093i
0.00042296-0.00089089i,0.00011512-0.0020236i,-0.00037372-0.0026274i,-0.00043761-0.0030588i,0.00016862-0.0020346i,0.00049065-0.0008238i,-0.00034305-0.00017498i,-0.00050913-0.00013451i,6.8801e-05-0.0004088i,-0.00036622-0.00064265i,-0.0005863-0.00090038i,-0.00033531-0.00055836i,3.3523e-05+9.4536e-05i,6.9089e-05-0.00034227i,-0.00050742-0.00082315i,-0.00059958-0.00017607i,-0.00019055+0.00013978i,0.00047145+1.046e-05i,0.00022452+0.00038532i,-7.9535e-05+0.00097686i,0.00022374+0.00070123i,0.00026068+0.00052118i,0.00063397+3.3641e-05i
0.0015104+8.0984e-05i,0.001063+0.00013471i,0.00094207+9.3812e-06i,0.00075423-0.0010215i,-2.7678e-05-0.001582i,-0.0014901-0.00097875i,-0.0013692-0.00063991i,4.0189e-05-0.00010238i,0.00072065+0.00023382i,-0.00013215-0.0005621i,-0.00040591-0.00046857i,8.644e-05+0.0004757i,0.00026032+0.00047718i,0.00046818+0.00024599i,0.00033369+0.00051138i,0.00011888+0.00058227i,3.9939e-05+0.00015017i,-0.00033814+0.00012892i,-0.00046761+0.00058108i,0.0005431+0.00012645i,0.0012005-0.00051775i,0.0011539-0.00034627i,0.00092862-0.00023748i
-0.0003717-0.0010013i,-0.0018304-0.00074669i,-0.0017414-0.00063569i,-9.0414e-05-0.00055083i,0.00022296-0.0001723i,0.00096467+0.00033207i,0.0017267+0.00017401i,0.0013683-0.00046556i,0.00082177-0.00053381i,0.00089918-0.00049804i,0.00079616-1.9251e-06i,0.00039299+2.7393e-05i,6.3275e-06-0.00026233i,-0.00011357-0.00035455i,0.00060959+1.3372e-05i,0.0010013+0.00042659i,0.00039623+0.00066099i,0.00026662+0.00060762i,0.00025076-0.00015938i,-0.00014435-0.00081106i,0.00011494-0.0008297i,0.00017078-0.00068109i,-0.00027708-0.0005444i
0.001174-0.00038819i,0.0015781-0.0014306i,0.0015836-0.0025478i,0.00011888-0.0027189i,-0.001388-0.0013265i,-0.0017994+0.00075797i,-0.0011693+0.0018828i,-0.00043552+0.0013149i,-0.0006091+6.4714e-05i,-0.00051959-0.00044386i,-5.726e-05-0.00060802i,-0.00050257-0.00020578i,-0.00054248+0.0012273i,9.2466e-05+0.001337i,0.00010631+0.00055986i,-2.0567e-05+0.00032651i,8.4721e-05+0.000325i,-1.4915e-05-0.00019652i,-0.000479+0.00024871i,-0.0003298+0.0015989i,0.00021311+0.0013697i,-0.00034675+0.00079973i,-0.00043357-0.00028311i
-0.00086635-0.0012348i,-0.0017292-0.00074564i,-0.0015793+0.00032793i,-4.1277e-06+0.00030913i,0.00067963+0.00045976i,2.0997e-06-0.00046244i,-0.00020534-0.0012715i,-2.3952e-05-0.00039036i,0.00070628+0.00044409i,0.0007333+0.00064163i,8.9943e-05+0.00035455i,0.00014363+0.00029994i,0.0001697+0.00045254i,0.00070151+0.00053047i,0.00059234-1.5558e-05i,-0.00049051-0.00015363i,-0.00069153+0.00025933i,-0.00013949+0.00017457i,0.00010645+7.9525e-05i,-0.00023151-0.00038669i,2.7436e-05-0.00046876i,6.6278e-05-0.00013893i,6.0837e-05+0.00013995i
-0.0017916+0.0017825i,-0.00014177+0.0010825i,0.0012494+0.00025662i,0.0013476+7.6367e-05i,0.0017771-0.00043107i,0.0018979-0.00082931i,0.0014762-0.00071439i,0.00038466-0.00015808i,4.347e-05+0.0002161i,0.00024514-9.8102e-05i,-0.00012763-0.00044897i,-0.00013123-0.00063121i,-0.00019733-0.0017087i,0.00030002-0.0019369i,7.5259e-05-0.0013392i,0.00038333-0.00088135i,0.00091599+0.00029949i,0.0002883+0.00025151i,-0.00036343-0.00019659i,-0.0003749-9.7804e-05i,0.00036179-7.6078e-05i,0.00032259+0.00025636i,0.00026092+0.00051851i
-0.0001109+0.0023619i,-0.00073493+0.0020476i,-0.0011795+0.0015975i,-0.00064452+0.00037809i,-0.00033178-0.0011043i,-0.00065191-0.0018916i,-0.0010857-0.00088993i,-0.0010031+0.0003646i,-0.00039723+0.00081307i,0.00017454+0.00079083i,0.00038281+0.00063973i,0.0003067+0.00053643i,-0.00041605-0.00056123i,-0.00054803-0.00068287i,-0.00062154-0.00011201i,-0.0011896-0.00013587i,-0.001432+0.00021865i,-0.0010448+0.00028685i,-0.00057809+0.00018353i,-0.00085022+0.00065568i,-0.0013695+0.0011364i,-0.00075593+0.00044848i,-6.8486e-07-0.00037467i
-0.0013619-0.001291i,-0.001665-0.0024548i,-0.0010708-0.0024648i,-0.00055044-0.0018656i,-0.00020813-0.001131i,0.00013341-4.2623e-05i,-0.00053945+0.00011286i,-0.00091204-0.00065273i,-0.00090608-0.0010809i,3.0701e-05-0.0010118i,0.00084359-0.00039519i,0.00062677-3.5727e-05i,0.00014587-0.00010949i,0.00060321+0.00038891i,0.0008811+0.00078547i,0.00043826+0.00043026i,-5.349e-05-0.00029254i,6.2689e-07-0.00043975i,0.00028015-5.0038e-05i,0.00012227+0.00017825i,9.2535e-05+0.00062583i,2.7619e-07+0.00095296i,4.4111e-05+0.00025673i
0.0010288+0.0017182i,0.0011639+0.00056316i,0.0020449-0.0011308i,0.0021661-0.0017681i,0.001399-0.0014231i,0.0011141-0.00070269i,0.00073116+0.00018399i,0.00056949+0.00044622i,0.00041947+0.0005504i,-0.00011422+0.0002812i,0.00058495+6.6781e-05i,0.0011408+0.00030174i,-0.00045959+0.00015249i,-0.00090884-0.0002597i,-0.00040928+9.57e-05i,-0.00067892+0.00052851i,-0.00031808-1.7095e-05i,0.00039844-0.00032151i,0.00065888-0.0003861i,0.00027036-0.00038285i,0.00050269-0.00037213i,0.00078407-0.00019235i,-0.00014804+0.00019267i
0.00026587-0.00041091i,0.00024065-0.00095442i,0.00030007-0.001321i,0.00082103-0.000758i,0.0012315-0.00078089i,0.0013274-0.0015803i,0.00080601-0.0011048i,0.0001663-0.00046091i,-0.00054786-0.00031353i,-0.00035014-0.00085338i,-5.9251e-05-0.001089i,-0.00019708-0.00055494i,-2.8758e-05-0.00012835i,-0.00060196-0.00057937i,-0.00049895-0.0011445i,0.00020157-0.0011849i,0.00017238-0.00027023i,0.00034488+0.00037747i,0.00031751+0.00025657i,8.2267e-05+6.1278e-05i,-0.00024498+0.00041082i,-0.00078674+0.00059644i,-0.00095068-0.00013516i
0.0019096+0.0011117i,0.0015711+0.001092i,0.0011167-0.00048176i,-0.00011837-0.00087i,-0.00083795-0.0003804i,-0.0009169-0.00082459i,-0.00010053-0.0004977i,0.00047802+6.1493e-05i,-2.5916e-06+5.4798e-05i,-0.00052194-0.00026913i,-0.00049747-0.00019111i,-6.959e-05-0.00015622i,0.00086069-0.0001387i,0.00053052-0.00046284i,-0.00086424-0.00057191i,-0.0012733+0.00013589i,-0.00049115+0.00047193i,3.7163e-05+0.00019201i,-4.9873e-05+9.1927e-05i,-0.00039071+4.2593e-08i,-0.00030531-0.00041967i,-9.6994e-05-0.001241i,0.00030084-0.0015506i
-0.00015053-0.00038023i,-0.00014977+0.00022196i,-0.00094186+0.00065301i,-0.00015237+8.9406e-05i,0.00086408-0.00058798i,0.00050483-0.00093608i,0.00048686-0.0013182i,0.0006016-0.0010685i,-0.00010093-0.00051191i,0.00018467-0.000526i,0.00047175-0.0011379i,-0.00024651-0.00048375i,-0.0010591+0.00031069i,-0.0010054+0.00076935i,-9.2887e-05+0.00020882i,0.0003381-0.0003789i,-3.2745e-05-0.00054137i,0.00077023-0.00086395i,0.0013542-0.00053735i,0.00070644-0.00040941i,0.00041576-0.00043213i,0.00037023-0.00052108i,0.00022973-8.2936e-05i
0.0011353-0.00017105i,0.00087019+0.00029933i,6.7328e-06+0.00058544i,-0.00074307-0.00084379i,-0.0013124-0.002067i,-0.0008384-0.0013695i,-0.00016132-0.00016664i,-0.00061693+3.9219e-05i,-0.00081152+0.00014352i,0.00015115+0.00030366i,0.00074678-6.0766e-05i,0.00051465-0.00074223i,0.00078583-0.0004472i,0.00042254+0.00030188i,-8.3707e-05+2.2032e-05i,1.4343e-07-0.00021694i,-0.0003717+0.00012814i,-0.00068539+0.0003931i,-0.00050441+0.00091951i,-0.00032485+0.0008777i,0.00016176+0.00060852i,0.00064358+0.00046054i,0.00058318+0.00072843i
0.00072857-0.00024117i,0.00012768-0.0006527i,-0.00091361-0.00027184i,-0.0010104+0.00060374i,-0.00068246+0.00067973i,-0.00073651+1.0969e-05i,-6.8118e-05-2.6132e-05i,1.5475e-05+7.9187e-05i,-0.00034919-5.4271e-05i,-0.0004183+0.00030007i,-0.00039863+0.00010617i,6.1252e-05-0.00050587i,0.00015988-0.00020147i,0.00029339+0.00029035i,0.00065776+0.00096488i,0.00082174+0.0013157i,0.00049336+0.00073743i,0.00026522+0.00016821i,0.00039742+0.00031581i,-0.00014285+5.6798e-05i,-0.00044174-9.6324e-05i,-0.00015905-0.00014845i,-0.0003578-0.0010835i
0.00071202-0.00092548i,0.00062951-0.0016745i,0.00087865-0.0018515i,0.0012163-0.0020134i,0.00038578-0.0011666i,-0.00037111-0.00092731i,0.00038251-0.0010674i,0.0009544+0.00023174i,0.00033716+0.00040341i,0.00045967+0.00015561i,0.00070681-7.892e-06i,0.00046664-0.0007923i,-0.00044939-0.00035388i,-0.0014361+0.0001559i,-0.0005743+0.0010363i,-5.0128e-05+0.0013466i,-0.00037289+0.00044113i,6.319e-05-8.6856e-05i,0.00092949-0.00076228i,0.0012703-0.0013707i,0.00055313-0.00081732i,0.00014292+9.3322e-08i,0.00092354+0.00039035i
0.00078612-2.7726e-05i,0.001287+0.00010226i,0.0013767-0.00024344i,0.00093687-0.0006007i,0.00097237-0.0005419i,0.00063428+0.00034975i,0.00030338+0.00084662i,0.00034263+0.00074713i,-3.8194e-05+0.00018051i,-0.00053729-0.00082755i,-0.0005021-0.0019053i,1.4166e-05-0.0016908i,-0.00022597-0.00013536i,-1.6808e-05+0.00043065i,0.00056932+0.00049399i,0.00028154+0.00043998i,0.00075099+0.00048443i,0.00096091+0.00048609i,0.00079958+0.00058904i,0.00049461+0.00048617i,-2.7591e-05-0.0003021i,-0.00010517-0.00022046i,5.3537e-05+0.00079211i
-0.00074127+0.0022618i,-0.0013552+0.0021205i,-0.0010723+0.0013779i,0.00014822+0.00076678i,0.00099106+0.00014927i,0.0011814-0.00065552i,0.0012142-0.00058552i,0.00076113+0.00020106i,0.00050538+0.00089956i,0.0005245+0.00035934i,0.00039407-0.00028672i,1.7836e-05-0.00047394i,-0.00033322-0.00088498i,-0.00063159-0.00039744i,-0.00072143-0.00041172i,0.00043849-0.00015863i,0.0011096+0.0010905i,0.0010724+0.00066879i,0.0005642+0.0002736i,-0.00012797+0.00032047i,-5.5548e-05-0.00020669i,0.000346+1.8314e-05i,0.00017012+0.00087489i
0.0010546+0.00073027i,0.0008592+0.00097939i,0.00090705+0.00010614i,0.0017231+0.00039166i,0.001714+0.00091663i,0.00078253+0.00053486i,0.00070992+0.00023984i,0.00046551+2.3663e-05i,9.0675e-05-0.00023638i,0.00010442-0.00045433i,3.5532e-05+5.133e-05i,-0.00033885+0.00032586i,-0.00034428-0.00037861i,0.00014271-0.00066321i,0.0011242+0.00040033i,0.0010509+0.00057122i,7.4837e-05+0.00018226i,-0.00045922+0.00028034i,-0.00094102+0.00036523i,-0.00039109+0.00015494i,0.0002288+0.00012195i,-0.00045372+0.00045564i,-0.00048807+0.00028732i
-0.00045322+0.0012792i,-0.00073257+0.0008339i,-0.00072827-0.0004304i,0.0007741-0.00079677i,0.0017936-4.9643e-05i,0.0011536+0.00023733i,-8.9813e-06+5.8286e-05i,-0.00059192-3.0256e-05i,-0.00027828+0.00029139i,0.00029036+0.00015473i,0.00029266+0.00014669i,-3.2365e-05+0.00055029i,-0.00069046+0.00039384i,-0.00028324-8.4201e-05i,0.0010072-0.00021013i,0.0013341+0.00010245i,0.00083658+0.00032962i,0.00075483-3.8114e-05i,-5.4276e-05-0.0002564i,-0.00061227+1.3226e-05i,1.8947e-05+0.00061198i,8.8022e-05+0.0010404i,-0.00082364-0.00013589i
-0.00032472+0.0010019i,0.00083275+0.0010342i,0.001591+0.0020995i,0.0013256+0.0016613i,0.00030278+7.3891e-05i,-2.3348e-05-0.0013763i,-9.6641e-05-0.0016532i,-0.00042489-0.0011635i,-0.00021766-0.00035104i,0.00066897+0.00013647i,0.0005752+0.00021776i,-0.0003336+6.3007e-05i,-0.00038732-0.00076253i,-7.3864e-05-0.00068579i,-0.00032463+0.00040802i,-0.00023194+0.00085352i,0.00020265+0.00060229i,0.00011041-0.00020863i,0.00060031-0.00042216i,3.5226e-05-0.00011565i,-0.00066175-0.00033194i,-0.00024423-0.00074473i,0.00015734-0.00031581i
-0.00036951+0.0016667i,-1.54e-06+0.00082814i,0.0001658-6.6271e-05i,0.00033796-0.0009698i,8.844e-05-0.0013651i,-0.00030468-0.0013317i,-0.00011735-0.00048699i,0.00052731+0.00016446i,8.5914e-05+0.00024229i,-0.00064587-2.4223e-06i,-0.00021885-0.00024592i,-8.3491e-05+4.2494e-05i,-0.00076903+0.00054889i,-0.0014116+0.00054987i,-0.0014521-0.00022158i,-0.00072728+5.8407e-05i,-0.00041305+0.00075247i,-0.00024863+0.00056767i,-0.00015075+0.000801i,0.00010621+0.00044789i,0.00079131-0.00012305i,0.00070033+0.00037488i,-5.9169e-05+0.00097683i
0.00038793-0.00017169i,-7.53e-05-0.0016454i,-0.0008545-0.0015594i,-0.0014592-0.0019878i,-0.00086228-0.0027909i,0.0004961-0.0015023i,0.00078183+0.00017612i,7.5063e-05+0.0008847i,7.2869e-05+0.00018115i,0.00072918+4.3337e-05i,0.00073159+0.00073234i,0.00054408+0.00099768i,0.0004091+0.0010013i,0.00042271+0.00034994i,0.00043634-1.6817e-05i,0.00070533-0.000126i,0.00056624-0.00060756i,-0.00039874-0.00031276i,-0.0015034+0.00025324i,-0.001218+1.2061e-05i,-0.00081552-0.00034241i,-0.00063873-6.2056e-05i,0.00011637+0.0007085i
0.0016756-0.0011732i,0.0010424-0.0015704i,0.00019258-0.0014301i,-0.00019887-0.0010785i,-0.00064656+0.00014823i,-0.00088544+0.0013473i,-0.00078605+0.00044587i,-0.00081338+0.00017403i,-0.00062155+0.00091589i,-0.00036772+0.00064472i,-0.00025005+0.00053454i,1.271e-05+0.00070078i,-0.00027544+0.00080117i,-0.0011711+0.00088234i,-0.0011346+0.0012501i,7.8852e-05+0.0016169i,0.00036645+0.00060677i,0.00024491+2.4039e-05i,0.00034406-0.00029633i,5.3733e-05-0.00056414i,7.0904e-06-0.00051754i,0.00069623-0.0010446i,0.00024356-0.00084439i
8.811e-05+0.00057442i,-0.00052992+0.0014928i,-7.775e-05+0.002705i,0.00066526+0.0015421i,0.00073498-0.00064547i,0.0011794-0.0013682i,0.00080827-0.00056389i,-0.00013615+8.5533e-05i,-4.6168e-06-0.00037165i,0.00041047-0.00033381i,2.7641e-05-0.00015286i,4.667e-05-0.00021756i,0.00073332-0.00045482i,0.0007011-0.00040473i,0.00025349+4.6584e-05i,0.00019032+0.00014766i,0.00029768-0.00069238i,0.00032016-0.00069516i,-0.00031257-0.00012451i,-0.00070935-0.00062036i,-7.1127e-05-0.00043265i,0.0003708+0.00035015i,-0.00027831-0.00013712i
0.0018844-0.00016161i,0.00075401-0.00064554i,0.00018767-0.0018882i,-5.5596e-05-0.0026053i,-0.0006326-0.0022033i,-0.00015508-0.0012703i,0.00035765-0.0010827i,0.00074069-0.00080404i,0.0010782-0.00030823i,0.0004967-0.00025041i,0.00022882-0.00023718i,0.00017977+0.00050628i,-0.00055028+0.0010917i,-0.00061848+0.00090762i,-0.00030141-0.00014679i,0.00038139-0.00036553i,0.00099857+0.00046195i,0.00068641+0.00011203i,-0.00011196-0.00015529i,-7.08e-05+0.00021392i,0.00051501+4.0755e-05i,0.00045416+0.00033966i,0.00049423+0.0010482i
