-0.00044476+0.0014194i,0.001126+0.00069357i,-8.5246e-05+1.9444e-05i,-0.00061325-0.00027917i,-0.0016733-0.00020762i,-0.0032577+0.00033942i,-0.0035584+0.0011148i,-0.0023406+0.00069717i,-5.9784e-05+1.9108e-05i,0.001572-0.00021152i,0.0015035-0.00050256i,0.0010328-0.00011494i,0.00064195+0.00045855i,-0.00021216+0.00057713i,-0.00040719+0.00082018i,0.00020853+0.00052013i,0.00012067+0.00012364i,-0.00014557+0.00079985i,-4.4945e-05+0.0014814i,-0.00042291+0.00058772i,-0.0011858-0.00020648i,-0.00075912-1.3936e-05i,6.2246e-05+0.00068409i
0.018129+0.02271i,0.0544+0.059397i,0.11332+0.079795i,0.18831+0.027981i,0.23389-0.088805i,0.19943-0.17598i,0.11699-0.15817i,0.070848-0.084423i,0.057063-0.041215i,0.019531-0.02498i,-0.021505-0.0045726i,-0.028225+0.013354i,-0.012839+0.018676i,-0.0013312+0.013997i,-0.0026024+0.0076061i,-0.012116+0.0010735i,-0.020698-0.010866i,-0.020994-0.019154i,-0.01537-0.014207i,-0.0089922-0.0031078i,2.2041e-07+0.0064288i,0.0091372+0.0097779i,0.010345+0.0062642i
-0.02829+0.0085982i,-0.075897+0.015675i,-0.12236+0.015864i,-0.12509+0.0089748i,-0.089365+0.0018492i,-0.060691+0.0021052i,-0.051604-0.01622i,-0.044375-0.062289i,-0.029917-0.076829i,-0.001777-0.047996i,0.022632-0.01976i,0.021671-0.0052018i,0.010475+0.0037968i,0.010131+0.011425i,0.020199+0.015154i,0.026897+0.011094i,0.018884+0.0047385i,0.0050302+0.0022092i,0.0011951+0.0042053i,0.0069248+0.0064436i,0.013483+0.0033818i,0.013808-0.0056881i,0.0074787-0.013079i
0.010875-0.029322i,0.019098-0.073114i,0.0047958-0.10523i,-0.072837-0.068082i,-0.17766+0.036136i,-0.19894+0.11937i,-0.12863+0.13669i,-0.074612+0.12386i,-0.062152+0.098672i,-0.042971+0.059389i,-0.015166+0.021415i,0.0047208-0.0036904i,0.0094438-0.018573i,-0.00087832-0.025355i,-0.013089-0.024556i,-0.015884-0.014139i,-0.0082471+0.0040728i,0.00088592+0.015599i,0.0034094+0.0099435i,-0.00033389-0.0040082i,-0.0088382-0.012488i,-0.015224-0.0092337i,-0.010097+0.00022617i
0.02649+0.015998i,0.068998+0.045773i,0.13965+0.071642i,0.23258+0.047758i,0.31301-0.033723i,0.3073-0.10272i,0.20674-0.095725i,0.11346-0.038543i,0.070876-0.0048093i,0.026039-0.0074495i,-0.018445-0.0084358i,-0.031816+0.0004211i,-0.022433+0.0091141i,-0.010746+0.012328i,-0.0073108+0.0087051i,-0.0088149+0.0018434i,-0.0068771-0.0072486i,-0.0026664-0.013998i,-0.0037237-0.012334i,-0.0070102-0.005915i,-0.0074941+0.0019681i,-0.005249+0.0079925i,-0.0044438+0.0069054i
-0.024284+0.020648i,-0.069428+0.037643i,-0.12207+0.045122i,-0.15428+0.03726i,-0.16112+0.026341i,-0.14422+0.021132i,-0.087481-0.0066958i,-0.017508-0.057893i,0.017595-0.069486i,0.031268-0.035324i,0.037352-0.0072244i,0.026646-0.00043563i,0.011467+0.0011575i,0.0074098+0.0069772i,0.015015+0.013451i,0.022969+0.010938i,0.018856+0.0011209i,0.008087-0.0053433i,0.0020744-0.0019111i,0.0027165+0.0069048i,0.008972+0.011547i,0.014522+0.0065789i,0.012849-0.0025708i
-0.0028344-0.029154i,-0.0031611-0.072694i,-0.017359-0.11505i,-0.072428-0.10847i,-0.14946-0.047613i,-0.17073+0.014452i,-0.12703+0.046667i,-0.096054+0.052737i,-0.080926+0.039373i,-0.045587+0.020136i,-0.0086782+0.005046i,0.012281-0.00291i,0.018412-0.0088015i,0.010462-0.017118i,-0.002897-0.021605i,-0.013507-0.016249i,-0.018149-0.0018357i,-0.014907+0.010679i,-0.005317+0.010038i,0.0025602-0.0010727i,0.0025896-0.012006i,-0.00067983-0.012362i,0.00051255-0.0020636i
0.023626+0.006841i,0.070452+0.03054i,0.14315+0.063431i,0.24154+0.079115i,0.33523+0.058249i,0.33639+0.017971i,0.21896+0.00040293i,0.099848+0.021455i,0.044497+0.036838i,0.0074488+0.020626i,-0.021014+0.0031076i,-0.025982-0.00015083i,-0.020202+0.0041653i,-0.014542+0.0080254i,-0.012298+0.0062057i,-0.011612+0.0037513i,-0.0058924+0.0017259i,0.00048981-0.0019011i,0.0004373-0.0050705i,-0.0045235-0.0070621i,-0.0102-0.0060789i,-0.013551-0.0031905i,-0.013145-0.0036077i
-0.019105+0.017789i,-0.060114+0.0412i,-0.12157+0.051273i,-0.18219+0.028722i,-0.22366-0.0074066i,-0.20886-0.022966i,-0.11421-0.025491i,-0.0067164-0.035099i,0.032462-0.031533i,0.026031-0.0038864i,0.02008+0.0141i,0.014635+0.011486i,0.007367+0.0046376i,0.0058137+0.0064041i,0.012455+0.014283i,0.02315+0.014197i,0.025718+0.0050211i,0.017168-0.0031481i,0.0059217-0.0017807i,-0.00019083+0.0067517i,0.0028218+0.013528i,0.0078367+0.011994i,0.007244+0.0046905i
-0.010227-0.024782i,-0.01537-0.065305i,-0.022547-0.1113i,-0.046809-0.12217i,-0.087343-0.087807i,-0.099605-0.035909i,-0.078024-0.0022491i,-0.070165-0.0039151i,-0.061218-0.016307i,-0.028767-0.018408i,-0.0019381-0.013842i,0.0093073-0.0063529i,0.013833-0.0039983i,0.011822-0.011363i,0.0024946-0.020356i,-0.0095007-0.022893i,-0.017974-0.015233i,-0.018079-0.0033552i,-0.009473+0.0033985i,0.0011756+0.0017296i,0.0073353-0.0038082i,0.0090601-0.0040733i,0.0086573+0.002965i
0.027536+0.00025642i,0.071341+0.015735i,0.13828+0.054269i,0.22039+0.10474i,0.29385+0.13553i,0.28361+0.11414i,0.16796+0.058873i,0.054647+0.034935i,0.01024+0.030296i,-0.005289+0.0068937i,-0.017138-0.01078i,-0.019062-0.011906i,-0.017743-0.0071095i,-0.016819-0.0010584i,-0.016861+0.00064654i,-0.018156+0.0014465i,-0.014091+0.0045721i,-0.00667+0.0039381i,-0.0020953-0.0029631i,-0.0021708-0.0087268i,-0.0073544-0.010932i,-0.0118-0.011622i,-0.010308-0.012125i
-0.011637+0.022588i,-0.044781+0.047278i,-0.10105+0.052456i,-0.16831+0.0038874i,-0.22-0.072414i,-0.20852-0.10034i,-0.11141-0.059927i,-0.0055306-0.016053i,0.029398+0.0041583i,0.018732+0.019826i,0.012994+0.023242i,0.011684+0.012539i,0.0089811+0.0039747i,0.0088766+0.0065538i,0.014019+0.017747i,0.024165+0.024714i,0.027936+0.019727i,0.020555+0.009019i,0.0075653+0.0030899i,-0.0033508+0.0048746i,-0.005594+0.010372i,-0.002281+0.011022i,-0.00078463+0.0043387i
-0.012871-0.020833i,-0.022359-0.057959i,-0.025638-0.10284i,-0.027079-0.11409i,-0.036264-0.077183i,-0.037922-0.023648i,-0.027622+0.0033182i,-0.021697-0.009169i,-0.014265-0.022838i,0.0027427-0.01573i,0.012924-0.0058191i,0.011703+0.00027992i,0.010575+0.0019905i,0.0097028-0.0052819i,0.0054512-0.018141i,-0.0014092-0.027265i,-0.0081129-0.026903i,-0.0092534-0.016646i,-0.0037087-0.0041108i,0.0039282+0.0019706i,0.010044+0.0021747i,0.010853+0.0042986i,0.0080289+0.01065i
0.025017-0.0016662i,0.066534+0.0095541i,0.12533+0.049133i,0.18118+0.11653i,0.21835+0.17287i,0.20057+0.15585i,0.11456+0.06935i,0.024839+0.012013i,-0.0098171+0.00439i,-0.012644-0.0048951i,-0.014501-0.012706i,-0.013885-0.011113i,-0.014342-0.0088247i,-0.017277-0.006575i,-0.01995-0.0075107i,-0.023217-0.0080968i,-0.022195-0.0041486i,-0.014174-0.00056946i,-0.0049281-0.0018923i,-0.0007476-0.0062831i,-0.0027139-0.012063i,-0.0050656-0.016192i,-0.0034422-0.016566i
-0.0068181+0.016548i,-0.032325+0.039928i,-0.083508+0.040469i,-0.14068-0.024554i,-0.17207-0.12868i,-0.15637-0.16334i,-0.09107-0.088212i,-0.023823-0.0066645i,-0.0041029+0.018398i,-0.012591+0.020971i,-0.010926+0.019048i,-0.00056295+0.012083i,0.006057+0.0087556i,0.007643+0.013421i,0.010506+0.025451i,0.017376+0.03643i,0.019484+0.034243i,0.01357+0.020778i,0.0040853+0.0075158i,-0.0052665+0.0023531i,-0.01039+0.0040332i,-0.0091439+0.003638i,-0.0057544-0.00094125i
-0.012939-0.014497i,-0.025274-0.044337i,-0.025976-0.082319i,-0.017466-0.086219i,-0.018693-0.035238i,-0.023877+0.025684i,-0.016659+0.044847i,-0.001678+0.022859i,0.010503-0.00055974i,0.018087-0.005495i,0.016681-0.0052319i,0.00791-0.0041233i,0.0033348-0.0023832i,0.0058215-0.0057648i,0.0095196-0.015525i,0.011165-0.025469i,0.0091303-0.02794i,0.0051039-0.019442i,0.0036744-0.0049315i,0.0061133+0.0045432i,0.009678+0.0074566i,0.010102+0.010756i,0.005175+0.015519i
0.017776-0.0073869i,0.052073-0.0014615i,0.099635+0.035311i,0.13385+0.1059i,0.14143+0.16469i,0.12427+0.14562i,0.08257+0.049625i,0.033182-0.01827i,0.0064762-0.022419i,0.0038078-0.018053i,0.0005803-0.015213i,-0.003854-0.010254i,-0.0074184-0.011292i,-0.012395-0.013345i,-0.015742-0.017068i,-0.020242-0.020505i,-0.021205-0.017795i,-0.014333-0.011642i,-0.0058214-0.0072465i,-0.00092316-0.0062802i,6.4183e-05-0.0087062i,0.0011735-0.010605i,0.0049466-0.01004i
-0.00059547+0.015694i,-0.019961+0.037459i,-0.060118+0.035345i,-0.094165-0.033801i,-0.094646-0.14608i,-0.069916-0.18596i,-0.047152-0.10672i,-0.031589-0.018152i,-0.024983+0.0078987i,-0.025789+0.010078i,-0.016545+0.01322i,-0.0020114+0.012749i,0.0063431+0.013813i,0.0073445+0.019951i,0.0032599+0.031359i,0.0013188+0.042596i,0.00095641+0.041851i,7.6295e-05+0.026639i,-0.0022398+0.0087677i,-0.0068387-6.0165e-05i,-0.010387-0.00076542i,-0.009816-0.0018139i,-0.0069006-0.0052523i
-0.011261-0.013873i,-0.022549-0.039074i,-0.027854-0.070631i,-0.028229-0.06604i,-0.041626-0.0070876i,-0.06293+0.05751i,-0.056058+0.076518i,-0.024172+0.055553i,4.5613e-05+0.03206i,0.010249+0.018705i,0.012728+0.0078844i,0.0069978+0.00010585i,0.002059-0.0024275i,0.0055935-0.0052855i,0.012679-0.010484i,0.018693-0.015373i,0.019338-0.016024i,0.013563-0.0090263i,0.007525+0.00013457i,0.0058943+0.0062204i,0.0066577+0.0097233i,0.0049101+0.011961i,7.3197e-05+0.013367i
0.01506-0.0067411i,0.044516-0.0019374i,0.083357+0.026587i,0.10058+0.08167i,0.091272+0.13212i,0.085608+0.11569i,0.085117+0.033397i,0.065068-0.025196i,0.03607-0.026491i,0.018931-0.014668i,0.006401-0.010036i,-0.00097035-0.0081215i,-0.0042207-0.012111i,-0.0084323-0.018349i,-0.0096736-0.02422i,-0.010936-0.031424i,-0.011558-0.030499i,-0.0082679-0.020078i,-0.0035984-0.010274i,0.00028331-0.0063451i,0.002128-0.007074i,0.0036642-0.0064998i,0.0071775-0.0042557i
0.00023861+0.013422i,-0.01368+0.032451i,-0.040777+0.034792i,-0.047725-0.023304i,-0.014444-0.12333i,0.014952-0.15976i,0.00015667-0.099536i,-0.024287-0.037133i,-0.029163-0.019004i,-0.027469-0.012465i,-0.019169-0.00093209i,-0.0060783+0.009202i,0.0017884+0.016372i,0.0011907+0.022237i,-0.0063725+0.030257i,-0.014208+0.039242i,-0.017011+0.036777i,-0.012873+0.021559i,-0.0074261+0.0055393i,-0.0073877-0.0026626i,-0.0090902-0.0061111i,-0.0080613-0.0092827i,-0.00547-0.01004i
-0.012412-0.0082327i,-0.025731-0.028575i,-0.036768-0.055524i,-0.050294-0.049195i,-0.083087+0.0038947i,-0.11944+0.049474i,-0.11554+0.06i,-0.072686+0.05519i,-0.031489+0.041861i,-0.0067342+0.023784i,0.0057183+0.0074576i,0.0064294-0.0038288i,0.0031152-0.0068621i,0.0062062-0.0055289i,0.013675-0.0054292i,0.019594-0.0040651i,0.019567-0.00052202i,0.012804+0.0034868i,0.006561+0.0072471i,0.00576+0.010232i,0.0065756+0.012016i,0.004461+0.011161i,-0.0013848+0.008123i
0.0076975-0.010002i,0.034772-0.0085556i,0.069385+0.013027i,0.082574+0.053693i,0.068214+0.089566i,0.073302+0.090353i,0.1018+0.046292i,0.096085+0.0050752i,0.05984-0.0015051i,0.032203+0.0021126i,0.013228-0.00055324i,0.0025371-0.0051777i,-4.3782e-05-0.0128i,-0.00081052-0.020641i,0.00072167-0.026926i,0.0034233-0.034512i,0.0050551-0.034496i,0.0048542-0.023124i,0.0027438-0.011605i,0.0010671-0.0064528i,0.0016475-0.0036167i,0.004081+0.0009292i,0.0079398+0.0039355i
0.00010425+0.0090602i,-0.010877+0.027939i,-0.03094+0.036997i,-0.020711+0.0037348i,0.036681-0.06585i,0.071135-0.10082i,0.036638-0.075686i,-0.001852-0.046806i,-0.01181-0.036228i,-0.017236-0.022553i,-0.015697-0.0033667i,-0.0065434+0.0098296i,-0.0015704+0.017978i,-0.0047818+0.022704i,-0.014414+0.025784i,-0.024048+0.028015i,-0.025109+0.022859i,-0.016713+0.010368i,-0.0080214-0.0013316i,-0.0057013-0.0075564i,-0.0059355-0.010366i,-0.0056021-0.012545i,-0.0045386-0.01217i
-0.0060954-0.0029451i,-0.018345-0.02102i,-0.034385-0.050493i,-0.064744-0.056986i,-0.11761-0.027806i,-0.15833-0.0061368i,-0.1505+0.00018216i,-0.1099+0.013896i,-0.062735+0.021545i,-0.023955+0.014369i,-0.00048611+0.0032218i,0.0072539-0.0043394i,0.0067265-0.0048163i,0.0077047-0.00075201i,0.010365+0.002594i,0.012283+0.0063629i,0.010736+0.0095918i,0.0045388+0.0097161i,0.000481+0.010245i,0.0017935+0.012567i,0.0033396+0.014182i,0.0019477+0.011696i,-0.0016181+0.005657i
0.009586-0.0069298i,0.031365-0.0076871i,0.06561+0.0059847i,0.083267+0.03208i,0.070667+0.061236i,0.06826+0.084704i,0.093529+0.081764i,0.094751+0.053334i,0.06015+0.03148i,0.029061+0.020773i,0.011537+0.0084996i,0.0031004-0.0027014i,0.0019658-0.012264i,0.0031753-0.020584i,0.0084593-0.025163i,0.016107-0.029527i,0.018397-0.028114i,0.012984-0.017365i,0.0063189-0.0084379i,0.0023584-0.0053097i,0.00097005-0.0025623i,0.0011978+0.0038971i,0.0031249+0.0089948i
0.0019861+0.0078001i,-0.0067021+0.025585i,-0.020966+0.043139i,-0.0060442+0.035361i,0.055223-0.0028413i,0.09287-0.033913i,0.062209-0.040413i,0.026323-0.040357i,0.014208-0.039453i,0.0008107-0.028579i,-0.0092974-0.0097155i,-0.0095931+0.0058182i,-0.0088668+0.014472i,-0.011922+0.016923i,-0.019107+0.016243i,-0.026338+0.014737i,-0.025484+0.0087743i,-0.014677+0.0006706i,-0.0044819-0.004981i,-0.0016897-0.0098811i,-0.0021323-0.015048i,-0.0027599-0.018162i,-0.003015-0.016814i
-0.0070704-0.0030964i,-0.019017-0.019474i,-0.041278-0.052521i,-0.080054-0.075358i,-0.13166-0.073271i,-0.15858-0.075946i,-0.14208-0.074516i,-0.10961-0.046556i,-0.070256-0.016126i,-0.029657-0.0042945i,-0.0028177-0.0016592i,0.0086004-0.0011834i,0.0084837-0.00081623i,0.0057718+0.0031706i,0.0049339+0.0078145i,0.0035066+0.011603i,-0.00040855+0.013024i,-0.0040669+0.010673i,-0.0045482+0.0097929i,-0.0017865+0.012633i,0.00056334+0.015025i,0.0018182+0.012097i,0.0010291+0.0045486i
0.0087515-0.004348i,0.030407-0.0042205i,0.070237+0.0074285i,0.095741+0.025687i,0.077794+0.051138i,0.052898+0.089973i,0.056835+0.11229i,0.05823+0.093579i,0.035565+0.059754i,0.015878+0.034725i,0.007887+0.013027i,0.0046929-0.0029488i,0.0052752-0.01304i,0.0072649-0.01934i,0.013683-0.02039i,0.022068-0.020093i,0.023103-0.016558i,0.014908-0.009283i,0.0058187-0.0052574i,0.0014029-0.0044827i,-0.0005908-0.0014916i,-0.0014296+0.0053467i,0.00018472+0.011803i
0.0026414+0.005881i,-0.0062859+0.02195i,-0.023209+0.04687i,-0.012474+0.061981i,0.045191+0.050584i,0.083536+0.025725i,0.065598+0.001899i,0.045084-0.014568i,0.035655-0.020542i,0.015078-0.018513i,-0.0042455-0.0093563i,-0.011328+0.00093718i,-0.012201+0.0070842i,-0.012414+0.0074526i,-0.016147+0.0055207i,-0.020201+0.0030982i,-0.016545-0.00051329i,-0.0061022-0.0019588i,0.0023262-0.0035756i,0.0042908-0.0084415i,0.0043723-0.015557i,0.003825-0.01985i,0.0016936-0.018536i
-0.0068292-0.002555i,-0.01594-0.018685i,-0.036772-0.05702i,-0.074583-0.09673i,-0.11424-0.11651i,-0.11608-0.13198i,-0.089488-0.1314i,-0.072884-0.097172i,-0.053332-0.052623i,-0.022779-0.022475i,-0.00035782-0.007521i,0.0079291-0.00083814i,0.0065765+0.0028392i,0.0031067+0.0069526i,-2.3516e-05+0.0087814i,-0.0049216+0.0085559i,-0.0089667+0.0073895i,-0.00942+0.0051806i,-0.0077557+0.0059511i,-0.0064175+0.011462i,-0.004807+0.015309i,-0.0015641+0.01152i,0.000871+0.0033438i
0.0048384-0.0022854i,0.025846+0.00030492i,0.068832+0.0123i,0.1005+0.027101i,0.078681+0.047316i,0.025833+0.088171i,0.0026939+0.11922i,0.0041804+0.10307i,-0.0017149+0.065233i,-0.0046679+0.03807i,0.0010637+0.017517i,0.0054769+0.0011988i,0.0078802-0.0078245i,0.010097-0.011897i,0.014662-0.010754i,0.021403-0.0081732i,0.020919-0.0051321i,0.011274-0.0023139i,0.0031507-0.0029002i,-9.1877e-05-0.0036932i,-0.002933+0.00015878i,-0.00527+0.007649i,-0.0053457+0.012404i
0.00098193+0.0070421i,-0.010165+0.021708i,-0.031581+0.051069i,-0.031255+0.081743i,0.015668+0.089885i,0.056038+0.06816i,0.052979+0.036678i,0.045179+0.017503i,0.039911+0.0056128i,0.019742-0.0051207i,-0.00074149-0.0072814i,-0.0090504-0.004042i,-0.011156-0.0010606i,-0.01095-5.8919e-05i,-0.011199-0.00073443i,-0.011894-0.0019298i,-0.008689-0.0028474i,-0.001544-0.0015108i,0.0043897-0.0018673i,0.0070028-0.0059622i,0.0088672-0.012496i,0.0089072-0.018212i,0.0060805-0.016908i
-0.0046429-0.0025294i,-0.012748-0.02069i,-0.031086-0.065003i,-0.06106-0.11879i,-0.082539-0.14811i,-0.056682-0.15469i,-0.016326-0.14608i,-0.014781-0.11423i,-0.018742-0.067052i,-0.0055364-0.029085i,0.0045399-0.0080343i,0.0065905+0.002534i,0.0036452+0.0064694i,-0.0017587+0.0082468i,-0.0054726+0.0077031i,-0.0089561+0.004023i,-0.011079+0.00085543i,-0.0093763-5.8214e-05i,-0.0072374+0.0014845i,-0.0082893+0.0057038i,-0.0085224+0.0095925i,-0.0046091+0.0090554i,0.00059178+0.0036465i
0.0023422-0.0017326i,0.022565+0.0032571i,0.066504+0.019971i,0.10402+0.037505i,0.077095+0.050382i,-0.0029384+0.073119i,-0.049842+0.09284i,-0.042864+0.079224i,-0.030683+0.049215i,-0.021653+0.030026i,-0.0072851+0.016156i,0.0034502+0.0033783i,0.0090688-0.0049027i,0.011534-0.0082568i,0.013082-0.0060044i,0.015979-0.00088621i,0.013705+0.0016551i,0.0053692+0.00045236i,0.00054943-0.0025874i,2.8748e-05-0.0037933i,-0.0028083-0.0013676i,-0.0074753+0.0047318i,-0.0088628+0.0095508i
-0.0013408+0.0022821i,-0.014221+0.016129i,-0.044248+0.046665i,-0.058245+0.087398i,-0.023069+0.10767i,0.019755+0.089402i,0.028171+0.058573i,0.027862+0.043929i,0.028983+0.029909i,0.015168+0.009291i,-0.00078789-0.0025267i,-0.0063414-0.005634i,-0.0063136-0.0051316i,-0.0040357-0.004483i,-0.003916-0.0042636i,-0.0049253-0.0036283i,-0.0034846-0.0021126i,-0.00077492+0.0014163i,0.0025969+0.0033532i,0.0070856+0.00089305i,0.01245-0.005398i,0.014324-0.010864i,0.010506-0.010944i
-0.0037331-0.0022612i,-0.008468-0.021673i,-0.019354-0.072002i,-0.038332-0.13153i,-0.041232-0.15514i,0.0030194-0.13952i,0.048216-0.11661i,0.039627-0.09395i,0.015818-0.059487i,0.01228-0.027334i,0.012044-0.0090847i,0.0064913+0.0010236i,-0.0003956+0.0061575i,-0.0055876+0.0085353i,-0.0072785+0.0064968i,-0.0081251+0.0014672i,-0.0066566-0.002339i,-0.0030173-0.0023207i,-0.0030987+0.00027692i,-0.006999+0.0024438i,-0.0095023+0.0049261i,-0.0058886+0.0057179i,0.00089311+0.0021324i
0.0069935-0.004499i,0.026997+0.0031334i,0.070845+0.02411i,0.10635+0.042085i,0.071016+0.040793i,-0.021669+0.036254i,-0.075927+0.039603i,-0.064354+0.033593i,-0.04266+0.017687i,-0.028517+0.011297i,-0.012227+0.010316i,-0.0013715+0.0057905i,0.003736+0.0016161i,0.0052131-0.00063299i,0.0065345-0.00016425i,0.0088117+0.0027439i,0.0063536+0.0031281i,0.0019532-0.00047364i,-7.2676e-05-0.0040007i,-0.0011357-0.0045904i,-0.0038386-0.0019707i,-0.0088868+0.0018626i,-0.012826+0.0046513i
-0.00016657+0.0036703i,-0.015548+0.016161i,-0.051562+0.045893i,-0.077863+0.086264i,-0.052885+0.10787i,-0.010617+0.093497i,0.0011163+0.066878i,0.0024549+0.052963i,0.0090839+0.038548i,0.0059413+0.014036i,-0.0023765-0.0034087i,-0.0041956-0.0088765i,-0.0020388-0.0094246i,0.0017733-0.007706i,0.002839-0.0051771i,-8.6051e-05-0.0041132i,-0.0020768-0.0028907i,-0.0016262+0.00015487i,0.0010681+0.0033209i,0.0063027+0.0036374i,0.012342+0.00076655i,0.014006-0.0035144i,0.0098238-0.0061899i
-0.0010603-0.0036721i,-0.0032787-0.024052i,-0.0069622-0.077802i,-0.015458-0.13963i,-0.0095573-0.15012i,0.035036-0.1056i,0.076857-0.066417i,0.067017-0.054115i,0.037133-0.037138i,0.0228-0.016107i,0.015442-0.0050367i,0.0074022+0.00065353i,0.00058499+0.0033675i,-0.0045877+0.004158i,-0.0062407+0.0033563i,-0.0055013+0.00062249i,-0.0032933-0.00089323i,-0.0006722-0.0002664i,-0.0014595-0.00016766i,-0.0054328-0.0010206i,-0.0087411-0.00033616i,-0.0074531+0.0021903i,-0.00096759+0.0032877i
0.0028129+0.00056698i,0.02238+0.012004i,0.065538+0.039347i,0.10227+0.06032i,0.071277+0.042149i,-0.016643+0.0037765i,-0.067953-0.011251i,-0.057017-0.007968i,-0.037729-0.0078896i,-0.026699-0.002335i,-0.013641+0.0055652i,-0.0033057+0.0066048i,0.001364+0.0028856i,0.0020992-0.00066079i,0.0017498+0.00010622i,0.0027555+0.0027431i,0.0017491+0.002136i,-0.00027622-0.00057791i,-0.00034951-0.0031341i,-0.00040099-0.0043468i,-0.0029219-0.0033137i,-0.0064348-0.0017732i,-0.0090361-0.0010976i
-0.0004031+0.0027348i,-0.017937+0.012812i,-0.058457+0.036427i,-0.093774+0.073618i,-0.077755+0.098142i,-0.036286+0.087056i,-0.022904+0.059853i,-0.022175+0.046834i,-0.011049+0.036315i,-0.00443+0.015176i,-0.0049532-0.0018258i,-0.0031632-0.0072637i,0.0010931-0.006369i,0.0044458-0.0043956i,0.003877-0.0042686i,0.00022591-0.0050759i,-0.0034564-0.0041389i,-0.0047306-0.0018297i,-0.0033072+0.0011119i,0.0014085+0.0043232i,0.0085799+0.0047546i,0.012577+0.0015228i,0.0096231-0.0019361i
-0.0031681-0.0059304i,-0.0021451-0.025575i,0.00094593-0.077326i,0.0011432-0.1354i,0.008161-0.13406i,0.041133-0.067595i,0.073191-0.014561i,0.065908-0.009717i,0.038519-0.010296i,0.023226-0.0024212i,0.01575+0.00088326i,0.0071173+0.0014077i,0.00066011+0.002097i,-0.0030633+0.0023932i,-0.0036852+0.0018265i,-0.00084394+0.0013307i,0.0021926+0.0019747i,0.0034504+0.0025237i,0.001993+0.0013953i,-0.002031-0.0016653i,-0.0057735-0.0034825i,-0.006064-0.0013263i,-0.0023049+0.0023895i
0.0050879-0.000672i,0.022008+0.013122i,0.061894+0.043959i,0.099111+0.065709i,0.077164+0.037365i,0.0054417-0.022472i,-0.036903-0.04771i,-0.030387-0.035957i,-0.018485-0.024581i,-0.016455-0.012928i,-0.012548+0.00064523i,-0.0059645+0.0056819i,-0.0020423+0.003985i,-0.0011551+0.00092784i,-0.0013469-0.00010251i,-0.00099925+0.001917i,-0.00081705+0.0015099i,-0.00044312-0.0013346i,-0.0005209-0.0033785i,-0.00028371-0.0046463i,-0.0007436-0.00473i,-0.0026995-0.0041389i,-0.0043627-0.003902i
-0.0033544+0.00024813i,-0.022163+0.0080122i,-0.067599+0.029023i,-0.11109+0.062333i,-0.10103+0.085332i,-0.056911+0.077068i,-0.038078+0.04784i,-0.036039+0.03022i,-0.024499+0.023508i,-0.012671+0.0092613i,-0.0068227-0.0032365i,-0.0017723-0.0069389i,0.0027549-0.0053253i,0.0050789-0.0027655i,0.0049391-0.0031659i,0.0021918-0.0053314i,-0.0013404-0.0066973i,-0.0031711-0.0057348i,-0.0034073-0.0022474i,-0.0019634+0.0032642i,0.0026864+0.0076087i,0.0077786+0.0063023i,0.0075056+0.0019896i
0.0032696-0.0032159i,0.0082478-0.024158i,0.019355-0.077031i,0.026077-0.13258i,0.024519-0.12288i,0.032014-0.04432i,0.047776+0.016412i,0.046052+0.018065i,0.02972+0.0070841i,0.019947+0.0070761i,0.015135+0.0055493i,0.0087573+0.0018088i,0.0025241+8.9792e-05i,-0.0014786+0.0010274i,-0.0019994+0.0027779i,-0.00040685+0.0040284i,0.0010564+0.0067542i,0.0025579+0.0079868i,0.0031433+0.00447i,0.00059219-0.0014578i,-0.0037519-0.0049816i,-0.0062822-0.0033037i,-0.0050424+0.00146i
0.0056633+0.0020933i,0.02116+0.01625i,0.056998+0.04888i,0.093761+0.072407i,0.084138+0.038275i,0.034605-0.030805i,0.0027647-0.057358i,0.00038485-0.040871i,0.001519-0.026814i,-0.0036011-0.015349i,-0.0070548-0.0017106i,-0.0062875+0.0037373i,-0.0047648+0.0018999i,-0.0040241-0.00070969i,-0.0031301-0.00145i,-0.0021931+0.00012393i,-0.0023343+0.00022979i,-0.0021944-0.0011028i,-0.0011307-0.002053i,0.00046055-0.003137i,0.00079824-0.0040106i,0.0002897-0.0037346i,0.00021416-0.0035988i
3.8799e-06+0.003217i,-0.020205+0.0083235i,-0.066041+0.021495i,-0.11407+0.046809i,-0.11118+0.069006i,-0.069546+0.063554i,-0.045491+0.032642i,-0.038459+0.013884i,-0.026551+0.01126i,-0.014836+0.0023705i,-0.0079325-0.0061845i,-0.0028303-0.0065205i,0.00059095-0.0037053i,0.0021499-0.0020623i,0.0037459-0.0042066i,0.0033042-0.0079548i,0.0010154-0.009269i,-0.00048127-0.0079056i,-0.0021365-0.0040343i,-0.0028592+0.0019537i,-0.00010732+0.0066611i,0.0043514+0.0067798i,0.0052861+0.0037162i
