-0.0016433+0.00097756i,-0.0021012+0.00095086i,-0.0011478+0.0028755i,0.00034526+0.0019673i,0.00016849+0.00080193i,-0.00035822+0.00029813i,-0.00055127+0.00045342i,-0.00035218+0.0018003i,-2.2394e-05+0.0013611i,0.00022506+0.00093368i,0.00042461+0.00035068i,6.6528e-05-0.00024221i,-0.00037132+0.00014629i,-0.00077249-0.0003779i,-0.0011854-0.00049662i,-0.00092004-0.00040165i,-0.00093957+5.1793e-05i,-0.00075188-5.1807e-05i,-0.00026313-0.00027151i,4.2738e-05-0.00023181i,0.00028966-0.00012841i,0.00031494+0.00024124i,0.00049589+0.0001562i
0.00033296+0.0012493i,0.00075936+0.0023838i,0.00056543+0.0016801i,0.00038035-4.3407e-06i,5.7982e-05-0.0017613i,-4.7028e-06-0.0022644i,-0.00097359-0.00052442i,-0.0015466+0.00052801i,-0.00073272+0.0007505i,-7.8064e-05+0.00081366i,-0.00042164+0.00050172i,-0.00079059+0.00071395i,-0.0004579-0.0003241i,-0.00056379-0.00039525i,-0.00059855+0.00013934i,-0.00044906+6.2041e-05i,-0.00011619-0.00012134i,0.00051185-9.2918e-05i,0.00011395+6.7145e-05i,0.00012902-0.00028843i,0.00088269-0.00048318i,0.00062979-0.00014851i,-5.202e-05+0.00053563i
-0.00075068+0.0003543i,-0.0024715+0.00055151i,-0.0018488+0.00079211i,0.00036973+0.00083002i,0.00095169-0.000293i,0.00081364-0.0012934i,0.00041573-0.00058647i,0.00082901-0.0001905i,0.0018438+0.00016461i,0.0011112+0.00054611i,0.00077011+0.00045489i,0.00069966+6.4221e-05i,0.00060729-3.8265e-05i,5.7879e-05+0.00011838i,-0.00027788-0.00021006i,2.2156e-05-0.00018445i,-0.00017114-0.00025417i,0.00029812-0.00057995i,0.0010898-0.00023681i,0.0010328-0.00027895i,0.00097853-0.00091086i,0.00099817-0.00031878i,0.00023112+0.00038117i
-0.0012451+0.0021088i,-0.0012978+0.0022293i,-0.00058172+0.0023544i,0.00032101+0.0018619i,0.00069272+0.00075477i,0.00053202-0.00024192i,-9.6883e-05-7.7359e-05i,-0.00010432+0.00070664i,-6.1074e-05+0.0012263i,-7.9745e-05+0.00067512i,0.00046744+0.00011178i,0.0005369+0.00018191i,1.4611e-05-0.00020555i,-0.00096105+0.00032228i,-0.0012315+0.00062886i,-0.00076209+0.00010359i,-0.00025046+0.00029841i,0.00033864+0.00073455i,0.00056794-7.0646e-05i,0.00061132-0.00062427i,0.00054429+0.00018816i,0.00059668+0.0012986i,-0.00017224+0.0016502i
-0.0022873-0.00028074i,-0.0016291+0.00013491i,-0.0013736+0.0011161i,-0.0013469+0.0016958i,-0.00057433+0.0010539i,0.00015553-0.00025578i,0.00032404-0.00062226i,0.0010207+0.00011882i,0.0010028+0.00084564i,0.00068744+0.0014063i,0.00010412+0.00098769i,-0.00055357-0.00011878i,0.00015139-8.4673e-05i,-8.5526e-06+0.00037743i,-0.00015364+0.00029657i,-0.00017616+8.8716e-05i,-0.00023005+0.00025503i,5.9524e-05+0.00026696i,-7.4293e-05-0.00013079i,-4.209e-05+1.3692e-05i,-7.6482e-05+3.2492e-05i,-0.00018619-0.00043239i,-0.00092385-0.00047765i
0.0012544-0.0006163i,0.00027457+0.00044264i,-0.00076915+8.4905e-05i,-0.0010468-0.00016962i,-0.0014332-0.00031996i,-0.0012689-0.00039968i,-0.00080988-0.00032387i,-0.00079161-0.00077315i,-0.00013114-0.00083671i,0.0008131+0.00016743i,0.00065891+0.00098477i,4.4286e-06+0.0002992i,-0.0011002-0.00033921i,-0.00066507+0.00064227i,0.00063847+0.0013418i,0.00081711+0.00054223i,0.00074164+0.00052534i,0.00072193+0.00070659i,0.00087933+0.00014031i,0.000442-0.0001279i,9.0845e-05+3.3283e-05i,0.00031285-0.00023378i,0.00045008+0.00012149i
0.0007419-0.0016203i,-7.6935e-06-0.0022902i,-0.0005797-0.0014339i,-0.00083111-0.00068087i,-0.0010231-0.00086115i,-0.00039436-0.0014523i,4.3333e-06-0.00043687i,-9.3912e-05+0.0012335i,0.00019677+0.0014314i,0.00029778+0.00074652i,9.6143e-05+9.8126e-05i,3.8436e-05-0.00021199i,-8.6553e-05-0.00044728i,-0.00046315-0.00041347i,-0.00028076+0.00011906i,4.337e-05+9.8568e-05i,0.00016407-0.00063153i,1.8712e-05-0.00038833i,-0.00069635-0.00039393i,-0.00025408-0.00062762i,0.00031533-0.00049418i,-6.888e-05+0.00024181i,-0.00016676+0.00067828i
-0.0011912+0.0020274i,-0.00080015+0.0021001i,0.00054311+0.0022724i,0.0017654+0.0013151i,0.0020339+0.00030939i,0.00026261-0.00067314i,-0.00046498-0.00055113i,0.00056317+0.00042175i,0.00054123+0.00038545i,0.00010261+0.00026873i,0.00020332-0.00012971i,0.00013301-0.00076025i,-2.477e-05-0.0005717i,-0.00031077-7.7342e-05i,-1.2164e-05-0.00017896i,0.00032194-0.00017137i,0.00045519+0.00013297i,2.4322e-05+0.00016612i,9.3514e-05-7.8519e-05i,0.00041515+8.0657e-05i,0.00036302+0.00012841i,0.00038976-0.00044005i,0.00024413-0.0012036i
0.002019-0.002749i,0.0019613-0.0028304i,0.00036697-0.0027014i,-0.0001838-0.0019972i,-0.00038504-0.0012143i,7.4166e-05-0.00076434i,0.00017697-0.00040599i,-0.00034633+9.1527e-05i,-0.00039583+0.0003608i,-5.6247e-06+6.9503e-05i,6.0271e-05-0.00010205i,0.00071024-0.00019995i,0.00039074-0.00018803i,-0.00042199-4.0044e-05i,-0.00040222+0.00063432i,0.00040357+0.00067046i,0.00066787-0.00028394i,0.00030841-0.00082122i,0.00047034-9.0906e-05i,0.0001924+0.0011916i,-0.00020851+0.0010692i,-0.0001528+0.00024436i,-0.00048077+0.00031829i
-0.00016693+0.00033027i,-0.00079592+0.00082121i,-0.00056835+4.7263e-06i,-4.9695e-05+0.00055333i,0.00011773+0.00016067i,0.00021075-0.001419i,0.00026134-0.0013743i,-0.00014306+4.619e-05i,-0.00051526+0.0010211i,-0.00053669+0.00093977i,-0.00068335+0.00018426i,2.1472e-05-0.00038116i,-0.00036564-0.00055042i,-0.0004269-0.0002541i,0.00020641-8.8642e-05i,0.00022218-0.00016285i,0.00031125+1.0287e-05i,-0.00022307+0.00027731i,-0.0011772-0.00027564i,-0.001144+0.00014273i,-0.00083893+0.00099928i,-0.00082699+0.00071414i,-0.00034331+0.00045199i
-0.001844+0.00044675i,-0.00088194+0.0012742i,-0.00052051+0.001954i,0.00014894+0.00093575i,0.00038606-9.099e-05i,9.1182e-05-0.00031842i,0.00074578-0.00030998i,0.0010708-0.00047322i,0.00066767+7.8288e-05i,0.00043434+0.000113i,0.00047825+0.00021363i,0.00035459+0.00083108i,0.00033609+0.00062718i,0.00090983+0.00047235i,0.00064456+0.00077737i,-0.00029882+0.0009952i,4.3173e-05+0.00076479i,0.00095134+0.00045539i,0.0011095+0.00046991i,0.00086799+0.00016764i,0.00028943+3.5874e-05i,-0.00019383+0.0007951i,0.00052912+0.0009285i
-0.001023-0.00086119i,-0.00086402+0.00012405i,-6.6756e-05+0.0012782i,0.00042551+0.0013351i,3.5715e-05+0.00044744i,0.00051276+0.00031489i,0.00053215+0.00027467i,-0.0004055-0.00039577i,-0.00022885-0.00022475i,0.00043502-0.00033506i,0.00024106-0.00085376i,0.000511-0.00037909i,0.00019833-0.00052859i,-0.00023395-0.00073437i,-3.7244e-05-0.00026738i,5.9446e-05-4.7998e-05i,-2.3203e-05+5.6831e-05i,-1.0587e-05-0.00024137i,-2.751e-05-0.0001637i,1.6018e-05+2.599e-06i,-5.151e-05-0.00045219i,-0.00068803-0.00076212i,-0.0012487-0.00070989i
0.0013943+0.00034415i,0.0017256+0.00011329i,0.0017196-7.6824e-05i,0.0013112-0.00070614i,-0.00026065-0.0015767i,-0.00072557-0.0012362i,0.00011556+0.00010377i,-0.00026036+0.00042418i,-0.00028015+0.0003906i,0.00059227+0.00028069i,0.00089101-0.00029489i,0.00097202-4.5273e-05i,3.0572e-05+8.88e-05i,-0.00068439-0.00013052i,-0.00024337-0.00023317i,0.00035-0.00028517i,0.00057395-0.00056411i,0.00017513-0.00054271i,-0.00022809-3.5391e-05i,-0.00054732+0.00012368i,-0.00056946+0.0001947i,-0.00060354-0.0004098i,-0.00029111-0.0005772i
-1.7935e-05+0.00031946i,-0.00093558+0.00017048i,-0.0023602+0.00032488i,-0.0022068-0.00038689i,-0.0012988-0.0010406i,-0.00073242-0.00084328i,0.00043115-0.00060412i,0.001538-0.00018165i,0.00030503-0.00017185i,-0.0010839+0.00011992i,-0.00085103+0.00018833i,-0.00058492-0.0002554i,-0.00030928+0.00037739i,-0.00035717+0.00053134i,-0.00044146-3.4136e-05i,6.7308e-05-0.00024855i,0.00021138-0.00036905i,-0.00021727-0.00017574i,-0.00032322+2.8959e-05i,-2.4748e-05-0.00053773i,0.00062412+6.0767e-05i,0.00089864+0.00032892i,-8.342e-05+4.8038e-05i
0.0017513+0.0019339i,0.00059347+0.0024224i,-3.7085e-05+0.0025354i,0.0002036+0.0017202i,7.6207e-05+0.00071029i,-0.00084016+0.00028426i,-0.00048628+0.00049367i,0.00019946+0.0004518i,-0.0001196+0.00019172i,-0.00052469+0.00014936i,-0.0006112-5.0993e-05i,-0.00043103-0.00061543i,0.00021165-0.00059776i,0.00027114-0.00024761i,0.00011613-0.0006297i,0.00066651-0.0010513i,0.00067848-0.00059065i,0.00036069-0.00016i,0.00015769+0.00040565i,-0.00019679+0.00086219i,-0.00071613+0.00059074i,-0.0011469+4.8709e-05i,-0.00074482-9.995e-05i
-0.0014411-0.00024332i,-0.0025404-0.00022203i,-0.0023958+0.00080378i,-0.00090791+0.00071069i,0.00016433+2.4639e-05i,-0.00018376-0.00016663i,-0.00063915-7.7872e-05i,-0.00048033+6.3619e-05i,-0.0003264+6.2963e-05i,-0.00032891+0.00076339i,-0.00061969+0.0011436i,-0.00035042+0.00060657i,0.00012001-2.87e-05i,0.00021431-0.00019496i,0.00016034+0.00024711i,0.00025363+0.0008172i,-0.00039374+0.00066195i,-0.0010485-1.7991e-05i,-0.00079124-0.00014919i,-0.00069925+0.00041149i,-0.00051795+0.00053765i,-0.00016746-0.00013411i,0.00010554-0.00010714i
0.0018809-0.0006972i,0.0017821+0.00012381i,0.0014486+0.00038233i,0.00099516-0.0010376i,0.00092496-0.0013969i,0.00030541-0.00080435i,-0.00039666-0.00041879i,2.1904e-05-1.6106e-05i,0.00017886+0.00027113i,-0.00017511+0.00019773i,-0.00029971-0.00018385i,-0.0004051+0.00011429i,5.4983e-06+0.00024432i,0.00045024-0.00014359i,-0.00040939-0.00033138i,-0.0010336+0.00020359i,-0.00075165+0.0010168i,-0.00076756+0.00079311i,-0.00024799+4.3731e-06i,0.00017908-0.00015718i,0.00017728+0.00021434i,0.00017807+0.00073787i,0.00049577+0.00071851i
-0.0014078-0.0020665i,-0.0021488-0.0018235i,-0.0022523-0.00099004i,-0.0016521+0.0007137i,-0.0012735+0.00068483i,-0.00043955+2.9124e-06i,3.6072e-06-0.00011234i,7.9328e-05-0.00023498i,0.00051031+0.00032451i,0.00050626+0.0010243i,0.00056262-0.0001378i,0.00014504-0.00041167i,-0.0011848+0.00062458i,-0.00099905+0.00029588i,0.0002422-0.00055181i,0.000983-0.00069592i,0.00073835-0.00043715i,0.00014559-0.00045458i,-0.00017905-0.00055278i,-0.00069001-0.00043406i,-0.0008007-0.00062286i,0.0002525-0.00036532i,0.00040655+6.5322e-05i
0.00036219+0.0021527i,0.00069338+0.0010668i,0.0014038+0.00074237i,0.0008445-0.0012462i,0.001054-0.002776i,0.00035651-0.0029808i,0.00026512-0.0020998i,0.0008118-0.0010162i,0.00054355-0.0002867i,5.0711e-05-0.0001013i,0.00014713-0.00020825i,0.00034982-0.0005242i,-0.00040063-0.00027255i,-0.00039076-0.00070809i,0.00017817-0.0012162i,-0.00052697-0.00076086i,-0.00038337-0.00040045i,-0.00033213+0.00045213i,-0.00060188+0.00038697i,-0.00038199-1.4629e-05i,-0.00064769-0.00064666i,-0.00023051-0.00075128i,0.00013923-0.00042942i
0.00037755-0.00081466i,0.00055017-0.00018998i,0.00090133+0.00035483i,0.00091677-0.00027387i,0.00091197-0.0017949i,0.00069637-0.0018638i,0.00057501-0.00060207i,0.00044192+0.00012033i,-6.8151e-05-1.8652e-05i,-0.00026115-0.00024943i,-0.00045463-0.00014986i,-0.00020219+0.00023172i,-0.00019535+0.00060834i,-0.00028175+0.00095369i,8.0647e-05+0.00063665i,0.00050364-0.00040305i,0.00056578-0.0004922i,0.00053882+3.7735e-05i,0.00086272+0.00011751i,0.0010852-1.1971e-05i,0.00067006-0.00023352i,-0.00037676-0.0004498i,-0.00040038-4.6478e-06i
-0.0011956+0.0010616i,-0.001374+0.0016797i,-0.00055022+0.0022599i,0.00019555+0.0019435i,0.00024617+0.0006346i,-6.2365e-05-0.00011687i,-0.00039546+1.4836e-05i,-0.00045884+0.00012537i,-0.00015631+0.00030277i,2.6916e-05-0.0001016i,-0.00073557-0.00094089i,-0.00063518-0.0014956i,0.00043114-0.0014309i,0.00044639-0.00069462i,3.3731e-05-0.00012942i,0.0002004-6.4178e-05i,-0.00010499+0.00063016i,0.00030763+0.00088017i,0.00086706+0.0010311i,3.2046e-05+0.0010762i,-0.00045912+0.00074559i,0.00014684+0.00032818i,-7.8188e-05+0.00041305i
0.00087684-0.0021144i,0.0004526-0.0020402i,-0.00066218-0.0007979i,-0.0010455+0.0012236i,-0.0012924+0.0017633i,-0.00038885+0.00034794i,-4.8674e-05+6.7587e-05i,-6.3875e-05+0.00045494i,-0.00048316-0.00010618i,-0.0014373-0.00043145i,-0.0010765-0.00012634i,-0.00072998+1.6312e-05i,-0.00014624+0.00011319i,0.00041359+9.1015e-05i,0.0005864-0.00034234i,0.0005969+0.00010026i,-0.00017641+0.00048597i,-0.00088847+0.00053678i,-0.0012995+0.00061288i,-0.001227+0.0005585i,-0.0012447+0.0002844i,-0.00079575+0.00050983i,3.9203e-05+0.00020094i
0.00038877+0.00101i,-0.0010308+0.0014431i,-0.00025872+0.0021721i,0.0011168+0.0019396i,0.00071072+5.2941e-05i,-0.00084736-0.0018019i,-0.00073034-0.0011705i,0.00079881+8.3758e-05i,0.0011543-0.00010583i,0.00084119-0.00041034i,0.00020083-0.00095352i,-2.2921e-05-0.001107i,-0.0001542-0.00041354i,-0.00076354+0.00028985i,-0.00054464+0.00011298i,0.00029367+7.1556e-05i,9.1918e-05+0.00027675i,-0.00016071-6.9135e-05i,0.00028499-0.00021616i,0.00046101-0.0002528i,-5.912e-05-0.00017564i,-0.00065012+4.5479e-05i,-0.0007514-0.00025551i
0.00063151+7.9307e-05i,-0.00033338-0.00059358i,8.0285e-05-0.00091361i,0.00028385-0.0010265i,-0.00089909-0.0016888i,-0.00085543-0.0015772i,0.00028033-0.0011063i,0.00047729-0.00029361i,0.00033103+5.5044e-05i,-0.00010913-1.3127e-05i,-7.2589e-05-0.00014822i,0.00048664-0.0003156i,-0.00022196-3.5318e-05i,-0.00065494+8.0452e-05i,-0.00038372+9.1832e-06i,-2.1275e-05-0.00010785i,0.00064223-4.0209e-05i,0.00086272+0.00037018i,0.00080954+0.00040241i,0.00058496+0.00044651i,-8.9912e-05+0.00037673i,-0.00010548-0.00053764i,0.00016615-0.0011412i
-0.00055515-6.8382e-05i,-0.0011981-0.00068901i,-0.0011203-0.00048618i,-0.0009845-1.4687e-05i,-0.00064028-0.00029254i,-0.00041085-0.00058446i,-0.00094933+0.00032462i,-0.0008641+0.0010116i,-0.00021667+0.00074146i,-6.0892e-05+0.00048337i,0.00016855+0.00050213i,0.00065351-5.5127e-05i,0.00021076-0.00050688i,1.595e-06-8.4487e-05i,0.00018367-0.00022414i,9.3145e-05-0.00058772i,-0.00015907-0.00044253i,-0.00045492-0.00023876i,-0.00027322-0.0010425i,0.00044004-0.0012599i,0.00062077-0.00054505i,0.00048704-0.00067724i,0.00029478-0.0014016i
0.00010794-0.0017388i,0.00088286-0.0032092i,0.0011151-0.003327i,-0.00025051-0.0014739i,-0.0013284-0.00046022i,-6.2654e-05-0.00041391i,0.00077719-6.8234e-05i,-0.00018125+0.00028667i,-0.0002812+0.00042647i,0.00024633+0.000619i,0.00036306+0.00021155i,0.00078736-0.00037612i,0.0010554-2.3764e-05i,0.0011287+0.00072359i,0.0010885+0.0006696i,0.00032084-0.00049004i,0.00015832-0.0016621i,0.00044429-0.0020534i,0.00038577-0.0018017i,6.0661e-05-0.00098787i,-0.00015351-0.00030085i,2.4957e-05+0.00015462i,0.0003547-0.00014419i
0.0013339-0.0014628i,0.00020606-0.00024005i,-0.00021219-0.00027061i,-0.00043959-0.00019491i,-0.00051799-0.0001064i,-0.00069042+0.00034677i,-0.00014064+0.00097512i,0.00026394+0.00063883i,0.00042831-0.00022654i,0.00046445-0.00034429i,0.0004312+0.00051729i,4.3814e-05+0.00069203i,0.00038244+0.0006845i,0.00062816+0.00095321i,-0.0005291+0.00049914i,-0.00029097-0.00016048i,0.00083884-0.00031871i,0.00063847+0.00016432i,0.0001122+0.00043037i,-0.00070997+5.9154e-05i,-0.0010342+0.00021185i,-0.0009223+0.00036122i,-0.0009447+0.00041863i
-0.001565-0.00078475i,-0.00098059-0.00074797i,-0.00024162+0.00022137i,-6.2815e-05-0.00029229i,-0.00035356-0.0002711i,-0.00060673+0.0004553i,-0.00095337+0.00030114i,-0.00029561-0.00014955i,0.00024035+5.7926e-05i,-0.00042503+0.00060139i,-0.00046207+0.00033202i,-9.5526e-05-0.00043107i,-0.00015294-0.00013463i,0.00035946+0.00053442i,7.0791e-06+0.00069705i,-0.00067633+0.00045356i,0.00015414-2.0864e-06i,0.00041121-4.395e-05i,-0.00028013-0.00028488i,0.00013976-0.0011187i,0.00044957-0.0015281i,0.00025256-0.001286i,0.0002151-0.00086539i
0.0020947-0.0006704i,0.0011033-0.0013996i,0.00028019-0.00077953i,-0.00032347-0.00055434i,-0.00069133-0.00040216i,-0.00063738-0.0004897i,-0.0009513-0.00056419i,-0.0014696+0.00030299i,-0.0013696+0.00072575i,-0.00085306+0.0010912i,-0.00024402+0.00047222i,-0.00021379+0.00014453i,-0.00085215+0.00050783i,-0.00051597+0.00055066i,0.00019407+0.00099378i,-0.00020625+0.00065951i,-0.00030322-9.7062e-05i,0.00036628-0.00029572i,0.00085499+8.8564e-06i,0.00062101+0.00037537i,0.00030912+4.3209e-05i,0.00021996+3.392e-05i,0.00016262+0.00047388i
0.00096779-0.0011362i,0.00022712-0.00040658i,-4.3706e-05-0.00037183i,-0.00059679+0.00028992i,-0.0013267+0.00026555i,-0.0010427+3.8297e-05i,-0.00018221+0.00018086i,0.0011015+0.00070249i,0.0017+0.00054749i,0.00062035+0.0002416i,0.00015417-0.00014283i,-2.5803e-05-8.9121e-05i,-0.00091841+0.0003325i,-0.0012549+0.0006617i,-0.00042014+0.00046105i,0.00078065+0.00033428i,0.00044463+6.1709e-05i,-0.00049702-0.00046486i,-0.0001847-0.00063232i,0.0001898-2.1486e-05i,0.00085934+0.00036319i,0.0010605+0.00042958i,-0.00018904-7.4128e-05i
-0.0017628+0.00061845i,-0.0017634+0.00016168i,-0.002257-0.00060329i,-0.0017377-0.00029042i,-0.0001473-0.00049518i,0.00037621-0.0016998i,-0.00011281-0.0019117i,-0.00054973-0.00023683i,-0.00042822+0.0011617i,-0.00014126+0.0011024i,0.00034847+0.0004565i,0.00040992+0.00013486i,-9.5604e-05+0.00050131i,-0.00067803+0.0010056i,-0.00073763+0.00057825i,-0.00030613+6.8677e-05i,-0.00033135-0.00026414i,0.00010708-0.00033556i,7.3612e-05+0.00040795i,-0.000494+0.00075658i,-0.0011151-0.00012724i,-0.0012441-0.00046111i,-0.00035297-0.00026062i
-0.00075236-0.0038765i,-0.0013063-0.0023744i,-0.002083-0.0016188i,-0.0020639-0.0011375i,-0.0021513+0.00014712i,-0.0017493+0.0004571i,-0.00068781+0.00016047i,-0.00047968+1.9666e-05i,-0.0010975-1.8219e-05i,-0.0011323-5.4675e-05i,-0.000691+5.4867e-06i,0.00022791+0.00037203i,0.00084474+0.00078381i,-0.00041351+6.2077e-05i,-0.00060226-0.00040275i,-6.4915e-05+1.5413e-05i,-0.00040765+0.00034853i,-0.00086794+0.00037924i,-0.0009973-0.00018564i,-0.00088454-0.00038984i,-0.00066548-0.00057526i,-0.00048139-0.00036267i,-0.00090237+0.00016321i
0.00084019-0.0013287i,0.0010487-0.0029852i,0.0010661-0.0033155i,0.00068103-0.001739i,0.00053525-0.00089856i,0.00079464-0.00075611i,0.00075161-0.00085682i,0.00036707-0.00017403i,0.00013763+0.00049455i,-0.00042631+0.00054112i,-0.00037512+6.2684e-05i,-0.00016764-0.00087858i,-0.00041076-0.00044917i,-0.00071848+0.00043194i,-0.00038577-1.4429e-05i,4.4876e-05+0.00016446i,-1.6216e-05+0.00049113i,-1.698e-05+0.00056992i,-0.0001321+5.1788e-05i,1.2061e-06-9.3182e-05i,0.00056561+0.00082595i,0.0006959+0.00094482i,0.00034599+0.00038977i
0.0014712+0.00019806i,0.0016734+0.00055841i,0.0010521+0.00015678i,0.0005409-7.8363e-05i,0.0003745-0.00044388i,1.8372e-06-0.00060352i,2.6355e-05-0.00041473i,8.4627e-05-6.4301e-05i,-0.00032728+0.0007601i,-0.00011331+0.00071338i,0.00016248+0.00028398i,-9.8608e-05+0.00029439i,-0.00042693+0.00024366i,-0.001187+0.00038578i,-0.00028055+0.00047042i,0.00056786+0.00020687i,0.000361-0.00033043i,0.00023315-0.00034645i,0.00027568-0.00037918i,0.00031476-0.00042089i,0.00014898+0.0003104i,0.00021432+0.00075158i,0.00050321+0.00086515i
0.00010936+0.0025217i,0.00060914+0.0021217i,0.0019019+0.0017573i,0.001807+0.00091095i,0.0011901-3.1212e-05i,-5.6566e-05-2.4748e-05i,-0.00079732-0.00017269i,1.7282e-05-0.00032394i,0.00094311+0.00024353i,0.0011794+0.0002768i,0.00096312-0.00025737i,0.00040978-0.00035992i,0.00016416-1.1335e-05i,0.00047722+0.0011217i,-0.0001042+0.0012336i,-0.00047598+6.1987e-05i,-0.00030986+0.00011227i,0.00025066+0.0012641i,0.00031653+0.001674i,0.00013274+0.00046608i,3.7026e-05+0.00020431i,-0.00084584+0.00041784i,-0.00086636+0.00028476i
0.00057972+0.001512i,-0.0005834+0.0019843i,-0.0011225+0.0014971i,0.00011967-0.00010412i,0.00086181-0.00083439i,0.00045958-0.00058877i,0.00031335+0.00027865i,0.0010621+0.00022559i,0.0009222-0.00036036i,0.00032585-3.8809e-06i,-0.00013887-0.00036914i,3.4436e-05-0.0010741i,0.00044282-0.00092329i,0.00043372-0.00082664i,5.3396e-05-0.00030413i,3.2698e-06-0.00015684i,-0.00035336-0.00034448i,-0.00083883+0.00034202i,-0.00058669+0.00094475i,-0.00037367+0.00028758i,-6.3861e-05+0.00056413i,-0.00011486+0.00086979i,-0.00047651-9.9029e-05i
-0.00064526+0.00065098i,-0.00075948+0.0021768i,2.6248e-05+0.0024431i,0.00086365+0.0014117i,0.00049227+0.00028068i,-0.00025751-0.00077701i,-0.0010236-0.00034904i,-0.00051803+0.00073467i,0.0001266+0.0011572i,9.7683e-05+0.00099828i,0.00036201+8.8911e-05i,0.00042495-7.9619e-05i,-4.1636e-05-7.1045e-05i,-0.00041004-0.0005897i,8.8487e-05-0.00045262i,0.0010944-0.00012677i,0.0010524+0.00024442i,0.00032387+0.0001716i,-0.00053086-0.00026994i,-0.0011004-0.00029641i,-0.00091131+0.00018619i,-7.7874e-07+0.00046388i,-3.4989e-05+0.00045627i
-0.0022228-0.002337i,-0.0034407-0.0021031i,-0.0040379-0.0012994i,-0.0026206+0.00041088i,-0.00076317+0.00019183i,-0.00012802-0.0010059i,-0.00031954-0.00044655i,-9.6281e-05+0.00088821i,0.00054991+0.00087945i,0.00060212-3.0429e-05i,0.00059384-6.8428e-05i,0.00015936+0.00019241i,0.00020083-0.00030135i,0.00066539-0.00012161i,0.00042674+0.00017537i,0.00019153+0.00046762i,-0.00046978+0.00019283i,-0.00037585-0.0013048i,3.9367e-05-0.0017032i,0.00012195-0.00076826i,2.3043e-05+0.00013056i,-0.00023768+0.00052365i,-0.00028223+0.00034672i
0.0024977-0.0011714i,0.0032953-0.0012246i,0.0024399-0.0015359i,0.00084369-0.0010341i,8.8037e-05+0.00030747i,0.00033725+0.00048446i,0.00047199-9.9026e-05i,-0.0003218-0.00047333i,-0.00012318-0.00077485i,0.0010002-0.00068135i,0.00058698-7.4631e-05i,-0.00028422-0.00023301i,-0.00092423-0.0005444i,-0.0009559-3.4374e-05i,-0.00043042+0.00059747i,-0.00046265-0.00015582i,-0.00016285-0.0012226i,0.00034496-0.00044525i,0.00028129+0.00015753i,-0.00024996-7.8398e-05i,-8.174e-05-0.0004693i,0.00077672-0.00053961i,0.00063273+0.00025181i
-0.0015416-0.0013601i,-0.0017281-0.0018153i,-0.0021013-0.00098265i,-0.0019645+0.00041833i,-0.0016293+0.00011398i,-0.0012327+4.7205e-05i,-0.00082863+0.0001452i,-0.00042368+0.00070267i,-0.00081483+0.0010017i,-0.00033073+0.0007655i,0.00049749+0.00068004i,0.00034405+0.00025987i,1.6027e-05-0.00084718i,-0.00030005-0.00075244i,-0.00077893+0.00029137i,-0.00095162+0.00091118i,-0.00074886+0.00079361i,7.5418e-06+0.0002411i,0.00020706+0.00019866i,8.217e-05+0.0010757i,4.0922e-05+0.0004488i,0.00036243-0.00044637i,0.00013169-0.00053976i
0.0032657+0.0019131i,0.0031525+0.0016843i,0.0028369+0.0011512i,0.0017668+0.00017894i,0.0011073-0.00095571i,0.00022007-0.00029307i,-0.00056663+0.00039004i,-0.00034391+0.00073915i,6.3914e-05+0.00082314i,0.00035058+0.00018154i,0.00050183+1.3304e-05i,-0.0001772+0.00017935i,-0.00024217+0.00076082i,-0.00018603+0.0015126i,-0.00074292+0.0010246i,-0.0009704+0.00032284i,-0.00033208+0.00053935i,0.00038713+0.0011085i,0.00031333+0.0014884i,0.00025459+0.00082969i,2.6681e-05-0.00021358i,6.8229e-05-0.00035838i,0.00016709+0.00047991i
-0.0025579-0.00038415i,-0.0022865+3.7079e-05i,-0.0014328-0.00024577i,-0.0015428-8.2877e-06i,-0.0012169+0.00040944i,-0.00046888-0.0001696i,-0.00086271-0.00078782i,-0.00082462-0.0010178i,4.2338e-05-0.00089845i,0.00065339-0.00033873i,0.0014964+0.00022286i,0.0014549+0.00044834i,0.00068857+0.00020155i,0.00015654-0.00027952i,0.0001066-0.0003389i,0.00017576+3.9932e-05i,-0.00069003-0.00044461i,-0.0011845-0.00032379i,-0.00072382+0.00040671i,-0.00052246+0.00037115i,-1.8488e-05+0.00017839i,0.00060243+0.00044798i,0.00074918+0.00066205i
-0.0004345-0.00094268i,-0.00089277-0.00012023i,-0.0014608+0.00022727i,-0.0013999+0.0005141i,-0.00051017+0.00093297i,0.00069202+0.00084011i,0.0011546+0.00096577i,0.00038179+0.0016788i,-0.00043029+0.0014269i,-0.00020596-0.00027689i,-0.0001761-0.00067059i,-0.00036054+0.00066523i,-0.00026553+0.00061125i,-0.00018171-0.00037259i,-0.00042487-0.00093863i,-0.00048677-0.0013486i,-6.5733e-06-0.0012987i,-0.00021089-0.00028444i,-0.00050894-0.00042368i,-0.0003385-0.0011258i,0.00042059-0.0012938i,0.00070734-0.00090832i,9.6171e-05-6.2205e-05i
