-0.0011693-0.00047738i,-0.0014123-0.0004916i,-0.0019354-1.734e-05i,-0.0020633-0.00010262i,-0.0012455-0.00016267i,-0.00034185+0.0011189i,0.00036585+0.0018158i,0.0017516+0.0016163i,0.0021385+0.00027301i,0.0013857-0.00037329i,-0.00033335-0.00040883i,-0.0012652-0.00056719i,-0.0002333-0.00018688i,0.0004959+0.00093287i,-0.00053942+0.00031625i,-0.00025663-0.00082528i,0.00048389-0.00040927i,0.00083037+0.0001042i,0.00073819+0.00045413i,0.0001791+0.001251i,-0.00018065+0.00094993i,9.7683e-05-0.00025774i,0.00051032-0.00083376i
0.0010174-0.002509i,0.00098146-0.0019089i,-0.00076247-0.0001112i,-0.0018877+0.0017234i,-0.0013817+0.0023715i,-0.00015354+0.0020619i,-0.00028098+0.0011567i,-0.00085098+0.0008957i,-0.0012775+0.00084305i,-0.0013171+0.00014587i,-0.00067676-0.00044162i,0.00014456-0.000332i,-6.3417e-05-0.0004145i,-0.00082591-0.00095794i,-0.00022136-0.0021995i,0.00057534-0.0025763i,0.000741-0.0011769i,-6.5898e-05-1.5001e-05i,-0.00011705+0.00017766i,0.00016957-7.0077e-05i,-0.00018293-0.00015979i,5.6377e-05-2.4512e-05i,0.0003519-0.00027002i
0.0030765+0.00043216i,0.0042885+0.0011565i,0.0049371+0.00070388i,0.0036905-0.00048828i,0.0018337-0.00042683i,0.00097319+0.00075423i,0.0011883+9.5929e-05i,0.0011292-0.00057541i,0.00095391-0.00033247i,0.0010231-0.00042488i,0.00063344-0.00066615i,0.00034979+0.00059645i,0.00072331+0.0018598i,0.00015075+0.0018432i,-0.0014415+0.0018731i,-0.0024262+0.0015777i,-0.0017517+0.0009775i,-0.00096656+0.00059802i,-0.00055454+0.00044733i,3.6098e-07+0.00066749i,0.00023322+0.00073626i,0.0003696-0.00060625i,0.00032705-0.0012885i
0.00097321+0.0014309i,0.00021186+0.0010277i,-0.00020694+0.0010201i,-6.7413e-06+0.0011449i,-5.2454e-06-0.00014827i,0.0011648-0.0011183i,0.0019254-0.0013789i,0.00085761-0.0013697i,-0.00023932-0.00085438i,-0.00015219-0.00039647i,-0.00052461-0.00033425i,-0.00044439-0.00054498i,-0.00025417-0.0014023i,0.00039053-0.0023754i,0.0020102-0.0017312i,0.0023692+7.7966e-05i,0.0014698+0.001501i,0.0009433+0.0016435i,0.00050936+0.00092178i,-5.698e-06+0.00066939i,-0.00048988+6.6428e-05i,-0.00028334-0.00085643i,-0.00031261-0.00076483i
-0.0011863+0.0012301i,-0.0010804+0.0010668i,-0.00014545+0.0015304i,0.0003579+0.0026768i,0.00033796+0.0022421i,0.00010289+0.0017257i,0.00029002+0.0010363i,0.0003907-3.8185e-05i,1.7001e-05-0.00030053i,8.192e-05-0.00038301i,0.0001193-0.00019074i,-0.00040852+0.00071021i,-0.00094263+0.00066979i,-0.0016179-0.00054805i,-0.0021-0.0018726i,-0.0018372-0.0013004i,-0.0012019-0.00061132i,0.00025017-0.00068514i,0.0012352-0.00046051i,0.00085776-0.00020585i,9.6818e-05+0.00037366i,-0.00042098+0.00067175i,-0.00082486+0.00071333i
-0.0015993+0.0022507i,-2.5363e-05+0.0012644i,0.0013235+0.00055972i,0.0021178-0.00090569i,0.0021763-0.0016711i,0.0017951-0.0012779i,0.00090175-0.001283i,7.177e-05-0.00098416i,-0.0001022-0.00076294i,0.00033152-0.0014669i,0.00057084-0.0018563i,0.00068908-0.001346i,0.0015479+0.00037949i,0.001471+0.0010271i,0.0004393+0.0011325i,0.00017159+0.0017357i,-0.00046638+0.0013071i,-0.00065786+0.0010482i,-0.0010339+0.0010052i,-0.0014742+0.00074289i,-0.00073611+0.00066076i,0.00012836+0.00057192i,0.0012352-2.2722e-05i
0.0024845+0.0010623i,0.0031446+0.002595i,0.0024914+0.0025038i,0.00051538+0.001862i,-0.00087856+0.0013906i,-0.00066085+0.00071277i,-0.00051787-0.0003768i,-0.00094393-0.0016578i,-0.00033462-0.0023827i,4.2107e-05-0.0020189i,-0.00063482-0.001084i,-0.0015568-0.00040275i,-0.001424-0.00022633i,-0.00086837-0.0012493i,-0.0001392-0.0024276i,0.00070267-0.0023334i,0.00065365-0.0014248i,0.00034479-0.00051628i,-0.00017316-9.671e-05i,-0.00058993+0.00024815i,-0.00065065+0.00020106i,-0.00040537+0.00023634i,-0.00051629+0.00043425i
-0.0017385-0.0018637i,-0.0031271-0.0017486i,-0.0028352-0.0012877i,-0.0014248-0.00077382i,-8.4114e-05+0.00026266i,0.00055835+0.00073094i,0.0015451+0.00024143i,0.0013078-0.00068966i,9.1504e-05-0.0014781i,-0.00059584-0.0011702i,-0.0010262-0.00035066i,0.00026533+0.0003866i,0.001214+0.0018562i,0.00077201+0.0026461i,-0.00058558+0.0026764i,-0.001985+0.001838i,-0.0023564+0.00032472i,-0.0011415-0.0012745i,0.00041625-0.00094809i,0.00025607+0.00048634i,-0.00017403+0.00058455i,0.00016479+0.00020079i,0.00067375-8.6061e-05i
8.9823e-05-0.0016206i,-0.00025014-0.0008325i,-0.0008382+0.00038514i,-0.0016053+0.00063301i,-0.00053935+7.5706e-05i,0.0010888-0.00026367i,0.0011129-0.00041046i,0.00057395-0.00072334i,0.0001364-0.00056089i,0.00025739-0.00033184i,0.0007141-6.079e-05i,0.00054872+0.0007146i,0.0008275-0.00013491i,0.0021425-0.001452i,0.0026361-0.0010804i,0.0017015-0.00052302i,0.0011933+0.00034544i,0.00082152+0.00066071i,5.6034e-06-0.0002264i,-0.00035973+0.00024107i,-0.00016516+0.0010534i,-0.00020641+0.00097836i,0.00012043+0.00014867i
0.0023039+0.0025677i,0.0037583+0.0031612i,0.0043732+0.0025224i,0.0030423+0.0022914i,0.0012297+0.0019792i,0.0014081-5.998e-07i,0.0020368-0.0011202i,0.00088277-0.0020393i,-0.00013807-0.0013265i,0.00031144-7.4938e-05i,0.00095091-0.00020095i,0.00074983-0.0002844i,-0.00057949-0.00038075i,-0.0022455-0.00075633i,-0.0022775-0.0016655i,-0.0013872-0.0020422i,-0.00074959-0.0023182i,-6.121e-05-0.0013516i,0.00036548+0.0003778i,0.00052785+0.00061323i,9.6081e-05-0.00022387i,4.2323e-05-0.00018929i,0.00090224-0.00022497i
-0.0021551+0.0016112i,-0.0031139+0.0024121i,-0.0030572+0.0012676i,-0.0014847-4.0818e-05i,0.00015903+0.0001509i,0.00054614+0.00059535i,0.00043476+0.00021063i,0.00012258+5.7108e-06i,0.00033225+0.00052981i,0.00039999+0.00027617i,0.00012591-0.00012769i,0.000211-0.00054266i,0.00089687-0.00090169i,0.0015444-0.00022836i,0.0015721+0.00091163i,-0.00015544+0.0016026i,-0.0015719+0.0010964i,-0.00086567+0.00035861i,5.0615e-05-4.0243e-05i,0.00073684-0.0005859i,0.00079087-0.00022903i,-2.8092e-05-0.00020226i,-0.00044427-0.00086228i
-0.00046699-0.00060031i,-0.00048793+0.0010534i,-0.00095605+0.002066i,0.00041985+0.0012306i,0.0022696+0.00074261i,0.0026019+0.00045507i,0.0026729-0.00014148i,0.0020255-0.00078295i,0.00035264-3.7739e-06i,2.2968e-06+0.00083809i,0.0001902+0.00042858i,-0.00027594+0.00035871i,-0.0002571-0.00014459i,0.00011974-0.0014888i,0.00039978-0.0024703i,0.00044308-0.0017614i,0.00017464+0.00017314i,0.00023752+0.0006328i,0.00084196+2.9055e-05i,0.0010062-0.00020444i,0.00089324-0.00037749i,0.0011773+0.00012331i,0.00095339+0.00077115i
0.0037344+0.0018458i,0.0050835+1.246e-06i,0.0049729-0.00086737i,0.0037641-0.001577i,0.0020137-0.0026062i,0.00075736-0.0024115i,0.00084672-0.0013553i,0.00086499-0.00091188i,0.00035878-0.00058692i,4.1134e-05-0.00052606i,-7.1257e-05-0.00089604i,3.5723e-05-4.3842e-05i,-0.00049289+0.00075872i,-0.0015613+0.00093818i,-0.0028638+0.0012216i,-0.0028337+0.0010191i,-0.00072736-0.00017707i,0.00039261-0.00094749i,-0.00037332-0.00073372i,-0.00070885-0.00010082i,-0.00023284+0.0005836i,0.00065086+0.00080528i,0.0010081-8.9951e-05i
-0.0021985-0.00016351i,-0.0044876-0.00014015i,-0.005313+0.0019351i,-0.0036294+0.0024352i,-0.0017666+0.0014054i,-0.0011378+0.0011111i,-0.00087342+0.0011058i,-0.00023033+0.00078314i,0.00022045+0.0002133i,9.5792e-05+0.00044652i,-0.00066277+0.001023i,-0.00097926+0.00084655i,-0.0001862+0.00038791i,0.00087347+2.594e-05i,0.0018891+0.00065648i,0.0016514+0.0015335i,0.00055732+0.001391i,-0.00021641+0.00035033i,-0.00052969-0.00022041i,-0.00086534-0.00033199i,-0.0011805-0.00042863i,-0.00012637+0.00026099i,0.0010122+0.00028955i
0.00047161+0.00025664i,0.00056333-0.0006624i,0.00098259-0.0013027i,0.001475-0.0014653i,0.0015592-0.00054626i,0.0019966-0.00042691i,0.002328-0.0003725i,0.0012774-0.0010418i,0.00087762-0.0012844i,0.00095417-0.00032523i,-0.00034027+0.0010075i,-0.0011281+0.0012285i,-0.0016153+0.00067238i,-0.002159+6.481e-05i,-0.0017987-0.00090489i,-0.00077553-0.001673i,0.00054562-0.0013373i,0.00085936-0.00043748i,0.00066983-0.00033649i,0.00047393-0.00068471i,0.00024108-0.00069743i,0.00052067-0.00026161i,0.00051383+6.2188e-05i
0.0024986+0.0019069i,0.0032974+0.0021176i,0.0021973+0.0027133i,0.0014721+0.001738i,0.0015192+0.00016769i,0.00074183-0.00047765i,0.00033526-0.00066915i,-0.00010635-0.0008422i,-0.00016131-0.00091766i,0.00051378+3.6118e-05i,-3.7279e-05+0.0002915i,-0.00074494-3.2222e-05i,-0.00020096+0.00043091i,4.9005e-06+0.0011751i,-0.00029604+0.00087433i,-0.0010505-0.00019019i,-0.00079383-0.00025294i,0.00010117+0.00029358i,0.0001865+0.00061438i,-0.00017589+0.00087921i,0.00040322+0.00097361i,0.00076966+0.00015822i,-0.00018411-0.00053505i
0.0028286-0.00015198i,0.0025807-0.00029683i,0.0018167-0.00059909i,0.00046187-0.001071i,0.00017472-0.00049467i,0.00018071+0.00085323i,-0.00012046+0.0011663i,0.00034176-0.0001815i,0.00054287-0.00035673i,0.000775+2.2256e-05i,0.00034041-0.00028199i,-0.00049994-0.00055353i,-0.00066112-0.00053562i,-0.00078247-0.00047778i,0.00017338-0.00024695i,0.00116+0.00047982i,0.0014377+0.00064668i,0.00054329+9.009e-05i,-0.00013554+0.00038228i,-0.0004349+0.00040949i,-0.00082098-0.00011607i,0.00022964-7.7611e-05i,0.00041546+8.7314e-05i
-0.00049345+0.0031565i,-0.00050989+0.0030192i,-0.00038883+0.0023365i,0.00067529+0.00089381i,0.0014762-0.00031484i,0.001358-0.0016111i,0.00091555-0.0023593i,0.00023912-0.0024407i,-9.8451e-05-0.0020205i,-2.1866e-05-0.00067635i,0.00010311-0.00028671i,0.00048068-0.00098482i,0.00031068-0.00037347i,-0.0011192+0.00044376i,-0.0020536+6.9898e-05i,-0.0021642-0.00041652i,-0.0013583-0.00087774i,-0.00055625-0.00045913i,-0.00084728+0.00036561i,-0.00063341+0.00064733i,0.0001287+0.00065749i,-0.00040933+0.00066687i,-0.00067421+0.00032162i
-0.0018212-0.00020074i,-0.00053809-0.00016062i,0.0013116+0.0019577i,0.0025573+0.0024015i,0.0015086+0.00026799i,0.00056469-0.00094528i,0.00064407-0.00051269i,0.00060845-0.00025377i,-0.00013733-0.00028216i,-0.00067837-0.00019506i,-0.00027033-7.5775e-05i,0.00061233-0.00034946i,0.0012343-0.00052684i,0.00070666-0.00058188i,0.00036697-0.00062938i,0.00062615+0.00058752i,0.00031045+0.00096168i,-0.00040921+0.00035323i,-0.00081907+0.00015731i,-0.00037071-0.00061039i,-0.00019965-0.00065806i,-0.00024095-6.1497e-05i,0.00011127-0.00019757i
0.0019509-0.0011572i,0.0020943-0.0015103i,0.0021795-0.0030661i,0.001274-0.0031627i,0.00059159-0.0021809i,0.0012965-0.00086923i,0.0015721-7.3651e-05i,0.0008256-0.00035991i,0.00066335-0.00072584i,0.00052568+0.00010391i,0.00028324+0.0005327i,0.00047095+0.00030385i,-0.00017178+0.00071597i,-0.00088992+0.00060493i,-0.0006196-0.00030905i,-0.0003263-0.00059756i,2.0569e-05-5.4523e-05i,0.00064168+0.00023472i,0.00083742-7.1539e-05i,0.00051532-3.0242e-05i,-0.00026115+0.00015605i,-0.00035442-0.00017093i,0.00012648-7.1612e-05i
-0.00042794-0.00071805i,-2.3597e-05+0.00073555i,-0.0012125+0.00072525i,-0.0016795-1.9762e-05i,-0.00058609-4.0583e-05i,0.00084726-0.00053528i,0.00095465-0.0010035i,0.0006274-0.0011213i,0.00025392-0.00092519i,5.1286e-05-0.00056908i,9.3933e-05-0.00043612i,0.00046421-0.00069877i,0.0013532+0.0003113i,0.00094648+0.0012851i,0.00037372+0.00086638i,-5.8429e-05+0.00028414i,-0.00040359-0.0003653i,-0.00045104-0.00055788i,-0.00063856-0.00094363i,-0.00010777-0.00082668i,-0.00051709-0.00015299i,-0.0011457+1.3908e-05i,-0.00085454+0.00031375i
0.00090302+0.00059253i,0.0012086+0.0013104i,0.0015991+0.0012634i,0.0013742+0.00046572i,0.00031888-0.00053249i,-0.00062367-0.000378i,0.00012401+0.0001154i,0.00012726-0.00027143i,-0.00065173-0.00015972i,-0.00039227-0.00035194i,-0.0002515-0.0011335i,-0.00071102-0.0010604i,-0.00085721-0.00042296i,-0.0002508-0.00080789i,0.00054467-0.0010418i,0.00049573+0.00012152i,-0.00042417+0.00057755i,7.1333e-05+0.00016285i,0.00083855-6.0056e-05i,0.00023383-0.00052233i,-0.00027036-0.0004456i,-0.00025053+2.5529e-05i,0.00069236-0.00025593i
0.0020463+0.00027217i,0.00097386-0.00014762i,0.00013776-1.0934e-05i,0.0003801+0.00032769i,0.00096402+0.00092104i,0.00037783+0.0014105i,0.00083043+0.00099263i,0.0015208+0.00038129i,0.00083089-0.00036974i,5.6743e-05-0.00082027i,-9.3206e-05-0.00079449i,-0.00021797-0.00012789i,-0.00048814+0.00053757i,-0.00072533+0.00062079i,-0.0014216-0.00029014i,-0.0014735-0.0011418i,-0.0015911-0.00046667i,-0.0010867+3.0172e-06i,-0.00056342-4.5264e-05i,-7.0925e-05-0.0002232i,0.00012582-0.00042161i,1.4622e-05-0.00048595i,0.00015654-0.00048063i
-0.00056197+0.00040859i,-0.00079786+0.00081888i,-0.0011015+0.00086441i,-0.00050233+0.00049311i,0.00018095+0.00046999i,-0.00018931+0.00094353i,-0.00028798+0.00046411i,-0.00017371-0.00075169i,-0.00069635-0.0014405i,-0.00036351-0.0007927i,0.00015651-0.00010832i,-0.00026439+0.00021369i,-0.00042299-0.0001695i,-0.00049356-0.00051836i,-0.00062351-0.00021491i,-0.00057288+2.4068e-05i,-0.00077734+4.944e-05i,-8.5782e-05+0.00014315i,-6.476e-06+0.00023139i,-0.00044153+0.00064628i,-1.4334e-05+0.00069902i,0.00017809+0.00044874i,0.00030784+0.00024313i
-0.0015526+0.001513i,-0.0011768+0.0013214i,0.00040458+0.00034514i,0.0016631-0.0010915i,0.001416-0.00059467i,0.0014802-9.9575e-05i,0.0019004-0.00095555i,0.0011558-0.0010586i,0.00066441-0.00060791i,0.00068729-0.00017031i,0.00020567-0.00017154i,0.00016628-2.4952e-05i,0.00027263-0.00046772i,-0.00017455-0.00095348i,-5.6116e-05-0.0018379i,0.00031574-0.0014511i,0.00022014-4.362e-05i,0.00056297+0.00026742i,0.00088098-0.0005095i,0.00023886-0.00078517i,-0.00042563-0.0002391i,-0.00032059+5.5989e-05i,0.00046554-0.00050457i
0.0012636-0.00017276i,0.0019444+0.0011016i,0.0016638+0.0026814i,0.0010243+0.0020192i,0.0012785+0.00043147i,0.0013438-0.00085944i,0.0012201-0.00064041i,0.00057637+0.00046126i,0.00048042+0.00029113i,0.0011621-0.00074976i,0.0010727-0.00069837i,8.8791e-06-0.00038443i,-0.00087396-0.00058356i,-0.00056307-4.4139e-06i,-0.00020065+0.00082061i,-0.00028382+0.00021716i,-0.00032552-0.00072191i,-8.6736e-05-0.0007154i,0.00012962-0.00065612i,-0.00020691+0.000287i,8.5068e-05+0.00069265i,0.00052553+7.8276e-05i,0.00075308+4.8551e-07i
0.0020386+0.00076386i,0.00076883+0.0013817i,3.463e-05+0.0011359i,0.00069562+0.00074891i,0.00035085+0.00014178i,0.001306+0.00020045i,0.0016815+0.00041248i,0.00038165-4.312e-05i,7.4642e-05-0.00010087i,0.0003567-0.00010555i,0.00074727-0.0010127i,0.00069363-0.00049476i,-7.2724e-05+0.00038873i,-0.00054874+0.00012403i,-0.00070193+0.00061443i,-0.00020194+0.00057996i,0.0001801+8.4927e-05i,0.0005062+0.00021793i,0.00051224+0.00047443i,0.00031545+0.00085459i,0.0004251+0.00083727i,0.00014379+0.00053795i,0.0001469+0.00024992i
0.0012131-0.0019991i,0.00093222-0.0021452i,0.00041945-0.0014179i,-0.0010752-7.5445e-05i,-0.0014653+0.00036046i,6.9189e-05+7.3316e-05i,0.0015057+0.00019924i,0.0017602-0.00025517i,0.0010198-0.00070632i,0.0010425-0.00017495i,0.0016325+2.1814e-05i,0.00080623-1.6186e-05i,-0.00077393+0.00033114i,-0.0014936+0.0007157i,-0.0011721+0.00032197i,-0.00050096-0.00013124i,0.00017035-0.00074911i,0.00032172-0.0014746i,-6.6476e-05-0.0012572i,-0.00011848-0.00055124i,-6.3542e-05-6.3609e-05i,-0.00022273-0.00032966i,-0.00015377-0.0002687i
-0.0019832-0.0013133i,-0.0016466+0.001397i,-0.00044475+0.0037757i,0.00023123+0.0033539i,0.0010214+0.0016725i,0.002289+4.4694e-05i,0.0021343-0.00057822i,0.00053338-0.0010695i,-0.00032995-0.00081852i,-0.00053478+0.0003898i,-0.00047229+0.0011617i,-0.00022161+0.0014198i,0.00024963+0.0013343i,0.0010216+0.0010242i,0.00052188+0.000681i,-0.00056918+0.0007235i,-0.0012999+0.00091024i,-0.0014172+9.4132e-06i,-0.00038054-0.00119i,0.00036215-0.0012965i,0.0006518-0.00091293i,0.00070389-0.00016191i,0.0006215-0.0002375i
0.00017786+0.00036064i,-0.0013562-0.0012507i,-0.0032688-0.0016489i,-0.0038462-0.00056509i,-0.0027602+5.9257e-05i,-0.00073218-0.00060625i,0.00059417-0.00086621i,0.00036474-0.00011635i,-0.00056534+5.2925e-05i,-0.00090775-8.7261e-05i,-0.00044528+0.00014144i,2.0076e-05+0.00029006i,-0.00048224+0.00041778i,-0.00090618+0.00047272i,-0.0012747-1.9472e-05i,-0.0019454-0.00040749i,-0.0014038-0.00016376i,-0.00018626+0.00051251i,0.00027129+0.00061979i,0.00015183+6.3395e-05i,-9.9381e-05-0.00060753i,-0.00036826-0.00067549i,-5.0863e-05-0.00024571i
0.0011182+0.0020331i,0.0011184+0.0017462i,0.0016411+0.0022547i,0.002756+0.0022165i,0.0033461+0.0017871i,0.0025884+0.0012782i,0.0016906+0.00025465i,0.00072239-0.00017551i,0.00014954-0.00045917i,0.00023548-0.0010578i,0.00063773-0.00081099i,0.00047982+0.00048745i,-0.00055465+0.00043754i,-0.00056172-0.00059554i,-0.00083855-0.0009852i,-0.00093902-0.001269i,0.00022851-0.00073714i,0.00076833-0.0004112i,0.0004915-0.0004464i,2.9436e-05+0.00013294i,-0.00083107+0.0005707i,-0.00091413-0.00042539i,7.7926e-05-0.00048002i
0.00075692+0.0020725i,0.0027694+0.0023642i,0.0024036+0.00068433i,0.0012332-0.0010526i,0.00030743-0.0017806i,-0.00034311-0.0018051i,4.488e-05-0.0014056i,8.1775e-05-0.00055268i,-0.00054874+0.00012577i,-0.00086627-0.00040191i,-0.00047573-0.00048121i,0.00039173+0.00037821i,0.00059077+0.00071655i,0.00053207+0.00027735i,0.00053314+4.5191e-05i,0.00056851+0.00018535i,0.0012039+0.00058406i,0.00076291+0.00087269i,-0.00048666+0.00070024i,-0.00029016+0.00019984i,0.00059309-0.00072419i,0.00096897-0.00046498i,0.00079065+0.00023205i
0.0011721+0.0012176i,0.00011694+0.0022717i,-0.0015606+0.0026589i,-0.0022866+0.0019523i,-0.0015448+0.00091784i,0.0002838+0.00026231i,0.00087117-0.0002358i,0.00062405-0.00058255i,0.00032556-0.0002049i,-8.6799e-07-0.00070347i,-0.00052743-0.00036648i,-0.00067139+0.00056025i,-0.00048832+0.00055166i,-0.00048929-0.00013732i,-0.00072624-0.00087594i,-0.00074886-0.0013909i,-0.00010015+9.8156e-05i,0.00026878+0.0017025i,0.00083625+0.0010685i,0.00138+0.00044676i,0.00049858+0.000465i,-9.9486e-05+0.00048579i,0.00025571+0.0011113i
0.0024123-0.0012594i,0.0022871-0.0030187i,0.0023558-0.0039506i,0.0025007-0.0029906i,0.0017857-0.0018428i,0.00015337-0.00069166i,-0.00033083+0.00017107i,0.00016299+0.00010154i,0.00043525-0.0003451i,0.00035097-0.00022785i,-0.00026837-8.1825e-05i,-0.00017709+0.0008706i,3.7782e-05+0.0011139i,-9.7543e-05+0.00046828i,-9.5788e-05+0.00074588i,-0.000372+0.00092184i,0.00015883+0.00076045i,0.0012701+0.00018669i,0.0011918+0.0003819i,0.00038513+0.00077334i,7.0261e-05-0.00011401i,0.00040478-0.0011029i,0.00074045-0.0010556i
0.0020154+0.0011427i,0.0018091+0.00086237i,0.00069355-0.00098751i,-0.00046004-0.00082952i,-0.0016536+0.00068338i,-0.0010911+0.001544i,-1.6401e-05+0.00091599i,5.5749e-05-0.00038392i,-0.00018182-0.00038966i,0.00017618+0.00045912i,0.00015398+0.00079828i,-8.6444e-05+0.00060613i,-0.0004164+0.00035506i,-0.00069683+0.00012424i,-0.00084567+0.00012147i,-0.00091074+2.6334e-05i,-0.00096783-0.00049263i,-0.0014985-4.6491e-05i,-0.001119+0.00049521i,-0.00030324+0.00028857i,-0.00034462+0.00053511i,-0.0004392+0.00083361i,4.6034e-05+0.00049852i
0.0033056-0.00069464i,0.002108+0.00085607i,0.00078882+0.0010913i,0.0012284+0.00060266i,0.0010109-0.00026403i,0.0012575-0.00067534i,0.0018082-0.0007714i,0.0010866-0.00063478i,0.00069303-9.6037e-05i,0.00052716+5.6866e-05i,-0.00042001+0.00029467i,-0.001254+0.00033574i,-0.0008178+0.00023054i,-0.00049318-1.8078e-05i,-0.00081552-4.185e-05i,-0.00075814+0.00082497i,0.00032548+0.00062005i,0.00075732+0.00013314i,-0.00019473-9.1541e-05i,-0.0010595-0.00044598i,-0.00059089-0.00042921i,7.2277e-05-0.00070365i,-0.000232-0.00049407i
-0.001021-0.0011713i,-0.00074362-0.0012012i,-0.00050488-0.00049238i,0.00015982-0.00028556i,0.00049823-0.00037249i,0.0011273+0.00014389i,0.0015671+0.00038207i,0.0007117-0.00038571i,-0.00012188-0.00051239i,0.00021063+5.3603e-05i,0.00032709+0.00051728i,0.00012921+7.5186e-05i,0.00065001-0.00046385i,0.0013115-0.00050104i,0.0014494+9.2946e-05i,0.00079851+0.00049798i,-0.00021192+0.0003037i,-0.00054204+0.00025828i,-0.0008748-1.9777e-05i,-0.0012306+0.00054371i,-0.00124+0.0012263i,-2.3359e-05+0.0010511i,0.001284+0.00074428i
-0.003383+0.00038755i,-0.0023916+0.00025485i,-0.0015586+0.00046455i,-0.0015482+0.0015931i,-0.00098979+0.0019021i,-0.00010784+0.0011429i,0.00055806+0.00055669i,0.00035843-0.0001096i,-0.00073643-0.00073635i,-0.00010751-0.00053315i,0.00047574-0.00017105i,-6.6767e-05-0.00051881i,0.00070679-0.00025075i,0.0013064-0.00039894i,0.00057667-0.0014505i,-0.000219-0.00083949i,8.9973e-06+0.00016972i,0.00025104+4.1722e-05i,-0.00033453+8.4642e-06i,-0.00099786+0.00020466i,-0.00089899-0.00030187i,-0.0007971-0.00024423i,-0.00024918-0.00066888i
0.00057163-0.00020359i,0.0012539+0.00040354i,0.0032923+0.0013462i,0.0038954+2.5644e-05i,0.0026064-0.0010199i,0.0011323-0.00084292i,0.0011524-0.0010758i,0.0018168-0.0010097i,0.0014625-0.00051182i,0.00018578+0.00022311i,-0.00071428+0.00010686i,-0.00046173-0.00021871i,-0.00020348+0.00053054i,1.886e-05+0.001106i,0.00020906+0.0013081i,0.00045655+0.00036227i,0.00089032-0.00051408i,0.00016096-0.00048673i,-0.00014731-0.00026171i,-1.9279e-05+0.00064964i,-0.0001483+0.001134i,0.00016216+0.00054249i,-0.00027686+0.00012915i
0.0024901+0.00014571i,0.00099212-0.00048983i,-0.0010148-0.0018502i,-0.0020973-0.0013368i,-0.0017564-0.00035111i,-0.00030649-0.00018672i,8.6651e-05-0.00060617i,-0.00028965-0.00091554i,-0.00011872-0.00054073i,0.00025997-0.00054748i,4.6939e-05-0.0002883i,-0.00067203+0.00013963i,-0.00080714+0.00020665i,-0.00094044+0.00064029i,-0.00074577+0.00068205i,-0.00022979+0.00046806i,4.4068e-05+0.00071769i,0.00020728+0.00042826i,0.00051667-0.00055296i,-0.00021283-0.00086125i,-0.00015008-0.0006195i,0.00024982-0.00022758i,-2.7178e-05-0.00019629i
0.0030404+0.00069121i,0.0035243-0.00050545i,0.0036784-0.00037366i,0.0018271+0.0013075i,-0.00071524+0.0020082i,-0.0015209+0.0018517i,-0.00063093+0.0011464i,9.9562e-05+0.00075427i,-0.00025525+0.00087491i,-0.00033532+0.00024912i,-8.9017e-05-0.0001899i,0.00043164+0.00015929i,0.00039861+0.0005122i,-0.00037798+0.00078739i,-0.0011151+0.00094581i,-0.00071871+0.00042314i,-2.4967e-05-0.00013866i,0.00052524-0.00011742i,0.00052432+0.00065314i,0.00060956+0.0011659i,0.0011641+7.8798e-05i,0.001259-0.00095422i,0.00092224-0.0010149i
0.0015312+0.00027139i,0.0022475-0.00032847i,0.0023955-0.0017375i,0.0021398-0.0030448i,0.00086296-0.0033446i,-0.00011112-0.0024506i,0.00055105-0.00091564i,0.00091823-0.00010572i,-0.00022299-0.0002894i,-0.00097368-0.00082732i,-0.00073409-0.00038848i,-0.00041709+0.0011551i,-0.00035022+0.0015056i,4.9836e-05+0.00049679i,-0.00025907-0.00010911i,-0.00045179-0.00037724i,0.00031131-0.00053509i,0.00040647-0.00045528i,0.00037451+0.00024928i,0.00091212+0.00090517i,0.00038537+0.00081614i,0.00011128-0.00015949i,0.00021804-0.00033492i
-0.00093497-0.0010902i,-0.0026129-0.0015894i,-0.0041931-0.00087851i,-0.0039914+0.00014559i,-0.0018631+0.00092815i,6.8468e-05+0.00014375i,0.00079418-0.00096084i,0.00076686-0.0014598i,0.00055484-0.0011627i,0.00020005-7.6627e-05i,-0.00042282+0.00018763i,-0.00010973-0.00029514i,0.00040058-0.0003352i,0.00011584-0.00011864i,-1.8795e-05-0.00084737i,0.00031023-0.00082741i,0.00044463-0.00047948i,0.00028481-0.00040325i,0.00038825-4.8715e-05i,0.00024766-0.00020276i,8.3487e-05-0.00091942i,-0.00027025-0.0013462i,-0.00017849-0.0012969i
-0.0014423+0.00020263i,-8.0902e-05-0.00023089i,0.00095588-0.00070262i,0.001424+0.00041105i,0.0019594+0.00057502i,0.0024561-0.0001834i,0.0020812-0.00037896i,0.00094687-0.0010511i,0.00038934-0.00075491i,0.00036706+0.00024742i,-0.00036578+0.00058851i,-0.00081504+0.00058918i,-0.00058094+0.00016665i,-0.00037707-0.00051865i,-0.00036248-0.00027565i,-0.00069519+0.00021052i,-0.00018691+0.00034666i,0.00045798+0.00042784i,6.7333e-05+0.00031134i,-0.00013179-0.00016932i,0.00018614-0.00072442i,0.00042265-0.00018974i,0.00011608+0.00067083i
