-0.00020833+0.00041403i,0.00034017-0.0010238i,-0.001166-0.00086402i,-0.0028607-0.00025042i,-0.0026025-0.00053057i,-0.0015124-0.00024005i,-0.0011147+0.00061073i,-0.0001699+0.00051207i,0.00060522+0.00013515i,0.00034184-0.0005426i,9.4067e-05-0.0014924i,-7.7564e-05-0.0018733i,-0.00060487-0.0015002i,-0.0012047-0.0009572i,-0.00078024-0.00077219i,-0.00082082-0.00063985i,-0.0010093-0.00080609i,-0.00059446-0.00065756i,8.3481e-05+7.4266e-05i,0.0002434+0.00023304i,0.00025128+2.9759e-05i,-9.8796e-06-0.00048304i,-0.00038555-0.0010504i
0.00049527-0.0023922i,0.00070547-0.0039037i,-0.00077366-0.0032302i,-0.0023322-0.00091607i,-0.002352+2.9189e-06i,-0.0016372+0.00011807i,-0.0010876-0.00038465i,-0.0006434-0.0012377i,-0.0010372-0.0004612i,-0.00076583+3.0356e-05i,0.00021137-0.00044907i,0.00022537-0.00083632i,0.00021878-0.00025625i,0.00055239+0.00032008i,0.00057889-0.00014587i,3.5332e-05-0.0010913i,5.9586e-05-0.00053271i,-1.9562e-05+0.00018818i,-0.0011339-0.00021425i,-0.00048876+8.5695e-05i,0.00068414+0.0007488i,0.00076277+0.00057337i,0.00028972+7.1071e-05i
0.00056131-2.3612e-05i,0.001427-0.00039332i,0.00080802+0.00013714i,-3.0794e-05-8.5758e-05i,-0.00056887-0.0010325i,-0.0018677-0.0014225i,-0.002277-0.00067785i,-0.0014486-0.00045799i,5.2566e-05-0.00058748i,0.0007074+7.5667e-05i,-0.00019758+5.3542e-05i,-0.00075428+0.00011163i,-0.00016947+0.00049057i,0.00023152+0.00064352i,-4.6589e-05+0.00045793i,-0.00034516+0.00050011i,5.8455e-05+0.00019025i,0.00032574-7.6628e-05i,0.00010853+3.7953e-05i,-1.6699e-05-0.00020785i,-0.00027783-5.9528e-05i,-0.00098294-0.00055982i,-0.00063288-0.0011931i
0.0011394-0.00013196i,0.00057398-0.0011902i,-0.00037913-0.0012393i,-0.00094288+6.7986e-05i,-0.0018205+0.0007108i,-0.0031186-0.00042909i,-0.0028193-0.00068046i,-0.001153-0.00022499i,-0.00070458-0.00072081i,-0.00087047-0.00061337i,-0.0012112-0.00012515i,-0.00081351-0.0002873i,-0.00024235-4.7749e-05i,0.00013782-0.00014815i,0.00021909-0.00036796i,-0.00042151-0.00048874i,-0.00044012-0.0005238i,0.000483-0.00018712i,0.00045132+0.0007514i,0.00064914+0.00076872i,0.00089595+9.5567e-05i,0.00017459-0.0003168i,-0.0004449-0.00070722i
0.0018251-0.0022867i,0.0018765-0.0010775i,4.017e-05-0.00074876i,-0.0008228-0.0011319i,-0.0013876-0.0010579i,-0.0016174-0.0011475i,-0.0013491-0.0018465i,-0.00024712-0.0014859i,-0.00035013-0.00018808i,-0.00051016+0.00019119i,6.1704e-05+0.00059601i,-0.00012662+0.00030386i,-0.00015249-0.00056418i,-3.1671e-05-0.00057397i,-0.00032067-0.00045178i,-0.0004948-0.00013131i,-0.00018283+0.00015865i,-0.00051704+1.5396e-05i,-0.00029473+0.00029373i,0.00058134+0.00048806i,0.00017543-0.00024579i,0.00015142-0.00047676i,0.0010252-0.00032239i
0.0021546+0.00061889i,0.0011915+0.00081915i,0.00023411+0.001556i,-0.0014555+0.0012865i,-0.0018236-0.00039594i,-0.0012275-0.0022229i,-0.00080049-0.0024447i,-0.00087142-0.0013617i,-0.0010838-0.00040692i,-0.00027662-0.00053636i,-0.0003299-0.00011122i,-0.00133+0.00044782i,-0.0014174+0.00035896i,-0.00066448+0.00026649i,2.6175e-06+0.00056924i,-0.00013557+0.00081291i,-0.00037143+0.00029994i,-0.00019944+0.00027009i,-0.00057637+0.00047649i,-0.0006447-8.3288e-05i,0.00062907-0.00064885i,0.00090607-0.0010395i,0.00047571-0.00039502i
0.0028879+0.00033092i,0.00176-0.0013543i,0.0010405-0.0018245i,0.00070981-0.0010656i,-0.001044-0.00083762i,-0.0020394-0.0018184i,-0.0015135-0.0022513i,-0.000415-0.0018442i,0.00050852-0.0011367i,0.00034063-0.00037798i,8.3495e-05+6.2029e-05i,-0.00016768-9.0268e-05i,-0.00035729+0.00029802i,-0.00027323+0.00088602i,-0.00045174+0.00064857i,-0.00069176+6.9147e-05i,6.1696e-05-0.00048868i,0.00048042-0.00093117i,0.00048247-0.00028933i,0.00097953+0.00069278i,0.0013102+0.00074379i,0.00088481+0.00033237i,0.00090182-1.1155e-06i
0.0017041-0.0012235i,0.0018412-0.002183i,-0.00026068-0.0026453i,-0.0021219-0.0027639i,-0.0020967-0.0023001i,-0.0018047-0.0012533i,-0.0016654-0.00094506i,-0.00086047-0.00092197i,-0.00023017-0.00048267i,-0.00026155-0.00016983i,0.00011043+0.0001685i,0.00053678+0.00028198i,0.00032107-0.00036146i,0.0006106-0.00083797i,0.00076509-0.0005349i,0.00027953-0.00029206i,-0.00025362+0.00018604i,-0.00079176+0.00043149i,-0.00040558+0.00056626i,-0.00019876+3.0835e-05i,-0.00038073-0.00086709i,0.00016353-0.00089904i,0.00069491-0.00059451i
0.0018071+0.00098313i,0.0011473+0.00094137i,6.2154e-05+0.0001057i,-0.00055954-0.00018963i,0.00070851-0.00081953i,0.00087412-0.0015652i,-2.1211e-06-0.0016383i,0.00023907-0.0015428i,0.0001198-0.0015107i,-0.0010347-0.00039369i,-0.001565+0.00034642i,-0.00060709+0.00013479i,-0.00051038-0.00037521i,-0.00060779-0.00034516i,-0.00014627+0.00030885i,8.5407e-05+0.00058508i,-0.00011679+4.266e-05i,-0.00022366-0.00015295i,-0.00039414+0.00029895i,-0.00050991+0.00023109i,-0.00047929+0.00015368i,-0.00067646+0.00018282i,-0.00092929+0.00041019i
0.00020894-0.00068479i,3.3329e-05-0.0019411i,-0.00082888-0.0012279i,-0.0016983+0.00019817i,-0.0026659+0.00044104i,-0.0025297-0.00024237i,-0.001877-0.0007314i,-0.0010546-0.00087853i,-0.00042896-0.00037517i,-0.00062672+0.00032713i,-0.00021187+0.00042554i,0.00013467+0.00013261i,-4.0517e-05-0.00021328i,-0.00019805-0.00043916i,-0.00039217+0.00011271i,-0.00049733-0.00030086i,-0.00044981-0.00047183i,-0.00021372-0.00032651i,-0.00014682-0.00017945i,0.00023237-0.00019449i,0.00106-0.00042265i,0.00087131-0.00048944i,0.00025335-0.00069412i
0.0005421-0.00038325i,0.001602-0.00052858i,0.0020328-0.00080248i,0.0011254-0.00084901i,-0.00030483-0.0010117i,-0.00096258-0.00097902i,-0.00032663-0.00044368i,0.00059046-0.00069182i,0.00048776-0.00090603i,7.6745e-05-0.00057578i,-0.000229-0.00042199i,-0.00034472+0.00014731i,-4.584e-05-5.6982e-05i,0.00053071-0.00042309i,0.00077289-0.00013386i,0.00094787-0.00029072i,0.00029683-0.00023252i,-0.00050621+0.00051397i,-1.8154e-05+0.0002922i,0.00087186+0.00015269i,0.0009249+7.9243e-05i,0.00075946-0.00025688i,0.00041461+0.00035632i
0.0026738+6.1364e-05i,0.0021722-0.0014008i,0.00059396-0.0016676i,-0.00077267-0.000509i,-0.0013945-0.00064515i,-0.0018746-0.0011221i,-0.0020388-0.00065551i,-0.0013202-0.00037839i,0.00015502-0.00036559i,1.0516e-05-0.00042597i,-0.00034944-0.00027288i,-0.00037925+0.00068858i,-0.0005501+0.00083713i,-0.00035708+8.704e-05i,-0.00032886-0.0002784i,5.4944e-05-9.3304e-05i,-0.00016987+0.00075591i,-0.00017762+0.0008897i,0.00012793+0.00064611i,-8.9102e-06+0.00036966i,-0.00021871-1.9885e-05i,-0.00031025-0.00066627i,4.5258e-05-0.00032677i
0.00066912-0.00049738i,0.00027308+5.5984e-05i,-0.0014581+0.00029909i,-0.0016978+0.00064308i,-0.0013613+0.0006424i,-0.00077985+9.8883e-06i,-0.00035498+8.8895e-05i,-0.00016946-0.00015313i,8.4182e-05-0.00035463i,0.00041739+0.00024795i,0.00025539-0.00010967i,-2.5792e-05-0.001265i,-0.00040907-0.00068975i,-4.807e-05-0.000336i,0.0004087-0.0010441i,-0.00038836-0.00084652i,-0.00021612+0.00036019i,-2.1428e-07+0.00069234i,-0.00083688-1.2838e-05i,-0.00057392-0.00026331i,0.00024434-1.0263e-05i,0.00023066-0.0005301i,-0.00015069-0.00088243i
0.00035179-0.00012648i,0.00033558-0.0013759i,3.3481e-05-0.0025043i,-0.00080731-0.0021325i,-0.0012753-0.00201i,-0.0014605-0.0023527i,-0.0011751-0.0021624i,-0.00091083-0.0017416i,-0.00090449-0.00053699i,-0.00051909-0.0001458i,-0.0001844-0.00039875i,-0.00014651-0.00032745i,5.5036e-05-0.00038851i,0.00068967+0.00018446i,0.00063852+0.00043357i,-0.00023822-0.00051281i,-0.00045249-0.00059442i,-7.111e-05+0.00015695i,0.00029588+0.00010686i,0.0007696+0.00053608i,0.0004648+0.00021455i,0.00032203-0.00066135i,0.00026497-0.00064763i
0.00071431+2.9881e-05i,-0.00026209-0.0015648i,-0.001584-0.0010393i,-0.0022395+0.00054558i,-0.002264+0.00081465i,-0.0025773+0.00020023i,-0.0022606+0.00061021i,-0.0009054+0.00047581i,0.00039434+4.0143e-05i,0.00098011+5.4557e-05i,0.00042634-1.0539e-05i,7.2052e-05+0.0001723i,0.0007068+0.0010868i,0.001339+0.0011106i,0.00093382-0.00051484i,-4.1483e-05-0.00095358i,-0.00023762-0.00012899i,-0.00092016+0.00054925i,-0.0016021+0.0014276i,-0.00081456+0.00099868i,0.00062203-5.2361e-05i,0.0014785-0.00048344i,0.0013553-0.0007408i
0.0013788-0.00028232i,0.001936-0.0018669i,0.0020889-0.0011734i,0.0010361+0.00047722i,9.0604e-05+0.00077881i,0.00012572-0.00033077i,-0.00064885-0.001022i,-0.0017295-0.00089462i,-0.0018259-0.00055066i,-0.0010219-8.3404e-05i,-0.00071597+0.00037559i,-0.00055935-0.00020616i,-0.00086104-0.00049688i,-0.00086678-0.00061047i,-0.0006393-0.00076544i,-0.0010628-0.00040105i,-0.0010177+9.7787e-06i,-0.00022978-0.00046294i,0.00039037-0.00032112i,-0.000366+2.6866e-06i,-0.00052056-0.00095045i,0.00029512-0.00097155i,0.00049018-0.00018752i
0.0022032-0.0027313i,0.0013233-0.0019219i,-0.00037054-0.00064958i,-0.0015104-0.00043501i,-0.0027492-0.00086782i,-0.0025654-9.5898e-06i,-0.0012484+0.00050803i,-0.00036796-0.00036568i,-0.0001889-0.00033232i,-0.0003565-0.00039712i,-0.00047421-0.0013715i,-0.00046937-0.0011737i,-0.00053169-0.00078301i,-0.00030242-8.0145e-05i,-0.00057319+0.00053275i,-0.00084745+0.00017287i,-0.00024931+0.00033608i,-0.00057745+1.1281e-05i,-0.0005195-0.00032885i,0.00059167-0.00063269i,0.00065761-0.00045215i,0.00018076-1.3032e-05i,-0.0001626-0.00031283i
0.0010952+0.00087586i,0.00081589+0.00037675i,0.00018931+0.00089929i,-0.00071028+0.00078539i,-0.0011658-0.00013101i,-0.0019777-0.00067948i,-0.0022375-0.00089205i,-0.0020225-0.001516i,-0.0015051-0.001482i,-0.00094407-0.00059874i,-0.00064241-0.00074728i,-5.4206e-05-0.00096273i,0.00019369+6.6678e-05i,0.00010196+0.00047884i,0.00034755-2.0903e-05i,0.00064872-0.00024385i,0.00069816-8.6391e-05i,0.00068832-0.00027784i,-1.0269e-05-0.00021724i,-0.00048338+0.00074687i,-0.00051566+0.0016569i,0.00052747+0.0016647i,0.0013489+0.0011465i
0.00031728-0.00021048i,0.00050146-0.0018882i,-0.00070082-0.0027508i,-0.0011074-0.0018665i,-0.0015424-0.00063044i,-0.0023827-0.000631i,-0.0017311-0.0011078i,-0.0011653-0.0010693i,-0.0013979-0.00057287i,-0.0010812-0.00053061i,-0.00047596-0.00079842i,-0.00016296-0.00074377i,-0.00031002-4.3281e-05i,-0.00043784+0.00032102i,-0.00051228+0.00022597i,-0.00066932+0.00058483i,-0.00020992+0.00052935i,-0.00032384-0.00020172i,-0.00089406-0.00035295i,-0.0012401-0.00022983i,-0.0007975-0.00029729i,0.00020347+0.00028053i,0.00063825+0.0007938i
0.0014198-0.00039505i,0.001946-0.00027697i,0.0015289-0.00055999i,0.00077866-0.00028603i,0.00013348+0.00041903i,-0.00084598+6.9981e-05i,-0.00094224-0.00093998i,-0.00023773-0.0013159i,0.0001111-0.0015726i,-0.00011198-0.0011176i,-0.00049747-0.00061757i,3.699e-05-0.00069389i,0.00028109-0.00063831i,0.000394-0.00037741i,0.00030537-0.00022957i,0.00042215-1.6967e-05i,0.00019086+0.00030681i,-0.00057031-0.00026259i,-0.00068483-0.00076958i,-0.00054718-0.00061458i,-0.00062423-0.00024073i,0.00015149-0.00020023i,0.00066742-0.00097804i
0.0012724-0.00098551i,0.00084522-0.0016013i,-0.00099776-0.0013567i,-0.0013602-0.00062433i,-2.5391e-05+0.00027162i,0.00047395-0.00011966i,0.0001424-0.0012505i,-0.000534-0.0015384i,-0.00086244-0.001143i,-0.00090046+0.00021278i,-0.00079154+0.00059034i,0.00046737+7.4712e-05i,0.00039126+0.00014755i,-0.0002026+0.00012063i,-6.8764e-06-1.3416e-05i,0.00023762-0.00028835i,-9.1252e-05-0.00018407i,0.00020414+5.8486e-06i,0.0005047-0.00014372i,-0.00032389-0.00067602i,-0.00026035-0.00050741i,0.00010794-0.00010755i,0.00023264-0.00020582i
-0.0004065-0.00070402i,-0.00052274-0.00053791i,-0.0012364+0.00077975i,-0.0016171+0.0010611i,-0.001765-9.1289e-05i,-0.0014499-0.0010202i,-0.0010418-0.00069096i,-0.0010596-0.0004915i,-0.00097994-0.00029788i,-0.00047914-8.1643e-05i,0.00010995+0.00010292i,0.00034671-0.00022725i,-5.7687e-05-0.00068972i,-0.00047087-0.00032429i,-0.0003458+0.00016843i,-3.5908e-06+0.0001905i,0.00019463+6.8086e-05i,4.4707e-05-0.00032807i,-0.0002969-0.00070156i,-0.00058048+5.3498e-05i,-0.00094282+0.0010165i,-0.0012465+0.00030902i,-0.00085249-0.00032357i
0.0011886-0.00142i,0.0019317-0.0018101i,9.0545e-05-0.0012222i,-0.0020301-0.00099178i,-0.0023698-0.00095057i,-0.0022089-0.00098815i,-0.0011671-0.0013121i,-5.5978e-05-0.0012661i,-0.00039154-0.0010529i,-0.0012014-0.00065907i,-0.0010571-0.00046119i,-0.0011103-0.00060369i,-0.00077249-0.00065571i,0.00027934-6.4017e-06i,0.00080389+0.00057583i,0.0007713+0.0004814i,0.00078518+0.00084543i,0.00057275+0.0001634i,-0.00019495-0.000747i,-0.00027902-0.0010407i,0.00023895-0.00018545i,-1.741e-05+0.00081199i,-0.00028324+0.00054083i
0.0024818-0.001093i,0.0021621-0.001034i,0.0016273-0.00032804i,0.00071942-0.00057343i,-0.00065863-0.00033642i,-0.0018012-0.00032311i,-0.0019286-0.00088854i,-0.0013467-0.00095318i,-0.00129-0.00074293i,-0.0018399-4.6347e-05i,-0.0014223+0.00039229i,-0.00014858+0.00074559i,0.00019035+0.00065261i,-0.00019421+0.00054658i,-0.00043362+0.0003668i,-0.00052759+5.9745e-05i,-0.00072067+0.00045695i,-0.00039825+0.00070878i,0.00023221+0.001042i,-0.00019058+0.00064615i,-0.00073338+0.00018221i,-0.00016507+0.00015862i,0.00037767-0.00010783i
0.0013523-0.00020553i,0.0008268-0.0011613i,-0.0012412-0.0014535i,-0.0016783-9.8467e-05i,-0.00070474+0.0010992i,-6.3959e-05+0.0012213i,-0.00024523+0.00039566i,3.2588e-06-0.0009387i,-0.00070589-0.00099599i,-0.0014662-0.00078359i,-0.00067021+2.5345e-05i,-2.3034e-05+0.00069593i,-0.00010338+0.00025873i,-0.00038861-0.00051893i,0.0003807-0.00044585i,0.0003079-0.0010441i,-4.2395e-06-0.00095293i,0.00016475+0.0003496i,7.0623e-05+0.00027475i,3.6557e-05-0.00017345i,0.00029068-4.0248e-05i,0.00089821-3.6357e-05i,0.00089669-4.2396e-05i
0.0018537+0.00078646i,0.0011697+0.00025779i,-0.00082083-0.00012236i,-0.002042-0.00028731i,-0.0017642-0.00044645i,-0.0013121-0.00054759i,-0.0013296-0.00061159i,-0.0011757-0.0012988i,-0.00063571-0.0015142i,9.0727e-05-0.00038585i,0.00029965-3.9719e-05i,-8.2947e-05+6.9513e-05i,-0.00062999-0.00018142i,-0.00064632-0.00095336i,-3.2954e-05-0.0013449i,-2.6158e-05-0.0011653i,9.3818e-07-0.00054289i,-8.5823e-05+6.7833e-05i,-0.00052288+0.00029965i,-0.00043811-0.00055016i,2.4337e-05-0.00065077i,0.00063545+0.00029361i,0.0012551+0.00058012i
4.474e-05-0.0010047i,0.0003077-0.0012445i,0.00022989-0.0014206i,-0.00045173-0.0012154i,-0.00098527-0.001091i,-0.0012781-0.0012799i,-0.0013421-0.0015385i,-0.0010367-0.0012211i,-0.0007262-0.00045701i,-0.0013254-0.00043596i,-0.0012044-0.00022734i,-0.00088659+6.9802e-05i,-0.00080496+0.00029476i,-0.00068108+5.478e-06i,-0.00011142-0.00038499i,0.00010441-0.00054344i,-0.00022208-0.00098908i,-0.00043792-0.0006658i,-0.00031178-0.00057935i,1.1242e-05-0.00062865i,0.00042124+4.5829e-05i,-3.9728e-06+8.5813e-05i,-0.00072834-0.00061569i
0.00046062-0.0008398i,0.00074492-0.0010299i,0.00015824-0.00095078i,-0.00052003-0.00048398i,-0.0004713-0.00023086i,-0.00020715-0.00013097i,-0.00091205-0.00058564i,-0.00076166-0.00057578i,5.279e-05-0.00042999i,0.00062325-0.00074226i,0.00039266-0.00052487i,0.0001197-0.00047384i,-0.00018141-0.00066837i,-0.00064627-0.00018266i,-0.00016333-0.00013623i,-0.00027929-0.00053946i,-0.00066345-0.00018586i,0.00030528+0.00026548i,0.0009979+0.00040622i,0.00018452+0.00032556i,-4.9181e-06+0.00044306i,0.00049673-0.00058745i,0.00022507-0.00077429i
0.0009073+0.00027485i,0.0011569-0.0016053i,0.00077199-0.002397i,0.00030337-0.0014682i,-0.00027909-0.0011454i,-0.0011632-0.0018824i,-0.00053507-0.0015796i,0.00030242-0.00087344i,0.00017473-0.00068856i,-3.2122e-05-0.0012645i,-2.2768e-05-0.0013479i,0.00020377-0.0010695i,-0.00028425-0.00054283i,-0.0012497-5.591e-05i,-0.0016084-0.00021921i,-0.0013163-0.00046086i,-0.00086934-0.00075144i,-0.00074199-0.00020245i,-0.00065298-3.7146e-05i,-8.0574e-05-0.00018884i,0.0006329+0.00032971i,0.00083557+0.00017249i,0.0005344-0.00025993i
0.0016937+0.00058318i,0.0020282+0.00010839i,0.00096763+0.0008316i,-5.4693e-06+0.0014602i,-0.00016434-8.9243e-05i,-0.00013599-0.00022605i,-0.00036431+0.00013164i,-0.00025099-0.00073667i,-0.00028713-0.0009375i,-0.00069841-0.00013226i,-0.00052882-9.1779e-05i,-0.00055739-0.00026773i,-0.00016026+0.00021343i,-0.00045859-0.00023344i,-0.00081958-0.0010322i,-0.00067578-0.0008108i,-0.00065383-0.00058373i,-0.00048691-0.00057376i,-0.00032441-0.00015161i,1.2816e-05+0.00048047i,0.00019042+0.0008353i,-0.00021367+0.0012605i,-7.9759e-05+0.00094832i
0.0011099+0.00050507i,0.00031856-0.00062221i,-0.0010273-0.00068217i,-0.0019917+0.00023369i,-0.0023418+3.5795e-05i,-0.0024223-0.0014512i,-0.0021066-0.0014754i,-0.0011774-0.00048644i,-0.00017731-0.00040237i,5.6102e-05-0.00056358i,-0.00044298-0.00089742i,-0.00056132-0.00064044i,-0.00051761-0.00021333i,0.00023376+0.00019646i,0.00083243+0.00036739i,0.00024398-1.6755e-05i,0.00019444+0.00023562i,4.8519e-05+0.00042084i,-0.00062566+0.00030719i,-0.00058149+0.00040086i,-0.00015173+0.00048804i,0.00020035+0.00070032i,0.00043902+0.00059431i
0.0025291-0.002538i,0.0022598-0.0023111i,0.00049302-0.0023987i,-0.0015781-0.0010556i,-0.0021165-0.00012804i,-0.0023195-0.00050828i,-0.002184-0.00030662i,-0.0012727-0.00016475i,-0.0005809-0.00074735i,-0.00067504-0.00045076i,-0.00055658+0.00045674i,-0.00044997+0.0011248i,-0.00035955+0.0010562i,5.4736e-05+0.00033161i,0.0010583-0.00054196i,0.0010528-0.00072721i,6.1794e-08-0.00040953i,-0.0008625-0.00065646i,-0.00077178-0.0013389i,-0.0002876-0.00023912i,5.4932e-05+0.00087895i,0.00024532+0.00031694i,0.00014504-0.00018229i
-0.00043008-0.00098127i,0.0010463-0.0019276i,0.00040095-0.0016478i,-0.00092611-0.0006086i,-0.0016319-0.00030886i,-0.0018679-0.00063598i,-0.00097982-0.00031789i,0.00045564+0.00029942i,0.00069027-0.00023869i,-9.9664e-05-0.0004471i,-0.00027595+0.00030049i,0.00028782+0.00072461i,0.00030929+0.00034401i,-0.00013128-0.0001513i,0.00011967-0.0001512i,0.00046685-0.00047874i,-0.0001157-0.00072563i,-0.00091675-0.00037969i,-7.6515e-05-0.00038767i,0.00048688+0.00028588i,0.00035787+0.00083465i,0.00040028+0.00052211i,0.00037075+0.00011267i
0.0017589-0.0011933i,0.002151-0.00060189i,0.00030429+0.0001523i,-0.0015964-0.0006809i,-0.0018868-0.0012111i,-0.0013326-0.001286i,-0.00050275-0.00082346i,0.00040594-5.7979e-05i,-0.00010367+0.00015235i,-0.00033876+0.00034188i,0.00019306+0.00050978i,0.00034843+0.00053847i,0.00030089+0.00042023i,-0.0002353+0.00021372i,1.8714e-05-0.00029654i,0.0010997-0.00038964i,0.00088976+0.00062694i,0.0003064+0.00089841i,-5.2979e-05-5.5656e-05i,-0.00041586-0.00052587i,0.00017348-0.00010069i,0.0013992+0.00025017i,0.0011895-0.00014031i
2.8324e-05-0.00034075i,-0.00056264-0.0023092i,-0.00043222-0.0019279i,-3.6083e-05-0.0010122i,-0.00024405-0.00077798i,-0.00059614-0.00061018i,-0.0011338-0.0010134i,-0.0011589-0.0016661i,-0.0010422-0.001019i,-0.0010389+0.00037114i,-0.0007818+0.00039473i,-0.0010084-0.0006162i,-0.0012408-0.00091198i,-0.00067435-0.00063519i,-0.00024354+0.00027605i,-4.5249e-05+0.00078336i,0.00045067+0.0010993i,0.0008871+0.0010468i,0.00028746+0.00041537i,-0.00025651+0.00028084i,0.00015924+0.00041681i,0.0003165+8.0484e-05i,0.00030131+2.6214e-05i
0.0008359-0.0014i,0.00084846-0.00097522i,-0.00080623+0.00011303i,-0.0015874+0.00094048i,-0.001391+0.00029693i,-0.0011098-0.0009658i,-0.00056975-0.0015245i,0.00035553-0.0011386i,0.0008978-0.0001214i,0.00090257-0.00014822i,0.00084299-0.0001448i,0.00053002+8.7904e-05i,-0.0004456-0.00014984i,-0.001088-0.00015131i,-0.00065789+0.00016359i,-0.00088905+0.00053393i,-0.0011564+2.1196e-05i,0.00021705-0.00065443i,0.00055556-0.00043173i,-0.00043551+0.00028732i,-0.0003928+0.00070402i,0.00073791+0.00059189i,0.00089727+0.00028607i
0.0028901+0.00019759i,0.0018269-0.0010714i,0.00038219-0.0015558i,-0.00065117-0.0019922i,-0.001782-0.0023022i,-0.00215-0.0019609i,-0.0012588-0.00096913i,-0.0011317-5.094e-05i,-0.001218-0.0011082i,-0.00049956-0.0014588i,9.2915e-05-0.00051957i,0.00045292+0.00025975i,0.00063449+0.000581i,-0.0003425+8.1581e-05i,-0.00057783-0.00063817i,-3.9826e-05-0.0004904i,-0.00043888+0.000383i,-0.0011202+8.0846e-05i,-0.00016023-0.00050218i,0.00072916+0.00010859i,3.1646e-05+0.00047288i,-0.00011309+0.00029434i,-0.00014713+5.4845e-05i
0.0021726-0.0010133i,0.0022048-0.00094001i,0.00042498-0.00070134i,-0.0011766-0.00071397i,-0.0018624-0.00082527i,-0.0011243-0.00038418i,-0.00018555-0.0011054i,-0.0001516-0.0017187i,3.9689e-05-0.0011102i,0.00050319-0.00061084i,0.00032025-5.9185e-05i,-0.00016761+0.00039552i,-0.0009375+6.6774e-05i,-0.00041522+1.5259e-05i,0.00034408+7.72e-05i,0.00034556+0.00031001i,0.00050097+0.00021137i,0.00077125-0.00034581i,0.001063+0.00034594i,0.00075715+0.00090887i,0.00055283+0.00014604i,0.00041639-0.0006921i,9.9346e-05-0.00050515i
0.0015232-1.5522e-05i,0.0024349-0.00025463i,0.0024651+4.7107e-05i,0.0018287+0.00033843i,0.00027149-0.00038736i,-0.0010351-0.00065109i,-0.00090695-0.0004598i,-0.00044336-0.00078778i,-0.00034149-0.00031576i,-0.00057669+0.00031246i,-0.000957+9.7895e-05i,-0.0013634-0.00052729i,-0.0015783-0.00045009i,-0.00069115-0.00020807i,0.00045381+9.6219e-05i,0.00041623-4.6903e-05i,-0.00011399+6.5582e-05i,-0.00016144+1.5002e-05i,8.5623e-05-2.1397e-05i,-0.0001499+0.00015649i,0.00053647-0.00024779i,0.00088051-0.00050303i,-4.8216e-05-0.00072166i
0.0013251-0.0016678i,0.0010545-0.00196i,-0.0010336-0.0012339i,-0.003211+0.00029846i,-0.0037489-0.00014509i,-0.0023738-0.0012736i,-0.0011176-0.00085641i,-0.00097058-0.00039124i,-0.00068673+0.00023571i,-0.00032637+0.00078972i,-0.00013812+0.00057166i,-2.4744e-05-2.9499e-05i,-0.00016778-0.00065091i,-2.0323e-05-0.00099356i,8.5615e-05-0.00058947i,-0.0005663+0.00012746i,-0.00087948-9.6992e-05i,-0.00049288-0.00043309i,0.00014084-0.00024913i,0.001165+0.00018119i,0.0013457+0.00055537i,0.00039444+0.00034591i,8.4469e-05+0.00033427i
0.0010269-0.00088336i,0.00066547-0.0015015i,0.00030863-0.00037677i,-0.00033232+0.00041908i,-0.00152-0.00030311i,-0.0017333-0.0015762i,-0.00016355-0.0012776i,-7.6331e-06-9.4654e-05i,-0.00094549-0.00040808i,-0.00035862-0.00094336i,0.00040161-0.00040565i,0.00093412-0.00025021i,0.00067451-0.00017719i,0.00027138+0.00031722i,-0.0003952-0.00053294i,-0.0010692-0.0011089i,-0.00073056-0.00019545i,0.00030343+0.00051784i,0.00065228+0.0003886i,0.00047272-0.00023376i,0.0007908-6.3748e-05i,0.00019822+0.00061757i,6.4167e-05-1.84e-06i
0.0023466-0.0011708i,0.00072072-0.0018975i,-0.00018096-0.0016612i,-0.0011592-0.00060125i,-0.0016764-7.3929e-06i,-0.0019118-0.00028561i,-0.00084262-0.00072124i,0.0002403-0.00071637i,0.00078229-0.00095099i,0.00010968-0.0010486i,-0.00080202-0.00037818i,1.1361e-05+0.00092195i,-6.3927e-05+0.00053661i,-0.00025991-0.00056075i,0.00076358-0.00060804i,0.00061955-0.00032602i,-0.00049524+6.6949e-05i,-0.00061796+0.00024686i,-0.00040763-3.0804e-05i,-0.0001315-0.00022873i,0.00017481-0.00047205i,0.00043565-0.00045284i,-0.00028083-0.00026617i
0.00039881+0.00014131i,0.00037789+5.6301e-05i,-0.0004308+6.5986e-05i,-0.00078249+4.6963e-05i,-0.00087196+0.00018139i,-0.00074322+0.00042955i,-5.036e-05-0.00027336i,-0.00010366-0.00061077i,-0.00056691-0.00037867i,-0.00063876+9.6547e-05i,-0.00040214+0.00069017i,-0.00047077+0.00045365i,9.1545e-05+6.0187e-06i,0.00050432-3.6241e-05i,5.2158e-05-0.0004756i,-0.00039363-0.00055387i,-0.00062524-3.1029e-05i,-0.00061805+3.1162e-05i,-0.00056797-0.0002589i,-0.00033997-0.00068499i,-6.8714e-05-0.00062118i,0.00027876-0.00031808i,0.00027784+0.00023216i
