-0.0011893+0.0014734i,-0.00039054+0.00031505i,-0.0013378-0.00051103i,-0.0024851+0.00038786i,-0.0019882+0.0013144i,-0.0005238-9.4583e-05i,0.00030623-0.00073544i,0.00054067+6.3853e-05i,0.0004278+0.00089542i,0.00057541+0.00081533i,0.0006286-0.00012259i,0.00073287-0.0007702i,0.00076786-0.00054768i,0.0011126-0.0001303i,0.0013755-0.00017639i,0.00072661-0.00028423i,-0.00020348-0.00035758i,-0.00056222-0.00020745i,-0.00082352-0.00051046i,-0.00022333-0.00097977i,0.00034394-0.00034779i,0.00013675-4.2525e-05i,-0.00026607-0.00030782i
0.0012809-0.0013738i,0.0019873-0.0018117i,0.00070616-0.0018492i,0.00032464-2.7539e-05i,0.00030634+0.0014336i,0.00015877+0.00079733i,0.00050004-0.00052444i,0.00051461-0.00045954i,0.00012678+0.00064683i,-0.00072521+0.00072816i,-0.00083761+0.00017263i,-0.00019323+0.00089816i,0.00036064+0.0016887i,0.00029452+0.0016594i,-0.00018356+0.0010163i,-0.00039031+0.00044422i,-0.00042394+0.00045379i,0.00012075+0.00022138i,5.1076e-05+0.00020531i,-0.00074665+0.00077137i,-0.0010777+0.00048892i,-0.0011528-0.00040215i,-0.00034751-0.00017988i
-0.0024762+0.00010126i,-0.0017487+0.0016466i,-0.00063836+0.0033107i,-0.00050683+0.0035674i,-0.0001592+0.0019886i,0.0010307-0.00052444i,0.0010703-0.0013987i,4.7946e-05-0.00088764i,-0.00046215-0.00039677i,-0.0002093-0.00041368i,0.00072203-0.00074633i,0.0012231-0.00015482i,7.5088e-05+0.00027696i,-8.1968e-05-0.00068333i,-3.6377e-05-0.0011732i,-0.00053658-0.00043728i,-4.2424e-05-0.00067992i,0.0001759-0.0012211i,0.00042405-0.00043784i,0.00014114+0.0007938i,-0.00048687+0.00036399i,-0.00042196-0.00082803i,-6.7686e-05-0.00089662i
-0.001348+0.0014223i,-0.00077013+0.0009888i,-0.0003192+0.0013735i,-7.916e-05+0.0016404i,0.00074626+0.0010122i,0.00072761+3.0116e-05i,0.00082079-0.00051998i,0.00026345-0.00054164i,-0.00072622+0.00047018i,-0.00069142+0.0012027i,-0.00050899+0.00052144i,-0.00039629-0.00076909i,-0.00018997-0.00094799i,0.00042819-0.0010937i,0.0010555-0.0017395i,0.00090065-0.001414i,0.00046338-0.00037293i,-0.00028797+4.0117e-05i,-0.00059956+0.0003419i,-0.00050544+0.00039571i,0.00023967+0.00015076i,0.0009428+6.5424e-05i,6.9076e-05-0.00053349i
-0.0019322+7.7166e-05i,-0.0015649+0.00013948i,-0.0009084+0.00094811i,-0.00026765+0.0007153i,0.00038708+0.0001125i,0.00072259+0.00026505i,0.0004304+0.00062001i,0.00014297+0.00082935i,-0.00033391+0.00051995i,-0.00057894+0.00024541i,-0.00048195+0.00015236i,-9.4421e-05+0.00026104i,0.00019343-0.00047172i,0.00056949-0.00078492i,0.00056257-0.00034684i,2.3448e-06-0.00028685i,-0.00050645-0.00049572i,-0.00084918-0.00074471i,-0.00033621-0.00087226i,-0.00040223+0.00013266i,-0.00096041+0.00035149i,-0.00033901-0.00021132i,0.0003486+0.00025922i
0.00042289-0.0019981i,-0.00077444-0.00094968i,-0.0016334-0.0003852i,-0.0012896+0.00077439i,-0.00068483+0.0010184i,-0.00048264+2.3622e-06i,-0.00033896-1.9489e-05i,-3.2581e-05+0.00064497i,-0.00038963-7.7437e-05i,-8.2886e-05-0.00021437i,0.00054528+0.0004157i,0.00048585+0.0003867i,-0.00014457-0.00032167i,3.3176e-05-0.00034074i,0.00011555-0.00034071i,1.2132e-05-2.9377e-05i,-2.404e-05+0.00058196i,-0.00014612+0.00027573i,0.00033228+0.00031118i,0.00049334+0.00083205i,-0.00056966+0.00070081i,-0.00068429+0.00027443i,0.00045706-2.4294e-05i
0.00057484-0.00023636i,0.0002704+9.3871e-05i,-0.00049277-0.0013011i,-0.00095295-0.001508i,-0.00019728-0.00097041i,0.00021347-0.0012538i,-0.00019605-0.0012947i,-0.0005144-0.00078998i,-0.00047983-0.00017112i,-0.00025448+0.00046789i,-0.00035228+0.00051363i,-9.4422e-05-2.1067e-06i,0.00089333-0.00028901i,0.00051735+7.0715e-06i,0.00023144+4.072e-05i,0.00059775-0.0005813i,-0.00024173-0.0010021i,-0.00062266-0.00088557i,-2.72e-05-0.00062891i,-0.00014095-8.7707e-05i,-0.00067244+0.00049687i,-0.00090486+0.00020614i,-0.00042529-0.00054604i
0.0021081-0.0016005i,0.0017783-0.0017983i,0.0013847-0.001701i,0.00024028-0.00048582i,2.0127e-05+0.0002685i,0.00071991-9.2547e-05i,0.0014107-0.00064441i,0.00088899-0.00012647i,0.00040116+0.00070319i,-6.7963e-05+0.00035079i,-0.00032068+0.00011407i,-0.00069792+0.0011987i,-0.00079858+0.0015266i,-0.00011191+0.0015523i,0.0004262+0.0017637i,0.00022769+0.0013738i,0.00018019+0.00076754i,0.0010195+0.0008234i,0.0010677+0.00098767i,0.00050605+0.00067057i,0.00012319+0.00045505i,-7.6032e-05-0.00012823i,-0.00050079-0.00029757i
6.1268e-05+0.00041328i,-0.00015429-0.00057451i,-0.00051204-0.0014307i,-0.00043069-0.0012197i,0.00013778-0.00054827i,-8.8559e-05-0.00031019i,-0.00033589-0.00060594i,0.00087326-0.0006062i,0.0012978-0.00033021i,0.00058435-0.00041086i,8.6531e-05-6.2724e-05i,-0.0002234+0.00082786i,-0.00049367+0.0014299i,-0.0010922+0.00073205i,-0.0008333-0.00045976i,-0.00044123+6.6024e-05i,-0.00052632+0.00073144i,-0.00022801+0.00045018i,0.00057388+0.00038708i,0.00055988+6.498e-05i,-0.00011541+2.4222e-05i,-9.5119e-05+0.00022914i,0.0004757+0.00027597i
9.0288e-05-0.00015475i,-9.9202e-05-0.00033728i,0.0001228-0.00044506i,0.00030477-0.0002158i,0.00054083-0.00032601i,0.0010753-0.00023736i,0.00079201-0.00055214i,-0.0002429-0.00056783i,-0.00042923+6.6001e-05i,-0.00011937+0.00038594i,-0.00042101+0.00061972i,-0.00023213+0.00043976i,-0.00017696+0.00024089i,-0.00073383+0.00011091i,-0.00058331-0.00013364i,0.0001758-0.00089836i,0.00088955-0.0013451i,0.0010898-0.0013475i,1.4693e-05-0.0015404i,-0.00072087-0.0014829i,-0.00030364-0.0010008i,-0.00010864-0.00017754i,0.00019192+0.0003464i
-0.00048642-0.00089851i,-0.00018634+2.4466e-05i,0.0001228+0.00046073i,-3.5885e-05+0.0014418i,-0.00028362+0.0016581i,0.0001041+0.00021098i,0.00086626-0.0011882i,0.0019233-0.00090126i,0.0013618+0.00045167i,9.5301e-05+0.00079828i,-0.00015922+0.00039478i,0.00022749+0.0005097i,0.00038759+3.7271e-05i,0.00047969-0.00036405i,0.00046762+0.00069796i,0.00041317+0.00059456i,0.00033757-2.3007e-05i,0.00021376-0.00046895i,-2.2693e-06-0.0010211i,-3.5998e-05-0.00095189i,0.00043672-0.00034963i,5.3045e-06+6.4586e-05i,-0.00057636-0.00058891i
0.00026663-0.00051892i,0.00033422-0.0014638i,-0.0005194-0.0027554i,-0.00074416-0.0014482i,0.00016468+0.00020923i,0.00091997+0.00035035i,0.00077543-0.00030959i,0.00059579-0.00089958i,0.00055145-0.0010397i,0.00011861-0.00063439i,0.00025256+0.0003713i,-0.00010921+0.00094445i,-0.00036005+0.00043613i,-0.0001089+0.00046373i,2.8585e-05+0.0014446i,6.2256e-05+0.0012972i,0.00013014+0.00066125i,-0.00018117+0.0001079i,-0.0002023-0.00040908i,0.00059928-0.00017127i,0.00074538+0.0005008i,9.6407e-05-0.00019825i,-0.00053122-0.00058524i
0.0012276-7.2614e-05i,0.0011778-4.26e-06i,6.826e-05-0.00063895i,-0.00076782-0.0011616i,1.406e-05-0.00060184i,0.00087528-0.00068224i,0.001004-0.0012593i,0.00027798-0.00093549i,4.6817e-05-0.0002376i,0.00037189+2.1018e-05i,0.00016351-0.00020561i,-1.5797e-05-0.00047056i,-0.00026511-0.00036695i,-0.00095933-0.00013039i,-0.00028983-0.00015391i,0.00051044+0.00017297i,0.00051123+2.7752e-05i,0.00022154-0.00012092i,0.00016266+0.00075797i,0.00056911+0.00077306i,0.00027855+0.00014379i,7.7734e-05+0.00036364i,8.3416e-05+0.00053005i
0.0004995+0.00036961i,0.001104-0.00034624i,0.0017272-0.0014202i,0.0010212-0.00064076i,8.8589e-05+9.3041e-05i,0.00033109-0.00021755i,-0.00018224-0.00042989i,-0.00044659-7.802e-05i,-0.00054573+2.0345e-05i,-0.00048955-0.0004711i,-0.00024012-0.00078554i,-3.9563e-05-0.0004597i,-9.3584e-05+0.00038412i,-0.00041623+0.00098392i,-0.00067659+6.5298e-05i,-0.00012735-0.0013249i,0.00029369-0.00086706i,0.00051792+0.00036619i,0.00048097+0.00028863i,0.00040533+5.0734e-05i,0.00017148+0.00036882i,-0.0001322+0.0003332i,-0.00032161-0.00056531i
0.00038236+0.0008085i,0.00012893+0.0018839i,0.0013109+0.0013111i,0.0013532-0.00010939i,0.00034799-0.0014137i,-0.00077796-0.0010867i,-0.00075066-0.00031684i,0.00026224+0.00027213i,0.00057848+0.00034675i,-4.6719e-05+5.6005e-05i,-0.00054251-0.00033708i,-0.00048228-0.00026184i,-0.00012036+0.00029837i,-0.0001327+0.0011105i,0.00025981+0.0007759i,0.00036877-0.00024784i,0.00026901-0.00032473i,9.32e-05+0.0003586i,0.00035113+0.00083378i,0.00060052+0.00070699i,0.00029702+0.0004124i,0.00034401+0.00031907i,0.00010271-1.1227e-05i
0.00010973-0.0010818i,0.00010131-0.0014137i,-0.0013348-0.0011446i,-0.0011298-0.0003174i,9.2938e-05+0.00011083i,0.00050575-0.00025548i,0.00037164-0.00061242i,0.00020226-0.00090294i,0.00034454-0.00049769i,0.00032009+0.00050907i,-1.4637e-05+0.0012345i,-0.00018912+0.00023985i,0.00044453-0.00058768i,0.00078324-0.00051951i,0.00046779-0.00052703i,0.00042653-0.00021522i,0.00041152-8.5894e-05i,0.00033669+0.00014946i,-0.00016786+0.00049145i,-0.00083682+0.0005198i,-0.00087202-0.00033925i,-5.734e-05-0.00042695i,0.00016798-0.00013745i
-0.00055673+3.3967e-05i,-0.00051571-0.00083265i,-0.00044551-0.00047724i,-0.00076194-0.0005287i,0.00021427-0.0010403i,0.0011746-0.0005424i,0.0015942-0.00030887i,0.0010029-0.00010722i,0.00017409+0.00033168i,-0.00047495+0.00022732i,-0.00083798-0.00036925i,-0.00072528-0.00016388i,-0.00027846+0.00011089i,0.00028564-0.00064535i,0.00039151-0.000707i,0.00055075-0.00026112i,0.0010627-0.00020657i,0.00073664-0.0011946i,-0.0002976-0.0013347i,-0.00029873-0.00038363i,7.6749e-05-0.00059201i,0.0001496-0.00086603i,0.00041312-0.00090471i
0.0022853-0.00052962i,0.0016911-0.00047455i,0.00022262-0.0011152i,-0.00053926-0.001885i,-0.00082122-0.0017904i,-0.00029989-0.00064659i,0.00058968+0.00011438i,0.00048551-0.00032894i,0.00039909-0.00055772i,-0.00010003+0.00010067i,-0.00025446+0.00041038i,0.00039194+0.00030843i,0.00038747+0.0013033i,-0.00018625+0.0023265i,-1.802e-05+0.0015741i,0.00040759+0.00021497i,0.00026342-0.00038257i,-0.00012577-0.00090237i,-0.00028191-0.0010028i,1.4249e-05+2.1324e-05i,0.00039192+0.00038479i,-9.105e-05-0.00042213i,-0.0001367-0.00043012i
-0.0017055-0.0014891i,-0.0015719-0.00057437i,-0.00053821+0.00059196i,0.00044644+0.00060035i,0.0010605+0.00028387i,0.001152-0.00037598i,0.00086192-0.00016828i,0.00045167+4.322e-05i,-0.00039003-0.00045985i,-0.00055873-0.00058814i,-0.00052545-0.00044109i,2.159e-05-2.3302e-06i,0.00086066+0.00039052i,0.00077633-1.3651e-05i,0.00040556-0.00090038i,0.00080987-0.00080183i,0.0010786-0.00039767i,0.00010443-0.00060437i,-0.00098739-8.7277e-05i,-0.00084568+0.0002478i,-0.00053122-0.00029614i,-0.00035667-0.00060528i,0.00041448+0.00036388i
0.0013418-0.0011116i,0.0014968-0.001179i,-1.6458e-05-0.0010926i,-0.00070442-0.00022097i,0.00022398+6.7494e-05i,0.00060916-0.00020814i,0.00060194-0.00029322i,0.00098103-0.00034923i,0.0011123+0.00024033i,0.00019199+0.00041268i,-0.00036455+0.00040568i,0.00011653+0.00031973i,0.00034812+0.00057446i,0.00041146+0.0014187i,-1.0796e-05+0.00098539i,-0.00016688+0.00012807i,7.4778e-05+0.00011417i,-0.00013933-2.3612e-05i,0.00037988-0.00014997i,0.00066785-0.00021304i,-8.7417e-05-0.00021744i,-0.0010548+0.00033062i,-0.00071447+0.00088777i
-0.00074377+0.0009063i,-0.00010764+0.00070486i,-0.00013556+0.00068323i,0.0007152+0.0013696i,0.0020148+0.001716i,0.0012841+0.0008343i,0.00034341-0.00067002i,0.00047846-0.0015826i,0.00013151-0.00061643i,-0.00047718+0.00057514i,-0.00015055+0.0008585i,0.00027104+0.00086567i,0.00094353+0.00030542i,0.0011412+3.8594e-07i,0.00044532-0.00035765i,-4.2509e-05-0.00082419i,-0.00028826-0.00098068i,0.00022049-0.00062563i,0.00061834-0.00013967i,6.2437e-05-0.00045541i,-0.00014329-1.6369e-05i,-4.9365e-05+0.00049636i,0.00043643+0.00074192i
0.00070216-0.00041698i,-0.00020585-0.00025206i,-0.0012112-0.00081547i,-0.0013373-0.00035372i,-0.00099847+0.0014284i,0.00030115+0.0020559i,0.0015374+0.00079128i,0.00087282-5.6539e-06i,-4.3078e-05-0.00039024i,0.00025588-3.6657e-05i,0.00039171+0.00074565i,0.0001128+0.00060826i,0.0001164+0.00031913i,0.00049168+0.00017972i,0.00087281+0.00048707i,0.00080796+0.0010401i,-3.6176e-05+0.0010313i,-0.00056588+0.00036289i,-0.00062391+0.00024722i,2.4682e-05+0.00025321i,0.00023047-7.8338e-05i,0.00016382-0.00051872i,0.00068304-0.00063421i
0.00047058-0.00083404i,-0.00083695-0.0017599i,-0.0015227-0.0011426i,-0.0010287-0.00019413i,-0.00054374+0.00040407i,-0.00017179+0.00040832i,6.4093e-05+0.0001985i,-9.0654e-06-0.00020985i,1.2375e-05+3.7766e-05i,-0.00029233+0.00019334i,-0.00015955-0.00015702i,0.00021125-6.9003e-05i,-6.3046e-06+0.00026953i,-0.00045861+0.00054429i,-0.00018412+0.00021344i,0.0004035-1.8839e-05i,0.00063111-3.5279e-05i,-0.00040638+0.0001255i,-0.00095438+0.00021651i,-0.00057054-0.00026924i,0.00017023-0.00065455i,0.00040172-0.00030307i,0.00067923+2.2771e-06i
0.00065565+0.0022681i,0.0016779+0.00070078i,0.0017-0.00092286i,0.00076766-0.0015197i,0.00026996-0.0020107i,0.00011153-0.0018437i,-5.5583e-05-0.0010608i,-0.00022877-0.00046264i,2.5536e-05-6.6257e-05i,0.00023384+0.00024206i,0.00062116+0.00026344i,0.00022607-0.00017774i,-0.0015147-0.00058363i,-0.0016683-0.00079288i,-0.00042826-0.00037326i,-0.00021378-8.606e-05i,-0.00037611+0.00019506i,-0.00086024+0.00046933i,-0.0012828+0.00039767i,-0.00033216+0.00011697i,0.00019829+0.00011341i,1.096e-05-0.00065803i,0.00010547-0.00081351i
0.00065117-0.0013763i,0.0014809-0.0014125i,0.0018877-0.00097125i,0.001596-0.00062181i,0.0010419+0.00018565i,0.00093637+0.00063603i,0.0014242+6.7571e-05i,0.0015283-0.00070586i,0.00015835-0.00066826i,-0.00098269-0.00021128i,-0.0010114-0.00026447i,-0.00070315+0.00037548i,-0.00020221+0.00095416i,0.00027492-0.00012729i,0.00048686-0.00026709i,0.00048043+0.00077087i,-0.0001443+0.00098534i,-0.00027332+0.00030395i,0.00020378-0.00063921i,0.00013318-0.00099971i,-0.00019021-0.00025133i,-0.00015086+0.00021013i,-0.00027793+0.00024857i
-0.00042793+0.0019305i,-0.0012355+0.0015114i,-0.0011212+0.0013826i,-0.00028581+0.0011937i,0.00091966+0.00033118i,0.0016659-0.0012884i,0.0016297-0.0012278i,0.00090722+0.00046139i,0.00036066+0.00093955i,0.00047076+0.00024656i,0.00046117-1.8299e-05i,0.00010211-0.00036414i,-0.00043378-0.00039154i,-0.00063645+8.2185e-05i,-0.0003993+8.777e-05i,-0.00084082-0.00024175i,-0.0010005+0.00045483i,-0.00012593+0.00025172i,-6.985e-05-0.00044438i,-0.00055904-0.00064626i,-0.00020208-0.00037455i,0.00024713-0.00028206i,0.00056443-0.00058194i
0.00015657-0.0017767i,-0.00041813-0.0010919i,-0.0011534+5.0573e-05i,-0.00092637+0.00051424i,0.00044471+0.0010236i,0.0015295+0.00050339i,0.0011378+2.1005e-05i,0.00027365+0.00031962i,0.00075832+0.00070144i,0.00064978+0.00065636i,-0.00015582+0.0010394i,-0.0003855+0.0011343i,0.00013255+0.00046893i,-8.5396e-05-0.00081275i,-0.00059889-0.00080876i,-0.00046129+0.00020418i,-5.7173e-05+0.00072361i,-0.0007456+0.0010729i,-0.0010677+0.0009501i,-0.00052837+0.00063696i,-0.00085409-5.4443e-05i,-0.00023193-0.00042594i,0.00098688-0.00012405i
-1.9664e-06-0.0004556i,0.00023933-0.0012863i,0.00055537-0.00076669i,0.00043519-1.2196e-05i,0.00072447+0.00044954i,0.0010247+0.00086883i,0.0012043+0.00030536i,0.00086658-0.00047992i,-0.00031205-0.00053283i,-0.00073385-4.3869e-05i,-0.00050059+0.00059997i,-0.00039138+0.00022384i,-6.7666e-05-0.00064753i,0.00041742+3.9975e-05i,0.00016768+0.00027984i,-7.3977e-05+6.838e-05i,6.6779e-05-0.00097388i,0.00082472-0.001319i,0.00093727-0.00080107i,0.00046687-0.00046567i,-5.5129e-05-0.0003215i,0.00017558+0.00033484i,0.00090778+0.00065386i
-0.00032787-0.00063491i,3.2637e-05-0.00044762i,-0.00072828+0.00022237i,-0.0013466+0.001745i,-0.0012041+0.0013839i,-0.00046006+0.0001941i,0.00024659+0.00010507i,0.00019714+0.00013694i,-7.715e-05-0.0003126i,-0.00031146+0.00010389i,-0.00085593+0.00072479i,-0.00081232+0.00074369i,-0.00019173+0.0006035i,0.00030915-4.9074e-05i,0.0003958+0.00057561i,-3.1358e-05+0.00088651i,-0.00057356-6.5014e-05i,-5.1008e-05+0.00033533i,0.00033163+0.00046223i,0.00031102-8.3963e-06i,0.00012468+0.00018579i,-0.00029046-0.00011392i,-0.0007087-0.000177i
0.00045036+0.00081135i,-0.00070288+0.0008547i,-0.0013496+0.00033183i,-0.0011626-0.00028116i,-0.00049204-0.00071339i,9.575e-05-0.00071786i,0.0002604-0.00018482i,-3.6378e-05+0.00024025i,-0.00042638+7.2329e-05i,-0.0008268-0.00061531i,-0.00012587-0.0010932i,0.00069624-0.00062686i,0.00055938-0.00023437i,-0.00022256+9.0295e-05i,-0.00052998+0.00010691i,5.6472e-05-8.236e-05i,0.00081897-0.00016895i,0.00032438-0.00043717i,-0.00027586-0.00041659i,0.00011002+0.00037171i,0.00010212+0.00099069i,-0.00046086+0.00022696i,-0.00078062-0.0010379i
-0.0012915-0.00060688i,-0.00030578-0.00028891i,0.00038227+0.00018436i,-0.00015831+0.0013033i,0.00039746+0.0011121i,0.0010294+0.00045622i,0.00076503-0.00042054i,0.00059682-0.00087136i,0.00079216+0.00020946i,0.00063462+0.00072814i,6.9508e-05+0.00055211i,0.00028275+0.00037262i,0.00041288+0.00050579i,0.00054216+0.00035204i,0.0011261+0.00020375i,0.00099886-6.3614e-05i,0.00088468-0.00036437i,0.00042372-0.00057517i,-0.00022645-0.0011106i,0.00026304-0.00036343i,-3.1734e-05+0.00062844i,-0.00039077+1.9527e-05i,-0.00054534-6.56e-05i
2.0273e-06+0.0001659i,0.00042028-0.00048886i,0.0012601-0.00081332i,0.00069795-0.00027637i,-8.9094e-06-8.537e-05i,0.00030598-0.00046782i,0.0007148-0.00046613i,0.00024841-0.00073311i,-6.8683e-05-0.00051983i,-0.00052602-0.00011976i,-0.001229+0.0001461i,-0.0011219+0.00058322i,-0.00018666+0.00062869i,0.00018321+0.00033i,-5.8388e-05+0.00020562i,-0.00028048+8.4679e-05i,-0.00028492-0.00046424i,-0.00060007-0.00037634i,-6.6306e-05+0.00037056i,0.00056841+0.00016176i,0.00082085-0.00037211i,0.00068244-0.00050526i,0.00012484-0.00040375i
-0.00034934+0.0011117i,9.0586e-05+0.00066979i,0.00091132-0.00028877i,0.00058736-0.00036131i,-7.0685e-05-0.00037764i,5.5784e-05-0.00060518i,0.00040589-0.00051198i,0.00093013+0.00037537i,0.00035073+0.00034114i,-0.00019061+0.0003566i,-3.0375e-07+0.00074619i,0.00029064+0.00023685i,0.00070283-0.00036691i,0.00061793-0.00036296i,-4.0229e-05+0.00011302i,-0.00016277+0.0005594i,0.00074069+0.00059266i,0.0011469+0.00034745i,0.00063093+4.6393e-05i,0.00057127+0.00052735i,0.00048709+0.0010257i,0.00017384+3.0185e-05i,-3.6272e-05-0.00085767i
-0.0021574-0.00033602i,-0.0034319+0.00088619i,-0.0037795+0.00092451i,-0.0029913+0.0011757i,-0.0015393+0.0013809i,-0.00014772-7.3643e-06i,0.00038839-0.00094184i,0.00057956-0.00090544i,0.00015888-0.00087832i,-0.00053699+0.00027387i,-0.00078379+0.0014149i,-7.3647e-06+0.00095726i,0.00073894-0.00022057i,0.0010149-0.00045143i,0.0007611-2.7924e-05i,0.00074645-0.00045261i,0.00076627-0.00049383i,0.00029039-0.0006683i,0.00031299-0.0008277i,-3.4869e-05-0.00068546i,-5.5628e-05-0.00072571i,0.00055162-0.0004021i,0.0008673-0.00050737i
0.00064169-0.0013405i,0.000677-0.0021563i,-0.00039848-0.0020168i,-0.00036592-0.00046004i,0.00063475+0.00020395i,0.00096382-0.0001794i,0.0010891-0.00070456i,0.00089066-0.00068154i,-6.7385e-05-0.00021819i,-0.00094091-0.00028061i,-0.00067563-0.00017229i,-0.0001344+0.00039736i,0.00031818+0.0010087i,-0.00015614+0.00069184i,-0.00036033+0.00066923i,0.00037383+0.0010969i,0.00023882+0.00080465i,0.00027985+0.00024571i,0.0010507+0.00029854i,0.00072325+0.0005666i,-0.00016678+0.00056642i,0.00031243+0.00051428i,0.0012481+0.00049349i
0.00015256-0.0012939i,9.5369e-05-0.0019849i,-0.0005975-0.0025808i,-0.00082404-0.0014479i,0.00014256-0.00083525i,0.0010463-0.00064672i,0.00059531-0.00043062i,6.9707e-05-0.00036362i,-0.00036153+0.00025545i,-0.0010024+0.0010101i,-0.0011034+0.0012762i,-0.00026192+0.00084081i,0.0001023+0.00027677i,5.0827e-06+0.00042381i,-0.00052811+0.0012522i,-0.00021156+0.00053369i,0.0007281-0.00015127i,0.00030796+0.00047512i,-0.00013552+0.00030117i,0.00025813+0.00021203i,0.00040799+0.00031601i,-6.9105e-05+0.00024967i,-0.00034164+0.00021678i
0.0013436+6.5782e-05i,0.0011765-0.00026566i,9.3999e-05-0.00044094i,-0.00074904+2.152e-05i,-0.00035582-0.00013621i,0.0011367-0.00027785i,0.00077907-2.851e-05i,-9.3028e-05-0.00098729i,-0.00051903-0.0011181i,-0.00099439-0.00033543i,-0.00087313+0.00013609i,-0.00026108+0.00086389i,-0.00033575+0.0012783i,-0.00035636+0.00091917i,-0.00019136+0.00053877i,-0.0001421+0.00057103i,0.00030079+0.00051838i,2.0832e-05+0.00023752i,-0.00027107+0.00010108i,-0.00022547+0.00022136i,-0.0004485+0.00033768i,-0.0001322+3.8034e-05i,0.00019227-0.00022707i
0.00078617+0.0002617i,0.00020764+0.00093622i,0.00040753-0.00070032i,0.00086384-0.001083i,0.00017667-0.00040129i,-0.00047923-0.00019696i,-0.0003113+0.00015039i,-0.00054684+0.00057797i,-0.00099043+0.00071748i,-0.00086159+0.00011985i,-0.0013404-4.6134e-05i,-0.0010149+0.0003515i,0.00014391+0.00025588i,1.5649e-05+0.00047051i,-0.0006779+0.00053427i,-0.00075899+0.00026092i,-0.0007371+0.00012332i,-5.1075e-05+0.00011687i,0.000885+0.0011434i,0.00039796+0.0011838i,-0.000172+0.00020737i,0.0001382+9.6214e-05i,0.00060915+0.00014608i
-0.00039867-0.00095192i,-0.00078805-0.00075065i,-0.0015209-0.00044526i,-0.0013872+0.00073309i,-0.00058169+0.0024334i,0.00065585+0.0020428i,0.00053455+0.00039461i,-1.1301e-05-0.00037737i,0.00020108-5.4176e-05i,0.00021739+0.00075975i,7.8139e-05+0.00069786i,-0.00034861+0.00013214i,-9.0445e-05-0.00023964i,0.00096971-0.00011455i,0.0011611-0.00047588i,0.0005053+0.00017934i,0.00020627+0.0005488i,-6.1913e-05-2.5324e-05i,2.9106e-05-0.00016692i,0.00023927+0.00070035i,0.00022735+0.0011907i,0.00033155+0.00051031i,0.00067032+0.00051642i
0.00021216-0.0020919i,0.0001119-0.0011218i,0.00052576-0.0010002i,0.0009543-0.00058386i,0.00089668-0.00027868i,0.0012982-2.7793e-05i,0.001711+1.7491e-05i,0.00094695+0.00045893i,0.00022089+0.00029023i,-0.00037288-0.00059307i,-0.00075694-0.00065843i,-0.00055672+0.00023055i,6.008e-06+0.00077271i,-0.0001602+0.00080355i,-0.00017011+0.00043117i,-0.00014146-0.00029827i,-0.00060695-0.00021378i,-0.00057724+0.00016659i,-0.00038504-0.00016725i,-0.00046825-0.00014523i,-0.00047508+3.439e-05i,-0.00025675-0.00010944i,-0.00023416-0.00073567i
-0.0011267-0.0015942i,-0.0012695-0.0013614i,-0.0011865-0.00055365i,-0.0016349-0.00017068i,-0.00052559-0.00096474i,0.00087241-0.001335i,0.00053092-0.0011168i,0.00023127-0.00065177i,-0.00069857-0.00019176i,-0.00073077+0.000383i,-0.00010419+0.00098221i,-0.00041274+0.00014453i,-3.145e-05+2.3595e-06i,0.00025809+0.00099179i,0.0003733+0.00059078i,0.00019899+0.0003413i,-0.00044371+0.00020556i,-0.00026743+0.00049968i,-0.00030766+0.0010586i,-0.00061206+0.0007866i,-0.0002526+0.00026453i,-0.00019678+0.00032118i,-0.00045592-0.00026945i
-0.0020381-0.0033235i,-0.0014025-0.0021816i,-0.0016091-0.0015372i,-0.0014615-0.0014366i,-0.00012201-0.0012955i,0.0008948-0.00047604i,0.0018278-0.00054914i,0.0017089-0.00099558i,-0.00011676-0.00088538i,-0.0011385-0.00041819i,-0.00053704+0.00095339i,6.4476e-05+0.0016684i,0.0010134+0.0018i,0.0017559+0.0015521i,0.001457+0.00061111i,0.00052203-0.00016608i,0.00019318-2.5146e-06i,0.00020502+6.3855e-05i,0.00041966-0.0001573i,0.00048363+7.0084e-06i,0.00014111-9.1755e-05i,0.00043968-0.00040315i,0.00084452+3.6816e-05i
0.0015172-0.00012937i,0.0014273-0.00073437i,0.00083323-0.00041783i,-0.00027376+0.0010507i,-0.0012402+0.0018514i,-0.00034284+0.0017382i,0.00087403+0.0009982i,0.0004716-0.00027192i,-0.0005862-0.00071704i,-0.00040924-0.00038321i,-0.00024471+6.8986e-05i,-0.00033782-7.6237e-05i,-5.4885e-05+1.5945e-05i,-0.0002487+0.00051199i,-0.00016477+0.00015255i,-0.00012037-0.00019103i,-0.00026724-0.00064392i,0.00035117-0.00053546i,0.00045695+0.000502i,-0.00025353+0.00036245i,-0.0001932-0.00049848i,0.00064041-0.00031723i,0.00068158+0.00023263i
