-0.0010185+1.7023e-05i,-0.00076303+0.00014016i,-0.0026476+0.0004333i,-0.0022985+0.00020033i,-0.001795+0.0002333i,-0.0018206+0.0010855i,-0.0015653+0.0011496i,-0.00088186+0.00046004i,0.00040366+0.0003694i,0.0013361+0.00051109i,0.0016393+0.00062138i,0.0015833+0.00041009i,0.00094749+0.00041021i,0.00080935-0.00017852i,0.00067578-0.00012476i,-0.00049544+0.00051319i,-0.00088034+0.00054063i,-0.00022892+0.0003402i,1.4654e-05+0.00033467i,0.0001999-4.1103e-05i,0.0002261-0.00032391i,-0.00058041+0.00021108i,-0.00051525+0.0002743i
0.00081174+0.00013941i,0.00019797+0.00031007i,-1.4079e-05+0.00021374i,0.001264-0.00019019i,0.0017992-0.0012163i,0.00070966-0.0013328i,0.00056879-0.00028472i,0.0010267-8.1371e-05i,0.00014301-0.00068888i,-0.00013706-0.00069166i,4.2894e-05-0.00048056i,-0.00055404-9.7895e-05i,-0.0009114+0.00048496i,-0.00099028+0.00041722i,-0.00085541-6.601e-05i,-0.00041404+8.4122e-05i,0.00070631+0.0002764i,0.0012192-0.00018152i,0.0012939-0.00089609i,0.0013747-0.00069461i,0.0014779-0.00012278i,0.00089021-1.1142e-05i,0.00023965-0.0003287i
-0.0010071+0.00074293i,-0.0013294+0.0006525i,-0.0017523+0.0010495i,-0.0014664+0.0023011i,-0.0012957+0.0015731i,-0.00076386+0.00027359i,-0.00084704+0.00043952i,-0.0015672-9.0774e-06i,-0.0011065-0.00065029i,0.00056831-0.00014764i,0.0012336+0.00039945i,0.00072346-0.00029559i,0.00051614-0.00061958i,-0.00039452-0.00052364i,-0.0004197-0.00019291i,-4.7094e-05+0.00053437i,-0.00066677+0.001318i,-0.00071162+0.0017446i,-0.00075249+0.0012203i,-0.0012285+0.00075909i,-0.00048457+0.0010088i,0.00010477+0.00059703i,0.00050974+0.00034043i
-0.00045624+0.0010689i,0.00055371+0.0018838i,-0.00056784+0.0020593i,-0.0017175+0.0010613i,-0.0013116+5.131e-05i,-0.00019595-0.0012698i,0.00038553-0.0020473i,0.00017078-0.0015223i,-0.00012076-0.0012269i,9.5878e-05-0.001037i,0.0003508-0.0010129i,0.0013065-0.001217i,0.0021313-0.00093204i,0.0014761+0.00023842i,-0.00020018+0.0011156i,-0.00067174+0.00026222i,-2.3331e-05-0.00033299i,0.00017465-0.00028706i,-8.401e-05-0.00031311i,-0.00070964+0.00033381i,-0.00055929+0.00015844i,-0.00030944-0.00039762i,-0.0003436-0.00071565i
-0.0016996-0.0011242i,-0.001039-0.00059975i,-0.00063888+0.0006661i,-0.0011615+0.001191i,-0.0010957+0.00044366i,-0.0007233-0.0010009i,-0.0014386-0.00091137i,-0.0013401-0.00036787i,-0.00083365-0.00055185i,-0.00046566+9.1834e-06i,0.00025248+0.0010461i,0.00077749+0.00021016i,0.00082907-0.00015949i,0.00024135+9.8328e-05i,-0.0002816+5.8656e-05i,-9.1147e-05-0.00020615i,0.00024662-7.1781e-05i,0.00085533+0.00030837i,0.00036017-0.000352i,-0.00044215-0.00035812i,0.00042334+0.00052647i,0.0011319+0.00049435i,0.00073453-0.00033703i
0.0010644-0.00025454i,0.00061685-0.00085694i,0.00013409-0.001012i,0.00064152-0.00089865i,0.00037286-0.0010229i,7.1274e-05-0.000552i,-0.00034778-0.00022828i,-0.00084313-0.00026677i,-0.00022296-0.0002359i,0.00046521+9.7102e-05i,0.0008726+0.00040662i,0.00070522+1.9552e-06i,-4.3106e-06-0.00024836i,-0.00022499-0.0010671i,-0.00087163-0.001504i,-0.0010705-0.00053361i,3.5033e-06+0.00058389i,0.00025115+0.001222i,-0.00047456+0.0018699i,-0.00057802+0.0017625i,-0.00057663+0.0009204i,-0.00084413+0.00034757i,-0.0003721+0.00015455i
0.0017053+0.0015639i,0.0023393+0.0018944i,0.0031574+0.0009428i,0.0028753-0.0010291i,0.00091886-0.001897i,-0.00096646-0.0020994i,-0.0012479-0.001576i,-0.00083439-0.00080801i,-0.00054832-0.00020599i,0.00042281-0.00012975i,0.00072101-0.0006564i,0.00047732-0.00096521i,0.00028808-0.0011395i,0.00023188-0.00055832i,-3.3137e-05+0.00046912i,-0.00061134+0.00012674i,-0.00092151+1.4517e-05i,-0.0012522+0.0010262i,-0.00088384+0.0010745i,-0.00040798+0.00052377i,-0.00074103+9.238e-06i,-0.00054595-0.00048311i,6.1785e-05-0.00065795i
0.00036096+0.0008715i,0.00054273+0.00085922i,0.00095656+0.00014984i,0.0017361-7.8515e-06i,0.0015831-6.0158e-05i,-0.00058625-0.00059561i,-0.00072598-0.00077552i,0.00012651-0.00065147i,-0.00063028-0.0012214i,-0.00099493-0.001389i,-0.00014849-0.0011742i,8.3829e-05-0.001247i,-0.00010781-0.00072489i,-0.00015929-0.00013288i,-0.0002212-0.0001638i,-3.646e-06+0.00067163i,9.7134e-05+0.00041475i,9.5033e-06-0.00066522i,-0.00011899-0.00084717i,-0.00025659-0.00055511i,0.00030842-0.00036593i,0.0010683-0.00024481i,0.00057649-0.00054508i
4.3571e-05-0.0018022i,-0.0009712-0.0016843i,-0.0019047-0.00020052i,-0.0018167+0.0014114i,-0.0013327+0.0022628i,-0.00052153+0.0022418i,-0.00041319+0.0014401i,-0.0007548+0.00068497i,-0.00070044-0.00034475i,-0.00043828+3.9285e-05i,0.00017252+0.00060712i,0.00046442+3.9991e-05i,-0.00046385+4.4517e-05i,-0.00037432+0.000467i,0.00014529+0.00030699i,0.00036601+5.5048e-05i,0.00074115+0.00057166i,0.00034403+0.00068434i,-0.00022935+0.00086921i,-6.6895e-05+0.0012172i,-0.00028377+0.00057514i,-0.00020786+0.00035633i,-0.0001654+0.00082491i
-0.0016887+0.0018621i,-0.0011183+0.0025392i,-0.0012841+0.0027189i,-0.0007256+0.0018383i,-0.00051473-0.00024418i,5.2006e-05-0.0015011i,0.00056363-0.0015391i,0.0003886-0.0017662i,0.00049838-0.0013854i,0.00050789-7.2274e-05i,0.00039448+0.00071442i,0.0003839+0.00022323i,0.0001534-0.00047159i,-0.00022687-0.00096431i,-0.00052312-0.00075412i,-0.0005528+0.00023961i,-0.001467+0.00093218i,-0.0010573+0.00097868i,-8.9114e-06+0.0005004i,0.00020218-0.00036546i,0.00027248+1.4922e-05i,-0.00039383+3.6751e-06i,-6.4099e-05-0.0010244i
0.00020165-0.0014185i,-0.00032418-0.00082828i,-0.0011656-0.0014399i,-0.0013039-0.0018146i,-0.00042005-0.0013537i,-9.1937e-05-0.0010141i,-0.00057991-0.00086219i,-0.00091158-0.00054839i,-0.00086376-0.00047182i,-0.00073142-0.00071902i,-0.00017089-0.0010124i,0.00045342-0.00098119i,0.0013135-4.0348e-05i,0.0019374+0.00010898i,0.00077731-1.0551e-05i,-0.00032072+0.00016783i,-0.000193-3.409e-06i,0.00040547-0.00047656i,0.00062194-0.0016186i,0.00037274-0.0018879i,-0.00030371-0.00069507i,6.9288e-05-0.00035292i,0.00081033-0.00020235i
0.0016017-0.00026345i,0.0012556-0.00065084i,0.0023456-0.0021583i,0.0021212-0.0023642i,0.00037626-0.0019776i,-0.00020774-0.00034543i,-6.7861e-05+0.0012021i,3.9013e-05+0.00030752i,5.5159e-05-0.00060057i,-6.4471e-05-0.00013059i,0.00011816-7.5833e-05i,-0.00034902-0.00022897i,-0.00043877-0.00027174i,7.1908e-05-0.00035723i,-8.0945e-05+5.4257e-05i,0.0004114+0.0005669i,0.0010538+0.00039993i,0.001675-0.00026094i,0.0013297+0.00017519i,0.00048182+0.00046903i,0.00037081+0.00075252i,-4.0928e-05+0.00067978i,-0.00042804-0.00024337i
0.0014257+0.00077091i,0.0015263+0.00013372i,0.00068155+0.00065864i,8.0659e-05+0.0012335i,-0.00048446+0.00059943i,-0.0011339-0.00046433i,-0.001174-0.0010394i,-0.000812-0.00094285i,-0.00045219-0.00060706i,0.00028244-5.3915e-05i,0.00090155-0.00061311i,0.00089742-0.0012571i,0.00052875-0.0013417i,0.00054201-0.001003i,0.00067241-0.00025864i,0.00027514+0.00010589i,-0.0001495+0.00036438i,-0.0011039+0.00078583i,-0.0012681+0.00093347i,-0.0007275+0.00042388i,-0.00018628-0.00025988i,-0.00012236-0.00057483i,-7.5248e-05-0.00082365i
5.5173e-05+0.00086245i,0.00043313+1.4868e-05i,0.0019525+0.00060862i,0.0023302+0.0015997i,0.0010857+0.00053106i,9.942e-05+0.00015947i,-0.00025714+0.00053049i,-4.1314e-05+0.00028491i,-0.00014668+0.00017396i,-0.00035526-0.00051902i,0.00018205-0.00092859i,0.0004389-0.00030014i,0.00046047-0.00051355i,0.00044241-0.00067395i,0.0002559-0.00023096i,-0.00032422-0.00048929i,-0.00057786-0.00054179i,0.00012406-7.0673e-05i,-0.00010285+0.00028813i,-0.00045957+2.0519e-05i,-3.459e-05-0.00032762i,-0.00021896-0.00070947i,-0.00046868-0.00021949i
-0.0012214-0.00039153i,-0.00091849-0.00069639i,-0.0013282+0.00020366i,-0.00077189+0.00043539i,-0.00065761+0.00010481i,-0.00093431+0.00048966i,-0.00052593-7.9686e-05i,-0.0005388-0.00086902i,-0.0012633-0.00054249i,-0.0011572-0.00038277i,-0.00011367-0.000518i,0.00063391-0.00049526i,0.0009841-0.00093194i,0.00098546-0.0011961i,0.00034002-0.0011252i,-0.000174-0.00010794i,0.00083228+0.0012157i,0.001865+0.0016252i,0.0013738+0.00092452i,0.00066536+0.00051531i,9.3665e-05+0.00084846i,-0.0001989+0.0007161i,-0.00018788+0.00020407i
-0.0014437-0.00089989i,-0.00079489-0.00053663i,-0.0010318+0.00041483i,-0.0011533+0.00059962i,-0.00069266-0.00018521i,-0.00046921-0.00084011i,-0.00011823-0.0009051i,0.00024036-0.0010432i,0.00056954-0.0007803i,0.00065047+0.00042455i,0.00083462+0.00112i,0.0012802+0.000309i,0.00099299-0.00034857i,-0.00019858+0.00019178i,-0.00095703+0.00073658i,-0.0011954+0.0011845i,-0.0011892+0.0014463i,-0.0014644+0.0014959i,-0.0020281+0.0012874i,-0.0015793+0.0013616i,-0.00052053+0.0014358i,-0.00011992+0.00071207i,0.00015639+0.00017448i
0.00039954+0.00011256i,-8.7958e-05+0.0001072i,0.00017272+0.00034269i,0.00060523+0.00011206i,-0.00026918-0.00089976i,-0.0013419-0.0013929i,-0.0011709-0.00056679i,-0.000243+0.0001991i,-0.00032221-0.00066181i,-0.00036909-0.00088073i,0.00031708-0.00019902i,0.00057448+0.00025371i,0.00042879+0.00043741i,0.0001479+8.6199e-05i,0.0002862-0.00010281i,0.00057932-0.0001704i,0.00011981-0.00043741i,7.1534e-05-0.00046181i,7.2935e-05-0.00057325i,-0.00041569-0.00020998i,-0.00027362-0.00018855i,0.0002668-0.00083547i,8.9355e-06-0.0011581i
0.00032451+0.0017195i,8.0366e-05+0.0015175i,0.00019679+0.0028187i,0.00025481+0.0029481i,-0.00010759+0.0012025i,-0.0016396-4.855e-05i,-0.0014031-0.00017801i,-0.00041378+0.00022033i,0.00029226+0.00015983i,0.00069903+9.8613e-05i,0.00014225-0.00025128i,4.2233e-06-0.0013381i,0.00045343-0.0015569i,0.00024027-0.00082782i,-0.00017015-0.00070488i,0.00012443-0.00079984i,0.00032999-0.00014819i,0.00058929+8.1389e-05i,0.00088302+0.00013737i,0.0009963+0.00048624i,0.0011685+0.00031927i,0.00046814+0.0001963i,-0.00089727+0.00038355i
0.00013236+0.0004257i,3.2897e-05+0.0012964i,0.00079778+0.0010042i,0.00058397+0.00029288i,-4.1848e-06-0.00017646i,-0.00059584-0.00072995i,-0.00090592-0.00093302i,-0.00047324-0.001304i,0.00017535-0.0016728i,0.00038929-0.0010751i,0.00062004-0.00073626i,0.00057078-0.0015027i,0.0005385-0.00099998i,0.00059086-4.6211e-05i,0.00029357+0.0004812i,-7.3925e-05+0.0011656i,-0.00012505+0.0012844i,-0.00065229+0.00089377i,-0.00096863-0.00022976i,-0.00053662-0.0010106i,-7.803e-05-0.00085747i,4.5408e-05-0.00012271i,-0.00028007+0.00059677i
-0.00088391-0.0020889i,-0.00066971-0.0025015i,-0.00059267-0.0015859i,-0.00095702-0.0011957i,-0.0013845-0.0011897i,-0.00068731-0.0019833i,1.875e-05-0.0014977i,-0.00016256-0.00114i,0.00040116-0.0017242i,0.0011151-0.00055441i,0.00075497+0.00048978i,0.00055109+0.0007043i,0.00062411+0.0010536i,0.00033874+0.00021734i,-0.00022533-0.00070711i,-0.00030306-0.00037934i,3.714e-05+0.00027792i,0.00035475+0.001054i,-0.00013088+0.00080844i,-0.00086561-0.0001348i,-0.00090659-0.00049847i,-0.00025737-0.00020335i,0.00035259+0.00064565i
0.00033496-0.00072561i,-0.00010484-0.0012903i,0.00020783-0.00096335i,0.00049077-0.00013969i,0.00038023-0.00030841i,-0.0002161+0.00048016i,-0.00054977+0.00031464i,-0.00083323-0.00082974i,-0.00020671-0.00027771i,0.00026662+0.00058252i,8.9078e-05+0.00084721i,-9.3519e-06+0.00057795i,0.00013882-0.00074627i,0.00022859-0.0011622i,0.00030916-0.000282i,0.00022692+3.8546e-05i,4.6305e-05+2.9158e-05i,0.00032942+0.00044161i,0.00034224+0.00087172i,-0.00031767+0.0009231i,-0.00089734+0.00037432i,-0.00077989-0.00015835i,9.9829e-05-2.5475e-05i
-0.0027267+0.00031273i,-0.0015434-0.00041672i,-8.1534e-05+0.00041482i,0.00071653+0.0014168i,0.00087679+0.00082053i,0.00080496+2.0508e-05i,0.00039128-0.00034357i,4.0976e-05-0.00046483i,-1.7328e-05-2.9329e-05i,-8.1902e-05+0.00070974i,-0.00013986+0.00022241i,0.00041567-0.00014078i,0.00096794-0.00060387i,0.0016888-0.0012452i,0.0013235-0.0011491i,0.00035776-0.00011024i,0.00011421+0.00067672i,-0.00039601+0.00032074i,-0.00076637+0.00084123i,-0.00086731+0.0019689i,-0.00096786+0.0018618i,-0.0011548+0.0011414i,-0.00049089+0.00065948i
-0.00014196+4.5672e-05i,-0.00048445+0.00090715i,-0.0017327+0.0024192i,-0.0012169+0.0018795i,-0.00063628+0.00041504i,-0.00057913-0.00054924i,-0.0003904-0.00089127i,4.1661e-05-0.00044308i,-0.00010197+0.00013569i,0.00031496-0.0003199i,0.001525-0.00059865i,0.00089603-0.00067394i,0.00073957-0.00074239i,0.00036559-0.00053831i,-0.00036221-0.00059822i,-0.00077891-0.00060129i,-0.0012791-0.0003576i,-0.0011311-0.00074226i,-0.0007146-0.00014739i,-0.00074714-9.1046e-05i,-0.00031925-0.00049352i,0.00044451-0.00032574i,0.00046346-0.00030784i
0.0001487+0.0015712i,0.00070053+0.0015396i,0.00095033+0.0015603i,0.00066533+0.0012498i,0.00077856+0.00016351i,-0.00014185-0.0014467i,-0.0010045-0.0013673i,-0.00060515-0.00030235i,-3.0048e-05-0.00042457i,0.00051532-0.00043203i,0.00019133-0.00013762i,-0.00087405-0.00053804i,-0.0011308-0.001416i,-0.00077844-0.0011931i,-0.0009365-9.8905e-05i,-0.00030986-0.00014727i,0.00098454-0.00038281i,0.0011972+3.6843e-05i,0.0012675+4.5701e-05i,0.0015579-0.00041824i,0.0011007-0.00082409i,0.0006761-0.00066944i,0.00021443-0.00017723i
-5.1989e-05+0.00052763i,-0.00035311+4.6472e-05i,-0.00015832+0.0005977i,-8.4872e-05+0.0012117i,-0.00061015+0.00023836i,-0.00082486-0.0012592i,-0.00065935-0.0014136i,-0.00050194-0.001773i,-0.00030384-0.0015325i,0.00030269-0.00013617i,0.00092904-0.00059861i,0.0012505-0.0015031i,0.0008291-0.0013955i,0.00010655-0.00054655i,0.00027132+0.00020925i,2.442e-05+0.00021984i,-0.00070225+0.00062108i,-0.00077266+0.00089491i,-0.00079051+0.00076038i,-0.00091826+0.00059745i,-0.00076472+0.000459i,-5.4642e-05+0.00047518i,0.00073398+0.00043588i
-0.00025495+0.00038204i,-0.00040753+0.00049243i,-0.0001809-0.0003708i,-0.00043033-0.00025164i,-0.00077233-9.0235e-07i,-0.00016828-0.00040844i,-0.00024523-0.00037818i,-0.00057815-0.00063649i,-0.0011136-0.0012734i,-0.00090822-0.00045368i,0.00033206+8.1565e-05i,0.001151+0.00019894i,0.00091979+6.6298e-05i,0.00032558-0.00015327i,0.00047578+0.00015722i,0.00098742+0.00011221i,0.00065434-0.00012434i,-0.00056218-0.00031212i,-0.00093743+9.5552e-05i,-0.00043277+0.00022918i,-0.00068208+0.00050525i,-0.0010085+0.00059269i,-0.00037661+0.00012503i
-0.001386+3.2464e-05i,-0.00038933-0.00013446i,0.00043333+0.00019779i,0.00087978+0.00073599i,-2.3311e-06+1.6674e-05i,-0.0004439-0.0011098i,-9.6482e-06-0.00084014i,-0.00011475-0.0001916i,-0.00057458-7.0587e-05i,-0.00065007+0.00017757i,0.00031331+0.00061154i,0.0014359+0.00033626i,0.0014265+0.00014867i,5.2655e-05+0.0001926i,-0.00036039+0.00046983i,-0.00061088+0.00064693i,-0.00095094+0.00094157i,-0.00055388+0.0010776i,-3.251e-06+0.00045003i,-5.9556e-05-0.00023665i,0.00046662-0.00084096i,0.001188-0.0010139i,0.00077599-0.00060191i
0.0008639+0.00065541i,0.0011934+0.00021264i,0.0013254-0.00012732i,0.00062676-0.00086203i,0.00033144-0.0017214i,-0.00015319-0.0018248i,-0.00094074-0.0012602i,-0.0006823-0.00071508i,0.00035799-0.00056538i,0.00068514-0.00049557i,0.00045021-0.0006677i,-0.0001072-0.00077584i,-0.00080861-0.0013634i,-0.00071813-0.001849i,0.00043355-0.0010962i,0.00075292-7.9667e-05i,0.00014441+0.00071648i,-0.0004519+0.0010212i,-0.00056616+0.0015953i,-0.00055771+0.0018985i,-0.00020749+0.0012784i,0.00050109+0.00036374i,7.5167e-05-2.7958e-05i
-0.00091363+0.00086358i,-0.0007744+0.00026713i,-0.0001455+0.00083061i,0.00049853+0.00063842i,0.00069174-0.00010059i,1.5852e-05-0.00051066i,-0.00061249-0.00068448i,-0.001061-0.00014193i,-0.00086611-0.00052701i,0.00010779-0.00063669i,0.00066948-0.00022132i,0.0011796-0.00060385i,0.00094542-0.00044488i,-0.00010011+0.00043959i,-0.00056701+0.00053588i,-0.00087027-0.00011927i,-0.0013679-0.0009527i,-0.00079605-0.0011657i,-0.00041838-0.00055017i,-0.0015885+6.8829e-05i,-0.0018086+2.7958e-05i,-0.00068876-4.0736e-05i,-0.00026077+0.00033218i
-0.00062609-0.00041849i,-0.00078303+0.00052876i,-0.0010256+0.00044109i,-0.0011544-0.00055032i,-0.0010277-0.0017375i,-9.0566e-05-0.0010606i,-0.00030604+2.1369e-05i,-0.001204-0.00041962i,-0.00087235-0.00091102i,-0.0003313-0.00046768i,0.00010448-0.00071728i,0.00041905-0.00077499i,0.00029147-0.00010043i,2.4068e-05+0.00045589i,-0.00024473+0.0004873i,0.0003665+1.0594e-05i,0.00046304+0.00053353i,0.00030146+0.0011156i,0.0016016+9.7691e-05i,0.0016682-0.00074669i,0.00045762-0.00095705i,0.0007392-0.00096694i,0.0011393-1.4825e-05i
-0.00043585+0.00055118i,-0.00060947-4.954e-05i,-0.00024502+0.00026812i,0.00027166+0.0010518i,0.00015846+0.00059132i,-0.00016213-0.0002725i,-0.00023197-0.00016294i,4.6648e-05+0.00014246i,-6.031e-05+5.2454e-05i,9.3147e-05+0.00011219i,0.00030684+0.00027133i,0.00064966-0.00061753i,0.00099504-0.0010996i,-8.6001e-05-0.0002433i,-0.00044339+0.00030391i,0.00028506+0.00046377i,0.00041415+0.0011655i,0.00067313+0.0016959i,0.0012846+0.0017012i,0.00050922+0.0015508i,-0.00023733+0.0017643i,-0.00034622+0.0011143i,-0.00027646-0.00038935i
0.00032609+0.00085883i,0.00096456+0.00035677i,0.00068123+0.0012233i,0.00095833+0.00090922i,0.0010892-0.00065637i,0.00029887-0.0019573i,-0.0010829-0.001733i,-0.0011362-0.00077964i,-0.00015156-0.00052747i,-3.1839e-05+1.1918e-05i,0.0001537-0.00021925i,0.00081431-0.00079645i,0.00071881-0.00067754i,-0.0002115-0.00065259i,-0.00033184-0.00065468i,-0.00042292-0.00078858i,-0.00049997-0.00042203i,-0.00030091-6.9889e-05i,-0.00039754+0.00024976i,-0.0004994+0.00019647i,-7.4174e-05+0.00015109i,0.00022719-0.00036661i,-0.00022067-0.0005261i
0.001364-0.00102i,0.00096405-0.00076663i,-5.4998e-05-0.0013682i,-0.0010254-0.0017909i,-0.0021569-0.00063024i,-0.0025666+0.00017685i,-0.0014244-0.00012918i,-0.00051534-0.00026846i,-4.0118e-05+0.00017671i,-0.00017411+0.00045715i,-0.00023974+0.00019957i,-7.2915e-05+0.00058465i,0.00050081+0.00070349i,7.7711e-05-0.00017438i,-0.00045644-0.00015913i,0.00014542+0.0006572i,0.00026853+0.00031822i,0.00080496-0.00026399i,0.0010858-0.00040808i,0.00014301-0.00052998i,7.8521e-05+0.00010515i,-3.3976e-06+0.00080661i,-0.00020404+0.00032821i
-0.00016475-0.0026359i,-0.00056718-0.0022724i,-0.0010479-0.0018946i,-0.00092419-0.00095638i,-0.0010471-0.00030276i,-0.00088607-0.00026356i,-0.00017879-0.00048111i,0.00054867-0.0010642i,0.0011204-0.0013155i,0.00079046-0.00034694i,0.0002456+0.0003046i,-0.00027634+0.00021584i,-0.00025374+0.00042941i,-0.00050829+0.00028632i,-0.00055629+0.00031303i,-0.00022697+2.3908e-05i,0.00014552-0.00029369i,0.00029228+0.00069874i,0.00025696+0.00079003i,0.00044252+0.00035489i,-0.00017559+0.00067888i,-0.00016692+0.0008108i,-0.00025332+0.00068589i
-0.0023891-0.00042103i,-0.0022529-2.808e-05i,-0.0019136+0.00029336i,-0.0014983+9.6785e-05i,-0.0012908-0.0010381i,-0.00057901-0.0021068i,0.00079651-0.001718i,0.00091418-0.00047372i,0.00039784-3.4621e-06i,0.00020498-0.00013372i,0.00046527-0.00062044i,0.0010395-0.00073415i,0.00076469-0.00028434i,-0.00019433-0.00028722i,-0.00066417+0.00012889i,-0.00051689+0.00061104i,-0.00052781+0.00024576i,-0.00089526-0.00025169i,-0.0011751-0.00021982i,-0.00099886+0.00061552i,-0.0010142+0.00095061i,-0.00056433+0.00065845i,-0.00030346+6.4412e-05i
-0.00060152+0.00046807i,-0.0010583+0.00039902i,-0.00087687+0.00044965i,0.0005503+0.00095473i,0.00079623+0.00045799i,0.00022642-0.00026438i,-5.246e-05-0.00097583i,6.6679e-05-0.0011338i,0.00030955-0.00016804i,0.00048032+0.00016663i,0.00071429-0.00044688i,0.001085-0.0010007i,0.0013142-0.00073944i,0.00083777-0.00027695i,0.00097058-2.6537e-05i,0.00092004-0.00017557i,0.00032728-0.00035059i,0.00050685-0.0006251i,0.00073885-0.00069231i,0.00035138-0.00044259i,0.00033597-0.00027563i,0.000335+0.00036308i,0.00054132+0.000666i
0.00015289+0.00031075i,0.00069183+0.00070451i,0.0017025+0.00090921i,0.0017074+9.9701e-05i,0.00033522-0.00089931i,-7.7137e-05+0.00013578i,0.00095551+0.00037727i,0.0016769-9.6922e-05i,0.0012134+0.0002916i,0.00067145+0.00042117i,0.00099211+0.00025031i,0.0005029+0.00032505i,6.9684e-05+0.00023406i,-0.00020978+0.00042954i,-5.7327e-05+0.00082528i,0.00052567+0.0010378i,0.00051444+0.0013011i,0.00057588+0.0015074i,0.00076907+0.00053456i,-9.9459e-06-0.00038345i,-0.00059987-6.6351e-05i,-0.000403+0.0002102i,-9.7762e-05+5.0902e-05i
-0.00031509-0.0015849i,-0.00092542-0.001704i,-0.0019373-0.000119i,-0.0018114+0.00027933i,-0.00093376+0.00014986i,-0.00078813+1.2269e-05i,-0.00057403-0.00098504i,-0.00015145-0.0015613i,-0.0006318-0.0012048i,-0.00045438-0.00067914i,0.00022274-0.00026365i,0.00057346-0.00015927i,0.00032565+0.00011176i,0.00016575-0.00017527i,0.00048552-0.00037615i,-0.0002887-0.00043065i,-0.0010576-0.00041329i,-0.00051916+0.00041858i,0.00016694+0.00077711i,0.000101-2.8847e-05i,-0.00062012-0.00037024i,-0.00084343-0.00070219i,-0.00033527-0.0010544i
-0.00060934+0.0012156i,-0.00025445+0.0017201i,0.00048858+0.0029712i,0.0007647+0.0021545i,0.00098846-0.00029859i,0.0011878-0.0014538i,0.0008055-0.0013573i,-0.00067093-0.00083298i,-0.00078557-0.00071638i,0.00040586-0.0001828i,0.0020183+0.00028726i,0.0021852+0.00012748i,0.0012112-0.00049132i,0.00067892-0.00062285i,-0.0002149-0.00088712i,-0.00026564-0.0012949i,-0.0005848-0.001301i,-0.00054513-0.0015827i,7.3796e-05-0.00073835i,-0.00021416-0.00031852i,-0.00033027-0.00065636i,3.3028e-06-0.00029415i,1.0249e-05-4.4696e-05i
0.0013843-0.00032192i,0.00098273-0.00041752i,0.00084294-0.00072092i,0.0011453-0.0012955i,-0.00059491-0.001858i,-0.0027228-0.0022737i,-0.0017878-0.0019457i,-3.0691e-05-0.0011908i,0.00038004-0.0007088i,0.00073034-0.0002452i,0.0010231-0.00091742i,0.0015062-0.0014886i,0.0015212-0.0010379i,0.00084765+0.00023983i,0.00017765+0.0011051i,7.2403e-05+0.00057757i,0.00069267+0.00066217i,0.0006956+0.00058568i,0.00085399-9.1944e-05i,0.00090231-0.00096258i,7.5122e-05-0.00093592i,-0.00096+0.00053475i,-0.0013345+0.00068911i
0.0011261-0.00089328i,0.0002705-0.00098596i,0.00016042-0.0012371i,4.5301e-07-0.00085846i,-0.00027451-0.00061153i,-0.00035261+0.00018273i,-0.00097268+0.00026796i,-0.0009332-0.00015754i,-7.8848e-05-0.00088202i,0.00039969-0.0012615i,0.00063552-0.00057052i,0.00049537-0.00048479i,0.00058114-0.0010182i,0.001138-0.00043248i,0.0011197+0.00069789i,0.00027296+0.00012705i,-0.0010476+0.00061623i,-0.0012728+0.0017381i,-0.00026985+0.00081656i,0.00071531+0.00059159i,0.00096202+0.0010562i,0.00044953+0.00085275i,-0.00032187+5.6499e-05i
-0.0016308+4.7101e-05i,-0.00097865+1.7413e-05i,0.00031339+0.0004255i,0.00076364+0.00031443i,0.00089324-0.00014874i,0.0014172-0.00067517i,0.0014728-0.00084461i,0.00011167-0.0001722i,-0.00087319+0.00054836i,-0.00032795+0.00095946i,0.00037149+0.0010634i,0.0004307+0.00020832i,-0.00014072-0.00021124i,-0.00052518-0.0005855i,-0.00035787-0.0012273i,-4.0605e-05-0.0010357i,1.1182e-05-0.0003026i,6.0117e-05-0.00024359i,-9.4849e-05-0.00013124i,-0.00085692-1.775e-05i,-0.0014217-0.00028582i,-0.00085273-0.00040531i,1.0794e-06-0.00069661i
0.00085366-0.0015948i,0.0010698-0.0018053i,0.00078564-0.0012121i,-0.001046-0.00045347i,-0.0017052-0.00074639i,-0.0007782-0.00078277i,0.00025271-0.00066863i,0.00041863-0.0007061i,-0.00014697-0.00061676i,-0.00018402+4.5499e-05i,-6.4783e-05+0.00061877i,0.00031695+8.9567e-05i,0.0009457-0.00026308i,0.00053554+0.00022604i,-0.00031693+0.001072i,-0.00018334+0.0011398i,0.00013634+0.0007876i,0.00070767+0.00047816i,0.00071255-0.00072354i,-0.000296-0.0014987i,-0.00034426-0.00052279i,-8.6424e-05+0.00037313i,-0.00061295+0.0001229i
