-0.00098959+0.00013789i,-0.0010465+3.1076e-05i,-0.0017747-0.000761i,-0.00095525-0.001323i,-0.00075886-0.00066522i,-0.0018694+0.00029908i,-0.0017515+0.00056928i,-0.0011116+0.00091771i,-0.00055337+0.0008227i,-2.9574e-05+0.00032366i,0.00020377+0.00020062i,0.00061509-3.0457e-06i,0.0002795-0.00023599i,-0.0006264-0.00031015i,-0.00060846-0.00082605i,0.00023401-0.00037867i,0.00062546+9.8276e-06i,0.00031272-0.00070708i,-9.275e-05-0.00052391i,-0.00042088-0.00052688i,3.9147e-05-0.0010895i,0.00014462-0.00086262i,-0.00044315-0.00044211i
-0.0007668+0.0019751i,-0.0015194+0.0019244i,-0.00099966+0.0011086i,0.00031083-0.0013119i,0.00069025-0.0024827i,0.00020144-0.0025975i,-0.00096169-0.0015492i,-0.00075158-9.6483e-06i,0.00018435+0.00025845i,0.00045021+0.00012852i,0.00050634+0.00010892i,-0.00018892-0.00016202i,0.00032139-0.00066509i,0.0010367-0.00070196i,0.00044738-0.00090939i,0.00032221-0.00075349i,0.0009057+0.00017427i,0.0010112-0.00052818i,0.00041989-0.00084125i,0.00033479-0.00042673i,0.00080552-0.00017905i,0.0005663+0.00050189i,-5.7063e-05+3.8685e-05i
-0.0016471-0.0014926i,-0.0011893-0.00079694i,-0.0014519-0.00039892i,-0.00049298-0.00073143i,0.00056916-0.001533i,0.0011482-0.0021839i,0.00089996-0.0017006i,-0.00011334-0.00084949i,-0.0007548+0.00095383i,-0.00071452+0.0017778i,-0.00086533+0.0016542i,-0.0008683+0.0022181i,-0.0001557+0.0019846i,0.00038379+0.00081775i,0.00020934+0.00025971i,-0.0005353+0.00028991i,-0.00089801+0.00090428i,-0.00046775+0.0010747i,0.00012268+0.00015758i,0.0002324-0.00031458i,0.0012207-0.00031306i,0.0017683-0.00011348i,0.00076813+0.00014838i
-0.00058956-0.00048918i,0.00032668-0.0014408i,-0.00084585-0.0020549i,-0.0023617-0.0032046i,-0.0026385-0.0032592i,-0.0017323-0.0017608i,-0.00077448+6.7968e-05i,-0.00090613+0.00086139i,-0.001284+0.0012572i,-0.00031687+0.00095879i,0.00032045+0.00025776i,-0.0002668+0.00011056i,-0.00058843+0.0001783i,0.00020196+0.00067068i,-4.3458e-05+0.00089685i,-0.00037602+6.8153e-05i,-0.00039678-0.00032466i,0.00014305+0.00053585i,0.0010238+0.0014591i,0.0014584+0.0013442i,0.0010138-0.00018961i,0.00064761-0.00078153i,7.1564e-05-0.00069428i
0.00032793+0.0027176i,0.0014071+0.0027217i,0.0016868+0.0021977i,0.00166-4.0868e-05i,0.00096439-0.0014464i,-4.4668e-05-0.00098712i,-0.00028029-0.0001501i,-0.00032919-9.4344e-05i,-0.0010053+0.00020376i,-0.0009866+0.00084698i,-0.00048947+0.00043592i,5.3601e-05-0.0010845i,-0.00092426-0.0019495i,-0.0018306-0.0015863i,-0.0021604-0.001259i,-0.0019746-0.0014391i,-0.00083839-0.0010419i,-0.00052877-0.00051214i,-0.00097918-0.00021227i,-0.00025761-5.0331e-05i,0.00069004-0.0004248i,0.00055271-0.0010669i,-6.1299e-06-0.0010117i
-0.00082871+0.00064832i,-0.00030026+0.00048855i,0.00059959+0.00091604i,0.00072615+0.00018829i,0.00086973-0.0011991i,0.0010663-0.002215i,-0.00021705-0.0022594i,-0.0010551-0.0019331i,-0.0011237-0.00048789i,-0.00019239+0.00079532i,0.001508+0.00051417i,0.0014854-0.00064294i,0.0010786-0.0011586i,0.00079329-0.00060494i,0.0002281-0.00028269i,0.00028797-0.00023737i,0.00024503+0.00012266i,7.1649e-05-0.00015928i,-0.00026897-0.00024073i,-7.8724e-06-0.00032181i,0.00038425-0.0011094i,-0.00078518-0.0014157i,-0.0011118-0.00097714i
-0.00033966+7.0567e-05i,0.00056333-0.00033527i,0.0016117+0.00031033i,0.0010373+0.00025964i,-0.00012371-0.0011679i,-0.0010724-0.0018434i,-0.0013892-0.001094i,-0.0010085-0.00024149i,-0.0001872+6.9515e-05i,0.00049481+0.00040346i,0.00076742+0.00081977i,0.00062627+0.0006137i,0.00027174-0.00011434i,0.00022501-0.00090938i,0.00059198-0.0016278i,0.0011356-0.0014817i,0.0015108-0.0012212i,0.0015814-0.0012927i,0.0015836-0.0014207i,0.00079369-0.0011737i,8.7909e-05-0.00072076i,0.00021116-0.00085897i,-0.00014915-0.00074925i
0.00065334-9.9599e-06i,0.00061677+0.00026972i,0.000101+0.00019893i,-0.00051301-0.00077447i,-0.0010294-0.0015781i,-0.001111-0.0020756i,-0.00027517-0.0019973i,-0.00021568-0.00050479i,-0.00045951+0.0015288i,-0.00046137+0.0016063i,-0.0011462+0.00087143i,-0.00076099+0.00073646i,0.00042955+0.00060224i,0.000446+0.00068781i,-0.00029868+0.0011342i,-0.00077623+0.0010755i,-0.00085591+0.00030725i,-0.00068998-0.00049702i,-0.000766-0.00070942i,-0.00039491-0.00063764i,0.00019697-0.00059396i,0.00037573-0.00017196i,0.00012986+8.0923e-05i
-0.0012393-0.001518i,-0.0019541-0.0028133i,-0.003519-0.003034i,-0.0044142-0.0020499i,-0.0041385-0.0015359i,-0.0027971-0.0015345i,-0.0017819-0.0011948i,-0.0010359+3.4249e-05i,-0.00059946+0.0010877i,-0.00056462+0.00090197i,0.00017867+0.00039759i,0.00089163+0.00054219i,0.00087095+0.00071187i,0.00081404+0.00070409i,0.0010795+0.00048265i,0.0013207-0.00013508i,0.0013347-0.00030289i,0.00037728-0.00064213i,-0.00021436-0.00039868i,0.00052065-0.00023199i,0.00027686-0.00081504i,0.00025792-0.00095079i,0.00052145-0.0010104i
-0.00045427-0.00065021i,9.3918e-05-0.00019181i,-0.00049924+0.00080757i,0.00045396+0.00051243i,0.0011899+0.000438i,0.0014256+7.4508e-05i,0.00059472-0.0004679i,-0.0010928+0.0002071i,-0.0014546+0.00078955i,-0.00022897+0.0013667i,0.0006895+0.0014299i,0.00060586+0.00023264i,0.00015248-0.00037732i,-0.00037509-5.3951e-05i,-0.00087836-0.00088536i,-0.00088778-0.002267i,-0.00063028-0.0021105i,-0.00017648-0.00088549i,0.00066595+1.6648e-05i,0.00083155-0.00027978i,0.00039175-5.1515e-05i,0.00059901+0.00037145i,0.00074037+0.00046428i
-0.0019723+0.00042597i,-0.0023405-0.00028775i,-0.0021674-0.0007284i,-0.00073276-0.00057775i,0.0003367-0.0011876i,-0.00025697-0.0020668i,-0.00018113-0.0019891i,-4.0576e-05-0.0011931i,-0.0010397+0.00023449i,-0.0010747+0.00079982i,-0.00063115+0.00079956i,-0.0003024+0.00067302i,0.00072944-0.00039897i,0.00051527-0.00096295i,-0.00091588-0.00056888i,-0.0012095+0.00045331i,-0.00031645+0.00077063i,-3.3828e-06+0.0003217i,-0.00051213+0.00022542i,-0.00093015+0.00074663i,-0.00038335+0.0015024i,-0.00055118+0.0014612i,-0.001077+4.4477e-05i
0.0027381+0.0010296i,0.0027959-0.00034211i,0.0024591-0.0016647i,0.0012236-0.0027141i,-0.00086301-0.0036568i,-0.0020491-0.0033957i,-0.0013417-0.0019989i,-0.00025878-0.00053726i,-0.00023038+0.00019695i,0.00012269+0.00040354i,0.00064431+0.00081252i,0.0010008+0.0011658i,0.00085842+0.00047745i,0.0002842-0.00040621i,0.0010853-0.00052936i,0.0016316-4.0805e-05i,0.0011174+0.00037894i,0.00065199+0.00018355i,0.00056734-0.00034362i,0.00030618-0.00068304i,-0.00052824-0.0010263i,-0.00076619-0.0007397i,-0.00014596-0.00024381i
-0.00055142+0.00083301i,-0.00094803-0.00045054i,-0.00095357-0.0011479i,-9.7473e-05-0.0017194i,7.4285e-05-0.0018796i,0.00027443-0.0015493i,6.387e-06-0.00092768i,-0.00095408+4.8675e-05i,-0.00041741+0.0010706i,0.00070653+0.0015017i,0.00030854+0.0013259i,-0.00022863+0.0010841i,-0.00029078+0.00067721i,-0.00037854-0.00033612i,-0.00014463-0.00073819i,-0.00069431-0.00039008i,-0.0012787-0.00067361i,-0.00090812-0.0019043i,-0.00049258-0.0019324i,-0.00085043-0.00095568i,-0.00082549-0.00080508i,-0.00010615-0.00015061i,-0.00041926-6.592e-05i
-0.00051197+9.8544e-05i,8.106e-05+0.0012989i,0.0013252+0.0011598i,0.00087912+0.00090251i,-0.00038564-0.00067942i,-0.00027663-0.001027i,0.00044683-0.00049986i,0.00026652+0.00032394i,-0.00058291+0.00053966i,-0.00054816-0.0001531i,0.00011943-0.00024257i,0.0009793-0.00050041i,0.0011502-0.00059737i,0.00020543+0.00017315i,-0.00046407+0.0003006i,-0.00037957+0.00020155i,-0.00067578+0.0004128i,-0.00081152+0.00051892i,0.00050071-0.00019945i,0.0015142-0.00071966i,0.00083369-0.0010581i,0.00012875-0.0010369i,-2.5652e-05-0.00077119i
-0.0018336-0.00082392i,-0.001969-0.0014164i,-0.0030857-0.00099138i,-0.0023129+0.00036336i,9.3833e-05+0.00047089i,0.0012971-0.00094449i,0.00031825-0.0010663i,-0.00035263-0.0001547i,-0.00076594+0.00058749i,-0.0009536+0.0010853i,-0.00021217+0.00068007i,0.00068053+0.00014581i,0.00089263-8.9457e-06i,0.0004283-0.00067592i,0.00025655-0.0010643i,0.00011664-0.0011738i,0.00011124-0.00063757i,0.00041836-0.00048898i,0.00057699-0.00048388i,0.00078804+0.00038674i,0.0010816+0.00062665i,0.00030151+0.00011322i,-0.00052024-0.00035919i
-0.0015041+0.00027283i,-0.00039763+0.0003975i,-9.3824e-05+6.4622e-05i,-0.00020959-0.0005299i,0.00019261-0.0010374i,0.00080896-0.0017154i,0.0013257-0.0011545i,0.00039086-0.00059828i,-0.0015674+0.00012111i,-0.00090403+0.0012948i,0.00073837+0.00090077i,0.00082846+0.00038592i,0.00038525+0.00042015i,0.00019813-0.00042991i,0.00023695-0.0010246i,-0.00026313-0.00025088i,-0.00041939-0.00011177i,-0.00075416-0.00031821i,-0.00096885+5.1036e-05i,-0.00014839+4.2607e-05i,0.0011173+0.00013595i,0.001348+0.00054143i,0.00058763+0.00084856i
0.00069586+0.000995i,0.0010772+0.0011806i,0.0015641-0.00066026i,0.0011934-0.0030535i,0.0009622-0.0044961i,0.00056871-0.0038719i,-0.00055432-0.0015559i,-0.0011077-0.00025883i,-0.0012992+0.00020127i,-0.0013886+0.00075875i,-0.0013612+0.00026269i,-0.0011336-0.00032081i,-0.00091536-0.00059494i,0.00010807-0.00090624i,0.00074979-0.0008056i,0.00052208-0.00027831i,-0.00011085+0.00029606i,-0.00069862+0.00047121i,-0.00044594+0.00025779i,-9.4595e-06+0.00023673i,-0.00050606+7.0545e-05i,-0.0018401-0.00017536i,-0.0020865-5.5041e-05i
-7.387e-05-0.00069686i,-0.00010987-0.0017881i,-0.00017729-0.0029291i,-0.00036612-0.003412i,-0.00065485-0.0034098i,-0.0014655-0.0028791i,-0.0017904-0.0014003i,-0.00097224-8.0655e-05i,-0.00039599+0.00081073i,-1.5695e-05+0.00072533i,0.00015094+0.00011172i,-0.00022799+0.00032911i,-0.00023776+0.0002987i,-0.00025708+2.519e-05i,-0.00057274-0.000445i,-0.00017695-0.00057008i,0.00038094-0.00058147i,0.00011578-0.0006454i,6.4921e-05-0.00050866i,0.00032491-0.00043776i,0.00069031-0.00033256i,0.00026474-0.00022141i,-0.00032287-0.0002439i
0.0035473-0.0012207i,0.002699-0.00087368i,0.0013817-0.0022857i,-0.00068888-0.0031338i,-0.0020007-0.0017279i,-0.0022095-0.00066002i,-0.0010086+0.00017398i,0.00031487+0.00042906i,0.001026+3.0377e-05i,0.0010985+3.8943e-05i,0.00085087+2.1941e-05i,0.0012782+0.00029133i,0.0013132+0.0010614i,0.001713+0.0014564i,0.0014577+0.00049897i,0.00030063+0.00038324i,-0.00015645+0.00082443i,-0.00016133+0.00034309i,6.6325e-05-1.5522e-05i,-3.8183e-05+0.00017274i,-0.00039965-0.00023703i,0.00027385-0.00063823i,0.0013732+1.6067e-05i
-0.0012523-0.00039027i,-0.0016435-0.00039206i,-0.0016178-0.00059708i,-0.0013635-3.1227e-05i,-0.00041536+0.00049399i,0.00011571-0.00019459i,-0.00029817-0.00042948i,-0.00036855-0.00036835i,0.00011235-0.00012043i,0.0009918+0.0010644i,0.0013143+0.001785i,0.00073392+0.0010397i,0.00084736+0.00010581i,0.0010496-0.00043898i,0.00071405-0.00069599i,0.00067451-0.00083232i,0.00096054-0.00075826i,0.00067358-0.00055873i,0.00039041-0.00052016i,7.0564e-05-0.0001893i,0.00018167+0.00016288i,0.00056177-1.8661e-05i,0.00054877-0.00090821i
-0.0012736-0.00039858i,-0.0010524+0.0013637i,-0.0013933+0.0018388i,-0.0016258+0.00032105i,-0.0016069-0.00051931i,-0.00069717-0.00052747i,0.00021824-0.00060495i,-0.00052269-0.00043844i,-0.00077419+0.00066015i,-0.0003684+0.0019122i,-0.00024236+0.0026098i,0.00050416+0.0023773i,0.00055368+0.00092322i,-0.00037869-0.00054959i,-0.0012457-0.00083442i,-0.0015479-0.00072526i,-0.0013754-0.00026748i,-0.00079708+5.8785e-05i,-0.00013009-0.00028342i,-0.00026282-0.00054939i,0.00043671-4.9155e-05i,0.00086569+0.00031596i,0.00013524+0.00049383i
-0.0026222-0.00039308i,-0.0037989-0.0001934i,-0.0041189-3.1879e-05i,-0.0026669+0.00042178i,-0.0017635+0.0010093i,0.00037834+0.00088479i,0.0018257-0.00016061i,0.00090661-0.00037432i,-0.00037179+0.0009593i,-0.0011331+0.0019386i,-0.00041085+0.0019527i,6.9746e-05+0.0011787i,9.4939e-05-0.00013609i,0.00012988-0.0011342i,-0.00017176-0.0011224i,0.00012865-0.0010494i,0.00034557-0.00046885i,-0.00051151-0.00029026i,-0.00041056-0.00064188i,0.00086726-0.0004033i,0.001287+0.00069158i,0.0005031+0.00065327i,-0.0012304-0.00026987i
-0.00084024+0.001124i,-0.0013719+0.0011472i,-0.00064383+0.0008587i,0.00069964-0.00033004i,0.0013457-0.0016744i,0.00030209-0.0020866i,-0.0012694-0.0010615i,-0.0006825+0.0001862i,-0.0004373+0.00044114i,-0.00060876-0.00013921i,-0.0009199-0.00010488i,-0.0012899+0.00034386i,-0.00061868+0.00056717i,0.00035047-0.0002345i,0.00079724-0.00053912i,4.8121e-05+0.00025316i,-0.0013692+0.00025429i,-0.0014141-5.9276e-05i,-0.00030341-0.00040119i,2.6554e-05-0.00069274i,0.00018404-0.00029024i,0.00058926+0.00025544i,5.9794e-05+0.00077952i
-0.0021879-0.001815i,-0.0014763-0.0025066i,-0.0014306-0.0015191i,-0.0017244-0.00063818i,-0.0012227-0.00048315i,-0.0002224-0.00037202i,0.00048124-0.0009649i,0.00021688-0.0013849i,-0.0012267-0.0011143i,-0.0017301-0.00033519i,-0.00079297+0.00041987i,-0.0001801-0.00033255i,4.0497e-05-0.00098124i,0.00045585-0.00096936i,-0.00020463-0.0010103i,-0.00068533-0.00093501i,-0.00043093-0.0010626i,-0.00011781-0.0010653i,0.00015123-0.00055584i,0.00016569+0.00062181i,0.00077872+0.0011311i,0.00069772+0.00040168i,-0.00052189-0.00031845i
0.00054386+0.00099858i,-0.0004393+0.0020497i,-0.00068972+0.0025067i,-0.0002657+0.001236i,-3.5758e-05-0.00034565i,0.00046-0.00060557i,0.00077492-0.00072777i,4.1375e-05-0.00088035i,-0.00040999-0.00035532i,0.00048338-1.8315e-05i,0.0011435-8.5432e-05i,0.0011091-0.00055377i,0.001002-0.0010307i,0.0009759-0.0011046i,-0.00027929-0.00085348i,-0.0009866-0.0010608i,-0.00038942-0.00089982i,0.00046283-0.0003427i,0.0012496+9.2995e-05i,0.00052213+0.00027215i,-0.00018382+0.00053672i,-0.00010223+0.00080723i,6.4962e-05+0.00076294i
-0.00084277+0.00098993i,-0.001602-0.00055189i,-0.000797-0.001593i,0.00069172-0.0021484i,0.0012075-0.0031907i,0.00079758-0.0032967i,0.00044615-0.0019448i,0.00067392-0.00033475i,0.0012007+0.0011341i,0.0018478+0.001689i,0.0013505+0.0012687i,0.00039077+0.00074563i,-3.949e-05+0.00037668i,-0.0008092+0.00066064i,-0.00094173+0.00020572i,-0.00050916-0.0002019i,0.00026453+5.0766e-05i,0.0007904-1.1226e-05i,0.00044692+9.9074e-05i,-1.6796e-05+6.3963e-05i,0.0001087+0.00031617i,-0.00030988+0.00017472i,-0.00083827-0.00053753i
-0.0022093-0.0010431i,-0.0010549-0.0020441i,-0.00069422-0.0013573i,-0.00090268-0.00057603i,-0.00049534-0.00030325i,0.00045219-0.00073809i,0.00038382-0.00070581i,5.7335e-05+0.00024025i,-0.00022003+0.0024603i,-0.00051413+0.0032091i,2.2752e-05+0.0017697i,0.00048469+0.00070136i,0.00059184-0.00025704i,0.00064475-0.00019996i,0.00030289+0.00096756i,-0.00041465+0.0010578i,-0.00054924+0.00045828i,-0.00086956+0.00041671i,-0.00085839+0.00019576i,1.8067e-05-0.0002072i,0.00029017-0.00065877i,-0.00043826-0.00085385i,-0.0010039-0.00015759i
0.00062703-0.0020159i,-0.00032227-0.0011811i,-0.00080426+0.00036238i,-0.0010715+0.00055488i,-0.0011294-0.00065116i,-0.000834-0.0018702i,-0.00057627-0.00078991i,-0.00072053+0.00044001i,-0.0012596+0.00029682i,-0.0022881+0.00066587i,-0.002838+0.0012955i,-0.0012061+0.0013257i,0.00025218+0.00080503i,6.786e-05-0.00015564i,-0.00025151-0.0013213i,-0.00013052-0.0014429i,0.00016112-0.00082394i,-0.00026687-0.00033951i,-0.00062019-0.00027331i,-0.00058435-0.00041942i,-0.00042922-0.0011182i,-0.00048878-0.0012438i,0.00022656-0.0007373i
-0.00078334+0.00040991i,-0.001144+0.0002863i,-0.0013701+0.00017228i,-0.0017123-0.00083055i,-0.0015269-0.001921i,-0.00098232-0.0018325i,-0.00015273-0.0013426i,1.8619e-05-0.00062603i,-0.0010838+0.00048623i,-0.0012663+0.00085818i,-0.00075448+0.00026689i,-0.00032521-0.00063475i,-0.00027038-0.00066533i,-0.00069792-0.00040655i,-0.001029-0.0006594i,-0.00061273-0.00016367i,-0.0001787+8.6084e-05i,-0.00022769-0.00012657i,0.00032165-0.00071107i,0.00088336-0.00081779i,0.00064378+5.127e-06i,0.00048802+0.00024714i,0.00052004-0.0002478i
-0.0033119-0.00043527i,-0.0040844-8.784e-05i,-0.0026756+0.00040783i,-0.00064363-0.00017779i,0.0004054-0.0010107i,0.0010095-0.001079i,0.00063779-0.00085055i,-1.9746e-06-0.0014894i,8.6502e-05-0.0016864i,0.00063288-0.00037953i,0.00080592+0.00040417i,0.00065113+0.00023878i,0.00030342-0.000126i,2.7793e-05-0.00046545i,-0.00017491-0.0006107i,-5.141e-05-0.00037531i,-0.00066945+0.00027761i,-0.00081788+0.00049634i,-0.00055245+0.00012998i,-0.00043424+0.00033474i,4.8174e-05+0.00080825i,0.00051595+0.00063595i,0.00078113+0.00013428i
0.00022829-0.0014627i,-0.00023091-0.0028054i,-0.0005927-0.0030497i,-0.00063221-0.0024675i,-0.00012855-0.0023839i,0.00017815-0.0023425i,0.00047909-0.00093739i,0.00082598+0.00047879i,0.00096841+0.00024952i,0.0010327-0.00060916i,0.00085767-0.00033392i,0.0011568+0.00067894i,0.0013181+0.00050108i,0.00070911-0.00031632i,0.00027233-0.00079791i,0.0003698-0.00039874i,0.0004746-0.00035868i,0.00014268-0.00072488i,-0.00048221-0.00080941i,-0.00049164-0.00076517i,0.0002362-0.00055925i,0.00063458-0.00035138i,0.00013968-0.00019084i
0.00077952+0.0011908i,0.0014252+0.00082303i,0.00053606+0.00082985i,-0.00013003-4.6108e-05i,-0.00013027-0.0010348i,-0.00030653-0.0019527i,-0.00018249-0.0013504i,0.0005026+0.00039873i,0.0010104+0.0021979i,0.001513+0.0025489i,0.00098723+0.0020253i,0.00019874+0.0012763i,0.00033843+0.00012459i,0.00044933-0.00015723i,-0.00027712+0.0010606i,-0.00078239+0.001197i,-0.00087868+0.00029443i,-0.0010215-7.1663e-05i,-0.00090101+9.7321e-05i,-0.000724+0.00014452i,-0.00057217+0.00015497i,-0.00045+0.00033388i,-0.00078188+0.00021838i
0.0015257+0.00088531i,0.0010043+2.9751e-05i,0.00080873-0.00076508i,-0.00032633-0.001549i,-0.001033-0.0014368i,-0.00036311-0.00096506i,0.0009215-0.00066174i,-0.00031147+0.00092697i,-0.0021573+0.0018882i,-0.0021764+0.0010705i,-0.00061404+0.00075674i,0.00041449+0.0017373i,-0.00030887+0.00173i,-5.7022e-05+0.00073311i,0.00018341+0.00023403i,4.3224e-05+0.00058807i,4.3373e-05+0.00072517i,-0.00042805+0.0002449i,-0.00053635-8.4692e-05i,-0.00051287-0.00036761i,-0.00030266-0.00075947i,0.00034642-0.00098329i,-0.00024758-0.00084724i
-0.0017609-6.563e-05i,-0.0013417+0.00069135i,-0.0010002+0.00098605i,-0.00018758-0.00069574i,-0.00033351-0.0022156i,-0.0012705-0.0030431i,-0.00067877-0.0023662i,-0.000147-0.0012356i,-0.0012422-0.0004792i,-0.0018153+0.00012852i,-0.00049028+3.0823e-05i,0.00051165-0.00017931i,-2.2704e-05-0.00055265i,-0.00021633-0.001473i,-0.00017892-0.0013183i,-0.00073595-0.00075189i,-0.00091746-0.0010717i,-0.00054705-0.0011096i,-7.0571e-05-0.0013222i,0.00010042-0.00046923i,0.00013238+0.00060837i,0.00022674-6.8144e-05i,0.0001658-0.00068i
0.0011051-0.0024139i,-8.7054e-05-0.0021642i,-0.001456-0.0030974i,-0.0021241-0.0035419i,-0.0027193-0.0027563i,-0.00179-0.0015832i,-0.00088473-0.0012926i,-0.0012966-0.00089214i,-0.0017601-0.00080107i,-0.001184-0.00097773i,-0.00017448-0.00038099i,0.00022162-9.557e-05i,0.00062874-6.477e-05i,0.00040305+0.00014437i,0.00038082+0.00013619i,8.1916e-05-0.00042149i,-0.00032763-0.00043343i,-0.00015621-0.00028287i,-0.00055344-0.00088048i,-0.00035887-0.0012589i,0.00025884-0.00115i,-0.00017784-0.00089234i,-0.00081106-0.00089048i
-0.00092398-0.00010536i,-0.00051541-0.00060182i,-0.00080653+0.00037577i,-8.1805e-05+4.8661e-05i,0.001385-0.0014894i,0.0015116-0.0025732i,0.00099532-0.0023889i,0.00037987-0.0024368i,-2.1742e-05-0.0024982i,0.00063795-0.0010044i,0.00096007-0.00028017i,-7.9679e-05-0.00057499i,-0.0007561-0.00073697i,-0.00017542-0.0013747i,0.00042549-0.0014441i,-0.00013493-0.00045077i,-0.00088075+8.1943e-05i,-0.00030498-5.8436e-05i,0.00056919-0.00055806i,0.00010134-0.00068422i,-0.00059623+0.00045218i,-0.00068994+0.00088077i,-0.00052623-0.00024235i
-0.0010418-0.0017528i,-0.0024345-0.0010545i,-0.0030917-0.0011268i,-0.0025446-0.00064259i,-0.0015801-0.00029213i,-0.00015905-0.0013563i,0.0012465-0.0018568i,0.0016117-0.0010859i,0.00093031+0.00028996i,0.0003949+0.00070242i,0.000975+0.0005023i,0.001464+0.0013074i,0.00098141+0.0015809i,0.0012038+0.00013319i,0.00093867-0.00084486i,-0.00024811-0.00088319i,-0.0010304-0.00097893i,-0.00052166-0.0012922i,8.1938e-06-0.0012243i,-0.00058286-0.00017268i,-0.00079069+0.00070938i,0.00030524+0.00079339i,0.00054808+0.00040152i
0.0013603+0.00028756i,0.001413-0.00043125i,0.0014962-0.0011668i,0.0011897-0.002437i,0.00017268-0.0020478i,-0.001419-0.00092586i,-0.0012072+0.00014101i,-0.00034104+0.0013221i,-3.6931e-05+0.0022321i,-0.00016679+0.0021797i,-0.00065603+0.0010981i,-0.00059761+0.00039348i,-3.5001e-05+0.00017617i,-0.00015859-1.3761e-05i,-2.0979e-05-0.00018929i,0.0004661-0.00034684i,0.00076729-0.00041723i,0.00011052-0.0005563i,-0.0006975-0.00032862i,-0.00077504-0.00028142i,-0.00013469-0.0011084i,0.00064825-0.0010752i,0.00049732-0.00019597i
-0.0020487-0.00068669i,-0.001562-0.00080516i,-0.0016412-0.00055147i,-0.0018086-5.3484e-05i,-0.0010178-0.00068883i,0.00029582-0.0016346i,0.0001503-0.0014591i,-0.001029-9.1499e-05i,-0.0018729+0.001366i,-0.0016131+0.0019614i,-0.00068284+0.0015938i,0.00010057+0.00077793i,0.00030818-1.5712e-05i,0.00029668-0.00031401i,1.3123e-06-0.00036466i,-0.0003066-0.00081431i,-0.00022782-0.0005781i,-0.00022411-0.00014062i,-0.00066989-0.00051106i,0.00019027-0.00094219i,0.0014099-0.00082826i,0.0016564-0.00042636i,0.0013698-0.00033831i
-0.0010659+4.2453e-05i,-0.00068636+0.00039838i,-0.00047925+2.0663e-05i,-0.00077634-8.6703e-05i,-0.0015891-8.9313e-05i,-0.0018996+3.4534e-05i,-0.00099087+0.00013301i,-0.00035985-0.00033432i,-0.00059135-0.00030385i,-0.0015002-0.00096393i,-0.00088588-0.001226i,0.00039356-0.00031215i,0.00088047+0.00025292i,0.00059745+0.00025299i,0.00051997+0.00055435i,0.00055136+0.00075869i,0.00027164+0.00065865i,-0.00017554+0.00022618i,-0.00037483-0.00067277i,-0.00040443-0.0012455i,-0.00028069-0.0011265i,0.00030838-0.00066826i,4.776e-06-0.00043951i
-0.00080599-0.00016836i,-0.0016032-0.0011734i,-0.0014405-0.0014155i,-0.00078123-0.0016206i,0.00055736-0.0010563i,0.0012488-0.00089265i,0.00035966-0.0019155i,-0.00033859-0.0022575i,0.00035884-0.0014313i,0.0013105-0.00053675i,0.0014817-8.8348e-05i,0.00069843-0.00033158i,-0.00020789-0.0011579i,-0.00012919-0.0012106i,-2.795e-05-0.00069671i,0.00014414-0.00091865i,-0.00029814-0.00057163i,-0.00051965+0.00040337i,9.6243e-05+0.00042844i,-7.7088e-06+0.00025865i,9.5571e-05+0.00051116i,0.00033124+0.00087138i,0.00032201+0.0010879i
-0.00016551-0.00065622i,-0.00069287-0.00042322i,-0.00012367-0.0010033i,-0.00074241-0.0014411i,-0.0013098-0.0015255i,0.00012982-0.00010692i,0.001042+9.7367e-05i,0.0013258-0.00035441i,0.0015363+0.000203i,0.00054532+0.0010392i,0.00063152+0.0013322i,0.0015345+0.001219i,0.0012858+0.00047792i,0.0010124-0.00031144i,0.00075656-0.0005505i,0.0005085-0.00041132i,0.00050073+0.00034005i,1.8008e-05+0.00075227i,0.00036188+0.00090626i,0.00042302+0.00036667i,0.00016334-0.00016706i,0.00045436-0.00010435i,0.0002325-0.00018096i
-0.00081315-0.00083074i,-0.0018857-0.00086809i,-0.0014618-0.00091099i,-0.00024255-0.0017993i,-0.00035211-0.002392i,0.00026015-0.0017892i,0.0011496-0.0010966i,0.00092411+0.00020607i,0.00048846+0.00092368i,0.00049721+0.00082586i,0.00048909+0.0008356i,0.00087636+0.00086214i,0.00064164+0.0009709i,-0.00053071+0.001007i,-0.00071179+0.0010672i,0.00069378+0.00065011i,0.0015815+7.1382e-05i,0.00092281-0.00011952i,-0.00013412-0.00025506i,-0.00023146-0.00035162i,-6.4696e-05-0.00080511i,-0.00030337-0.001161i,0.00014121-0.00095185i
-0.0003669-0.00044318i,-0.00081778+0.00016915i,-0.0018283-0.00033024i,-0.0018232-0.0015536i,-0.0012107-0.0019346i,-0.0007-0.0017618i,-9.8017e-05-0.00073503i,-0.00033738+0.0003314i,-0.0016323+0.00019255i,-0.0024385+0.00073308i,-0.0014218+0.00081377i,-0.0005381+0.0010552i,-0.00085249+0.0016693i,-0.00039449+0.0012079i,0.00094837-0.00022194i,0.0012028-0.00077895i,0.00080663-0.0001891i,0.00050198-0.00053002i,-0.00011221-0.0013964i,-0.00014744-0.0005291i,7.4478e-05+0.00069691i,-2.0405e-08+0.001042i,0.00041976+0.00081162i
