-0.00044028+0.0006089i,-6.9932e-05+0.00048374i,-0.0012776+0.00090097i,-0.0016298+0.0010513i,-0.00076779+0.00039485i,-0.0010756+0.00021797i,-0.0010129+0.00074707i,0.00068992+0.0010082i,0.0016503+0.00011683i,0.0017694-0.00045996i,0.00145+7.787e-05i,0.00038799+0.00053692i,-0.0012124-4.682e-05i,-0.0013261-0.00066358i,-0.00079379-0.00080866i,-0.0010643-0.00050929i,-0.00079955-0.00037024i,-0.00096565-0.00069012i,-0.0006008-0.0004931i,-0.00036192-9.2284e-05i,-0.00057385+5.0903e-05i,-0.00079657+0.00031434i,-0.00089581+6.928e-05i
0.00044228+0.0012953i,0.00075366+0.00022802i,0.0010393-0.00041363i,0.0016236-0.00031239i,0.0012587-0.00012472i,0.00053772+0.00032215i,4.7384e-05+0.00037912i,-0.00073313-0.00029804i,-0.0013628-0.00058173i,-0.0011837+3.1994e-05i,-0.00083572+0.00036175i,0.00011087+0.00035146i,0.00020589+0.00060697i,-0.00024091+0.00065319i,-0.00065893+0.00034865i,-0.00034709+0.00035543i,0.00041644+0.0012707i,0.0010626+0.0016929i,0.0012092+0.00034479i,0.00085487-1.7627e-05i,0.00087108-0.00014311i,0.00036553-0.00074434i,-0.00032472-0.00056851i
0.0012048-0.0016905i,0.00094429-0.0015158i,0.0007569-0.0015852i,9.3331e-05-0.0019355i,-0.001254-0.0013279i,-0.0010397-0.0009945i,-0.00046167-0.00075398i,-0.00086122-0.00027824i,-0.00081379-0.0002573i,-0.00073829-7.0583e-05i,-0.00056006+0.00033045i,-0.00080691+0.00023136i,-0.00023236+0.00025443i,0.0004812+0.00036082i,0.0002614+0.00025833i,0.00031642+0.0006897i,0.00023453+0.0013435i,5.2523e-05+0.0012923i,-5.9854e-05+0.000762i,-0.00031251+0.00032609i,2.5777e-05+0.00047493i,1.6047e-06+0.00038773i,-0.00021286+0.00060654i
0.00055648-0.00045706i,-0.00027955+0.00040338i,-0.00025361+0.00028139i,-0.00012941-0.00075227i,-0.00036808-0.0009621i,-0.00092447+1.3516e-06i,-0.0012693+0.00014094i,-0.0006467-0.00072878i,-0.0004117-0.0013535i,-0.00089737-0.00071143i,-0.0013388-0.00011806i,-0.00098923+6.8516e-05i,-0.00060878+0.00068749i,-0.00132+0.00062466i,-0.0020098+4.4461e-05i,-0.001098-3.2254e-05i,-0.00063467+0.00015439i,-0.0007612+0.00019111i,5.2167e-06-6.9838e-06i,0.00024618-0.00060614i,8.5278e-05-0.00038759i,-0.00014982-0.00023901i,-0.00062405-0.00036848i
0.0007275+0.00058593i,0.00024783+0.0014149i,0.00082078+0.00095198i,0.0019948-0.00043626i,0.0013866-0.00099302i,-0.00035383-0.001349i,-0.00048511-0.00084462i,3.3059e-05-0.00011743i,-0.00073259-0.00077016i,-0.00095168-0.0010826i,-0.00043529-0.00061663i,-0.0010045-0.0002075i,-0.0017154-0.00056697i,-0.00047711-0.0010972i,0.0006847-0.00018687i,-0.00021495+0.0010555i,-0.00074825+0.0010477i,-0.00047134+0.0004415i,-0.00021637+0.00020042i,-0.0002972-0.00028225i,-0.00020106-0.00012106i,0.00029859-0.00019622i,7.9176e-05-0.00064805i
-0.0019789+0.0008497i,-0.0010531+0.0012849i,-6.4314e-05+0.0021191i,0.00068316+0.0019511i,0.00075217+0.0010323i,0.00074642-0.00024895i,0.00010848-0.0013344i,-0.000837-0.0017415i,-0.0011318-0.0013351i,-0.00069316-0.0010893i,-0.00045916-0.00089165i,0.00035016-0.00062758i,0.00010174-0.0010491i,-0.0012711-0.00062588i,-0.0020207+0.00019584i,-0.0016174+0.00044255i,-0.0011151+0.0014519i,-0.0011164+0.0018937i,-0.00080949+0.00086869i,0.00036614+0.00032327i,0.00066016+4.9182e-05i,0.00030857-0.00026314i,0.00086977-0.00075701i
-0.00087915-0.00149i,-4.9288e-05-0.0025015i,0.00038731-0.0019054i,-0.00021125-0.0013525i,-0.00057045-0.0014145i,-0.00090965-0.0011881i,-0.0011307-0.00085858i,-0.0010594-0.00084688i,-0.001173-0.00052662i,-0.00047679+0.00041211i,0.00043251+0.0008664i,0.00011502+0.00065553i,-0.00064981+0.00027943i,-0.0013902+0.00027108i,-0.0014142-0.00016171i,-0.00043887+0.00039009i,-0.00062964+0.0010016i,-0.0017454+0.00073484i,-0.0010524+0.00011968i,-0.00012102+0.00023373i,-7.7656e-05+0.00047127i,-0.0004353+0.00039324i,0.00019875+0.001048i
-0.0010366-0.00047544i,-0.00078752-0.00058726i,-6.0526e-05-0.00042472i,5.428e-05-0.00078779i,-0.00018774-0.000433i,-0.00060396-0.00066791i,-0.0012873-0.00068173i,-0.0012239+9.5237e-05i,-0.00089499-0.00020162i,-0.00020441-0.00070154i,0.0001809-0.00073937i,0.00016503-0.00019857i,0.00044046+0.00024694i,0.0003006+0.00012962i,-0.00027576-0.00028901i,-0.0008454+0.00020228i,-0.00053212+0.00049672i,0.00036655+2.5279e-06i,0.00079106-4.2595e-05i,0.00092557+0.0003582i,0.0006372+0.00028208i,0.00070845+0.00025084i,0.00059068+0.00040852i
-0.00047597-0.0028636i,-0.00027597-0.0018245i,-0.0019305-0.0020947i,-0.0023875-0.0013901i,-0.0018624-0.00039305i,-0.0014112-0.00035989i,-0.00079367-0.0012453i,-0.00023122-0.0012653i,-0.00022116-0.0012323i,-0.00027845-0.00049032i,-0.00040598+0.00091491i,-0.00056123+0.0011616i,-0.00039899+0.00032877i,-0.00047601+9.3749e-05i,-0.00046076+0.00037586i,6.9869e-05+0.0011316i,-0.00024378+0.001347i,6.6004e-05+0.001449i,0.00078291+0.001271i,0.0010163-0.00011583i,0.0010533-0.00068073i,0.0009419-0.00017006i,0.00064301+7.7675e-05i
0.00010909-0.0026678i,-0.00075181-0.0027461i,-0.0017531-0.0019658i,-0.0012364-0.0003725i,-0.00082831-0.0001213i,-0.00069956-0.00089637i,-0.00064924-0.0010718i,-0.0011745-0.000825i,-0.0012914-0.00071592i,-0.00071146-5.6586e-06i,-0.00013612+0.00094749i,0.00017061+0.0012454i,-3.743e-05+0.0011402i,-0.00058482+0.00066432i,-0.00061994+0.00028626i,0.00022952+0.0010068i,-0.0003371+0.0017907i,-0.0013913+0.0014518i,-0.0011341+0.00069198i,-0.00050565+5.6513e-05i,-0.00066001+0.00030591i,-0.00033598+0.00093132i,-0.0002479+0.00067062i
-0.00084368-0.0010157i,0.00011876-0.001629i,0.00041503-0.0019083i,0.00034548-0.0010126i,0.00074076-0.0011941i,0.00086411-0.0010864i,0.00036026+4.0799e-05i,-0.00012943+0.00045165i,-0.0011891+0.00073191i,-0.0012357+0.00012671i,-0.00044959-0.00060992i,-0.00016956-0.00099497i,-0.00034983-0.0010102i,-0.001103+3.5876e-05i,-0.0011508+0.0010185i,-0.00015468+0.00085556i,-0.00030235+0.00044427i,-0.00070797+0.0010211i,-3.716e-05+0.0012394i,0.00060414+0.00054236i,0.00044334+0.00073187i,-0.00036542+0.00038203i,-0.00028887-0.00053881i
-0.00058044+0.00041225i,-0.0017492+0.001039i,-0.0011766+0.0012051i,0.00024678+0.00082967i,0.0010034+0.00054368i,0.0006491+0.0010625i,0.00038808+0.00090524i,-0.00033782-0.00010995i,-0.00081447-0.00039539i,-0.00050518-0.00090788i,-0.00030242-0.00097682i,-5.583e-05-0.00056726i,-8.7842e-05-0.0004776i,-0.00045774-0.00042094i,-0.0005579+0.00018636i,-0.00062464+0.00093424i,-0.00065554+0.001083i,9.4271e-05+0.0013392i,0.0010866+0.0018561i,0.0012045+0.00089748i,0.00065762-0.00048588i,0.00080972-0.00043722i,0.00092836-0.00047324i
0.0042006+0.00084034i,0.003716-3.9958e-06i,0.0042169-0.00027665i,0.0032689-0.00092903i,0.0012106-0.0018961i,6.1427e-06-0.0019657i,-0.00086124-0.00073541i,-0.0011629-0.0003171i,-0.001433-0.0010401i,-0.0010988-0.0013232i,-0.00025886-0.00097762i,-0.00047201-0.00082375i,-0.0016475-0.00040588i,-0.0021154+0.00051456i,-0.0016441+0.0008636i,-0.00082731+0.00088087i,-0.00027453+0.0010725i,-0.00044007+0.0011627i,-0.00037662+0.00053856i,-0.00072181+0.000155i,-0.00080802-0.00046526i,5.2666e-05-0.00039055i,7.2258e-05-0.0001246i
-0.00099676+0.00011301i,-0.0011405-0.0003579i,-0.00065609+0.00027566i,0.00047712+0.00036576i,0.0010209-0.00041411i,0.00039031-0.00063915i,-0.00032656-0.00042864i,-0.00070875-1.0819e-05i,-0.0010647+0.00020966i,-0.0010627-0.000412i,-0.00068542-0.00062073i,-0.00063314-0.00076338i,-0.00081099-0.00019113i,-0.0012478+0.00019918i,-0.00063028+0.00031113i,0.00023976+0.00012259i,-0.00017633-0.00083717i,-0.00079612-0.00050616i,6.9663e-05-0.00017399i,0.0010517-0.00022786i,0.00095927-0.0003586i,0.00030449-4.9485e-05i,-0.0006119+0.00038209i
-0.001339-0.00083646i,-0.00089052+0.00036714i,-0.0010791+9.8706e-05i,-0.00047781-0.00042338i,0.0004929-0.00064956i,0.00019564-0.00070393i,-0.00071544-0.00040039i,-0.00093258-0.0005249i,-0.00077514-0.00069372i,-0.00050753-0.00043286i,-0.00017551-0.00023015i,-0.00023666-0.00023262i,-0.0006457-0.00026375i,-0.00086225+3.916e-05i,-0.00056551-0.00015684i,0.00014974-0.00086513i,0.00017478-0.00065456i,0.00036513+0.00041859i,0.00072615+0.00049307i,0.00081099+0.00025587i,0.00052733+2.4318e-05i,-0.00014177-0.00054509i,-0.00064045-0.0010829i
-0.00032665+0.0023477i,-0.00054564+0.0026287i,4.0396e-05+0.0023162i,0.00091562+0.0011803i,0.0013461-0.00068817i,0.0012669-0.00068164i,0.00012564-0.00012909i,-0.0011083-0.00014938i,-0.0012044-0.00015708i,-8.2665e-05-0.00028239i,4.154e-05-0.00038415i,-0.00056404-0.00050343i,-0.00047535-0.00087685i,-0.00055773-0.00030399i,-3.9717e-05+0.00083367i,3.8456e-05+0.0016269i,-0.0014097+0.0015583i,-0.0019004+0.0013893i,-0.0010927+0.0011221i,0.00014216+0.00031974i,0.00037462-0.00027237i,-0.00031353-0.0002593i,-0.00023082+0.00039302i
0.0004385+0.00094356i,-7.486e-05+0.00062968i,0.0015271-0.00023718i,0.002696-0.00019944i,0.0018355-0.00053117i,9.957e-05-0.0013334i,-0.00036813-0.0016298i,-0.00018951-0.0012925i,-0.00042016-0.00057748i,-0.00092217-0.00057259i,-0.0014993-0.00051506i,-0.0014153-0.00037731i,-0.00096293-9.2054e-05i,-0.0016017+9.0456e-05i,-0.0017016+4.1172e-05i,-0.0017418+0.00055639i,-0.0013312+0.00055932i,-0.00020014+0.00058969i,0.00010661+0.00027778i,0.00041257+1.6942e-05i,1.951e-05+0.00026897i,-0.00023501+0.00015753i,-0.00025525+0.00065248i
-9.8006e-05-0.00077868i,-0.0010884-0.00056003i,-0.0004159-0.0015588i,0.00018597-0.0017132i,-0.00025124-0.0021487i,9.4793e-05-0.0018993i,0.0004875-0.00081512i,0.00026537-0.00038123i,-0.001271-0.0002745i,-0.0022806-0.00087625i,-0.0017636-0.00077806i,-0.0012224-0.00034416i,-0.0011259-0.00059811i,-0.00025505-0.00059182i,0.00026759-0.00030079i,0.000183+0.00044465i,5.9614e-05+0.0017679i,-0.00010126+0.0019321i,-0.0003105+0.001128i,0.00012329+0.00027076i,0.00083299-0.00066841i,0.0011291-0.0011919i,0.0011083-0.00086455i
-0.00038205-0.0018571i,0.00011338-0.0019016i,-3.6726e-05-0.00080676i,-0.0004436-0.00039319i,-0.00065295-0.00026339i,-0.00043379+0.00055396i,-0.00049863+0.0011514i,-0.00098674+0.00046631i,-0.001434-0.00019313i,-0.0010694+0.00029356i,-0.00031813-9.2613e-05i,-0.00045412-0.00088416i,-0.00033212-0.00082922i,0.00028782+0.00028707i,0.00029696+0.00080405i,-0.00025174+0.00053841i,-0.00075832+0.00077623i,-0.001122+0.00091728i,-0.00054117+0.00048765i,0.00012938+0.00030846i,-0.00020798+6.4493e-05i,-0.00015004+0.00023314i,0.00024142+0.00033351i
-0.0005056+0.0016391i,-0.0005177+0.0012984i,-0.0012894+0.0014494i,-0.0010215+0.0011526i,-0.00044789+6.8158e-06i,-0.0012841-0.0010513i,-0.0019859-0.00043582i,-0.0012627+0.0001668i,-0.00038578+0.00058858i,-0.00024564+0.0010528i,0.0001803+0.00049098i,0.00096422-0.00022091i,0.00022043-0.00067454i,-0.0016531-0.00022431i,-0.001462+0.00053454i,-0.00040474+0.00091321i,-0.0004464+0.00069996i,-0.0010118-0.00028817i,-0.0011889-0.0010922i,-0.00074287-0.00063949i,-0.00016041+8.0271e-06i,-0.00010751+5.6724e-05i,-0.00011272-2.1698e-05i
0.0010673+0.00067021i,-0.00085867+0.00031824i,-0.0014308-9.6543e-05i,0.00054731-0.00039153i,0.0023776-0.0015621i,0.0017947-0.0024535i,0.00025303-0.0025239i,-0.00018408-0.0012252i,-0.00034329-0.00022721i,-0.00060364-0.00056978i,-0.00049856-0.00073757i,-0.00062694-0.00058582i,-7.8287e-05-0.00068365i,7.0539e-05-0.00030892i,-2.2251e-05+0.0002076i,0.00057627+0.0001985i,0.00024398+0.00026924i,0.0002514-7.3143e-06i,0.00030369-6.0439e-05i,-0.00011985+0.00032722i,-0.00059438+0.00073813i,-0.00096032+0.00044169i,-0.0011751-7.3995e-05i
0.0016147-0.0015862i,0.0014518-0.002332i,0.0014329-0.0033353i,0.00058027-0.0034456i,-4.3043e-05-0.0018324i,-0.00029022+3.2574e-05i,-0.0010014+0.00076644i,-0.00086591+0.00031503i,-0.00069661-0.00066977i,-0.0007978-0.00062993i,-0.0004983-0.00050807i,-0.00045956-0.00065709i,-0.00071103-0.00042035i,-0.00046794-4.9658e-05i,-0.00040758+0.0005851i,-0.00025295+0.0013779i,-0.00015136+0.0019598i,-0.00050182+0.0020859i,-0.00058111+0.0013332i,-0.00092855+0.00082018i,-0.00080274+2.724e-05i,-0.00034533-0.00085024i,-0.00020043-0.00071652i
0.0010071+0.0011258i,0.0014958+0.0011414i,0.0031748+0.0012128i,0.0028593+0.0001001i,0.0013252-0.0012293i,-0.00071567-0.0018553i,-0.0020622-0.0016996i,-0.0020445-0.001104i,-0.001794-0.0003074i,-0.0011077+0.00043502i,-0.0008261+0.00038401i,-0.0016043-5.0834e-05i,-0.0019744-0.00013606i,-0.0010936+0.00024348i,-0.00040002+0.0011235i,-0.00036679+0.0011844i,-0.0010771+0.00099419i,-0.0013851+0.0011649i,-0.00080348+0.00088801i,-0.0003258+8.3739e-05i,-0.00079045-0.00025375i,-0.0010607+7.1829e-05i,4.002e-05-0.00010096i
0.0011736+0.00056205i,0.0010542+0.0013056i,0.00069476+0.0017866i,0.00095688+0.0011273i,0.00052787+0.00018693i,-8.4251e-05+6.7111e-05i,0.0003715-0.00011798i,0.00035364+0.00070078i,-0.0001788+0.00017808i,-0.00043559-0.00074935i,-3.5956e-05-0.00034727i,0.00032949+0.00052916i,-0.00054417+0.0007827i,-0.0011647+0.00060651i,-0.00066224+0.00019321i,-4.7033e-05+0.00026003i,-0.00024197+0.0014579i,-0.00042276+0.0019068i,-0.00023532+0.0012675i,0.0001019+0.00065174i,3.7965e-06-6.094e-05i,1.9508e-05+0.00035091i,0.0001989+0.00077178i
-0.00010747-0.0010941i,0.00019841-0.0015129i,-0.00073799-0.0016316i,-0.001084-0.0019507i,-0.00068943-0.0026821i,-0.00053077-0.0023101i,-0.00030626-0.0012022i,-4.5805e-05-0.00090107i,-0.00059837-0.00066218i,-0.0010258-0.00069017i,-0.00084737-0.00087407i,-0.0009773-0.00079021i,-0.0011011-0.00020429i,-0.0016534-7.4557e-05i,-0.0016927+0.00021615i,-0.00055844+0.00063827i,2.4053e-05+0.001097i,0.00017907+0.00094411i,0.00046839+0.00036087i,-0.00022779+0.00040854i,-0.00075084+0.00070573i,-8.7324e-05+0.00014196i,0.00073491-0.00015439i
0.002179+0.0011957i,0.0014545-0.00019839i,0.0019112-0.0018785i,0.0023035-0.0029559i,0.001635-0.0021828i,-0.00011648-0.0012913i,-0.00080306-0.0010888i,-0.0007717-0.00040572i,-0.0011764+0.00028425i,-0.00065644-7.899e-05i,0.00045049-0.00068366i,8.257e-05-0.0007716i,-0.0011004-0.00035883i,-0.0015739+0.00017113i,-0.0013158+0.0011356i,-0.00095402+0.0016499i,-0.00055837+0.00091726i,-0.00043222+0.0006784i,6.9626e-05+0.00036141i,0.00028184+0.00021632i,-0.00027157+0.0004752i,-0.00024304+0.00054393i,-0.00071878+8.8498e-05i
0.0021457+0.00094525i,0.0026776+0.00083064i,0.0030917-6.7911e-05i,0.0025424-0.00070233i,0.0013877-0.0012742i,0.0009556-0.001409i,0.00072473-0.0011267i,-0.00049009-0.0011484i,-0.00080763+3.2366e-06i,0.00015508+0.00075192i,-3.7647e-05+0.00031994i,-0.0014271-0.00019389i,-0.0021988-6.216e-05i,-0.0015651+0.00038329i,-0.0013206-3.3294e-05i,-0.0011577+0.00011119i,-6.9933e-05+0.00054015i,0.00047461+0.00017063i,3.8318e-05+0.00013367i,0.00044014-0.00032405i,0.0011247-0.0013928i,0.00048923-0.00096174i,0.00010327+0.00037254i
-4.8748e-05+0.00080287i,-0.00046764+0.00097543i,-0.00095032+0.00041361i,-0.00075008+0.00046952i,-0.00043431+0.00044204i,-0.00016577+0.00032159i,-0.00036278-0.00042408i,-0.00088446-0.00044468i,-0.0012373-0.00023134i,-0.001276-0.00023607i,-0.00081182-0.0003839i,-0.00089546-0.00024797i,-0.00098063+0.000368i,-0.00092408+0.00028699i,-0.00075562-6.0837e-05i,-0.00045445+0.00026294i,0.00035755+0.0010727i,0.00045891+0.001321i,-0.00087316+0.00060945i,-0.001037+0.00049932i,-0.00093643+0.00080171i,-0.0010425+0.00018202i,-0.00080188+0.00034988i
-0.00033078-0.0014078i,-0.0002451-0.0013475i,-0.00031737-0.00074903i,0.00017097-0.00025125i,0.00012215-0.00095865i,-0.0002161-0.00090501i,-0.00060072+2.3181e-05i,-0.00025176+0.00024105i,0.00028689-0.00013904i,-1.7473e-05-0.00083352i,-1.1174e-05-0.00084917i,-0.00022042-0.00050926i,-0.00062375-0.00047228i,-0.00070168+0.0001356i,-0.00066498-4.7176e-05i,-0.00031093-0.00053366i,-1.4507e-05+0.00012089i,-0.00038987+0.00044012i,-0.00043265-0.00029161i,5.7279e-05-0.00063736i,-0.00041108-0.00024545i,-0.00027259-0.00018231i,0.00011823-0.00040259i
0.00039895-0.00093352i,0.00015796-0.00068295i,0.0010595-0.00063393i,0.00032471-0.0013764i,-0.00046048-0.0016673i,-0.00026465-0.0016399i,-0.00061726-0.0012218i,-0.0013008-0.00043445i,-0.0017743-0.00082022i,-0.0009495-0.00059193i,0.00019476+0.00010316i,0.00058511-0.00021612i,0.00042931-0.00019516i,-0.00013068-0.0001274i,-0.00043742+0.00020783i,-0.0010034+0.00077632i,-0.00058151+0.0002637i,0.00027722+0.00037i,0.0003052+0.00077702i,0.00065732+0.00043206i,0.00089972+0.00031363i,0.00053889+8.7948e-07i,-8.6168e-05-0.00018625i
0.00071756+0.00065441i,0.000595+0.00026546i,0.001524+0.0010746i,0.0027706+0.00061176i,0.0025862-0.00037486i,0.00069803-0.0012264i,-0.0011891-0.0011403i,-0.0018568-0.00072696i,-0.0010133-0.00067945i,-1.8687e-05-0.0004346i,0.00037587-0.0002773i,5.0466e-05-0.00069429i,-0.00083676-0.00046455i,-0.0006017+0.00058895i,-0.00021555+0.0010731i,-0.0010114+0.00068643i,-0.0015057+0.00011784i,-0.0011994+2.4798e-05i,0.00023611+9.429e-06i,0.00034436+0.00023261i,0.00021118+0.00066649i,0.001034+0.00057844i,0.00092756+0.00040911i
-0.001531+1.5336e-05i,-0.0018009+0.00012409i,-0.0012504+0.0012741i,-0.00090361+0.0020877i,-0.00047326+0.0012016i,-0.0002565+0.00066192i,-0.00061505+0.00031672i,-0.0007699-0.00011612i,-0.00082078-0.00045692i,-0.00085346-0.00094376i,-0.0007263-0.00080382i,4.5438e-05-0.00069931i,-0.00010688-0.00045278i,-0.00059193-5.6597e-06i,-0.00095045+0.00052704i,-0.00053446+0.0011004i,0.00034516+0.0011763i,5.7329e-05+0.0014148i,-8.3892e-05+0.00087035i,0.0004126+0.00011458i,0.00017001+0.00020858i,6.9917e-05+0.00044456i,-0.00024113-0.00031931i
-0.00045331-0.00035141i,-0.00050284-0.0010424i,-0.0012996-0.00070778i,-0.00049624+2.4017e-05i,0.0014643-0.00010437i,0.0011481+5.975e-05i,0.00026288+0.00050308i,1.8141e-05+0.00060736i,-0.00062407+0.00044995i,-0.00045374-5.4832e-05i,0.00016754-0.00053813i,-0.00034131-0.00035941i,-0.00091571+0.00014134i,-0.00096066+0.00056296i,-0.0010522+0.00083944i,-0.00016395+0.00072352i,0.00047863+0.0001932i,0.00017648-0.00043886i,0.00041586-0.00059335i,0.00061381-0.00061653i,0.00064627-0.00042626i,0.00018206-0.00031394i,0.00072298-0.00029444i
0.00014188-0.0009314i,-0.00038207-0.0020795i,-0.00055221-0.0013212i,-0.00011382-0.00062109i,-0.00048492-0.00070359i,-0.0010225-0.0011187i,-0.0012138-0.0010835i,-0.0006062-0.00017209i,2.0278e-05-0.00028415i,-0.00083478-0.00097181i,-0.0010993-0.00060888i,-0.00069889+7.2587e-05i,-4.09e-07-5.3546e-06i,-9.733e-05+0.00025148i,-0.00062854+1.3426e-05i,-0.00067078-0.00048809i,-0.00015478-0.00060135i,0.00013971-7.6073e-05i,0.00055195+0.00073096i,0.00042635+0.00054309i,0.0001767+4.9851e-05i,0.00041789+0.00020713i,0.0002291+0.00057228i
-0.0002768+0.0020009i,0.00031272+0.0015854i,0.0014359+0.0011956i,0.002218+0.00032638i,0.0015347-0.0011403i,0.00072603-0.00149i,-0.0003501-0.00069838i,-0.0016958-0.00090758i,-0.0017163-0.0010339i,-0.0014301-0.00040877i,-0.00090154+0.00032171i,0.00065919+0.0002999i,0.00042324-0.00053318i,-0.0011641-0.00051352i,-0.00094099-0.00025838i,-0.00029437+0.00041362i,-0.00055459+0.00092823i,-0.00071611+0.00072282i,-0.00066668+0.00054069i,-0.00056622+0.00023477i,-4.3563e-05-8.0283e-05i,0.00093167+0.00024538i,0.0011474+0.00080934i
0.00034934+0.00066298i,-2.6225e-06+0.00034472i,0.00033164+4.884e-05i,0.00092861-0.0001605i,0.00097358-0.00060274i,0.00021131-0.00046778i,-0.00048196-8.4747e-05i,-0.00088688-0.00080241i,-0.00086763-0.0010261i,-0.00014727-6.6526e-05i,0.00071077+0.00023012i,0.00034532-0.00017521i,-0.00088193-5.9733e-06i,-0.0010604+0.00015402i,-0.00080651+4.6335e-05i,-0.00091252-0.00011676i,-0.00021993+0.00060343i,0.00049773+0.0010591i,0.00067996+0.0005899i,0.00081604+0.00029004i,0.00030658+4.0809e-05i,0.00023658+0.00011834i,0.00046745+4.5393e-05i
0.0017007+0.00304i,0.00084057+0.0025232i,0.0011461+0.0018016i,0.0019769+0.00024908i,0.0016763-0.0015482i,-0.00013993-0.0019505i,-0.00016161-0.00047197i,-0.0004755+0.00039233i,-0.00024895-8.025e-05i,0.00095859-0.00052191i,0.00043287-0.00080717i,-0.00052158-0.00053465i,-0.0012463-0.00051092i,-0.0012981-0.00030965i,-0.00053323+0.00014903i,-0.00050274+0.00033476i,-0.00075596+0.00040252i,-0.00012083+0.00076495i,-0.00012982+0.00055993i,-2.0295e-05-0.00011652i,0.00031105+0.00013826i,-0.0002031+0.0005369i,-0.00058385+6.6124e-05i
-0.00012475+0.0004882i,-0.00070114+0.00021012i,-1.3982e-05+0.00026414i,-0.0002148+0.00020108i,-0.00019596-3.7787e-05i,5.933e-05-0.00066004i,-0.00054878-0.0014287i,-0.00070985-0.0010145i,-0.0010806-0.00035187i,-0.0014155+1.6087e-05i,-0.00098821-0.00027559i,-0.00061085-0.0012563i,5.0672e-06-0.0018713i,-5.0684e-07-0.00073096i,-0.00038485+0.00076696i,-0.00050612+0.00078114i,-0.00030477+0.00042111i,-0.00028369+0.00028188i,-5.8962e-05+0.00014673i,4.7175e-05-0.00017612i,3.2342e-05-0.00042542i,0.00053693-0.00026902i,0.00043867-0.00023105i
0.00096226-0.0019706i,0.001207-0.0027506i,0.0017115-0.0036398i,0.0012861-0.0036741i,0.00047363-0.0023828i,-0.0004381-0.0010619i,-0.0010821-0.0008611i,-0.0017514-0.0011551i,-0.0021311-0.0011658i,-0.0016047-0.00053909i,-0.0011915-6.5254e-05i,-0.00069833-0.00022522i,-0.00046353-9.6433e-05i,-0.00071963+0.00023421i,-0.00028648+0.00013294i,-0.00057772+0.00036059i,-0.0013443+0.00013967i,-0.00095+3.231e-05i,-0.00070307+0.00038669i,-0.0010759-6.6915e-05i,-0.00043714-0.00034303i,-0.00028025+0.00056193i,-0.00047278+0.001113i
-0.0011805-0.0018919i,-0.0013499-0.0017294i,-0.0021733-0.0010131i,-0.002783-0.00011932i,-0.0024266+0.00019297i,-0.0018096+0.00054079i,-0.0011119+0.00029141i,-0.00062051-0.00049806i,-0.00077065-0.00090753i,-0.0010678+0.0001517i,-0.0011661+0.0018561i,-0.00037018+0.0011892i,-0.00030263+0.00051928i,-0.00090547+0.00014367i,-0.00096913-0.00035904i,0.0004105-0.0005708i,0.0010908-3.9052e-05i,0.00074794+0.00091393i,0.00067317+0.0021861i,0.00012814+0.0020566i,-0.00041541+0.00084151i,-0.00075915+0.0003772i,-0.0005926-0.00034754i
-0.0022262-0.00082976i,-0.0025466-0.00015069i,-0.0014584+0.00067598i,4.9349e-05+0.0017282i,0.00079267+0.00080628i,0.0012801-0.00046208i,0.00079381-0.0001584i,6.291e-05-0.00039081i,-0.0003618-0.00068935i,-9.6817e-05-0.0004214i,0.00039244-0.00016334i,-0.0003291-0.00055097i,-0.00023702-0.001117i,0.00060179-0.00072339i,0.00015574+0.00029599i,-0.00068491+0.00095702i,-0.0008272+0.00098447i,-0.00052574+0.0003073i,-0.00020001-0.00033604i,0.00042463+0.00012096i,0.00044559+0.00099766i,-2.8989e-05+0.00087318i,-0.00061345+0.00024458i
0.00067171+0.00091141i,0.0011958+0.00094384i,0.001476+0.0017691i,0.00082773+0.00016315i,0.0012116-0.0017338i,0.00077079-0.0016935i,-0.00021876-0.0015696i,-0.000859-0.0013887i,-0.0013504-0.0011138i,-0.00099682-0.0016795i,0.00021429-0.001961i,9.1795e-05-0.0013022i,-0.00077151-0.0010327i,-0.00054433-0.0004562i,-0.00019452+0.00055259i,-2.0085e-05+0.00062734i,-0.00028042+0.00055024i,-0.00044461+0.00095616i,-9.3007e-05+0.00080002i,-0.00012342+0.00039526i,-0.00056077+0.00052786i,-0.00014584+0.00060621i,-0.00031567+2.907e-05i
0.0005642+0.00014945i,0.0013825+0.00073079i,0.0023278-0.00016586i,0.0022579-0.0013727i,0.0021696-0.001712i,0.0011314-0.00057126i,-2.35e-05-1.9993e-05i,-0.00096342-0.00094606i,-0.0011668-0.00069259i,-0.00089826-8.4595e-05i,-0.00040748+1.4523e-05i,8.0496e-05-0.00027787i,-0.00039467-0.00080065i,-0.00041786-0.00070085i,-0.00057335+0.00041271i,-0.00032415+0.0010736i,3.6357e-05+0.00037983i,-0.00012618+0.0004098i,-0.00051952+0.00056887i,-9.3486e-05+0.00037636i,0.00052583+0.00036901i,0.00027347+0.00059041i,-0.00024551+0.00059845i
