-0.0005322-0.00050621i,-0.0004167-0.0010116i,-0.0014835-0.0010857i,-0.0015501-0.00064749i,-0.00078505-1.2524e-05i,0.00015062+0.0012428i,0.00060562+0.0015481i,0.00083687+0.0015908i,0.00084315+0.00098385i,0.0003325-0.00030314i,0.00035452-0.0011332i,0.00054239-0.0011902i,0.00020038-0.00023068i,0.00056267+0.00022461i,0.00093162+3.0451e-05i,-0.00012008+0.00023933i,-0.00054175-0.00012797i,0.00017809-0.00050016i,0.00068706-0.00060423i,0.00088238-0.00098713i,0.0012302-0.0012704i,0.00077279-0.0017192i,6.9093e-05-0.001361i
0.0013724+0.0018569i,0.0010123+0.0016248i,0.0012037+0.0015073i,0.0015408+0.0011262i,0.0017665+0.00085015i,0.0014424+0.001513i,0.0016305+0.0020848i,0.0014841+0.0010995i,0.001033+0.00047495i,0.0012641+0.0011443i,0.0016191+0.0013965i,0.00070149+0.00057533i,-0.00061877+7.9194e-05i,-0.0012835+0.0017388i,-0.0014908+0.0030056i,-0.00047798+0.0020913i,-0.00046407+0.00046797i,-0.00091183-0.00022313i,-0.00067381+0.0009288i,-0.00035824+0.0015857i,3.3927e-05+0.00064516i,0.00037038-0.00013681i,-7.4901e-05-4.2406e-05i
-0.0010605-0.00065487i,-0.0010945-0.00050091i,-0.00079508+0.00023638i,-0.00016802+8.1668e-05i,0.00023267-0.00018993i,0.00081484+0.0007175i,0.0011757+0.0018825i,0.0010141+0.0020439i,0.00083967+0.00055776i,0.00068727-0.0013394i,-0.00019321-0.0014654i,-0.0012583-7.8255e-05i,-0.0026227+0.00131i,-0.0035904+0.0021417i,-0.0037403+0.0022858i,-0.0031623+0.0014616i,-0.0022342+0.00060166i,-0.0017037-0.00014145i,-0.0012254-0.00011346i,-0.00019238+0.00042217i,0.00029736+0.0008428i,0.00052622+0.0004036i,0.00048584-5.8311e-06i
0.0018418-0.0001129i,0.00098773+0.00033496i,0.0017162+0.00042509i,0.0011816+0.00054467i,-0.00045778-0.00019434i,-0.0014999-0.0010232i,-0.00062944-1.2293e-05i,0.00052253+0.0010253i,1.7298e-05+0.00036077i,-0.00092487-0.00061085i,-0.0012376-0.00044016i,-0.0018443-0.00030914i,-0.0020565-0.00071154i,-0.0018927-0.00088598i,-0.0016835-0.0013349i,-0.0016669-0.0012311i,-0.0013412-0.00030351i,-0.00058326-0.00035753i,-0.00026184-0.00084308i,-0.00011829-0.0010132i,0.00024676-0.00078448i,5.8164e-05-0.00016901i,-0.0013702-0.00014565i
0.00026182-0.00096124i,0.0010716-0.0017171i,0.00093065-0.0021529i,-0.000506-0.002i,-0.0005241-0.0008296i,-6.5118e-05+0.00086324i,-0.00037275+0.0014908i,-0.0010768+0.00098655i,-0.0018004-0.00025213i,-0.0018417+0.00022707i,-0.0017949+0.001473i,-0.00096378+0.0011945i,0.00080399+0.00015194i,0.00099778-0.0019125i,0.00038985-0.0028557i,-0.0001912-0.0018915i,-9.8086e-05-0.00049094i,0.0001899-0.00013935i,-0.00025673-7.7269e-05i,-0.00033437+0.00066623i,-0.00028786+0.00065416i,-0.00016787+0.00027738i,0.00018284-8.8511e-05i
0.002329+0.0020415i,0.0028398+0.00067938i,0.0033629-0.00091422i,0.0028705-0.0010312i,0.0016412-6.8916e-06i,0.0010769+0.0010321i,0.00050777+0.0018759i,-0.00056707+0.0017575i,-0.00054572+0.0014322i,4.449e-05+0.0016272i,0.00078638+0.0014643i,0.0013278+0.0010789i,0.0014875-2.9372e-05i,0.0021053-0.0020011i,0.0022243-0.0024496i,0.0011755-0.0012582i,0.00060057-0.00096371i,9.2271e-05-0.00096161i,-0.00091318-0.001309i,-0.0018017-0.00098894i,-0.0012223+0.00017444i,-0.00047609+0.00011299i,6.1043e-06-0.00039241i
0.00036708-6.8373e-05i,0.00016984-0.00074311i,-0.00066508-0.00051313i,-0.0018094+0.0003673i,-0.0015742+0.0010985i,0.00013238+0.0014239i,0.0010061+0.0018809i,0.0014229+0.0016787i,0.0012931+0.00059963i,0.0010792-3.0049e-05i,0.00035761+5.3985e-05i,0.00091656+0.00040672i,0.0017795+0.0013754i,0.0023391+0.0025965i,0.0029766+0.0023772i,0.0020733+0.0011201i,0.00041022+0.00046801i,-0.00056862+0.00034395i,-0.00039263+0.00073828i,6.3664e-05+0.00085222i,0.0003303+0.00091919i,0.00021548+0.00027962i,-9.7372e-05-0.00074501i
0.0017655-0.00013259i,0.0026471-0.0006421i,0.0021624-0.0016835i,0.0019977-0.0020657i,0.00062192-0.0016328i,0.00017458-0.00080875i,0.0012382+0.00040382i,0.0010509+0.00086994i,0.00031651-7.854e-05i,-0.00013943-0.0012392i,-0.00029628-0.00060274i,-0.0002221+0.0012588i,0.00015558+0.002881i,0.0011993+0.0037576i,0.0018382+0.0035626i,0.0010904+0.0024113i,0.00028472+0.0016548i,-5.3995e-05+0.0015756i,-0.00013269+0.00061214i,0.00056852-0.00024263i,0.00098361-0.00048557i,0.00035724-0.00076791i,0.00012452-0.00012505i
0.003358-0.0014008i,0.0018116-0.0018534i,0.001811-0.0016181i,0.00077121-0.00028455i,-0.0013292+0.00052742i,-0.0017895+0.0012372i,-0.00039361+0.0015917i,0.0006764+0.0009331i,0.00058948-0.00022883i,-0.0012349-0.00085454i,-0.0026428-0.0004032i,-0.0023475+0.00054739i,-0.0018903+0.0020991i,-0.002496+0.003169i,-0.0024773+0.0035595i,-0.001181+0.0031877i,-0.00078471+0.0020044i,-0.00076042+0.00075289i,0.00011498+0.00032673i,0.00012068+0.00023823i,-8.836e-05+0.00021879i,0.00032623+0.00027832i,0.0001486+0.00037726i
0.00019588+0.00095008i,0.00032518+0.00088287i,0.0011382+0.000227i,0.00085806+0.00056215i,0.0010622+0.0011922i,0.0016145+0.0010621i,0.0010181+0.0015814i,0.00033042+0.0015455i,-0.00017044+0.00045509i,-0.0010776+0.00018102i,-0.0012411+0.00036895i,-0.00097829+0.00022103i,-0.0016669-0.0011395i,-0.0040109-0.0016836i,-0.0050905-0.00082789i,-0.0028726+0.00035289i,-0.00071318+0.00084265i,-0.00040145+7.2152e-06i,-2.5516e-05-0.00027929i,0.00010202+0.00017826i,0.00010031+0.00045026i,0.00012386+0.00062441i,-3.3796e-05-0.00011074i
0.0014637+0.0011288i,0.00064147-0.00050687i,-0.00029612-0.0011588i,-0.0013266-0.00097993i,-0.0014985-0.00054487i,-0.0011931+0.001338i,-0.00056293+0.0026502i,0.0010006+0.0021008i,0.0016025+0.0015026i,0.00056534+0.0010903i,-0.00011388+0.00070162i,-0.00070129-0.00029742i,-0.0013891-0.0013739i,-0.0019344-0.0027604i,-0.0020349-0.0032855i,-0.0012312-0.0020948i,-0.00048346-0.00076119i,-0.00022377-0.00022201i,-0.00065527-0.00023238i,-0.00089048-3.0097e-05i,1.1032e-05+0.00021392i,0.00052244+0.00036902i,0.00028274-0.00018013i
0.001041+5.3896e-05i,0.00074293-0.00073729i,0.00061205-0.00046401i,0.0002999+0.00076811i,-0.0001735+0.0019617i,-0.00039972+0.0023479i,-0.00030205+0.0020274i,0.00075105+0.0017351i,0.0014665+0.00092034i,0.00088196-4.1037e-05i,-0.00035637-0.00011876i,-0.001002+0.00036037i,-0.00036092-0.00019145i,0.00053535-0.0022246i,0.00054876-0.0028139i,-0.00021108-0.0017637i,-0.00088162-0.00090634i,-0.00074766-0.00029252i,-0.00043071-3.381e-05i,-0.00080109-0.00034324i,-0.00085083-0.00024876i,-0.00043265+0.00024738i,7.2781e-05+0.00066192i
0.0012851+0.00060173i,0.0010941+0.00061903i,0.00070704-0.00023613i,-0.00010192-0.00029665i,-0.00025689+0.0002194i,0.00093941+0.00016069i,0.001815+6.4022e-05i,0.0018157+0.00013626i,0.0019059-0.00031257i,0.0016134-0.00037284i,0.00095027+0.0006029i,0.0005803+0.0012661i,0.00095338+0.00065329i,0.0023264-0.00077705i,0.0029177-0.00086317i,0.0019753-0.00070196i,0.0016923+1.0388e-05i,0.0013928+0.00046609i,0.00048484-0.00028029i,-0.00018582-0.0005091i,-0.00052669-1.9228e-05i,-0.00058612+0.00077354i,-0.00040739+0.00052466i
0.0017192+0.00079261i,0.0012931+0.00035987i,0.00054234+0.00013834i,-0.00036648+6.5758e-05i,-0.0017983-3.4346e-05i,-0.0019859-0.00023678i,-0.0015824+0.00033114i,-0.0013491+0.00041369i,-0.00094368-0.0014293i,-0.0012102-0.0018366i,-0.0017886-2.7367e-05i,-0.001185+0.0010951i,0.0003166+0.0014573i,0.002314+0.0022865i,0.0040842+0.0023637i,0.0030645+0.0012271i,0.0011107+0.00038832i,0.00085478+0.00055545i,0.0013522+0.0011932i,0.0013173+0.0010782i,0.00094992+0.00021954i,-3.1346e-05-0.00028248i,-0.0003905-0.0001115i
0.0014068+0.00073267i,0.0016968-0.00075594i,0.0016158-0.0013328i,0.0007536-0.00096437i,-0.00044968+0.00020856i,-0.00087606+0.0013063i,-8.7227e-05+0.0017299i,2.5641e-05+0.0017796i,-0.00051746+0.00058928i,-0.00070412-0.00057997i,-0.00084019-5.454e-06i,-0.0013388+0.00088697i,-0.0012555+0.0018413i,-0.0012604+0.0029973i,-0.00082053+0.0031642i,8.0244e-05+0.001335i,0.00016945+0.00015489i,1.8928e-05+0.00028732i,0.00065037+0.0006971i,0.00059649+0.00087492i,-0.00014787+0.00049946i,-0.00083862+0.00010354i,-0.00095372-0.00021934i
0.0010787-0.00143i,0.0003614-0.00050005i,-0.00027486-0.00050389i,-0.00048121-0.00052632i,-0.00024955+0.00070892i,0.00078897+0.0022209i,0.0017569+0.0022654i,0.0012772+0.0016541i,-0.00043673+0.00098095i,-0.0013423+0.001045i,-0.0016045+0.0016557i,-0.0017938+0.0012659i,-0.0025869+0.0017435i,-0.0034684+0.0032687i,-0.0032407+0.0045349i,-0.0025798+0.003606i,-0.002395+0.0013859i,-0.0019605+0.0007247i,-0.001921+0.00057602i,-0.0013685+0.00020677i,-0.00058851-0.00014108i,-0.00036669-0.00045709i,-1.1637e-05+8.8092e-05i
-0.0016834-0.002052i,-0.0015443-0.0017902i,-0.0026772-0.001855i,-0.0032161-0.00051935i,-0.0013437+0.00061371i,-0.00017846+0.0013272i,-0.0001085+0.0015369i,0.00072337+0.0012435i,0.0016784+0.0012405i,0.0017382+0.0018106i,0.00062107+0.0015879i,-0.00033526+0.00057506i,-0.0013958+0.00020129i,-0.0032024+0.00014745i,-0.0038122+0.00048528i,-0.0028221+0.00069747i,-0.0015347+7.4249e-06i,-0.001255-0.00030612i,-0.0014623-0.00012511i,-0.00094424-6.0512e-05i,-0.00031549+0.00045974i,0.00018276+0.00074313i,0.00017721+0.00026447i
-0.0014997+0.0021497i,-0.00030598+0.0012686i,0.00047304+0.0014951i,0.0012485+0.00059035i,0.0016693-0.00037378i,0.0015245-8.1366e-05i,0.0004355+0.0004212i,0.00089704+0.00056009i,0.0025052-0.00019279i,0.0027456-0.0013253i,0.0021418-0.0017365i,0.002268-0.0019885i,0.0012963-0.0031499i,8.0186e-05-0.0040637i,-0.00026916-0.0039524i,-0.0013538-0.0018533i,-0.0010472-0.00065738i,7.2499e-05-0.00054265i,0.00048528+6.9694e-05i,0.00065812+0.00023514i,0.00051351+9.0014e-05i,0.00077343-2.247e-05i,0.00096827+0.00011352i
0.0001964-0.0032989i,-0.00021697-0.0020347i,-0.0013956-0.0014027i,-0.0018223-0.00029001i,-0.0021617+0.001452i,-0.0015002+0.0023225i,-0.00019727+0.0015487i,0.00043952+9.8203e-05i,-0.00034584-0.00098898i,-0.0010316-0.0012909i,-0.0010499-0.00034978i,-0.00093265+0.00020045i,-0.00016477-0.0011205i,0.0011595-0.0029731i,0.0020632-0.0037409i,0.0017504-0.0024439i,0.0010952-0.0011896i,0.001154-0.0013556i,0.0012803-0.0014643i,0.00084093-0.0010068i,0.00069895-0.00025891i,0.00070483+0.00017419i,0.000235-0.00020277i
0.0012557+0.0035503i,0.0022121+0.0019624i,0.0030297+0.00055578i,0.0025377-0.00025507i,0.0022309+0.00045117i,0.002415+0.0006512i,0.0018249+0.00036575i,-0.00011146+0.00018214i,-0.0014613+0.00016352i,-0.0019771+0.00026936i,-0.0014086+0.00033512i,-0.00027017+0.00021763i,0.0014317-0.00034288i,0.0039441-0.00043129i,0.0042006-0.00099682i,0.0026046-0.00080486i,0.0012407+3.5678e-06i,0.00052326-0.00043968i,-1.4724e-06-0.0011078i,-0.00025746-0.001484i,-0.0003029-0.0010965i,-0.00026769+0.00032364i,-9.2939e-06+0.0011399i
0.0024817+0.00014117i,0.001752+0.00015569i,0.00096905-0.00064215i,-0.0010663-0.0011597i,-0.0016702-0.0012739i,-0.0010509-9.2782e-05i,-0.00040842+0.00141i,0.00050584+0.0016433i,0.00029846+0.0024949i,-0.00038622+0.0037724i,-0.00031951+0.0033841i,0.0003448+0.0025141i,0.0011814+0.0024877i,0.0026053+0.003882i,0.0031672+0.0037753i,0.0016011+0.0020584i,0.000588+0.0015914i,0.00057752+0.00199i,0.00092685+0.0023121i,0.0008247+0.0017949i,3.4199e-05+0.0013342i,-0.00031778+0.0008437i,-0.00024732+0.00033074i
0.0010217-0.0010575i,0.00027777-0.00070718i,-0.00079228-0.0018429i,-0.0012703-0.001807i,-0.001168+7.9531e-05i,-0.00082786+0.001899i,-5.0698e-06+0.003185i,0.00066194+0.0027189i,0.00132+0.0015821i,0.0016923+0.00041378i,0.00068416-0.00015706i,-0.00015219+0.00011098i,-0.00069247+0.0019199i,-0.0011913+0.0035031i,-0.00091327+0.0032332i,-0.00019592+0.0020347i,6.1246e-05+0.0009174i,-0.00018752+0.00078411i,0.00054885+0.0010334i,0.0010125+0.0011969i,0.0006954+0.0010259i,9.5246e-05+0.00048214i,-0.0006163-0.00020356i
0.0016749+0.00052413i,0.0020857+0.00043938i,0.0013447-0.00022168i,0.00015913-0.00032584i,0.00046805+0.00056143i,0.0014391+0.00081568i,0.0017239-9.0444e-05i,0.0011069-0.0013457i,0.00057511-0.0021795i,0.00025948-0.0021213i,-0.0015902-0.0016339i,-0.0030968-0.00068004i,-0.0035038+8.8443e-05i,-0.004192+0.00065243i,-0.0035433+0.00075405i,-0.0019778+0.00030646i,-0.00089645-0.00064042i,-0.0010992-0.00070669i,-0.0009243+0.00013765i,-2.898e-06+0.00039558i,0.0004259+9.8068e-06i,0.00050875+0.00013564i,4.3046e-05+0.00033572i
0.00093157-0.0013931i,-0.00035756-0.00153i,-0.0010795-0.00016785i,-0.0017185+0.0014308i,-0.00171+0.0013681i,-0.00061687+0.00036897i,0.00036826+0.00023107i,0.0001258-0.00023062i,-0.00088976-0.0017291i,-0.0030303-0.002323i,-0.0041841-0.0010698i,-0.0033716-0.00035108i,-0.0030001-0.0010841i,-0.0039708-0.0022321i,-0.0040519-0.0021455i,-0.0023137-0.0014678i,-0.00053875-0.0013198i,-0.00024837-0.001451i,-0.00082428-0.00083345i,-0.0018421+0.00092177i,-0.0019791+0.00094491i,-0.00078594-0.00049992i,0.00066131-0.0005994i
0.0016009+0.0010377i,0.0031827-0.00045525i,0.0040241-0.0021108i,0.0033045-0.0025153i,0.0024766-0.00099247i,0.0016835-5.4229e-05i,0.00045239+0.00025308i,-0.00025599+0.00064816i,-0.00011037+0.0010645i,-0.00020612+0.0014332i,0.00020618+0.0020782i,0.0010319+0.0018163i,0.0012905-0.00030817i,0.00086999-0.0027503i,-0.00027749-0.0034337i,-0.00099193-0.0017128i,0.00030012-0.00057902i,0.00074116-0.00057024i,-0.00010813-0.00026647i,-0.00045778+0.00058817i,-2.4595e-06+0.00084018i,8.4786e-05+0.00070472i,-5.7677e-05+0.00034633i
-0.0016052+0.00044926i,-0.0010853-0.00080743i,-0.00037866+0.00010754i,0.00033239+0.0018355i,0.00094042+0.0019761i,0.0015524+0.0016204i,0.0009987+0.0022318i,0.00090015+0.0023556i,0.0015606+0.0019599i,0.0026662+0.0020354i,0.0037716+0.0013565i,0.0038208-0.000365i,0.0041625-0.00097904i,0.0041841-0.001959i,0.0033476-0.0020147i,0.0027957-0.00028803i,0.002445+0.00022321i,0.0019551-0.00024641i,0.0013013-0.00059899i,0.00034948-0.00032086i,-0.00029931-0.00057411i,0.00015672-0.00071746i,0.00083578-0.00059955i
0.00068394-0.0008671i,0.00058311-0.0010583i,-0.00020792-0.0015611i,-0.001446-0.00074319i,-0.0020198+0.00074331i,-0.0007392+0.0021921i,0.00089649+0.0024574i,0.0011971+0.0014017i,0.0016675+0.00041031i,0.0021144-0.0011916i,0.001178-0.0022097i,0.00042293-0.000865i,0.0019387+0.00081327i,0.0039489+0.00084849i,0.0038795+0.00016475i,0.0025156-7.2536e-05i,0.001717-0.00017503i,0.0013588-0.00028073i,0.0015268-0.00074874i,0.0013208-0.00085574i,-6.4224e-05-0.00056663i,-0.0004824-0.00068181i,-0.0001436-0.00054464i
0.0013269-0.0017766i,0.00096073-0.0014558i,0.00138+0.0003382i,0.0016558+0.00090987i,0.00066723+0.00095226i,-0.00012709+0.0020448i,0.00017489+0.0021619i,0.00055701+0.0005006i,-0.00040335-0.0017892i,-0.0025991-0.0023801i,-0.0038914-0.0008189i,-0.0037262+0.0009229i,-0.0025635+0.0025153i,-0.00047275+0.0040784i,0.0012175+0.004165i,0.0011236+0.0020512i,-6.938e-05+0.00043511i,6.172e-05+0.00017481i,0.00092053-0.00023166i,0.00051696-0.00080299i,-0.00034164-0.00073683i,-0.00053611-0.00064018i,4.3211e-05-0.00038674i
-0.0018204-0.00027312i,-0.0017846+0.00067806i,-0.0017873+0.0014123i,-0.00075784+0.0021427i,-0.0003705+0.0019718i,0.00028632+0.0014805i,0.00060572+0.002174i,-0.00057852+0.0024229i,-0.0019884+0.0014837i,-0.0034698+0.0018428i,-0.0035972+0.0030382i,-0.001744+0.0032881i,-0.00078861+0.0035602i,-0.0021023+0.0040097i,-0.0025983+0.0035959i,-0.0011348+0.0023058i,-0.00045929+0.0015834i,-0.00076018+0.0021921i,-0.00025718+0.0026179i,0.00054972+0.0021926i,0.00062665+0.001514i,0.00063934+0.00017063i,0.0003877-0.00025584i
0.00099828-0.00067599i,0.00058027-0.0018051i,0.00013079-0.002674i,-0.00063125-0.002975i,-0.00094775-0.0012973i,-0.00047913+0.00082589i,-0.00054834+0.00094577i,-0.0010505+0.00069368i,-0.00064539+0.0015478i,-0.00029479+0.0024526i,-0.00028351+0.0017875i,-7.5702e-05-0.00017409i,-0.001064-0.0011611i,-0.0032946-0.00066025i,-0.0037939+0.00075851i,-0.0021651+0.0013174i,-0.0014174+0.0010227i,-0.0021815+0.00074293i,-0.0022736+0.0014197i,-0.00081422+0.001967i,0.00065881+0.0012698i,7.675e-05+0.00029029i,-0.00058505-0.00030248i
-0.00014484-0.0018179i,0.00040765-0.00090851i,0.00057634+0.00059627i,0.00051341+0.0012687i,0.00059587+0.0013935i,0.00021853+0.00089484i,0.00037502+0.00040565i,0.00060307+0.0006628i,0.00048512-0.00083049i,0.0015059-0.0028089i,0.0014502-0.0030449i,-0.00046368-0.0026182i,-0.0015445-0.0029473i,-0.0023219-0.0039656i,-0.002476-0.0039048i,-0.0016088-0.0021869i,-0.00091549-0.00085601i,-0.00095957-0.0010863i,-0.00078779-0.00099755i,-0.0010954-0.00048284i,-0.00077145-0.00061249i,0.00071223-0.00077008i,0.0014515-0.00067381i
0.0015174-0.00043297i,0.0021525-0.00017266i,0.0012199-0.00037626i,-0.00057717+0.00010405i,-0.0010108+0.0015167i,-0.00056215+0.0022546i,-0.00014789+0.0019597i,-0.00015288+0.0005093i,-0.00053777-0.0015143i,-0.0014915-0.0026728i,-0.0032123-0.003051i,-0.003517-0.0023793i,-0.0020576-0.0023336i,-0.00063066-0.0036688i,0.00048558-0.0037448i,0.00024623-0.0024021i,-0.00037433-0.0020365i,-0.00066433-0.0027711i,-0.0019081-0.0036411i,-0.0027365-0.0025983i,-0.0023755-0.00058523i,-0.001419+0.0001964i,-0.00013771-0.00020725i
-0.00033355-0.0023167i,-4.3365e-05-0.0010354i,-0.00090394-0.0004868i,-0.0013549-0.00065189i,-0.00072776+0.00022432i,-0.00030307+0.0018911i,0.00011003+0.0016385i,-2.1571e-05+0.00024294i,-0.0013984+0.00045339i,-0.0025104+0.0011259i,-0.0030915+0.0020019i,-0.0024607+0.0027318i,8.0619e-05+0.0017427i,0.003069+0.00014166i,0.0037424-0.00049865i,0.0023255-0.00086065i,0.00082521-0.00099686i,0.0003623-0.00070763i,0.00071693-0.0013995i,0.00053424-0.0022556i,0.00023704-0.00097071i,0.0002357+0.00037627i,-0.00053061+0.00031166i
0.0010336+0.0001782i,0.00072673+0.00011684i,-3.4599e-05+0.00076482i,6.5661e-06+0.0019208i,0.00040964+0.001626i,0.00024429+0.00016408i,0.00012852+0.00012786i,0.0002812+0.0021766i,0.00099557+0.0032455i,0.00042492+0.0034408i,0.00013282+0.0035544i,0.0018404+0.0031883i,0.0034279+0.0022925i,0.0044574+0.002424i,0.0037702+0.0027383i,0.001842+0.0016041i,0.0012296+0.0011727i,0.0020727+0.0010431i,0.0029998-8.1807e-05i,0.0027373-0.0010844i,0.0013817-0.0015161i,-2.3828e-05-0.00056569i,-0.00063475+0.00066095i
-0.001748-0.00098875i,-0.0028875-0.0009915i,-0.0036475-4.2623e-05i,-0.003013+0.00079627i,-0.0014717+0.0011165i,0.00022345+0.00083721i,0.001592+0.00085558i,0.0022428+0.00061971i,0.002946+0.00055221i,0.0028334+0.00010748i,0.0027286-0.0010698i,0.0025041-0.00082683i,0.0019073+0.0015394i,0.0014476+0.003908i,0.0008591+0.0039359i,0.00026924+0.0023194i,0.00080553+0.00093305i,0.0017966+0.0014449i,0.0018634+0.0024695i,0.0016835+0.0018074i,0.00063145+8.9063e-05i,-0.00071552-0.00115i,-0.00078276-0.00099609i
0.0017811+1.1446e-05i,0.0028183-0.0012767i,0.0026282-0.0021391i,0.0015364-0.001314i,0.0005599+0.00019052i,0.00029048+0.00056818i,0.00036469+0.00032994i,-7.3378e-05-0.00032767i,-0.0012366-0.0012808i,-0.0017172-0.0011254i,-0.0016298-0.001227i,-0.0021443-0.0011566i,-0.0035795+5.9353e-05i,-0.004148+0.0015338i,-0.0031846+0.0018416i,-0.0015793+0.00090095i,-0.00027401+0.00056723i,-0.00039766+0.0010066i,-5.6795e-05+0.0020225i,0.00078681+0.0026572i,0.00045672+0.0019741i,2.4993e-05+0.00014575i,2.3534e-05-0.0015236i
0.0007484+0.00039962i,0.0013461+3.0262e-05i,0.00079261+0.00022262i,-0.00041509+0.0015323i,-0.0012268+0.0015758i,-0.00057559+0.0014398i,-0.00046514+0.0011856i,-0.00047496+0.0010584i,-0.0024729+0.0015128i,-0.0050257+0.0011988i,-0.0048056+0.00053411i,-0.0033914+9.3461e-06i,-0.003844-0.00034364i,-0.0048633-0.0014269i,-0.0043748-0.0010666i,-0.0023762+5.6257e-05i,-0.0013741-5.014e-05i,-0.0021528+0.00074011i,-0.0023511+0.0018791i,-0.00089197+0.0017982i,0.00042707+0.00080863i,0.00079845-0.0006846i,0.00086174-0.0010227i
0.0012881-0.0030195i,0.0017281-0.002525i,0.00058058-0.0037949i,-0.0017802-0.0038613i,-0.0019769-0.0012433i,-0.0013085+0.0020487i,-0.001349+0.0028029i,-0.0013739+0.0029121i,-0.00068189+0.0026365i,-0.0010909+0.0021572i,-0.0019801+0.0026636i,-0.0018688+0.0024053i,-0.00072125+1.0522e-05i,-0.00045421-0.0028969i,-0.00115-0.0033881i,-0.001626-0.0010436i,-0.0018582+0.00088918i,-0.0025137+0.00045931i,-0.0027893-0.00011951i,-0.001544+0.00048829i,0.00019124+0.00067708i,0.0010323+0.0001082i,0.00090191+0.00012187i
0.00019671+0.0032356i,0.0011793+0.0040147i,0.0023282+0.0041744i,0.002332+0.0027614i,0.0021223+0.00071041i,0.0018965+0.00099471i,0.0021361+0.0031906i,0.0024552+0.0026127i,0.002523-0.0003857i,0.0017489-0.0016879i,0.00083301-0.0011268i,0.00094563-0.00073995i,0.0018882-0.0022969i,0.0024465-0.0042858i,0.0025358-0.0034566i,0.0018252-0.0010906i,0.0012238-0.00022941i,0.0009541-0.00090956i,-1.1711e-05-0.0017601i,-0.0016329-0.0016337i,-0.0018484-1.9609e-05i,-0.00060546+0.0016612i,0.00012574+0.0016524i
-0.0015627-0.0024291i,-0.0019305-0.0015871i,-0.0023198-0.00234i,-0.0029378-0.0024341i,-0.0028376-0.00035822i,-0.0015984+0.0015576i,0.00047974+0.00084472i,0.0013333-0.00070528i,0.00085538-0.0028185i,-0.00014214-0.0047391i,-0.0010094-0.0039095i,8.6155e-05-0.0022268i,0.0027487-0.0010009i,0.0043193-0.00045162i,0.0041817-0.00045192i,0.0027986-0.00089346i,0.0016713-0.00067132i,0.00091304-0.00067498i,0.00056448-0.0011451i,0.00049134-0.00072937i,-0.00038291-2.9882e-05i,7.0054e-05+0.00094618i,0.00058105+0.0015353i
0.0033966+7.6719e-06i,0.0028729+0.0015214i,0.0035815+0.00069201i,0.0025127-0.00057266i,0.00014938-0.00047902i,-0.00082837+8.073e-05i,-0.0004201+9.243e-05i,-0.0010294-0.001018i,-0.0014879-0.0025834i,-0.0022097-0.0029885i,-0.002847-0.0013582i,-0.0020909+0.0015517i,-0.00044938+0.0036558i,0.00070412+0.0047734i,0.00032831+0.0041259i,-0.00098288+0.0016573i,-0.0014774+8.1601e-05i,-0.00072488-2.4549e-05i,0.00093443-0.00040426i,0.002031-0.00074031i,0.00089228-0.00075585i,-0.0007421-0.00058471i,-0.0011842-3.5216e-06i
-0.0019139-0.0010279i,-0.0028306-0.0015942i,-0.004034+0.00014901i,-0.0035849+0.0038478i,-0.0011656+0.0048173i,0.00091034+0.0034886i,0.00026267+0.0019607i,-0.00016316+0.0020486i,0.0005232+0.0028245i,0.00033839+0.0029841i,0.00032751+0.0026747i,0.00020968+0.0020494i,-0.00086142+0.0031427i,-0.0021414+0.0055456i,-0.0023207+0.0055797i,-0.0012942+0.0034452i,-0.0012721+0.0024441i,-0.0014785+0.0022447i,-0.00032866+0.0017331i,0.00081267+0.00043359i,0.0010278-0.00099325i,0.00030829-0.0011723i,-0.00027564-0.00053997i
0.001646-0.0018302i,0.0019257-0.00077581i,0.0013934-0.00023267i,-8.9925e-07+0.00073777i,-0.00034165+0.0010006i,0.00034213+0.0014227i,0.00098681+0.0020514i,0.0017332+0.0023637i,0.002449+0.0022152i,0.0019073+0.0021358i,0.0011547+0.0016112i,-1.7236e-05+0.001166i,-0.0028806+0.00075864i,-0.0049245+0.00018448i,-0.0043924+0.00047577i,-0.0024989+0.0010047i,-0.0011881+0.0010364i,-0.0012659+0.0014098i,-0.0012359+0.0020818i,-0.00036357+0.0019151i,0.00041191+0.00072337i,0.00021933-0.00047371i,-0.00019443-0.001598i
9.2413e-05-0.0014988i,-0.0009555-0.0016019i,-0.0019991-0.00096527i,-0.0019794-1.2054e-05i,-0.0013491+0.00047528i,-0.00018615+0.00075246i,0.00101+0.0016923i,0.0017452+0.0017633i,0.0016021+0.0002915i,-0.00044167-0.0012216i,-0.0018334-0.0017689i,-0.0018647-0.0011897i,-0.0028992-0.0018416i,-0.003849-0.0039648i,-0.0032503-0.0040855i,-0.0010832-0.0025279i,0.00051755-0.0016031i,-0.0003536-0.0017842i,-0.0011587-0.00082572i,-0.00091653+0.0010775i,-4.5145e-05+0.0015385i,0.00052803+0.0013868i,-1.7954e-05+0.00049375i
