-0.001184-2.4415e-05i,0.0013287+0.0012838i,0.0019747+0.0020505i,0.0019556+0.0017238i,0.0015098+0.0018926i,0.0014602+0.0021842i,0.0018356+0.00096988i,0.0018605-0.0004501i,0.0014568-0.0012889i,0.0010767-0.0015164i,0.0017555-0.00079967i,0.0015604-0.0010334i,0.00053087-0.0012358i,0.00026462-0.00044131i,0.00010454-0.00010864i,-0.00037637-8.9266e-05i,-0.00050168+0.00018994i,-0.00033439+0.00025241i,-3.2366e-05-0.00011454i,4.8522e-05-0.0001136i,0.00046679-0.00025568i,-1.4507e-05-0.00042634i,-0.00057638-0.00043715i
-0.5802+0.19018i,-0.53085+0.069975i,-0.26886-0.052976i,-0.047913-0.080277i,0.023906-0.042285i,0.0083362+0.025064i,0.0034807+0.039854i,-0.0094206+0.0072977i,-0.026947+0.015429i,0.017465+0.031833i,0.063412-0.0044938i,0.048378-0.021517i,0.0309+0.028539i,0.049721+0.080912i,0.077564+0.076357i,0.080846+0.031074i,0.063835-0.010678i,0.034994-0.03245i,0.00017469-0.029276i,-0.0074786-0.010268i,0.0081746-0.0024741i,0.011787-0.0010989i,0.0097076+0.010721i
0.032194-0.06473i,0.083405+0.046585i,0.083953+0.0096761i,0.022612-0.11889i,-0.025841-0.16719i,-0.031995-0.15847i,-0.042422-0.09086i,-0.044089+0.025853i,-0.016779+0.10106i,0.018028+0.1054i,0.038147+0.068804i,0.032621+0.028963i,0.023001+0.013874i,0.025435+0.0094061i,0.029616+0.014129i,0.041178+0.026822i,0.053803+0.032818i,0.049841+0.029689i,0.034832+0.018593i,0.019914+0.0072402i,0.011409-0.001961i,0.0059408-0.012553i,-0.00096872-0.016544i
0.37805-0.52407i,0.28627-0.49428i,0.13345-0.21463i,0.058412+0.062533i,0.055997+0.20875i,0.059555+0.22219i,0.031611+0.13565i,-0.00026668+0.048593i,0.014792+0.0070298i,0.039041-0.0239i,0.014379-0.044361i,-0.039073-0.039405i,-0.077147-0.016816i,-0.072708-0.0040398i,-0.04782-0.026884i,-0.048783-0.061186i,-0.071527-0.067951i,-0.082148-0.038575i,-0.064269+0.0042528i,-0.036359+0.025691i,-0.019659+0.035694i,-0.0062753+0.05328i,0.010475+0.062207i
0.051979+0.59717i,0.094001+0.37475i,0.13127+0.056518i,0.15433-0.088093i,0.13257-0.13217i,0.077561-0.12464i,0.036118-0.06216i,0.0083154-0.011632i,-0.031643+0.028144i,-0.040407+0.074515i,-0.0092523+0.068396i,-0.00076361+0.025924i,-0.016982+0.022225i,-0.014461+0.050906i,0.004844+0.066661i,0.021212+0.0618i,0.033456+0.045436i,0.039823+0.013136i,0.026383-0.024355i,-0.0017161-0.039367i,-0.022209-0.038022i,-0.031621-0.036691i,-0.036864-0.026835i
-0.27955+0.13545i,-0.18658+0.26262i,-0.12031+0.22376i,-0.10757+0.09649i,-0.052791+0.026852i,0.0098594-0.008497i,-0.0020262-0.024577i,-0.04949+0.018216i,-0.055398+0.066179i,-0.0366+0.063031i,-0.019169+0.034444i,-0.00045266+0.0012426i,0.0028762-0.02557i,-0.010558-0.023812i,-0.011352+0.0015513i,0.0062439+0.019326i,0.017515+0.020491i,0.010443+0.016379i,3.9705e-05+0.016593i,0.0038115+0.024427i,0.021465+0.031437i,0.038048+0.029847i,0.038702+0.019684i
-0.20718-0.73936i,-0.20336-0.65173i,-0.03748-0.37266i,0.060457-0.20017i,-0.017762-0.11223i,-0.11191-0.023414i,-0.10499+0.028848i,-0.06595+0.03758i,-0.049903+0.048684i,-0.016381+0.059138i,0.026324+0.026889i,0.02506-0.020259i,-0.0058658-0.034134i,-0.016208-0.024808i,-0.0081253-0.017758i,-0.0094943-0.022678i,-0.018335-0.03316i,-0.023869-0.03215i,-0.024784-0.018757i,-0.024806-0.010814i,-0.030701-0.0067365i,-0.039138+0.0083548i,-0.036953+0.026836i
0.69658+0.45236i,0.63855+0.32894i,0.34996+0.10128i,0.15129-0.0056322i,0.13004-0.027329i,0.12622-0.04008i,0.060286-0.044006i,-0.013274-0.042361i,-0.05236-0.035543i,-0.059873-0.022863i,-0.050092+0.0023826i,-0.030901+0.025442i,-0.017248+0.034502i,-0.0075772+0.036434i,0.0070263+0.024984i,0.01617+0.0089082i,0.018514+0.010663i,0.022398+0.017857i,0.024071+0.010651i,0.018519-0.0060526i,0.01258-0.021395i,0.014971-0.032358i,0.015245-0.038481i
-0.26715+0.005943i,-0.27763-0.063487i,-0.24956-0.01727i,-0.18526+0.08094i,-0.11084+0.11421i,-0.044331+0.079199i,0.00052966+0.028216i,0.021707-0.00098424i,0.034718-0.020193i,0.038142-0.040471i,0.030809-0.048882i,0.020906-0.055242i,-0.00091486-0.061051i,-0.027918-0.041547i,-0.033405-0.0080601i,-0.022876+0.0093369i,-0.022368+0.011799i,-0.028014+0.0099556i,-0.024333+0.0086686i,-0.017234+0.017031i,-0.015058+0.035288i,-0.01841+0.050961i,-0.020125+0.057542i
-0.5976+0.020402i,-0.40314+0.1712i,-0.0027616+0.14253i,0.21248-0.0035153i,0.21208-0.093967i,0.13314-0.11616i,0.050148-0.090102i,0.0037413-0.042248i,-0.016834-0.01504i,-0.026412-0.0023965i,-0.019686-0.010376i,-0.017866-0.026792i,-0.019885-0.018907i,-0.011616-0.0064113i,-0.0073636-0.0057821i,-0.012164-0.01056i,-0.012089-0.018643i,-0.010699-0.022587i,-0.012574-0.015992i,-0.0063815-0.010148i,0.0053569-0.01771i,0.010644-0.030062i,0.010212-0.033767i
0.82797-0.17433i,0.73311-0.20517i,0.35063-0.17831i,0.077194-0.12565i,0.008745-0.070071i,-0.00057165-0.024324i,-0.023601+0.0089644i,-0.033427+0.030771i,-0.018183+0.047741i,0.003734+0.057252i,0.014831+0.056602i,0.012568+0.046149i,0.0031742+0.032992i,0.003129+0.03227i,0.021619+0.041254i,0.044358+0.045594i,0.055307+0.045986i,0.055102+0.033719i,0.0443+0.0048999i,0.022725-0.015793i,0.005044-0.016796i,-0.0041962-0.0076312i,-0.010438+0.00098813i
-0.3-0.19331i,-0.42232-0.29976i,-0.38057-0.16315i,-0.25836+0.046144i,-0.19305+0.12363i,-0.16136+0.11997i,-0.095528+0.092795i,-0.044015+0.063354i,-0.006579+0.051524i,0.026645+0.029264i,0.032469+0.0022031i,0.027134-0.01279i,0.020345-0.025874i,0.0092433-0.035504i,-0.0092947-0.045917i,-0.039392-0.055102i,-0.062112-0.0549i,-0.059665-0.039667i,-0.035063-0.01187i,-0.013097+0.0054007i,-0.0093979+0.0078866i,-0.010798+0.0054658i,-0.0085573+0.0046i
-0.25745+0.67986i,-0.020288+0.7771i,0.21834+0.44539i,0.24662+0.06827i,0.2008-0.062671i,0.19364-0.08826i,0.13907-0.098399i,0.071615-0.060453i,0.038855-0.028431i,0.019845-0.027338i,0.0055984-0.041268i,-0.0065704-0.048756i,-0.0064493-0.034724i,0.0027555-0.020716i,0.0086381-0.012395i,0.019683-0.0077738i,0.0297-0.012385i,0.023645-0.014882i,0.0081173-0.011594i,-8.1422e-05-0.00865i,0.00056332-0.003993i,0.0048625+0.0043827i,0.012462+0.0079073i
0.57277-0.60048i,0.51077-0.61333i,0.25275-0.39024i,0.10566-0.19354i,0.084024-0.12954i,0.024942-0.091628i,-0.034115-0.032917i,-0.053981+0.0024187i,-0.053977+0.033031i,-0.02939+0.059955i,-0.0014833+0.057032i,0.0027846+0.03623i,-0.0090841+0.022606i,-0.020717+0.02734i,-0.020128+0.04195i,-0.0072359+0.051987i,0.0066389+0.053432i,0.013887+0.039646i,0.013935+0.015456i,0.012109+0.002181i,0.013912-0.0021595i,0.013827-0.0080772i,0.0057399-0.0089447i
-0.46854-0.098114i,-0.60221-0.17323i,-0.44111-0.094401i,-0.21806+0.013534i,-0.15715+0.031098i,-0.15384+0.051425i,-0.090582+0.079024i,-0.036649+0.071937i,-0.029962+0.065361i,-0.015378+0.065149i,0.017536+0.045659i,0.039981+0.019518i,0.040726+0.0019075i,0.028202-0.010123i,0.012167-0.023334i,-0.0061287-0.032089i,-0.01942-0.027368i,-0.020613-0.0082368i,-0.012224+0.01255i,-0.0059917+0.015238i,-0.0075773+0.0039174i,-0.0111-0.0032659i,-0.010264-0.0024505i
0.10167+0.76027i,0.29337+0.8537i,0.30429+0.4893i,0.16272+0.14352i,0.12793+0.082117i,0.17974+0.04737i,0.1265-0.027331i,0.033661-0.031791i,-0.0054674-0.017398i,-0.032243-0.022536i,-0.04511-0.011355i,-0.027592+0.0027658i,-0.0049993+0.0070538i,0.012263+0.0083269i,0.025087+0.0048343i,0.032492-0.0030681i,0.028526-0.0088381i,0.014018-0.0076723i,0.0062441-0.0036344i,0.0088666-0.0015115i,0.0091975+0.0011454i,0.0077516+0.004862i,0.009689+0.004773i
0.37001-0.98i,0.30504-1.0435i,0.13346-0.6099i,0.067979-0.16467i,0.06624-0.031257i,0.0087988-0.04275i,-0.042264-0.037891i,-0.048535-0.031399i,-0.03845-0.032033i,-0.027801-0.026591i,-0.027877-0.017414i,-0.039366-0.014329i,-0.056224-0.014733i,-0.062303-0.005186i,-0.051699+0.0069464i,-0.044128+0.0083851i,-0.042025+0.0036939i,-0.037295-0.0043368i,-0.032815-0.011759i,-0.027828-0.0058029i,-0.016402+0.012226i,-0.0055646+0.027702i,-0.0015815+0.034171i
-0.40327+0.35485i,-0.50636+0.36154i,-0.33388+0.19097i,-0.13834-0.0275i,-0.10757-0.14318i,-0.10958-0.099023i,-0.053323-0.011535i,-0.0089068+0.021792i,0.00524+0.032349i,0.025702+0.031024i,0.040044+0.0064834i,0.02985-0.012844i,0.01472-0.0072442i,0.010175+0.0062902i,0.0068514+0.0090039i,0.00094923+0.0044222i,-0.0024516+0.0027437i,-0.00057317+0.0072315i,0.0048236+0.013179i,0.013483+0.010379i,0.022495-0.0070523i,0.020128-0.029034i,0.0068861-0.034324i
0.22489+0.62337i,0.37636+0.66393i,0.25925+0.35637i,0.024831+0.10442i,-0.026132+0.10411i,0.045299+0.09762i,0.048496+0.021515i,0.018519+0.0034973i,0.025317+0.018567i,0.040506+0.010971i,0.041531-0.0035165i,0.040884-0.0066742i,0.040659-0.0033506i,0.035825+0.0018961i,0.035222+0.01249i,0.050582+0.020874i,0.06666+0.015208i,0.05848-0.0044412i,0.032868-0.018556i,0.010304-0.017724i,-0.0086007-0.0090708i,-0.019969+0.0076425i,-0.015316+0.018911i
-0.098932-1.0947i,-0.15858-1.1614i,-0.095726-0.64594i,0.064411-0.1337i,0.13189-0.00032341i,0.057232-0.018559i,-0.011994+0.0016032i,-0.027841+0.018582i,-0.036281+0.016119i,-0.042201+0.020146i,-0.036498+0.022497i,-0.031791+0.012833i,-0.030655+0.00085687i,-0.029088-0.013808i,-0.034326-0.029362i,-0.05119-0.035258i,-0.062654-0.030972i,-0.052442-0.016817i,-0.030078-0.0069935i,-0.014419-0.0046946i,-0.0055821-0.00064905i,0.0025414-0.0022405i,0.005691-0.0055551i
-0.063993+0.56817i,-0.11779+0.61273i,-0.034353+0.34271i,0.070034-0.0002647i,0.062917-0.14319i,0.034225-0.1002i,0.028974-0.042574i,0.011533-0.030813i,-0.018729-0.025123i,-0.038988-0.0066722i,-0.039861+0.01326i,-0.02926+0.022504i,-0.016441+0.027654i,0.0024924+0.030336i,0.017514+0.016239i,0.011757-0.0047133i,-0.0062496-0.0052837i,-0.013424+0.0086839i,-0.0048893+0.016805i,0.0038797+0.017934i,0.010985+0.019714i,0.018897+0.018614i,0.015605+0.010153i
0.33246+0.35219i,0.43863+0.32512i,0.20714+0.18099i,-0.094797+0.14864i,-0.15526+0.17952i,-0.081538+0.10822i,-0.043914+0.01011i,-0.033054-0.014011i,-0.006608-0.0050886i,0.018486-0.012454i,0.020596-0.024598i,0.015988-0.023375i,0.012722-0.016526i,0.0063417-0.0045631i,0.012621+0.016751i,0.0406+0.032646i,0.065088+0.025471i,0.055165+0.0012556i,0.024529-0.011552i,0.0058942-0.011165i,-0.007472-0.012699i,-0.025083-0.0070829i,-0.026401+0.0072287i
-0.407-0.76472i,-0.44128-0.8013i,-0.23886-0.49274i,-0.018245-0.18551i,0.073979-0.075084i,0.061001-0.046478i,0.031436-0.003431i,0.023164+0.033946i,0.022018+0.042261i,0.025128+0.026213i,0.020393-0.010144i,-0.0041287-0.042534i,-0.024286-0.050428i,-0.03244-0.047017i,-0.040423-0.041659i,-0.047137-0.037006i,-0.046328-0.033367i,-0.036065-0.020554i,-0.020624-0.0051114i,-0.0057825+0.0051997i,0.012653+0.014033i,0.028542+0.013736i,0.027523+0.0080158i
0.1766+0.43105i,0.13678+0.46609i,0.14942+0.19705i,0.17259-0.14296i,0.11852-0.22989i,0.068978-0.11475i,0.044384-0.031906i,0.0094175-0.0076488i,-0.010364+0.017658i,-0.0036809+0.036629i,0.015298+0.042227i,0.032735+0.033079i,0.031309+0.021635i,0.022477+0.023567i,0.017817+0.024876i,0.0052869+0.019226i,-0.012611+0.023325i,-0.014278+0.028505i,-0.0034646+0.018502i,-0.0047802+0.0037202i,-0.017175-0.0039972i,-0.02421-0.0073884i,-0.024084-0.011543i
0.33903+0.048417i,0.38364-0.035057i,0.13242+0.013579i,-0.11057+0.17864i,-0.14752+0.22015i,-0.10676+0.10655i,-0.088714+0.017433i,-0.075151+0.0016525i,-0.053685+0.0048911i,-0.030058+0.0066769i,-0.010382+0.01234i,0.0043234+0.019113i,0.012406+0.018185i,0.01472+0.013212i,0.018838+0.012301i,0.030986+0.01597i,0.043116+0.011974i,0.038263-0.0036166i,0.02127-0.011863i,0.011513-0.0083583i,0.0086011-0.00854i,0.0040709-0.0055349i,0.0056779+0.0056012i
-0.55881-0.28447i,-0.50686-0.21626i,-0.21387-0.10838i,0.037937-0.044159i,0.13259-0.026875i,0.11254-0.017273i,0.066327+0.0026085i,0.037372+0.011906i,0.010461+0.0065441i,-0.01198+6.4906e-06i,-0.025228-0.02097i,-0.042138-0.039682i,-0.047444-0.031585i,-0.036928-0.020812i,-0.030268-0.024897i,-0.029459-0.037891i,-0.029396-0.046512i,-0.028175-0.036128i,-0.019421-0.017364i,-0.0044109-0.0035848i,0.010154+0.0089008i,0.018999+0.012819i,0.016285+0.0063689i
0.20754+0.12536i,0.10955+0.19554i,0.048552+0.096878i,0.032199-0.07852i,0.0038815-0.10995i,0.016245-0.03796i,0.037321-0.017615i,0.023008-0.024599i,0.010799-0.013124i,0.011925-0.0020405i,0.019033+0.0046217i,0.026572+0.002644i,0.017013-0.001074i,0.0060027+0.0097983i,0.009296+0.022362i,0.012565+0.024628i,0.0097227+0.024892i,0.0075207+0.024054i,0.0032721+0.015558i,-0.010864+0.0038254i,-0.026863-0.0031434i,-0.029547-0.0010273i,-0.022762+0.0053397i
0.32011-0.078615i,0.31036-0.24541i,0.065075-0.16283i,-0.14246+0.069099i,-0.16383+0.14987i,-0.11799+0.085226i,-0.079616+0.043781i,-0.04478+0.038333i,-0.011657+0.027303i,0.012464+0.012602i,0.021588+0.010079i,0.021217+0.01647i,0.017958+0.015092i,0.010639+0.0052455i,0.0035404+0.0022272i,0.0050499+0.012917i,0.015472+0.020961i,0.02245+0.012758i,0.017623+0.005695i,0.014013+0.0091376i,0.010981+0.0082526i,-0.00081866+0.0044451i,-0.0070747+0.0063991i
-0.43822+0.179i,-0.24834+0.22831i,0.090664+0.080162i,0.2873-0.10352i,0.27633-0.14767i,0.16289-0.087553i,0.067158-0.027937i,0.032227-0.0052086i,0.0078579+0.004685i,-0.0093708+0.017278i,-0.0091945+0.0052374i,-0.0097063-0.018638i,-0.0068875-0.025285i,-0.0021119-0.024847i,-0.0042789-0.028405i,-0.012624-0.037975i,-0.027896-0.043145i,-0.038264-0.031481i,-0.03057-0.017726i,-0.014485-0.0096344i,0.002555-0.0010582i,0.016555+0.00080286i,0.014697-0.0067422i
0.11508-0.15806i,0.034328-0.042612i,-0.011108+0.024683i,-0.025644-0.024695i,-0.036203-0.063032i,-0.0068083-0.06027i,0.0093406-0.067485i,-0.027236-0.052868i,-0.045728-0.016403i,-0.033148+0.0066275i,-0.014206+0.02395i,0.0059701+0.02917i,0.013213+0.020688i,0.016566+0.019869i,0.027403+0.026001i,0.035687+0.024303i,0.035037+0.015698i,0.028371+0.0074466i,0.018886-0.00033963i,0.0071905-0.010773i,-0.0051476-0.021226i,-0.012667-0.020497i,-0.011383-0.0099445i
0.28894-0.073855i,0.18427-0.196i,-0.048758-0.068846i,-0.15978+0.1655i,-0.11896+0.2176i,-0.071571+0.13309i,-0.051392+0.07735i,-0.030972+0.052304i,-0.015828+0.026932i,-0.010543+0.0049i,-0.013739-0.0023361i,-0.017748+0.0065461i,-0.015037+0.016667i,-0.013727+0.018044i,-0.018628+0.013241i,-0.018881+0.01553i,-0.0059274+0.01938i,0.0092792+0.012523i,0.011744+0.0088932i,0.0094652+0.014363i,0.011941+0.019347i,0.012423+0.02147i,0.012503+0.022121i
-0.29883+0.36292i,-0.14337+0.36395i,0.082008+0.13072i,0.19115-0.079287i,0.17695-0.092829i,0.10782-0.027794i,0.057366+0.0042835i,0.054524+0.0034372i,0.046814-0.0041863i,0.027886-0.0075857i,0.014718-0.027686i,-0.0021201-0.051142i,-0.015523-0.052508i,-0.02155-0.042004i,-0.025669-0.036195i,-0.031488-0.035529i,-0.040793-0.029212i,-0.044756-0.014326i,-0.037111-0.003953i,-0.026076+0.00091607i,-0.019363+0.0080349i,-0.012705+0.010635i,-0.010449+0.0034034i
-0.03511-0.42392i,-0.1316-0.38482i,-0.18522-0.25476i,-0.21692-0.18729i,-0.20404-0.13932i,-0.10408-0.082366i,-0.031307-0.054716i,-0.035726-0.023649i,-0.027697+0.012292i,0.00035522+0.023195i,0.016453+0.02956i,0.022428+0.029397i,0.016191+0.017597i,0.014931+0.011858i,0.027263+0.011556i,0.034803+0.0087635i,0.032888+0.0076596i,0.027987+0.0089488i,0.023139+0.0055779i,0.019622-0.0024625i,0.017492-0.013169i,0.012899-0.021616i,0.0051735-0.020773i
0.36385+0.041976i,0.37274-0.018906i,0.2572+0.028236i,0.18113+0.119i,0.12228+0.10434i,0.02471+0.053042i,-0.034653+0.048584i,-0.042923+0.052916i,-0.040954+0.048954i,-0.02913+0.043921i,-0.013277+0.037787i,-0.0027183+0.037169i,0.0041628+0.039629i,0.006164+0.034968i,0.0015373+0.023422i,-0.0034573+0.014247i,-0.0031618+0.0074123i,-0.00035936+0.00024631i,0.0015373-0.0011208i,0.0039519+0.0022322i,0.004043+0.0042445i,-0.00050116+0.0074967i,-0.0020307+0.011895i
-0.23843+0.43257i,-0.07799+0.50583i,0.1249+0.33219i,0.23207+0.13319i,0.23807+0.029999i,0.15703-0.017378i,0.074781-0.025892i,0.04982-0.029554i,0.025167-0.039602i,-0.00066774-0.036025i,-0.0060875-0.042165i,-0.010122-0.054855i,-0.012506-0.052127i,-0.010828-0.038642i,-0.0086699-0.021871i,-0.00068952-0.013548i,0.0014991-0.01761i,-0.0065569-0.019999i,-0.012212-0.016446i,-0.015001-0.013097i,-0.016154-0.0093611i,-0.0097963-0.0036503i,-0.00083397+0.0014552i
-0.23292-0.54777i,-0.43303-0.50391i,-0.50278-0.30898i,-0.48404-0.15455i,-0.35986-0.052954i,-0.14809-0.0044754i,-0.026243-0.018405i,-0.016512-0.019144i,-0.0032674-0.0061391i,0.011661-0.012299i,0.0057452-0.0084164i,-0.00080665+0.0012094i,-0.0061858+0.0024004i,-0.0064351+0.0069088i,0.0028066+0.013999i,0.014808+0.017977i,0.027895+0.018191i,0.033657+0.012296i,0.025401+0.0062786i,0.01681+0.0078158i,0.016642+0.01312i,0.017349+0.013818i,0.013328+0.010229i
0.51429+0.10203i,0.5165-0.022567i,0.37633-0.056879i,0.26539-0.0074472i,0.15589+0.032054i,0.038817+0.043538i,-0.012868+0.046374i,-0.019871+0.043596i,-0.018414+0.047398i,-0.0074597+0.0483i,0.0042317+0.035359i,0.010002+0.025001i,0.0091194+0.025294i,0.0015517+0.021225i,-0.013347+0.0041477i,-0.035765-0.0093957i,-0.050844-0.0041763i,-0.046525+0.0095101i,-0.029432+0.016141i,-0.016051+0.013309i,-0.015882+0.0068712i,-0.021599+0.0033544i,-0.022285+0.0023419i
-0.18251+0.45596i,0.029398+0.43396i,0.17929+0.2276i,0.21046+0.056638i,0.18999-0.019143i,0.11822-0.043584i,0.044276-0.030714i,0.016413-0.019446i,-0.002745-0.017403i,-0.0098337-0.007448i,0.00096336-0.014153i,0.0019544-0.035056i,-0.0023316-0.04533i,0.0010015-0.042425i,0.0092515-0.031601i,0.015745-0.02415i,0.0092795-0.025547i,-0.0050028-0.023354i,-0.010517-0.017352i,-0.0077216-0.016687i,-0.0031486-0.018902i,0.0013559-0.015985i,0.0023697-0.0071945i
-0.40334-0.47984i,-0.52289-0.365i,-0.47389-0.19242i,-0.39607-0.11902i,-0.30865-0.08562i,-0.16395-0.041839i,-0.061927-0.027139i,-0.04144-0.016575i,-0.025855+0.00071737i,-0.0075309+0.0045657i,-0.0047484+0.013587i,-0.0055169+0.021803i,-0.0080112+0.0195i,-0.007253+0.024727i,0.0065799+0.034226i,0.03052+0.033928i,0.052299+0.022159i,0.056226+0.0050666i,0.039801-0.0044576i,0.022615+0.0048248i,0.019548+0.020048i,0.024454+0.020452i,0.022778+0.0087114i
0.57651-0.00084054i,0.53163-0.01098i,0.39132+0.034387i,0.30206+0.080444i,0.21165+0.074297i,0.087806+0.036457i,0.020951+0.020099i,0.011293+0.015754i,0.0025456+0.01422i,-0.0040855+0.019971i,0.0014792+0.019564i,0.0099913+0.018477i,0.013997+0.024254i,0.0095847+0.021947i,-0.0054654+0.0088803i,-0.025801-0.0024049i,-0.038401-0.0023675i,-0.036705+0.0057388i,-0.024252+0.011797i,-0.012525+0.0073787i,-0.01507-0.0020073i,-0.024491-0.0041709i,-0.023281-0.00054677i
-0.083611+0.33647i,-0.031395+0.20733i,-0.014086+0.061728i,0.0023351+0.03139i,0.059818+0.039821i,0.081273+0.028217i,0.044708+0.021768i,0.019515+0.016238i,0.011401-0.0021657i,0.004114-0.016524i,0.00049882-0.027324i,-0.0040771-0.040338i,-0.0041313-0.047841i,0.00017004-0.048537i,-1.9644e-06-0.042404i,-0.0049723-0.027658i,-0.010191-0.012736i,-0.013133-0.0042808i,-0.012603-0.0028823i,-0.0081089-0.0059232i,-0.00040207-0.0084499i,0.0049484-0.0031541i,0.0050194+0.0088456i
-0.38876-0.25698i,-0.39549-0.19809i,-0.30774-0.1645i,-0.27105-0.18078i,-0.25482-0.14298i,-0.16827-0.068682i,-0.084439-0.035184i,-0.054881-0.013169i,-0.027527+0.013971i,-0.00432+0.018456i,-0.00041464+0.018114i,-0.0012028+0.020132i,-0.0060798+0.018657i,-0.010802+0.021118i,-0.0055886+0.022439i,0.0082976+0.019314i,0.023973+0.017005i,0.030706+0.009718i,0.021541-0.00031997i,0.0055836+0.0025691i,-0.0028951+0.016119i,-0.0013844+0.019877i,3.7482e-05+0.0077894i
0.4905-0.024856i,0.53736+0.017568i,0.47317+0.050187i,0.38424+0.042776i,0.25773+0.0094245i,0.12031-0.018025i,0.048828-0.02117i,0.02185-0.013631i,-0.0016659+5.1942e-05i,-0.0064693+0.015219i,0.0060404+0.015291i,0.015366+0.014003i,0.016648+0.020583i,0.017072+0.022376i,0.016151+0.012543i,0.0076877-0.0051768i,-0.0065804-0.018831i,-0.017051-0.017197i,-0.012404-0.0072766i,0.00049614-0.009498i,0.0031032-0.026522i,-0.0051105-0.038488i,-0.0092584-0.032712i
-0.16674+0.19957i,-0.19465+0.13482i,-0.1693+0.089135i,-0.091712+0.11315i,0.010052+0.12163i,0.055909+0.096235i,0.044101+0.067067i,0.025372+0.030517i,0.0075814-0.0032913i,-0.006743-0.017773i,-0.01379-0.024884i,-0.019125-0.034617i,-0.019004-0.037841i,-0.011975-0.02884i,-0.0029343-0.012979i,0.00454-0.0020567i,0.0065278-0.0032203i,0.0040114-0.0081348i,0.0012092-0.0070468i,0.0031583+0.00020648i,0.010165+0.0094938i,0.01376+0.016339i,0.011003+0.020502i
-0.28609-0.19156i,-0.32411-0.131i,-0.28806-0.084704i,-0.25329-0.093734i,-0.21349-0.092699i,-0.14065-0.073447i,-0.077649-0.049687i,-0.035359-0.014627i,-0.0034708+0.0080628i,0.0056782+0.0095891i,2.3494e-05+0.011386i,-0.0063389+0.014738i,-0.013841+0.014572i,-0.024609+0.014718i,-0.030899+0.017254i,-0.023586+0.023866i,-0.0047751+0.032319i,0.011893+0.030874i,0.010479+0.017204i,-0.0062473+0.011045i,-0.019502+0.020623i,-0.018563+0.02934i,-0.01122+0.020197i
0.4871-0.099303i,0.5275-0.14149i,0.42063-0.14912i,0.29769-0.13153i,0.19732-0.099297i,0.10474-0.06328i,0.039368-0.029409i,0.00248-0.0021595i,-0.0091856+0.016594i,0.002207+0.021773i,0.020599+0.01266i,0.030805+0.0025668i,0.031524+0.00011928i,0.031863-0.0031218i,0.028633-0.013735i,0.015021-0.024586i,-0.002892-0.026242i,-0.016527-0.017384i,-0.016322-0.0063795i,-0.0032641-0.01032i,0.0065698-0.027889i,0.0078592-0.035842i,0.007062-0.024275i
-0.13989+0.27148i,-0.12444+0.18397i,-0.06454+0.10143i,-0.0048209+0.10154i,0.017421+0.11989i,0.015026+0.11544i,0.0046057+0.08111i,-0.014562+0.037187i,-0.028736+0.01468i,-0.026135+0.0059363i,-0.01845-0.0034239i,-0.013499-0.013581i,-0.010321-0.019626i,-0.001281-0.016045i,0.01008-0.0093164i,0.01407-0.0098691i,0.0093648-0.017566i,0.0042741-0.022969i,0.0032439-0.019322i,0.0044884-0.0063422i,0.006138+0.0079012i,0.0051635+0.012767i,0.00040843+0.011156i
-0.29243+0.003873i,-0.22187+0.13891i,-0.13072+0.17904i,-0.10135+0.11335i,-0.077673+0.021422i,-0.033998-0.047771i,-0.0061142-0.067229i,0.0032621-0.046615i,0.0072913-0.024099i,0.0026798-0.01014i,-0.0049277+0.0041793i,-0.0094436+0.016181i,-0.014397+0.019047i,-0.026237+0.018956i,-0.034231+0.024954i,-0.025731+0.033331i,-0.0087344+0.038114i,0.0062496+0.032269i,0.010725+0.017086i,0.0019077+0.0057424i,-0.0090356+0.003225i,-0.014442+0.0039655i,-0.013356-0.0015279i
0.26213-0.30753i,0.20049-0.27512i,0.14268-0.19897i,0.12668-0.15359i,0.11525-0.098403i,0.079197-0.035353i,0.039116-0.0012753i,0.018561+0.0015328i,0.012056-0.0017959i,0.016219+0.00018449i,0.021589-0.0031682i,0.019567-0.0067889i,0.020167-0.0025578i,0.026603+0.00034474i,0.02897-0.0020872i,0.023949-0.0045056i,0.013548-0.0044497i,-0.0010945-0.00044106i,-0.0079312+0.0053855i,0.0040788+0.0055463i,0.022065-0.0027803i,0.029949-0.010318i,0.024993-0.0070086i
0.039181+0.11435i,-0.085073-0.014458i,-0.14498-0.039452i,-0.11767+0.021893i,-0.10261+0.066933i,-0.09617+0.085854i,-0.063795+0.079799i,-0.038238+0.057673i,-0.030344+0.040259i,-0.024914+0.027787i,-0.017833+0.012419i,-0.013483-0.0035994i,-0.014213-0.012639i,-0.012715-0.012553i,-0.0084254-0.013135i,-0.0062815-0.019283i,-0.0051778-0.023524i,-0.0041045-0.021185i,-0.0055378-0.011419i,-0.012119+0.0046671i,-0.018288+0.022967i,-0.015883+0.0296i,-0.010206+0.022265i
