-0.0042225-8.0237e-05i,-0.0023852+0.00043451i,-0.0011405+0.0023453i,-0.00037799+0.0029515i,0.00013205+0.0027681i,-2.9683e-05+0.002554i,-0.00068371+0.0022361i,-0.00037698+0.0023018i,0.00048199+0.0027503i,0.00070062+0.0022834i,0.00078684+0.0011621i,0.00071012-4.811e-05i,6.7296e-05-0.0011666i,-0.0007446-0.00082521i,-0.00045671-0.00058518i,-0.00029524-0.00095315i,-0.00029918-0.00089203i,-0.00021497-0.00069918i,0.00040625-0.00032741i,0.00064548-0.00011759i,-0.00034209-1.7366e-05i,-0.00091683+3.7605e-05i,-0.00071709+0.00040362i
-0.001188-0.0010893i,-0.0012111-0.00026413i,-0.0011234+0.00043177i,0.00030342+0.00096186i,0.0019169+0.0015203i,0.0020029+0.0015131i,0.0011491+0.0011055i,0.00086417+0.0014819i,0.001046+0.0010858i,0.0014162-0.00010693i,0.0011549-0.00013148i,-0.00013274+0.0007361i,-0.0014089+0.00057304i,-0.00035638-4.5374e-05i,0.0009395+4.9556e-05i,0.00021272+0.00010735i,-0.00089883-0.0003247i,-0.0015181-0.00073001i,-0.0014823-0.0011787i,-0.0012043-0.0010359i,-0.00023091-0.00065514i,0.00095504-0.0004194i,0.0007094-0.00050544i
0.0011348-0.0016206i,0.0017476-0.0023227i,0.0022496-0.0015338i,0.0017734-0.0016502i,0.001131-0.0010985i,0.00061991-0.00015166i,-0.00026176+6.5275e-05i,4.098e-05+0.00028552i,0.00093006+0.00033467i,0.001436-0.00042796i,0.0013721-0.0010205i,0.00059213-0.00081725i,-0.00066494-0.00082602i,-0.00085264-0.00089148i,0.00039793-0.00021415i,0.00089145+0.00094627i,0.00042113+0.00078089i,-0.00013141-0.00041925i,-0.00089317-0.00047098i,-0.0010522+0.0002164i,-0.0011681+0.00082198i,-0.00063995+0.00061495i,0.00054359+0.00019756i
0.00057051-0.0020342i,-0.00013331-0.00091878i,-0.00096416+0.00039964i,-0.00024816+0.0013205i,0.00046872+0.00060983i,0.0013073+0.00014569i,0.0015241+0.00091797i,0.00087079+0.00089162i,0.00085095-0.00014841i,0.0015113+0.00022108i,0.0019019+0.0012853i,0.0021379+0.0012245i,0.0017647+0.00084424i,0.00035626+0.00072654i,-0.00064166+0.00011619i,-0.00054382+0.00018068i,-0.00042525+0.00093038i,-0.0005062+0.00045276i,-0.00064683-0.00043442i,-3.1444e-05-0.00059155i,-0.00021012-0.00062229i,-0.00056173-0.00033525i,0.00043682+0.00053363i
8.6474e-05+0.0035445i,0.0024191+0.0025831i,0.0036415+0.0021623i,0.0033093+0.0011794i,0.0032728-0.001041i,0.0023851-0.0023975i,0.00023982-0.0015585i,-0.00052308+0.00086497i,0.0004305+0.0026302i,0.0014814+0.0030738i,0.0012447+0.0022828i,0.0010843+0.0014691i,0.00059741+0.00090012i,-0.00059551+0.00026608i,-0.00055391+0.0002241i,-0.0010221+0.00041322i,-0.0019425+8.4772e-06i,-0.0019397-0.00036424i,-0.0011553-0.00035354i,-0.00053021-9.6737e-05i,-0.0004617+0.00030912i,-0.00058927+0.00085008i,-0.00082939+0.00048883i
-0.00039733-5.2629e-05i,8.1425e-05-0.00028783i,0.00070395+0.00043805i,0.0010642+0.0012397i,0.0010669+0.00057135i,0.0006889-0.0007783i,0.00032996-0.00026751i,0.00035693+0.0017193i,0.00085079+0.0021353i,0.00093807+0.0017474i,0.00039407+0.0019371i,0.00029683+0.0014158i,0.0010267+5.4695e-05i,0.0010442-0.00059819i,0.00058571-0.00060509i,0.00055947-0.00090373i,0.00013173-0.00061134i,-0.00054198-0.00020533i,-0.00088429-0.00061539i,-0.0014564-0.00025629i,-0.0016753+0.00032575i,-0.0011013+0.00067537i,-0.00051179+0.00089508i
2.4129e-05-0.0004255i,-0.00073288-0.0016644i,-0.00093572-0.0026095i,-0.0002076-0.0014151i,0.00075448-9.2605e-05i,0.00071998+0.0010246i,0.0005429+0.0018293i,0.0014037+0.0019826i,0.0019083+0.0013155i,0.0018487+0.00018768i,0.00075833+0.00069122i,0.00024483+0.0017295i,0.00013613+0.0018735i,0.00030726+0.0012078i,0.00038077+0.0001676i,-1.5855e-05-0.0001361i,-0.0005997-0.00062864i,-0.00093329-0.00033375i,-0.00078034-0.00041031i,-0.00085026-0.00041389i,-0.00084126+0.00061659i,-0.00047165+0.00074642i,-0.0006893+0.00068516i
-0.00042558+4.8444e-05i,-0.00036158+0.00088228i,-0.0006456+0.00088108i,0.00017505+0.0011509i,0.0016878+0.0010015i,0.0020525+0.0002903i,0.0012487-9.9841e-05i,2.8835e-05+0.00044567i,-0.00014148+0.00044141i,0.0012794+9.1153e-05i,0.00087499+0.00036898i,-0.00030318-0.00041428i,-0.0001-0.00075037i,8.0449e-05-0.00024989i,0.000342-5.3552e-05i,0.00018456-0.00081474i,4.3964e-05-0.001411i,-0.00024943-0.00094465i,-0.0012116-0.00058101i,-0.0016857-0.00063053i,-0.0013496-0.00028382i,7.0428e-05-0.00026168i,0.0007723-0.000368i
-4.9531e-06-0.00093262i,0.00012213-0.0013104i,0.0010054-0.0008632i,0.0013435+0.00057068i,0.00037053+0.0010141i,-0.00021764+0.00058125i,-0.00048387+0.00038831i,0.00029682+0.00037952i,0.0010504+0.00026108i,0.001564-0.00019982i,0.0020167-0.00066811i,0.0016969-0.0010003i,0.0016233-0.0009895i,0.00094967-0.0010379i,0.00061128-0.00078696i,0.0010344+0.00025805i,0.00071557+0.0014375i,-0.00045359+0.0021847i,-0.0012178+0.001521i,-0.00096823+0.00069899i,-0.00016775+0.00073002i,0.00019685+0.00010618i,4.3816e-05-0.00018009i
-0.0024959+0.0016898i,-0.0019351+0.0025612i,-0.0014339+0.0036726i,-0.00044265+0.0037605i,0.0020284+0.0024678i,0.0025701+0.00067934i,0.00069736+1.7666e-05i,-0.0007561+0.00044325i,5.0609e-06+0.0014517i,0.0012714+0.0021333i,0.0010484+0.0019177i,0.00067872+0.00095977i,0.00081795+0.00027531i,0.00066141+0.00025348i,0.00047867+0.00035405i,0.00020638+0.00034022i,0.00052282+3.7624e-05i,0.00063896-0.00066883i,-0.00074675-0.00079998i,-0.0013023+0.00040913i,-0.00047067+0.0015567i,0.00018342+0.0011221i,9.3408e-05+0.00034354i
-0.00059454-0.00066695i,-0.00010878-0.00016611i,-0.00028719+0.00022928i,-6.2005e-05+0.00035974i,0.00059316+0.00082446i,0.0012962+0.0010018i,0.0009608+0.001617i,0.0001965+0.0016455i,0.00038938+0.0011328i,0.0011076+0.001735i,0.0014905+0.0023729i,0.00097854+0.0020456i,0.00095655+0.00093553i,0.0010316-0.00012409i,0.0003036-0.00078819i,-0.00055553-0.00099134i,-0.00098143-0.0010767i,-0.0011945-0.0011955i,-0.000861-0.0009055i,5.0007e-05-0.0002905i,0.0004075+8.5797e-05i,0.00011327-0.00010257i,-0.00018655-0.00079782i
-0.0012278-0.00026897i,-0.0019086-0.00020089i,-0.0018571+0.0002332i,-0.001059+0.00097815i,0.00037383+0.00082354i,0.0011443-0.0001142i,0.00075382+8.9551e-05i,0.00029752+0.0010251i,0.00063743+0.0012063i,0.00076397+0.0011568i,-0.00042843+0.0008158i,-0.00074388+0.00074525i,0.0002939+0.00056178i,0.00012755-3.2139e-05i,7.5875e-05-0.00062222i,5.5201e-05-0.00050297i,-0.0011336-0.0006751i,-0.0017502-0.00067297i,-0.0014317-0.00029862i,-0.00088038-0.00015422i,-0.0011406-2.8112e-05i,-0.00097434+0.00015967i,-0.00027944+0.00016333i
0.00076546-0.001477i,0.00056597-0.0010391i,0.00093596-0.0011917i,0.00089849-0.00057522i,0.0001266-7.4758e-05i,2.8983e-05+0.00042836i,0.00023765+0.0012237i,0.00062855+0.0011266i,0.00090488+7.7802e-05i,0.00095153-0.00060243i,0.00030268+5.2782e-05i,-0.00091502+0.00087133i,-0.0007894+0.0015956i,0.0002188+0.0017806i,0.00032093+0.00047452i,8.3745e-05+6.7107e-05i,-0.00015843+6.2197e-05i,-0.00041953-0.00047357i,-0.00094251-7.2762e-05i,-0.0011985+0.00033517i,-0.00082482+0.00062634i,-0.00081733+0.00089251i,-0.00031406+0.00073487i
-0.0012711+0.00063504i,-0.00050495-0.00045594i,0.00038373-0.00060133i,0.0013331-0.00042125i,0.0015212-9.0241e-05i,0.0010849-0.00072601i,0.00045025-0.00069661i,-0.00031892+0.00021504i,0.00054878+0.00058954i,0.001658+0.0004411i,0.001425-0.00011783i,0.00031539-8.1257e-05i,-0.00069675-0.00029542i,-0.00045402-0.00039113i,0.00020186-0.00050619i,0.00046206-0.0011285i,0.00018135-0.0010129i,4.0768e-05-0.00077364i,-4.3656e-06-0.00048479i,0.00051449+0.00011339i,0.00030815+0.0006784i,-4.2268e-05+0.00050714i,0.0007193-0.00019808i
-0.0014529+0.00054148i,-0.00098481+0.0015731i,-0.00046882+0.0036828i,0.0010341+0.0028818i,0.0024513+0.0010416i,0.001274+8.4092e-05i,6.4636e-05+7.3187e-05i,1.4384e-05+0.00078111i,0.00071155+0.0018535i,0.0018127+0.0020776i,0.0025468+0.0003869i,0.0022635-0.0014138i,0.0012907-0.0017389i,0.0013647-0.0013565i,0.0012712-0.00050265i,0.00023555+0.00061357i,0.0003398+0.0012389i,0.00093588+0.00080379i,6.5112e-05-9.6649e-06i,-0.00073974+4.0856e-05i,-0.00059741+0.00064868i,0.00012712+0.00054429i,0.00075328-4.1715e-05i
0.0014759-0.00093738i,0.00138-0.0013688i,0.00026672-0.0018716i,-6.2395e-05-0.0013521i,0.00082513-0.00085835i,-0.00060119-0.00040761i,-0.0012672+0.00098914i,-0.00021047+0.001691i,0.00052896+0.0014029i,0.00077641+0.0016404i,0.00081808+0.0016535i,0.0013267+0.0017439i,0.00089913+0.0019193i,-0.00035798+0.0011549i,-0.00069052+0.0002829i,-0.0007766+8.8077e-05i,-0.0017772+0.00059703i,-0.0019958+0.00064672i,-0.0012595+6.4028e-05i,-0.00028843+0.00026476i,0.00016377+0.00045638i,0.00045219+0.00057253i,0.00065457+0.00077062i
0.00024436+0.00045163i,0.0010266+0.00026801i,0.0017609-0.00042002i,0.002698-0.0011225i,0.0023419-0.00057425i,0.0010331+0.00011193i,5.7661e-05+6.0809e-05i,2.1675e-05+0.0005343i,0.00053084+0.00077153i,-5.0734e-05+0.0010625i,-0.00047409+0.0020146i,-5.0038e-05+0.0022679i,-0.0001643+0.0013912i,2.8543e-05-0.0001727i,-0.00014884-0.00076768i,-0.0009515-0.00071058i,-0.0014006-0.0010047i,-0.0007625-0.0016253i,-0.00046337-0.001815i,-0.00027277-0.0009373i,-0.00026942-0.00012465i,0.00015601+9.7496e-05i,0.00043901-4.5769e-05i
0.00084577-0.0014087i,-0.00027949-0.001146i,-0.0007261-0.00053747i,-0.00053046+0.00032199i,-0.00037576+0.00053622i,-0.00087209+0.00049786i,-0.00086969+0.0010606i,-0.00042494+0.0014013i,0.00060804+0.0011276i,0.00036659+0.00058826i,-0.00051869+0.00038022i,-0.00033585+0.00074997i,-0.00017915+0.0014531i,-0.00015824+0.0013395i,0.00012148+0.00031559i,0.00039235-0.00066014i,-0.0003004-0.0010997i,-0.00092944-0.00077236i,-0.00081324-0.00046156i,-0.00064375-4.1982e-05i,-0.00027171+0.00015408i,-4.8227e-05+6.3367e-05i,-0.00041674-0.0002311i
-0.001895-0.0016137i,-0.0020915-0.0012024i,-0.0015766-0.00068997i,-0.00048935-0.00028367i,0.00019562+8.3484e-05i,0.0007507+0.0001444i,0.00061272-0.00023851i,0.00054494-9.1298e-05i,0.00019529+0.00063205i,-0.00039456+3.8348e-05i,-0.00078271-0.00021794i,-0.00083674-0.00023497i,0.0005139-7.8144e-05i,0.00093592+0.00073074i,0.00040444+0.00074917i,0.0010166+0.00044596i,0.0015576+0.00029943i,0.0011256-0.00017823i,0.00059408-0.00047027i,-0.0003786-0.00011225i,-0.0011696+0.00048576i,-0.00063467+0.00056318i,9.4547e-05-0.00022259i
-0.00023825-0.00011337i,0.00030696+0.00041946i,0.0006862-0.00030236i,0.00027727-0.00045627i,0.00018908+0.0001385i,0.0011391+0.00048818i,0.0012159+0.00070889i,0.001089+0.0013496i,0.001359+0.0008997i,0.0011684-0.00045871i,0.00094016-0.00060376i,0.00075529-0.00062908i,0.00038058-0.00089696i,0.00071969-0.00067727i,0.00052059+0.00026075i,-0.00035087+0.00080998i,-0.00036361+0.0006156i,-0.00046603-0.00049008i,-0.00055624-0.0012407i,-0.00055955-0.00088609i,-0.00074373-0.00016681i,-0.0010789-0.00061208i,-0.001056-0.0010878i
-0.00039991+0.0020537i,0.00050197+0.0029634i,0.0019466+0.0032071i,0.0026564+0.0020934i,0.001792+0.00013244i,0.00035294-0.0016591i,-0.00026349-0.0010013i,-0.00012663+0.0011471i,0.0010256+0.002129i,0.002214+0.0018092i,0.0022613+0.00062004i,0.0015206-0.00032926i,0.00075043-0.00046964i,0.00080703+8.9275e-05i,0.00034826+0.00078904i,-0.0010896+0.00046465i,-0.0016538+0.00018044i,-0.0020342+0.00013042i,-0.00215-0.00023308i,-0.0012068+0.00011302i,-0.00060605+0.00060142i,-0.00028221+0.00036003i,0.00053441+0.00031407i
0.0011849-8.5668e-05i,0.00020242-0.00084169i,6.1821e-05-0.0022167i,0.0014359-0.001489i,0.0018939+0.00024992i,3.3685e-05+0.00042374i,-0.00078385+8.7311e-05i,0.0010131+0.00041652i,0.002198+0.00023598i,0.0018923-6.0279e-05i,0.0013617+0.000663i,0.00045038+0.0013876i,0.00037326+0.001478i,0.00075381+0.00059228i,0.00011014+6.524e-06i,-0.00087208-0.0007434i,-0.0012544-0.00064015i,-0.0014334+0.00031146i,-0.0010703+0.00022204i,1.5954e-05-2.66e-05i,7.3288e-05-0.0001478i,-0.0004932+0.00015112i,-0.00013658+0.00025876i
0.00053053-0.00060538i,0.00032449-0.00064871i,-0.00060272-5.2604e-05i,-0.00048008+0.00074772i,0.00092845+0.00084402i,0.0012007+0.00042155i,0.00046998+0.00072151i,0.00051244+0.0014762i,0.0015402+0.0019601i,0.0014868+0.0018952i,0.00013144+0.0022071i,-0.00069536+0.0019335i,0.0005367+0.0011415i,0.0014722-7.1377e-05i,0.0010426-0.00073399i,0.00046316-0.0007615i,0.00023941-0.0010952i,-0.0003343-0.00097778i,-0.00067794-0.00054558i,-0.00025808+4.935e-05i,-3.6647e-05+0.00093566i,-0.00020503+0.00071801i,-0.00062903+0.00050452i
-0.00105-0.0015902i,-0.0012038-0.00039466i,-0.0011836+0.0002364i,0.00089825+0.00070929i,0.0021459+0.0018781i,0.0011074+0.0020247i,0.00049714+0.0011435i,0.00063926+0.00076645i,0.00049063+0.0012177i,0.00010043+0.001278i,0.00022286+0.00071641i,0.00040999+0.00092562i,-0.00028062+0.0010416i,9.2019e-05+0.00058386i,0.00034033+0.00085614i,-0.00049425+0.0010246i,-0.00060767+1.0442e-05i,-0.00035092-0.00055938i,-0.00097562-0.00034529i,-0.0018716+0.00051594i,-0.0016235+0.0015855i,-0.00085113+0.0014892i,-0.00044756-9.1216e-05i
-0.00043897-0.0023624i,-0.0011198-0.0010916i,-0.0016133+0.00041225i,-0.00011946+0.00082205i,0.00065483+0.00043559i,0.00041903+6.7043e-05i,8.2297e-05-0.00011823i,-0.00017898+0.00025702i,-0.00015813+0.00022238i,0.00046293+0.00017425i,0.00079303+8.097e-05i,0.00049127-0.00041338i,-0.00030846-0.00062667i,-0.00041164-0.00045324i,0.00013687-5.4877e-05i,-0.00038904+0.00020842i,1.4119e-05-0.00068227i,-0.00018973-0.0011778i,-0.00098753-0.00069386i,-0.0015057+0.00049165i,-0.0018476+0.00075312i,-0.0012751+0.00044706i,-0.00020067+0.00029044i
-0.0013868-0.0024566i,-0.0018934-0.001395i,-0.001676-0.0015832i,-0.00096793-0.0017946i,-0.00012244-0.00053913i,0.00012516+0.00076159i,-0.0005684+0.0013379i,-0.00039996+0.00098507i,0.0010913+0.00075248i,0.0018612+0.00084219i,0.001743+0.00070583i,0.0019023+5.2308e-05i,0.0012166+9.0649e-05i,0.0002968+0.00021933i,-1.3596e-05+0.00019535i,-0.0004716+0.00045859i,-0.00096682+7.0985e-05i,-0.00087056-0.00045282i,-0.00059249-0.00061784i,-0.00027213-0.00028001i,-0.00023367+0.00034876i,-0.00014341-0.00012045i,0.00016479-0.00044427i
0.00091126-0.0013905i,0.00024742-0.00047966i,-0.00028642+0.00070516i,0.00046242+9.8843e-05i,0.0010051-0.00044234i,0.00070368+0.0011797i,-0.0002042+0.0016321i,-0.00078243+0.00055773i,0.00011245+0.00025411i,0.0006406+0.00024489i,0.00080742+0.00060691i,0.0011527+0.0017493i,0.0016075+0.0014585i,0.0011601-1.4668e-05i,0.00052348-0.001068i,0.00045364-0.00079331i,-0.00093686-0.00012197i,-0.0019948+0.00027104i,-0.0011972-0.00019502i,-0.00073246-0.00017261i,-0.0010096+0.0008949i,9.7482e-05+0.0010429i,0.0008379+8.7876e-05i
0.0027408-0.002466i,0.0032548-0.0023363i,0.0028589-0.0024895i,0.00062676-0.0022174i,-0.00019005-0.0011087i,0.00034837+7.2924e-05i,0.00025244+0.00052805i,0.00071208+0.00092059i,0.0018204+0.00068563i,0.001483+0.00016056i,0.00024217+0.0014477i,-0.00051028+0.0026861i,-0.00034138+0.0021318i,0.00035175+0.00076353i,0.0010245-8.0626e-05i,0.0003892+0.00010458i,-0.00052365+1.2905e-05i,0.00017137+0.00012127i,0.00033607+0.00038405i,-0.00047524-4.3864e-05i,-0.00051329-0.0003333i,-0.00041612+0.0008989i,-0.00063669+0.0012187i
-0.00036883+0.00066334i,-0.00035209+0.001473i,0.00014677+0.0018327i,0.00041777+0.0015662i,0.00067806+0.0008717i,0.0007295+0.00024041i,-0.00031234+0.00067951i,-0.0016814+0.00088486i,-0.0010791+0.0008546i,9.369e-05+0.00093327i,0.00027385+0.00092567i,-0.00015361+0.00087401i,-0.00067925+0.00088188i,5.6864e-05+0.00024276i,0.0008004-0.0003713i,0.00073952-0.00049561i,0.00096129+0.00030377i,0.00023558+0.00047525i,-0.00063315-0.00040088i,-0.00093424-5.213e-05i,-0.00049896+0.00074202i,0.0003642+0.00094789i,0.0005278+0.00062185i
0.00063707-0.0006078i,0.00104-0.0001141i,0.0015645+0.00016223i,0.0018286-6.7463e-05i,0.001522-7.5969e-05i,0.00071044+0.00050884i,-1.3939e-05+0.00076156i,6.4469e-05+0.00051121i,0.00059504+0.00037396i,0.00061738+0.00021681i,0.00039838+0.00030815i,9.1116e-06+0.00038425i,0.000612+0.00040408i,0.0013955+0.00094736i,0.00099501+0.0006194i,0.00043412-0.00027803i,0.00023103-4.3819e-06i,-0.00035014+0.00058217i,-0.00069104+0.00033593i,-0.00098827-0.00029199i,-0.0010851-5.6558e-05i,-0.0011329+0.00038614i,-0.00077267-0.00025317i
0.0023188+0.00063285i,0.0033827+0.0016915i,0.0032555+0.00074665i,0.0025719+0.00023836i,0.0010294+3.6613e-05i,-0.00036237-0.00011195i,-0.00028148-8.1175e-05i,0.00033964+8.7892e-05i,0.00097104+0.000608i,0.0013927+0.00049937i,0.00099087-0.00019099i,0.00048729-0.00087224i,-0.00022164-0.00083207i,-9.9243e-05-0.00031147i,0.00013579-0.00015306i,-0.00030292+0.00045797i,-0.00066387+0.0011713i,-0.00078252+0.00065278i,-0.00092498+0.00046687i,-0.00089044+4.0622e-05i,-0.00053635-0.00034558i,-4.2013e-05+0.00038235i,0.00031839+0.00022923i
0.00062569+0.00092469i,0.00085779-0.00065089i,0.00084985-0.0020372i,0.0013139-0.0015705i,0.0016707+9.1559e-05i,0.0014133+4.3396e-05i,0.00035757-0.0003942i,0.00027225+1.1546e-05i,0.00087908+0.0009737i,0.0014922+0.00080269i,0.0014574+4.212e-06i,0.0015291+0.00033603i,0.0014211+3.2066e-05i,-4.8651e-05-0.00042257i,-0.00076469+0.00029333i,-0.00069463+0.00013763i,-0.00092376-0.00095543i,-0.00034685-0.0013515i,0.00018281-0.0011588i,-0.00025591-0.0010947i,-0.00040986-0.00078159i,-0.00021062-0.00020147i,9.4116e-05+0.00042015i
-0.00052517-0.00012866i,-0.0016205+0.00022753i,-0.0016935+0.0011189i,-0.00010465+0.0020291i,0.00044595+0.0022634i,2.5838e-05+0.0018538i,0.00025434+0.0010919i,0.00099731+0.0008961i,0.0014002+0.0011267i,0.00087448+0.0011174i,0.00032243+0.00095006i,0.00057566+0.00097318i,0.0013052+0.00060048i,0.0011833-0.00050391i,0.0005369-0.001094i,-0.00094085-0.0012253i,-0.0015297-0.0019857i,-0.00049355-0.0013805i,-0.00039458-0.00024954i,-0.00057222+0.0003296i,-0.00038878+0.0010379i,-0.00032044+0.0007531i,0.00039656-0.00038408i
-0.0022901-0.0003934i,-0.0014757+0.0010401i,-0.0014367+0.0017528i,-0.00031898+0.0010816i,0.00081712+0.0014213i,0.0018118+0.0013695i,0.0021405+0.00041623i,0.00072467+0.00067067i,0.00033548+0.0014016i,0.0010985+0.0018674i,0.00050406+0.0020283i,0.00016517+0.0013135i,0.00059494+0.00054349i,0.00038579+0.00024172i,4.8568e-05-0.00021894i,0.00016327-0.00054967i,0.00029451-0.00073118i,-0.0005372-0.0006574i,-0.0016236-0.00013233i,-0.001536+0.00093958i,-0.00077613+0.00059515i,-8.731e-05+0.00023397i,1.4091e-05+0.00040095i
-0.00044608+0.00061592i,-0.00044401+0.00093242i,0.00069024+0.0015005i,0.0010047+0.00083224i,0.00089515-0.00086275i,0.00095663-0.0012727i,0.0008388+0.00028946i,0.00038135+0.0016384i,0.00023918+0.0016609i,0.00064144+0.00088051i,0.00050676+0.00062833i,9.0684e-06+0.00027708i,-0.00014245-0.00066188i,0.0009046-0.00067824i,0.0014042+0.00035806i,0.00042311+0.00094147i,0.00051637+0.00027559i,0.00033785-0.00084304i,-0.00039795-0.001123i,-0.00061168-8.5002e-05i,-0.00028437+0.0010802i,0.00026023+0.0012969i,0.00053127+0.00062106i
0.0012091-0.0010845i,0.00079626-0.00091798i,0.00038264-0.0010931i,-0.00080398-0.001045i,-0.00031106-0.0011981i,0.00046558-0.00048624i,0.00032299+0.00055244i,0.00011775+0.001478i,5.9053e-05+0.00062252i,0.00078562-0.00058115i,0.00083397-0.00053113i,-0.00013026-0.00046602i,-0.00030745-2.72e-05i,0.00043224+0.00069013i,0.0006905+0.00068873i,-0.00011481+0.00035187i,-5.0638e-06-6.7422e-05i,0.00028881-0.00034349i,-0.00077386-0.0007595i,-0.0011833-0.00091675i,-0.00039557-0.00045179i,0.00014692-1.2579e-06i,-0.0001063-8.8853e-05i
-0.002229-0.0016534i,-0.0021681-0.00043343i,-0.001977+0.00043716i,-0.00068881+0.0014834i,8.6389e-05+0.0023987i,0.00089633+0.0025584i,0.00077752+0.0012882i,-6.0029e-06+0.00056428i,9.3679e-05+0.0012542i,0.0002536+0.0012883i,0.0012503+0.00090278i,0.0022977+0.00040594i,0.0021865-0.00012805i,0.0018106+1.4237e-05i,0.00073596+0.0002697i,-0.00013891-0.00028302i,-0.00026835-0.00033718i,-3.5559e-05-0.00022828i,-0.00018968-9.1337e-05i,-0.00037978+0.00039346i,-0.00013057+0.00044349i,0.00053956+0.00045258i,0.00041486+0.00037348i
-6.0124e-05+0.00015021i,-0.00073336+0.00073068i,-0.00082213+0.00080755i,6.4624e-05+0.0003212i,0.0016411+0.0010317i,0.0016342+0.0013576i,5.5244e-06+0.00073315i,-0.00071634+0.0020087i,-0.00014617+0.0028374i,0.0013244+0.0017593i,0.0021919+0.0011976i,0.0019294+0.0009685i,0.001914+7.4264e-05i,0.0012542-0.00067913i,-0.00028911-0.0013008i,-0.0017405-0.0017047i,-0.0020538-0.00074391i,-0.0016127-0.00034194i,-0.00052255-0.00032594i,0.00049438-0.00034649i,0.00035092-0.00066963i,-0.00019533-0.00044566i,-0.00030432+0.00025403i
-0.00055954+7.9196e-05i,-0.00075596+0.00035075i,-0.00052556+0.00078885i,-0.00052819+0.0010311i,0.00013275+0.00051798i,0.00058419+8.0122e-06i,-0.00029834-0.00033489i,-0.00013441+0.00084288i,0.00057467+0.0015413i,0.00056928+0.00088466i,0.0008299+0.00099217i,-1.5471e-05+0.0014939i,-0.00064964+0.0013091i,-0.00058238+0.00087177i,-0.0008201-0.0005477i,-0.0011602-0.0016416i,-0.0013568-0.0010564i,-0.00090814-0.00050187i,-5.1702e-05+0.00022119i,0.00017091+0.0010723i,-0.00054965+0.00082888i,-0.00053513+0.0001992i,-8.1315e-05-0.00020122i
-0.00076687+0.00036869i,0.0014072+0.00025138i,0.0032507-0.00025814i,0.0029124-0.00017792i,0.0017212-0.00089056i,0.0013742-0.0011711i,3.3906e-05-0.00048936i,-0.00043147+0.00026369i,0.00056294+0.0017767i,0.00081122+0.0020836i,-0.00010392+0.001171i,-0.00047991+0.00075114i,-0.00037789+0.00049402i,-0.00029905+0.0001879i,-0.00056662-0.00048535i,-0.00042983-0.00034631i,-0.00010341-0.00079137i,-6.2296e-05-0.0014544i,0.00021847-0.001012i,0.00049575+0.00057402i,-0.00042864+0.0010694i,-0.0012905+0.00060204i,-0.0007538+0.00011135i
0.0010596-0.00068989i,0.0005745-0.0015985i,0.00024075-0.00094683i,0.00099515-1.6653e-05i,0.0015755+4.9645e-05i,0.0013791+0.00011195i,0.0015042+0.00058229i,0.0013401+0.0014819i,0.0011098+0.0020853i,0.00058816+0.001761i,0.00041622+0.0011481i,-0.00030731+0.00043638i,-0.00076245-0.00063821i,0.00015778-0.00059072i,0.00055448+0.00072317i,0.00065438+0.00098538i,0.0008375+0.00078045i,-0.00013362+0.00037778i,-0.0013069-4.308e-05i,-0.00090688-6.955e-06i,4.1405e-05+0.00012095i,-0.0006332+0.00030853i,-0.00096282-1.7576e-05i
-0.00079489+0.00037037i,-0.00033433+0.00055998i,-0.00024051+0.002114i,0.00018632+0.0023998i,0.0013189+0.00069251i,0.001696-0.00091188i,0.0012398-0.00064507i,0.00044459+0.00069896i,0.000241+0.0013091i,0.0011526+0.0012267i,0.001235+0.00086875i,0.00056828+4.6576e-05i,0.00043203-0.00039074i,0.00073936-0.00027371i,-0.00022347+0.00036849i,-0.0013098+0.0003733i,-0.0014574-0.000665i,-0.0012478-0.0011656i,-0.00033998-0.00071572i,0.00028149-0.00039595i,0.0005034-0.00028083i,0.00041436+0.00011919i,-3.3437e-06+9.2239e-05i
0.00032328-0.0013441i,-0.00080105-0.00093859i,-0.0017338-0.0012656i,-0.00012777-0.00049663i,0.0010086+0.0014435i,0.00058746+0.0020561i,0.00032602+0.0018807i,0.00016737+0.0013213i,0.0010132+0.0013353i,0.0015688+0.0017756i,0.00099493+0.0011786i,0.0013923+0.000409i,0.0014091+0.00031666i,0.00084591+0.00043772i,0.00024639+3.347e-06i,-0.00070125+0.00019402i,-0.001034+1.1885e-05i,-0.00056392-0.00034454i,-0.00020223+3.6205e-05i,-0.00075151-0.00031114i,-0.0011604-0.0010554i,-0.00089748-0.00075045i,-0.00085388-0.00014559i
0.00066601+0.00093872i,0.00039059+0.00088384i,0.0010815+0.0016471i,0.0019413+0.0016757i,0.0017435+2.7728e-05i,0.0015541-0.0015156i,0.00057432-0.00026639i,0.00024662+0.0016558i,0.0019921+0.0020458i,0.0024304+0.0018308i,0.0018464+0.0014368i,0.0012806+0.0015752i,0.00094484+0.0014798i,0.00083097+0.0018697i,-0.0002145+0.001357i,-0.00072156+0.00025591i,-0.00080013-0.00013682i,-0.00070605+6.4349e-05i,-0.00038428-0.00014499i,-0.00011173-0.00039557i,-0.00025687+8.2842e-05i,3.3325e-05+0.00038262i,0.00049641+0.0009158i
