-0.00157-0.00065033i,-0.00028614-0.00022783i,0.00020006+0.0010778i,0.0010962+0.001854i,0.0016382+0.0017552i,0.00092843+0.0016744i,0.00043355+0.0015051i,0.0002714+0.001053i,0.00045896+0.0011059i,-5.517e-05+0.00099591i,-0.00023197-0.0001749i,-0.00046246-0.00084939i,-0.0011559-2.6648e-05i,-0.00096299+0.00023737i,-0.00042237-0.00023946i,0.00026824-5.5821e-07i,0.00049536+0.00021138i,-0.00013631+0.00019489i,-0.00047461+0.00027729i,-0.0001981+0.00070329i,-0.0005209+0.00055009i,-0.0004528-0.00025193i,-0.00020929-0.00054327i
-0.0018378-0.00020762i,-0.00066559+0.00059909i,0.00014314+0.0019481i,0.0003638+0.0026442i,0.0011968+0.002302i,0.0015664+0.0010773i,0.00051023-0.00035436i,-4.2062e-05-0.00063555i,0.00028354-0.00014608i,0.0008483-7.5848e-05i,0.0013414-6.3372e-05i,0.00067398+0.00020223i,-0.00017754+0.00031157i,-0.00034062+0.00013816i,-0.00016096-0.0004797i,0.00022695+0.00023479i,0.0011814+0.0011539i,0.0015472+0.00077353i,0.0010156-0.00021119i,0.00076071+0.00033019i,0.00076298+0.001223i,0.00078959+0.00062718i,0.00053502-0.00035802i
-0.00065802+0.0019462i,0.00070499+0.0026278i,0.0018925+0.0030167i,0.0011039+0.0018954i,0.0012348+0.00063857i,0.0014736+0.00061647i,0.00077565+0.0003214i,0.0001713-4.5304e-05i,0.00014658+0.00067495i,0.00066491+0.00073272i,0.00052108-3.9761e-05i,-7.8108e-05+4.3889e-05i,0.00042083+0.00031688i,0.0013371+0.00015582i,0.00099744+0.00081361i,0.00044315+0.0013454i,6.1962e-05+0.00082235i,0.0002592+0.00060324i,0.00050195-6.0767e-05i,0.00049675-0.00074294i,0.00041754-0.00054611i,-5.0321e-05-0.00064063i,-0.00076267-0.00044023i
-0.00061254-0.0020065i,-0.0017027-0.0019093i,-0.0013836-0.00069222i,-5.2054e-05+0.00059876i,0.00058875+0.001024i,0.00092519+0.0010163i,0.0016125+0.00048134i,0.0014545-0.00045959i,0.00061817-0.00054095i,0.00021891+0.0001721i,-0.00073909+0.00035433i,-0.001257-0.00013979i,-0.00018927-3.5789e-05i,0.00018195+0.00031332i,-8.1505e-05+0.00037116i,-0.00025943+0.00085087i,-0.00048294+0.00062218i,0.0002448-7.3781e-06i,0.00062838-7.658e-05i,0.00046253+2.6562e-05i,0.00038968-0.00025023i,0.00042792-0.00075968i,-9.0982e-06-0.00014939i
-0.0002197-0.0018122i,0.00068383-3.479e-05i,0.00099674+0.00066494i,0.0012231+0.00017514i,0.001519-0.00020687i,0.00092144-0.00039005i,0.00023353-0.00031624i,0.00036805-2.2556e-05i,0.00031909+0.00055522i,0.00084561+0.00068842i,0.0012258+0.00038047i,0.0010478+0.00036235i,0.0012535+0.00048847i,0.00053356+4.0705e-05i,-0.00054464-0.00067984i,-0.0012138-0.0010584i,-0.00099886-0.00062757i,0.00024988-0.00060091i,0.00020681-0.00057171i,-0.0005827-1.8696e-05i,-0.00049661+0.00037881i,-0.00030995+0.0005107i,-0.0011133+0.00017306i
-0.00015346+0.00074438i,-0.00073984+0.0005039i,-0.00037903+0.00033051i,0.00056625+0.00071048i,0.0010216+0.0013859i,0.00092389+0.0016766i,0.0008811+0.00103i,0.00033123+0.00015395i,0.00047124-7.7428e-05i,0.0010117-0.00057426i,0.00071141-0.00094456i,0.00019196-0.00066848i,0.00029406-0.00021856i,0.00031766-0.00022359i,0.0009769-0.00044026i,0.00093834-0.00045556i,1.3202e-05-0.00064989i,-0.00026595-0.00041572i,-0.00079928+4.7701e-05i,-0.00058845+0.00025466i,0.00012415+0.00025809i,-3.4426e-05-0.00078068i,0.00050926-0.00062248i
0.0014424+0.00086411i,0.0011536+0.0018759i,0.00097365+0.0024913i,0.0014536+0.0025021i,0.0011204+0.0011836i,0.0012487-9.6968e-05i,0.0023812+0.00014072i,0.0018244+9.4359e-05i,0.00065034+0.0001787i,0.00071615+0.0003388i,0.00041776+8.8621e-05i,0.00020158+0.00041741i,-5.866e-05+0.0005322i,-0.00043699+8.345e-05i,-0.00019125-3.288e-05i,-0.00019131-0.00010756i,-0.00083106-0.0002058i,-0.0012091-0.00038225i,-0.00055059-0.00066701i,0.00018422-0.00075604i,0.00057511-0.00033933i,0.0002749-2.0458e-06i,0.00035573-0.00040697i
-0.0010419-0.00095957i,-0.001132+0.00057028i,-0.00093522+0.0016191i,7.4956e-05+0.0019536i,0.0010586+0.002479i,0.0010885+0.0023354i,0.00070747+0.0013163i,0.00053924+0.0002947i,-7.6724e-05+9.1273e-05i,-0.00036986+0.00030519i,0.00046248+0.00062482i,0.00056803+0.00080744i,-7.3976e-05+0.00060479i,-0.00098377-0.00026909i,-0.00086829-0.00081269i,-7.5121e-05-0.00096914i,-0.00014051-0.00059737i,-0.0004136-0.00014166i,-0.00012342-0.00024165i,6.4126e-05-0.00013686i,-0.00029117-0.00064715i,-0.00033548-0.00043797i,-0.00017923+0.00057797i
-0.0019565-0.0023249i,-0.0013734-0.00030688i,-0.0017977+0.0013613i,-0.0020396+0.0021573i,-0.0013413+0.0020701i,-0.0012001+0.0023643i,-0.00031872+0.0010692i,0.00030041-0.0001866i,-3.7957e-05-0.00057296i,-4.9962e-05-0.00075493i,0.00022376-0.00051481i,0.00066897-0.00021544i,0.0001808-0.00084136i,0.00020429-0.0012841i,0.00074786-0.0011327i,0.00095007-0.00055279i,0.00030487-0.00032812i,-6.4888e-05-0.00023522i,-0.00023022-0.00053764i,-0.00011665-0.00051988i,0.00039506-0.00037837i,0.00062527+0.00037675i,0.00042848+0.0010926i
-0.001937-0.0013347i,-0.0012368-0.0003975i,-0.00020988+0.00050954i,-0.00016215+0.0010846i,-0.00033539+0.0010444i,-6.655e-05-1.4238e-05i,0.00053959-0.00043316i,0.00053902-0.00035254i,-3.4313e-05-0.0002195i,-0.00032947+0.00021053i,0.00039934+0.00060862i,0.00035724+0.00061965i,8.7336e-05+0.00013696i,0.0006405+0.00016355i,0.00082614+0.00032256i,0.00076731+0.00037356i,0.00052077+6.6092e-05i,4.3929e-05-0.00016799i,9.2614e-05-0.00044387i,0.00033711-0.00055963i,-0.00025077-0.00014067i,-5.1207e-05+0.00024973i,0.00081865+0.00043281i
-0.00046893-0.00050884i,-0.0010342+0.0006308i,-0.0015826+0.0015906i,-0.00031257+0.0020092i,0.0012244+0.0027947i,0.0010366+0.002278i,-7.8938e-05+0.0013083i,-0.0011037+0.00091832i,-0.0015145+0.00072858i,-0.0014618+0.00044529i,-0.00063409+6.89e-05i,0.00045077-0.00069493i,0.00050873-0.0010206i,0.00034721-0.00048864i,0.00067382+2.5739e-05i,0.00069135+0.00047232i,0.00062922+0.00091657i,6.7243e-05+0.00028249i,-1.3778e-05-0.00066636i,0.00055036-0.00038854i,0.00098142-0.00023718i,0.00098312+0.00027739i,0.0005978+0.00061649i
0.00049273-0.0010782i,-0.0001459-0.0014457i,-0.00027522-0.00040635i,0.00074188+0.00039785i,0.0013113+0.000172i,0.0007986+0.00024924i,0.00047508-0.00011348i,0.00058053+0.00035795i,0.0009078+0.00085522i,0.00095424+0.0002804i,0.0003868-4.1249e-05i,0.00029571+0.00045637i,0.00044983+0.00099306i,0.00016386+0.00035189i,-0.00032001-1.574e-05i,-0.00094488+0.00050439i,-0.0011204+0.00037191i,-0.000288-0.0010346i,-0.0002695-0.0010338i,4.0462e-05+0.00078059i,0.00031008+0.00032097i,-0.0001153-0.00023171i,-0.00054308-0.00053968i
0.0038059-0.00055988i,0.00247-0.0011946i,0.001474-0.00070035i,0.0014626+0.00068641i,0.00085531+0.00086932i,-0.00018119+0.00050972i,-0.00016304+0.00074899i,0.00045837+0.00035621i,0.00025079+0.00021483i,-0.00015236+0.00020346i,0.0002088+0.00048452i,0.0003536+0.00075597i,0.00043374+0.00018099i,0.00013887-0.00018401i,-0.00022749+5.944e-05i,8.4403e-06+9.5317e-05i,2.1231e-07-0.00060541i,-0.000756-0.00085994i,-0.00057739-0.00090971i,0.00074613-0.00056162i,0.0009441+0.0004564i,0.00034828+0.00038159i,-2.3516e-05-0.00030894i
-0.0027662+0.00068307i,-0.0023744+0.0022303i,-0.00078521+0.002848i,0.0010679+0.0019143i,0.0022138+0.0013538i,0.0022778+0.00070905i,0.0019397+0.00041601i,0.0012051+0.00063643i,-0.0001622+6.6558e-05i,-0.00028804-0.00055529i,-0.00010793+0.00030643i,-1.1718e-05+0.00082899i,0.00064026-0.00020175i,0.00084977-0.00064855i,0.00035242+6.8514e-05i,-5.1059e-05+0.00028148i,-5.8531e-05+0.00062319i,0.00014825+0.00077525i,0.00027466+0.00057428i,0.00028193+0.00038777i,3.7228e-05+0.00028066i,0.00072678-0.00022334i,0.0011163-0.00054955i
-0.000809-0.00027736i,-0.00038669+0.00087274i,0.00019468+0.00088794i,0.00063381+0.0011233i,0.0011141+0.0017381i,0.0010588+0.0013707i,0.00028851+0.00043748i,-0.00030366-0.0002999i,-0.0003956-0.00082194i,0.0003514-0.00031131i,0.00035726+0.00029206i,-0.00023056+0.0005479i,-0.00013574+0.00093437i,-3.5656e-05+0.00033299i,-5.7309e-05-0.00025319i,8.8463e-05+2.7659e-05i,0.00051888-0.00035819i,0.0005704-0.00059454i,0.00043811-0.00028495i,-5.6932e-08+0.0001471i,-0.00025448+0.00043234i,-0.00058223-0.00019313i,-0.0005439-0.00085032i
0.00054095-0.002514i,-0.00015732-0.0016583i,-0.00061222+5.3817e-05i,-1.1397e-05+0.001528i,-0.00027472+0.0017231i,-0.00042512+0.0014564i,0.00022525+0.00016739i,0.000289-0.00087317i,5.622e-05-0.00044081i,0.00013225+0.00076199i,-0.00012874+0.0012465i,9.0282e-05+0.00046732i,0.00088782-0.00027453i,0.0012315+5.5887e-05i,0.00063521+9.192e-05i,-0.0003741-0.00033335i,-0.00035799-1.8909e-05i,-0.00024083-0.00031457i,0.00018683-0.0009691i,0.00077384-0.00056853i,0.00071529+0.00026254i,0.0001572+0.00095311i,-0.00022456+0.0016273i
0.00045878+0.0005913i,0.00088836+0.00078129i,0.0013719+0.0007193i,0.0016405+0.0011697i,0.0014882+0.00091498i,0.0014425+0.00035149i,0.00070306+0.00046144i,0.00025838+0.00037914i,0.00071997+0.00063813i,0.00062478+0.00039403i,0.00056429-0.00034812i,0.0008264-0.00055518i,0.00065383-0.00013293i,0.00026052+0.00017i,0.00034599+0.00019332i,0.00023887+0.00084459i,-0.00028264+0.0013139i,-0.00042652+0.00055597i,-6.2748e-06+0.00063336i,0.00039418+0.00069058i,0.00064956+0.00071364i,7.577e-05+0.00038309i,-0.0003559-0.00066042i
-0.00069146+0.0010889i,-0.0011666+0.00085004i,-0.00017625+0.0014102i,0.00022629+0.0021453i,0.0012578+0.0015897i,0.0012113+0.00040861i,0.00020127-7.6119e-05i,-0.0003515+0.00044412i,-0.00033422-0.00034898i,0.00053961-0.00090149i,0.00041294-0.00029386i,0.0001699+0.00039024i,0.00035981+0.00091156i,-0.00021192+0.00091423i,-0.00023386-2.6392e-05i,-0.00032182-0.0006722i,-0.00068546-0.00043539i,-0.00017421-6.8862e-05i,-0.0001081+0.00051874i,-0.00022779+0.00051304i,-0.00020285-0.00024198i,-1.6745e-05-0.00073206i,-7.0314e-05-0.00070962i
-0.00045432-0.00094494i,-0.0013173-0.0012648i,-0.0019207+0.00021417i,-0.00051759+0.00091924i,0.0010757+0.00056864i,0.00091089+0.000195i,0.00023561-6.4355e-05i,0.00071766-0.00019387i,0.00080196-1.4735e-05i,9.5801e-05+0.0004431i,4.8734e-05+0.00062627i,-0.00032535+0.00015075i,0.00040394+1.9102e-05i,0.00068433+0.00099318i,5.2292e-05+0.001075i,-4.7144e-05-2.6788e-05i,-0.0006165-0.0003937i,-0.00057886-0.00058398i,-0.000345-0.00029634i,-0.00029206-6.7396e-05i,-0.00013278+0.00027588i,7.9779e-05+0.00069859i,-6.5347e-05-0.00012918i
0.0010047-0.00027754i,0.0005339+0.00013662i,0.00014309-3.3206e-05i,0.00039275-0.00017556i,0.00039976+0.00060753i,0.00075826+0.001202i,0.0009055+0.00083272i,0.00043771+0.00032547i,0.00063982+0.00024217i,0.00065724-0.00045856i,7.6783e-06-0.00076804i,0.00027409+9.2558e-05i,0.00077292+0.00083588i,0.00055261+0.00070365i,0.00018849+0.00066688i,0.00035475+0.0004683i,0.0001564+4.5917e-05i,-0.00044563-0.00012628i,-0.00050766-0.00010233i,1.2034e-05-0.00073834i,0.00027086-0.00097737i,0.00014092-0.00031064i,0.00031755+5.6705e-05i
5.8242e-05-0.00023861i,-0.0014917+0.00089044i,-0.0013078+0.00074657i,-0.00034282+0.0012693i,-0.00060537+0.0014029i,-0.00035474+0.00064638i,0.00017911+0.00027067i,0.00015427+0.00020927i,0.00018042-0.00025542i,0.0004179-0.00034181i,0.000487+9.5105e-05i,0.00038605-1.1927e-05i,0.00063781-6.582e-05i,0.00041523-3.1539e-05i,0.00033624+0.00019862i,0.0005146+0.00022177i,0.00032332+0.00017334i,-0.00012066+0.00067121i,-7.0698e-05+0.0002058i,0.00027864+4.0675e-05i,0.00067217+0.00028451i,0.00048286+2.1024e-05i,0.0003492-0.00019017i
-0.0040489-0.00039604i,-0.0031258+0.00016506i,-0.0015252+0.0022914i,0.00027158+0.0032008i,0.0010544+0.002426i,0.0016587+0.001615i,0.0014762+0.00092102i,0.00013958+0.0004063i,-0.00012311+0.00059799i,8.9241e-05+0.0012992i,-6.3915e-05+0.00091306i,-6.4901e-05+0.00017166i,-2.6975e-05+0.00011367i,-0.00011638+0.00032295i,-6.1886e-05+0.00025098i,-0.00068988-0.00020895i,-0.00069452-0.00029763i,0.00028426+1.0264e-05i,0.00020045+0.00033911i,-7.8721e-05+0.00069486i,-0.0004838+0.00063906i,-0.00037586-7.477e-05i,0.00030927-0.00063249i
-0.0013235-0.0014291i,-0.00068751-0.00049595i,-0.00036742+0.00045176i,-0.00077827+0.0014008i,-0.00039338+0.0014254i,0.00041083+0.00017547i,0.00099913-0.00021149i,0.0007195+0.00023639i,4.5531e-05+0.00058657i,-8.3737e-05+0.00076875i,-0.00024542+0.0016638i,-0.00047543+0.0016849i,-0.00061047+0.00065248i,-0.00070387+0.00051283i,-0.00016022+0.00029298i,-0.00022764-4.1532e-05i,-0.00098866+0.00050116i,-0.00068258+0.00042212i,-0.00027558-9.456e-05i,-0.0006421+0.00054871i,-3.8611e-05+0.0011623i,0.00063843+0.0011365i,2.3955e-05+0.0010123i
-0.0010703-0.001578i,-0.0012568-0.0005191i,-0.0010928+0.00042669i,0.00014631+0.0010952i,0.00033847+0.0013663i,-0.00010541+0.00074215i,-0.00023008+0.00016421i,-0.00046769-4.0142e-05i,-0.00055764-0.00053302i,8.7775e-05-0.00092141i,0.0011769-0.00015852i,0.001102+0.00040756i,-2.8384e-06+0.00062709i,-0.0003331+4.0458e-05i,-0.00020652-0.0001508i,7.5432e-05-0.00015036i,0.00078699-0.00032687i,0.00069101-0.00010141i,0.00023451+0.00041275i,-2.1875e-05+0.00034306i,-8.0087e-05-0.00010638i,0.00035479+0.00022454i,0.00026623+0.00027022i
0.0010763-0.00012264i,0.00095799+0.00016844i,0.0011866+0.00053796i,0.0014335+0.0013562i,0.0010891+0.00068328i,0.00070849+0.00021056i,0.00087148-0.00029697i,0.0011116-0.00088382i,0.00061482-0.0004289i,0.00053334+0.00030149i,0.0011957+0.00076164i,0.00077772+0.00054515i,0.00015549+8.3877e-05i,0.00056735+0.00017766i,0.0010014+0.0004731i,0.00076183+0.00053522i,0.00020303+0.00054639i,0.00022229+0.00097868i,0.00076634+0.00047991i,0.0002629-0.00022609i,-0.00051523+0.00021151i,-0.0005209+0.00071215i,-0.00053559+0.0005103i
-0.0020475+0.0015384i,-0.0010747+0.0026606i,-0.0006083+0.0029062i,0.00072361+0.0024172i,0.0013474+0.002695i,0.00072658+0.0022187i,0.00056741+0.0005725i,5.3884e-05-0.00028994i,-0.0002655+0.00019988i,0.00038134+0.00075542i,0.0016006+0.00085863i,0.0011417+0.00083239i,0.00038832+0.00071637i,0.00088264-0.00022757i,0.0010625-0.00075629i,0.00043934+0.0002816i,0.00044589+0.00092317i,0.0004697+0.0010314i,-0.00033977+0.00074544i,-0.00058831-9.6964e-06i,-0.00018201-0.00030175i,-0.00014747-0.00027968i,-0.00018084-0.00082389i
-0.002493-0.00079512i,-0.0023046+0.0011854i,-0.001321+0.0028086i,0.00044541+0.003211i,0.0010312+0.0025398i,0.0020115+0.0010614i,0.0021199+5.3356e-05i,0.00093283+0.0005846i,8.0269e-06+0.0013079i,-0.00029283+0.0014998i,-4.0218e-05+0.00048487i,-0.00011095+6.6873e-05i,0.00017762-0.00022888i,0.00057715-0.00069098i,0.00040271-0.00018379i,-0.00017691-0.00014752i,-0.0005755-0.0002046i,-0.00058831+0.00027631i,-0.00018976+0.00074355i,0.00033767+0.00059737i,0.00037756-2.3088e-05i,0.00055201-0.0001754i,0.00022876+0.00014991i
0.00023448-0.001918i,-0.0003931-0.0009722i,7.8918e-05+0.00040814i,0.00055445+0.0011672i,0.00030941+0.00061366i,0.00037207-0.00018405i,1.8982e-06-9.623e-05i,-4.6237e-05+0.00041693i,0.00066168+0.00043321i,0.0011385+0.00046396i,0.00063022+0.00019918i,9.4605e-05-0.00025827i,-0.00060917-0.00024383i,-0.00044373-0.00027048i,-0.00046967+1.4036e-05i,-0.00067854+0.00019291i,-0.00027185-1.4357e-05i,-0.0001077-0.00011348i,4.5061e-05-0.00080043i,0.00040368-0.0011255i,0.00065402-0.00053846i,0.00093449-2.7522e-05i,0.00024583-0.00011709i
-0.00067172-2.2784e-05i,-0.00034041+0.00063386i,0.00023759+0.001353i,0.00081434+0.0016184i,0.0013898+0.0012882i,0.001661+0.00059544i,0.0012853+0.00026849i,0.00032088-1.6971e-05i,4.5224e-05+5.4495e-05i,0.00067167+0.00071378i,0.00067169-0.00014138i,-9.3465e-05-8.3163e-05i,-0.00062583+0.00057183i,-0.00022277-8.5399e-05i,0.00032791-0.00041947i,0.0005926-0.00019865i,0.00045521-0.00031648i,-3.2799e-05+0.00035627i,0.00033392+0.00094471i,0.00062129+0.00038441i,-6.1171e-05+0.00040601i,-0.00057938+0.0007635i,-0.00037933+0.00018651i
-0.00052907-0.00049023i,-0.00097191+0.0011171i,9.7251e-05+0.0015021i,0.0010695+0.00098467i,0.00099208+0.0013255i,0.00025447+0.0015727i,-0.0010746+0.00047105i,-0.0013673-0.00027093i,-0.00033808+8.306e-05i,0.00076103+0.00096995i,0.00098314+0.0015446i,0.00044693+0.0015913i,0.00031091+0.0011928i,-0.0005667+0.00029477i,-0.00096404-2.4443e-05i,-5.9131e-05+0.00029082i,0.00043031+0.00031036i,0.00031429+0.000215i,0.00040444-0.00019866i,0.001361-0.0009981i,0.0013327-0.00079447i,0.00026677-5.1325e-05i,-0.00048381-0.00055772i
-0.0019242-0.00090084i,-0.0016537+0.00067704i,-0.00063111+0.0016326i,0.00020359+0.0028281i,0.00055801+0.0026409i,0.00022248+0.0016313i,-8.1133e-05+0.00089493i,-0.00044959+0.00072881i,-0.00087825+0.0014593i,-0.0014101+0.0012629i,-0.0011489+0.00055684i,-0.00018987+0.0003514i,0.00038865-0.00029335i,0.00043911-0.00094812i,0.00018658-0.00049271i,-0.00019173-0.00032804i,3.4257e-05+2.1177e-05i,0.00063021+0.00084068i,0.00095301+0.00059718i,0.00098278+0.00023657i,0.00056408+0.0006703i,8.117e-05+0.00079014i,-0.00041762+0.0004901i
-0.0024816+0.0015458i,-0.0025557+0.0022067i,-0.0008843+0.0020659i,-0.00017416+0.0010296i,-0.00017741+0.001189i,0.00042572+0.0017197i,0.00086155+0.0010279i,0.00077598+0.00012752i,5.1218e-05-3.9846e-05i,-0.00041125+0.00060718i,-0.00053515+0.00060804i,-1.9857e-05-0.00010673i,0.00020584+0.00015223i,0.0002686+0.00040008i,3.7664e-05+0.00033272i,-0.00044399+0.00015833i,-0.00062574+0.00055677i,-0.0003528+0.001097i,1.076e-05+0.00023681i,0.0002323+0.00013909i,0.00067875+0.00053695i,0.00015927+0.00054263i,5.5328e-05+0.00067161i
0.00047005-0.0034861i,0.00024228-0.0017702i,7.1429e-05-0.00062954i,0.00036189+2.6544e-05i,1.2309e-05+7.1502e-05i,-0.00026447+0.00035344i,0.00011288-4.8976e-05i,0.00053374-0.0011521i,0.00051779-0.00072191i,0.00048373+0.00025297i,0.00070129+0.00089144i,0.001514+0.00050935i,0.0016148-0.00032204i,0.00069904-0.00043079i,0.0010358-0.00063839i,0.0010966-0.00063316i,0.00027071-0.0006372i,-0.00024292-0.0004375i,-0.00066331-0.00016006i,-0.00030782-0.00045227i,0.0004004-0.00052154i,4.9027e-05-0.0001805i,-0.00068661+0.00021848i
0.00074575-0.00068988i,3.5689e-05-0.00061679i,2.42e-05-8.4316e-05i,0.00025894+0.00054682i,0.0005016-0.00015761i,0.00071199-0.00034797i,0.00043776-0.00055256i,0.00044052-0.0013724i,0.00097727-0.00094823i,0.00049798+0.00015622i,-7.5777e-05+6.5566e-05i,0.0002181-0.0002808i,0.00066666-0.00025272i,0.00067379-0.00028201i,0.00048015-2.7893e-05i,0.00042086+3.3203e-05i,0.00062137+0.00040992i,0.00092829+0.00045016i,0.00090323-0.00011774i,0.00061194-0.00026092i,0.0008485+0.00036849i,0.00046006+0.00015664i,-0.00016204-0.00069727i
0.00029036-0.00059952i,0.0014165+0.00033956i,0.0014135+0.00036482i,0.0013073+0.0016954i,0.00093612+0.0026174i,0.00099186+0.0026463i,0.0015905+0.0016039i,0.00084777+0.00070052i,-0.00014924+0.00054403i,0.00019741+0.00037789i,0.00038568+0.00068863i,0.0004105+0.00037881i,3.2826e-05-0.00045868i,-0.0002655-0.00056205i,8.9252e-08-6.5308e-05i,-0.00017261+4.6463e-05i,-0.00038604+6.1578e-05i,-0.00076753+0.00026429i,-0.00060971-4.9346e-06i,-0.00062474-5.1809e-05i,-0.00081425+0.0001996i,-6.5787e-05-7.0351e-05i,0.0013655-8.0775e-06i
-0.0029546+0.0014715i,-0.0023541+0.0036218i,-0.00174+0.0044609i,-0.0002523+0.0045467i,3.5876e-05+0.0036526i,0.00067144+0.002169i,0.0017737+0.0011537i,0.00073758+0.00072679i,-0.00075569+0.00081892i,-0.00077986+0.00080036i,-0.00010214+0.00010854i,7.9916e-05-0.00083657i,0.00018081-0.00083713i,0.00036999-0.00075962i,-4.5564e-06-0.00099665i,-0.0003311-0.00059806i,0.0001629+0.00010824i,0.00074242+0.00014773i,0.00023301-0.00047246i,0.00041525-0.00036779i,0.0004106-0.00011813i,2.5704e-05+2.8571e-05i,6.3316e-05+0.00084767i
-0.0018408-0.001603i,-0.0016233-0.00069302i,-0.00043651+0.00044723i,0.00025422+0.0012211i,0.0014818+0.0021344i,0.0019434+0.0013353i,0.0015389+8.6717e-05i,0.0005736-0.00032106i,-0.0004276+0.00015173i,-7.9205e-05+0.0007004i,0.00017903+0.00039501i,0.00033738-1.1749e-05i,0.00042666+0.00031215i,0.00032588+0.0005425i,-0.00011478-0.00016878i,-0.0005028+0.00013301i,-0.00064672+0.00043077i,-0.00078772-0.00028913i,-0.00022167-0.0006181i,0.00057197-0.00035083i,0.0004593-0.00015239i,-0.00026908+0.00016469i,-5.911e-06+0.0008416i
0.00011357-0.0020609i,-0.0002784-0.001013i,-0.00052428-0.00015361i,-0.00042699+4.1105e-05i,-0.00015434+6.1064e-05i,0.00024574-6.4458e-06i,0.00027822-0.000102i,0.00062828-0.00061822i,0.001298-0.00047968i,0.0011342+0.00027525i,0.00052993+0.00079308i,0.00031297+0.0010777i,0.00041771+0.0011728i,0.00013415+0.00046633i,-0.00016569-0.00027113i,0.00067992+1.3925e-05i,0.0013434+0.00095506i,0.00068755+0.0014584i,-7.601e-05+0.00066452i,-7.6163e-05-0.00022849i,0.00033065+4.3175e-05i,1.0405e-05+0.0005145i,-0.00010217+0.0010722i
-0.0004956-8.6208e-05i,-4.2304e-05-0.00022083i,-0.00036714+0.0010365i,-1.9248e-05+0.0017196i,0.00016504+0.0017164i,-0.00050366+0.0013687i,-0.00038797+0.00043117i,0.00045018+0.00023843i,0.00039899+0.0011565i,-0.0001825+0.0014325i,8.4151e-05+0.0011728i,0.00074802+0.00089907i,0.0011369+0.0010202i,0.0010967+0.0010383i,0.00091981+0.00082928i,0.00079374+0.00060985i,-3.7713e-05+0.00029692i,-0.00029475+0.00067034i,-0.00012403+0.0012551i,-0.00011333+0.0011759i,0.00032247+0.00060707i,0.00060015+8.7475e-05i,0.00026811-0.0001007i
8.0308e-05+0.0024657i,-3.6392e-05+0.0026755i,0.00035313+0.0030793i,0.0018607+0.0022905i,0.0028504+0.0013736i,0.0017477+0.00040195i,0.00063555-3.2029e-05i,-4.5125e-05+0.00014625i,-0.00038082+0.00033463i,0.00013931+0.00093541i,0.00085129+9.8445e-05i,0.0011476-0.0010487i,0.00056919-0.00042264i,-0.00015232+0.00081115i,-0.00038202+0.00056198i,-0.00020053-0.00038264i,-0.00075184+0.00070228i,-0.0009739+0.0010427i,0.0001014+0.00022762i,0.00030423-0.00022232i,0.00024071+0.00028152i,0.00061927+0.00078375i,0.00012643+0.00024166i
-0.00036085-0.00036842i,-0.0018974+0.00084798i,-0.0021867+0.00081518i,-0.00027081+0.00091089i,0.001044+0.0015658i,0.00051251+0.00090551i,0.00030065-0.00018669i,3.4998e-05-0.00079222i,1.7628e-05-0.00074863i,5.3165e-05+0.00021928i,-0.00046669+0.0010839i,-0.00087097+0.0012727i,-0.00058781+0.00050085i,-0.00018567-0.00055304i,0.00013226-0.00033797i,0.0002355+0.00011364i,-4.4663e-05+0.00030766i,-0.0005456+2.4254e-05i,-0.0004535-0.00053967i,-5.5454e-05-0.0005989i,-0.00019694-0.0003298i,-0.00017412+0.00030439i,0.00018101+8.3992e-05i
-0.0012692+0.00063764i,-0.00095305+0.00095916i,1.6012e-05+0.0018362i,0.00085555+0.0018031i,0.0014204+0.00078982i,0.001666-0.00041422i,0.0018006-0.0011524i,0.00064147-0.0010575i,-0.00070378-0.00014984i,-0.00070927+0.00078694i,-6.1871e-05+0.0010503i,0.00028261+0.00052851i,0.00018107+0.0002383i,-8.1995e-05+0.00055095i,-0.00015939+0.00013746i,0.00041941-0.00081358i,0.00037672-0.000496i,-0.00033645-0.00012495i,-0.00031203-0.00032545i,-0.00033356+0.0003526i,-0.00091158+0.00073332i,-0.00089707+0.00067395i,-6.1346e-05+0.0012954i
0.00092697-0.00028557i,0.001275-0.0010498i,0.00032116-2.5858e-05i,-0.00031388+0.00036713i,0.00043575-0.00078527i,0.000961-0.001142i,0.00079204-0.00014329i,0.00010846+0.00048025i,0.00035449+0.00061568i,0.00073356+0.00077887i,0.00046649+0.0007476i,0.0001686+0.0003863i,0.00014006+0.00045385i,0.00041544+0.00016205i,0.00016867-0.00010923i,-0.00070158-8.2842e-05i,-0.00058797-9.1605e-05i,0.0001747+0.00066165i,0.00034395+0.0011456i,0.00031116+0.0016294i,0.00047648+0.0016269i,0.00061919+0.00055683i,0.00071887+0.00057678i
-0.00087941+0.002599i,5.7239e-05+0.0013515i,0.001291+0.0020599i,0.0017793+0.0034515i,0.00061522+0.0032915i,4.3939e-05+0.001568i,0.0003031+0.00019799i,0.00026518+0.00019468i,2.1971e-05+0.00076048i,-0.00030481+0.00053368i,0.00048642+0.00017644i,0.0010871+0.00021709i,0.00055306-5.5528e-05i,0.00011224+0.00011316i,-0.00044624+0.00036872i,-0.00050238+0.0003158i,-0.00076443+0.00031607i,-0.0012572+0.00045867i,-0.00050977+0.00043832i,0.00053189+0.00028846i,0.00071842+0.00068148i,0.00029025+0.00096584i,-0.00037591+0.00036131i
