-0.00030659+0.00019225i,-0.00012585-0.00034367i,-0.0016427+3.3927e-05i,-0.00227-0.000472i,-0.0025838-0.00043146i,-0.0022294+0.0014406i,-0.00097939+0.0029662i,0.00046302+0.0029142i,0.001853+0.0025001i,0.0026452+0.0014914i,0.0015331+4.9918e-05i,0.00053195-0.00034063i,0.00090376-0.00044408i,0.00047323-0.0004382i,7.0941e-05-0.00023204i,0.00076826-0.00024489i,0.00083573-0.000385i,0.00048155-3.3882e-05i,0.00017898+0.00015027i,0.00059704-0.00014271i,0.0013114+9.7457e-05i,0.00064318+0.0008815i,0.00010905+0.00077972i
0.0014887-0.0008819i,-4.4317e-05-0.00025891i,-0.0023843-0.00079276i,-0.0038801-0.0011534i,-0.0027009-0.0011883i,-0.00083376-0.00017464i,-0.00010234+0.00064341i,0.00049502+0.0015062i,0.0005732+0.0018925i,0.00043846+0.00087977i,-5.9039e-05-0.00054796i,1.4085e-05-0.00057039i,-0.00042658+7.5144e-06i,-0.00073412-0.0006806i,4.8711e-05-0.0014965i,0.00043301-0.0012345i,0.00047565-0.00056299i,0.00068362-0.00051578i,0.0010858+0.00030556i,0.0013286+0.00069264i,0.0014509+0.00058019i,0.000562+0.00048759i,-0.0009395+0.00051345i
-0.0012105-0.0011744i,-0.0017174-0.0021305i,-0.0032055-0.0041174i,-0.0036043-0.0040426i,-0.0027125-0.0015028i,-0.0017553-0.0001182i,2.6121e-05+0.00020104i,0.0017604+0.0005683i,0.0022078+0.0009335i,0.0017131+0.00093776i,0.00035645+0.00075959i,-0.00013455+0.0015044i,0.00051635+0.0013271i,0.0010043+0.00095377i,0.00048755+0.0015154i,-0.00068324+0.0010486i,-0.0012479+9.5176e-05i,-0.0011891-0.00027103i,-0.00092029-0.00061001i,-0.00026932-0.0015055i,0.00090983-0.0018429i,0.0014495-0.00084342i,0.001117+0.00031635i
-0.0019926+0.0018248i,0.00039365+0.0019399i,-7.9268e-05+0.0019301i,-0.00098074+0.0028148i,-0.0011879+0.0023703i,-0.0003905+0.00010754i,-0.0002341-0.00033519i,-0.00096826+0.00047448i,-0.0011976+0.0013045i,-0.00041131+0.0012939i,0.00049511+0.00059533i,0.00077035+0.00014294i,0.0010114+0.00020681i,0.00055622+0.00025046i,-0.00032052-0.00049668i,-0.00033557-0.0012658i,0.00019365-0.00092332i,-0.0002201-0.00060312i,-0.0015711-0.00032984i,-0.00217+0.00077575i,-0.0024368+0.0011238i,-0.002148+0.00047508i,-0.00093165-0.00018171i
-0.0035759+0.00077485i,-0.0038318+0.0017981i,-0.0048721+0.0030556i,-0.0045583+0.0036862i,-0.0019639+0.0028509i,0.00046622+0.0013501i,0.00063964+0.00039562i,-0.00053437+0.00070401i,-0.00050143+0.0016199i,0.00026839+0.0020764i,0.00039111+0.0026503i,0.00036079+0.0020588i,0.00024024+0.00045129i,0.00068461-0.0005517i,0.0013266-0.0014777i,0.00153-0.0021069i,0.0016337-0.0011353i,0.0012591+0.00021087i,0.0013089-6.0503e-05i,0.0016177-0.00038543i,0.0015763-2.4953e-05i,0.00091645+0.00016989i,-0.00022664+8.169e-05i
-0.00092079-0.0021085i,-0.0026315-0.0015221i,-0.0039538-0.0011747i,-0.0036114-0.00056794i,-0.0018571+0.0010293i,-0.0003099+0.0020491i,6.3079e-05+0.0020142i,0.0010267+0.0018277i,0.0018775+0.001889i,0.0017993+0.0014235i,0.0011477+0.00031564i,0.00016098+0.00047101i,0.00022606+0.0010585i,0.00063677+0.00052331i,0.00022329-0.00025425i,-0.00071165-7.7444e-05i,-0.0014889+0.00039205i,-0.00089837+0.00046306i,-0.00010474-0.0012272i,0.00072038-0.0027623i,0.0017416-0.002205i,0.0016199-0.00086283i,0.00076724-0.00011404i
0.00013427-0.00015638i,0.00011011-0.00053545i,-0.00075446-0.0018328i,-0.00153-0.0014926i,-0.0012271+0.00039602i,0.00014964+0.00041503i,0.00078158-0.00031088i,0.00039731-4.6092e-05i,0.00018632+0.00042285i,0.00053297+0.00076214i,0.00042697+0.00077743i,-0.00016003-3.0652e-05i,-5.699e-05-0.00047433i,1.337e-05-0.0007304i,-0.00033556-0.0010757i,-1.2688e-05-0.00076911i,0.00027276-0.0016603i,-0.00021571-0.0026185i,-0.0013341-0.0020042i,-0.0024555-0.00046158i,-0.0033016+0.00062393i,-0.0027459+0.00033917i,-0.0010443-6.5752e-05i
0.00080595+0.003911i,0.0013754+0.0039905i,0.0014275+0.0030552i,0.00029229+0.0017486i,-0.0003696+0.00069835i,-9.3556e-05-0.00021244i,-2.3337e-05-0.00037189i,0.00067182+9.6751e-05i,0.0016365+0.00078699i,0.0020272+0.00082038i,0.0017036+0.00019239i,0.00097505-0.00035436i,0.00027604-0.0003021i,0.00023104-0.00059556i,0.00024116-0.0010473i,0.0011276-0.00043409i,0.0021225+0.00091981i,0.0022032+0.0018478i,0.0027715+0.0014323i,0.0032917+0.00042765i,0.0036109+0.00025942i,0.0027024-0.00011934i,0.0014656-0.00079254i
-0.00082162+0.0022474i,-0.001544+0.001657i,-0.0021539+0.00099859i,-0.0022173+0.00093831i,-0.0015079+0.0012773i,1.0388e-05+0.00069226i,0.0013793-0.00024963i,0.0021516+0.00035186i,0.0029177+0.00052942i,0.0021444+0.00044146i,0.00032509+0.00031606i,-0.00026372-0.00035912i,0.00018724-0.00089961i,0.00074521-0.0002887i,0.00033279+0.00058441i,-0.00047204+0.00070808i,-0.0012178+0.00080239i,-0.0015769+0.00073151i,-0.00080734-0.00045835i,-2.679e-05-0.0019814i,0.00026646-0.0021732i,0.00053967-0.0012338i,0.00061129-0.0011198i
0.00047026-0.0016245i,-9.7491e-05-0.0033233i,-0.00063165-0.0034025i,-0.0016687-0.0012239i,-0.0024555-0.00016733i,-0.0014716-0.00013927i,0.00033677+0.00054131i,0.0015471+0.0012455i,0.0018424+0.0012829i,0.0011839+0.00073198i,0.00026408+0.0011045i,2.2308e-06+0.0012869i,0.00051657+0.00081744i,5.3624e-05-0.00034615i,-0.00028702-0.001514i,5.2561e-05-0.0016863i,-8.1688e-05-0.0021138i,-0.0010215-0.002921i,-0.0021797-0.0016246i,-0.0029038-6.5378e-05i,-0.0031924+0.00049163i,-0.0031614+0.00069993i,-0.002625+0.00073397i
0.00035935-0.0011617i,-0.0012096-0.002002i,-0.0026729-0.0028915i,-0.0034618-0.0021064i,-0.0033361-0.00081073i,-0.0019586+0.00034946i,-0.00019179+0.00095083i,0.00084504+0.00077298i,0.0014406+0.00031301i,0.0010705-0.00014161i,-0.00023603+0.00011267i,-0.00037228+4.9341e-05i,0.0004556-0.00036531i,0.001009-0.001025i,0.00083553-0.0013847i,0.0011646-0.00057056i,0.0026379+0.00052349i,0.0024106+0.00064061i,0.0014353+0.00016886i,0.0016166+0.00026481i,0.0019834+0.0005899i,0.0017128+0.00034776i,0.00087218-4.3646e-05i
0.00015731+0.00015873i,-0.00072533-8.0224e-05i,-0.00080148-1.9848e-05i,-0.00047023+0.00029282i,0.00032585+0.0016448i,0.00010075+0.002114i,0.00065795+0.001034i,0.0022688+0.00070816i,0.0022497+0.00065257i,0.0013845+7.7469e-05i,0.0010435+0.00050465i,0.0003719+0.00101i,0.0011629+0.0003556i,0.0017595+0.00013593i,0.00025622-0.00031647i,-0.0011814-0.00027412i,-0.0014453+0.00041272i,-0.0015543+0.00090142i,-0.0013098-1.5502e-05i,-0.00035558-0.0018506i,0.00055951-0.0021826i,0.00039151-0.0015227i,-0.00023027-0.0011572i
-0.0019729+0.0010346i,-0.0015416-0.00044068i,-0.0024721-0.00054026i,-0.0031904-1.9366e-05i,-0.0028202+6.6993e-05i,-0.0014618-0.00073563i,0.00040984-0.0010865i,0.00097971+0.00062079i,0.00047813+0.0014908i,-9.2785e-05+0.00085287i,-0.00034721+0.00043566i,0.00020498+0.0008829i,0.0005345+0.0012167i,-0.00011435-0.00013122i,0.00027945-0.0014074i,0.00036536-0.0018922i,-0.00014577-0.0029141i,-0.00090347-0.0028921i,-0.0020963-0.0014972i,-0.0023836-0.00062277i,-0.0024322+0.00027338i,-0.0033248+0.0008158i,-0.0027572+0.0011342i
-0.003253-0.0019425i,-0.0039782-0.002722i,-0.0055559-0.00033801i,-0.0064045+0.0014644i,-0.0035534+0.0011584i,0.00023206+0.00082525i,0.00109+0.00072573i,0.00058729+0.00052364i,0.0007339+0.001047i,0.0002281+0.0017012i,-0.00064532+0.0010184i,-0.00059758+0.00040832i,-0.00058768+0.00064058i,-0.00021907-0.00039279i,0.0010313-0.0018669i,0.0019543-0.0015799i,0.0023941-0.00063774i,0.0023716+6.6253e-05i,0.0020908-4.5836e-05i,0.0022916+0.00020611i,0.0028041+0.0012498i,0.0021776+0.0013679i,0.0010435+0.00022587i
-0.00025392-0.00097246i,-0.0021288-0.0012746i,-0.0026124-0.00027617i,-0.0027935+0.0011372i,-0.0018675+0.002582i,-0.00082822+0.0021689i,-0.00040774+0.00068977i,0.0007064+0.00067171i,0.0013063+0.0008953i,0.00078087+0.00028805i,0.00088465-0.00010197i,0.0012533-2.5557e-05i,0.0015333+0.00051615i,0.0011049+0.00062852i,0.00055949+8.4668e-05i,0.00012531+0.00032709i,-0.00069514+0.00035685i,-0.0016983-0.00063492i,-0.0011164-0.00074134i,-8.6109e-05-0.00066465i,-9.3739e-05-0.001411i,-0.00021907-0.0018263i,0.00019645-0.0015188i
-0.0015911+0.00044933i,-0.0027499+0.00021761i,-0.0043646+0.00092525i,-0.0036362+0.0013205i,-0.0022918+0.0016854i,-0.0002344+0.00031027i,0.0010308-0.00068685i,0.0010491+0.00037229i,0.00097027+0.0013494i,3.3468e-05+0.0019271i,-0.00050259+0.0017699i,0.00024008+0.0013192i,0.0014138+0.0010882i,0.0013739+0.0010112i,0.00066203+0.00059149i,0.00012723-0.0011505i,0.00012179-0.0022934i,-0.00090992-0.002274i,-0.0027226-0.0019669i,-0.002991-0.0013592i,-0.0032029-0.00052278i,-0.0037222+0.00049943i,-0.0030745+0.00072849i
0.00041866+0.00073911i,-0.00016681-0.000638i,-0.0016342-0.00010628i,-0.0020625+0.00062488i,-0.0010757+0.00015337i,0.00092293+0.0005798i,0.0020205+0.0009646i,0.0017395+0.00089953i,0.0010454+0.00197i,0.00021335+0.0017433i,-0.00070736+0.00056151i,-0.0010127+0.00079302i,-0.00018661+0.0011679i,0.00075554+0.00023761i,0.00093051-0.00077639i,0.0010875-0.00052998i,0.0014045+0.00027209i,0.0016252+0.00073302i,0.0024647+0.0012668i,0.0026732+0.00092761i,0.0021726+0.00037971i,0.0015746+0.00044147i,0.0010476-2.8141e-05i
-0.00011065+0.00074168i,-0.00053441-0.00024362i,-0.002272-0.00042941i,-0.0036456-0.00022034i,-0.0032637+0.00077403i,-0.0022952+0.00063976i,-0.00070589-0.00039392i,0.0012745+0.00054362i,0.0016383+0.00088933i,0.00081821+0.00074089i,0.00025157+0.00085498i,0.00041952+0.00055174i,0.00079828+0.00028052i,0.00063187+8.2597e-05i,0.00012484-0.00024272i,-0.00010943+0.00021449i,0.00022119+0.0011562i,7.4039e-05+0.00047449i,-0.00024924-0.00053603i,-0.00011304-0.0011458i,-0.00036523-0.0016827i,-0.00045755-0.0018883i,-5.012e-05-0.0015573i
-0.0013137+0.0021991i,-0.00097609+0.001597i,-0.0012534+0.00085279i,-0.0016976+0.0011339i,-0.0014954+0.0013705i,0.00038902+0.0004607i,0.00072674+7.7761e-05i,-4.1315e-05+0.00089996i,0.00055157+0.0013852i,0.00057168+0.00076488i,0.0001643-0.00014198i,0.00055708-0.00063931i,0.00047702-0.0004252i,0.00029994+0.00032869i,-0.00010218+0.00024849i,-0.00047746-0.00088756i,-0.00063987-0.0016174i,-0.00047784-0.0022911i,-0.0011183-0.0027031i,-0.0021186-0.0014723i,-0.0026587+5.9174e-05i,-0.002654+0.00033059i,-0.0024595+0.00037638i
0.00057167-0.00066298i,0.00023235-0.00066188i,0.00046219-0.00063719i,0.00028566-0.00047155i,3.4989e-05+6.6132e-05i,0.001367-9.0546e-06i,0.0020586-6.4374e-05i,0.0011046+0.00068635i,0.0006515+0.00098213i,0.00058119+0.0008755i,8.5181e-05+0.00048217i,-1.155e-07+0.00040362i,0.00030193+0.00069359i,0.00029595+0.00018955i,-0.00023502-0.00065257i,0.00017451-0.00074945i,0.001243+0.00055096i,0.0016272+0.00166i,0.0017098+0.001793i,0.0024601+0.0014179i,0.0028006+0.00037526i,0.0028031+0.00018438i,0.0020695+0.00032215i
0.0017936-0.0011397i,0.00033749-0.0010748i,-0.0010496-0.0011501i,-0.0027418-0.00059235i,-0.0034682-0.00043083i,-0.0024061-0.00080584i,-0.00082492-0.00048606i,0.00026995+0.000314i,0.00051841+0.00060894i,-9.8924e-05+0.00055845i,-0.00099741+0.00045751i,-0.0012105+0.00049009i,-0.00035571+0.00098561i,-0.00034403+0.00016177i,-0.00062494-0.00041268i,-0.000276+4.282e-05i,-0.00010332-0.00028063i,-0.00037098-0.0013155i,-0.00086069-0.0020986i,-0.0012614-0.002618i,-0.00093254-0.0027668i,1.0856e-06-0.0027987i,-0.00014272-0.0025468i
-0.001495-0.0022033i,-0.0021214-0.0023206i,-0.0031893-0.0031255i,-0.0046492-0.0019674i,-0.0039583-0.00031971i,-0.0014366+0.00059197i,2.2656e-05+0.00079956i,0.00046643+0.0012072i,0.00085688+0.0018668i,0.00013022+0.0013096i,-0.00050462+0.0010205i,-0.00040105+0.00068389i,8.3043e-05+8.228e-05i,0.00021161+9.9317e-05i,-0.00032455-4.9312e-05i,-0.00051101-0.00015418i,-0.00027657-0.00099224i,-0.0005846-0.0019792i,-0.0014093-0.0017881i,-0.0014895-0.0016217i,-0.0020517-0.0011693i,-0.0017763+3.2756e-06i,-0.00091789+0.00069188i
0.0008087+0.0012279i,4.9045e-05+0.0015617i,-0.00010227+0.0012022i,-8.1475e-05-0.00032583i,-0.00089484-0.00050746i,-0.00093156+0.00058952i,0.00023195+0.00062907i,0.0013629+0.00052828i,0.0018522+0.0012691i,0.0017375+0.0011886i,0.0010794+0.00016784i,0.00027067+0.00023289i,-0.00025201+0.00073858i,-0.00024674-0.00019655i,1.1872e-05-0.00075286i,-0.0003525-0.00070593i,-0.00014141-0.00027286i,0.00029+0.00090376i,0.0013557+0.0002329i,0.0026599-0.00010484i,0.0021828+0.00084303i,0.0016154+0.00096385i,0.001881+0.0011398i
-0.00028136+0.001262i,-0.00034771+0.00069469i,-0.0010611-0.00068864i,-0.001315+5.0552e-05i,-0.00086105+0.00052445i,0.00060823-0.0002731i,0.00084519-0.0003145i,0.0012785+0.00048607i,0.0013587+0.0016626i,0.0009488+0.00098765i,0.00099671-0.00046932i,0.00022646-0.0001721i,-0.0006926+3.8184e-05i,-0.00072583-0.00078516i,-0.00084224-0.00082437i,-0.00084028+1.4501e-05i,-0.00056099-0.00015027i,-0.00076037-0.00087006i,-0.001269-0.0009962i,-0.00099587-0.0015857i,-0.00068236-0.0018444i,-0.00048449-0.0019524i,-0.00029949-0.0013412i
0.00077979-0.00091833i,-0.00012553-0.0014695i,-0.0015177-0.0018994i,-0.0018018-0.0014676i,-0.0010353-9.3299e-05i,0.00032662+0.00070391i,0.00092473+0.00041047i,0.00048458+0.0006483i,0.00032126+0.0011858i,0.00032971+0.00082575i,-7.1882e-05+0.00020088i,-0.00011368+0.00027806i,0.00026587+0.0010503i,0.00057433+0.0013418i,8.7727e-06+0.00079941i,-0.00030886+0.0011789i,-0.00051405+0.00068509i,0.00019787-0.0003091i,0.00089856-0.0003103i,-1.9459e-05-0.00088826i,-0.0012549-0.00078685i,-0.0017979+0.00069513i,-0.0018419+0.00089761i
0.0023482+0.0004119i,0.0016777+0.00019301i,0.00067128-0.00097362i,-0.0012787-0.0014204i,-0.0021776-0.0001717i,-0.0018622+0.00057147i,-0.00016341+0.00072863i,0.0011751+0.0011581i,0.0015908+0.0015494i,0.0011199+0.001204i,0.00053559+0.00024818i,0.00060039+0.00091756i,0.00055772+0.0014053i,0.00031198+0.00042349i,5.3398e-05-0.00075303i,-0.00044723-0.00077191i,-0.00040358+9.3053e-05i,9.5879e-05+6.0849e-05i,0.0009606+0.00072413i,0.001477+0.0014575i,0.001182+0.0009488i,0.00093295+0.0011453i,0.00015715+0.0011501i
-0.0020013-0.00029693i,-0.0025453+3.8076e-05i,-0.0032464+0.0012109i,-0.0026774+0.0021403i,-0.0015465+0.0016607i,6.5339e-05-0.00027044i,0.0013189-0.00051491i,0.0012199+0.00098176i,0.00053764+0.0021269i,3.4488e-05+0.0016232i,0.00019386+0.00060909i,0.00017167-0.00051248i,0.00077831-0.00090078i,0.0012799-0.0002193i,0.00089991-0.00027309i,6.2448e-05-0.001005i,-0.00019523-0.0012695i,-0.00011058-0.0015834i,-0.00040908-0.0023447i,-0.00038418-0.0025851i,7.3113e-05-0.0027902i,0.00059201-0.0026174i,0.00071251-0.0023785i
-0.0010607-0.00079516i,-0.0023242-0.0013649i,-0.0039314-0.0026203i,-0.0037104-0.002166i,-0.0021456-0.00082506i,-0.00064503-0.00015061i,-0.00072556+0.00019716i,-0.0010103+0.0003414i,-3.4102e-05+0.00083752i,0.00011811+0.0011273i,0.00044815+0.0010593i,0.0010435+7.5291e-05i,0.001793-0.00044132i,0.0024983+9.1376e-05i,0.0015184+0.000502i,0.00063387+0.00082168i,-0.00020636+0.00085746i,-0.00069063+0.0004894i,-0.00095464+8.1306e-05i,-0.00088049-1.9893e-06i,-0.0009813-0.00015499i,-0.0018139-0.0008209i,-0.0019254-0.00029537i
0.0024322+0.0011956i,0.0033562+0.00050317i,0.0029279+0.00020581i,0.0016594-0.00073742i,0.00042975-0.00071862i,9.4941e-05-1.2318e-05i,0.00066853+3.0161e-05i,0.00071707+0.00015748i,0.00083052+0.00046538i,0.00036502+0.00044531i,-0.00065031-5.1478e-05i,-0.0013206+1.0673e-05i,-0.00079645+0.00051317i,-6.9101e-05+0.00029236i,0.0001717-0.001131i,0.00028002-0.0017809i,0.0001931-0.0016366i,-0.00023302-0.0011516i,2.1453e-05-0.00067278i,0.00055221-0.00011029i,0.00016957+0.00042252i,0.00045146+0.00054607i,0.00090619+0.00089729i
-0.00028641+0.00028012i,-9.5612e-05+0.00055889i,-0.0012207+0.0016366i,-0.0023612+0.0013761i,-0.0020772+0.0011042i,-0.00045386+0.00085419i,0.00026472+0.00036721i,0.0004789+0.00065096i,0.0013613+0.00089732i,0.001758+0.00067108i,0.00075906+0.00067678i,0.00013576+0.00045927i,0.00038258-4.2823e-05i,0.00042132-0.00094489i,0.00073568-0.0017536i,0.00093893-0.0017292i,0.001238-0.00132i,0.0013703-0.0016038i,0.0003368-0.0016973i,-0.00052202-0.0018637i,-0.00012135-0.0025958i,0.00041406-0.0029618i,0.00020355-0.002807i
-0.00036428+0.0013257i,-0.0016196+0.0005573i,-0.0018427+0.00055891i,-0.0023577+0.00038116i,-0.0024128+0.00046978i,-0.00074598+0.00013838i,0.00063078+6.9798e-05i,0.0015338+0.0014225i,0.0021562+0.0020518i,0.0013844+0.0017339i,0.00038141+0.0011601i,5.2471e-05+0.00087184i,0.00027539+0.00065691i,0.00025118+0.001058i,3.8895e-05+0.0013499i,-4.291e-05+0.0020097i,0.00010727+0.0018262i,-0.00028578+0.00034021i,-0.00070879-0.00055184i,-0.00085537-0.00090385i,-0.0013044-0.00053328i,-0.0017336+0.00010949i,-0.0016517+0.00024009i
-6.3442e-05+0.00051468i,-0.00017005-0.00057253i,-0.00055824-0.0010897i,-0.0011642-0.0015962i,-0.0006861-0.00075766i,-0.00033473-0.00014035i,-1.4245e-05-0.00010177i,0.00067345+0.00079559i,0.00053999+0.0011231i,-0.00035772+0.00089058i,-0.00017254+0.00050391i,0.00031879+0.00081286i,0.00038978+0.001778i,0.00056668+0.0013174i,0.00015128-0.00023875i,-9.0861e-05-0.0015491i,-0.00018658-0.0017178i,-0.00045985-0.0013427i,-0.00029651-0.0002443i,-0.00010651+0.00048984i,0.00091236+0.00078175i,0.0020118+0.0013829i,0.0015771+0.0010494i
-0.00026438-0.00024275i,0.00016778-0.00091356i,-0.0017441-0.00065985i,-0.0023274+0.00020262i,-0.0016523+0.0006105i,-0.00037869-8.5299e-05i,0.00063797+0.00016004i,0.0010235+0.00072282i,0.0011855+0.000875i,0.00075965+0.00072785i,-3.6228e-05+0.00042375i,-0.0003645+0.0005261i,-0.00014765+0.00093773i,0.00029383-0.00015232i,0.00064738-0.00074525i,0.00058972-0.0007751i,0.0010683-0.0010246i,0.0016219-0.00091088i,0.0011499-0.0013357i,0.00058484-0.0016626i,0.0011478-0.0011293i,0.0014388-0.00069709i,0.00095653-0.0010692i
-0.0025407+0.00070064i,-0.0030182+0.00021369i,-0.0033533+0.002408i,-0.0029683+0.0036717i,-0.0018034+0.0031226i,-0.00052547+0.0014907i,-0.00021212+0.00022183i,0.0001875+0.00079748i,0.00053462+0.0016723i,0.00025922+0.0022624i,0.00020367+0.0024334i,0.00022151+0.0014796i,0.00031064+0.00045803i,0.001039+0.00033675i,0.0013203+0.00076941i,0.00039731+0.00067423i,-0.00023191+2.3904e-05i,-0.00035786-0.00044541i,-2.0312e-05-7.9512e-05i,-0.0007904+0.00039112i,-0.001854+7.7659e-05i,-0.0020612-0.0003715i,-0.001662-0.0010117i
-0.00017995-0.00064666i,-0.0014822-0.0011193i,-0.002539-0.00078556i,-0.0025048+0.00014412i,-0.0018597+0.00012149i,-0.0002891+2.13e-05i,0.00066924+0.00017723i,0.0015352+0.00060919i,0.0014837+0.0014595i,0.0003582+0.0015905i,-0.00021132+0.00064853i,-0.00025256+0.00082667i,0.00037047+0.00096005i,0.00039965+0.00017191i,-0.0008486-0.00065602i,-0.0013893-0.0017554i,-0.00055326-0.0024016i,-0.00026145-0.0022189i,6.9968e-05-0.001486i,0.001006-0.00027766i,0.0011076+0.00096951i,0.0009121+0.0016849i,0.00037191+0.001337i
0.00031546-0.00097603i,0.00025351-0.0023215i,-0.00031113-0.0032136i,-0.0018206-0.002548i,-0.0019274-0.00031803i,0.00032623+0.001457i,0.0015558+0.0016866i,0.0011117+0.0016693i,0.00067508+0.0018085i,0.00034185+0.0012362i,0.00023253+0.00069584i,-0.00026729+0.00023094i,-0.0010896+0.00027189i,-0.00093498+0.0005158i,-0.00046915-0.00030217i,0.00033114-0.001112i,0.0015731-0.00098394i,0.0013457-0.00072142i,0.00049428-0.00081669i,-0.00010172-0.0015963i,0.00039603-0.0016813i,0.00070975-0.00075358i,0.00025061-0.00064608i
0.002198+0.00046141i,0.0012967+0.00087064i,0.0010311+0.00037637i,0.00058364-3.6169e-05i,-0.00039245+6.1149e-05i,-0.00054514+0.0001789i,-0.0006463+7.9674e-05i,0.00033433-0.00013319i,0.00085529-9.4013e-05i,0.00037515-7.2577e-05i,0.00040012-9.652e-05i,-8.5453e-05+0.00046644i,0.00026872+0.00036577i,0.0018493-0.0005761i,0.0018677+0.00021321i,0.00074513+0.0014135i,-9.8021e-05+0.00089502i,-0.00035129+0.00045733i,-0.00025238+0.0005502i,-0.00020237+0.00062306i,-0.00038749+0.00080413i,-0.00090588+0.00023814i,-0.00053717-5.5168e-05i
-0.0025211-0.0018084i,-0.0033822-0.0016105i,-0.0062614-0.001334i,-0.0063619-9.2196e-05i,-0.0041761+0.0011881i,-0.0013167+0.0010084i,0.00099457+0.00068932i,0.0020974+0.0014046i,0.0012925+0.002101i,-0.00026884+0.0018365i,-0.00010603+0.00088256i,0.00068997+0.00078781i,0.00093801+0.00068132i,0.00094582-0.00020571i,0.00050003-0.0015033i,-3.1294e-05-0.0021587i,-8.9313e-05-0.0024679i,-0.00015207-0.0021421i,-0.00014452-0.0011065i,5.3768e-05-0.00048888i,0.00023002-0.00017298i,0.00011358+0.00035682i,0.00024527+0.00099557i
-0.0012986-0.0019773i,-0.0016876-0.0020249i,-0.0029189-0.0019224i,-0.003299-0.00087485i,-0.0018712-1.5857e-05i,3.6528e-06+0.00011725i,0.00071875+0.00031718i,0.00016534+0.0012373i,0.00042297+0.00059497i,0.00049294-0.00018095i,-0.00042669+0.00053179i,-0.00086317+0.0010095i,-0.00056321+0.0010093i,2.8346e-05-2.8984e-05i,0.00014687-0.00070204i,0.00041799-0.00033753i,0.0013196+0.00061447i,0.0015558+0.00056202i,0.00071808-0.00066162i,0.00059067-0.0010254i,0.00040672-0.0015782i,0.00033013-0.0020637i,0.00020937-0.0010081i
0.0016472-0.00046266i,0.0015607-0.0013485i,0.0005637-0.0017048i,-0.0013733-0.0013772i,-0.0014929-0.0001895i,-0.00083866+0.00060135i,-0.00040434+0.0004976i,-0.00028191+0.0010084i,0.00026472+0.0014098i,0.000187+0.001092i,-0.00035074+0.00036516i,-0.00016112+2.1041e-05i,0.00032096-0.00032894i,0.00066367-0.00029145i,0.00078522+0.00037079i,0.00064385+0.00047914i,0.00034158+0.00032371i,0.00029497+0.00012731i,0.00073064+3.765e-05i,0.00056333-0.00017362i,0.00028626-0.00024522i,0.00013361-0.0003045i,-0.00056974-0.00026613i
-0.001969+0.000928i,-0.0021507+0.0017687i,-0.002081+0.0039302i,-0.0023687+0.0034775i,-0.0013718+0.0019618i,0.00038973+0.0013426i,0.00062581+0.00090476i,0.00024971+0.00075567i,0.00060352+0.0010366i,0.00095286+0.0014849i,0.0010222+0.0014665i,0.00092217+0.00046825i,0.001162-0.00043477i,0.0017037-0.00039485i,0.00016154-0.0011631i,-0.00097787-0.002828i,-0.00099781-0.0039212i,-0.001094-0.0036404i,-0.0006894-0.002516i,-0.00028535-0.001485i,-0.00014425-0.0012475i,-0.00021708-0.0010999i,-0.00027896-0.00049922i
-0.0014764-0.00084815i,-0.0020975+3.9458e-05i,-0.0031657-0.0006379i,-0.0026922-0.00097919i,-0.0011612-0.00049383i,-0.00010052-0.00018566i,7.0684e-05-0.00016332i,0.00025945+0.00023635i,0.0009976+0.00048832i,0.00086406+0.00066183i,7.1495e-05+0.00046798i,4.8138e-05+2.0609e-06i,-8.3636e-05-0.0001203i,-0.00026898+0.00023717i,0.00020805+0.00015468i,0.00048614-0.00010929i,-2.4878e-05+0.00013297i,0.00017462-0.00056094i,0.0009022-0.00081882i,0.00056805-0.0003045i,0.00020815-0.00070459i,-0.00022795-0.0012197i,-0.00014292-0.00077233i
0.0024667-0.0022931i,0.00096258-0.0025497i,-0.00032851-0.0036937i,-0.0014549-0.0032337i,-0.001891-0.0013954i,-0.0012389-0.00014172i,-2.5086e-05-5.742e-05i,0.0012497+0.00041345i,0.0010458+0.00050321i,0.00027202+0.00034612i,-0.00034713+0.00044907i,-0.0001319+0.00069148i,0.00077286+0.00096197i,0.0012422+0.00069723i,0.00042187+0.00013752i,-9.2073e-05+0.00033316i,0.00026538+0.00096979i,-0.000115+0.00045542i,-0.0004255-0.00033124i,-0.0005236+0.00034719i,-0.00028617-0.00030006i,-0.00024177-0.00083686i,-0.00057446-0.00044346i
0.00088388+0.0025634i,0.0021887+0.0023572i,0.0024416+0.0013789i,0.00099356+0.0004071i,0.00016448-0.0004872i,0.0013658-0.0013877i,0.0011979-0.0015508i,0.00082054-0.00044052i,0.0011746+0.00075003i,0.00095296+0.00045746i,0.00036913-0.00023926i,9.1141e-05+1.6819e-05i,-0.00010241+0.00015373i,-0.00026948-0.00067682i,-0.00013123-0.0017618i,-0.00085363-0.0021747i,-0.00025414-0.0023228i,0.00061983-0.0017889i,0.0001782-0.0015817i,0.00010433-0.0015493i,0.000692-0.0005087i,0.00032177+0.0001303i,-0.0010513-0.00042423i
