-0.0013102+0.000607i,-0.0015078+0.00074542i,-0.0039218-0.00064524i,-0.0060382-0.0028359i,-0.0054251-0.002156i,-0.0023887+0.00077731i,8.9689e-05+0.001968i,0.0010067+0.0015862i,0.0013531+0.00091071i,0.0012225+7.4385e-07i,8.8641e-05-0.00036061i,-0.00045932-0.00055727i,0.00024095-0.00061669i,0.00029502-0.00051341i,-0.00052389-0.00060269i,-0.00087074-5.533e-05i,-0.00049006-0.00027728i,-0.00029838-0.00062145i,0.00029625-0.0009613i,0.00072464-0.0011115i,-0.00041842-0.00034185i,-0.00058042-0.00027042i,0.0002582-0.00023627i
0.0012006+0.031174i,0.0020237+0.016627i,-0.00089773+0.0062603i,-0.0015973+0.0043284i,0.00062605+0.0045083i,0.0026924+0.002216i,0.0036799-0.00073157i,0.0022806-0.0011937i,0.00047212-0.00017586i,5.8154e-05+0.00069943i,-0.00016072+0.00123i,-0.00082312+0.0014854i,-0.0010538+0.0016402i,-0.00034335+0.0011397i,0.00049116+0.00067622i,0.00090767+0.00044432i,0.001299-0.00020534i,0.0011193-0.00035247i,0.00069375+0.00014116i,-6.6071e-05+0.00044789i,-0.00080804+0.00030294i,-0.00045874+6.5859e-05i,-0.00030069-0.00021508i
-0.016506+0.021872i,-0.0086057+0.012423i,-0.0066113+0.0040732i,-0.0074988+0.0036243i,-0.0054728+0.0056965i,-0.0013551+0.0051622i,0.0015908+0.0022211i,0.0022275-0.0003785i,0.0013917-0.0011049i,0.00055848-0.0012524i,-0.00058253-0.0013465i,-0.0020753-0.0013969i,-0.0020664-0.0010495i,-0.00054868-0.00043467i,0.00028645+0.00041019i,0.00028132+0.00073086i,-0.00015127+0.00052506i,-0.0011284-2.8735e-05i,-0.0013827+3.6316e-05i,-0.00046657+0.0011742i,0.0004483+0.0015506i,0.00034527+0.00077908i,-0.00028218+0.00099167i
-0.026337+0.005776i,-0.015078+0.0041937i,-0.0091077+0.00057134i,-0.0096169+0.0015741i,-0.0078977+0.004068i,-0.0031981+0.0051873i,0.00080255+0.0045812i,0.0019399+0.0025255i,0.0011306+0.00091646i,0.00080993-0.00025805i,0.00032604-0.00081165i,-0.00091861-0.00039829i,-0.0013382-0.00028118i,-0.00066004+0.00048281i,-0.00077488+0.0013607i,-0.00013966+0.0014464i,0.0007419+0.00089927i,0.00048174+0.00079336i,5.0868e-05+0.0003971i,-0.0010189-9.0296e-05i,-0.002144-2.9069e-05i,-0.0020204-0.00064484i,-0.0011967-0.0010468i
-0.026848-0.012545i,-0.018075-0.0067519i,-0.010399-0.004974i,-0.0090717-0.0037405i,-0.0089246-4.024e-05i,-0.0063313+0.0038305i,-0.0023578+0.0045574i,-0.00046941+0.003628i,-0.00019861+0.00157i,0.00023282-0.00017744i,0.00074553-0.0010687i,0.0011855-0.0017834i,0.00098137-0.0017018i,0.00025508-0.0012415i,-3.1632e-05+5.6174e-05i,0.00022602+0.00080115i,-0.00013473+0.00058119i,-0.0010081+7.3486e-05i,-0.00065067-0.0003381i,-0.00024687+8.3112e-06i,0.00018591+0.00078326i,0.00065533+0.00095611i,0.00023995+0.00039902i
-0.012692-0.022673i,-0.0082178-0.01336i,-0.0037002-0.0066781i,-0.0038697-0.0035206i,-0.0053949-0.0013162i,-0.0065757+0.00071095i,-0.0048297+0.0019995i,-0.001328+0.00099827i,-0.00043276+0.00070986i,-0.00046962+0.0011264i,-4.9893e-05-2.6663e-05i,-0.0003795-0.0012043i,-0.00045333-0.0016574i,-0.00054978-0.0011218i,-0.0013839-4.4788e-05i,-0.0015861+0.00058027i,-0.00071087+0.00052662i,-0.00073293+9.0105e-05i,-0.0014395+9.3831e-06i,-0.0015573-0.00036377i,-0.00090077-0.0009261i,-0.00038153-0.001128i,-0.00055306-0.00062353i
0.0042064-0.025226i,0.0016844-0.016313i,0.00083437-0.0080458i,-0.0018602-0.0056364i,-0.0036965-0.0048377i,-0.0044451-0.0027121i,-0.004109-0.00033195i,-0.0024818+0.00087062i,-0.001012+0.00063577i,-7.5574e-05-0.00010497i,0.00098688-0.00013774i,0.0016135-0.00045052i,0.001763-0.00023689i,0.0010631+0.00023429i,0.00044842-0.00013316i,0.00040195-0.0007589i,0.00038359-0.00099463i,-9.4502e-05-0.00095182i,-0.00059138-0.0011447i,-0.00054841-0.0013407i,0.00037538-0.00088546i,0.0001842-0.00037817i,-0.00025489-0.00023028i
0.019816-0.018416i,0.0094522-0.011622i,0.0045197-0.0056047i,0.0014015-0.0045058i,-0.0018545-0.0049239i,-0.0037674-0.0042708i,-0.0041841-0.0028319i,-0.0028842-0.0010326i,-0.0017092-0.00034796i,-0.0015829-0.00066304i,-0.00053057-0.00072463i,0.0010341-0.00066838i,0.0017104-0.00019473i,0.00096202+0.00014656i,2.8034e-05-0.00032091i,-0.00062589-0.00082223i,-0.00046028-0.0010503i,0.00036821-0.001478i,0.00060059-0.0016107i,0.00064799-0.0014471i,0.0010059-0.0016064i,0.0013123-0.0012326i,0.0010074-0.00071629i
0.027205-0.0041805i,0.015605-0.0045832i,0.0070883-0.0019541i,0.0045091-0.0022724i,0.002803-0.0040572i,-0.00017624-0.0045646i,-0.002747-0.0037793i,-0.0024825-0.0012765i,-0.0013529+0.00031147i,-0.0011526+0.00053057i,-0.00084614+0.00080285i,0.00058021+0.00069545i,0.001584+0.00022478i,0.0012862-0.00052932i,0.0012107-0.00037229i,0.00099116+3.227e-05i,0.00072699-0.0005536i,0.0012834-0.00066671i,0.001144-0.00085634i,-0.00019682-0.00031766i,-0.0012611+0.00029817i,-0.00091063+0.00064894i,-0.000448+0.00055926i
0.021413+0.012059i,0.011448+0.0050749i,0.0037076+0.0029914i,0.0020201+0.0035698i,0.0022406+0.0026567i,0.0019389-0.0010067i,0.00078832-0.0030761i,-0.00056831-0.0019088i,-0.0011736-0.00084659i,-0.00091759-0.00094467i,-0.00055425-0.00054652i,0.00041813+0.00023392i,0.0011986+0.00028388i,0.00098554-0.00010146i,0.00063496-0.00093631i,0.00024167-0.0012812i,-3.2262e-06-0.00065897i,0.00049898-0.00073946i,-3.5898e-05-0.00077518i,-0.00093705+1.8985e-05i,-0.00049804+0.00012326i,7.3822e-05+0.00060802i,0.00048736+0.0009365i
0.0086665+0.02445i,0.0049859+0.013477i,-0.0001496+0.0077001i,-0.00042498+0.007128i,0.0022873+0.0052277i,0.0040861+0.0015998i,0.0027293-0.00079238i,-0.00018851-0.00064333i,-0.00083337+0.00023964i,-0.00053967+0.00042973i,-0.0018045+0.00065029i,-0.0020909+0.0015706i,-0.001024+0.0022684i,-0.00071966+0.0013558i,-0.00036294+0.00029813i,0.00030571+0.00029184i,0.00088742+0.00054669i,0.00072122+0.00097476i,0.0006557+0.00080896i,0.00042552-0.00077973i,-0.000493-0.0009351i,-0.00060831+0.00026264i,-0.00037882-0.00021819i
-0.0061123+0.022102i,-0.0045954+0.011596i,-0.0058517+0.0048527i,-0.0063756+0.0044898i,-0.0034897+0.0048201i,-7.1581e-05+0.0025255i,0.0015298+0.00059014i,0.001389+1.2415e-05i,0.0011088-0.00034804i,0.00036401-0.00079537i,-0.00016505-0.00028039i,0.00018068+0.00084139i,9.8036e-05+0.0013483i,-9.6242e-05+0.0010025i,-5.2682e-05+0.00014412i,0.00023714-0.00030733i,0.00043371+0.00025342i,0.00020687+0.0008055i,-3.0445e-05+0.00089774i,3.7227e-05+0.00090959i,7.0462e-05+0.0010276i,-0.00037089+0.00055373i,2.3256e-05+0.00034908i
-0.018601+0.015575i,-0.0093607+0.0090292i,-0.0052274+0.0035743i,-0.006426+0.0040462i,-0.0050807+0.0058912i,-0.0011374+0.0047812i,0.001313+0.0030436i,0.00098347+0.0014056i,0.00084618+0.00026084i,0.0014173-0.0005943i,-6.2951e-05-0.0008854i,-0.0020208-0.00038544i,-0.0025511+0.00041637i,-0.0019915+0.00035561i,-0.001144-0.00023119i,-0.00093217+9.829e-05i,-0.0011032+0.00056435i,-0.00083594+0.0006583i,-0.00060043+0.00053303i,-0.00045175-4.7945e-05i,6.3519e-06-0.00029892i,0.00014732-7.7867e-05i,-0.00034356+0.0001012i
-0.027145-0.0014168i,-0.016842+6.7764e-05i,-0.010868-0.00028551i,-0.0097091+0.00087843i,-0.0067578+0.0033745i,-0.0022431+0.004652i,-0.000455+0.0038635i,-0.00014985+0.0021156i,0.00022279+0.0012902i,0.00077129+0.0012332i,0.00089732+5.3038e-05i,0.00029693-0.00077955i,0.00019214-0.00035101i,0.00035882+0.00036377i,0.00064674+0.00049142i,6.896e-05+0.00092408i,-0.0011786+0.0012792i,-0.00099539+0.0011411i,-0.00025313+0.00080825i,-0.00045508+0.0001251i,-0.00066376+2.9618e-05i,-0.00053366-0.00018223i,-0.00055687-0.0004474i
-0.020772-0.016455i,-0.014069-0.0096849i,-0.0097595-0.005403i,-0.010191-0.0028591i,-0.010167+0.00037476i,-0.0058332+0.0032472i,-0.0022734+0.003075i,-0.0017362+0.0014645i,-0.0018695+0.00055945i,-0.00056855+0.00013091i,0.00054341-0.00026012i,0.00013804-0.0014121i,-0.00032634-0.0015497i,-0.00099383-0.00074838i,-0.0016489-0.00023208i,-0.00094781-0.00025954i,-0.00063106+0.00013105i,-0.001017+9.5018e-05i,-0.0016213+0.00023737i,-0.0013363-6.9828e-05i,0.00051137-0.00067765i,0.00087616-0.00065521i,-9.0027e-05-0.00067004i
-0.0052077-0.026601i,-0.0034448-0.015884i,-0.0040823-0.009317i,-0.0070717-0.0076709i,-0.0081748-0.0046424i,-0.0061882-0.00045686i,-0.0033376+0.0019183i,-0.0013314+0.0011119i,-0.00079882-0.00030025i,-0.00052061-7.9326e-05i,0.00022248-8.7706e-05i,0.00093534-0.00028002i,0.001496-0.00029919i,0.0010039+6.6594e-05i,-0.0005472+0.00054248i,-0.0018611+0.00020278i,-0.0017613-0.00039633i,-0.00079826-0.00037895i,-0.00081664-0.00012087i,-0.00062181+4.4906e-05i,-0.00046438-0.00014479i,-7.9191e-05+0.00022762i,-5.2712e-06+0.00025197i
0.010445-0.020533i,0.0042046-0.011832i,0.00026224-0.0067145i,-0.002552-0.0052573i,-0.0046624-0.0038845i,-0.004521-0.0022049i,-0.0033147-0.0006827i,-0.0023986-3.493e-05i,-0.0019507-0.00065804i,-0.0011285-0.00046223i,9.0817e-05+1.4611e-05i,0.0010615-0.00068496i,0.0013111-0.0014564i,0.00057473-0.0012641i,-0.0002358-0.001388i,2.4261e-05-0.0017202i,-0.00012228-0.0012024i,0.00016586-0.00095016i,9.8982e-05-0.0009071i,-0.00027837-0.00049225i,0.00010742+4.4587e-05i,-3.4488e-05+0.00018888i,-0.00030788-0.00028876i
0.020685-0.011022i,0.011699-0.0078237i,0.0045275-0.0058273i,0.0011719-0.0061972i,-0.00095378-0.0057574i,-0.0027049-0.0039525i,-0.0026807-0.0019806i,-0.0015956-0.00073561i,-0.00086491-0.00057698i,-0.0010549-0.00063983i,-0.00078184+0.00012587i,0.00014583+0.00072239i,0.00039192+0.00086878i,-0.00056975+0.0013362i,-0.0010869+0.00096221i,-0.00045884+3.3124e-05i,-0.0002867-0.00070036i,-0.0005701-0.0011542i,-0.00055995-0.0011446i,-0.00055638-0.00087309i,-0.00078042-0.00069481i,-0.00098991-0.00091257i,-0.00039654-0.00067224i
0.021046+0.0076781i,0.010165+0.0034537i,0.0033875+0.00073643i,0.0021501-0.0010774i,0.0022873-0.0025974i,0.00071516-0.0037453i,-0.00085948-0.0037451i,-4.6928e-05-0.0027538i,0.00018716-0.0017387i,-0.0005736-0.00068089i,-0.00032509+0.00028303i,0.0009171+0.00037126i,0.0014557-3.004e-05i,0.0009898-0.00035059i,8.3505e-05-0.0013168i,-0.00059188-0.0016166i,-0.00021115-0.0012386i,0.00080202-0.0011325i,0.00030311-0.000647i,-0.00028279+0.00022715i,0.00033345+0.00098936i,0.00060421+0.0012662i,0.00027349+0.0007864i
0.010467+0.015686i,0.0051627+0.0064669i,0.002924+0.0030328i,0.0033756+0.0025775i,0.0043224+0.00076395i,0.0041175-0.0014183i,0.0021829-0.0019238i,0.000271-0.00056606i,-0.00068179-0.00015628i,-0.00066287-0.00097596i,-0.00064024-2.4171e-05i,-0.0009837+0.00059028i,-0.00096828+0.000539i,-0.00044291+0.00012049i,0.00056715-0.0003698i,0.0012692-0.00064738i,0.0010912-0.00068732i,0.0010384-0.00022061i,0.00086358+0.0005946i,-2.9698e-05+0.0011793i,-0.00056929+0.0013005i,-0.001163+0.0007782i,-0.001502-4.5477e-05i
0.0005278+0.022004i,0.0020087+0.012954i,0.0011673+0.0072229i,0.00054068+0.0054807i,0.001263+0.0043295i,0.0025077+0.0022166i,0.0029735+0.0011259i,0.0024072+0.00054631i,0.0011298-0.00069395i,-4.1573e-05-0.001031i,-0.00066154-0.00031259i,-0.00093889+0.00022582i,-0.00041773-6.302e-05i,0.00069208-0.00042219i,0.0012099-0.00050204i,0.00087857-7.8517e-05i,0.00057738+0.0005148i,0.00032134+0.0001004i,0.00053457-0.00092345i,0.00052234-0.00051179i,-0.00023246+0.00061359i,-0.00085026+0.0013049i,-0.0013214+0.0012562i
-0.011113+0.012681i,-0.0072112+0.0055382i,-0.0056985+0.0023106i,-0.0042561+0.0038049i,-0.0015224+0.0048627i,0.00039675+0.0032556i,0.0013763+0.0010492i,0.0017897+0.00077088i,0.0019585+0.00012257i,0.00057979-0.001059i,-0.00179-0.0013779i,-0.0022833-0.00094056i,-0.00084727+0.00010442i,-0.00011239+0.00044264i,-1.3085e-05+0.00018382i,0.00037789-0.00012386i,0.0002611-0.0002184i,-0.00045172+0.00035403i,-0.00091245+0.0006248i,-0.0010505+0.00018496i,-0.0014396+0.0005739i,-0.0014436+0.0011i,-0.00099724+0.00029033i
-0.01629+0.0052038i,-0.0086771+0.002862i,-0.0056915+0.0014962i,-0.0052465+0.0033966i,-0.0028829+0.0061841i,7.7644e-05+0.0055416i,0.0007422+0.0028789i,0.00091217+0.001019i,0.0011793-0.00027445i,0.0004718-0.0011883i,-0.00045406-0.0012081i,-0.001023-0.00084003i,-0.00075303-0.00046682i,-0.00073599+0.00034542i,-0.00057357+0.00053542i,-0.00018738+0.00094416i,-0.00054645+0.0011655i,-0.0006203+0.00070081i,-0.00014655+0.00041i,0.00018297+0.00015084i,4.3899e-05+0.00029661i,-0.00039823+0.0003846i,-0.00033685+0.00029394i
-0.019195-0.0066357i,-0.010176-0.00323i,-0.0058427+0.00015558i,-0.0064714+0.0037029i,-0.0048584+0.0053572i,-0.0017299+0.0043909i,-0.00052407+0.0030243i,-0.00026488+0.0011966i,0.00074137+6.5225e-05i,0.001109-3.831e-05i,0.00042636-0.0010483i,-0.00033429-0.0017309i,-0.00032427-0.0010767i,6.4893e-05-2.3404e-05i,2.2946e-05+0.00031932i,0.00026187+0.00033838i,0.00054555+0.00073208i,0.00035921+0.00099271i,-0.0007485+0.0014311i,-0.0015999+0.0014885i,-0.00090088+0.000972i,-0.00029743+0.00049047i,9.19e-05+0.00040163i
-0.0098614-0.016488i,-0.0082699-0.0086547i,-0.0076786-0.004061i,-0.0086034-0.0017115i,-0.0082492+0.00086538i,-0.0055242+0.0023761i,-0.0034439+0.0024178i,-0.0018039+0.0015272i,-0.00065667+0.0005369i,0.00035555+0.00014688i,0.00069696-0.00016332i,0.0001852-0.00046446i,-0.00030769-0.00054074i,-0.0010702-2.6502e-05i,-0.0011595-0.00017893i,-0.00068452-0.00058895i,-0.00060196-0.0010332i,-0.00010259-0.0008831i,-4.6177e-05-0.0006855i,0.0003061-0.0005888i,0.00072409-0.00015347i,0.00071884-0.00062909i,0.00026232-0.0011593i
0.0025727-0.020202i,1.9136e-05-0.012553i,-0.0029406-0.0072104i,-0.0064061-0.0045889i,-0.0075464-0.0028223i,-0.0061836-0.0016895i,-0.0049207-0.001282i,-0.003474-0.00069266i,-0.0017589+0.00068665i,-5.652e-05+0.0013093i,0.00095952-0.00034658i,0.0015495-0.0015106i,0.0017012-0.001394i,0.001155-0.00075744i,0.0006044-0.00089239i,2.6916e-05-0.0012445i,-4.8621e-05-0.0013563i,0.00057567-0.00091775i,0.00032319-0.00051852i,-0.0005753-0.00052339i,-0.0002248-0.00015608i,0.00022117+0.00078671i,0.00040036+0.0006978i
0.014825-0.010328i,0.0078041-0.0029493i,0.0018602-0.0016565i,-0.0026138-0.0039072i,-0.0043435-0.0034109i,-0.0032998-0.0017047i,-0.0020023-0.001916i,-0.0017373-0.0019131i,-0.0013132-0.00060034i,-0.00072687+0.00055685i,-0.00024+0.00038628i,0.00029295-0.00031391i,-0.00036613-0.00066845i,-0.00082128-0.00041602i,-0.00041892+0.00045261i,-0.00023546+0.00035421i,0.00029555-0.00039263i,0.0009911-0.00087263i,0.0013071-0.00062322i,0.0010512-8.0464e-06i,0.00043881+0.00037165i,-0.00049997+0.00031752i,-0.00056336-0.00022724i
0.016856-0.0027712i,0.0069451-0.0031108i,0.0001917-0.0035238i,-0.0012413-0.0040031i,-0.0015878-0.0039097i,-0.0018885-0.0030493i,-0.0014908-0.0021436i,-0.0011065-0.0010545i,-0.0015879-0.00039354i,-0.0015514+0.00018978i,-0.00049066+0.00062207i,0.00058073+0.00046659i,0.00053617+0.00039687i,0.00039565+0.00050841i,0.0007668+0.00031882i,0.0011853-0.00018092i,0.00058754-0.00062422i,4.7518e-05-0.0014383i,-5.2325e-06-0.0017153i,-1.5397e-05-0.00083552i,0.00052122-0.0002666i,0.00037605+0.00011531i,-0.00010901+0.00010313i
0.016678+0.0086283i,0.0079593+0.0033483i,0.002465-0.00069454i,0.00053299-0.0020317i,-0.00030816-0.0017933i,-0.00058743-0.0020987i,-0.00027014-0.0026964i,0.00055078-0.0017949i,0.0011604-0.00086332i,0.00030834-0.00039698i,-0.00047024+0.00042276i,-0.00019948+0.00054896i,-0.0003208+0.00043046i,-0.00049241+0.00033172i,-0.0010539+3.6858e-05i,-0.00073772+3.411e-05i,0.00055364+6.6912e-05i,0.00083039+0.00046686i,0.00027961+0.00050986i,0.00024752-0.00014814i,-8.3159e-06-4.6299e-07i,-0.00054507-0.00030172i,-0.00010073-0.0011949i
0.001771+0.015934i,-0.00068954+0.0070967i,-0.00078107+0.0025615i,0.0012935+0.0012735i,0.0024291+0.00048748i,0.0024452-0.00027571i,0.002294-0.00082781i,0.0013704-0.00059209i,-0.00010965-0.00056212i,-0.00085712-0.00032662i,-0.00051931+0.00056604i,0.00011577+0.0012665i,0.00021159+0.0016474i,0.00019666+0.0015005i,-1.2058e-05+0.0016379i,0.00012512+0.0015434i,0.00014109+0.00082142i,-0.00028235+0.00026429i,0.00027473-0.00011397i,0.00094663-0.00066425i,0.000682-0.0006262i,-7.9776e-05+0.00043652i,-0.00031985+0.00064111i
-0.0033159+0.015859i,9.2749e-05+0.008107i,0.0011057+0.0042386i,0.00052706+0.0037096i,0.0012817+0.0034662i,0.002497+0.00090215i,0.0024385-0.00083951i,0.0021913-0.00045235i,0.0010306-0.00078722i,0.00050022-0.0010202i,0.00058146-0.00011609i,0.00013719+0.00036429i,-0.00031454-0.00013465i,-0.00030518-0.00051741i,0.00033373-0.00059258i,0.00033175-0.0006648i,-0.00018054-0.00022733i,-0.00039544+0.00047759i,-0.00030621+0.001299i,-9.7681e-05+0.0013492i,-0.00026398+0.00070818i,-0.00042753+0.00047693i,2.2425e-05+0.00020044i
-0.015892+0.0098885i,-0.0090679+0.0049036i,-0.0036452+0.0025059i,-0.00092359+0.0026384i,0.00028114+0.0035351i,0.0011874+0.0027855i,0.0011303+0.0015503i,0.0005283+0.00054685i,0.00076206-0.00016386i,0.00053601+0.00019785i,-0.00025024+0.00017443i,-0.00049379-0.00024685i,-0.00031644+1.3557e-05i,-2.0032e-07+0.00019305i,0.0002071+0.00030601i,0.00051571+0.00045173i,-7.8689e-05+4.1712e-05i,-0.0009746+0.00024098i,-0.00059241+0.00029808i,-0.00034363-0.00058079i,-0.00015321-0.0011047i,0.00041004-0.0010025i,0.00040318-0.00031004i
-0.015944-0.0040214i,-0.0093157-0.0026375i,-0.0059375-0.00020347i,-0.0054527+0.0030772i,-0.0039668+0.0048835i,-0.0013093+0.0045635i,8.9594e-05+0.0030803i,0.00076767+0.0021855i,0.0011149+0.00088943i,0.00049123-0.00019828i,-0.00054162-3.1597e-05i,-0.00081228-0.00021126i,-0.00024643-0.0014005i,0.00019496-0.0015596i,0.00093684-0.0011728i,0.0013747-0.00059269i,0.00099859+4.797e-05i,-3.0119e-05+5.4953e-05i,-0.0006767+0.00074913i,-0.00013353+0.0012143i,0.00038001+0.00065511i,0.00071138+5.4869e-05i,0.00083955+0.00090627i
-0.012537-0.011074i,-0.006767-0.0061518i,-0.0042493-0.0018153i,-0.0043802+0.00054477i,-0.0045591+0.0021016i,-0.0035493+0.0031409i,-0.0020672+0.003174i,-0.00063645+0.0022391i,0.00023049+0.00038739i,-0.00028887-0.0010503i,-0.00034781-0.0011452i,0.0001501-0.00068964i,-0.00036371-0.00055147i,-0.00063946-0.00028348i,-0.00024501+0.00014698i,5.1609e-05+9.1929e-05i,0.00027228+7.0171e-05i,-0.00014565+0.00033253i,-0.00028193+0.00016082i,-0.00029095-0.0002069i,1.0835e-06-0.00020446i,0.00022478-0.00027121i,-0.00032329-0.00052907i
-0.0013317-0.015493i,-0.00029405-0.0083126i,-0.0022932-0.0023426i,-0.0047551+0.00041315i,-0.0046032+0.0011509i,-0.0034024+0.0016679i,-0.0025192+0.0015943i,-0.0014683+0.0010926i,-0.00085029+0.00033069i,-5.8142e-05-4.8497e-05i,0.00051821-0.00041925i,0.00075055-0.00081494i,0.00082627-0.00046235i,0.0011071-0.00012392i,0.00086228-0.00011083i,2.7902e-05+0.00016032i,-0.00027984-8.4526e-05i,-0.00036951-0.00063782i,-0.00079991-0.00081466i,-0.00037088-0.00047928i,5.1171e-05-0.00010126i,-0.00036811+0.0001111i,-0.00050327+0.00095087i
0.0062435-0.010013i,0.0027619-0.0027273i,-0.00083655-0.00047995i,-0.0030574+0.00023119i,-0.003857+0.0011091i,-0.0036015+0.00085194i,-0.0036255+7.5609e-05i,-0.0031275-0.00051519i,-0.0014186+2.9038e-05i,-0.0007784+0.00052505i,-0.00045071+0.0002529i,0.0010943-0.00058697i,0.0015472-0.0010116i,0.00058843-0.00077149i,0.00057705-0.0008775i,0.0010925-0.00072536i,0.0010014-0.00065208i,0.001411-0.00058168i,0.00070768-0.00056277i,-0.00032248-0.00075688i,-6.7101e-05-0.000405i,0.00010848+0.0003456i,0.00034263+4.8418e-05i
0.012769-0.0082403i,0.0044991-0.0052663i,-0.0011851-0.0041111i,-0.0044799-0.0032007i,-0.0059545-0.002343i,-0.0050775-0.002227i,-0.0033382-0.0015189i,-0.0019312-0.00075432i,-0.00086488-0.00023009i,-0.0011245-0.0003934i,-0.0010561-0.00028756i,0.00043743+0.00033987i,0.0014685-0.00018511i,0.0016578-0.00018538i,0.0015639+0.00091314i,0.00082927+0.00078256i,-0.00020676+0.00025681i,-1.8934e-05-0.00079638i,0.00054998-0.0017302i,0.00058525-0.001734i,0.00014111-0.00075896i,-0.0010145+0.00065796i,-0.0018053+0.00062475i
0.0086645+0.0019956i,0.0011284+0.0015863i,-0.0035107+0.00019562i,-0.0055389-0.00057497i,-0.0054161+4.204e-05i,-0.0031901-0.00057047i,-0.0016476-0.0012921i,-0.0015323-0.0012614i,-0.0014607-0.0015683i,-0.001139-0.001286i,-0.00010163-0.00033743i,0.001294+0.00051948i,0.0020511+8.5608e-05i,0.001844-0.00060418i,0.00083645-0.00035892i,0.00026729-2.8151e-05i,0.0011257-7.8913e-05i,0.00083553-0.00041494i,-0.0002403+0.00017525i,-0.00025777+0.00092431i,-0.00034162+0.00075539i,-0.00075286-2.1783e-05i,-0.00036665-0.00051487i
0.0080371+0.0065578i,0.0017091+0.00073703i,-0.0021523-0.0021932i,-0.0017537-0.0022201i,-0.00046531-0.0010716i,-0.00029031-0.0012152i,-0.00011193-0.001558i,0.00047053-0.0019943i,8.0401e-05-0.002806i,-3.0831e-05-0.0020405i,0.00052565-0.00046622i,0.00020666+0.00035779i,0.0003043+0.00055393i,-4.5736e-05+0.00025006i,-0.00082438-8.9559e-05i,-0.00055465-0.00018115i,-0.00037983+9.1839e-05i,-0.00043716+0.00054096i,9.4905e-05+0.00067548i,8.6524e-05-0.00023832i,-0.00056048-0.00082209i,-0.0011447-0.0005418i,-0.0013685-0.0003514i
0.0022827+0.013434i,-0.00020951+0.0060072i,-0.0017548+0.0006442i,-0.0030515-0.0011361i,-0.0029001-0.00016633i,-0.0013679-0.00080067i,-0.00082473-0.0022903i,-0.0010056-0.002004i,-0.00029817-0.0016526i,-0.00012932-0.001202i,-0.00042626-0.00018593i,-0.00020226+0.00042142i,-0.00015844+0.00069322i,-0.00072627+0.00029838i,-0.00067237+0.00015201i,-0.00012888+0.00067061i,-1.5375e-05-7.7439e-05i,4.3678e-05-0.0012801i,-0.00011363-0.0014778i,-7.5686e-05-0.001711i,-0.00036878-0.0015406i,-0.0005119-0.00092135i,-0.00039999-0.00063887i
-0.0050434+0.010417i,-0.002772+0.0019166i,-0.0013136-0.0015593i,-0.00090479-0.00021163i,9.7463e-05+0.00054037i,0.0012564-0.00042999i,0.0012859-0.00089086i,0.00058858-0.00039417i,0.00029563+6.1273e-05i,0.00059615-0.00048904i,0.00023335-0.00097139i,-0.00015943-0.00051102i,-0.00049193+0.00031457i,-0.001349+0.00043392i,-0.00097207+0.00061027i,-0.00037464+0.00053847i,-0.00055365-0.00040001i,-0.00042886-0.00037372i,-0.00028936+0.0006668i,-0.00011405+0.00076924i,0.00010113+0.00040633i,0.00040789-8.4219e-05i,0.00040417-0.0001802i
-0.013537+0.0040361i,-0.007642+0.0019798i,-0.0039972+0.0021295i,-0.0030704+0.0026966i,-0.0021012+0.0030521i,0.00073762+0.001664i,0.0019554+0.00071203i,0.0013981+0.00036151i,0.00045201+0.00057408i,-0.00025391+0.00071059i,1.833e-05-0.00027872i,-5.4568e-05-0.0010469i,-0.0004459-0.0006957i,-2.4208e-05-0.00030476i,0.00024178-9.029e-05i,0.00031717-0.00010924i,0.00057649-0.00013787i,0.00024208+0.00017266i,4.0747e-05-0.00029321i,-0.00021328-0.00051022i,-0.0004528-0.001001i,-0.00028945-0.001354i,-0.00011185-0.00037992i
-0.014966-0.0030702i,-0.0079308-0.001048i,-0.0050462+0.0017248i,-0.0042609+0.0032161i,-0.0027778+0.004649i,0.00054306+0.0047015i,0.0019322+0.0029185i,0.00076625+0.0016544i,0.00037261+0.0010157i,0.00068003+0.00055856i,0.0001985+0.00046528i,-0.00041962-0.00024621i,-0.00036256-0.0013851i,-0.00079328-0.0015871i,-0.00074609-0.0010985i,-0.00072355-0.00037667i,-0.00096868-0.0001807i,-0.00086075-0.00027462i,-0.00078168+0.00020869i,0.00015074+0.00079221i,0.00044456+0.00098878i,0.00021229+0.00087938i,-0.00012133+0.00071518i
-0.0042979-0.01273i,-0.0013177-0.0087775i,-0.0020809-0.0056159i,-0.0044483-0.0041429i,-0.005136-0.0025243i,-0.0040986+0.00047911i,-0.0017554+0.0018912i,-4.6406e-05+0.0019002i,0.00028473+0.0013848i,4.6805e-06+0.00024049i,0.00048264-0.00049834i,0.0011972-0.0007124i,0.00085265-0.00043375i,0.00031369-0.00057284i,0.00047022-0.0006252i,0.00028315-0.00089516i,9.4684e-05-0.0010946i,0.00023003-0.0001977i,0.00022859+0.00065591i,0.00023117-0.00036536i,0.00044961-0.0009421i,0.00046541-0.000573i,0.00016312-0.00062325i
