-0.0054491+0.00038318i,-0.0046932+0.0036773i,-0.0036071+0.0056988i,-0.0010823+0.0059584i,0.00077807+0.0049823i,0.001122+0.0037727i,0.00045012+0.0031376i,5.2072e-05+0.0030457i,-7.1805e-05+0.002694i,0.00010458+0.0013463i,0.0010277-1.7287e-05i,0.0020107-0.00037922i,0.00086526-0.00042916i,-0.00015309-0.00040269i,-0.00052784+0.00032068i,-0.00086263+0.00035911i,-0.00067084+0.00014336i,-0.00029952-4.8641e-05i,0.00024292-0.00064583i,0.00055946-0.000331i,3.9093e-06-0.00020076i,-0.00068363-0.0003906i,-0.00045699-0.0011207i
-0.0009348+0.0002653i,-0.00063567+0.002183i,-0.0004524+0.0040531i,0.00026927+0.0040218i,0.00064501+0.0021738i,0.00051005+0.00036355i,0.00051577-4.8376e-05i,7.5747e-05+0.00052075i,-0.00014844+0.000638i,0.0002748+0.00087007i,0.00072915+0.00057926i,0.0015743+0.00030861i,0.001558-1.2628e-05i,0.001167-0.0007013i,0.0010727-0.0008491i,0.00040629-3.094e-05i,-0.00015805+0.00057839i,-0.00041522+0.00032325i,9.6818e-05-0.00022428i,0.00049245-0.00066868i,0.00011566-0.00059663i,-0.00043209+2.4624e-06i,-0.00093656+0.00014375i
-0.0021148-0.0005026i,-0.0021521-0.00033382i,-0.00046013-0.0006427i,0.0011682-0.00067615i,0.0016951+0.00048057i,0.0010137+0.0016441i,0.00035653+0.00061565i,0.00035513-0.00010806i,0.00042739+0.00016834i,0.00072169+0.00078456i,0.00046989+0.0011649i,0.00049869+0.00067406i,0.00097938+0.0010124i,0.00073452+0.0016061i,0.00085556+0.0010969i,0.0012853+0.00051689i,0.00089198+2.9829e-05i,7.585e-05-0.00023634i,-9.2275e-05-0.00037695i,3.4938e-05-0.00034942i,-0.00058364-6.371e-05i,-0.00050974-0.00044176i,9.3964e-05-0.0004803i
0.0022333-0.00038578i,0.0022993+0.00057713i,0.0016318+0.00012229i,0.00057769+0.00024437i,0.00058696+0.00076785i,0.00070977+0.00021419i,0.0010455-0.00043526i,0.0010365-0.00036611i,-0.00048334-0.00010868i,-0.0015201-0.00022756i,-0.0019675-8.8188e-05i,-0.0023041+8.4714e-05i,-0.0010741-5.8861e-05i,0.00018262-0.00023394i,0.00060221-0.00078527i,0.00075738-0.0013866i,0.00026109-0.0015636i,0.00060515-0.0011481i,0.0012896-0.00056294i,0.00058163-0.0011038i,-0.0001708-0.0011007i,-0.00070538-0.00057749i,-0.00016764-0.00068529i
0.00084002+0.00024628i,0.00054974+0.00011908i,0.0015441+0.00010833i,0.0012907-0.00014387i,0.00042743-0.00072893i,-6.9014e-06-0.0019567i,6.4976e-05-0.0023845i,0.00037738-0.001238i,0.00013378-0.00074119i,0.00030927-0.0016221i,0.0011064-0.0019066i,0.0009321-0.0014154i,0.00079397-0.00094698i,0.0014085+0.0003752i,0.0018556+0.0011888i,0.0012377+0.0016823i,-0.0005131+0.0014527i,-0.0013716+0.00080314i,-0.00082392+5.2331e-05i,-0.00057318-0.00027938i,-0.00074031+0.00054192i,-0.00065211+0.00079507i,-0.00047852-0.00050608i
-0.0016344+0.0011307i,-0.0022105+0.00065113i,-0.0019788+0.00081756i,-0.00031274+0.0019031i,0.0009093+0.0020804i,0.00025703+0.00099662i,-0.00059056+0.0007901i,-4.554e-05+0.00088482i,0.00028552+0.00065313i,0.00068229+0.00084685i,0.00078149+0.00070456i,0.00072344+0.00040873i,0.00040343+0.00063489i,9.1201e-05+0.00066917i,0.00022504+0.0015594i,-0.00012685+0.00094355i,0.00019773-0.0009698i,0.00046651-0.00093942i,-8.4167e-05+0.00013926i,-0.00010958+0.00044699i,0.00045716+0.00038324i,0.00073612+0.00071276i,0.00047181+0.00018175i
-0.00074597+0.0015008i,0.00068952+0.0017936i,0.0018123+0.0020717i,0.0019311+0.0021376i,0.0019856+0.0020362i,0.0017254+0.0012626i,0.0012714+0.000267i,0.00062304+1.2337e-05i,9.3821e-05+0.00037955i,-0.00077447+0.0011303i,-0.00089747+0.0010006i,-0.00035815+0.00020572i,-5.3461e-05-0.00044206i,0.00060652-0.00031218i,0.00033448-0.00016919i,-0.00030207-0.0006798i,-0.00031175-0.0010851i,0.00021022-0.0015331i,0.00071968-0.0014967i,0.00026006-0.0012342i,-0.00024396-0.0011431i,0.00010215-0.0010017i,0.00055605-0.0010737i
0.00031351-0.00049539i,-0.00111+0.00091095i,-0.0017285+0.0017942i,-0.0014307+0.0018815i,-0.00087169+0.00093162i,0.00040631+0.00052204i,0.0013616+0.00010136i,0.00020219+0.00053107i,-0.00099342+0.00087318i,-0.0010716+0.00082542i,0.00019304+0.0010096i,0.0012792+0.00035032i,0.001268+5.2008e-05i,0.0010704+0.00049105i,0.0010504+0.001097i,0.0007694+0.0007781i,0.00020718-9.5977e-05i,-0.00033288+0.00051754i,-0.00028685+0.00082647i,-0.00026621+5.361e-05i,-0.00023202-0.00038678i,0.00011816+0.00018151i,4.6322e-05+0.00092289i
-0.00031726+0.0011251i,-0.00053486-0.00035008i,0.00056344-0.0012075i,0.0018439-0.00074874i,0.0020233+0.00060568i,0.00084874+0.0001684i,-0.00043033-0.0011643i,-0.0011507-0.00047836i,-0.000404+0.0010702i,0.00077397+0.0019064i,0.00031629+0.0018109i,-0.0002175+0.0013577i,0.00036965+0.00074688i,0.0004256+0.00031058i,-0.0003516+0.00075082i,-0.00042717+0.00025325i,0.00017899-0.00011361i,0.00042621+0.00039083i,0.00049116+0.00086093i,0.00011009+0.00090709i,-0.0001824+0.0006078i,-0.00022895+0.00064073i,-0.0010634+0.00055779i
0.00012999+0.00088313i,0.0006799+0.001135i,0.0011381+0.0019495i,0.0018503+0.0019728i,0.0020763+0.0014557i,0.0014055+3.8889e-05i,0.00025167-0.0011744i,-0.00022324-0.00019111i,-0.00025778+0.00097772i,-0.00058702+0.00049506i,-0.0012596-0.00062296i,-0.0017244-0.001639i,-0.0013372-0.0012113i,-0.00053726-0.00023042i,-0.00084069+0.00027783i,-0.00058839-0.00018333i,-0.00014763-0.0005749i,6.6322e-05-0.00036664i,0.00015981-0.00046987i,-0.00023694-0.00043145i,-0.00074344-0.00030762i,-0.0005413-0.00044808i,-0.00025938-0.00059051i
-0.0004238+0.00063342i,-0.00060524-0.00011828i,0.00012397-0.00018521i,0.00055342+0.00025135i,0.00027018+0.00024199i,-0.00013928-4.8389e-05i,-0.00029856-0.00021811i,0.00023711-7.0877e-05i,0.00060978-0.00024063i,0.00090699-0.00036972i,0.00095846+0.00066416i,0.00048008+0.00043169i,0.00089661-0.00037508i,0.0016166+0.0008311i,0.0012749+0.0014853i,0.00147+0.0015004i,0.0014656+0.00090047i,0.00051338-7.6654e-05i,-0.00011761+0.00037458i,-0.00046992+0.00053957i,-0.00014047+3.1771e-05i,3.6173e-05+0.00071834i,-0.00047691+0.0014528i
-0.0019541+0.0032912i,-0.0015217+0.0032338i,-0.00035724+0.0032197i,0.0011309+0.002424i,0.0026699+0.0019274i,0.0032433+0.00045348i,0.0017811-0.00040373i,0.00039096+0.00019555i,4.0891e-05+0.00028656i,0.00018203+0.00029289i,0.0003913+0.00030359i,0.00012518+0.00013321i,0.00041647+0.00012574i,0.00058137+0.00039926i,0.0001984+0.0008742i,0.00045076+0.0012451i,0.00087706+0.00094431i,0.00078282+0.00029787i,0.00053872-0.00059111i,0.00056736-0.0011609i,0.00038698-0.00076858i,0.0009095+0.00033139i,0.0006825+0.00059235i
0.0009124+0.001173i,0.002617+0.00054009i,0.0032038+0.00055739i,0.0025517+0.00079969i,0.0025704+0.00025676i,0.0016378-0.00078133i,0.00033635-0.00066471i,-0.00023193+0.0010507i,-0.00050692+0.0011299i,2.928e-05+0.00067177i,0.00052183+0.00088373i,1.922e-05+0.00010307i,-0.00060617-0.00070858i,-0.00050846-0.00067628i,-0.00031636-0.00096256i,0.00053909-0.0012218i,0.0013615-0.0006575i,0.00050167-0.00034121i,-0.00057399+0.00018516i,-0.0010584+0.0005224i,-0.00060149-0.00012781i,4.4758e-05-0.00016973i,0.00013601-0.00018692i
0.0010485+0.0024673i,0.0001595+0.0031121i,0.00077958+0.0019611i,0.0025855+0.00084585i,0.0027666+0.00060564i,0.0012659+0.00078181i,4.002e-05+0.00047052i,-0.00022482-0.00011492i,-0.00044768+0.00036781i,-0.00073856+0.00058729i,0.00025079+0.00020485i,0.0011694+0.0006259i,0.00096597+0.00053953i,0.00083121+0.00013997i,0.00042092+0.00037025i,-0.00057557+0.0011988i,-0.00065905+0.0011476i,-0.001159+0.00014933i,-0.0010816-0.00050296i,-6.9796e-05-0.00040234i,0.00063846+0.00011222i,0.00060503-5.7737e-05i,0.00012522-0.00045438i
0.0013646-0.0014684i,-0.00031073-0.002579i,-0.00023937-0.0033168i,4.2404e-05-0.0028784i,-5.9902e-05-0.0017128i,0.00013227+3.5705e-05i,0.00017698+0.00065257i,0.00047679+0.00032347i,0.0001163+6.5114e-05i,-0.00029491-0.00034028i,0.00027454+0.00026793i,4.6742e-05+0.0019187i,-0.00081185+0.0021274i,0.00048124+0.0011166i,0.0018648+0.00025794i,0.0013827-0.00049392i,0.00081349-0.00061021i,0.00030298-0.00036887i,0.00055701-3.8555e-05i,0.0012881-7.2186e-05i,0.00026731-0.00037622i,-0.00018307-0.00038246i,0.0006143-0.00024378i
0.0004309+0.00029423i,0.0012903+0.00089229i,0.0018756+0.0015723i,0.0018381+0.0019708i,0.0016223+0.0018662i,0.0013194+0.00097218i,0.00060121-0.00041309i,-0.00045099-0.00061976i,-0.00088868-0.00021169i,-0.0010605+0.00016351i,-0.00088483-0.00047164i,-0.00075696-0.00090461i,-0.00092136-0.00058403i,-0.00012551-0.0003129i,0.0008079-0.00022176i,0.0014256-0.00031173i,0.0010561-0.00081105i,0.0001606-0.0014461i,-0.00066397-0.0012626i,-0.00045413-0.0013122i,0.00046897-0.0014007i,0.0010127-0.00051125i,8.7918e-05+6.1363e-05i
0.0010944+2.2223e-05i,0.00043278-5.0151e-05i,0.0010688-0.0005145i,0.00094211-0.0012331i,0.00039906-0.0017718i,0.00055824-0.00091799i,0.00030427+0.00031244i,-0.00014174+6.1501e-05i,4.1725e-05-0.0008961i,0.00083981-0.00098704i,0.0012781-0.00040185i,0.0011577-0.00012025i,0.00074056-0.00024177i,0.00089163+0.00023572i,0.00095508+0.0011012i,0.00029507+0.0017569i,-0.00055478+0.00063834i,-0.00053598+0.00029289i,6.3309e-05+0.00072435i,0.00056991+0.000186i,0.00041376+0.00052597i,0.00023975+0.00049577i,0.00056658-0.00011051i
-0.0015527-0.0011276i,-0.0019081+0.00039633i,-0.0018743+0.0019074i,-0.0015313+0.0028344i,-0.00062271+0.0025948i,-0.00039586+0.0021758i,-0.00042988+0.001374i,-4.0002e-05+0.00026999i,0.00029766-1.8919e-05i,0.00026304+0.00034282i,-4.0337e-07+0.00068197i,0.00026678+0.00080713i,0.00059389+0.00086759i,0.00038459+0.00083129i,-0.00042372+0.00068528i,-0.0012273-0.00037473i,-0.0012096-0.00080723i,-0.00022321-0.0011401i,5.9504e-05-0.0012735i,-0.00026715-0.00055465i,0.00051292+0.00029111i,0.0010957+0.00030978i,0.00033235+0.00034539i
0.0010113-0.0021225i,-6.0752e-05-0.0029496i,0.0001483-0.0033461i,0.00072276-0.0023122i,0.00041427-0.0015084i,0.00023733-0.001039i,0.00043602-0.00016877i,0.00022627+0.00069927i,0.00043315+0.00061962i,0.00024349+0.0010103i,0.00012904+0.001196i,0.0011941-0.00039169i,0.001703-0.00058492i,0.0013086+7.2453e-06i,0.0012981-0.00070035i,0.0015772-0.00095362i,0.00070212-0.00060619i,-0.00038853-0.0003426i,-0.00048094-0.00010814i,-0.00024257+0.00019817i,-9.4586e-05+9.8934e-05i,-0.00072379-8.0399e-05i,-0.00068862+0.00031692i
-0.0012015+0.0011117i,0.00016815+0.0015057i,0.0023316+0.0018382i,0.0024177+0.0022159i,0.0021256+0.0017168i,0.001923+0.00090929i,0.0012608+0.00067873i,0.00065734+0.0004526i,-0.00022813+0.00084456i,-0.00036661+0.0013444i,0.00022193+0.0020206i,0.00070713+0.0018312i,0.0011178+0.00080562i,0.00049294+0.00036015i,-1.1393e-05+0.00054304i,-0.00032249+0.00050299i,-0.00022382-4.6334e-05i,0.00055971-0.00067164i,0.00018219-0.0014122i,-0.00028731-0.0013585i,-0.00024009-0.00022546i,-7.6737e-05-2.6928e-05i,0.00093524-0.00067524i
-0.0016756+0.00069183i,-0.0023834+0.0011934i,-0.0031463+0.0027398i,-0.0020372+0.0032447i,8.6312e-05+0.0021285i,0.001261+5.2758e-05i,0.0015513-0.00071193i,0.00072601-0.00025848i,-0.00011689+0.00046392i,-0.00025584+0.001507i,-0.0004662+0.0018167i,-0.00063683+0.00028968i,-0.00019539-0.00041027i,0.00054626-5.8186e-05i,0.00081642+0.00032646i,0.00032555+0.00019639i,5.0095e-10-0.00064273i,4.3992e-06-0.00053242i,0.00028113-0.0005527i,-0.00059803-0.00068658i,-0.00043007-0.00063457i,0.00026528-0.00031551i,0.00073204-0.00052389i
0.00058524+0.0011656i,0.00029273-0.00024657i,0.00049149-0.00046976i,0.0012959-5.4558e-05i,0.0015757-0.00087722i,0.0008318-0.0013577i,0.00065152-0.0014151i,0.0006658+0.00014536i,0.0012858+0.0012057i,0.001151+0.00037195i,0.00041328-0.00049029i,-0.0001514-0.00056062i,-0.00039381-0.00053775i,-0.00018077+0.00016893i,0.00085992+0.00023025i,0.0015527-0.00020089i,0.001511+0.00012174i,0.0012341+0.00047183i,0.00028305+0.00051205i,0.00010886+0.00031001i,0.00048712+0.00017879i,0.00028483-0.00012464i,-3.0141e-05+5.3934e-05i
-0.00078228+0.0018404i,-0.00016075+0.0024064i,-0.00013295+0.0037478i,5.6313e-05+0.0030115i,0.0010106+0.00093541i,0.00059478-0.00072446i,6.4851e-06-0.0010549i,0.00061252-0.00069761i,0.00083594+0.00029533i,0.00033315+0.00058615i,0.0011085+0.00030402i,0.0014774+0.00093264i,0.0005914+0.00079638i,0.00029339+0.00023087i,0.00054089+0.00017433i,0.00041212-0.00035631i,0.00019423-0.0003063i,-0.00039999-0.00021496i,-0.00096777-0.00059656i,-0.00096093-4.3125e-05i,-0.00073683+0.00039567i,-0.00084817+0.00052665i,-0.00077678+0.0011613i
0.00021822-0.0019931i,-0.00053846-0.0016235i,-0.0017794-0.0010494i,-0.0011187+3.8053e-05i,0.00065887+0.0012656i,0.0014915+0.00047775i,0.0013878-0.0010605i,0.0010105-0.0010657i,0.00060591-1.2602e-05i,0.0003586+0.00062454i,0.00048144+0.0006583i,-3.9038e-05+0.00051184i,-2.532e-05-9.4724e-05i,6.2985e-05-0.00054234i,3.5661e-05-0.00083831i,-0.00015861-0.00052019i,-5.1616e-05-0.00076521i,8.9917e-05-0.00091339i,-0.00047123-0.00017901i,-0.001054+0.00014339i,-0.00097476+0.00039595i,-0.00054308+0.00064555i,-0.00011779-0.00033338i
0.0015737-0.00042494i,-0.00017709+0.00067736i,-0.0004578+0.00097497i,-0.00045136+0.0010242i,-0.00062141+0.00057569i,-0.00035319+0.00027733i,-6.9755e-05+0.00063157i,0.00019513+0.0014475i,0.00051202+0.0014347i,-9.1183e-07+0.00091664i,-0.00035623+0.00011111i,0.00074343+1.8792e-05i,0.0017473+0.0011853i,0.0012248+0.0013508i,2.0629e-05+7.1221e-05i,-0.00011262-0.0006623i,0.00034297-0.00093888i,0.00079253-0.00048425i,0.0010862-9.891e-06i,0.00046912+0.00018167i,-0.00021221+0.0011448i,-0.00031689+0.0015707i,-2.465e-05+0.00092721i
-0.0011858+0.0014285i,-0.00078633-0.00011519i,-0.00028316-0.0010365i,9.1068e-05-0.0014937i,0.00095837-0.0013326i,0.00057787-0.0013465i,-0.00027467-0.00059448i,-0.0008305+0.00019716i,-0.00039385+0.00032778i,0.00017224+0.00077628i,0.00031583+0.00090433i,0.0005898+0.00074721i,0.00051463+0.001084i,0.0001002+0.00040356i,0.00065911-0.00019291i,0.00052976+0.00016206i,5.3023e-05+0.00017085i,0.00043539+0.00013006i,-0.00050481+0.00028177i,-0.001166-1.3992e-05i,-0.0003658-0.00049291i,0.00093911-0.0003534i,0.0007832-8.4968e-05i
0.0010337-0.0010731i,3.1961e-05-0.00020588i,-0.0011658+0.00053846i,-0.00096088+0.0012532i,-0.00017652+0.0011811i,0.00051362+0.00098053i,0.0013264+0.00058613i,0.0009988-0.00033173i,-0.00022894+4.4525e-05i,-0.0010553+0.00060663i,-0.0014051+0.00065818i,-0.00061596+0.00086658i,0.00036686+0.0012348i,0.00029958+0.00077152i,0.00041306-2.5966e-05i,0.00085177-0.00024504i,0.00069034-0.00017067i,0.00013785+0.0004226i,0.00015106+0.0010279i,0.00076759+0.0010015i,0.00089418+0.00039348i,-5.911e-05-8.6422e-05i,-0.00022288-0.00073318i
0.00038009-0.0025169i,0.00024359-0.0018833i,-0.00066553-0.0013861i,-0.00098279-0.00046637i,0.00012169+0.0015154i,0.00030892+0.0017972i,-0.00013828+0.00056143i,-0.00013394+0.0004857i,-9.9543e-05+0.00057018i,-0.00065651+0.00027213i,-0.00029742-0.0001433i,0.00063819-0.0001799i,0.0010805-0.00041673i,0.00073504-0.0008644i,-0.00021439-0.00067329i,-0.00038548-0.00045359i,-1.1236e-05-0.00046626i,0.00040025-0.00021589i,0.00041963-0.00041766i,-0.00063679-0.00052669i,-0.0004694-5.8687e-05i,0.00016638+0.00019347i,-0.0001331-5.3843e-05i
-0.0010925-0.00018079i,-0.0014985+0.00087111i,-0.0021292+0.002258i,-0.0015064+0.0021121i,0.00014007+0.0012154i,0.00072425+0.00039614i,0.00065866+2.5798e-05i,-7.4107e-05+0.00028847i,-0.00057444+0.00014616i,-0.0002634+0.00023936i,0.0006508+0.00079943i,0.0017077+0.0012484i,0.0015104+0.0014075i,0.00029615+0.00078224i,0.00025767+0.00047672i,0.00053722+0.00091974i,-2.7889e-05+0.00046224i,-0.00028481-0.00044052i,-0.00046366-0.00036443i,-0.00084803-0.00050504i,-0.00064837-0.000749i,-0.00017213-0.001227i,0.00015119-0.001043i
-0.0012292-7.9191e-05i,2.1558e-05-0.00090213i,0.00081435-0.0006279i,0.0013397+4.4092e-05i,0.0018235+0.00036207i,0.0015876-0.00025372i,0.00091969-0.0010613i,0.00025652-0.00116i,-0.0001453-0.00054358i,-4.0223e-05-0.00020304i,7.4549e-05+5.0449e-05i,-2.6557e-05+0.00034943i,-5.6573e-05+0.00029319i,-0.00036801+0.00042106i,-0.00039406+8.9814e-05i,0.00052286-0.00061036i,0.0006482-0.00066005i,0.00046557-0.000974i,0.00029743-0.00079306i,-0.00045033-0.0010088i,-0.00042529-0.00092945i,-0.00017991+0.00010029i,-0.0007932+0.00022161i
0.0036499+0.00071259i,0.0026414+0.002135i,0.0024388+0.00091675i,0.0021298-0.00051008i,0.0015418-0.00073686i,0.0011514+9.4116e-05i,0.00039397+0.00048278i,0.00062991+5.4135e-05i,0.0010345-0.00014508i,0.000249-0.00054435i,-0.00017693-0.00061205i,0.00055612+0.00042704i,0.0010197+0.0013924i,0.0013051+0.00074715i,0.001404-0.00081106i,0.00082072-0.00093379i,0.0011432-0.00069755i,0.0012353-0.00034976i,0.00021801-0.00017563i,8.8297e-05-0.00014355i,-5.1138e-05-0.00035286i,-0.00059896-0.0001933i,-0.00078397+0.00055848i
0.0015316-0.00083258i,0.00056916-0.00048362i,0.00042783-0.0012512i,0.00033451-0.0019713i,0.00036683-0.0016573i,0.00043272-0.00093291i,-0.00022512-0.00092923i,-6.2463e-05-0.00070025i,-3.3724e-06-0.00028749i,-0.00067523+0.00010933i,-0.00073736+0.00047475i,-0.00047065+0.0009782i,0.00032989+0.0014359i,0.00074951+0.00097624i,0.0001502+0.00079433i,-0.00015119+0.00076644i,-0.00049026+0.00053507i,-0.00010983+0.00041915i,0.00098108+0.00021959i,0.00080696-7.829e-05i,0.00028481+0.0003848i,0.00049359+0.00022967i,8.0667e-05-0.00010221i
-0.0010121+0.00076876i,-0.00029513+0.00023096i,1.9698e-05-0.00037567i,0.00040324+0.00084012i,0.00089705+0.0021905i,0.0010369+0.0021135i,0.00031343+0.0013175i,-3.4894e-05+0.00057999i,6.839e-05+0.00072852i,-0.00010025+0.0006339i,0.00028171-0.0001583i,0.00028727-0.0011896i,-0.00022102-0.0019171i,0.00038807-0.0013866i,0.0011059-0.00017864i,0.00083236+0.00051893i,0.00012639+0.0005975i,0.00015378-0.00016752i,0.00020075-0.00050876i,0.00059022+1.2206e-05i,0.00068623-0.00024783i,-0.0002258-0.0008334i,-0.00014722-0.0007307i
0.00085145-0.00093984i,0.00038528-0.0010306i,-0.00039178-0.00025814i,-0.0013526+0.0012405i,-0.00060611+0.0019425i,0.00085144+0.0012052i,0.00062069-0.00019119i,-8.4964e-05-0.00079079i,-9.1094e-05-0.00084802i,0.00015312-0.00065291i,0.0011821+0.00018114i,0.001778+0.00021161i,0.0019872-0.00031158i,0.0016171-0.00031438i,0.00065568-0.00017676i,2.9286e-05-0.00055425i,-0.00091507-0.00042309i,-0.0011481-0.00024925i,-0.00084275-0.00054997i,-0.0004239-4.0051e-06i,-0.00037535+4.024e-05i,-0.00020447-1.0306e-06i,0.00012065-0.00024275i
-0.0024251+0.0025596i,-0.0014212+0.003018i,-0.0004509+0.003114i,0.00091002+0.0026113i,0.0022685+0.0012057i,0.0028623+0.00018096i,0.0012719-0.00042488i,-0.00013934-0.00021991i,-0.00053739+9.1791e-05i,-2.5549e-05+0.00044589i,0.00056482+0.00094789i,0.0012037+0.00080919i,0.00091193+0.00038518i,0.00023421-0.00046762i,4.4389e-05-0.00051165i,-0.00046149+0.00016561i,-0.0013743-0.00041114i,-0.0011736-0.00079705i,-7.2481e-05-0.0006289i,0.00028593-0.00085737i,0.00030865-0.00070935i,0.00026094-0.00038722i,0.00027193-0.00010611i
-5.1607e-05-0.0010751i,-0.00057982-0.0017245i,-0.0012812-0.0013804i,-0.00071481-0.00043765i,0.00076712+0.00061671i,0.0014278+0.00086605i,0.0010502+9.3965e-05i,0.00050729+0.00023879i,0.00028327+0.00026535i,0.00016979-0.00019917i,9.2075e-05+6.5079e-05i,-0.00032325+0.00012151i,-0.00027046+0.00049652i,0.00013348+0.00083964i,0.0006112+3.7978e-05i,0.0010402-0.00044545i,0.0011839-0.0004721i,0.00073114-0.00044748i,0.00015903-0.00051107i,0.00030886+4.7972e-05i,0.00031525+0.00088274i,-6.104e-05+0.00036911i,0.00011082-0.0004403i
0.00024526+8.5885e-05i,-0.00081655+0.00055811i,-0.00051365+0.0012889i,-0.00017773+0.0016808i,-5.6584e-06+0.0016861i,-0.00042027+0.0015858i,-2.8563e-05+0.00041042i,0.00055279+0.00034525i,0.00069417+0.00068838i,0.00059779+0.00019589i,-0.00012373+0.00033687i,4.9014e-05+0.00081246i,0.00059768+0.00053243i,0.00058652+0.00039436i,0.00043136+0.00011225i,-0.00045888-0.00010163i,-0.0014434-4.5297e-05i,-0.0008473+0.00039691i,3.7415e-05+0.0006943i,0.00058633+0.00040125i,0.0010522+0.00026663i,0.00044606+0.00068454i,-0.0004383-0.00033324i
0.00023895-0.00076841i,-0.00055569-0.0016644i,-9.5307e-05-0.0016875i,0.00046853-0.0013714i,0.00048894-0.0014135i,0.00076071-0.0015816i,0.0010494-0.00071489i,0.00021162+0.00070704i,-0.00030504+0.00017621i,-0.00017211-0.00033551i,-0.00044701-0.00060539i,-0.00035369-0.00096219i,-0.00021907-0.00017742i,-0.0003241+0.00095215i,-0.00028269+0.00086275i,-0.00025177-6.6293e-05i,1.5572e-05-0.00057369i,0.00051614-0.00041281i,0.00032388+2.2329e-05i,-0.00030795-0.00010865i,-0.00020644-0.00030023i,0.00015729+0.00035938i,-7.5353e-05+0.00057311i
-0.0003186-0.00196i,-0.00086354-0.0015358i,-0.00049556-0.00034482i,-0.0005363+0.0010902i,-0.00059005+0.0016724i,0.00021507+0.00088899i,0.0016754+2.7601e-05i,0.0013638+7.9348e-05i,8.6186e-05+0.00032359i,-0.00015479+0.00034788i,0.00028619+3.1422e-05i,0.00032602-0.00019398i,0.00015067-0.00052946i,0.00044829-0.0010441i,0.00040948-0.0013686i,-0.00031306-0.0010702i,-0.00027424-0.00068506i,-3.1447e-05-0.00092037i,7.6269e-05-0.0014857i,0.00019498-0.0013411i,0.00015189-0.00038045i,0.00037277-0.00015355i,-8.3658e-05-0.00036865i
0.0017762+0.00097859i,0.0019429+0.00029382i,0.0019608+0.00040075i,0.0019804-0.00020329i,0.0028428-0.0010413i,0.0019404-0.00075204i,0.00024694+0.0003057i,-0.00020867+0.00069315i,-0.00023604-0.0001749i,0.00010538-0.00049138i,0.00044695+0.00012026i,0.00075136+7.3714e-05i,0.00067299-1.7403e-07i,0.00019948+0.00042872i,0.00024973-0.00013886i,0.00031102-0.00067553i,0.00043466-0.00098888i,3.4405e-05-0.0010515i,-0.00036093-0.0005868i,-0.00014227-0.00036923i,-0.00028912+0.0001689i,-0.00012216-6.3654e-05i,0.00023319-0.0010547i
-0.0002193+0.00033376i,-0.00089007+0.0003139i,-0.00080951+0.0002852i,0.0002697-0.00028769i,0.0018084-0.00072101i,0.001983-0.00074187i,0.0011758-0.00069396i,0.00018622-2.7294e-05i,-2.6252e-05+0.00019585i,0.00013258+0.0002475i,0.00016782+0.0006997i,0.00016561+0.0012287i,0.00011288+0.0012907i,7.7877e-05+0.00068093i,0.0002694+0.00083473i,3.3904e-05+0.00051318i,0.00011805-0.00031148i,-3.2048e-05-0.00050187i,-0.00031666-0.0007474i,0.00012206-1.6332e-05i,8.7527e-05+0.00064773i,-0.00010175+7.9607e-05i,-0.00022249-0.00022046i
-0.00010311+0.00021612i,-0.00041674+0.0019584i,-0.00076943+0.002331i,-0.00093419+0.0032899i,-0.00061879+0.0025479i,0.00057171+4.4903e-05i,0.00088054-0.00070704i,0.00081134-5.9229e-05i,0.00088779+0.00089117i,0.00025411+0.0013474i,-0.00011035+0.0013826i,0.0004131+0.0014031i,0.00055113+0.0011126i,0.00033065+0.00043045i,-6.2984e-05+0.00023663i,-0.00016061-0.00039352i,0.00048488-0.00091118i,0.00018112-0.00031035i,-0.0002139+0.0002305i,-6.9756e-06-3.6623e-05i,-7.3262e-05+0.00021911i,-0.00016683+0.00034366i,-0.00014802-0.00019284i
-0.0022851-0.00021999i,-0.00092944+7.5161e-05i,-5.4696e-05+0.00065291i,0.00092614+0.00059394i,0.0018736+0.00039251i,0.0014819-0.00029986i,0.00097483-0.0011684i,-0.00044041-0.00074482i,-0.0012182+5.6279e-05i,-0.00018262-0.00027257i,0.00043288-0.0003488i,-0.00010694-0.00031764i,-0.00044955-0.0010722i,0.00058985-0.0012353i,0.00081157-0.00020498i,0.00060876+0.00013026i,0.0010827-0.00038045i,0.0015489-0.00054956i,0.0012178-0.00013173i,0.0005971+0.00049141i,0.00017018+0.00044216i,1.7429e-05+1.423e-05i,0.00055188-7.1834e-05i
0.0009911+0.0003064i,0.0006275+0.001214i,0.00051741+0.0020913i,0.001289+0.002007i,0.00091007+0.0020845i,0.00040156+0.0011506i,0.00026098-2.0803e-05i,-3.4251e-05+0.00018611i,-0.00027132+0.00049014i,-0.00020238+5.7284e-05i,-0.00035695+1.3171e-05i,-0.00092133+0.00049583i,-0.00038394+0.00050101i,0.0010741+0.00017323i,0.001503-0.00086414i,0.0012591-0.001044i,0.00068756-0.0008311i,5.6082e-05-0.00033419i,0.00028445-0.00022464i,0.00084377-0.0005054i,0.0013738+0.00032478i,0.00055673+0.00053381i,-0.00023453+0.00043527i
