0.001665+0.00073357i,0.0020799+0.00012705i,0.0010581-0.00079585i,-6.5368e-05-0.00086965i,-0.00038328+0.00010791i,-0.00082328+0.0023314i,-0.00092595+0.0028246i,0.00041973+0.0020401i,0.0019249+0.0015266i,0.0019288+0.00071968i,0.00057728-0.00033254i,-0.00068121-0.0010037i,-0.00079786-0.00066312i,-0.00068007-0.00053308i,-0.00062257-0.00076677i,-0.00048988-0.0004992i,-0.00035233+0.00010605i,-0.00047784+0.00024551i,-0.00013477+0.00078666i,7.9279e-05+0.00086364i,0.00011244+9.7005e-05i,9.2204e-05-0.00048424i,0.00017053-0.00068899i
0.00065575-0.00035769i,0.0017273-0.00017157i,0.0015955-0.00014718i,0.00062195+0.00079363i,0.00058217+0.0018496i,0.00047548+0.0012538i,0.00010898+0.00062331i,0.00024262+0.00083364i,0.0001135+0.00024572i,-6.7528e-05-0.00037517i,-0.0001858-0.00033637i,-0.00039876-0.00011454i,3.3407e-05-0.00030901i,0.00060692-0.00067582i,0.00071804-0.00073976i,0.00073119-0.0010531i,0.00070749-0.0008253i,0.00016492+3.3039e-05i,-5.9428e-05+0.00049673i,0.00017365+0.00027818i,0.00024392+0.00051437i,0.00052565+0.00071823i,0.00065275+0.00038503i
0.0026344+0.00036867i,0.001737+6.4877e-05i,-0.00026714-0.00096284i,-0.0016106-0.00099414i,-0.0017203-6.1566e-05i,-0.001338+0.0009087i,-0.0007789+0.0013646i,-0.00053756+0.0014061i,-6.3075e-05+0.00085814i,0.00051845+0.00023883i,0.00099312-0.00032075i,-4.436e-05-0.00046765i,-0.0006697-0.00035282i,0.00044266+0.00020968i,0.0012282+0.00076192i,0.0013335+0.00045912i,0.00055773+0.00033573i,0.00019342+0.00022334i,0.00025964+4.6875e-05i,0.00020925+0.00051251i,0.00019537-1.503e-05i,0.00018883-0.00087634i,-0.00010328-0.00070812i
0.00038092+0.0015693i,0.00059597+0.001239i,0.0009105+0.0012552i,0.00081479+0.0016336i,0.0011994+0.0013206i,0.0012251+0.00092746i,0.00023653+0.0011868i,-0.00058699+0.0016449i,-0.00063783+0.0012326i,0.00016974+0.00034994i,0.00075014-0.00017868i,0.00075307+0.00028345i,0.00069568+0.00072572i,0.00030392+0.00067708i,0.00023649+0.00024328i,0.00071133-0.00050668i,0.00037255-0.00044747i,-0.00028332-0.00014487i,-0.00025804+0.00044676i,3.4406e-05+0.0013759i,-0.0003948+0.0016094i,-0.00064024+0.00079217i,-0.00052658+0.00055269i
0.00098826+0.0011063i,0.0013059-0.00022048i,0.0011577-0.00075962i,0.00038959+0.00043935i,4.3449e-05+0.0023388i,0.00066005+0.0024945i,0.001075+0.0012006i,0.00084521+0.00088349i,8.1452e-05+0.00056894i,0.00030708-0.00020873i,0.00066517-0.00027723i,0.00065514+0.00026968i,-1.3467e-05+0.00046922i,-0.00046347-0.00013309i,-0.0008247-0.000388i,-0.0010901-0.00054479i,-0.00085529-0.00084099i,-0.00088906-0.00076638i,-0.00078846-0.00019188i,0.00014257+0.00034414i,0.00060882+0.00054784i,0.00032498+0.00077636i,0.0005945+0.00059172i
0.0024782+0.0017537i,0.0018727+0.0011583i,0.00044315+0.00015286i,5.7619e-05+0.00013546i,0.00024581+9.1913e-05i,-0.00033272-0.00028384i,-0.00060649+0.00071788i,-0.00036187+0.0015004i,0.00013781+0.00087493i,0.00054189+0.00064369i,0.0011796+0.00020766i,0.0010718-3.2608e-05i,0.00037742-0.00013951i,0.00048277-0.00074496i,0.0011268-0.00057119i,0.00066985+0.00017404i,-0.00051864+0.00060316i,-0.00069561-0.00012186i,-0.00011174-0.00036943i,0.0001091+0.00067424i,-8.9655e-05+0.00094133i,9.5402e-06+0.00079221i,4.3591e-05+0.00064548i
0.00057579+0.00031735i,0.0012545-0.00044647i,0.00092208-0.00054089i,0.00054775-0.00015994i,0.00036978+6.7095e-05i,0.00037519+0.00055207i,0.00027193+0.00080494i,0.00072523+0.00065712i,0.00069725+0.00054889i,-0.00021904+0.00056423i,-0.00047941+0.00060384i,-0.00022106-0.00026448i,0.00032616-0.0010667i,0.00037405-0.00010449i,-0.00018651+0.00052696i,-0.00041578+0.00032779i,7.528e-05+0.00019029i,0.00038731+0.00073857i,0.00032401+0.0011388i,0.00015921+0.00092387i,-0.00012596+0.00020238i,-0.00045041-0.00046301i,-0.00017429-0.00051212i
0.0013528+0.0010317i,0.0018324+0.00083211i,0.0015741+0.00091268i,0.00032537+0.0012309i,-6.4872e-05+0.00088386i,0.00013443+0.0011882i,8.7244e-05+0.0010317i,0.0001337+0.00031708i,-2.8107e-05-0.00044894i,5.6283e-05-0.0010164i,0.00039874-0.00067726i,0.0010002-3.3334e-05i,0.0009543+0.00049978i,0.00039602+4.0073e-05i,-0.00015912-0.0009459i,-0.00035647-0.0016165i,2.1087e-05-0.001473i,-5.6009e-05-0.00058774i,-0.00071837-0.00016992i,-0.00069138-0.00031742i,-0.00017702-0.00052297i,0.00053194-5.8507e-06i,0.0011781-1.0027e-05i
0.00056916+0.0022873i,-5.8734e-05+0.0023392i,-0.00013996+0.0015552i,6.4867e-05+0.0012704i,0.00037668+0.0013945i,0.00060689+0.00091895i,0.000485+0.00022024i,1.1587e-05-0.00018307i,9.3077e-06+0.0003146i,0.00047314+0.00081433i,0.00040911+0.00076362i,0.00026815+0.00068406i,5.3947e-05+0.00036407i,-8.386e-05-0.00035225i,-0.00018062-0.00047599i,-5.3575e-05-0.00016964i,0.00048954-0.0002395i,-0.00034202+0.00041338i,-0.0011078+0.00063073i,-0.00056023+1.8366e-05i,-0.00019615-8.2375e-05i,-0.00021008+0.00015983i,0.00051918+0.0002523i
-0.00049271+0.0011049i,-2.5392e-06+0.0010863i,0.00039936+0.00090794i,-0.00058129+0.00065197i,-0.0016935+0.00080895i,-0.0014557+0.0017754i,-0.00039155+0.0015175i,6.7545e-05+0.00037657i,0.00021612+0.00011865i,0.00055773+0.00032721i,0.00050731+6.9411e-05i,0.00023432-0.00022243i,0.00029693-8.7031e-05i,0.00027996-0.00025778i,0.00024693-0.00022172i,0.00039824-8.276e-05i,-0.00016712-4.4537e-05i,8.963e-05+0.00020881i,0.00071435+0.00079308i,1.0895e-05+0.00055764i,0.00011161-5.3217e-05i,0.0012758+0.00024717i,0.0013611+0.0007952i
-7.6361e-06+0.00036243i,0.0002+4.1404e-06i,0.0010793+0.0005609i,0.0022565+0.0013124i,0.0024008+0.0020624i,0.0008527+0.0010236i,-5.4664e-05+0.00021871i,-0.00038638+0.00085216i,-0.00022584+0.00092616i,-2.6153e-05+0.00039405i,-4.9848e-05+0.00015811i,-0.00015166+0.00026872i,-0.00039397+0.00031557i,4.0759e-05-7.9055e-05i,0.00088039-0.0002814i,0.00076265+0.00081306i,5.4665e-05+0.0011084i,-0.0004843+0.00083989i,-0.0001355+0.0009291i,-0.0001109+0.0011862i,-6.2083e-05+0.0009726i,0.00062002+6.0166e-05i,0.00018203-9.0736e-05i
-0.00011828-0.0011589i,3.2861e-05-0.0013077i,-0.00067021-0.00020582i,-0.0018326+0.00049698i,-0.0011714+0.0010997i,0.00032768+0.0016554i,0.00091956+0.0011169i,0.0010649+0.00094412i,0.0006732+0.00017484i,0.000754+0.00010554i,0.00035284+0.00078284i,1.9348e-05+0.00054311i,0.00030437+0.00084991i,0.00067934+0.00067756i,-5.4534e-05-0.0005098i,-0.00051663-0.00078825i,0.00010626-0.00062177i,0.0011213-0.0010443i,0.0011394-0.00086299i,0.00018542-1.2033e-05i,0.00033625-0.00010455i,0.0005009+0.00043821i,0.00025175+0.00043542i
0.0015898+0.0014066i,0.0020782+0.0010577i,0.0022383-0.0004131i,0.0012814+0.00022192i,-9.9531e-05+0.00050691i,-0.00082553-0.00044236i,-0.00098965-0.00052148i,-0.00083524-0.00045708i,-0.0001208-0.00048274i,0.00090339-0.00064195i,9.488e-05-0.00054273i,-0.0015242-0.00016471i,-0.0010574+0.00010275i,0.00034893+0.0003197i,0.00083735+0.00032483i,0.0006598-0.00023418i,0.00012657-0.0011765i,-0.00043233-0.001535i,-0.00080938-0.00069633i,-0.00085891+0.00038297i,-6.3487e-05+0.00051596i,0.0006406+0.00065857i,0.0005181+0.00045854i
0.0019564-0.00034266i,0.0023365+0.00015681i,0.0016797+0.00044064i,0.00065564+0.0011969i,0.00017989+0.0019913i,0.00015361+0.0023824i,-8.2841e-05+0.001202i,0.00012858+5.2307e-05i,0.00016324-0.00013301i,-0.00069683-1.6603e-06i,-0.00063425+0.00010999i,0.00047191+0.00063169i,0.00051997+0.00084338i,0.00017012-2.0698e-06i,0.00011429-0.00063339i,-0.00011448-0.00095682i,-2.1858e-05-0.0007995i,-0.00017179-2.0833e-05i,-0.00044926+0.0002853i,-0.00043563+0.00030777i,-0.00020603+6.0049e-06i,5.4941e-05+0.00012202i,1.6614e-05+0.00021735i
0.00042166+0.00050385i,0.0010057+0.0013146i,0.00057457+0.0022321i,-0.00038354+0.0023982i,-0.00025685+0.001887i,0.00031237+0.0015202i,-4.2965e-05+0.00095547i,0.00016892+0.00027819i,-2.0808e-05-0.00010123i,-6.4401e-05-6.7114e-05i,0.0003406-0.00041667i,0.00093661-0.00079164i,0.0012886-0.00053946i,0.0010372-0.00072972i,0.0011203-0.0012003i,0.00081018-0.0011059i,0.00026666+1.9511e-05i,0.00020332+0.0011836i,-0.00010122+0.00077421i,-0.00055955+0.00032965i,-0.00090268+0.00045731i,-0.00075006-6.2664e-05i,8.6138e-05-0.00025816i
0.0011689-0.00016998i,-0.00047935-0.00020973i,-0.0023616+0.00044229i,-0.0032044+0.00083374i,-0.0020968+0.0013034i,-0.0009266+0.001066i,0.00029589+0.00028801i,0.00087865+0.00044524i,0.00012244+0.00061295i,-0.00082464+0.00090036i,-0.00068525+0.00015305i,-0.00016176-0.00046788i,-7.0125e-05+0.00014525i,-0.00058685+0.0002182i,-0.00083542-0.00041941i,-6.7409e-05-0.00067701i,0.00052749-0.00032519i,7.5422e-05+0.00033039i,-0.00018766+0.0011171i,-0.00022173+0.00091193i,-8.9954e-05+0.00025366i,3.0312e-05-1.8526e-05i,0.00022233+0.00046773i
0.00085378-0.00068479i,0.00073539-0.00077866i,-7.7532e-05-0.00075751i,-0.00068121+0.00057366i,-0.0013736+0.0012682i,-0.0013288+0.00093816i,-0.00028005+0.0010526i,0.00012375+0.0010795i,0.00013419+0.00058494i,0.00075808+7.5426e-06i,0.00013668+0.00066553i,-0.00064663+0.0011817i,-0.0008845+0.00046089i,-0.00098435-2.2636e-05i,-0.00039107-0.0001969i,0.00026874-0.00032836i,0.00052851-0.00025934i,0.00042789-0.00046548i,0.00019453-0.00042097i,0.00050455-6.3792e-06i,0.00023974-0.00014374i,0.00046649+0.00053281i,0.00074457+0.0014071i
-6.726e-05+0.0015808i,0.00060233+0.0010796i,0.00077603+0.00076512i,0.00072443+0.00078851i,0.00075034+0.0011178i,0.00050348+0.0010908i,-1.3124e-05+0.0005493i,1.4616e-05+9.2654e-05i,0.00049417-0.0001102i,0.00084309+0.00037498i,0.00070167-0.00010611i,0.00052024-0.00085708i,0.0006492-0.00033073i,4.1213e-05+0.00021386i,-0.00088155-0.00024113i,-0.00096013-0.00025892i,-4.5464e-05-8.4751e-05i,8.0203e-05+0.00043131i,-0.00026433+0.00068998i,-7.506e-05+0.0002653i,-0.00043143+0.0001175i,0.00016218-0.0003964i,0.00059012-0.00056036i
0.0014677+0.0012099i,0.0023061+0.0011241i,0.0014731+0.00085836i,0.0001534+0.00049661i,-0.00027638+0.00049723i,-7.0023e-05+7.4924e-06i,0.00030884+0.00066889i,0.00024846+0.0012943i,0.00049253+0.00054508i,0.0009425-0.0001566i,0.00097287+0.0002565i,0.00087579+0.00029046i,0.00062794+5.4699e-05i,0.00086906+7.1186e-05i,0.00097524+0.00013585i,0.000312-0.00056061i,-0.00077014-0.00085943i,-0.0012224-3.9396e-05i,-0.0002816+0.00094705i,-5.2647e-05+0.00065992i,0.00042825-0.00068128i,0.00095603-0.00041554i,0.00017096-8.6812e-05i
0.0034997+0.00043877i,0.0020725+0.00072155i,0.00017598-0.0001136i,-0.00059235-0.00014166i,-0.00066581+0.00038563i,-0.0013218+0.00036025i,-0.0013625+0.0003722i,-0.00011388+6.7037e-05i,0.00019386-0.00027317i,-0.0010546+0.00017881i,-0.0011882+0.00024804i,-1.6551e-05+0.00014201i,0.00093338+0.00034236i,0.0011275+0.00046957i,0.00068291+0.00017326i,-0.00043108+4.9707e-05i,-0.00089836-0.00048354i,-0.00010557-0.00052332i,0.00026183-6.1015e-05i,-0.00069607+0.00062156i,-0.00065556+0.0007145i,9.0404e-05+0.00058948i,0.00012751+0.00045781i
-3.0263e-06+0.002077i,-0.00016538+0.0010052i,0.0008139+0.0013286i,0.0016078+0.001642i,0.001393+0.0018424i,0.00037922+0.0012423i,-0.0001445+0.00026072i,-0.00047915+0.00052043i,-0.000209+0.00021971i,0.00022726-9.5507e-05i,-1.9868e-05+0.00043602i,-0.00049372+0.00046169i,-0.00087615-0.0002976i,-0.00059598-0.00021306i,-0.00025943+0.00030169i,0.00013522+0.00032142i,0.00030633+0.00018006i,-0.00032134+0.000436i,-0.00021877+0.00086897i,6.072e-05+0.00047861i,-0.00042697+0.00017276i,-5.2877e-05+0.00061311i,0.00033707+0.00074893i
0.00021055+0.0010793i,-0.00024376-0.00073326i,-0.00075133-3.9591e-05i,-0.00070799+0.0014685i,-0.00034539+0.0019596i,0.00089915+0.0015648i,0.00080442+0.00056006i,-0.00024073-0.00015212i,-2.457e-05+9.26e-05i,0.000195+0.00060442i,-0.00017905+0.00080622i,3.7728e-05+1.8489e-05i,0.0002276-0.00096639i,0.00040297-0.00029386i,0.00062709+0.00014921i,0.00036242+3.3843e-05i,0.00011637-0.00031083i,-0.00071141-0.00054643i,-0.00058029+7.8982e-06i,-0.00016306+7.9485e-05i,3.2816e-05-0.00062168i,0.00041219-0.00077784i,0.00048179-0.00038816i
0.0020355+0.0033473i,0.0007153+0.0027273i,0.00055156+0.0012579i,0.0011925+0.00018752i,0.00093975-0.00013596i,0.00013225-9.2323e-05i,-0.00048723+0.00029131i,0.00028346+0.00058805i,0.00067882+0.00072206i,-0.00014742+0.00051677i,-0.00040096-0.0001786i,2.7679e-06-8.537e-05i,-0.00027448+0.00023003i,3.2075e-05-5.4056e-05i,0.00073833-0.00066011i,0.0008858-0.0014215i,0.00074683-0.0012077i,0.00053088-0.00040494i,0.00095093+0.00064355i,0.00092208+0.00074655i,0.00031651+0.00029786i,-0.00020463+0.00033125i,-0.00036929+3.3486e-05i
0.00065896-0.0010806i,0.00046186-0.0004598i,-0.00078966+0.00012054i,-0.00057565+0.00087086i,0.00048889+0.001907i,0.00071109+0.0018275i,-0.00020931+0.00057385i,-0.00047678+0.00062837i,-0.00033747+0.0010265i,-0.00015042+0.0004347i,0.00042289+4.906e-05i,0.00092321-0.00019908i,0.001224-0.00048368i,0.0013854-0.00062308i,0.00087001-0.00047177i,0.00023323+0.00021592i,5.7605e-05-0.00023613i,-0.00030913-0.00035948i,-0.0013123-6.5027e-05i,-0.0011621-0.00067361i,0.0002761-0.00073847i,0.00046418-0.00073054i,-6.0685e-05-0.00021798i
0.0012012+0.00049332i,0.00091329+0.00045553i,6.6622e-05-0.00056505i,-0.0010852-0.00059818i,-0.0011831-0.00043176i,-0.00061037+0.00042912i,-0.00021946+0.0013544i,-0.0001234+0.00054124i,-0.00042946-0.00046281i,-0.00075292-0.00049333i,-0.00072507-0.00064114i,-0.00092662-0.0003652i,-0.00086759-0.00034379i,-0.00049054-0.00016023i,6.5583e-05+0.00020551i,0.00036245+0.00020788i,0.00037477+0.00041906i,0.00021809-1.228e-05i,-0.00016474-0.0001733i,-0.00017202+0.00022264i,3.9097e-05+0.00069858i,0.00032747+0.00092558i,0.00070337+0.00035091i
0.00028949+0.0010663i,0.0011903+0.00098265i,0.001392+0.00041124i,0.0015365+0.00073887i,0.001318+0.00082375i,-0.00011205-7.8032e-05i,-0.0016443-0.0003849i,-0.0014314-0.00054866i,-0.00034882+9.6138e-05i,0.00012455+0.00026371i,4.3284e-05-0.00012342i,8.3779e-05+1.2526e-05i,0.00075472-0.00076697i,0.0011585-0.0014196i,0.00054785-0.0016216i,-6.893e-05-0.0016665i,-4.6718e-05-0.00098516i,-9.907e-05-0.00010801i,6.4306e-05+0.00072929i,0.0007107+0.00049948i,0.0013887-0.00020989i,0.001623-0.00014719i,0.0007306-0.00015958i
0.00246+0.00051593i,0.0021767+0.00013013i,0.0011525-0.00027999i,0.00043534-0.00033248i,0.0002527+0.00056834i,-0.00064214+0.0023401i,-0.0011838+0.0020296i,-0.0010162+0.00095921i,-0.00069895+0.00036658i,-0.00026905+0.00026792i,0.00021137+0.0011919i,0.00038653+0.00078173i,0.00071702-0.00078802i,0.00038471-0.0012049i,0.00015776-0.0008223i,0.00043761-0.00052366i,-1.0895e-05-0.00086505i,-0.00017497-0.00059119i,0.00049942+0.0009334i,2.7237e-05+0.0014867i,-0.00076017+0.0012905i,-0.00074468+0.0012183i,-0.00027825+0.00090255i
-0.00012573-0.00019579i,0.00032216+1.1971e-05i,-0.0006522+0.00040001i,-0.00047862+0.0013757i,0.00045281+0.0020495i,0.0011887+0.0013124i,0.0018293+0.0015935i,0.0010873+0.0020234i,0.00031019+0.0012773i,0.00073981+0.00083402i,0.0005729+0.00052459i,-5.1868e-05-0.0002087i,-0.00029589-0.00025808i,-0.00028953+4.2172e-05i,0.00016188-0.00010192i,0.00036535-0.00019389i,0.00041888-0.00034738i,0.00037304-0.00086296i,-5.8497e-05-0.00071356i,-0.00038135-0.00065308i,0.00018195-5.667e-05i,0.00093033-0.00016753i,0.00078134-0.0012044i
0.0011228+0.001215i,0.0012817+0.0008249i,-1.2206e-05+0.00074343i,-0.0006384+0.0011804i,-0.00093667+0.001657i,-0.00020892+0.0015556i,9.1675e-05+0.00090835i,-0.00034449-8.8731e-05i,0.00025273+0.00017753i,0.00018906+0.0010205i,0.00022318+0.00037373i,0.00047654+9.9669e-05i,0.00030586+0.00047319i,0.00027463+0.00031221i,0.00016972-0.00015746i,8.6623e-05-1.6771e-05i,-0.00053643-2.5783e-05i,-0.00044508-0.00016272i,0.00010291-7.4618e-05i,-0.00033944-7.8324e-05i,1.6498e-05-0.00010693i,0.00016453+3.1328e-05i,0.00047191-0.00063488i
0.0016202+0.0022275i,0.0020078+0.0025853i,0.00077233+0.0017617i,0.00013336+0.0011918i,-0.00017134+0.00054841i,-9.5527e-05+0.00082693i,8.7061e-05+0.0011488i,-0.00049523+0.00061993i,-0.00026491+3.0294e-05i,0.00024957-0.00011218i,0.00022685+0.00031192i,-0.00025385-3.8838e-05i,-0.00064864-0.00050879i,-0.00063425-0.00080228i,-0.00014799-0.00055393i,-0.00018384+0.0006473i,-0.00085324+0.0007556i,-0.0010225+0.00018556i,-0.00063916-0.00010508i,7.0564e-05+0.00032662i,0.00049782+0.00054283i,0.00061345+0.00042353i,0.00072965+0.00066389i
0.0010403+5.8573e-05i,0.0010571-0.00022359i,-7.2408e-05-0.00056965i,-0.00048061+0.00090912i,-0.00088928+0.001872i,-0.00083452+0.0015483i,-0.00028683+0.0011462i,0.00016146+0.00078611i,0.00025875+0.00064653i,0.00053559+0.00044469i,0.00057841+0.00047767i,0.00070243+0.00026394i,0.00084031+0.00011409i,0.00040181+0.00024408i,-0.00020785+4.815e-05i,-0.00058599-0.0010355i,-0.00075978-0.0016267i,-0.00013447-0.00053451i,0.00047186+0.00031771i,0.00036076+0.0010429i,4.0322e-05+0.0012322i,-0.00016663+0.00076631i,-2.3483e-05+4.3949e-05i
0.0031237+0.0009661i,0.0030058+0.0013576i,0.0026372-0.00017928i,0.00075741-0.00085835i,-0.00044133-0.00062869i,-0.00052619+3.2564e-05i,-0.00040421+0.00079797i,-0.00014792+0.00055779i,-6.6137e-05+0.00017935i,-0.00021321+0.00011363i,-0.0001586-0.00038529i,-0.00050198-3.8615e-05i,-0.0007496+0.00052731i,-0.00020804+0.00076904i,-0.00010827+0.00062247i,-0.0009842-5.9986e-05i,-0.0016203-0.00057464i,-0.0012711-0.00066038i,-0.00026811-0.00024086i,-0.00071209-7.453e-05i,-0.0013141-0.00030051i,-0.0006199-0.00030616i,-0.00013981-0.00064034i
0.001581+0.0017644i,0.00089624+0.00061572i,0.00061932+0.000534i,0.00082789+0.0014578i,0.0013354+0.0011408i,0.0010271+0.00060823i,7.5364e-05+0.00029992i,6.6929e-06+6.6127e-05i,0.00014089+4.8531e-05i,0.00049723+0.00022215i,0.00036558+0.00034657i,-0.00018606+0.00044664i,-0.00054486+0.00014554i,-0.00041363+5.0846e-05i,-0.00011255+1.9647e-05i,-0.00046786+0.00024408i,-0.00048961-0.00016506i,-0.00055298-0.00090383i,-0.0011581-0.00075322i,-0.0010506+0.00042221i,-0.00037256+0.00087783i,-0.00041768+0.0003808i,-0.00048963+0.00043779i
0.0019591+0.00078786i,0.0024037-0.00020561i,0.0022757-0.0003474i,0.0013489+0.00062935i,6.1889e-05+0.0011685i,-0.00034502+0.0012332i,-0.00027229+0.0016839i,0.00021165+0.00075157i,0.00063398+6.9441e-05i,0.00016648+0.00023194i,-0.00068598+7.4396e-05i,-0.00032109-0.00020525i,0.00047096-0.00012269i,0.00018027-0.00024156i,-1.9257e-05-0.0004811i,-0.00021694-0.00024263i,-0.00050399-0.00053825i,-0.00060216-0.000684i,-0.00057645-0.0003017i,0.00028308-0.00023646i,0.00011373-3.259e-05i,-0.000397+0.00019106i,-0.00048506+0.00048777i
0.002054+0.0019504i,0.0014162+0.00016662i,0.0012404-0.00064777i,0.0010297-0.0001651i,0.0011195-0.00025514i,0.00081592+0.00058415i,0.00081515+0.0015006i,0.00035636+0.00104i,0.00034328+4.3643e-05i,0.00032141-0.00054641i,-3.8096e-05-0.00055973i,0.00030708-0.00077349i,0.00069272-0.00073861i,0.00057568-0.00055389i,0.00054265-5.3113e-05i,0.00021101+0.0006262i,-0.00021769+0.00025906i,-0.00034003+0.00020985i,-0.00078866+0.0010762i,-0.00040573+0.00057572i,6.2648e-05+0.00012998i,-0.00058247-1.5396e-05i,-0.00034371-0.00032077i
0.0020257+0.00048006i,0.0024325+0.0002346i,0.001671+0.00085825i,0.00085108+0.0016323i,0.00059681+0.0023642i,0.00074471+0.0024613i,0.00066058+0.0015504i,0.000566+0.00057244i,0.00060762+0.00030116i,0.00026015+7.9874e-05i,0.00010052+6.1401e-05i,2.1431e-05+8.4236e-05i,6.0739e-05-3.3457e-05i,-4.4663e-05+3.8527e-05i,-0.00018834-0.00027286i,-0.00022722-7.4606e-05i,-8.3157e-05+0.0003423i,-9.4652e-05-2.071e-06i,-1.0402e-06+0.00010258i,0.00068156+0.00085553i,0.00091075+0.0014892i,0.0012614+0.0011201i,0.0010345+0.00091481i
0.00096091-0.00041175i,0.0020873+0.00014439i,0.0016824-0.00042216i,9.6475e-05-0.0010301i,-0.00066936-0.00012026i,-0.00065283+0.00042731i,1.9133e-05+0.0014622i,-0.00036558+0.0013618i,-0.0003077+0.00040464i,0.00023511+0.00029426i,8.4552e-05-0.00014078i,-0.00011847-0.00038467i,0.00029854+7.5593e-05i,0.00081819+0.00065848i,0.00049285+0.00023799i,0.00030174+0.0001917i,0.00011958+0.00055467i,-1.0156e-05+0.00030707i,-8.7038e-06+0.00030378i,-0.00020449+0.00072253i,-5.614e-05+0.001241i,0.00043792+0.0011852i,0.00022498+0.00099777i
0.0018812+0.0017772i,0.0016733+0.0011912i,0.00026984+0.0011848i,3.0142e-05+0.0010302i,-7.07e-05+0.0013865i,-0.00042601+0.0020387i,-0.00029382+0.0010351i,-0.00034891+5.2838e-05i,-0.00052419-0.00011163i,-0.00015698+4.4619e-05i,-0.00038251+0.00091357i,-0.00088426+0.0011184i,-0.00061918-0.00042573i,-0.00045991-0.001287i,-0.00048458-0.001153i,0.00011949-0.001325i,0.00062619-0.00073575i,-0.00020564+0.00068361i,-0.00057939+0.0010577i,0.00052095+0.00025981i,0.00075478-0.00055233i,0.00030725-0.00042801i,-0.00017962-0.00010328i
0.0010583+0.0017556i,0.00046945+0.0014014i,-0.00063676+0.00015652i,-0.00073784+0.00094301i,-0.00089326+0.0022583i,-0.00099575+0.001608i,1.8365e-05+0.0013375i,7.2726e-05+0.0013499i,-0.00017772+0.00040186i,8.2572e-05-0.00039675i,-0.00013956+0.00012344i,0.00045985+0.0006843i,0.0011199+0.00034711i,0.00082875+0.00054379i,9.564e-05+6.7303e-05i,0.00019076-0.00019134i,0.00072515-0.00019925i,0.00023791-0.00033575i,-0.00013685-0.0005231i,0.00078935-0.0011826i,0.0009083-0.00048776i,-9.0801e-05+0.00028388i,-0.00057429+0.00054266i
0.00081675+0.0015831i,0.0019261+0.00091845i,0.0019517+7.7579e-05i,0.000531+0.00015336i,-0.00013768+0.00092576i,4.7393e-05+0.00076143i,-0.0001042+0.00054319i,-7.7105e-05+0.0009085i,-8.9555e-06+0.00081653i,-0.00056525+0.00020073i,-0.00085639-0.00012165i,-0.00084901+0.00020905i,-0.00061303+0.00045509i,-0.00052841+0.00080097i,-0.0004437+0.00072092i,0.00019253-0.0001732i,-0.00030228+0.00011308i,-0.00090257+0.0003609i,-0.00078354-0.00010091i,0.00031878-0.00032024i,0.0003216-0.00032348i,-0.00047113-0.00013023i,-0.0004444+0.00040206i
0.0007395+0.0017728i,0.0018517+0.001083i,0.0021619+0.0012097i,0.0013822+0.00066578i,0.00042679+0.00081425i,0.00014913+0.0017205i,-0.00029826+0.0020301i,7.7765e-05+0.0013306i,0.00098184+0.00021287i,0.00081703+0.00086999i,0.00013031+0.0016422i,-0.00027317+7.372e-05i,-0.00042004-0.0014081i,-0.00036397-0.00064316i,-4.3339e-05-0.00010015i,0.00045803-0.00014119i,0.00064324+0.00027082i,-2.2688e-05+2.3571e-05i,-0.0010941-0.00051547i,-0.0012053-5.0322e-05i,-2.0192e-05+0.00050075i,0.00029882+0.00085443i,0.00012798+0.00056232i
0.00031208+0.0020173i,-0.00091627+0.0013483i,-0.00070276+0.00013239i,-0.00011667-0.00017169i,0.00053228+0.00024579i,0.00062482+0.00024741i,-0.0001147+0.00035316i,-0.00039131+0.00013179i,-0.0005823-0.00025556i,-0.00059999+0.00011311i,-0.00069761-0.00057116i,-6.9898e-05-0.0014041i,0.00030462-0.001117i,0.00030861-0.00058549i,0.00040144+0.00046884i,0.00028884+0.00095588i,-0.00025368+0.00037394i,-0.00043737+0.0002235i,0.00060373+0.00050062i,0.0010672+0.00050087i,0.00021364+0.00016619i,-0.00079968-0.00047196i,-0.0004895-0.00053012i
0.0022467-0.00033481i,0.0014691+0.0004531i,-0.00013215+2.9227e-05i,-0.00049615+0.00067003i,-0.00041418+0.001624i,-0.00057433+0.0022548i,-6.8589e-05+0.0014849i,0.0007178+0.0008887i,0.00086246+0.00079497i,0.00044177-0.00014753i,0.00041794+0.0002422i,0.0013337+0.00077727i,0.0014459+0.00047557i,0.00091125+0.00071417i,0.00010905-2.4458e-05i,0.00011257-0.00096578i,0.0010259+2.7261e-06i,0.00085736+0.00091851i,-0.00024776+0.00097576i,-0.00080131+0.00082748i,-0.00036003+0.00096524i,0.00046827+0.00071025i,2.5568e-05+0.00037255i
