-0.00058894+0.00064711i,-0.00093717-0.00063822i,-0.003421-0.0019525i,-0.0033214-0.0015318i,-0.0014097+0.00042008i,-0.0010009+0.00066699i,-0.0012232+0.00067369i,-0.00054793+0.00082231i,0.00094593+0.00055364i,0.0019477+9.6367e-05i,0.0015369-0.0004627i,0.00079903-0.00040802i,0.00043862-0.00032677i,0.00029486-0.00010914i,0.00024865-0.00011315i,0.00016263-0.00027494i,9.6964e-05-0.00020248i,0.00024159-0.00012868i,0.0004054-0.00078451i,0.00043425-0.0012412i,0.00034266+6.6168e-05i,0.00036398+0.00088085i,-1.2433e-05+0.00027897i
-0.0011107+0.00094401i,-0.0011699+0.00030803i,-0.0015886+2.9519e-05i,-0.0011064-0.00071788i,-3.6691e-05-0.0011795i,0.0001604-0.00018646i,7.9022e-05+0.00022803i,-0.0002029-0.00037301i,-0.00034898-0.00076089i,-0.00076688-0.00056109i,-0.0010822-0.00034107i,-0.00095444+0.00051277i,-0.00043548+0.00074706i,0.00044816+0.00012254i,0.0004122-0.00019974i,0.00049394+0.000155i,0.00037915+0.00083798i,1.2027e-05+0.00095777i,-0.00022914+0.00034723i,-0.00018912+0.00026294i,-0.00022212+0.00058692i,-0.00044368+0.00054444i,-0.00088406+0.00017977i
-0.0014797+0.00022519i,-0.00025812-0.00031105i,0.00049103-0.00011729i,-0.00012832+0.00050838i,-0.00013177+0.00068507i,0.00099134+0.00066615i,0.00047388+0.00057469i,-0.00079042+0.00017208i,-0.0014191+0.00010529i,-0.0015619+0.00050575i,-0.0007656+0.0012326i,-0.00022549+0.001594i,-0.00017868+0.0011598i,0.00011178+0.00092005i,0.00053344+0.00071943i,0.00054237+0.00048132i,0.00021678+9.2518e-06i,0.00049767-2.2284e-05i,0.00048178+0.0012387i,0.00022989+0.0016336i,0.0001969+0.0014661i,-0.00065231+0.0012689i,-0.00093513+0.0008622i
-0.0015475-0.00017267i,-0.0020222+0.00034132i,-0.0012251+0.0010027i,-0.0010248+0.001109i,-0.001202+0.00075185i,0.00042289+0.00017123i,0.0010381-0.0006553i,0.00060758-0.00069016i,0.00025407-0.00059495i,-0.00031586-0.00038578i,-0.00063627+0.00020344i,-0.00019824+0.00013315i,0.00080471+0.00045486i,0.00090332+0.00031693i,0.00042635+0.00054764i,0.00040114+0.00063435i,0.00082919-0.00051623i,0.0003849-0.00072481i,-7.2508e-05-0.00014589i,-3.1245e-05+0.00054751i,-3.9455e-05+0.00059073i,-0.00032166+0.00021769i,-0.00025683+0.00010954i
-0.0011621-0.00052588i,-0.0013184+5.4094e-05i,-0.0023157+0.00032014i,-0.0022473-0.00032992i,-0.00078692-0.00068037i,0.00052318+4.8922e-06i,0.00050396+0.00055894i,-0.00020901+0.00033932i,-0.00033489-0.00017063i,-0.0003241-5.6815e-05i,-8.9083e-05-0.00020179i,0.00046919+0.0002323i,-7.4918e-05+0.0018383i,-0.00088982+0.0018919i,-0.00027809+0.00073487i,0.00085238-9.1426e-05i,0.001643-0.00057107i,0.0011321-0.00058028i,-5.4296e-05+4.8119e-05i,-0.00027857+0.00022134i,-2.8277e-05+0.00041005i,4.9843e-05+0.0004261i,0.00043965-9.3023e-05i
-0.0008395+0.0001365i,-8.3006e-05-0.00059953i,0.00087961-0.00011954i,0.00030761+0.00051294i,0.00077753+0.00055975i,0.0010047-0.00075936i,0.00085256-0.0015861i,0.00075871-0.00043586i,7.3375e-05+0.00064966i,-0.00047266+0.00045572i,2.9675e-06-0.00017988i,0.00037851-0.00069812i,0.00016675-0.00021994i,-0.00019577+0.0010978i,-0.00020781+0.00082943i,0.00027933-8.4222e-05i,0.00015083+0.00057163i,0.00010474+0.00055488i,0.00021016-0.00018865i,5.4337e-05-0.00037464i,0.00019087-0.00021483i,0.00034817+7.531e-05i,0.00027854-0.00011283i
-0.00010073+3.3862e-05i,-0.00043747+0.0008997i,-0.0022769+0.001157i,-0.002619+0.00062136i,-0.00098427+0.00014958i,0.00054916+0.00047162i,0.00071538-0.00012214i,0.00027622-0.0013698i,-0.00020847-0.0011325i,-0.00041098+5.2491e-05i,-0.00033569+0.00090304i,-3.7982e-05+0.0011751i,-0.00041152+0.0011674i,-0.00019782+0.00099241i,0.00013764+0.00062308i,-0.00014819+0.00013911i,0.00015962-0.00083749i,0.00053534-0.00055919i,0.00023759+0.00022013i,-0.00026681+0.000129i,-0.00024309+5.869e-06i,-2.1518e-05-0.00053593i,-0.00037038-0.00045309i
0.00086252+7.3546e-05i,0.00091321-1.2413e-05i,-0.00036763-0.00085787i,-0.0015129-0.0021484i,-0.00064274-0.0015986i,-0.00017473+5.3562e-05i,-0.00082374+0.00055323i,-0.00082837+7.6043e-05i,-0.00068365+0.00018323i,-0.00038247+0.00054832i,-0.00091138+0.00068612i,-0.00095458+8.034e-05i,-0.0001119-0.00058909i,0.0007903-0.00040773i,0.00089228-0.00016525i,0.00083004-0.0003036i,0.0012158+0.00061654i,0.00086284+0.0010608i,0.00011789-3.5684e-07i,6.0467e-05-0.00039195i,0.00033406-0.00032635i,0.00033313+5.9747e-05i,-1.717e-05+7.7661e-05i
0.00028162-0.0010591i,-0.00018718-0.00081745i,-0.00069995-0.0015241i,-0.00057682-0.00077797i,0.00042351-0.0005495i,0.0012096-0.00048358i,0.0011544+0.00050847i,0.00060727+0.0007838i,0.00054569+0.0007537i,0.00039083+5.9075e-05i,-0.00030509-0.00023951i,-0.00056747+0.00049693i,-0.00025698+0.0013953i,-0.00030309+0.0011617i,0.00015131+0.00062492i,0.0011319+0.00010098i,0.0012574-8.2572e-05i,0.0007568-0.00037153i,0.00023145-0.00033343i,0.00012823-0.00059724i,0.00060651-0.00060325i,0.00033843+0.00024586i,0.00019507+0.00052386i
-0.00024783+0.00029686i,0.00052731+0.00010285i,-0.00026798-6.1765e-05i,-0.00096844-0.00072981i,-0.00047797-0.0014117i,0.00011796-0.0011472i,0.00064024-0.00018989i,0.0014031+0.00067346i,0.0011021+0.00068727i,0.00022241-9.1767e-05i,-0.00035727-0.00048597i,-0.00093586-9.6381e-05i,-0.00071951+0.0010482i,-0.00029859+0.0012052i,0.00069243+0.0003364i,0.0010914+0.00019376i,0.00063057-3.0262e-05i,0.00038126-0.0005649i,7.7635e-06-0.00044359i,-0.00046263+0.00056467i,0.00017775+0.00099239i,0.00053369+0.00016212i,-0.00038507-0.00057839i
-0.00013622-0.0001166i,-0.0018546+0.00014153i,-0.0022656+7.306e-05i,-0.0018562+0.00026328i,-0.0017323+0.00059256i,-0.00023709-0.00016285i,0.00057126-0.0010829i,3.0674e-05-0.00080016i,-0.0003486+4.7908e-05i,0.00015776+0.00069665i,1.9074e-06+0.0009539i,-0.00075966-6.0726e-06i,-0.00012128-0.0007813i,0.00053709-7.003e-05i,0.00050076+0.00048351i,-9.2383e-05+0.00073954i,-0.0001191+0.00084701i,-0.00015696+0.00059668i,-0.00074315-0.0005122i,-0.0002942-0.00079063i,0.00013822+0.00019378i,-0.00038204+3.5924e-05i,6.3434e-05-0.00098388i
0.00025611-0.0022878i,0.00038493-0.0027881i,0.00024366-0.0040632i,-0.00061488-0.0031162i,-0.0014756-0.0012248i,-0.00089823-0.00058856i,0.00057074-0.00048694i,0.00028671-0.00043895i,-0.00042056-0.0010111i,-0.00015825-0.0013898i,-0.00065989-0.00043668i,-0.0017701-0.00030245i,-0.0011947-0.00061153i,-0.0003836-0.00024781i,3.5568e-05-0.00040831i,-0.00059642-7.9144e-05i,-0.0011674-0.00022154i,-0.00065617-0.0013102i,-0.00017307-0.00054524i,-0.00012488+0.00075036i,-5.3009e-05+0.00054112i,-0.00043069-0.00028683i,-0.00074943-0.00078119i
-0.00010249+6.3571e-05i,0.00026671+0.00045742i,-0.00033632+0.0007785i,-0.00016038+0.00040427i,0.00087696-0.00028569i,0.00094348+0.00020801i,0.00058031+0.00061371i,-0.00010059+0.00087053i,-0.00017203+0.00039968i,0.00063922-0.0008187i,0.0011083-0.00070718i,0.001117+0.00022527i,0.00084104+0.00077831i,0.00088283+0.0012851i,0.00091794+0.0010891i,0.00084324+0.00065995i,0.00089339+0.0003511i,0.0006696-0.00010697i,0.00037972-0.00054001i,0.00020077-0.00055511i,0.00054946-8.7339e-05i,0.0003443+0.00057604i,0.0003692+0.00063667i
0.00024573+0.001083i,-0.00036435+0.0018264i,-0.00079017+0.00067113i,-0.0011192-0.00029581i,-0.0011373-0.00061186i,-0.00023514-0.0011641i,0.00033459-0.000584i,-8.6339e-05+0.00044608i,0.00032736+0.00021447i,0.00044008-0.00018471i,9.6937e-05-9.9741e-05i,-0.00025637+0.00049183i,-0.0016555+0.00076188i,-0.0013023+0.00042841i,0.00059098+0.00058227i,0.0011749+0.00089801i,0.0004755+0.00065559i,-0.00031245+0.00033375i,-0.00054121-0.00018384i,-0.00019628+0.00010389i,0.00032432+0.0012074i,8.6402e-05+0.0011225i,-0.00030982+0.00027483i
-0.00060011+2.9113e-05i,8.5736e-05-0.0013177i,-0.00072161-0.0014707i,-0.0022073-0.0011926i,-0.001229-0.0011053i,0.00073012-0.00063348i,0.0010633+0.0002143i,0.00023034+0.00092425i,-9.7586e-05+0.00020818i,9.7854e-06-0.00042428i,-0.00032323+1.872e-05i,-0.00011536-9.8508e-05i,0.00016035-0.00010024i,-0.00012412+0.00036075i,0.00034327-0.00013738i,0.00044858-0.00069799i,0.00029992-0.00019868i,0.00015156+0.00022448i,3.1031e-05+6.0943e-05i,0.00081761-3.7126e-05i,0.0010251-0.00025497i,0.00020126+0.00023619i,-0.00050286+0.00033848i
-0.0014508-6.3627e-05i,-0.0016224+0.0011645i,-0.0012791+0.0013843i,-0.00098169+0.00037362i,-0.00056453-0.00032257i,0.00011692-0.00069761i,0.00015874-0.00084012i,-0.0004192+2.8822e-05i,-0.00029841+0.00088596i,-0.00040155+0.0006483i,-0.0010456+0.00038022i,-0.0011582+0.00080522i,-0.00065657+0.00020116i,0.0010797-0.00029235i,0.00099097+2.6412e-05i,-1.6228e-05-8.9875e-05i,0.00056835-0.00018775i,0.00072826-0.00039273i,0.00025868-0.00010762i,4.0223e-05+0.00014445i,0.00048598-0.0002837i,0.00098541-0.00022424i,0.00053889+0.0002684i
-0.00044765-0.0025003i,0.00012327-0.0021798i,-0.00043839-0.0010539i,-0.00079386-0.0006796i,-0.00038694-0.0016666i,-4.2684e-05-0.0011156i,0.00051801-0.00067187i,0.00056981-0.0005768i,0.0003448+5.9655e-06i,-2.1032e-05+0.00017129i,-0.00042516+0.00039318i,-0.001174+0.00067332i,-0.0013452+0.00068194i,-0.0011512+0.00063817i,-0.0005868+0.00054193i,-9.6626e-07+0.00041344i,0.00017026+0.00030158i,-7.4675e-05-0.00027099i,-0.00096134-0.00050736i,-0.00067242-0.00041707i,-0.00020011-0.00030182i,-0.00053647+6.751e-05i,-0.00079509+0.00014403i
-0.00051645-0.00020684i,-2.591e-05-0.0012383i,-0.00054202-0.00082412i,-0.0011304+0.00035965i,-0.00045099+0.00038931i,0.00085597-0.00010295i,0.0011654+0.00016441i,6.2384e-05+0.00093075i,-6.5478e-05+0.0017586i,-0.00025744+0.0015894i,-0.00088599+0.00066129i,-0.0003223+0.0003429i,0.00015604+0.00028827i,-0.00024172+0.00018235i,-0.0002669-0.000611i,3.7759e-05-0.00038163i,0.00030382-3.0167e-05i,0.00057986-0.00054214i,0.00037659-0.00043231i,1.7975e-05-0.00039636i,-0.00034226-0.001282i,9.9861e-05-0.00096037i,0.00026365+0.00019757i
-0.00012171+0.00063415i,-0.00060623+0.00050367i,0.0001997+0.00050737i,0.00070135+0.00043614i,0.00096847+0.00024033i,0.0012946+0.00057798i,0.0013758+0.00087948i,0.0010182+0.00040448i,0.00034859+8.3664e-05i,0.00011203+4.1508e-05i,-6.2311e-05-0.00027498i,-0.00050513-0.00018614i,-0.00028646+0.00013704i,0.0002851+0.00031227i,0.000284+0.00014156i,0.00010779+0.00037576i,0.00047463+0.00073163i,0.00047067+1.6392e-05i,0.00020462-0.00087747i,0.00015403+0.00013182i,-0.00013806+0.00068848i,8.4247e-06+6.1496e-05i,0.00055909-9.3994e-06i
-0.00093871-0.0015412i,-0.0012315-0.001044i,-0.0020991-0.00070646i,-0.0027459+0.00030073i,-0.0017638+0.00057792i,0.0002045+0.00033316i,0.00054715+0.00060328i,-0.00042312+0.00029662i,-0.00068789-0.00054852i,-0.00045951-0.00036663i,-0.0003452+0.00024439i,-0.00079185+0.00080339i,-0.0007629+0.00089797i,-0.00020728+0.0013174i,0.00071325+0.0011693i,0.00086615+0.00017006i,0.00060581-0.00067996i,0.00023416-0.0013612i,-0.00068777-0.0013566i,-0.00083823-0.0011392i,9.7602e-05-0.0011191i,-0.00016862-0.0010324i,-0.0010418-0.00071095i
0.00093954+0.00096711i,0.0017485-0.00047822i,0.001707-0.0015637i,0.0011956-0.0024331i,0.00084267-0.0027194i,0.00057859-0.0022018i,0.00093439-0.0020128i,0.00089843-0.0013863i,0.00074655-0.0002418i,0.0011086+7.3056e-06i,0.00074504-0.00014605i,-0.00036143+0.00036157i,-0.00014744+0.00012855i,-0.00012788+0.00046964i,-0.00020203+0.00092051i,-6.001e-05+0.00062869i,-0.00010974-0.00032844i,0.00019213-0.00046216i,-0.00051534+1.0985e-05i,-0.00098034-0.00059447i,-0.00045622-0.0008175i,0.00010059-0.00017056i,0.00069669-0.00027348i
-0.00047034-0.00058372i,0.0001374-0.00098553i,-0.00016252-0.0011596i,0.00022748-0.00049657i,0.00074513+0.00066304i,0.0010968+0.0009708i,0.0011161+0.00030702i,0.0007064+5.1729e-05i,0.0005421+0.0002287i,2.2568e-05+0.00022626i,-0.00086512+7.7369e-05i,-0.0011525-0.00010862i,-0.00062773-0.00017729i,-1.2281e-05+5.509e-05i,1.307e-05-0.00015272i,-0.00023086-0.0003066i,-0.00018717+0.00029883i,0.00017526+0.00034759i,0.0004838-2.137e-05i,0.00049896+0.00023636i,0.00076475+0.00061025i,6.5006e-05-6.804e-05i,-0.00027565-0.00045569i
-0.0012229-0.00035544i,-0.00027119-0.00033775i,-0.00013767+0.00060728i,2.2796e-05+0.00088048i,4.1689e-05+0.00026751i,0.00035519+0.00032665i,0.0013702+0.00050304i,0.0011536-0.00029184i,0.00051979-0.00045875i,0.00035334+0.00017804i,-0.00041+0.00049299i,-0.0011818+0.0006591i,-0.0008423+0.0012408i,-0.00097689+0.0011179i,-0.00083057-0.00010958i,0.00050724-6.6227e-05i,0.00072685+0.00032265i,0.00054181+0.00015962i,0.00057171-0.00039833i,-5.9412e-05-0.0011091i,-9.7442e-05-0.00065013i,3.3943e-05+0.00021493i,0.00023291+0.00039696i
-0.00044328-0.0020939i,-0.00071407-0.0019014i,-0.0028735-0.00041771i,-0.0032559-0.0008241i,-0.0007196-0.00081243i,0.0011074-0.00047274i,0.0010929-6.7651e-05i,0.0010806+0.00074292i,0.0001549+0.00060921i,-0.00053895-0.00042425i,-0.00061769+9.2265e-05i,-0.0012882+0.0012107i,-0.0008636+0.00052i,-0.00060145+0.00018825i,-0.00065042+1.7463e-05i,-0.00014032-0.00047158i,0.00019536+0.00018647i,-3.4375e-05+0.0011743i,0.00011835+0.00080914i,0.00025582-0.00015485i,-0.00022871+0.00022683i,-0.00033381+0.00029902i,-0.00024606-0.00035536i
0.000268+0.0016335i,-0.00016162+0.0019486i,0.0014865+0.0011561i,0.0022386+0.00096617i,0.00044526+0.00029464i,-0.00024321-0.00016034i,-3.657e-05+0.00018331i,-0.00031648-0.00032383i,-0.00061276+9.0563e-06i,-0.00027502+0.00057619i,-0.00033437+0.00028838i,-0.00058517+0.00027683i,-0.00028428+0.00035119i,-0.00017861+0.00020997i,-6.9215e-05-0.00021884i,0.00033365-0.00019452i,0.00047843+2.3607e-06i,0.00029245-0.00042167i,0.0001271-0.00046184i,-0.00027759-0.00014608i,-0.000245+0.00013325i,-0.0005986+0.00011092i,-0.00099885+0.0003715i
0.00094658+0.0012142i,0.0010855+0.0019566i,0.00011762+0.0012783i,-0.00076173+0.00056814i,-0.00035884+0.00082921i,0.00023289+0.0010528i,1.4243e-05+0.00026083i,-0.00035583-0.00014885i,-0.00097832+0.00034687i,-0.00070233+0.00044701i,-7.8736e-05+0.00085084i,-5.2079e-05+0.0012196i,-0.00063064+0.00082558i,-0.00073158+0.00057726i,0.00016199+0.00066377i,0.00060084+0.0001614i,-2.274e-05-0.00019847i,-0.00079343-4.9775e-05i,-0.001216-3.8117e-05i,-0.00093831+6.4334e-05i,-0.00037274-0.00026152i,-0.00072234-0.00037864i,-0.00014635+0.00025869i
-0.0007894+0.0012881i,-0.0010958+0.001021i,-0.0011858+0.00083318i,-0.0014273+0.0005023i,-0.00089466-0.00011124i,0.0004996-0.00054469i,0.00095035+3.325e-05i,-0.00028289+0.00050181i,-0.00070063+0.00091706i,-0.00079641+0.0012989i,-0.0014608+0.00064676i,-0.0012295+0.00011711i,-0.00026583+0.00028042i,2.4274e-05+0.00054843i,0.00047864+0.00028117i,0.0011604-0.00025437i,0.0014189-0.00049224i,0.00056338-0.00071763i,0.00010496-0.0013165i,0.00033688-0.0014097i,0.0004981-0.00050768i,0.00026529+0.00027437i,-0.00049019-0.00017606i
0.00079327+0.00016749i,0.0007802+0.00010109i,0.00088521-0.00016017i,0.0008169-0.00070895i,-0.00010627-0.00032528i,-0.0004121+2.8687e-05i,0.00067612+1.0997e-05i,0.001454+6.7249e-05i,0.00050129+0.00027262i,-0.00069031+9.9277e-05i,-0.0010948+0.00010452i,-0.00081563+0.00046988i,-0.00098457+0.00032598i,-0.00060888+5.8794e-05i,0.00029981+0.0001424i,-5.9191e-05+0.00022503i,-0.00079202-0.00050581i,-0.00023519-0.00057065i,0.0007047+0.00034861i,0.00087501-0.00031556i,0.00084526-0.0007218i,0.00027998-0.0001622i,-7.9183e-05+0.00015839i
-0.0013777+0.00066696i,-0.0018964+0.0019912i,-0.0017808+0.0011553i,-0.0013804+0.00049382i,-0.00073227+0.00028764i,-0.00010002+0.00058555i,0.00032789+0.00073637i,0.0002477+0.00045586i,-0.00061597-2.6135e-05i,-0.0014134-0.00029443i,-0.0014202+0.00032411i,-0.00072098+0.00071502i,-0.00019812+0.0011064i,0.00029693+0.0014571i,0.0013941+0.00090115i,0.0011345+0.00056054i,7.2547e-05+0.00059595i,-0.00051811-2.8433e-05i,-0.00022991-0.00049628i,0.00051131-0.00021944i,0.0009714+0.00073511i,0.00053072+0.00090493i,-0.00027791+0.00070364i
0.00059215-0.0020528i,-0.0004219-0.0019204i,-0.00060667-0.0018916i,-0.00011235-0.0011846i,0.0002494-0.00036383i,0.00065845-0.00033045i,0.00068171-0.00022908i,0.00067027-0.00013018i,0.00056161-1.5676e-07i,0.00034614-5.7575e-05i,-0.00028533-3.6854e-05i,-0.00095272+0.00043794i,-0.0010707+0.0010091i,-0.00039006+0.0008765i,-0.00015904-2.752e-06i,-0.00062652-0.00026245i,-0.00012663+0.00038774i,-5.468e-06+7.3139e-05i,-0.00061228-0.0007554i,-0.00038636-0.00027687i,0.00058401-0.00044298i,0.00044504+0.000139i,-0.00016318+0.0011593i
-0.0001361+0.0010612i,-0.00026804-1.5058e-05i,0.00030169+0.00043229i,0.00040293+0.0007141i,-0.00043289-6.8206e-05i,-0.00082268-0.00030746i,-0.00058813-0.00015284i,-0.00042104-0.00024023i,1.1444e-05-0.00023387i,-0.00066803-0.00048665i,-0.0012868-0.00064599i,-0.0011593+0.00038108i,0.00043365+0.0010678i,0.0008326+0.00069779i,0.00035523+0.00058238i,0.00024592+0.00072906i,0.00054067+0.00025189i,0.00090897-0.0003889i,0.00099032-0.0006225i,0.00075619+8.8756e-05i,-0.00041694+0.00036119i,-0.00036883+0.00034588i,0.00034358+0.00040781i
-0.00039447-0.00018423i,-0.0002626-0.0004556i,-0.00017215-0.0013965i,-0.00053462-0.0014855i,0.00046549-0.00093293i,0.0012988-0.00013159i,0.00025804+0.0002156i,-0.0008348+0.00042254i,-0.00046456+0.00073663i,0.00021964+0.00081698i,-0.00029577+0.00083367i,-0.0011821+0.00093236i,-0.00067206+0.00049005i,0.00047695+0.0001105i,0.00036386-0.00036215i,-0.00014005-0.0009031i,-0.00020289-0.0012432i,-0.00011732-0.00064981i,0.00043435+0.0002182i,0.00078659-0.0001862i,0.0005417-0.00033059i,8.5322e-06+0.00042986i,-0.00032873-2.5835e-05i
0.0010192-0.00053961i,0.0018987-0.0010876i,0.0020994-0.00031861i,0.00080052-0.0010188i,0.00037743-0.00098381i,0.00053238+0.00017497i,0.00057808+0.0001991i,0.00052793-0.00052668i,2.6229e-05-0.00025588i,-0.00064929+0.00017917i,-0.0014496+9.0556e-05i,-0.0013916+0.00026214i,-0.00056331+0.00016887i,0.00024511-0.00025i,0.0002193+0.00031975i,0.00043468+0.00074675i,0.0011612+0.00022507i,0.0010442-0.00058641i,-0.0002043-0.0010075i,-0.00035736-0.00050198i,0.00090182-0.00024688i,0.00070602-0.00016254i,-0.00010434-0.00030178i
0.00036416+0.00023849i,0.00086453-0.00034939i,6.6934e-05-0.00023098i,-9.2158e-05-5.3667e-05i,0.00032283-0.000357i,0.00028135-0.00079501i,0.00035475-0.00094204i,0.00079816-1.0091e-05i,0.00049552+0.0014219i,-0.00038554+0.0013722i,-0.00064627+0.00052639i,-0.00031368+0.00064344i,-0.00010963+0.0009506i,-0.00068456+0.001356i,-0.00046034+0.00084776i,0.00055485+8.8769e-05i,0.00082024+0.00024737i,0.00051153+0.0006282i,0.00050039+0.00037523i,0.00046673+0.00024606i,0.00059349+3.0255e-05i,0.00069641-0.00035865i,-2.6296e-07+0.00021579i
-0.0017819-0.0011137i,-0.0022432-0.0014729i,-0.002877-0.0023695i,-0.002906-0.0012888i,-0.0023098+0.00037015i,-0.00016553+0.00051448i,0.0011228-0.00028778i,0.0011-0.0005549i,0.00046465-0.00061785i,-0.0004026-0.00049527i,-0.0010621-0.00012392i,-0.000708+0.00033071i,0.00024574-4.8824e-05i,-0.00014026-0.00011053i,-0.00031414+0.00019065i,-0.00032281+0.00053409i,-0.00056736-0.00038815i,6.5242e-06-0.00082243i,0.00047097-0.00029324i,0.00041727+0.00037714i,6.2767e-05+0.00098745i,-0.00040914+0.00053903i,-0.00064627+6.8237e-05i
-0.0003101-0.00052588i,-0.00013228-0.0009928i,-0.00025656-0.00045752i,-0.00044578+0.0006854i,-0.0003728+0.00051556i,-1.3413e-05+8.5922e-05i,-0.00021123-0.00017994i,-0.00013905-0.00018657i,-0.00039143-0.00019934i,-0.00044614-0.00070866i,-0.00024076-0.00035554i,-0.00054007+0.00031262i,-0.00033456+0.0011937i,-0.00042342+0.0014621i,-0.00053457+0.00080022i,0.00012656+0.00027499i,0.0005367+0.00042521i,0.00017942+0.00032988i,-9.7954e-05-0.00028814i,0.00040557-0.00030507i,0.00069759-4.8347e-05i,0.00036178-5.1258e-05i,-0.00040983-9.0029e-06i
-0.00010407+0.001064i,-0.00084933+0.0009741i,-0.0004825+0.00018298i,0.0006357-0.00010312i,0.00066703-0.00052626i,0.00095398-0.00025292i,0.0014217+0.00053612i,0.00069783+0.00049195i,-0.00020796+0.00027532i,0.00018678+0.00057285i,0.00045348+0.00079797i,0.0003911+0.00053776i,-0.00025177+0.00051372i,-0.00092263-0.0002013i,-0.00013966-0.00074337i,0.00053432-0.00084108i,0.00077097-0.00038236i,0.00099719-0.00011485i,0.00099144-0.00044365i,0.00061407-0.00048986i,0.0002766-0.00073262i,0.00025644-0.00083925i,0.00024516-0.0002541i
-0.0016015-0.00018663i,-0.00074081+0.00075316i,0.00058801+0.0010231i,0.00053501+0.00039005i,-5.0108e-05+2.8488e-05i,0.00019651-0.00018665i,0.00034815-0.00020319i,0.00046522+5.3269e-05i,7.2873e-05+0.00053499i,-0.00060369+0.00057i,-0.00078122+9.1462e-05i,-0.00048695+0.00064666i,-0.00032032+0.00027436i,0.0001566-0.00098231i,0.00080869-0.00070604i,0.00099453-8.528e-05i,0.0008872-0.00056579i,0.00066536-0.00019296i,5.7708e-05+0.00068196i,0.00039582+0.00053992i,0.0010347+0.00031588i,0.00018828-4.5066e-05i,-0.00082119-0.00050613i
0.00070978+0.00012811i,-0.00077007-0.0011555i,-0.00073446-0.0018639i,0.00034555-0.0019169i,0.00040065-0.0015429i,0.00053213-0.00076085i,0.0011378-0.00021622i,0.00048724-0.00030749i,-1.9697e-05-0.00050156i,-0.00018085-0.00060424i,-0.0004865+0.00037026i,-0.00067442+0.00092944i,-0.00037719+0.0007178i,9.5717e-05+0.00094569i,0.00025456+0.00041832i,0.00066068-4.4871e-05i,0.00057048-0.00080744i,0.00057621-0.0011716i,0.00073101-0.0010674i,0.00053708-0.00044376i,0.00054544-3.6122e-05i,0.00040348+0.0002231i,-0.000239+0.00017919i
0.0014678+0.0010473i,0.0016492+0.00087044i,0.0015955+6.6457e-05i,0.00068665-0.00060784i,0.00014746+0.00036959i,0.00036723+0.00048703i,0.00013897-0.00041293i,0.00043846+0.00034107i,0.00096787+0.00040705i,0.00058434-8.2909e-05i,-0.00020983-0.00023805i,-0.0013243-0.00038915i,-0.0012575+0.00030903i,-0.00060008-8.6226e-06i,9.3388e-05-0.0009583i,0.00074694-0.0004842i,0.00034207-3.4495e-05i,-0.00039018-0.00023429i,-0.00058267-8.6332e-05i,-0.00084338+8.3354e-05i,-0.00037152-0.00029152i,-0.00015287-0.00079466i,-0.00026335-0.00055889i
-0.00062121-0.00087598i,-0.00020977-0.0011714i,0.00022252-0.0011252i,-0.00053757-0.0015955i,-0.0012055-0.00089838i,-0.00061007-0.00018786i,0.00021798+0.00023688i,0.00029841+0.00087599i,-0.0002528+0.00075742i,-0.00065543+0.00080011i,-0.0012354+0.00054248i,-0.0016652+0.0005475i,-0.00046443+0.00084003i,0.00051965+0.00071875i,2.1017e-06+6.5309e-06i,-0.00029973-0.00057246i,0.00056141-9.8834e-05i,0.0014198-0.00018213i,0.001293-0.0005041i,0.00051184-0.0007284i,-0.00022623-0.0012903i,-0.0003757-0.001552i,4.0263e-05-0.00075738i
-0.0010834-0.00068481i,-0.0010796+0.00078787i,-0.0015925+0.0017118i,-0.00094951+0.001529i,7.7786e-05+0.00094834i,0.00011963+0.00010787i,0.0012255-0.00066718i,0.0016251-4.8178e-05i,0.00071328+0.00093634i,-0.00037302+0.00056967i,-0.00086339+0.00026479i,-0.00031698+0.0011634i,-0.00038484+0.0016909i,1.2029e-05+0.0011377i,0.00051157+0.00019734i,0.00060178-0.00038813i,0.00051936-0.00045274i,0.00011445-0.00074365i,-0.00017989-0.00049586i,0.00019629+0.00014176i,0.00056375-0.00030418i,8.4646e-05-0.00056738i,-0.0006228-0.00040187i
0.00010658+0.00014192i,-0.00096357-0.00040375i,-0.00061105-0.00092032i,7.2707e-05-0.00015924i,0.00015634-0.00039976i,0.0010373-0.00090097i,0.00071088+0.00012985i,-0.00051279+0.00063036i,-0.0010193+0.0008584i,-0.0010787+0.00086966i,-0.00061093+0.00038558i,6.1905e-05+0.00085572i,0.00063139+0.0012886i,0.00056838+0.00057346i,0.00057871+0.00018353i,0.00019123+0.00058062i,-0.00080162+0.0002103i,-0.00059999-0.00091389i,0.00012907-0.00064736i,0.0003822-5.4685e-06i,0.0010068-0.0005057i,0.0011513-0.00053612i,0.00076074-0.00044026i
