-8.3335e-05-0.00013441i,0.00067904-0.00052256i,-0.00026439-0.0001759i,-0.00056529-0.0010033i,-0.0010557-0.0014196i,-0.0018665-0.00024725i,-0.0016229+0.001466i,-8.4572e-05+0.0019664i,0.0010508+0.0011413i,0.0012066+0.0006748i,0.00077123+0.00049486i,-0.0002185+2.359e-05i,-1.5412e-05-4.509e-05i,0.00046032-0.00026065i,0.00018167-0.00084649i,-0.00021709-0.00086283i,-0.00068865-0.00020253i,-0.00066228+0.0007467i,-0.00044113+0.0012561i,9.2285e-05+0.00026467i,0.00010262-0.0009863i,-8.9039e-05-0.0004619i,-0.00019701-0.00034084i
0.00068241-0.00074282i,0.00098268-0.00042546i,0.0019146+3.9904e-05i,0.0013617-0.00051785i,1.7544e-06-0.0012236i,-0.0010602-0.00055412i,-0.00047599+0.00041798i,0.00069972+6.2043e-05i,0.00041467-0.00019433i,0.00039796-0.00026916i,0.00062751-0.001172i,-0.00011439-0.0011947i,0.0001567-0.00055992i,0.00081446-0.001265i,0.00030642-0.0015021i,-0.00058288-0.00047663i,-0.0011788-0.00018041i,-0.0012945-0.00020363i,-0.0012586-0.00016796i,-0.0015423+0.00026422i,-0.0012431-0.00029043i,-0.00028741-0.0011284i,0.00011353-0.00096691i
-0.00064895-0.0024335i,-0.00050482-0.002246i,-0.0020751-0.0022482i,-0.0022269-0.0019216i,-0.0010186-0.0010295i,-0.00021428+0.00054367i,0.0001352+0.00087618i,0.00027841+0.00028735i,9.1535e-05-0.00013725i,0.00034572-0.00034626i,0.00037928-0.00046994i,-0.00025912-0.00010186i,-8.9862e-05+0.00033954i,0.00061424-0.00021482i,0.00053551-0.00060461i,0.00019832-0.00022618i,-0.00014829-0.00016901i,-0.00041719+0.00013395i,-0.0010935+0.00010525i,-0.0013283-0.00019901i,-0.00068518-0.00042103i,-5.4659e-05-0.0002067i,-0.0002814-0.00023371i
0.00058255+0.00017727i,0.0010273-0.00052631i,0.0014987-0.00012053i,0.00077972-0.00037423i,0.00041966-0.00062466i,0.0003304-0.00054129i,-4.5778e-05-0.00070998i,4.8755e-05-0.00076143i,0.00077902-0.0002332i,0.00097633-0.00067187i,0.00085946-0.0010484i,0.00093402-0.00045826i,0.00095469+0.00026891i,0.00048556-5.5903e-05i,-0.00033433-0.0013359i,-0.00038514-0.0017321i,-0.00030981-0.0010449i,8.4263e-05-0.00050729i,-0.00018444-9.53e-05i,-0.00057063+0.00018456i,-0.00060287-9.4863e-05i,-0.00062484-0.00024148i,-0.00053854-0.0002652i
0.00018119-0.0015061i,0.00049898-0.0010495i,-0.00053649-0.00076118i,-0.00012187-0.00088248i,0.00096951-0.00075671i,6.6195e-05-0.00049217i,-0.00090935-0.00059771i,-3.8843e-05-0.00083135i,0.00070173-0.0011726i,0.00028147-0.0014841i,-0.0002368-0.0013345i,-3.6976e-05-0.00079865i,0.00055537-0.00058258i,0.00023509-0.00069852i,-0.00051033-0.00056375i,-0.00098689-0.00026498i,-0.00077089+0.00013491i,6.2289e-05-2.6343e-05i,0.00051458-0.00069733i,0.00025932-0.00066318i,-0.00063282-0.00071185i,-0.0014774-0.00055069i,-0.00085568-0.0004557i
0.00018081-0.0016347i,0.00040329-0.0023439i,0.00035858-0.0024491i,-0.00047748-0.0015123i,-0.0019268-0.00072474i,-0.0027355+0.00049135i,-0.0018862+0.00049093i,-0.00079672-2.3861e-05i,-2.7358e-05-0.00029613i,1.0544e-05-0.00076438i,-0.00031882-0.00078125i,-0.00026048-0.0003788i,-4.58e-05-0.00038747i,0.00062635-0.00027258i,0.00061723+0.00015647i,0.00053842+0.0001301i,0.00036476+0.00021569i,0.00020089+4.1633e-05i,0.00040317+0.00047797i,0.00063158+0.00059478i,0.00082917+8.3476e-06i,0.00037335-0.00024163i,-2.2056e-06-0.0002567i
5.6499e-05-5.3055e-05i,0.0015988-0.00032146i,0.001599-0.00040615i,0.00080109-0.00051777i,0.00077235-0.00082845i,-7.7863e-05-0.0012635i,-0.00065011-0.0011008i,-0.00050277-0.00024126i,0.00033449+0.00025161i,0.00045453+0.00028327i,-0.00066238+0.00035482i,-0.00091296+9.9321e-05i,-0.000342+0.00019734i,0.00076469-4.1189e-06i,0.00090495-4.1324e-05i,0.00023441+5.8688e-05i,0.00068111-0.00027306i,0.00091686-0.00048314i,0.00086466-0.00046224i,0.00096177-0.00018182i,0.00046162+0.00035121i,0.00022755+0.00042157i,0.00020781+0.00013956i
-0.0014688-0.0021845i,-0.0015802-0.0020084i,-0.0025162-0.001547i,-0.0024538-0.00072878i,-0.0010198-0.00035708i,-7.5654e-05-4.323e-05i,0.00016845-4.9778e-05i,-0.00012237-0.00012274i,-0.00035779-0.00091354i,-3.028e-06-0.0010285i,0.00068219-4.9756e-05i,0.00084579+0.00056775i,0.00045866+0.0003197i,8.9281e-05+8.4639e-05i,0.00033527-7.5102e-05i,0.00032638-0.00066815i,7.1772e-05-0.00063663i,-0.00022175+0.00038995i,-0.0010161+0.00056793i,-0.0013524-0.00015109i,-0.0010865-0.00059013i,-0.00084287-0.0006189i,-0.00065527-0.00035249i
-0.00056118-0.0014162i,-0.0003114-0.00053977i,-0.00090767-0.0010073i,-0.00088719-0.00097859i,-0.00059272-0.00039604i,-0.00058619-0.00037358i,-0.00070996-0.00062241i,0.0002506+0.0001522i,0.0010718+0.00081576i,0.00088492+0.0006966i,0.00022086+0.00037312i,0.00032235+0.00015473i,0.00066226-0.00030767i,0.00083106-0.00028417i,0.0007832+0.00013888i,0.00060083+6.7948e-05i,0.00071565-0.00063775i,0.00040347-0.00074236i,0.00012229+0.00028565i,-0.00019386+0.00070761i,-0.00066202+0.00038973i,-0.00034628+0.00010033i,-0.00012456+0.00016357i
0.00070385+0.00090014i,0.00054349+0.00068745i,-0.00048748+0.00060684i,-0.00051897-0.00050352i,0.00018992-0.00081456i,0.00048093-0.00089277i,0.0002498-0.0006695i,5.8824e-05-0.00061378i,0.00031167-0.00051514i,0.00028963-0.00039163i,-1.2534e-05-0.00074953i,-0.00018535-0.00032558i,0.00021845-0.00026127i,0.00085133-0.00080729i,0.00024726-0.0012375i,-0.00019691-0.001517i,-0.00025131-0.0011341i,-0.00070851-0.00042556i,-0.00063262-1.0469e-05i,-0.00056399+0.00039455i,-0.00063992+0.0001781i,-0.00071038-0.00020001i,-0.00049692-0.00020864i
-0.00074439+0.00035752i,-9.5602e-05+0.00061221i,0.00014038+0.0022712i,-0.0001307+0.0024602i,0.00094525+0.0014259i,0.0011614+0.0010444i,3.9163e-05+0.00061772i,-0.00013779+5.0064e-05i,0.00016745-0.00042223i,3.3798e-05+0.00059562i,-0.00015395+0.0011347i,0.00018982+0.00023957i,0.00035386-0.00082849i,0.00042214-0.00089628i,0.00038991-0.00060742i,-0.00041229-0.00078006i,-0.00088933-0.00024163i,-0.0008492-0.00027403i,-0.00034769-0.00044733i,0.00077275-0.00033905i,0.00099392-0.00043792i,-0.00033549-0.00026573i,-0.00061981-0.00085963i
0.0019634+0.0010902i,0.0016069+0.00071894i,0.0018857-0.00036797i,0.001837-0.00084932i,0.0010766-0.00023686i,0.00040493+2.4233e-05i,-0.00015126+5.1654e-05i,-0.0004662-0.00020897i,-0.00015018+1.4319e-05i,0.00044805+0.00021699i,0.00016873-0.00051073i,-0.00036639-0.00086558i,-4.212e-05-0.001251i,0.00015022-0.0019012i,0.00010195-0.00084625i,2.1607e-05-0.00010977i,-0.00019932-0.00021208i,-9.2999e-05+0.00060548i,-0.0001901+0.0004751i,1.4918e-05+0.00022539i,0.0002558+5.2227e-05i,-0.00014452-0.0006593i,-0.0005829-0.0011341i
0.00095127+0.00034345i,0.0015119+0.0015596i,0.0016188+0.00017915i,0.0012706-0.0014114i,1.3354e-05-0.00086641i,-0.00068264-0.00033651i,-0.00021236-0.00067831i,-0.0003759-0.00072219i,-0.00070635-0.00087773i,-0.00020375-0.0007803i,0.00056492-0.0011569i,0.00024466-0.001473i,-0.00023266-0.0010099i,-0.00033117-0.00080961i,-0.00071149-0.0010479i,-0.00079334-0.00088153i,-0.00042556-0.0011046i,-5.4741e-05-0.0014454i,9.4491e-05-0.0002349i,-0.00028067+0.00011175i,-0.00056398-0.00018146i,-0.00030845-0.00029525i,-0.00015238-0.0001275i
-0.00073335+0.0012206i,-0.0011379+0.0013635i,0.00026133+0.0018168i,0.0024565+0.0011392i,0.0024025-0.00019987i,0.00051141-0.00048675i,-8.567e-05-0.00052249i,0.00033899-0.00014004i,0.0014539+0.00063901i,0.0017492+0.000787i,0.0015375+1.2954e-05i,0.0012316-0.001015i,0.0010815-0.00089299i,0.00047418-0.00044769i,-0.0003603-0.00027533i,-0.00043353-0.00057674i,-0.00057499-0.00040283i,-0.0011294-5.177e-05i,-0.00087233-0.00011182i,3.2603e-05-0.00039701i,0.00014939-0.0005755i,-0.00032809-0.00038896i,0.00014148+0.00023424i
0.0017319-0.00056105i,0.0013609+2.4325e-05i,0.0010822-0.0012602i,0.00012919-0.0012713i,-0.0011503-0.00060907i,-0.00096385+0.00017911i,-0.00025003+3.7595e-05i,-0.00019494-0.00075498i,0.00028861-0.000271i,7.3708e-05+1.6622e-05i,-0.00035336-0.00064264i,-0.00030367-0.0011128i,2.4461e-05-0.00058456i,0.00016191+0.00011263i,-9.4585e-05+4.6621e-07i,-0.00045051-0.00064217i,-0.0011529-0.00057214i,-0.0019261+2.5188e-05i,-0.0018124-0.00015832i,-0.00095248-0.00052486i,-0.00010178-0.0001446i,2.0962e-05+0.00033573i,-0.00058951-0.00035253i
0.001514+0.0022146i,0.0022513+0.00071953i,0.0026743+0.00045024i,0.0013867+0.00010984i,0.00057637-0.0017212i,0.00016934-0.0019768i,0.00017967-0.00070786i,0.00069411+0.00011606i,0.00089493-0.00023335i,0.0008778-0.0014123i,0.00049473-0.0013103i,1.4627e-05-0.00034507i,0.00010537-0.00016574i,0.00048384-4.3062e-06i,-0.0001115+0.00043162i,-0.0007669+0.00089135i,-0.0017167+0.00057944i,-0.0018865+0.00028017i,-0.00047046+0.00037088i,0.00073579-7.5283e-05i,0.0005559-0.00052928i,-0.00019061-0.00057523i,-0.00090376-0.00011151i
-0.00027292-0.0010363i,-0.00064016-0.00169i,-0.0018419-0.0020124i,-0.0018047-0.00089286i,-0.0012276+1.3585e-05i,-0.0010878+6.7247e-05i,-0.0011031+0.00023868i,-0.00079056+0.00032291i,-0.00042003-5.1168e-05i,-0.000475+0.00036184i,-0.00057693+0.00032485i,-0.00061592+0.00020763i,-0.00046049+0.00025007i,5.6022e-05-6.6646e-05i,0.0010944-0.00012807i,0.0012824-0.00062926i,0.00065993-0.0013167i,-0.00018059-0.0011288i,-0.00041351-0.00030924i,-9.2606e-05-0.00012499i,0.00041307-0.00050975i,0.0012543-0.0010024i,0.0012142-0.0010023i
0.00084007-0.0012923i,0.00071832-0.0015371i,0.00017983-0.00097417i,-0.00067596-9.5597e-05i,-0.0010919+0.00041695i,-0.00078217+4.1728e-05i,-0.00075822-0.00050612i,-0.0008808-0.0010521i,-0.00045639-0.00084918i,-0.00073347-0.00066008i,-0.0013919-0.00036203i,-0.00054372+0.00079055i,0.0007258+0.0010074i,0.00080853+0.00033623i,5.8617e-05+0.00018229i,8.8906e-05+0.00010036i,0.0003529-5.5989e-05i,-0.00013502-0.00062007i,-0.00026648-0.00062293i,2.7859e-05+3.681e-05i,2.881e-05+0.00016032i,-0.00022485-0.00062993i,-0.00021852-0.001227i
0.00045417-0.0013995i,-5.6757e-05-0.0017442i,-0.00066144-0.0025069i,-0.00097719-0.0025199i,-0.0014916-0.0019573i,-0.0011961-0.00075191i,-0.00015623+3.888e-05i,0.00022681+1.7351e-05i,0.00053425-0.0004821i,0.00094173-0.0005994i,0.00066192-0.00035536i,0.00041844+0.00023661i,0.00072074+0.00053557i,0.00073606-9.628e-05i,0.0003974-5.5894e-05i,0.00043725+0.00048353i,0.00033787+0.0005313i,-0.00023291+0.00031406i,-0.00044091+0.00030469i,-0.00023385-0.00022762i,0.00014976-0.00045823i,0.00027031-0.00031091i,0.00036901-0.00084325i
-0.0016162+0.0015475i,-0.0011402+0.0015391i,0.000135+0.0027184i,0.0013517+0.0023454i,0.00087139+0.00060374i,-0.00052778-0.0002385i,-0.00077733-0.00052726i,-0.0001338-0.00023206i,0.00023098-0.00015864i,0.00068084-0.0003382i,0.00095023-0.00040116i,0.00058063-0.00057244i,0.00092803-0.0004796i,0.0013319-0.00068222i,0.00093105-0.0010924i,1.6353e-05-0.00076115i,-0.0010667-0.00066979i,-0.0013079-0.00067778i,-0.0012128+5.7577e-05i,-0.000849-4.86e-05i,-0.0001132-0.00082654i,0.00040126-0.0014829i,-0.00022947-0.0012063i
0.0011483+0.00079149i,0.00074329+0.00098526i,0.001182+0.00097673i,0.0013446+0.0017922i,0.00042305+0.0013629i,0.00031884+9.1292e-06i,-1.1353e-05+8.0982e-05i,0.00018774+0.00011744i,0.00078726-7.0186e-05i,0.00034614+9.5608e-06i,-0.00025194-0.00033882i,-7.3978e-05-0.0012366i,0.00023334-0.0015297i,0.00049672-0.0015434i,0.00057732-0.0012111i,0.0002486-0.00088633i,-0.00049567-0.0007424i,-0.000376-0.00014408i,0.00048535+0.00050832i,0.00072652+0.00062379i,0.00035357-0.00011909i,-0.00082181-0.00088133i,-0.00064271-0.00039517i
0.00046933-0.0018955i,0.00044619-0.00082271i,-0.00013113-0.00052838i,-0.00068963-0.00072369i,-0.00075753-0.00039463i,-0.00056878-6.5116e-06i,-0.00021507+0.00012417i,-0.00031792-0.00014704i,-0.00032795-0.00057534i,-0.0001914-0.00047821i,-0.00034671-0.0001634i,-0.00019243-0.00048354i,0.00025753-0.00026506i,-8.4791e-05+0.00042904i,-5.8912e-05+0.00060889i,0.00021847+0.0004615i,-0.00027735+4.9649e-06i,-0.00080272+0.00032111i,-0.0009894+0.00052659i,-0.00085967-0.00012744i,-0.00059045-0.00036422i,-0.00014612-0.00011495i,-0.00025669+9.4637e-05i
5.8142e-05+0.00029173i,0.0011213-0.00027859i,0.0010722-0.00066519i,0.00076482-0.00053664i,0.00077505-0.0012896i,0.00045997-0.0022329i,0.00055919-0.0011305i,0.00093839+0.00030341i,0.001651+0.00053256i,0.0017997+3.7844e-05i,0.0012756-0.00025103i,0.00090528+0.00020612i,8.9589e-05+0.00068608i,-0.00026741+9.8508e-05i,2.8067e-05-0.00048779i,0.00040419-0.00034062i,0.00032575-3.0584e-05i,-0.00043347-5.9606e-05i,-0.00056288-0.00072021i,4.9032e-05-0.0012097i,0.00057951-0.00123i,0.00039366-0.0004293i,-1.7047e-06+0.00013652i
0.00070592-0.0012844i,0.00092171-0.001588i,0.0018357-0.00093618i,0.0010665+0.00020489i,-0.00092189+7.136e-06i,-0.00072683+6.6349e-05i,0.00017841+0.00088212i,0.0009883+0.00085837i,0.00095223+0.00040499i,0.0003548+0.00043024i,-0.00020029+0.00035629i,-0.00045141-0.00045634i,0.0005141-0.00061456i,0.0012739-0.00039079i,0.00050247-0.00033826i,0.00022137+0.00057581i,4.014e-05+0.00055879i,0.00020855-3.1602e-05i,0.00093273+0.00041152i,0.00033037+0.00048639i,0.00047021+0.00011649i,0.0009635-6.7861e-05i,-8.9833e-05-0.00040115i
-0.0015411-0.00045929i,-0.0010664-0.0001919i,-0.0013779+0.00081847i,-0.0014988+0.00049042i,-0.0016804-0.0013407i,-0.0011916-0.0019518i,-0.0010587-0.00080191i,-0.00098707+0.00013179i,0.00030248+0.00019341i,0.0011018+0.00043864i,0.00084122+0.00028288i,0.00061333-0.00054083i,0.0014072-0.001092i,0.0016412-0.00065724i,0.00058863-0.00031626i,-0.00041301+0.00019295i,-0.00096168+0.00017549i,-0.0013822+0.00015212i,-0.0010707+0.00073307i,-0.00034645+0.0010931i,-0.00034888+0.00079798i,3.5028e-05-0.00015448i,0.0012848-0.00078044i
-0.00030462-0.0010918i,-0.00044926-0.0015096i,-0.00051475-0.0012907i,-0.00064165-0.0010728i,-0.00040737-0.00093649i,-0.00018496-0.00050962i,0.00051185+0.0001808i,0.00068008+0.00079064i,0.00037958+0.00052077i,0.00032058+0.00035303i,8.3927e-05+0.00079029i,0.00055144+0.0010138i,0.0011404+0.00079905i,0.0011504+0.00045059i,0.001165-0.00020618i,0.00039515-0.00053318i,-2.2633e-06-0.00072587i,0.00052903-0.00090259i,5.5698e-05-0.00064438i,-0.00065163-4.755e-05i,-0.00069535+0.00021054i,-0.00055626-0.00048916i,1.3588e-05-0.0007244i
-0.00015624+0.00075042i,-0.00014648+0.00068247i,-0.00018937+0.00041377i,-0.00018884+0.00053643i,-0.00089882+0.00071593i,-0.0017467+0.00095703i,-0.0012506+0.00054252i,-0.00034394+0.0001726i,0.00078049-0.00042366i,0.0018288-0.0010878i,0.0014265-0.00057617i,0.00072872-0.00022189i,0.00066239+0.00012888i,0.00055666-7.5462e-05i,0.00029737-0.00028854i,-0.00066021-0.001265i,-0.00028482-0.0021416i,0.00014516-0.0014918i,-0.0005177-0.00066034i,-0.00088068+0.00019362i,-0.00075541+0.00018849i,-0.00096019-0.00025411i,-0.00075396-0.00033517i
-0.00061468+0.0014347i,-0.00042549+0.0010996i,0.00046433+0.0019885i,0.0010187+0.0011161i,0.00063114-0.00079795i,-0.00010323-0.0014614i,-0.00022484-0.0011143i,0.00029768-0.00043419i,0.00062756+0.0004328i,0.0010974+0.00033212i,0.0013488-0.00048883i,0.0013649-0.0013454i,0.0011225-0.00099535i,0.0003121-0.00027609i,-0.00037138-0.00017155i,-0.00043826-0.00063611i,-0.00070657-0.00096549i,-0.0006599+1.3576e-05i,0.00010166+0.00069899i,-0.00019499+0.00092647i,-0.0006327+0.000936i,0.00023089+0.00072613i,0.0012737+0.00016173i
0.00025345-0.00081435i,-0.00078122-0.00067025i,-0.00090327-0.00022502i,-0.00029794+0.00050291i,-4.1615e-05+0.00081738i,-0.0004174+0.00085726i,-0.000581+0.00058272i,-0.00040142+0.00024029i,0.00011708+0.00061116i,0.00085205+0.00048101i,0.0010192+0.00024663i,0.00052173-8.799e-05i,0.00064787-0.00047256i,0.00074724-0.00042966i,0.00021995-0.00060243i,-0.00033976-0.00022793i,-0.00043526+0.00018592i,-0.00026442+0.00060664i,-0.00033088+0.00099071i,-0.00070492+0.0004026i,-0.00054732-0.00011884i,-0.00022396+1.2458e-05i,-0.00031629-0.00019375i
0.00015717-0.0011439i,0.00029315-0.00079707i,-0.0010121-0.00019723i,-0.0020709+1.3427e-05i,-0.0019918-0.00042852i,-0.0010027-0.00083311i,-0.00044223-0.00054502i,-0.00023225-0.00075323i,0.00049347-0.00094551i,0.00066133-0.00020801i,0.0002271-4.2893e-05i,-0.00025711-0.00056743i,-0.00034332-0.00044623i,-0.00045121-0.00012175i,-0.00057459-0.00018036i,-0.00031995-0.00018892i,-0.00030916-0.0003875i,-0.00023657-0.00089955i,-7.1888e-05-0.00058462i,0.00013387+0.00016808i,0.00033415-0.00012783i,0.00035991-0.00099146i,8.8986e-05-0.00085761i
0.0016418-8.3743e-05i,0.00092972+0.00013131i,-0.00044472-0.0013413i,-8.1856e-06-0.00154i,0.00081107-0.00084357i,0.0014002-0.00072178i,0.00083945+4.6061e-05i,-5.7135e-05+0.00072456i,-7.5558e-05+0.00052193i,-0.00029359+0.00013539i,-0.00058195-0.00039482i,-0.00015513-0.0001697i,0.00027185+0.00020475i,-0.00021451-0.00037384i,-0.00056142-0.00087404i,0.00016149-0.0007209i,-0.00010825-0.00014543i,-0.00078888+0.00032583i,-0.00044879+0.00042385i,-8.1416e-05+0.00029771i,-0.00024839+0.00025148i,-0.00045483+0.00026911i,-0.00055715+0.00025742i
0.00037205-0.0017569i,0.00051124-0.001262i,0.00046362-0.0004571i,-7.4123e-05-0.00094726i,-0.00027043-0.0012345i,-0.00073882-0.0011727i,-0.00068564-0.0012292i,0.0001014-0.00054362i,0.0004979+0.00012419i,0.00047903+0.0006807i,5.6933e-05+0.0012403i,-1.2577e-05+0.00065179i,0.00071625-5.3047e-06i,0.00088396+0.00011874i,0.00068165+0.00019292i,0.00025395-3.1401e-06i,-0.00011208-0.00057139i,-0.00047112-0.00012887i,-0.0010416+0.00093857i,-0.0013053+0.00084796i,-0.00084073-0.00021016i,-0.00023937-0.0001663i,-0.00037688+0.00064236i
0.00067534+0.00037318i,0.00067095-8.3855e-05i,0.00094453+0.00050732i,0.0010924+0.001603i,0.00055068+0.00072261i,-0.00032576-0.00049032i,-0.00076109-0.00017566i,-0.00074238+0.00042471i,-0.00012147+0.00035841i,0.00079043+0.00015084i,0.00039248-0.00033505i,-0.00048044-0.00099206i,-0.00022986-0.0010111i,0.00016025-0.00066722i,8.1842e-06-0.0003811i,-0.00026765-0.00014113i,-0.00066271-0.00016925i,-0.00086655-0.00031745i,-0.00028308+0.00011751i,0.00041305+0.00087461i,0.00074655+0.00061005i,0.0011061+0.00033012i,0.00080919+0.00071668i
-0.00045282+0.0018051i,0.00035935+0.0025549i,0.00039213+0.002955i,0.0012355+0.0016138i,0.0017848+0.00056886i,0.00061202+0.00019531i,0.00040999-0.00021488i,0.00056576+0.00010048i,1.0444e-05+8.9804e-05i,0.00013484-7.2743e-05i,0.00019511+7.248e-05i,0.00016003+0.00060199i,-1.2507e-05+0.0005268i,6.9893e-05-0.00017252i,-2.2986e-05-0.00051962i,9.7476e-05-0.00037302i,-0.00032806-0.00051522i,-0.00069978-0.00087898i,-0.00080351-3.6742e-05i,-0.00042251+0.00073015i,0.00038747+0.00047351i,-0.0003282-0.00026965i,-0.00050716-0.00070963i
0.00078446+0.00092638i,0.0008958+0.0008846i,0.0005334-0.00082646i,0.00088567-0.0021309i,8.23e-05-0.0020702i,-0.00044859-0.0019361i,-0.00029448-0.0014986i,-0.00074535-0.00075153i,-0.00061035-0.00040678i,0.00040106-0.00017067i,0.00088111-0.00058037i,0.00082174-0.00070852i,0.00011704-0.0006204i,-9.706e-05-0.00075282i,-0.00037246-0.00033671i,-0.00077262-0.00081053i,0.00010586-0.0010675i,0.0001618-0.00058895i,-0.00062961-0.00057043i,-0.00037134-0.00076799i,-0.00013057-0.00082188i,-0.00071341-0.00035588i,-0.00066465+1.6906e-05i
-0.00039148-0.0019642i,-0.00017012-0.0025797i,-6.2725e-05-0.0020065i,-0.00047423-0.00045328i,-0.00055168+0.0017749i,-9.2175e-05+0.0020751i,0.00064643+0.0012081i,0.001141+0.00038586i,0.00054046-0.00014417i,0.00013368+0.00051916i,0.00090474+0.0012758i,0.0011376+0.00089248i,0.00069234+9.0008e-05i,0.00046368-0.0002791i,0.00015115-9.6086e-05i,-2.8254e-05-0.00095807i,8.1067e-05-0.00060384i,0.00016587+0.00077723i,-0.00046923+0.00075141i,-0.0012342+0.00039936i,-0.00058022+0.0001392i,0.00048889-0.00035493i,0.00065056-0.00030673i
0.0015484-0.00068725i,0.0011795-0.0014113i,0.0016411-0.0020268i,0.0006295-0.0020977i,-0.001792-0.00092353i,-0.0021868+9.6141e-05i,-0.0014974-9.4107e-05i,-0.0017302-0.00020507i,-0.0016448-0.00030116i,-0.00054933-0.0005994i,0.00023366-0.00039513i,0.00022617-0.00030606i,0.00039826+3.1199e-05i,0.00075843+0.00035994i,0.00020553-0.00035595i,-0.0010111-0.00054083i,-0.0017768-1.1009e-05i,-0.0013064+0.00025362i,-5.4194e-05+0.00032976i,-3.8237e-05-6.0561e-05i,-0.00014475-0.000195i,-0.00015769-0.00026478i,0.00022327-0.0007122i
-0.00085038+0.0022813i,-1.323e-05+0.0026744i,0.00033425+0.0026041i,0.0004501+0.0019175i,0.00026955+0.0014758i,0.00014575+0.00020405i,-9.9123e-05-0.00029048i,-4.4434e-05-5.6761e-05i,0.00060836+8.8429e-06i,0.00055572+0.00042871i,0.00048881+0.00035351i,0.0010916-0.00047417i,0.0016424-0.00074172i,0.00092358-0.00043832i,-0.00019616-0.00076674i,-0.00097481-0.00064417i,-0.0009932-0.00028587i,-0.00077609-0.00018099i,-0.00082155+0.00049178i,-0.00066952+0.00091203i,0.00013375+0.00018285i,0.00044486-0.00045601i,0.00053176-0.0004939i
-0.0012682-0.0020052i,-0.0013879-0.0027202i,-0.0025051-0.0012588i,-0.0022661+0.00031141i,-0.0013123+0.00087539i,-0.00075431+0.0012774i,-0.00017765+0.0014316i,0.0002006+0.00054009i,0.00040703+0.00023213i,0.00075285-0.00019265i,0.001182-0.0007029i,0.0013463-0.00014937i,0.0010926+0.00030171i,0.00075424+0.0008098i,0.00019138+0.00022139i,0.00020214-0.0011546i,0.00025663-0.0012459i,3.4724e-05-0.00021262i,-0.00023603+0.00059832i,-0.00077271-1.3192e-05i,-0.00062919-0.00085721i,-0.00055064-0.00019083i,-0.00041969+0.00016666i
0.0015737+0.00010089i,0.0022834-0.00021788i,0.001872-0.0015949i,0.0010416-0.0024967i,0.00073157-0.0020034i,2.8257e-05-0.0004806i,-0.00047063-0.00023357i,-0.00027705-0.0011257i,0.00053142-0.00053973i,0.00060755+0.00022571i,-0.00011534-0.00011185i,-2.1348e-06-0.00083408i,0.0010076-0.00069828i,0.00086387-0.00064329i,-0.00036208-0.0005222i,-0.0009446-0.00027055i,-0.00088924-0.00025904i,-0.00037347-6.0123e-05i,0.000357-5.9375e-05i,6.7089e-05+0.00023477i,-8.1834e-05+7.0867e-05i,-0.00029313-0.00037903i,-0.00057854-0.00026629i
-0.00080898-0.0017965i,0.00017379-0.0017125i,-0.00049836-0.0006437i,-0.00089772+0.00055316i,-0.00046821+0.001539i,-0.00031115+0.0010733i,-0.00011815+0.00045561i,0.00047257-0.00017994i,0.00080748+7.8169e-05i,0.0003073+0.0006623i,-0.00044685+0.0002155i,-0.00043641-0.00018996i,0.00043952-0.00011173i,0.0012945-0.00029984i,0.0015139-0.0011291i,0.0011032-0.0013752i,0.0011433-0.000351i,0.00042018+0.00070182i,-0.00023799+0.00084126i,-0.00028133+0.00016758i,-0.00064323-0.00039549i,-0.00069118+5.9653e-05i,1.5942e-05+0.00040313i
-6.3543e-05-0.0016894i,-0.00047932-0.00092434i,-0.00032009-0.00098424i,1.6331e-05-0.0012722i,-0.0004168-0.00073256i,-0.00069167+0.00048428i,-0.00042281+0.00078606i,0.00026709-0.00018836i,0.0008733-0.00082737i,0.00093943-0.00061203i,0.0013039-0.00014551i,0.0015411+5.1874e-05i,0.00097635-0.00024306i,0.00070759+0.0001233i,0.0007443-9.1257e-05i,0.00048782-0.00055603i,-0.00048541-0.00031723i,-0.0013666-0.00044363i,-0.0021111-3.327e-05i,-0.0011681+0.00047237i,1.1128e-06+0.00028597i,-0.00032047-0.00011179i,-0.00028694-0.0013269i
0.00022302-0.00022691i,-0.00036212-5.1988e-05i,-0.00047977-0.00053247i,0.0004465-0.0012212i,-6.6215e-05-0.0010603i,-0.0010637-0.00050234i,-0.00053703-0.00012663i,0.00035351+0.00061746i,0.00036126+0.00087709i,0.00061553+0.00063939i,0.00082861+0.00050159i,0.00051808+0.00023454i,0.00041174+0.0001748i,0.00052037+0.00022833i,0.00023576-0.00047475i,0.00013353-0.0011805i,-0.00016877-0.0003207i,-0.0010143+0.00029193i,-0.0015261+0.00065569i,-0.0007423+0.0006919i,0.00027248-5.0977e-05i,0.00099269-0.00019817i,0.00063078-0.00023622i
