-0.00025386-0.00087067i,-0.00018512-0.0013675i,-0.0012762-0.0014834i,-0.002546-0.00029588i,-0.0027443+0.00089129i,-0.0023219+0.001657i,-0.00095006+0.0025103i,0.00065054+0.0021391i,0.00058475+0.00065237i,0.00027933-0.00012154i,0.00013098-0.00054765i,4.3974e-05-0.0014435i,7.7883e-05-0.0015876i,0.00048155-0.00073553i,0.00092537-4.652e-06i,0.00041997+0.00012271i,-0.00014682+0.00033129i,-7.2471e-05+0.00034684i,-5.0266e-06-0.00010166i,-0.00058937-0.00080846i,-0.00075495-0.00080593i,-4.9613e-05-0.00026121i,-0.0002881+0.00069511i
0.0012773+0.0019718i,0.002393+0.001601i,0.0046123-0.00031106i,0.0032592-0.0010452i,0.00076524-0.00050761i,-0.001437+0.00075192i,-0.0023045+0.0013857i,-0.00095704+0.0012347i,0.00038404+0.00069992i,0.00037082-0.00053369i,-0.00027847-0.0013033i,-0.0008895-0.001035i,-0.00088299-0.00014024i,-0.00092497+0.00013272i,-0.0014231+0.00032923i,-0.0021163+0.00031827i,-0.0013925-0.00057874i,-0.00021875-0.00052936i,-2.2548e-05-5.1475e-05i,-0.00023847-0.00013256i,-2.3962e-05+7.7395e-05i,0.00064221-0.0001895i,0.00082389+0.00019756i
0.0048829+0.0054947i,0.0058111+0.004169i,0.0087638+0.00097244i,0.0066444-0.0025283i,0.0019209-0.0043i,-0.0021913-0.0021924i,-0.0019193+0.00058751i,-0.00014057+0.0010805i,0.00089371+0.00075716i,0.00084981-0.00077521i,-0.00090181-0.0022754i,-0.0022881-0.0017125i,-0.0030093-0.00033011i,-0.0037465+0.00025707i,-0.0044125+0.00027312i,-0.0030257+0.00041831i,-0.00034034+0.00093613i,0.00063593+0.0014249i,0.00021912+0.0013554i,9.0696e-05+0.00097375i,0.00068614+0.00054978i,0.00090972+2.8673e-05i,0.00075226+3.0402e-05i
-0.004695-0.0042272i,-0.0065896-0.0037732i,-0.0085044-0.0010708i,-0.0062271+0.0017782i,-0.002238+0.0041027i,0.0017631+0.0038938i,0.0020901+0.0015762i,0.00022291-0.00033145i,-0.0010826-0.0008285i,-0.00059058+0.00025706i,0.0002428+0.0014297i,0.00017272+0.00094719i,0.001159+8.3114e-05i,0.0027834+0.00013005i,0.0034412+0.00080757i,0.0021636+0.00057474i,0.00029634+0.00028189i,-0.00029769+0.00055626i,0.00044099+0.0001218i,0.00059232-0.00028421i,-0.00011439-0.00034626i,-0.0007055+0.00012873i,-0.00075494+0.00049024i
-0.0019185-0.002557i,-0.0015698-0.0028344i,-0.002719-0.0018097i,-0.0026269+0.00031827i,-0.0011956+0.002541i,0.00066075+0.0025765i,0.0016798+0.0020412i,0.0012078+0.0013293i,-0.0002202+0.00042652i,-0.0007648+0.00097174i,0.00036648+0.0013107i,0.0014713+0.00053052i,0.0011197+0.00037337i,0.0010144+0.00033235i,0.00079573+8.2984e-05i,0.00017598-0.00035481i,-0.00058326-0.00016749i,-0.00048074-0.00017725i,9.237e-05-0.0006803i,9.8376e-05-0.00089859i,-0.00046819-0.00050599i,-0.00027961+7.0053e-05i,0.00064056+0.00083579i
-0.0001003-0.0015755i,0.00013698-0.00069955i,-0.00031584-0.00062866i,7.8712e-05-0.00078252i,-0.0001998+0.00071245i,-0.00068783+0.0026375i,-0.000437+0.0030358i,0.00021495+0.0032691i,0.00019848+0.002056i,-0.00038344+0.00067162i,-0.00032028+0.00075166i,0.00071708+0.00087426i,0.0014075+0.00021113i,0.0010824-1.6011e-05i,0.00036341+0.00041911i,-0.00041713+0.00045413i,-0.00044232+0.00044758i,5.3401e-05-2.2288e-05i,0.00053395+0.00016792i,4.8874e-05+0.00073353i,-0.00012272+0.00010443i,0.00040879-0.0002587i,0.00056419+0.00012887i
0.00029634+0.0010116i,1.1808e-05+0.0008059i,-0.00047533+0.00056648i,-0.0019091-0.00022053i,-0.0028872-0.00050955i,-0.001919-0.00057263i,-0.00019791-0.00049067i,0.00063023+0.00024325i,0.00019138+0.00056632i,-2.6755e-05-8.8323e-05i,-0.00016411-0.00084219i,0.00018761-0.0010406i,0.00018146-0.00029316i,0.00024612+3.3146e-05i,0.00033798-0.00040886i,9.1723e-05+0.00024243i,-8.3604e-05+0.00073299i,-0.00039049-1.1981e-05i,-0.00057789-0.0001491i,-0.00017872+0.00023671i,-0.00032953+0.00027944i,-0.00049446-7.4477e-05i,9.6148e-05+0.00027352i
-0.0013775-0.00080418i,-0.001398-0.0003842i,-0.0018931+0.00076956i,-0.0015977+0.00092998i,-0.0010011+0.00069961i,0.000335+0.0012498i,0.00026276+0.0013039i,-0.00017294+0.00046234i,0.00012618-0.00022308i,0.00025799-0.00038847i,-2.0155e-05-0.00017369i,0.00048426-0.00040556i,0.0011052-0.00068784i,0.0007322-0.00062682i,0.00063901-0.00014963i,0.00035799-0.00025879i,9.3541e-05-0.00058294i,0.00046113+0.00035363i,-0.00013349+0.0011511i,-0.00018457+0.00023829i,0.00029636-0.00059757i,0.0002552+0.00014394i,0.00053278+0.0013158i
-0.0013501-0.00052683i,-0.00034247-0.0006622i,-0.00041552-0.0011322i,-2.7008e-07-0.0011693i,0.00071181+0.00015943i,0.000694+0.00083298i,-5.8901e-05+0.0011792i,-0.00022861+0.0016026i,-0.0006345+0.0011792i,-0.0010556+0.00071374i,-0.00077101+0.00045566i,-0.00057859-0.0002316i,-0.0006104-0.0004838i,6.7681e-05-0.00022032i,0.0010928-0.00013222i,0.0010539-0.00040249i,0.00080991-6.9685e-05i,0.00061762+0.0007629i,0.00021235-8.458e-05i,-0.00016649-0.0011402i,-0.00046436-0.00049318i,-0.00086936+0.00010564i,-0.00019963+7.6658e-06i
-0.0012946+0.0003272i,-0.00065506+0.0015634i,-0.00098115+0.0022976i,-0.0016626+0.0019886i,-0.0020164+0.0017998i,-0.0013141+0.0021391i,-0.00080335+0.0021216i,-0.00025787+0.0013405i,0.00025641+0.00057953i,4.3486e-05+0.0002926i,-0.00075165+8.3496e-05i,-0.001527-0.00070185i,-0.00152-0.00085326i,-0.00049745-0.00047992i,0.00065394-0.00052174i,0.0009183-0.00048067i,0.00029312-0.00012069i,-2.8021e-06-0.00035563i,0.00063469-0.00076871i,0.00041496-0.00059393i,1.0256e-05+0.00013738i,-0.00040821+0.00046858i,-0.00076662+0.00019101i
-0.00026475+0.00023198i,0.00092636-0.00071712i,0.0017579-0.00070534i,0.00093783-0.00031124i,-0.00076362+0.00059359i,-0.0015962+0.0019431i,-0.0014405+0.0022838i,-0.00071283+0.00094632i,-0.00033499+0.00012079i,-0.00034217-0.00089131i,0.00022357-0.00085823i,0.00056051-0.00025872i,0.00047591-0.00029654i,0.00023669-0.00032303i,2.0501e-05-0.00038796i,3.1121e-05-4.1052e-05i,0.00010178+0.0001545i,0.00037476+6.4944e-05i,0.00054749+0.00010613i,0.00028642+0.00068885i,-0.00018587+0.00079667i,-7.5908e-05-0.00026506i,0.00017041-0.00020777i
-0.00096645-0.0004382i,-0.0016405-0.00095766i,-0.0017011-0.0010296i,-0.0013709-0.00074524i,-0.00044083+0.00019123i,-0.00015875+0.0014697i,0.00017619+0.0019535i,0.00078002+0.0015129i,-9.804e-05+0.00067509i,-0.0004792-0.00014435i,-0.00031875-0.00012588i,-0.00053815+0.00019232i,-0.00020273+0.00056167i,0.00010172+0.00037476i,6.9198e-05+0.00027944i,0.00045817+0.00079546i,0.0010182+0.00041314i,0.00071346-0.00090405i,0.00044278-0.00079568i,0.0011552+0.00055865i,0.00086726+0.0007113i,-0.0001289+0.00036752i,-0.00062488+0.00041015i
0.0023928-0.00070434i,0.0022401-0.0012392i,0.001113-0.0025762i,-0.00063638-0.0021607i,-0.0016439-0.00037107i,-0.0017211+0.00096678i,-0.00094851+0.0014542i,-1.0389e-05+0.0016709i,0.00052946+0.00062552i,0.00032023+0.00043543i,-0.00019164+0.00046981i,-0.00025842-0.00047495i,-0.00029843-0.00082619i,-0.00043325+4.6542e-05i,8.7271e-05+0.00046689i,0.00095012+0.0004578i,0.00054248+0.00060786i,0.0003602+0.00084736i,0.00026883+0.00099953i,-0.00015912+0.00081795i,-0.00033489+0.00077072i,-0.00012245+0.00020252i,0.00012037-0.00039499i
0.0018134+0.00062516i,0.00048999+0.0010031i,-0.00049125+0.0011131i,-0.00049685+0.0013407i,-0.0013199+0.0013428i,-0.0010536+0.0014201i,0.00027204+0.0023651i,0.0008993+0.0020729i,0.0010623+0.00091329i,0.00058803+0.00045101i,0.00010053+9.0628e-05i,0.00023789+0.00020818i,0.00023748+0.00060232i,1.0971e-05+0.0011607i,0.00011842+0.00090275i,0.00040698-0.00022385i,4.2746e-05-0.00046442i,-0.00088461-0.00038615i,-0.00059291-0.0008799i,-0.0006249-9.4982e-05i,-0.00089304+0.00021343i,-6.3378e-05+0.00041753i,0.0010742+0.0015665i
0.0010149+0.00061891i,0.0020159+0.00056081i,0.0019224-0.00013105i,0.0011676+0.00053941i,0.00032597+0.0013137i,-0.00042155+0.0020447i,-0.00033921+0.0024226i,0.00027676+0.0017375i,5.1615e-05+0.00042883i,-0.00032904-0.00038368i,-0.00019824+3.3284e-05i,7.1854e-05+0.0002869i,-0.00016418+0.00043178i,-0.00024024+0.00019946i,0.00013543-0.00014051i,0.00025673-0.00074611i,-4.5801e-05-0.00079782i,-0.00022082+0.00012404i,-3.6707e-05+0.00029841i,0.00077254+0.00025894i,0.0013009+0.00058021i,0.00087819+0.00045946i,-0.00038276-0.0001399i
-0.00067598-0.0014222i,-0.0016153-0.0016163i,-0.0018595-0.0017583i,-0.00099104-0.00088602i,-0.00092711+0.00098166i,-0.0010711+0.00095952i,-0.00040777+0.0010472i,-0.00043072+0.0010166i,0.00024061+0.0003181i,0.00073639-0.0001224i,-6.8191e-05-0.0002213i,-0.00013476+0.00014328i,0.00017281+8.895e-05i,2.9359e-05+1.4297e-05i,-0.00020841+0.00020839i,-0.00078722+9.402e-05i,-0.00075662+8.3419e-05i,-0.00039959+0.00032158i,-0.00041421+0.00027156i,-0.00033224-0.00026626i,0.00032313-0.00038673i,0.00019777-0.0002826i,6.3817e-05+0.00021714i
0.0014384-0.0012005i,0.0016627-0.0028155i,0.00071208-0.0027594i,-0.00092856-0.00081879i,-0.0018895+0.0012589i,-0.0010599+0.0022903i,-0.00037804+0.0018325i,-0.00041048+0.0013349i,-0.00015324+0.00028703i,6.3359e-05-0.00060792i,0.00067253-0.00059949i,0.00084297-0.00015044i,0.00061607+0.00051472i,0.00080575+0.00083366i,0.00076293+0.00070839i,0.0010427+0.00038032i,0.00061837+6.1932e-05i,-0.00046706+0.00012206i,-8.6774e-05+0.00037952i,0.00071933-0.00023139i,0.00049594-0.00097684i,-3.9702e-05-5.4363e-05i,1.2201e-05+0.0012025i
0.00023199-0.001395i,-0.00038055-0.001006i,-0.0013105-0.0015406i,-0.0023133-0.00094525i,-0.0023635+0.0006069i,-0.0010012+0.0022927i,-5.5504e-05+0.0038223i,-2.2433e-05+0.0034342i,0.00034539+0.0021229i,9.4137e-05+0.0015662i,-8.0325e-05+0.00093487i,-0.00012842+0.00028619i,-0.00026945-0.00041234i,4.9576e-05-0.00011672i,0.00016884+0.00023903i,7.5381e-05+2.4189e-05i,-0.00040496+1.4276e-05i,2.7568e-05+0.0006345i,0.00024565+0.0011273i,0.00039521+0.00051167i,0.0007558+0.00021233i,0.00035874+0.00030557i,0.00013368+0.00035052i
0.0013461+0.0010719i,0.0021495+0.0020188i,0.0024681+0.0012752i,0.0017306-0.00093799i,0.00063561-0.0014324i,-8.6146e-05-0.00045909i,-0.00056764-4.2803e-05i,-0.00049449-0.00016828i,8.911e-05-0.00082215i,-0.00021298-0.00099386i,-1.4368e-05+8.2535e-05i,0.00029613+0.00038023i,0.00027115-0.0001987i,0.00044437+0.00018615i,0.00012542+0.00090824i,5.7665e-05+0.00090573i,0.0003159-3.411e-05i,0.00031764+5.7338e-05i,0.00025745+0.001108i,-0.00033056+0.00087833i,-0.00079405+0.00010538i,-0.00052368+0.00017997i,0.0002711-5.1457e-05i
-0.00090916+0.00098573i,-0.0014482+0.0018343i,-0.0019567+0.00086164i,-0.0014947+0.00055043i,-0.0015448+0.0016331i,-0.0011648+0.0014629i,-0.0010217+0.0012133i,-0.00068501+0.0017455i,2.6933e-06+0.0019489i,0.00035139+0.0013496i,0.00016332+0.00026235i,0.00057306-0.00097126i,0.00028171-0.0011446i,-0.00062431-0.00081782i,-0.00084967+0.00019822i,-0.00066272+0.00069659i,-0.00021882+0.00093854i,-0.00026548+0.0012446i,-0.0003+0.00071796i,0.00011149+0.00070891i,0.0007485+0.00045586i,0.00066114-0.0001553i,0.00013691+0.00013711i
-0.00072383+0.00068057i,-0.00041106-0.00022722i,0.00040138+0.00060021i,0.0016699+0.00062609i,0.0017279+0.00030643i,0.00077552+0.00066789i,4.4331e-05+0.0011826i,-0.00035306+0.0014653i,8.8039e-06+0.00049425i,0.00020921+0.00011737i,-0.00020377-0.00064801i,0.0003819-0.0015593i,0.00056874-0.0021556i,0.00020215-0.0015596i,0.00055548-0.00052926i,0.00090222-0.00049626i,0.00072967-0.00027574i,0.00019977+0.00047047i,-7.9816e-05+0.0011651i,-0.00042328+0.00083999i,-0.00058263-9.5211e-05i,-0.00027159+0.00018522i,2.6412e-05+0.00039735i
0.0014816+6.586e-06i,0.001352+4.4825e-05i,-0.00050578-0.0014684i,-0.002423-0.0012006i,-0.0026858+0.00065187i,-0.00067377+0.0015434i,0.00038847+0.0022005i,-8.8852e-05+0.0020204i,-0.00031886+0.00094252i,-0.00028224+6.0178e-05i,0.00020116-0.00069133i,0.0004186-0.00036071i,0.00086221-0.00024285i,0.00094218-0.00035419i,-0.00022432+7.6793e-05i,-0.0011471+8.4732e-05i,-0.00050088+0.00026722i,2.8355e-05+0.00048155i,6.1035e-05+2.3962e-05i,0.0012335-0.00042312i,0.0017485+0.00025684i,0.000789+0.00015864i,-0.00012706-0.00071363i
-0.00048324+1.719e-05i,-0.00063698+0.0001104i,-0.00010095+0.00034259i,0.0004341+0.00069715i,-0.00091129+0.0010207i,-0.002437+0.0018547i,-0.001977+0.0025617i,-0.00016194+0.0013304i,0.0004944-8.2754e-05i,-0.00029792-0.00062135i,-0.00053084-0.0006554i,-0.00046781-0.00032421i,-0.00031268+0.00028262i,7.9237e-05+0.0006459i,0.00044735+0.00036408i,0.00033656-2.9751e-05i,0.00075349+0.00061448i,0.0011809+0.0010606i,0.00062373+0.00018242i,-0.00020636-0.00062024i,7.074e-05-0.00020907i,0.00040246+0.00051387i,0.00026562+0.00029819i
-0.0004881-0.00083431i,-0.0024618-0.001462i,-0.0027323-0.0015962i,-0.0015106-0.001201i,-0.00094424+2.5605e-05i,-0.00061983+0.00065088i,-0.00065469+0.00046938i,-0.0010147+0.00072565i,-0.00042371+0.0013447i,0.00010615+0.00069582i,0.00015044+5.3553e-05i,0.00014119-0.00010006i,2.056e-05-4.5581e-05i,0.00066207+0.00023049i,0.0015133+0.00038616i,0.0011673+0.00080176i,0.00094123+0.00047171i,0.00085541-0.00051914i,0.00044829-0.00058513i,9.108e-05-0.00025681i,-0.00023312-0.00047021i,-0.00020645-0.00062186i,0.00022052-0.00050455i
-0.00068089-0.00037147i,-0.00070429+0.00024241i,-0.00026983+0.00070777i,-3.7953e-05+0.00095744i,-1.5062e-05+0.0012581i,0.00052928+0.0021876i,0.00079762+0.0023293i,0.00055666+0.00084476i,0.00031544+9.4919e-05i,0.00069975-6.3424e-05i,0.00097734+0.0001922i,-6.5638e-05+0.00042697i,-0.00065717+0.00034818i,-0.00015678+0.00040961i,0.00010459+0.00084107i,6.597e-05+0.001095i,-1.4135e-05+0.00082742i,-0.00011011+0.00033436i,-6.9179e-05+2.4842e-05i,0.0001345-0.00021297i,0.00017616-0.00038763i,0.00041341+5.5234e-05i,0.00061771+0.00039108i
0.0010143-0.0010298i,0.00079028-0.0011704i,0.00044861-0.00096832i,-0.00090894-0.00051638i,-0.0018724-3.6704e-05i,-0.00098089+0.00040817i,-0.00015141+0.00089968i,-0.00033663+0.0010609i,-0.00022306+7.972e-05i,-0.00022221-0.0003192i,-0.00059589-0.00022719i,-0.00016796-0.00019858i,0.0002639-0.00044954i,0.00019808-0.00080328i,-9.581e-05-0.00051437i,0.0001984-0.00026661i,0.00029692-0.00036703i,-0.0004159-0.00051667i,-0.00011568-0.00044962i,-7.6985e-05-0.00030443i,-0.00059153+0.00018577i,-0.0005609+0.0004404i,0.00022049+0.00023329i
-0.0017297+0.0012701i,-0.0013122+0.0023764i,-0.001176+0.0026931i,-0.00050409+0.0025011i,-0.00025244+0.0018203i,-0.0012808+0.0010859i,-0.0018981+0.00051795i,-0.0010241-0.0001474i,0.00025739-0.00046504i,0.00084875-0.00055207i,0.00066766-0.00037114i,0.00026287-0.00059291i,4.7496e-05-0.0007422i,-0.00010991-0.00038899i,-0.00075023-0.00085499i,-0.00098664-0.00091946i,-0.00051018-0.0010504i,-0.00018313-0.00096805i,0.00024215+7.6238e-05i,0.00053729+0.00069348i,0.00039393+0.000898i,0.0001031+0.00059909i,-0.00018543-0.00044338i
-0.001369-0.00021508i,-0.0013267-0.0013175i,-8.6888e-05-0.0014971i,0.0003384-0.0010604i,0.0004673-0.001136i,0.0012588-0.00023184i,0.00078119+0.00022698i,0.00054549+0.00014959i,0.0012731+0.00070236i,0.001249+0.00063014i,0.00050296-0.00019911i,0.00018395-0.00071687i,0.00010992-0.00074815i,-0.00024764-0.00059944i,0.00018552-0.00062946i,0.00040574-0.00058179i,0.00021852-0.00031073i,0.00044951-0.00089402i,0.00079102-0.00069951i,0.00022412-0.00014628i,-0.00038084-0.00033879i,-0.00025153-0.00040997i,-0.0007269-0.00019607i
0.00081249-0.001077i,0.0007542-0.00072555i,0.00025793-0.00040733i,-0.00061248+0.0013958i,-0.0015231+0.0026383i,-0.0013813+0.0019168i,-0.00084819+0.0015871i,-0.00026244+0.0012162i,0.00022391+0.00079285i,0.00034549+0.00046204i,0.00062919-0.00036179i,0.00064853-0.00032273i,0.00051163+0.00077154i,0.00062115+0.0014177i,0.00048887+0.0011716i,3.4674e-05+0.00095235i,-0.00038683+0.0005294i,-0.00024777-0.00056478i,0.00069533-0.00065107i,0.00078112-0.00049582i,-0.00018486-5.4098e-05i,-0.00047301+0.00082386i,-0.00035669+0.00034731i
0.00027925-0.00065653i,0.00037133-0.00041404i,0.0010333-0.00051051i,0.0006592+0.00048995i,-0.00068888+0.00128i,-0.0011036+0.0018336i,-0.00049879+0.0022965i,1.865e-05+0.0016488i,8.1312e-05+0.0012199i,-0.00033232+0.0011126i,1.0107e-05+0.0006157i,0.0010413-0.00042479i,0.00099918-0.00063846i,0.00014611+0.00084834i,-0.00074307+0.001354i,-0.00087734+0.00064457i,-0.001086+0.00013575i,-0.0014559-0.00032713i,-0.00076431-0.0005844i,0.0004258-0.00028157i,3.3953e-05+0.0001792i,-0.0016331-5.9401e-05i,-0.0016067-0.00027157i
-0.0028225+0.0008925i,-0.0028915+0.0018277i,-0.0017952+0.0020525i,-0.00075444+0.0019446i,0.00045494+0.001267i,0.00038243+0.0010943i,-0.0011081+0.0019407i,-0.0011316+0.0016215i,-0.00082932+0.00062694i,-0.00077385+0.00060159i,-0.00031721+0.00046564i,-0.00063822-0.000181i,-0.00087509-0.00042918i,-0.0003081-0.00049491i,-0.00069066-0.0010201i,-0.00063913-0.0010371i,8.4305e-05+0.00027491i,-0.00016971+0.0010653i,-0.00010434+0.00085471i,0.000551+0.00013946i,0.00099172-0.00019738i,0.00036098+0.00074475i,1.3361e-07+0.0011879i
-0.0017204-0.0010905i,-0.0022179+4.2499e-05i,-0.0015523+0.00034692i,-0.0010944+0.00041208i,-0.00067637+0.0011332i,-6.1634e-05+0.0017013i,-0.00019929+0.0013007i,-0.00033189+0.00080583i,0.00019113+0.00063311i,0.00047278+0.00050996i,0.00027995-6.9056e-05i,0.0003517-0.00053743i,0.00027341-0.0003293i,0.00081584-0.00062343i,0.001196-0.00088778i,0.00068386-0.00038386i,0.00030965-0.00040513i,0.00059629-0.00031362i,0.00077803-0.00034008i,0.00024782-0.00054391i,-0.00037447-0.00066221i,-0.00039416-0.00012049i,-0.00014103+0.00054259i
0.0008665-0.0024631i,0.0018658-0.002035i,0.0019835-0.001632i,0.00057177-0.0014871i,-0.00067759+0.00043056i,-0.00095221+0.0019486i,-0.00055023+0.0022938i,5.5726e-05+0.0016238i,0.00055597+0.00033041i,0.00030419+0.00070625i,-0.00040693+0.0013317i,-0.00092551-0.00010392i,-0.00079458-0.0011767i,0.00023829-0.00052045i,0.00074657+0.00020035i,0.00041825+0.00054489i,7.5834e-06+0.00062714i,0.00040392+0.00059198i,0.0010413+0.0006051i,0.00063658+0.0003464i,-0.00018827-0.0003186i,-0.00045276-0.0004272i,3.3175e-05-0.00039196i
0.0005902+4.8919e-05i,-0.00070103+0.00072405i,-0.00084065+0.00070048i,-0.0010697+0.00082128i,-0.0014103+0.00077473i,-0.0013017+0.00062655i,-0.00038096+0.000715i,0.00032699+0.00021765i,5.1944e-05-0.00068842i,0.0002368-0.0010069i,-1.9e-05-0.00072221i,-0.00084925-0.00060639i,-0.00061557-0.00051543i,-0.00052638-0.00014212i,-0.00010797-0.00021351i,3.7432e-05-0.00038986i,1.3916e-05+0.00032457i,4.1472e-06+0.00043558i,-0.00015074+0.00024764i,-0.00070128+0.00051219i,-0.00054645-0.00017233i,0.00064553-0.00062463i,0.001437-0.00028589i
0.00014209+0.0011395i,0.00096687+0.00072929i,0.0020499-0.00017838i,0.00086074+1.1309e-05i,-0.0011307+0.0011308i,-0.0018357+0.0022394i,-0.001428+0.0022947i,-0.00046887+0.0016661i,-0.0006822+0.00087118i,-0.0010914-0.0003376i,-0.00070264-0.00071471i,-0.00056516-0.0001088i,-0.0015638+0.00011498i,-0.0021238+3.6068e-05i,-0.0014495+8.3683e-05i,-0.00058507+0.00030351i,-0.00032425+0.00041135i,-0.00028764+9.3218e-05i,4.8886e-05-0.00057252i,0.00041022-0.00040956i,0.00024927+0.00022813i,0.00034695+0.00012502i,0.00040343+0.00015442i
0.0019404-0.0015578i,0.0009918-0.0013738i,0.00080544-0.0018814i,0.00021428-0.0020851i,-3.8761e-05-0.0014871i,0.00093472+0.00060093i,0.0015262+0.002202i,0.0015465+0.0017503i,0.00067107+0.00053488i,3.0214e-05-0.00021239i,0.00036905-0.00023685i,0.00041578-0.00019591i,0.00028841+0.00011421i,0.00064788+0.0010282i,0.00012884+0.0014249i,-0.00064365+0.00051445i,-0.000498-0.00030996i,-0.00038098-0.00033539i,-0.00021942-6.2459e-06i,0.00041531+0.00085484i,0.00010513+0.001064i,-0.00073676+0.00038012i,-0.00077563-4.2861e-05i
-0.001257-2.8632e-05i,-0.00072259+0.00064875i,-0.00072418+0.0023715i,-0.00048983+0.002166i,-0.00045035+0.00070232i,-0.00079199+9.3905e-05i,-0.0011359+0.00047013i,-0.00065277+0.0013193i,-0.00026657+0.0013758i,-3.4554e-05+4.9005e-05i,-0.00011417-0.0015936i,0.00030808-0.0022688i,0.00055596-0.0010713i,-0.00021043-0.00044734i,-0.00054569-0.00053402i,-0.00026843-0.00067671i,-6.0869e-05-0.0007834i,0.00012203-0.001008i,8.1054e-06-0.00083062i,-0.00022543-0.00019749i,-0.00034895+3.9276e-05i,-0.00058519-0.00027029i,-0.00094941-0.00052007i
0.00023231+0.00013025i,0.00095112-0.00031819i,0.0018012-0.00041132i,0.0017121-0.00086339i,0.00070242-0.000802i,-0.00054072+0.00086551i,-0.0010277+0.0022008i,-0.0004812+0.0018792i,9.7784e-06+0.0010073i,-0.00022194+5.1906e-05i,-0.00065866-0.00074671i,-0.00063148-0.0015378i,-0.00032621-0.00082349i,-0.00045034+0.00011502i,-0.0001321+0.00076914i,0.00043515+0.00075358i,0.00031345+0.00055133i,0.0001515+0.00069056i,0.00016323+0.00034094i,-0.00026131+0.00094555i,-0.00039892+0.0017006i,3.5358e-06+0.00078159i,0.00037091-7.0654e-05i
0.00040419-0.000784i,-0.00028319-0.00079882i,-0.00098517-0.00074965i,-0.0013934-0.00087807i,-0.0015028-0.00059552i,-0.0013987+0.00062885i,-0.00032178+0.0013135i,-0.00033677+0.00092856i,-0.00070351+0.00055882i,-8.0787e-05+0.00039733i,4.3876e-05+6.3329e-05i,0.00054317-0.00024369i,0.00049202-0.00020032i,-0.00022232-0.00027922i,-6.9325e-05+0.00049893i,-0.00040783+0.00074017i,-0.00043917+0.00036555i,-0.00017093+0.00069589i,-0.00038985+0.00046407i,-0.00024293-0.00053016i,0.00048062-0.0006358i,0.00039326+8.0805e-05i,-0.00056697+0.00020933i
0.00015384-0.00055081i,0.00092168-0.0011534i,0.00097967-0.0012263i,0.00057003-0.00018148i,-0.00076241+0.00087569i,-0.0012301+0.0015169i,-0.00064719+0.00095103i,-8.9498e-05+0.00045056i,-2.7226e-05+0.00016098i,-0.00041645-6.3686e-05i,0.00017451-0.0002053i,0.00089162+0.00043501i,0.0010248+0.0012186i,0.00054964+0.0011375i,-0.00031614+0.001049i,-0.0010978+0.00047788i,-0.00086449+4.2707e-05i,-0.00076563+8.392e-05i,-0.00077695+0.00018868i,-0.00017137+0.0010243i,-8.8341e-05+0.0011222i,8.8831e-05+0.00054083i,-8.7598e-05+0.00046474i
0.003147+0.00060029i,0.0033151-0.0006425i,0.0021643-0.001959i,3.7581e-05-0.0025902i,-0.0010285-0.0011342i,-0.0014266+0.00081737i,-0.00072983+0.0018689i,-0.00026765+0.0021117i,-0.00035482+0.00079211i,-0.00073672-0.00071578i,-0.00036418-0.00098284i,-0.00026167-0.00028446i,-0.00090606-0.00038526i,-0.0012695-0.00070676i,-0.0010846-0.00053422i,-0.00036111+0.00014903i,-0.00037131+0.00039072i,-0.00092873+0.00068367i,-0.00076172+0.0011057i,0.00034185+0.0015424i,0.00083373+0.0013481i,0.00013588+0.0007006i,1.4457e-05+0.00035564i
-0.00042472-0.0004415i,-0.00048415-0.00075258i,-0.00052043-0.00010827i,-0.0004125-4.6162e-05i,-0.0003668-0.00035285i,0.00018757+0.00058952i,0.0002295+0.001221i,-0.00012192+0.00095686i,-0.0011382+0.0012118i,-0.0010498+0.0007903i,-7.0549e-05-5.1978e-05i,0.00062975-0.00059896i,0.00067982-0.00043423i,0.00046343+0.00050984i,0.00027433+0.00075098i,-6.8946e-06-0.00023135i,0.00077521-0.000371i,0.00099275+0.00020221i,0.00064848+0.00033212i,0.00046514-9.9585e-05i,0.00011008-0.00036229i,-7.0905e-06-0.00013454i,-0.00017598+0.00035273i
2.6247e-05+0.0005132i,0.00044775+0.00063069i,0.0012517+0.00060596i,0.0017086+0.0006247i,0.0010358+0.0011189i,-0.00015841+0.0014346i,-0.00069117+0.0008412i,-0.00067319+0.00044215i,-0.00057948+0.00039389i,-0.00013684+0.00042623i,0.00065659+0.0003302i,0.00055261+0.00013511i,0.00030544-0.00058654i,0.0004441-0.0012157i,9.4457e-06-0.0010284i,-0.00029047-0.00030651i,4.4973e-05+0.00057474i,0.00044179+0.00058077i,9.5911e-05-0.00027469i,-0.00034551-0.00046504i,0.00043873-0.00074482i,0.00074133-0.0007899i,7.5465e-05-0.00056503i
