-0.0023738+0.0010363i,-0.0017312+0.0013989i,-0.0025903+0.0020639i,-0.0018417+0.0022221i,-0.0008161+0.0023444i,-0.00073051+0.0016255i,-0.00046686+0.00099177i,0.00055269+0.00039808i,0.000775-0.00097772i,0.00078928-0.0014503i,0.0013875-0.00059156i,0.0011489+0.00018091i,0.00031339+0.00029063i,0.00062786+0.00072739i,0.00092215+0.0011874i,0.00016869+0.00027327i,0.00013361-9.7456e-05i,-2.1063e-05-0.00014692i,-7.9518e-06+0.00011643i,0.00020402+0.00037i,0.00014119-4.2672e-05i,-5.8868e-05-0.00061974i,0.00014518-0.00051715i
-0.096934+0.18262i,-0.21105+0.35923i,-0.24512+0.44699i,-0.12532+0.35029i,0.036765+0.17703i,0.087249+0.030707i,-0.0037105-0.11479i,-0.1814-0.18593i,-0.29318-0.091078i,-0.23024+0.035656i,-0.10375+0.060192i,-0.045895+0.038125i,-0.02236+0.03481i,0.012292+0.0098283i,0.022353-0.041472i,0.0038887-0.071516i,-0.002445-0.068613i,0.0026811-0.038935i,0.0053832-0.0038311i,0.014742+0.0082953i,0.022278+0.0033271i,0.017631+0.00033502i,0.012757+0.0047455i
0.12523-0.17547i,0.2251-0.40896i,0.19518-0.50058i,0.062853-0.33202i,-0.0047943-0.12618i,-0.041676-0.023185i,-0.14173+0.12033i,-0.16766+0.2907i,-0.081977+0.31298i,-0.016727+0.2133i,-0.0061478+0.12718i,-0.0023902+0.084913i,0.0059952+0.054361i,-0.0085843+0.021745i,-0.040364+0.0012396i,-0.061647-0.0037637i,-0.075415-0.0061145i,-0.07016-0.010827i,-0.039741-0.02359i,-0.01217-0.041339i,-0.002004-0.051893i,-0.0010316-0.043301i,0.0046936-0.026782i
-0.10791+0.23705i,-0.14079+0.52164i,-0.10245+0.67544i,-0.045606+0.56023i,-0.06849+0.35027i,-0.042401+0.20739i,0.12447+0.093093i,0.21632-0.01465i,0.14802-0.058337i,0.050615-0.059047i,0.0039655-0.065315i,0.0043543-0.072387i,0.026337-0.072373i,0.051652-0.055745i,0.077477-0.031084i,0.096392-0.020325i,0.097474-0.023327i,0.081011-0.031968i,0.053879-0.029027i,0.022579-0.011893i,-0.003693+0.0035297i,-0.013019+0.0133i,-0.0083697+0.014675i
0.07443-0.20271i,0.16678-0.40072i,0.25903-0.54334i,0.28723-0.56681i,0.2515-0.53247i,0.12196-0.44534i,-0.042473-0.29954i,-0.080119-0.18376i,-0.039684-0.1362i,-0.040578-0.090294i,-0.060217-0.032375i,-0.059678-0.0057583i,-0.05401-0.0079021i,-0.052844-0.019286i,-0.057693-0.031592i,-0.060347-0.050207i,-0.056264-0.074554i,-0.044461-0.076165i,-0.017176-0.042542i,0.012381-0.0042433i,0.021942+0.014403i,0.022168+0.01976i,0.02536+0.015067i
-0.08063+0.16101i,-0.22107+0.33457i,-0.30944+0.43531i,-0.26161+0.40552i,-0.185+0.36431i,-0.12836+0.34666i,-0.062313+0.2661i,-0.06566+0.13753i,-0.1156+0.060915i,-0.10613+0.048615i,-0.05609+0.042308i,-0.032267+0.033872i,-0.026023+0.045987i,-0.014954+0.059168i,-0.020192+0.053432i,-0.046738+0.054923i,-0.060422+0.086136i,-0.041809+0.12153i,-0.0087441+0.11006i,0.0067451+0.051194i,0.0022726+0.010355i,0.0024483+0.0056208i,0.005177+0.002022i
0.090749-0.21808i,0.2042-0.48407i,0.25043-0.60615i,0.14818-0.46063i,0.047897-0.27187i,0.039375-0.21844i,0.0095337-0.17675i,-0.02508-0.048946i,-0.0028383+0.051089i,0.03573+0.034136i,0.049631-0.021122i,0.043175-0.039817i,0.025205-0.034385i,0.0095461-0.021863i,0.01777-0.0097608i,0.042982-0.01076i,0.062071-0.021127i,0.069405-0.032549i,0.054321-0.040073i,0.020584-0.030881i,-0.0054132-0.017303i,-0.015626-0.015091i,-0.019523-0.016169i
-0.041461+0.26859i,-0.11183+0.53453i,-0.17594+0.65277i,-0.1368+0.45335i,-0.095146+0.14856i,-0.1306+0.040741i,-0.087179+0.066767i,0.032073+0.027717i,0.078965-0.055477i,0.047222-0.086178i,0.020947-0.060857i,0.024771-0.027542i,0.016629-0.01838i,-0.022844-0.014331i,-0.063068-0.00086522i,-0.08242+0.0059099i,-0.08374-0.0048306i,-0.079203-0.019325i,-0.066504-0.012378i,-0.034889+0.0093714i,0.00071323+0.016236i,0.012715+0.010822i,0.011268+0.011488i
-0.012783-0.23383i,0.054765-0.44398i,0.11642-0.54759i,0.090808-0.38064i,0.098157-0.0982i,0.14641+0.0163i,0.082445-0.0057302i,-0.031418-0.0043045i,-0.072892+0.0078362i,-0.078864+0.0077204i,-0.08592+0.023477i,-0.07392+0.034546i,-0.042085+0.028916i,-0.0042391+0.020337i,0.022446+0.022118i,0.044851+0.041785i,0.07081+0.064309i,0.080229+0.068999i,0.057708+0.05741i,0.021201+0.039326i,-0.0052462+0.023373i,-0.016779+0.014179i,-0.018823+0.010265i
0.0067394+0.22327i,-0.06963+0.46931i,-0.11663+0.59273i,-0.09451+0.45336i,-0.13028+0.22158i,-0.16936+0.09062i,-0.10584+0.046926i,-0.043941+0.04457i,-0.023947+0.069532i,0.0064003+0.079191i,0.035328+0.044199i,0.024982-0.00021971i,-0.0036566+0.0024052i,0.0038061+0.042935i,0.051077+0.058314i,0.088384+0.032528i,0.083293+0.0028215i,0.050291-0.0083471i,0.016868-0.0074093i,-0.001784-0.0053088i,-0.0083218-0.0091579i,-0.01566-0.011791i,-0.022553-0.0043235i
0.013416-0.27076i,0.086574-0.54614i,0.17074-0.66447i,0.17861-0.52974i,0.16194-0.33023i,0.13874-0.18255i,0.086868-0.094454i,0.044725-0.05995i,0.029903-0.023351i,0.042921+0.0074996i,0.045549+0.0018291i,0.020798+0.0016141i,0.0095232+0.013607i,0.012305+0.0023016i,0.0089809-0.027263i,-0.0010163-0.056754i,-0.018481-0.072912i,-0.038631-0.062334i,-0.036485-0.036477i,-0.0079358-0.02367i,0.0095253-0.023074i,0.010417-0.01512i,0.014616-0.0045025i
0.016319+0.26621i,-0.063568+0.48727i,-0.19196+0.58241i,-0.19429+0.48072i,-0.084837+0.2967i,-0.017201+0.11707i,-0.025121-0.0014868i,-0.04523-0.044505i,-0.044807-0.065817i,-0.043186-0.071972i,-0.043996-0.031514i,-0.021709+0.017858i,0.0072799+0.0054836i,-0.0071726-0.062251i,-0.06333-0.11621i,-0.11196-0.12172i,-0.11849-0.10356i,-0.08533-0.085092i,-0.046186-0.068494i,-0.027361-0.043149i,-0.011956-0.0064029i,0.013948+0.013634i,0.026099+0.0057323i
-0.015631-0.24764i,0.082085-0.4684i,0.14541-0.54881i,0.052558-0.35627i,-0.064532-0.086086i,-0.08204+0.040905i,-0.078746+0.056944i,-0.090863+0.068395i,-0.083663+0.060377i,-0.071218+0.016508i,-0.054807-0.020697i,-0.024792-0.042773i,-0.006682-0.051566i,-0.012046-0.029499i,-0.016091+0.016933i,-0.010318+0.063715i,-0.0036949+0.088797i,0.0018304+0.078503i,0.0014859+0.04228i,-0.0060789+0.0098754i,-0.014782-0.011448i,-0.026193-0.028755i,-0.0374-0.033107i
-0.035156+0.27136i,-0.11307+0.56272i,-0.094327+0.63681i,0.057476+0.3282i,0.14267-0.032936i,0.12509-0.12165i,0.1391-0.044505i,0.14507-0.0079737i,0.088229+0.011769i,0.041568+0.043682i,0.039546+0.037709i,0.037854+0.0012015i,0.0068502-0.017833i,-0.031613+0.0126i,-0.037526+0.071867i,-0.01326+0.104i,0.011544+0.093972i,0.024381+0.064725i,0.022677+0.039612i,0.014243+0.027193i,0.0070593+0.020013i,-0.001749+0.016064i,-0.0056474+0.018288i
0.033071-0.28412i,0.082249-0.52518i,0.11195-0.54203i,0.080487-0.27755i,0.051249-0.018564i,0.030123+0.062966i,-0.0047701+0.03473i,-0.0069651+0.0069339i,0.024371-0.003946i,0.042876-0.010315i,0.021456-0.0080087i,-0.016978+0.0076814i,-0.034179+0.03352i,-0.029698+0.04791i,-0.026601+0.041964i,-0.025018+0.02806i,-0.018236+0.0082107i,-0.011059-0.013535i,-0.00047538-0.017441i,0.014784+0.00011497i,0.032217+0.019397i,0.04885+0.024833i,0.054942+0.016345i
-0.025765+0.22795i,-0.097931+0.38235i,-0.16928+0.39875i,-0.156+0.29052i,-0.096779+0.19587i,-0.048452+0.1137i,-0.019967+0.040714i,-0.0080847+3.2344e-05i,-0.0036935-0.030358i,-0.010321-0.048966i,-0.020666-0.037807i,-0.025218-0.012498i,-0.0094066+0.01002i,0.042643+0.012127i,0.099705-0.018771i,0.12055-0.052415i,0.10892-0.055141i,0.081854-0.035301i,0.050868-0.022182i,0.024445-0.02487i,0.0010694-0.031147i,-0.018463-0.027833i,-0.027173-0.015831i
0.09024-0.19571i,0.24965-0.39103i,0.32732-0.50284i,0.19435-0.48109i,0.0030021-0.38651i,-0.056801-0.24873i,-0.040141-0.15142i,-0.059508-0.10992i,-0.090731-0.044075i,-0.058042+0.023966i,0.0017319+0.033001i,0.030345+0.016471i,0.038365+0.0076973i,0.044074-0.003563i,0.048185-0.019349i,0.04439-0.035321i,0.036495-0.040475i,0.027404-0.023923i,0.017733+0.0037268i,0.0089972+0.015292i,-0.0013829+0.0045566i,-0.010609-0.0028223i,-0.013975+0.00099076i
-0.15147+0.20123i,-0.32135+0.40752i,-0.3965+0.49732i,-0.23671+0.4161i,0.019107+0.27683i,0.12731+0.14572i,0.079628+0.068219i,0.0066162+0.059054i,-0.017433+0.069621i,-0.016608+0.06596i,-0.015404+0.070047i,0.011983+0.085235i,0.051534+0.059374i,0.031982-0.0095872i,-0.044705-0.049048i,-0.10514-0.040458i,-0.12139-0.022693i,-0.10085-0.0074117i,-0.059114+0.010153i,-0.018188+0.025349i,0.012848+0.032644i,0.029356+0.024185i,0.024372+0.0076219i
0.11358-0.16427i,0.1992-0.27936i,0.20426-0.25348i,0.080252-0.072675i,-0.054663+0.086944i,-0.099435+0.11895i,-0.077025+0.10418i,-0.020581+0.099151i,0.022057+0.061828i,0.017639+0.013432i,0.0090526-0.015813i,0.0092494-0.044068i,-0.0057618-0.053812i,-0.029024-0.037973i,-0.047082-0.020612i,-0.052861-0.0032648i,-0.043601+0.012447i,-0.027969+0.012522i,-0.020772-0.0050046i,-0.026089-0.018342i,-0.028909-0.01432i,-0.025045-0.00548i,-0.025723-0.0014481i
-0.1053+0.10042i,-0.20045+0.14981i,-0.19115+0.12768i,-0.054806+0.0035084i,0.046104-0.12384i,0.060244-0.12949i,0.084511-0.069736i,0.097206-0.051419i,0.061806-0.042932i,0.030444-0.031883i,0.01519-0.051612i,-0.015749-0.07934i,-0.058077-0.066027i,-0.064893-0.0057693i,-0.021649+0.047581i,0.023908+0.058158i,0.038309+0.048007i,0.033251+0.031876i,0.016942+0.013419i,-0.0063139-0.0007411i,-0.028292-0.0050491i,-0.037699+0.0033707i,-0.023049+0.011499i
0.15267-0.014625i,0.33038-0.021121i,0.41188-0.018709i,0.31378-0.029272i,0.16572-0.048862i,0.073154-0.06472i,0.017489-0.063827i,-0.014658-0.056341i,-0.040391-0.042085i,-0.054806-0.0032684i,-0.046211+0.041626i,-0.034726+0.063399i,-0.03257+0.057555i,-0.032405+0.045799i,-0.029333+0.052734i,-0.019822+0.065061i,-0.013656+0.058512i,-0.01522+0.039242i,-0.014019+0.024934i,-0.0011065+0.022817i,0.021653+0.025468i,0.043025+0.018459i,0.050792-0.0013016i
-0.15046+0.0017251i,-0.2874+0.002561i,-0.34298+0.017419i,-0.2603+0.098761i,-0.14153+0.20669i,-0.063153+0.22396i,-0.037757+0.16316i,-0.037055+0.10575i,-0.027167+0.056074i,-0.024385+0.020428i,-0.040848+0.018452i,-0.049022+0.036485i,-0.021882+0.048051i,0.026087+0.032008i,0.055339-0.005038i,0.059357-0.03442i,0.050847-0.04522i,0.031293-0.039843i,0.0099385-0.027415i,1.7959e-05-0.017804i,0.00090133-0.012965i,4.0935e-06-0.017198i,-0.0087512-0.02046i
0.097445+0.013297i,0.18479+0.022918i,0.22008-0.062577i,0.11061-0.2358i,-0.060898-0.32007i,-0.12451-0.23956i,-0.091248-0.14512i,-0.062672-0.097055i,-0.039114-0.059225i,-0.0091594-0.046775i,0.0045646-0.049811i,0.0053726-0.036029i,0.012223-0.0037673i,0.03349+0.013895i,0.053967-0.007529i,0.051703-0.044247i,0.040186-0.061202i,0.031716-0.054248i,0.021915-0.039331i,0.010126-0.031603i,-0.0096228-0.030397i,-0.030166-0.018782i,-0.033809+9.7138e-05i
-0.059641-0.089562i,-0.16247-0.17243i,-0.20542-0.12074i,-0.095892+0.034232i,0.056172+0.10068i,0.088435+0.079356i,0.030393+0.064484i,-0.018736+0.067652i,-0.034528+0.075986i,-0.019759+0.067024i,0.011569+0.044433i,0.049872+0.02328i,0.061203-0.0087654i,0.01557-0.032572i,-0.045449-0.020417i,-0.074487+0.0059548i,-0.069983+0.014797i,-0.042639+0.011377i,-0.0083532+0.0063542i,0.010452-0.0022311i,0.011889-0.0056014i,0.015543-0.00094238i,0.024599+0.00068399i
0.043174+0.12392i,0.085092+0.22408i,0.052745+0.3013i,0.013466+0.33392i,0.057998+0.28498i,0.096337+0.15931i,0.089446+0.082305i,0.089236+0.076589i,0.083436+0.050339i,0.041488+0.020336i,0.011502+0.016828i,0.012475+4.5834e-05i,0.0066724-0.032879i,-0.019045-0.049479i,-0.049473-0.038944i,-0.066799-0.014651i,-0.065524+0.004109i,-0.055395+0.0075786i,-0.041504+0.004657i,-0.023892+0.010291i,-0.0055516+0.016464i,0.0070791+0.011893i,0.0099049+0.006058i
0.015996-0.085907i,0.064504-0.17975i,0.076938-0.29548i,-0.028449-0.34617i,-0.1597-0.27824i,-0.18006-0.17002i,-0.12495-0.11441i,-0.076614-0.10973i,-0.049276-0.094414i,-0.027873-0.072594i,-0.024356-0.078027i,-0.047842-0.084558i,-0.058646-0.054718i,-0.025619-0.011317i,0.022808+0.0040766i,0.052942-0.0012116i,0.062583-0.00026289i,0.054901+0.0056459i,0.03723+0.0067591i,0.018885-0.0024401i,-0.0015271-0.011232i,-0.018685-0.0060867i,-0.022319+0.0050786i
-0.08409+0.10006i,-0.12222+0.24345i,-0.034624+0.30011i,0.13174+0.16511i,0.19978-0.017818i,0.15996-0.08246i,0.09551-0.072028i,0.031046-0.044862i,-0.0091571-0.0040408i,-0.010407+0.020229i,-0.0048856+0.02761i,-0.0051596+0.038824i,-0.0083948+0.044703i,-0.016856+0.048949i,-0.015528+0.058698i,0.0023834+0.058123i,0.017661+0.039968i,0.025104+0.013867i,0.024223-0.004496i,0.015554-0.0067925i,0.010258-0.0019024i,0.010467-0.0043123i,0.0095404-0.012275i
0.094285-0.11106i,0.12817-0.18521i,0.12698-0.13137i,0.10274+0.036593i,0.063395+0.15097i,0.017701+0.13454i,0.0060987+0.077595i,0.021527+0.036263i,0.015935+0.0021188i,-9.849e-05-5.5507e-05i,0.0014423+0.022157i,0.0053903+0.037962i,0.0056393+0.04i,0.0021225+0.027028i,-0.012488+0.011165i,-0.030398+0.0088956i,-0.037872+0.019564i,-0.034966+0.027484i,-0.028787+0.024733i,-0.017457+0.021641i,0.00015551+0.015651i,0.012215+0.0051753i,0.012517-0.0010315i
-0.088697+0.016645i,-0.20936-0.046073i,-0.3357-0.11474i,-0.36994-0.11468i,-0.29806-0.049343i,-0.18457+0.03201i,-0.11265+0.065014i,-0.099143+0.050827i,-0.079843+0.032509i,-0.045508+0.0075069i,-0.036593-0.012973i,-0.040619-0.0085208i,-0.024703+0.0037681i,0.011436-0.0060962i,0.039719-0.044099i,0.041715-0.08111i,0.032811-0.085849i,0.02384-0.059679i,0.015001-0.028991i,0.0041057-0.015508i,-0.012581-0.010383i,-0.023597+0.0026953i,-0.018978+0.018415i
0.14734+0.052348i,0.34838+0.061183i,0.42476+0.0016209i,0.30701-0.09403i,0.18634-0.15314i,0.12247-0.16533i,0.061455-0.12993i,0.025056-0.04673i,0.019361+0.0203i,0.022196+0.037286i,0.044877+0.029629i,0.078007+0.0080887i,0.076935-0.019672i,0.037932-0.02632i,0.0088978-0.0046871i,0.0047379+0.01026i,0.00079058-0.001842i,-0.0059641-0.018137i,-0.0016389-0.019276i,0.014123-0.012389i,0.02255-0.010151i,0.01644-0.0096093i,0.0070988-0.0069442i
-0.17782-0.018947i,-0.31161+0.047545i,-0.29393+0.14747i,-0.093496+0.22987i,0.088928+0.24386i,0.14358+0.18248i,0.14501+0.10027i,0.1264+0.022554i,0.073045-0.018398i,0.023308-0.0087347i,0.0053383+0.0076941i,0.0045279+0.0051421i,0.0049569-0.0070974i,-0.0056068-0.0096798i,-0.024323+0.010582i,-0.034013+0.041424i,-0.032157+0.059044i,-0.021249+0.054554i,-0.0076481+0.036826i,0.0017785+0.023197i,0.013777+0.012614i,0.022394-0.0044584i,0.015395-0.020813i
0.070366+0.039555i,0.09235+0.10646i,0.067282+0.12473i,-0.033657+0.042583i,-0.13482-0.033423i,-0.13237-0.033593i,-0.080932-0.010135i,-0.058234-0.0049531i,-0.04645-0.02234i,-0.04303-0.041756i,-0.059698-0.040456i,-0.079391-0.021097i,-0.071393+0.0048047i,-0.035011+0.0082938i,-0.013745-0.019361i,-0.01905-0.039486i,-0.020351-0.032182i,-0.013179-0.013576i,-0.011843-0.001729i,-0.018258+0.001215i,-0.023831+0.0061026i,-0.018699+0.013896i,-0.0076474+0.016953i
-0.013316-0.15052i,-0.065024-0.34075i,-0.10325-0.42643i,-0.094898-0.32947i,-0.083529-0.19812i,-0.10841-0.11356i,-0.1186-0.041619i,-0.07263+0.0080211i,-0.021689+0.026892i,0.0052277+0.023923i,0.012908-8.7717e-05i,0.0043322-0.023063i,-0.01307-0.022889i,-0.020232-0.0033232i,0.00044787+0.011803i,0.029606+0.00025165i,0.035587-0.02454i,0.020518-0.033681i,0.0072697-0.025929i,0.00093227-0.018017i,-0.01024-0.012924i,-0.020334-0.0031739i,-0.017244+0.0070711i
0.068004+0.1796i,0.18297+0.33233i,0.28944+0.41383i,0.34315+0.34419i,0.32314+0.20473i,0.25357+0.083477i,0.17169-0.011471i,0.081631-0.049941i,0.020068-0.026653i,0.0076643+0.011237i,0.017145+0.034792i,0.030392+0.040549i,0.030896+0.02677i,0.013143+0.014943i,-0.00092154+0.022497i,-0.0025499+0.036584i,-0.00045398+0.041049i,-0.0011009+0.027548i,-0.0038456+0.012943i,0.00085292+0.015292i,0.01398+0.016238i,0.014939+0.0043765i,0.00038619-0.0061086i
-0.024202-0.085731i,-0.040946-0.18473i,-0.12083-0.25176i,-0.25051-0.17984i,-0.29175-0.027163i,-0.21507+0.082021i,-0.12884+0.11604i,-0.084206+0.093927i,-0.067568+0.041946i,-0.065108+0.0035068i,-0.062018+0.0016564i,-0.047104+0.024337i,-0.0081809+0.037195i,0.025269+0.015491i,0.018339-0.011721i,0.0016033-0.013069i,0.0066114-0.00026913i,0.017861+0.011882i,0.017543+0.018913i,0.0096637+0.018317i,0.0061897+0.013379i,0.0093645+0.0070996i,0.012317+0.0012126i
-0.11523+0.064544i,-0.21962+0.17641i,-0.22908+0.20033i,-0.12709+0.074289i,-0.032302-0.03804i,0.0022297-0.041593i,0.011335-0.00070518i,0.02172+0.024487i,0.030928+0.019253i,0.02202-0.010639i,0.0080036-0.032797i,0.0018027-0.039326i,-0.0062488-0.028886i,-0.0071607-0.0064463i,0.0037658-0.0048088i,0.0039162-0.031925i,-0.010319-0.058229i,-0.017083-0.059818i,-0.013488-0.046094i,-0.014696-0.034684i,-0.022337-0.018841i,-0.019447+0.0013007i,-0.0032083+0.010511i
0.1371-0.1127i,0.25021-0.21664i,0.35835-0.22823i,0.39398-0.15626i,0.32342-0.13112i,0.18004-0.17203i,0.059353-0.1789i,0.022043-0.12112i,0.03273-0.053205i,0.050758-0.015838i,0.060138-0.018218i,0.047131-0.03742i,0.015176-0.038529i,-0.010745-0.01318i,-0.013098+0.018596i,-0.0049488+0.038968i,-0.0063163+0.046438i,-0.014198+0.035799i,-0.014606+0.012347i,-0.0040552-0.0079244i,0.0058565-0.0203i,0.0025753-0.023421i,-0.0080998-0.017425i
-0.058686+0.057915i,-0.17182+0.091295i,-0.31079+0.16244i,-0.34611+0.24274i,-0.25454+0.25088i,-0.12345+0.20899i,-0.02742+0.15664i,-0.01552+0.086983i,-0.045301+0.041416i,-0.047653+0.030119i,-0.039238+0.028768i,-0.033667+0.034026i,-0.017333+0.021633i,-0.0087111-0.0084006i,-0.015292-0.017138i,-0.0085005-0.001747i,0.017841+0.0093757i,0.036712+0.0067899i,0.032744+0.0014395i,0.018904+0.00057577i,0.008068-0.001345i,0.0026645-0.0078656i,-0.0018556-0.011375i
0.089617+0.067739i,0.22627+0.085357i,0.26822+0.0003537i,0.1249-0.11537i,-0.02378-0.1349i,-0.048091-0.096262i,-0.039703-0.060317i,-0.031502-0.019598i,-0.018245-0.0042883i,-0.023402-0.0041852i,-0.023024+0.0015945i,-0.013907-0.001665i,-0.010223+0.0019046i,-0.0015701+0.0069774i,0.001627-0.010013i,-0.012298-0.03282i,-0.02816-0.041942i,-0.031525-0.032814i,-0.023091-0.011603i,-0.013589+0.0078042i,-0.0053459+0.020714i,0.0060532+0.022068i,0.01504+0.011876i
-0.13016-0.06723i,-0.21075-0.098153i,-0.13209-0.12026i,0.068657-0.14199i,0.14162-0.13897i,0.052185-0.09157i,-0.01778-0.05886i,-0.015402-0.061385i,0.010829-0.054334i,0.032578-0.040384i,0.02672-0.03869i,0.0063896-0.032227i,-0.0028796-0.013275i,-0.0037581+0.012049i,0.0030253+0.033208i,0.0092764+0.042159i,0.0054968+0.047228i,0.0015921+0.046586i,0.0017331+0.031901i,-0.00022936+0.0112i,-0.0054711-0.00052062i,-0.011562+0.0023163i,-0.015184+0.0079443i
0.04828+0.030288i,0.059785+0.12625i,0.047297+0.25625i,0.03248+0.31554i,0.062827+0.26533i,0.11661+0.16521i,0.12287+0.080051i,0.054832+0.049624i,-0.0031868+0.055418i,-0.0072731+0.049456i,0.0061749+0.046481i,0.021549+0.050848i,0.023574+0.03415i,0.0050138+0.0086144i,-0.0065009+0.00191i,0.0072663+0.0039869i,0.030578-0.0053366i,0.037691-0.018267i,0.027218-0.018857i,0.020542-0.011971i,0.018327-0.01041i,0.012166-0.010337i,0.0056069-0.0035628i
0.04833-0.1137i,0.0057991-0.28156i,-0.13452-0.3572i,-0.24369-0.23611i,-0.21504-0.093938i,-0.14352-0.040593i,-0.09136+0.016951i,-0.030268+0.054308i,-0.010724+0.043699i,-0.02208+0.041451i,-0.011911+0.025245i,-0.0038298-0.0084682i,-0.0016394-0.020353i,0.0020268-0.024575i,-0.011474-0.037255i,-0.038426-0.046219i,-0.052905-0.040323i,-0.040895-0.023945i,-0.01418-0.0092058i,0.0039583-0.0047591i,0.0074723-0.0080269i,0.0066343-0.013377i,0.0065967-0.018816i
-5.5645e-05+0.15081i,0.07725+0.24717i,0.18178+0.1807i,0.21576-0.027908i,0.14736-0.13437i,0.074795-0.099134i,0.031304-0.089355i,-0.0079204-0.1071i,-0.01586-0.092046i,-0.010578-0.066792i,-0.021021-0.0403i,-0.023323-0.017957i,-0.01268-0.0076343i,0.0035406+0.0031166i,0.020578+0.014251i,0.022888+0.025611i,0.013557+0.038464i,0.0048734+0.035324i,-0.0051163+0.019069i,-0.015435+0.0137i,-0.017929+0.022676i,-0.012186+0.033334i,-0.0046361+0.031936i
-0.015544-0.033253i,0.032857-0.01695i,0.097984+0.011486i,0.084536+0.05347i,0.028352+0.076032i,0.013187+0.031773i,0.0080493-0.0083089i,0.002848+0.012827i,0.0026529+0.021281i,-0.0087262+0.0042568i,-0.0055667+0.0088066i,0.014815+0.023508i,0.021197+0.025626i,0.015699+0.018572i,0.018552+0.01337i,0.035651+0.0035027i,0.044811-0.014809i,0.028575-0.019317i,0.004328-0.0063087i,-0.0034835+0.001043i,0.00048368-0.0069106i,0.0039728-0.014794i,0.0052677-0.011043i
-0.12341-0.043551i,-0.32444+0.019771i,-0.42379+0.17823i,-0.28909+0.26763i,-0.12334+0.21184i,-0.045308+0.17151i,0.042385+0.1642i,0.088481+0.094761i,0.051041+0.042153i,0.02333+0.033545i,0.0038403+0.0060153i,-0.027589-0.013197i,-0.038377-0.0089541i,-0.040296-0.007135i,-0.052661-0.010667i,-0.069478-0.016072i,-0.072597-0.018625i,-0.048206-0.016873i,-0.015871-0.016337i,-0.0039377-0.017137i,-0.010106-0.01636i,-0.020543-0.016522i,-0.024088-0.016486i
0.16962-0.059445i,0.30275-0.22227i,0.30395-0.39072i,0.17649-0.4198i,0.084039-0.32555i,0.018621-0.22527i,-0.084315-0.15828i,-0.13031-0.093107i,-0.081553-0.047242i,-0.032975-0.029282i,-0.018227-0.01232i,-0.013412-0.0041326i,-0.0123-0.0022257i,-0.0026517+0.0033067i,0.012968+0.0080538i,0.023198+0.020511i,0.025732+0.038186i,0.016566+0.038895i,0.0044827+0.025871i,0.001794+0.019868i,0.011099+0.024679i,0.02165+0.029283i,0.020356+0.024303i
-0.0048455+0.062117i,0.012126+0.069073i,-0.0033059+0.055719i,-0.043932+0.10774i,-0.046072+0.17493i,-0.021187+0.14081i,-0.0074423+0.084942i,0.013311+0.066311i,0.012145+0.034228i,-0.006234+0.01009i,0.014932+0.010395i,0.049365+0.0052313i,0.052916-0.0074077i,0.03841-0.017649i,0.031188-0.023774i,0.035075-0.035633i,0.035797-0.047167i,0.029937-0.036553i,0.024077-0.012797i,0.020774-0.0047601i,0.014693-0.014947i,0.0060455-0.024367i,0.003499-0.020535i
-0.062408+0.13718i,-0.010012+0.35443i,0.14454+0.46293i,0.22959+0.29556i,0.16503+0.078065i,0.14611+0.01105i,0.19295-0.023816i,0.14704-0.050372i,0.073034-0.015673i,0.044172+0.0013974i,0.0081885-0.01221i,-0.023203-0.0066168i,-0.02444+0.0064463i,-0.02104+0.017029i,-0.030366+0.025552i,-0.048876+0.028631i,-0.058419+0.021837i,-0.045517+0.0020665i,-0.027075-0.015772i,-0.021838-0.018633i,-0.026494-0.0082928i,-0.031375+0.0048707i,-0.025575+0.0076831i
-0.097392-0.17923i,-0.27855-0.33154i,-0.42701-0.39034i,-0.39676-0.32716i,-0.27722-0.24101i,-0.25204-0.13646i,-0.25904-0.0027893i,-0.1794+0.053912i,-0.079612+0.025543i,-0.027732+0.0034419i,-0.015118+0.006073i,-0.019457+0.011747i,-0.018272+0.016693i,-0.007238+0.014244i,0.0045653+0.00873i,0.021279+0.013289i,0.033858+0.023525i,0.025031+0.026799i,0.0076955+0.020216i,0.0042351+0.015783i,0.018196+0.01699i,0.033635+0.013412i,0.027574+0.0065429i
0.10249-0.03817i,0.12101-0.07843i,0.085675+0.00064885i,0.10017+0.18932i,0.17041+0.27017i,0.16692+0.18179i,0.10676+0.079658i,0.062736+0.031981i,0.014388+0.014544i,-0.0095474+0.01877i,0.017439+0.0098623i,0.043869-0.022542i,0.036722-0.043119i,0.016838-0.041766i,0.010394-0.039368i,0.012485-0.048133i,0.01373-0.053915i,0.015378-0.04101i,0.015857-0.019794i,0.013167-0.010849i,0.0035024-0.016778i,-0.0071662-0.022528i,-0.0098657-0.017292i
0.15492+0.11098i,0.39345+0.091942i,0.51417-0.063634i,0.328-0.21047i,0.079331-0.2053i,0.026412-0.17534i,0.040966-0.19344i,0.013498-0.14615i,0.0052866-0.057304i,-0.0027578-0.01822i,-0.029242-0.0025959i,-0.038572+0.017497i,-0.027431+0.026243i,-0.014393+0.023679i,-0.013927+0.023398i,-0.028451+0.027951i,-0.044321+0.025424i,-0.042243+0.013161i,-0.02617+0.0040389i,-0.017153+0.0039504i,-0.017626+0.010641i,-0.016231+0.017565i,-0.0080325+0.012638i
