-0.00033248-0.0006829i,0.00070517-0.00092633i,-0.00048155-0.00044195i,-0.00090634+0.00051199i,-0.0011003+0.00079766i,-0.0022334+7.0101e-05i,-0.0024488+0.00041789i,-0.0013232+0.00094862i,0.00057214+0.00050488i,0.0013087+0.00072173i,0.00059098+0.00098112i,-3.4374e-05+0.00010216i,-0.00014749-0.00099574i,-0.00013248-0.0015214i,-0.00043933-0.00087744i,-0.00092196-3.706e-05i,-0.00028163+0.00013535i,9.3933e-05+0.00083332i,-0.00022676+0.0011473i,-5.0863e-05+0.00037003i,0.00046892+0.00031682i,-0.00011472+0.00035197i,-0.00060261+0.0001569i
-0.0005211+0.0014594i,0.00060762+0.0015229i,0.0018999+0.0011659i,0.0023604-0.00022619i,0.0018553-0.0014156i,0.0005541-0.0017544i,-0.00041648-0.00079411i,0.00029365+0.00040611i,0.0014254+0.00022927i,0.00073414-0.00048934i,-0.00054923-0.00063221i,-0.00058456-0.00066996i,0.0004949-0.00090591i,0.0012449-0.00022397i,0.00058259+0.00092479i,0.00048832+0.00087422i,0.00061038+5.8639e-07i,-0.00019398-0.00033693i,-0.00036212-1.1939e-05i,0.00021643+0.00047239i,0.0010863+0.00039251i,0.0013909+0.00079707i,0.00057843+0.00070389i
-0.0023724-0.00098272i,-0.0022657-0.0012323i,-0.0016281-0.0021579i,-0.0010502-0.0021377i,-0.001955-0.0022193i,-0.0021684-0.0021882i,-0.0015312-0.0015895i,-0.0013699-0.0013115i,-0.00089117-0.00097536i,-0.00070942+0.00023535i,-0.00061389+0.00032536i,-0.00016996-0.00025517i,0.00026899-0.00033763i,1.6232e-05+0.0003891i,-0.00061752+0.00094404i,-0.00062848+0.00096169i,-0.00026135+0.00034215i,-5.2307e-06+0.00017175i,-0.00029955+0.00010244i,-0.00056065+0.00022419i,-0.00031749+0.000695i,0.00042445+0.00090777i,-3.84e-06+0.00084376i
-0.0001627+0.0022924i,2.603e-05+0.0019669i,0.00053299+0.0014119i,0.0015201+0.00037845i,0.0023757-0.00027446i,0.0017775+0.00046081i,0.00027341+0.00023795i,0.00042478-0.00058801i,0.0012441-0.00031803i,0.00028088-0.00067229i,-0.00053563-0.00066225i,0.0001674-0.00023624i,-2.9886e-05-0.00018804i,-0.00075194-0.00011955i,-0.0011169+0.0001583i,-0.00052869+0.00030424i,0.00016661-0.00013248i,-3.3861e-05-0.0003786i,-8.0517e-05-0.00058i,3.3401e-05+1.8658e-05i,-5.4812e-05+0.00082939i,0.00032354+0.0004185i,0.00082398-8.3006e-05i
0.00046059-0.0016014i,0.00084808-0.0014071i,0.00054975-0.0021436i,-0.00074598-0.0026252i,-0.0013061-0.0019112i,-0.0013683-0.0015551i,-0.0016554-0.001068i,-0.0012914-0.00023549i,-0.00064523-0.0006081i,-5.8761e-05-0.00093368i,0.00044378-0.0010775i,0.00038718-0.00059338i,7.4893e-06-6.2687e-05i,-0.00016356-9.4517e-06i,-0.00019259+0.0001584i,0.00013318-0.00011287i,8.3365e-05+0.00040335i,-0.00028808+0.0011435i,-0.00041598+0.00048503i,-0.0007201+0.00029569i,-0.00044917+0.0010053i,-1.9556e-05+0.00065952i,-0.00014582-0.00013066i
-0.00095587+0.0010358i,0.00053615+0.0016043i,0.00052498+0.0010253i,-0.00025405-0.00019947i,-0.00079261-0.00075743i,-0.00065345-0.00021874i,-0.00024155+0.0014201i,9.0728e-05+0.0020715i,-6.9e-05+0.00041308i,-0.00033137-0.0007288i,0.0005143-0.0009573i,0.0012052-0.0005554i,0.00058245+0.00054144i,7.0496e-05-0.0002722i,-0.00037072-0.00079956i,-0.00066698-0.00042139i,-0.00084042-0.00017359i,-0.00047166-0.00015916i,0.0004159-0.00049785i,0.00067543-0.00049585i,-0.00018646+0.00039718i,-0.0010519+0.00090083i,-0.00077734+0.00016881i
0.0012389-0.00030667i,0.0018158+0.00054679i,0.0014646-0.00089112i,0.0007834-0.0021974i,-0.00024899-0.0027672i,-0.0011492-0.0016469i,-0.0010071-0.0002038i,-0.0007799-0.00054612i,-0.00032759-0.00094003i,1.124e-05-0.00057033i,-0.0004853-0.00044127i,-0.00038771-0.00053217i,-0.0003199-0.0008533i,-0.00029373-0.00075642i,-0.0005707-0.00044709i,-0.00045533-0.00021426i,-0.00021485-0.00033i,-0.00019929-0.0002769i,6.9232e-05-8.7668e-05i,-0.00043039+6.5503e-05i,-0.00049043+0.00018721i,-0.00021985+0.00026685i,-0.00061049+0.0005121i
-0.00037369-0.0017206i,-0.0006859-0.00020605i,-0.0017374+0.0014798i,-0.0027463+0.0020905i,-0.0023455+0.0016085i,-0.0016252+0.0011515i,-0.0012314+0.0010414i,-0.00069082+0.00056126i,-0.00057407+5.6804e-05i,-0.00031305-0.00053381i,0.00063214-0.00040641i,0.0013718+2.6149e-05i,0.0013879+0.00068048i,0.000756+0.00074048i,3.127e-06+9.1601e-05i,-0.00013702+3.7098e-05i,8.7953e-05+0.00023674i,-0.00024572+0.00036222i,-0.0007369+0.0002641i,-0.0007924+0.00023567i,-0.0002671-4.5882e-05i,-0.00041192-0.0003564i,-0.00050399-0.00030323i
-4.9032e-05-0.00049734i,-0.0015424-0.0013119i,-0.0022542-0.0030026i,-0.0016732-0.003315i,-0.00056169-0.0024009i,0.0004682-0.0020069i,0.00082303-0.0017338i,0.00067398-0.00048296i,0.00099176+0.00060804i,0.00078179+0.00061484i,-7.0184e-05+0.00084713i,-0.00032593+0.0011888i,0.00050309+0.00077548i,0.00021485-0.00023498i,-0.00073593-0.00063638i,-0.000763-7.6897e-05i,-0.00033666+2.1303e-05i,0.00031101-0.00025272i,0.00030063-0.00047193i,0.00010697-9.4349e-05i,-0.000536+0.00027902i,-0.0011129-6.9109e-05i,-0.00024791-0.00080713i
-0.0019052+5.7462e-06i,-0.00030759-0.0005708i,0.0003224-0.00041189i,-0.00055194-0.00079362i,-0.00040838-0.0015581i,-0.00042214-0.0020472i,-0.00070236-0.0020131i,-0.00029029-0.00048465i,-0.00019433+0.00083982i,0.00023553+0.00081535i,0.00087936+0.00081918i,0.00085688-0.00010726i,0.00084925-0.00041482i,0.00070037+8.3183e-05i,-0.00013893+0.00012883i,-0.00042169-0.00050644i,5.9338e-05-0.0010933i,0.00045656-0.0003689i,0.00039206+0.00049912i,0.0003745+0.00061355i,0.00051842+0.00088716i,0.00069386+0.0005534i,0.00037396+0.000386i
-0.0016601-0.00082482i,-4.3602e-05-0.0013222i,0.0016328-0.00099368i,0.0024586-0.00099911i,0.001416-0.0014048i,-0.00014453-0.00058304i,-0.00030858+0.00091515i,-0.00055412+0.0013503i,-0.0009602+0.00051696i,-0.00042297+0.00051638i,0.00038486+0.00039113i,0.00040546-0.00019157i,0.00016178-0.00043869i,0.00025326-0.00029711i,-2.2932e-08-0.00021897i,-4.017e-05-0.00065684i,0.00020563-0.0011919i,0.00067811-0.0008615i,0.00014794-0.00018663i,-0.00022352-0.00033898i,0.00028334-0.00089741i,0.00064698-0.00066362i,-0.00040812-0.00081036i
-9.6266e-05+0.00029736i,-0.00010434-2.55e-05i,-0.00026052+0.0001832i,-0.00021671+0.00014277i,-0.00058112-0.0012513i,-0.0012717-0.003295i,-0.0017572-0.0033396i,-0.0012631-0.0019015i,-0.00073884-0.00060127i,-0.0004904+0.00039135i,-0.00056913+0.00055593i,-0.00073383+0.00032333i,4.6271e-05+0.00060051i,0.00031696+0.001665i,-0.0004696+0.0011146i,-0.00061107-3.9636e-05i,-0.00011893-0.0011625i,0.0004644-0.00077687i,0.00059884+0.00033312i,0.00045175+0.00015923i,8.6216e-05-0.00036636i,8.8008e-05-0.00066292i,0.00057703+0.00013955i
-0.0011124+0.0016521i,-0.00080198+0.0012672i,9.47e-05+0.0010687i,0.00013144-0.00027447i,-0.00085372-0.0010918i,-0.0022646+4.3526e-05i,-0.0029265+0.0020737i,-0.001275+0.0021801i,-3.9602e-05+0.0010496i,-0.00052341+0.0008815i,-0.0010395+0.00043513i,-0.00077409-0.00057345i,-7.4877e-05-0.00062637i,-0.0001922-0.000342i,-0.00040377-0.00023942i,0.00019505+0.00036507i,0.00045178+0.00050398i,0.00035183-9.1153e-05i,-0.00051603-0.00060392i,-0.001439-0.00041414i,-0.00019837-0.00020343i,0.00063545-0.0002662i,0.00034386+0.00045952i
0.0011022-0.00080574i,-4.4513e-05-0.0016353i,-0.0010462-0.0031424i,-0.0014378-0.003846i,-0.0007868-0.0032335i,0.00012285-0.0020042i,0.00047113-0.00061577i,-0.00040136-0.00010821i,-0.0012726+0.00013643i,-0.0016703+0.00046177i,-0.0019149+0.00030533i,-0.0014296-6.2993e-05i,-0.00040109-0.00032901i,0.00050766-0.0003344i,0.001093-0.00052568i,4.8363e-05-0.00012454i,-0.0005812+0.00031819i,8.4898e-05+2.716e-05i,0.00011598-0.00018578i,-0.00034224-0.00053291i,-0.00069588-0.00094123i,-0.00067752-0.0016032i,-0.00024928-0.0016714i
0.0017264-7.0977e-06i,0.0020938-0.00083277i,0.0027838-0.0017819i,0.003125-0.0020355i,0.0016819-0.0028181i,-0.0010895-0.0032001i,-0.0024065-0.0020173i,-0.0017597-0.00099966i,-0.00075282-0.00092237i,-0.0011337-0.00043635i,-0.0021184+0.00016898i,-0.0019988-0.00011306i,-0.0001783-0.00040253i,0.0006546-0.00024408i,0.00010308-0.00012369i,-0.00049991-0.00021391i,0.000229+2.8986e-05i,0.00053337-0.00030018i,-0.00054252-0.00088282i,-0.00080797-0.00085925i,-0.00024812-0.00084735i,-0.00017028-0.00041053i,0.00015334-0.00016859i
0.00036705+0.0025455i,0.00084976+0.0024281i,0.00055108+0.0012115i,2.2863e-06+0.00037079i,-0.00055234-4.1291e-05i,-0.0011129+0.00013658i,-0.0012251+0.00082875i,-0.00085097+0.00079031i,-0.00043875+4.1208e-05i,-3.839e-05-0.0011515i,0.00020168-0.0013949i,0.00033849-0.00080193i,-0.00010032-0.00020228i,-0.00037319-0.00084654i,-0.00027303-0.0012385i,-0.00028506-0.001372i,0.00055137-0.00071108i,0.00020296+3.8392e-05i,-0.00043259+0.00025348i,0.00074663-8.2486e-05i,0.00086778-0.00041239i,0.00015642-0.00025714i,-0.00040729-0.00011915i
0.0027288+0.00073317i,0.0016144-2.5819e-05i,0.0011307-0.0024316i,-0.00027765-0.0039296i,-0.00089888-0.0033775i,-0.00062902-0.0018797i,6.9436e-05-8.2982e-05i,0.00022242+0.00055747i,-8.7177e-06-0.0014145i,-2.1002e-06-0.0025566i,-0.00098748-0.0020549i,-0.0011502-0.0013073i,-0.00053662-0.00032208i,-0.00097193-0.00047898i,-0.00090399+4.8437e-05i,-0.00047362+0.00079722i,6.7034e-05+0.00037078i,0.00035935+0.00072786i,0.00012039+0.00096676i,1.0347e-05-0.00043923i,3.8047e-05-0.00052053i,-0.00010988+0.00031809i,4.2823e-05-0.00059755i
0.00091842+0.00012572i,0.00061785-0.00067669i,0.00056016-0.0034872i,-0.00021989-0.0049699i,-0.0014973-0.003898i,-0.002527-0.0016751i,-0.002626-9.1635e-05i,-0.0013141-9.9076e-05i,-0.00059405-0.001551i,-0.00036639-0.0019566i,-0.00031274-0.0014533i,-0.00044277-0.0013299i,2.8495e-05-0.00079976i,-0.0005617+0.00011289i,-0.0010929+0.00017062i,-0.00057464+0.00010819i,-0.00033651-6.0842e-05i,-0.00022921-0.00021013i,0.00050644-0.00013894i,0.00061279-2.4285e-05i,0.00011268-6.993e-05i,-0.00019596-0.00071166i,-0.00013048-0.00046245i
-0.0010884+0.0023059i,-0.00039344+0.0013164i,0.0013485+0.001069i,0.00252+0.0012256i,0.002382-0.00025394i,0.0011368-0.0014377i,-0.00021929-0.0014183i,-0.00014491-0.00098187i,0.00061271-0.0017188i,0.00093007-0.0020173i,0.00047287-0.00097321i,-0.00021181+0.00023324i,-0.00061748+0.00026942i,-0.0003462+0.00082398i,0.00074645+0.0010307i,0.0014649-1.3359e-05i,0.0010959-0.0003503i,0.00067425-0.00016981i,0.00061963-0.00015136i,0.00076815-0.00044475i,0.00085394+1.0238e-05i,0.00081376+0.00076749i,0.00032807+0.00013678i
-0.0020866-0.00065773i,-0.00086654-5.7358e-05i,0.00040178+1.659e-05i,0.0012548-0.00078781i,0.00088874-0.0014477i,-0.00019395-0.0017755i,-0.0011056-0.00052916i,-0.00074829+0.00010944i,0.0002452-0.00088187i,0.00039547-0.0011091i,-0.00012529-0.00088049i,-7.333e-06-0.00016324i,9.4108e-06+0.00060191i,-0.00059555+3.957e-05i,-0.00063437-0.00086814i,-0.00032803-0.0001492i,5.0762e-05+0.00096808i,4.2019e-05+0.0010827i,-0.00028848+0.0010327i,-0.00010305+0.00041694i,0.00014957+0.00028893i,-0.00019871+0.00057334i,1.2853e-05+0.00011478i
-0.0026765+0.00039656i,-0.0014951+0.00079783i,-0.0017245+0.002135i,-0.001692+0.0019819i,-0.00083405+0.0014048i,-0.00016618+0.00076691i,0.00023733+0.00026155i,0.0005832+0.00086424i,0.00056777+0.0013409i,0.00044976+0.00061552i,0.00081935-0.00059436i,0.0013082-0.0012732i,0.0014577-0.00057921i,0.00068318+0.000152i,-1.37e-05+0.00037156i,0.0001643+9.8045e-05i,-0.00061299-0.00011719i,-0.0012282+0.00046849i,-0.00075996+0.00024846i,2.5668e-05-0.00076376i,0.00031977-0.00090233i,2.631e-05-0.00026602i,0.00033084+0.00068418i
0.00096811+0.0018867i,0.00088551+0.00022101i,0.0009321-0.0015561i,-0.00031163-0.0045803i,-0.00093633-0.0066803i,-0.00081111-0.0052223i,-0.00038556-0.0021599i,0.00045292-0.00027584i,0.0011448+0.00016681i,0.0011764-0.00038895i,0.00082143-0.00061875i,0.00054612-0.0003198i,0.00086443-0.00058669i,0.0011359-0.00088071i,0.00056545-0.00013343i,0.00019626-0.00020825i,-2.1588e-06-0.00062013i,-1.652e-05-0.00075367i,-9.2161e-05-0.00063202i,-0.0004645+2.1766e-05i,0.00017148+0.00055519i,0.00069282+0.00085192i,0.000408+0.00030067i
0.00040748-1.2921e-05i,9.5019e-05-0.001309i,9.4244e-05-0.0023795i,0.0002945-0.0024617i,-0.0012469-0.0013064i,-0.0026006-0.00013376i,-0.001822+0.0007994i,-0.00079995+0.00037419i,0.00023343-7.5599e-05i,0.00084511-0.00014857i,0.00068017-0.00034204i,0.00041161-0.00029915i,0.00049841-0.00047193i,0.00025121-0.00028752i,-0.00012976-2.6331e-05i,-0.00032329+0.00021535i,-0.00028127-6.2762e-06i,0.00020639-0.00053864i,0.00050326-0.00055014i,0.00047364+0.00013594i,0.00070375+0.00040576i,0.00033156-0.00026949i,-0.00051708-0.00070687i
-0.00018086-0.00013181i,0.00061385-0.0014052i,0.001206-0.0017569i,0.0013402-0.0017789i,0.0016468-0.0018405i,0.0018784-0.0014319i,0.0010781+0.00013187i,0.00030416+0.0013803i,0.00094027+0.00045016i,0.0014344-2.0725e-05i,0.00046109+0.00067525i,-0.00018223+0.0003715i,-0.00010709-0.00040496i,0.00010734-0.00092808i,0.00050126-0.0010206i,0.00060966-0.00072129i,-9.7237e-07-0.00021736i,-0.00030837+0.00034338i,0.00083308+0.00066645i,0.0015867+0.00054435i,0.00091089+0.00018244i,7.2437e-05+0.00035195i,-8.252e-05+0.00019627i
-0.000237-0.00099353i,-2.3981e-05-0.0013624i,-1.3514e-05-0.001678i,-0.0023821-0.0013169i,-0.0041018-0.0010611i,-0.0037093-0.0010466i,-0.0023089-0.0010869i,-0.0011566-0.00055837i,-0.00066709+0.00070395i,-0.00073069+0.0013171i,-0.00039075+0.0013892i,0.00017097+0.0016316i,-0.00036001+0.00063346i,-0.0012557-0.00020864i,-0.00091243+0.00029301i,-0.00038708+0.00038192i,-0.00031739+0.00027649i,-8.6252e-05+0.00051694i,-0.00010853+0.00088907i,-0.00036507+0.00033099i,-0.0002226-0.00019875i,-0.00016083-0.0011745i,4.8918e-05-0.00076131i
-0.0023268+0.00060938i,-0.0013635+0.0013957i,-0.00099048+0.0013063i,-0.00049477-9.545e-06i,5.6029e-05-0.00101i,-0.00017986-0.0010961i,8.4451e-06+0.00020847i,-0.00015941+0.0011689i,-0.00061506+0.0012734i,-0.0015288+0.0009557i,-0.0018921+0.00019426i,-0.0013068+9.859e-05i,-0.0014634+0.00043465i,-0.001753-0.0002171i,-0.00050077-0.001043i,0.00071103-0.00067753i,0.00072184+0.00042788i,0.00062107+0.00086856i,0.00041406+0.00010226i,-0.00013819-0.00092656i,8.6574e-05-0.00089054i,0.00024064-0.00050003i,-0.0001274-0.00028531i
-9.0132e-05+0.000408i,6.347e-05+0.0011274i,0.00028885+0.00017019i,-0.0007134-0.0014922i,-0.001001-0.0022391i,-0.00056126-0.0025258i,-0.00022614-0.0020671i,-0.0001401-0.0010142i,-0.0011551-0.00072524i,-0.0022394-0.00088363i,-0.0014554-9.8187e-05i,0.00010642+4.9669e-05i,0.00017388-3.0851e-05i,-0.00031021+4.1195e-05i,0.00020204-0.00012033i,0.00034547-0.00014557i,0.0001038+0.00018388i,9.0423e-06+0.00059211i,9.9252e-05+0.00096655i,0.00028435+0.0011439i,0.00017457+0.0010825i,-0.00039549+0.00049817i,-0.00052779-0.00035576i
-0.001337+8.9809e-05i,-0.001354+6.6483e-05i,-0.00079551+9.9225e-05i,-0.00084675+0.00018435i,-0.00055312-0.00049476i,0.00038795-0.00058335i,-0.00018668+0.00042636i,-0.00082899+0.0010183i,-0.00099836+0.00055045i,-0.0013396-0.00041714i,-0.00076288-0.00058145i,-0.00081475+2.2031e-06i,-0.0010193-0.00044908i,-0.00044469-0.00079653i,-0.00050496-0.00054533i,-0.00028586-0.00044806i,0.00014675-0.00085147i,0.0003064-0.0012399i,-2.9677e-05-0.00085775i,-0.00041934-0.00015052i,5.0543e-06+0.00033285i,0.00024566+0.00054685i,2.8226e-05+0.00010674i
-0.00086046-0.0011293i,-0.00020968-0.0015671i,0.00031144-0.0020241i,-1.3981e-05-0.0030187i,-0.00068334-0.0032601i,0.00021509-0.0025669i,0.00088788-0.0017224i,-0.00028506-0.0015175i,-0.00097557-0.0013894i,-0.00075627-0.00090141i,-0.00068744-0.00058327i,-0.00082019-0.0011194i,-0.00042235-0.00085891i,9.0877e-05+0.00029029i,5.0014e-05+0.00051304i,0.0002442-0.00021589i,0.0001235-0.00045816i,-0.00014152-0.00080484i,0.00029472-0.0009165i,0.00028563-0.00044001i,0.00010198-0.00012812i,0.00010775+0.00019295i,-0.00034134+0.00022448i
-0.0011241+0.00041731i,1.9738e-05+5.0524e-05i,0.00030386+0.00082885i,-1.0103e-05+0.0012597i,-0.00040643+0.00014085i,-0.0012245-0.00062697i,-0.0014641-0.000487i,-0.0013956+0.00040758i,-0.001496+0.00032477i,-0.0011328-0.00072701i,-0.00012399-0.0010454i,0.00066068-0.00096996i,0.0002621-0.00040894i,-0.000198+1.0176e-06i,0.0004319-0.00058671i,0.0013427-0.00080474i,0.0015043-0.00019711i,0.00086378+0.00080918i,0.00016734+0.0010599i,-0.0005308+0.00040639i,-0.00052829-0.00018408i,-0.00042755+2.8714e-05i,-0.00086735+0.00025988i
-0.00095739+0.00076628i,-0.0012966+0.00099754i,-0.0019607+0.00082337i,-0.0016778+0.00031795i,-0.00049253-0.00029298i,-9.0571e-05+1.0755e-05i,3.4959e-06+0.0012421i,0.00043097+0.00079015i,0.0003648-0.0004673i,9.8238e-05-0.00094355i,-0.00030954-0.00039338i,-0.00046938-0.00012576i,0.00037826-0.00021689i,0.0011127+0.00040004i,0.0010678+0.000657i,0.00089279+0.00052954i,0.00091205+0.00030728i,0.00081312-0.00036224i,0.00026816-0.00090458i,-0.00017075-9.0376e-05i,-0.00024955+0.00024589i,-0.00064311-0.00036355i,-0.00097926-0.00026451i
-0.0010215-0.0010158i,-0.00099146-0.0014547i,-0.00069138-0.0013235i,-0.00024277-0.0020304i,-0.0010933-0.0021777i,-0.0018484-0.001223i,-0.0014573-0.0002061i,-0.0009381+0.0004941i,-0.0013275-0.00038052i,-0.0012797-0.0014792i,-0.00013881-0.0014859i,0.00029989-0.00060143i,6.3412e-05-2.5304e-05i,0.00015334+0.00051407i,0.00033556+0.00091281i,5.985e-05+0.00017416i,-0.00017206-2.6766e-05i,0.00010096+0.0005601i,0.00089897+0.00066349i,0.0009574-0.00033197i,0.00056577-0.001364i,-8.2705e-05-0.00095053i,0.00011531+5.7823e-05i
-0.00090639+0.001788i,0.00033492+0.0014603i,0.0021353+5.3832e-05i,0.0035469-0.0014807i,0.0025598-0.0020689i,0.00053704-0.0011372i,8.2407e-05-0.00063936i,0.00066092-0.00076397i,0.0014766-0.00033151i,0.0015406-0.00095737i,0.00098452-0.0016121i,0.00070056-0.0014659i,0.00044239-0.00062136i,0.00070627-0.0006453i,0.0016166-0.00061985i,0.0016472+0.00010058i,0.00075961+0.00026086i,-0.00076481+0.00015308i,-0.0015278-0.00042581i,-0.00052966-0.00033881i,0.00049535+0.00023512i,0.0005097+0.00055803i,0.00033236+0.00017673i
-7.1435e-05-0.0011357i,0.00019636-0.00084872i,4.3301e-05-0.00082663i,-0.001266-0.0010791i,-0.0020836-0.0019327i,-0.0011261-0.0013399i,2.3651e-05-0.0006619i,0.00010403-0.00064789i,-6.8855e-05-0.00074406i,0.00052198-0.00078471i,0.00045703-0.00041084i,-7.1075e-05-0.00059275i,-0.00025313-0.00014576i,-0.000603+0.00076067i,-0.00053365+0.0015321i,-0.00040638+0.0012433i,-0.00011578-0.00021649i,-8.591e-05-0.00051429i,0.00016894-0.0001461i,-0.00015012-9.925e-05i,-0.00053598-0.00039061i,-0.00040149-0.00015538i,1.9001e-05+0.00028142i
-0.00036462+9.4491e-05i,-0.00039318+0.00025496i,-0.00075915+7.3622e-05i,-0.0011717-0.00022146i,-0.0013984-0.00077655i,-0.0019004-0.0012627i,-0.0017735-0.0005204i,-0.00067744+0.00061004i,0.00026761+0.0012336i,0.0003659+0.001325i,0.00039117+0.0008933i,0.00023311+0.00017163i,-0.00016007-2.8183e-05i,-2.4988e-05-0.00033841i,0.00038722-7.6919e-05i,0.00011841+0.00029742i,0.00011233+0.00028905i,0.00043424+0.00049369i,4.3175e-05+0.00011325i,6.9566e-05-4.551e-05i,0.00031522+0.00034826i,0.00021756-0.00024083i,0.00043881-0.00040038i
0.0012587+0.0031246i,0.0017574+0.0020541i,0.0027958+0.0011534i,0.0031591-0.00067524i,0.002169-0.0015715i,0.00050005-0.0012237i,-0.00080835-0.0006769i,-0.00088286-0.00011415i,-0.00018181+0.00037559i,-5.3533e-05+0.00052387i,0.00029077+5.6002e-05i,0.00072939-0.0006364i,0.00070404-0.0011581i,0.00074355-0.00055332i,0.00066739+0.00019335i,0.00061435+0.00013149i,0.00020493-0.00023914i,0.00031631-0.00039627i,0.00023356-0.00023363i,-0.00016558-0.00036752i,-5.5788e-05+3.1123e-05i,-0.0005392+0.00043305i,-0.00047463-4.4356e-05i
0.00026736+0.00085042i,0.00049652+0.00029955i,0.00074281-0.0011067i,-0.00034385-0.0025109i,-0.00083811-0.0030217i,-0.0004625-0.0020484i,-0.00096756-0.00017229i,-0.0011765+0.00078852i,-0.00083206+0.0008108i,-0.00092887+0.0010069i,-0.00019842+0.00066138i,-6.4264e-05+9.2796e-05i,-0.00019925-0.00025162i,0.00095224+0.00037217i,0.0013876+0.00074807i,0.00040754+0.0011109i,-0.00042984+0.000592i,-0.0004298-0.00051392i,-0.00014933-0.00022935i,0.00020352+9.5285e-05i,-9.5441e-06+0.00012272i,3.3083e-05+6.2807e-05i,0.00023828-0.00049441i
0.00082892+0.0032428i,0.0005662+0.0019263i,0.0017913+0.00024318i,0.0012209-0.0010201i,-0.00078845-0.0017296i,-0.0019741-0.0013962i,-0.0017703-0.00079289i,-0.00083095-0.0002426i,-0.00012687-0.00013467i,5.1016e-06-0.00025818i,6.9324e-05-0.000452i,0.00019762-0.00011491i,-4.9811e-05-0.00029963i,-0.00020595-0.00053067i,-0.0008585-0.00058613i,-0.00056111-0.0008294i,0.00020148-3.2605e-05i,0.00061226-0.00022842i,0.000786-0.00048448i,0.00046513+0.0002994i,0.00059304+0.00024307i,0.00098053-0.00061232i,0.00057255-0.00056197i
0.00085126+0.00067727i,0.0010077+0.0011429i,0.001859+0.0005041i,0.0016568-0.0010659i,0.00069306-0.0010594i,-0.00033808-0.00031649i,-0.00068749+0.00041363i,0.00038122+0.0012195i,0.0003153+0.0014309i,-0.00043834+0.00075062i,-0.00042099-5.915e-05i,-0.00092775-0.00015069i,-0.0014607-1.2924e-06i,-0.0006727-0.00039529i,0.00036973-0.0008149i,0.00059201-0.00086316i,0.00016815-0.00026246i,-0.00050532-0.00038672i,-1.5937e-05-0.00092605i,0.0012882-0.00048651i,0.0010316+0.00023646i,0.0002044-0.00011781i,4.8001e-05-0.000633i
0.00076414+0.00031451i,-0.00068784+0.0002012i,-0.0020744-0.0014196i,-0.0030975-0.0014065i,-0.0019671-0.0009672i,-0.00031645-0.0012448i,0.00013334-0.00037397i,0.00063282+0.000883i,0.00028923+0.00089616i,-0.00044671+0.0009528i,-0.00029891+0.0013836i,-0.00033975+0.001014i,7.163e-05-7.3896e-05i,0.000869-0.00036666i,0.00089232-0.00016153i,0.00053095+0.00037782i,6.2437e-05+0.00026323i,-5.7078e-05-8.9955e-05i,0.00039563-8.84e-05i,-0.00016082-0.00038234i,0.00026919-0.00044028i,0.00081077-0.00036085i,0.00039464-0.00062345i
0.0017218+0.00041502i,0.0018888-0.00059019i,0.0012488-0.0031275i,0.00024983-0.0054098i,-0.0011652-0.0053902i,-0.0021763-0.0043377i,-0.0015078-0.0018679i,-0.00072343-0.00028598i,-0.0011843-0.00036236i,-0.0014189-0.00031829i,-0.0012496-0.00085981i,-0.0017802-0.0012569i,-0.0012926-0.00076967i,-0.00059903-0.00050579i,-0.00033763-0.0010459i,0.00014979-0.00097197i,0.00045543-9.8709e-05i,0.0010284-0.00033428i,0.00089568-0.00066798i,0.00020699-0.00071836i,0.00029756-0.0003681i,0.00072642+1.0838e-05i,-0.00024417+0.00057205i
-0.0021357+0.00090721i,8.3399e-05-0.00013644i,0.0011438-0.00045663i,0.00092261-0.0004087i,-0.00015322-0.00045017i,-0.00049657-0.00083242i,-0.00020058-2.8333e-05i,0.00065842+0.0007142i,0.0009426+0.00028244i,6.2104e-05-0.00051467i,-0.00069999-0.00081521i,-0.00049603-0.00090481i,0.00020268-0.00028389i,0.00059884-0.00031251i,0.00093496-0.00044218i,0.00056369+0.00019526i,0.00047493+0.00066973i,0.00022571+0.00059547i,-8.2232e-05+6.5293e-05i,-0.00015085-0.00055552i,-0.00015901-0.00060641i,-6.6602e-05-0.0002696i,0.00031746+0.00014572i
-0.0004778+0.0033012i,-0.00015424+0.0025496i,0.0012487+0.0010892i,0.0020481-0.00057941i,0.001645-0.0018688i,0.00093455-0.00093501i,-3.0028e-05+0.00065261i,-0.00066733+0.00026231i,6.4125e-05-0.00036896i,0.00049324-0.00083305i,-0.0002817-0.00084455i,-0.00085644-0.00080021i,-0.00067307-0.0011128i,-0.00064878-0.00075595i,-0.00037161+0.00014337i,4.9639e-05+0.00010078i,2.8848e-07-0.00070115i,-4.6955e-06-0.00014977i,-0.00021782+0.00012982i,-0.00010198-0.00012764i,0.00073519+0.00037821i,5.2553e-05+0.0010669i,-0.00093092+0.00061783i
