0.0023603+0.00020516i,0.0024871-0.0015475i,0.0016996-0.001781i,4.9086e-06-0.00092663i,-0.001197+0.00051876i,-0.0009441+0.0023581i,-0.00060862+0.0029217i,-0.00079698+0.0018891i,-2.9442e-05+0.0015069i,0.0012088+0.0010789i,0.00054595+0.00029708i,-0.00013136+7.7856e-05i,-0.00013438+0.00018836i,-0.00028682+0.0013167i,-6.6226e-06+0.0015417i,0.00034269+0.00046419i,0.00028055-0.00018658i,0.00063066-1.8989e-05i,0.00097349-5.3748e-05i,0.00074966+0.0001384i,0.00044123+0.00014507i,0.00013672+2.7659e-05i,3.8297e-05-6.3083e-05i
-6.8609e-05+0.00077004i,0.00048191+0.0012111i,0.00034018+0.0021715i,0.00080395+0.0020676i,0.00073996+0.0013672i,0.00075924+0.0012414i,0.00063469+0.0011015i,2.8813e-05+0.00050344i,-0.0002625+0.00038824i,-0.00062878+0.00041356i,-2.0832e-05-0.00055959i,0.00088722-0.0010541i,0.00056254-0.000624i,-0.00016822-0.00022425i,-0.00080229-0.00025059i,-0.00097617-0.0004738i,-0.00032477-0.00036372i,-9.356e-05-0.00030074i,-0.00053111-0.0011873i,-0.00020895-0.0017555i,-0.00011937-0.00052297i,-0.00082354+3.1765e-05i,-0.00090558-0.00038371i
9.4875e-05-0.00093725i,-0.00060487-0.0011249i,-0.00087462-0.001953i,0.00041629-0.0024333i,0.0011502-0.0018825i,0.00094059-0.00050414i,0.0007388-0.00069348i,0.000119-0.00092768i,-0.0001994-0.00025595i,0.00011843-5.5144e-05i,-9.7567e-05-0.0011297i,-0.00043647-0.0009322i,-0.00051874+0.00026033i,-0.00074492+0.00063549i,-0.00071855+0.00021486i,-0.00031209-0.00042503i,-0.00031981-0.00056431i,0.00022569-0.00049672i,0.00060498+0.00042494i,0.00039376+0.0011803i,0.00046199+0.00065743i,0.00034885+0.00034994i,0.0003088-2.063e-05i
-0.0007314+0.0016343i,-7.0089e-05+0.00087549i,-0.00015883+0.0015283i,2.039e-05+0.0015279i,0.0003731+0.00097737i,0.00011159+0.00025651i,0.00065127-0.00038193i,0.00081907-8.0649e-05i,-9.2081e-05+0.00043335i,-0.00024948+0.0012312i,8.4777e-05+0.0014678i,-0.00013518+0.0013036i,-0.00032549+0.00062911i,2.1014e-06-0.00047188i,-0.00054111-0.00074996i,-2.5763e-05-3.4862e-05i,0.00058297+0.00011223i,1.8384e-05-0.00036653i,0.00023974-0.00051862i,0.00019558-6.3809e-05i,0.00041089+0.00050226i,0.00049226+0.00068313i,-0.00010138-0.0001354i
-0.00095488-0.0029341i,-0.0012588-0.0031406i,-0.0011635-0.0027115i,-0.0010639-0.0011691i,-0.00086867-4.026e-05i,0.00041453-3.7268e-05i,0.00079625-0.00038299i,6.882e-05-0.00057673i,-0.0007307-0.00018989i,-0.00063403+0.00051706i,-0.00033979+0.00105i,-0.00020471+0.00077482i,0.00079224-0.00015078i,0.0013127-0.00056564i,0.00085897+0.00014002i,0.00075417+0.0003706i,0.00033172-0.00017874i,-0.00028038-0.00067518i,3.7323e-05-0.00043412i,0.00010806-0.000204i,-0.0003582-0.00045665i,-0.0002785-0.0010034i,-0.00010438-0.00058087i
0.00097936-0.00065803i,0.00061172-0.0018649i,0.0010017-0.0018869i,0.00071536-0.0013944i,0.00020328-0.0014036i,0.00051684-5.9506e-05i,0.00036906+0.0014963i,0.00027634+0.001152i,0.00040657+0.00014776i,-0.0003005-0.00024847i,-0.00057937+0.00030592i,-0.00026436+0.00043376i,0.00022797+0.0010556i,0.00035864+0.0013421i,0.00011565+0.00064137i,-0.00013628-3.2848e-05i,-0.00023852-0.00054599i,-0.00036596-0.00084666i,-0.00018414-0.00058469i,0.00037359-4.6485e-05i,0.00064947+0.00063776i,0.00052626+0.00052498i,0.0003043+0.00071813i
0.00031858-0.0011636i,0.00031532-0.0014856i,0.00046804-0.0018921i,0.00024805-0.00089966i,0.00032134+0.00042707i,0.00078156+0.00075327i,0.0011408+0.00013916i,0.0011388-0.00029927i,0.0010059+0.00012827i,0.00083968+0.00065774i,0.00051338+0.00049407i,0.00016371+9.6861e-06i,-4.2414e-05+8.4674e-05i,-0.00026006-0.0001167i,0.00011616-0.00094966i,0.0002679-0.0011122i,-0.00034662-0.00070703i,-0.00012066-0.00032283i,4.004e-05+0.00023508i,-2.7275e-05+0.00044035i,0.00045747-0.00020004i,0.00067915-0.00045816i,0.00029186+3.6038e-05i
-0.0012286+0.0014607i,0.00015007+0.0025307i,0.0015325+0.0035495i,0.0012045+0.0018622i,0.00080201-8.5165e-05i,0.0002847-2.14e-05i,0.00068962-0.00012296i,0.0010012-0.00023444i,5.8838e-05-0.00014837i,-6.7499e-05-0.0010258i,-9.0035e-05-0.0016685i,-0.00046552-0.00070189i,0.00026487+0.00055636i,0.00031425+0.00085079i,-0.00016739+0.00034747i,9.7142e-05-0.00035496i,-5.1152e-05-6.9434e-05i,-0.00014526+0.00011917i,-0.00031519+8.2259e-06i,-0.00035789-0.0011088i,0.00024496-0.0011285i,-0.00049088+0.00026863i,-0.0005222+0.00032356i
0.002845+0.0015722i,0.0023437+0.00066079i,0.0026458+0.00049896i,0.0022194-0.00023142i,0.00089901-0.0006431i,-0.00027298+2.8416e-05i,-4.931e-05+0.00045137i,0.0003783+0.0001784i,0.00015495-4.9423e-05i,0.00018267-0.00047125i,-0.00021149-0.00082076i,-0.00045524-0.0010105i,-0.00063954-0.00051272i,-0.00072989-0.0001228i,-0.00060505+0.00015556i,-0.00088359+0.00026108i,-0.0011695+0.00055333i,-0.0008484+0.00087097i,-0.00028047+0.0010533i,0.00021462+0.00065182i,0.00043286-0.00059692i,0.00067119-0.00056257i,0.00021108-4.2176e-05i
-0.0022049+0.0010921i,-0.0014556+0.0017946i,-0.00055928+0.0023711i,0.0004926+0.0014944i,0.00029525+0.00080799i,0.00015652+0.00027896i,8.1871e-05-0.00011961i,-0.00072417+0.0001994i,-0.0012336+0.00030866i,-0.00079084-0.00018978i,0.00042064+0.00032355i,0.00061667+0.00050561i,0.00053909-0.00046824i,0.0003789-0.0010119i,6.6895e-05-0.0010625i,-0.00010594-0.00086396i,-0.00019738-0.00079797i,-0.00041401-0.00039557i,-0.00063791+0.00034992i,-0.00085577+0.00047083i,-0.00058531+9.0495e-05i,-0.00056191+0.00010835i,-0.00012039+0.0010778i
0.00077087-2.9625e-05i,0.0018745-0.0014112i,0.0015233-0.00086683i,0.00052946-0.00052074i,-0.0001352-0.00022379i,0.00040656+3.2882e-05i,0.0010136-0.00055485i,0.00035573-0.00046912i,-0.00060953+0.00066324i,-0.00078678+0.00072902i,-0.00038634+0.00030399i,-0.00013888+0.00020127i,-0.00090058+0.00025644i,-0.0013353+0.00014736i,-0.00024488+0.00012766i,0.00049205+0.00061678i,0.00074018+0.00068897i,0.00022499-0.0003967i,-0.00047168-0.00094368i,-0.00065575+0.00012115i,-0.00094942+0.001014i,-0.00071505+0.0010106i,0.00015243+0.00062075i
-0.0018664+0.0014034i,-0.00083829+0.002778i,0.0011944+0.0035468i,0.0018657+0.0024451i,0.0013392+0.0011894i,0.00046208+0.0011219i,-0.00063253+9.8709e-05i,-0.0012885-0.00086909i,-0.0010577-0.00015129i,-0.0003436+0.00019903i,0.00084579+0.00028914i,0.00097866+6.5628e-05i,0.00021798-0.00031842i,0.00077543-0.00058242i,0.0017503-0.00036863i,0.001467+0.000114i,0.00016225+0.00037942i,0.00011927+2.1183e-05i,2.7901e-06-0.00062468i,-0.00073594-0.00067411i,-0.0003616-0.00026462i,-2.1651e-05-0.00013855i,-5.8436e-06+0.00021257i
0.00074844-0.00012576i,0.00058967-0.0013183i,1.1326e-05-0.002292i,-0.00089555-0.0021268i,-0.0012948-0.0013297i,-0.00056209-0.00063813i,-0.00013964-0.00049667i,-5.7198e-05+1.5008e-05i,0.00041554+0.00033071i,0.00028311-0.000311i,-0.0003984-0.00052171i,-0.00093323-0.00087505i,-0.00071779-0.00038488i,-0.00041345+0.0001089i,-0.00044297-0.00031855i,-0.00043819-0.00028006i,-6.0303e-05-1.6619e-05i,0.000696-4.9872e-05i,0.00093086+0.00062123i,0.00065373+0.0013493i,0.00062945+0.00070382i,0.00073536-0.00050244i,0.0010117-0.00095554i
0.00023003-0.00026991i,-9.7796e-05+0.00053635i,-0.00018935+0.0016804i,0.00075169+0.0019657i,0.0014181+0.00082911i,0.0011593-0.00012293i,0.00029833+0.00015846i,-0.00088915+0.00077609i,-0.001928+0.00071213i,-0.0023686+0.0013106i,-0.0016059+0.0010721i,-0.00046536+0.0002344i,0.00019684-0.00033103i,0.00068942-0.00015117i,0.00054445+0.00058229i,0.00036451+0.00062542i,-0.00026635-0.00030857i,-0.0008522-0.00072754i,-0.00042468-0.00043734i,-0.00018146-0.00033588i,-0.00059719+0.00034247i,-0.0012111+0.00070093i,-0.0009414+0.00019143i
0.0015346+0.00023242i,0.0023032-0.00099478i,0.0032796-0.0015804i,0.0029162-0.0017023i,0.0020748-0.0019015i,0.00063336-0.0022106i,-0.00052869-0.0012733i,-0.00025438-0.00036255i,-0.00043913-0.00044556i,-0.00079869-0.00073447i,-0.00053233-0.00043173i,-0.00025722-0.00010507i,-7.0646e-05-0.000662i,-0.00034967-0.00018061i,-0.00072601-2.6281e-05i,-0.00081977+0.00013127i,-0.00037683+0.00097555i,-0.0001267+0.00069669i,-0.00049882+4.0861e-05i,-0.00028988-0.00051961i,0.00039545-0.00010512i,-0.00014254+0.00072012i,-1.2086e-05+0.00078854i
0.00062478-0.00046191i,0.00014511-0.00030614i,-3.1092e-05-0.00063934i,-0.00079666-0.0014265i,-0.0011706-0.0013328i,-0.0014634-0.00079538i,-0.00083369-0.00024207i,0.0001063+0.00014336i,1.1634e-05+0.00054734i,4.1742e-06+0.00060038i,0.0004734-0.00012695i,0.00024774-0.00016848i,-9.488e-06+0.00047124i,-0.00011304+0.00071918i,-0.00050696+0.000474i,-0.00054871-0.000221i,-2.9517e-05-0.00044961i,0.00016931-0.00011963i,0.00020495-0.00015169i,0.0008302-0.00027164i,0.0011647-0.0004217i,0.00090176-0.00054645i,9.2919e-05-0.00012638i
0.00064727+0.00021342i,0.0010453+0.00022505i,0.00097066-0.00064799i,0.00076204-0.00078074i,0.00082541-0.00046668i,0.00057901+0.00096901i,0.00026458+0.002019i,0.0007702+0.00153i,0.0011288+0.00065239i,0.0006979+0.00016636i,-0.0001005-0.00019995i,-0.00021521-0.00058841i,-0.00023152-0.00048712i,-0.00044748+0.00032665i,-0.00018997+0.00028225i,-0.00012575+0.00019869i,-3.6293e-05+0.00055933i,0.00046672+0.00034277i,0.0004998+6.2699e-05i,0.00035986+0.00048647i,-0.00010631+0.00048545i,-0.00023087-0.00039465i,1.5002e-05-0.00061829i
-0.00097827+0.0010561i,-0.0015723+0.0012173i,-0.00065625+0.0014038i,0.00041818+0.00063632i,0.00031016+0.00010652i,0.0005811-0.00024032i,0.0009825+0.00011782i,0.00038144+0.00097722i,0.00011553+0.00077431i,0.00018808-0.00010084i,7.7203e-05-0.00033962i,0.00025351+0.00012399i,0.00085542+0.0004345i,0.00065177+4.3784e-05i,-0.00033169-0.00015239i,-0.0011732+0.00037509i,-0.00064999+0.00045871i,0.00014029-2.6525e-05i,0.00040258+0.00013693i,0.00035167+0.00056707i,0.00015074+0.00024976i,-0.0003314-0.00046898i,-0.00055826-0.00019585i
0.00087072+0.0007564i,0.00078849-0.0015881i,0.0011464-0.0024796i,0.001335-0.0011935i,0.00070141-0.0012406i,-1.2298e-06-0.00061337i,-0.00030466+0.00028142i,-0.00018833+0.0004519i,-0.00033189+0.00074618i,-0.00093051+0.00070759i,-0.0010356+0.00053343i,-0.00054066-1.2724e-05i,0.0001623+0.0002089i,0.00010419+0.00014845i,-0.00097501-0.00020478i,-0.0014595-0.00021083i,-0.00096531-0.00045247i,-0.001022-0.00037877i,-0.0012436-9.3097e-05i,-0.00094956-0.00037221i,-8.0727e-05-0.00039306i,0.00031063-4.2374e-05i,0.00027797+0.00089908i
-0.0011449+0.0013114i,-0.00083269+0.001947i,-0.00073426+0.0018833i,0.00020143+0.00076127i,0.00012975+8.6806e-06i,-0.0011982-0.00037212i,-0.0014909-0.00036097i,-0.00078653-0.00037207i,-7.5367e-05-0.0004824i,-0.00026555-0.00020843i,-2.6413e-05-0.00030707i,0.00032605-0.00031356i,0.00026135-0.00021501i,-8.2399e-05-0.00039373i,0.00032952-0.00037018i,0.00029006-0.00044845i,-5.6625e-05-0.0012089i,0.00018361-0.00054162i,0.00011376+0.00091022i,0.00018947+0.0012018i,0.0010743+0.00052788i,0.00082358+0.00033713i,-0.00030886+0.001162i
-0.00024499-0.0014597i,-0.00010232-0.0014107i,-0.00069464-0.001692i,-0.0019634-0.0001921i,-0.0017174+0.0010715i,-0.00053524+0.00098036i,0.00089052+0.00027044i,0.0011671+0.00028895i,-0.00092482+0.00025233i,-0.0005552+0.0005838i,0.00079748+0.00081992i,0.00041175+0.00030853i,-0.00019519+0.00018693i,-0.00020489+0.00082499i,-7.149e-05+0.0011217i,-8.0556e-06+0.00029582i,-0.0001698-0.00046873i,-0.00038525-0.00063361i,0.00094595-0.00031011i,0.0012037+0.00011734i,0.00017524+3.0672e-05i,-0.00021767+0.00011624i,-0.00014489-5.201e-05i
0.00075305+0.0018774i,0.00039259+0.0022681i,0.0014547+0.00077871i,0.0024145-0.0010698i,0.0017034-0.0012622i,0.00054674-9.4042e-06i,0.00059439+0.00010901i,0.00069484-0.00028671i,0.00036701+0.00019105i,0.00010007+0.0002699i,-0.00065876+0.00024623i,-0.0011187-0.0001712i,-0.0006834-0.00021323i,-0.00051096-0.00020414i,-0.0007202-0.00083334i,-0.00021868-0.0007994i,-0.00015708+6.3949e-05i,-0.00042764+0.00048838i,-0.00045695-7.1018e-05i,-0.00048791-0.00035736i,-0.00048548-8.8116e-05i,-0.00019315-0.00034461i,0.00048326-0.00086463i
-0.0010355+0.0022091i,-0.00026408+0.0010389i,0.00092037+0.00023109i,0.00079816-0.00013411i,-0.00014261-0.00087371i,5.7592e-05-0.0010327i,0.00029401-0.00097681i,0.00048489-0.00040021i,-0.0001332+0.00083157i,-0.00092482+0.00065938i,-0.00045805+7.2915e-05i,0.00080523+0.00037731i,0.00083829+0.00057481i,1.5727e-05+0.00013933i,-0.00075843+0.00046292i,-0.0009726+0.00032591i,-0.00031101-0.00033899i,0.00058826-0.0005044i,0.0011106-0.00083611i,0.0010247-0.0007117i,0.00012699-0.0002484i,-0.0003141-0.00034123i,-0.00031625-0.00059419i
-0.00047194+0.0020527i,-0.0002724+0.0026087i,-0.00018789+0.0018276i,-0.00046444+0.00085077i,-0.00022297-1.2126e-05i,4.9546e-05-0.00044395i,0.00010104-6.7246e-05i,-0.00029491+0.00013825i,-0.00058751+0.00025726i,-0.00042811-0.00013582i,-0.00022833-6.7917e-05i,5.4288e-05-0.00011996i,-4.2771e-05-0.00099313i,-0.00075352-0.00059504i,-0.001405-0.00096278i,-0.0007218-0.0016449i,-1.1438e-05-0.0011387i,0.00021627-0.0003571i,-0.00051771+0.00053013i,-0.00024146+0.00094167i,0.00028335+0.00016482i,0.00034381-0.00061658i,0.00035611+4.5833e-05i
-0.00091546-0.00019394i,-0.0004676-0.00081818i,-0.00012276-0.00095793i,0.00085573-0.0012717i,0.00074295-0.00068912i,0.000407+0.00044099i,0.00049171+0.00062229i,0.00087986+0.00055788i,0.00079093+0.00094452i,0.00061468+0.00092327i,0.0009366+0.0001842i,0.00078731+0.00014773i,0.00079321+0.00032568i,0.00050555+0.00045922i,0.00032064+0.00075883i,0.00096268+0.00039368i,0.0011403-0.0002755i,0.00010303-0.00038246i,-1.4963e-05+9.4304e-05i,0.0005954+0.00041044i,0.00087557+0.00059666i,0.00044142+0.00062031i,-4.5503e-05-9.0771e-05i
-0.0010862-0.00073514i,-0.0022901-0.00017628i,-0.0021808-6.4686e-05i,-0.0015903+8.3208e-05i,-0.0001175+0.00014912i,0.00069128+0.0014174i,0.00024158+0.0018763i,0.0001769+0.0012715i,7.7687e-05+0.00074592i,0.0001778+0.00041784i,-2.0653e-05+0.00055394i,0.00016878+0.00058614i,0.00084517+0.0004317i,0.0012169+0.00012851i,0.00072119-0.00021684i,-0.00033337-0.00078131i,-0.00047061-0.00026952i,-3.6534e-05+0.00048394i,0.00050535+0.00046889i,0.00067438-0.00010932i,-0.00010842-0.00049404i,-0.00083291-0.00019187i,-0.00052425+8.1818e-05i
-2.6714e-05-0.0011293i,0.00091127-0.0022159i,0.0016101-0.0019598i,5.0426e-05-0.0011965i,-0.0010462-0.00091562i,-0.00038279+0.00012807i,0.00039493+0.00098217i,0.00031049+0.00047315i,-0.00057756+0.00076342i,-0.0012239+0.0014216i,-0.0016258+0.00017713i,-0.00049551+2.1715e-05i,0.00068256+0.0010789i,0.00070904+0.00054312i,0.00088022+0.000181i,0.00094061+0.00046399i,0.00053067+0.00012398i,-6.5786e-05-0.00011283i,-0.00036852-7.8531e-05i,9.2084e-05-0.00011451i,6.1231e-05-0.00033825i,-0.00090358+5.3413e-05i,-0.00084238+0.00020976i
-0.00022654-0.00092798i,-0.00087817+0.0001301i,-0.00079443+0.00062503i,-0.00021709+0.00015817i,-0.00017215+0.00065953i,-4.5874e-05+0.0011201i,0.00028067+0.00080713i,-0.00041483+0.00033677i,-0.00040118-0.00039928i,0.00025832+0.00013753i,-1.5291e-05+0.00040855i,-0.00011957-0.00018688i,0.00064782-5.9872e-05i,0.00064149-0.00042352i,-0.0001153-0.00022614i,-0.0008668+0.00066675i,-0.00089567+0.00078867i,-0.0011184+0.00013975i,-0.0010644-9.2065e-05i,-0.00034956-0.00018755i,0.00064935+5.1065e-05i,0.00044847+0.00069731i,-0.00016527+0.00068585i
-0.00012567-0.0030233i,0.00026634-0.0022741i,-0.00057141-0.00054627i,-0.0012711+0.00079028i,-0.0013602+0.00084281i,-0.00078896+0.00095962i,0.00011336+0.0010017i,-0.00023084+0.00018898i,-0.00042257-0.0008179i,-0.00055028-0.00061488i,-0.00044961+0.0002023i,-0.00028387+0.00072077i,-9.6294e-05+0.00091251i,0.00063131+0.0014339i,0.00070115+0.0012686i,0.00026836+0.00092028i,0.00033686+0.00079806i,0.00070782+0.00088772i,0.001084+3.4596e-05i,0.00045292-3.2154e-05i,-0.0004246+0.00051658i,-2.0945e-05+0.00070728i,-0.00039165+0.00073707i
0.0012932+0.0014136i,0.0012694+0.00036415i,0.0014107-0.00078266i,0.0019717-0.0013156i,0.0011517-0.00076631i,-0.00039712-0.00010158i,-0.00044826+0.00071697i,-0.00029861+0.0014796i,-0.00046242+0.0019225i,-0.00037807+0.0009591i,-0.00085077+0.00014218i,-0.00057738+0.00058578i,0.00067648+0.00017637i,0.0005059+0.00019733i,-0.00026453+0.00061355i,-0.00026372+0.00038018i,-0.0001337+0.00019862i,-0.00044035+8.4848e-05i,4.6848e-05+5.9899e-05i,0.00036914+0.00038285i,-0.00021489-0.00010762i,-0.00069527-0.00056397i,-0.00065251-0.00026561i
-0.00014023-0.0026503i,-0.00031834-0.0016364i,-0.00091543-0.0017024i,-0.0019606-0.00086276i,-0.0017268+6.2685e-05i,-0.000746+0.00041671i,-0.000265-0.00011007i,-0.00021169-1.6446e-05i,-0.00062806+0.00022402i,-0.0009434-0.00016963i,-0.00094066+1.7302e-05i,-0.00044568+0.00054067i,6.4724e-05+0.00085011i,-0.00014374+0.0010128i,-0.00050022+0.00071333i,-0.00015355+7.9497e-05i,-0.00010656-0.00057997i,-0.00035054+2.3499e-05i,-0.00032903+0.00072447i,0.00044632+4.2008e-05i,0.00033514-0.00048237i,-0.00073041-0.00045622i,-0.00031398-0.00021887i
0.00070574-0.0013022i,-0.0004534-0.001208i,-0.00092712-0.0011663i,-0.0012854-0.00024569i,-0.00075902+0.00072928i,0.0011185+0.0011549i,0.0017018+0.00027946i,0.0011734-0.00058212i,0.00041413+0.00016778i,-0.00046565+0.00025341i,-4.1568e-06+0.00020001i,0.0010809+0.00025745i,0.00072155-0.00021481i,0.00043452-0.00037129i,0.00046922+0.00034116i,-0.00085093+0.00057932i,-0.0016696+0.00037361i,-0.00091451+0.00028176i,0.00022966+0.00030546i,0.00055268+0.0010056i,-0.00028599+0.0010595i,-0.00083261-0.00055804i,-0.00075624-0.0012717i
-3.4433e-05-0.0015285i,-0.00021328-0.00076463i,-0.0014008-0.00062391i,-0.0019138-0.001463i,-0.0012331-0.0012232i,-0.00070788-0.00023164i,9.6037e-06+0.00072174i,0.00031192+0.0015062i,0.00024892+0.0014648i,0.00040293+0.0015859i,0.000556+0.001991i,-0.00011232+0.0016665i,-0.0006318+0.00014372i,0.00034586-0.00052784i,0.0011235-0.00020875i,0.00034368-0.00020331i,-0.00041345-0.00051065i,-0.0002329-0.0010286i,-5.4419e-05-0.00068848i,-0.00022433-0.00045203i,0.00011057-0.00084148i,0.00019305-0.00062479i,-0.00021506-0.00067067i
0.00084097-0.0010818i,-0.00051021-0.0016785i,-0.0012836-0.0021852i,-0.001392-0.0013258i,-0.00087111-0.0012542i,0.00065403-0.00096935i,0.0013424+0.00024851i,0.00057683+0.00077625i,0.00013794+0.00060235i,0.0005371+0.00047268i,0.00068709+0.00014383i,-0.00012021+0.00018669i,0.00031802+2.6829e-05i,0.00093978-0.00024737i,-2.7171e-05-5.8012e-06i,-0.0007334-0.00012158i,-0.00052898-0.0004693i,-0.00051033+0.00010243i,-0.00035+0.00025913i,-1.3917e-06+0.00040575i,4.2691e-05+0.00085625i,-0.00044958+0.00051979i,-0.00048632+3.3158e-05i
-0.00048097-0.0019657i,-0.0007306-0.0022337i,-0.00018543-0.0012724i,0.00011591-0.00021656i,0.00032875+0.00017059i,0.0010413+1.2385e-05i,0.00059099-0.0002133i,-0.00057975-0.00027501i,-0.0012119+1.3878e-05i,-0.0012144+0.0003281i,-0.00055095+0.00069327i,0.00076295+0.000812i,0.0011514+0.0004237i,0.00063105-0.00063952i,0.00057467-0.0010306i,0.0005304-7.2948e-05i,0.00010304+0.00045031i,-0.00071117-1.681e-05i,-0.00069977-0.0001433i,0.00026463+0.00071033i,0.00050129+0.00066553i,0.00039854-0.00019906i,0.00066238-0.0002663i
8.0845e-05-0.00028338i,0.00054658-0.00011009i,0.0013249+0.00030171i,0.0008237-0.00019803i,0.00028393-0.00023734i,0.0001043+0.00042249i,-0.00061592+0.00038517i,-0.0012383+0.00010486i,-0.0012324+0.00022183i,-0.00024974+0.00047927i,0.00025621+0.00061893i,-0.0001995+0.00025344i,-0.00083012-0.00041375i,-0.00086266-0.001068i,-0.000785-0.00032714i,-0.0003577+0.00049698i,-0.00024326-0.00025381i,-0.00076766-0.00089254i,-0.0014499-0.00061058i,-0.0013954-0.00016359i,2.6036e-05-9.2611e-05i,5.2348e-05-0.00014681i,-0.00046996+6.6097e-05i
0.00059454-0.00018424i,4.4506e-05-0.00038995i,-0.00019136+0.00012513i,0.00050258+0.00057324i,-0.00018001+0.00013767i,-0.0015127+0.00020368i,-0.00090093+0.00033064i,-0.00024312+0.00020042i,-0.00082819+0.00049719i,-0.0010168+0.00045258i,0.00013727-3.3925e-05i,0.00073169-0.00022084i,0.0011022+0.00017468i,0.00068737+0.00017687i,0.00025663-0.0006863i,0.0012029-0.00086523i,0.0016171-0.00048103i,0.00091728+0.00011003i,-0.00020521+0.00070878i,-0.00042784+0.00064033i,0.00048291+3.4768e-05i,0.00089327-5.9332e-06i,0.00010586+7.0898e-05i
-0.00014703+0.0014948i,0.00071245+0.0018696i,0.00168+0.0015622i,0.0016052+0.00026709i,0.0012438-0.00060103i,0.0012957-0.00012922i,0.0013442+0.000613i,0.0009223+0.0010145i,0.00071722+0.00069326i,0.0001213-0.00022708i,-0.00016349-0.00071444i,0.00039457-0.00084111i,0.00063426-0.00033213i,-2.431e-05+0.00069244i,-0.0002849+0.00045755i,-0.00056307-8.0262e-05i,-0.00091941-0.00048517i,-0.00095779+3.0774e-05i,-0.00093144+0.00029887i,-0.00047275-8.5494e-05i,0.00037058+0.00026276i,0.00085743+0.00060233i,-7.9404e-05+0.00024341i
0.00027587-0.0019807i,8.0957e-06-0.0016997i,-0.00037252-0.00098777i,-0.00043373+0.0001118i,-0.00063613-2.6863e-05i,-0.00025838-0.00061954i,0.00019048-0.00038556i,0.00024268+7.4319e-05i,-5.6788e-05+0.00022556i,-0.00032116+0.00084373i,-0.00050753+0.00084266i,-0.00020087+1.3579e-05i,-8.804e-05+0.00031625i,-0.00025654+0.00061637i,-0.0002945+0.00037607i,-0.00036793-0.00010544i,0.00018309-0.001061i,0.0012073-0.0011956i,0.00031507-0.00070754i,-0.00028446-0.00014369i,1.3197e-05-0.00026881i,-0.00030351-0.00048546i,-0.00060575+0.00027224i
0.0012384+0.0016894i,0.0002917+0.0019831i,0.0004554+0.0015089i,-0.00037504-0.00011646i,-0.0017469-0.0011282i,-0.0015022-7.9127e-05i,-0.00092596+0.00074122i,-0.0005935+0.0011611i,-0.00017409+0.0014585i,-0.00021612+0.0014237i,-0.00027048+0.00078154i,-9.6358e-05+0.00091912i,-0.00020899+0.0013062i,1.742e-06+0.0011256i,-0.00049097+0.00074832i,-0.00090092+3.7938e-05i,-0.00022287+0.00022735i,-0.00031393+0.0010405i,-0.00073496+0.0013916i,-0.00037433+0.00087496i,0.00026152+0.0005037i,0.00061039+8.5815e-05i,0.0006339+7.6161e-05i
-0.0023946-0.00085791i,-0.0018348-0.001517i,-0.001085-0.0014539i,-0.00050989-0.00064693i,2.1647e-05+0.00024326i,0.00054561+0.00094607i,0.00027855+0.00084127i,-0.00036239+0.00058926i,-7.9955e-05+0.0003441i,0.00022391+0.00060693i,-0.00054183+0.00078188i,-0.00047952+0.00051044i,-0.00046105+0.00026527i,-0.00053541+0.0004213i,0.00033527+0.0011772i,0.00024715+0.00092461i,6.0748e-05+2.7106e-05i,2.735e-05+2.1164e-05i,-0.00031247+0.00018039i,-0.00013015-9.5984e-05i,0.00033285-0.00070624i,-0.00018669-0.0012343i,-0.00041623-0.00012097i
-0.00070744-0.00035364i,-0.00020068-0.0010986i,0.00028215-0.0011027i,0.0010261+7.8215e-05i,0.0017095+0.0008338i,0.0018854+0.00048454i,0.0013309+0.00014439i,0.00026878-0.00022895i,-6.1957e-05-0.00026379i,3.4073e-05-0.00025681i,0.00010781-0.00039947i,3.6599e-05-0.0004677i,0.00077775-0.00021086i,0.0009299+0.00018719i,0.00033045-0.00014135i,-2.5228e-05-0.00019194i,-0.00086632-2.0994e-05i,-0.00079672-0.00015314i,-0.0003038-0.0004011i,-0.00041196-0.0002591i,-8.3086e-05+0.00030062i,-0.00051425+0.00091215i,-0.0007467+0.0016179i
0.0014643-0.0034074i,0.0023775-0.0042082i,0.0018316-0.0043941i,-0.00015641-0.0035622i,-0.0012112-0.0021418i,-0.00030201-0.00079084i,0.00030386-0.00014139i,0.00025369-9.7674e-05i,-0.00016328+3.9537e-05i,-0.00064519-0.00017819i,-0.00060502-2.344e-06i,-0.00072984+0.0007256i,-0.00077445+0.0013018i,-0.00078183+0.0014146i,-0.00033339+0.0005723i,0.00027725+0.0001022i,-1.2243e-05+0.00012724i,-0.00051627+8.4534e-05i,-0.00060786+0.00029311i,-0.00040067-5.4147e-05i,-0.00032183-7.7879e-05i,-0.00074759+2.6373e-05i,-0.00057474-0.00050883i
