-0.0030849-0.00039319i,-0.0028007+0.0013138i,-0.0031572+0.0023121i,-0.0026353+0.0023934i,-0.00046298+0.0024182i,0.00042377+0.0023939i,9.4292e-05+0.0016738i,0.00091493+0.00098372i,0.00155+0.0014944i,0.0018496+0.00167i,0.0017317+0.00036501i,0.001111-0.0011663i,0.00015752-0.0014151i,-0.00028531-0.00079207i,-0.00024876-0.00016944i,-2.6143e-05+0.00051075i,0.00054672+0.0007502i,0.00056412+0.00045573i,0.00075597+6.295e-05i,0.0011004-0.00017817i,0.0011572-0.00023689i,0.00063116-0.00039573i,-3.2486e-05-0.00022777i
0.0015013-0.00081326i,0.0023525-0.00063152i,0.0026132-0.0011228i,0.00050884-0.0012143i,-0.00094457-0.0010341i,-0.00038802-0.0012288i,0.00040436-0.0012193i,0.00061113-0.0019401i,0.00024006-0.001723i,7.3909e-05-0.00056052i,0.00017677-0.00091071i,-0.00014063-0.0010122i,-8.9774e-05-0.00026617i,-4.9932e-05+0.00027004i,-0.00018267+9.3999e-05i,0.0010479+0.00012908i,0.0017539+0.0007268i,0.00087483+0.00029615i,0.00061297+0.00027107i,0.00049769+0.00061963i,0.00028906+3.3199e-05i,0.00027593+0.00017677i,7.4076e-05+0.00056728i
0.00031409+0.0019979i,3.657e-05+0.00020897i,0.00082824-0.00053539i,0.00079713-0.00094002i,-0.00013193-0.0022294i,-0.00050361-0.002684i,-0.00090062-0.0023202i,-0.00071926-0.0011669i,-1.469e-05-0.00071399i,-1.3076e-06-0.00061659i,-0.00029675-0.00017399i,8.7745e-05-0.00020804i,-0.00023684-0.00036401i,-0.0007679+0.00022743i,-0.00034799+0.001137i,0.00030005+0.001236i,0.00034362+0.00097786i,0.00039261+0.00027945i,0.0007833-9.9068e-06i,0.0007604+0.00046465i,0.00057171+0.00030383i,0.0012876-0.00017139i,0.00094593-0.00010489i
-0.00030161-0.00078303i,0.00011558-0.00059752i,0.00067714-0.00023079i,0.00078253-0.00038296i,0.00078045-0.00041459i,0.00065529-0.00021149i,-0.00018496-0.0010164i,-0.00050691-0.0020886i,-0.00066544-0.001932i,-0.0014563-0.0015555i,-0.0009517-0.0015426i,-0.00035814-0.0011158i,8.9696e-05-0.00084221i,0.0005566-0.00057388i,0.00029315+0.00030205i,-9.0297e-05+0.00082033i,-0.0002216+0.00048881i,-5.6779e-05+0.00023374i,9.624e-05+0.00035023i,0.00019826+0.00048051i,0.00075659+0.00076847i,0.00069656+0.0010973i,0.00032133+0.0011643i
0.00016836+0.00067321i,0.00094711+0.00091722i,0.00046065+0.001018i,6.7658e-05+0.0014788i,-0.00041861+0.00059731i,-0.00029407-0.0011751i,0.00058833-0.0022671i,0.000389-0.0023301i,-0.00070648-0.0013411i,-0.0012245-0.00040393i,-0.00057897-0.00030854i,0.00018357-5.4108e-05i,1.108e-05+0.00043355i,3.2622e-05+0.00014602i,0.00060433-0.00029877i,0.0010577-0.00083912i,0.00038321-0.00095437i,-0.00031334-0.00034506i,-0.00041938+6.9385e-05i,-0.00049379+0.00016069i,0.00023835-8.2252e-05i,0.00093963-0.00011477i,0.0010692+1.3551e-05i
6.9391e-05-0.00082791i,-0.00050658-0.0010838i,-0.00087606-0.0018792i,-0.00089211-0.0019788i,-0.0010102-0.0015809i,-0.0010122-0.0012878i,-0.00038767-0.0010814i,-9.5607e-05-0.0014958i,-0.00032882-0.0013633i,-0.00060514-0.0011605i,-0.00036801-0.0011022i,-0.00030051-0.0010827i,-0.00026544-0.00068914i,-0.0001-0.00029742i,0.0006858+3.272e-05i,0.00057298+0.00080617i,4.8809e-05+0.0004637i,0.00099264+0.00048435i,0.00080331+0.0012041i,0.00019203+0.00099876i,0.00014605+0.0005537i,-0.00016664-0.00024794i,-0.00013463-0.00077713i
0.0013043-0.000894i,0.0015952-0.0018467i,0.0020214-0.0026526i,0.0015105-0.0023366i,0.00014862-0.0008396i,-0.0010306+0.00042216i,-0.00014997+0.00025922i,0.00057792-0.00070266i,0.00046418-0.0015841i,0.00050337-0.0012902i,0.00018536-0.00092939i,0.00033767-0.00020014i,0.00033998+0.00023929i,-0.00033326+0.00020119i,4.781e-05+0.00074884i,3.0307e-05+0.0013183i,-0.00019386+0.00093939i,0.0006732+0.00067315i,0.00055634+0.00010257i,0.00019747-0.00049511i,0.00045214-0.00039686i,0.00050796+5.9574e-05i,0.00011898+0.00032231i
0.00079234-0.00092714i,0.00071909+0.00072399i,-0.00063541+0.0011974i,-0.0014622+0.00074892i,-0.0011779+0.0002886i,0.00051786-0.00039856i,0.0008185-0.0011232i,-0.00044888-0.0014217i,-0.00099439-0.0017981i,-0.00083312-0.00087238i,-0.0002544+8.0243e-05i,0.00021206-0.00053295i,0.00061785-0.00089677i,0.00048715+6.0812e-05i,-0.00022039+0.00056558i,-0.00057667+0.00010874i,-0.00041675+0.00052356i,-0.00020259+0.0004008i,0.00024028+0.00070644i,0.00052179+0.00060396i,0.00024175-4.3211e-05i,0.00027055+0.00075683i,2.8471e-05+0.0006881i
-0.0012975-0.0015851i,-0.0016672-0.0020964i,-0.001465-0.0033141i,-0.0013636-0.003075i,-0.0012879-0.0017242i,-0.00064721-0.00023774i,-0.00026767-0.00058986i,7.3081e-05-0.0011355i,0.00023627-0.00083995i,2.8711e-05-0.00072342i,0.00048172-0.0002833i,0.0015123+0.00061516i,0.00095555+0.0012259i,0.00080135+0.000985i,0.00095014+0.00018616i,0.00021008-0.00031058i,-0.00063341+0.0006338i,-0.00038388+0.0011851i,0.00023071+0.0005208i,0.00052773+0.00054938i,0.00034712-1.37e-05i,0.00014027-0.00096174i,0.00013008-0.00054876i
0.0031027+0.00025106i,0.0015842-1.4034e-05i,0.00080847-0.00012557i,0.00014345-0.00014321i,-0.00018539-0.00094488i,1.4781e-05-0.0014296i,2.3473e-05-0.00093654i,7.6977e-05-0.00088446i,4.2135e-05-0.00063345i,-3.6854e-05+4.1489e-05i,-0.00032891+0.0004534i,-0.000299+0.00041818i,-6.5921e-05+0.00099082i,3.5928e-05+0.0012482i,-0.0004707+0.00082449i,-9.0764e-05-0.00024017i,0.00045823-0.00077405i,0.00051606+0.00044229i,0.00034515+0.0010998i,-0.00024976+0.00055207i,-0.00030108+0.00057876i,3.8395e-06+6.5029e-05i,0.00019197-0.00054697i
0.00084717+0.0014535i,0.0015425+0.0010787i,0.0019618+0.00046851i,0.00080186+5.1442e-05i,0.00052271+0.00027148i,0.00028045-0.00020743i,0.00071499-0.00088096i,0.0012522-0.0011232i,0.00065596-0.00068768i,-7.2514e-05-0.00052307i,-0.00059817-0.00099731i,-0.00059884-0.00014473i,-0.00056064+0.0012274i,-0.00068009+0.00062537i,-0.00041413+0.00018499i,7.9083e-05+0.00086045i,-0.00023876+0.00080275i,-0.00033409+9.3563e-05i,-0.00012065-0.00044058i,0.00051939-0.00027641i,0.0012105+0.00049381i,0.0014443+0.0010388i,0.0010768+0.00073052i
-0.0016227+0.00069216i,-0.00071689-0.0004801i,0.00053208-0.00082028i,0.00077279-0.00087804i,0.00062459-0.0012461i,0.00093081-0.0018863i,0.0010618-0.0019266i,0.00094606-0.0019526i,0.0011235-0.0015001i,0.00076486-0.00087474i,-0.00012564-0.00076539i,-0.0010677-0.00040037i,-0.0010742-1.7119e-05i,0.00015509-6.8887e-05i,0.00075961+0.00046126i,0.00049779+0.00069738i,0.0010837+0.00065996i,0.0014881+2.539e-05i,0.0015456-0.00064418i,0.001467-0.00077526i,0.0014936-0.00049195i,0.0012866+0.00017408i,2.7201e-05-2.3999e-05i
0.001821+0.00046024i,0.0015528-0.00021709i,0.0012697+0.00013151i,0.00098669+0.00042077i,0.00028043-0.0004504i,0.00028061-0.0016035i,0.00068968-0.0019856i,5.7358e-05-0.0023218i,-0.00020091-0.0025207i,0.0003824-0.0015732i,0.00070539-0.00085682i,0.00086312-0.00086556i,0.00077699-0.0011846i,0.00050913-0.00071945i,-9.6796e-05-0.00011584i,-0.00055034-0.00010795i,-0.00069917-0.00047076i,-0.00011353-8.0086e-05i,0.00047169+0.00081406i,-7.3579e-05+0.0010593i,7.002e-05+0.00046398i,0.00064658+0.00052687i,0.00056001+0.00070408i
0.0021755-0.00028708i,0.00086844-0.0022919i,0.00010393-0.0042155i,-0.001124-0.0039417i,-0.0019504-0.0019594i,-0.0017077-0.00032982i,-0.00092463-0.0012341i,-0.00063973-0.0021595i,-0.0003168-0.0020704i,-1.3463e-05-0.0015298i,-0.00028673-0.0012715i,-0.00061275-0.00021344i,0.00010041+0.00071834i,0.00045112+0.00052931i,0.00030007-0.00033918i,0.00032396-0.00073753i,0.00028049-0.00030931i,0.00058124-0.00045174i,0.00055409-0.00037356i,-0.00033299-0.00056752i,-0.00011523-0.00061704i,0.00058287-0.0005207i,1.8505e-05-0.00024087i
0.00078759+0.00030979i,0.0005976-0.00023769i,0.0016225+0.00037679i,0.0018359+0.00057959i,0.0014071-0.00035369i,0.0015642-0.00096787i,0.00098707-0.0013548i,-0.00016121-0.0017185i,0.00017455-0.0014084i,0.0011662-0.0010459i,0.00052002-0.0013626i,-0.00019965-0.0014659i,-7.5945e-05-0.00094495i,3.9698e-05+0.00011727i,0.00050796+0.0011454i,0.00079153+0.00043644i,0.00062099-0.00068125i,-3.9293e-05-0.00054075i,-0.00010112+0.00029436i,0.00090878+0.0004969i,0.00076587+0.00020155i,-0.00013046+0.00032705i,-0.00053257+0.00061105i
0.0023065-0.0012134i,0.0022424-0.00049046i,0.00088437-0.0010663i,-0.00053327-0.0013905i,-6.5365e-05-0.00095975i,0.00012614-0.00051088i,-0.00020107-0.0008766i,0.00057483-0.00184i,0.00061964-0.0014672i,-0.00021871-0.0011732i,0.00016107-0.00098221i,0.00023613-0.00035109i,-0.00019696-0.00039487i,8.4285e-05-0.00014527i,0.00010924+0.00037212i,0.00034142+0.00063531i,0.00019839+0.00055803i,0.00024222+0.00053363i,0.00074191+0.00079603i,0.00056862+0.001083i,0.00052852+0.00034025i,0.00093616-0.0006158i,0.00024731-0.00030392i
6.074e-05+0.002224i,0.00068797+0.0019669i,0.00058537+0.0010198i,0.00080148+0.00034546i,0.00081765-0.00013697i,0.00063384-0.001317i,0.00050147-0.0017723i,-0.00016158-0.00048978i,-0.00087533+0.00028513i,-0.00041846-0.00066607i,0.00020932-0.0012868i,0.00018773-0.0010245i,0.00024143-0.00035691i,0.00069856+0.00057579i,0.00037777+0.0012508i,-0.00025228+0.00062435i,-0.00011519-0.00077471i,-3.2291e-05-0.0011409i,0.00012218-0.00064531i,0.00014683-6.4665e-05i,0.00031749+0.00067733i,0.00049736+0.00028638i,0.0002825-0.00022958i
-0.00020645+0.00064485i,-5.0211e-05+0.0016843i,0.001041+0.0020079i,0.0011045+0.0011461i,0.00095725-9.4181e-05i,0.001403-0.0004716i,0.0010362-0.00047922i,3.399e-05-0.00029709i,-0.00057304+7.5229e-05i,-0.00029763+0.00048244i,-0.00047926+0.00034944i,-0.0010639-0.00050906i,-0.0014069-0.00099764i,-0.00080385-0.00089735i,-0.00018065+0.00022564i,-0.00063107+0.0011161i,-0.00056861+0.00021736i,0.00057062+0.00013879i,0.0010897+0.00078515i,0.0007153+0.00036204i,0.00028737+1.6692e-06i,0.0009671-2.2252e-05i,0.00094446-0.00029355i
-0.00038733-0.0013637i,-0.0013859-0.0016632i,-0.0016089-0.0017685i,-0.00089812-0.0015478i,-0.00039645-0.0012437i,-0.00019855-0.0015193i,-0.00038593-0.0015216i,-0.0011714-0.0015143i,-0.00040603-0.00086137i,-0.0001145-0.00037808i,0.0001537-0.00055919i,0.00063085-0.0009878i,1.7337e-06-0.0012493i,-0.00034999-0.00083666i,0.00032747-0.00041128i,0.00067987+0.00034826i,0.00037638+0.00088218i,0.00025446+0.00018367i,0.00038442+0.00010386i,0.00050365+0.0011084i,0.00019487+0.0013506i,-6.9564e-05+0.00071628i,0.00023386+0.00047971i
9.942e-05+0.0013078i,7.2102e-05+0.0016521i,0.00059032+0.00090253i,-0.00019978+0.00012748i,-0.0010771+2.666e-05i,-0.000625-0.00041068i,0.00037857-0.00058622i,0.0010266-0.0010282i,0.0011826-0.00078811i,0.00053804+0.00010764i,-0.0002563+0.00010054i,-0.00052079-0.00029159i,-5.1052e-05-0.00053452i,1.2842e-05-0.0005409i,-0.00045068-0.00012279i,0.00024171+2.4799e-05i,0.001102-0.00018731i,0.00032578-0.00071523i,0.00011704-0.00082277i,0.00087557-0.00052199i,0.0010389+0.00020092i,0.00056941+0.00045972i,0.00028391-0.00010426i
2.8889e-06+0.00059004i,-0.00041364+0.00032073i,0.00010483+0.00055146i,0.00051761+0.0009326i,0.00083008+0.00018635i,0.000431-1.5903e-06i,-0.00022785-0.00037774i,-1.6472e-05-0.0016039i,0.0011573-0.0018087i,0.0010094-0.00052532i,0.00038594+0.00013194i,7.8661e-05+3.5584e-05i,-0.00036728+0.00012774i,-0.00047275-0.00010419i,-0.00017164+0.00053128i,0.00030859+0.00082346i,0.00093309+0.00028597i,0.00084313+0.00079785i,0.00018613+0.0012149i,-0.00023489+0.00090915i,-0.00026448+0.00051951i,0.00048827+6.0845e-05i,0.0010179-0.00063441i
0.0007144+0.00079552i,0.00089708+0.00014428i,0.00069866-0.00054999i,0.00020687-0.0015882i,0.00057927-0.0023781i,0.00077991-0.0024833i,0.0008054-0.0031048i,0.00079157-0.0024789i,-0.00018074-0.0012271i,-0.0002907-0.0012031i,0.00027477-0.00086547i,0.0003313-0.00033959i,0.00015274-0.00017858i,0.00020228+0.00059531i,0.00012631+0.00058019i,0.00025083-0.00015473i,0.00045256-0.00043824i,0.00079001-0.00021076i,0.0008504-9.4658e-07i,0.00045034+0.00013467i,0.00050174+5.2756e-05i,0.0006825-0.00074728i,0.00041443-0.0011779i
-0.00091293-8.1504e-05i,-0.0011545+0.00054423i,-0.0011766+0.00058735i,-0.00079287+0.00070646i,9.3933e-05-0.00038638i,0.00088498-0.00086849i,0.00019803-0.0010427i,-0.00091065-0.0013423i,-0.00097328-0.00093084i,-0.00038266-0.00046952i,0.00024564-0.0007231i,0.00027655-0.00064075i,-0.00010689-0.00035761i,-0.00019938-0.00023682i,-0.00019903-0.00019646i,-0.0003731-0.00011488i,8.8789e-05+0.00089092i,0.00062358+0.0015476i,0.0010159+0.00040117i,0.00097679-6.9348e-06i,-6.919e-05+0.00058693i,-7.6099e-05+0.00041771i,5.8187e-05-1.7142e-05i
-0.00073545-0.00088927i,-0.002469-0.00015591i,-0.0031515+0.00048585i,-0.0017573+0.0013759i,-0.00011941+0.0019042i,0.0013866+0.001646i,0.0014863-3.0844e-05i,0.00074805-0.0011294i,-4.5935e-05-0.00098656i,-0.00096262-0.00032361i,-0.0010478-0.00017312i,-0.00034996-0.00078012i,7.2333e-06-0.00087965i,-5.4171e-06-0.00018858i,0.00044824+0.00012545i,0.00040286-0.00014002i,5.984e-05+0.00030867i,0.00026978+0.0013267i,0.00012253+0.0013643i,-0.00011048+0.00091446i,0.00056801+0.00060737i,0.00060819-6.727e-05i,8.5312e-05-0.00093526i
-3.2071e-05-0.00042826i,0.00012448-0.0018584i,0.00046339-0.0025629i,0.00021348-0.0027422i,-3.8099e-05-0.0025654i,-0.00038726-0.0018945i,-0.00037354-0.00099319i,-3.3649e-05-0.00037963i,0.0003823+0.00042592i,0.00055351+0.0005205i,5.1059e-05-0.0009013i,-0.00038828-0.0011548i,-0.00043852-5.8531e-05i,-0.00069846+0.0001812i,-0.00062955-0.00018791i,-8.6945e-05+0.00020108i,2.494e-05+0.00048381i,-0.0003716+0.00037115i,-0.00016257-0.00028919i,0.00077436-0.00026716i,0.0013576+0.00047106i,0.00090861+0.00085255i,0.00053987+0.00038701i
-1.9785e-05+0.0006675i,0.00064292+0.0010461i,0.0012007+0.001153i,0.00019881+0.00076217i,-0.0015537-0.00087298i,-0.0020757-0.0014932i,-0.0012539-0.00096359i,-0.00075242-0.00093774i,-0.00019775-0.00094373i,0.00017096-0.0014225i,-0.00046302-0.00056795i,-0.0005578+0.00024159i,0.00039785-0.00023453i,-1.1244e-05-0.00010662i,-0.00047734+9.2934e-05i,0.00019832+0.00028499i,0.00055976+0.00056959i,0.0003615+0.00018501i,0.00017438+0.00023961i,0.00078789+0.00047401i,0.0011156+0.00059171i,0.000682-0.00035223i,-4.8056e-05-0.00057791i
-0.00046994-0.00048706i,-0.0016145-0.00044745i,-0.0028198-0.00061675i,-0.0022508-0.00047825i,0.00040159-4.4174e-05i,0.00087344-0.0004417i,9.0665e-06-0.0016359i,-0.00074083-0.0022358i,-0.0011909-0.0016219i,-0.0008337-0.00019077i,-0.0006422+0.00081371i,1.7472e-05+0.0008675i,2.1572e-05-0.00053367i,-0.00072425-0.0013836i,-0.00040015-0.0015032i,0.00029723-0.0014871i,0.00099507-0.0010188i,0.00095569-0.00054701i,0.00052282+0.00079425i,0.00017377+0.00086543i,1.4478e-05+0.00067939i,-6.9715e-05+0.00068624i,-0.00033695-2.477e-05i
-0.00072507-0.00039909i,-0.00080079+0.00075119i,-0.00051413+0.00085446i,0.00047289+0.00071337i,0.00074374+0.0016626i,0.00012599+0.0011199i,0.00038065-0.0011978i,0.00098418-0.0024192i,0.00068888-0.0025377i,-0.00011931-0.0019067i,-0.00098498-0.00083324i,-0.0011579-0.00055234i,-0.00077902+0.00023478i,-0.00049955+0.00071133i,-0.00030614+0.00034878i,0.00046969-0.00016983i,0.00062885-0.00020744i,0.00015223+0.00031154i,-0.00021549+0.00074128i,-0.00032368+0.0004091i,-9.2026e-05-0.00012635i,-3.6259e-05+0.00060371i,-0.00034724+0.00092267i
-7.5723e-05+0.00053907i,-0.00016704+0.00069725i,-6.0273e-05+2.4285e-05i,0.0005795-0.00072479i,0.0011038-0.0014659i,0.00096193-0.0016134i,0.0012159-0.0017502i,0.00036993-0.0016207i,-0.00087468-0.0011534i,-0.0011198-0.00084242i,-0.00023654-0.00036628i,0.00044321+6.8222e-05i,-0.00017876+0.00034851i,-0.00051984+0.00070937i,-0.00029492+0.0010286i,4.9833e-05+0.00059102i,0.00078566+0.00019915i,0.00039336-0.00036216i,-4.4902e-06-0.00013498i,0.00052459+0.00086559i,0.00081+0.00027611i,0.00083644-4.5105e-05i,0.00074007+0.00019967i
2.2082e-05-0.0010092i,-0.00088507-0.0013168i,-0.0011122-0.0011226i,-0.00051725-0.00040281i,-0.0010405-0.00059819i,-0.0014756-0.00065008i,-0.00033532-0.00085518i,0.00051839-0.0014889i,3.3852e-05-0.001408i,-5.0242e-05-0.001258i,0.00023946-0.00084943i,0.00051401-0.00069397i,0.00045395+3.2345e-05i,-0.00017956+0.0010911i,0.00014056+0.00081576i,-9.6626e-05+0.0001693i,-0.00036897-9.4477e-05i,-0.00084378+0.00032851i,-0.0017593+0.00060598i,-0.00113+0.0005786i,0.00057488+0.00065211i,0.0012949-6.9812e-05i,0.00079097-0.0007406i
0.0013438+0.0010858i,0.0032909+0.00065527i,0.0047792+0.00038322i,0.0036936+0.00028189i,0.0017356-0.00066075i,0.00073522-0.0021113i,0.00058901-0.0021747i,0.00024294-0.0017202i,-0.00018633-0.0015315i,-9.4917e-05-0.00074983i,-0.00029752-0.00039538i,-0.00090551-0.00063176i,-0.0012186-0.00032276i,-0.0010978+0.00020006i,-0.00095602+0.00050086i,-0.00024306+4.9002e-05i,3.3828e-05-0.00068086i,-0.00058597-0.00034402i,-0.00083544-0.00036471i,-0.0009011-0.00075942i,-0.00051788-0.000512i,1.7062e-05+0.00014282i,3.3221e-05+0.00053912i
-0.0034775+0.0011357i,-0.003474+0.0021485i,-0.0038294+0.0035551i,-0.0032095+0.0034968i,-0.001389+0.0026921i,-0.00058192+0.0011592i,-0.00014877-0.00035738i,-0.00051385-0.0013063i,-0.00052965-0.0013312i,0.00018033-0.00045176i,3.1899e-05+0.00019575i,-0.00055745-0.00050567i,-0.00068235-0.00067102i,-0.0002493+0.0001118i,0.00048102+0.00048884i,0.00080047+0.00029329i,0.00054774-0.00058331i,0.00024526-0.00030231i,0.00052773+0.00043238i,0.00035475+0.00017467i,-0.00013254-0.0003105i,-8.6568e-06-0.00022618i,7.2754e-05-0.00012197i
0.00085981+0.0010234i,7.8921e-05-0.00048711i,0.0017222-0.001454i,0.0029796-0.0018402i,0.0016246-0.0019i,9.7978e-05-0.0026128i,-0.00046634-0.0023215i,-0.0001463-0.001225i,1.5788e-05+0.0001704i,0.00013205+0.00047064i,0.00021382-1.7332e-05i,0.00028307+0.00027571i,6.2823e-05+0.00028076i,-0.00095864-6.8692e-05i,-0.00062199-0.00053795i,0.0004821-0.00028822i,0.0013203+0.00029737i,0.0016372+0.00061673i,0.00045831+0.00051311i,-0.00026708+7.6826e-05i,-0.00024475+1.3033e-05i,0.00012773-0.0001756i,0.00012776-0.00044841i
0.00063236+0.0027222i,0.0012434+0.0021083i,0.0010816+0.0018414i,0.0011516+0.0011566i,0.00075452+0.00016988i,0.00063155-0.00094004i,-0.00057731-0.0016811i,-0.0017083-0.0013823i,-0.001494-0.00031946i,-0.00052746+0.00091863i,-0.00047538+0.0007015i,-0.00083387-0.00024207i,-0.00086123-0.00071439i,-0.00046047-0.0003965i,0.00042048+0.000728i,0.00047931+0.0010399i,0.00033428+0.00040744i,9.1988e-06+0.00055917i,-0.00011319+0.0011094i,0.00047622+0.0011606i,0.0006697+0.00079483i,0.0010864-0.0001499i,0.0016532-0.00060622i
-0.00095639+0.003086i,1.7213e-05+0.0039189i,0.0010426+0.0026023i,0.0014888+0.0012415i,0.0013538+0.00068589i,0.00115-0.00081251i,0.0012171-0.0021939i,0.00033731-0.0019609i,-0.00025073-0.0011023i,-0.00067147-0.00107i,-5.041e-05-0.0010711i,0.00050531-0.00069718i,-0.00021379-0.0002302i,-0.00094673+0.00071815i,-0.00071249+0.0016578i,-0.00024589+0.0018785i,-0.00056632+0.0012252i,-0.0007472+0.00083477i,-0.00058083+0.00095972i,-0.00031235+0.0005519i,5.6995e-05-6.9713e-05i,0.00020837-0.00041881i,0.00027706-0.00046821i
-0.00017062-0.0020607i,-0.00094168-0.0018988i,-0.00078622-0.0019437i,-6.8296e-05-0.0022638i,0.0002473-0.001389i,0.00011103-0.00085408i,0.00051035-0.0011306i,0.0007493-0.001666i,-0.00049414-0.0014513i,-0.00084284-0.00093833i,-0.00051105-0.0014917i,-0.00063446-0.001988i,-0.00045483-0.00093731i,-0.00043986-0.00026704i,-2.6488e-05-0.00046931i,0.00025051-0.0003772i,-0.00013402-0.00011637i,-0.00039439-2.7379e-05i,-0.00047996-0.00029415i,-0.00041666-0.00050877i,-9.6358e-05-0.00011115i,0.00013999+0.00051804i,0.00018547+0.00053963i
0.00054225+0.0011887i,0.0010713+7.7749e-05i,0.0022598+0.00013807i,0.0016184-5.0173e-06i,0.00029793-0.00014869i,6.345e-05-0.00052516i,6.2117e-05-0.0019266i,-1.3981e-05-0.0019661i,-0.00011855-0.00035091i,0.00036737-0.00012125i,0.0013971-4.9768e-05i,0.0012435-0.00017536i,-0.00012212-6.3022e-05i,-0.00061281-0.00026642i,4.2982e-05-0.00041744i,0.00059812+0.00020943i,0.00085842+0.00058108i,0.0010609+0.00076182i,0.0008087+0.00052515i,-0.00042227-0.00011484i,-0.00045289+0.00028455i,0.00051432+0.001412i,0.00057686+0.0015931i
0.0019023+0.00042039i,0.00084841-0.00026651i,0.00057772-0.0010913i,0.00043756-0.0017492i,-0.0010892-0.0012327i,-0.0022128-8.783e-05i,-0.0012006+9.9127e-05i,-3.234e-05-0.00084368i,2.5513e-05-0.0015742i,-0.00022641-0.0015552i,-0.00025259-0.0011281i,-0.00035369-0.0011176i,-0.0003738-0.00033003i,-0.00024612+0.0012115i,2.867e-05+0.0013092i,0.0007653+0.00038072i,0.0013097+0.0003571i,0.00057314+0.00053511i,-1.4157e-05+0.00024325i,-0.00016929-1.4252e-06i,1.8109e-05-5.9594e-05i,0.0006543+0.00064043i,0.00025716+0.00045946i
0.0013638-0.00042609i,0.0016356-0.001509i,0.001338-0.0014949i,0.0011218-0.00025376i,0.00068725+0.00037925i,0.00030659+0.000185i,-0.00014568-0.00047544i,-8.0236e-05-0.00011981i,0.00025496-0.00034674i,0.00012759-0.0012926i,-0.00054979-0.00040277i,-0.00052497+0.00030953i,9.3531e-05+0.00066873i,-1.7003e-05+0.00027575i,0.00035166-0.00036047i,0.00044205-2.6944e-05i,0.00066457-0.00010282i,0.0013898-6.6066e-05i,0.0010428+0.00036144i,0.00016817+7.8232e-05i,-0.00035683+9.0769e-05i,-0.00039827+0.00046788i,0.00038427+0.00090473i
0.0022246+0.0014368i,0.0025382+0.00055407i,0.0020072-8.5505e-05i,0.0011018-0.0013117i,0.00012149-0.0023448i,-0.00010175-0.0024193i,0.00029929-0.0017376i,-0.0003048-0.0005524i,-0.0011676-2.0223e-05i,-0.00073415+0.00030946i,-0.00079088+0.00097006i,-0.0014045+0.00041848i,-0.0010747-0.0005421i,-0.00017507+0.00020041i,-0.00021953+0.00071129i,-0.0003984-8.3103e-05i,6.4681e-06-0.00035603i,0.00060173-0.00025693i,6.3416e-05+0.00023747i,0.00010039+0.00076912i,0.00094731+0.00077573i,0.00024915+0.00064972i,-0.0012257-0.00043566i
-0.0025442+0.00045264i,-0.0019218+0.00093584i,-0.0015351+0.00062306i,-0.00091052+0.0010516i,-2.0021e-05+0.0014578i,0.00063098+7.4669e-06i,0.00089332-0.001092i,0.00084096-0.00081214i,-0.000301-0.00035229i,-0.001139-0.00018596i,-0.00098495-4.6734e-05i,-0.00082116-0.00017851i,-0.00084215-0.0003653i,-0.00038136-0.00045852i,0.00064521-0.00048275i,0.00074203-0.00081137i,0.0006891-0.0011067i,0.0007101-7.8772e-05i,0.00049985+0.00096341i,0.00024394+0.00077766i,-0.00043595+0.00047704i,-0.00015061+4.975e-05i,0.00070868-0.00023895i
3.0455e-05-0.0011042i,-0.00039505-0.0014619i,-0.00041963-0.0015919i,-0.00031309-0.00021638i,-0.0005537+0.00053635i,-0.0002622+3.0102e-05i,0.00087222-0.0008499i,0.00090148-0.0012534i,-0.00019057-0.0016651i,-0.0004319-0.00068676i,0.00019291+0.00082706i,0.00058979-0.00043724i,0.00066303-0.0018479i,0.00026784-0.0010172i,8.6512e-06+0.00035439i,0.00038026+0.00093009i,0.0007855+0.0010686i,0.0011489+0.00086975i,0.0011027+0.00037439i,0.00055408+2.5882e-05i,5.616e-05+0.00037433i,0.00018944+0.00019637i,-0.0002338+3.7374e-05i
-0.0014141+0.00018618i,-0.00025142+0.0021534i,0.00046691+0.0016642i,0.00063112-0.00027957i,0.00094282-0.0012306i,0.0013042-0.0016766i,0.0012353-0.0024747i,0.00048806-0.003284i,6.6162e-05-0.0023154i,0.00010281-0.00077285i,-0.00034981+0.0001738i,-0.00054164+0.00013345i,-0.00036512-0.00039032i,-0.00036648+2.3616e-05i,-0.00062398+9.849e-05i,-0.00011649+4.8037e-06i,0.00039492+0.00051067i,0.00061454+0.00057914i,0.00040528+0.00067107i,0.00012279+0.00085384i,0.00018468+0.00017451i,0.00044885-0.0010506i,0.00041358-0.00069476i
-0.001156-0.00093562i,-0.00093863+0.00023531i,-0.0011876+0.00038314i,-0.0012734+0.00057689i,-0.001189+0.0011804i,-0.00039667+0.00023437i,0.00056097-0.00057042i,0.00022265-0.00043457i,-0.00011912-0.00027617i,-0.00016648-0.00022816i,0.00035962+3.8483e-05i,0.00063086-0.00030921i,-0.00010644-0.00065802i,-0.00016068-0.0012408i,0.00027774-0.0012779i,0.00019295-0.00063706i,0.00011886-0.00081405i,0.00046662-0.0002292i,0.00042722+0.00056702i,-0.00023714+0.00030777i,-0.00077412+0.00042392i,-0.0010279+0.00015997i,-0.00086732-0.00044303i
