0.0024385-0.00028286i,0.0031907-0.00069231i,0.0021526-0.0023551i,5.7887e-05-0.002623i,-0.002636-0.00077879i,-0.0034361+0.00098022i,-0.0013933+0.00073906i,2.8509e-05+0.0012161i,0.00070314+0.00086322i,0.00079824-0.00029304i,0.0002055-0.00035503i,1.2859e-05-4.6832e-05i,0.00094997+0.00023584i,0.0012883+0.00066761i,-0.00011613+0.0007894i,-0.00072553+0.0005091i,-0.00026357+0.00035468i,0.00013208+5.8371e-06i,0.00015597+0.00010718i,5.7458e-05+0.00010359i,0.00014531-0.0001889i,0.0005399-0.00046214i,0.00018531-0.0005091i
-0.0020348+0.0020202i,-0.0029728+0.0024875i,-0.0019194+0.0025206i,0.00065664+0.0020106i,0.0023827+0.00072428i,0.0018066+0.00019602i,0.00049043+0.00023662i,0.0003267-0.00031533i,0.00048018-0.00089811i,0.00019547-0.0010156i,-0.00029985-0.00048938i,5.6093e-05+0.00055625i,0.00012698+0.00051999i,-0.00048635-0.00036787i,7.1385e-05-0.00059605i,0.00095789+0.00010944i,0.000474+5.2089e-05i,-0.00017732-0.00021022i,7.567e-05-0.00023767i,-0.00013214+0.00049603i,-0.00027178+0.00073103i,0.00055112-9.7214e-05i,0.00046057-0.00049413i
0.0013532-3.595e-05i,0.0017305-0.0011749i,0.0015058-0.002166i,0.00024071-0.0011595i,-0.00031761-0.0012802i,-0.00017681-0.0014394i,8.7115e-05-0.0013579i,0.00018452-0.0014439i,0.00022599-3.0325e-05i,5.8334e-07+0.0006426i,-0.00031014+5.4968e-06i,-0.00061193-0.00014184i,-1.9312e-07-0.00087053i,0.00048157-0.0011101i,0.00016858-0.00096105i,0.00018617-0.00051116i,-6.041e-05+0.00024418i,-0.00054407+0.00064567i,-0.00014283+0.00024366i,0.00029167-0.00049082i,0.00033127-0.0005084i,-0.0003272+0.0005232i,-0.00050319+0.00092202i
-0.00021554+0.0022371i,0.0010276+0.002492i,0.0027742+0.00092609i,0.0032811-0.0015713i,0.0022769-0.0029739i,0.0014014-0.0023679i,0.00095312-0.0013183i,0.00030445-0.00058272i,0.00017858+0.00063397i,0.00068626+0.0002312i,0.0012717-0.00025133i,0.00061295+0.00066887i,-0.00015262+0.00089611i,-0.0009753+0.00027555i,-0.001277-0.0002893i,-0.00096027+0.0001048i,-0.00067824+0.00084948i,-0.00044595+0.00014159i,-6.5629e-05-0.00063488i,0.00021885-0.00027923i,-8.2558e-05+0.00030055i,0.00010368+0.00043418i,9.1303e-05+1.8222e-05i
-0.0022464-0.0017789i,-0.0015034-0.0019822i,-0.0013681-0.0010686i,-0.0011483+0.0016262i,2.9061e-05+0.003417i,0.0011027+0.0021385i,0.0015335+0.00023991i,0.00070386-8.6345e-05i,-0.00023256-0.00043851i,-0.0003463-0.00026876i,-0.00093479+0.00057584i,-0.0010953+0.00049557i,0.00022188+0.00023426i,0.00088706+0.0010048i,0.00022643+0.0012331i,0.00063309+0.00039003i,0.0012506+0.00023939i,0.00077822+0.00047932i,0.00058354-0.00017104i,-2.5858e-06-0.0011711i,-0.00035616-0.0012699i,-0.00041224-0.0010332i,-2.1825e-05-0.00048341i
-0.00015636-0.0028267i,-0.00056369-0.0029342i,-0.0012097-0.0026677i,-0.00062952-0.0010373i,-9.1147e-05+0.00084383i,0.00070112+0.00015944i,0.0011149-0.00032994i,-0.00039971-7.7016e-05i,-0.00049327+0.0007609i,0.00029864+0.00073722i,-0.00011642-7.3916e-05i,-0.0012346-0.00070136i,-0.0013631-0.00061847i,-0.00080368-0.00029981i,-0.00020264-0.0001093i,0.00034156+0.00031675i,0.00062123+0.00050483i,0.0004092+0.00032465i,-0.00045876+0.00014709i,-0.00077559+0.00034976i,-0.00016811+0.00033794i,-0.0001362+0.00039695i,8.5925e-05+0.00077831i
0.0025289+0.00041434i,0.0030903-6.6108e-06i,0.0042861-0.00073821i,0.0039392-0.0012382i,0.0022843-0.00097751i,0.00096653+0.00042021i,4.8526e-05+0.00085395i,0.00024699+0.00026608i,0.0001757+0.0005031i,-0.0014206+0.00082138i,-0.0017914+0.00086845i,-0.00061186+0.00048998i,0.0004382-0.00053634i,0.00099062-0.00078051i,0.00051001-0.00028271i,-0.00049199-4.8272e-05i,-0.0004103+0.00028952i,-7.4568e-05+0.00027963i,0.00026266+0.00030467i,-0.0001823+0.00031952i,5.6308e-05+0.00056238i,0.00050354+0.00089717i,0.00045225+0.00085549i
0.0027019+0.00077373i,0.0028303+0.00075131i,0.0017235+0.00050736i,0.001016-3.1517e-05i,0.00057643-0.0010544i,0.00012211-0.0017822i,-0.00011647-0.0013321i,0.00015898-0.00062508i,-0.00038553-7.259e-05i,-0.00060816+0.00034121i,-0.00011719-0.00029198i,-0.00027575-0.00076675i,-0.00012085-0.00031758i,1.114e-06-6.8613e-05i,-0.0005648+6.5231e-05i,-0.00027547+0.00016136i,0.00044537-0.00016077i,-0.00028425-0.00078661i,-0.00050444-0.00055902i,-3.3213e-05-0.0003691i,0.00014273-0.00054714i,0.00020229-0.00027314i,0.00012542-8.2182e-05i
-0.0035271+0.0011348i,-0.0047093+0.00094873i,-0.0027825+0.0014636i,-0.00083725+0.0020701i,0.00010324+0.0012458i,0.0008732+0.00017862i,0.00068531+0.00062705i,-2.6846e-05+0.0011653i,-0.00042279+0.00097134i,-0.00071978+0.0010413i,-3.3663e-05+0.00035859i,0.00043351-0.00037878i,-0.00032693+0.00015536i,-0.00034479+0.00036833i,9.2307e-05-7.2319e-05i,-0.00093242-0.00050583i,-0.00060073-0.00052084i,0.00047364-0.00015211i,0.00026416-0.00018674i,2.4378e-05-0.00065893i,3.3554e-05-1.5589e-05i,-6.5649e-05+0.00040274i,-0.00031131+0.00015784i
0.0020416+0.0022253i,0.0020155+0.0007628i,0.0028583-0.00010492i,0.0037052-0.0019955i,0.0024474-0.0032584i,0.0011982-0.0017614i,0.00071783-0.00071286i,0.00097095-0.0008484i,0.0010316-1.7735e-05i,0.00049459+0.00024362i,-7.5413e-05-0.0004144i,-0.00013396-0.00084695i,7.9493e-05-0.00033357i,0.00012381+0.0001561i,-0.00030928-0.00086951i,-0.00036511-0.0017342i,9.743e-05-0.001063i,0.0008906-4.1804e-05i,0.0013061+0.00046855i,0.00051456+0.00027059i,0.00010721+0.00010279i,-6.3908e-05+0.00015476i,-0.00039291+0.00050161i
-0.00079238-0.00036957i,-0.00094262-0.0010876i,0.00057421-0.0019566i,0.00222-0.00092235i,0.0022641+0.00067305i,0.0024552+0.0013416i,0.0025061+0.00017059i,0.0016199-0.00021919i,0.00054029-2.4377e-05i,3.2346e-05-0.00040619i,8.4616e-06-2.1287e-05i,-0.00025554-0.00023838i,-0.00016446+0.00016043i,0.00058684+0.00042714i,0.00065839+0.00046744i,9.9967e-05+0.00063696i,9.8395e-05+0.00084649i,-0.00037045+0.0011653i,-0.00080842+0.0005993i,-0.00076169-0.00013177i,-0.00047189-0.00017022i,-7.8806e-05-0.00072463i,-0.00013211-0.0006541i
0.00064079-0.00016415i,0.00076528-0.00082598i,-0.00087565-0.001555i,-0.0013856-0.00059194i,-0.00055972+0.00024865i,-0.00019188+4.9527e-05i,-0.00056436+0.00035453i,-0.0010526+0.00039494i,-0.00070624+0.00034246i,-1.3065e-05+0.00032395i,0.00077201-0.00028668i,0.00061966-0.00069594i,-0.00067161-0.0010304i,-0.00032979-0.00057639i,0.00069492+2.826e-05i,0.0013358-3.4704e-06i,0.0013601+0.00019097i,0.00053756+3.3147e-05i,-0.00052188-0.00010895i,-0.00092341-0.0004379i,-0.00038099-0.00068675i,-0.00016312-1.8547e-05i,-0.00033034+0.00087874i
-6.1632e-05-0.0012979i,0.0010318-0.0012758i,0.0017901-0.0007283i,0.0020593-0.00048132i,0.0017102+0.0010281i,0.0020761+0.0014444i,0.001589+0.00010752i,4.6109e-06+0.00036871i,-0.000534+0.0012082i,-0.00032935+0.00082804i,0.00012202+0.00037888i,4.5184e-05+0.00035701i,0.00012912+0.00026905i,-0.00019408+0.0010073i,-0.00012002+0.00066783i,7.1485e-05-5.3817e-05i,-0.00025911-0.00038897i,-0.00028551-0.00062361i,0.00016114+7.6033e-05i,0.00027051+0.00037833i,8.1863e-05+0.00036286i,0.00013718+0.0001236i,0.00026943+0.00060001i
0.0017078+0.003228i,0.0021676+0.0030807i,0.0025515+0.0029513i,0.0026645+0.0017344i,0.0023335+0.00039224i,0.0017943-0.00083926i,0.00021235-0.00095468i,-0.00095078-0.00080246i,0.00019174-0.00056476i,0.001253-0.00076318i,0.00098421-0.0007518i,0.00013808-0.00071975i,-0.00042487-0.00014432i,-0.00018057+0.00070519i,-0.0001476+0.00036702i,-0.00052044-0.00020593i,0.00015543-0.00041448i,0.00048557-0.00061009i,0.00059053+8.7739e-05i,0.00051713+0.00076731i,0.00045482+0.00046969i,-2.516e-05+0.00020562i,-3.2812e-05+0.0005902i
-0.0014623-0.0023766i,-0.0024034-0.0024545i,-0.0023386-0.001545i,-0.0016329-0.00059141i,-0.001165+0.00072612i,-0.00066425+0.001548i,-0.00014531+0.0011898i,-0.00010662+0.00052897i,-0.00010994-5.632e-05i,-0.00031071-0.00019104i,-0.00042783-0.00015125i,-0.00074664+2.8704e-05i,-0.00074399+7.5061e-05i,-0.00054895-0.00019797i,-0.00043094-0.00051133i,7.8789e-05-0.00045217i,0.00016098-4.245e-05i,-0.00014209+0.00025348i,-0.00038331+7.5348e-05i,-0.00051863-0.00046092i,-0.00010518-0.00063623i,0.00012487-0.00037864i,0.00045557-0.00025983i
0.00063359+0.00047784i,0.0014897-0.00035819i,0.00072543-0.0007891i,0.0010575-0.00085198i,0.0021825-0.00037327i,0.0018779-0.00075846i,0.0014646-0.0010428i,0.00056872-0.00031738i,-0.00073028+0.00024895i,-0.0010765+0.00035053i,-0.0003633-0.000328i,-0.00027174-0.00034617i,-0.00089372-3.5348e-05i,-0.0005841-0.00029654i,0.00023127-0.0010011i,0.00067892-0.0005265i,0.00077851+0.00072352i,0.0010771+0.0004179i,0.0008185-3.7824e-05i,-0.00010588-4.3774e-05i,-0.00057714-3.3242e-05i,-0.0011223+0.00036727i,-0.00048695-0.00015256i
0.0010995-0.00039374i,0.0015565-0.000863i,0.0021051-0.00061099i,0.0019115+0.0003519i,0.0011863+0.00084814i,0.00092387+0.00096334i,-0.00042802+0.00026531i,-0.0010159-0.00018718i,0.00030492+0.00037498i,0.00049371+0.00086166i,0.00024411+0.00092126i,0.0004713+0.0010143i,0.00027335+0.00043627i,0.00025779+6.1054e-06i,-0.00025623+5.4016e-05i,-0.00015212-2.0611e-05i,0.00010875+3.8765e-05i,-0.00024138+0.00026386i,-0.00069639+0.00031325i,-0.00055129+0.00060501i,-0.00013588+0.0011541i,-0.00025384+0.00085553i,-0.00029924+7.9538e-05i
-0.0018814+0.0020482i,-0.0020558+0.0021802i,-0.001677+0.0019278i,-0.00058337+0.001349i,0.001299+0.0007839i,0.0014808-0.00021658i,0.00041839-0.00088797i,0.00015891-0.00077693i,4.4526e-05-3.3915e-05i,8.8387e-05+0.00061778i,-0.00011102+0.00066271i,-8.8131e-05+0.00045373i,0.00019428+0.00033016i,0.00030123-0.00016893i,0.00041909-0.00091637i,0.00081459-0.00084734i,-6.1525e-05+0.0003274i,-0.000941+0.00048313i,-0.0010752-0.00021169i,-0.00064526-0.00049778i,-0.00023561-8.3555e-06i,-0.00019144+9.1166e-05i,-0.00033271+9.5836e-05i
0.0012078-0.0014322i,0.00030934-0.0014217i,-0.00014803-0.0016594i,-8.2601e-05-0.0014173i,0.00048698-0.00091598i,0.0011183+1.0584e-05i,0.00057361+0.00037833i,-0.00015628-8.0744e-05i,-0.00053328-0.00024564i,-0.0008101-0.00034045i,-0.00098111-0.00013429i,-0.0008067-0.0001992i,-6.9773e-05-0.00014317i,0.00044166+0.00098674i,0.00092194+0.0012415i,0.00088196+0.00023755i,0.00024566-0.00043475i,-0.00024639-0.00095035i,-0.0005889-0.0011672i,-0.00043699-0.00036906i,-1.966e-05+0.00026968i,0.00022342+0.00049557i,-8.2085e-05+0.00031665i
0.00018906-0.0018623i,0.00021855-0.002027i,0.00049986-0.0013713i,0.0011975-0.00026548i,0.00051029-0.00011279i,0.00019365-0.00041074i,0.00018783-3.0004e-05i,-8.9362e-05+0.00031112i,-0.00014843+0.0006634i,9.8425e-05+0.0011259i,-0.00021255+0.0012232i,-0.00073686+0.00068365i,-0.00040955+0.00030134i,0.0006768-0.00015216i,0.00076894+0.00024786i,0.00023488+0.0010978i,0.00011505+0.0011313i,0.00033382+0.00054564i,0.0006615+0.00018299i,0.00098761-0.00020893i,0.00078605+4.4444e-05i,-0.00024066+0.00067759i,-0.0006809+0.00043752i
-0.0020079-2.6142e-05i,-0.0011631+0.00044682i,-0.00070327+0.00014702i,-0.0002848-0.00023428i,0.00075274-8.5121e-05i,0.0015769+0.0003063i,0.00083032+0.00018562i,0.00040519-0.00021229i,0.0005961-0.00046657i,7.3386e-05-0.00015056i,0.00019322+0.00029829i,-0.00012173+0.00046362i,-0.00068718+0.00057114i,-0.00036583+0.00020525i,-0.00074786-6.5969e-05i,-0.00082894-0.00029037i,-0.00028354-0.00011327i,0.00034955+0.00014676i,0.00026365-1.8181e-06i,0.00029185+2.5073e-05i,0.00045656-0.00013294i,-0.00059167-0.00028325i,-0.00072601-0.00030012i
-0.00012413+0.0008963i,-0.0005866+0.0010723i,0.00017127+0.0013066i,0.0013493+0.00060356i,0.0020378+0.00027384i,0.0018366-0.00029118i,0.0011491-0.00079324i,0.00011591-0.00049404i,-0.00092702+0.00048971i,-0.00039637+0.0013127i,-0.00017658+0.00094717i,-0.0010436-5.009e-05i,-0.0011708-2.2137e-05i,-0.0009105+0.00059773i,-0.00055841-0.0001024i,0.00025699-0.00062726i,0.00087754-0.00042469i,0.00031555+0.00036097i,-0.0007422+0.00030419i,-5.8783e-05-0.00040466i,0.00062896-0.00033353i,0.0004288-0.00042589i,0.00018346-5.2112e-05i
-0.00028824-0.0004978i,0.0003224-0.0023534i,0.0012374-0.0024107i,0.00051656-0.0012038i,-0.00038511-0.00088339i,0.00011488-0.00069854i,0.00063794-0.001326i,0.00045006-0.00051773i,0.00019266+0.00054748i,0.00024068+0.0010356i,0.00086835+0.00084981i,0.00033826+0.00027798i,-0.00040254+6.4818e-06i,-0.00011335+1.3236e-05i,-0.00018173+1.2554e-06i,-0.0003125-0.00015568i,0.00036345-0.00021909i,0.0010049-0.00024218i,0.0005314-5.571e-05i,-0.00020876+0.00030896i,-9.9715e-05-6.3946e-05i,4.9707e-06-0.00013547i,0.00024491+0.0004753i
0.0030723-5.5568e-05i,0.0035556+0.00041775i,0.0024446+0.00041724i,0.0016069-0.00052525i,0.0010747+0.00043718i,0.00018641+0.00073379i,7.6197e-05-0.00024991i,0.00020978-0.00072031i,9.8147e-05-0.00029582i,-0.00045743+0.00067782i,-0.00070401+0.00062059i,-0.00030008-0.00029217i,0.00033182-0.0004563i,0.00072628+0.00041009i,0.00061248+0.00038012i,0.0010888+0.00022249i,0.00065253+0.00058389i,-0.00049736+0.00017591i,-0.00051719-0.00014813i,-0.00022423+0.00033032i,-0.00029378+0.00096286i,-7.9369e-05+0.00074875i,0.00024762+6.9725e-05i
-0.00038322-0.0015942i,-0.00091351-0.0014224i,-0.00055002-0.0010986i,-0.00018361-0.00092862i,0.00022005+0.00042587i,0.00066734+0.0010952i,0.0011641+0.00010443i,0.00084518-3.1735e-05i,3.7183e-05+0.00017028i,3.9598e-06+0.00048916i,-4.0987e-05+0.00019142i,-0.00038882-0.00075801i,-0.00047467-0.00028002i,-0.00042809+0.00055718i,5.0856e-05+0.00047704i,0.0003398+0.00041955i,0.00015124+0.00081453i,-0.00029708+0.00078218i,-0.00068498+0.00019727i,-0.00042919-0.00027839i,-0.00050899-7.8498e-05i,-0.00036571+0.00035579i,2.2143e-05+0.00044522i
0.00049141+0.002466i,0.0015011+0.0018208i,0.0020417+0.001458i,0.002149+0.0011766i,0.0016318+0.00049003i,0.00083348-0.00041502i,0.00037454-0.00096821i,0.00031258-0.0009754i,0.00018083-9.2097e-05i,0.00026083+0.00059485i,0.0003034-0.00025497i,0.00036472-0.00076339i,-7.1875e-05-7.594e-05i,-0.00063506-0.00038857i,4.2422e-05-0.00039815i,0.00054655+0.00022336i,0.00053336+0.00020545i,0.00012398+0.00030803i,-8.9285e-05-0.00030434i,-0.00039546-0.00098012i,-0.00011282-0.00054441i,0.00043181-0.00019058i,0.00052759+0.00029593i
-0.00042151-0.0040907i,-0.00031084-0.0051005i,-0.0005373-0.0040268i,-0.00052576-0.0017721i,0.00057473-0.00036613i,0.0016649-8.2204e-05i,0.001679+0.00019271i,0.00053419+0.0004012i,-0.00025983+0.00052519i,-0.00024577+0.00038817i,0.00011073+1.4247e-05i,0.00082718+0.00020074i,0.0011147-0.00028186i,0.0013341-0.00017619i,0.00094707-0.00014211i,-0.0002293-0.00061864i,0.00012402+0.00022925i,0.00049872+0.00066809i,-0.00025812+0.00070813i,-0.00064432+0.00094515i,0.00015474-1.3565e-05i,0.00052297-0.00029749i,-1.0297e-05-0.00040249i
-0.0004234+0.0047948i,0.00019944+0.0050312i,0.00022342+0.003217i,0.00027383+1.0081e-06i,0.00071461-0.00075835i,0.00077357-0.00044754i,0.0015169-0.00086955i,0.0014357-0.00059804i,0.00036396-0.00013913i,-0.00011732-5.7438e-05i,-0.00014686+0.00012106i,0.00022254-7.7353e-05i,-0.00039471-0.00057775i,-0.00076446-0.00036337i,0.00013494+0.00025156i,0.0007859-5.5734e-05i,0.00086657-0.00032327i,0.00091977-0.00037105i,0.00011273-0.00054807i,-0.00061349-0.00013086i,-0.0002708-0.00035332i,0.00023047-0.00059761i,0.00034344-5.4464e-05i
-0.00037676+0.0028209i,0.0010465+0.0029024i,0.0026218+0.0027819i,0.0025592+0.0028747i,0.0025731+0.0010023i,0.0023441-0.00081291i,0.0017389-0.0001727i,0.00065496+0.0011318i,-0.00037537+0.0012342i,-0.00034659+0.00043825i,0.0004582+0.00012695i,0.00028527-3.2255e-05i,3.4737e-05-0.00069804i,0.00093598-0.00079196i,0.000347-0.00018218i,4.4639e-06-0.00041349i,0.00056213+0.00010434i,0.00047021+0.00031153i,0.00014749-0.0002069i,-0.0003511+2.8346e-06i,-0.001276+0.00019145i,-0.0011381+0.00051195i,-2.7247e-06+0.0011661i
-0.0011713-0.0010959i,-0.0019269-0.0022073i,-0.00082946-0.0020202i,0.00054886-0.0020958i,0.00028198-0.0010586i,-0.00080404+0.00036783i,-0.0008341+0.00041551i,-0.00083047+0.00051586i,-0.00058847+0.00042002i,-0.00033822+0.00021003i,-0.00020481+0.00053628i,0.00026253+0.00022163i,0.00061264-0.00011547i,0.0001549-0.00031544i,8.2773e-05-0.00022095i,-0.00017211+0.00044933i,-0.00098175+0.00022819i,-0.0012626-0.00019195i,-0.0006704+0.00019321i,8.8817e-05+0.00062549i,7.4835e-05+0.00066255i,4.5096e-05+0.00031749i,0.00064997+0.00036679i
0.0031939+0.0011663i,0.0025113+0.0011811i,0.0016826-0.00071778i,0.0013718-0.0014632i,0.00096402-0.0011336i,0.00059856-0.0013929i,0.00064511-0.0013451i,0.0009335-0.00051848i,0.00057793+0.00047261i,5.6512e-06-7.5722e-06i,-0.00029682-0.0007711i,-0.00037201-0.0010379i,-0.000282-0.00044268i,-0.00043031-0.00015613i,-0.00076029-0.00014934i,-0.00057152+0.00021166i,-0.00033625-0.00028326i,-0.0007443-0.00058403i,-0.00075069-0.00050599i,-0.00032738-0.00027434i,-9.0259e-05-0.00030581i,0.00057374-0.00021547i,0.00092493+0.00034934i
-0.00061418-0.0014456i,-0.00061081-0.0021275i,-0.00067547-0.0021412i,-0.00057722-0.00055287i,-0.00096658+2.251e-05i,0.00028684+0.00011739i,0.00041713+0.00027035i,-0.00075951-0.00018218i,-0.0008766-0.00036166i,-0.00030483+0.00012697i,0.00064919+0.00063255i,0.00099958+0.00099697i,-5.1707e-05+1.2929e-05i,-0.00034192-0.00076659i,0.00022433-0.00026959i,0.00047048+0.00015982i,-7.6509e-05+0.00050296i,0.00038162+0.00019117i,0.0011489-0.00025848i,0.000611+0.00090199i,2.1113e-05+0.0017172i,-0.00010712+0.00045519i,-0.00037446-0.0003407i
0.00041801+0.002736i,0.00033339+0.0035427i,0.0010368+0.002004i,0.0010973+0.00062563i,0.0010105+0.00061245i,0.0010971+0.0013872i,0.00084118+0.0013744i,0.00071374+0.0010661i,0.00039777+0.0011299i,0.0001414+0.0010588i,0.00075838+0.00043796i,0.0010444-4.593e-05i,0.00068101+0.00058298i,-0.00023081+0.00050861i,-0.0002328+6.9066e-05i,0.00030993+5.4005e-05i,0.00030094-7.1075e-05i,0.00057269-0.00018114i,0.0011424-0.00010081i,0.0015805-9.5897e-05i,0.00095957-0.00054031i,0.00031038+0.00021999i,-1.1602e-05+0.0012471i
0.0020895-0.0030321i,0.00066341-0.0040847i,0.0010643-0.0034919i,0.0011711-0.0018233i,0.00070767-0.0016388i,-6.0641e-05-0.001233i,-2.6428e-05-0.00085689i,0.00014396-0.00038745i,7.8265e-05+0.00037773i,0.0007134+0.00049599i,0.00055557+0.00012746i,-0.00040943-0.00015579i,-0.00032653+0.00015157i,0.00067646+0.00063394i,0.0013705+0.00019185i,0.0010413-0.00030902i,0.00015479-1.6057e-08i,-0.00014669+8.7716e-05i,0.00037399-0.00011033i,0.00061687-0.00028231i,0.00059515-0.00036349i,9.4934e-05-0.00026883i,0.00014412-0.00051535i
-0.0010688+0.0007145i,-0.00035011+0.00089023i,0.00045196+0.00066512i,0.00082661+0.00095379i,0.0024539+0.0019618i,0.0024278+0.00065438i,0.00093937-0.00082726i,0.00056875-0.0002592i,0.00016014+0.00099315i,-0.00021617+0.0010731i,3.6805e-05+0.00048047i,0.0002892-0.00019005i,0.00032664-0.0012523i,9.1985e-05-0.0010852i,0.00030669-0.00076564i,0.00050799-0.00035416i,-7.764e-05+0.00057499i,-0.00020443+0.0010039i,-0.0001147+0.00093248i,-0.00035825+0.0007577i,-0.00064895+0.00031681i,-0.0010272-0.00020778i,-0.00051092-0.00036848i
-0.00051138+0.0013027i,-0.0011893+0.002394i,-0.0011687+0.0016005i,-0.0001227+0.00041351i,0.0012303+0.000691i,0.0015173+0.00080041i,0.00030224-0.0002324i,-0.0001135-0.00073034i,0.00045157-0.00038133i,0.00072568-7.8269e-05i,-3.2684e-05+0.00011349i,-0.00069621+0.00044178i,-0.00018968+0.00076319i,0.00065594-5.8027e-05i,0.00061177-0.00032464i,0.00031413+0.00014312i,0.00021456+0.00022515i,-0.00033031+0.00012456i,-0.00046764+0.00038644i,0.00015315+0.00037339i,0.00013188+0.00064131i,-0.00016376+0.0003149i,-5.3315e-05-0.00030062i
-0.0011057-3.2544e-05i,-0.00079684-0.00043532i,0.00030938+0.00056888i,0.0018711+0.0005096i,0.0023186+0.00013494i,0.0014187-0.00028395i,0.00093358-0.0011361i,0.00012636-0.0010371i,-0.00050129-0.00024808i,0.00030682+0.00015232i,0.00088963+0.00053699i,-6.0576e-05+0.00024519i,-0.00027037-0.00057541i,0.00055918-0.00091724i,0.00046543-0.00072375i,0.00011652-0.00043972i,0.00045775+2.5898e-05i,0.00098977+0.00011677i,0.00067047-0.00038254i,5.3138e-05-0.00044852i,-0.00010705+0.00011387i,-0.00021817+0.00068328i,-0.00072261+0.00015633i
0.0014942+0.0023302i,0.0015636+0.0018248i,0.0018566+0.00038156i,0.0019512-0.0012237i,0.0012141-0.0014153i,0.00035254-0.00026815i,0.00019597+0.0002918i,0.00017196-0.00052244i,7.4361e-06-0.00068572i,0.00028949+0.00044752i,0.0005812+0.00091161i,0.00069355+7.9308e-05i,0.00036294+0.00013671i,-0.00024477+0.0010785i,1.5897e-05+0.00090902i,0.00049952-0.00014131i,0.0007584+0.0001164i,0.0005518+0.00099443i,-0.00041154+0.00049187i,-0.00023156-0.00052724i,0.0003408-0.00095631i,-0.0001228-0.00096984i,-0.00053938-0.00018281i
0.0011532-0.00028353i,0.00065558+0.0010125i,0.00035504+0.00072483i,0.00052282-3.6094e-05i,0.00045153-0.00051234i,0.00070014-0.00088684i,0.00017296-0.00036159i,-0.00088322+0.001079i,-0.0010202+0.0011155i,-0.00077097+0.00011251i,-0.00058686+1.6192e-05i,0.00021307+0.00049833i,0.00048867+0.00095468i,0.00019921+0.00022115i,0.00033538-7.8436e-05i,0.00037288+0.00061013i,0.0004236+0.00065143i,0.0010535+0.00072445i,0.0013728+0.00025165i,0.0006555+0.00032593i,0.00051041+0.0010128i,0.00091192+0.00065958i,0.00061842+0.00021836i
0.00090106+0.0015006i,0.00093785+0.0011198i,0.00031354+0.00028238i,0.00052722+1.0598e-06i,0.00057563+0.0010158i,-0.00029224+0.0013028i,-0.0004575+0.00079293i,5.4963e-05+0.00087888i,0.00062239+0.0010054i,0.00085541+0.0011047i,0.0011391+0.00118i,0.0012148+0.00096658i,0.00066341+0.00071628i,0.00022948+0.00019786i,-2.0338e-05-0.00022824i,-7.7567e-05+4.7986e-05i,1.5058e-05+0.0002934i,-3.401e-05+0.00032649i,-0.00018309+0.00046968i,-0.00078564+0.0006145i,-0.00081416+0.00079329i,-0.00010114+0.00048749i,-8.6357e-05+0.00010408i
-0.00098078-0.002178i,-0.00068507-0.0027096i,0.00042184-0.0019837i,0.0013979-0.0014783i,0.0020024-0.00039034i,0.00083123-0.00050912i,-0.00036898-0.0011145i,2.5851e-05-0.00057505i,-4.0147e-05+0.00063757i,-0.00049578+0.00086059i,-0.00028583+0.00083064i,0.0002383+0.00053168i,0.00057307-0.0001794i,0.00099658+0.00016653i,0.00079737+0.00022816i,-0.0003575-0.00061114i,-0.00064106-0.0013575i,9.8172e-05-0.0012202i,4.5152e-05-0.00031013i,-0.00054795-0.00012233i,-0.00042882+0.00048095i,0.00043233+0.00091815i,0.00053221+0.00059988i
-0.00070599+0.00075671i,-0.00039419+0.0012885i,0.00069591+0.0019238i,0.0014214+0.0012894i,0.0009929-0.00024043i,0.00012049-0.0014417i,-0.00023693-0.0012691i,-0.0002624-0.00037299i,0.00016929-7.2675e-05i,0.00062661-0.00023407i,0.0006375-0.0010888i,0.00051702-0.00099418i,0.00020742-0.00067615i,0.00023336-0.0011965i,0.0001926-0.0010533i,0.00043634-0.00039837i,0.00042847-0.00035087i,0.00028532-0.00080994i,0.00020693-0.00046079i,-0.00042531+0.00038773i,-0.00061355-0.0001399i,-0.00052204-0.0006122i,-0.00027165-0.00018431i
-0.001794-0.00020882i,-0.00026885+0.00014681i,4.9264e-05+0.00040133i,-0.00017002+0.00038539i,0.00060037+0.0014556i,0.000903+0.0019267i,0.00054485+0.0013334i,8.2652e-05+0.00013108i,-0.00013585-0.00066973i,-0.00017413+0.00014558i,-0.00034032+0.00090808i,-0.00063688+0.00076335i,-0.00058052+0.00038847i,-0.00067339+0.00045305i,-0.00037147-1.7313e-05i,-0.00033402-0.00044965i,-0.00087912-0.00073234i,-0.00046918-0.0010628i,-0.00020189-0.0010756i,-0.0010977-0.00043682i,-0.0012908+0.00059558i,-0.00049126+0.00115i,0.00027534+0.0010757i
-0.0016651+0.00084423i,-0.001888-0.0004056i,-0.0019802-0.00070913i,-0.00069843-7.2567e-05i,0.0006627+0.00047571i,0.00084588+0.00058561i,0.00076292-0.00020901i,-0.00012821-7.1442e-05i,-0.00097978+0.00071828i,-0.00051938+0.00099698i,-6.2924e-06+0.00056691i,-0.00068548+0.00013417i,-0.00068017-0.00030246i,-0.00017517-0.00038135i,0.00042114-2.8616e-05i,0.00062314-0.00016344i,0.0002374-7.3357e-05i,9.9712e-05+4.7894e-06i,-0.00060886+3.8098e-05i,-0.0011765+0.00034759i,-0.00097739+0.00020456i,-0.00057168-0.00022506i,-0.00059174-0.00083006i
