-0.0020266-5.0024e-06i,-0.0015891+9.0534e-06i,-0.0014525+0.00017302i,-0.00019872+0.0016759i,0.00079881+0.0027981i,0.00021625+0.0026738i,-0.00034376+0.0018061i,0.00011643+0.00066656i,0.00018314+0.00052541i,0.00030046+0.00034821i,0.0016284-0.00067338i,0.0018648-0.0015456i,0.0011319-0.0017065i,0.00078508-0.0014925i,0.00054593-0.001568i,7.9998e-05-0.0011454i,-0.00036924-0.00040205i,-0.00068554+0.00022777i,-0.00061905-7.3402e-06i,-0.00053775-0.0002637i,-0.00077656+0.00034102i,-0.0010166+0.0006732i,-0.00099474-0.00023324i
-0.00010247+0.0015007i,-0.00077254+0.0015776i,-0.00028771+0.0016627i,0.00034205+0.0010161i,-0.00041018+0.00016005i,-0.00099538-0.00014113i,-0.00071508-0.00021647i,-0.00044052-0.00021658i,-3.175e-05+0.00029805i,0.00033398+0.00049944i,0.00047609-8.9492e-06i,0.00020169-0.0004032i,0.00016174-0.00080891i,0.00063221-0.0009929i,6.347e-05-0.0005891i,-0.00084312-0.00032775i,-0.0010253-7.4795e-06i,-0.00091594-0.00056365i,-0.00041246-0.001412i,0.00033896-0.00086892i,0.00043184-1.9051e-05i,0.00038279+0.00060306i,0.00065679+0.00074342i
0.00035298+0.0016829i,3.5723e-05+0.0012017i,0.00018562+0.00033878i,0.0010472-0.0010916i,0.00097597-0.00062672i,-0.00010268+0.00016073i,-0.0008012-0.00017502i,-0.0013335-0.00051483i,-0.0011793-0.00060567i,-0.00039261-0.00022324i,-0.00059314+0.00029895i,-0.00113-0.0001793i,-0.00084018-0.00034744i,-0.00046754+0.000176i,-0.00025211-8.3042e-05i,-0.00054597-0.00062718i,-0.00022397-0.00055477i,0.00061657-0.00041627i,0.00088976-0.00020782i,0.00059328-2.87e-05i,0.00046058-0.00017232i,0.00029965-0.00044112i,-0.00041945-0.0003488i
-0.0017259+0.0014362i,-0.00098781+0.0013145i,-0.0012384+0.0021505i,-0.0011303+0.0031164i,9.8517e-05+0.0019933i,0.00077042+0.00024772i,-0.0002017-0.00093089i,-0.00076488-0.0016528i,-0.00010471-0.00034237i,0.00089645+0.00095693i,0.0012776+0.00093386i,0.0010419-8.3428e-05i,0.0010041-0.0010626i,0.0006422-0.0010108i,0.00013473-0.0010391i,0.00041984-0.0006295i,0.00043136-0.00034892i,-0.00017894-0.00011063i,-0.00032725-0.0003241i,-4.0255e-05-0.000391i,0.0002893-0.00038346i,0.00051627+2.1335e-05i,0.00045253+0.0002486i
-0.00035197+0.0010631i,-9.3032e-05+0.0010853i,0.00044451+0.001749i,0.00072634+0.0016144i,0.0001212+0.0011574i,-0.00013377+0.00078364i,-0.00073543+0.00064546i,-0.0015433+0.00054142i,-0.0013268+0.0004311i,-4.7266e-05+0.00055465i,0.00041415+0.00029878i,-0.00051345-0.00013506i,-0.00084869+0.00012501i,7.302e-05+0.00059928i,0.00072968+0.00036315i,0.00066926+6.2586e-05i,8.8046e-05-0.00025783i,0.00022363-0.00021486i,-0.00043366-0.00040448i,-0.0011614-0.0002494i,-0.00049242+0.00033445i,0.001005+0.0011151i,0.0014897+0.0013553i
-0.00010635+0.0008973i,-0.00050266+0.00022249i,0.00056613-7.2282e-05i,0.0011982-0.00022834i,0.00096668+0.00015116i,0.0011654+0.00039647i,0.0010519-0.00018121i,0.0010069-0.00097128i,3.3967e-05-0.00060683i,-0.00052828-0.00014815i,2.8022e-05+0.00026589i,0.00069763+0.0012358i,0.00076587+0.00093414i,0.00057025+0.00080768i,0.00045479+0.0010911i,0.00037811+0.00072708i,-3.1618e-05+1.1758e-05i,-0.00028197-0.00079736i,-0.00063893-0.0010791i,-0.0010714-0.00058064i,-0.00055547+1.1945e-05i,9.082e-05+0.00039272i,0.00012135-9.775e-05i
-0.0011997+0.00054893i,-0.0025363+0.00099426i,-0.0023191+0.001674i,-0.0014031+0.0018299i,-0.00066715+0.0020023i,-0.00037372+0.001023i,0.00061201-0.00066224i,0.00049343-0.00092803i,-0.00034503-0.00044422i,0.00023091-0.00066745i,0.00042931-0.00010451i,0.00064975+0.00032311i,0.00077165+5.0553e-06i,0.00042314-0.00044402i,0.00084073-0.00079119i,0.00048618+0.00010053i,-0.00063016+0.00093571i,-0.00076562+0.00054595i,-0.00028263-5.939e-05i,-0.00032749-5.469e-05i,-0.00010603+4.1869e-05i,0.00021715-0.0002967i,3.089e-05-0.00023604i
0.00015171+5.0838e-05i,-0.00053016-0.00032256i,-0.00072466-0.00071257i,-0.00079289-0.00039984i,-0.00096622-5.953e-05i,-0.00082606-0.00013496i,-0.00066733-0.00030635i,-0.0010944-0.00024092i,-0.00067946+0.00015667i,-9.4606e-05+0.00048234i,-0.00039544+0.00081902i,0.00024231+0.00091322i,0.0011631+0.00066175i,0.00084587+6.7843e-05i,-0.00022243-0.00037387i,-0.00061202-0.00025974i,-0.00052833-0.00034771i,-0.00045361-0.00087578i,-0.00037366-0.0010877i,-0.0007386-0.00015314i,-0.00024191+0.00047987i,0.00061155+0.00078634i,0.00043607+0.00048162i
7.2531e-05+0.00039673i,0.00056449-0.0003342i,0.0011558+0.00042839i,0.0005501+0.00015929i,-0.00028215-0.00064958i,-0.00062857-0.00047485i,-0.00055128+0.00026976i,5.8271e-05+0.0008613i,0.00030278+0.00070481i,-0.00021194+0.00031744i,-0.00058386+0.0006178i,-4.6266e-05+0.0005094i,0.00065107-1.968e-05i,0.0014751+0.00014568i,0.0014231+0.0002778i,-0.00025275+9.0527e-05i,-0.00076928-0.00065872i,-0.00031743-0.00063305i,-0.00065158+0.00032522i,-0.00082236+0.0014321i,-0.00085879+0.0011012i,-0.00060792+0.00070837i,-0.00016508+0.0004787i
-0.0003962+0.00035744i,-0.00013411+0.0013647i,-0.00086784+0.0013755i,-0.0010333+0.0018403i,-0.00084958+0.0011914i,-5.4307e-05-0.00037464i,0.00081506-0.0013247i,0.00080297-0.0012808i,-0.00024029-0.00042931i,-0.00082075+0.00027406i,-0.00055855+0.0003925i,-0.00012956-9.4745e-05i,0.00046957-0.00037222i,0.00079393-0.00022978i,0.00025471-4.5931e-05i,-0.00024425-0.0003979i,2.4332e-05-0.00071072i,0.00038482-0.00073771i,0.00095903-0.00080772i,0.00093571-0.00059135i,0.00048664+2.1178e-05i,0.00067556+0.00019283i,0.00069174+0.00028374i
-0.00065206+0.0002566i,-0.00024799-0.00056477i,-0.00059193-0.0011304i,-0.00064008-0.00060999i,-0.0013451+5.7864e-05i,-0.0016822-5.9832e-05i,-0.0016039-0.00040602i,-0.0017971-0.00065263i,-0.0015094-0.00047431i,-0.00092654-0.00046514i,0.00014305-0.00075002i,0.0003156-0.00047789i,9.3341e-05-0.00042062i,0.00017039-0.00041499i,2.6021e-05-0.00035463i,0.0004505-0.00061777i,0.00087229-0.0007386i,0.00047886-0.00047347i,-0.00052573-0.00028235i,-0.00079678-0.00049953i,-0.0006168-0.0007313i,-0.0006105-0.00075322i,-0.00092562-0.00098399i
0.00034378-0.0013397i,0.00074772-0.0010253i,0.0013741-0.00068812i,0.0003141-0.00056724i,-0.00012512-0.00040327i,0.00018759+0.00053406i,0.00042069+0.000657i,-0.00011596+4.3779e-05i,-0.0005723-0.00029132i,-0.00046973-0.00085298i,-0.00019978-0.00062885i,-0.00047383+0.00020165i,-0.00086331+0.00036215i,-0.00054227+0.00037214i,-0.00085853+0.00076218i,-0.0011429+0.00080682i,-0.00065324+0.00067441i,-0.00012468+0.00062889i,-5.9576e-05+0.00023789i,-6.5092e-05-9.5507e-05i,0.00032705-5.2272e-05i,0.00038777-0.00056541i,0.00067382-0.00061837i
0.0010457-0.00015912i,0.00032711+0.00082092i,-0.0009336+0.00030778i,-0.0014285+0.0004907i,-0.00091322+0.0013779i,-0.00022031+0.0014429i,-0.00062991+0.00097017i,-0.00079453+0.00031264i,-0.0003178-0.00027733i,-0.00063207-0.00054507i,-0.00047992-0.0008638i,7.2215e-05-0.00033851i,-7.619e-05+0.00066302i,-0.00039066+0.00011235i,-0.00062254+0.00018008i,-0.001361+0.00051658i,-0.00090074-0.00027715i,3.7121e-05-0.00046579i,-7.1172e-05-0.00043648i,-0.00047308+0.00022704i,-0.0004246+0.00060064i,6.5861e-05-6.2777e-05i,0.00075698-0.00044455i
-0.0012647+0.00040574i,-0.0006699+0.0014033i,0.00042393+0.0025764i,0.00093717+0.0019647i,0.00095715+0.0011283i,0.0010101+0.00058246i,0.00033659+5.852e-05i,-0.00082691+0.00021835i,-0.0013486+0.00027654i,-0.00074803-0.00036447i,-0.00032073-0.00041127i,-0.00032737+0.00021665i,0.00026783-0.00011348i,0.00090258-0.00077122i,0.00054716-0.00072912i,-7.6184e-05-0.00023513i,-0.00058991+0.00073953i,-0.0009152+0.0005459i,0.00025149-0.00051299i,0.00088147+0.00018738i,0.0004865+0.001081i,9.7063e-05+0.00044492i,-0.00043937-0.0008612i
0.00094154-0.0010841i,-0.00025826-0.00084296i,-0.00029563-0.00029983i,-0.0004107-0.00034579i,-0.00077801-0.00014329i,-0.00055436+0.00053006i,-0.00068826+0.0002508i,-0.00067995-0.00040652i,-0.00075518-0.00056938i,-0.00067374-0.00064403i,-6.6893e-05+0.00010743i,-0.00060292+4.3457e-05i,-0.00040651-0.00052841i,0.00019204-0.00011888i,0.00021238+0.00033746i,0.00023599-2.49e-05i,0.00015387-0.00011138i,-3.1585e-05+0.00022517i,9.1598e-05+0.00018906i,-7.4484e-05+0.00020401i,-6.8376e-06+0.00021759i,0.00034967-0.00016173i,0.00041633-0.00065439i
-0.00071045-0.0012038i,-0.00021879-0.0011859i,-0.00031046-0.00089497i,-0.00078833+0.00080602i,-0.0011047+0.0022577i,-0.0012667+0.0022035i,-0.00082875+0.0009811i,-0.00063248-0.00045228i,-0.00099737-0.00064958i,-0.00035252+0.00033055i,0.0002649+0.00072798i,0.00020225+1.8711e-05i,-0.0004554-5.7399e-05i,-0.00079324+0.00086783i,-0.00021082+0.00099351i,0.00019221+0.00090664i,0.00063297+0.00054621i,0.00055695-0.00038083i,-0.00011306-0.00080659i,-6.2786e-05-0.00043523i,-0.00028625-0.00010672i,-0.00072951+0.00012485i,-0.00070769+0.00021226i
-0.00097639+0.00058628i,-0.0012528+0.00023989i,-0.0012046+0.00013322i,-0.00027483-3.649e-05i,6.6187e-05-0.00057259i,-0.00027821-0.00056833i,-0.00015402-0.00038374i,-0.00021382+0.00015861i,-0.00078346+0.00074542i,-0.00064377+0.00075646i,-0.00018573+0.00012441i,5.2449e-05-0.00015577i,-0.00026675-0.00023386i,-0.00038573-0.00067861i,0.00058846-0.00015196i,0.00096876+0.0010001i,0.00023253+0.0005558i,-0.00024606+7.36e-05i,-0.00049536+7.8932e-05i,-0.0003928-0.00048288i,-0.00045983-0.00046814i,-0.00065657+0.00025104i,2.8292e-05+0.00020685i
0.001503+3.3916e-05i,0.0011461+0.00048415i,0.0017893-0.00050344i,0.0013314-0.00093045i,0.00086831+0.00050439i,4.8713e-05+0.0010375i,-0.0011508+0.00051637i,-0.00055403-2.4633e-05i,0.0001014-6.2856e-05i,-0.00050626+0.0001658i,-0.0011551+0.00017858i,-0.00074729+0.00046515i,-0.00017041+0.00092463i,6.6352e-05+0.0010611i,0.00014064+0.00060127i,0.00014284+5.5253e-05i,0.00069209+0.00023467i,0.0010321+0.00030019i,0.00077388+0.00083075i,0.00028294+0.00033135i,-0.00048514-0.00065596i,-0.0007446-0.00022153i,-0.00032828+3.4254e-05i
0.00068848-0.00090998i,-0.00040956-0.0012632i,-0.0014538-0.00073938i,-0.0017155-5.5084e-06i,-0.0011023+0.00054942i,-0.00036896+0.00053307i,0.00020053+0.00045771i,0.00059989+0.00017471i,0.00023486-0.00077216i,-0.00027471-0.0013749i,-6.31e-05-0.00083323i,0.00055392+4.3178e-05i,0.0010119+0.00074936i,0.00073668+0.0013173i,0.00051283+0.00085109i,0.00030158+0.00019493i,0.0002596-0.00039112i,0.00017624-0.0001304i,1.4251e-05+0.00027641i,0.0002974+0.00025059i,8.2222e-07+0.00026118i,-0.00037173-0.00010786i,-0.00033524-1.4372e-05i
0.0017685+0.00038431i,0.0015195-1.5491e-05i,0.0017277-0.0013i,0.0010653-0.0013059i,-0.00083694-0.00040932i,-0.0016542+0.00064806i,-0.0016063+0.00076237i,-0.00086063+9.0418e-06i,-0.00062676-0.00040973i,-0.00083062-0.00073577i,-0.00073229-0.0010073i,-0.00041358-0.00085727i,-0.00023335+0.00016933i,-0.00082468+0.000674i,-0.00099468+0.00054062i,-0.00041186+0.00064347i,-0.00046726+0.00095304i,0.00010257+0.00061994i,0.00044821+0.0004796i,0.00044402+0.00075154i,0.00045989+0.00010803i,-0.00011866-0.00075856i,-0.00026154-0.00029178i
-0.00040741+0.0014926i,-0.00086017+0.0010913i,-0.00028888+0.00052479i,-4.8742e-05+0.00025942i,-0.00043037+0.00041189i,-0.00087244+9.1866e-05i,-0.0008822-0.00050125i,-0.00065521-0.00048055i,-3.0655e-05+0.00046895i,0.00044802+0.00093947i,0.00020906+0.00028048i,-0.00052742+8.4922e-05i,-0.00040157+4.9081e-06i,0.00050346-0.00054492i,0.00032074-0.00075812i,-0.00036626-0.00072362i,-0.00038602-0.00019825i,-0.00033076+0.00052319i,-0.00052147-0.00019258i,4.4229e-05-0.00031475i,0.00061615-9.9133e-05i,0.00068634+0.00011074i,0.00013882+0.00075316i
-0.00037845+0.00039758i,-0.00066167+0.00081717i,-0.0012139+0.0024374i,8.1015e-06+0.002269i,0.001654+0.0012576i,0.0013546+0.001213i,-0.00015813+0.0013725i,-0.0011015+0.00069616i,-0.0014898+0.0001646i,-0.001552+0.00033182i,-0.0010166+0.00047887i,-0.00013811-8.9806e-05i,0.0004388-0.0010596i,0.00088574-0.0010555i,0.0011959-0.00060755i,0.00049684-0.00046706i,-0.00022562+0.00014101i,-0.00022021+0.0005051i,-0.00084785-0.0004482i,-0.0015022-0.0013718i,-0.00067605-0.00098741i,7.4703e-05+3.211e-05i,0.00090074+0.00026421i
9.1912e-05-0.00054577i,-0.0006806-0.00060111i,-0.0018479-0.0011532i,-0.0020241-0.00048123i,-0.00077132+0.00033156i,0.00059475+0.000774i,0.00097671+0.00037088i,0.00060665-0.00024882i,5.258e-05-0.00034171i,0.00029131-0.00022425i,0.00074713+9.1812e-05i,0.00052929+0.00045167i,0.00028558+0.0005535i,0.00035032+0.00076309i,0.00058996+0.00062099i,0.00082965-0.00012066i,0.0011041-0.00018754i,0.0011126+0.0004919i,0.00070811+0.00018747i,0.00080518-0.00028004i,0.00070042-0.00057182i,0.00053977-6.3348e-05i,0.0003472+0.0006928i
0.0031408-0.00021759i,0.0026236-0.00057484i,0.00045814-0.00087433i,-0.00072367-0.00065284i,-0.0016664-0.00077432i,-0.0020795-0.00032652i,-0.0018218+0.00019189i,-0.0012833-0.00023776i,-0.00050631-0.0005441i,-0.00057305-0.00069845i,-0.00087886-0.00084509i,-0.00060004-0.0010116i,-0.00083509+0.00023814i,-0.0003426+0.0012739i,0.00053345+0.001436i,-6.8066e-05+0.0011674i,-0.00037028+0.00089009i,0.00038996+0.00071154i,0.00043751+0.00053094i,0.00055085+0.00063777i,0.00084172+0.0003391i,0.000479+2.3327e-05i,-0.00026274+5.212e-05i
-0.0012668-0.00058477i,-0.0005728-0.00028183i,0.0003157+0.0012073i,0.00087436+0.001764i,0.00091633+0.0011013i,0.00033906+0.00018329i,-0.00030238-0.00051809i,-0.00060114-0.00047026i,-0.00075421-0.0001815i,-0.00068899+0.00015856i,-0.00047227+0.0001622i,-0.00017542-6.5576e-05i,1.2718e-05+0.00045747i,-0.00030271+0.00020385i,-0.00058466-0.00031016i,-0.00022304-2.7353e-05i,0.00047175-4.5603e-05i,0.00079044-6.578e-05i,0.00089716-0.00035364i,0.00091241-0.00073143i,0.00087018-0.00056022i,0.0012926-0.00034579i,0.0011932-0.00026616i
-0.00042817-0.00045069i,-0.0010452+0.0015912i,-0.0007208+0.0023693i,-0.00089093+0.0020819i,-0.00079815+0.0014546i,-8.5006e-05+0.0011387i,0.00029145+1.9635e-06i,0.00018946-0.00094319i,-0.00014747-0.00093663i,-0.00049958-0.00069069i,-0.00020603-0.00077598i,0.00074825-0.00038963i,0.00090395-0.00023348i,0.00058673-0.00052504i,0.00078911+5.7549e-05i,0.00083521+0.00022384i,0.00091371-0.00021353i,0.00043443+1.4478e-05i,4.3691e-05+9.5689e-05i,0.00042291-0.0006574i,0.0007118-0.0012005i,0.00038457-0.0010697i,0.00027636-0.0011227i
0.00097194+0.00065539i,0.00079982+0.00041985i,0.0021371-0.00013713i,0.0021483-0.00037974i,0.00060409-0.00030389i,-0.00089104+0.00075096i,-0.0011474+0.00084652i,-0.00044636+0.00040879i,-0.00060772+0.00031392i,-0.0010119-0.00015952i,-0.0011077-0.00048865i,-0.00066972-0.00019587i,0.0004761+0.00048753i,0.00042264+0.00087105i,-0.00073154+0.00121i,-0.00089162+0.0011363i,-0.00050786+0.00039058i,-0.00049102-0.00062098i,0.00012829-0.00069929i,0.00033736-0.00088865i,-0.0003774-0.0015969i,-0.00044828-0.0012478i,-0.00071944-0.00036364i
0.00011495+0.00054841i,-0.0017342+0.0011989i,-0.0019191+0.0013107i,-0.00049697+0.00061285i,0.00078114-0.0010104i,0.00065924-0.0013105i,0.00037666-3.1542e-05i,0.00047095+9.1388e-05i,-4.3382e-05-0.00027647i,-0.00038166+2.4842e-05i,3.8398e-05-3.5474e-05i,-0.00023886+8.0829e-06i,-0.00056386+4.8573e-05i,-0.00025529+0.000275i,-0.00054667+0.00061971i,-0.0011128+0.00041696i,-0.0004729+9.1378e-05i,-0.000253-0.00029157i,-0.00058814+3.6652e-05i,-0.00034637+0.00041699i,0.00041801+0.00012037i,0.00085414+9.6036e-05i,-3.6829e-05-0.00018449i
0.00050965-0.00054044i,0.00060711-0.0019729i,0.001343-0.0022141i,0.00029325-0.00094738i,-0.00075233-0.00058011i,-0.00054503-0.00058527i,-0.00084064-0.00043342i,-0.0014666-0.00043833i,-0.00088913-0.00087457i,-0.00025104-0.00063811i,-0.00025797-6.5041e-05i,-0.00056411+0.00018354i,-7.5881e-06+0.00026752i,-7.0442e-05+0.00034448i,-0.00052741+0.00039874i,-0.00034154+0.00058896i,-0.00026068+0.00055524i,-0.00056333+0.00051259i,-0.0005082+0.000581i,-0.00052922+0.00012327i,-0.00058353+3.1247e-05i,-0.00065419+0.00038613i,-0.00076071+0.00032559i
-0.001543+0.0005989i,-0.00048381+0.0019924i,0.00082297+0.0025177i,0.0010558+0.0031398i,0.00076284+0.003101i,0.00069526+0.0015179i,0.00041795+3.2027e-05i,-0.00047585-0.00024888i,-0.00073759-0.00018899i,0.00044218+4.596e-05i,0.00058385+0.00033571i,0.00025435-5.0661e-05i,9.2937e-05-0.00056783i,0.0004886-0.0012495i,0.00078128-0.0016661i,3.5455e-05-0.00089563i,0.00020045-0.00027577i,0.00030779-0.00041552i,7.8312e-05-6.8789e-05i,0.00018333+0.00058834i,-0.00024606+0.00063762i,-0.00061305+0.00032451i,-0.00021152-0.00072337i
0.00047582-0.00012851i,3.013e-05+0.00011638i,7.6763e-05-0.00021615i,0.00090685+1.9788e-05i,0.0008632-0.000485i,-5.8977e-05-0.00091699i,-0.00050224-0.0010763i,-0.00069118-0.0010103i,-0.00058839-0.00043394i,0.00043674+0.000132i,0.00025082+0.00050217i,-0.00025813-0.00030068i,-0.00022137-0.00059547i,-0.00029966-0.000309i,-6.1767e-05-0.00019161i,0.00020978+1.3432e-06i,0.00052305+0.00022504i,0.00041049+0.00010738i,0.00059492-0.00075478i,0.00061388-0.0010229i,0.00023063-0.00054796i,0.00051231-0.00017273i,0.0005383-0.00022235i
0.00030114+0.0011721i,0.00079838-0.0001484i,0.00075433+0.00060021i,0.00032592+0.0010398i,0.00069395+0.00057105i,0.00036806+0.00060012i,0.00027617+0.00062578i,-0.00030163-5.9907e-05i,-0.00061152-0.00046924i,-7.3255e-05+0.0004187i,-9.1863e-05+0.00090703i,9.1406e-05+0.00022846i,0.00094846-0.00038468i,0.00045197-0.00043339i,5.4219e-05+0.00016209i,-0.00023203+0.001016i,-0.00058202+0.00073053i,-0.00084384+0.00040123i,-0.0010374+3.193e-05i,-0.00020908+0.00038235i,0.00037212+0.001033i,2.3957e-05+0.0010169i,-2.1105e-05+0.00018474i
-0.0020987-0.000674i,-0.0019229+0.00045835i,-0.00010486+0.0012964i,0.00010879+0.0021076i,-0.00055637+0.0019571i,0.00018705+0.00097995i,-0.00028457+0.00061661i,-0.00052652-0.00039949i,0.00050034-0.0008132i,0.00050016+0.00012316i,0.00030795+0.00063051i,0.0012437-0.0003548i,0.001652-0.0011178i,0.0014303-0.000369i,0.00085386+0.00025811i,0.00023376-0.00021752i,-0.00021235-0.00058773i,-0.00042487-0.00076193i,-0.00025725-0.00083627i,0.00027505-0.00073261i,0.00054779-0.00062836i,0.00010343-0.00025926i,-0.00063806-1.1138e-05i
-0.0018915-0.00015288i,-0.002981-9.4666e-05i,-0.0042614+0.0010582i,-0.002919+0.0013542i,-0.00092703+0.001237i,-1.2529e-05+0.0012199i,9.8679e-06+0.00049751i,-7.5995e-05+0.00025147i,0.00013862+0.00010858i,0.00040168+0.0003746i,0.00060448+0.00075479i,0.00056461-0.00011936i,0.00067279-0.00072275i,0.0010459-0.00016265i,0.0010409-0.00040086i,0.00094809-0.00050853i,0.00077459-0.00036295i,0.00043862-0.00084834i,0.00029467-0.0013249i,0.00058185-0.00069848i,0.00048981+0.00011084i,-0.00041738-4.4832e-06i,-2.0939e-06-0.00042249i
-0.00023388-0.000674i,0.00015326-0.00050768i,0.00059344-0.00025577i,0.00036302-0.00040436i,2.1989e-05-0.0003441i,-0.00046041-0.00027889i,-0.0014583-0.00049313i,-0.0013355-0.00067211i,-0.00042615-0.0011348i,-0.00032016-0.0012637i,-0.00010157-0.00070364i,0.00026715-8.1956e-05i,-0.00038542-0.00020789i,-0.00048563-5.063e-05i,0.00023218+8.2865e-05i,0.00076407-0.00044689i,0.00019641-0.00028935i,-6.4726e-05+0.00053605i,0.00036625+0.00048036i,0.00037979+0.00018095i,0.00056084+0.00048941i,0.00083458+0.00088531i,0.00017938+0.000504i
-0.00083818+0.00093728i,9.3267e-06+0.00070111i,0.00015675+0.0013921i,-0.00018607+0.0014353i,0.00012147+3.4378e-05i,0.0007209-0.00082065i,0.00096348-0.0010486i,0.00028223-0.00044083i,-0.0005622-0.00062182i,-0.00069178+5.707e-05i,-0.00062808+0.0011517i,0.00026933+0.000595i,0.00090161+0.0002553i,0.0014635+0.00044434i,0.0011558+6.5541e-05i,3.545e-05+0.00079985i,2.4157e-05+0.0020947i,-0.000279+0.0019294i,0.00010447+0.00040477i,0.0011928+3.9676e-06i,0.0017873+4.6445e-05i,0.0015757-6.6783e-05i,0.00090389+0.00037959i
0.00091525+0.00012955i,0.00016709-2.2433e-05i,-0.00040761-0.00028786i,6.7276e-05-0.0012199i,-0.00024782-0.0020573i,-0.001329-0.0010493i,-0.0015671-7.3131e-05i,-0.00080188-9.6697e-05i,0.00013919-0.00031161i,0.00043442-0.00037784i,0.00043432-0.00010077i,0.00037444+0.00025206i,-0.00017483+0.000425i,-0.00068238+0.0005693i,-0.0003653+0.00037498i,2.6689e-05+0.00030432i,0.00029642+0.00051333i,7.3024e-05+0.0013146i,-0.00016696+0.0013843i,0.00048729+0.00071599i,0.00050668+0.00025999i,5.0404e-05-0.00032937i,2.9242e-05-0.00061008i
-0.00030194+4.9849e-05i,-0.00038543-0.00036269i,-5.7239e-05+0.0010885i,-1.2293e-05+0.0011769i,-5.3337e-05+0.000607i,0.00026201+0.0012321i,0.00010091+0.00090785i,-0.00046424-0.00088672i,-0.00077486-0.0007626i,-0.00061219-0.00022206i,-0.00019371-0.00013121i,0.00014107+0.00063744i,0.00035141+0.0010312i,0.00076614+0.00065837i,0.00050972+0.00040511i,4.1847e-05+0.0009241i,9.4789e-05+0.0017143i,-0.0002411+0.00098888i,-0.00037005-0.00020776i,-0.00020264-7.9881e-05i,-2.4341e-05+2.161e-05i,0.0003212-5.5892e-05i,0.00038061+0.00066228i
0.0008074+3.1157e-05i,0.00051078+0.0002464i,0.00042443+0.00030825i,-0.00028094+0.00029653i,-0.00053771+0.00056552i,-0.00042621+0.00029862i,7.4002e-07-0.00026964i,-4.741e-05-8.8637e-05i,-0.0011082+0.00014896i,-0.00095982+0.00029052i,-0.00038013+0.00011208i,-0.00012945-7.4634e-06i,0.00043972+0.00015688i,0.00040068-0.0002062i,-0.00031096-8.249e-05i,-0.00042792+5.5777e-05i,-0.00044476+0.00028999i,-0.00065341+5.148e-05i,-0.00061615-0.00021753i,0.0001677+0.00055953i,0.00045653+0.00010685i,0.00040554-0.00070696i,0.00069629-0.00088242i
-0.00021077+0.00027692i,0.00077717+0.00082652i,0.0011462+0.00065168i,0.000815+0.00036038i,0.00074449+0.00023099i,-0.00011331+3.7603e-05i,-0.0011519-0.00028328i,-0.00045889-0.00029743i,-0.0003879+1.0244e-05i,-0.0011447-0.00010441i,-0.00060357-0.00018627i,0.00034827+0.00048906i,0.0002416+0.00080036i,0.00033863+0.00043883i,0.00044362+0.00019115i,0.00056852-3.8805e-05i,0.0011037-0.00016107i,0.0009693+0.0003814i,0.00023547+0.00048417i,-0.0001296-4.3972e-05i,-0.00019718-0.00031591i,-0.00022443-0.00017183i,0.00031857-0.00012401i
0.00074487+0.0001291i,0.00044594+0.00049375i,0.00031034+0.00051393i,-0.00059492+0.00077024i,-0.00071499+0.00053097i,0.00013816+0.0003455i,0.00044987-0.00036628i,-0.00032194-0.0012425i,-0.00071578-0.00093824i,-1.223e-05+0.00018224i,0.00017227+0.00057747i,-0.00030369+0.00027855i,-0.00012926-0.00021537i,0.0001549-0.00020214i,0.00044412+0.00028731i,0.00028918+0.0005941i,-0.00033279+0.00048425i,-0.00088366+0.00027132i,-0.00088134+0.00019609i,-0.00044026+0.00071981i,-2.8326e-05+0.00055747i,0.00015176+0.00015448i,0.00046434+0.00019651i
-0.0012388+0.0014876i,-0.0011633+0.0017893i,-0.00040503+0.0022753i,0.00057969+0.0016571i,0.00022803+0.00025822i,-0.0002751-0.00070171i,-0.00017029-0.00085569i,-0.00020947-0.00069871i,0.00023285+0.00041216i,0.00015183+0.00083785i,-0.00066223+0.00015405i,-0.00038666-9.7579e-05i,-9.8278e-06+1.5181e-05i,-0.00020709+0.00033001i,0.00026592-7.6216e-05i,0.00022211-0.0005206i,-0.00037261-0.00046775i,-0.00047877+0.00026485i,3.0922e-05+0.00045057i,0.00045027+9.1628e-05i,-3.1164e-05-0.00052666i,-8.2111e-06-0.0006272i,0.00082889-0.00023333i
-0.000466-0.00032241i,-0.0010707-0.0012377i,-0.00191-0.0005258i,-0.0017765+0.00012733i,-0.0015013+0.00027491i,-0.0018176+0.00050619i,-0.0015284-0.00037911i,-0.00086235-0.0011856i,-0.00025886-0.00063625i,0.00047034+0.00015289i,0.00094865-0.00071834i,0.00087817-0.0012826i,0.00054778-0.00025406i,0.00034928+0.00059532i,-0.00053142+0.00087317i,-0.00041287+0.00059419i,0.0001599-0.00015557i,0.00020597-7.6681e-05i,-0.00016079-0.00051007i,-0.00017757-0.00089981i,0.00026311+4.0666e-05i,0.00049672+0.00075646i,5.3328e-05+0.00080938i
