-0.001402+0.00088868i,-0.0017511+0.00047064i,-0.0033028+0.00069953i,-0.0030849+0.00090921i,-0.0022982+0.0012438i,-0.0014966+0.0016081i,-0.00041605+0.0011892i,0.00026483+0.0012501i,0.0010368+0.00092716i,0.0013498-0.00021716i,0.0015115-4.4068e-05i,0.0011147+0.00030773i,0.00043784+0.00020444i,0.00022965-0.00036852i,-0.00022224-0.00075285i,-0.00038939-0.00014894i,-5.8961e-05+0.00034729i,0.00026695+0.00044052i,5.0677e-05+0.00027285i,-0.00029253-9.2577e-05i,-0.00023644-0.00017179i,0.00045057+4.3855e-05i,0.00024179-0.00035245i
0.00040844+0.0015881i,-1.4207e-05+0.00062455i,-0.00015583-0.00036174i,4.361e-05-0.00041722i,0.00053685-0.00073542i,0.0004636-0.00063066i,0.0002702+0.00076299i,0.00059284+0.0015082i,0.00024759+0.0015149i,0.00023095+0.00043381i,0.00061282-0.0008891i,0.00026719-0.0013971i,0.00074624-0.0014965i,0.00022467-0.00085253i,-6.9353e-05+0.0002812i,0.0005441+0.00062008i,0.00050353+0.0011417i,1.6186e-05+0.001287i,-0.00016981+0.00087815i,-0.00014165+0.00052477i,0.00037658-0.00022488i,0.0006753-0.00062863i,-5.7053e-05-0.00037098i
-0.0018558+0.0011948i,-0.00049558+0.0014927i,-0.00036249+0.0029066i,-0.00011318+0.0028499i,0.00016085+0.0014202i,-0.00030397+0.00032826i,2.7992e-05-0.00062094i,0.00075926-0.0013663i,0.0016113-0.0011398i,0.00125+0.00020456i,0.00026048+0.0012611i,0.00071478+0.0007703i,0.0018297-0.00011502i,0.0016358-0.00071066i,0.00071081-0.00029763i,0.00065757+0.00046592i,0.00090658+0.00011024i,9.0766e-05-0.00023821i,-0.00035322-5.8525e-05i,0.00013673+0.00010197i,0.00077265+0.00014129i,0.0016088+0.00013822i,0.00093043+0.0006881i
-0.0018443-0.00035024i,-0.0023456+0.00068006i,-0.0029072-0.00011311i,-0.0030614-0.00050773i,-0.0017929-0.00022666i,-0.00072167-0.00048543i,-0.00011096-0.00057571i,0.00071561-0.00059672i,0.00038903-0.00062852i,0.00082597-0.00090318i,0.0017745-0.00042687i,0.0008231+0.00069307i,-0.00017697+0.00057061i,-0.00060136+5.5277e-05i,-0.00039561+0.00042304i,-0.00045602+0.00048118i,-0.0005046-9.4495e-05i,0.00037345+0.00036435i,6.4084e-05+0.00095421i,-0.00052469+0.0010892i,0.00021017-0.00019953i,0.00042175-0.0010639i,0.00030636-0.00028651i
0.0020907-0.00025737i,0.0024393-0.0004399i,0.0022321-0.00040232i,0.0019082-9.1742e-05i,0.0012348-0.00010455i,-0.0007528-1.3778e-05i,-0.0013419-0.00013755i,0.00066203-4.7626e-05i,0.0017103+0.00030346i,0.00098513-5.8122e-06i,0.00078901-8.2648e-05i,0.0011092+0.00055562i,0.00054791+0.00083049i,0.00029297+0.00064335i,0.00013498+0.00033271i,0.0002451+0.00028485i,-2.0823e-05+0.00019651i,-0.00061763+0.00057113i,-0.0009368+0.00070951i,-0.00053336+0.00069062i,0.00020923+0.00019997i,0.00023825-0.00032734i,0.00039234+0.00020085i
0.0015335+0.00096375i,0.001879-0.00046527i,0.0019653-0.0024095i,0.001068-0.0029969i,-4.6648e-05-0.0021643i,-0.00087335-0.001328i,-0.00071356-0.00014053i,0.00047401+0.00033412i,0.0018201+6.8232e-05i,0.0020442-0.00022132i,0.0015158-0.00013913i,0.0012886-0.00030865i,0.001343-0.0010663i,0.0011413-0.00071119i,0.00097648-2.3359e-05i,0.00053044+1.5475e-05i,-0.00030052-0.00014437i,-0.00045356+9.1574e-05i,-0.0011011+0.00034591i,-0.0012165+5.4222e-05i,-0.00047239-0.00075912i,0.00030231-0.00037922i,0.00055954+0.00018021i
0.0028257+0.0012084i,0.0033626+0.0010199i,0.0026865+0.00011814i,0.0011666-0.00084219i,9.2887e-05-0.001429i,-0.00080885-0.00058058i,-0.00016687-0.00068071i,0.00067049-0.0011641i,0.0012337-0.00050156i,0.00053616-0.00038119i,-0.00043503-0.00061797i,-0.00055173-0.00068292i,-0.00049921-0.0010529i,-0.00048645+6.1314e-05i,-0.00079254+0.0012361i,-0.00061025+0.0012147i,-0.00054601+0.00064022i,-0.00025965-3.3802e-05i,0.00021291+2.5875e-05i,0.00022191+8.9592e-05i,-0.00038471-0.0003772i,0.00015831-0.00034357i,0.00044826-9.3283e-05i
-0.000653+0.00019578i,-0.0010112+0.00051722i,-0.0019638+0.00065872i,-0.0018382+0.000866i,-0.0018518+0.00085222i,-0.0011898+0.00033697i,0.00012289+5.9224e-05i,0.00096977+5.3949e-05i,0.0010403+0.00040649i,0.00091179+0.00098597i,0.00079321+0.0012899i,0.00056617+0.00069994i,-0.00020189+0.00027805i,-0.00066953+0.00072574i,-0.00052011+0.00076851i,-0.00042913+0.00089669i,-0.000356+0.0013239i,-0.00016255+0.0012788i,0.0003686+0.00035758i,0.0004045+0.00023712i,-0.00057297+0.00036445i,-0.00044864+0.00013438i,5.4291e-05+0.00010604i
0.00072782-0.0012751i,0.0018047-0.00060324i,0.0021082-0.0016261i,0.001531-0.0015214i,0.00043356-0.00097001i,-0.00052923-0.00068485i,-0.00031133-0.00037295i,0.00033168-0.00072138i,0.00042662-0.00053809i,-0.00045284+0.00058296i,-0.00095561+0.0011125i,-0.00034716+0.00099271i,-0.00012262+0.00074118i,0.0005411+0.00073564i,0.00097804+0.00080779i,0.00010789+0.0005653i,-0.00070623-1.1179e-05i,-0.0012444+0.0006338i,-0.00085533+0.0010431i,-0.00021353+0.00038332i,-6.6415e-05+0.00031782i,-0.00035141+0.00013744i,-0.0005537-0.00010282i
-0.00073002+0.0031803i,-0.001081+0.0017542i,0.00078628+0.0020208i,0.0019961+0.0019438i,0.0015143+0.00083505i,0.00017978-0.00031825i,3.4703e-05-0.00039088i,0.00032249+2.7893e-05i,0.00071247+0.00071821i,0.00091051+0.00088197i,0.0007561+0.00033113i,9.4483e-05+7.4799e-05i,-0.00060074-0.0002503i,0.00026662-0.00076398i,0.0005732-0.00014859i,5.9221e-05-1.7231e-05i,-0.00094825+0.00017907i,-0.0011149+0.0012261i,-2.8987e-05+0.0012446i,0.00036267+0.00059589i,0.00061693+7.1556e-05i,0.00061609-8.0924e-05i,0.00030587-0.0001722i
0.00072792-0.00022199i,0.0014432-0.0013919i,0.00047515-0.0022908i,-0.00055365-0.0019109i,-0.00058753-0.00070386i,-0.00019302+0.00024343i,-0.00037031+0.00063106i,3.3333e-05+0.0008678i,0.00093606-7.5346e-05i,0.00063929-0.00041998i,-0.00024392-0.00010217i,0.00023635-0.00028621i,0.00045203-0.00084655i,-0.0001734-0.0010756i,5.2723e-05-0.0005574i,0.00091215+0.00030829i,0.0017124+0.0012336i,0.0011339+0.000937i,-0.00035527+0.00064742i,-0.00035436+0.0006011i,0.00031023+0.00042628i,9.4628e-05+0.00043964i,8.2146e-05+0.00054981i
0.00012039+0.00019537i,0.00099085+0.00075248i,0.001409+0.0014582i,0.00057823+0.00073692i,-0.00013516+0.00056399i,-0.00033742+0.00047512i,0.00033097-1.6459e-05i,0.0013411-0.00083733i,0.0019734-0.00064266i,0.0018682+0.00033684i,0.0011371+0.00057993i,0.00055264+8.169e-05i,0.00054333-0.00065205i,-3.3485e-05-0.0011023i,-0.00033273-0.0011392i,-0.00040753-0.0014729i,-0.00065786-0.0013653i,-0.00087427-0.00053825i,-0.00052764-0.00042432i,-0.00044825+9.359e-06i,-0.00066443+0.00085449i,8.6086e-05+0.00070652i,0.00049269+0.00012951i
-0.0011109+3.8765e-05i,-0.00032899-0.00022058i,-0.00044754-0.0001545i,-0.00055232+4.1974e-05i,-0.00063122+0.00051374i,-0.0011447+0.00075968i,-0.00095709+0.00060987i,-0.00030304+0.00025117i,0.00012196+0.00018897i,-2.0742e-05+0.00023592i,-8.4596e-05-7.9525e-05i,0.00049235-0.00018699i,0.00093673+6.3779e-05i,0.00084763+0.00051779i,0.00041184+0.00023985i,0.00034794-0.00026211i,0.00010896+0.00051972i,-0.00032537+0.0014191i,-0.00079172+0.0010726i,-0.00098663+0.00092504i,-0.00054552+0.00096657i,0.00023099+0.00051542i,0.00069682+4.768e-05i
-0.0014032+0.00082801i,-0.0012666+0.0020448i,-0.00068523+0.0018107i,0.00033899+0.0011703i,0.00016136+0.00056433i,-0.00021758-0.00092214i,-0.00048522-0.00094409i,-0.00022184-7.8819e-05i,0.00075502+0.00022951i,0.00085175-4.5925e-05i,0.00024641-0.00056682i,0.00057131-0.00021712i,0.0010743-5.2827e-05i,0.00051994-0.00030329i,4.923e-05-0.00015233i,0.00032429+1.6775e-05i,0.00050665+0.00031585i,0.0003639+0.00023339i,-0.0001248+7.8629e-05i,-7.9601e-05+0.00023048i,5.1599e-06+0.00030992i,0.0001386-0.00062897i,0.00041886-0.0013049i
0.0011805-0.0014012i,0.0015294-0.0011032i,0.0021-0.0014504i,0.000676-0.0016574i,5.3473e-05-0.0021209i,-0.00046253-0.0014724i,-0.00033486-0.0004229i,0.0014302+0.00011888i,0.001869-0.00049496i,0.00085014-0.00081768i,0.00040481+6.7949e-05i,0.00018332-7.0664e-06i,-0.0001931-0.00049166i,-0.00026214-0.00034341i,0.00051086+0.00056344i,0.0012593+0.00086619i,0.0003819+0.00011567i,-0.00038562-0.00073371i,1.7953e-05-0.0010793i,3.8864e-05-0.00023828i,-0.00043187+0.00036736i,0.00011504-0.00030573i,0.00033515-0.00075187i
-0.00053883+0.0011369i,-0.00029427+0.0015811i,-0.00030525+0.0027076i,-0.00030129+0.0022763i,-0.00016877+0.00055413i,-0.00055241-7.4353e-05i,-0.0013563+0.00075718i,-0.00074429+0.00065969i,0.00052024-0.00015212i,0.00061178-0.00028253i,0.00043984+0.00013313i,0.00062721-3.0462e-05i,0.0011691-0.00035495i,0.0013959+0.00050886i,0.00059548+0.0010398i,0.00036934+0.00099436i,-0.0001101+0.00074503i,-1.7038e-05+0.00026969i,0.00028679-5.7775e-05i,0.00010864+0.00016023i,-3.8514e-05+0.0001355i,-0.00049083+3.4651e-05i,-0.0004648+0.00062544i
0.00064212-0.0014551i,-0.00044218-0.00070587i,-0.001976+0.00023072i,-0.0013483+9.1123e-05i,-0.00013037+0.00036275i,0.00053797+0.00076108i,0.00070844+0.00024126i,0.00073259-0.00018066i,0.00093212-0.00030276i,0.00089797-0.00014309i,0.00059051+0.00012895i,0.00094393+0.00019236i,0.00087505-0.00030228i,5.8115e-05-0.00045661i,4.9985e-05-0.00018405i,0.00049822+0.00053711i,0.00057844+0.00088573i,0.00018968+0.0010342i,0.00013577+0.00096376i,5.3854e-05+3.0777e-05i,-0.00020182-0.00035282i,-0.00086957-0.00015981i,-0.00070511-0.00034421i
0.00014743+0.00012747i,0.00023865+0.00071031i,0.00040068+0.0012515i,0.00041847+0.0010258i,0.00081106+0.00038661i,0.00051707+0.00018938i,-0.00012498+3.0966e-05i,0.0002328-0.0010038i,0.00081595-0.00070786i,0.0007149+0.00047214i,-0.00011523+0.00052419i,-0.00048942+0.00071986i,6.8568e-05+0.00070979i,0.00032331+0.00029726i,-0.00033448+0.00015022i,5.9613e-05+0.00027936i,0.00040295+0.00063325i,8.3579e-05+0.00066266i,0.00013586+0.00065343i,0.00037058+0.00046793i,1.6466e-05+1.9653e-05i,-0.0002534+0.0002151i,-5.5533e-05+0.00028682i
-0.0013995+0.00047059i,-0.0010274+0.00072866i,-0.00065233+0.00085906i,-0.00098301-0.00028967i,-0.00064658-0.00086926i,-0.00035474-0.00028858i,-0.00010846-0.00045647i,0.00082568-0.00067002i,0.0014952+0.0001507i,0.00054179+0.00074092i,-0.00015551+0.0007876i,0.00020685-1.4651e-05i,0.00051904+0.00043587i,-0.00041656+0.00073215i,-0.0010175-0.00045632i,0.00015582-0.00074614i,0.0010302-0.00012604i,0.0012347-0.0003309i,0.00098801-0.00038992i,0.00058967+0.00018015i,0.00046439+0.00063449i,0.00028646+0.0007648i,-0.00073018+0.00035232i
0.0021473+0.0024621i,0.0020494+0.001466i,0.0025514+0.0010402i,0.0023102+0.00010755i,0.00055714-0.0010187i,-0.0014917-0.00076201i,-0.0023089-0.00050502i,-0.0011522-0.00072817i,0.00012388+0.0004094i,-3.0806e-05+0.0010611i,-0.00094106+0.00073785i,-0.0017467+0.00063676i,-0.0012488+0.00013935i,-0.0011171-0.00058645i,-0.00055616-0.00021885i,0.00061821+0.00021388i,0.00092267+0.00022438i,0.00068611+0.00069984i,8.7674e-05+0.0007465i,-0.00023644+0.00040744i,-0.00094208+4.9871e-05i,-0.00089443-0.00075836i,-0.00039383-0.0014769i
0.0022927-0.0015783i,0.00093116-0.0021867i,-0.00144-0.0031362i,-0.0030907-0.0030243i,-0.002847-0.0027136i,-0.0014864-0.0015489i,-0.0004058-0.00060918i,-0.00044828-2.7669e-05i,-0.00015499+7.9414e-05i,-0.00013253-0.00066954i,-0.00068818-0.00098364i,-0.00029906-0.00024035i,0.00059449+0.0006017i,0.00071742+0.0010202i,7.2279e-05+0.0010847i,0.00012132+0.00099464i,0.00010854+0.00048672i,0.00013508+0.0002197i,0.00039596+0.00049931i,-0.00020209-6.3978e-05i,-0.00033108-0.00065925i,0.00036249-0.00028054i,0.00099757+0.0001585i
0.00087303-0.00084861i,0.0011826-0.00046404i,0.0012198-0.00086535i,-0.00011581-0.0007798i,-0.0013176-8.0611e-05i,-0.0011005+0.0004818i,0.00045739+0.00045829i,0.0014456+0.00092794i,0.0015056+0.0017693i,0.00052416+0.001312i,-0.0003646+0.0012137i,-0.00027572+0.0015046i,-0.00030798+0.001113i,-0.00044064+0.00042093i,-0.00054836+5.4213e-05i,-0.00035512-3.5202e-05i,0.00035014+5.1097e-05i,0.00010163-8.2763e-05i,-0.0004536-0.00016298i,-0.00086629+0.00017084i,-0.00035645+0.00038492i,-8.7006e-05+6.4518e-05i,-0.00057707+0.00030336i
0.0035449-0.001829i,0.0022964-0.001819i,0.0012063-0.0025383i,-0.0001726-0.0033905i,-0.0014784-0.0027302i,-0.0010487-0.00099894i,-0.00010146-5.0889e-06i,0.00064698+0.00062511i,0.00079175+0.00025029i,0.00039447-0.00074412i,0.00030256-0.00035817i,0.00016158+2.9015e-05i,-0.00015511+0.00011968i,-0.00025951+0.00013877i,7.1245e-05+0.00022886i,8.6911e-05+0.00017426i,-0.00013968+0.00048068i,3.2115e-05+0.00079281i,0.00042562+0.00012728i,0.00042974-0.00083698i,0.00017841-0.00082843i,0.00021523-0.00063791i,0.00030844-0.00037971i
-0.0012744+0.0017217i,-0.0019089+0.0013976i,-7.6298e-05+0.0013439i,0.00086604+0.00048594i,0.00087399-0.00011869i,0.00077378-0.00042997i,0.00021243-0.00060603i,9.837e-05-0.00047064i,0.0011153+0.00043974i,0.00083327+0.00091405i,0.00079955+0.00063373i,0.0009737+5.1284e-05i,-0.00029177-0.0010346i,-0.00019981-0.0015037i,0.00020433-0.00087806i,-0.00028875+0.00024123i,-0.0010715+0.0006349i,-0.00091166+0.00095747i,-0.00059092+0.00088127i,-0.00067616+0.0010441i,-0.00020945+0.0012106i,7.5535e-05+0.00046076i,0.00046897+0.00040405i
-0.00044127+0.00069945i,-0.00048487+0.00068098i,-0.001502+0.00093283i,-0.0018895+0.00028358i,-0.0012153+0.00038483i,-0.00049891+0.00037667i,-0.00058414-0.00092781i,-0.00019769-0.0010564i,0.00098045+0.00068516i,0.0013498+0.0014793i,0.001324+0.00083832i,0.0014735+0.00028164i,0.00085156+0.00053621i,0.00062772+0.00062379i,0.00061899+0.00048604i,0.00015338+0.00043274i,0.00043538+0.00014591i,0.00075473+0.00039245i,0.00025489+0.00045283i,-0.00025057-0.00025353i,-0.00010534-0.00058109i,-0.00054476-0.00044777i,-0.00086942-0.000934i
0.0021503-0.0022425i,0.0018999-0.0016592i,0.00088205-0.0014772i,-0.00067111-0.0017336i,-0.00093081-0.0016731i,3.247e-05-0.00019889i,0.00059794+0.00095435i,0.00079318+0.00052285i,0.00087204+0.00014546i,0.00016727+8.396e-05i,0.0003435-0.00023371i,0.0012789-0.00039741i,0.00097991-0.00031504i,0.00045671-0.00024423i,-3.5898e-05+0.00030024i,-0.00011932+0.0003873i,5.2386e-05-0.00016814i,-0.00045658-0.00062105i,-0.00032829-7.1442e-05i,0.00024243+0.00011633i,0.00021703-0.00021015i,0.00011975+3.937e-05i,-6.2872e-05+0.00061026i
0.0021831-0.0010024i,0.0016551-0.00090013i,0.00074653-0.0014279i,-0.00065729-0.0018338i,-0.00089172-0.0020238i,0.00036067-0.0011229i,0.00111+0.00018355i,0.0011085+0.00071469i,0.0008537+0.0010727i,0.00045036+0.00070259i,2.7461e-05-7.1582e-05i,0.00036147-0.00086648i,0.0010331-0.00065081i,0.00062505+0.00056675i,-0.00045521+0.0011404i,-0.00037762+0.0013165i,0.00031386+0.0010662i,0.00033536+0.00076711i,-4.6961e-05+0.00055695i,-0.00013523+0.00033947i,-0.00046756-5.8436e-05i,-0.00032229-0.0002603i,4.4316e-06+0.00021909i
-0.0011138+0.0015907i,-0.00088344+0.0014601i,-0.00047041+0.00087692i,0.00074886+8.8954e-05i,0.00084324-0.00031863i,0.00026643-0.00073556i,8.1164e-05-0.00097586i,-9.0654e-05-0.00076505i,-7.9022e-05-0.0002142i,0.00040252+0.0003591i,0.00099487-4.5523e-05i,0.0005004-0.00052186i,0.00029343+5.1889e-06i,0.00074746+0.00052748i,0.0011206+0.00027087i,0.00080207-0.00033713i,0.00049165-0.00031294i,0.00043739+0.00037289i,0.00050457+0.00033823i,0.00055381+0.000253i,0.00066424-0.00010386i,0.00069348-0.00042747i,0.00037975-0.0004351i
-0.00087292-0.00018714i,-2.0362e-05-0.00035568i,-0.0011226+0.00025552i,-0.0020113+0.0010366i,-0.0020525+0.00094649i,-0.0015562-0.00017819i,-0.00048137-0.0001192i,0.00025407+0.00023102i,0.0012712+0.00032278i,0.0010558+0.00052533i,0.0005006+0.00017772i,0.00013653-0.00026288i,0.00043006-0.00020391i,0.00095921-0.00077856i,0.0012755-0.0011243i,0.0013088-0.00084198i,0.00041479-0.00068121i,-0.0003638-0.00016929i,-0.00042371+0.00035927i,0.00022241+0.00029286i,0.00053829+0.00087394i,0.0003334+0.0011522i,0.00048226+0.00092313i
-0.0018251-0.0011866i,-0.0018051+0.0003626i,-0.00084126+0.0015319i,0.00018962+0.001911i,0.00033164+0.0016471i,5.6073e-05+0.00067446i,0.00037445-1.0019e-05i,0.00057644+4.1782e-05i,0.0003107+0.00010102i,0.00028156+9.6747e-05i,0.00045342+0.00033145i,0.00038733+0.00093057i,0.0006912+0.00074359i,0.001006+0.00013521i,0.0010885-0.0006145i,0.00054971-0.00080352i,-0.00012432-0.00045282i,-0.00052654-0.00030765i,-0.00079675+3.8505e-05i,-0.00016495+0.00048459i,0.00078905+0.00051792i,0.00059817+0.00028656i,-0.00017361-5.0134e-05i
-5.3e-05-0.00067871i,-0.0012788-0.0013879i,-0.0016382-0.0016921i,-0.00099062-0.00073575i,-0.0011478-0.0002175i,-0.0012304+0.00020178i,-0.00051659+2.769e-06i,0.00060366-0.00019214i,0.0015587+3.9933e-05i,0.0011525+0.0001071i,-0.00039518+0.00082741i,-0.00066438+0.0015563i,0.00026366+0.0010687i,0.0011894+0.00050616i,0.00095311+0.00066537i,0.00038981+0.00044074i,0.00038857+0.00038133i,-6.9777e-05+0.0006753i,-0.00067356+0.0005406i,-0.00028905+0.00025477i,0.00036367-0.0001209i,-9.8248e-06-0.00050779i,-0.00073302-0.00053527i
0.0007263-0.0015638i,0.00066241-0.0020603i,-0.00044961-0.0010164i,-0.00091143-0.00031773i,-0.00084313+0.00022962i,-0.00081316-7.6978e-05i,-0.0001621-0.00080982i,0.00065672-0.0003267i,0.0013236-0.0003395i,0.0014609-0.00025354i,0.0009976+9.1975e-05i,0.00021643-0.00026277i,-0.00012098-0.0003109i,0.00067438+0.00037903i,0.00088465+0.00067042i,2.1678e-05+0.00046815i,3.4599e-06+0.00027307i,0.00016789+0.00043481i,-2.4731e-05+0.00081777i,-2.6711e-05+0.00091712i,-0.00024328+0.00045152i,-6.5877e-05+0.00010051i,0.00044398-0.00020313i
0.0020171+0.0012439i,0.0022908+0.0007753i,0.0016643-0.00085061i,0.00060001-0.0013929i,0.00041349-0.00057199i,0.0006282-0.001067i,0.00037644-0.0017295i,0.0004084-0.001184i,0.00081489-0.00038564i,0.00033623+0.00047008i,-0.00048004+0.00041546i,-4.1968e-05-0.0004852i,0.00096621-0.00081694i,0.00066137-0.00052403i,0.00087022-0.00060788i,0.0011481-0.0010574i,0.00028118-0.00044482i,-0.00016562+0.0005006i,-0.00041854+0.00050319i,-0.00075432+0.0001101i,-0.00038547-6.2475e-05i,-0.0001249-0.00043267i,3.2382e-05-9.6397e-05i
0.00080609+0.00091443i,0.00073585+0.00085992i,0.00049777+0.0016261i,-0.00046465+0.0020294i,-0.0015974+0.0015386i,-0.0015241+0.0011221i,-0.0006222+0.00078276i,-0.00029064+0.00026666i,0.00023485-0.00076847i,0.00060702-0.0014296i,-5.1661e-05-0.00087544i,-0.00051811-3.8531e-05i,0.00044218+7.4466e-05i,0.0012201+0.00017323i,0.00062841+0.0008783i,-0.00011138+0.0009324i,-0.0001457+0.00073124i,-0.00061178+0.00094501i,-0.0012887+0.00061944i,-0.00082845-0.00015583i,0.00012174-0.0004022i,4.0938e-05-0.0011636i,-0.00034091-0.0011001i
0.00022702+0.0018417i,-0.00048166+0.0014964i,-0.00060878+0.002092i,0.00062113+0.0013418i,0.0012179-0.00047779i,0.00083372-0.0014241i,6.7811e-05-0.0011468i,-8.4758e-05-0.00063582i,0.0006893+0.00024736i,0.001134+0.0013023i,0.00055583+0.001266i,0.00075893+0.00053735i,0.0012964-2.6647e-05i,0.00089803-0.00076601i,0.00013344+0.00025811i,9.5031e-05+0.0012684i,0.00047868-4.8211e-05i,0.00019313-0.0016913i,-0.00024875-0.0012623i,-0.00029996+0.00015765i,1.2157e-05+0.00047839i,0.00022108+0.00010567i,-0.00016697+0.00019807i
0.0011152+0.0014706i,0.0017382+0.00082662i,0.0021261+7.7457e-05i,0.0019864-0.00069117i,0.0012455-0.00096462i,-0.00015276-0.0012591i,-0.00069374-0.00070039i,-0.00068139+3.4319e-05i,-2.046e-05+3.414e-05i,0.00049843+0.00011569i,0.00060977+0.0003263i,0.0010538+0.00035735i,0.00043037-0.00036121i,0.00079391-0.00047931i,0.0014681+0.0007585i,6.5392e-05+0.0014219i,-0.00056311+0.00073527i,-0.00049252+1.7119e-05i,-0.00023838+0.00048235i,-5.383e-05+0.00072221i,-0.00048883+0.00037609i,-0.00025201+0.00044444i,-7.8561e-06+0.0007102i
0.0013838+0.00059444i,0.0013372+0.00034774i,0.0015271-0.00087385i,0.0010233-0.0020574i,0.00070313-0.0021286i,0.0010045-0.0015488i,0.00020918-0.0014694i,-0.00031134-0.00052941i,9.727e-05+0.00031846i,0.0001673+0.00029627i,-9.6089e-05+7.0671e-05i,-0.00025733-0.00026028i,0.00014606-0.00075477i,9.048e-05-0.0011643i,-0.00034694-0.00071535i,-0.00057032+0.00095142i,-0.0004466+0.0013116i,0.00036038+0.00039016i,0.00075129-0.00012715i,0.000439-0.00045573i,0.00033657-0.00024039i,0.00026567-0.00061472i,0.00025184-0.001022i
0.0011667+0.00023073i,0.0004244+0.0001413i,0.00040948+0.0012114i,-0.00013919+0.0020656i,-0.00098115+0.0012817i,-0.00011289+5.7178e-05i,0.00086685-1.3792e-06i,0.0012152+0.00022755i,0.0013397+0.00063054i,0.00085573+0.00092614i,0.00056219+0.00058119i,0.00045362+0.00052617i,-0.00013378+0.00027411i,-7.79e-05-0.00011058i,0.00018495-0.00017286i,0.00012264-4.4208e-05i,-5.7395e-05-4.4948e-05i,-0.00019821-0.00030298i,-9.6254e-05-0.00030776i,0.00021654-0.00015152i,0.00040702-0.00019377i,0.00051498-9.5142e-05i,0.00049245+0.00033246i
-0.00055987-0.0015639i,-0.0012447-0.0026686i,-0.0011164-0.0031601i,-0.0011719-0.0028459i,-0.0014683-0.0013217i,-0.00038717-0.00029715i,0.00082309-3.4155e-05i,0.0011711+0.00036948i,0.00077533+0.0013002i,0.00026957+0.0022768i,0.00021694+0.0022328i,0.00017402+0.0011533i,0.00058799+0.00019944i,0.00080298+0.0007173i,0.00075725+0.0012707i,0.00094416+0.00086564i,0.00074566+5.9945e-05i,-0.00012572+0.00029426i,-0.001006+8.4353e-05i,-0.0011298-0.00048412i,-0.00039836+6.7868e-05i,-8.2839e-05+0.00038857i,-9.1774e-05-9.7539e-05i
7.3832e-05+2.8547e-05i,0.00084801+0.00033086i,0.0013381+0.00052382i,0.00091207+0.00033748i,0.00014693-0.00077868i,-0.0011411-0.00043251i,-0.0013999+0.0001337i,-0.00031083+0.00081863i,0.00085344+0.0012281i,0.00036487+0.00067936i,-0.0010985+0.00058708i,-0.00057211+0.00092358i,4.2504e-06+0.00085093i,-0.00017716+0.00055677i,-0.00019262+0.00071059i,-0.00038157+0.00014144i,-0.00034822-0.00081347i,-0.00047212-0.00059417i,-0.00064706-0.00011786i,-0.00088614-3.0509e-05i,-0.00032784-0.00043599i,-8.2248e-05-0.00043i,-0.00014655+8.0347e-05i
0.0013985+0.0010281i,0.00071141+0.00066719i,0.00084075+0.00091038i,0.0017197-6.2182e-05i,0.0019188+2.703e-06i,0.0010082+0.00046659i,-4.4514e-05+0.00022631i,8.79e-05+5.217e-05i,0.0017532+0.00023148i,0.0019049+0.00069112i,0.0012949-0.00032768i,0.00097106-0.00099522i,0.00049294-0.00019229i,9.8105e-06-0.00030994i,-0.00034321-0.00082509i,-0.00056533-0.00075989i,-8.5736e-05-0.00036914i,0.00020739-0.00020798i,-0.00023786-0.00033978i,8.3139e-05+0.00031424i,0.0002899+0.00088524i,-6.7279e-05+0.00020381i,1.5873e-05-0.00056706i
0.0015466-0.0018708i,0.00023537-0.0019934i,-0.00090786-0.0023733i,-0.00044117-0.0021817i,-0.00027212-0.0020316i,-0.00039322-0.0010339i,-0.00013039-3.5648e-05i,-0.00027834+0.00011139i,0.0001077+0.00021558i,0.00012318+0.00049073i,-0.00037035+0.00075304i,-0.00016084+0.0013672i,0.00058636+0.0010972i,0.0012525+0.00051832i,0.0012408+0.00029264i,0.00026586-0.00017752i,-0.0007093-0.00064696i,-0.00039364-0.00022766i,9.0625e-05+0.00045785i,-0.00028069+0.00084192i,6.3375e-05+0.0010985i,0.00037613+0.00077799i,-0.00031275+0.00040404i
0.00041011+0.0017483i,0.0014113+0.0017813i,0.0017765+0.0009569i,0.0021603-0.00033693i,0.0010636-0.00082661i,-0.00023475-0.0010177i,-0.00044224-0.00055145i,-0.00048396+0.00062968i,-0.0003622+0.0012108i,3.2484e-05+0.00018949i,0.00067988-0.00056917i,0.00089074-0.00027029i,0.00088147+0.00033817i,0.0007081-6.5659e-05i,0.0004282+0.00046672i,0.00013809+0.001234i,0.00013273+0.00080214i,-0.00010415+0.0008839i,-0.0011767+0.00067079i,-0.0010087+0.0002665i,1.9726e-05+0.00022347i,0.00040389+0.00040462i,0.000656+4.1279e-05i
0.0002765+0.00052072i,-0.00022448+0.00026092i,0.00073118-0.0009206i,0.0001405-0.00058871i,-0.00083169-1.2121e-05i,-0.00094749+0.00034048i,-0.00031176+0.00036777i,0.00072204-6.0386e-05i,0.0012373+0.00023483i,0.0012981+2.5866e-05i,0.0010278-0.00028625i,0.00031661+0.00015862i,-0.00035687+0.00037353i,-0.00094908+0.00041809i,-0.0011044+0.00072134i,-0.00058518+0.0005983i,3.337e-05+0.00029532i,-0.00032745-0.00035637i,1.731e-05-0.00086629i,0.00084959-0.00068432i,0.00057892-1.3856e-05i,0.00048261-0.00043613i,0.00071838-0.00063795i
