-0.0014867+0.0014676i,-0.0021501+0.0020364i,-0.0033314+0.0014202i,-0.0024989+0.00024282i,-0.002104+1.2736e-05i,-0.0022208+0.00039083i,-0.0014018+0.0013643i,-0.00061519+0.0018863i,0.00027011+0.0011073i,0.0012885+7.6925e-05i,0.0010332-0.00066335i,0.00035347-0.00076355i,0.00039955-0.00060979i,0.0007593-0.00073431i,0.00023466-0.0011432i,-0.00041594-0.00099459i,-0.00053977-0.00048533i,-0.0014692-0.00074105i,-0.0014852-0.00076427i,-0.0005907-0.00011464i,-1.7818e-05+0.00029668i,0.00012791+0.0003569i,0.00049302+0.0012957i
-0.00056222+0.00090171i,0.00063309+0.0013913i,0.0018816+0.0021177i,0.0019292+0.0013743i,0.0010117+0.00087207i,0.0015077+8.9256e-05i,0.0025966-0.00047926i,0.0019985-0.0014083i,0.0003821-0.0017833i,0.00058382-0.0018143i,0.0011481-0.0020824i,0.0005104-0.0017039i,0.00017993-0.0013826i,-0.00038333-0.0012805i,-0.00096738-8.9573e-05i,-0.0010285+0.00032773i,-0.0011082-0.00015566i,-0.0010847+0.00014047i,-0.00092229-4.071e-05i,-0.00037869-0.00061406i,1.2593e-05-0.00090025i,-0.00027043-0.00086443i,-0.00041929-0.00040705i
-0.0012633+0.00020487i,-0.00053525+0.00058496i,-8.9235e-05+0.0019756i,0.00044419+0.0035866i,0.00039973+0.0034622i,0.0013066+0.0023401i,0.0020655+0.0014453i,0.0026379+0.0004981i,0.0030795-7.6757e-05i,0.0022559-0.00083809i,0.00096185-0.0011324i,0.00067795-0.00070636i,0.00019799-0.00090993i,-0.0011254-0.0005121i,-0.0010545-0.00014101i,-0.00037324-3.7468e-05i,-0.00046134+0.00084175i,-0.00076855+0.0010163i,-0.00054447+0.0009965i,-0.00016915+0.00050315i,-0.00046407-0.00017328i,1.4983e-05-0.0004142i,0.0015094-0.00024106i
0.00038364-0.0016888i,0.00050041-0.0005671i,-0.0017368+0.00014607i,-0.003491-0.00065866i,-0.0029626-0.00070508i,-0.0016926-0.00051589i,-0.00045069+0.00031761i,0.00015634+0.0013334i,0.00095453+0.0012897i,0.0012599+0.00042956i,0.00049948-0.00077678i,2.5822e-05-0.0011355i,3.1988e-06-0.00010368i,-0.00013856+0.00071921i,-0.00083268+0.0007699i,-0.0014464+0.00021992i,-0.0010002-0.00039801i,-0.00041242-0.00047051i,-0.00019946-0.00062084i,0.00020981-0.00034798i,0.00074549+0.00078343i,0.00093083+0.0010009i,0.0010174+0.00061909i
0.0026627+0.00050884i,0.0025308-3.6416e-05i,0.0031194-0.00081354i,0.0028442-0.0019164i,0.0017496-0.0027964i,0.00065704-0.0015736i,-0.0001919+0.00028548i,-0.00053928+0.0010069i,-0.00057252+0.0012525i,-0.00018179+0.00031086i,0.00031039-0.00085168i,0.00016524-0.00059288i,-0.00046473+1.6089e-05i,-0.0011092-4.6582e-05i,-0.000988-0.00022589i,-0.00053778+0.00015616i,-0.00091449+0.00051154i,-0.0016424-3.4522e-05i,-0.0019683-0.00058221i,-0.0016426-0.00072079i,-0.00076716-0.00064217i,-0.00051892-3.796e-05i,-0.00027071-0.00043253i
-0.00086049+0.00027158i,-6.7392e-05-0.0014973i,-0.00050619+6.1302e-05i,-0.00056719+0.0010481i,0.00069139-0.00040433i,0.0018504-0.0019119i,0.0013813-0.0017543i,-0.00022137-0.0012689i,-0.0014785-0.00088101i,-0.0012065-0.0010695i,8.1314e-06-0.0011409i,0.00078023-0.00051083i,0.00014986-0.00031774i,3.9145e-05-0.00033149i,0.00049437+0.00011816i,-0.00028503+0.00088023i,-0.00078802+0.0012344i,-0.00030801+0.00060981i,-0.00049306+4.188e-06i,-0.00052072+0.0003742i,-0.00021282+0.00088222i,0.00076059+0.0007602i,0.0011972+0.00066193i
-0.0010825+0.0014405i,0.0005788+0.001509i,0.0010355+0.0021578i,0.0015717+0.0016949i,0.0022839+0.00090049i,0.0028265+0.00036802i,0.0026964+0.00039744i,0.0032488+8.1604e-05i,0.0035545-0.0012325i,0.0030295-0.0015324i,0.0026854-0.00045029i,0.0019354-0.00010565i,0.00093834-0.00072776i,0.0007431+8.9467e-05i,8.9294e-05+0.0013874i,-0.00080876+0.00079504i,-0.00072437-0.00016617i,-0.00051843+4.5178e-05i,-0.00010826+0.00036968i,0.00019522+0.00026069i,0.00052303+0.00071124i,0.0011445+0.0011279i,0.0012288+0.0005967i
0.0016942-0.00019288i,0.0012298+0.00036234i,0.0015017-0.00053543i,0.00072645-0.001244i,-0.00043559-7.0122e-05i,-0.00035493+0.0012108i,0.00024813+0.0021953i,0.0013752+0.0025479i,0.0027213+0.0020089i,0.0023536+0.00082207i,0.0010353-2.6694e-05i,-0.00011233+0.00020195i,-0.00080479+1.583e-05i,-0.001118-7.2024e-05i,-0.00053232+0.00025197i,-5.6614e-05+0.00043563i,-0.0010186+0.0009355i,-0.0019355+0.001013i,-0.00096147+0.00043082i,0.00038871-0.00046281i,0.00017461-0.0008423i,-0.00056114-0.00034111i,-0.00060354-3.8968e-05i
-0.00069169+0.0002548i,-0.0020322+0.0010724i,-0.0012111+0.0007204i,-7.3115e-05+0.00080837i,-0.00065857+0.00034247i,-0.00058308+0.00037444i,-0.00080141+0.0011216i,-0.0012754+0.0018785i,-0.001082+0.0020203i,-0.0005281+0.0011909i,-0.00015463+0.00012934i,-0.00028531-0.00067902i,-0.00048438-0.00033354i,-0.00028357-4.7741e-05i,-0.00068879-0.00037757i,-0.0011771+0.00012388i,-0.0011732+0.00092947i,-0.0012756+0.00046816i,-0.00075195+0.0001483i,-0.00016496+6.8511e-05i,-0.00014522+0.00012392i,0.00021196+0.00079213i,0.00023774+0.0011612i
-0.0006657-0.001914i,-0.00029554-0.0008142i,-4.8034e-05-5.7064e-05i,0.00017355+9.0843e-05i,0.00019734+0.00059081i,0.00066872+0.00045194i,0.00091824-0.0010856i,-0.00011939-0.0013789i,-0.00069932-0.0010047i,-0.00018763-0.00079095i,0.00016788-0.0012304i,0.00028038-0.0014676i,0.0004165+0.00018036i,-0.00027505+0.0013782i,-0.0018051+0.00065246i,-0.0017319+0.00017866i,-0.0015506+0.00066929i,-0.0017254+0.00045508i,-0.00071799-0.00025406i,3.6594e-05-0.0002106i,0.00016329+2.3416e-05i,0.00022926-0.00025424i,-8.2787e-05-0.00067974i
0.00081094-0.00053482i,0.0018494+0.00054252i,0.0014156+0.00057185i,0.00010416-0.00030225i,-3.5889e-05-0.00016373i,0.00088409-0.00035461i,0.0017197-0.00098883i,0.0013475-0.0013332i,0.00056448-0.0023822i,0.00020796-0.0023801i,-0.00035762-0.001714i,-7.7401e-05-0.0014412i,-0.00035686-0.0014603i,-0.00093657-0.0015629i,-0.00074436-0.0013789i,-0.0009366-0.0010133i,-0.00051355-0.00018362i,-0.00083036+0.00029077i,-0.0012459-3.2864e-05i,-0.0010012-0.00019408i,-0.0011831+4.6382e-05i,-0.00052345+0.0010742i,-1.8008e-05+0.001563i
0.0013837+0.00022649i,0.00086876+0.00040004i,0.00098244-0.00034058i,0.0011146-0.0021374i,0.000602-0.0019806i,3.6227e-05+0.00024642i,0.00095169+0.0010949i,0.0023389+0.00089736i,0.0025428+0.00084084i,0.002074+0.00017446i,0.0011547-0.00076521i,0.00025224-0.0011798i,-9.6672e-05-0.001123i,-0.00010232-0.00043981i,-0.00053333-4.9104e-05i,-0.00049838-0.00020783i,-0.00069585-0.00062997i,-0.0010472-0.00085627i,-0.0009573-0.0006783i,-0.00038554-9.4516e-05i,6.6499e-05+0.00028796i,0.0001881+0.0005918i,-1.3223e-05+0.00098761i
-0.00039262+0.0019111i,-7.5143e-05+0.0017805i,0.00059957+0.00018788i,0.00047705+0.00044884i,0.00013207+0.0019448i,0.00065717+0.0023355i,0.00026657+0.0024362i,6.8669e-05+0.0023835i,0.00082013+0.0021114i,0.00087326+0.0019015i,0.00018561+0.0011237i,-0.00021885+0.00057136i,-0.00033131+0.00061872i,-0.00019114+0.00060882i,6.509e-05+0.00098143i,-0.0004896+0.00092472i,-0.0010607+0.00022863i,-0.0011879+0.00026308i,-0.0005486+0.00042253i,0.00023507-8.3551e-05i,-4.5543e-05-0.00038087i,0.00051695-0.00057295i,0.0013482-0.00026692i
0.00045143-0.00071429i,0.00091178-0.00026076i,0.0011263+0.00071466i,-0.00022098+0.00058759i,-0.00022806-0.00024053i,0.00021007-0.00054842i,-0.00013507-0.0010812i,-0.001099-0.00055141i,-0.0017443-8.1015e-06i,-0.00033687-0.00072778i,-0.00024619-0.00091201i,-0.000648-0.00043454i,0.0001588-0.00074428i,-0.00012594-0.0011003i,-0.00038291-0.00029393i,-0.00029807+0.0011242i,-0.00073973+0.0015732i,-0.0012866+0.0012612i,-0.0016807+0.00048922i,-0.0012757-0.00015757i,0.00030965+0.0002393i,0.0014412+0.00060475i,0.0011846+0.00048281i
-0.002146+0.0019606i,-0.0006178+0.0021713i,0.00027439+0.0021588i,4.9636e-05+0.0014502i,0.00057717+0.0014709i,0.0023687+0.0007256i,0.0028404-0.00097214i,0.0012675-0.0018102i,0.00050108-0.0012714i,9.0751e-05-0.00068662i,-9.3052e-05-0.0013837i,0.00063398-0.0013571i,0.00046755-7.1615e-05i,-0.00013296+0.00079872i,-0.00063928+0.00051385i,-0.0010153+0.00053937i,-0.00083403+0.00055853i,-0.00021892+0.00019441i,0.00011326-0.00018234i,3.7144e-05-0.00073124i,-0.00025167-0.00038459i,-2.5687e-05+0.0004188i,-0.00014743+0.0008184i
-0.001125-0.00019074i,1.3463e-06-8.2722e-05i,-0.00020702-0.00022398i,-0.0003796+0.0002077i,-0.00057958+0.0016172i,0.00021564+0.0010998i,0.0025312+0.00034293i,0.0036784-0.00039943i,0.0031418-0.0016659i,0.0022732-0.0017931i,0.0013825-0.00077746i,0.0010958-0.00076769i,0.00089409-0.0013336i,-0.0001331-0.00055674i,-0.001368+0.00016583i,-0.00097007-0.00013538i,-0.00045122+6.1883e-05i,-0.0005142+0.00095565i,-0.00079172+0.0013848i,-0.00067605+0.0010088i,-0.00059359+0.00035157i,-0.0007654-7.2535e-05i,0.00020306+0.00015587i
0.00011494-0.00061099i,0.00062473-0.00044006i,0.00018778-0.00016036i,0.00057525+0.00077774i,0.0015549+0.0011575i,0.0021853+0.0012194i,0.0023676+0.0020364i,0.0025695+0.0026374i,0.0022085+0.0021738i,0.00083659+0.0011151i,-0.00012296+0.00017345i,-0.00020087-0.00025458i,-4.8251e-05-0.00042966i,-1.6867e-05+8.6954e-05i,3.1688e-06+0.00034099i,0.00040697-0.00034184i,2.3539e-05-0.00019604i,-0.0010299-0.00014403i,-0.0012216-0.00049709i,-0.00090631-0.00069643i,-0.0011901-0.00067979i,-0.0012728-8.8389e-05i,-0.0010938+0.00042345i
0.00027918-0.00062056i,0.00022265-0.00095754i,0.00014567-0.00039469i,7.3377e-05-0.00016449i,-0.00059113+0.0005613i,-0.0005758+0.00094086i,0.00010321+0.00084384i,-0.0007957+0.0015537i,-0.0018434+0.0016964i,-0.0017264+0.00060098i,-0.0011454-0.00027857i,-0.00059408-0.0003084i,0.00010494+5.4141e-05i,0.0005803-0.0002799i,0.00024979+0.00017712i,-0.00062096+0.0004994i,-0.0010894-0.00027371i,-0.0011822+0.00034443i,-0.0011091+0.0012677i,-0.00081053+0.00081633i,-0.00054476+5.0405e-05i,-0.00037168-0.00036402i,-0.00015838-0.00040187i
-0.0035886+0.0016494i,-0.0022768+0.0023427i,-0.00083684+0.0018916i,-1.4427e-05+0.0010532i,0.0006235+0.0011461i,0.0015874-0.00020772i,0.001001-0.0015727i,-0.00075927-0.0013181i,-0.0016128-0.00081093i,-0.00078-0.0003539i,5.0424e-05-0.00027918i,0.00018933-0.00045288i,0.00025087-0.00035136i,0.0004701+0.00023791i,0.00027366+0.00031576i,-0.00046327-0.00020953i,-0.00084633-0.00048146i,-0.0012401-0.00017611i,-0.0011052+0.00025748i,-4.2447e-05+0.00068141i,0.0004765+0.0014264i,4.4701e-06+0.001482i,0.0001574+0.00051762i
0.0013659-0.00080126i,0.00083541+0.00038493i,0.00045688+0.0015238i,0.00054003+0.00068593i,0.0015376-0.00031236i,0.0023885+0.00039663i,0.0022655-0.00040478i,0.0017215-0.0022014i,0.0012572-0.0020718i,0.0017144-0.0010985i,0.0015052-0.00064363i,0.00016005-0.00064591i,-8.1206e-05-0.00049012i,0.00026718-0.00023031i,-2.1898e-05-3.0258e-05i,-0.00065417-0.00015813i,-0.0012893-6.4876e-05i,-0.0015954+0.00054694i,-0.0013293+0.00088008i,-0.0011044+0.00025685i,-0.00023631-0.00032108i,0.00034791+4.5576e-05i,0.00082628+3.5878e-05i
0.0015328+0.0002837i,0.0014937+0.00053615i,0.00027556-0.00066797i,0.000411-0.0014892i,0.0018842-0.00055433i,0.0022676+0.00027349i,0.0028032+0.00083187i,0.0029409+0.0010161i,0.0020408+0.00050651i,0.0014484-0.00010638i,0.00048703-0.00034149i,-0.00060228-0.00039789i,-0.0010813-0.00067934i,-0.00061684-0.0008777i,-0.00085998-0.00033988i,-0.0014184-0.0005378i,-0.0014691-0.00046751i,-0.0014352-0.00015803i,-0.00034681+0.00050385i,-0.00013564+0.00047161i,-0.00034702-0.00042395i,0.00013895-0.00050694i,0.00032271-0.00015781i
-0.0025679+0.0019483i,-0.0025959+0.0027827i,-0.0012859+0.0032436i,0.00038651+0.0029426i,0.0016682+0.002432i,0.0016655+0.0016015i,0.00037701+0.0017514i,-0.00044066+0.0028466i,-0.00024996+0.0025514i,4.7772e-05+0.0017783i,-0.00032093+0.00070911i,-0.00016879-0.0010208i,0.00076523-0.0016826i,0.0013506-0.00058881i,0.00085087+0.00040187i,-1.9545e-05+0.00047906i,-0.00053662+0.00044489i,-0.00067157+0.00015887i,-4.8481e-05+7.9412e-05i,0.00050357+0.00040028i,0.00017153+0.00024157i,-0.00022542-0.00014016i,-0.0001126-0.00031014i
0.00018473-4.3395e-05i,-0.0010499-0.00019864i,-0.00091534-0.00045695i,-0.00025118+8.4524e-05i,0.00036514+0.00049372i,9.6057e-05+0.00042435i,-0.00054827+0.0007012i,-0.00097162+0.0006668i,-0.00085258+0.00026696i,-0.00043443-0.00065833i,0.00019878-0.00070707i,0.000172-4.1944e-05i,-0.00015412-7.9704e-05i,-0.0003492-0.00033038i,-0.00042473-4.1542e-05i,-0.0004778+6.9999e-06i,-0.00095723+0.00043655i,-0.00077642+0.0003898i,-0.00017385+5.633e-05i,-0.00017323+0.00013024i,-0.00027572+0.00064448i,-0.00017015+0.001255i,-6.2114e-06+0.0014084i
0.0020858+0.0022524i,0.0024476+0.0015835i,0.0029212+0.00041969i,0.0023524-0.00071018i,0.00070084-0.0018998i,0.0005058-0.0021529i,0.00090963-0.0019346i,0.00035904-0.002018i,-0.00050502-0.002133i,-0.00051615-0.0021018i,0.00023475-0.0013902i,0.00054384-0.00089493i,-0.00035236-0.0016246i,-0.0011988-0.0015853i,-0.00086395-0.00089398i,-0.00080778-0.00064349i,-0.00056693+4.7503e-05i,-0.00077347+0.00062365i,-0.00087076+0.00071358i,-0.00046803+0.00076441i,-0.00039819+0.00057135i,-0.00024898+0.0006097i,-0.00054735-4.4972e-05i
-0.0012944-0.00021019i,-0.0010462-4.0897e-05i,0.00053096+0.0011338i,0.0011358+0.0018518i,0.0016233+0.0015026i,0.0022465+0.00051426i,0.0026265-0.0003625i,0.002038-0.00058233i,0.0016763-0.00062794i,0.0016681-0.00012419i,0.0011049-6.863e-05i,0.00033668-0.000212i,0.00016589-0.00029764i,-0.00030907+0.00023514i,-0.00079747+0.0010443i,-0.00064144+0.00068739i,-0.0006144+1.647e-06i,-0.0010927-0.00022547i,-0.00058276-0.00029048i,0.00038428-0.00023829i,0.00083155+0.00053799i,0.00070956+0.0013027i,0.00059362+0.00074126i
-0.00068879-0.0016247i,-0.00016041-0.0016009i,-0.0012601+0.00013754i,-0.0018795+0.0023454i,-0.00096638+0.0029207i,-8.0653e-05+0.0016581i,0.0012281+0.0013865i,0.0020811+0.0016839i,0.0018494+0.0011601i,0.00089787+0.00062798i,2.8974e-05-0.00014975i,-0.00011067-0.0005095i,0.0004106-0.00082064i,0.00013672-0.0011401i,-0.00041324-0.00036686i,-0.000429-0.00019467i,-0.00038047-3.9313e-06i,-0.00035731+0.00017696i,-0.0002378-0.00035064i,5.9538e-05-0.00057356i,0.00026922-0.0004593i,-0.00056163-1.019e-05i,-0.0012743+0.00088247i
0.00030113-0.00038106i,0.0014691+0.00094397i,0.0013694+0.0011519i,0.00048134+0.00012796i,-0.0005189+0.00044966i,-7.8184e-05+0.0019296i,-3.3141e-05+0.0023531i,-0.00038828+0.0013825i,3.8362e-05+0.00042589i,0.000145-0.00088257i,-0.00034507-0.0018907i,-0.00041453-0.001582i,-0.00037948-0.001053i,-0.00039189-5.142e-05i,7.4646e-05+0.00024045i,-0.00021164+0.00034934i,-0.0011632+0.00043748i,-0.001191-3.825e-05i,-0.0014009+1.7725e-06i,-0.0012109+0.00061668i,-0.00047625+0.00062479i,0.0001472+0.00011463i,0.00037866-0.00046714i
-0.0022612-0.00050989i,-0.0028662+0.00061899i,-0.0026456+0.001825i,-0.0013546+0.002499i,-0.00067225+0.002142i,-0.00049137+0.0013121i,-0.00061807+0.00067193i,-0.0009585-0.00015577i,-0.00091794-0.00088642i,-0.00065166-0.00083236i,0.00021053-0.00080479i,0.00051145-0.00012592i,0.00031044+0.0006278i,-5.8278e-05+0.00096867i,-0.00011495+0.00063001i,-0.00042532-0.00031782i,-0.00073591-4.182e-05i,-0.0002561+0.00045146i,0.00030806+0.00032993i,7.8068e-05+0.00079254i,0.00053284+0.00089009i,0.0007097+0.00031405i,-0.00025375-0.00027905i
-0.00030041-0.00070993i,-0.00023017-0.0010632i,0.00014807-0.00098696i,-2.2795e-05-0.0010797i,0.00086004-0.00074658i,0.001346-0.00097272i,0.0013861-0.0018808i,0.0010029-0.0021961i,0.00043511-0.0017767i,0.00073653-0.0012474i,0.0017755-0.00092818i,0.0020919-0.00014045i,0.00014988+4.3296e-05i,-0.0011403-0.00036533i,-0.0010342-0.00029797i,-0.00041915-0.00046425i,0.0003149-0.00043504i,-0.00013305-0.00013715i,-0.00053144+2.8017e-05i,-0.00063163-0.00031534i,-0.0010919-0.00022764i,-0.001557-0.00014878i,-0.00067414+0.00040809i
0.0011933-0.0015972i,0.0020362-0.0014544i,0.0021525-0.0035384i,0.0011001-0.0039773i,0.00046321-0.0016683i,0.0017181+0.00041321i,0.002712+0.0011052i,0.0026458+0.00061206i,0.001903-0.00046123i,0.00080332-0.00095452i,0.00021165-0.0011736i,0.00026916-0.0012202i,-0.0001352-0.00073991i,-0.0009604-0.00068304i,-0.00068839-0.0011545i,0.0001311-0.00086078i,0.00022539+0.00019314i,0.00030918+0.00017453i,8.734e-05-0.00037921i,-0.0004545-0.0004577i,-0.00066048-0.00021339i,-0.00056498+0.00048095i,-0.0005893+0.00033899i
-0.0015607+0.00098051i,-0.0033259+0.0018764i,-0.0031919+0.00303i,-0.0022674+0.0028444i,-0.00083653+0.0014599i,0.00013404+0.00080968i,0.00059113+0.001252i,0.00030184+0.0023037i,-0.00058805+0.00203i,-0.00079861+0.00036174i,-0.00049762-0.00033732i,-0.00053626+0.0002323i,-0.00051478+0.00052229i,-0.00031938+0.000769i,-0.00054445+0.0008449i,-0.001029+0.00051473i,-0.0012284+3.3502e-05i,-0.0017725-0.00025292i,-0.0011409-6.2702e-05i,0.00019538+8.8944e-05i,0.00031476+0.00017909i,-6.7977e-05-0.00043323i,0.00021954-0.00067157i
7.3487e-05+0.00074703i,0.00050004+0.00036802i,-0.00026351-0.0002213i,-0.00010689-0.00015924i,0.0008356+9.6246e-05i,0.00057317+0.00033379i,0.00046107+0.00037254i,-0.00047981+0.00094572i,-0.00099594+0.0009342i,-0.00018314-0.00024361i,0.00038438-0.00071814i,-6.7984e-05-0.00087508i,-0.00011901-0.00066363i,2.6332e-05-0.00038666i,3.2328e-05+9.1144e-05i,-0.00020086+0.0010158i,9.5832e-05+0.001293i,0.00058034+0.00020916i,0.00071759-0.00058731i,0.00039522+1.6149e-05i,-0.00074744+2.3217e-05i,-0.0013767+0.00059781i,-0.00045567+0.00081162i
0.00018243+3.1205e-05i,0.00050733+0.00028137i,0.0029278-0.0006691i,0.0027728-0.0011393i,0.00059808-0.0013669i,0.00012846-0.0013423i,-2.7059e-05-0.0012666i,-4.4088e-05-0.0016236i,0.00081664-0.0020494i,0.0016522-0.0017632i,0.0019114-0.0013526i,0.0011119-0.0011772i,-0.0004713-0.00091885i,-0.00023693-0.00028596i,0.00022718+0.00033984i,-0.00030925-0.00063926i,-0.00036306-0.0012626i,-9.9366e-06-0.00029469i,-0.00021855+0.00023171i,-0.00039048+3.2603e-05i,-0.00034848-0.0002963i,-0.00050405-0.00043262i,0.00024311+7.3496e-07i
-0.0015812+0.00087107i,-0.0020885+0.0021325i,-0.0027455+0.0036953i,-0.0018138+0.0027438i,-0.00045373+0.0015025i,0.0013368+0.0006012i,0.0019855-0.00079687i,0.0017786-0.00082839i,0.0020515+8.9679e-05i,0.0016607+0.0010383i,0.00041543+0.0013454i,-0.00024803+0.00056883i,7.5514e-05-8.4524e-05i,0.0002117+9.1623e-05i,-0.00022554+0.00018636i,-0.00030305-0.00021708i,0.00040393-0.00040091i,0.00010391-0.00027828i,0.00013967-0.00022359i,0.00050917-0.00050803i,0.00043883-0.0002887i,0.00041518+0.00012847i,-0.00031716-3.9832e-05i
0.0014718+0.00028336i,0.0027747-0.00052307i,0.0035734-0.0003314i,0.003065-0.00053627i,0.002138-0.00030589i,0.002023+0.0004482i,0.0019026+0.00078357i,0.00096717+0.0010797i,0.00073922+0.00079774i,0.00066041-0.0004792i,0.00042115-0.0010712i,0.00047872-0.0011702i,0.00071328-0.00047614i,0.00051569+0.00052243i,-6.0464e-05+0.0004574i,-0.00024824-0.00046166i,-2.4996e-05-0.00078373i,-5.8969e-05+0.00010204i,-0.00077461+0.00063233i,-0.0010018+0.00017305i,-0.00050533+0.00030432i,-0.00054688+0.000686i,-0.00011558+0.00038915i
0.00044066+0.00086699i,0.0014123+0.0016091i,0.0019294+0.0017853i,0.0010182+0.0016648i,0.00070582+0.0012526i,0.0012257+0.0013068i,0.000716+0.0016203i,-0.00036123+0.0008565i,-0.00054974-0.00022023i,0.0001096-0.00065996i,0.00067418-0.00081854i,0.00045826-0.00056345i,0.00015356+0.0001112i,2.4974e-05+0.00016138i,4.1238e-05+0.00022337i,-0.00049582+0.00023167i,-0.0013131-0.0007489i,-0.0010814-0.00091102i,-0.00015312-0.00013121i,0.00030616+6.0607e-05i,0.0002639+0.00028025i,0.00033267+0.00062329i,-0.00025589+0.00013215i
4.7084e-05+0.002277i,0.0006581+0.0033721i,0.0020251+0.0029573i,0.0024678+0.00099893i,0.0011619-0.00038661i,3.0676e-05-0.00026551i,-0.0010178+9.5703e-05i,-0.001682+0.0002352i,-0.00092379-0.00028584i,-0.00039516-0.0013349i,6.6267e-05-0.001487i,0.00064085-0.0011017i,0.00064875-0.0011388i,0.00049739-0.00090164i,-0.00016354-0.00017087i,-0.0013875-0.00047834i,-0.0016754-0.00048479i,-0.0010251-0.00014171i,-0.00086026-0.00028629i,-0.00037854-0.00063002i,-1.1311e-05-0.00015816i,0.0005377+0.00016108i,0.00093091-0.00023425i
-0.0010284-0.0028912i,-0.0017676-0.0023713i,-0.0020086-0.0023432i,-0.0016798-0.0020128i,-0.0013802-0.0014244i,-0.00032434+0.00024891i,0.00043173+0.00043051i,0.00070717-0.00093566i,0.001334-0.00088085i,0.00061101-0.00024205i,-0.00022324-0.00036013i,-0.00045189-0.00080308i,-0.00037709-0.0010202i,-0.00046346-0.0008983i,-0.00026427-0.00012213i,-0.00016953+0.0003792i,-0.00074705+0.00045489i,-0.0010517+0.0003379i,-0.00051776+0.00029939i,-9.346e-05+0.00015664i,-0.00012561-0.00057857i,-0.00022842-0.00052954i,5.9718e-06+0.00013613i
-0.0010606-0.00095153i,-0.00038184-0.0010321i,-0.0011668-0.00037998i,-0.00084894+0.00041999i,0.00013326+0.0010407i,0.0016854+0.00093157i,0.0024439-3.7329e-05i,0.0017273-0.00036471i,0.0015569-3.8887e-05i,0.0014671-0.00011609i,0.00092775-0.00063119i,0.00017809-0.00035824i,-0.00035538-8.4515e-06i,-0.00040414+0.00019658i,-0.00055344+0.00035806i,-0.00085698+0.00037403i,-0.001147+0.00034134i,-0.00079426+0.00066448i,-0.0009894+0.00060364i,-0.0012887+0.00010622i,-0.00012664+0.00010894i,0.00041349+0.00038418i,-5.1152e-05+0.00048369i
0.00040144+0.00092833i,0.0014349+0.00091071i,0.00095451+0.00059703i,0.00033913+0.00034941i,0.0013189+0.0011886i,0.0024907+0.0015461i,0.002526+0.00046018i,0.0015296+1.2288e-05i,0.00037638+0.00020716i,-6.6888e-05-0.00037333i,7.0994e-06-0.00075884i,0.00015746-0.00039276i,-3.5586e-05-0.00036866i,-0.00021814-0.00072708i,0.00047701-0.0004892i,0.00040346+0.00059259i,-0.00021833+0.00087543i,-0.0008644+2.6801e-05i,-0.0010305-0.00012993i,-0.00025738+0.00080223i,0.00046343+0.0005439i,0.00022232-0.00011599i,0.00048662+0.00020802i
-0.001536+0.0043907i,-0.0015282+0.0036092i,0.00029548+0.0032347i,0.0014464+0.0030446i,0.0011149+0.0014936i,0.00089429+0.00016913i,0.00080255+0.00011786i,0.00055475-5.3302e-05i,0.0002367-0.00047557i,0.0010094-0.00060385i,0.0011948-0.00072102i,0.0011213-0.00055001i,0.0012001-0.00020439i,0.00060332+0.0005203i,-0.00015413+0.00076349i,2.2453e-05+0.00032964i,0.00034127+0.00095455i,-0.00037426+0.0012827i,-0.00044694-2.4568e-05i,3.7977e-05-0.00037784i,0.00035045+0.00027536i,0.00079136+0.00076573i,9.9262e-05+0.00084019i
-0.0012583-0.0013963i,-0.00068938-0.001475i,0.00078676-0.0008331i,0.00090089-0.00048176i,0.00046627+0.00039729i,0.00037461+0.0014648i,2.356e-05+0.0013672i,0.00026956+0.00010581i,0.00034131-0.00084071i,0.00022235-0.00087832i,0.00022657-0.00052053i,0.00081432-0.00067731i,0.00042416-0.00086469i,-0.00023939-0.00088597i,-0.00065945-0.0010779i,-0.00043949-0.0013305i,9.9118e-05-0.00012004i,-0.00011003+0.0010241i,-0.00064326+0.00083814i,-0.0009049+0.00016174i,-0.00034435-0.00014515i,0.00053295+5.8744e-05i,0.0003565-0.00037283i
0.0017195+0.0017921i,0.0021175+0.000948i,0.0025252+0.0008244i,0.0014515-0.00064339i,0.00018681-0.0014891i,-0.00045146-0.00096352i,-0.00038898-0.0002335i,0.0008697+0.00050678i,0.0011364+2.3839e-05i,0.00065547-0.00050907i,8.512e-05-0.00036402i,-0.00042955-0.00069172i,-0.00016667-0.00071709i,-0.00039057+0.00036248i,-0.00051258+0.00034256i,-0.0011712+0.00023663i,-0.0018241+0.00015443i,-0.0018608+0.00022264i,-0.0017964+0.00048569i,-0.0013231-0.00022271i,-0.00081677-0.0011506i,-8.3676e-05-0.001401i,0.0010543-0.0010584i
0.0018033-0.0011027i,0.0013995-5.1029e-05i,0.00015677+5.6611e-06i,-0.00083915-0.00058872i,-0.00031324-0.00054647i,0.00070284-0.00010872i,0.0012933-0.00032807i,0.0011463-0.00010837i,0.00046545+0.00072685i,-0.0002074+0.00070405i,-0.00051136-0.00038536i,-0.00056283-0.0010802i,-0.00071308-0.00025438i,-0.00067908+0.00069672i,-0.00051612+0.0009398i,-0.00064419+0.00065502i,-0.0011096-2.455e-05i,-0.0010202-0.00023928i,1.9763e-06+0.00034109i,0.00047894+0.00018706i,0.00025601-0.00026658i,0.00021858-0.0003861i,0.00020786-0.0001129i
