-0.0012806+0.00098689i,-0.0015403-0.00017073i,-0.0020998-0.00050137i,-0.0017837-0.00074159i,-0.0017254-0.00013266i,-0.0017205+0.00072008i,-0.00046959+0.00093505i,0.00094993+0.0013142i,0.0017517+0.0016908i,0.0013951+0.00077742i,0.00041671-0.00030023i,0.00024865+1.1689e-05i,0.00026316-0.00031117i,8.5764e-06-0.00055881i,0.00019333-0.00010642i,0.00037145+0.00094115i,-0.0001374+0.0019528i,-0.00027941+0.0015124i,-0.00037918+0.00052614i,-0.00077271-2.0238e-05i,-0.00029777-0.00048529i,-0.00027659-0.0006862i,-0.00079293-0.00042284i
-0.00051762-8.9656e-05i,-0.0016141+0.00052113i,-0.0021231+0.001229i,-0.0014103+0.0017332i,-0.00027687+0.001436i,-0.00040989+3.8047e-05i,-0.00069787-0.00067099i,-0.00073715-0.00021304i,-0.00064059+0.00065508i,-0.00079962+0.0016086i,-0.00040639+0.0028088i,0.0011494+0.0036181i,0.0016163+0.0032247i,0.00016364+0.0021822i,-0.0011499+0.0021092i,-0.00080476+0.0019014i,6.555e-05+0.00085769i,0.00055409+0.00031715i,0.00033113+0.00046112i,0.00038319+0.00046889i,0.00017953+0.00091615i,-5.4294e-06+0.0012407i,-0.00050703+0.0008774i
-0.0005034-0.0009428i,0.000137-0.0013294i,-0.0009784-0.00082012i,-0.00093075-0.00033616i,-0.00020828+0.0010265i,-0.00016984+0.0013396i,-3.7326e-05+0.00055043i,0.00035497+0.00024417i,-0.00033979+0.00025705i,-0.002161+0.00050856i,-0.003194+0.001338i,-0.0026671+0.001213i,-0.00097958+0.00044414i,0.00019401-0.00043037i,0.0012289-0.00069436i,0.0021844-0.00060868i,0.0022678-0.00054963i,0.0013664-0.00050415i,0.00022951-0.00015778i,0.00018016+4.7084e-05i,0.0010783-0.00055603i,0.0016709-0.00037642i,0.0006889+0.00016218i
0.00068131-0.0023424i,0.00034753-0.0024468i,-0.00044873-0.0036539i,-0.0018646-0.0030132i,-0.0022616-0.0015169i,-0.00090253-0.00067668i,-0.00018992-0.0011272i,-0.00065324-0.0011282i,-0.00018199-0.00083333i,-0.00021156-0.00149i,-0.00097164-0.0015102i,-0.0011861-0.00069144i,-0.0010673+0.00038415i,-0.00038116+0.00098482i,1.2025e-05+0.00080646i,5.9589e-05+0.00076109i,0.00018402+0.00042938i,-0.00019707-0.00013845i,-0.00069819-0.00032807i,-0.0011698+0.0003689i,-0.0017905+0.00086303i,-0.0019317+0.00050357i,-0.0014122-0.00032417i
0.0012193+0.0037503i,0.0017283+0.0037773i,0.0011746+0.004597i,1.6578e-05+0.0036199i,6.2215e-05+0.00097169i,-0.00042087-0.0010604i,-0.00050016-0.00070275i,-2.9204e-05+0.00037234i,-0.00050267-0.00024018i,0.00021304-0.0015537i,0.0010777-0.001806i,0.0011293+0.0003161i,0.00087565+0.0026637i,0.00023844+0.002252i,-0.00045776+0.0021772i,-0.0010669+0.0019758i,-0.00088899+0.000606i,-0.00030621+0.00027956i,-0.00035895+0.0012204i,-0.00092737+0.0018697i,-0.0016171+0.0010115i,-0.0013512+0.00016043i,-0.0010748-2.4492e-05i
-0.0015656+0.0016044i,-0.0012546+0.00017374i,-0.0007777-0.00049284i,-0.0003314+0.0009311i,0.00064173+0.0013158i,0.0013436+0.00066853i,0.0010163-7.1714e-05i,0.00072651-0.00019147i,0.0012779-2.4653e-06i,0.0026075+0.00012097i,0.0033898+0.00053662i,0.0026249+0.0010147i,0.00091245+0.00016131i,-7.6262e-05-0.0010331i,0.00012515-0.0010724i,0.0016019-0.00041028i,0.0019973+0.0001334i,0.00017201+0.00040392i,-0.00043755+0.00027131i,0.00037535+0.00015448i,0.00078325+0.00046289i,0.00051175+2.6302e-05i,0.0001378-0.00011601i
9.1919e-05+0.00026969i,0.0010432-0.00046555i,0.0019177-0.00052116i,0.0012585-0.00032387i,0.00020888-0.00017007i,-0.00087886-0.00068388i,-0.0012921-0.00067874i,-0.0006612+7.9364e-05i,0.0001178+0.0010787i,0.00019597+0.0015991i,0.00011183+0.0025436i,3.6584e-05+0.003116i,-0.00037208+0.0017907i,-0.00074188+0.00050135i,-0.00096593+0.00051729i,-0.0014159+0.00039974i,-0.0017943-0.00055584i,-0.0010244-0.00028655i,-0.00064972+0.00035078i,-0.00098584+0.00045645i,-0.0010146+0.00026582i,-0.0003627-0.00025016i,-0.00033671-4.3744e-05i
0.001172-1.8486e-06i,0.0014806+0.00020256i,0.00061295-0.0004511i,-0.00063608-0.00051438i,-0.00040705-0.00012542i,7.4788e-06+0.00023033i,-0.0002383-0.00031665i,-0.0006798-0.0010779i,-0.00061439-0.00078993i,-0.00082039+0.00022795i,-0.0013164+0.00087977i,-9.2423e-05+0.0015478i,0.0013526+0.0016397i,0.00042219+0.00053065i,-0.00083651+0.00063709i,-0.00063324+0.0011793i,0.0003192+0.0011459i,0.00057808+0.00093976i,0.00054967+0.0006303i,0.00041668+0.00078773i,-0.00074685+0.00078249i,-0.0017974+0.00049034i,-0.0018529+0.00075729i
-0.00057158-0.00021458i,-0.00042842-0.0004264i,-0.00031097-0.0014135i,-0.00040121-0.00089455i,-0.00042518+0.00063164i,0.00083502+0.00064524i,0.00088979-2.4831e-05i,0.0002434-0.00011466i,0.00044708+9.6404e-06i,-5.713e-06+0.00015423i,-0.00092343+0.0003502i,-0.0018309+0.00097786i,-0.0013846+0.0012104i,0.00033478-9.5098e-05i,0.0015322-0.0011117i,0.0016971-0.00071917i,0.0010961+0.00032504i,0.00058065+0.00053956i,-0.00015796+0.00011044i,-0.00035223-0.00028172i,3.7593e-05-9.3476e-05i,0.00030563+0.00054319i,0.00068614+0.00072816i
0.0019147-0.0022044i,0.00055217-0.0029702i,-0.00038973-0.0047926i,-0.00096961-0.0043401i,-0.0015233-0.0024423i,-0.0014784-0.00036087i,-0.0012103+0.0003825i,-0.00063153+1.8176e-05i,-0.00033935-0.00014345i,-0.00044614-0.0011992i,-0.00028577-0.0018439i,0.00020237-0.0010092i,0.00080386+0.00037523i,0.00040692+0.0011923i,-0.00055155+0.0010746i,-0.0009319+0.00011014i,-0.00063881-0.00088177i,-0.00010258-0.0009385i,0.00013185-0.00058054i,-0.00046279-0.00075824i,-0.00066509-0.001319i,-0.00058468-0.0013466i,-0.00092194-0.0005402i
-0.00025219+0.0023085i,0.0002809+0.0016521i,0.0016627+0.0019216i,0.0011156+0.0018256i,0.00049338+0.00043055i,0.00067828-0.00020511i,0.00041676-0.00053767i,0.00022932-0.00070612i,0.00060717-0.00068211i,0.0015004-0.0017307i,0.0018103-0.0021022i,0.0019193-0.0010399i,0.0012835-0.0003642i,0.00015912+0.00031362i,-1.9644e-07+0.00095059i,0.00077667+0.00046245i,0.0012841+5.9338e-05i,0.0011592-3.2173e-05i,0.0010418-0.00040553i,0.00042654-2.9067e-05i,-0.00035074-0.00014953i,-0.0012971-0.00092748i,-0.0015562-0.00092746i
-0.0015708-0.0029018i,-0.0015468-0.00074964i,-0.0022067-8.9269e-05i,-0.0017538+0.00052619i,-0.0014131+0.0011625i,0.00010611+0.00080999i,0.00083139+0.00078663i,0.00025464+0.00077637i,0.0010435+0.00057483i,0.0015398+0.00060548i,0.00075555+0.0011965i,-0.00055658+0.0016081i,-0.00091849+0.00068892i,4.8579e-06-0.0008254i,0.0017414-0.00077683i,0.0030031+1.4795e-05i,0.0025331+0.00028355i,0.0016958+0.00066433i,0.0013136+0.00051547i,0.00062238-0.00038358i,0.00045546-0.00031391i,0.00062858-2.4831e-05i,0.00044058+0.00020934i
7.6086e-05-0.00085367i,0.0012883+0.0002735i,0.00060404+0.0010588i,0.00077406+0.0009579i,0.00037668+0.00058606i,-0.00021245-0.00041655i,-0.00033931-0.0003827i,0.00013399-7.4191e-06i,0.00083926+0.00016231i,0.00075899+0.00099704i,-2.5286e-05+0.0025446i,-0.00043456+0.0029058i,-0.000108+0.0013869i,6.5223e-06+0.00010286i,-0.0005496+0.0011699i,-0.00089028+0.0020891i,-0.00039347+0.0010625i,8.3947e-05+0.00048251i,0.00011197+0.0010664i,-0.00065782+0.00082076i,-0.0010487-0.00019972i,-0.00026643-0.00023988i,0.00020445+0.00041002i
0.00030413+0.00064646i,0.00016535+2.7032e-05i,-3.5506e-05+0.00087905i,1.419e-05+0.00091063i,0.00083152+0.00015647i,0.0010499+0.00061588i,3.1948e-05-0.00030649i,-0.00046684-0.00045572i,-0.00012855+0.00055613i,-0.00030276+0.00037464i,-0.0010062+0.00016226i,0.0003589+0.00077567i,0.0017218+0.0016105i,0.00082794+0.001529i,0.00057914+0.00081499i,0.0012623+0.00089047i,0.0013103+0.00076485i,0.00044056+0.00047442i,-0.00013743+0.0012131i,-6.3766e-05+0.0011989i,4.5605e-05+0.00093147i,-0.00015025+0.0009497i,-0.00046817+0.00049658i
-0.00098949-0.00042976i,-0.00087507-0.00036427i,-0.00050857-0.00074852i,-0.00069387-0.00050403i,-0.00037435+0.00027716i,0.00010218+0.00033482i,1.4473e-05-1.7591e-06i,0.00037072+1.4425e-05i,-0.00011956+0.00028637i,-0.00090983-0.00032427i,-0.00091931-0.00065514i,-7.1699e-05-0.00067296i,0.0010015-0.00050967i,0.0016399-0.00022006i,0.001846-0.00017922i,0.0015695-0.00012777i,0.00084968-0.00030877i,0.00047491-0.00070921i,0.00010385-0.00059424i,-0.0003684+0.00086245i,-0.00018787+0.00093068i,0.00038943+0.00030226i,0.00032241+0.00059984i
0.0014045-0.0011757i,0.0011572-0.0015054i,0.00020034-0.0024545i,-0.00058654-0.0029408i,-0.00035864-0.0021505i,-0.00020643-0.0013438i,-1.0372e-05-0.00078282i,-0.00027419-0.00034679i,0.00013983-0.0007628i,0.00061472-0.0014082i,0.00072559-0.0013328i,0.0010104-0.00084763i,0.0007257-0.00017645i,-0.00080504+0.00099864i,-0.0019142+0.0020296i,-0.0018687+0.0016364i,-0.0012761+0.00031621i,-0.0010514-0.00053541i,-0.0013003-0.00053306i,-0.00080486-8.3325e-05i,0.00020087+0.00066145i,0.00050032+0.00038841i,0.00028058-1.7266e-05i
0.0005603+0.00034563i,4.6012e-05+0.00088003i,-0.00079411+0.0008294i,-0.0011115-0.00044675i,-0.00081942-0.00057688i,-0.00020107+0.00034762i,0.00049064+0.00069168i,0.00020895+0.00013327i,0.0010145-0.00042618i,0.001979-0.00047835i,0.001725+0.00039327i,0.0013774+0.0013322i,0.0010944+0.00096749i,0.00011052+0.00017703i,-6.8282e-05+0.00045315i,0.00065657+0.00094275i,0.0011112+9.5828e-06i,0.0013565-0.00080331i,0.0010102-0.00045554i,9.1287e-05+0.00045957i,-0.00068291+0.00016628i,-0.00096054-0.0002i,-0.00093252+0.00014175i
-0.0017557-0.0010622i,-0.0013261-0.0017378i,-0.0022222-0.001497i,-0.0024103-0.00036352i,-0.0010262-0.00010609i,0.00086296+1.7525e-05i,0.0015265+0.00014065i,0.00067135+9.0113e-05i,0.00028675+0.00052708i,0.00042566+0.00094306i,-0.00018771+0.0012438i,-0.00062127+0.001146i,-0.0001796+0.00017971i,0.00020262-0.0011233i,0.00044488-0.0014127i,0.00031355-0.00030729i,0.00038223+0.00012684i,0.001078+0.00019473i,0.00094931+0.00064749i,0.0001527+0.00073334i,-0.00019895+0.00077752i,-2.2438e-05+0.001151i,0.00028417+0.0011893i
0.00039304-0.00052566i,0.0005474-5.8448e-05i,7.7545e-05-0.00035577i,-0.00059124-0.00042363i,-0.00050933+0.00028472i,0.00020547+2.8253e-05i,0.00041714-0.00067646i,0.00094417-0.00049668i,0.00029424+0.00024791i,-0.00091379+0.00037878i,-0.00087349+0.0010812i,-0.0012831+0.0020459i,-0.00073878+0.00073972i,0.00047367-0.00057738i,-0.00040398-0.00012672i,-0.0017851+0.00031057i,-0.0019928+0.00016941i,-0.0020452+0.00028787i,-0.0018622-0.00018688i,-0.0006674-0.00085912i,-1.9528e-06-0.00036124i,-9.0719e-05+3.421e-05i,-0.00039247-0.00026235i
-0.0016098+0.00098612i,-0.00099408+0.0018243i,-0.00093956+0.0026893i,-0.00040492+0.0024758i,-0.00049384+0.0015456i,-0.00076696+0.00055609i,-0.00048868-0.00070463i,-3.6165e-05-0.00080272i,0.0011564-0.00021788i,0.0010364-0.00017375i,0.00024063+0.00043138i,0.00024425+0.0017189i,0.00091019+0.0026111i,0.001829+0.0020214i,0.0019349+0.0010667i,0.0020979+0.00081362i,0.0017335+0.00088065i,0.00072699+0.0004458i,-2.0783e-05+0.00041369i,-0.00043612-1.4092e-05i,1.0932e-05-0.00076769i,0.00059811-0.00086779i,0.00019952-0.00083674i
0.0010936-0.00071729i,0.00054231-0.00014553i,0.00036634+9.6383e-05i,-4.0109e-05-4.652e-05i,-0.00072026+0.00018679i,-0.0010955-0.00035203i,-0.00088932-0.00026347i,-0.00068422+0.00058885i,-0.00018587-0.00031759i,2.9767e-05-0.001378i,-0.00035854-0.0013747i,0.00025031-0.00051468i,0.00055329-1.6304e-06i,0.00040063+0.00027203i,0.00082018+0.00093466i,0.0005197+0.00025955i,0.00066299-0.00085551i,0.0013648-0.00069731i,0.00093988-7.2602e-05i,0.0004116+0.00079483i,0.00065209+0.0011142i,6.9964e-05+4.076e-05i,-0.0003913-0.00023804i
0.00064351-0.00027952i,0.00067873-0.0011125i,-0.00022249-0.0022053i,-0.0014811-0.0020238i,-0.0015303-0.00065517i,-0.00060501-0.00011542i,-5.0468e-05-0.00031654i,-0.00038299-0.00023323i,0.00011969-0.00047866i,0.0015624-0.00049302i,0.001452-0.00011645i,0.00077873+0.00097031i,3.1182e-05+0.0016864i,-0.00078686+0.0014725i,-0.0017498+0.0016759i,-0.0013444+0.0013099i,-0.00018167+0.00066652i,0.00010818+0.00059201i,4.4975e-05+0.00042633i,-0.00030107-0.00036915i,-0.00086098-0.00017442i,-0.00099621-5.4635e-05i,-0.00035697-0.00047327i
0.00034175-0.0015435i,0.00053242+0.00060515i,0.00050695+0.0010412i,-0.0007432+0.00051123i,-0.0014646+0.00068981i,-0.00084553+0.00028192i,-0.0001349-0.00015033i,0.00033365-9.2313e-05i,0.00027816-0.00011663i,0.00035187-8.8942e-06i,0.00059125+0.00083048i,0.00048069+0.0014008i,0.00055839+0.00068743i,0.00068073-4.1109e-05i,0.00092076-0.00043839i,0.0020835+0.0002263i,0.0019425+0.0013603i,0.0015785+0.0013151i,0.0010325+0.0016979i,-0.00017494+0.0013945i,-0.00063743+0.00050413i,-0.00018628-2.4196e-06i,-0.00035762-0.00083756i
-0.0004898-0.00012098i,-0.0022203+9.3348e-05i,-0.0022789+0.00016768i,-0.00063187+0.00014084i,-8.2315e-05+0.00017253i,0.00011677-0.00040359i,0.0009194-0.0010458i,0.00045964-0.00043868i,0.00041694+0.0007018i,0.00060859+0.00078392i,-0.00036199+0.0014043i,-0.00023333+0.0021998i,0.00093794+0.0012041i,0.0013336-9.0687e-05i,0.0010942+0.00010551i,0.00051336+0.00044794i,0.00063802+0.00051277i,0.00069896+0.00098089i,-9.6294e-05+0.00070444i,0.00014319+0.00029642i,0.00084786+0.00078308i,0.00066563+0.0012001i,-0.00033645+0.001435i
0.0015232-0.00068239i,0.0010512-0.0015187i,0.00086134-0.0011235i,0.00018775-0.0009144i,0.00015026-0.00070645i,-3.7456e-05-0.00035644i,-3.3294e-06-0.00040175i,0.00049562-8.1558e-05i,0.00045325-0.00039192i,0.00032827-0.00056181i,-0.00093182+0.00014139i,-0.0021763+0.001272i,-0.0019805+0.0020519i,-0.0011352+0.0011803i,-0.00043878+0.00084019i,-0.0002059+0.00065195i,3.1885e-05+0.00018347i,0.00013789-0.00069618i,-0.00021561-0.001161i,-0.00090923+0.00036479i,-0.00056854+0.00081987i,0.00015966+0.00069518i,0.00046738+0.0010583i
0.0016406+0.0019541i,0.0022561+0.0028406i,0.0030671+0.002602i,0.0024526+0.0014603i,0.0011821+0.00040814i,0.00050705+6.0564e-05i,-4.4006e-05+0.00075954i,-0.00012166+0.00049687i,0.00040811-0.00055001i,0.00089853-0.0010668i,0.00029979-0.00084948i,-0.00032655-0.00015204i,-0.00030236+1.2085e-05i,9.4779e-05-0.00020154i,0.00075747-0.00019217i,0.0013282+6.5163e-06i,0.0012921+0.00043529i,0.00047731+0.00013237i,0.0002499-0.00039998i,0.00015788-0.00047174i,-0.00013516-0.00040659i,-0.00052459-0.0010501i,-0.00054814-0.0013698i
-0.0012215-0.00081923i,-0.0019487+0.00018666i,-0.0011522+0.001664i,-0.00077845+0.0013235i,-0.00040658+9.3552e-05i,-0.0003466-0.00071502i,0.00026769-0.00060481i,0.0014286-0.00034501i,0.0014865-0.00044668i,0.0008149-0.00039491i,0.00040584-0.00035309i,0.00025287+9.8105e-05i,-0.00019503+7.6748e-05i,-0.00048351+0.00014997i,-0.00029445+0.0010022i,0.00025123+0.00048334i,0.00070345-0.00040504i,0.00066457+0.00017279i,-9.5932e-05+0.00018157i,-0.00025417+0.0008259i,-0.00021795+0.0013807i,-0.00028309+0.00045709i,4.7646e-05+4.6339e-05i
-0.0006547+0.00013145i,0.00028275-0.00055529i,0.00015026-0.00066791i,0.0007002-0.00016709i,0.00077362+0.00014556i,0.00025829+0.00013542i,0.00042132-0.00044513i,0.00051943-0.00044161i,0.00070873+0.0004666i,0.00084499+0.00098977i,0.00095137+0.0010087i,0.00080975+0.0011709i,0.00055291+0.0011237i,7.482e-05+0.00099056i,-0.00035749+0.0002078i,-0.00016674+1.6292e-05i,-0.0001335-2.4898e-05i,0.00024574-0.00065756i,-0.0005005-2.2357e-05i,-0.0015261+0.00030682i,-0.00061775-0.00010336i,-0.00010692+0.00036543i,-0.00014041+0.00042984i
0.00070821+0.0022092i,0.00062487+0.0025074i,0.00060535+0.0016432i,0.00059553+0.00042775i,-7.9998e-05-0.00071195i,-4.2179e-06-0.00092037i,0.00040716-0.00032052i,7.3855e-05+8.3628e-05i,0.00042839+0.00020095i,0.00078195+0.000339i,0.00070031+0.0011378i,0.0013385+0.0015929i,0.0015864+0.0012736i,0.00049497+0.0006479i,0.00062828+0.00054881i,0.0014987+0.00090678i,0.00096662+0.00088564i,0.00045554+0.00053638i,0.00043925+0.00018267i,0.00014464-0.00025519i,-0.00015776-0.00044589i,-0.00051349+1.5664e-05i,-0.0006824+0.00038083i
-0.0011214+0.0017491i,-0.00086185+0.0022361i,-0.0010825+0.0024172i,-0.0010661+0.0018939i,0.00016064+4.2609e-05i,0.00094805-0.0008405i,0.00063271-0.00018878i,0.00013495-1.5552e-05i,-6.1535e-06+0.00016532i,2.1072e-05+0.00042064i,-0.0002208+0.0012302i,-0.00061368+0.002159i,0.00039938+0.00087804i,0.0010348-0.00044177i,0.00040547+0.00014554i,-0.0002893+0.00049707i,-0.00024222+0.00043477i,0.00046756+0.00052068i,9.7163e-05+0.00053354i,-0.00075069+0.00059685i,-0.00017006+0.00083592i,0.00026917+0.0010667i,1.4188e-05+0.00072005i
-0.00053178+0.00015296i,-0.00048908-0.00039292i,-0.00037952-0.00083233i,-0.00084373-0.00050221i,-0.00040218-7.4833e-05i,0.00026831+0.000501i,-0.00066651+0.0010673i,-0.0010444+0.00083913i,-0.00032043+0.00029686i,0.00016969+0.00027102i,-3.1836e-05+0.001137i,-0.00072112+0.0014134i,-0.00037284+0.00068059i,-2.1784e-05+0.00092606i,-0.00073328+0.0013269i,-0.00058613+0.00061364i,0.0008021-0.00020357i,0.0014642-0.00066626i,0.00017852-6.516e-05i,-0.00031446+0.00077207i,-0.00010071+0.00069554i,-0.00013853-0.00015477i,-1.4554e-07-0.00045669i
0.0021124-7.0237e-05i,0.0027092-7.0859e-05i,0.0033152-0.00065705i,0.0020252-0.0018703i,0.00035447-0.0021109i,-0.00034539-0.001369i,0.00017816-0.00050453i,0.00059522-0.00010401i,0.00028869+0.00053126i,0.00017957-3.6559e-06i,0.00044982-0.00050546i,0.00088273+0.00031611i,0.00092588+0.00060975i,-7.747e-05+0.00015604i,-0.00073299+0.00060761i,0.0002827+0.0012563i,0.0009643+0.0017454i,0.00056069+0.0016388i,0.000304+0.0010297i,0.00040227+0.0005791i,0.00092289+0.00025171i,0.00058617-1.5277e-05i,-0.00013905-0.00024163i
0.00043405+0.0003564i,-0.00010545+0.00088832i,-3.0759e-05+0.0003097i,0.00075104-0.00055871i,-7.7906e-05-0.00064705i,-0.00055188+2.5563e-05i,0.00010842-0.0004109i,0.00043997-0.00035414i,0.00037264+0.00019303i,0.00063546-0.00016516i,0.00083543+0.00043227i,0.00067207+0.0010051i,0.00095708+0.00079423i,0.00041175-0.0002058i,-0.00049193-0.00041201i,-8.3597e-05+5.3553e-05i,0.00098827+0.00013615i,0.00093786+0.00020806i,-0.00015295+0.00094729i,-0.00026182+0.001535i,-0.0002531+0.00092269i,-0.00050254+0.00019607i,-0.00049619+0.00019118i
0.001614-0.00035608i,0.0018157-0.0007646i,0.0015912-0.0009678i,0.00041086-0.00014908i,-0.00023005-0.00012605i,0.0001648+0.00026126i,0.00077513+0.00035984i,0.0010335+0.00044553i,0.001088+0.00027234i,0.00033563+0.00013303i,-1.4174e-05+0.0004159i,0.00013156+0.00090316i,-0.00073873+0.0007974i,-0.00055897-0.00040923i,0.00051328-0.00021795i,0.00084333+0.00068014i,0.00030857+4.6759e-05i,-2.177e-05-0.00088236i,-0.0002033-0.00076224i,-0.00017808-0.00021677i,8.9176e-05+0.00070159i,-0.00014999+0.00097671i,-0.00060473+0.00038896i
-0.00060938-0.00034605i,-0.00028405-0.0012111i,0.00051659-0.002245i,1.1848e-05-0.0017671i,-0.00059246-0.00044176i,-0.00014814+0.00019565i,0.0003563-1.4063e-05i,-2.4143e-05-0.0004892i,-0.00031897-0.00063353i,4.8955e-05+0.00057929i,0.0001269+0.001711i,0.00048937+0.0020295i,0.00046959+0.0018349i,0.00065792+0.0013778i,0.0015392+0.0011827i,0.0012271+0.0011334i,0.00026282+0.0008452i,-0.00066758+0.00037452i,-0.0014164+0.00044959i,-0.0013709+0.00078537i,-0.00058348+0.0007203i,-0.0004961+0.00023216i,-0.00076048+6.0337e-05i
0.00078761+0.0010622i,0.00046461+0.00060434i,0.00091763+0.0011417i,0.0012933+0.0011259i,0.0013695+0.0004856i,0.00042314-0.00012482i,-0.00098245+0.00033339i,-0.0012513+0.00088732i,-0.00059645+0.00062214i,-0.00013555+0.00013249i,-0.00014401+2.215e-05i,-0.00024879+0.00098376i,9.1841e-06+0.0011332i,0.0004428+0.00064654i,0.00023998+0.00081743i,-0.00044056+0.00019098i,0.00019389-0.00028892i,0.0007955-0.00011088i,0.00035941+0.00018958i,-0.001019+0.00017516i,-0.0018193-0.00054141i,-0.00074739-0.00056399i,7.8383e-05+0.00037458i
0.00033211-0.0011328i,-6.8825e-05-0.0018686i,0.0006168-0.0021089i,0.00064328-0.0013512i,1.2464e-05-0.0009694i,-0.00011931-0.00025907i,0.00020134+0.00087837i,8.3282e-05+0.00048958i,0.00051009-0.0001156i,0.00088347-0.00045328i,1.9595e-05-0.00013134i,-0.00063198+0.00038425i,-0.00091323+0.00017197i,-0.00085477-0.00011704i,-0.00043213+0.00042858i,-0.00048005+0.00072523i,-0.00062656+0.00052293i,-0.00042359+0.00061627i,-0.00048282+0.00018815i,-0.00053859-4.1503e-05i,0.00028514-0.00016744i,4.681e-05+0.0001544i,-0.00035743+0.00071393i
-0.00046641+0.0014253i,-0.0010845+0.00087788i,-0.00061398+0.00059692i,0.00038473+0.00037714i,0.0004135-0.00071923i,-0.00043332-0.00095481i,-0.0003657-0.00021667i,1.8339e-05+0.00023553i,0.00060464+0.00049269i,0.0006064+0.00039649i,0.00090308+0.0002775i,0.0015245+0.00043361i,0.0018119-6.3594e-05i,0.00083122+0.00011378i,-4.0413e-05+0.00093228i,0.00033181+0.0013139i,0.00012299+0.0012176i,-3.5122e-05+0.00043007i,-0.00011157+0.00014489i,-0.00084229+0.00032391i,-0.00092389+0.00040403i,0.00019729-1.6753e-05i,0.00055713-0.00056103i
0.0010472-0.00038473i,0.00025482+0.0011333i,-0.00015649+0.0017296i,4.1668e-05+0.00080678i,0.00083842-0.00021104i,0.00096236-0.00033461i,8.8798e-05-0.00011831i,-4.4404e-05+3.6617e-05i,0.00053854+0.00050306i,0.00064536+0.0012733i,0.00055782+0.0014274i,0.00059834+0.00092549i,0.000266+0.00044693i,0.00037384-0.00014709i,0.00010115-0.00027624i,3.2225e-05-0.00026043i,0.00052098-0.00026371i,0.00057405+0.00033749i,0.00046379+0.00045213i,0.00054185-7.603e-05i,0.00047391-0.00024957i,-0.00023256+0.0002047i,-0.00088991+0.00036789i
-0.001681-0.0010541i,-0.0024011-0.00023394i,-0.002519+2.3757e-05i,-0.0017531+3.6872e-06i,-0.0014384+0.0010231i,-0.00071953+0.0014725i,-7.9368e-05+0.00022926i,0.00018356-0.00032826i,0.000522+0.00035854i,0.00047413+0.00078619i,-0.00012981+0.0013426i,1.8003e-05+0.002281i,0.00042248+0.0026014i,0.00042665+0.0019023i,-0.00010515+0.0020248i,-0.00037358+0.0015474i,0.00011903+0.0011979i,0.0002037+0.0013265i,-0.00021639+0.00075929i,-0.00034953-6.4453e-05i,0.00028555-0.00024116i,0.00031266+0.00029941i,-0.00039867-0.00015898i
0.00087741-0.0024867i,-0.00085685-0.0027198i,-0.0025115-0.0039959i,-0.0029824-0.0033133i,-0.0025714-0.0018947i,-0.0010515-0.0010219i,0.00030305-0.00073523i,-5.5945e-05-0.00079929i,-0.00022613-0.0014007i,0.0002301-0.0010817i,0.00034488+0.00048933i,0.00015694+0.0020698i,-0.00071709+0.0019394i,-0.0010224+0.0014666i,-0.00019186+0.0015616i,0.0006036+0.0011089i,0.0011934+0.00083397i,0.0010496+0.00052517i,-0.00013288-0.00018568i,-0.00074631-0.00082068i,-0.00013047-0.00066742i,-4.5668e-05-0.00033704i,-0.00062673-0.00039033i
0.0012715+0.0014583i,0.0017763+0.002075i,0.002162+0.0021221i,0.0019369+0.0021205i,0.00091933+0.0019516i,0.00084965+0.00026785i,0.00029483-0.00083359i,0.00058169-0.00054942i,0.001511+3.6118e-05i,0.0012619+0.00094587i,0.00022717+0.0011313i,-0.0003897+0.0013258i,-0.00055909+0.0013646i,-0.00055527+0.00013373i,-0.00012855-0.00086005i,0.00024472-0.00018631i,0.00058811+0.0005503i,0.00082921+0.00014735i,0.00071498+0.00014842i,0.0004115+0.00046729i,0.00072994+0.00051552i,0.00031121+0.0010023i,-0.0010241+0.00049301i
0.00076607-0.00030336i,-4.0436e-08-0.0004207i,-0.0020419-0.0011953i,-0.0020745-0.0012995i,-0.00075678+0.0002317i,-0.0002703+0.00062126i,-0.00040588-0.00021484i,-0.00015036-0.00046473i,0.00018905-0.00021159i,0.00015901+0.00060496i,0.00044044+0.0008124i,0.00017147+0.0012827i,-8.3647e-05+0.00125i,-0.0002568+6.9866e-07i,-0.0010024+5.7255e-05i,-0.00041928+0.00010616i,0.00068708-0.00043178i,0.00070252-0.0002912i,0.00024578+0.00030789i,0.00057874+0.00031325i,0.00021763-0.00054614i,-0.00018927-0.00069857i,0.00036848-0.00048788i
-0.00051669+0.0011734i,0.00021553+0.00080198i,0.0011028+0.00095748i,0.0011684+0.0012562i,0.00063314+0.00093014i,-0.00013943+0.00034941i,0.00013881-0.00041528i,0.00053237-0.00018307i,0.00020602+0.00073502i,0.00047733+0.00053698i,0.0005507+0.00081707i,0.00032315+0.0012672i,-6.0744e-05+0.0010316i,-0.00040652+0.00068094i,-0.0001547+0.00060325i,0.00094479+0.00098888i,3.2459e-05+0.00078705i,-0.0010936+0.00046672i,-0.0011294+2.8365e-05i,-0.0011068-0.00010106i,-0.00073964+2.1816e-05i,-0.00085844-0.00029974i,-0.0011695+0.00016824i
