0.00075783+0.00169i,0.00073354+0.0016659i,-0.00029388+0.00068488i,-0.00098714-9.1163e-05i,-0.0015779+0.00076218i,-0.0015237+0.00063514i,-0.0007519+0.00018909i,-0.00064317+0.00061139i,0.00037247+0.00047352i,0.0017514+3.4734e-05i,0.0014953-0.00085719i,0.00058252-0.0017505i,-0.00015707-0.0010339i,-0.00046717-0.00063659i,-0.00070427-0.0011467i,-0.00081316-0.0012211i,-0.00062143-0.00086713i,-0.00047087-0.00013094i,0.00010222-0.00011388i,0.00042005+0.00015061i,-3.7432e-05+0.00027314i,-0.00063245-0.00027382i,-0.0010292-0.0002662i
-0.0011268+0.0010841i,-0.00091603+0.0011843i,-0.00017003+0.00048963i,9.5348e-05-0.00021382i,1.5518e-05-0.0010827i,0.00010642-0.0014542i,-0.0005137-0.00098968i,-0.0003548-0.00038827i,0.00029045+1.1579e-05i,0.00014938-0.00048358i,-0.00066555-0.001273i,-0.00084952-0.0019403i,-0.00051165-0.0022943i,-0.00066514-0.0017585i,-0.0013693-0.00065455i,-0.0018059+3.0722e-05i,-0.0010879+0.00020771i,-0.0010111+0.00040809i,-0.0013025+0.0012441i,-0.00048773+0.0015366i,-0.00010045+0.001024i,-0.00036847+0.00035983i,0.00035813-0.00028058i
-0.00081487-0.00048141i,-0.0018255+0.000191i,-0.00041998+0.00091619i,0.0010661+0.00095023i,0.0014943+0.00031777i,0.00088311-3.7896e-05i,0.00045352+0.00047624i,0.00048842+0.00045854i,0.00022893+0.00029877i,9.631e-05+0.00014118i,-5.8695e-05-0.00018755i,-0.00052915-0.00029554i,-0.0020463+0.00068457i,-0.0026135+0.0015261i,-0.00079994+0.0016697i,0.0011182+0.0013182i,0.0015673+0.00051757i,0.00081375-8.0223e-05i,0.00014081-0.00058254i,-0.00016083-0.0011313i,-0.00026936-0.0008554i,8.3135e-05-2.1516e-05i,-0.0001501+0.00021708i
0.0016826-0.0016078i,0.0017064-0.00084716i,-4.248e-05+0.00037471i,-0.0020743+0.0016289i,-0.0018803+0.0024752i,-0.00076167+0.0023044i,-0.0002136+0.00081782i,0.0004004+0.00013918i,0.0013881+0.0002144i,0.0012618+0.00010729i,0.00071028+0.00018649i,0.0014935-9.9052e-05i,0.001916-0.00065145i,0.00097854-0.0012817i,0.00062523-0.00097474i,-0.00030833-9.9922e-05i,-0.001154+0.00024744i,-0.0008441-3.5028e-05i,-0.00017217-0.00036093i,3.8306e-05+0.00072358i,-0.0003874+0.0010966i,-0.00052583+0.00051495i,-7.1874e-05+0.00046515i
0.00024786-0.00047819i,0.00033016-0.00028116i,-0.00013969-0.0010468i,0.00040124-0.0009368i,-6.3041e-05-0.00024371i,-0.00068784+0.00014601i,-0.00032379-0.00020614i,0.00046301-0.0001813i,0.0006304+0.0004921i,8.942e-05+0.00065971i,-0.00089254+0.00050375i,-0.001868+0.00056341i,-0.0016803+0.00062949i,-0.00078216+0.00090301i,-0.00015675+0.00081442i,0.00015962+0.00066029i,0.00031443+0.001014i,-1.7037e-05+0.0007686i,-9.3137e-05+7.208e-05i,0.0004545-0.00019766i,0.00050024-0.00055005i,0.00035198-0.00080554i,0.00072797-0.00024947i
0.0012859+0.00060512i,0.0018679+0.0015047i,0.00052582+0.00096705i,0.00049634+0.0004126i,0.00083698+0.00060591i,0.0014878+0.00030565i,0.0014122-0.00017563i,0.0006767+0.00037144i,0.00017501+0.00043189i,-9.2507e-05+0.00016408i,-0.000564-0.00016183i,0.00015191-0.00016038i,0.0019417+0.00061597i,0.0025228+0.00018173i,0.0020392-0.00059614i,0.0011376-0.00095781i,-0.00021884-0.00091273i,-0.00044274-0.00060252i,-0.00036388-0.0011497i,-0.0003829-0.0010962i,-0.00037413-0.00068967i,-0.0005987-0.00022116i,-0.00092093+3.6986e-05i
0.0013988+0.00092503i,0.0013643+0.0013428i,0.0010166+0.0013294i,0.0003849+0.001119i,0.00057682+0.0005537i,-0.00027366+0.00052833i,-0.00059078+0.00082201i,0.00056055+0.0010024i,0.00069595+0.00063919i,0.00031779-1.2252e-06i,-0.00024774-0.00048912i,-0.0013917-0.00072118i,-0.0016452-0.0011821i,-0.0015717-0.0012245i,-0.0019109+0.00010562i,-0.0015997+0.0011908i,-0.00075288+0.0012018i,-0.00053697+0.00060611i,-0.00015545+0.00012651i,-0.00031333+0.00049539i,-0.00068089+0.00036183i,-0.00040572-4.5367e-05i,-0.00045431+0.00045169i
-0.00056383+0.0015929i,-0.00028555+0.00064486i,0.00092023-0.00026136i,0.00064726-0.00186i,0.00068816-0.0022459i,-0.00030799-0.0011419i,-0.00085394+3.5817e-05i,0.00018409+0.00039843i,0.00032598+0.00084526i,0.00029451+0.0010911i,0.0003488+0.0010367i,0.00047808+0.0016371i,0.00054775+0.0028263i,0.00036439+0.0028251i,0.00062426+0.0014867i,0.0007259+0.00076677i,0.00080169+0.00028524i,0.000747-0.0006219i,0.00026248-0.0008475i,-0.00087049-0.00096589i,-0.0013136-0.0010437i,-0.00065168-0.00094841i,-0.00064162-0.00048803i
0.0010641+0.0012883i,0.0016877+0.0019705i,0.0016996+0.00051024i,0.0016442+4.7846e-05i,0.00065538+7.4397e-05i,-0.00041766+0.00017282i,-0.00064968+0.00013461i,-0.00013328-0.00015145i,0.00039271+2.9067e-05i,0.00015992+0.00057372i,-0.00063129+0.00011934i,-0.00085695-0.0011745i,-0.00052428-0.0018303i,-0.00077638-0.0016722i,-0.001919-0.00079915i,-0.0019179+0.0001142i,-0.0014792+0.0011737i,-0.0017562+0.001398i,-0.001267+0.00039621i,-0.00047633-0.00037224i,0.00016171-0.00066576i,0.00092279-0.0001288i,0.0010882+8.9746e-05i
-0.0021248-9.225e-05i,-0.001827+0.00084265i,-0.0011165+0.0015709i,-0.00014806+0.0018699i,0.0010169+0.0021219i,0.0010033+0.0013923i,0.0012294+0.00047189i,0.0012334+0.00063913i,0.00073592+0.00034392i,0.00065509-0.00039674i,0.0011977-0.00059022i,0.00080159-0.00040453i,-0.0010836+0.00079555i,-0.0016003+0.0021599i,-0.00075678+0.0018631i,-5.1047e-05+0.00033469i,-0.00021922-0.00039104i,-0.00062628-3.8815e-05i,-0.0006778+0.00011243i,-0.0003207-0.0007219i,-0.00032312-0.0006851i,-0.0006745-0.00025132i,-0.00062662-0.00061309i
0.0012605-0.00026779i,0.0014086-0.0013898i,0.00099619-0.0017206i,0.00051975-0.00076661i,0.000162-7.1016e-05i,-0.00027383+0.00031475i,-0.0010174+0.00025812i,-0.001172+0.00047374i,-0.00034011+0.00080111i,0.00066249+0.00014347i,0.00053663-0.00063045i,0.0006254-0.00080234i,0.00078806-0.0012164i,0.00047614-0.0010612i,0.00036521-0.00065705i,2.2436e-05-0.00087713i,-0.00041387-0.00082663i,-0.00087868-0.00078833i,-0.00079863-0.00074949i,-0.00020222-0.00046495i,-4.0128e-05-0.00049935i,-4.8217e-05-0.00040204i,9.9247e-05+0.00042445i
0.0017015+0.0012922i,0.0023527+0.002128i,0.0024048+0.00094456i,0.0014224-0.00036202i,0.00069378-0.00016259i,0.00059373-0.00020165i,0.00017799-0.00015566i,-4.0817e-05+0.00026644i,-2.5251e-05-6.1194e-05i,-0.00039708-0.00030087i,-0.00075507+0.00047237i,-0.0006045+0.0015162i,-0.0011842+0.0017209i,-0.0021142+0.00091406i,-0.0018851+0.00064898i,-0.0010256+0.0014302i,-0.00011498+0.0012433i,0.00046285+0.00015032i,0.00037569-0.00063379i,0.00011064-0.0012278i,0.0003874-0.0012104i,0.00015359-0.0010897i,-7.859e-05-0.00077779i
0.00019413+0.0021669i,-0.00075648+0.0030802i,-0.00056317+0.001957i,0.00030471+0.00033654i,0.00042876+0.00022265i,-4.4863e-05+0.0006414i,0.00011842+0.0001117i,0.00088836+0.00063515i,0.0012866+0.0012439i,0.00088648+0.00039903i,0.00031901-0.00060497i,0.00071292-0.00037474i,0.001304+0.00031604i,0.0013988+0.00020823i,0.0018573-0.00022044i,0.00153-0.00049406i,0.00071567-0.00077146i,0.00037686-0.00079247i,0.00023524-0.0006029i,-0.00052279-0.00026912i,-0.0013377-0.00045204i,-0.00066722-0.0010024i,-5.0982e-05-0.00021308i
-0.0021+0.0006445i,-0.0015992+0.00076255i,-0.0002089+8.8118e-05i,0.00038276-3.7445e-05i,0.00083527+0.00016751i,0.00091916-0.00047652i,9.3564e-05-0.0010113i,-0.00012914+7.5849e-05i,-0.00016021+0.0013187i,-0.00025771+0.0012346i,-0.0003506+0.00067134i,-0.00057047+0.00062675i,-0.00077249-0.00029504i,-0.00093383-0.0011594i,-0.00077713-0.00058117i,-0.00086586-0.00026862i,-0.00077162+7.1293e-05i,-0.00054241+0.00066356i,-0.00047101+0.00042544i,-0.00034874+0.00062818i,-8.6628e-05+0.0008529i,0.00088506+0.00020798i,0.0010908-0.00021182i
0.00089936+0.00197i,0.0014484+0.0021921i,0.0019025+0.0015039i,0.002378+0.00014648i,0.0020982-0.00067126i,0.00081125-0.00045262i,-6.3134e-05+0.00025659i,-0.00021746+0.00068745i,7.9634e-05+0.0011656i,0.00053204+0.00086175i,0.00066834+0.00055499i,0.00080049+0.00071945i,0.00095948+0.0010429i,-0.00026425+0.0017719i,-0.0006164+0.0021386i,0.00031182+0.0017203i,0.00074434+0.00034075i,0.0011448-0.00035447i,0.00052872-1.8139e-05i,-2.5744e-06-0.00073005i,0.00018736-0.0011311i,-0.00012161-0.00063246i,-0.00016525-0.00027673i
-8.9618e-05+0.00035834i,-0.00060748+0.00096226i,-0.00054477+0.0013705i,-9.0571e-05+0.0017617i,0.0004708+0.0012598i,0.00048279+0.00038657i,0.00087477+0.00066765i,0.0012766+0.0013943i,0.00067872+0.0015216i,-5.9503e-05+0.0007696i,-0.00014994+0.00015972i,-0.00015231-0.00031667i,-0.00035744-0.0010681i,-0.00047306-0.001593i,-0.00033391-0.0014303i,-0.00063514-0.0016189i,-0.001073-0.00073404i,-0.0012603+0.00036961i,-0.00089864-2.1877e-05i,-0.00061357+0.0003893i,-0.00014172+0.0012632i,-0.00019163+0.00095624i,-1.4265e-05-0.00014754i
-0.00033515+0.0014808i,-0.00019962+0.0010045i,-0.00068612+0.00035517i,-0.00067156-0.00018745i,-0.00022685+0.00028i,0.0006356+0.0013481i,0.0010758+0.0012282i,0.00066895+0.00045698i,-0.00052992+8.1494e-05i,-0.0013019+1.9273e-05i,-0.00042863-0.00019576i,-1.8239e-05-0.00010314i,-0.00021484+0.00060588i,-0.00045481+0.00077381i,-0.00043845+0.0012063i,5.3559e-05+0.0020135i,9.7761e-05+0.0013179i,-4.3094e-05+0.00044495i,0.00045915+0.00032634i,0.00061072-0.00083802i,0.00058504-0.0017126i,0.00096044-0.00089822i,0.00056761-0.00047941i
-0.00049038-0.00069233i,-0.00075543-0.00010252i,-0.0001129-0.00051596i,0.00033293-0.00030224i,0.00062945+0.0005582i,0.00067646+0.00085383i,0.00060018+0.00015723i,0.00030612-9.9696e-05i,9.2661e-05+0.00018137i,0.00037174+6.6018e-05i,0.00041322-0.00048866i,3.6792e-05-0.001109i,-0.00021081-0.0014465i,-0.00050112-0.001366i,-0.00030427-0.00074806i,-2.97e-05-9.91e-05i,-0.00044295+0.00046688i,-0.00067188+0.00022371i,-0.00078288-7.5816e-05i,-0.00054709+0.00019659i,0.00052797-6.4204e-05i,0.0013807-0.00030847i,0.000762-0.00065996i
0.00060566-0.00056797i,-0.00071428+0.00028962i,-0.00061808+0.00090033i,-0.00036371+0.00055948i,-0.00053759+0.00037065i,-0.00071804+0.00031805i,-0.00080621+0.00060784i,-0.00022368+0.00047695i,0.00043276+0.00037626i,0.00044859+0.00036876i,0.00047633+0.00058152i,0.00032086+0.00088572i,-0.00097871+0.00097087i,-0.0020481+0.00071108i,-0.0012504-0.00040782i,-0.00016767-0.0008066i,-0.00012834-0.0002728i,-6.8544e-05+9.3847e-05i,0.00061355+4.0767e-05i,0.00043943+5.0307e-05i,7.2198e-05+4.6247e-05i,0.00022767+0.00027292i,4.7469e-05+0.00070123i
0.0011157+0.0021965i,0.00075785+0.0016441i,0.00083396+0.00047643i,0.00068999-0.0012279i,-0.00011357-0.0016408i,-0.0001322-0.0005343i,-6.4001e-05+0.0010431i,0.00034135+0.0020127i,0.0010488+0.0014638i,0.00076475+0.00046606i,0.00033774+2.9442e-05i,0.00016931+0.00013269i,0.00066287+7.429e-05i,0.0015799-0.00010615i,0.0013646-2.3026e-05i,0.00010366+0.00024044i,-0.00077031-0.00033356i,-0.0006736-0.0011212i,4.7998e-05-0.00090636i,-0.00030562-0.00068553i,-0.00062385-0.00091647i,-0.00014965-0.0010303i,-0.00038754-0.00044815i
-0.00097644+0.00182i,-0.00036789+0.0014048i,0.00065815+0.0019848i,0.0013596+0.0021047i,0.0014998+0.00046976i,0.0012058-0.0017199i,0.00062728-0.0022015i,0.0003574-0.00063983i,0.00045394+0.00063782i,4.9859e-05+0.00082631i,-0.00049242+0.0001385i,-0.00013131-9.6389e-06i,-0.00052154+0.00035266i,-0.0012981+0.00042275i,-0.00091498+0.00050233i,-0.00022373+0.00023202i,-7.3773e-05+0.00015199i,-0.0010154-8.3366e-05i,-0.00094435-9.7397e-05i,-0.00014704+8.4889e-05i,0.00056716+0.00015077i,0.00051831+0.00071879i,0.00040431+0.00098043i
-0.00035828+0.00048133i,0.0006828+0.00054108i,0.00035072+0.00022076i,-0.00042817+0.00065108i,-0.00042707+0.0011395i,-0.00042623+0.00090558i,-0.00074224-0.00011534i,-0.00048279-1.9399e-06i,0.00011107+0.00044858i,3.9715e-05+0.00048222i,0.0001404+0.00043536i,1.6062e-05+0.00074721i,7.3657e-05+0.0011553i,0.00057507+0.0019882i,0.00014268+0.001952i,-0.00058504+0.00047147i,-0.00039997-0.0006744i,0.00022704-0.00039801i,0.00024462+0.00021431i,-0.00044994+3.8254e-05i,-0.00070862+0.00017399i,-0.00099259+0.00047034i,-0.00063151+8.8144e-05i
-0.0017812+0.0011774i,-0.0010412+0.0018756i,-0.00023745+0.0023102i,0.00078591+0.0012595i,0.0017579+0.00013615i,0.001825+0.00031347i,0.0017025+0.00028195i,0.0011859-0.00027276i,0.00052526-0.00051315i,0.00019691-3.7951e-05i,-0.00075878+0.00055484i,-0.0013134+1.1157e-05i,-0.0012988-0.00082856i,-0.001165-0.00048642i,-0.00089484+6.7776e-05i,-0.00076021+0.00016587i,-0.00030083-4.6487e-05i,-0.00016082-0.00013901i,-0.0010147-6.6806e-05i,-0.0016596-8.2936e-05i,-0.0014224-0.00029808i,-0.0011905-0.00054857i,-0.0012252-0.00037637i
0.00017685+0.00058332i,-0.00055328+0.0012233i,-0.00012214+0.00079892i,-9.2397e-05+0.00024379i,-0.00045178-0.00056463i,-0.00036182-0.0011294i,0.0001527-0.00059962i,0.00097238+0.00015979i,0.00089557+0.00041529i,0.00030502+0.00059654i,1.1863e-05+0.00064825i,-0.00027766+0.00080313i,-0.00077081+0.00075743i,-0.0011857+0.0007793i,-0.0010451+0.00076787i,-0.00065499+0.00062223i,-0.00029442+0.00025588i,0.00013816+0.00021641i,8.4164e-05+0.00053356i,0.00034033+0.00049948i,0.000393-9.9316e-05i,-7.1792e-05-0.0001354i,-0.00015889+0.00023485i
0.00038682+0.0010596i,-5.3258e-05+0.0014882i,-1.7297e-05+0.001363i,0.00083371-0.00026867i,0.00083037-0.00078609i,-0.00035558+7.5332e-05i,-0.00052953+0.001132i,0.00052656+0.0011159i,0.00091499+0.00024659i,0.00015953-0.00050229i,-0.00080825-0.00082439i,-0.00042936-0.00093243i,0.00042549-0.00044337i,0.00079445+1.6381e-05i,0.00078085+6.3381e-05i,0.00011155+0.00011863i,-0.00035234-0.00018937i,0.0003688-0.00015579i,0.00071391-0.0002849i,-0.00038438-0.00084227i,-0.00092225-0.00070278i,6.1451e-05-0.00061846i,0.0007055-0.00013578i
0.0010419+0.0018525i,0.0014797+0.00047052i,0.00090536-0.00046254i,0.00042188-0.00048215i,0.0001289+0.00014345i,0.00028922+3.3926e-05i,0.00025193-0.00022793i,-0.00021881+0.00033662i,-2.2134e-05+0.00070623i,0.00080978+0.00069452i,0.00075385+0.00037813i,-0.00017588+0.00040168i,-0.0012079+0.00083233i,-0.0014744+0.00057078i,-0.00065719+0.00017472i,-0.00020719+0.00042164i,1.9359e-05+0.0013596i,1.8331e-05+0.00086912i,-0.00038307-0.00018393i,-0.00081945-0.00042773i,-0.00060891-0.00027372i,0.00034036-7.3226e-05i,0.00074434+0.00054895i
-0.00098516+0.0019388i,-0.00068377+0.0028211i,-0.00027287+0.002403i,-0.00027322+0.0012083i,-0.00052573+0.00043735i,0.00013513-1.6557e-05i,0.00028551-0.00025107i,-8.3703e-05+0.00040964i,0.00020788+0.0004323i,-0.00063885-0.00027923i,-0.0015032-0.00055652i,-0.00082791-0.00044151i,0.00040844-0.0011775i,0.00059572-0.00082404i,0.00010119+0.00018753i,-0.00038701+0.00053149i,-0.00054767+0.00034015i,-0.00052902-0.00020595i,-0.00057536-0.00020008i,-0.00025753-0.00010743i,0.00016822-0.00032232i,0.00028195-0.00088528i,0.00022052-0.0010453i
-0.0012395-0.00090779i,-0.00071182+0.00047383i,0.00050542+0.00056892i,0.00044015+0.00073781i,-0.0003504+0.0019406i,-0.00044968+0.0023892i,5.4073e-05+0.0014905i,-5.7027e-05+0.00069908i,4.8313e-05-0.00016184i,0.00039247-0.00029185i,-0.00029533-0.00021597i,-0.00069606-5.3205e-05i,-0.00073969+0.00054312i,-0.00072028+5.9681e-05i,-0.00013414-0.00034407i,0.00044237-0.00025255i,0.00034472-0.00019906i,0.00020302-0.00025302i,0.0001123-0.00096486i,0.00022501-0.00062211i,0.00010895+0.00030111i,-7.7907e-05+0.00049593i,-0.00056099-5.8325e-05i
0.00038953-0.0022653i,-0.00091773-0.0016961i,-0.0024147-0.0013525i,-0.0019689-0.00062752i,-0.00073633+2.9944e-06i,-8.1146e-05+0.00020278i,0.00031912+0.00014789i,0.0002059+0.00021244i,0.00025185+0.00089014i,0.00036957+0.0005514i,0.00070409+0.00012998i,0.00077022+0.00052828i,-0.00011026+0.00070433i,-0.00086839-0.00021775i,-0.0011596-0.00058585i,-0.00085283+0.00017535i,-1.5847e-05+0.00052149i,0.00034754+0.00036426i,0.00019879-0.0006568i,-7.5939e-05-0.0015899i,-0.00040576-0.0015509i,-0.00026087-0.0010532i,-0.00062459-0.00068186i
0.0013047-0.0002861i,0.0015886-0.00014304i,0.0013998+0.00047773i,0.00082727+0.00097937i,0.00035062+0.00068631i,-2.4386e-05-0.00014453i,-0.00030194-0.00050248i,-7.7293e-05-7.1454e-05i,0.00019946+0.00021021i,-0.0003189+0.00028263i,-0.001049+0.00057174i,-0.00087665+0.00029932i,-0.00082125-0.00028236i,-0.00072539-6.3716e-05i,-0.00043405+0.00024303i,-0.00025164-0.00017897i,-0.00057658-0.00094242i,-0.00055375-0.001002i,-0.00036969-0.00046576i,-4.8898e-05+0.0002681i,0.00026018+0.0007217i,0.00024899+0.00041084i,-5.0969e-05+0.00039521i
0.0027947+3.9824e-05i,0.0024938+0.00021119i,0.00071027-0.00065861i,-0.0010217-0.0011249i,-0.00047986-0.00073847i,0.00014884-0.00045563i,0.00053961+0.00035302i,0.0011173+0.0013297i,0.0007189+0.00086947i,-8.0809e-05-0.00042477i,-0.00084915-0.00029216i,-0.00052586+0.00043443i,-0.00028477+0.00042498i,-0.0011122-0.00019493i,-0.0016607-0.00063938i,-0.0018017-0.00010745i,-0.0012669+0.00050671i,-0.0002266+0.00056799i,-0.00018194+0.00068562i,0.00021814-0.00029609i,0.00046428-0.00080252i,-0.00030571-0.00052594i,-0.00074125-0.00026507i
-0.0011946+0.00069699i,-0.0011313+0.0020986i,-0.00065827+0.0014287i,0.00069526+0.0010663i,0.00025768+0.00037759i,-0.00087229-0.0005923i,-0.00071888-0.0010514i,-0.00034839-0.00023557i,-5.8569e-05+0.00070092i,-0.00020933+0.00094083i,-0.00017034+0.00088671i,-0.00029943+0.0012126i,-0.00042181+0.0012546i,-0.00026176-0.00015528i,-0.00013835-0.0003414i,-0.0001295+0.00094876i,-0.00045433+0.0010968i,-0.00055896+0.00026278i,0.00027536-0.00083204i,0.00062433-0.00057386i,-8.4157e-05-9.7708e-05i,-0.00069878-0.00023795i,-0.00057198-0.00054544i
1.972e-05+0.00091397i,-0.0010916+0.00072023i,-0.00016222-0.00073893i,0.0004352-0.00068415i,0.00084566-0.00028658i,0.00054268-0.000515i,0.00044715-0.00030612i,0.0011555+0.0011389i,0.00045767+0.0012819i,-0.0001584+8.6714e-05i,-9.1069e-05-0.00011803i,0.00015767+1.1303e-05i,-0.00022421+0.00021184i,-0.00082159+5.8021e-05i,-0.00064993+5.2857e-05i,-0.000618+0.00027489i,-0.00074356+3.6819e-05i,-0.00038988-0.00053795i,0.0004064-0.00059949i,0.00077266-0.00016718i,0.00031424+0.00046805i,0.00031346+0.00043845i,0.00078099+0.00049083i
-0.0005598+0.0010904i,-0.00017957+0.00073244i,0.0007458+0.00099622i,0.0013138+0.00096178i,0.0013507+0.00068712i,0.00094856+8.1057e-05i,0.00040075-0.00027692i,0.00055556+0.00037468i,0.00092199+0.00050792i,0.0010388+9.7484e-05i,0.00047974+0.00021267i,0.00021362+0.00018306i,0.00027772-2.8606e-05i,-0.0004668-0.0001441i,-0.0014731+0.00035467i,-0.0010621+0.00059221i,-0.00055729+0.00020922i,-0.00074507-0.00053232i,-0.00041996-0.00093845i,-0.00013609-0.0001554i,-0.00022122+0.00014587i,-0.00038693-0.00097167i,-0.0008574-0.00053823i
0.0007267+0.00018185i,0.0013909+0.00028357i,0.0013874+4.61e-05i,0.0011072-0.0007279i,0.00076912-0.00017419i,0.00015823+0.00055228i,1.2398e-06+0.00077797i,0.00070237+0.00079022i,0.0010785+0.00035499i,0.00031036+0.00021965i,-0.00031599-7.4554e-05i,-0.00066221+0.00034444i,-0.0013414+0.00070762i,-0.0017492+0.00053325i,-0.00096773+0.00010734i,-0.00058596-0.0004142i,-0.00070994-0.0004562i,-0.00051439-0.00015102i,-0.00066217-0.00049066i,-0.00017601-0.00061076i,0.00048738+0.00017757i,0.00038932+0.00057512i,-0.00014568+0.00013378i
-0.00016926+0.0010445i,-0.00027486+0.0014479i,-0.00054082+0.00082175i,0.00027199+8.3448e-05i,0.00056935+6.1124e-05i,0.00028186-2.0266e-05i,-4.7136e-05+0.00023569i,-9.5788e-05+0.00031874i,0.00022121+0.00041564i,-0.00025311+7.815e-05i,-0.00076818+0.00010912i,-0.0010135+0.00023877i,-0.001597+0.00066282i,-0.0021149+0.0012169i,-0.0017422+0.0011274i,-0.00073956+0.00083855i,-0.00045958+0.00069731i,-0.00042253+0.00027918i,-8.3733e-05-0.00026577i,0.00012754-0.00051126i,-4.4477e-05-0.00022996i,-0.00073589+9.2708e-05i,-0.0014868-2.7937e-05i
0.0005174+0.0002966i,-0.00035436+0.00088373i,-0.00032461+0.00047614i,0.00021509+2.9177e-05i,0.00019431+9.0739e-05i,0.00014081-1.1042e-05i,-1.3117e-05+0.00029415i,-0.0001975+0.001454i,-9.2398e-05+0.0018678i,-0.00038072+0.000553i,-0.00082294-0.00067404i,-0.0011301-0.00043553i,-0.00075785-0.00060587i,0.00019124-0.00081827i,0.00020727-0.00026285i,-0.00054221-4.2446e-05i,-0.0011536+0.00049357i,-0.00090793+0.00046578i,0.0003434-0.00011262i,0.0010528-2.6337e-05i,0.00050706-0.00028673i,-0.00036673-0.00011462i,-0.00089153-6.0801e-05i
-0.00028131-0.0017137i,-0.0013537-0.0009626i,-0.0016826-0.0010769i,-0.00097274-0.00064077i,-0.00068016+8.6671e-06i,-0.00015358+0.00053229i,-1.8613e-05+0.001042i,-0.00074021+0.00079127i,-0.00085572+0.00017583i,-0.00085146+7.9536e-05i,-0.0008556+0.00054455i,-0.00042419+0.00053518i,-0.00075315-4.6009e-05i,-0.00096107-0.0005864i,-0.0011236-0.00096519i,-0.00065082-0.0008811i,0.0004386-0.00089096i,0.00033256-0.00076536i,-9.5403e-05-9.7369e-05i,6.9898e-05+0.00025278i,0.00046656+0.00070414i,0.00022247+0.00088903i,-0.00022114+0.0004174i
0.0008022+0.00048632i,0.0015696+0.0015538i,0.0014935+0.0015653i,0.00098047+0.0015264i,0.00049228+0.00051897i,0.00018327+7.1149e-05i,-0.00010792+0.00027169i,0.00042452+0.00074429i,0.00083689+0.0011998i,0.00076749-0.0001044i,0.00094514-0.0013335i,0.00063118-0.00062492i,0.0012119-0.00024198i,0.0010824+0.0004122i,-0.00032019+0.0015002i,-0.00066696+0.0013694i,-0.00046119+0.00029059i,-0.00069583-0.00051548i,-0.00046412-0.00060726i,0.00018321-0.00026106i,0.00061168-0.00034495i,0.00084504+0.00017977i,8.5181e-05+0.00099923i
0.00050274+0.0012463i,-0.00043938+0.0012822i,0.00014264+0.00034654i,0.00051178-0.0001039i,0.00096391-0.00035167i,0.0002241-0.00067979i,-0.0013574-0.00033157i,-0.0012442-7.28e-05i,-0.0001957+0.0001645i,0.00011177+0.00079654i,0.00051499+0.00088177i,0.00054852+6.3195e-05i,0.00036201-0.00039851i,5.6075e-05-4.7579e-05i,-9.1208e-05+0.00024091i,-0.00069215-9.189e-05i,-0.00075858-0.00014877i,-0.00063687-0.00012552i,-0.00018051-0.00045526i,-8.8053e-05-0.00055991i,-0.00030191+0.00010317i,-0.00045464+0.00042667i,-0.00070372-0.00020997i
-0.00099234+0.001042i,-0.00074428+0.0018603i,0.00049222+0.0017441i,0.0012925+0.0014685i,0.00086479+0.0012505i,0.00017615+0.0006529i,0.00018009+0.00070704i,0.00058891+0.00080704i,0.0007488+0.00089965i,0.0013957+0.00076065i,0.0012383+0.00063054i,-8.4056e-05+0.00093746i,-0.00019563+0.00095845i,-0.00015704+0.00096112i,-0.00074401+0.0010952i,-0.0010866+0.0010405i,-0.0017289-9.8197e-06i,-0.001466-0.0014548i,-0.00046896-0.00082458i,3.039e-05-0.0001208i,-0.00036312-0.00039759i,-0.00095092-0.00014754i,-0.00097131-0.00048153i
0.00039817-0.00092453i,0.00074062-0.0012353i,0.00094205-0.0015283i,0.00039967-0.00081807i,-0.00054517-0.00068095i,-0.00086304-0.00019933i,-4.3034e-05+0.00043336i,0.00045267+0.00015714i,-0.0001491+0.00022859i,-0.00050899+0.00037285i,-0.0001647-6.3049e-05i,0.00058609+0.00013543i,0.00066864+0.00013989i,0.00020227+6.375e-05i,-0.00012743+0.00042577i,-0.00014251+0.00031865i,-0.00067454+0.00067029i,-0.0010202-7.9652e-05i,-0.00035054-0.0010483i,-0.00039716-0.0010826i,-5.6378e-05-0.00059534i,0.00040042+5.8463e-05i,0.00061372+0.00056852i
-0.00095804-0.00023597i,-0.0011544+0.0014424i,-0.00096976+0.0018454i,0.00040794+0.0011857i,0.0010104+0.0013151i,0.00040407+0.00040832i,-0.00019228+0.00076239i,3.1182e-05+0.0015056i,0.0006244+0.0013933i,0.00046155+0.00078407i,2.6023e-05+0.00036483i,-0.00060571+0.00061191i,-0.0008129+0.0004176i,0.00013331+0.00034505i,0.00054959+0.00088967i,-0.00017374+0.00085883i,-0.00058259-0.00018573i,-0.00049985-0.00055796i,-0.00051013+0.00016909i,-0.00096214+0.00040811i,-0.0011256-0.00047537i,-0.0011076-0.0011957i,-0.0004733-0.0011577i
