-0.0013885+0.00058001i,-0.00063159+0.00034993i,-0.0017094+0.0020936i,-0.0016928+0.0024686i,-0.0012802+0.0021169i,-0.0015018+0.0017954i,-0.00063046+0.0018268i,0.00076273+0.0025558i,0.00173+0.0018257i,0.0019692+0.00093896i,0.0011509-1.4482e-06i,0.00052988-0.0004171i,0.00014626+2.3748e-05i,-0.00078924+0.00010799i,-0.00040658-0.00033422i,0.00057601-0.00022882i,0.00086232-0.00044375i,0.0011422-0.00056146i,0.0010693-0.00043028i,0.00038733-8.5117e-05i,-2.3097e-05+0.00011695i,-0.00021152-1.835e-05i,-0.00057716+0.00049461i
0.0002358-0.0015723i,-0.00054135+0.00031027i,-0.00029191+0.0022064i,0.00012901+0.0027163i,-0.0010643+0.0013707i,-0.00076746+0.00025021i,-0.00033243+0.00012879i,-0.00095692+0.00032056i,-0.00025279-0.00014039i,0.00010484+0.0003848i,-0.00028785+0.00058321i,0.00023147+0.00018241i,0.000154-0.00012664i,-0.00030962-0.00016709i,0.00084831-0.00032617i,0.0013174-0.00033513i,0.00039419+0.00018356i,0.00037635+0.00040232i,0.00086877-0.0002143i,-0.00010406-0.00064804i,-0.00039636+0.00021003i,0.00022962+0.00060342i,0.00024985-0.0001303i
-0.0012709-0.00030711i,-0.0010035-0.0009652i,-0.0011479-1.9779e-05i,-0.00099893+0.00083113i,0.00030068+0.00061864i,2.8057e-05+0.00024416i,-0.00010469+2.4427e-05i,0.00028218-0.00035538i,7.8836e-05-0.00020356i,2.4778e-05+0.00027878i,6.7632e-05-0.00019519i,0.00052134-0.00070858i,0.00073504-4.829e-05i,0.00032953+0.00013609i,0.00031614-7.5307e-05i,0.00029588-2.2797e-05i,0.00048217-0.00028319i,0.00094199-0.00013805i,0.0011699-0.00011918i,0.00097898-0.00037404i,0.00046869-0.00034526i,0.00035002-0.00063573i,0.00042947-0.00041076i
0.00083297-0.0015252i,0.0011103-0.00085975i,0.0013887-0.00015143i,0.0015594-0.00039177i,0.0015353+0.00046827i,0.00085841+0.00090537i,0.00041971+0.00024261i,9.4503e-05+0.00039495i,-0.00017739-8.0061e-05i,-0.00017702+0.00024034i,2.8587e-05+0.00071508i,0.00013997+0.00046099i,5.5029e-05+0.00010722i,-0.00014646-0.00015091i,8.5659e-05+0.00015598i,0.0012833+0.00046926i,0.0012145-0.00016319i,1.0826e-05-0.00052398i,-0.00067451-0.00047438i,-0.00070229-0.00034033i,-0.00053326+0.00018341i,0.00022543+0.00050286i,0.00011826+0.00066392i
0.0017561-0.00062964i,0.00045582+0.00040365i,-9.4245e-05-9.4539e-05i,-0.0013629-0.00056438i,-0.001281-0.00068287i,-0.00016761-7.1605e-06i,-0.00026029+3.2639e-05i,-0.0001033-0.00019356i,0.0006216+1.6024e-05i,0.0012584-7.847e-05i,0.00041497+9.6306e-05i,-0.00047767+0.00069526i,-0.00035243+0.00048162i,-0.00014994+0.0003972i,-2.8845e-05+0.00094207i,-0.00025598+0.0011165i,-5.492e-05+0.00043603i,0.00043231-9.7186e-05i,0.00036653+0.00035655i,-3.852e-06+7.6984e-05i,7.0838e-05-0.0008396i,0.00058148-0.00042894i,0.0011827+0.00025512i
0.00011721+0.0022767i,0.0010287+0.0014641i,0.0020463+0.001028i,0.0025473+0.00016583i,0.0021664-0.00072104i,0.00081471-0.00062614i,-0.00016412+1.0328e-05i,0.00037877+0.00061748i,0.0012815+0.0011138i,0.000898+0.0011704i,0.0007221+0.0003942i,0.00058613-0.00018075i,-0.00051533-0.00034255i,-0.00087783+5.6293e-05i,3.7904e-05+0.00074076i,-1.4062e-05+0.00025466i,-0.00015497-0.00014428i,0.00019614-0.00042599i,0.00055144-0.00069204i,0.00090191-0.0005876i,0.00056024+0.00048463i,-0.00037371+0.00072075i,-0.00032871-7.5044e-05i
0.0026657-0.0040582i,0.0011458-0.0041369i,-0.0022298-0.0046359i,-0.0049709-0.0038352i,-0.0056915-0.001719i,-0.0039199+0.00099115i,-0.0011962+0.0012154i,0.00039409+0.00086581i,0.00078806+0.00104i,0.00068855+0.00058529i,0.00082652+0.00043399i,0.0012075+0.00066527i,0.00072166+0.0009028i,0.00074981+0.0010983i,0.0012847+0.00038232i,0.00068447-0.00068778i,-0.00014174-0.00087358i,-0.00023474-0.0010829i,-0.00031852-0.00046719i,-0.00020724+0.00024944i,8.7137e-05-3.3091e-05i,0.00034429+9.7395e-05i,-1.6711e-05+0.00070663i
-0.00090134-2.3358e-05i,-0.0020294+0.001336i,-0.0023545+0.0014895i,-0.0019317+0.0012666i,-0.0011942+0.00090628i,-0.00090114+0.0009049i,-4.328e-05+0.0014154i,0.00033422+0.0012881i,0.00033163+0.00035912i,0.0010643+0.00019045i,0.0017824+0.00042579i,0.0014617+0.00031229i,0.0013671-6.3881e-05i,0.0014071-0.00057447i,0.00088876-0.0011337i,0.00011725-0.0014877i,-0.00021694-0.00049186i,4.8493e-05+4.9454e-05i,-2.7372e-05-5.3935e-05i,0.00039225+0.00029889i,0.00073531+0.00030149i,0.00057226+0.00030278i,0.00032135+0.00069527i
-0.00091795+5.4455e-05i,0.00056587+0.00035599i,0.0009152+0.00066991i,0.0012861+0.00041874i,0.0020377+0.00043026i,0.0020621+0.00016361i,0.0015369-3.9844e-05i,0.00088831+0.00074123i,0.00032021+0.0013229i,0.0009379+0.00092838i,0.0018654+0.00029586i,0.0013605-0.00070089i,0.00082606-0.0013806i,0.00078656-0.001797i,0.00098562-0.0018573i,0.00069218-0.00052763i,0.00044233+0.00031561i,0.00059246+0.00025706i,0.00082212+0.00049446i,0.00074399+0.00077027i,0.00027812+0.00049817i,-0.0002629+0.00032892i,-0.00011329+3.9639e-05i
-0.0013841-0.00016463i,-0.0021027-2.1063e-05i,-0.0015045+0.0017384i,-0.00050087+0.0014656i,-0.00058191-0.00019543i,0.00015822-0.00015186i,0.00053957+0.00025535i,0.00038138-0.00047481i,0.00019629-0.0012746i,0.00011047-0.0013028i,-0.00013612-0.00046106i,-0.00038029+0.00010485i,-0.00025708+0.00040811i,-0.00034527+0.00050586i,-5.1415e-05-0.00033259i,-8.837e-05-0.00073304i,0.0002612-0.00079248i,0.00050436-2.1112e-05i,0.00027933+1.2253e-05i,0.00065793-0.00039864i,0.00067482-0.00045565i,0.00014068-0.00059882i,0.00031163-6.8006e-05i
0.00012907+0.002753i,0.0010912+0.0015236i,0.0015682+0.0025727i,0.0020322+0.0018546i,0.0023552-0.00060973i,0.00074083-0.00074572i,-0.00019096+0.00021086i,8.3969e-06+0.00036585i,9.656e-05+0.00014664i,-0.00012688+4.9616e-06i,-2.8875e-05-0.0001336i,0.00021046-0.00027903i,9.9762e-06+6.7506e-05i,-0.00042685+0.0010994i,-0.00054627+0.001624i,-0.0003383+0.00084574i,-9.5747e-06-6.3014e-05i,7.0613e-05-0.00027643i,0.0005645-5.2785e-05i,0.00065811+0.00094898i,-0.00050226+0.0011264i,-0.0010726+6.5772e-05i,-0.0003689-0.0010325i
-0.0015449+0.00075544i,-0.000752+0.00044504i,-0.00017741+0.00045973i,0.00054544+2.4754e-05i,0.0016379-9.3446e-05i,0.00068445+0.00078707i,-0.0014122+0.0011486i,-0.0014968+0.0012392i,0.00030028+0.001014i,0.00111+0.00056457i,0.00027991+0.00052404i,-0.00054634+0.00053985i,-0.00062837-5.639e-05i,-0.00030449-0.00065435i,8.8767e-05-0.00035521i,8.3866e-05-0.00019936i,0.00041475+8.3818e-05i,0.00073358+0.00090639i,0.00061562+0.00032938i,-7.0569e-05-0.00068367i,-0.00068947-0.00072605i,-0.00017028-0.0010152i,0.00034026-0.0011447i
0.001537-0.00054451i,0.0008261-0.00037199i,0.00031783-0.0006754i,-0.00043456-0.00052814i,-0.0010941-0.00059169i,-0.0006774-0.00036727i,0.00017398+0.00011329i,0.00060558+0.00024429i,0.00042429+0.00068496i,-0.00037366+0.00061032i,-7.9902e-05+0.00014927i,0.00049851-0.00010523i,-0.00032536-0.00012492i,-0.0011356-0.00015225i,-0.00075479-0.00015009i,0.00019875+6.5381e-05i,0.0007233+8.1981e-05i,0.0007072+0.00043387i,0.00077801-0.0003665i,0.00057256-0.00033348i,0.00023698+0.0002597i,-9.0391e-05-8.0609e-05i,-0.00066886+0.00077298i
-0.00053242-0.0022932i,-0.00046445-0.002287i,-0.0018842-0.0010382i,-0.002249+0.0011946i,-0.0010429+0.0024952i,-0.00024784+0.0025302i,-0.00043074+0.0016622i,-0.00022875+0.00069541i,0.00030961+0.00044251i,0.00057145+9.2712e-05i,0.0014907-0.00016905i,0.0020458+0.00013785i,0.0010946+0.00021203i,4.2787e-05+0.00018964i,0.00014297+0.00012482i,0.00049965-0.00023445i,0.00025751-0.00018461i,-0.00031371+0.00010642i,-0.00033056-0.00017245i,3.2491e-05+5.4727e-05i,7.5703e-05+8.528e-05i,0.00031728-6.864e-05i,0.00055477+0.00036837i
-0.00074675+0.00093947i,-0.00038244+0.0027928i,0.00065086+0.003451i,0.0017186+0.002263i,0.0013618+0.00086989i,0.00067786+0.00055827i,0.00058185+0.00014318i,-0.00012226-0.00010188i,-0.00067223+0.00012476i,0.0004136+0.0001559i,0.00052336+0.00010894i,5.2325e-05-0.00028866i,0.00017444+0.00019781i,-0.000141+0.00034837i,4.5404e-05-0.00080068i,0.00052208-0.0011433i,0.0012303-0.00036734i,0.0015142+0.00012984i,0.00088795+0.00023932i,0.00019018+0.00016099i,0.00018194-0.00013843i,0.00076682+0.00023084i,0.00023106+0.0012781i
-0.0014216+0.00020988i,-0.0010562+0.0004024i,-0.0011336-0.00015103i,-0.0023735+0.0002354i,-0.001939+0.0010871i,-0.00037147+0.00064984i,-0.00017605+3.8311e-05i,-0.00059917+0.00048051i,-0.00042392+0.00033856i,0.00018484+0.00020759i,0.00069321+0.00028859i,0.00018719-0.00043406i,-0.00014237-0.0004936i,0.00023514+0.0006017i,0.00046686+0.0010142i,0.00027285+0.0010177i,0.00018194+0.00031597i,0.00045399-0.0007877i,0.00032402-0.00057754i,0.00037777-0.00017954i,0.00026542-3.955e-05i,-0.00015841-0.00014876i,0.0001163-0.00042997i
0.00078193-0.001041i,-0.00013604-0.00066086i,-0.0013455-0.00052855i,-0.0012926-0.0001501i,-0.0012293-4.873e-05i,-0.0011603+0.00029031i,-0.00031094+0.00097177i,0.00022485+0.0012135i,-0.0002542+0.00090995i,-0.00051427+0.00059645i,-0.00065567+0.00067719i,-0.00046562+0.00077066i,-0.00017347+0.0014833i,-0.00010261+0.0016245i,0.00023187+0.00033845i,0.00097619-0.00025472i,0.00082227+0.00023423i,-0.00052827+0.00046488i,-0.0010523+0.00034571i,-0.0004731-3.5859e-05i,-0.00032501-0.0002014i,-0.0006251-0.00048224i,-0.00069354-0.00030805i
-0.00070592-0.0019768i,-3.4679e-05-0.00082356i,0.00052488-7.5226e-05i,-5.5464e-05-2.9663e-05i,-0.0004431+0.0003873i,0.00052494+7.25e-05i,0.00089152-0.00019563i,0.00035651+9.202e-05i,-0.00058604-0.00030248i,-0.00094492-7.6863e-05i,-0.00050315+0.0006737i,-0.00013659+0.00074221i,-8.3783e-05-0.00031311i,-0.00056268-0.00056203i,-0.00071062-0.0005518i,-0.00037126-0.00080073i,-0.00015599-0.0007236i,-6.8279e-05-0.00072874i,0.0001861-0.00057644i,0.00078262-0.0001461i,0.00040288+0.00030963i,0.00030644+0.00017131i,0.00029807-7.4673e-05i
-0.00034806-0.0016019i,-0.00095054-0.001521i,-0.0017675-0.00045846i,-0.0026114+0.00032641i,-0.0024391-0.00033861i,-0.0012248-0.00076108i,-3.4746e-05-0.00038903i,0.00041032+1.0364e-06i,0.00025197+0.00031937i,-0.00046895+0.00021026i,-0.001318-0.00024727i,-0.0011308+3.4023e-05i,-0.00066808+0.00019847i,-6.7471e-05-0.00041927i,0.00049643-0.00059896i,-0.0001002+0.00034269i,-0.0004998+0.0003897i,-0.0002529-0.00033926i,-0.00044851-0.00030772i,-0.00011418-0.0005941i,0.00012157-0.00047177i,-0.0003178-4.5383e-05i,0.00037258+0.00010802i
-0.00032978+0.000531i,0.000372+0.0014149i,0.00096781+0.002107i,0.0008626+0.0020153i,0.00068776+0.0014167i,0.0010251+0.00089898i,0.00064283+0.00098722i,-0.00025831+0.0002076i,3.2219e-05-0.00041195i,0.00033553+0.00023097i,-0.00047983+0.00035112i,-0.0011732-0.0003926i,-0.00065996-0.00064928i,0.0001096-0.00056468i,0.00048553-0.00036481i,0.00040347-0.00038357i,0.00017455-0.00021457i,-0.00018793+0.0002225i,-0.00023058-6.7805e-05i,0.00036316-0.00015624i,0.00027697+7.044e-05i,0.00035845-4.4298e-05i,-5.0139e-06-7.1579e-05i
-0.001677+0.0013415i,0.00022157+0.0017401i,0.0016076+0.00098472i,0.0021093+0.00097836i,0.0019357+0.00062207i,0.0016001-0.0004801i,0.001172-0.0011998i,0.00038115-0.00019875i,0.00042692+0.00079303i,0.00055312-8.8657e-05i,0.00084591-0.00069248i,0.0014244-3.3754e-05i,0.0011526+0.00028949i,0.00085181+0.00063443i,0.00033533+0.0012832i,-0.00011352+0.00032851i,0.00051856-0.00076553i,0.00083246-0.00089251i,0.0011662-0.0010002i,0.0012213-0.00035941i,0.00091759+0.00027719i,0.0005138+0.00042161i,-0.00037958+8.0569e-05i
0.00077716+0.00024257i,0.00049149+0.00081852i,0.0011604+0.00088796i,0.0014264+0.00010661i,0.00071347-0.001349i,0.00063542-0.0014562i,0.00017175+0.00048583i,-0.00015863+0.0011553i,0.0012417+0.0011162i,0.0017365+0.0016682i,0.00098792+0.0014104i,0.00090459+0.00076888i,0.0012365+0.0003417i,0.0013526+0.00025383i,0.0013665+0.00029187i,0.00135+0.00052509i,0.00084233+0.00042666i,-2.6176e-05+0.00013781i,0.00032533+0.0003025i,0.001312+0.00013791i,0.0016779-0.00019366i,0.00079087-0.00012782i,-0.00019368-0.00053329i
-0.0023845+0.00091872i,-0.0013886+0.00074448i,-9.7739e-05+0.0013206i,-4.2379e-05+0.0019749i,2.3331e-05+0.0019086i,0.00058248+0.0011471i,0.00039433+0.00060826i,0.00075546+0.0011222i,0.0008368+0.0013866i,0.00083331+0.00071253i,0.00087281+7.2284e-05i,2.559e-05-0.00033196i,-0.00044474-0.00045845i,-0.0003715-0.00015287i,-0.00012007-0.00063303i,-0.00032904-0.0011077i,-0.00022208-0.0003348i,0.0010327-0.00018679i,0.0012947-0.00056713i,0.00039578-6.5487e-05i,-0.0004192+0.00025253i,-0.00023397-0.00048698i,0.00028171-0.00023892i
-0.00043058+0.0019227i,2.5892e-05+0.0028663i,0.00073518+0.0033132i,0.00098299+0.0024718i,0.00014554+0.001127i,-0.00052617-0.00068128i,-0.00056631-0.00071065i,-0.00021353-7.4099e-05i,0.00022939-0.00042578i,-1.0832e-05-0.00054437i,-0.00057788-0.00068437i,-0.0004618-0.00035159i,-0.0007356+2.2422e-05i,-0.0011663+0.0003577i,-0.00086605+0.00028931i,-3.9729e-05+6.8192e-05i,9.0449e-05+0.00054243i,-0.00023295+0.0002537i,3.5216e-06+0.0001186i,-3.1163e-05+9.5583e-05i,-0.00030037+9.1054e-05i,0.00010161+0.00103i,0.00040924+0.0014914i
0.0010643-0.00039029i,0.001163+0.00049083i,0.00079507+0.00059806i,-0.00024526+0.0011963i,-0.0010102+0.00044717i,-0.0007621+0.00079607i,-0.00055154+0.0012909i,0.00013908+0.0010322i,0.00051088+0.0016474i,-0.00058505+0.0011348i,-0.00043032+0.00049259i,1.6685e-05+2.6384e-05i,-0.00046997+0.00030444i,-0.00041712+0.00049093i,-0.00077601+0.00037928i,-0.0010035+0.00041303i,-0.00015247+0.00083023i,0.00037029+0.0007305i,0.00025325-1.5824e-05i,-0.00056171+0.00024966i,-0.00021782+0.00015905i,0.00043527+0.00017006i,0.0005265+0.00053043i
-0.0016797+0.0004618i,-8.6011e-06+0.0012062i,0.00074534+0.0019511i,0.0014239+0.0010844i,0.0023034+0.0001417i,0.0020454+0.0004687i,0.00033505+0.0010305i,-0.00080154+0.00030557i,-0.00057541+0.00039409i,-9.548e-06+0.0005259i,-0.00037977-0.0005232i,-0.0010849-0.0002935i,-0.00049686-2.1812e-05i,0.00064858-0.00057342i,0.00032091-0.0004961i,-0.00032427-0.00028666i,-6.6541e-05-0.00099128i,0.00022934-0.00096057i,0.00063806-0.00042227i,0.00098965-1.2044e-05i,0.00061209+0.0004585i,-0.00037587+0.00021249i,-9.5867e-05+0.00014911i
0.00058002+0.0006664i,0.0013286+0.0010912i,0.001251+0.00061447i,2.1246e-06+0.00087699i,-0.00058924+0.0013802i,-0.00068697+0.00066846i,-0.00094037+0.00031391i,-0.00036235+0.00046158i,0.00051488+0.0010917i,0.00030397+0.0011502i,-4.879e-05+0.00043541i,0.00030966-9.917e-06i,0.0005756-0.00057871i,4.9896e-05-0.0010459i,-7.4607e-05-1.5417e-05i,0.00033934+0.00080163i,0.00040153-0.00010544i,-0.00032434-0.00053796i,-0.00016277-0.00019122i,0.00042393-0.00022929i,7.4483e-06-0.00072115i,-7.4289e-05-0.00076741i,-4.4076e-05-0.00047136i
0.00091614+0.00037397i,0.00097859+0.00037399i,0.0010387-0.00030884i,0.0013308-0.00093951i,0.0012827-0.00063965i,0.0001112-0.00043335i,-0.00023523-0.00091236i,0.00079081-0.00026861i,0.001007+0.00076696i,0.00057526+0.0011562i,0.001043+0.0010974i,0.0010345+0.00071969i,0.00028413+0.00061306i,0.00010876+0.00049174i,-5.6701e-05+0.0003827i,-0.00016839+0.00015248i,0.00016091-0.00034354i,0.00032076-0.00050171i,0.00016211-0.0003574i,0.00016255-0.00038429i,-0.00018048-0.00056424i,-0.00034938-0.00064147i,-0.00031429+0.0003816i
0.00065472+0.00016664i,-6.3973e-05+0.00077849i,-0.00044772+0.00017335i,-0.00073753+0.00058188i,-0.0016618+0.0017094i,-0.00162+0.00082564i,-0.0010708+0.00024676i,-0.0006628+0.00086559i,2.0133e-05+0.00048357i,0.00046635-0.00046182i,0.0010014+6.9321e-05i,0.0011182+0.0008954i,0.00097471+0.00072292i,0.0012426+0.00076503i,0.00091957+0.00040757i,0.00053476+0.00017997i,0.00070706+0.0001666i,0.00061949-7.4844e-05i,-0.00016874-0.00061481i,-0.00030761-0.0010128i,0.00050962-0.00083967i,0.0010801-7.2069e-05i,0.00052321+0.00021512i
0.00044852-0.0021695i,-0.00043293-0.00066759i,-1.8355e-06-0.00059034i,0.000456-0.0006534i,-0.00092221-0.00040162i,-0.0013907+0.00096147i,-0.00016358+0.0015802i,0.00061933+0.0011607i,-0.00018441+0.00099652i,-0.0011668+0.00016082i,-0.0010428-0.00042731i,-0.00022965-0.00022554i,0.0003402+0.00025199i,0.00085863+0.00066305i,0.0012803+0.00015706i,0.00081649-7.1732e-05i,2.4975e-05+0.00010607i,-0.00013142+0.00014362i,-9.153e-05-7.582e-05i,0.00039291-0.00048307i,0.0005569-0.00041077i,0.00021058+7.6289e-05i,0.00015365+0.00041445i
0.0016571+0.0016351i,0.0013021+0.0010338i,0.001037-4.2885e-05i,0.00077589-0.0007847i,0.00031967-0.00098424i,0.00026559-0.00074215i,0.00097754-0.00043884i,0.00079099+0.00068325i,0.00013524+0.0013181i,0.00060777+0.0010903i,0.0010939+0.0011617i,-0.00021699+0.00093825i,-9.4084e-05+0.00025016i,0.00074155-0.00043158i,-3.5545e-05-0.00031226i,-3.7285e-05-9.4482e-05i,0.00051683+0.00029957i,0.0010162+0.00030127i,0.0010854-0.00059166i,0.00095766-0.00092238i,0.00062377-0.0010872i,0.00083011-0.0010665i,0.00075101-0.00014054i
-0.00094254+0.00092245i,-0.0010371+0.001642i,-0.00083236+0.0024204i,-0.0008838+0.0025933i,-0.00053252+0.002344i,-0.00060221+0.00089126i,-0.00062772+0.00045922i,-0.00035295+0.00075996i,-0.00049434+0.00032091i,-0.00068867-0.00011521i,-0.00074508-0.00051301i,-0.00036875-0.0003928i,-6.7978e-05-0.00059276i,-0.00033506-0.0012879i,-0.000355-0.0013067i,-0.00031504-0.00071835i,-0.00012612-0.00010329i,0.00038509-1.2993e-05i,0.0002633-0.00031726i,-4.3197e-06-0.00019074i,0.00044546+0.00013019i,0.00021494+0.00069119i,5.9347e-05+0.00099422i
0.00085227+0.0017775i,0.00098355+0.0023032i,0.0016941+0.0018149i,0.0026493+0.00078283i,0.0028921+6.9479e-05i,0.0016085-0.00088751i,0.00040409-0.0011326i,0.00049999-0.0003977i,0.00069431+0.0011962i,0.00049321+0.001123i,0.00038383+0.00045145i,0.00075002-0.00015362i,-0.00028645-0.0010903i,-0.0011872-0.0015115i,-0.00038793-0.00091291i,-0.00011388-0.0006295i,0.00041802-0.00049268i,0.00089923+6.3356e-05i,0.0012579+0.00020978i,0.00076435+0.00023863i,-4.054e-05-0.00022843i,-8.1656e-05-0.00084494i,0.00011243-0.00079295i
0.00070977+0.0013319i,0.00062351+0.0012992i,0.0010965+0.00097187i,0.0013469+0.00085906i,0.00081668+0.00051986i,0.0010486+0.00051147i,0.00061937+0.00043616i,-0.00012993+0.00010025i,-1.9298e-05+0.00026861i,0.00040228+0.00020495i,0.00020128+0.00016166i,0.00010625+0.00035759i,0.00046681+0.00027878i,0.00061076-0.00010801i,0.00060559-9.2179e-05i,0.00077177+1.9284e-05i,0.00029362-8.3486e-05i,-9.4944e-05-8.1504e-05i,0.00021612-0.00013378i,0.00054679+7.8178e-05i,-8.8894e-05+0.000493i,-0.00034824+0.00014609i,0.0003966-0.00049881i
0.002018-0.00011976i,0.0014131+0.00012861i,0.0011274-0.00035804i,0.0011953-0.00013919i,0.00076397+0.00035918i,0.00024606+0.00025258i,0.00016603+0.00010574i,-0.00045005+0.0010033i,-0.00060786+0.0012963i,-0.00017417+0.0010838i,1.3747e-05+0.0011431i,0.00017532+0.0011224i,-0.00022656+0.00086115i,-7.8678e-05+0.00043039i,0.00030201+0.00025692i,0.00030559-0.00027685i,0.00019924-0.00064456i,-0.00012134-0.0011597i,-0.00013752-0.00091442i,-6.6936e-06+2.3481e-05i,-0.00018886+0.00011642i,-0.00053452+6.7723e-05i,-0.00011623+0.00019254i
-0.00023001-0.00020463i,0.00091606+0.00080485i,0.00030343+0.0015475i,-0.00079979+0.001993i,-0.00064816+0.0022673i,0.00078458+0.0012794i,0.0013166+0.00023107i,0.00032344-0.00082939i,-0.000507-0.00084452i,-0.00020023+0.00010251i,-7.2745e-05+0.00017498i,0.00035696+0.00018994i,0.00084986+0.00033579i,0.00081474+0.0005577i,0.00049421+0.00021086i,0.0001544+0.00020874i,-0.00016918+0.00035212i,4.9997e-05+0.00044129i,0.00076439+0.00052544i,0.00081137+0.00018588i,0.00048564-0.00051858i,0.00041143-0.00063625i,3.8594e-05-0.00055104i
-0.0010708-0.00055504i,0.00017864-0.00029906i,0.0014813+8.7298e-05i,0.0016516+0.00017234i,0.0011001-0.00021066i,0.00065354-0.0004976i,0.00052655-0.00042444i,8.0282e-05+3.2306e-05i,-7.9646e-05+0.00043691i,0.00030689-0.00014561i,0.0006535-4.2117e-05i,0.00068734+0.0012072i,-0.00020534+0.0013172i,-0.00084532-6.0082e-06i,-0.00034307-0.00010849i,-0.00025931+0.00044537i,-0.00012369-0.00026022i,0.00043011-0.00068417i,0.00099828+0.00036898i,0.0010357+0.0012598i,0.0010572+0.0010872i,0.00099845+0.00047232i,0.00053382+9.8747e-05i
-0.00098665+0.00041464i,-0.00091707+0.0012011i,-0.00085873+0.0017075i,-0.00028681+0.0022614i,-0.00047253+0.0015586i,5.0419e-05+0.0006803i,-0.00014598+0.00070048i,-0.00046189+0.00055165i,0.00010584+0.00015581i,-0.00045944-7.5461e-05i,-0.0011254+0.0005444i,0.00014918+0.00094901i,0.00055033+0.00012127i,-0.00010158+2.4183e-05i,0.00047959+0.0010384i,0.00075503+0.00067489i,0.00061416-9.7317e-05i,0.00042608-0.00033045i,-0.00010221-0.00058829i,-0.00022745-0.00081946i,0.00029412-0.0002113i,0.00069532+0.00032922i,0.0006138+0.00041456i
0.00018865+0.00076868i,0.00035505+0.00020855i,0.00099738+0.00054964i,0.001555+0.00077028i,0.0017047+0.00024262i,0.0013945-0.00056423i,0.00087501-9.9114e-05i,0.00033058+0.00089841i,0.00056142+0.00051428i,0.00093902-0.00042752i,8.8016e-05-0.00037655i,-0.0003711-0.00027593i,-0.00074573+9.2656e-05i,-0.00079849+0.00049175i,1.9635e-05+0.00064466i,-0.00033366+0.00031923i,-0.00041258+5.2597e-05i,0.00037831-1.0782e-05i,0.0010563-0.00050041i,0.00057082+2.2511e-05i,-0.00021314+0.00034762i,-0.00025665-0.00039382i,-0.00037524-0.00031187i
0.00050648+0.00061604i,0.00020049+0.00075156i,2.9324e-05+0.00056046i,0.00019115+0.00016216i,0.00030275+0.00019731i,0.00037971+0.00018148i,-0.00017862+0.0002972i,-0.00040144+0.00047168i,-0.0003182+0.00068298i,-0.00015449+0.00046534i,3.0352e-05+6.3709e-05i,-0.00033563+0.00069484i,-0.00040335+0.0015704i,0.00018104+0.0010333i,0.0010511+0.00018278i,0.00083014-5.4029e-07i,-0.00018645-0.00043176i,-0.00061913-6.0687e-05i,-0.00012342+0.00018592i,0.00033457-0.00025161i,0.00056792-2.7931e-05i,0.00056896+0.00034193i,0.00032032+0.00025787i
0.0004688+0.0012502i,0.00062784-0.00014128i,0.00044403-0.00041566i,-0.00029562+0.0002427i,-0.00058158-9.7758e-05i,-0.0015113-0.00059151i,-0.001493+2.8043e-05i,-0.00063349+0.00085325i,3.4111e-05+0.001014i,0.00047289+0.00038242i,0.0010964-0.00047592i,0.0010588-0.00015282i,-0.00029345+0.00032098i,-0.00020916+0.00093011i,0.00055336+0.00064676i,0.00032723-0.00037525i,0.00022776-0.00077327i,-0.0001941-0.00054801i,-0.00025112-0.00058108i,-0.00032335-0.00017938i,-0.00048644+0.00051171i,-0.00017833+0.00034245i,0.00018823-9.5711e-05i
-0.0013604+0.0017096i,-0.00051156+0.0015822i,0.0015226+0.0015351i,0.0037164+0.0010246i,0.0036932+0.0002174i,0.0020055-0.00038145i,0.0010661-0.00013064i,0.00030363+0.0005265i,-0.00044655+0.00061495i,-0.00050096+0.00014409i,-0.00041726+0.00023405i,7.5674e-05+0.00026432i,0.00038527-0.00028395i,0.0003626-0.00086697i,-1.3625e-05-0.0007012i,-9.4092e-05-1.4027e-05i,0.00039045-0.00022213i,0.00023355-0.00065813i,0.00043618-0.00019534i,0.00096959+0.00089018i,0.00039595+0.0012496i,5.2696e-07+0.00048192i,5.4279e-05-0.00016443i
-0.00067844-0.0015399i,-0.00032242-0.0005244i,5.234e-05+0.00032218i,-0.00010991+0.00015024i,-0.00031488-0.0006834i,4.3445e-05-0.0013222i,0.00043732-0.00084964i,0.00040171-0.00018966i,0.00020901-0.00058113i,0.00046193-0.00091727i,0.0011145-0.00016678i,0.0012977+0.00014209i,0.00018936+0.00034223i,0.00015102+0.00078156i,0.00048655+0.0010816i,0.0005832+0.00028227i,0.00075302+0.00039387i,0.00081299+0.000813i,0.00067851+0.00072835i,0.00069378+0.00064608i,6.6896e-05-8.9469e-05i,0.00013001-0.00051353i,0.00071855-0.00052458i
0.00081251+0.0016634i,0.0012285+0.00092912i,0.0016391+0.0010808i,0.0011072+0.00034906i,0.00010367-0.00034559i,-0.00087036+0.00012788i,-0.00063203+0.00047427i,-0.00051024+0.00070757i,0.00011261+0.0012298i,0.00071465+0.0010711i,0.00035951+0.00080096i,-0.00036347+0.0004251i,-0.0010347-8.5697e-05i,-0.0008665-0.00053818i,-0.00030082-0.0013762i,-3.7755e-05-0.0013601i,0.00059216-0.00064889i,0.00029229+0.00014394i,-0.00051298+0.00088312i,-0.0001811+0.00041136i,-0.00054878-0.00081398i,-0.00063574-0.00092311i,0.00021467-0.00068708i
