-0.0040457+5.9036e-05i,-0.0029585-0.00046393i,-0.0018908+0.00015908i,-0.001234+0.001178i,-0.00073077+0.0017438i,0.00098082+0.0010318i,0.0014256+0.00095521i,0.00033108+0.0012592i,0.00068382+0.0012066i,0.0015102+0.00031879i,0.0013122-0.00039775i,0.00049256-0.0013784i,-5.2884e-05-0.0020402i,0.00013462-0.0013121i,3.7606e-05-0.00016385i,-0.00027431+0.00040722i,-0.00015122+0.00076793i,-0.00035414+0.00084823i,-0.00028205+0.00029268i,0.00067051+0.00083292i,0.00064398+0.0012144i,-8.0768e-05+0.00066417i,-0.00038176+8.2378e-05i
-0.00011344-0.0014161i,-0.00090093-0.0018591i,-0.0015076-0.002317i,-0.0019633-0.0023716i,-0.0028847-0.0015137i,-0.0023273-0.00048461i,-0.00092943+0.00035267i,0.00048107+0.00031696i,0.0014652-0.00040036i,0.0012434-0.00054992i,0.00098614+3.6152e-05i,0.0012495-0.00029327i,0.00098922-0.00023438i,0.00068408+0.00035822i,0.0010919+0.00026376i,0.0013084-0.00027276i,0.00011987-0.00080679i,-0.0015499-0.00049281i,-0.0015747+0.00017278i,-0.0010223+6.4993e-05i,-0.0013259-0.00018385i,-0.00075751-5.9238e-05i,0.0001256+0.00046696i
0.001608-0.0011957i,0.001764-0.0016361i,0.0010104-0.0026026i,-0.00092973-0.0034165i,-0.001868-0.002703i,-0.0012335-0.0012739i,-0.00077177-0.00033188i,-0.00060024-0.00036224i,-8.7365e-05-0.000197i,0.00045516+0.00089416i,0.0012591+0.0013065i,0.0013359+0.00019202i,0.00090132-0.00030468i,0.00071197+0.00031911i,0.00064002+0.0011505i,0.00051316+0.0016919i,0.00068852+0.0011797i,0.0010193+0.00049591i,0.00051781-0.00017391i,-5.1949e-06-0.00080258i,0.00016193+0.00038267i,-8.3428e-05+0.0010154i,0.00040013-0.00027718i
-0.00043651-0.0016884i,-0.00085224-0.0015183i,-0.0016199-0.0017652i,-0.0019918-0.0015643i,-0.0021146-0.00066548i,-0.0017337-0.00056542i,-0.00030445-0.0011431i,0.00054112-0.00013956i,0.00035353+0.0010795i,-9.799e-05+0.0015121i,-0.00032517+0.001381i,0.00040105+0.00068886i,0.00090566+0.00017344i,0.0010794-0.00030048i,0.00087903-0.00027468i,0.00017503+0.0003366i,-0.0001994+0.00035023i,-7.425e-05+0.00087395i,-5.7853e-05+0.00098467i,-0.00045132+0.00067561i,-0.00047393+0.001332i,-4.9377e-05+0.0011605i,-0.00028651+0.00055973i
-0.0017006-0.0001272i,-0.0025345+0.00051774i,-0.0026736+0.00070861i,-0.0021932+0.0006737i,-0.0014246+0.00019409i,-0.00050851-0.00067798i,-0.00032416-0.00046795i,-0.00072132-0.00041523i,-0.0007445-0.00049267i,-0.00016327+0.00060991i,0.00033863+0.00028227i,0.00019575-0.0004822i,-0.00025796-0.0002154i,-2.2696e-05-0.0001531i,-0.00058103-0.00054684i,-0.0014111-0.00042802i,-0.0012437-0.0001654i,-0.0012069+7.4847e-05i,-0.00026318+4.592e-05i,-0.00049442+9.7389e-05i,-0.0013467+0.00083393i,-0.00028996+0.00066408i,0.00039656+0.00043018i
-1.8313e-05+0.00017061i,-3.4329e-05-0.00072829i,-0.00065443-0.00094478i,-0.001664-0.0010536i,-0.0018193-0.001663i,-0.00075348-0.001084i,-0.00014297-0.00060181i,-0.00026584-0.00018786i,-0.00090682-0.00038818i,-0.0014808-0.0010269i,-0.0012099-0.0008158i,-0.00069802-0.00020849i,-0.00090691-0.00031087i,-0.0005162-0.00053295i,-0.00044859+9.5297e-05i,-0.00087259+0.00050879i,-0.00064748+0.00012154i,0.0001829-0.00021882i,0.00048195+5.1532e-06i,-5.9306e-05+1.3806e-05i,-0.00036205-0.00034281i,-0.00049583+0.00022093i,-0.0003426+0.00041495i
0.0021972+0.0010736i,0.0011363-0.0010606i,0.00078947-0.0029999i,0.00066464-0.0036066i,0.00015465-0.00341i,-0.0012658-0.0030943i,-0.00089331-0.0021458i,0.00011847-0.0011118i,0.00038966+7.1816e-05i,-0.00023714+0.00040046i,-0.00079306-0.0003419i,-0.00054609-0.00041615i,-0.00048725-0.00038909i,-0.0002274-0.00010771i,-0.00040101+0.00012175i,-0.00094114-0.00022889i,-0.00078728-9.2254e-05i,-0.00045475+0.00027475i,-0.00024084+0.00035059i,-0.00043078+0.00034571i,-0.00014979+5.6566e-05i,-6.1357e-06-0.00011996i,-0.00044974-0.00062984i
0.00066787-0.0021965i,0.00013797-0.0028735i,2.0165e-05-0.0036251i,-0.00023633-0.0029276i,-0.00058069-0.0012509i,0.00015963-0.00059945i,0.00059697-0.00058667i,5.933e-05-0.00039034i,0.00011573-0.00061349i,0.00012638-0.0012993i,-4.1255e-06-0.0014681i,-0.00010199-0.00082959i,-0.00021842-0.00087286i,0.00047891-0.00076655i,0.00071223+0.00037119i,0.00044126+0.00035305i,7.8344e-05+6.1267e-05i,0.0003385-0.00052555i,6.7983e-05-0.00065216i,-0.00037453+0.00014056i,-0.00044756+0.00077668i,-0.00055172+2.0854e-05i,0.00010948-0.00054211i
0.0015437+0.00069804i,1.0638e-05+0.00042539i,-0.00042758-0.00032032i,-0.0012526-0.0010663i,-0.0014241-0.0015702i,-0.0010822-0.0015658i,-0.00093614-0.00087138i,0.00039449-0.00046188i,0.001076-0.00073983i,0.00084909-0.0016704i,0.00042276-0.0018327i,-0.00018138-0.00061112i,-8.6639e-05-3.6859e-05i,0.00025403-0.00025625i,-0.00027454-0.0007862i,-0.00051064-0.00085181i,-5.4509e-05+3.4308e-05i,5.5899e-05+0.00031694i,-0.00013157+0.00017589i,-0.00015337+0.00030155i,-0.00046372+0.0002529i,-0.00085344-0.0002207i,-0.00015434-6.1694e-05i
-0.00036525-0.00039571i,0.0001674-0.00047748i,0.00026318-0.00097576i,-0.0008921-0.0017814i,-0.0015432-0.001885i,-0.00047327-0.0011522i,-5.882e-05-0.00030715i,-0.00036077+0.00041194i,0.00055877+0.00053456i,0.0015644+0.00010065i,0.0018991+0.00029096i,0.00133-0.00049276i,0.00086156-0.0015436i,0.00089952-0.00072777i,0.00050494-0.00026619i,0.00064367-0.00098327i,0.00076154-0.00084375i,0.00025438-0.00021238i,0.00021817+9.8549e-05i,0.00028076+0.00021722i,0.00012542+1.9782e-05i,-5.6371e-05+5.8416e-06i,2.3307e-05+0.00036977i
-0.0012154-0.0009413i,-0.00042199-0.00030671i,0.00020577-0.00054232i,0.0004625-0.00085635i,0.00058542-0.00039852i,-2.9835e-05+4.2198e-05i,-0.00018654-0.00010678i,0.00081739-0.00045967i,0.0011796-0.00065288i,0.0012973-0.00020093i,0.0017038+0.00030433i,0.0017611-6.8707e-05i,0.0010739-0.00012986i,0.00035356+0.00024385i,0.00067978+1.0899e-05i,0.0010338-0.00067881i,0.0007787-0.00049595i,0.00023694-2.7897e-05i,-8.7463e-05-0.00039505i,0.00017739-0.00042365i,0.0006687-0.00013083i,0.00023815-1.7655e-05i,-0.0003502-8.9025e-05i
0.00036406-0.00024207i,0.00032349-0.00045859i,0.00050759-0.00095145i,-0.00029588-0.0012532i,-0.0013775-0.0016216i,-0.00071428-0.0019785i,0.00025167-0.001759i,0.00036578-0.0010413i,-8.1708e-05+2.9868e-05i,9.3264e-05+0.0010349i,0.0012718+0.001902i,0.0017682+0.0020195i,0.00081309+0.0016278i,0.0004686+0.00066912i,0.00064896-0.00014625i,1.7103e-05-4.4369e-05i,-0.00066197-0.00034458i,-0.00025092-0.00045732i,0.00094561-0.00060167i,0.0010188-0.00042589i,0.00044205+4.9002e-07i,0.00067273+0.00050427i,0.0010364+0.00094715i
-0.0018349-0.0011855i,-0.0009947-0.00075988i,-0.00075841-0.00076194i,-0.00088062-0.0007239i,-0.00028909-0.00031419i,0.00051488-0.0001535i,0.00017167-0.00040618i,0.0001025-0.00076202i,0.00062612+0.00040813i,0.00069985+0.0013705i,0.00025387+0.00092621i,-0.00042373+0.0010233i,-0.00065671+0.00089843i,6.4377e-05+0.00068108i,-0.00028858+0.00019474i,-0.00026023-0.00042843i,0.00035993-0.00053665i,0.00028498+0.00014606i,-0.00015858+0.0010857i,-0.0003405+0.0010137i,-8.6738e-05+0.00057473i,-6.4085e-05+0.00018993i,-0.00022777-0.00016083i
0.0016495+0.0018504i,0.0018922+0.00041403i,0.0015486-0.0019926i,0.0016446-0.0031085i,0.00089393-0.0034812i,-0.00070438-0.002719i,-0.00052144-0.0011469i,-0.00027911-0.00072027i,-0.00010627-0.00048348i,0.0003686-0.00012189i,-0.00011373+0.00037712i,-0.0013269+0.0010234i,-0.001747+0.00085884i,-0.0014028+0.00047485i,-0.0004817+0.00048312i,-7.1981e-05+0.00023774i,-0.00069732-0.00060051i,-0.0014197-0.00089314i,-0.0012404-0.00078343i,-0.00067012-0.00026632i,-0.00055095+0.00027685i,-0.00071721+0.00065977i,-0.00054125+0.00094985i
-0.00054604-0.0010783i,-0.00063138-0.0015097i,-0.00069726-0.00077802i,-0.0011336-0.0010633i,-0.00056495-0.00062317i,0.00013334-0.00042717i,0.00062956-0.001509i,0.0005184-0.00081533i,-0.00038545+0.00056929i,-0.00065584+0.00044146i,-0.00052885+0.00023766i,-4.2014e-05+0.00041045i,0.00018574+0.00021954i,0.00016768+0.00022175i,0.00017769+0.00068965i,-8.3435e-05+0.00085483i,-0.00014319+0.00047647i,-0.00016348-0.00030209i,-0.00011357-0.00035356i,-0.00057869+0.00075513i,-0.00045314+0.0013237i,0.00039782+0.00022648i,-0.00011875-0.00026452i
-0.00028287-0.0025975i,-0.0014213-0.002454i,-0.0018664-0.0024387i,-0.0022873-0.0017249i,-0.0028149-0.00063234i,-0.0019368-0.00093672i,-0.0004169-0.0011133i,5.1646e-06+0.00012916i,8.9112e-05-2.9799e-05i,0.00031684-0.00076792i,0.0004253-0.00069321i,0.00068373-0.00031717i,0.00047762-0.00061898i,0.00028712-0.0011568i,0.00073075-0.0012909i,0.00086442-0.0011523i,0.00026061-0.0010347i,-6.3257e-05-0.00060066i,0.00036275+6.742e-05i,0.00024904-8.9887e-05i,-0.00053208-0.00071351i,-0.0011029-0.00047917i,-0.0008169+0.00048531i
0.00091853-0.00042943i,0.0015211-0.00064102i,0.0022568-0.0022322i,0.0013685-0.0035773i,-0.00052415-0.0039387i,-0.00084365-0.0034555i,-2.0503e-05-0.002614i,-0.00015462-0.0015669i,0.0001534-0.00078636i,0.00050428-0.00056931i,0.00014917-0.00037846i,-0.00042262-3.0494e-05i,-0.00050117-3.2364e-05i,-0.00028449-0.0005646i,-0.00017491-0.0013039i,-2.4434e-05-0.00084857i,-0.00032669+0.00031504i,-0.00083467+0.00070205i,-0.00073903+0.00081455i,-0.00023719+0.0010573i,-0.00016431+0.00070607i,-0.00069344+0.00011692i,-0.00069042-0.00044278i
-0.0007274-8.9295e-05i,-0.00094891-0.00099098i,-0.00097953-0.0012374i,-0.00088981-0.00046083i,-0.00064408-0.00024543i,-2.557e-05-0.0017784i,-7.3967e-06-0.0019175i,-0.00027363-0.00073842i,0.00022343+7.5085e-05i,0.0012673-8.5389e-05i,0.0015219-0.0007439i,0.00066583-0.0015439i,0.00049905-0.0012785i,0.001197-0.0003093i,0.001198-0.00044818i,0.000117-0.00088718i,-0.00036105-0.0013187i,8.9007e-05-0.00090086i,0.0002913-0.00032045i,0.00016269+0.000398i,9.7189e-06+0.0011569i,0.00037939+0.0009175i,0.00032857+0.00036864i
0.00047955+0.0010725i,0.00031143+0.00035412i,0.001467-2.5865e-05i,0.0011839-0.0005401i,2.4858e-05-0.0008858i,0.00073014-0.0012589i,0.00073084-0.0012811i,7.8275e-05-0.0010062i,0.00075303-0.00084571i,0.0015384-0.00067986i,0.0019333-0.00036989i,0.0010663-0.00031466i,-0.00071978-0.00011913i,-0.0010984-5.4509e-05i,-4.2917e-05-0.00064711i,0.00033246-0.00036974i,-0.00022098+0.00039265i,-0.00021593+0.0003895i,-0.00014196+9.0696e-05i,-0.00046666-0.00026059i,-0.00089299-0.00069604i,-0.00052845-0.00036426i,-4.8911e-05-6.8091e-05i
0.00086871+0.00068136i,0.0016167+0.00050474i,0.00088885-0.00077347i,5.8443e-05-0.0017602i,0.00087474-0.0015074i,0.00072649-0.001411i,0.00035201-0.0016818i,0.0011341-0.00057923i,0.0012113+0.0013485i,0.00099879+0.0015418i,0.0015475+0.00051543i,0.0011631-0.00059552i,7.2103e-05-0.0014649i,0.00015775-0.00091587i,0.00052266-0.00028011i,0.00031185+5.125e-05i,-0.00074039+0.00038345i,-0.00048784+0.00042052i,0.00046065+0.00011334i,0.00049687-1.7274e-05i,0.00043485-0.00049857i,0.00049867-0.0015195i,0.00053777-0.00077532i
-3.0123e-05-0.0002337i,-0.00084993-0.0010821i,-0.00064938-0.0029958i,-0.0010236-0.0030473i,-0.0017501-0.001953i,-0.0012054-0.0014307i,-0.00090601-0.0010226i,-0.00073334-9.7943e-05i,-0.00041043+0.0010427i,-0.00023851+0.0010106i,0.0007614+0.000661i,0.0012313+0.0004654i,0.00076343+0.00028117i,0.0008037+0.000272i,0.00059564+0.0011293i,0.0003132+0.00098983i,0.00037453+0.00011656i,-0.00041237-4.2365e-05i,-0.00098483-2.2394e-05i,-0.0010339-0.00031969i,-0.0014063+0.00013848i,-0.0013202+0.00095132i,-0.00038727+0.00042451i
0.00049109-0.0011149i,5.8403e-05-0.001756i,-0.00089554-0.0024301i,-0.0015131-0.002729i,-0.0016215-0.0013859i,-0.0013757-0.00056992i,-0.00045033-0.00086191i,-9.9024e-05+0.00017137i,0.00040345+0.00098792i,0.00062747+0.0011451i,-9.6104e-05+0.00048297i,9.5029e-05+0.00036656i,0.00062101+0.00081156i,9.2195e-05+0.00057568i,-0.0002495-0.00022742i,3.9288e-05+3.0175e-05i,0.00044967+0.00058937i,0.00043245-0.00018286i,0.00050071-0.0004465i,0.00025752+0.00081912i,-0.00034567+0.0013813i,0.00020976+0.00057471i,0.00035237+0.00019117i
0.00096314-0.00011129i,0.00034547+0.00024207i,-0.00049244+8.598e-05i,-0.00043547-0.0011969i,-9.377e-05-0.0016978i,-7.0919e-05-0.0016311i,-0.00056609-0.0010552i,-0.0011714+0.00015165i,-0.0010605+0.00092771i,-0.00011758+0.000663i,0.00040892-0.0002219i,-3.4542e-05-0.00014712i,-0.00061477+0.0006285i,-0.00017843+0.0015408i,0.00017105+0.0018774i,-0.00021327+0.00099058i,-0.00046142+0.00026306i,-0.0003116+9.9071e-05i,0.00047841-0.00036018i,0.00047796-0.00061513i,0.00083727-0.0011944i,0.00077222-0.00054145i,0.00072889+0.00016515i
0.00097817-0.00021018i,0.0015038-0.0018336i,0.0014612-0.0025973i,0.0015884-0.0020686i,0.00097866-0.0021492i,0.00030596-0.0028187i,-3.0445e-05-0.0016879i,0.00031358-0.00073832i,0.00092932-0.00056947i,0.00047054-0.00024566i,-0.00035651-0.00069379i,-0.00037309-0.00071406i,-0.00029769-0.00016359i,-0.00045019+1.269e-05i,-0.00013392+0.00027345i,-0.00018286-0.00013594i,-0.00044573-0.00023768i,-0.00067764+0.00021862i,-0.00091425+0.00048471i,-0.00043811+0.00089353i,0.00015776+0.00075378i,0.0001849+8.0207e-05i,0.00076524+0.00017659i
0.0022892+0.00060617i,0.0018261+0.00029846i,0.00066448-0.0009632i,-0.00027167-0.0030655i,-0.00034464-0.0040855i,-0.000739-0.0025587i,-0.0010358-0.0012038i,-0.0005765-0.00034437i,0.00055813-0.00042622i,0.00090105-0.00092513i,0.00077372-0.00012586i,0.0014939+0.00060625i,0.0015798+0.0005957i,0.00027102+0.00057838i,-0.00021998+0.00069198i,0.00021084+0.0001394i,0.00041212-0.00041554i,1.9022e-05-0.00032097i,0.00014801-0.00071318i,-7.7606e-05-0.00078512i,-0.00040289-0.00011964i,0.00022766-5.6745e-06i,1.0119e-05-0.00031897i
0.00097361+0.00084316i,0.00081467-0.0002556i,0.00029833-0.0020608i,-1.3441e-05-0.002237i,-0.00071674-0.0015275i,-0.00054784-0.0011317i,-0.00043324-0.00083171i,-0.00011096-0.00074391i,0.0010085-0.00050478i,0.00095262-0.00015646i,0.00042483-0.00018928i,0.00065039-0.00017091i,0.00061739+4.5786e-05i,0.00043859+0.00040441i,0.00042027+0.00025997i,0.00049401+0.00032235i,0.00058254+0.00086778i,0.00034328+0.00091555i,0.00031106+0.00026345i,0.00093168-0.00013174i,0.00083298+8.4645e-05i,7.8323e-06-0.00023589i,-0.0001379-0.00084505i
-0.0009184+0.00093384i,-0.00084629+0.00058102i,0.00057319+0.00017234i,0.00078891+0.00027639i,8.3174e-05-0.0007162i,-9.8999e-05-0.0010237i,-0.00031252-0.00095172i,-9.3884e-05-0.00089003i,0.00052743-2.3136e-05i,0.0013876+0.00015792i,0.0020115+1.3633e-05i,0.0013042-0.00019564i,0.00025856-0.00041676i,-0.0004638-0.00085386i,-0.00018545-0.00077796i,0.00026173-0.00013614i,-0.00033168+0.00085443i,-0.00013546+0.0010958i,0.00024275+0.00046568i,0.00021578-6.4759e-05i,-0.00016033-1.0382e-05i,-0.000138-0.0001102i,0.00068434-0.0002808i
-0.00065147-0.0012293i,-0.00089918-0.0015489i,-0.001012-0.0013617i,-0.00030842-0.001448i,-8.1447e-05-0.0013738i,0.00038624-0.0019927i,0.00071698-0.0022264i,0.00051989-0.00085936i,0.00074882-0.00018061i,0.0011664+0.00079424i,0.00073289+0.00040539i,0.00017715-0.00030682i,0.00051336+0.00070595i,0.00057079+0.00058426i,2.1319e-05+0.00031166i,-0.00044893+0.00053083i,-0.00018259+1.9685e-05i,0.00014782-0.00056795i,0.00011431-0.00050126i,-0.00015518-0.00035281i,-0.00037933-0.0002765i,-0.00065822-0.0003714i,-0.00039519-6.8322e-05i
0.00055524-0.0015115i,5.8263e-05-0.00079452i,-0.0010453-0.00078085i,-0.0025742-0.001225i,-0.0029645-0.0012271i,-0.0010291-0.00078614i,0.00011946-0.00020028i,-0.00017031-0.00029388i,0.0004228-0.0001456i,0.0012353+0.00029246i,0.001367+0.0012749i,0.0012549+0.0017343i,0.001676+0.00094332i,0.0015259+6.0108e-05i,0.00075009-0.0006857i,0.00084415-0.00065134i,0.00085903-0.00013558i,0.00048151+0.00049277i,-0.00011251+0.00078246i,-0.00054676-0.00014194i,-0.00053863-0.00028975i,-0.00094853+0.0002331i,-0.00054695+0.00011888i
0.0037388+0.00068763i,0.002969-0.00053978i,0.0030718-0.0025013i,0.0035915-0.0035385i,0.0019681-0.0034451i,-0.00023693-0.0027021i,-0.0011651-0.0015542i,-7.3238e-05-8.866e-05i,0.0016016+0.00057933i,0.0019287-0.00013856i,0.0010747-0.00072929i,1.9002e-05-0.00050387i,-0.00092108-0.00031274i,-0.00016547+0.0001489i,0.00071107+0.0010506i,0.00064413+0.00074772i,0.00065811+4.7831e-06i,0.00024087+0.00036637i,-0.00063709+0.0002126i,-0.00056331+0.00013288i,0.00025121+0.00032102i,0.00020156+0.00070269i,-0.00032038+0.0010712i
-3.2562e-05-0.00071242i,-0.001869-0.0013151i,-0.0023061-0.0021068i,-0.002402-0.0012316i,-0.0021232-0.00095271i,3.6387e-05-0.0010877i,0.00096554-0.00061276i,-0.00042264+0.00025904i,-0.0011661+0.0012483i,-0.00066322+0.0014503i,-0.00062519+0.0010451i,-0.00038296+0.00096088i,-4.2574e-05+0.00058451i,0.00034489-9.8117e-05i,0.00075457-0.00045316i,0.00028472-0.00021503i,-0.0004168-0.00012659i,-0.00054415-5.1582e-05i,3.1324e-05+0.00025231i,0.00082915+0.00016652i,0.00056525+0.00057539i,9.8893e-05+0.00057095i,-0.00044319+0.00056679i
-0.00066163+0.00035423i,0.00047442-0.00045629i,0.00045221-0.00067423i,-0.00093374-0.0018106i,-0.0012667-0.0030525i,-0.00089142-0.0022781i,-0.00015969-0.00054844i,0.00036073+0.00016096i,0.00020565+7.0375e-05i,0.00075258+0.00015353i,0.0014149-0.0001291i,0.0014626+0.00026513i,0.00027534+0.0010465i,-0.0011423+0.0014355i,-0.00095658+0.0014471i,-0.00050046+0.0002251i,-0.00050629-0.00022379i,-0.00014762+9.9558e-05i,0.0003449-0.0001936i,0.00046146-0.00031119i,0.00020942+0.00039046i,0.00078873+0.00022839i,0.0010954-8.0089e-05i
0.003137-0.00018756i,0.0040552-0.0010313i,0.0046482-0.0030252i,0.0034759-0.0039434i,0.00071685-0.0038079i,-0.00071515-0.0029397i,-0.000932-0.0013843i,-0.00064711+2.3e-05i,-0.00033231+0.00096852i,3.7865e-05+0.0011616i,3.5767e-05+0.00019361i,0.00010102-0.00038024i,-0.00016664+0.00025438i,-9.9927e-05+0.00041669i,0.00035163+0.00012359i,0.00027297+9.2472e-05i,-0.00024547+0.00019694i,-0.00010095+0.00020261i,0.00051464+3.0969e-05i,0.00035165-0.00049514i,0.00033943-0.00051235i,0.00053392-0.00039187i,0.00052011-0.00052456i
0.0035418+0.0010103i,0.0023828+0.00079926i,0.0023818-0.0010951i,0.0025711-0.0024429i,0.0017506-0.0027115i,0.00081567-0.0025631i,0.0002191-0.0016997i,-4.3781e-05-0.00069024i,-8.0192e-05-5.3491e-05i,-0.00017519+2.6865e-05i,0.00020357-0.00039907i,0.00027246-0.00021809i,0.00048281+0.00051136i,0.00020522+0.00047641i,-6.6988e-05-0.00047434i,-0.00019916+0.00012475i,-0.00030285+0.00073108i,-0.00034907+0.00067562i,-0.00034302+0.00015779i,-7.0414e-05-0.00056172i,8.7734e-05-0.0005686i,0.00010311-1.1856e-05i,0.00028941+0.00044984i
0.0021918-0.0010249i,0.0019375-0.0026252i,0.0018424-0.0041071i,0.00016799-0.0045603i,-0.001824-0.0039567i,-0.002196-0.0025618i,-0.0010124-0.0015434i,-3.9579e-05-0.00095178i,0.00087419+5.1661e-06i,0.0011744+0.00050943i,0.00070964+0.00037953i,-0.000458+0.00030848i,-0.0008384+0.00056395i,0.00019396+0.00039704i,0.00072014-0.00038391i,0.0001773-0.00022603i,1.7876e-05-3.7983e-05i,0.00042577-0.00038407i,0.0007979+0.0001067i,0.00087283+0.0005913i,8.8161e-05+0.00050813i,1.4399e-05-7.4773e-05i,0.00017925-0.0001285i
-0.0014037+0.0011314i,-0.00088339+0.00059625i,-0.00088798+0.00042166i,-0.0016933+0.00055662i,-0.0016583-0.00023476i,-0.0011276-0.00080145i,-0.00013249-0.00044059i,0.00029286-0.00059567i,0.00025429-0.00054467i,0.00098066-0.00061999i,0.0010964-0.00063309i,0.0009118-0.0008004i,0.0015614-0.0008453i,0.0008117-0.00024465i,-7.3728e-05+0.00023871i,0.00011919-0.00065832i,-0.00017493-0.00084707i,-0.00033907-0.00073593i,4.699e-05-0.00097501i,0.00043049+0.00010989i,0.00028908+0.0010009i,-0.00041766+0.00092881i,-0.0008207+0.00010339i
-0.0002753-0.0012034i,-0.00034848-0.0014103i,-0.00031304-0.0012801i,3.6004e-06-0.00098448i,0.00040926-0.00041159i,-5.7442e-05+1.5751e-05i,-7.0767e-05-0.00074584i,0.00027124-0.00039504i,-0.00038898-0.00029495i,-0.00050422-0.00097306i,0.00024278-0.00018656i,0.00067099+0.00078604i,0.00074595+0.00084469i,0.00072335+0.00038151i,0.00041363-0.00044735i,8.6688e-05-0.00053533i,0.00015275-0.00067309i,0.00038309-0.00048961i,0.00045115+0.00078243i,9.8435e-05+0.0010857i,-5.7534e-05+7.775e-05i,0.00025598-0.00097645i,0.00013616-0.00088572i
0.00013135+0.00020083i,0.00034293-0.0008494i,-2.563e-05-0.0016544i,-0.0011408-0.0025443i,-0.00095116-0.0027208i,-0.00057219-0.0021037i,-0.00071483-0.0015568i,-0.00017781-0.0008719i,0.00039346-0.00029962i,0.00023141+0.00071873i,-0.00038005+0.0010961i,-0.00032159+0.000604i,3.788e-06+7.3492e-05i,-0.00031616+0.00065448i,-0.00022293+0.0013682i,-0.0002207+0.00094727i,-0.00021111+0.00078569i,-0.00021146+0.0011397i,-0.00087719+0.00096829i,-0.00088126+0.00028186i,0.00018333-2.3574e-05i,0.00040264+0.00078009i,-8.8913e-05+0.00141i
0.0013058+0.00085534i,0.0018288-0.00018308i,0.0022057-0.0017832i,0.0015185-0.003146i,0.00083-0.0033122i,-0.00015426-0.0027829i,-0.0010818-0.0023689i,-0.000675-0.0021644i,0.00052988-0.00081514i,0.0010757+0.00015315i,0.00064615-0.00038699i,2.4858e-05-0.00051015i,-0.00024493-0.00029294i,-0.00018603-9.2406e-05i,-0.00032179+0.00019356i,-0.00050807+0.00059405i,-0.00047651+0.00052538i,-0.00043763+0.00012169i,-0.00038615+0.00021216i,-0.00094915+5.0814e-05i,-0.0011306-0.00023386i,-0.00065963+0.00022785i,0.00037565+0.00046836i
-0.0014099+0.002119i,-0.00044361+0.0012941i,0.00028473+0.00079616i,8.3515e-05+0.00066067i,0.00036698-0.00045126i,-0.00024246-0.001435i,-0.00070979-0.0010308i,-0.00030433-0.0002436i,0.0011747-0.00012845i,0.0017401+0.00010632i,0.0013184+6.2981e-05i,0.00085366-2.7954e-05i,0.00068768+0.00019187i,0.00056075+0.00049391i,0.00068745-8.8227e-06i,0.00024302-0.00012692i,-0.00023202-0.0002392i,8.7701e-05-0.00073476i,-6.6447e-06-0.00048824i,-0.00012244+4.9588e-05i,-0.0003311-7.5225e-05i,-0.00069305-0.0002741i,-0.00039114+6.8972e-05i
0.00090454-0.00042076i,-3.0876e-06-0.00045981i,-0.0006544-0.00085296i,-0.00061874-0.0015367i,-4.0603e-05-0.0018896i,0.00058936-0.0016877i,0.0015057-0.0022708i,0.0016634-0.0016113i,0.0010245-0.00039861i,0.00028366+8.1828e-05i,-0.00011692+0.0006728i,0.00014116+0.00097562i,0.00029237+0.00024014i,0.00047358-0.00069588i,0.00067099-0.0007642i,0.00047605-0.00036673i,0.00030038-0.00052282i,0.00029483-0.00031526i,-0.00031604+9.8241e-05i,-0.00075583-0.00015548i,-0.00040408-0.00020126i,0.00044768+3.6276e-05i,0.00023885+0.00022708i
-0.00073047-0.0025017i,-0.0017227-0.0018913i,-0.0031916-0.0017573i,-0.003707-0.00063518i,-0.0028871+0.00052148i,-0.0010061+0.0001432i,0.00030045-0.00078725i,1.1413e-05-0.00057175i,-0.00012869-0.00018763i,0.00038399-0.00038697i,0.00086613+1.6052e-05i,0.0010302+0.000284i,0.00025513+0.00024765i,0.00013692-0.00026465i,0.00058764-0.00033277i,0.00070504-0.00034521i,-0.00033943-0.00015822i,-0.0013453+2.0885e-05i,-0.00056128+4.6598e-05i,-3.3275e-05+0.00054556i,0.00015577+0.00058768i,0.00031179+0.00056084i,-9.1387e-05+0.00022092i
0.0013577-0.00055687i,0.00088778-0.00077917i,-1.1599e-05-0.0015713i,-0.00081622-0.0017944i,-0.00093467-0.0016718i,-0.00056782-0.0012576i,-0.00058811-0.00017078i,-0.00053655+0.00084967i,0.00023653+0.00092257i,0.00080831-9.7092e-06i,0.0012998-0.00041243i,0.0014472-0.0009025i,0.00058792-0.00072489i,-4.2305e-05+0.00037286i,-0.00021375+0.0005114i,0.00033654-0.00014983i,0.00082727-0.0004783i,0.00075595-0.00039052i,0.00034986+0.00016178i,-5.1619e-05+0.00063989i,-0.00016856+0.00091907i,-0.0004859+0.0012926i,-0.00030483+0.0012894i
