-0.0027376+0.00060649i,-0.0013038+0.00044392i,-0.0020133+0.0010116i,-0.0015972+0.0011801i,-0.00090007+0.0016636i,-0.00026293+0.0013357i,-0.00064806+0.00093379i,-0.00090103+0.0013084i,0.00037234+0.0013622i,0.00087223+0.00058442i,0.00089997-0.00076693i,0.0015434-0.00091071i,0.0012771-0.00043904i,0.00015484-0.00019908i,-0.00094729+1.601e-05i,-0.0017034-0.00018469i,-0.0014081-0.00037283i,-0.00029506-0.0006372i,0.00045889-0.00043895i,8.7045e-05-4.0624e-05i,-0.00036535-0.00033888i,-0.00029608-0.0010168i,-0.00028167-0.00057646i
-0.0036334+0.00031885i,-0.002742+0.0012879i,-0.0025907+0.0021304i,-0.0020441+0.0017436i,-6.6746e-05+0.0007319i,0.0015229-0.00044802i,0.0011436-0.0015883i,-0.00011129-0.0017683i,-0.0009317-0.0015343i,-0.00096056-0.0011551i,-0.00048587-0.00068359i,-0.00024572-0.0002193i,0.00010545-3.2951e-06i,0.00028208-0.00038214i,0.00024588-0.00076753i,-5.8313e-07-0.0008406i,-3.0806e-05+0.00019471i,0.00034481+0.0018533i,0.00090525+0.0019005i,0.0011977+0.00057311i,0.00068228-2.1065e-05i,0.00029051+0.00023814i,0.00025391+0.00058909i
0.002155+0.00082741i,0.0028556+8.5417e-05i,0.002714-0.00075718i,0.0016775-0.00088416i,0.00054947-0.00064865i,-0.0008955-0.0006597i,-0.0014342-0.00031447i,-9.4692e-05-0.00040448i,0.0015427-0.00099155i,0.0012549-0.0014588i,0.00050911-0.002048i,-0.0002096-0.0017412i,-0.00068072-0.0011339i,-0.00030989-0.00058472i,4.9627e-06+0.00022333i,-0.00046346-0.00011362i,-0.00083927+0.00026805i,-0.00076812+0.00084034i,-0.00079525+0.00058363i,-0.0011656-2.2469e-06i,-0.00098082-0.00085968i,-0.00029352-0.0010582i,-0.00025423-0.00067907i
0.0006388-0.00077466i,-0.00029674-9.7926e-05i,-0.00098673-0.00031423i,0.00019007-0.00033055i,0.0009964+0.00019435i,0.0011233+0.00046733i,0.0012934-4.5104e-05i,0.0011613-0.00047517i,0.0013128-0.00018313i,0.001636+0.00049951i,0.0016385+0.0006226i,0.00089761-5.5576e-05i,0.00015889-0.00017469i,-0.00020691+0.00065113i,-0.000265+0.0015957i,-0.00017862+0.0013859i,-0.00038009+0.00077627i,-0.00079733+0.00027129i,-0.00085698+0.00051216i,-0.00059864+0.00042203i,-0.00067529-0.00056617i,-0.00075133-0.00070097i,-0.00073769-0.00010477i
-0.002651+0.0035675i,-0.0017579+0.002227i,-0.0014418+0.0020205i,-0.00016868+0.0019697i,0.0016105+0.00024056i,0.0013445-0.0017193i,7.7655e-05-0.0011972i,-0.00077277-0.00011063i,-0.0011223+0.00054132i,-0.00078798+0.0012683i,-0.00066025+0.00062499i,-0.00015211-0.00052792i,0.00032669-0.00047154i,-6.9671e-05+1.6221e-05i,-0.00023288-3.926e-05i,-8.6876e-05-0.0011488i,0.00048172-0.0019094i,0.00040251-0.00061986i,5.3985e-05+0.00013123i,5.9408e-05-0.00048104i,8.8578e-05-0.00060314i,0.00012419-0.00046496i,0.00035656-0.00025319i
0.00030531+0.00031911i,0.00046355-0.0010264i,0.0013789-0.00093253i,0.0026864-0.0012075i,0.0028362-0.00080444i,0.0018616-0.00047955i,0.00095293-0.0010743i,0.00032539-0.00067753i,-0.00052429-7.1917e-06i,-0.001597-0.00068071i,-0.0016653-0.00092905i,-0.00087676-4.6042e-05i,-8.2012e-05-0.00017795i,-0.00052384-0.00063813i,-0.0010786+2.0363e-05i,-0.00073849+0.00052071i,3.2812e-05+0.00030079i,0.00010249+0.00042294i,-0.00048237+0.00083872i,0.00010049+8.3916e-05i,0.0012238-0.0006075i,0.0016677-0.00019677i,0.00082103-0.00028947i
-0.00097714-0.00028371i,-0.0017134+0.00031701i,-0.0031297+0.00053787i,-0.0032308+0.00075938i,-0.0019528+0.00060547i,-0.00097009+0.00018562i,-0.00039789-0.00048673i,-0.001047-0.0014544i,-0.0012722-0.00203i,0.00018701-0.0012446i,0.00045738-0.00077381i,0.00033161-0.0015419i,0.00076986-0.0012579i,0.00074553+0.00015393i,0.00023685+0.00086393i,-0.00025988+0.00076878i,-0.00047602+0.0003058i,-0.00031943+0.00018374i,0.00011537+0.00072589i,0.00068599+0.0008858i,0.00084196+0.00027563i,0.00043134+0.00069449i,-6.3814e-05+0.00032851i
0.0016255-0.0007503i,0.0011781-0.00072563i,0.00024501-0.00096478i,-6.6062e-06-0.00066674i,-2.3471e-05+0.00047482i,-0.00010074+0.00046595i,3.0894e-05-0.0006877i,0.00083096-0.00083974i,0.0016916+2.0349e-05i,0.0014122-0.00027412i,0.0005132-0.00080893i,0.00087883-0.00019407i,0.0015094+0.00029107i,0.0015308-0.00015401i,0.00016028-0.00074023i,-0.00081268-0.00053124i,-0.00064233+0.00088984i,-0.00083212+0.0012024i,-0.00046499+0.00035164i,0.00032787+0.00051979i,0.00061801+8.0842e-06i,0.00052479-0.00047868i,0.00056758-0.00029994i
0.0016302+0.00077748i,0.00169+0.0009957i,0.0024409-0.00051417i,0.0035204-0.0022839i,0.0025363-0.002383i,0.0006317-0.0020727i,0.00025744-0.0012172i,0.0003619+0.00012993i,0.00014083+0.00064935i,-7.8425e-05+0.00026199i,-0.00027361-0.00028409i,-0.00030854-0.00044479i,-0.0011224-0.00052902i,-0.0022001-0.00048152i,-0.0018523+0.0002607i,-0.00089083+0.00044759i,-0.0004314-0.00017412i,-2.5517e-06-0.00071961i,-0.00039105-0.0011842i,-0.00061295-0.0010341i,-0.00026395-0.00017881i,0.00057596+0.00013091i,0.00054729+0.00047129i
0.00089945-0.00082754i,-0.0011631-0.0011764i,-0.0029924-0.00087931i,-0.0034003-0.00022782i,-0.0019197-0.00025198i,-0.00039694-2.6769e-05i,0.00031994+0.00064307i,0.00048319+0.00049456i,2.5571e-06-0.00027044i,-0.00071251-0.00075912i,-0.0010981-0.00078457i,-0.00099941-0.00014556i,-0.00044208-5.3641e-05i,9.6363e-05+0.0002643i,0.00011976+0.001227i,-0.00029656+0.0012345i,0.00014508+0.00046516i,0.0010265-1.0418e-05i,0.00087531-2.4417e-05i,0.00075683+0.0006316i,0.00018676+0.0010253i,0.00012278+0.0006018i,0.00039944+5.4375e-05i
-0.00023383+0.00039002i,-0.00082383-3.6986e-05i,-0.00094143-0.00062171i,-0.00016699-0.00069791i,1.229e-05-9.3171e-05i,-0.0004406-1.9394e-05i,-0.00075429-0.00023792i,-0.00081973-0.00032406i,-0.001097-0.0002556i,-0.00089213-0.00027136i,-0.00085428-0.00049342i,-0.00080314-0.00095297i,0.0002705-0.00085753i,0.00097365-0.00062177i,0.00055824-0.001192i,-0.00024109-0.0012239i,-0.0005793-0.00027254i,6.7052e-05+0.00032554i,0.00012525+0.00062065i,-0.00086531+0.00064269i,-0.00084618+0.00047239i,-7.3109e-05-0.00049659i,0.00049055-0.00176i
-0.0023175-0.0016247i,-0.0018342+0.00097237i,-0.0030589+0.0021051i,-0.0031564+0.0014641i,-0.0011659+0.00088417i,0.0010028+0.00058261i,0.0018216+0.00027413i,0.0013684+0.0003291i,0.00072892+2.9308e-05i,0.0014474-0.00039481i,0.0022321-0.00047373i,0.0010241-0.00055602i,0.00048391+0.00053784i,0.0014656+0.0011884i,0.0012261+0.00088146i,0.00010995+0.00086702i,-0.00093037+0.0010865i,-0.00099684+0.0010059i,0.00043496+0.00083645i,0.0011533+0.0011527i,0.00068893+0.00090589i,8.5316e-05+0.00063358i,-6.5786e-05+0.00029722i
-8.355e-06-0.0029038i,-0.00015096-0.0018465i,-0.00097392-0.00095966i,-0.0010063-0.00044872i,-0.0012407+0.00032109i,-0.0008578+0.00038335i,0.00038961-0.00046208i,0.00059977-0.00080263i,0.00058846-0.00010882i,0.00022165+0.001444i,-0.00045829+0.0013767i,-0.00010371+0.00099661i,0.00059058+0.0012314i,0.00054149+0.00019575i,0.00038328-0.00023336i,0.00065321+3.0351e-05i,0.00028407-0.00038983i,0.00015535-0.00054407i,0.00025726+9.5314e-05i,-0.0008051+0.00090699i,-0.00095132+0.0009399i,-0.0003794+0.00021495i,5.8172e-05+0.00037184i
-0.00037695-0.0011904i,-0.00069716-0.0014338i,-0.0012665-0.0016925i,-0.00078779-0.00068061i,0.00080376+0.00033007i,0.0012451+0.00052017i,0.00037982+0.00016182i,-0.00054133+1.1167e-05i,-0.0012047-0.00024867i,-0.00088137+0.00048639i,-0.0003145+0.0017584i,-0.00012543+0.0014083i,-0.00031441+0.00038967i,-0.0011723+0.00027165i,-0.001182+0.00021301i,-0.00018601-0.00029573i,0.00017507-0.00035193i,0.00040393-0.0001196i,0.00095124+5.8471e-05i,0.0013911-0.00039695i,0.0017543-0.0007614i,0.00069964-0.00075918i,-0.00052658-0.00077577i
-0.00019438+0.0010487i,-0.00062884+0.0014852i,-0.0014872+0.0011584i,-0.0019233+0.00053094i,-0.0014053+0.00068987i,-0.00068366+0.00070625i,-0.00067812-0.00017696i,-0.00024375-0.00025437i,-0.00024628-0.00044148i,-0.00048633-0.00063741i,-0.0008231-0.00023524i,-0.0013333-0.00039434i,-0.00077112-0.00076373i,-0.0001885-0.00075194i,0.00034946-0.00018366i,0.00081706+0.00057634i,0.00013219+0.00092077i,-0.0002342+0.00028346i,0.00025663-0.00035842i,-0.00010244-0.0003399i,-0.00024052-0.00026794i,-6.6808e-05+0.00061371i,-3.9856e-05+0.00060818i
-0.0023985-0.0016574i,-0.0031813-0.0012164i,-0.0037874-0.00061373i,-0.0028873+0.00044768i,-0.0014807+0.0015614i,-7.9548e-05+0.0013135i,0.00021391-0.00012472i,0.00019383-0.00095838i,0.00050122-0.0011367i,0.00055558-0.0014356i,0.0005098-0.0016409i,0.00014079-0.0010421i,0.00059966-0.0008777i,0.00099287-0.001495i,0.0010003-0.0014632i,0.00055073-0.00069539i,-0.00053598-0.00015768i,-0.00088245+0.00085499i,-0.00012777+0.0012344i,0.00044697+0.00065535i,-0.00011074-2.3726e-06i,-3.6316e-05-0.00034179i,0.00059516-0.00083341i
0.00092526+9.7861e-05i,0.00091556+0.00023729i,0.0013157+0.00024587i,0.0018548+0.00058054i,0.0013744+0.00035608i,-3.7289e-05-0.00043568i,-0.000775-0.00042998i,-0.00046324+3.8846e-05i,0.00033163+0.00030906i,0.0010148+0.00090935i,0.001307+0.00089437i,0.0011205-0.00036219i,0.00063433-0.00060064i,-0.00012847-9.0511e-06i,-0.00075552-0.00016253i,-0.00045935-0.00011599i,-0.00032184+0.00033763i,-0.00045159+0.00033669i,-0.00068138+0.00011014i,-0.0007873-0.0002989i,-0.00054381-0.00078289i,-0.00045251-0.0014079i,-0.00016841-0.0013865i
0.00056369+0.00031712i,0.00033317+0.001039i,0.00018694+0.0025798i,0.0014059+0.0017217i,0.0026408+2.2827e-05i,0.0016254-0.00084718i,0.0004357-0.001583i,-0.00063683-0.0012154i,-0.0013468+0.00018481i,-0.00089876+0.0010395i,-0.0004175+0.000611i,-0.00075845-0.00018819i,-0.0012598-0.00079005i,-0.00064043-0.00052425i,9.6189e-05-0.00048465i,2.2152e-05-0.00083881i,0.0002892-0.00080309i,0.0001979-0.00059461i,0.00095183+0.00012811i,0.0013264+0.00023458i,0.0010566-0.00062621i,0.00062329-0.00065221i,0.00014013-0.00057108i
-0.00036769+0.00036946i,-0.0012602-0.00023295i,-0.0023281-0.00060254i,-0.0020613-0.00057023i,-0.0011429+0.00016345i,-0.00052159+0.0010681i,-0.00042722+0.00063921i,-0.00077435+0.00025927i,-0.00073766-0.00035102i,-0.00090698-0.00037958i,-0.0010693+0.00057891i,-0.00027171+0.00057504i,0.00030363+0.00012221i,0.00025671-0.00022755i,-5.6142e-05-0.00089943i,-7.7315e-05-0.00086972i,1.7512e-05-0.00021274i,0.00028335+0.00029779i,0.00022294+0.00057322i,0.00042536+0.00017354i,-1.6461e-05-0.0001067i,-0.00034509-0.00032701i,0.00089559-0.00028128i
-0.001049+0.0013984i,-0.00057866+0.00074975i,-0.00023949+0.0014497i,0.00091523+0.0010126i,0.0020786-5.7746e-05i,0.00147-0.00086889i,5.7956e-05-0.001177i,-0.00023571-0.0005554i,1.9051e-05+0.00015237i,0.0003809-0.00040991i,0.00052191-0.0016361i,2.3556e-05-0.0019902i,-0.00042394-0.0012898i,-0.00058553-0.00018386i,-0.0012684+0.00047724i,-0.001212+0.0005611i,-0.0010594+0.00058582i,-0.00080537+0.00032049i,-0.00015367+0.0002183i,0.00024895+8.4261e-05i,0.00027575-0.00012089i,-0.00026994+0.00025823i,-0.00041968+6.9382e-05i
0.0010067-0.0010463i,-0.0001567-0.0011749i,-0.00077919-0.0011118i,-4.424e-05-0.00097574i,0.00088945-0.00044062i,0.00024768-0.00036226i,-0.0009231-0.00061678i,-0.0010969-0.00057256i,-0.00038687-0.00054616i,0.00048144-0.00012677i,0.00083498-0.00044416i,0.0012905-0.00076819i,0.0014336-0.0004278i,0.0012049-0.0010254i,0.00097067-0.0015028i,0.00055574-0.0016496i,-0.00036199-0.0014316i,-8.238e-07-0.00072296i,0.00086799+5.2287e-05i,0.00040564+0.00030158i,6.5673e-05-0.00045132i,0.00039911-0.0006468i,0.0011109-0.00030673i
0.00097979-0.00030375i,0.0012102-0.0014784i,-2.0004e-05-0.0026231i,-0.00092981-0.0024388i,-0.00099251-0.0016662i,-0.00098165-0.00061494i,-0.00080893+0.00056136i,-0.00031354+0.00083379i,0.00068101+0.0004134i,0.0016386+0.00028141i,0.00198+0.00098361i,0.0015634+0.0015734i,0.00033489+0.0013753i,-0.00010486+0.00056743i,0.00053589+0.00029956i,0.00091391+7.9331e-05i,0.00095474-0.00044984i,0.00061361-0.00060398i,8.3534e-05-0.00033882i,-0.00047544-0.00018694i,-0.00050607-0.00012987i,-5.1604e-05-0.00017891i,-2.1611e-05+2.3142e-06i
0.0010484+0.00072097i,4.1912e-05+0.00025358i,0.00035151-0.00071325i,0.0010567-0.00055149i,0.0010263-0.00037974i,-9.0382e-05-0.00040076i,-0.00058665-0.00067977i,-0.00036344-0.0010893i,0.00012318-0.00089771i,-0.0005567-0.00091385i,-0.0010656-0.00080356i,-0.0014396+0.00064933i,-0.0019044+0.0013266i,-0.0017358+0.00021i,-0.00093006-0.00036382i,-0.00060699+0.00028897i,-0.00080644+0.00028553i,-0.00073682+1.9257e-06i,-0.00061302+0.0002058i,2.6981e-05+0.00068691i,0.00022538+0.00049123i,-4.4218e-05-0.00024327i,-0.0002336-3.0998e-05i
-0.00045883-0.00049079i,-0.0010174-0.00022018i,-0.0023441+0.0012289i,-0.0016914+0.0020013i,-0.00067446+0.0015498i,-9.4237e-05+0.00012582i,5.0124e-05-0.00077047i,-0.00013485-0.00061037i,0.00031204-0.00079485i,0.00060063-0.00073368i,9.8443e-05-0.00036255i,-0.00032896-0.00015803i,9.2277e-05+0.0002839i,0.00013349+0.00017577i,0.00025885-0.00085802i,0.00034606-0.00086736i,1.2941e-05-0.00044152i,-0.00052655-0.0004342i,-0.00044483-0.00021395i,0.00053576+0.00021405i,0.0010239+0.00093039i,0.00092211+0.00081968i,0.00073812+0.00081435i
-7.9185e-05+0.00097255i,0.00094932+1.9427e-05i,0.00055147+0.00016299i,-0.00031049+0.00059811i,-0.00073979+0.00060229i,-0.00084917+0.00036434i,-1.8551e-05+0.0003333i,9.7685e-05+0.0002637i,0.00061318+0.00022267i,0.0016889-0.00019326i,0.0013648-0.0011467i,0.00028871-0.0012692i,0.00046761-0.00093458i,0.00036704-0.00083109i,0.00021143-0.0012147i,-4.1403e-05-0.0013276i,-0.00024665-0.00068564i,0.0003057+0.00017014i,0.0007524+0.00030549i,0.0004601+0.00041163i,9.4998e-05+0.0010751i,0.00025484+0.0011492i,0.00057252+0.00066764i
0.0007821-0.0030662i,-0.00089229-0.0025863i,-0.0016689-0.0030869i,-0.0017945-0.0023508i,-0.0024086-0.00073395i,-0.0015463-0.00028195i,-5.1315e-05-7.6972e-05i,-0.00011696-0.00022717i,-6.564e-05-0.00058734i,0.00059705+0.00010464i,0.00053912+0.0012674i,0.00068188+0.0017045i,0.0014878+0.0018285i,0.0013101+0.0019153i,0.00037006+0.0010911i,0.00055403+8.8613e-06i,0.00035492-0.00037035i,0.00010467+2.1866e-05i,1.7688e-05+5.2801e-05i,-0.00035115-0.00036842i,-0.0011302+0.00042701i,-0.0014744+0.0004204i,-0.0010445+5.7164e-05i
0.0013105+0.00046857i,0.001567-0.0018841i,0.0010097-0.0023647i,0.0003476-0.0013588i,0.00034699-0.00070594i,-0.00028858-0.0003091i,-0.00061431-0.00027808i,-0.00035268-0.00090504i,0.00026246-0.00068436i,0.00042748+8.935e-05i,-0.00024214+0.00054958i,-0.00078193+0.0005163i,-9.7098e-06+0.00020566i,0.00042038+0.0006956i,0.00030719+0.0011992i,0.00078631+0.0012814i,0.0001585+0.00095648i,-0.00070362+0.00021812i,-0.0004189-5.957e-05i,0.00056904+0.00038087i,0.00072895+0.0014284i,-4.8497e-05+0.0015457i,-0.00042386+0.00072039i
-0.0014798-0.00074756i,-0.0010372-0.0013064i,-0.00059551-0.0013906i,2.6515e-05-0.00030168i,0.0010303-0.00063168i,0.0016233-0.0016517i,0.0013933-0.0013594i,0.00095061-0.00023507i,-9.3698e-06+4.621e-05i,-0.00093152+2.8447e-05i,-0.0008478-0.00024461i,-0.0003413-0.00094721i,-0.00016096-0.0011028i,-0.00081797-0.00086059i,-0.0010066-9.6601e-05i,-0.00080628+0.00063428i,-0.0010071+0.00099262i,-0.0011508+0.0010358i,-0.00049493+0.00074321i,-0.00054452+0.00024066i,-0.00046592-0.00028926i,0.00026783-7.3805e-06i,0.00010875+0.00080931i
0.0001265+0.00035357i,-9.7859e-05+0.0012181i,-0.00035841+0.00076592i,-0.0013018+6.8777e-05i,-0.0012073-0.00068051i,-0.00030049-0.00081261i,-0.00019916-0.00034937i,-0.00032926-0.00022248i,-0.00042111-0.00061548i,0.00024235-0.00092371i,0.00018303-0.0010091i,-0.00042017-0.0016279i,-0.00017141-0.00155i,0.00017294-0.00081336i,0.00068407-0.00074426i,0.0012757-0.0008854i,0.00057849-0.00028061i,-0.00054644+3.435e-05i,-0.00027327-0.00038172i,0.00059517-0.00036636i,0.0010224+0.00031109i,0.00044967+0.00033452i,-9.5153e-05+0.00031715i
-0.0020679+0.0023615i,-0.0021505+0.0025113i,-0.0015034+0.0024838i,0.00046894+0.0011681i,0.0013913+0.0011741i,0.00085906+0.0010539i,-9.3859e-06+0.000106i,-0.00047459-0.00020246i,-0.00024731+0.00025751i,0.00066675+0.0005934i,0.0012628+0.00022669i,0.0012696-0.00013376i,0.00034124-0.00039621i,-0.00017583-0.0010602i,-0.00022393-0.00088259i,-0.00049904-0.00038638i,-0.00064047-0.00054101i,-5.539e-05-0.00053221i,0.00027511+0.00046237i,-1.3743e-05+0.0003247i,0.00018206+0.00012276i,0.00057704+0.00014634i,0.00012059-6.5057e-05i
0.0007711-0.0028073i,0.0004558-0.0023111i,-0.00059564-0.0021854i,-0.0007191-0.00082326i,-0.00015548+0.00060555i,0.00038127+0.00057104i,0.00070506-0.00047665i,0.00068968-0.00086286i,0.00039062-0.00065465i,-0.00051653+0.00049639i,-0.00097801+0.0018782i,-0.0006373+0.0020033i,-0.00055537+0.0012636i,-0.00067529+0.00049942i,-0.0001801+5.8518e-05i,0.0014126+0.0004834i,0.0016577+0.00068744i,0.00034408+0.00021091i,-0.00044245-9.6532e-05i,4.2268e-05-0.00047091i,0.00081675-0.00017985i,0.00051831+0.00028911i,0.00011622-4.5285e-05i
0.0028793+0.0008014i,0.0014386+0.00082335i,0.00072861+0.00075574i,0.00050144-0.00096596i,0.00044829-0.0022136i,0.0001637-0.0021691i,-0.00015844-0.0013951i,-0.00027454-0.00051571i,-0.00031444-0.00066828i,-0.00040851-0.0011249i,-0.00077649-0.00049969i,-0.00079385+7.5686e-05i,-0.0006706+0.00018651i,-0.00041593+0.00021568i,-4.7706e-05-0.00027213i,0.00017963+0.00016536i,5.1885e-05+0.00054837i,6.5811e-05+0.00035485i,-0.00047493+0.00035056i,0.00026115+0.00019502i,0.00095365+0.00047263i,0.00034836+0.0007066i,0.00023161+0.00060005i
-0.00016761-0.0010248i,-0.00094884-0.00093131i,-0.0018041-0.00016908i,-0.00090032-0.00025851i,0.00043881-0.00067126i,0.0016457-0.00016627i,0.0011675+0.00011432i,8.2492e-05-0.00012512i,-0.00030647-0.00040708i,-0.00093498-0.0008506i,-0.0011988-0.00093045i,8.9828e-06-0.0011429i,0.00050117-0.0014022i,-0.0001705-0.0013915i,-0.0007856-0.00096691i,-0.00116+0.00010074i,-0.00081028+0.00078716i,-0.00023573+0.00043673i,0.00032915-9.0321e-05i,0.0014478-1.4649e-06i,0.0015743+0.00037603i,0.00085307+0.0003957i,0.00047138-0.0010483i
-0.00073138+0.00021392i,-0.00091461+0.00038744i,-0.001244-0.0002814i,-0.0011308-0.00050805i,-8.9592e-05-0.00086256i,0.0010309-0.00097219i,0.00085549-0.00023061i,0.00046398+0.00013961i,0.00062674-0.00012578i,0.00077836-0.00020957i,0.0010399-0.00030857i,0.00064535-0.00010665i,7.4801e-05-0.00042685i,0.001025-0.00099172i,0.00083645-0.0010095i,-0.00023013-0.0010603i,-0.00012774-0.00074991i,-0.00015354-0.00014195i,-1.4862e-05+9.2007e-05i,5.2493e-05-0.00039029i,-0.00050701-0.00035095i,-0.00035743+0.00090247i,-0.00043266+0.0014379i
-0.00086059-0.0001078i,-0.0013292-0.0010325i,-0.0012047-0.00071857i,-0.00043851+0.000343i,0.00028363+0.0010181i,0.00026609+0.0010545i,5.0176e-05+0.001042i,-0.00069085+0.001042i,-0.00089421+0.00059763i,0.00012826+0.00030925i,0.0004597+0.00081939i,0.00056266+0.00018007i,0.0012768+2.2993e-05i,0.00092305+0.00040236i,0.00017456-0.00024647i,0.00027189-0.00037563i,0.00049657-2.1438e-05i,0.00013422+9.0362e-05i,-0.00029105+0.00019272i,-7.1222e-05-0.00044531i,0.00050594-0.00055114i,0.001063+0.00011544i,0.00043212+0.00070146i
0.00043451-0.0017193i,-0.00016634-0.0020836i,-0.00031734-0.0034053i,-0.00021656-0.0025273i,8.5084e-05-6.9478e-05i,0.00067876+0.00024285i,0.00099625-0.0010716i,0.00023271-0.0013907i,-0.00023988-0.0012115i,-0.00059172-0.00065443i,-0.001145+0.00065585i,-0.001051+0.0016269i,-0.001223+0.0011237i,-0.0017502+0.00078188i,-0.0012497+0.0017163i,-0.00056599+0.0018758i,-0.00012983+0.0017077i,0.00029009+0.0014028i,0.00044291+0.00072787i,-0.00014719+0.00055974i,-8.4385e-05+0.00060066i,-0.00012376+0.00024865i,-0.00049248-0.00031679i
0.00063678+0.0002533i,0.00067201+0.00046649i,0.0014486-0.0002602i,0.0012886-0.00097179i,0.00070588-0.00083404i,0.00063083-0.00070745i,0.00081231-0.00022234i,0.00075032+1.3325e-05i,0.00094912-0.00096057i,0.0005458-0.0019102i,-0.0005451-0.0021024i,-0.0012082-0.0014467i,-0.0013169-0.00053637i,-0.00049356-0.00048954i,-0.00016946-0.00085951i,0.00024492-0.00076361i,0.00012775-0.00067266i,-0.00064879-0.00018593i,-0.00023115+0.00036677i,0.00018473-0.00035626i,-3.5901e-05-0.0002786i,0.00014789+5.7465e-06i,-0.00035587+0.00011256i
-0.00061239-0.00012995i,-0.0015101-0.00051272i,-0.0013629-0.00059942i,-0.00068794+0.00040728i,0.00038102+0.00054174i,0.00087852+0.00024664i,0.00031284+0.00023992i,-0.00011455-0.00013135i,0.0002213-0.0013784i,0.0013975-0.0024907i,0.0018906-0.0017146i,0.0012719-0.0013677i,0.00013832-0.0011467i,-0.00082461-0.00079483i,-0.0011148-0.00093606i,-0.00074693-0.00086275i,-0.0004478-0.00020244i,-0.00090618+0.00040417i,-0.00088717+0.0003698i,-0.00033229+9.3617e-05i,0.00040375-4.7495e-05i,0.00067977+0.00032501i,0.00056448+2.6486e-05i
0.0017263-0.0013254i,0.0003348-0.00021846i,-0.00011978-0.00013174i,8.0283e-05-0.0010354i,-0.00012079-0.00050016i,-0.00055199+0.00029944i,-0.00019976+0.00014286i,0.00029309-0.00033563i,0.00051302-6.8946e-05i,0.00077292+0.00072317i,0.00032377+0.00047854i,-0.00037682-0.00026776i,-0.00071245-0.00017618i,-0.0005345+0.00077343i,-0.00013201+0.00076659i,-5.0537e-05+2.1203e-06i,6.7926e-05+0.00033097i,-3.1937e-05+0.00023056i,-0.00026448+0.00039629i,-5.373e-05-8.4795e-05i,-6.5232e-05-0.00037132i,-8.3191e-05-3.0755e-05i,0.00045883-0.00011897i
-0.0024683-0.00040111i,-0.0018988+0.00036821i,-0.0010451+0.0026327i,-0.00031601+0.0018315i,0.0011351+0.00036597i,0.0016507-0.00055339i,0.00045146-0.0012875i,-0.00082887-0.0015194i,-0.00043505-0.00085139i,-7.9854e-05+0.00098896i,-6.0097e-05+0.0011203i,-0.00046695+8.4655e-05i,-0.0013907-0.00017353i,-0.001327-8.9832e-05i,-0.00035088+0.00021362i,0.00025122+0.00053012i,0.00014301+0.00035292i,0.0002735-7.3243e-06i,0.00028311+0.00035081i,0.00014488+0.0012043i,0.00039853+0.00093733i,0.00052763+0.00043332i,0.00021242+0.00070995i
-0.0013863-0.00017841i,-0.0015947-0.00055679i,-0.0016448+2.8184e-05i,-0.00090512-6.3572e-05i,-0.00012844-0.00087359i,0.00031284-0.0015355i,0.00067144-0.00065246i,0.00023799+0.00018411i,-0.0007321+1.8728e-05i,-0.0010904-0.00026032i,-0.0010917-0.00033282i,-0.0012281-0.00037367i,-0.00083342-0.00011919i,-0.0006872+0.0005952i,-0.00053479+9.8981e-05i,-0.0006281-1.3494e-05i,-0.0011204+0.00010323i,-0.00081502+0.000515i,-0.00025295+0.0010967i,-0.00022808+0.00081537i,-0.00040271+0.00018459i,-0.0008777-7.7354e-05i,-0.0010529-0.00011924i
-0.00025995-0.0022744i,-0.0014724-0.0029732i,-0.0017394-0.0022744i,-0.0015614-0.00083812i,-0.00051722+0.00025517i,0.00089548+2.9544e-05i,0.0010697-0.00088358i,0.001129-0.00071097i,0.0011143-0.00060031i,0.00014529-0.00094751i,-0.00021698-0.00076466i,-3.455e-05-0.0011636i,0.0004044-0.0017731i,0.00089528-0.0013i,0.0012635-0.00044288i,0.00070956+6.3396e-05i,3.2925e-05+0.00023867i,-2.6709e-05+0.00063275i,-0.00024627+0.00057821i,-0.00037693-0.00015208i,-0.00022898-0.00019133i,0.00023216+0.0002021i,-6.3477e-05+0.0001151i
-0.0010317-0.0019271i,-0.00091682-0.00086671i,-0.00078729+0.0015991i,-0.0012001+0.0021086i,-0.0017068+0.0014559i,-0.0011133+0.0013363i,7.4432e-05-0.0002372i,0.00039868-0.0011768i,0.00022542-0.00065697i,0.00052239+0.00010931i,0.0014697+0.00010102i,0.0020092-0.00047954i,0.0019957-0.00090848i,0.0013685-0.0011471i,0.00099159-0.00090948i,0.00065235-8.0682e-05i,-0.00014748+0.00086283i,-0.00035208+0.0011327i,0.00034814+0.0012356i,0.00036896+0.001486i,-0.00062913+0.00089272i,-0.00024838-0.00030797i,4.1768e-05-0.00063687i
